
[00:00:00.000 --> 00:00:03.000]  各位梁法堂的弟兄姊妹平安
[00:03:11.000 --> 00:03:14.000]  他們以為已經是
[00:03:14.000 --> 00:03:16.000]  解決了這個耶穌基督人
[00:03:16.000 --> 00:03:18.000]  但當他們見到耶穌基督
[00:03:18.000 --> 00:03:20.000]  斷氣之後所出現的
[00:03:20.000 --> 00:03:22.000]  超自然的現象
[00:03:22.000 --> 00:03:24.000]  當時在聖殿裡的萬子裂開
[00:03:24.000 --> 00:03:28.000]  當時地震等等的情況
[00:03:28.000 --> 00:03:30.000]  其實都令他們
[00:03:30.000 --> 00:03:32.000]  不禁要說一句
[00:03:32.000 --> 00:03:34.000]  他真是神的兒子
[00:03:34.000 --> 00:03:37.000]  主耶穌基督成就救恩
[00:03:37.000 --> 00:03:40.000]  上帝神聖的參與
[00:03:40.000 --> 00:03:42.000]  出現了這些震撼的現象
[00:03:42.000 --> 00:03:45.000]  其實震撼在場每一個人
[00:03:45.000 --> 00:03:48.000]  不過仍然有多震撼也好
[00:03:48.000 --> 00:03:51.000]  但是人總是要歸回現實
[00:03:51.000 --> 00:03:54.000]  來處理真實的情況
[00:03:54.000 --> 00:03:55.000]  耶穌的肉身
[00:03:55.000 --> 00:03:59.000]  畢竟已經成為一個施搜
[00:03:59.000 --> 00:04:01.000]  接著問題是什麼呢
[00:04:01.000 --> 00:04:03.000]  就是遺體處理了
[00:04:03.000 --> 00:04:05.000]  這個從十字架上
[00:04:05.000 --> 00:04:08.000]  拿下來的耶穌基督
[00:04:08.000 --> 00:04:12.000]  究竟要怎樣再處理下去呢
[00:04:12.000 --> 00:04:16.000]  下一站就是喪禮
[00:04:16.000 --> 00:04:18.000]  喪禮我們知道
[00:04:18.000 --> 00:04:23.000]  是安葬和紀念死者
[00:04:23.000 --> 00:04:25.000]  同時也是讓在生的人
[00:04:25.000 --> 00:04:28.000]  可以表達對死者的懷緬和尊敬
[00:04:28.000 --> 00:04:33.000]  務求能夠令在生的人得到安慰
[00:04:33.000 --> 00:04:38.000]  主耶穌當時在生和他一起的人
[00:04:38.000 --> 00:04:40.000]  沿途已經不知道去了哪裡
[00:04:40.000 --> 00:04:43.000]  而當時他跟從他的民眾
[00:04:43.000 --> 00:04:44.000]  一班的信眾
[00:04:44.000 --> 00:04:46.000]  甚至耶穌的親人
[00:04:46.000 --> 00:04:48.000]  他們又情歸何處呢
[00:04:48.000 --> 00:04:51.000]  經歷過一場這麼浩蕩的
[00:04:51.000 --> 00:04:54.000]  宗教政治的運動
[00:04:54.000 --> 00:04:57.000]  究竟接著要歸回平淡
[00:04:57.000 --> 00:05:00.000]  還是要再繼續下去呢
[00:05:00.000 --> 00:05:03.000]  一起一起有很多的問題
[00:05:03.000 --> 00:05:06.000]  其實都跟著耶穌的屍首
[00:05:06.000 --> 00:05:10.000]  應該是被關在這個墳墓的裏面
[00:05:10.000 --> 00:05:14.000]  被這個大石頭封起來
[00:05:14.000 --> 00:05:16.000]  用中國人的說話
[00:05:16.000 --> 00:05:19.000]  就好像蓋棺定論那樣
[00:05:19.000 --> 00:05:21.000]  他日再才可以討論
[00:05:21.000 --> 00:05:25.000]  再才可以評論
[00:05:25.000 --> 00:05:28.000]  所以一般在喪禮裏面
[00:05:28.000 --> 00:05:30.000]  已死的人他不能夠發聲
[00:05:30.000 --> 00:05:32.000]  他的人生的組織
[00:05:32.000 --> 00:05:34.000]  其實都是由在生的人
[00:05:34.000 --> 00:05:37.000]  和他去組成他的人生
[00:05:37.000 --> 00:05:39.000]  再次去論述出來
[00:05:39.000 --> 00:05:43.000]  但是耶穌卻偏偏是不同
[00:05:43.000 --> 00:05:46.000]  耶穌他帶來的震撼
[00:05:46.000 --> 00:05:48.000]  是就連他死了之後
[00:05:48.000 --> 00:05:51.000]  其實都繼續震撼著這個世界
[00:05:51.000 --> 00:05:55.000]  他接著是組織著他的華語
[00:05:55.000 --> 00:05:57.000]  組織著他的行動
[00:05:57.000 --> 00:05:59.000]  去震撼每一個人的心
[00:05:59.000 --> 00:06:05.000]  延續這個去到復活的發生
[00:06:05.000 --> 00:06:07.000]  還有四福音裏面
[00:06:07.000 --> 00:06:10.000]  緊接著耶穌釘十字架之後
[00:06:10.000 --> 00:06:13.000]  去論述耶穌這個安葬的安排
[00:06:13.000 --> 00:06:15.000]  論述得最詳細的
[00:06:15.000 --> 00:06:17.000]  就是約翰福音第十九章
[00:06:17.000 --> 00:06:19.000]  三十一至四十二節
[00:06:19.000 --> 00:06:21.000]  在這十一節的經文裏面
[00:06:21.000 --> 00:06:23.000]  是描述了兩種人
[00:06:23.000 --> 00:06:25.000]  他們帶出了耶穌是一個
[00:06:25.000 --> 00:06:28.000]  非一般的喪禮
[00:06:28.000 --> 00:06:31.000]  非一般的安葬
[00:06:31.000 --> 00:06:35.000]  第一種人是丁丁
[00:06:35.000 --> 00:06:37.000]  在約翰福音十九章
[00:06:37.000 --> 00:06:41.000]  三十一至三十二節那裏說
[00:06:41.000 --> 00:06:43.000]  因為這日是預備日
[00:06:43.000 --> 00:06:46.000]  是因為那安息日是個大日子
[00:06:46.000 --> 00:06:51.000]  猶太人要求就來求比較多
[00:06:51.000 --> 00:06:53.000]  叫人打斷他們的腳
[00:06:53.000 --> 00:06:54.000]  把他們搬走
[00:06:54.000 --> 00:06:57.000]  免得司守在安息日留在十字架上
[00:06:57.000 --> 00:07:00.000]  於是士兵來把第一個人的腿
[00:07:00.000 --> 00:07:04.000]  和與耶穌和丁的另一個人的腿都打斷了
[00:07:04.000 --> 00:07:07.000]  耶穌釘十字架的日子是星期五
[00:07:07.000 --> 00:07:10.000]  入夜之後就已經是安息日了
[00:07:10.000 --> 00:07:13.000]  耶穌是在下午三點鐘去斷氣的
[00:07:13.000 --> 00:07:15.000]  他們日落的時間都只是只有幾個鐘
[00:07:15.000 --> 00:07:19.000]  所以都幾趕急去預備進入
[00:07:19.000 --> 00:07:21.000]  安息日的預備日
[00:07:21.000 --> 00:07:23.000]  在這個日落之前
[00:07:23.000 --> 00:07:25.000]  所有事情都要預備好
[00:07:25.000 --> 00:07:27.000]  因為安息日就不可以工作了
[00:07:27.000 --> 00:07:29.000]  況且這個安息日
[00:07:29.000 --> 00:07:31.000]  是個月節之後的除教節
[00:07:31.000 --> 00:07:33.000]  是一個大日子
[00:07:33.000 --> 00:07:35.000]  所以在公罪上面
[00:07:35.000 --> 00:07:38.000]  是需要盡快去處理屍體的
[00:07:38.000 --> 00:07:41.000]  但如果屍體留在十字架上過夜
[00:07:41.000 --> 00:07:43.000]  那安息日就不可以去搬動它
[00:07:43.000 --> 00:07:45.000]  因為這樣是會玷污土地
[00:07:45.000 --> 00:07:47.000]  這是根據生命記二十一章
[00:07:47.000 --> 00:07:49.000]  二十二至二十三節所說
[00:07:49.000 --> 00:07:51.000]  但如果是犯人未死的話
[00:07:51.000 --> 00:07:53.000]  就要盡快打斷他的腳筋
[00:07:53.000 --> 00:07:56.000]  讓他不能夠再用他的腳筋
[00:07:56.000 --> 00:07:58.000]  去拉起一個人去呼吸
[00:07:58.000 --> 00:08:00.000]  令他快點斷氣
[00:08:00.000 --> 00:08:05.000]  這是丁丁他們慣常的一個習俗
[00:08:05.000 --> 00:08:09.000]  令他們處理了那件事
[00:08:09.000 --> 00:08:13.000]  而是沒有想過人的生命
[00:08:13.000 --> 00:08:16.000]  在耶穌兩旁的十字架的賊
[00:08:16.000 --> 00:08:18.000]  都已經被打斷腳
[00:08:18.000 --> 00:08:20.000]  而且已經死了
[00:08:20.000 --> 00:08:22.000]  但當丁丁去到耶穌那裏
[00:08:22.000 --> 00:08:23.000]  見他已經死了
[00:08:23.000 --> 00:08:25.000]  就沒有打斷他的腳
[00:08:25.000 --> 00:08:27.000]  聖經說這是應驗了舊約裏面
[00:08:27.000 --> 00:08:30.000]  論述到如如此所獻上的羔羊
[00:08:30.000 --> 00:08:33.000]  因為獻上的羔羊一定要全隻
[00:08:33.000 --> 00:08:35.000]  李經文第三十六節所說
[00:08:35.000 --> 00:08:37.000]  唯要應驗經上的話
[00:08:37.000 --> 00:08:42.000]  他的骨頭一斤也不可折斷
[00:08:42.000 --> 00:08:43.000]  有一件事
[00:08:43.000 --> 00:08:44.000]  就是因為這個丁丁
[00:08:44.000 --> 00:08:46.000]  他走過去
[00:08:46.000 --> 00:08:47.000]  其實他是如常的
[00:08:47.000 --> 00:08:52.000]  去做這個打斷骨頭的動作
[00:08:52.000 --> 00:08:55.000]  但又好像剛剛有一個恰巧
[00:08:55.000 --> 00:08:57.000]  他應該是有這個權利
[00:08:57.000 --> 00:09:01.000]  去操控耶穌的身體
[00:09:01.000 --> 00:09:05.000]  但不知如何解釋
[00:09:05.000 --> 00:09:09.000]  其實他又沒有做到這件事
[00:09:09.000 --> 00:09:12.000]  反而是應驗了聖經所說
[00:09:12.000 --> 00:09:15.000]  耶穌要成為一個完整的羔羊
[00:09:15.000 --> 00:09:20.000]  獻上為人釘身贖罪
[00:09:20.000 --> 00:09:22.000]  而丁丁另一個行動
[00:09:22.000 --> 00:09:26.000]  也是應驗了聖經要帶出來的意義
[00:09:26.000 --> 00:09:28.000]  在第三十四節所說
[00:09:28.000 --> 00:09:31.000]  士兵是用槍扎起一氣
[00:09:31.000 --> 00:09:32.000]  戳耶穌的肋膀
[00:09:32.000 --> 00:09:34.000]  就有血和水流出
[00:09:34.000 --> 00:09:36.000]  這個描述是刻意的
[00:09:36.000 --> 00:09:38.000]  提到血和水
[00:09:38.000 --> 00:09:39.000]  血就是代表救贖
[00:09:39.000 --> 00:09:40.000]  水就是潔淨
[00:09:40.000 --> 00:09:43.000]  而本身除教節的意義就是
[00:09:43.000 --> 00:09:45.000]  除去罪污
[00:09:45.000 --> 00:09:49.000]  所有這些描述的形象
[00:09:49.000 --> 00:09:50.000]  其實都是表示
[00:09:50.000 --> 00:09:51.000]  耶穌就是那個
[00:09:51.000 --> 00:09:54.000]  完整拯救世人贖罪
[00:09:54.000 --> 00:09:57.000]  使人得潔淨的那位羔羊
[00:09:57.000 --> 00:10:02.000]  那個尼塞亞
[00:10:02.000 --> 00:10:04.000]  這一段的經文
[00:10:04.000 --> 00:10:05.000]  所以想告訴我
[00:10:05.000 --> 00:10:07.000]  似乎不是單純想告訴我
[00:10:07.000 --> 00:10:09.000]  丁丁如何處理私仇
[00:10:09.000 --> 00:10:11.000]  其實是想告訴我
[00:10:11.000 --> 00:10:16.000]  耶穌在世俗上的處境之下
[00:10:16.000 --> 00:10:18.000]  其實是流露著
[00:10:18.000 --> 00:10:19.000]  祂仍然是神聖
[00:10:19.000 --> 00:10:20.000]  仍然是獻上
[00:10:20.000 --> 00:10:23.000]  仍然是那位拯救者
[00:10:23.000 --> 00:10:24.000]  剛才我說過
[00:10:24.000 --> 00:10:25.000]  這個丁丁
[00:10:25.000 --> 00:10:27.000]  他敲耶穌的腳的時候
[00:10:27.000 --> 00:10:28.000]  如果他敲打的話
[00:10:28.000 --> 00:10:30.000]  其實他應該有那個權力
[00:10:30.000 --> 00:10:32.000]  去控制耶穌的身體
[00:10:32.000 --> 00:10:34.000]  但在聖經的論述裡
[00:10:34.000 --> 00:10:36.000]  他是逆轉了
[00:10:36.000 --> 00:10:38.000]  反而這個丁丁
[00:10:38.000 --> 00:10:40.000]  他不做這件事
[00:10:40.000 --> 00:10:41.000]  not doing
[00:10:41.000 --> 00:10:43.000]  他不做這件事的時候
[00:10:43.000 --> 00:10:45.000]  其實他反而是
[00:10:45.000 --> 00:10:48.000]  獻出了上帝的主權
[00:10:48.000 --> 00:10:50.000]  在他身上走出來
[00:10:50.000 --> 00:10:53.000]  這件事是很微妙
[00:10:53.000 --> 00:10:54.000]  約翰在技術裡面
[00:10:54.000 --> 00:10:56.000]  是一個很微妙的技術
[00:10:56.000 --> 00:11:00.000]  反而在局中的丁丁
[00:11:00.000 --> 00:11:04.000]  他以為他在走他的身份
[00:11:04.000 --> 00:11:06.000]  他的角色
[00:11:06.000 --> 00:11:09.000]  但是他是上帝在用他
[00:11:09.000 --> 00:11:13.000]  在走上帝要展現出的劇情
[00:11:13.000 --> 00:11:15.000]  弟兄姊妹
[00:11:15.000 --> 00:11:17.000]  我們都知道我們的生命
[00:11:17.000 --> 00:11:21.000]  是在上帝安排的當中
[00:11:21.000 --> 00:11:23.000]  上帝的引領
[00:11:23.000 --> 00:11:24.000]  其實多數時候
[00:11:24.000 --> 00:11:25.000]  我們都會覺得
[00:11:25.000 --> 00:11:26.000]  我們去編排我們的生活
[00:11:26.000 --> 00:11:28.000]  去計劃我們的人生
[00:11:28.000 --> 00:11:32.000]  但是我們不要忘記
[00:11:32.000 --> 00:11:34.000]  我們的大劇本
[00:11:34.000 --> 00:11:36.000]  是在上帝的當中
[00:11:36.000 --> 00:11:37.000]  我們的大劇本
[00:11:37.000 --> 00:11:39.000]  不是在我們自己
[00:11:39.000 --> 00:11:41.000]  我們能夠做到多少
[00:11:41.000 --> 00:11:42.000]  那一份我們擁有多少
[00:11:42.000 --> 00:11:44.000]  那一份我們要走多少
[00:11:44.000 --> 00:11:47.000]  大劇本是上帝要走什麼
[00:11:47.000 --> 00:11:50.000]  我們是成為在劇本裡面
[00:11:50.000 --> 00:11:52.000]  走那一位的角色
[00:11:52.000 --> 00:11:54.000]  打開哪怕是主角
[00:11:54.000 --> 00:11:59.000]  哪怕是配角
[00:11:59.000 --> 00:12:01.000]  這裡特別牽涉到
[00:12:01.000 --> 00:12:03.000]  在上帝的話語裡面
[00:12:03.000 --> 00:12:05.000]  他的道理他的真實
[00:12:05.000 --> 00:12:07.000]  是怎樣來在我們的生命
[00:12:07.000 --> 00:12:10.000]  展現出來
[00:12:10.000 --> 00:12:14.000]  我想在這兩個月的疫情當中
[00:12:14.000 --> 00:12:17.000]  這個Omicron的第五波
[00:12:17.000 --> 00:12:19.000]  其實都給我們
[00:12:19.000 --> 00:12:20.000]  每一個香港人
[00:12:20.000 --> 00:12:23.000]  都一個很深刻人生的體驗
[00:12:23.000 --> 00:12:25.000]  我記得有一天
[00:12:25.000 --> 00:12:27.000]  大家都會記得
[00:12:27.000 --> 00:12:29.000]  在疫情很高峰的時候
[00:12:29.000 --> 00:12:31.000]  香港發生一個插曲
[00:12:31.000 --> 00:12:33.000]  就是我們搶糧的日子
[00:12:33.000 --> 00:12:36.000]  將所有的超級市場裡面
[00:12:36.000 --> 00:12:37.000]  無論是什麼食物
[00:12:37.000 --> 00:12:39.000]  那一格都會空了
[00:12:39.000 --> 00:12:40.000]  我想很多這些相片
[00:12:40.000 --> 00:12:41.000]  你一打上網
[00:12:41.000 --> 00:12:43.000]  你就會很震撼
[00:12:43.000 --> 00:12:45.000]  這些的片段
[00:12:45.000 --> 00:12:47.000]  在那個時候就發覺
[00:12:47.000 --> 00:12:49.000]  原來食物真的很珍貴
[00:12:49.000 --> 00:12:50.000]  食物的價格
[00:12:50.000 --> 00:12:52.000]  真的可以搶得很高
[00:12:52.000 --> 00:12:53.000]  我那時候心裡面
[00:12:53.000 --> 00:12:56.000]  有一個經文浮現了出來
[00:12:56.000 --> 00:12:57.000]  就在《啟示錄》
[00:12:57.000 --> 00:12:59.000]  六章六節那裡說
[00:12:59.000 --> 00:13:01.000]  「又禍走都不可糟蹋」
[00:13:01.000 --> 00:13:03.000]  這個在《聖經》裡面說
[00:13:03.000 --> 00:13:04.000]  是末世的時候
[00:13:04.000 --> 00:13:09.000]  其實這個食物的短缺
[00:13:09.000 --> 00:13:13.000]  甚至產生飢荒等等的事情
[00:13:13.000 --> 00:13:15.000]  原來那個時刻我所體驗到
[00:13:15.000 --> 00:13:16.000]  我們的放風
[00:13:16.000 --> 00:13:18.000]  好像我們去這個世界
[00:13:18.000 --> 00:13:21.000]  我們現在在這個處境裡面
[00:13:21.000 --> 00:13:22.000]  我們可能因為疫情
[00:13:22.000 --> 00:13:24.000]  我們現在是因為
[00:13:24.000 --> 00:13:27.000]  一個措施的轉變
[00:13:27.000 --> 00:13:31.000]  主席
[00:13:31.000 --> 00:13:29.650]  是因為很多事情的發生
[00:13:29.650 --> 00:13:32.210]  所以我們走到這一步
[00:13:32.210 --> 00:13:34.970]  我們都會擔心沒東西吃
[00:13:34.970 --> 00:13:37.370]  我們都會為了生活很周章
[00:13:37.370 --> 00:13:39.490]  或者要很貴才買到一些東西
[00:13:39.490 --> 00:13:42.210]  但是原來這些東西
[00:13:42.210 --> 00:13:46.090]  其實我們在今天2022年發生的時候
[00:13:46.090 --> 00:13:47.090]  其實正在驗證
[00:13:47.090 --> 00:13:50.890]  聖經裡面所說給我們聽的道理
[00:13:50.890 --> 00:13:52.130]  上帝在用我們
[00:13:52.130 --> 00:13:54.170]  在繼續印證他的說話
[00:13:54.170 --> 00:13:58.330]  他一早要告訴我們所聽的事情
[00:13:58.330 --> 00:14:00.730]  是真實的
[00:14:00.730 --> 00:14:02.810]  所以
[00:14:02.810 --> 00:14:03.930]  我們不用擔心
[00:14:03.930 --> 00:14:07.170]  我們自己走在一個劇本的當中
[00:14:07.170 --> 00:14:08.810]  我們最重要的就是肯定
[00:14:08.810 --> 00:14:12.610]  我們走在上帝這個劇本的當中
[00:14:12.610 --> 00:14:13.690]  這群冰冰
[00:14:13.690 --> 00:14:17.370]  就是用他們的所言所行
[00:14:17.370 --> 00:14:21.850]  去告訴我們這件事
[00:14:21.850 --> 00:14:25.410]  第二群在耶穌這個安葬的過程裡面
[00:14:25.410 --> 00:14:28.730]  他在表達耶穌是一個非一般的喪禮
[00:14:28.730 --> 00:14:30.890]  非一般的安葬
[00:14:30.890 --> 00:14:34.210]  就是有一群耶穌隱藏的粉絲
[00:14:34.210 --> 00:14:37.410]  Jesus fans
[00:14:37.410 --> 00:14:39.130]  在聖經裡面
[00:14:39.130 --> 00:14:42.490]  約翰福音第十九章三十八至四十二節
[00:14:42.490 --> 00:14:43.690]  那裡說到
[00:14:43.690 --> 00:14:45.010]  這時以後
[00:14:45.010 --> 00:14:47.970]  亞利馬泰的約瑟來求比拉多
[00:14:47.970 --> 00:14:50.130]  要把耶穌的身體領去
[00:14:50.130 --> 00:14:51.930]  他是耶穌的門徒
[00:14:51.930 --> 00:14:55.370]  只因怕猶太人就暗地裡作門徒
[00:14:55.370 --> 00:14:57.250]  比拉多准許了
[00:14:57.250 --> 00:15:00.810]  他就把耶穌的身體領走
[00:15:00.810 --> 00:15:02.730]  尼哥德姆也來了
[00:15:02.730 --> 00:15:05.490]  就是先前耶律去見耶穌的那位
[00:15:05.490 --> 00:15:09.770]  他帶著約一百斤的末藥和沉香
[00:15:09.770 --> 00:15:12.850]  他們照猶太人喪葬的規矩
[00:15:12.850 --> 00:15:15.090]  用細麻布加上香料
[00:15:15.090 --> 00:15:17.330]  把耶穌的身體裹好了
[00:15:17.330 --> 00:15:20.530]  在耶穌釘十字架的地方有一個圓子
[00:15:20.530 --> 00:15:22.570]  圓子裡有一座新墓穴
[00:15:22.570 --> 00:15:25.170]  是從來沒有撞過人的
[00:15:25.170 --> 00:15:29.290]  因為那天是猶太人的預備日
[00:15:29.290 --> 00:15:31.210]  而那份墓又在附近
[00:15:31.210 --> 00:15:35.050]  他們就把耶穌安放在那裡
[00:15:35.050 --> 00:15:36.210]  在這一段裡面
[00:15:36.210 --> 00:15:38.530]  是記載完全另一件事
[00:15:38.530 --> 00:15:40.330]  就是另外兩個的角色
[00:15:40.330 --> 00:15:42.770]  這兩個人的名字
[00:15:42.770 --> 00:15:44.410]  其實你未必是很熟悉的
[00:15:44.410 --> 00:15:45.490]  除了尼哥德姆
[00:15:45.490 --> 00:15:48.450]  可能大家會聽過多一點
[00:15:48.450 --> 00:15:51.490]  但這兩個人有一個共同的特性
[00:15:51.490 --> 00:15:57.290]  就是他們都是來找耶穌的屍首
[00:15:57.290 --> 00:16:00.010]  去做一些事
[00:16:00.010 --> 00:16:01.210]  阿利瑪太的藥室
[00:16:01.210 --> 00:16:03.010]  他們就是去求耶穌的屍首
[00:16:03.010 --> 00:16:04.050]  尼哥德姆來到
[00:16:04.050 --> 00:16:10.290]  就是要為耶穌的屍首去做一些保存
[00:16:10.290 --> 00:16:13.010]  或者附上一些香料
[00:16:13.010 --> 00:16:15.370]  但是他們一個共同的特性是什麼呢
[00:16:15.370 --> 00:16:19.410]  其實這兩個人都是潛水艇
[00:16:19.410 --> 00:16:22.130]  所以說他們都是跟從耶穌
[00:16:22.130 --> 00:16:25.050]  或者尼哥德姆都是有聽耶穌說話的人
[00:16:25.050 --> 00:16:28.770]  但是他們的蹤跡在四福音裡面
[00:16:28.770 --> 00:16:30.930]  其實前面都是不明顯的
[00:16:30.930 --> 00:16:34.490]  除了尼哥德姆是有跟耶穌談道之外
[00:16:34.490 --> 00:16:35.210]  但是這個時候
[00:16:35.210 --> 00:16:37.810]  他是在一個很特別的時間
[00:16:37.810 --> 00:16:38.890]  就是那些門徒
[00:16:38.890 --> 00:16:40.210]  他們都散了眼
[00:16:40.210 --> 00:16:43.410]  信耶穌的人都不敢認自己信耶穌的時候
[00:16:43.410 --> 00:16:47.970]  他們就浮在上面
[00:16:47.970 --> 00:16:54.130]  我們先說這個阿利瑪太的藥室
[00:16:54.130 --> 00:16:56.010]  他在這裡說這個藥室
[00:16:56.010 --> 00:16:58.210]  他是耶穌的門徒
[00:16:58.210 --> 00:16:59.970]  他說他是太猶太人
[00:16:59.970 --> 00:17:03.050]  所以只可以暗暗地做耶穌的門徒
[00:17:03.050 --> 00:17:04.250]  所以很低調
[00:17:04.250 --> 00:17:06.970]  隱藏的門徒
[00:17:06.970 --> 00:17:08.730]  那個時候他看到耶穌死了之後
[00:17:08.730 --> 00:17:10.930]  他就出面去求比加多
[00:17:10.930 --> 00:17:13.890]  把耶穌的身體給他安葬
[00:17:13.890 --> 00:17:17.130]  當然不是一個普通人走進去
[00:17:17.130 --> 00:17:18.450]  都可以找到比拉多
[00:17:18.450 --> 00:17:20.090]  也可以找到比拉多
[00:17:20.090 --> 00:17:21.730]  叫他給耶穌的屍首
[00:17:21.730 --> 00:17:23.970]  而比加多也會給他
[00:17:23.970 --> 00:17:27.130]  所以可想而知這個藥室
[00:17:27.130 --> 00:17:29.130]  其實都應該不是一個普通人
[00:17:29.130 --> 00:17:32.490]  應該都是一些有名望的人
[00:17:32.490 --> 00:17:35.090]  但是也都因為這樣
[00:17:35.090 --> 00:17:37.730]  他又是耶穌的門徒
[00:17:37.730 --> 00:17:39.290]  他又會願意走出來
[00:17:39.290 --> 00:17:44.490]  去求耶穌的屍首
[00:17:44.490 --> 00:17:45.690]  而之後
[00:17:45.690 --> 00:17:48.650]  約翰福音這裡提到的尼哥底姆
[00:17:48.650 --> 00:17:51.490]  其實在約翰福音裡面三章都提過
[00:17:51.490 --> 00:17:54.610]  他是曾經在晚上的時候
[00:17:54.610 --> 00:17:56.210]  來找耶穌談道
[00:17:56.210 --> 00:17:57.450]  去問耶穌的真理
[00:17:57.450 --> 00:17:59.210]  什麼是重生
