
[00:00:00.000 --> 00:00:04.000]  多謝剛才主席讀到一段經文
[00:02:47.120 --> 00:02:50.080]  免得有任何一隻走失
[00:02:50.080 --> 00:02:52.080]  記得耶穌說的那個譬喻
[00:02:52.080 --> 00:02:53.680]  有一百隻羊
[00:02:53.680 --> 00:02:56.400]  有九十九隻仍然在中間
[00:02:56.400 --> 00:02:57.840]  但有一隻走失了
[00:02:57.840 --> 00:02:59.440]  所以牧羊人有一個很重要的工作
[00:02:59.440 --> 00:03:01.040]  要看顧
[00:03:01.040 --> 00:03:03.120]  並且是來保護
[00:03:03.120 --> 00:03:08.320]  保護的意思就是趕走野獸、豺狼的威脅
[00:03:08.320 --> 00:03:10.080]  還記得聖經裡說到
[00:03:10.080 --> 00:03:11.920]  一個牧羊人大衛
[00:03:11.920 --> 00:03:14.000]  在保護羊群的情況
[00:03:14.000 --> 00:03:19.280]  把獅子和熊都殺死
[00:03:19.280 --> 00:03:21.680]  所以牧羊人有一個很重要的使命
[00:03:21.680 --> 00:03:23.120]  很重要的工作
[00:03:23.120 --> 00:03:28.640]  帶來一個引領、看顧和保護
[00:03:28.640 --> 00:03:30.960]  在《約翰福音》裡面十四章第六節
[00:03:30.960 --> 00:03:32.080]  耶穌基督這麼說
[00:03:32.080 --> 00:03:35.200]  祂說「我是道路、真理和生命
[00:03:35.200 --> 00:03:36.240]  若不直著我
[00:03:36.240 --> 00:03:38.880]  沒有人能夠渡到乎那裡去」
[00:03:38.880 --> 00:03:41.200]  耶穌是那位賜予生命的
[00:03:41.200 --> 00:03:43.280]  耶穌也是唯一的道路
[00:03:43.280 --> 00:03:46.400]  耶穌也是那位獨一的真神
[00:03:46.400 --> 00:03:48.800]  是一本真理的本身
[00:03:48.800 --> 00:03:52.880]  引導我們去得生命、得真理
[00:03:52.880 --> 00:03:55.120]  耶穌也是那位願意看顧
[00:03:55.120 --> 00:03:56.320]  不僅是耶穌看顧
[00:03:56.320 --> 00:04:01.120]  也是主、天父也同樣來看顧
[00:04:01.120 --> 00:04:04.160]  在《約翰福音》十五章第一到第二節裡面說到
[00:04:04.160 --> 00:04:06.960]  耶穌說「我是真葡萄樹
[00:04:06.960 --> 00:04:09.040]  父是栽培的人
[00:04:09.040 --> 00:04:11.040]  凡屬我不結果子的枝子
[00:04:11.040 --> 00:04:13.520]  他就剪去凡結果子的
[00:04:13.520 --> 00:04:15.440]  他就修理乾淨
[00:04:15.440 --> 00:04:19.680]  使枝子結果子更多」
[00:04:19.680 --> 00:04:21.360]  耶穌是真葡萄樹
[00:04:21.360 --> 00:04:25.760]  我們是連上耶穌的真葡萄樹的中間
[00:04:25.760 --> 00:04:29.280]  但是我們的父親是一位栽培的人
[00:04:29.280 --> 00:04:31.600]  他希望我們能夠結更多的果子
[00:04:31.600 --> 00:04:35.280]  所以很悉心地去看顧和栽培我們
[00:04:35.280 --> 00:04:37.920]  有任何枯萎了的枝子或者葉子
[00:04:37.920 --> 00:04:39.600]  他都會修理
[00:04:39.600 --> 00:04:43.840]  目的是讓我們結更多的果子
[00:04:43.840 --> 00:04:46.880]  最後牧羊人會保護
[00:04:46.880 --> 00:04:49.360]  《約翰福音》十章十一節說到
[00:04:49.360 --> 00:04:51.360]  耶穌是好牧人
[00:04:51.360 --> 00:04:56.320]  這位好牧人不會因為有危難的緣故就各自飛
[00:04:56.320 --> 00:04:57.760]  或者有危難的緣故
[00:04:57.760 --> 00:05:00.160]  走得最快的就是他
[00:05:00.160 --> 00:05:00.960]  聖經裡面說
[00:05:00.960 --> 00:05:06.240]  這位好牧人是甘願為羊去寫命
[00:05:06.240 --> 00:05:08.320]  他願意犧牲
[00:05:08.320 --> 00:05:13.440]  為了讓一群羊群能夠得到保障、保護
[00:05:13.440 --> 00:05:16.640]  這位主就是這樣來體恤人的需要
[00:05:16.640 --> 00:05:20.960]  聖經形容耶穌當時是憐憫當時的人
[00:05:20.960 --> 00:05:23.360]  憐憫是compassion
[00:05:23.360 --> 00:05:27.440]  這個原文的希臘文由兩個單字來組合
[00:05:27.440 --> 00:05:29.040]  com和passion
[00:05:29.040 --> 00:05:30.800]  就成為compassion
[00:05:30.800 --> 00:05:33.040]  com是一起的意思
[00:05:33.040 --> 00:05:35.120]  passion是痛的意思
[00:05:35.120 --> 00:05:36.480]  是一起去痛
[00:05:36.480 --> 00:05:38.400]  一起去分擔人的需要
[00:05:38.400 --> 00:05:41.120]  因為在這樣的情況下
[00:05:41.120 --> 00:05:43.520]  耶穌就開口教導他們
[00:05:43.520 --> 00:05:44.800]  慰養他們
[00:05:44.800 --> 00:05:48.160]  滿足他們心靈饑渴的需要
[00:05:48.160 --> 00:05:51.520]  直到天黑的時間
[00:05:51.520 --> 00:05:52.480]  天黑了
[00:05:52.480 --> 00:05:53.040]  日落了
[00:05:53.040 --> 00:05:54.240]  將要日落了
[00:05:54.240 --> 00:05:56.960]  所以門徒就給耶穌一個忠告
[00:05:56.960 --> 00:05:58.560]  就跟耶穌說
[00:05:58.560 --> 00:06:00.720]  請叫眾人去散開
[00:06:00.720 --> 00:06:03.280]  他們好往四面的鄉村裡去
[00:06:03.280 --> 00:06:04.960]  自己買食物
[00:06:04.960 --> 00:06:08.400]  夜了應該要早點回歸
[00:06:08.400 --> 00:06:11.040]  夜了他們都需要吃東西
[00:06:11.040 --> 00:06:15.920]  叫他們快點去找地方買食物
[00:06:15.920 --> 00:06:18.480]  當門徒給耶穌一個忠告的時候
[00:06:18.480 --> 00:06:20.800]  耶穌拋離了一條問題
[00:06:20.800 --> 00:06:22.720]  來回應一群門徒
[00:06:22.720 --> 00:06:23.680]  耶穌就說
[00:06:23.680 --> 00:06:29.840]  你們給他們吃飽
[00:06:29.840 --> 00:06:34.080]  似乎耶穌在那一刻要考一群門徒
[00:06:34.080 --> 00:06:36.400]  當時門徒心裡就想
[00:06:36.400 --> 00:06:40.080]  我全副身家都只有那二十兩銀子
[00:06:40.080 --> 00:06:43.680]  究竟二十兩銀子可以買多少個餅呢?
[00:06:43.680 --> 00:06:44.720]  很明顯他們就知道
[00:06:44.720 --> 00:06:46.080]  我就不知道了
[00:06:46.080 --> 00:06:50.720]  我就知道我的辦事處在深水埗的地方
[00:06:50.720 --> 00:06:53.600]  深水埗的地方買一個菠蘿包多少錢
[00:06:53.600 --> 00:06:55.120]  我不知道太古城多少錢
[00:06:55.120 --> 00:06:57.840]  深水埗就四元就可以買到一個菠蘿包
[00:06:57.840 --> 00:07:01.600]  如果有二十元的時候就可以買五個菠蘿包
[00:07:01.600 --> 00:07:06.080]  可能在收檔之前買四就送一
[00:07:06.080 --> 00:07:08.960]  可能最後不單有五個菠蘿包
[00:07:08.960 --> 00:07:11.040]  還有六個菠蘿包
[00:07:11.040 --> 00:07:14.720]  當時耶穌也給了一條問題問門徒
[00:07:14.720 --> 00:07:16.720]  你們給他們吃飽
[00:07:16.720 --> 00:07:18.800]  他們就在當中想起
[00:07:18.800 --> 00:07:21.280]  這似乎是一條數學題
[00:07:21.280 --> 00:07:24.080]  二十兩銀子買到多少個餅
[00:07:24.080 --> 00:07:25.600]  而在座當中
[00:07:25.600 --> 00:07:26.960]  評一評、想一想
[00:07:26.960 --> 00:07:29.440]  也有一大群人
[00:07:29.440 --> 00:07:32.720]  怎樣可以滿足這麼多人的需要呢?
[00:07:32.720 --> 00:07:36.320]  門徒似乎被一條數學題考起
[00:07:36.320 --> 00:07:38.400]  就在中間裡面
[00:07:38.400 --> 00:07:41.360]  特別是約翰福音裏面補充說
[00:07:41.360 --> 00:07:44.400]  安德烈在當中發現一個小孩子
[00:07:44.400 --> 00:07:47.360]  將五個大麥餅和兩條魚
[00:07:47.360 --> 00:07:50.720]  離開交到給耶穌基督
[00:07:50.720 --> 00:07:52.480]  只因為這個緣故
[00:07:52.480 --> 00:07:56.640]  這個小朋友所做的是在表達一種單純
[00:07:56.640 --> 00:07:59.920]  和一種可愛、一種天真
[00:07:59.920 --> 00:08:02.320]  但我相信當時一群門徒
[00:08:02.320 --> 00:08:07.840]  只是在數學題裡面繼續計算或思考
[00:08:07.840 --> 00:08:11.440]  心裡面也有很多困惑
[00:08:11.440 --> 00:08:13.520]  又或者心裡面這樣說
[00:08:13.520 --> 00:08:15.600]  不要阻礙大人在當中工作
[00:08:15.600 --> 00:08:18.080]  你知不知道我們很煩的
[00:08:18.080 --> 00:08:21.200]  這可能是一個負面的反應
[00:08:21.200 --> 00:08:23.760]  對一個單純可愛的小朋友
[00:08:23.760 --> 00:08:26.000]  將他的五個大麥餅和兩條魚
[00:08:26.000 --> 00:08:27.760]  送到耶穌面前
[00:08:27.760 --> 00:08:30.160]  這麼負面的反應
[00:08:30.160 --> 00:08:31.520]  但無論如何
[00:08:31.520 --> 00:08:34.480]  耶穌就接了這五個大麥餅和兩條魚
[00:08:34.480 --> 00:08:36.560]  往後的情節大家都很熟悉
[00:08:36.560 --> 00:08:38.080]  耶穌就築戒了
[00:08:38.080 --> 00:08:40.080]  就張開這個大麥餅
[00:08:40.080 --> 00:08:42.800]  來遞給在座的人
[00:08:42.800 --> 00:08:46.240]  叫他們坐好五十人一行
[00:08:46.240 --> 00:08:47.520]  或者一百人一行
[00:08:47.520 --> 00:08:49.360]  一排排的來坐好
[00:08:49.360 --> 00:08:50.400]  分到大麥餅的時候
[00:08:50.400 --> 00:08:53.440]  就將大麥餅先不要吃了
[00:08:53.440 --> 00:08:55.200]  雖然大家都肚子餓
[00:08:55.200 --> 00:08:58.720]  但是就要先將大麥餅和魚
[00:08:58.720 --> 00:09:00.720]  分開遞給別人
[00:09:00.720 --> 00:09:02.240]  然後才自己吃
[00:09:02.240 --> 00:09:03.760]  如果一口吃了
[00:09:03.760 --> 00:09:04.880]  遞給別人已經吃了
[00:09:04.880 --> 00:09:08.480]  那些神蹟就不能夠發生了
[00:09:08.480 --> 00:09:11.840]  所以這是一個家團戶曉的神蹟
[00:09:11.840 --> 00:09:14.080]  不單是餵飽五千個男人
[00:09:14.080 --> 00:09:18.800]  還要有十二男人地去靜
[00:09:18.800 --> 00:09:21.680]  這個故事或者這個真理裡面
[00:09:21.680 --> 00:09:24.960]  蘊含了一個很重要的教導
[00:09:24.960 --> 00:09:28.480]  提醒我們無論
[00:09:28.480 --> 00:09:30.080]  這五個餅和兩個魚
[00:09:30.080 --> 00:09:33.600]  無論你獻的是多還是少
[00:09:33.600 --> 00:09:35.760]  在耶穌的手裡面
[00:09:35.760 --> 00:09:38.160]  一切都變得奇妙
[00:09:38.160 --> 00:09:41.040]  只需要你將你所有的獻給主
[00:09:41.040 --> 00:09:42.960]  就可以了
[00:09:42.960 --> 00:09:45.120]  而你的態度呢?
[00:09:45.120 --> 00:09:47.760]  你的心情是怎麼樣的呢?
[00:09:47.760 --> 00:09:49.600]  好像一個小孩子一樣
[00:09:49.600 --> 00:09:51.200]  一種天真
[00:09:51.200 --> 00:09:53.280]  一種單純
[00:09:53.280 --> 00:09:55.120]  要一點勇氣
[00:09:55.120 --> 00:09:56.160]  拿出來的時候
[00:09:56.160 --> 00:09:57.920]  不會覺得很難看
[00:09:57.920 --> 00:09:59.200]  很寒酸
[00:09:59.200 --> 00:10:02.960]  一種不怕被別人批評的勇氣
[00:10:02.960 --> 00:10:05.440]  來去回應耶穌的問題
[00:10:05.440 --> 00:10:08.640]  「你們給他們吃吧」
[00:10:08.640 --> 00:10:09.920]  事實上你也知道
[00:10:09.920 --> 00:10:11.520]  五個餅、兩個魚
[00:10:11.520 --> 00:10:14.000]  怎麼滿足到這麼多人的需要呢?
[00:10:14.000 --> 00:10:17.600]  你這樣做似乎是開玩笑而已
[00:10:17.600 --> 00:10:19.680]  但這些小朋友就是這樣
[00:10:19.680 --> 00:10:22.320]  將他有的獻上
[00:10:22.320 --> 00:10:25.200]  去回應耶穌的一個問題
[00:10:25.200 --> 00:10:30.000]  「你們給他們吃吧」
[00:10:30.000 --> 00:10:33.120]  我想起在路加福音第五章
[00:10:33.120 --> 00:10:35.600]  路加福音第五章說到
[00:10:35.600 --> 00:10:39.840]  耶穌呼召一群門徒來跟從我
[00:10:39.840 --> 00:10:41.920]  我要叫你成為得人的漁夫
[00:10:41.920 --> 00:10:42.480]  記不記得?
[00:10:42.480 --> 00:10:45.040]  這是路加福音第五章
[00:10:45.040 --> 00:10:49.520]  當時一群漁夫在海裡打魚
[00:10:49.520 --> 00:10:50.800]  然後整夜勞力
[00:10:50.800 --> 00:10:52.880]  並沒有打著什麼
[00:10:52.880 --> 00:10:55.120]  耶穌就在當中
[00:10:55.120 --> 00:10:56.320]  跟一群漁夫說
[00:10:56.320 --> 00:11:00.320]  白天他們在當中去捕魚網
[00:11:00.320 --> 00:11:02.400]  耶穌就借用他們的船
[00:11:02.400 --> 00:11:04.720]  叫他們撐離岸
[00:11:04.720 --> 00:11:06.000]  撐開一點
[00:11:06.000 --> 00:11:07.520]  就成為一個港台
[00:11:07.520 --> 00:11:11.280]  對著岸上的群眾去宣講福音
[00:11:11.280 --> 00:11:12.880]  講完道的時候
[00:11:12.880 --> 00:11:14.240]  耶穌就對彼得說
[00:11:14.240 --> 00:11:16.800]  「把船開往水深之處
[00:11:16.800 --> 00:11:18.960]  下望打魚」
[00:11:18.960 --> 00:11:20.640]  當時彼得就說
[00:11:20.640 --> 00:11:22.880]  「夫子,我們整夜勞力
[00:11:22.880 --> 00:11:25.280]  並沒有打著什麼」
[00:11:25.280 --> 00:11:27.840]  當時耶穌就叫彼得
[00:11:27.840 --> 00:11:31.040]  在白天的時候去打魚
[00:11:31.040 --> 00:11:32.800]  把船開往水深之處
[00:11:32.800 --> 00:11:34.480]  下望打魚
[00:11:34.480 --> 00:11:35.440]  但我們也知道
[00:11:35.440 --> 00:11:38.160]  當時打魚的文化
[00:11:38.160 --> 00:11:39.680]  大多是傍晚
[00:11:39.680 --> 00:11:41.280]  晚上的時候打魚
[00:11:41.280 --> 00:11:43.280]  白天是不會打魚的
[00:11:43.280 --> 00:11:45.120]  但是白天的時候是保望的
[00:11:45.120 --> 00:11:46.720]  但是日光日白的時候
[00:11:46.720 --> 00:11:50.080]  耶穌就叫門徒去下望打魚
[00:11:50.080 --> 00:11:51.840]  所以彼得當時跟耶穌說
[00:11:51.840 --> 00:11:53.760]  「夫子,我們整夜勞力
[00:11:53.760 --> 00:11:56.080]  並沒有打著什麼」
[00:11:56.080 --> 00:11:58.000]  但彼得當時說
[00:11:58.000 --> 00:11:59.920]  「但依從你的話
[00:11:59.920 --> 00:12:02.160]  我就下望打魚
[00:12:02.160 --> 00:12:05.600]  但按著你的吩咐我就去做」
[00:12:05.600 --> 00:12:09.360]  當彼得按著耶穌的吩咐去做的時候
[00:12:09.360 --> 00:12:11.600]  那一網所獲到的漁獲
[00:12:11.600 --> 00:12:12.560]  多到的地方
[00:12:12.560 --> 00:12:15.360]  他要叫救兵
[00:12:15.360 --> 00:12:16.640]  另一艘船過來
[00:12:16.640 --> 00:12:21.040]  才把所有的漁獲放在兩艘船的裡面
[00:12:21.040 --> 00:12:22.320]  因為彼得遇見
[00:12:22.320 --> 00:12:23.920]  經驗這個神蹟
[00:12:23.920 --> 00:12:26.000]  一個似乎不可能的事
[00:12:26.000 --> 00:12:27.200]  於是彼得就說
[00:12:27.200 --> 00:12:30.000]  「主啊,我是一個罪人
[00:12:30.000 --> 00:12:31.440]  離開我吧」
[00:12:31.440 --> 00:12:32.240]  在那一刻裡面
[00:12:32.240 --> 00:12:33.600]  耶穌就呼召彼得
[00:12:33.600 --> 00:12:35.360]  「內跟從我
[00:12:35.360 --> 00:12:38.160]  你要成為德人的漁夫」
[00:12:38.160 --> 00:12:39.520]  在《路加福音》第五章裡面
[00:12:39.520 --> 00:12:40.320]  我們看到
[00:12:40.320 --> 00:12:42.880]  當時彼得說
[00:12:42.880 --> 00:12:44.720]  「但依從你的話
[00:12:44.720 --> 00:12:46.480]  我就下望打魚
[00:12:46.480 --> 00:12:49.040]  但去到《馬學福音》第六章
[00:12:49.040 --> 00:12:50.880]  三十二到四十四節的時候
[00:12:50.880 --> 00:12:51.440]  耶穌說
[00:12:51.440 --> 00:12:54.000]  「你們給他們吃飽」
[00:12:54.000 --> 00:12:56.320]  似乎彼得或是一群門徒
[00:12:56.320 --> 00:12:58.960]  沒有說因為之前的經驗
[00:12:58.960 --> 00:13:00.000]  而是說
[00:13:00.000 --> 00:13:02.160]  「好啊,但依從你的話
[00:13:02.160 --> 00:13:04.400]  我們就把那二十兩銀子
[00:13:04.400 --> 00:13:06.320]  所買的餅
[00:13:06.320 --> 00:13:09.520]  這樣來交給你
[00:13:09.520 --> 00:13:13.120]  讓你在當中作供」
[00:13:13.120 --> 00:13:15.760]  因為當時的門徒太介意
[00:13:15.760 --> 00:13:19.360]  或者太聚焦在那二十兩銀子裡面
[00:13:19.360 --> 00:13:21.200]  究竟買到多少食物
[00:13:21.200 --> 00:13:23.120]  或者在當中太留意
[00:13:23.120 --> 00:13:26.240]  那個大環境裡面的挑戰和需要
[00:13:26.240 --> 00:13:29.200]  而沒有將焦點投放在
[00:13:29.200 --> 00:13:30.720]  那位獨行其事
[00:13:30.720 --> 00:13:33.680]  駛武便有的耶穌的身上
[00:13:33.680 --> 00:13:34.640]  因為這樣的緣故
[00:13:34.640 --> 00:13:37.360]  門徒就計算不通這條數
[00:13:37.360 --> 00:13:38.160]  因為這樣的緣故
[00:13:38.160 --> 00:13:41.760]  產生了很大的疑惑
[00:13:41.760 --> 00:13:45.440]  「但依從你的話」
[00:13:45.440 --> 00:13:47.680]  今天我們活在二零一六年
[00:13:47.680 --> 00:13:51.360]  就是在這個故事的二千年之後
[00:13:51.360 --> 00:13:52.960]  讀這段故事
[00:13:52.960 --> 00:13:56.160]  我們知道五餅二魚的神情
[00:13:56.160 --> 00:14:00.400]  不在乎究竟是五個餅和兩個魚
[00:14:00.400 --> 00:14:03.920]  是否一定要五個餅加兩條魚
[00:14:03.920 --> 00:14:06.560]  就在天黑的時間裡面
[00:14:06.560 --> 00:14:10.960]  才產生了一個神奇化學的作用
[00:14:10.960 --> 00:14:14.160]  我們知道不在乎這件事
[00:14:14.160 --> 00:14:18.800]  在乎的就是在耶穌的手裡面
[00:14:18.800 --> 00:14:20.560]  所以無論你所有的
[00:14:20.560 --> 00:14:25.520]  或者當時就算只是一條魚一塊餅
[00:14:25.520 --> 00:14:29.280]  又或者是十條魚十塊餅也好
[00:14:29.280 --> 00:14:32.000]  只要將這些東西獻情給主
[00:14:32.000 --> 00:14:33.840]  回應祂的吩咐
[00:14:33.840 --> 00:14:36.000]  就可以了
[00:14:36.000 --> 00:14:38.800]  重點不是在於這五個餅
[00:14:38.800 --> 00:14:42.480]  不在於那兩條魚
[00:14:42.480 --> 00:14:44.480]  無論多與少
[00:14:44.480 --> 00:14:47.760]  一切在主裡面都是奇妙的
[00:14:47.760 --> 00:14:51.200]  所以屬靈的方程式
[00:14:51.200 --> 00:14:53.040]  就是你所有的
[00:14:53.040 --> 00:14:55.280]  無論五個餅兩個魚
[00:14:55.280 --> 00:14:56.960]  無論是一個加數也好
[00:14:56.960 --> 00:14:57.840]  或者是乘數
[00:14:57.840 --> 00:14:59.120]  我寫乘
[00:14:59.120 --> 00:15:00.560]  但也可以是加數
[00:15:00.560 --> 00:15:03.120]  加上一個無限的神
[00:15:03.120 --> 00:15:04.240]  全能的神
[00:15:04.240 --> 00:15:06.080]  Infinity
[00:15:06.080 --> 00:15:07.760]  最後就產生一個
[00:15:07.760 --> 00:15:12.400]  超乎想像的公認的能力
[00:15:12.400 --> 00:15:14.800]  這個故事、這個神蹟
[00:15:14.800 --> 00:15:17.200]  又如何影響我們今天
[00:15:17.200 --> 00:15:20.720]  在猜拳主日裡面的回應呢?
[00:15:20.720 --> 00:15:24.400]  主吩咐我們要去往普天下
[00:15:24.400 --> 00:15:27.360]  傳福音給萬民聽
[00:15:27.360 --> 00:15:29.840]  不單單是傳福音這麼簡單
[00:15:29.840 --> 00:15:34.480]  還要是洗萬民作耶穌基督的門徒
[00:15:34.480 --> 00:15:38.640]  這個教導、這個提醒
[00:15:38.640 --> 00:15:41.280]  不是單單說去決志、去信主
[00:15:41.280 --> 00:15:45.280]  當然是需要他們去認識神的說話
[00:15:45.280 --> 00:15:48.000]  並且是遵守祂的話
[00:15:48.000 --> 00:15:49.760]  並且願意受洗
[00:15:49.760 --> 00:15:51.760]  歸入基督的名下
[00:15:51.760 --> 00:15:52.720]  聖經裡面說
[00:15:52.720 --> 00:15:53.840]  《大使命》裡面
[00:15:53.840 --> 00:15:57.760]  馬太福音二十八章十八二十節裡面
[00:15:57.760 --> 00:16:01.360]  「奉父子聖靈的名給他們施浸
[00:16:01.360 --> 00:16:03.520]  凡我所吩咐你們的
[00:16:03.520 --> 00:16:05.840]  都教訓他們遵守
[00:16:05.840 --> 00:16:07.760]  我就尚與你們同在
[00:16:07.760 --> 00:16:11.440]  直到世界的末了」
[00:16:11.440 --> 00:16:13.280]  所以傳福音給萬民聽
[00:16:13.280 --> 00:16:14.320]  更加重要的是
[00:16:14.320 --> 00:16:17.520]  讓他們成為耶穌基督的門徒
[00:16:17.520 --> 00:16:20.400]  願意去學習神的話
[00:16:20.400 --> 00:16:23.920]  並且去遵守祂的話
[00:16:23.920 --> 00:16:26.320]  受洗的意思不是一個入會儀式
[00:16:26.320 --> 00:16:29.440]  受洗是一個悔改的表徵
[00:16:29.440 --> 00:16:32.160]  這個悔改是願意去表達
[00:16:32.160 --> 00:16:35.120]  去離開以前舊有的價值觀
[00:16:35.120 --> 00:16:39.680]  以基督的價值觀來取代舊有的生活
[00:16:39.680 --> 00:16:42.480]  在這個過程裡面就需要去認識神
[00:16:42.480 --> 00:16:45.680]  並且去遵行神的話
[00:16:45.680 --> 00:16:46.960]  在這樣的情況下
[00:16:46.960 --> 00:16:49.200]  才是耶穌基督的門徒
[00:16:49.200 --> 00:16:51.440]  跟隨耶穌基督的人
[00:16:51.440 --> 00:16:52.320]  要這樣去做
[00:16:52.320 --> 00:16:55.680]  要達到這個目標的時候
[00:16:55.680 --> 00:16:58.160]  是需要我們花時間
[00:16:58.160 --> 00:17:00.160]  所以我們花人力
[00:17:00.160 --> 00:17:01.840]  也要花資源
[00:17:01.840 --> 00:17:04.240]  才能達到這個目標
[00:17:04.240 --> 00:17:08.480]  洗萬民作主的門徒
[00:17:08.480 --> 00:17:09.200]  我們知道
[00:17:09.200 --> 00:17:12.640]  不僅僅是向我們的家人、朋友
[00:17:12.640 --> 00:17:14.240]  傳福音
[00:17:14.240 --> 00:17:18.000]  這是超越我們的親情
[00:17:18.000 --> 00:17:20.560]  超越民族的情義
[00:17:20.560 --> 00:17:23.200]  是要洗萬民作主的門徒
[00:17:23.200 --> 00:17:26.000]  特別是向一些未信主的民族
[00:17:26.000 --> 00:17:29.600]  去分享耶穌神的救恩
[00:17:29.600 --> 00:17:32.080]  讓他們在當中去敬拜
[00:17:32.080 --> 00:17:34.880]  單單去敬拜耶穌
[00:17:34.880 --> 00:17:37.520]  以耶穌基督為獨一的真神
[00:17:37.520 --> 00:17:39.920]  以耶穌基督為他們的救主
[00:17:39.920 --> 00:17:42.480]  並且去做耶穌基督的門徒
[00:17:42.480 --> 00:17:44.480]  這是一個不容易的工作
[00:17:44.480 --> 00:17:47.120]  今天全世界有七十三億的人口
[00:17:47.120 --> 00:17:50.080]  有二十三億我們稱為最少
[00:17:50.080 --> 00:17:53.360]  或者未聽聞福音的群體
[00:17:53.360 --> 00:17:54.960]  是紅色的部分
[00:17:54.960 --> 00:17:57.760]  我們是屬於橙色的部分
[00:17:57.760 --> 00:17:59.600]  福音已經來到我們中間
[00:17:59.600 --> 00:18:01.520]  我們已經領受福音了
[00:18:01.520 --> 00:18:02.720]  但更加重要的是
