
[00:00:00.000 --> 00:00:02.680]  在1997年前的香港
[00:01:46.720 --> 00:01:48.520]  但從彼得去看
[00:01:48.520 --> 00:01:53.640]  他們的生命卻是反被制服了
[00:01:53.640 --> 00:01:57.920]  在第二章形容了很多假教師的表現
[00:01:57.920 --> 00:01:59.760]  例如
[00:01:59.760 --> 00:02:04.160]  他們情慾邪淫
[00:02:04.160 --> 00:02:07.320]  貪婪享樂
[00:02:07.320 --> 00:02:09.320]  和自把自為
[00:02:09.320 --> 00:02:10.440]  我就在想
[00:02:10.440 --> 00:02:13.560]  倘若這些假教師
[00:02:13.560 --> 00:02:16.080]  他們這樣的情況
[00:02:16.080 --> 00:02:19.680]  其實他們的會籍早應該已經被人撤銷了
[00:02:19.680 --> 00:02:24.120]  為什麼還能夠留在教會裡面影響信徒呢
[00:02:24.120 --> 00:02:26.880]  聖經沒有這方面的記載
[00:02:26.880 --> 00:02:30.160]  我們暫時沒可能找到什麼
[00:02:30.160 --> 00:02:33.040]  當年有沒有一些教會紀律的文獻
[00:02:33.040 --> 00:02:35.960]  可以知道究竟當時教會怎樣處理這些人
[00:02:35.960 --> 00:02:37.080]  我們不知道
[00:02:37.080 --> 00:02:39.760]  但如果今天這些事情
[00:02:39.760 --> 00:02:43.680]  發生在香港這裡
[00:02:43.680 --> 00:02:47.400]  這些假教師其實不一定在教會裡面
[00:02:47.400 --> 00:02:52.000]  他們可以在教會的外面辦聚會辦課程
[00:02:52.000 --> 00:02:59.760]  一樣可以吸引和影響信徒
[00:02:59.760 --> 00:03:02.920]  坊間有不少好的課程和聚會
[00:03:02.920 --> 00:03:04.920]  我們都很鼓勵
[00:03:04.920 --> 00:03:07.440]  頂尖姊妹們參加
[00:03:07.440 --> 00:03:09.440]  在當中認識上帝
[00:03:09.440 --> 00:03:11.080]  認識神的說話
[00:03:11.080 --> 00:03:12.880]  俗語有云
[00:03:12.880 --> 00:03:17.480]  樹大就有枯枝
[00:03:17.480 --> 00:03:22.480]  一些個別的課程
[00:03:22.480 --> 00:03:24.480]  或者聚會或者教會的人
[00:03:24.480 --> 00:03:29.760]  其實我們需要相當憤外的留心
[00:03:29.760 --> 00:03:32.040]  例如近來我聽見
[00:03:32.040 --> 00:03:33.840]  有一間教會的信徒
[00:03:33.840 --> 00:03:40.000]  他就被一些坊間的聖經教導吸引著他
[00:03:40.000 --> 00:03:44.680]  教導信徒要批判聖經
[00:03:44.680 --> 00:03:48.000]  而不是用聖經的真理批判世界
[00:03:48.000 --> 00:03:49.640]  而是要批判聖經
[00:03:49.640 --> 00:03:53.240]  講到其實聖經是男人寫的
[00:03:53.240 --> 00:03:55.240]  整本都是男人寫的
[00:03:55.240 --> 00:03:59.480]  當然很多對女性或者對不同的東西
[00:03:59.480 --> 00:04:03.480]  有自己的男性的一套看法
[00:04:03.480 --> 00:04:09.000]  因此裡面一些道德的禁令已經過時了
[00:04:09.000 --> 00:04:11.000]  不適合用這個社會
[00:04:11.000 --> 00:04:14.000]  所以信徒也不需要遵守
[00:04:14.000 --> 00:04:18.600]  也不需要再背起這個枷鎖繼續生活
[00:04:18.600 --> 00:04:20.200]  最重要的是甚麼?
[00:04:20.200 --> 00:04:22.200]  最重要的是神的愛
[00:04:22.200 --> 00:04:26.000]  最重要的是我們在當中有自由
[00:04:26.000 --> 00:04:28.400]  這個信徒聽到相當興奮
[00:04:28.400 --> 00:04:33.000]  他更加不斷引用這些觀點
[00:04:33.000 --> 00:04:35.400]  其實你要信徒去發現
[00:04:35.400 --> 00:04:40.400]  教的人究竟在言行上和教導上
[00:04:40.400 --> 00:04:42.200]  有沒有很大衝突呢?
[00:04:42.200 --> 00:04:43.800]  其實很難的
[00:04:43.800 --> 00:04:51.200]  原因是教的人的的確確是這樣批判聖經讀聖經的
[00:04:51.200 --> 00:04:54.800]  他的生活也是這樣的
[00:04:54.800 --> 00:04:59.200]  如果是這樣我們如何分辨這些教導
[00:04:59.200 --> 00:05:00.800]  或者這些教的人
[00:05:00.800 --> 00:05:04.600]  他們是否出於聖經的真理呢?
[00:05:04.600 --> 00:05:09.400]  其中一樣東西我們可以這樣做
[00:05:09.400 --> 00:05:11.400]  那些教導者
[00:05:11.400 --> 00:05:13.800]  我們要檢視一下那些教導者
[00:05:13.800 --> 00:05:18.600]  他們的生命素質是否以神為中心
[00:05:18.600 --> 00:05:21.800]  還是以自我為中心
[00:05:21.800 --> 00:05:24.400]  弟兄姊妹我們不可以單單
[00:05:24.400 --> 00:05:28.200]  只是覺得很感動他講的事很動聽
[00:05:28.200 --> 00:05:31.800]  或者他講的也很有道理而收穫
[00:05:31.800 --> 00:05:35.600]  甚或麻木的追捧
[00:05:35.600 --> 00:05:40.000]  我們要留心他們生命的素質是怎樣
[00:05:40.000 --> 00:05:44.800]  因為神要我們明白聖經最終的目標
[00:05:44.800 --> 00:05:49.800]  不是要我們單單看一堂好的信息的道理
[00:05:49.800 --> 00:05:52.200]  但是要我們分享到
[00:05:52.200 --> 00:05:56.200]  上帝那種美善的本性
[00:05:56.200 --> 00:06:01.800]  正如在彼得厚書的一章三至四節裡這樣說
[00:06:01.800 --> 00:06:03.600]  神的神能
[00:06:03.600 --> 00:06:10.400]  以把一切關乎生命和經前的事賜給我們
[00:06:10.400 --> 00:06:11.600]  因我們認識
[00:06:11.600 --> 00:06:16.200]  乃用自己榮耀和美德照我們的神
[00:06:16.200 --> 00:06:18.000]  因此
[00:06:18.000 --> 00:06:23.000]  祂以把又寶貴又極大的英許賜給我們
[00:06:23.000 --> 00:06:25.400]  使得我們既脫離世上
[00:06:25.400 --> 00:06:29.000]  從情欲來的敗壞
[00:06:29.000 --> 00:06:32.400]  就得分享神的本性
[00:06:32.400 --> 00:06:34.600]  因此我們明白聖經
[00:06:34.600 --> 00:06:39.600]  不是要我們享受聽的過程
[00:06:39.600 --> 00:06:43.200]  重點是讓我們在聖經的話語裡
[00:06:43.200 --> 00:06:45.800]  令到我們的生命素質
[00:06:45.800 --> 00:06:51.000]  能夠分享到神美善的本性
[00:06:51.000 --> 00:06:54.800]  因此當我們去
[00:06:54.800 --> 00:06:57.800]  覺得那些人說話很吸引的時候
[00:06:57.800 --> 00:07:02.200]  我們不妨要再留心他們的生命素質
[00:07:02.200 --> 00:07:04.800]  究竟他們是關心
[00:07:04.800 --> 00:07:06.600]  上帝的國度
[00:07:06.600 --> 00:07:12.200]  上帝自己一切在世的時候
[00:07:12.200 --> 00:07:15.200]  他如何以神為中心
[00:07:15.200 --> 00:07:18.200]  去理解聖經和理解這個世界
[00:07:18.200 --> 00:07:22.800]  還是只是從他自己自我的觀感
[00:07:22.800 --> 00:07:23.600]  直覺
[00:07:23.600 --> 00:07:26.200]  甚或他們所謂的邏輯理據
[00:07:26.200 --> 00:07:27.600]  去理解這個世界
[00:07:27.600 --> 00:07:30.000]  覺得這個世界有些事行不通的時候
[00:07:30.000 --> 00:07:32.800]  上帝就要放在一邊
[00:07:32.800 --> 00:07:35.800]  頂尖我們必須要留心
[00:07:35.800 --> 00:07:40.000]  留心這些教的人
[00:07:40.000 --> 00:07:43.200]  同時間我們要經常反思
[00:07:43.200 --> 00:07:44.400]  我們讀聖經
[00:07:44.400 --> 00:07:48.600]  究竟我們解釋聖經的時候
[00:07:48.600 --> 00:07:51.200]  是以神為中心去解釋
[00:07:51.200 --> 00:07:56.400]  還是將聖經像服務我們一樣
[00:07:56.400 --> 00:07:59.600]  支持我們一些觀點角度
[00:07:59.600 --> 00:08:01.000]  去理解聖經
[00:08:01.000 --> 00:08:05.000]  我們在當中一起彼此提醒
[00:08:05.000 --> 00:08:08.600]  明顯在經文裡面
[00:08:08.600 --> 00:08:12.600]  那些假教師
[00:08:12.600 --> 00:08:18.200]  很明顯他們就背道而馳
[00:08:18.200 --> 00:08:22.600]  在這時候對我們有什麼借鏡的地方呢
[00:08:22.600 --> 00:08:23.800]  第二方面
[00:08:23.800 --> 00:08:27.800]  檢視自由的盲點
[00:08:27.800 --> 00:08:30.600]  彼得認為假教師
[00:08:30.600 --> 00:08:32.400]  所倡議的自由
[00:08:32.400 --> 00:08:34.400]  是有一個盲點在裡面
[00:08:34.400 --> 00:08:36.000]  你看回第十九節
[00:08:36.000 --> 00:08:37.200]  那個盲點是什麼
[00:08:37.200 --> 00:08:40.400]  因為人被誰制服
[00:08:40.400 --> 00:08:42.800]  就是誰的奴隸
[00:08:42.800 --> 00:08:44.800]  可以這樣理解
[00:08:44.800 --> 00:08:46.000]  我這麼說
[00:08:46.000 --> 00:08:48.800]  如果我自身是有自由的
[00:08:48.800 --> 00:08:53.600]  理應我擁有一切的自決權
[00:08:53.600 --> 00:08:54.800]  對不對
[00:08:54.800 --> 00:08:57.600]  但是當有一個人
[00:08:57.600 --> 00:08:59.600]  他可以命令我的
[00:08:59.600 --> 00:09:01.600]  其實他就是我的主人
[00:09:01.600 --> 00:09:04.200]  我其實就是他的奴隸
[00:09:04.200 --> 00:09:06.200]  勞隆·戈默斯說得很好
[00:09:06.200 --> 00:09:08.200]  他說在《創世紀》的二章
[00:09:08.200 --> 00:09:10.200]  到三章看到一件事
[00:09:10.200 --> 00:09:16.200]  自由是神賜下給人的禮物
[00:09:16.200 --> 00:09:19.800]  讓我們可以選擇信服
[00:09:19.800 --> 00:09:22.800]  和不信服神
[00:09:22.800 --> 00:09:24.600]  因此自由
[00:09:24.600 --> 00:09:28.800]  是神給人最大最大的禮物
[00:09:28.800 --> 00:09:30.400]  同時間
[00:09:30.400 --> 00:09:34.000]  也是最危險的禮物
[00:09:34.000 --> 00:09:35.800]  因為你擁有自由
[00:09:35.800 --> 00:09:38.600]  自由就要帶給我們有責任
[00:09:38.600 --> 00:09:40.400]  所以最大的問題就是我們
[00:09:40.400 --> 00:09:44.600]  怎樣去運用自由
[00:09:44.600 --> 00:09:47.000]  因此我們值得花一點時間
[00:09:47.000 --> 00:09:51.000]  去檢視我們比較常用
[00:09:51.000 --> 00:09:55.600]  或者流行的一些自由的思想
[00:09:55.600 --> 00:09:57.200]  我聽見有人這樣說
[00:09:57.200 --> 00:09:58.200]  自由是什麼
[00:09:58.200 --> 00:10:01.600]  自由就是忠於自己的感覺
[00:10:01.600 --> 00:10:04.600]  自身的感覺是不會騙自己的
[00:10:04.600 --> 00:10:07.400]  感覺到什麼就去做
[00:10:07.400 --> 00:10:10.400]  這樣就得到釋放了
[00:10:10.400 --> 00:10:15.200]  其實這種想法不是沒有道理的
[00:10:15.200 --> 00:10:16.800]  我們觀察到
[00:10:16.800 --> 00:10:18.600]  過去的社會
[00:10:18.600 --> 00:10:20.800]  很多聲音和觀點
[00:10:20.800 --> 00:10:23.200]  你根本沒有時間去消化
[00:10:23.200 --> 00:10:25.400]  那些聲音或者那些觀點
[00:10:25.400 --> 00:10:29.400]  就好像某程度上逼到你做決定
[00:10:29.400 --> 00:10:32.400]  你知道有時無所適從之下
[00:10:32.400 --> 00:10:35.800]  就唯有感覺
[00:10:35.800 --> 00:10:38.200]  哪條路感覺好一點就走哪條
[00:10:38.200 --> 00:10:39.600]  就這樣
[00:10:39.600 --> 00:10:45.400]  沒有什麼高原大志的情況
[00:10:45.400 --> 00:10:48.000]  但是是不是一個
[00:10:48.000 --> 00:10:52.200]  放諸四海而皆準的道理呢
[00:10:52.200 --> 00:10:57.200]  我們用兩個例子去反思一下
[00:10:57.200 --> 00:10:58.200]  第一個例子
[00:10:58.200 --> 00:11:01.000]  當一個人對你不滿
[00:11:01.000 --> 00:11:02.800]  你很不開心
[00:11:02.800 --> 00:11:05.200]  你就生他的氣
[00:11:05.200 --> 00:11:08.400]  是很正常的
[00:11:08.400 --> 00:11:10.400]  你有自由去愛人
[00:11:10.400 --> 00:11:14.400]  同時你也有自由去生他的氣
[00:11:14.400 --> 00:11:17.800]  但是究竟真正的自由
[00:11:17.800 --> 00:11:19.800]  是原諒他
[00:11:19.800 --> 00:11:22.000]  得到釋放
[00:11:22.000 --> 00:11:25.000]  還是任憑怒氣
[00:11:25.000 --> 00:11:27.000]  在我們的心裡面
[00:11:27.000 --> 00:11:29.800]  支配著我們
[00:11:29.800 --> 00:11:32.600]  甚至令我們做一些
[00:11:32.600 --> 00:11:35.200]  不理性的事
[00:11:35.200 --> 00:11:37.400]  去報復
[00:11:37.400 --> 00:11:38.600]  去告訴他
[00:11:38.600 --> 00:11:40.600]  我很生你的氣
[00:11:40.600 --> 00:11:45.600]  究竟哪兩種是真真正正得到釋放呢
[00:11:45.600 --> 00:11:48.200]  第二個例子
[00:11:48.200 --> 00:11:49.800]  有些人說
[00:11:49.800 --> 00:11:52.400]  只要我喜歡的我一定要
[00:11:52.400 --> 00:11:57.000]  這句話通常出自小朋友的口中
[00:11:57.000 --> 00:11:59.000]  他們童年無忌
[00:11:59.000 --> 00:12:01.600]  但是試想一下大人不是這樣嗎
[00:12:01.600 --> 00:12:03.800]  我喜歡我就要那件事
[00:12:03.800 --> 00:12:05.400]  大人其實也是這樣
[00:12:05.400 --> 00:12:07.800]  小朋友和大人的分別
[00:12:07.800 --> 00:12:10.000]  其實很簡單
[00:12:10.000 --> 00:12:12.200]  小朋友想到那件事就說那件事
[00:12:12.200 --> 00:12:13.000]  大人呢
[00:12:13.000 --> 00:12:15.400]  所有的事都放在心裡面
[00:12:15.400 --> 00:12:17.200]  但是做出來呢
[00:12:17.200 --> 00:12:20.400]  就很可怕
[00:12:20.400 --> 00:12:23.600]  究竟這件事
[00:12:23.600 --> 00:12:27.600]  這種所謂的態度
[00:12:27.600 --> 00:12:30.400]  是任性呢
[00:12:30.400 --> 00:12:33.600]  還是自由呢
[00:12:33.600 --> 00:12:37.000]  讓我們反思一下
[00:12:37.000 --> 00:12:39.000]  我看到今天有很多人
[00:12:39.000 --> 00:12:41.800]  爭取自身的自由權利
[00:12:41.800 --> 00:12:43.400]  我相當認同
[00:12:43.400 --> 00:12:45.600]  因為自由本身是可貴
[00:12:45.600 --> 00:12:48.400]  和重要的
[00:12:48.400 --> 00:12:50.600]  享富盛名的教授
[00:12:50.600 --> 00:12:51.600]  Michael Sandel
[00:12:51.600 --> 00:12:52.800]  他曾經討論
[00:12:52.800 --> 00:12:56.000]  自由至上這個概念
[00:12:56.000 --> 00:12:57.200]  自由至上說什麼呢
[00:12:57.200 --> 00:13:00.400]  就是我生我命歸我有
[00:13:00.400 --> 00:13:02.400]  要生要死只要我喜歡
[00:13:02.400 --> 00:13:06.400]  加上你情我願有什麼不可以
[00:13:06.400 --> 00:13:08.400]  大家有沒有聽到
[00:13:08.400 --> 00:13:11.000]  有沒有覺得有問題
[00:13:11.000 --> 00:13:13.000]  好像對我有
[00:13:13.000 --> 00:13:14.200]  是不是
[00:13:14.200 --> 00:13:16.000]  我的嘛身體
[00:13:16.000 --> 00:13:18.000]  我的嘛那些東西
[00:13:18.000 --> 00:13:20.200]  那你又對方又制
[00:13:20.200 --> 00:13:21.000]  我又得
[00:13:21.000 --> 00:13:24.600]  有什麼問題
[00:13:24.600 --> 00:13:27.400]  但是我們想深一層
[00:13:27.400 --> 00:13:31.200]  倘若將這些情況放在某些處境裡面
[00:13:31.200 --> 00:13:33.200]  你就會看到一些問題出現
[00:13:33.200 --> 00:13:34.600]  例如什麼呢
[00:13:34.600 --> 00:13:36.400]  賣腎
[00:13:36.400 --> 00:13:38.200]  協助自殺
[00:13:38.200 --> 00:13:43.200]  或者是人吃人
[00:13:43.200 --> 00:13:45.000]  人吃人聽起來
[00:13:45.000 --> 00:13:49.000]  好像在某個電視劇做過的橋段
[00:13:49.000 --> 00:13:51.400]  但是真實社會真的有
[00:13:51.400 --> 00:13:53.200]  在美國有一個人
[00:13:53.200 --> 00:13:55.000]  他放了一個廣告
[00:13:55.000 --> 00:13:58.200]  就是誰很想給我吃的
[00:13:58.200 --> 00:14:00.200]  就來認證了
[00:14:00.200 --> 00:14:04.200]  你知不知道有多少人回應
[00:14:04.200 --> 00:14:06.000]  200人
[00:14:06.000 --> 00:14:07.600]  去回應他
[00:14:07.600 --> 00:14:10.600]  終於有一個在當中
[00:14:10.600 --> 00:14:14.200]  合他的條件他就選
[00:14:14.200 --> 00:14:17.200]  選完之後他就給他一張合約簽
[00:14:17.200 --> 00:14:20.800]  寫明是他自願給我吃的
[00:14:20.800 --> 00:14:22.800]  很清晰
[00:14:22.800 --> 00:14:24.400]  但是有沒有問題
[00:14:24.400 --> 00:14:26.200]  是不是他又同意
[00:14:26.200 --> 00:14:27.400]  你又同意
[00:14:27.400 --> 00:14:29.800]  這樣就可以做呢
[00:14:29.800 --> 00:14:34.800]  因此Sando說到一個很重要的情況
[00:14:34.800 --> 00:14:40.800]  自由之上並不是凌駕於所有的價值
[00:14:40.800 --> 00:14:45.400]  因為仍然有很多的價值是同樣寶貴
[00:14:45.400 --> 00:14:47.800]  例如生命價值
[00:14:47.800 --> 00:14:50.000]  因此當我們說到自由的時候
[00:14:50.000 --> 00:14:52.200]  不是自由最大的
[00:14:52.200 --> 00:14:56.000]  仍然是需要與其他的價值
[00:14:56.000 --> 00:15:01.600]  在當中取得平衡
[00:15:01.600 --> 00:15:04.800]  就說我們知道今天有不少的信徒
[00:15:04.800 --> 00:15:07.600]  追求心靈自由
[00:15:07.600 --> 00:15:09.800]  不愛形式
[00:15:09.800 --> 00:15:13.200]  但是心靈自由
[00:15:13.200 --> 00:15:15.400]  這幾個字
[00:15:15.400 --> 00:15:23.200]  會不會開始被難用為一個擋箭牌呢
[00:15:23.200 --> 00:15:26.000]  新約學者D.A. Carson
[00:15:26.000 --> 00:15:28.000]  有一段說話
[00:15:28.000 --> 00:15:30.800]  一個令我們很大的提醒
[00:15:30.800 --> 00:15:31.800]  他這樣說
[00:15:31.800 --> 00:15:38.600]  他說人根本就不會趨向聖潔
[00:15:38.600 --> 00:15:41.800]  除非靠著主的恩典
[00:15:41.800 --> 00:15:45.200]  否則人根本就不會朝向敬虔
[00:15:45.200 --> 00:15:46.200]  禱告
[00:15:46.200 --> 00:15:47.400]  信奉聖經
[00:15:47.400 --> 00:15:48.200]  信主
[00:15:48.200 --> 00:15:50.200]  或者以主為樂的方向
[00:15:50.200 --> 00:15:54.600]  作為他生命的方向
[00:15:54.600 --> 00:16:00.000]  他說我們趨向叛逆
[00:16:00.000 --> 00:16:04.000]  我們就會說這是自由
[00:16:04.000 --> 00:16:06.000]  我們趨向迷信
[00:16:06.000 --> 00:16:09.400]  我們就說宣稱這是信心
[00:16:09.400 --> 00:16:13.600]  我們喜愛失控而無拘無束的生活
[00:16:13.600 --> 00:16:16.200]  我們就會說是放縱
[00:16:16.200 --> 00:16:17.800]  我們只是放鬆而已
[00:16:17.800 --> 00:16:20.800]  只是放鬆而言
[00:16:20.800 --> 00:16:26.800]  我們藉著一些理由說不祈禱
[00:16:26.800 --> 00:16:28.200]  還要自欺欺人
[00:16:28.200 --> 00:16:29.200]  跟自己說
[00:16:29.200 --> 00:16:34.000]  我們只不過是不拘束一些律法的主義而已
[00:16:34.000 --> 00:16:38.400]  我們傾向不敬虔
[00:16:38.400 --> 00:16:40.800]  我們就說服自己
[00:16:40.800 --> 00:16:46.000]  這些是釋放
[00:16:46.000 --> 00:16:46.800]  弟兄姊妹
[00:16:46.800 --> 00:16:51.400]  我們信主越久
[00:16:51.400 --> 00:16:54.200]  我們就會越容易
[00:16:54.200 --> 00:17:01.600]  跌進這些試探裏面
[00:17:01.600 --> 00:17:03.800]  上帝賜我們自由
[00:17:03.800 --> 00:17:08.600]  因為他不想我們像機械人一樣
[00:17:08.600 --> 00:17:12.400]  但是他如何用我們的自由
[00:17:12.400 --> 00:17:16.000]  去與他交往呢
[00:17:16.000 --> 00:17:21.800]  去向他表達我們的敬虔呢
[00:17:21.800 --> 00:17:24.800]  例如禱告跪下
[00:17:24.800 --> 00:17:30.600]  是主耶穌自己經常身體力行的事
[00:17:30.600 --> 00:17:33.200]  但我們卻是一個形式
[00:17:33.200 --> 00:17:35.800]  祈禱是不需要跪的
[00:17:35.800 --> 00:17:37.400]  有個心就可以了
[00:17:37.400 --> 00:17:41.400]  所以我躺在這裏
[00:17:41.400 --> 00:17:45.400]  然後在當中安安樂樂地祈禱
[00:17:45.400 --> 00:17:48.400]  第二天跟上帝說阿門
[00:17:48.400 --> 00:17:54.600]  這樣就最好了
[00:17:54.600 --> 00:17:57.200]  這是我們的自由
[00:17:57.200 --> 00:17:59.800]  但是這個自由
[00:17:59.800 --> 00:18:03.600]  是否真的讓我們
[00:18:03.600 --> 00:18:07.800]  可以對神那種敬畏、敬虔
[00:18:07.800 --> 00:18:11.800]  更加的盡心
[00:18:11.800 --> 00:18:14.200]  值得我們去再想
[00:18:14.200 --> 00:18:16.000]  保羅提醒我們
[00:18:16.000 --> 00:18:17.200]  弟兄們
[00:18:17.200 --> 00:18:20.800]  你們夢照是要得自由
[00:18:20.800 --> 00:18:22.200]  只是不可把自由
[00:18:22.200 --> 00:18:27.400]  當作放縱情慾的機會
[00:18:27.400 --> 00:18:30.800]  總要用愛心彼此服侍
[00:18:30.800 --> 00:18:33.600]  神賜人有自由意志
[00:18:33.600 --> 00:18:38.200]  而不是很想我們變成機械人一樣
[00:18:38.200 --> 00:18:39.600]  與他建立關係
[00:18:39.600 --> 00:18:41.800]  與別人建立關係
[00:18:41.800 --> 00:18:44.200]  今天我們怎樣運用自由呢
[00:18:44.200 --> 00:18:46.000]  我們運用自由
[00:18:46.000 --> 00:18:50.600]  在榮盛億人的情況下
[00:18:50.600 --> 00:18:53.600]  還是我們只是
[00:18:53.600 --> 00:18:56.600]  單單的追求一種
[00:18:56.600 --> 00:18:59.600]  自我感覺良好的情況呢
[00:18:59.600 --> 00:19:03.600]  弟兄姊妹我們值得去思想
[00:19:03.600 --> 00:19:04.800]  我們記住
[00:19:04.800 --> 00:19:10.600]  自由是帶給我們有責任
[00:19:10.600 --> 00:19:15.600]  而後果是要自負的
[00:19:15.600 --> 00:19:17.200]  第三方面
[00:19:17.200 --> 00:19:20.000]  不幸自由的副作用
[00:19:20.000 --> 00:19:23.200]  請大家讀出二章的
[00:19:23.200 --> 00:19:26.400]  二十節到二十二節
[00:19:26.400 --> 00:19:28.800]  二十節到二十二節
[00:19:28.800 --> 00:19:30.600]  請讀一二三
[00:19:58.800 --> 00:20:14.600]  在二十二節裏面
[00:20:14.600 --> 00:20:18.800]  用一句俗語
[00:20:18.800 --> 00:20:21.200]  這個俗語究竟是來自真言
[00:20:21.200 --> 00:20:25.200]  還是當時古希臘哲學家
[00:20:25.200 --> 00:20:29.200]  一句正經的說話
[00:20:29.200 --> 00:20:31.000]  如果你很有興趣這方面
[00:20:31.000 --> 00:20:35.000]  我鼓勵你可以自行翻閱一些
[00:20:35.000 --> 00:20:37.800]  歷史文件去考究
[00:20:37.800 --> 00:20:38.800]  但無論如何
[00:20:38.800 --> 00:20:42.000]  其實彼得用二十二節
[00:20:42.000 --> 00:20:45.600]  要帶出一個很簡單的說話
[00:20:45.600 --> 00:20:50.200]  死性不改
[00:20:50.200 --> 00:20:54.800]  其實我們信主之後
[00:20:54.800 --> 00:20:56.200]  有沒有一些壞習慣
[00:20:56.200 --> 00:20:59.600]  其實明知是得罪神的
[00:20:59.600 --> 00:21:04.200]  但仍然總是要抬起頭來
[00:21:04.200 --> 00:21:09.600]  又或者我們信主進入一個階段的時候
[00:21:09.600 --> 00:21:12.000]  以前我們覺得有些事情已經改了
[00:21:12.000 --> 00:21:15.600]  很久都沒有再犯了
[00:21:15.600 --> 00:21:20.800]  但不知何時那樣東西回來了
[00:21:20.800 --> 00:21:28.400]  不知何時那絲肉浮現出來
[00:21:28.400 --> 00:21:29.800]  不想它會再回來
[00:21:29.800 --> 00:21:33.600]  但又來過
[00:21:33.600 --> 00:21:36.600]  又或者由我們信主到現在
[00:21:36.600 --> 00:21:41.200]  有些絲肉一直伴隨著我們的心
[00:21:41.200 --> 00:21:45.200]  雖然我們已經再沒有
[00:21:45.200 --> 00:21:49.800]  隨著絲肉去履行
[00:21:49.800 --> 00:21:53.400]  或者去放縱了
[00:21:53.400 --> 00:21:59.200]  但我們內心是相當之掙扎的
[00:21:59.200 --> 00:22:01.200]  很掙扎
[00:22:01.200 --> 00:22:02.600]  正如保羅說
[00:22:02.600 --> 00:22:05.000]  立志行善由得我
[00:22:05.000 --> 00:22:09.400]  但只是行出來由不得我
[00:22:09.400 --> 00:22:13.600]  那種困擾
[00:22:13.600 --> 00:22:20.200]  弟兄姊妹我們今日其實在教會界裏面
[00:22:20.200 --> 00:22:23.200]  仍然有很多弟兄姊妹
[00:22:23.200 --> 00:22:27.400]  他們在這些掙扎裏面
[00:22:27.400 --> 00:22:33.800]  例如今日當說到聖的議題的時候
[00:22:33.800 --> 00:22:37.200]  其實聖本來是美善
[00:22:37.200 --> 00:22:40.800]  但聖當被扭曲的時候
[00:22:40.800 --> 00:22:43.800]  就會支配一個人
[00:22:43.800 --> 00:22:49.000]  其實在當中很多不少的弟兄姊妹
[00:22:49.000 --> 00:22:51.400]  其實姊妹都會有這個情況
[00:22:51.400 --> 00:22:55.600]  可能在她的色情上的事情
[00:22:55.600 --> 00:22:58.800]  她曾經很墮落
[00:22:58.800 --> 00:23:01.600]  但因為耶穌基督拯救了她
[00:23:01.600 --> 00:23:03.800]  但她今日至今
[00:23:03.800 --> 00:23:06.200]  她仍然是掙扎的
[00:23:06.200 --> 00:23:10.000]  她仍然要祈求上帝保守她
[00:23:10.000 --> 00:23:13.800]  讓她不要再犯
[00:23:13.800 --> 00:23:18.200]  又或者一些的性傾向
[00:23:18.200 --> 00:23:21.200]  他們明白到上帝自己創造的美善設計
[00:23:21.200 --> 00:23:22.800]  他們願意跟從
[00:23:22.800 --> 00:23:24.000]  他們願意的
