
[00:00:00.000 --> 00:00:01.680]  各位電影姐妹早晨
[00:03:54.080 --> 00:03:56.080]  其實都是跟聖經
[00:03:56.080 --> 00:03:59.080]  所以人們說我們基督徒
[00:03:59.080 --> 00:04:02.080]  我們的教會的宗旨是什麼
[00:04:02.080 --> 00:04:04.080]  就是跟聖經
[00:04:04.080 --> 00:04:06.080]  聖經具體有什麼說
[00:04:06.080 --> 00:04:08.080]  我們歸納了這兩個重點
[00:04:08.080 --> 00:04:10.080]  我們啟福堂定義要成為一間
[00:04:10.080 --> 00:04:12.080]  銳意培育門徒
[00:04:12.080 --> 00:04:14.080]  所以我們第一件事
[00:04:14.080 --> 00:04:16.080]  就是我們每個回來教會的人
[00:04:16.080 --> 00:04:18.080]  我們認識神
[00:04:18.080 --> 00:04:19.080]  信耶穌
[00:04:19.080 --> 00:04:21.080]  要成為主的門徒
[00:04:21.080 --> 00:04:24.080]  而教會存在的目的就是要培育
[00:04:24.080 --> 00:04:26.080]  要銳意培育主的門徒
[00:04:26.080 --> 00:04:28.080]  所以我們圍繞每一件事
[00:04:28.080 --> 00:04:31.080]  如果跟培育我們成為主的門徒無關
[00:04:31.080 --> 00:04:34.080]  那件事就不是很重要
[00:04:34.080 --> 00:04:39.080]  然後我們要成為一個社區
[00:04:39.080 --> 00:04:41.080]  關心社區的教會
[00:04:41.080 --> 00:04:43.080]  當然社區包括我們自己的家庭
[00:04:43.080 --> 00:04:46.080]  包括我們自己工作的處境
[00:04:46.080 --> 00:04:49.080]  我們所生活的區域
[00:04:49.080 --> 00:04:51.080]  銳意成為一個門徒
[00:04:51.080 --> 00:04:54.080]  銳意成為一間服侍社區的教會
[00:04:54.080 --> 00:04:56.080]  這段聖經耶穌說
[00:04:56.080 --> 00:05:01.080]  當門徒認識耶穌是神的兒子
[00:05:01.080 --> 00:05:03.080]  他是君王
[00:05:03.080 --> 00:05:05.080]  還要知道他的身份
[00:05:05.080 --> 00:05:07.080]  又知道耶穌來做什麼
[00:05:07.080 --> 00:05:09.080]  門徒會很驚訝
[00:05:09.080 --> 00:05:11.080]  你知道福音書
[00:05:11.080 --> 00:05:13.080]  我也說過幾次
[00:05:13.080 --> 00:05:15.080]  福音書或者耶穌的生平
[00:05:15.080 --> 00:05:17.080]  有三樣令我們驚訝的地方
[00:05:17.080 --> 00:05:20.080]  第一就是一個有血有肉
[00:05:20.080 --> 00:05:23.080]  住在拿撒勒的木匠耶穌
[00:05:23.080 --> 00:05:25.080]  他竟然是神的兒子
[00:05:25.080 --> 00:05:27.080]  他又是完全的神
[00:05:27.080 --> 00:05:29.080]  我們信耶穌
[00:05:29.080 --> 00:05:33.080]  跨越了一個很大的跳躍
[00:05:33.080 --> 00:05:36.080]  信耶穌一個有血有肉的猶太人
[00:05:36.080 --> 00:05:38.080]  竟然是神的兒子
[00:05:38.080 --> 00:05:40.080]  這是第一個我們覺得很驚訝的地方
[00:05:40.080 --> 00:05:41.080]  驚訝什麼呢?
[00:05:41.080 --> 00:05:44.080]  神竟然派他尊貴的兒子
[00:05:44.080 --> 00:05:46.080]  降臂來世界
[00:05:46.080 --> 00:05:51.080]  將我們領到他的榮耀裡面
[00:05:51.080 --> 00:05:53.080]  是他親自來的
[00:05:53.080 --> 00:05:55.080]  不是耶穌
[00:05:55.080 --> 00:05:57.080]  神有很多使者
[00:05:57.080 --> 00:05:59.080]  第一個驚訝是他自己來的
[00:05:59.080 --> 00:06:01.080]  第二就是他是至高神的兒子
[00:06:01.080 --> 00:06:05.080]  他卻說要為我們死在十字架上
[00:06:05.080 --> 00:06:08.080]  如果你讀完博士或大學
[00:06:08.080 --> 00:06:12.080]  你說媽媽我找了一份工作
[00:06:12.080 --> 00:06:17.080]  在街市幫人做一些環保的研究
[00:06:17.080 --> 00:06:20.080]  即是清垃圾
[00:06:20.080 --> 00:06:23.080]  你研究垃圾的處理
[00:06:23.080 --> 00:06:26.080]  是的
[00:06:26.080 --> 00:06:28.080]  很偉大的工作
[00:06:28.080 --> 00:06:30.080]  但要賺多少錢呢?
[00:06:30.080 --> 00:06:32.080]  剛剛過一萬元
[00:06:32.080 --> 00:06:35.080]  媽媽真的罵你垃圾
[00:06:35.080 --> 00:06:38.080]  一個很高學歷很高能力
[00:06:38.080 --> 00:06:41.080]  至高的神竟然做一個普通人
[00:06:41.080 --> 00:06:43.080]  還為我們死在十字架上
[00:06:43.080 --> 00:06:44.080]  第二個驚訝
[00:06:44.080 --> 00:06:47.080]  驚訝到真的措手不及
[00:06:47.080 --> 00:06:49.080]  耶穌竟然要來
[00:06:49.080 --> 00:06:51.080]  這個尊貴君王要死
[00:06:51.080 --> 00:06:55.080]  死之前他還要做一個人的僕人
[00:06:55.080 --> 00:06:56.080]  我們很驚訝
[00:06:56.080 --> 00:06:58.080]  為什麼耶穌要成為我們的僕人
[00:06:58.080 --> 00:07:00.080]  幫門徒洗腳
[00:07:00.080 --> 00:07:02.080]  除了做show
[00:07:02.080 --> 00:07:08.080]  有記者在播新聞
[00:07:08.080 --> 00:07:12.080]  很多很出名的人
[00:07:12.080 --> 00:07:14.080]  出去扶貧
[00:07:14.080 --> 00:07:18.080]  做一些骯髒的事
[00:07:18.080 --> 00:07:19.080]  有記者訪問
[00:07:19.080 --> 00:07:21.080]  有發表
[00:07:21.080 --> 00:07:23.080]  不是耶穌真的成為一個僕人
[00:07:23.080 --> 00:07:25.080]  去到一個死的地步
[00:07:25.080 --> 00:07:26.080]  我們很驚訝
[00:07:26.080 --> 00:07:29.080]  耶穌竟然為我們這些人去死
[00:07:29.080 --> 00:07:31.080]  第三個驚訝
[00:07:31.080 --> 00:07:33.080]  死了的耶穌竟然在第三天
[00:07:33.080 --> 00:07:35.080]  真的復活
[00:07:35.080 --> 00:07:37.080]  所以耶穌的道成肉身
[00:07:37.080 --> 00:07:39.080]  耶穌為我們犧牲
[00:07:39.080 --> 00:07:41.080]  和耶穌從死裡復活
[00:07:41.080 --> 00:07:42.080]  在聖經裡說
[00:07:42.080 --> 00:07:44.080]  三個最令我們驚訝
[00:07:44.080 --> 00:07:47.080]  但這就看到耶穌的身份
[00:07:47.080 --> 00:07:48.080]  耶穌的作為
[00:07:48.080 --> 00:07:50.080]  和耶穌的權柄
[00:07:50.080 --> 00:07:53.080]  我們要銳於成為主的門徒
[00:07:53.080 --> 00:07:54.080]  不是只有說字
[00:07:54.080 --> 00:07:56.080]  說久了又不做
[00:07:56.080 --> 00:07:58.080]  覺得沒什麼
[00:07:58.080 --> 00:07:59.080]  有一件事
[00:07:59.080 --> 00:08:01.080]  我說了很多年都沒做
[00:08:01.080 --> 00:08:02.080]  這幾年
[00:08:02.080 --> 00:08:04.080]  有人問我今年有什麼目標
[00:08:04.080 --> 00:08:05.080]  永泉
[00:08:05.080 --> 00:08:06.080]  我今年目標是
[00:08:06.080 --> 00:08:08.080]  希望減10磅
[00:08:08.080 --> 00:08:10.080]  有沒有人和我一樣
[00:08:10.080 --> 00:08:12.080]  去年也是想減10磅8磅的
[00:08:12.080 --> 00:08:14.080]  拍下手123
[00:08:14.080 --> 00:08:16.080]  仍然減不到的
[00:08:16.080 --> 00:08:18.080]  拍下手123
[00:08:18.080 --> 00:08:20.080]  我應該問減到的拍下
[00:08:20.080 --> 00:08:22.080]  我到今時今日
[00:08:22.080 --> 00:08:24.080]  仍然是超磅
[00:08:24.080 --> 00:08:28.080]  暫時用少吃點來幫助
[00:08:28.080 --> 00:08:30.080]  運動也沒多
[00:08:30.080 --> 00:08:32.080]  多了一點
[00:08:32.080 --> 00:08:34.080]  娃娃常常笑我
[00:08:34.080 --> 00:08:36.080]  特別是奧運的時候
[00:08:36.080 --> 00:08:38.080]  我很積極運動
[00:08:38.080 --> 00:08:42.080]  她說希望你不是四年一次的積極
[00:08:42.080 --> 00:08:43.080]  我也有些跡象
[00:08:43.080 --> 00:08:45.080]  差不多四年一次積極
[00:08:45.080 --> 00:08:47.080]  最近我本來很熱心
[00:08:47.080 --> 00:08:49.080]  報了去跑渣打10公里
[00:08:49.080 --> 00:08:52.080]  但我這次主要是抽不中我
[00:08:52.080 --> 00:08:54.080]  那我不用跑了
[00:08:54.080 --> 00:08:56.080]  聽說兩個星期後
[00:08:56.080 --> 00:08:58.080]  但聖經說
[00:08:58.080 --> 00:09:00.080]  跟從主
[00:09:00.080 --> 00:09:01.080]  是我們回來教會
[00:09:01.080 --> 00:09:02.080]  我們認識祂
[00:09:02.080 --> 00:09:04.080]  知道祂的身份
[00:09:04.080 --> 00:09:06.080]  知道祂的作為
[00:09:06.080 --> 00:09:08.080]  和知道神的大能
[00:09:08.080 --> 00:09:10.080]  跟從主
[00:09:10.080 --> 00:09:12.080]  其中一樣最重要
[00:09:12.080 --> 00:09:14.080]  我今天第一個主日
[00:09:14.080 --> 00:09:16.080]  沒說一樣呼音
[00:09:16.080 --> 00:09:17.080]  就是說
[00:09:17.080 --> 00:09:19.080]  這段聖經只說兩個字
[00:09:19.080 --> 00:09:20.080]  就是捨己
[00:09:20.080 --> 00:09:22.080]  跟從主的人
[00:09:22.080 --> 00:09:23.080]  聖經說三件事
[00:09:23.080 --> 00:09:24.080]  第一要捨己
[00:09:24.080 --> 00:09:26.080]  第二要背自己的十字架
[00:09:26.080 --> 00:09:28.080]  去每天
[00:09:28.080 --> 00:09:30.080]  天天去跟從主
[00:09:30.080 --> 00:09:34.080]  捨己就是向自己的肉體
[00:09:34.080 --> 00:09:36.080]  向自我中心說不
[00:09:36.080 --> 00:09:40.080]  向自己的自我中心說不
[00:09:40.080 --> 00:09:43.080]  但這個是後現代
[00:09:43.080 --> 00:09:46.080]  是一個自我膨脹的世代
[00:09:48.080 --> 00:09:50.080]  後現代的關鍵字
[00:09:50.080 --> 00:09:52.080]  若字就是自主
[00:09:52.080 --> 00:09:54.080]  autonomy
[00:09:54.080 --> 00:09:56.080]  什麼都是I
[00:09:56.080 --> 00:09:58.080]  所以什麼都是自己
[00:09:58.080 --> 00:10:00.080]  自己最重要
[00:10:00.080 --> 00:10:02.080]  但聖經說
[00:10:02.080 --> 00:10:05.080]  就是神要我們將自己的主權放下
[00:10:05.080 --> 00:10:07.080]  捨己是什麼呢?
[00:10:07.080 --> 00:10:09.080]  一個沒有捨己的人
[00:10:09.080 --> 00:10:10.080]  聖經說
[00:10:10.080 --> 00:10:12.080]  如果你跟從主
[00:10:12.080 --> 00:10:14.080]  那些不跟從主的
[00:10:14.080 --> 00:10:15.080]  他不用的
[00:10:15.080 --> 00:10:17.080]  因為他擺明是跟自己
[00:10:17.080 --> 00:10:19.080]  滿足自己
[00:10:19.080 --> 00:10:21.080]  靠自己
[00:10:21.080 --> 00:10:24.080]  什麼都是以自己為核心
[00:10:24.080 --> 00:10:26.080]  但如果你想跟從主
[00:10:26.080 --> 00:10:28.080]  你又不捨己
[00:10:28.080 --> 00:10:30.080]  那你就會遇到一個很大的困難
[00:10:30.080 --> 00:10:32.080]  所以,頂姐妹
[00:10:32.080 --> 00:10:34.080]  你記住
[00:10:34.080 --> 00:10:36.080]  如果你學不到捨己
[00:10:36.080 --> 00:10:37.080]  馴服
[00:10:37.080 --> 00:10:38.080]  也就是我今天說的
[00:10:38.080 --> 00:10:40.080]  要破碎自我
[00:10:40.080 --> 00:10:42.080]  你不會長大的
[00:10:42.080 --> 00:10:44.080]  你可以看很多聖經
[00:10:44.080 --> 00:10:45.080]  你可以去很多聚會
[00:10:45.080 --> 00:10:46.080]  唱很多詩歌
[00:10:46.080 --> 00:10:48.080]  甚至你參與侍奉
[00:10:48.080 --> 00:10:50.080]  但你發覺你仍然生命
[00:10:50.080 --> 00:10:51.080]  有很多問題
[00:10:51.080 --> 00:10:53.080]  遇到很多煩惱
[00:10:53.080 --> 00:10:54.080]  最大原因是
[00:10:54.080 --> 00:10:57.080]  你還沒有學會馴服的功課
[00:10:57.080 --> 00:10:59.080]  馴服最明顯就是
[00:10:59.080 --> 00:11:01.080]  要放下自己
[00:11:01.080 --> 00:11:02.080]  而最鋒利
[00:11:02.080 --> 00:11:04.080]  最尖銳的一個說法
[00:11:04.080 --> 00:11:06.080]  就是Self-Brokenness
[00:11:06.080 --> 00:11:09.080]  要破碎自己的生命
[00:11:09.080 --> 00:11:11.080]  你聽過有一個例子
[00:11:11.080 --> 00:11:12.080]  就說
[00:11:12.080 --> 00:11:13.080]  有一個人
[00:11:13.080 --> 00:11:14.080]  去打水
[00:11:14.080 --> 00:11:15.080]  用一個桶
[00:11:15.080 --> 00:11:17.080]  桶有幾個破孔
[00:11:17.080 --> 00:11:21.080]  把水從河邊拿回家
[00:11:21.080 --> 00:11:24.080]  水就會流流流
[00:11:24.080 --> 00:11:25.080]  這個桶
[00:11:25.080 --> 00:11:27.080]  就覺得沒什麼用
[00:11:27.080 --> 00:11:29.080]  但一個人破碎了桶
[00:11:29.080 --> 00:11:30.080]  他雖然流
[00:11:30.080 --> 00:11:32.080]  但他走過路邊
[00:11:32.080 --> 00:11:35.080]  灌溉了路的兩旁
[00:11:35.080 --> 00:11:36.080]  後來路的兩旁
[00:11:36.080 --> 00:11:38.080]  種滿了很多鮮花
[00:11:38.080 --> 00:11:39.080]  所以人們說
[00:11:39.080 --> 00:11:41.080]  神要破碎我們的生命
[00:11:41.080 --> 00:11:43.080]  為什麼我們的生命有些破碎
[00:11:43.080 --> 00:11:44.080]  沒有立刻幫我們彌補呢?
[00:11:44.080 --> 00:11:46.080]  原來神有個心意
[00:11:46.080 --> 00:11:47.080]  好像一個破碎的器皿
[00:11:47.080 --> 00:11:49.080]  他要在他的桶裡
[00:11:49.080 --> 00:11:50.080]  把水流出來
[00:11:50.080 --> 00:11:52.080]  灌溉周圍的東西
[00:11:52.080 --> 00:11:54.080]  我們不太明白
[00:11:54.080 --> 00:11:55.080]  另外一個說法就是
[00:11:55.080 --> 00:11:57.080]  我們好像一個破碎的罐子
[00:11:57.080 --> 00:11:59.080]  我們的罐子裡有些洞
[00:11:59.080 --> 00:12:01.080]  為什麼我們的生命
[00:12:01.080 --> 00:12:02.080]  會有些破碎呢?
[00:12:02.080 --> 00:12:04.080]  因為神要透過這些洞
[00:12:04.080 --> 00:12:06.080]  發出一些光輝
[00:12:06.080 --> 00:12:08.080]  有時候我們不明白
[00:12:08.080 --> 00:12:10.080]  神為什麼要破碎我們
[00:12:10.080 --> 00:12:11.080]  為什麼我們的生命
[00:12:11.080 --> 00:12:13.080]  遇到這麼多困難
[00:12:13.080 --> 00:12:15.080]  因為破碎自己
[00:12:15.080 --> 00:12:17.080]  我們才會長大成熟
[00:12:17.080 --> 00:12:19.080]  你知道
[00:12:19.080 --> 00:12:21.080]  用一個例子去表達
[00:12:21.080 --> 00:12:22.080]  你回來教會
[00:12:22.080 --> 00:12:24.080]  你回來教會
[00:12:24.080 --> 00:12:25.080]  你千萬不要想著
[00:12:25.080 --> 00:12:27.080]  用一個搭的士的心態
[00:12:27.080 --> 00:12:29.080]  你知道搭的士的心態是什麼嗎?
[00:12:29.080 --> 00:12:31.080]  你上的士之後
[00:12:31.080 --> 00:12:33.080]  你第一句說什麼?
[00:12:33.080 --> 00:12:35.080]  早晨
[00:12:35.080 --> 00:12:37.080]  有沒有的?
[00:12:37.080 --> 00:12:38.080]  都有吧?
[00:12:38.080 --> 00:12:39.080]  第二句呢?
[00:12:41.080 --> 00:12:43.080]  麻煩新蒲哥
[00:12:43.080 --> 00:12:44.080]  說目的地
[00:12:44.080 --> 00:12:46.080]  誰決定目的地?
[00:12:46.080 --> 00:12:47.080]  你嗎?
[00:12:47.080 --> 00:12:48.080]  是否的士司機?
[00:12:48.080 --> 00:12:49.080]  不是吧?
[00:12:49.080 --> 00:12:50.080]  你很害怕吧?
[00:12:50.080 --> 00:12:52.080]  但是我們回來教會
[00:12:52.080 --> 00:12:54.080]  不要想著搭的士
[00:12:54.080 --> 00:12:56.080]  回來教會不是
[00:12:56.080 --> 00:12:58.080]  你只是滿足自己
[00:12:58.080 --> 00:12:59.080]  我想怎樣
[00:12:59.080 --> 00:13:01.080]  是神想怎樣
[00:13:01.080 --> 00:13:04.080]  回來教會是搭飛機
[00:13:04.080 --> 00:13:05.080]  你會不會搭飛機
[00:13:05.080 --> 00:13:06.080]  一上飛機
[00:13:06.080 --> 00:13:08.080]  車我去廈門
[00:13:08.080 --> 00:13:09.080]  車我去澳門
[00:13:09.080 --> 00:13:11.080]  車我去什麼門呢?
[00:13:11.080 --> 00:13:13.080]  蘇門答臘
[00:13:13.080 --> 00:13:18.080]  搭飛機就是
[00:13:18.080 --> 00:13:20.080]  那個機師說了算
[00:13:20.080 --> 00:13:23.080]  回來教會就是上帝說了算
[00:13:23.080 --> 00:13:25.080]  神的話語是我們的標準
[00:13:25.080 --> 00:13:26.080]  現在我們很多人
[00:13:26.080 --> 00:13:28.080]  習慣了做顧客
[00:13:28.080 --> 00:13:29.080]  我們喜歡
[00:13:29.080 --> 00:13:30.080]  我想怎樣
[00:13:30.080 --> 00:13:31.080]  我想怎樣
[00:13:31.080 --> 00:13:33.080]  神的話語是top down的
[00:13:33.080 --> 00:13:34.080]  所以我們要學習
[00:13:34.080 --> 00:13:35.080]  聽
[00:13:35.080 --> 00:13:36.080]  遵行神
[00:13:36.080 --> 00:13:38.080]  但是
[00:13:38.080 --> 00:13:40.080]  我們是跟從基督
[00:13:40.080 --> 00:13:42.080]  不是跟從基督徒
[00:13:42.080 --> 00:13:43.080]  所以就算牧師
[00:13:43.080 --> 00:13:44.080]  牧者
[00:13:44.080 --> 00:13:46.080]  或者導師說的話
[00:13:46.080 --> 00:13:47.080]  不是最重要的
[00:13:47.080 --> 00:13:50.080]  是你要看聖經說了什麼
[00:13:50.080 --> 00:13:52.080]  當然如果我們說聖經
[00:13:52.080 --> 00:13:53.080]  你也要留心
[00:13:53.080 --> 00:13:54.080]  但是
[00:13:54.080 --> 00:13:55.080]  最重要的是
[00:13:55.080 --> 00:13:56.080]  你回來教會
[00:13:56.080 --> 00:13:58.080]  不要想著搭的士
[00:13:58.080 --> 00:14:00.080]  你是坐飛機
[00:14:00.080 --> 00:14:03.080]  信服就是當你辦好登機手續
[00:14:03.080 --> 00:14:04.080]  去到候機室
[00:14:04.080 --> 00:14:07.080]  你由候機室走出去
[00:14:07.080 --> 00:14:09.080]  你每次上飛機前
[00:14:09.080 --> 00:14:11.080]  不是有一個小隧道嗎
[00:14:11.080 --> 00:14:12.080]  信服
[00:14:12.080 --> 00:14:14.080]  就是由你踏入那個
[00:14:14.080 --> 00:14:16.080]  那個通道開始
[00:14:16.080 --> 00:14:18.080]  那個不知道叫什麼通道
[00:14:18.080 --> 00:14:20.080]  好像有一個學名的
[00:14:20.080 --> 00:14:21.080]  但是我不太懂
[00:14:21.080 --> 00:14:23.080]  總之有一個通道
[00:14:23.080 --> 00:14:24.080]  那經過那個通道
[00:14:24.080 --> 00:14:26.080]  你就上飛機
[00:14:26.080 --> 00:14:29.080]  當你一踏入那個登機
[00:14:29.080 --> 00:14:30.080]  那個新宿
[00:14:30.080 --> 00:14:32.080]  那個隧道
[00:14:32.080 --> 00:14:34.080]  你就開始接納一個信服
[00:14:34.080 --> 00:14:36.080]  因為你上了飛機
[00:14:36.080 --> 00:14:38.080]  你就聽機長
[00:14:38.080 --> 00:14:41.080]  聽那些候機室的話
[00:14:41.080 --> 00:14:42.080]  你就要聽他們的話
[00:14:42.080 --> 00:14:44.080]  你什麼都不用做
[00:14:44.080 --> 00:14:45.080]  你只是吃
[00:14:45.080 --> 00:14:47.080]  睡和上廁所
[00:14:47.080 --> 00:14:48.080]  聊天
[00:14:48.080 --> 00:14:51.080]  信服就是
[00:14:51.080 --> 00:14:53.080]  你完全將自己的主權
[00:14:53.080 --> 00:14:54.080]  交給機長
[00:14:54.080 --> 00:14:56.080]  開飛機那個
[00:14:56.080 --> 00:14:58.080]  但是
[00:14:58.080 --> 00:14:59.080]  信服為什麼這麼重要呢
[00:14:59.080 --> 00:15:02.080]  因為信服才能夠使我們長大成人
[00:15:02.080 --> 00:15:03.080]  在聖經
[00:15:03.080 --> 00:15:05.080]  長大成熟這個字
[00:15:05.080 --> 00:15:06.080]  原文叫做
[00:15:06.080 --> 00:15:07.080]  Teleon
[00:15:07.080 --> 00:15:08.080]  或者Teleos
[00:15:08.080 --> 00:15:10.080]  出現了十七次
[00:15:10.080 --> 00:15:11.080]  今天我會藉著
[00:15:11.080 --> 00:15:13.080]  有七段的聖經
[00:15:13.080 --> 00:15:15.080]  七八段講到
[00:15:15.080 --> 00:15:16.080]  神想我們成熟
[00:15:16.080 --> 00:15:18.080]  但是必經的過程
[00:15:18.080 --> 00:15:20.080]  就是要破碎自己
[00:15:20.080 --> 00:15:22.080]  我們看一看第一個經文
[00:15:22.080 --> 00:15:25.080]  在臨前十三章十一節
[00:15:25.080 --> 00:15:27.080]  我們一起讀十三章十一節
[00:15:27.080 --> 00:15:28.080]  預備起
[00:15:28.080 --> 00:15:30.080]  此的時候
[00:15:35.080 --> 00:15:37.080]  你將大成就
[00:15:37.080 --> 00:15:39.080]  開化下意識處
[00:15:39.080 --> 00:15:43.080]  你留意在教會有些人
[00:15:43.080 --> 00:15:46.080]  好像打網球一樣
[00:15:46.080 --> 00:15:49.080]  他穿最好的運動服
[00:15:49.080 --> 00:15:51.080]  最好的球鞋
[00:15:51.080 --> 00:15:52.080]  最好的裝備
[00:15:52.080 --> 00:15:54.080]  打個球都有姿勢的
[00:15:54.080 --> 00:15:56.080]  但是
[00:15:56.080 --> 00:15:58.080]  一打比賽他就輸了
[00:15:58.080 --> 00:16:01.080]  因為他沒有真正的實力
[00:16:01.080 --> 00:16:02.080]  只有樣貌
[00:16:02.080 --> 00:16:04.080]  我們基督徒有時候的生命就是
[00:16:04.080 --> 00:16:06.080]  當我們沒有長大成熟
[00:16:06.080 --> 00:16:08.080]  最明顯就是
[00:16:08.080 --> 00:16:10.080]  我們沒有結出生命的果子
[00:16:10.080 --> 00:16:13.080]  我們又不懂得為別人著想
[00:16:13.080 --> 00:16:15.080]  我們沒有長大成熟的生命
[00:16:15.080 --> 00:16:19.080]  我們就活不出長大成熟的生命的特點
[00:16:19.080 --> 00:16:21.080]  他說我小時候
[00:16:21.080 --> 00:16:25.080]  話語思想意念都好像小孩子一樣
[00:16:25.080 --> 00:16:27.080]  小孩子多可愛
[00:16:27.080 --> 00:16:29.080]  兩歲三歲那些
[00:16:29.080 --> 00:16:30.080]  好可愛
[00:16:30.080 --> 00:16:32.080]  但是你去到十五歲
[00:16:32.080 --> 00:16:34.080]  就好像小孩子一樣
[00:16:34.080 --> 00:16:36.080]  這樣就很害怕
[00:16:36.080 --> 00:16:38.080]  但是聖經說
[00:16:38.080 --> 00:16:40.080]  長大之後就完全不同了
[00:16:40.080 --> 00:16:41.080]  兄姊妹
[00:16:41.080 --> 00:16:43.080]  我今天都很想藉著
[00:16:43.080 --> 00:16:45.080]  講社稷的功課
[00:16:45.080 --> 00:16:46.080]  來挑戰大家
[00:16:46.080 --> 00:16:48.080]  今年要成長
[00:16:48.080 --> 00:16:50.080]  我不知道你有沒有留意
[00:16:50.080 --> 00:16:52.080]  其實很多人已經停止了成長
[00:16:52.080 --> 00:16:54.080]  就算做了基督徒很久
[00:16:54.080 --> 00:16:56.080]  他已經沒有再成長
[00:16:56.080 --> 00:16:58.080]  還是很多生命的問題
[00:16:58.080 --> 00:17:00.080]  還是和人很多衝突
