
[00:00:00.000 --> 00:00:06.400]  今天要跟大家講一個非常有意思的語言
[00:02:27.280 --> 00:02:30.280]  在這裏馬太福音24章15節
[00:02:30.280 --> 00:02:31.560]  耶穌基督說
[00:02:31.560 --> 00:02:35.160]  你們看見先知但爾利所說的
[00:02:35.160 --> 00:02:41.680]  那行違壞可真的站在聖地你們就知道末世來臨
[00:02:41.680 --> 00:02:47.160]  耶穌基督親自提到但爾利書9章27節的經文
[00:02:47.160 --> 00:02:50.960]  還說是但爾利先知所說的
[00:02:50.960 --> 00:02:54.240]  這個已經回答了我們很多問題
[00:02:54.240 --> 00:02:59.360]  我們不需要花時間去查是誰作但爾利書
[00:02:59.360 --> 00:03:01.640]  耶穌基督親自告訴我們
[00:03:01.640 --> 00:03:05.280]  但爾利就是但爾利書的作者
[00:03:05.280 --> 00:03:07.600]  但有人可能會說
[00:03:07.600 --> 00:03:10.600]  我不信耶穌基督說的話
[00:03:10.600 --> 00:03:12.600]  如果你不信耶穌基督說的話
[00:03:12.600 --> 00:03:21.240]  你的問題是大於不信但爾利是但爾利書的作者
[00:03:21.240 --> 00:03:25.560]  今天我們見到但爾利書第9章
[00:03:25.560 --> 00:03:28.200]  其實如果你看篇幅來說
[00:03:28.200 --> 00:03:31.880]  最重要的不是我們今天要說的語言
[00:03:31.880 --> 00:03:35.400]  我們今天要說的語言只不過是4節的經文
[00:03:35.400 --> 00:03:41.160]  如果你看看篇幅最大在但爾利書第9章
[00:03:41.160 --> 00:03:45.320]  不是那個語言而是但爾利的禱告
[00:03:45.320 --> 00:03:49.120]  但爾利花了18節的經文來禱告
[00:03:49.120 --> 00:03:50.920]  當他禱告完畢之後
[00:03:50.920 --> 00:03:56.280]  神立刻差派天使加伯列來回答但爾利
[00:03:56.280 --> 00:03:59.600]  就立刻說了這個語言給但爾利聽
[00:03:59.600 --> 00:04:05.240]  所以最重要的是但爾利的禱告不是這個語言
[00:04:05.240 --> 00:04:09.400]  當然這個語言已經是非常非常了不得
[00:04:09.400 --> 00:04:13.840]  我將會在兩次之後跟大家說但爾利的禱告
[00:04:13.840 --> 00:04:22.320]  看看有什麼禱告能夠令神立刻差派天使來回答禱告
[00:04:22.320 --> 00:04:26.360]  今天會跟大家說70.7的開始
[00:04:26.360 --> 00:04:27.560]  說不完的
[00:04:27.560 --> 00:04:30.960]  所以我先會說是頭那69.7
[00:04:30.960 --> 00:04:38.480]  接着下一次纔會跟大家說第70.7
[00:04:38.480 --> 00:04:41.600]  我們看看70.7
[00:04:41.600 --> 00:04:45.360]  究竟這個7字的意思是什麼
[00:04:45.360 --> 00:04:47.600]  在但爾利書第9章24節說
[00:04:47.600 --> 00:04:52.720]  爲你本國之民和你聖神已定了70.7
[00:04:52.720 --> 00:04:55.400]  沒有說是7個什麼
[00:04:55.400 --> 00:05:01.800]  猶太人這個7字可以解釋是七日安息日
[00:05:01.800 --> 00:05:07.120]  也可以解釋是七年安息年
[00:05:07.120 --> 00:05:09.080]  很多時候當我們不知道爲什麼的時候
[00:05:09.080 --> 00:05:10.440]  我們就要看經文
[00:05:10.440 --> 00:05:15.200]  經文會告訴我們究竟說的是七日還是七年
[00:05:15.200 --> 00:05:19.400]  原本這個字是shabuwa是單數
[00:05:19.400 --> 00:05:22.160]  shabuam是縱數
[00:05:22.160 --> 00:05:26.080]  只是一個七沒有說是七年還是七日
[00:05:26.080 --> 00:05:29.960]  在里美紀25章3至4節
[00:05:29.960 --> 00:05:32.280]  說六年要耕種田地
[00:05:32.280 --> 00:05:34.920]  也要收理葡萄園
[00:05:34.920 --> 00:05:37.080]  收藏地的出產
[00:05:37.080 --> 00:05:41.600]  第七年地要守聖安息
[00:05:41.600 --> 00:05:44.120]  就是向耶和華守安息
[00:05:44.120 --> 00:05:45.640]  不可耕種田地
[00:05:45.640 --> 00:05:47.560]  也不可收葡萄園
[00:05:47.560 --> 00:05:49.400]  這裏就說得很清楚
[00:05:49.400 --> 00:05:51.760]  這個七是七年
[00:05:51.760 --> 00:05:54.960]  而在里美紀25章8節也說
[00:05:54.960 --> 00:05:57.640]  你要計算七個安息年
[00:05:57.640 --> 00:05:59.400]  就是七七年
[00:05:59.400 --> 00:06:02.200]  這便爲你成了七個安息年
[00:06:02.200 --> 00:06:04.120]  共是四十九年
[00:06:04.120 --> 00:06:05.560]  這裏說得更加清楚
[00:06:05.560 --> 00:06:08.280]  這裏是七個七年
[00:06:08.280 --> 00:06:10.680]  是四十九年
[00:06:10.680 --> 00:06:14.200]  經文來看我們很清楚能夠知道
[00:06:14.200 --> 00:06:18.160]  但以裏書裏所說的是七年還是七日
[00:06:18.160 --> 00:06:21.000]  你看看但以裏的土告你就知道
[00:06:21.000 --> 00:06:23.320]  他滿心想着什麼
[00:06:23.320 --> 00:06:26.960]  以色列人被巴比倫奴了之後
[00:06:26.960 --> 00:06:29.680]  七十年迴歸的事
[00:06:29.680 --> 00:06:33.880]  所以但以裏的腦裏想的是七十年
[00:06:33.880 --> 00:06:36.360]  所以很明顯這個七十個七
[00:06:36.360 --> 00:06:38.720]  也是說年份
[00:06:38.720 --> 00:06:41.240]  在這裏但以裏書九章二節
[00:06:41.240 --> 00:06:44.160]  或就是大理污王在位第一年
[00:06:44.160 --> 00:06:48.200]  我但以裏從書上得知耶和華的話
[00:06:48.200 --> 00:06:50.560]  臨到先知耶利米
[00:06:50.560 --> 00:06:55.880]  論耶路撒冷荒涼的年數七十年爲滿
[00:06:55.880 --> 00:06:57.400]  但以裏和神說
[00:06:57.400 --> 00:06:58.880]  神啊
[00:06:58.880 --> 00:07:02.800]  耶利米先知說七十年滿之後
[00:07:02.800 --> 00:07:05.680]  猶太人就能夠回到自己的家鄉
[00:07:05.680 --> 00:07:07.320]  回到以色列
[00:07:07.320 --> 00:07:08.920]  他算算日子
[00:07:08.920 --> 00:07:12.520]  自己被捕的時候是主前606年
[00:07:12.520 --> 00:07:18.760]  大理污王一年是539年的時候
[00:07:18.760 --> 00:07:22.080]  所以但以裏說
[00:07:22.080 --> 00:07:23.520]  神啊
[00:07:23.520 --> 00:07:30.400]  日子到了求禰准許以色列人回到自己的地方
[00:07:30.400 --> 00:07:32.960]  我們說到耶利米先知的預言
[00:07:32.960 --> 00:07:34.760]  不妨再看看這個預言
[00:07:34.760 --> 00:07:36.320]  也很有意思
[00:07:36.320 --> 00:07:40.240]  耶利米書二十五章十一至十二節
[00:07:40.240 --> 00:07:42.520]  這全地必然荒涼
[00:07:42.520 --> 00:07:44.080]  令人驚嚇
[00:07:44.080 --> 00:07:48.160]  這些國民要侍奉巴比倫王七十年
[00:07:48.160 --> 00:07:49.920]  七十年滿了以後
[00:07:49.920 --> 00:07:53.840]  我必刑罰巴比倫王和那國民
[00:07:53.840 --> 00:07:55.600]  並加納抵人之地
[00:07:55.600 --> 00:07:59.160]  因他們的罪孽使那地永遠荒涼
[00:07:59.160 --> 00:08:01.400]  這是耶和華說的
[00:08:01.400 --> 00:08:03.640]  因爲猶太人的罪
[00:08:03.640 --> 00:08:08.040]  猶太人會被巴比倫擄去七十年
[00:08:08.040 --> 00:08:11.640]  以至那地會荒涼七十年
[00:08:11.640 --> 00:08:14.040]  但是巴比倫呢
[00:08:14.040 --> 00:08:17.320]  巴比倫七十年之後他會亡國
[00:08:17.320 --> 00:08:19.200]  他們的地會怎樣
[00:08:19.200 --> 00:08:21.400]  將會永遠荒涼
[00:08:21.400 --> 00:08:23.960]  這是神的預言
[00:08:23.960 --> 00:08:29.600]  爲何以色列人要被擄七十年
[00:08:29.600 --> 00:08:32.520]  爲何那地要荒涼七十年
[00:08:32.520 --> 00:08:33.920]  歷代之下
[00:08:33.920 --> 00:08:36.320]  三十六章二十至二十一節
[00:08:36.320 --> 00:08:38.320]  有講得很清楚
[00:08:38.320 --> 00:08:39.960]  這就應驗耶和華
[00:08:39.960 --> 00:08:42.960]  席爵耶利米口所說的話
[00:08:42.960 --> 00:08:44.880]  地享受安息
[00:08:44.880 --> 00:08:48.440]  因爲地土荒涼便守安息
[00:08:48.440 --> 00:08:51.120]  寂滿了七十年
[00:08:51.120 --> 00:08:54.640]  以色列人不肯給他的地守安息日
[00:08:54.640 --> 00:08:56.000]  本來神的話語說
[00:08:56.000 --> 00:08:59.680]  每六年之後第七年是要守安息年
[00:08:59.680 --> 00:09:01.440]  地是要安息
[00:09:01.440 --> 00:09:03.560]  以色列人貪心
[00:09:03.560 --> 00:09:06.120]  繼續奸縱
[00:09:06.120 --> 00:09:08.520]  每到第七年他們都不聽話
[00:09:08.520 --> 00:09:10.280]  都繼續奸縱
[00:09:10.280 --> 00:09:14.680]  一共是四百九十年
[00:09:14.680 --> 00:09:17.600]  你試試四百九十年有多少個安息年
[00:09:17.600 --> 00:09:19.200]  除除七你就知道了
[00:09:19.200 --> 00:09:20.720]  是七十個
[00:09:20.720 --> 00:09:22.240]  所以神和他們說
[00:09:22.240 --> 00:09:24.280]  你不肯守安息年
[00:09:24.280 --> 00:09:28.240]  我將你們全部庇佑
[00:09:28.240 --> 00:09:30.000]  地就荒涼了
[00:09:30.000 --> 00:09:31.600]  那地不就守安息了
[00:09:31.600 --> 00:09:32.840]  守回七十年
[00:09:32.840 --> 00:09:35.320]  這是神說的
[00:09:35.320 --> 00:09:37.160]  所以有很多神學家說
[00:09:37.160 --> 00:09:40.200]  屬於神的東西就要給神
[00:09:40.200 --> 00:09:42.880]  如果我們屬於神的東西不給神
[00:09:42.880 --> 00:09:44.520]  神是有祂的辦法
[00:09:44.520 --> 00:09:46.400]  來連本帶利
[00:09:46.400 --> 00:09:52.080]  向我們拿回
[00:09:52.080 --> 00:09:53.400]  很有趣
[00:09:53.400 --> 00:09:55.000]  但以你的祖告
[00:09:55.000 --> 00:09:56.440]  祂和神說
[00:09:56.440 --> 00:09:57.200]  神啊
[00:09:57.200 --> 00:09:59.040]  七十年到了
[00:09:59.040 --> 00:10:01.520]  請你應許你的諾言
[00:10:01.520 --> 00:10:06.040]  准許以色列人回到自己的地方
[00:10:06.040 --> 00:10:11.640]  這個祖告有點像是彼得和耶穌基督說的話
[00:10:11.640 --> 00:10:14.920]  記不記得彼得在《馬太福音》十八章
[00:10:14.920 --> 00:10:16.360]  和耶穌基督說
[00:10:16.360 --> 00:10:18.240]  有人得罪我
[00:10:18.240 --> 00:10:20.440]  我饒恕他七次夠不夠
[00:10:20.440 --> 00:10:22.440]  夠了吧
[00:10:22.440 --> 00:10:24.040]  耶穌基督怎麼說
[00:10:24.040 --> 00:10:25.200]  不是七次
[00:10:25.200 --> 00:10:27.600]  是七十個七
[00:10:27.600 --> 00:10:29.760]  這裏但爾利也這麼說
[00:10:29.760 --> 00:10:31.400]  但爾利說神啊
[00:10:31.400 --> 00:10:33.360]  禰說七十年到了
[00:10:33.360 --> 00:10:36.120]  猶太人應該回到自己的地方
[00:10:36.120 --> 00:10:39.320]  神立刻派加伯列的天使
[00:10:39.320 --> 00:10:40.600]  和他說
[00:10:40.600 --> 00:10:44.480]  七十年猶太人會回到自己的國家
[00:10:44.480 --> 00:10:46.400]  但他們不會有平靜
[00:10:46.400 --> 00:10:48.160]  不會有安寧
[00:10:48.160 --> 00:10:51.720]  一直要到七十個七年
[00:10:51.720 --> 00:10:53.600]  他們纔有平靜
[00:10:53.600 --> 00:10:55.520]  纔有安寧
[00:10:55.520 --> 00:10:57.320]  我們說但爾利書的時候
[00:10:57.320 --> 00:10:58.800]  也說過
[00:10:58.800 --> 00:11:01.080]  外邦人的日期的開始
[00:11:01.080 --> 00:11:03.880]  是由巴比倫這個國家開始
[00:11:03.880 --> 00:11:06.160]  在《路加福音》二十一章
[00:11:06.160 --> 00:11:09.120]  是二十四節外邦人的日期
[00:11:09.120 --> 00:11:12.000]  一直要到耶穌基督回來
[00:11:12.000 --> 00:11:16.520]  才完結了外邦人的日期
[00:11:16.520 --> 00:11:19.600]  巴比倫七十年滅亡之後
[00:11:19.600 --> 00:11:23.800]  不等於猶太人就永享安寧
[00:11:23.800 --> 00:11:27.120]  你還記得我上個星期和大家說的
[00:11:27.120 --> 00:11:29.240]  光是希臘這個國家
[00:11:29.240 --> 00:11:33.160]  光是安提雅古就已經被他們救獸了
[00:11:33.160 --> 00:11:35.880]  還要經過羅馬
[00:11:35.880 --> 00:11:37.840]  羅馬會拆毀他們的聖殿
[00:11:37.840 --> 00:11:39.080]  在主後七十年
[00:11:39.080 --> 00:11:42.800]  以至今時今日仍然沒有他們的聖殿
[00:11:42.800 --> 00:11:44.200]  去到第二次世界大戰
[00:11:44.200 --> 00:11:48.560]  不用說希特拉如何來殘殺以色列人
[00:11:48.560 --> 00:11:51.840]  去到將來末世還有狄基督
[00:11:51.840 --> 00:11:55.160]  以色列人將會經過很多很多的災難
[00:11:55.160 --> 00:11:59.040]  以至去到千年的國度
[00:11:59.040 --> 00:12:00.400]  耶穌基督再次回來
[00:12:00.400 --> 00:12:03.280]  他們纔會有真正的安寧
[00:12:03.280 --> 00:12:07.240]  而由今日經文所講的七十七
[00:12:07.240 --> 00:12:09.920]  就是一路去到千年的國度
[00:12:09.920 --> 00:12:12.760]  耶穌基督再次回來
[00:12:12.760 --> 00:12:14.440]  這裏很有趣
[00:12:14.440 --> 00:12:17.000]  猶太人因爲沒有守到安息年
[00:12:17.000 --> 00:12:19.760]  是四百九十年
[00:12:19.760 --> 00:12:21.080]  神和他們說
[00:12:21.080 --> 00:12:24.440]  你們也要再過七十七
[00:12:24.440 --> 00:12:29.880]  再要過四百九十年
[00:12:29.880 --> 00:12:32.680]  以至能夠真正得到安寧
[00:12:32.680 --> 00:12:34.280]  得到平安
[00:12:34.280 --> 00:12:40.240]  對於七十七的預言
[00:12:40.240 --> 00:12:42.920]  有很多很多的誤解
[00:12:42.920 --> 00:12:45.120]  有很多不同的解釋
[00:12:45.120 --> 00:12:47.240]  原因有三個
[00:12:47.240 --> 00:12:49.360]  爲什麼會有這麼多的誤解
[00:12:49.360 --> 00:12:50.160]  第一
[00:12:50.160 --> 00:12:52.720]  你在看這七十七的時候
[00:12:52.720 --> 00:12:54.600]  你的起點錯了
[00:12:54.600 --> 00:12:57.120]  開始的時候錯誤了
[00:12:57.120 --> 00:12:58.960]  第二個原因
[00:12:58.960 --> 00:13:03.000]  就是結尾的結束點錯誤了
[00:13:03.000 --> 00:13:04.600]  你開始的時間錯了
[00:13:04.600 --> 00:13:06.320]  你結束的時間錯了
[00:13:06.320 --> 00:13:08.320]  你都會解錯經
[00:13:08.320 --> 00:13:10.040]  第三個原因
[00:13:10.040 --> 00:13:13.320]  就是怎樣計算那七十七
[00:13:13.320 --> 00:13:14.680]  如果你計算方法錯了
[00:13:14.680 --> 00:13:17.760]  你又會是計錯數
[00:13:17.760 --> 00:13:22.080]  聖經的解釋只有一個
[00:13:22.080 --> 00:13:25.120]  聖經正確的解釋只有一個
[00:13:25.120 --> 00:13:28.200]  聖經不是好像審美一樣
[00:13:28.200 --> 00:13:29.480]  你有你的看法
[00:13:29.480 --> 00:13:31.240]  我有我的看法
[00:13:31.240 --> 00:13:34.800]  聖經是永遠只有一個解釋
[00:13:34.800 --> 00:13:39.120]  我們說但爾里斯和英文部是同步
[00:13:39.120 --> 00:13:40.880]  我以前也和大家說過
[00:13:40.880 --> 00:13:43.440]  英文部先說是七十七
[00:13:43.440 --> 00:13:47.080]  三個牧師都有不同的見解
[00:13:47.080 --> 00:13:49.360]  那誰是對誰是錯呢
[00:13:49.360 --> 00:13:50.680]  我們一起來看看
[00:13:50.680 --> 00:13:53.880]  怎樣纔是正確的答案
[00:13:53.880 --> 00:13:55.800]  我們先看看
[00:13:55.800 --> 00:14:00.560]  什麼纔是真真正正對的結束點
[00:14:00.560 --> 00:14:03.040]  剛纔的經文其實我們也讀過
[00:14:03.040 --> 00:14:04.760]  神有告訴我們
[00:14:04.760 --> 00:14:07.560]  究竟真正結束這七十七的時候
[00:14:07.560 --> 00:14:09.360]  會發生什麼事
[00:14:09.360 --> 00:14:12.800]  我們一起來看看會發生什麼事
[00:14:12.800 --> 00:14:14.280]  這裏說什麼
[00:14:14.280 --> 00:14:16.600]  「但以你是九章二十四節
[00:14:16.600 --> 00:14:18.680]  你爲本國之民和你的聖神
[00:14:18.680 --> 00:14:20.360]  已定了七十七
[00:14:20.360 --> 00:14:22.280]  要指著罪過
[00:14:22.280 --> 00:14:23.800]  除正罪惡
[00:14:23.800 --> 00:14:25.400]  贖盡罪孽」
[00:14:25.400 --> 00:14:27.440]  一共有六件事會發生
[00:14:27.440 --> 00:14:30.920]  有三件是與罪有關
[00:14:30.920 --> 00:14:32.600]  你看看現在猶太人
[00:14:32.600 --> 00:14:33.960]  你看看以色列
[00:14:33.960 --> 00:14:37.280]  你是不是說他們已經指着罪過
[00:14:37.280 --> 00:14:41.240]  他們現在有沒有已經除盡罪惡
[00:14:41.240 --> 00:14:43.040]  有沒有贖盡罪孽
[00:14:43.040 --> 00:14:47.560]  你可以說耶穌基督已經來臨替他們贖罪
[00:14:47.560 --> 00:14:49.960]  但他們未接受
[00:14:49.960 --> 00:14:53.520]  所以這些事全部都未發生
[00:14:53.520 --> 00:14:59.120]  所以這些事要去到千年國度纔會完成
[00:14:59.120 --> 00:15:01.920]  有很多解經家有很多神學家
[00:15:01.920 --> 00:15:04.880]  說這七十七的結束點
[00:15:04.880 --> 00:15:06.920]  就是猶太人七十年後
[00:15:06.920 --> 00:15:08.520]  被巴比倫被撈
[00:15:08.520 --> 00:15:10.960]  迴歸到以色列就已經完結了
[00:15:10.960 --> 00:15:12.520]  這是一個解釋
[00:15:12.520 --> 00:15:15.800]  也有人解釋說耶穌基督第一次來臨
[00:15:15.800 --> 00:15:16.920]  贖完罪了
[00:15:16.920 --> 00:15:18.440]  贖盡罪孽
[00:15:18.440 --> 00:15:20.760]  就已經完結了
[00:15:20.760 --> 00:15:23.280]  但我們見到還未指着罪過
[00:15:23.280 --> 00:15:25.440]  還未除盡罪惡
[00:15:25.440 --> 00:15:29.320]  也有解經家說是1967年
[00:15:29.320 --> 00:15:30.520]  是六日戰爭
[00:15:30.520 --> 00:15:33.800]  以色列人回到自己的國土
[00:15:33.800 --> 00:15:36.640]  你看看他們現在是否已經沒有罪了
[00:15:36.640 --> 00:15:38.840]  他們的聖殿在哪裏
[00:15:38.840 --> 00:15:40.840]  還未有他們自己的聖殿
[00:15:40.840 --> 00:15:48.120]  第四件事將會發生的是會引進永遠的疑惑
[00:15:48.120 --> 00:15:51.560]  猶太人現在當然是沒有永遠的疑惑
[00:15:51.560 --> 00:15:55.400]  第五個是會封住異象和寓言
[00:15:55.400 --> 00:15:58.440]  什麼叫封住異象和寓言
[00:15:58.440 --> 00:16:02.320]  首先我們要明白爲什麼需要異象和寓言
[00:16:02.320 --> 00:16:05.200]  在《啓示錄》22章10節講得很清楚
[00:16:05.200 --> 00:16:07.760]  說不可封了者書上的寓言
[00:16:07.760 --> 00:16:09.960]  因爲日期近了
[00:16:09.960 --> 00:16:11.480]  末世就爲例
[00:16:11.480 --> 00:16:12.640]  使徒約翰說
[00:16:12.640 --> 00:16:15.200]  你們不要封住這個書裏面的寓言
[00:16:15.200 --> 00:16:17.360]  你要跟人分享
[00:16:17.360 --> 00:16:18.760]  但是到了末世
[00:16:18.760 --> 00:16:19.800]  到了千年國度
[00:16:19.800 --> 00:16:22.440]  到了我們已經與神同在
[00:16:22.440 --> 00:16:24.640]  有沒有再需要這些寓言
[00:16:24.640 --> 00:16:25.520]  這些異象
[00:16:25.520 --> 00:16:27.080]  已經沒有再需要
[00:16:27.080 --> 00:16:30.200]  到那時候是可以封住
[00:16:30.200 --> 00:16:32.600]  而最後一個情形
[00:16:32.600 --> 00:16:37.120]  就是要並告致聖者
[00:16:37.120 --> 00:16:39.240]  這裏翻譯是有些問題
[00:16:39.240 --> 00:16:41.120]  應該是致聖所
[00:16:41.120 --> 00:16:43.040]  這裏是講聖殿
[00:16:43.040 --> 00:16:44.320]  我們剛纔講過
[00:16:44.320 --> 00:16:47.720]  猶太人到今時今日還沒有他自己的聖殿
[00:16:47.720 --> 00:16:50.240]  所以這個是要去到千年的國度
[00:16:50.240 --> 00:16:51.320]  去到千年的國度
[00:16:51.320 --> 00:16:53.360]  猶太人會重啓他的聖殿
[00:16:53.360 --> 00:16:56.080]  再一次獻祭給神
[00:16:56.080 --> 00:16:59.960]  所以我們見到這個正確的答案
[00:16:59.960 --> 00:17:02.680]  這個77完滿的結束
[00:17:02.680 --> 00:17:06.320]  是要去到千年的國度
[00:17:06.320 --> 00:17:09.040]  我們走回頭來看看
[00:17:09.040 --> 00:17:16.560]  這個寓言的開始是什麼時候
[00:17:16.560 --> 00:17:17.480]  我再讀一次
[00:17:17.480 --> 00:17:18.880]  剛纔我們讀過的經文
[00:17:18.880 --> 00:17:21.600]  但爾利書9章25節
[00:17:21.600 --> 00:17:24.120]  說你當知道當明白
[00:17:24.120 --> 00:17:30.760]  從出令重新建造耶路撒冷
[00:17:30.760 --> 00:17:31.680]  記住了
[00:17:31.680 --> 00:17:34.320]  出令重新建造耶路撒冷
[00:17:34.320 --> 00:17:36.680]  直到受高君的時候
[00:17:36.680 --> 00:17:39.560]  必有七個七和七十二個七
[00:17:39.560 --> 00:17:41.240]  正在艱難的時候
[00:17:41.240 --> 00:17:47.480]  耶路撒冷連皆大號都必重新建造
[00:17:47.480 --> 00:17:52.080]  這裏是講到耶路撒冷的重建
[00:17:52.080 --> 00:17:54.760]  我們見到原來在歷史當中
[00:17:54.760 --> 00:17:58.120]  是有四個重建的命令
[00:17:58.120 --> 00:18:01.720]  結果究竟哪個纔是對的
[00:18:01.720 --> 00:18:03.040]  我們一起來看看
[00:18:03.040 --> 00:18:07.240]  第一個命令是波斯古列元王的一年
[00:18:07.240 --> 00:18:11.960]  在這裏主旨是539年
[00:18:11.960 --> 00:18:16.360]  在這裏以色列書一章一至三節講得很清楚
[00:18:16.360 --> 00:18:20.640]  古列王下令重建耶路撒冷的聖殿
[00:18:20.640 --> 00:18:23.320]  所以以色列人回到自己的家鄉
[00:18:23.320 --> 00:18:25.320]  他們先捉了個痰
[00:18:25.320 --> 00:18:27.280]  然後獻梵祭給神
[00:18:27.280 --> 00:18:31.120]  接着第二年纔開始建造聖殿
[00:18:31.120 --> 00:18:34.440]  但他們一路建造 敵人就在攻擊他們
[00:18:34.440 --> 00:18:36.360]  在搞他們
[00:18:36.360 --> 00:18:38.960]  還指着他們罵他們
[00:18:38.960 --> 00:18:44.040]  說他們沒有資格在這裏建造聖殿
[00:18:44.040 --> 00:18:49.280]  這個古列王都沒有叫你建造聖殿
[00:18:49.280 --> 00:18:51.400]  你們居心不良
[00:18:51.400 --> 00:18:53.000]  你們想反叛波斯
[00:18:53.000 --> 00:18:55.040]  於是告到上來波斯王
[00:18:55.040 --> 00:18:59.560]  波斯王就停止了以色列人不讓他們再繼續建造聖殿
[00:18:59.560 --> 00:19:01.960]  這是無辜的
[00:19:01.960 --> 00:19:03.560]  接着第二個命令
[00:19:03.560 --> 00:19:08.320]  所以在這裏以斯拉紀六章八節
[00:19:08.320 --> 00:19:11.360]  這個命令是大利污王的時候
[00:19:11.360 --> 00:19:14.200]  在這裏主旨518年
[00:19:14.200 --> 00:19:18.880]  由喀幹先知和撒加利亞先知來勸大利污王
[00:19:18.880 --> 00:19:23.360]  於是大利污王又一次准許以色列人重建聖殿
[00:19:23.360 --> 00:19:25.160]  這是第二個命令
[00:19:25.160 --> 00:19:33.920]  我們見到這兩個命令都是和建造聖殿有關
[00:19:33.920 --> 00:19:36.680]  第三個命令又是什麼命令
[00:19:36.680 --> 00:19:42.520]  第三個命令是以斯拉紀七章十一至十六節記載
[00:19:42.520 --> 00:19:45.520]  這個王已經去到阿達舍西王
[00:19:45.520 --> 00:19:48.120]  主旨458年
[00:19:48.120 --> 00:19:51.880]  他准許猶太人裝飾
[00:19:51.880 --> 00:19:54.520]  修飾他們的聖殿
[00:19:54.520 --> 00:19:57.040]  我們怎知道這是修飾聖殿呢
[00:19:57.040 --> 00:20:00.320]  以斯拉紀七章二十七節講得很清楚
[00:20:00.320 --> 00:20:06.120]  以斯拉說:耶和華我們列祖的神是應當稱讚的
[00:20:06.120 --> 00:20:10.520]  因爲他是王起這心意
[00:20:10.520 --> 00:20:15.240]  修飾耶路撒冷耶和華的殿
[00:20:15.240 --> 00:20:19.000]  所以我們見到頭三個出令
[00:20:19.000 --> 00:20:23.280]  都是和建造耶路撒冷聖殿有關
[00:20:23.280 --> 00:20:25.000]  我們就要想一想
[00:20:25.000 --> 00:20:32.440]  剛纔我們經文說是建造什麼
[00:20:32.440 --> 00:20:35.000]  你們當知道當明白
[00:20:35.000 --> 00:20:38.240]  從出令重新建造耶路撒冷
[00:20:38.240 --> 00:20:40.160]  直到受高君的時候
[00:20:40.160 --> 00:20:42.680]  必有七個七和六十二個七
[00:20:42.680 --> 00:20:44.240]  正在艱難的時候
[00:20:44.240 --> 00:20:49.840]  耶路撒冷連街大號都必重新建造
[00:20:49.840 --> 00:20:54.320]  街是什麼?是城裏廣闊的地方
[00:20:54.320 --> 00:20:56.280]  是廣場
[00:20:56.280 --> 00:20:58.280]  號是什麼?
[00:20:58.280 --> 00:21:02.760]  號是城牆外面的水溝
[00:21:02.760 --> 00:21:09.600]  有很多英文版本是譯作連街大牆
[00:21:09.600 --> 00:21:11.080]  但是和合本譯得好
[00:21:11.080 --> 00:21:14.520]  連街大號是整個城
[00:21:14.520 --> 00:21:21.080]  由裏面去到外面重新改造之後重新建造
