
[00:00:00.000 --> 00:00:02.700]  好 我們聽神話語之前 我們一起有祈禱
[00:02:19.020 --> 00:02:26.260]  所以在這一章經文裡面把整個故事的主角從撒羅轉移到了大衛的身上
[00:02:26.260 --> 00:02:32.340]  而在這個記載裡面有一個敘事的手法非常值得我們留意
[00:02:32.340 --> 00:02:36.660]  在這個敘事的手法很值得我們一起去留意
[00:02:36.660 --> 00:02:43.100]  就是敘事者對於撒羅的內心世界做出了多次的描述
[00:02:43.100 --> 00:02:48.300]  就是這個敘事者將蘇羅的內心世界有多次的描述
[00:02:48.300 --> 00:02:51.940]  不單告訴我們他的情緒、他的感受
[00:02:51.940 --> 00:02:55.500]  不單告訴我們他的情緒、他的感受
[00:02:55.500 --> 00:02:59.980]  還多次用心裡說這句話來告訴我們
[00:02:59.980 --> 00:03:02.260]  撒羅心裡面在想什麼
[00:03:02.260 --> 00:03:05.260]  還多次提醒我們他的心裡面的說話
[00:03:05.260 --> 00:03:08.220]  去提醒我們蘇羅究竟他在想什麼
[00:03:08.220 --> 00:03:10.820]  11節 撒羅心裡說
[00:03:10.820 --> 00:03:14.260]  我要將大衛赤透釘在牆上
[00:03:14.260 --> 00:03:20.540]  在11節講話 蘇羅說我要將大衛赤透釘在牆上
[00:03:20.540 --> 00:03:23.420]  17節 撒羅心裡面又說
[00:03:23.420 --> 00:03:27.580]  我不好親手害他 要借菲利斯人的手害他
[00:03:27.580 --> 00:03:30.300]  在17節 蘇羅心裡說
[00:03:30.300 --> 00:03:34.620]  我不可以親手害他 我要借菲利斯人的手去殺他
[00:03:34.620 --> 00:03:37.580]  21節 撒羅心裡面又說
[00:03:37.580 --> 00:03:41.620]  我把女兒嫁給大衛是要做他的圈套
[00:03:41.620 --> 00:03:47.740]  他21節又這樣說 他把女兒嫁給大衛是要做他的圈套
[00:03:47.740 --> 00:03:53.220]  這一個寫作手法把蘇羅內心的想法揭露給我們看
[00:03:53.220 --> 00:03:58.460]  這個名述的手法將蘇羅心裡的想法揭露給我們看
[00:03:58.460 --> 00:04:02.140]  也是直接的影響到故事後面的發展的
[00:04:02.140 --> 00:04:05.380]  也是直接的影響到故事後面的發展
[00:04:05.380 --> 00:04:09.700]  所以今天我希望跟大家一起來詳細的看
[00:04:09.700 --> 00:04:12.980]  所以今天我希望跟大家一起來詳細的看
[00:04:12.980 --> 00:04:16.300]  到底撒羅他的內心在想什麼
[00:04:16.300 --> 00:04:19.060]  到底蘇羅的內心在想什麼
[00:04:19.060 --> 00:04:23.180]  他這些情緒變化能夠帶給我們什麼樣的反省
[00:04:23.180 --> 00:04:28.060]  他的情緒的變化究竟可以帶給我們什麼樣的反省
[00:04:28.060 --> 00:04:33.060]  在這個經文裡面有兩個詞彙描述撒羅的感受
[00:04:33.060 --> 00:04:36.900]  在這個經文裡面有兩個詞彙描述撒羅的感受
[00:04:36.900 --> 00:04:39.940]  第一個是第八節裡面的憤怒
[00:04:39.940 --> 00:04:42.340]  第一個是第八節裡面的憤怒
[00:04:42.340 --> 00:04:45.700]  第二個是十二節裡面的懼怕
[00:04:45.700 --> 00:04:48.100]  第二個是十二節裡面的懼怕
[00:04:48.100 --> 00:04:49.700]  讓我們逐一的來看
[00:04:49.700 --> 00:04:51.220]  讓我們逐一個去看
[00:04:51.220 --> 00:04:53.740]  首先我們看一下撒羅的憤怒
[00:04:53.740 --> 00:04:55.700]  首先我們去看一下蘇羅的憤怒
[00:04:55.700 --> 00:04:59.260]  第八節說他撒羅非常憤怒
[00:04:59.260 --> 00:05:01.820]  第八節說蘇羅非常的憤怒
[00:05:01.820 --> 00:05:03.420]  他為什麼會憤怒呢
[00:05:03.420 --> 00:05:04.980]  他為什麼會憤怒呢
[00:05:04.980 --> 00:05:06.780]  原來第六節告訴我們
[00:05:06.780 --> 00:05:08.740]  原來第六節告訴我們
[00:05:08.740 --> 00:05:12.740]  事情發生在當時大衛打死了哥利亞
[00:05:12.740 --> 00:05:15.820]  跟眾人凱旋歸來的時候
[00:05:15.820 --> 00:05:19.180]  事情發生在當時大衛打死了哥利亞
[00:05:19.180 --> 00:05:22.140]  跟眾人凱旋歸來的時候
[00:05:22.140 --> 00:05:26.500]  而以色列的婦女出來唱歌跳舞迎接他們
[00:05:26.500 --> 00:05:29.780]  以色列的婦女出來唱歌跳舞歡迎大衛的歸來
[00:05:29.780 --> 00:05:32.820]  經文兩次提到當時眾人的情緒
[00:05:32.820 --> 00:05:35.180]  第六節說歡歡喜喜
[00:05:35.180 --> 00:05:38.020]  第七節又說歡樂
[00:05:38.020 --> 00:05:39.100]  當時經文就說
[00:05:39.100 --> 00:05:41.140]  第六節說歡歡喜喜
[00:05:41.140 --> 00:05:43.340]  第七節又說他們很歡樂
[00:05:43.340 --> 00:05:45.380]  所以大家都非常開心
[00:05:45.380 --> 00:05:48.340]  所以看到大家都很開心
[00:05:48.340 --> 00:05:51.900]  畢竟打贏了強敵是很值得歡喜快樂的
[00:05:51.900 --> 00:05:52.860]  不是嗎
[00:05:52.860 --> 00:05:55.540]  畢竟打贏了這個這麼強的強敵
[00:05:55.540 --> 00:05:57.620]  是一件很開心值得的事
[00:05:57.620 --> 00:05:59.460]  但是在這樣的情況裡面
[00:05:59.460 --> 00:06:02.420]  撒羅王居然是非常憤怒
[00:06:02.420 --> 00:06:05.140]  但是當時蘇羅竟然是非常的憤怒
[00:06:05.140 --> 00:06:07.060]  這是非常奇怪的事情
[00:06:07.060 --> 00:06:08.780]  這個是很奇怪的事情
[00:06:08.780 --> 00:06:10.260]  他為什麼這樣呢
[00:06:10.260 --> 00:06:11.500]  他為什麼會這樣呢
[00:06:11.500 --> 00:06:15.980]  原因是因為婦女唱的歌裡面有一句歌詞
[00:06:15.980 --> 00:06:18.580]  他聽了覺得不高興
[00:06:18.580 --> 00:06:21.740]  是因為當時婦女唱的歌裡面有一個歌詞
[00:06:21.740 --> 00:06:24.100]  激怒了蘇羅
[00:06:24.100 --> 00:06:25.780]  婦女唱歌說
[00:06:25.780 --> 00:06:28.020]  掃羅殺死千千
[00:06:28.020 --> 00:06:30.620]  巴威殺死萬萬
[00:06:30.620 --> 00:06:31.500]  歌詞就是說
[00:06:31.500 --> 00:06:32.900]  蘇羅殺死千千
[00:06:32.900 --> 00:06:35.020]  而大衛是殺死萬萬
[00:06:35.020 --> 00:06:40.340]  這兩句話很明顯是以斯伯萊斯歌的平行題寫作的
[00:06:40.340 --> 00:06:46.020]  這個很明顯是斯哥的平衡的一個設計
[00:06:46.020 --> 00:06:49.740]  第一句跟第二句是一個低進的對比
[00:06:49.740 --> 00:06:53.900]  第一個跟第二個是一個遞進的對比
[00:06:53.900 --> 00:06:55.660]  掃羅對比巴威
[00:06:55.660 --> 00:06:57.700]  千千對比萬萬
[00:06:57.700 --> 00:06:59.420]  蘇羅對比大衛
[00:06:59.420 --> 00:07:01.100]  千千對比萬萬
[00:07:01.100 --> 00:07:04.540]  這個當然不是按照字面的意思去解釋的
[00:07:04.540 --> 00:07:07.060]  因為當然不是按照字面的去解釋
[00:07:07.060 --> 00:07:09.260]  數一下殺死了幾個敵人
[00:07:09.260 --> 00:07:10.500]  掃羅剛好一千
[00:07:10.500 --> 00:07:11.580]  巴威剛好一萬
[00:07:11.580 --> 00:07:12.620]  當然不是這樣
[00:07:12.620 --> 00:07:15.220]  當然不是按實際的數字去講
[00:07:15.220 --> 00:07:17.060]  說蘇羅殺死一千
[00:07:17.060 --> 00:07:18.740]  大衛殺死一萬
[00:07:18.740 --> 00:07:20.300]  而作為一個詩歌
[00:07:20.300 --> 00:07:23.460]  只不過是一種的寫作手法而已
[00:07:23.460 --> 00:07:26.340]  而一個詩歌只是一個寫作手法而言
[00:07:26.340 --> 00:07:30.020]  也不一定就是很認真的要把兩個人做比較
[00:07:30.020 --> 00:07:33.700]  可能也都不是很認真的去將兩個人做比較
[00:07:33.700 --> 00:07:36.220]  不過就是言者無心
[00:07:36.220 --> 00:07:37.580]  聽者有意
[00:07:37.580 --> 00:07:39.700]  只不過是講的無心
[00:07:39.700 --> 00:07:41.380]  可能聽的有意
[00:07:41.380 --> 00:07:43.900]  掃羅聽了就認真起來了
[00:07:43.900 --> 00:07:46.380]  蘇羅聽起來就很認真了
[00:07:46.380 --> 00:07:49.820]  第八節不但告訴我們他非常憤怒
[00:07:49.820 --> 00:07:52.940]  第八節不但跟我們說蘇羅他很憤怒
[00:07:52.940 --> 00:07:55.220]  還直接指出這個原因
[00:07:55.220 --> 00:07:57.060]  他還直接指出這個原因
[00:07:57.060 --> 00:07:59.340]  因為他不喜歡這話
[00:07:59.340 --> 00:08:01.660]  因為他不喜歡這句話
[00:08:01.660 --> 00:08:04.380]  他甚至說將萬萬歸給大衛
[00:08:04.380 --> 00:08:05.620]  千千歸給我
[00:08:05.620 --> 00:08:08.100]  只剩下王國沒有給他了
[00:08:08.100 --> 00:08:11.220]  他甚至說將萬萬歸給大衛
[00:08:11.220 --> 00:08:12.580]  千千歸給我
[00:08:12.580 --> 00:08:15.380]  只是將王位沒有留給他
[00:08:15.380 --> 00:08:16.540]  很明顯的
[00:08:16.540 --> 00:08:17.900]  因為這句話
[00:08:17.900 --> 00:08:22.940]  蘇羅就把大衛視為對自己的王權的威脅了
[00:08:22.940 --> 00:08:24.860]  很明顯根據一句說話
[00:08:24.860 --> 00:08:28.660]  蘇羅就認定大衛對他王權的威脅
[00:08:28.660 --> 00:08:31.660]  其實如果我們冷靜一點的想一想
[00:08:31.660 --> 00:08:33.820]  其實當我們冷靜地去想一想
[00:08:33.820 --> 00:08:37.140]  婦女唱的只不過是一句歌詞而已
[00:08:37.140 --> 00:08:40.020]  婦女所唱的歌只是一句歌詞而已
[00:08:40.020 --> 00:08:43.220]  完全不會動搖到蘇羅的統治的
[00:08:43.220 --> 00:08:46.820]  完全不會動搖到蘇羅的統治
[00:08:46.820 --> 00:08:50.780]  歌詞也沒有這樣的暗示要把王位給大衛
[00:08:50.780 --> 00:08:54.580]  歌詞也沒有這樣的暗示要把王位交給大衛
[00:08:54.580 --> 00:08:57.700]  只不過是蘇羅自己的聯想而已
[00:08:57.700 --> 00:09:00.380]  只不過是蘇羅自己的聯想
[00:09:00.380 --> 00:09:03.260]  也許我們會覺得他怎麼這麼小氣
[00:09:03.260 --> 00:09:05.860]  為什麼我們會覺得他是不是很小氣呢
[00:09:05.860 --> 00:09:08.460]  但是如果我們自指回想一下
[00:09:08.460 --> 00:09:10.460]  但是當我們去回想一下
[00:09:10.460 --> 00:09:13.540]  我們自指跟別人發生矛盾
[00:09:13.540 --> 00:09:16.660]  當我們跟其他人發生矛盾的時候
[00:09:16.660 --> 00:09:20.540]  也許有很多次都是言語之間的誤會
[00:09:20.540 --> 00:09:23.460]  可能很多時候都是言語之間的誤會
[00:09:23.460 --> 00:09:27.620]  言者無心 聽者有意 其實是蠻現實的
[00:09:27.620 --> 00:09:32.620]  其實講的無心 聽者有意 其實是蠻現實的
[00:09:32.620 --> 00:09:36.180]  我在誤會的時候也常常會遇到這種情況
[00:09:36.180 --> 00:09:39.260]  我在誤會的時候經常都會有這種情況出現
[00:09:39.260 --> 00:09:43.260]  自從我們喜歡用一些通信的媒體
[00:09:43.260 --> 00:09:46.380]  好像WhatsApp來做交會的聯絡之後
[00:09:46.380 --> 00:09:48.580]  當我們很喜歡用一些通訊的媒體
[00:09:48.580 --> 00:09:53.380]  例如WhatsApp這些渠道跟大家聯絡的時候
[00:09:53.380 --> 00:09:56.540]  就經常會發生有一個弟兄姐妹
[00:09:56.540 --> 00:09:58.580]  在群裡面說了一句話
[00:09:58.580 --> 00:10:00.300]  經常會發現有一種情況就是
[00:10:00.300 --> 00:10:03.580]  其中有一個弟兄姐妹在群裡面說了一句話
[00:10:03.580 --> 00:10:07.100]  就有另外一個人看了心裡就不舒服了
[00:10:07.100 --> 00:10:09.780]  另一個人看了心裡就不舒服了
[00:10:09.780 --> 00:10:13.140]  就覺得這個人說話是不是在諷刺我
[00:10:13.140 --> 00:10:15.700]  是不是覺得這個人說話在諷刺我
[00:10:15.700 --> 00:10:17.380]  他就是故意的
[00:10:17.380 --> 00:10:19.700]  他是不是有心的呢
[00:10:19.700 --> 00:10:22.620]  言者無心 聽者有意
[00:10:22.620 --> 00:10:24.540]  講的無心 聽的有意
[00:10:24.540 --> 00:10:27.540]  Solo聽到這句話突然意識到
[00:10:27.540 --> 00:10:30.180]  別人會把自己跟大衛比較
[00:10:30.180 --> 00:10:32.620]  Solo聽到這句話就意識到
[00:10:32.620 --> 00:10:35.540]  其他人將自己跟大衛去做比較
[00:10:35.540 --> 00:10:38.460]  他從此就跟大衛過不去了
[00:10:38.460 --> 00:10:40.940]  他從此之後就以大衛為敵了
[00:10:40.940 --> 00:10:43.100]  弟兄姐說從這日起
[00:10:43.100 --> 00:10:45.220]  Solo就敵視大衛
[00:10:45.220 --> 00:10:46.900]  第九節說從這一天起
[00:10:46.900 --> 00:10:49.260]  Solo就敵視大衛
[00:10:49.260 --> 00:10:50.700]  讓我們接下來看
[00:10:50.700 --> 00:10:54.380]  精文描述Solo的第二個情緒 懼怕
[00:10:54.380 --> 00:10:55.660]  讓我們再來看
[00:10:55.660 --> 00:11:00.180]  精文描述Solo的第二個情緒 懼怕
[00:11:00.180 --> 00:11:01.900]  在十二節很直接說
[00:11:01.900 --> 00:11:03.980]  Solo懼怕大衛
[00:11:03.980 --> 00:11:04.980]  在十二節
[00:11:04.980 --> 00:11:07.620]  精文是說Solo懼怕大衛
[00:11:07.620 --> 00:11:10.820]  那他這次懼怕的情緒又是怎麼來的呢
[00:11:10.820 --> 00:11:13.300]  那他懼怕的情緒在哪裡來的呢
[00:11:13.300 --> 00:11:16.780]  在第十節一開始說次日
[00:11:16.780 --> 00:11:19.420]  在第十節一開始就說第二天
[00:11:19.420 --> 00:11:21.820]  很清楚的告訴我們
[00:11:21.820 --> 00:11:24.940]  Solo的憤怒跟後面發生的事情
[00:11:24.940 --> 00:11:26.700]  是有直接的關係的
[00:11:26.700 --> 00:11:28.580]  精文很明顯就是跟我們說
[00:11:28.580 --> 00:11:33.340]  Solo的懼怕跟之前的是很有聯繫的
[00:11:33.340 --> 00:11:34.860]  而第十節說
[00:11:34.860 --> 00:11:38.260]  當時從神來的蛇靈抓住Solo
[00:11:38.260 --> 00:11:40.900]  他就在家中胡言亂語
[00:11:40.900 --> 00:11:42.380]  在第十節他就說
[00:11:42.380 --> 00:11:44.460]  上帝來的邪靈抓住Solo
[00:11:44.460 --> 00:11:46.820]  他就在家中胡言亂語
[00:11:46.820 --> 00:11:49.260]  這裡精文說從神來的蛇靈
[00:11:49.260 --> 00:11:51.700]  可能讓我們很困惑
[00:11:51.700 --> 00:11:53.460]  我們看到這裡可能很困惑
[00:11:53.460 --> 00:11:55.860]  從上帝而來的蛇靈
[00:11:55.860 --> 00:11:58.060]  神不是完全的美善嗎
[00:11:58.060 --> 00:12:00.580]  怎麼會有邪靈從神那裡來呢
[00:12:00.580 --> 00:12:02.900]  神不是完全的美善嗎
[00:12:02.900 --> 00:12:05.540]  為什麼會有蛇靈而來呢
[00:12:05.540 --> 00:12:10.460]  其實精文想要表達的是以色列人的一種世界觀
[00:12:10.460 --> 00:12:14.380]  其實精文想表達的是一種以色列人的一種世界觀
[00:12:14.380 --> 00:12:18.700]  他們認為整個靈界都是在神的掌管之下的
[00:12:18.700 --> 00:12:22.300]  他們認為整個靈界都是在神的掌管之下的
[00:12:22.300 --> 00:12:24.420]  無論是善的還是惡的
[00:12:24.420 --> 00:12:26.620]  都不能超越神的主權
[00:12:26.620 --> 00:12:30.220]  無論是善和惡都不能超越神的主權
[00:12:30.220 --> 00:12:33.020]  而Solo當時胡言亂語的表現
[00:12:33.020 --> 00:12:36.220]  可能是精神紛亂的一種情況
[00:12:36.220 --> 00:12:39.020]  而當時Solo胡言亂語的一種表現
[00:12:39.020 --> 00:12:42.020]  可能他是一種精神紛亂的一種表現
[00:12:42.020 --> 00:12:44.060]  對當時的以色列人來說
[00:12:44.060 --> 00:12:47.540]  很普遍被視為邪靈的騷擾
[00:12:47.540 --> 00:12:50.660]  當時很普遍的他認為是一種以色列人
[00:12:50.660 --> 00:12:52.860]  他會認為是一種邪靈的騷擾
[00:12:52.860 --> 00:12:54.460]  所以對他們來說
[00:12:54.460 --> 00:12:57.300]  既然所有的靈界都是從神來的
[00:12:57.300 --> 00:13:01.380]  那這個也是從神來的邪靈的作為了
[00:13:01.380 --> 00:13:02.420]  既然他們都認為
[00:13:02.420 --> 00:13:04.900]  所有一切事我都是從神而來
[00:13:04.900 --> 00:13:08.060]  所以他們都認為這個是一個邪靈而來
[00:13:08.060 --> 00:13:09.740]  不過更加重要的是
[00:13:09.740 --> 00:13:14.420]  這裡並不是第一次在薩摩耳機裡面出現這種情況
[00:13:14.420 --> 00:13:18.140]  這個也不是第一次在薩摩耳機裡面出現的情況
[00:13:18.140 --> 00:13:22.020]  其實在第十六章的時候已經有過一次了
[00:13:22.020 --> 00:13:24.660]  其實在十六章的時候也都出現過一次
[00:13:24.660 --> 00:13:27.660]  在十六章十四到二十三節描述
[00:13:27.660 --> 00:13:30.260]  在十六章十四至十三節去描述
[00:13:30.260 --> 00:13:33.740]  當Solo跟大衛初次見面的時候
[00:13:33.740 --> 00:13:36.540]  當Solo和大衛初次見面的時候
[00:13:36.540 --> 00:13:38.860]  就是因為同樣的事情
[00:13:38.860 --> 00:13:41.020]  就是因為同樣的事情
[00:13:41.020 --> 00:13:45.580]  當時大衛做了Solo拿兵器的人
[00:13:45.580 --> 00:13:48.580]  當時大衛做了Solo拿兵器的人
[00:13:48.580 --> 00:13:52.940]  而當大衛彈琴邪靈就離開Solo了
[00:13:52.940 --> 00:13:56.620]  而當時大衛彈琴邪靈就離開Solo了
[00:13:56.620 --> 00:13:59.780]  當時Solo覺得大衛是挺好的
[00:13:59.780 --> 00:14:02.580]  當時Solo就覺得大衛挺好的
[00:14:02.580 --> 00:14:06.180]  而他彈琴也對Solo的精神有幫助
[00:14:06.180 --> 00:14:09.780]  而他為Solo彈琴也對他的精神有幫助
[00:14:09.780 --> 00:14:11.780]  但是來到第十八章
[00:14:11.780 --> 00:14:13.140]  但是來到十八章
[00:14:13.140 --> 00:14:18.420]  這一次當Solo心裡面帶著對大衛的敵意的時候
[00:14:18.420 --> 00:14:22.060]  這一次當Solo心裡面帶著對大衛的敵意的時候
[00:14:22.060 --> 00:14:25.060]  雖然大衛做的是一模一樣的事情
[00:14:25.060 --> 00:14:27.580]  雖然大衛做的事情是一樣的
[00:14:27.580 --> 00:14:31.260]  但是卻引來Solo截然不同的反應
[00:14:31.260 --> 00:14:34.140]  但是卻引來Solo截然不同的反應
[00:14:34.140 --> 00:14:36.340]  十八章十一節告訴我們
[00:14:36.340 --> 00:14:38.380]  十八章十一節告訴我們
[00:14:38.380 --> 00:14:42.860]  Solo把槍扔向了大衛
[00:14:42.860 --> 00:14:45.060]  Solo把槍扔向了大衛
[00:14:45.060 --> 00:14:50.100]  而且他心裡說我要將大衛赤兔釘在牆上
[00:14:50.100 --> 00:14:54.580]  而且他心裡說我要將大衛赤兔釘在牆上
[00:14:54.580 --> 00:14:57.500]  Solo並不是一下不小心
[00:14:57.500 --> 00:15:00.660]  Solo並不是一下不小心 手滑了
[00:15:00.660 --> 00:15:02.140]  Solo並不是一下不小心 手滑了 不是擅手
[00:15:02.140 --> 00:15:05.900]  也不是因為他精神錯亂不知道自己在做什麼
[00:15:05.900 --> 00:15:08.900]  也不是因為他精神錯亂不知道自己在做什麼
[00:15:08.900 --> 00:15:11.140]  他是動了殺機
[00:15:11.140 --> 00:15:13.460]  有意的想要殺死大衛
[00:15:13.460 --> 00:15:14.780]  他是動了殺機
[00:15:14.780 --> 00:15:17.740]  是要有意識的將大衛殺死
[00:15:17.740 --> 00:15:21.780]  Solo本來的憤怒只是心裡面一種感受
[00:15:21.780 --> 00:15:24.940]  本來Solo只是心裡面一種感受
[00:15:24.940 --> 00:15:28.140]  但是這一下產生了實質的行動
[00:15:28.140 --> 00:15:31.700]  但是他憤怒在這一刻就產生了一種行為
[00:15:31.700 --> 00:15:33.020]  而經文告訴我們
[00:15:33.020 --> 00:15:35.780]  大衛閃避了他兩次
[00:15:35.780 --> 00:15:39.460]  經文跟我們說大衛閃避了他兩次
[00:15:39.460 --> 00:15:43.900]  也就是說Solo嘗試來襲擊大衛兩次
[00:15:43.900 --> 00:15:45.580]  但是都沒有成功
[00:15:45.580 --> 00:15:49.060]  也就是說Solo嘗試去殺大衛兩次
[00:15:49.060 --> 00:15:50.540]  但是也沒有成功
[00:15:50.540 --> 00:15:54.900]  但是接下來經文卻告訴我們一件非常奇怪的事情
[00:15:54.900 --> 00:15:58.100]  接下來經文跟我們說一件很奇怪的事情
[00:15:58.100 --> 00:16:01.780]  12節說Solo懼怕大衛
[00:16:01.780 --> 00:16:04.700]  12節說Solo懼怕大衛
[00:16:04.700 --> 00:16:07.500]  你讀到這裡的時候有沒有覺得很奇怪
[00:16:07.500 --> 00:16:10.180]  當你看到這裡的時候你會不會覺得很奇怪
[00:16:10.180 --> 00:16:13.980]  明明Solo是實擊的一方
[00:16:13.980 --> 00:16:17.020]  明明Solo是一個實擊的一方
[00:16:17.020 --> 00:16:21.540]  大衛剛剛逃過一劫
[00:16:21.540 --> 00:16:26.020]  正常來說應該是大衛懼怕Solo才對
[00:16:26.020 --> 00:16:29.380]  正常來說應該大衛他怕了Solo
[00:16:29.380 --> 00:16:33.540]  但是這裡經文卻告訴我們是Solo懼怕大衛
[00:16:33.540 --> 00:16:36.660]  但是這裡竟然跟我們說Solo懼怕大衛
[00:16:36.660 --> 00:16:37.620]  為什麼呢
[00:16:37.620 --> 00:16:38.980]  為什麼呢
[00:16:38.980 --> 00:16:43.380]  原來經文接下來解釋了他心裡的這個想法
[00:16:43.380 --> 00:16:48.420]  原來經文接下來解釋了他的想法
[00:16:48.420 --> 00:16:52.780]  因為耶和華離開至止與大衛同在
[00:16:52.780 --> 00:16:55.820]  因為他知道耶和華神離開了Solo
[00:16:55.820 --> 00:16:57.900]  他跟大衛同在
[00:16:57.900 --> 00:17:02.020]  經文沒有直接告訴我們Solo是怎麼知道這一點的
[00:17:02.020 --> 00:17:05.580]  經文沒有直接告訴我們Solo是怎麼知道這一點的
[00:17:05.580 --> 00:17:07.900]  也許是因為在這麼短的距離
[00:17:07.900 --> 00:17:10.940]  居然兩次都沒有能夠殺死大衛
[00:17:10.940 --> 00:17:12.900]  可能是因為這麼短的距離
[00:17:12.900 --> 00:17:15.340]  他兩次都不可以將大衛殺死
[00:17:15.340 --> 00:17:18.380]  所以他看到神對大衛有保護
[00:17:18.380 --> 00:17:21.020]  可能他看到神對大衛的保護
[00:17:21.020 --> 00:17:22.500]  而因為這樣
[00:17:22.500 --> 00:17:24.100]  可能是因為這樣
[00:17:24.100 --> 00:17:32.100]  就引發了Solo一連串從第十八章一直到二十六章對大衛的罪殺
[00:17:32.100 --> 00:17:33.420]  可能就是因為這樣
[00:17:33.420 --> 00:17:36.020]  經文就一路由十八章到二十六章
[00:17:36.020 --> 00:17:39.860]  一路有講Solo怎麼對大衛的追殺
[00:17:39.860 --> 00:17:44.420]  再一次我們看到Solo因為和大衛的比較
[00:17:44.420 --> 00:17:46.740]  而產生了負面的情緒
[00:17:46.740 --> 00:17:50.780]  再一次我們看到Solo因為他將自己和大衛的比較
[00:17:50.780 --> 00:17:52.700]  而產生的負面情緒
[00:17:52.700 --> 00:17:57.580]  只不過這一次他比較的不是人怎麼看智子和大衛
[00:17:57.580 --> 00:18:01.500]  只是這次他不是去比較人家怎麼看他和大衛
[00:18:01.500 --> 00:18:04.540]  而是神怎麼看他和大衛
[00:18:04.540 --> 00:18:06.980]  而是神怎麼看他和大衛
[00:18:06.980 --> 00:18:11.300]  本來如果耶和華跟大衛同在不是一件壞事
[00:18:11.300 --> 00:18:15.980]  本來他講神和大衛的同在不是一件什麼壞事
[00:18:15.980 --> 00:18:20.180]  Solo智子也曾經這樣來祝福大衛的
[00:18:20.180 --> 00:18:22.820]  Solo曾經也都這樣去祝福大衛
[00:18:22.820 --> 00:18:24.420]  十七章三十七節
[00:18:24.420 --> 00:18:28.380]  Solo對大衛說耶和華必與祢同在
[00:18:28.380 --> 00:18:30.260]  在十七章三十七節
[00:18:30.260 --> 00:18:33.300]  Solo去講話耶和華必與祢同在
[00:18:33.300 --> 00:18:37.140]  在大衛上戰場迎戰哥利亞之前
[00:18:37.140 --> 00:18:41.780]  在大衛去戰場上迎戰哥利亞之前
[00:18:41.780 --> 00:18:45.660]  Solo覺得他可以這樣來祝福大衛沒有問題
[00:18:45.660 --> 00:18:49.380]  Solo覺得這樣去祝福大衛是沒有問題的
