
[00:00:00.000 --> 00:00:03.880]  大家好,歡迎大家收看新一輯的歲月流程
[00:03:22.360 --> 00:03:24.040]  更加講的是新界
[00:03:24.040 --> 00:03:25.040]  還有男孩子
[00:03:25.040 --> 00:03:26.040]  還有男孩子
[00:03:26.040 --> 00:03:32.560]  我大約記得是因為我大姐姐的原因
[00:03:32.560 --> 00:03:37.160]  她早年認識一些
[00:03:37.160 --> 00:03:39.360]  她自己都學過幾年鋼琴
[00:03:39.360 --> 00:03:42.080]  就覺得弟弟如果有機會的時候
[00:03:42.080 --> 00:03:43.280]  都應該要學鋼琴
[00:03:43.280 --> 00:03:46.600]  我還記得很便宜的價錢
[00:03:46.600 --> 00:03:48.920]  就買了一部舊鋼琴回來
[00:03:48.920 --> 00:03:50.560]  就開始了
[00:03:50.560 --> 00:03:56.160]  而當時其實新界沒有什麼人教鋼琴
[00:03:56.160 --> 00:04:01.960]  當時在這個接近藍地的地方
[00:04:01.960 --> 00:04:06.920]  有個地方有兩個鋼琴老師
[00:04:06.920 --> 00:04:08.120]  其實不止鋼琴
[00:04:08.120 --> 00:04:09.240]  因為他們有教小提琴
[00:04:09.240 --> 00:04:10.680]  有教大提琴
[00:04:10.680 --> 00:04:12.680]  兩個老師
[00:04:12.680 --> 00:04:17.640]  他們每個星期六日就進來新界教鋼琴
[00:04:17.640 --> 00:04:19.160]  這樣才有機會學
[00:04:19.160 --> 00:04:23.040]  這個故事可以繼續發展下去
[00:04:23.040 --> 00:04:27.600]  這一對其實是一對雙胞胎
[00:04:27.600 --> 00:04:30.360]  其實他們是兼浸的會友
[00:04:30.360 --> 00:04:32.520]  這麼有趣?
[00:04:32.520 --> 00:04:38.120]  四年前我去多倫多
[00:04:38.120 --> 00:04:40.360]  因為多倫多華人浸水會
[00:04:40.360 --> 00:04:41.400]  他們五十金禧
[00:04:41.400 --> 00:04:43.400]  我和他們一起浸水會
[00:04:43.400 --> 00:04:45.400]  我見過他們兩個
[00:04:45.400 --> 00:04:47.000]  認不認得?
[00:04:47.000 --> 00:04:49.000]  他當然不認得我
[00:04:49.000 --> 00:04:53.960]  我當時學到二、三年級
[00:04:53.960 --> 00:04:56.240]  後來他轉了老師
[00:04:56.240 --> 00:04:58.960]  我跟了他兩、三年左右
[00:04:58.960 --> 00:05:03.400]  但是他們直到今天仍然很活躍在教會裏
[00:05:03.400 --> 00:05:04.600]  就在加拿大?
[00:05:04.600 --> 00:05:05.840]  在加拿大,很活躍
[00:05:05.840 --> 00:05:06.680]  你們為什麼相認?
[00:05:06.680 --> 00:05:08.320]  我很想了解你
[00:05:08.320 --> 00:05:12.080]  後來我來了堅生時
[00:05:12.080 --> 00:05:15.120]  原來他是在這間教會的
[00:05:15.120 --> 00:05:19.080]  原來是這樣
[00:05:19.080 --> 00:05:22.920]  一直有機會追尋那些人
[00:05:22.920 --> 00:05:25.120]  他們現在在多倫多
[00:05:25.120 --> 00:05:26.560]  所以那次去到的時候
[00:05:26.560 --> 00:05:28.520]  我知道他們在多倫多
[00:05:28.520 --> 00:05:33.480]  其實他們是叫做「呂瑪麗姐妹」
[00:05:33.480 --> 00:05:34.400]  還在不在?
[00:05:34.400 --> 00:05:35.720]  在
[00:05:35.720 --> 00:05:37.000]  所以相認
[00:05:37.000 --> 00:05:39.000]  多開心,拍照
[00:05:39.000 --> 00:05:40.640]  說回小時候的事
[00:05:40.640 --> 00:05:42.640]  我估計因為他有很多學生
[00:05:42.640 --> 00:05:43.920]  他不太記得
[00:05:43.920 --> 00:05:45.120]  豆釘那麼小
[00:05:45.120 --> 00:05:47.680]  但是很開心見到老師
[00:05:47.680 --> 00:05:49.720]  對你來說印象最深刻
[00:05:49.720 --> 00:05:52.120]  對我來說印象很深刻
[00:05:52.120 --> 00:05:53.320]  對我來說
[00:05:53.320 --> 00:05:57.640]  原來我和堅浸的關係已經是那麼早
[00:05:57.640 --> 00:05:58.640]  那麼微妙地
[00:05:58.640 --> 00:06:00.640]  已經開始了這個關係
[00:06:00.640 --> 00:06:03.600]  那時候其實你認識了祖媚嗎?
[00:06:03.600 --> 00:06:07.200]  我其實是首抱那麼大
[00:06:07.200 --> 00:06:10.600]  媽媽帶我回元朗浸信會
[00:06:10.600 --> 00:06:14.880]  我是在一個基督教家庭裏長大
[00:06:14.880 --> 00:06:18.440]  你說真正去認識主宰是到中學的時候
[00:06:18.440 --> 00:06:20.160]  真正去決志
[00:06:20.160 --> 00:06:23.640]  譬如我現在手上拿著這本詩集
[00:06:23.640 --> 00:06:28.120]  你之前問我有沒有紀念品
[00:06:28.120 --> 00:06:31.160]  這本就是「眾主新歌」
[00:06:31.160 --> 00:06:32.760]  為甚麼我會帶回來紀念品呢?
[00:06:32.760 --> 00:06:40.200]  這個是1973年我受浸的時候
[00:06:40.200 --> 00:06:41.800]  元朗浸信會送給我
[00:06:41.800 --> 00:06:45.840]  叫做「主內陳康弟兄受浸遺傳」
[00:06:45.840 --> 00:06:48.120]  「願愛主更深」
[00:06:48.120 --> 00:06:50.800]  我忘記了為甚麼是送詩集
[00:06:50.800 --> 00:06:51.960]  不是送聖經
[00:06:51.960 --> 00:06:54.000]  通常是送聖經
[00:06:54.000 --> 00:06:56.000]  但是那個做法是送詩集
[00:06:56.000 --> 00:06:57.520]  所以我保留到今天
[00:06:57.520 --> 00:07:00.000]  開始有一點點懶惰
[00:07:00.000 --> 00:07:02.600]  也反而體會到那個歷史的意味
[00:07:02.600 --> 00:07:03.680]  1973年
[00:07:03.680 --> 00:07:04.320]  很有歷史
[00:07:04.320 --> 00:07:06.200]  那時候你唸中學
[00:07:06.200 --> 00:07:10.080]  那兩位你剛才說的馬大和馬利姐妹
[00:07:10.080 --> 00:07:12.400]  其實他們都是因為教會的某某關係
[00:07:12.400 --> 00:07:13.200]  和教會的原因
[00:07:13.200 --> 00:07:15.160]  而來到你家中教你鋼琴
[00:07:15.160 --> 00:07:16.200]  其實不是來我家
[00:07:16.200 --> 00:07:17.480]  他去了一個地方
[00:07:17.480 --> 00:07:23.280]  那個地方現在叫做石安堂
[00:07:23.280 --> 00:07:25.520]  應該還有在
[00:07:25.520 --> 00:07:29.000]  其實正確的地方是我突然間說不出
[00:07:29.000 --> 00:07:31.440]  在平夏路那裏
[00:07:31.440 --> 00:07:35.880]  那裏原本是一間學校
[00:07:35.880 --> 00:07:40.520]  其實呂馬大和呂馬利是孤兒
[00:07:40.520 --> 00:07:45.680]  由當時那裏有一間學校的校長收養他們
[00:07:45.680 --> 00:07:48.640]  然後栽培他們學音樂
[00:07:48.640 --> 00:07:54.680]  後來他們見到新界區沒有太多人教音樂
[00:07:54.680 --> 00:07:57.440]  我自己覺得是相當有恩典
[00:07:57.440 --> 00:07:59.280]  讓我有機會學鋼琴
[00:07:59.280 --> 00:08:04.320]  但直到真的到中學差不多
[00:08:04.320 --> 00:08:07.440]  想著前面去主修讀什麼書的時候
[00:08:07.440 --> 00:08:12.000]  才很認真地去練琴
[00:08:12.000 --> 00:08:14.520]  去很認真地學音樂
[00:08:14.520 --> 00:08:16.080]  其實那時候你的掙扎是什麼呢?
[00:08:16.080 --> 00:08:18.360]  本來你是想做什麼的?
[00:08:18.360 --> 00:08:22.640]  就是當
[00:08:22.640 --> 00:08:24.840]  其實如果你問我讀書是怎樣
[00:08:24.840 --> 00:08:29.120]  其實我讀書不是一個很厲害的人
[00:08:29.120 --> 00:08:30.720]  到最後已經是
[00:08:30.720 --> 00:08:33.200]  當要面對怎樣去抉擇
[00:08:33.200 --> 00:08:35.560]  我要讀大學
[00:08:35.560 --> 00:08:37.120]  或者有沒有機會讀大學
[00:08:37.120 --> 00:08:37.840]  上次這樣說
[00:08:37.840 --> 00:08:38.880]  有沒有機會讀大學
[00:08:38.880 --> 00:08:42.240]  然後前面的路怎樣走
[00:08:42.240 --> 00:08:45.680]  怎樣繼續讀中六、中七的時候
[00:08:45.680 --> 00:08:46.760]  我們是這樣的
[00:08:46.760 --> 00:08:51.520]  那時候我覺得是上帝的感動
[00:08:51.520 --> 00:08:53.160]  為我開路
[00:08:53.160 --> 00:08:58.040]  重新再很認真地找到老師學琴、學樂理
[00:08:58.040 --> 00:08:59.240]  預備自己
[00:08:59.240 --> 00:09:02.360]  後來進入了浸會學院
[00:09:02.360 --> 00:09:05.280]  美大學來主修音樂
[00:09:05.280 --> 00:09:07.120]  是這樣的
[00:09:07.120 --> 00:09:11.120]  我們很膚淺地只知道琴是幾級
[00:09:11.120 --> 00:09:13.120]  你那時候發奮去操練
[00:09:13.120 --> 00:09:15.880]  操練到幾級才進入浸會?
[00:09:15.880 --> 00:09:20.760]  那時候我還未考八級
[00:09:20.760 --> 00:09:28.680]  我還記得我已經是音樂很遲發力的人
[00:09:28.680 --> 00:09:30.880]  雖然我在中學時期
[00:09:30.880 --> 00:09:33.040]  因為教會不是很多人會彈琴
[00:09:33.040 --> 00:09:37.920]  其實我中學時期一直都是教會的師琴
[00:09:37.920 --> 00:09:40.960]  由曾經做師班指揮
[00:09:40.960 --> 00:09:42.880]  很小的時候已經開始
[00:09:42.880 --> 00:09:46.680]  直到真正進入浸會大學時
[00:09:46.680 --> 00:09:52.680]  才很認真地一天練幾個小時琴
[00:09:52.680 --> 00:09:57.120]  之前一直沒有去處理這些
[00:09:57.120 --> 00:09:58.520]  直到進入浸會
[00:09:58.520 --> 00:10:02.880]  我記得是其他同學很厲害
[00:10:02.880 --> 00:10:06.320]  我是班裏面最差的
[00:10:06.320 --> 00:10:10.720]  但拼命練,很認真地去
[00:10:10.720 --> 00:10:13.680]  如果你問考甚麼級
[00:10:13.680 --> 00:10:19.520]  我記得我在一年裏面考了八級演奏級
[00:10:19.520 --> 00:10:22.160]  我在一年裏面考了八級演奏級
[00:10:22.160 --> 00:10:26.600]  即是突然間,我們想說突然間來了
[00:10:26.600 --> 00:10:28.240]  我相信是的
[00:10:28.240 --> 00:10:34.160]  那時候才真正覺得這是我將來終身的事業
[00:10:34.160 --> 00:10:36.160]  當時是在想事業
[00:10:36.160 --> 00:10:39.120]  亦都可以透過音樂去服侍神
[00:10:39.120 --> 00:10:40.640]  是這樣去想
[00:10:40.640 --> 00:10:44.160]  即是有兩種
[00:10:44.160 --> 00:10:47.320]  例如將來我希望做一個音樂家
[00:10:47.320 --> 00:10:52.240]  香港有很多樂團或商業的音樂家
[00:10:52.240 --> 00:10:53.840]  另一種是在教會
[00:10:53.840 --> 00:10:55.120]  當時陳牧師是否已經想著
[00:10:55.120 --> 00:10:58.560]  將來一定會向聖樂這方面發展
[00:10:58.560 --> 00:11:02.480]  還是還未想呢?
[00:11:02.480 --> 00:11:07.960]  其實當時只是想將來開一個studio
[00:11:07.960 --> 00:11:09.560]  全職教琴
[00:11:09.560 --> 00:11:12.040]  這是我的夢想
[00:11:12.040 --> 00:11:16.280]  確實後來我真的在元朗開了studio
[00:11:16.280 --> 00:11:18.360]  全職教琴
[00:11:18.360 --> 00:11:21.400]  至於在教會服侍
[00:11:21.400 --> 00:11:23.560]  其實沒有停止過
[00:11:23.560 --> 00:11:26.440]  但是否好像我們今天所說
[00:11:26.440 --> 00:11:32.200]  教會裏面全職作為一個負責音樂的教務同工
[00:11:32.200 --> 00:11:33.560]  是沒有想過
[00:11:33.560 --> 00:11:34.400]  不是沒有想過
[00:11:34.400 --> 00:11:36.240]  而是當時都沒有教會
[00:11:36.240 --> 00:11:38.520]  香港的教會沒有這樣的
[00:11:38.520 --> 00:11:39.840]  我一陣說下去
[00:11:39.840 --> 00:11:43.240]  你不相信是怎樣去改變開路給我的
[00:11:43.240 --> 00:11:46.600]  這個時候就問一下關哲
[00:11:46.600 --> 00:11:51.720]  究竟陳牧師後來怎樣開了自己的studio去教琴
[00:11:51.720 --> 00:11:57.280]  又怎樣踏上了音樂的成功方面的視範
[00:11:57.280 --> 00:11:58.280]  下一集再說
[00:11:58.280 --> 00:12:00.720]  在這裏就要問一問陳牧師
[00:12:00.720 --> 00:12:03.880]  ACM有這麼多豐富的詩歌
[00:12:03.880 --> 00:12:06.800]  講一下有什麼歌你喜歡
[00:12:08.200 --> 00:12:10.200]  《動力信望愛》
[00:12:10.200 --> 00:12:14.560]  我馬上要講《動力信望愛》
[00:12:14.560 --> 00:12:20.520]  是因為這首歌對於我有一個很深的意義
[00:12:20.520 --> 00:12:23.320]  其實後來我去了美國讀書
[00:12:23.320 --> 00:12:26.640]  我回來後我在一間中學教書
[00:12:26.640 --> 00:12:31.040]  原先打算是apply教音樂
[00:12:31.040 --> 00:12:34.600]  但後來發覺原來教音樂的課程很少
[00:12:34.600 --> 00:12:37.440]  反而是教宗教教育的課程很多
[00:12:37.440 --> 00:12:42.360]  我還記得我當時負責的課程是2,3,4,6,7
[00:12:42.360 --> 00:12:44.800]  每一個cycle用cycle制
[00:12:44.800 --> 00:12:48.320]  是我要預備五級的re
[00:12:48.320 --> 00:12:51.840]  即是宗教教育的課程
[00:12:51.840 --> 00:12:53.040]  教了很多
[00:12:53.040 --> 00:12:57.360]  不過利用音樂課
[00:12:57.360 --> 00:13:03.920]  其實我都用了很多詩歌來在音樂課裏面教
[00:13:03.920 --> 00:13:05.080]  《動力信望愛》
[00:13:05.080 --> 00:13:07.640]  因為當時較為容易
[00:13:07.640 --> 00:13:10.320]  對於未信的人來講
[00:13:10.320 --> 00:13:14.200]  用ACM的歌較為合適
[00:13:14.200 --> 00:13:18.520]  所以當時《動力信望愛》是其中一首
[00:13:18.520 --> 00:13:22.120]  為什麼這首特別有這麼深刻的印象
[00:13:22.120 --> 00:13:24.840]  就是很多年之後
[00:13:24.840 --> 00:13:28.520]  有一次我去上海國際禮拜堂講道
[00:13:28.520 --> 00:13:33.440]  講完道之後有個姐妹走過來
[00:13:33.440 --> 00:13:37.520]  她說:你認不認得我?
[00:13:37.520 --> 00:13:40.000]  你最怕別人問這些問題
[00:13:40.000 --> 00:13:42.160]  我一看過去
[00:13:42.160 --> 00:13:47.000]  但我竟然可以說出她的名字的兩個字
[00:13:47.000 --> 00:13:49.120]  我說:你是嗎?
[00:13:49.120 --> 00:13:50.400]  她說:你還記得我嗎?
[00:13:50.400 --> 00:13:52.160]  我說:我不記得你的全名
[00:13:52.160 --> 00:13:56.360]  但我記得是你在那間中學
[00:13:56.360 --> 00:13:59.640]  讀form 6那時我教你的
[00:13:59.640 --> 00:14:01.400]  因為那時很特別
[00:14:01.400 --> 00:14:05.360]  在form 6課堂竟然可以有一堂音樂課
[00:14:05.360 --> 00:14:07.360]  她說:你還記得我嗎?
[00:14:07.360 --> 00:14:09.120]  然後她說:兒子,來吧
[00:14:09.120 --> 00:14:11.520]  於是她帶著兒子和丈夫來
[00:14:11.520 --> 00:14:13.120]  「我兒子」這樣介紹
[00:14:13.120 --> 00:14:15.720]  我說:你上來上海做樂器
[00:14:15.720 --> 00:14:16.840]  我想了一段時間
[00:14:16.840 --> 00:14:20.720]  她說:你快點來認識我們以前的陳Sir
[00:14:20.720 --> 00:14:23.320]  媽媽信主都是因為他
[00:14:23.320 --> 00:14:27.200]  你當時教我們唱《動力信望愛》
[00:14:27.200 --> 00:14:29.160]  我多麼感動
[00:14:29.160 --> 00:14:35.520]  原來這麼多年前種下的福音種子
[00:14:35.520 --> 00:14:37.160]  這麼多年後才讓我看到
[00:14:37.160 --> 00:14:38.440]  原來他已經信了主
[00:14:38.440 --> 00:14:39.760]  當時他不相信
[00:14:39.760 --> 00:14:45.600]  當時也沒有任何顯示他會相信
[00:14:45.600 --> 00:14:51.000]  神的奇妙救恩我們真的很難去策度
[00:14:51.000 --> 00:14:53.960]  陳牧師跟我們分享了《動力信望愛》這首歌
[00:14:53.960 --> 00:14:57.120]  聽完這首歌回來再和陳牧師聊天
[00:14:59.160 --> 00:15:20.160]  (音樂)
[00:15:20.160 --> 00:15:26.360]  我站到街中 聽吶嗦聲音
[00:15:26.360 --> 00:15:32.440]  我望見今生 顛沛眾生
[00:15:32.440 --> 00:15:38.600]  我立之乎 這帶片人群
[00:15:38.600 --> 00:15:44.760]  要讓這動力 燃亮愛心
[00:15:44.760 --> 00:15:50.920]  我願意關心 願躍於灰心
[00:15:50.920 --> 00:15:57.000]  要用我雙手 鼓舞信心
[00:15:57.000 --> 00:16:03.120]  我願意毅力 化做我能源
[00:16:03.120 --> 00:16:09.600]  就也許全心 信望愛
[00:16:09.600 --> 00:16:15.480]  光陰匆匆多少機會身邊經過
[00:16:15.480 --> 00:16:21.600]  誰能伸手獻出關懷不再退避
[00:16:21.600 --> 00:16:27.760]  只要你與我同往 不怕難笑與迷惘
[00:16:27.760 --> 00:16:33.440]  願降臂 效法基督一生身近
[00:16:33.440 --> 00:16:57.120]  願信望愛
[00:16:57.120 --> 00:17:03.080]  我願帶歡欣 偏偶是穿梭
[00:17:03.080 --> 00:17:09.040]  我願見光彩 閃閃眼睛
[00:17:09.040 --> 00:17:15.120]  我立之防望 那懼怕疲勞
[00:17:15.120 --> 00:17:21.200]  鍛鍊我內力 承受壓迫
[00:17:21.200 --> 00:17:27.200]  要越過唏噓 要突破孤單
[00:17:27.200 --> 00:17:33.240]  要踏碎傷傷 抵抗困壁
[00:17:33.240 --> 00:17:39.120]  我願意毅力 化做我能源
[00:17:39.120 --> 00:17:45.480]  就也許全心 信望愛
[00:17:45.480 --> 00:17:51.480]  光陰匆匆多少機會身邊經過
[00:17:51.480 --> 00:17:57.360]  誰能伸手獻出關懷不再退避
[00:17:57.360 --> 00:18:03.240]  只要你與我同往 不怕難笑與迷惘
[00:18:03.240 --> 00:18:08.960]  願降臂 效法基督一生身近
[00:18:08.960 --> 00:18:09.960]  願信望愛
[00:18:21.960 --> 00:18:24.960]  由 Amara.org 社群提供的字幕
