
[00:00:00.000 --> 00:00:03.200]  我們在今個季度一路思想一個題目
[00:03:06.000 --> 00:03:08.000]  一個重要的方向
[00:03:08.000 --> 00:03:10.700]  就是放膽侍奉
[00:03:10.700 --> 00:03:14.800]  放開膽量來作主的見證
[00:03:14.800 --> 00:03:17.700]  或者你會留意到剛才所提及的經文
[00:03:17.700 --> 00:03:20.900]  保羅在菲律賓受了很多的苦害
[00:03:20.900 --> 00:03:23.800]  聖經哲行傳第十六章就講述
[00:03:23.800 --> 00:03:26.900]  當他們去到菲律賓的時候
[00:03:26.900 --> 00:03:29.200]  當時他們見到一位侍女
[00:03:29.200 --> 00:03:31.600]  一個主人她的瀑皮
[00:03:31.600 --> 00:03:34.400]  但這個瀑皮被鬼所附
[00:03:34.400 --> 00:03:37.300]  保羅在她身上趕出鬼來
[00:03:37.300 --> 00:03:40.600]  但因此這個主人就非常不高興
[00:03:40.600 --> 00:03:44.200]  因為他靠這個瀑皮所作的法術
[00:03:44.200 --> 00:03:46.800]  來得到很多財富
[00:03:46.800 --> 00:03:48.700]  當鬼被趕出來之後
[00:03:48.700 --> 00:03:52.400]  他就斷了這條財路
[00:03:52.400 --> 00:03:53.600]  因此他很不開心
[00:03:53.600 --> 00:03:55.400]  他誣告保羅
[00:03:55.400 --> 00:03:58.600]  而且把他抓到監牢裡
[00:03:58.600 --> 00:04:00.200]  聖經提及在菲律賓的地方
[00:04:00.200 --> 00:04:03.400]  保羅和西拉面對著很大的傷害
[00:04:03.400 --> 00:04:06.800]  聖經提及他們被打了很多棍
[00:04:06.800 --> 00:04:09.900]  因此他們身上有很多傷口
[00:04:09.900 --> 00:04:12.400]  聖經提及他們面對著苦難
[00:04:12.400 --> 00:04:16.700]  後來他們很奇妙地把他們釋放出來
[00:04:16.700 --> 00:04:19.600]  接著他們就來到鐵索羅尼加
[00:04:19.600 --> 00:04:20.700]  一般來說
[00:04:20.700 --> 00:04:24.300]  剛剛經歷過很多苦楚
[00:04:24.300 --> 00:04:25.500]  照常理
[00:04:25.500 --> 00:04:27.100]  照一般人的情況
[00:04:27.100 --> 00:04:32.000]  就會想避開這些再可能發生的事
[00:04:32.000 --> 00:04:33.400]  這些所謂陰影
[00:04:33.400 --> 00:04:35.700]  會影響他們不是再願意
[00:04:35.700 --> 00:04:38.000]  再面對這些事情
[00:04:38.000 --> 00:04:39.600]  我們廣東話所說
[00:04:39.600 --> 00:04:41.100]  見過鬼了
[00:04:41.100 --> 00:04:43.200]  現在怕黑
[00:04:43.200 --> 00:04:44.700]  但是奇怪的地方
[00:04:44.700 --> 00:04:46.300]  就是你發覺當保羅說
[00:04:46.300 --> 00:04:48.000]  我們雖然受了苦
[00:04:48.000 --> 00:04:49.700]  又被凌辱
[00:04:49.700 --> 00:04:52.900]  可是靠著我們的神
[00:04:52.900 --> 00:04:55.200]  在強烈的反對之下
[00:04:55.200 --> 00:04:57.000]  仍然放膽
[00:04:57.000 --> 00:05:01.000]  向你們傳述神的福音
[00:05:01.000 --> 00:05:01.700]  保羅說
[00:05:01.700 --> 00:05:03.300]  我們仍然不放棄
[00:05:03.300 --> 00:05:04.600]  仍然靠著神
[00:05:04.600 --> 00:05:05.900]  不去退縮
[00:05:05.900 --> 00:05:08.600]  在強烈的反對之下
[00:05:08.600 --> 00:05:11.000]  這句說話在和合本旁邊的地方
[00:05:11.000 --> 00:05:12.600]  你會見到是在說
[00:05:12.600 --> 00:05:15.700]  在大爭戰的當中
[00:05:15.700 --> 00:05:18.000]  大爭戰或者是強烈反對
[00:05:18.000 --> 00:05:19.900]  裡面的這個字
[00:05:19.900 --> 00:05:21.300]  在原來的文字
[00:05:21.300 --> 00:05:24.800]  是在表示一種極度的苦痛
[00:05:24.800 --> 00:05:25.900]  後來這個字
[00:05:25.900 --> 00:05:28.900]  演化成為了英文的Agony
[00:05:28.900 --> 00:05:31.500]  在一個很苦痛的狀況之下
[00:05:31.500 --> 00:05:35.100]  但是他們仍然放開膽量
[00:05:35.100 --> 00:05:36.500]  這裡所說的放開
[00:05:36.500 --> 00:05:39.600]  不是暗中的說述神的福音
[00:05:39.600 --> 00:05:43.600]  而是公開地表明出來
[00:05:43.600 --> 00:05:46.300]  我記得我曾經分享過一位姊妹
[00:05:46.300 --> 00:05:48.300]  給我自己很大的激勵
[00:05:48.300 --> 00:05:49.800]  這位姊妹很多年之前
[00:05:49.800 --> 00:05:52.400]  在中國的文化大革命的時候
[00:05:52.400 --> 00:05:55.100]  當時她是一個少年人
[00:05:55.100 --> 00:05:56.500]  她爸爸是傳道人
[00:05:56.500 --> 00:05:58.300]  被抓去坐牢
[00:05:58.300 --> 00:06:01.600]  媽媽在很多的艱難當中病死了
[00:06:01.600 --> 00:06:03.300]  一個少年十幾歲
[00:06:03.300 --> 00:06:06.100]  一個人自己單獨居住
[00:06:06.100 --> 00:06:09.700]  而且住在一個很破爛的房屋裡面
[00:06:09.700 --> 00:06:13.700]  在一個冰天雪地的地方
[00:06:13.700 --> 00:06:15.100]  有一個晚上
[00:06:15.100 --> 00:06:17.600]  她心裡面很難過
[00:06:17.600 --> 00:06:21.700]  她不能夠接受自己家庭受那麼多的苦楚
[00:06:21.700 --> 00:06:22.600]  她埋怨上帝
[00:06:22.600 --> 00:06:24.400]  如果祢是真實存在
[00:06:24.400 --> 00:06:27.500]  為什麼容許我們發生這樣的事情
[00:06:27.500 --> 00:06:30.300]  然後她就向神求死
[00:06:30.300 --> 00:06:32.300]  因為當時在冰天雪地
[00:06:32.300 --> 00:06:34.400]  她的窗門是破爛的
[00:06:34.400 --> 00:06:35.900]  寒風吹進來
[00:06:35.900 --> 00:06:38.300]  她差不多會凍死
[00:06:38.300 --> 00:06:39.700]  在那個時候她說
[00:06:39.700 --> 00:06:43.300]  就讓寒風將我吹死
[00:06:43.300 --> 00:06:46.500]  當她這樣向神埋怨的時候
[00:06:46.500 --> 00:06:49.700]  突然間她感覺
[00:06:49.700 --> 00:06:55.000]  好像一卷溫暖的流
[00:06:55.000 --> 00:06:57.600]  將整個人包裹著
[00:06:57.600 --> 00:07:01.200]  感覺極大的溫暖將她包圍著
[00:07:01.200 --> 00:07:04.400]  雖然仍然看到窗口打開
[00:07:04.400 --> 00:07:05.600]  寒風吹進來
[00:07:05.600 --> 00:07:08.600]  但是完全不感覺寒冷
[00:07:08.600 --> 00:07:10.900]  在那個時候有一種很清楚的感覺
[00:07:10.900 --> 00:07:12.100]  告訴她知道
[00:07:12.100 --> 00:07:14.800]  神仍然看顧她
[00:07:14.800 --> 00:07:16.500]  因此這個少年人
[00:07:16.500 --> 00:07:19.800]  很深刻知道神要保存她的生命
[00:07:19.800 --> 00:07:21.400]  在其後很特別的事情
[00:07:21.400 --> 00:07:23.700]  就是她後來有機會讀大學
[00:07:23.700 --> 00:07:27.000]  在當時來說是很難有的一個機會
[00:07:27.000 --> 00:07:28.900]  神給她有特別的智慧
[00:07:28.900 --> 00:07:30.900]  學校的成績非常好
[00:07:30.900 --> 00:07:33.600]  品行也很好
[00:07:33.600 --> 00:07:35.600]  因此學校很欣賞她
[00:07:35.600 --> 00:07:39.200]  邀請她加入當時的共青團
[00:07:39.200 --> 00:07:40.800]  但是她清楚拒絕
[00:07:40.800 --> 00:07:44.600]  因為她不接受無神論
[00:07:44.600 --> 00:07:47.400]  後來學校對她很大的壓迫
[00:07:47.400 --> 00:07:49.400]  甚至要求她在同學面前
[00:07:49.400 --> 00:07:52.700]  公開地認錯
[00:07:52.700 --> 00:07:54.800]  在一班同學面前
[00:07:54.800 --> 00:07:58.400]  她沒有否認她的信仰
[00:07:58.400 --> 00:08:01.000]  反而她放開膽量
[00:08:01.000 --> 00:08:03.200]  她就清楚地表示
[00:08:03.200 --> 00:08:05.000]  耶穌基督是真神
[00:08:05.000 --> 00:08:07.200]  而她因為信靠這位耶穌
[00:08:07.200 --> 00:08:10.000]  生命得到真正的平安
[00:08:10.000 --> 00:08:11.800]  當然當她說完之後
[00:08:11.800 --> 00:08:14.600]  她想面對的打擊就更大
[00:08:14.600 --> 00:08:16.600]  學校決定不讓她畢業
[00:08:16.600 --> 00:08:18.400]  雖然不讓她繼續讀書
[00:08:18.400 --> 00:08:21.000]  但是已經有很多很多的苦楚
[00:08:21.000 --> 00:08:22.800]  加在她身上
[00:08:22.800 --> 00:08:25.100]  但是當她這樣經歷的時候
[00:08:25.100 --> 00:08:26.400]  很奇怪就是很多同學
[00:08:26.400 --> 00:08:27.700]  因為聽到她
[00:08:27.700 --> 00:08:29.900]  這個他們很欣賞的同學
[00:08:29.900 --> 00:08:31.700]  原來是信耶穌的
[00:08:31.700 --> 00:08:34.300]  因此很多人都私下問及她
[00:08:34.300 --> 00:08:36.900]  究竟怎樣信耶穌
[00:08:36.900 --> 00:08:41.000]  為什麼信耶穌給你這麼大的平安
[00:08:41.000 --> 00:08:44.400]  然後她帶了很多同學順著
[00:08:44.400 --> 00:08:45.400]  她不能夠畢業
[00:08:45.400 --> 00:08:48.000]  但是她後來被派到一個農村
[00:08:48.000 --> 00:08:50.100]  做一些教師的工作
[00:08:50.100 --> 00:08:52.900]  但是當中有很多空閒的時間
[00:08:52.900 --> 00:08:54.900]  因此她就去到很多附近的地方
[00:08:54.900 --> 00:08:57.100]  去探訪很多舊同學
[00:08:57.100 --> 00:08:59.600]  帶領他們繼續堅定信仰
[00:08:59.600 --> 00:09:01.900]  幫助他們查聖經
[00:09:01.900 --> 00:09:04.000]  陳勇這位的青年
[00:09:04.000 --> 00:09:06.600]  帶領了很多很多人順著
[00:09:06.600 --> 00:09:09.400]  也都堅固了很多的生命
[00:09:09.400 --> 00:09:12.200]  是因為他知道神愛他
[00:09:12.200 --> 00:09:14.200]  也都他靠著神
[00:09:14.200 --> 00:09:18.600]  放膽講述他自己生命的見證
[00:09:18.600 --> 00:09:19.400]  各位電影姊妹
[00:09:19.400 --> 00:09:21.200]  今天我們很多時候
[00:09:21.200 --> 00:09:23.900]  都暗暗地做教徒
[00:09:23.900 --> 00:09:26.500]  但因為我們暗暗地做教徒
[00:09:26.500 --> 00:09:28.700]  而很多人因此沒有機會
[00:09:28.700 --> 00:09:33.400]  從我們口中來聽見耶穌
[00:09:33.400 --> 00:09:35.300]  不能夠從我們生命當中
[00:09:35.300 --> 00:09:38.700]  去見到耶穌
[00:09:38.700 --> 00:09:39.600]  可能你會記得
[00:09:39.600 --> 00:09:43.200]  當保羅去到哥林多地方的時候
[00:09:43.200 --> 00:09:44.200]  有很多人順著
[00:09:44.200 --> 00:09:45.700]  但是逼迫都很大
[00:09:45.700 --> 00:09:47.000]  有一個晚上
[00:09:47.000 --> 00:09:49.800]  保羅見到一個異象
[00:09:49.800 --> 00:09:51.500]  神跟他說
[00:09:51.500 --> 00:09:53.300]  告訴他知道
[00:09:53.300 --> 00:09:56.000]  告訴他不要怕
[00:09:56.000 --> 00:10:01.300]  只管講不要閉口
[00:10:01.300 --> 00:10:02.200]  不要閉口
[00:10:02.200 --> 00:10:03.600]  因為有我與你同在
[00:10:03.600 --> 00:10:06.900]  沒有人會敢下手害你
[00:10:06.900 --> 00:10:09.000]  因為在這個城市裏面
[00:10:09.000 --> 00:10:12.300]  有許多我的百姓
[00:10:12.300 --> 00:10:14.000]  當保羅聽他這樣講的時候
[00:10:14.000 --> 00:10:15.600]  一個很清楚的原因
[00:10:15.600 --> 00:10:17.000]  不需要怕
[00:10:17.000 --> 00:10:18.500]  是為甚麼
[00:10:18.500 --> 00:10:20.300]  是因為主告訴他
[00:10:20.300 --> 00:10:24.300]  因為我與你同在
[00:10:24.300 --> 00:10:25.600]  主讓他知道
[00:10:25.600 --> 00:10:28.400]  在你身邊有許多的人
[00:10:28.400 --> 00:10:30.000]  是我的百姓
[00:10:30.000 --> 00:10:31.200]  是我要帶領他們
[00:10:31.200 --> 00:10:33.600]  進入我的國度
[00:10:33.600 --> 00:10:34.900]  因此你不要怕
[00:10:34.900 --> 00:10:36.100]  你只管講
[00:10:36.100 --> 00:10:39.200]  不要閉口
[00:10:39.200 --> 00:10:40.200]  我都曾經公開
[00:10:40.200 --> 00:10:41.400]  與弟兄姊妹都講及
[00:10:41.400 --> 00:10:43.800]  我自己在年輕的時候
[00:10:43.800 --> 00:10:45.700]  在少年的時期
[00:10:45.700 --> 00:10:48.800]  是一個很內向的人
[00:10:48.800 --> 00:10:51.600]  我不是很敢講說話
[00:10:51.600 --> 00:10:54.300]  人家叫我問我一些事情
[00:10:54.300 --> 00:10:56.100]  我會很小聲
[00:10:56.100 --> 00:10:57.700]  講得很快
[00:10:57.700 --> 00:11:00.800]  希望他聽不到
[00:11:00.800 --> 00:11:01.900]  很快講完了
[00:11:01.900 --> 00:11:04.000]  人家問你講甚麼
[00:11:04.000 --> 00:11:07.000]  但我已經不想講
[00:11:07.000 --> 00:11:08.400]  沒有信心講說話
[00:11:08.400 --> 00:11:10.200]  亦都不會相信
[00:11:10.200 --> 00:11:14.000]  人家肯聽我所講
[00:11:14.000 --> 00:11:16.000]  是一個很內向
[00:11:16.000 --> 00:11:19.200]  甚至是自卑的一種性情
[00:11:19.200 --> 00:11:20.400]  但我感謝上帝
[00:11:20.400 --> 00:11:21.900]  當我認識主之後
[00:11:21.900 --> 00:11:24.900]  神將我生命一步步改變
[00:11:24.900 --> 00:11:26.100]  當然今天
[00:11:26.100 --> 00:11:27.100]  我有很多機會
[00:11:27.100 --> 00:11:29.100]  在不同地方講道
[00:11:29.100 --> 00:11:30.500]  但有些時候都發覺
[00:11:30.500 --> 00:11:33.700]  突然內心出現一些恐懼
[00:11:33.700 --> 00:11:36.300]  面對一些挑戰的時候
[00:11:36.300 --> 00:11:38.900]  都會有一些怕
[00:11:38.900 --> 00:11:41.200]  每當我感覺自己害怕的時候
[00:11:41.200 --> 00:11:43.500]  我會跟自己講一句說話
[00:11:43.500 --> 00:11:45.100]  勉勵自己
[00:11:45.100 --> 00:11:45.800]  很簡單
[00:11:45.800 --> 00:11:46.800]  我就講
[00:11:46.800 --> 00:11:50.300]  我信聖靈
[00:11:50.300 --> 00:11:54.400]  記不記得這句說話從哪裏來
[00:11:54.400 --> 00:11:55.700]  使徒信經
[00:11:55.700 --> 00:11:56.900]  每個月第一個星期
[00:11:56.900 --> 00:11:58.800]  我們會背使徒信經
[00:11:58.800 --> 00:11:59.800]  我信聖靈
[00:11:59.800 --> 00:12:02.100]  我信聖兒公之教會
[00:12:02.100 --> 00:12:03.900]  大家記得
[00:12:03.900 --> 00:12:06.300]  我知道不是自己的性情
[00:12:06.300 --> 00:12:09.700]  而是神的聖靈會幫助我
[00:12:09.700 --> 00:12:11.900]  能夠放開膽量
[00:12:11.900 --> 00:12:13.900]  來跟從主
[00:12:13.900 --> 00:12:16.800]  放開膽量來見證主
[00:12:16.800 --> 00:12:18.500]  我信聖靈的恩惠
[00:12:18.500 --> 00:12:20.300]  亦都在保羅的生命當中
[00:12:20.300 --> 00:12:23.600]  很清楚地表達出來
[00:12:23.600 --> 00:12:25.000]  你知道當聖經
[00:12:25.000 --> 00:12:27.500]  當保羅後來勸告提摩泰的時候
[00:12:27.500 --> 00:12:29.600]  很清楚地告訴他
[00:12:29.600 --> 00:12:31.100]  神賜給我們的
[00:12:31.100 --> 00:12:33.400]  不是膽怯的心
[00:12:33.400 --> 00:12:34.900]  而是剛強
[00:12:34.900 --> 00:12:36.100]  仁愛
[00:12:36.100 --> 00:12:38.700]  謹守的心
[00:12:38.700 --> 00:12:41.400]  神沒有賜給你一個膽怯的心
[00:12:41.400 --> 00:12:42.300]  屬神的人
[00:12:42.300 --> 00:12:43.500]  神賜給我們
[00:12:43.500 --> 00:12:47.200]  已經有一顆剛強的心
[00:12:47.200 --> 00:12:51.800]  在當中我們放膽將它運用出來
[00:12:51.800 --> 00:12:55.200]  是能夠成為主的見證
[00:12:55.200 --> 00:12:59.400]  能夠可以面對一切的挑戰
[00:12:59.400 --> 00:13:01.000]  當然在今天的社會
[00:13:01.000 --> 00:13:02.300]  你發覺有很多時候
[00:13:02.300 --> 00:13:05.500]  有很多人對你很多不同的評價
[00:13:05.500 --> 00:13:06.900]  甚至批評
[00:13:06.900 --> 00:13:10.800]  有人說香港是一個批評性的社會
[00:13:10.800 --> 00:13:13.100]  有些老師現在開始都很擔心
[00:13:13.100 --> 00:13:16.100]  因為學校裏面很多的評核制度
[00:13:16.100 --> 00:13:18.700]  是透過學生對老師的評價
[00:13:18.700 --> 00:13:21.000]  那張文卷
[00:13:21.000 --> 00:13:23.300]  來作出判斷
[00:13:23.300 --> 00:13:24.700]  因此有些老師有點害怕
[00:13:24.700 --> 00:13:26.500]  說完書之後
[00:13:26.500 --> 00:13:27.200]  臨走
[00:13:27.200 --> 00:13:31.000]  「怎樣?今天聽得過嗎?」
[00:13:31.000 --> 00:13:34.700]  很怕學生對他們有些不太好的評價
[00:13:34.700 --> 00:13:36.000]  因為有些時候
[00:13:36.000 --> 00:13:39.400]  就會很想能夠可以令學生
[00:13:39.400 --> 00:13:42.200]  能夠可以開心一點
[00:13:42.200 --> 00:13:43.300]  但在期間
[00:13:43.300 --> 00:13:47.200]  上帝給我們的一種生命的一種特質
[00:13:47.200 --> 00:13:49.900]  就是神將光強賜給我們
[00:13:49.900 --> 00:13:52.400]  在當中我們學習去放膽
[00:13:52.400 --> 00:13:54.700]  去講當講說話
[00:13:54.700 --> 00:13:59.500]  亦都放膽去講述神自己的福音
[00:13:59.500 --> 00:14:00.800]  你要知道
[00:14:00.800 --> 00:14:02.700]  我要知道
[00:14:02.700 --> 00:14:04.800]  如果我們閉口不言
[00:14:04.800 --> 00:14:07.100]  很多人本來可以從我們口中
[00:14:07.100 --> 00:14:08.800]  聽聞福音的
[00:14:08.800 --> 00:14:11.000]  會失去機會
[00:14:11.000 --> 00:14:15.900]  會不能夠聽到神自己的寶貴的福音
[00:14:15.900 --> 00:14:17.100]  當然不單止傳福音
[00:14:17.100 --> 00:14:19.300]  當你要侍奉上帝的時候
[00:14:19.300 --> 00:14:20.600]  有些時候會發覺
[00:14:20.600 --> 00:14:21.900]  服侍別人
[00:14:21.900 --> 00:14:23.700]  在團契參與一些職員會
[00:14:23.700 --> 00:14:25.400]  或者小組的服侍
[00:14:25.400 --> 00:14:28.700]  不一定是受別人欣賞
[00:14:28.700 --> 00:14:30.500]  有一位弟兄說
[00:14:30.500 --> 00:14:33.300]  他說「我受夠了」
[00:14:33.300 --> 00:14:35.400]  「不要再叫我了」
[00:14:35.400 --> 00:14:38.200]  有時因為侍奉會遇到一些傷害
[00:14:38.200 --> 00:14:40.200]  遇到一些挫折
[00:14:40.200 --> 00:14:41.800]  但在過程中
[00:14:41.800 --> 00:14:43.400]  心裡知道
[00:14:43.400 --> 00:14:46.800]  放開膽量侍奉上帝
[00:14:46.800 --> 00:14:49.400]  神定義讓你
[00:14:49.400 --> 00:14:52.600]  在侍奉當中建立別人
[00:14:52.600 --> 00:14:56.300]  如果你因為害怕而退縮的時候
[00:14:56.300 --> 00:14:58.000]  這些人得不到
[00:14:58.000 --> 00:15:01.200]  神要透過你給他的幫助
[00:15:01.200 --> 00:15:03.400]  他們就受到虧損
[00:15:03.400 --> 00:15:04.900]  沒錯 神能用其他方法
[00:15:04.900 --> 00:15:06.100]  作他的工作
[00:15:06.100 --> 00:15:08.300]  但神的心仍是讓我們
[00:15:08.300 --> 00:15:10.700]  能夠侍奉祂
[00:15:10.700 --> 00:15:13.400]  所以你記得剛才我們讀到第一章的時候說
[00:15:13.400 --> 00:15:17.000]  侍奉那位又真又活的神
[00:15:17.000 --> 00:15:19.500]  是神要賜給我們的恩
[00:15:19.500 --> 00:15:22.100]  在放膽服侍的過程當中
[00:15:22.100 --> 00:15:23.100]  叫別人
[00:15:23.100 --> 00:15:26.800]  叫我們一同可以無恩
[00:15:26.800 --> 00:15:27.600]  我們再看
[00:15:27.600 --> 00:15:28.700]  在《下體經文》提到
[00:15:28.700 --> 00:15:31.700]  不單止提醒我們放膽的侍奉
[00:15:31.700 --> 00:15:33.200]  第三節提到
[00:15:33.200 --> 00:15:34.400]  我們在侍奉當中
[00:15:34.400 --> 00:15:35.500]  全方位的時候
[00:15:35.500 --> 00:15:38.100]  要帶著純正的動機
[00:15:38.100 --> 00:15:40.400]  保羅說
[00:15:40.400 --> 00:15:43.000]  我們的呼籲不是錯謀的
[00:15:43.000 --> 00:15:44.200]  不是污穢的
[00:15:44.200 --> 00:15:45.400]  也沒有詭詐
[00:15:45.400 --> 00:15:46.500]  相反地
[00:15:46.500 --> 00:15:48.300]  神既然考驗過我們
[00:15:48.300 --> 00:15:50.000]  把福音委託我們
[00:15:50.000 --> 00:15:52.200]  我們就全講
[00:15:52.200 --> 00:15:54.200]  不像是討人歡心的
[00:15:54.200 --> 00:15:59.300]  而是討那察驗我們心知的神的起源
[00:15:59.300 --> 00:16:01.100]  說的不是錯謀的道理
[00:16:01.100 --> 00:16:03.200]  是合乎真理的道理
[00:16:03.200 --> 00:16:06.600]  我們都按照真理來侍奉
[00:16:06.600 --> 00:16:07.800]  然後聖經提及
[00:16:07.800 --> 00:16:10.200]  不單止說的是真的道理
[00:16:10.200 --> 00:16:14.400]  而且是沒有不純正的動機
[00:16:14.400 --> 00:16:17.300]  這裡提及的不污穢
[00:16:17.300 --> 00:16:19.000]  原來的意思是
[00:16:19.000 --> 00:16:21.600]  不會有一些雜質
[00:16:21.600 --> 00:16:23.300]  不會不純正
[00:16:23.300 --> 00:16:26.400]  是帶著一個純全的態度
[00:16:26.400 --> 00:16:28.800]  一種動機來講述
[00:16:28.800 --> 00:16:30.600]  不是為了討人歡心
[00:16:30.600 --> 00:16:35.200]  而是為了能夠討神的起源
[00:16:35.200 --> 00:16:39.200]  今天在北美有一些教會
[00:16:39.200 --> 00:16:40.800]  他們開始表達出
[00:16:40.800 --> 00:16:42.800]  他們在崇拜裏面
[00:16:42.800 --> 00:16:47.000]  他們不會再講述有關罪的道理
[00:16:47.000 --> 00:16:49.100]  在北美一間教會
[00:16:49.100 --> 00:16:51.100]  我留意到他們在教會裏面
[00:16:51.100 --> 00:16:53.000]  整個大的禮拜堂裏面
[00:16:53.000 --> 00:16:56.400]  完全找不到一個十字架
[00:16:56.400 --> 00:16:59.400]  有人訪問這間教會的牧者
[00:16:59.400 --> 00:17:01.400]  為什麼你們教會不講罪
[00:17:01.400 --> 00:17:03.900]  不講十字架呢
[00:17:03.900 --> 00:17:05.500]  這位牧者就說
[00:17:05.500 --> 00:17:08.700]  因為時代改變了
[00:17:08.700 --> 00:17:11.100]  這個時代的人不喜歡聽什麼罪
[00:17:11.100 --> 00:17:12.900]  什麼血 什麼十字架
[00:17:12.900 --> 00:17:15.300]  這些凝聚的事情
[00:17:15.300 --> 00:17:18.500]  這些情況是趕逐他們不來教會的
[00:17:18.500 --> 00:17:20.200]  所以我們教會就會講
