
[00:00:00.000 --> 00:00:02.880]  在近年或者近排看新聞
[00:03:12.280 --> 00:03:19.040]  其實這個內戰引發死亡的人數是超過10萬
[00:03:19.040 --> 00:03:22.160]  有超過100萬的敘利亞人
[00:03:22.160 --> 00:03:24.000]  是要逃離家園
[00:03:24.000 --> 00:03:28.040]  流離室所
[00:03:28.040 --> 00:03:30.600]  出賣化學武器
[00:03:30.600 --> 00:03:36.600]  很多人不單止這一代甚至下一代都受到傷害
[00:03:36.600 --> 00:03:37.720]  這個大家很熟悉
[00:03:37.720 --> 00:03:39.640]  回到香港
[00:03:39.640 --> 00:03:44.200]  這個就是兩年前在2012年南丫島的海瀾
[00:03:44.200 --> 00:03:48.400]  是香港特區成立以來最大的海瀾
[00:03:48.400 --> 00:03:53.640]  有39位香港人遇難
[00:03:53.640 --> 00:03:58.200]  接着在網上有這樣的圖片
[00:03:58.200 --> 00:04:01.640]  他說好孩子拉着爸爸的手
[00:04:01.640 --> 00:04:03.560]  一路好走
[00:04:03.560 --> 00:04:06.400]  父母和子女是分開了
[00:04:06.400 --> 00:04:09.200]  天人兩隔
[00:04:09.200 --> 00:04:10.880]  這個海瀾再近一點
[00:04:10.880 --> 00:04:15.160]  這個是今年南韓的海瀾
[00:04:15.160 --> 00:04:18.400]  我們見到人性的醜惡
[00:04:18.400 --> 00:04:21.120]  逃生的是船長
[00:04:21.120 --> 00:04:23.880]  是副船長
[00:04:23.880 --> 00:04:27.240]  很多人喪失了家人
[00:04:27.240 --> 00:04:29.440]  這個再近一點是香港
[00:04:29.440 --> 00:04:32.320]  很近期的這個是
[00:04:32.320 --> 00:04:33.840]  在啟程村
[00:04:33.840 --> 00:04:35.280]  一個人
[00:04:35.280 --> 00:04:39.520]  他不單止無端端殺害了一個輪舍
[00:04:39.520 --> 00:04:44.280]  他自己都身亡
[00:04:44.280 --> 00:04:47.200]  我們見到這些天災人禍
[00:04:47.200 --> 00:04:49.160]  究竟是誰幫到我們呢
[00:04:49.160 --> 00:04:52.360]  好像很無奈很無助
[00:04:52.360 --> 00:04:54.120]  但當然我們今天在聖經裏面
[00:04:54.120 --> 00:04:58.640]  我們會看到一些的信息
[00:04:58.640 --> 00:05:00.200]  我們看一段一篇的詩篇
[00:05:00.200 --> 00:05:03.240]  就是詩篇的第46篇
[00:05:03.240 --> 00:05:07.720]  這篇詩篇原來有很多天災人禍
[00:05:07.720 --> 00:05:09.320]  在這篇詩篇裏面
[00:05:09.320 --> 00:05:11.800]  我們看到第一至三節
[00:05:11.800 --> 00:05:13.120]  他講什麼呢
[00:05:13.120 --> 00:05:15.520]  他講到有地震
[00:05:15.520 --> 00:05:17.200]  有海嘯
[00:05:17.200 --> 00:05:19.160]  很大的天災
[00:05:19.160 --> 00:05:20.960]  在四至六節他講什麼呢
[00:05:20.960 --> 00:05:24.600]  他講到有邦國的軒揚
[00:05:24.600 --> 00:05:26.520]  邦國之間會打仗
[00:05:26.520 --> 00:05:27.880]  有戰爭
[00:05:27.880 --> 00:05:29.280]  是人禍
[00:05:29.280 --> 00:05:31.920]  去到第八到十一節
[00:05:31.920 --> 00:05:34.520]  他講當神出手
[00:05:34.520 --> 00:05:39.520]  這些天災人禍全部解決了
[00:05:39.520 --> 00:05:42.120]  但如果我們細心看這篇詩篇
[00:05:42.120 --> 00:05:43.480]  這十一節
[00:05:43.480 --> 00:05:45.360]  你發覺神
[00:05:45.360 --> 00:05:46.680]  耶和華
[00:05:46.680 --> 00:05:47.560]  至高者
[00:05:47.560 --> 00:05:49.520]  或者神的代名詞
[00:05:49.520 --> 00:05:51.920]  是出現了十六次
[00:05:51.920 --> 00:05:54.200]  所以很明顯這個詩人
[00:05:54.200 --> 00:05:56.120]  面對天災人禍
[00:05:56.120 --> 00:05:57.840]  原來神的臨在
[00:05:57.840 --> 00:06:00.320]  神的出手幫助
[00:06:00.320 --> 00:06:03.040]  就能夠幫我們去面對
[00:06:03.040 --> 00:06:04.400]  在詩人的心目中
[00:06:04.400 --> 00:06:07.600]  神就是那個終極的幫助
[00:06:07.600 --> 00:06:09.320]  但當這篇詩篇
[00:06:09.320 --> 00:06:10.400]  可能有個背景
[00:06:10.400 --> 00:06:11.920]  這篇詩篇的背景
[00:06:11.920 --> 00:06:13.600]  有很多的困
[00:06:13.600 --> 00:06:15.840]  耶路撒冷
[00:06:15.840 --> 00:06:17.200]  西拿估計的
[00:06:17.200 --> 00:06:18.800]  這篇詩篇就是
[00:06:18.800 --> 00:06:21.720]  發生在亞述王
[00:06:21.720 --> 00:06:24.720]  西拿基納他攻打希西加的時候
[00:06:24.720 --> 00:06:27.880]  他圍困耶路撒冷
[00:06:27.880 --> 00:06:30.840]  西拿基納的將軍在叫囂
[00:06:30.840 --> 00:06:32.320]  在麻陣
[00:06:32.320 --> 00:06:34.000]  目中無神
[00:06:34.000 --> 00:06:37.160]  所以希西加他是呼求神
[00:06:37.160 --> 00:06:38.480]  也有人說是
[00:06:38.480 --> 00:06:39.480]  過了之後
[00:06:39.480 --> 00:06:42.480]  神釋放解放了這一場戰亂
[00:06:42.480 --> 00:06:44.200]  救了耶路撒冷
[00:06:44.200 --> 00:06:45.280]  希西加
[00:06:45.280 --> 00:06:47.880]  他對上帝的一個回應
[00:06:47.880 --> 00:06:49.200]  怎樣也好
[00:06:49.200 --> 00:06:51.320]  在這個困難裏面
[00:06:51.320 --> 00:06:53.840]  這篇詩篇的詩人告訴我們
[00:06:53.840 --> 00:06:57.440]  神就是這個終極的幫助
[00:06:57.440 --> 00:07:02.880]  我們一起去讀一讀這篇詩篇的第一到第三節
[00:07:02.880 --> 00:07:03.880]  我們找到預備
[00:07:03.880 --> 00:07:06.800]  在你的程序的第七頁
[00:07:06.800 --> 00:07:09.200]  神是我們的避難所
[00:07:09.200 --> 00:07:10.880]  是我們的力量
[00:07:10.880 --> 00:07:14.480]  是我們在患難中隨時的幫助
[00:07:14.480 --> 00:07:16.560]  所以地需改變
[00:07:16.560 --> 00:07:19.000]  山需搖動到海深
[00:07:19.000 --> 00:07:22.160]  其中的水需澎湃翻騰
[00:07:22.160 --> 00:07:24.800]  山需因海象而顫抖
[00:07:24.800 --> 00:07:28.480]  我也不害怕
[00:07:28.480 --> 00:07:29.480]  詩人一開始說
[00:07:29.480 --> 00:07:31.920]  祂說神是我們的避難所
[00:07:31.920 --> 00:07:33.960]  避難所就是一個尋求
[00:07:33.960 --> 00:07:35.680]  任被能夠保護你
[00:07:35.680 --> 00:07:37.400]  遮住你的地方
[00:07:37.400 --> 00:07:39.000]  祂說神是我們的力量
[00:07:39.000 --> 00:07:40.680]  而避難所和力量
[00:07:40.680 --> 00:07:43.240]  在希伯來文是同一個字根
[00:07:43.240 --> 00:07:46.360]  所以很可能這兩個字是同義詞
[00:07:46.360 --> 00:07:50.440]  很類似神就是幫助我們的位置
[00:07:50.440 --> 00:07:53.720]  是我們在患難中隨時的幫助
[00:07:53.720 --> 00:07:57.040]  這一節講最重要的就是隨時這個字
[00:07:57.040 --> 00:07:59.840]  隨時的意思不是神留在這裏
[00:07:59.840 --> 00:08:02.520]  你可以打電話隨時找到祂
[00:08:02.520 --> 00:08:05.120]  隨時這個字在原文的文法是
[00:08:05.120 --> 00:08:07.920]  我們常常去尋找
[00:08:07.920 --> 00:08:12.160]  意思就是我們要主動去找神幫手
[00:08:12.160 --> 00:08:13.440]  神是我們的幫助
[00:08:13.440 --> 00:08:16.640]  我們要主動去找神幫手
[00:08:16.640 --> 00:08:19.360]  這個詩人面對一個什麼問題呢
[00:08:19.360 --> 00:08:22.320]  可能真的是一個天災的問題
[00:08:22.320 --> 00:08:24.480]  祂說地須改變
[00:08:24.480 --> 00:08:27.320]  山須搖動到海深
[00:08:27.320 --> 00:08:32.240]  山這個字的意思就是大地的根基
[00:08:32.240 --> 00:08:35.120]  到海深就是在海里面
[00:08:35.120 --> 00:08:40.120]  意思就是連海底下面的地基都震動
[00:08:40.120 --> 00:08:42.320]  這個可能真的是一個大地震
[00:08:42.320 --> 00:08:43.360]  大海嘯
[00:08:43.360 --> 00:08:49.200]  這個大地震引致海水澎湃翻騰
[00:08:49.200 --> 00:08:53.160]  面對這個這麼大的災難應不應該害怕
[00:08:53.160 --> 00:08:54.120]  應該害怕是吧
[00:08:54.120 --> 00:08:56.040]  這麼大的災難
[00:08:56.040 --> 00:08:58.880]  但是這個詩人說祂不害怕
[00:08:58.880 --> 00:09:00.760]  我們不害怕
[00:09:00.760 --> 00:09:03.320]  雖然海水翻騰
[00:09:03.320 --> 00:09:04.920]  山也震動
[00:09:04.920 --> 00:09:06.560]  我們不害怕
[00:09:06.560 --> 00:09:08.560]  不是詩人祂會逃走
[00:09:08.560 --> 00:09:12.400]  不是詩人祂懂得能夠避過這些災禍
[00:09:12.400 --> 00:09:13.560]  這個詩人說
[00:09:13.560 --> 00:09:16.720]  我們主動去找神幫助
[00:09:16.720 --> 00:09:19.440]  就不害怕
[00:09:19.440 --> 00:09:21.840]  我想更重要的是我們面對這些困難
[00:09:21.840 --> 00:09:24.600]  我們是否主動去找神幫助
[00:09:24.600 --> 00:09:26.360]  還是面對困難我們馬上
[00:09:26.360 --> 00:09:28.200]  很快彈出我們的
[00:09:28.200 --> 00:09:32.400]  一二三四五個計劃去處理呢
[00:09:32.400 --> 00:09:36.160]  我覺得我兒子有時候也讓我學到很多東西
[00:09:36.160 --> 00:09:38.280]  在去年當
[00:09:38.280 --> 00:09:40.040]  有一天有一晚我兩個兒子洗澡
[00:09:40.040 --> 00:09:43.720]  他們很小一個五歲七歲一起洗澡
[00:09:43.720 --> 00:09:47.080]  在廁所裏面有一個浴室
[00:09:47.080 --> 00:09:48.280]  浴室是玻璃的
[00:09:48.280 --> 00:09:50.360]  全部玻璃 門都是玻璃
[00:09:50.360 --> 00:09:53.480]  我們進去鎖上門去洗澡
[00:09:53.480 --> 00:09:55.960]  忽然間我們聽到一聲巨響
[00:09:55.960 --> 00:09:57.960]  很大聲巨響
[00:09:57.960 --> 00:10:00.360]  我們知道當然是發生意外
[00:10:00.360 --> 00:10:01.160]  就開門
[00:10:01.160 --> 00:10:03.240]  但開不了門因爲鎖了
[00:10:03.240 --> 00:10:04.360]  原來是什麼事呢
[00:10:04.360 --> 00:10:08.920]  原來就是那裏全個玻璃門
[00:10:08.920 --> 00:10:13.880]  脫落 向內反向浴室洗澡的地方
[00:10:13.880 --> 00:10:16.040]  向內跌下來
[00:10:16.040 --> 00:10:19.800]  玻璃門很大 高過我超過六尺
[00:10:19.800 --> 00:10:22.600]  結果整個廁所都是玻璃碎
[00:10:22.600 --> 00:10:25.640]  炸到沒有一寸不是玻璃碎
[00:10:25.640 --> 00:10:27.240]  我想開門但開不了
[00:10:27.240 --> 00:10:28.920]  因爲它鎖了
[00:10:28.920 --> 00:10:32.120]  我正想不要一下撞爛了門
[00:10:32.120 --> 00:10:34.280]  要救兩個兒子
[00:10:34.280 --> 00:10:39.240]  但我的大兒子兩個都沒有衣服
[00:10:39.240 --> 00:10:43.720]  他赤腳踏着玻璃開了廁所門
[00:10:43.720 --> 00:10:47.480]  讓我走進去營救他們
[00:10:47.480 --> 00:10:49.080]  他們兩個很害怕
[00:10:49.080 --> 00:10:50.840]  他沒有私人那麼鎮定
[00:10:50.840 --> 00:10:52.840]  他很害怕
[00:10:52.840 --> 00:10:55.320]  我都不敢走進去
[00:10:55.320 --> 00:10:57.080]  因爲滿地都是玻璃碎
[00:10:57.080 --> 00:10:58.680]  我兩個兒子赤腳在裏面
[00:10:58.680 --> 00:11:01.640]  都是沒有衣服避體
[00:11:01.640 --> 00:11:04.440]  很快抱了他們兩個出來
[00:11:04.440 --> 00:11:07.560]  給他們衝乾淨身上的玻璃
[00:11:07.560 --> 00:11:10.120]  當時我在想會不會要叫救護車
[00:11:10.120 --> 00:11:12.440]  會不會送他們去醫院
[00:11:12.440 --> 00:11:14.120]  他們的心理怎麼樣
[00:11:14.120 --> 00:11:16.840]  但我大兒子突然說了一句
[00:11:16.840 --> 00:11:20.200]  「爸爸 我們祈禱了」
[00:11:20.200 --> 00:11:24.520]  我真的有點滴汗
[00:11:24.520 --> 00:11:26.840]  我兒子經常讓我學到很多東西
[00:11:26.840 --> 00:11:29.800]  當我沒有想過要找上帝的時候
[00:11:29.800 --> 00:11:31.720]  我還在想要怎麼處理他
[00:11:31.720 --> 00:11:33.640]  他提醒我爸爸要祈禱
[00:11:33.640 --> 00:11:36.840]  有一次我大兒子肚子痛他吐了
[00:11:36.840 --> 00:11:39.400]  吐了我馬上把他拖進廁所
[00:11:39.400 --> 00:11:40.680]  把他的頭對着馬桶
[00:11:40.680 --> 00:11:42.440]  「你吐吧」
[00:11:42.440 --> 00:11:43.400]  接着他看着我說
[00:11:43.400 --> 00:11:47.160]  「爸爸 我們祈禱了」
[00:11:47.160 --> 00:11:50.040]  所以很多次都是我兒子提醒我
[00:11:50.040 --> 00:11:53.080]  他不是想質疑我
[00:11:53.080 --> 00:11:54.840]  我相信他提醒我
[00:11:54.840 --> 00:11:59.960]  你是否真的要找上帝幫忙
[00:11:59.960 --> 00:12:03.400]  所以當我們面對人生很多
[00:12:03.400 --> 00:12:05.720]  無論是天災人禍還是什麼禍患
[00:12:05.720 --> 00:12:08.280]  我們第一時間要找誰幫忙
[00:12:08.280 --> 00:12:13.160]  這就是你有沒有得到神幫助的祕訣
[00:12:13.160 --> 00:12:15.000]  遇到困難
[00:12:15.000 --> 00:12:18.200]  我們是否要彈出一連串的應變計劃
[00:12:18.200 --> 00:12:21.480]  我們馬上要想找誰幫忙
[00:12:21.480 --> 00:12:24.120]  還是我們要找神幫忙
[00:12:24.120 --> 00:12:26.280]  好了 當神臨在幫手
[00:12:26.280 --> 00:12:27.160]  我們會怎樣呢
[00:12:27.160 --> 00:12:31.080]  我們繼續讀下去第四到第六節
[00:12:31.080 --> 00:12:32.520]  「有一道河
[00:12:32.520 --> 00:12:35.720]  這河的分叉使神的城寬起
[00:12:35.720 --> 00:12:39.560]  這城就是至高者居住的聖所
[00:12:39.560 --> 00:12:42.840]  神在其中 神必不動搖
[00:12:42.840 --> 00:12:46.280]  到天一亮 神必幫助這城
[00:12:46.280 --> 00:12:49.400]  萬邦軒揚 國度動搖
[00:12:49.400 --> 00:12:52.280]  神出聲 地就融化
[00:12:52.280 --> 00:12:55.320]  萬君之耶和華與我們同在
[00:12:55.320 --> 00:12:59.000]  雅各的神是我們的避難所」
[00:12:59.000 --> 00:13:00.360]  他說有一道河
[00:13:00.360 --> 00:13:01.880]  河就代表神的臨在
[00:13:01.880 --> 00:13:03.160]  如果我看《創世紀》就知道
[00:13:03.160 --> 00:13:05.640]  河代表神的臨在
[00:13:05.640 --> 00:13:08.440]  神的同在就平靜安穩
[00:13:08.440 --> 00:13:09.880]  河在裏面流動
[00:13:09.880 --> 00:13:11.880]  這道河有分叉的
[00:13:11.880 --> 00:13:16.280]  他說有一個分叉
[00:13:16.280 --> 00:13:17.560]  分叉是什麼意思呢
[00:13:17.560 --> 00:13:20.680]  神臨在的幫助是會流出去
[00:13:20.680 --> 00:13:23.000]  是會散出去
[00:13:23.000 --> 00:13:25.080]  你看看在這個城裏面
[00:13:25.080 --> 00:13:26.440]  是一個什麼景象
[00:13:26.440 --> 00:13:28.680]  如果根據私人的描述
[00:13:28.680 --> 00:13:29.960]  是寬起的
[00:13:29.960 --> 00:13:32.280]  很平靜 很平安的
[00:13:32.280 --> 00:13:36.520]  在城內就是很軒揚 很紛擾
[00:13:36.520 --> 00:13:38.120]  幫國震動
[00:13:38.120 --> 00:13:42.440]  萬邦軒揚 國度動搖
[00:13:42.440 --> 00:13:44.280]  這就是神臨在
[00:13:44.280 --> 00:13:47.160]  和神無臨在的情況
[00:13:47.160 --> 00:13:49.080]  我們很多時候都有很多紛擾
[00:13:49.080 --> 00:13:50.520]  內心很多紛擾
[00:13:50.520 --> 00:13:52.200]  外面很多紛擾
[00:13:52.200 --> 00:13:56.280]  當神臨在應該就是這個景況
[00:13:56.280 --> 00:13:59.640]  寬起 和平 平安
[00:13:59.640 --> 00:14:02.760]  他說到天一亮神必幫助這城
[00:14:02.760 --> 00:14:04.440]  在原文可以翻譯成什麼呢
[00:14:04.440 --> 00:14:07.080]  翻譯成神會幫助這個城
[00:14:07.080 --> 00:14:09.560]  以至轉向清神
[00:14:09.560 --> 00:14:13.480]  原文最逐字去翻譯就是這樣
[00:14:13.480 --> 00:14:15.320]  原來神會幫助我們
[00:14:15.320 --> 00:14:18.520]  令到我們轉向清神
[00:14:18.520 --> 00:14:20.760]  當神出手幫助
[00:14:20.760 --> 00:14:22.760]  黑暗會終結
[00:14:22.760 --> 00:14:24.520]  光明會來臨
[00:14:24.520 --> 00:14:27.320]  問題是我們信不信
[00:14:27.320 --> 00:14:29.160]  我們等不等
[00:14:29.160 --> 00:14:32.760]  我們有沒有這個內心去等候黎明
[00:14:32.760 --> 00:14:34.840]  神一出來祂會幫我們
[00:14:34.840 --> 00:14:36.760]  去結束這個黑暗
[00:14:36.760 --> 00:14:39.160]  雖然人是製造很多戰爭
[00:14:39.160 --> 00:14:42.760]  他說萬邦軒揚 國度動搖
[00:14:42.760 --> 00:14:46.920]  但神一出聲 地就融化
[00:14:46.920 --> 00:14:48.920]  地是代表造物界
[00:14:48.920 --> 00:14:55.240]  是代表大自然和大自然以上的人
[00:14:55.240 --> 00:14:57.000]  他一出聲
[00:14:57.000 --> 00:14:59.800]  所有自然界的天災
[00:14:59.800 --> 00:15:02.600]  我們人類製造的人禍
[00:15:02.600 --> 00:15:03.960]  都沒有了
[00:15:03.960 --> 00:15:06.440]  他一出聲 地就融化的意思就是
[00:15:06.440 --> 00:15:09.400]  他一出手就搞定了
[00:15:09.400 --> 00:15:10.760]  神要幫助我們
[00:15:10.760 --> 00:15:12.920]  沒有人沒有東西可以擋
[00:15:12.920 --> 00:15:15.320]  你信不信
[00:15:15.320 --> 00:15:16.840]  我就很信
[00:15:16.840 --> 00:15:20.520]  神一出聲 沒有東西可以阻擋
[00:15:20.520 --> 00:15:24.280]  所以我們要敏銳神臨在的幫助
[00:15:24.280 --> 00:15:25.800]  神可能正在幫助
[00:15:25.800 --> 00:15:27.080]  已經在搞
[00:15:27.080 --> 00:15:28.680]  已經黑暗將來終結
[00:15:28.680 --> 00:15:31.240]  將來轉向清神
[00:15:31.240 --> 00:15:37.640]  但我們是否很快用自己的方法去處理呢
[00:15:37.640 --> 00:15:39.640]  有一個姐妹 不是博福堂
[00:15:39.640 --> 00:15:41.320]  是另一間教會
[00:15:41.320 --> 00:15:43.640]  這個姐妹她至少回教會
[00:15:43.640 --> 00:15:47.080]  她得到教會里面很多阿姨很疼她
[00:15:47.080 --> 00:15:49.560]  她萬般寵愛在一身
[00:15:49.560 --> 00:15:53.400]  她漸漸不懂得珍惜別人對她的痛愛
[00:15:53.400 --> 00:15:55.880]  她開始對神的話語很麻木
[00:15:55.880 --> 00:16:00.920]  她覺得教會不是很着緊神的話語
[00:16:00.920 --> 00:16:04.280]  她讀中二那年她認識了一些壞朋友
[00:16:04.280 --> 00:16:06.680]  開始吸菸 喝酒
[00:16:06.680 --> 00:16:08.840]  她寧願通宵在公園度過
[00:16:08.840 --> 00:16:10.760]  她都不願回家
[00:16:10.760 --> 00:16:13.800]  甚至有一次一年七天她都沒回家
[00:16:13.800 --> 00:16:16.600]  爸爸媽媽很擔心
[00:16:16.600 --> 00:16:18.040]  她爲什麼不喜歡回家呢
[00:16:18.040 --> 00:16:20.200]  她回家見到她哥哥
[00:16:20.200 --> 00:16:22.360]  她哥哥一定用神的話
[00:16:22.360 --> 00:16:23.560]  她哥哥都是信耶穌的
[00:16:23.560 --> 00:16:25.640]  是一個很認真的基督徒
[00:16:25.640 --> 00:16:27.880]  用神的話跟她談
[00:16:27.880 --> 00:16:29.560]  她每一次怎麼面對哥哥呢
[00:16:29.560 --> 00:16:32.280]  就是用一些很差的態度去對哥哥
[00:16:32.280 --> 00:16:36.040]  讓哥哥都不想再跟她談
[00:16:36.040 --> 00:16:37.480]  她沒有回教會
[00:16:37.480 --> 00:16:41.000]  她很怕見到教會那些阿姨
[00:16:41.000 --> 00:16:43.400]  雖然她跟朋友玩得很開心
[00:16:43.400 --> 00:16:46.920]  但開心過後她又會空虛
[00:16:46.920 --> 00:16:50.040]  雖然她知道真正的喜樂在教會里面
[00:16:50.040 --> 00:16:53.080]  在教會的朋友真是令她真正的開心
[00:16:53.080 --> 00:16:55.880]  但當時她選擇了這個世界的快樂
[00:16:55.880 --> 00:16:59.560]  跟她的朋友去吸菸 喝酒 去流年
[00:16:59.560 --> 00:17:01.800]  她的媽媽曾經逼她回教會
[00:17:01.800 --> 00:17:04.120]  即是強迫她回教會
[00:17:04.120 --> 00:17:06.360]  但你越逼她她越不想回
[00:17:06.360 --> 00:17:08.680]  她越逼逃避
[00:17:08.680 --> 00:17:12.280]  一個星期 這個女孩就起牀了
[00:17:12.280 --> 00:17:14.440]  她的朋友還沒約到
[00:17:14.440 --> 00:17:16.840]  她也喜歡做點心
[00:17:16.840 --> 00:17:19.640]  她在家裏做了些叉燒包
[00:17:19.640 --> 00:17:21.720]  後來她出門了
[00:17:21.720 --> 00:17:25.160]  她的媽媽就將這些叉燒包帶回教會
[00:17:25.160 --> 00:17:28.920]  分給那些阿姨去喫
[00:17:28.920 --> 00:17:31.640]  當時她媽媽回到家裏
[00:17:31.640 --> 00:17:34.120]  就告訴她
[00:17:34.120 --> 00:17:38.280]  有一位以前很愛惜她的阿姨
[00:17:38.280 --> 00:17:40.840]  她喫了她的叉燒包
[00:17:40.840 --> 00:17:44.280]  這位阿姨喫完之後 她眼泛淚光
[00:17:44.280 --> 00:17:49.240]  她說她很開心能夠喫到這位小侄女做的叉燒包
[00:17:49.240 --> 00:17:53.160]  她說還要拿回去跟她的丈夫分享
[00:17:53.160 --> 00:17:58.040]  原來那位阿姨從來沒有嫌棄這位小妹妹
[00:17:58.040 --> 00:17:59.880]  她很想她迴轉
[00:17:59.880 --> 00:18:02.920]  這位阿姨還勸她媽媽不要放棄
[00:18:02.920 --> 00:18:06.600]  繼續爲她祈禱 繼續關心她
[00:18:06.600 --> 00:18:11.400]  這位媽媽回到家裏就跟她的女兒說了這番話
[00:18:11.400 --> 00:18:12.920]  聽完這番話
[00:18:12.920 --> 00:18:17.960]  這位小妹妹感受到神是藉着這位阿姨
[00:18:17.960 --> 00:18:20.680]  真的發出對她的愛
[00:18:20.680 --> 00:18:22.920]  那時候她的心開始動搖
[00:18:22.920 --> 00:18:24.760]  開始感動
[00:18:24.760 --> 00:18:29.640]  在哥哥和媽媽不斷的鼓勵祈禱支持之下
[00:18:29.640 --> 00:18:32.280]  她終於疏離了那些懸憂
[00:18:32.280 --> 00:18:38.280]  回到教會里重新踏上信仰之路
[00:18:38.280 --> 00:18:42.200]  這位小妹妹知道神沒有放棄她
[00:18:42.200 --> 00:18:44.360]  而是默默的保護她
[00:18:44.360 --> 00:18:48.840]  幫助她等候她的迴轉
[00:18:48.840 --> 00:18:52.280]  其實喫叉燒包是很平凡很平常的事
[00:18:52.280 --> 00:18:56.440]  可能等下完了午堂你也會有機會在爆浪門喫叉燒包
[00:18:56.440 --> 00:18:58.760]  很平凡的事
[00:18:58.760 --> 00:19:02.840]  但是這位小妹妹從這件很平凡的事看到
[00:19:02.840 --> 00:19:05.720]  她敏銳到神在幫她
[00:19:05.720 --> 00:19:07.480]  神出手在幫她
[00:19:07.480 --> 00:19:09.720]  她感受到神的愛
[00:19:09.720 --> 00:19:12.120]  她敏銳神的幫助
[00:19:12.120 --> 00:19:15.160]  所以她的生命又有轉機
[00:19:15.160 --> 00:19:18.120]  所以這位小妹妹在這些很平凡的事裏
[00:19:18.120 --> 00:19:19.960]  就因爲平凡
[00:19:19.960 --> 00:19:22.360]  太過平凡我們經常都做
[00:19:22.360 --> 00:19:24.760]  我們很多時候會忽略了
[00:19:24.760 --> 00:19:28.680]  上帝在當中出手的幫助
[00:19:28.680 --> 00:19:32.120]  你想想曾幾何時我們都像這位小妹妹一樣
