
[00:00:00.000 --> 00:00:02.000]  弟子們,稍後一日
[00:01:21.000 --> 00:01:24.000]  是經歷到曠野的後半
[00:01:24.000 --> 00:01:26.000]  然後入迦南
[00:01:26.000 --> 00:01:28.000]  看到了,過約旦河
[00:01:28.000 --> 00:01:30.000]  他們沒有經過蘆葦海
[00:01:30.000 --> 00:01:32.000]  紅海,因為他們
[00:01:32.000 --> 00:01:34.000]  上一代已經死了在曠野
[00:01:34.000 --> 00:01:36.000]  他們經歷約旦河的
[00:01:36.000 --> 00:01:38.000]  大神跡
[00:01:38.000 --> 00:01:40.000]  馬拿的神跡
[00:01:40.000 --> 00:01:42.000]  他們全部都經過
[00:01:42.000 --> 00:01:44.000]  然後石頭出水
[00:01:44.000 --> 00:01:46.000]  他們喝過
[00:01:46.000 --> 00:01:48.000]  然後約旦河的大神跡
[00:01:48.000 --> 00:01:50.000]  過河乾地
[00:01:50.000 --> 00:01:52.000]  再一個個城南方的黃
[00:01:52.000 --> 00:01:54.000]  南方的黃
[00:01:54.000 --> 00:01:56.000]  那些見耶和華為
[00:01:56.000 --> 00:01:58.000]  以色列人所行大事的長老
[00:01:58.000 --> 00:02:00.000]  還在的時候
[00:02:00.000 --> 00:02:02.000]  他們還在說這些事
[00:02:02.000 --> 00:02:04.000]  第一點要說的是
[00:02:04.000 --> 00:02:06.000]  百姓都侍奉耶和華
[00:02:06.000 --> 00:02:08.000]  百姓都侍奉耶和華
[00:02:08.000 --> 00:02:10.000]  這件事很重要
[00:02:10.000 --> 00:02:12.000]  第一點要說的是
[00:02:12.000 --> 00:02:14.000]  因為有約書亞
[00:02:14.000 --> 00:02:16.000]  有當時的長老在那裡
[00:02:16.000 --> 00:02:18.000]  所以百姓
[00:02:18.000 --> 00:02:20.000]  都侍奉耶和華
[00:02:20.000 --> 00:02:22.000]  很開心
[00:02:22.000 --> 00:02:24.000]  在當時
[00:02:24.000 --> 00:02:26.000]  戴得住
[00:02:26.000 --> 00:02:28.000]  耶和華的僕人聯的兒子
[00:02:28.000 --> 00:02:30.000]  約書亞110歲就死了
[00:02:30.000 --> 00:02:32.000]  第九節
[00:02:32.000 --> 00:02:34.000]  就葬了
[00:02:34.000 --> 00:02:36.000]  在哪裡呢?
[00:02:36.000 --> 00:02:38.000]  以法連他自己的成女
[00:02:38.000 --> 00:02:40.000]  在嘉實山的北邊
[00:02:40.000 --> 00:02:42.000]  約書亞死了
[00:02:42.000 --> 00:02:44.000]  好了
[00:02:44.000 --> 00:02:48.000]  那世代的人也都歸了自己的列祖
[00:02:48.000 --> 00:02:50.000]  即是說
[00:02:50.000 --> 00:02:52.000]  上面所說的
[00:02:52.000 --> 00:02:54.000]  那些見耶和華
[00:02:54.000 --> 00:02:56.000]  為以色列人所行大事的長老
[00:02:56.000 --> 00:02:58.000]  還在
[00:02:58.000 --> 00:03:00.000]  不過現在
[00:03:00.000 --> 00:03:02.000]  他們約書亞死了
[00:03:02.000 --> 00:03:04.000]  他們都歸了自己列祖
[00:03:04.000 --> 00:03:06.000]  即是說
[00:03:06.000 --> 00:03:08.000]  都死了
[00:03:08.000 --> 00:03:10.000]  出事了
[00:03:10.000 --> 00:03:12.000]  以色列開始離棄耶和華
[00:03:12.000 --> 00:03:14.000]  為什麼會這樣?
[00:03:14.000 --> 00:03:16.000]  因為
[00:03:16.000 --> 00:03:18.000]  一看就知道
[00:03:18.000 --> 00:03:20.000]  其實上一代
[00:03:20.000 --> 00:03:22.000]  沒有將下一代教好
[00:03:22.000 --> 00:03:24.000]  沒有將他們
[00:03:24.000 --> 00:03:26.000]  傳和承接得好
[00:03:26.000 --> 00:03:28.000]  你說沒有傳
[00:03:28.000 --> 00:03:30.000]  可能有傳
[00:03:30.000 --> 00:03:32.000]  但是下面承接不到
[00:03:32.000 --> 00:03:34.000]  又或者沒有傳
[00:03:34.000 --> 00:03:36.000]  下面沒得承接
[00:03:36.000 --> 00:03:38.000]  那世代的人都歸了自己的列祖
[00:03:38.000 --> 00:03:40.000]  後來有別的世代興起
[00:03:40.000 --> 00:03:42.000]  什麼別的世代?
[00:03:42.000 --> 00:03:44.000]  就是下一代
[00:03:44.000 --> 00:03:46.000]  即是包括了下一代再下一代
[00:03:46.000 --> 00:03:48.000]  那一代的人過去
[00:03:48.000 --> 00:03:50.000]  這一代新興的世代
[00:03:50.000 --> 00:03:52.000]  他們竟然
[00:03:52.000 --> 00:03:54.000]  這個史詩記
[00:03:54.000 --> 00:03:56.000]  是描述他們
[00:03:56.000 --> 00:03:58.000]  不知道耶和華
[00:03:58.000 --> 00:04:00.000]  不知道耶和華
[00:04:00.000 --> 00:04:02.000]  也不知道耶和華曾經做的事
[00:04:02.000 --> 00:04:04.000]  他不知道耶和華是不知道什麼?
[00:04:04.000 --> 00:04:06.000]  是不知道耶和華
[00:04:06.000 --> 00:04:08.000]  為以色列人所行的事
[00:04:08.000 --> 00:04:10.000]  都知道耶和華的
[00:04:10.000 --> 00:04:12.000]  不過以前做過這麼厲害的事嗎?
[00:04:12.000 --> 00:04:14.000]  不知道
[00:04:14.000 --> 00:04:16.000]  譬如我們中國
[00:04:16.000 --> 00:04:18.000]  很多近代
[00:04:18.000 --> 00:04:20.000]  很多偉人
[00:04:20.000 --> 00:04:22.000]  都為國捐軀犧牲
[00:04:22.000 --> 00:04:24.000]  很艱苦
[00:04:24.000 --> 00:04:26.000]  自己怎樣出力
[00:04:26.000 --> 00:04:28.000]  保護國家
[00:04:28.000 --> 00:04:30.000]  不知道
[00:04:30.000 --> 00:04:32.000]  我爸爸時代說
[00:04:32.000 --> 00:04:34.000]  日本人時代怎樣怎樣
[00:04:34.000 --> 00:04:36.000]  保家衛國
[00:04:36.000 --> 00:04:38.000]  不知道
[00:04:38.000 --> 00:04:40.000]  沒有看過
[00:04:40.000 --> 00:04:42.000]  更加不懂
[00:04:42.000 --> 00:04:44.000]  沒有人講歷史
[00:04:44.000 --> 00:04:46.000]  於是他們不知道
[00:04:46.000 --> 00:04:48.000]  於是以色列
[00:04:48.000 --> 00:04:50.000]  開始離棄耶和華
[00:04:50.000 --> 00:04:52.000]  離棄的意思是離開
[00:04:52.000 --> 00:04:54.000]  好了
[00:04:54.000 --> 00:04:56.000]  以色列人行耶和華
[00:04:56.000 --> 00:04:58.000]  眼中捍衛惡的事
[00:04:58.000 --> 00:05:00.000]  什麼惡事?
[00:05:00.000 --> 00:05:02.000]  是不是殺人放火?
[00:05:02.000 --> 00:05:04.000]  這個惡事是耶和華
[00:05:04.000 --> 00:05:06.000]  眼中最不喜歡的一件事
[00:05:06.000 --> 00:05:08.000]  就是去侍奉
[00:05:08.000 --> 00:05:10.000]  侍奉子敬拜
[00:05:10.000 --> 00:05:12.000]  朱巴力
[00:05:12.000 --> 00:05:14.000]  很多個巴力
[00:05:14.000 --> 00:05:16.000]  巴力不是只有一個嗎?
[00:05:16.000 --> 00:05:18.000]  巴力是一個
[00:05:18.000 --> 00:05:20.000]  迦南地的人
[00:05:20.000 --> 00:05:22.000]  像我昨天說的
[00:05:22.000 --> 00:05:24.000]  很多人
[00:05:24.000 --> 00:05:26.000]  很多族人他們沒有殺
[00:05:26.000 --> 00:05:28.000]  繼續在那裡
[00:05:28.000 --> 00:05:30.000]  神很憤怒
[00:05:30.000 --> 00:05:32.000]  他們將會成為你們
[00:05:32.000 --> 00:05:34.000]  臘上的荊棘
[00:05:34.000 --> 00:05:36.000]  和你們的網
[00:05:36.000 --> 00:05:38.000]  朱巴力
[00:05:38.000 --> 00:05:40.000]  他們的神全部叫巴力
[00:05:40.000 --> 00:05:42.000]  巴力的意思是Bael
[00:05:42.000 --> 00:05:44.000]  Bael就是主
[00:05:44.000 --> 00:05:46.000]  是當地迦南的土語
[00:05:46.000 --> 00:05:48.000]  Bael就是他們的主
[00:05:48.000 --> 00:05:50.000]  不同的
[00:05:50.000 --> 00:05:52.000]  不同的
[00:05:52.000 --> 00:05:54.000]  當地的民族
[00:05:54.000 --> 00:05:56.000]  迦南的民族
[00:05:56.000 --> 00:05:58.000]  他們有不同的神
[00:05:58.000 --> 00:06:00.000]  他們都統稱為Bael
[00:06:00.000 --> 00:06:02.000]  離棄了
[00:06:02.000 --> 00:06:04.000]  令他們出埃及地的耶和華
[00:06:04.000 --> 00:06:06.000]  離棄了阿撒
[00:06:06.000 --> 00:06:08.000]  阿撒是離開
[00:06:08.000 --> 00:06:10.000]  不再跟隨
[00:06:10.000 --> 00:06:12.000]  離開
[00:06:12.000 --> 00:06:14.000]  曾經帶領他們
[00:06:14.000 --> 00:06:16.000]  出埃及的耶和華
[00:06:16.000 --> 00:06:18.000]  就是他們獵了的神
[00:06:18.000 --> 00:06:20.000]  去叩拜
[00:06:20.000 --> 00:06:22.000]  叩拜即是說
[00:06:22.000 --> 00:06:24.000]  祈福敬拜別神
[00:06:24.000 --> 00:06:26.000]  周四為獵國的神
[00:06:26.000 --> 00:06:28.000]  結果他們惹禍
[00:06:28.000 --> 00:06:30.000]  惹禍說法老
[00:06:30.000 --> 00:06:32.000]  法老
[00:06:32.000 --> 00:06:34.000]  Kaas
[00:06:34.000 --> 00:06:36.000]  Kaas
[00:06:36.000 --> 00:06:38.000]  讀錯了
[00:06:38.000 --> 00:06:40.000]  Kaas
[00:06:40.000 --> 00:06:42.000]  Kaas
[00:06:42.000 --> 00:06:44.000]  Kaas
[00:06:44.000 --> 00:06:46.000]  去惹禍法老
[00:06:46.000 --> 00:06:48.000]  其實法老在舊約裡面
[00:06:48.000 --> 00:06:50.000]  聖經希伯來文
[00:06:50.000 --> 00:06:52.000]  很多時候都是講鼻子
[00:06:52.000 --> 00:06:54.000]  很生氣
[00:06:54.000 --> 00:06:56.000]  噴氣
[00:06:56.000 --> 00:06:58.000]  這裡用一個字就是表示苦惱動氣
[00:06:58.000 --> 00:07:00.000]  生氣
[00:07:00.000 --> 00:07:02.000]  苦惱
[00:07:02.000 --> 00:07:04.000]  我花這麼多錢
[00:07:04.000 --> 00:07:06.000]  去栽培他兒子
[00:07:06.000 --> 00:07:08.000]  為什麼他現在這樣
[00:07:08.000 --> 00:07:10.000]  吸毒
[00:07:10.000 --> 00:07:12.000]  賭錢
[00:07:12.000 --> 00:07:14.000]  我花這麼多錢栽培他
[00:07:14.000 --> 00:07:16.000]  好苦惱兼生氣
[00:07:16.000 --> 00:07:18.000]  Kaas
[00:07:18.000 --> 00:07:20.000]  這個字是苦惱兼生氣
[00:07:20.000 --> 00:07:22.000]  苦惱兼生氣
[00:07:22.000 --> 00:07:24.000]  就是法老
[00:07:24.000 --> 00:07:26.000]  苦惱就生氣
[00:07:26.000 --> 00:07:28.000]  豈有此理
[00:07:28.000 --> 00:07:30.000]  這麼辛苦
[00:07:30.000 --> 00:07:32.000]  你竟然這樣
[00:07:32.000 --> 00:07:34.000]  惹禍說法老
[00:07:34.000 --> 00:07:36.000]  惹這個字是可以不翻譯的
[00:07:36.000 --> 00:07:38.000]  是特別加上去的
[00:07:38.000 --> 00:07:40.000]  就是他們四位的神
[00:07:40.000 --> 00:07:42.000]  就是四位的朱巴力
[00:07:42.000 --> 00:07:44.000]  於是不用看那個惹字
[00:07:44.000 --> 00:07:46.000]  惹禍說法老
[00:07:46.000 --> 00:07:48.000]  於是神覺得很苦惱
[00:07:48.000 --> 00:07:50.000]  你知道如果惹禍說
[00:07:50.000 --> 00:07:52.000]  苦惱
[00:07:52.000 --> 00:07:54.000]  生氣
[00:07:54.000 --> 00:07:56.000]  我們就慘了
[00:07:56.000 --> 00:07:58.000]  今天跟大家講到這裡
[00:07:58.000 --> 00:08:00.000]  結果是以色列人
[00:08:00.000 --> 00:08:02.000]  惹惹禍說法老
[00:08:02.000 --> 00:08:04.000]  苦惱兼動氣
[00:08:04.000 --> 00:08:06.000]  神就不會就這樣算了
[00:08:06.000 --> 00:08:08.000]  他就會
[00:08:08.000 --> 00:08:10.000]  做事
[00:08:10.000 --> 00:08:12.000]  要小心
[00:08:12.000 --> 00:08:14.000]  在這裡特別要講
[00:08:14.000 --> 00:08:16.000]  我們今代要向你的子女
[00:08:16.000 --> 00:08:18.000]  你的下一代
[00:08:18.000 --> 00:08:20.000]  傳語承
[00:08:20.000 --> 00:08:22.000]  讓他們知道
[00:08:22.000 --> 00:08:24.000]  惹禍曾經在我們身上做過事
[00:08:24.000 --> 00:08:26.000]  你不怕多講自己的經歷
[00:08:26.000 --> 00:08:28.000]  多講自己的經歷
[00:08:28.000 --> 00:08:30.000]  我怎樣經歷神
[00:08:30.000 --> 00:08:32.000]  讓小朋友聽聽
[00:08:32.000 --> 00:08:34.000]  他們都會覺得我們世世代代
[00:08:34.000 --> 00:08:36.000]  都是跟隨我們的神耶和華
[00:08:36.000 --> 00:08:38.000]  我都是信主耶穌
[00:08:38.000 --> 00:08:40.000]  我跟隨耶穌
[00:08:40.000 --> 00:08:42.000]  去傳語承
[00:08:42.000 --> 00:08:44.000]  以色列人在出埃及之後
[00:08:44.000 --> 00:08:46.000]  一直走到這裡
[00:08:46.000 --> 00:08:48.000]  傳承失了
[00:08:48.000 --> 00:08:50.000]  惹惹禍說法老
[00:08:50.000 --> 00:08:52.000]  最糟糕的是
[00:08:52.000 --> 00:08:54.000]  當地人可以做苦工
[00:08:54.000 --> 00:08:56.000]  他們拜神都很有趣
[00:08:56.000 --> 00:08:58.000]  有些美女
[00:08:58.000 --> 00:09:00.000]  有些牛羊留用
[00:09:00.000 --> 00:09:02.000]  這樣就糟糕了
[00:09:02.000 --> 00:09:04.000]  開始成為他們的
[00:09:04.000 --> 00:09:06.000]  往來與荊棘
[00:09:06.000 --> 00:09:08.000]  終於令他們拜了
[00:09:08.000 --> 00:09:10.000]  諸巴力
[00:09:10.000 --> 00:09:12.000]  惹惹禍說法老
[00:09:12.000 --> 00:09:14.000]  是一個警惕
[00:09:14.000 --> 00:09:16.000]  求主幫助我們
[00:09:16.000 --> 00:09:18.000]  看到這個警惕
[00:09:18.000 --> 00:09:20.000]  可能我們沒有傳承
[00:09:20.000 --> 00:09:22.000]  沒有再看神歷世歷代
[00:09:22.000 --> 00:09:24.000]  做了什麼
[00:09:24.000 --> 00:09:26.000]  於是我們的信仰失了
[00:09:26.000 --> 00:09:28.000]  愛對神的愛失了
[00:09:28.000 --> 00:09:30.000]  對神的敬拜與尊重失了
[00:09:30.000 --> 00:09:32.000]  終於我們被荊棘
[00:09:32.000 --> 00:09:34.000]  勒住綁住
[00:09:34.000 --> 00:09:36.000]  痛苦不堪
[00:09:36.000 --> 00:09:38.000]  終於我們被網羅捉到
[00:09:38.000 --> 00:09:40.000]  跌入魔鬼陷阱之中
[00:09:40.000 --> 00:09:42.000]  主求你警惕我們
[00:09:42.000 --> 00:09:44.000]  讓我們更加敏銳
[00:09:44.000 --> 00:09:46.000]  跟隨你
[00:09:46.000 --> 00:09:48.000]  誰聽祈禱奉耶穌基督名字
[00:09:48.000 --> 00:09:49.000]  阿姆
