
[00:00:00.000 --> 00:00:03.300]  我現在就要和你說史詩記了
[00:01:56.200 --> 00:01:58.200]  他寫作的手法
[00:01:58.200 --> 00:02:00.200]  所有大史詩一開始的時候
[00:02:00.200 --> 00:02:04.200]  都是說行饒和眼中害惡的事
[00:02:04.200 --> 00:02:06.200]  都有這句的
[00:02:06.200 --> 00:02:08.200]  接著上帝就懲罰他們
[00:02:08.200 --> 00:02:10.200]  接著上帝興起了史詩
[00:02:10.200 --> 00:02:14.200]  每一個大史詩的介紹之前
[00:02:14.200 --> 00:02:17.200]  都是他們又行饒和眼中害惡的事
[00:02:17.200 --> 00:02:20.200]  而小史詩介紹他們之前
[00:02:20.200 --> 00:02:24.200]  又是某某之後,某某之後有小史詩
[00:02:24.200 --> 00:02:26.200]  某某之後有小史詩,某某之後有小史詩
[00:02:26.200 --> 00:02:28.200]  我希望你明白
[00:02:28.200 --> 00:02:31.200]  如果不明白,你還是要回去看看才看到
[00:02:31.200 --> 00:02:33.200]  我想你看到這個structure
[00:02:33.200 --> 00:02:35.200]  這個structure其實是很精妙的
[00:02:35.200 --> 00:02:38.200]  它有兩個螺旋
[00:02:38.200 --> 00:02:40.200]  有兩個group的史詩
[00:02:40.200 --> 00:02:43.200]  在第一個group裏面,我們叫A班
[00:02:43.200 --> 00:02:46.200]  A班裏面有三個大史詩,一個小史詩
[00:02:46.200 --> 00:02:49.200]  B班裏面有三個大史詩
[00:02:49.200 --> 00:02:52.200]  一、二、三、四、五個小史詩
[00:02:52.200 --> 00:02:55.200]  這個告訴你,A班好還是B班好
[00:02:55.200 --> 00:02:58.200]  當然是A班好,越頭越好
[00:02:58.200 --> 00:03:00.200]  你先聽著我講
[00:03:00.200 --> 00:03:03.200]  你會發現,我們怎知道是有A班和B班呢
[00:03:03.200 --> 00:03:05.200]  因為它說
[00:03:05.200 --> 00:03:09.200]  A是行了饒和眼中害惡的事
[00:03:09.200 --> 00:03:11.200]  接著又行,又行
[00:03:11.200 --> 00:03:13.200]  但去到第六章
[00:03:13.200 --> 00:03:16.200]  那個大史詩的introduction介紹的時候
[00:03:16.200 --> 00:03:18.200]  它不是又行,它是行
[00:03:18.200 --> 00:03:21.200]  它是recept回去起初的formula
[00:03:21.200 --> 00:03:23.200]  我希望你聽得明白
[00:03:23.200 --> 00:03:25.200]  總之就是有兩班
[00:03:25.200 --> 00:03:28.200]  第一班有四個學生,第二班有八個學生
[00:03:28.200 --> 00:03:31.200]  第一班有三個大史詩,一個小史詩
[00:03:31.200 --> 00:03:36.200]  第二班有三個大史詩和五個小史詩
[00:03:36.200 --> 00:03:38.200]  我想你看看這個pattern
[00:03:38.200 --> 00:03:40.200]  這個pattern很有意思
[00:03:40.200 --> 00:03:44.200]  第一個大史詩和第二個大史詩之間有多少個小史詩
[00:03:44.200 --> 00:03:46.200]  是零
[00:03:46.200 --> 00:03:49.200]  零是一個非常重要的數字
[00:03:49.200 --> 00:03:54.200]  第二個大史詩和第三個大史詩之間有多少個小史詩
[00:03:54.200 --> 00:03:56.200]  是一
[00:03:56.200 --> 00:04:00.200]  第四個大史詩是B班的
[00:04:00.200 --> 00:04:05.200]  第四個大史詩和第五個大史詩之間有多少個小史詩
[00:04:05.200 --> 00:04:07.200]  是二
[00:04:07.200 --> 00:04:11.200]  最後兩個大史詩之間有多少個小史詩
[00:04:11.200 --> 00:04:13.200]  是三
[00:04:13.200 --> 00:04:15.200]  即是告訴你甚麼呢
[00:04:15.200 --> 00:04:19.200]  兩個大史詩和另一個大史詩之間的距離越來越遠
[00:04:19.200 --> 00:04:23.200]  兩個是在向下的舵船
[00:04:23.200 --> 00:04:28.200]  這是well established的一個讀史詩記
[00:04:28.200 --> 00:04:32.200]  兩個不斷下降的舵船
[00:04:32.200 --> 00:04:36.200]  接著舵船的下降速率是越來越快
[00:04:36.200 --> 00:04:38.200]  中間的距離越來越大
[00:04:38.200 --> 00:04:40.200]  即是說去到最後那個
[00:04:40.200 --> 00:04:42.200]  留意最後那個是誰
[00:04:42.200 --> 00:04:44.200]  最後那個
[00:04:44.200 --> 00:04:46.200]  最後那個就是參宣
[00:04:46.200 --> 00:04:47.200]  Sampson
[00:04:47.200 --> 00:04:49.200]  那個是最壞的那個
[00:04:49.200 --> 00:04:51.200]  所以不要將他變成英雄
[00:04:51.200 --> 00:04:53.200]  即是狗熊都做不到
[00:04:53.200 --> 00:04:55.200]  他是很差很差
[00:04:55.200 --> 00:04:57.200]  我想你記一記
[00:04:57.200 --> 00:04:59.200]  Sampson是由哪個支派出來的
[00:04:59.200 --> 00:05:00.200]  是蛋
[00:05:00.200 --> 00:05:01.200]  你記住
[00:05:01.200 --> 00:05:02.200]  為甚麼呢
[00:05:02.200 --> 00:05:05.200]  一會兒我們會讀一個關於蛋的故事
[00:05:05.200 --> 00:05:07.200]  我會帶你做一個查驚
[00:05:07.200 --> 00:05:09.200]  你就會看到蛋是多壞
[00:05:09.200 --> 00:05:12.200]  這個不單止是十二個那麼簡單
[00:05:12.200 --> 00:05:14.200]  亦都不單止是大史詩小史詩
[00:05:14.200 --> 00:05:16.200]  有些聖經神學家說
[00:05:16.200 --> 00:05:19.200]  他估計你去看每個史詩
[00:05:19.200 --> 00:05:22.200]  他都有個支派的
[00:05:22.200 --> 00:05:25.200]  而竟然是很有可能
[00:05:25.200 --> 00:05:27.200]  是每一個支派都有個代表
[00:05:27.200 --> 00:05:29.200]  每一個支派都有個代表
[00:05:29.200 --> 00:05:31.200]  因為十二個嘛
[00:05:31.200 --> 00:05:32.200]  當然如果你問我
[00:05:32.200 --> 00:05:34.200]  究竟他當時是否就是十二個史詩呢
[00:05:34.200 --> 00:05:36.200]  當然不是啦
[00:05:36.200 --> 00:05:38.200]  一定多過十二個的
[00:05:38.200 --> 00:05:41.200]  不過他選擇性地選了十二個來說
[00:05:41.200 --> 00:05:44.200]  選擇性地叫六個做大史詩
[00:05:44.200 --> 00:05:47.200]  選擇性地叫六個小史詩
[00:05:47.200 --> 00:05:49.200]  選擇性地幫你這樣砌
[00:05:49.200 --> 00:05:53.200]  告訴你一個屬靈的故事
[00:05:53.200 --> 00:05:56.200]  就是他們不斷向下的舵船
[00:05:56.200 --> 00:05:58.200]  而在這十二個裏面
[00:05:58.200 --> 00:06:00.200]  你要選一個做你的君王
[00:06:00.200 --> 00:06:02.200]  所以我當時
[00:06:02.200 --> 00:06:05.200]  剛剛開始講到的題目
[00:06:05.200 --> 00:06:08.200]  就是認清候選人投票選賢林
[00:06:08.200 --> 00:06:12.200]  你要認清哪個是哪個支派的
[00:06:12.200 --> 00:06:15.200]  才應該是做意識人的王
[00:06:15.200 --> 00:06:18.200]  答案當然是A班裏面第一名
[00:06:18.200 --> 00:06:20.200]  就是猶大的代表
[00:06:20.200 --> 00:06:22.200]  猶大當然就是大衛
[00:06:22.200 --> 00:06:26.200]  你不要以為蘇羅是B班裏面
[00:06:26.200 --> 00:06:27.200]  包尾那個
[00:06:27.200 --> 00:06:30.200]  不是,蘇羅是第二個
[00:06:30.200 --> 00:06:33.200]  專門要和猶大去對比一下
[00:06:33.200 --> 00:06:35.200]  OK,不講這裏了
[00:06:35.200 --> 00:06:37.200]  重要的是你知道
[00:06:37.200 --> 00:06:41.200]  是講整個屬靈的情況
[00:06:41.200 --> 00:06:46.200]  在史詩記的時候急轉直下
[00:06:46.200 --> 00:06:49.200]  史詩記的中心思想是
[00:06:49.200 --> 00:06:50.200]  那班意識人
[00:06:50.200 --> 00:06:51.200]  你記得那時候
[00:06:51.200 --> 00:06:54.200]  你如果再記得約書亞走的時候
[00:06:54.200 --> 00:06:55.200]  至於我的王家
[00:06:55.200 --> 00:06:56.200]  我必卜是耶和華
[00:06:56.200 --> 00:06:57.200]  你們呢?
[00:06:57.200 --> 00:06:58.200]  這個是他的挑戰
[00:06:58.200 --> 00:07:00.200]  是約書亞記最終的挑戰
[00:07:00.200 --> 00:07:02.200]  你們呢?
[00:07:02.200 --> 00:07:04.200]  我們都會的
[00:07:04.200 --> 00:07:05.200]  你去到史詩記
[00:07:05.200 --> 00:07:08.200]  他們不會的
[00:07:08.200 --> 00:07:10.200]  很多人害怕的
[00:07:10.200 --> 00:07:11.200]  完全不會
[00:07:11.200 --> 00:07:12.200]  他們會做什麼呢?
[00:07:12.200 --> 00:07:15.200]  他們會做自己眼中捍衛隊的事
[00:07:15.200 --> 00:07:16.200]  他們自己眼中捍衛隊的事
[00:07:16.200 --> 00:07:18.200]  在堯眼中捍衛惡的事
[00:07:18.200 --> 00:07:20.200]  Right in their own eyes
[00:07:20.200 --> 00:07:22.200]  Evil in the sight of God
[00:07:22.200 --> 00:07:24.200]  接著在史詩記的最後
[00:07:24.200 --> 00:07:26.200]  有四次軍王的呼喊
[00:07:26.200 --> 00:07:29.200]  意識人國中沒有王
[00:07:29.200 --> 00:07:31.200]  意識人國中沒有王
[00:07:31.200 --> 00:07:33.200]  那人做自己眼中捍衛惡的事
[00:07:33.200 --> 00:07:35.200]  意思是什麼?
[00:07:35.200 --> 00:07:37.200]  我們需要一個皇帝
[00:07:37.200 --> 00:07:40.200]  讓我們不再做自己眼中捍衛隊的事
[00:07:40.200 --> 00:07:42.200]  當然不是意識人中沒有王
[00:07:42.200 --> 00:07:45.200]  因為當時已經有掃羅王
[00:07:45.200 --> 00:07:47.200]  只不過掃羅不是一個好皇帝
[00:07:47.200 --> 00:07:50.200]  我們需要大衛去做我們的皇帝
[00:07:50.200 --> 00:07:51.200]  OK
[00:07:51.200 --> 00:07:52.200]  好
[00:07:52.200 --> 00:07:54.200]  最後我想用大概三十分鐘
[00:07:54.200 --> 00:07:57.200]  跟大家做一個 Bible study
[00:07:57.200 --> 00:08:00.200]  這個是我在史詩記裡面
[00:08:00.200 --> 00:08:02.200]  最喜歡的故事
[00:08:02.200 --> 00:08:05.200]  但也是最可怕的故事
[00:08:05.200 --> 00:08:07.200]  最恐怖的故事
[00:08:07.200 --> 00:08:11.200]  這個故事就是史詩記十七章至十八章
[00:08:11.200 --> 00:08:12.200]  很長的聖經書
[00:08:12.200 --> 00:08:14.200]  我就不會跟你讀
[00:08:14.200 --> 00:08:16.200]  總之我們讀到的故事
[00:08:16.200 --> 00:08:19.200]  你慢慢就可以理解到故事
[00:08:19.200 --> 00:08:22.200]  故事的題目叫做
[00:08:22.200 --> 00:08:27.200]  偶像工廠盜賊之家
[00:08:27.200 --> 00:08:30.200]  我如果跟你說史詩記的文學結構
[00:08:30.200 --> 00:08:32.200]  其實是很簡單的
[00:08:32.200 --> 00:08:35.200]  史詩記的文學結構是有三個部份
[00:08:35.200 --> 00:08:37.200]  第一個部份是概論
[00:08:37.200 --> 00:08:38.200]  introduction
[00:08:38.200 --> 00:08:42.200]  第二個部份叫主體
[00:08:42.200 --> 00:08:43.200]  body
[00:08:43.200 --> 00:08:46.200]  第三個部份就是結論
[00:08:46.200 --> 00:08:47.200]  conclusion
[00:08:47.200 --> 00:08:48.200]  introduction
[00:08:48.200 --> 00:08:49.200]  body
[00:08:49.200 --> 00:08:51.200]  conclusion
[00:08:51.200 --> 00:08:54.200]  而每個部份都是打馬賞
[00:08:54.200 --> 00:08:55.200]  是雙胞胎
[00:08:55.200 --> 00:08:58.200]  在第一個導論
[00:08:58.200 --> 00:09:01.200]  在introduction裡面是有講兩個層次的失敗
[00:09:01.200 --> 00:09:03.200]  意識形兩個層次的失敗
[00:09:03.200 --> 00:09:05.200]  哪兩個層次呢
[00:09:05.200 --> 00:09:07.200]  就是軍事上的失敗
[00:09:07.200 --> 00:09:09.200]  以及屬靈上的失敗
[00:09:09.200 --> 00:09:12.200]  如果你回看史詩記第一第二章
[00:09:12.200 --> 00:09:13.200]  你就會看到
[00:09:13.200 --> 00:09:15.200]  這個是introduction
[00:09:15.200 --> 00:09:17.200]  接著就是body
[00:09:17.200 --> 00:09:18.200]  body是什麼呢
[00:09:18.200 --> 00:09:19.200]  剛才我們看的那些
[00:09:19.200 --> 00:09:23.200]  十二個史詩
[00:09:23.200 --> 00:09:27.200]  兩個下降的舵船
[00:09:27.200 --> 00:09:29.200]  當中有六個大史詩
[00:09:29.200 --> 00:09:31.200]  和六個小史詩
[00:09:31.200 --> 00:09:32.200]  兩個
[00:09:32.200 --> 00:09:34.200]  所以所有都是打馬賞
[00:09:34.200 --> 00:09:36.200]  兩個下降的舵船
[00:09:36.200 --> 00:09:38.200]  兩個不同層次的失敗
[00:09:38.200 --> 00:09:41.200]  最後兩個無王的呼喊
[00:09:41.200 --> 00:09:43.200]  兩個無王的呼喊
[00:09:43.200 --> 00:09:45.200]  意識形國中沒有王
[00:09:45.200 --> 00:09:47.200]  各人做自己眼中看為對的事
[00:09:47.200 --> 00:09:49.200]  但其實意識形國中沒有王
[00:09:49.200 --> 00:09:50.200]  就有四次的
[00:09:50.200 --> 00:09:54.200]  不過各人自己做眼中看為對的事
[00:09:54.200 --> 00:09:55.200]  就是只有兩次的
[00:09:55.200 --> 00:09:57.200]  所以我們叫它
[00:09:57.200 --> 00:09:58.200]  最後結束的時候
[00:09:58.200 --> 00:10:01.200]  有兩個無王的呼喊
[00:10:01.200 --> 00:10:06.200]  如果你去看整個故事
[00:10:06.200 --> 00:10:07.200]  你可以說
[00:10:07.200 --> 00:10:12.200]  它是由黃羽變成紅羽
[00:10:12.200 --> 00:10:15.200]  最後變成黑羽
[00:10:15.200 --> 00:10:16.200]  明白嗎
[00:10:16.200 --> 00:10:18.200]  開波的時候已經很不好了
[00:10:18.200 --> 00:10:20.200]  已經軍事上的失敗
[00:10:20.200 --> 00:10:21.200]  跟著屬靈上的失敗
[00:10:21.200 --> 00:10:24.200]  跟著兩個舵船下降
[00:10:24.200 --> 00:10:25.200]  十二個史詩不斷下降
[00:10:25.200 --> 00:10:27.200]  下降到最後
[00:10:27.200 --> 00:10:29.200]  總結的時候
[00:10:29.200 --> 00:10:31.200]  是黑羽的時代
[00:10:31.200 --> 00:10:33.200]  兩個無王的呼喊
[00:10:33.200 --> 00:10:35.200]  如果你看整個故事的流程
[00:10:35.200 --> 00:10:36.200]  一開波的時候
[00:10:36.200 --> 00:10:38.200]  是說很多外患
[00:10:38.200 --> 00:10:39.200]  就是說每個史詩
[00:10:39.200 --> 00:10:41.200]  史詩做什麼的
[00:10:41.200 --> 00:10:42.200]  史詩不是牧師
[00:10:42.200 --> 00:10:44.200]  史詩是打仗的
[00:10:44.200 --> 00:10:46.200]  經常都說他們有外邦人去打他們
[00:10:46.200 --> 00:10:47.200]  於是被人欺壓
[00:10:47.200 --> 00:10:49.200]  於是他們迴轉
[00:10:49.200 --> 00:10:50.200]  上帝呀救我們呀救我們呀
[00:10:50.200 --> 00:10:53.200]  於是上帝興起那十二個史詩去打仗
[00:10:53.200 --> 00:10:54.200]  開波的時候
[00:10:54.200 --> 00:10:55.200]  由第一章
[00:10:55.200 --> 00:10:57.200]  即是由前面第一部份
[00:10:57.200 --> 00:10:58.200]  去到第二部份
[00:10:58.200 --> 00:10:59.200]  一直數下去
[00:10:59.200 --> 00:11:00.200]  去到參選
[00:11:00.200 --> 00:11:02.200]  都是說外患的
[00:11:02.200 --> 00:11:06.200]  最後那部份是沒有史詩的
[00:11:06.200 --> 00:11:08.200]  最後那部份就是我們今天要看的
[00:11:08.200 --> 00:11:10.200]  十七章去到二十一章
[00:11:10.200 --> 00:11:11.200]  是沒有史詩的
[00:11:11.200 --> 00:11:14.200]  最後那部份有兩個故事
[00:11:14.200 --> 00:11:16.200]  兩個沒有史詩的故事
[00:11:16.200 --> 00:11:18.200]  但是兩個有什麼
[00:11:18.200 --> 00:11:20.200]  利美人的故事
[00:11:20.200 --> 00:11:22.200]  利美人是做什麼的
[00:11:22.200 --> 00:11:24.200]  祭司
[00:11:24.200 --> 00:11:25.200]  祭司
[00:11:25.200 --> 00:11:27.200]  所以最後那兩個故事
[00:11:27.200 --> 00:11:29.200]  那兩個大故事
[00:11:29.200 --> 00:11:30.200]  才令人害怕
[00:11:30.200 --> 00:11:31.200]  內憂
[00:11:31.200 --> 00:11:33.200]  原來外患就打不死他們
[00:11:33.200 --> 00:11:34.200]  他們內憂
[00:11:34.200 --> 00:11:36.200]  他們的internal corruption
[00:11:36.200 --> 00:11:42.200]  以色列人自己內裡那種離開神
[00:11:42.200 --> 00:11:44.200]  或者去拜偶像那些
[00:11:44.200 --> 00:11:45.200]  就害死他們
[00:11:45.200 --> 00:11:47.200]  所以不是外患是內憂
[00:11:47.200 --> 00:11:48.200]  剛才我跟你說
[00:11:48.200 --> 00:11:49.200]  今天教會一樣
[00:11:49.200 --> 00:11:53.200]  不是外患是內憂
[00:11:53.200 --> 00:11:57.200]  不要怕什麼我們的政治什麼鬼
[00:11:57.200 --> 00:11:58.200]  不用怕的
[00:11:58.200 --> 00:12:00.200]  永遠都是我們internal的問題
[00:12:00.200 --> 00:12:01.200]  如果教會健康
[00:12:01.200 --> 00:12:03.200]  我們沒有怕
[00:12:03.200 --> 00:12:06.200]  但是如果我們教會不行
[00:12:06.200 --> 00:12:07.200]  世界多好
[00:12:07.200 --> 00:12:09.200]  你也是不行
[00:12:09.200 --> 00:12:10.200]  你也是不行
[00:12:10.200 --> 00:12:12.200]  這個其實是
[00:12:12.200 --> 00:12:13.200]  史詩記
[00:12:13.200 --> 00:12:15.200]  由舊約去到新約的故事
[00:12:15.200 --> 00:12:16.200]  我再說一件事給你們知道
[00:12:16.200 --> 00:12:19.200]  我們很快就說了
[00:12:19.200 --> 00:12:21.200]  如果你要看第一部分
[00:12:21.200 --> 00:12:22.200]  introduction
[00:12:22.200 --> 00:12:23.200]  開播的時候
[00:12:23.200 --> 00:12:26.200]  他一開始就說約書後死後
[00:12:26.200 --> 00:12:28.200]  約書後死後
[00:12:28.200 --> 00:12:29.200]  OK
[00:12:29.200 --> 00:12:31.200]  今天我要和你看一個故事
[00:12:31.200 --> 00:12:33.200]  是講一個年輕的利美人
[00:12:33.200 --> 00:12:35.200]  在那個故事的最終
[00:12:35.200 --> 00:12:37.200]  我們發現這個年輕的利美人
[00:12:37.200 --> 00:12:38.200]  是誰呢
[00:12:38.200 --> 00:12:40.200]  是摩西的孫子
[00:12:40.200 --> 00:12:42.200]  摩西的孫子
[00:12:42.200 --> 00:12:43.200]  OK
[00:12:43.200 --> 00:12:46.200]  開播的時候約書後死後
[00:12:46.200 --> 00:12:47.200]  假設約書後有個兒子
[00:12:47.200 --> 00:12:49.200]  第一個時代一開播
[00:12:49.200 --> 00:12:51.200]  就是約書後的兒子的時候
[00:12:51.200 --> 00:12:53.200]  結束的時候是什麼呢
[00:12:53.200 --> 00:12:54.200]  摩西的孫子
[00:12:54.200 --> 00:12:56.200]  我想問你約書後的兒子
[00:12:56.200 --> 00:12:59.200]  和摩西的孫子
[00:12:59.200 --> 00:13:01.200]  有什麼關係
[00:13:01.200 --> 00:13:03.200]  同代
[00:13:03.200 --> 00:13:07.200]  約書後是摩西的第二代
[00:13:07.200 --> 00:13:10.200]  約書後的兒子
[00:13:10.200 --> 00:13:13.200]  就等於摩西的孫子同一代
[00:13:13.200 --> 00:13:17.200]  講了這麼大的史詩記
[00:13:17.200 --> 00:13:19.200]  二十一章聖經之後
[00:13:19.200 --> 00:13:21.200]  如果你就這樣看
[00:13:21.200 --> 00:13:23.200]  你不懂舊約歷史
[00:13:23.200 --> 00:13:24.200]  你就這樣看
[00:13:24.200 --> 00:13:25.200]  你以為
[00:13:25.200 --> 00:13:26.200]  如果我告訴你
[00:13:26.200 --> 00:13:28.200]  史詩記在猶太人的歷史裡面
[00:13:28.200 --> 00:13:30.200]  是大概三百多年
[00:13:30.200 --> 00:13:31.200]  三百多年
[00:13:31.200 --> 00:13:33.200]  你會以為一開播的時候
[00:13:33.200 --> 00:13:34.200]  就是約書後死後
[00:13:34.200 --> 00:13:41.200]  不斷重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆,重覆
[00:13:41.200 --> 00:13:43.200]  但是你看到最後那個部分的時候
[00:13:43.200 --> 00:13:46.200]  原來摩西的孫子
[00:13:46.200 --> 00:13:47.200]  約書後死的時候
[00:13:47.200 --> 00:13:50.200]  其實他是同一個時代
[00:13:50.200 --> 00:13:51.200]  是吧
[00:13:51.200 --> 00:14:04.200]  我告訴你什麼,原來從頭到尾都是在下黑雨,起坡開坡的時候已經不是黃雨了,約書後一死,你記得約書後的挑戰嗎?至於我和我家,我必視同仁,你行不行?
[00:14:04.200 --> 00:14:07.200]  他們說行行行,其實約書後都知道他們不行了
[00:14:07.200 --> 00:14:11.200]  約書後一死,下什麼雨呢?黑雨
[00:14:11.200 --> 00:14:14.200]  我意思是說,當你看這些舊約書信的時候
[00:14:14.200 --> 00:14:16.200]  你會發現他不是在跟你寫歷史
[00:14:16.200 --> 00:14:20.200]  他其實在寫一個文學,很精緻,精彪細緻的文學作品
[00:14:20.200 --> 00:14:24.200]  而這個文學作品是講述一些屬靈的故事
[00:14:24.200 --> 00:14:30.200]  這個故事是告訴你史詩的時代是一個很大的黑雨的時代
[00:14:30.200 --> 00:14:32.200]  突然害怕到嚇死你了
[00:14:32.200 --> 00:14:37.200]  我們現在就要進入最後的總結裡面
[00:14:37.200 --> 00:14:38.200]  我和你說有兩個故事
[00:14:38.200 --> 00:14:43.200]  兩個和利美有關的故事
[00:14:43.200 --> 00:14:45.200]  最後那個故事我相信大家都記得的
[00:14:45.200 --> 00:14:49.200]  那個利美人的妻妾被人斬件
[00:14:49.200 --> 00:14:54.200]  其實不是被人斬,而是被她老公斬
[00:14:54.200 --> 00:14:57.200]  那個故事很出名的故事
[00:14:57.200 --> 00:15:00.200]  因為大家都覺得很暴力
[00:15:00.200 --> 00:15:04.200]  所以我覺得最後那個真是低潮了
[00:15:04.200 --> 00:15:08.200]  但我告訴你,我現在想和你看這個故事是完全不暴力的
[00:15:08.200 --> 00:15:11.200]  但這個故事,其實我讀的時候
[00:15:11.200 --> 00:15:14.200]  我覺得比最後那個故事更加可怕
[00:15:14.200 --> 00:15:19.200]  我覺得這個就是整個史詩記的高潮或者是低潮
[00:15:19.200 --> 00:15:21.200]  我想和你一起去看這個故事
[00:15:21.200 --> 00:15:26.200]  首先我會講史詩記第十七、第十八章
[00:15:26.200 --> 00:15:30.200]  其實我記得很久之前我去預備那篇導的時候
[00:15:30.200 --> 00:15:35.200]  都是坐在那裡看了這兩章聖經看了很多次
[00:15:35.200 --> 00:15:37.200]  想了很久,究竟怎樣去組織呢
[00:15:37.200 --> 00:15:40.200]  然後我發現原來這兩章聖經
[00:15:40.200 --> 00:15:44.200]  可以用一個舞台劇的形式去演出
[00:15:44.200 --> 00:15:47.200]  這個舞台劇特別的地方就是
[00:15:47.200 --> 00:15:51.200]  它總共有五幕
[00:15:51.200 --> 00:15:56.200]  而每一幕都是發生在米家的家裡
[00:15:56.200 --> 00:15:59.200]  in the house of Micah
[00:15:59.200 --> 00:16:03.200]  每一幕都是在米家的地方
[00:16:03.200 --> 00:16:05.200]  一定我們會讀到米家這個人
[00:16:05.200 --> 00:16:10.200]  在米家這裡有五幕,而一幕是比一幕差
[00:16:10.200 --> 00:16:14.200]  是盤旋下降,一幕比一幕慘
[00:16:14.200 --> 00:16:17.200]  我現在先和你說了五幕的題目
[00:16:17.200 --> 00:16:21.200]  然後再和你看五幕裡面每一幕發生什麼事
[00:16:21.200 --> 00:16:24.200]  第一幕,在米家的屋子裡
[00:16:24.200 --> 00:16:29.200]  家庭偶像雕刻著城
[00:16:29.200 --> 00:16:31.200]  家庭偶像雕刻著城
[00:16:31.200 --> 00:16:37.200]  第二幕,在米家的屋子裡建立神殿安立兒子
[00:16:37.200 --> 00:16:44.200]  第三幕,在米家的屋子裡利美少年承接祭司
[00:16:44.200 --> 00:16:49.200]  第四幕,在米家的屋子裡被彈發現
[00:16:49.200 --> 00:16:56.200]  這個年輕的利美少年被彈指派發現身價急升
[00:16:56.200 --> 00:17:00.200]  最後,在米家的屋子裡神殿遷移
[00:17:00.200 --> 00:17:02.200]  叛亂擴大
[00:17:02.200 --> 00:17:06.200]  你說你說什麼?我現在逐幕逐幕去幫你們看
[00:17:06.200 --> 00:17:07.200]  就會看到了
[00:17:07.200 --> 00:17:10.200]  還有一件事就是在二三三四之間
[00:17:10.200 --> 00:17:13.200]  加了兩個君王的呼喊
[00:17:13.200 --> 00:17:17.200]  以色人中沒有王的呼喊
[00:17:17.200 --> 00:17:20.200]  因為整個在米家屋子裡的故事
[00:17:20.200 --> 00:17:23.200]  是一個很得人驚的故事
