
[00:00:00.000 --> 00:00:03.580]  各位弟兄姊妹,早晨,新年快樂
[00:02:36.160 --> 00:02:38.220]  很多時候我都講
[00:02:38.220 --> 00:02:40.780]  浪子回頭的比喻
[00:02:40.780 --> 00:02:43.600]  因為耶穌的愛
[00:02:43.600 --> 00:02:48.200]  就是這個慈愛父親的愛
[00:02:48.200 --> 00:02:52.300]  今天我都想講一個故事
[00:02:53.060 --> 00:02:56.900]  十個童女的故事
[00:02:56.900 --> 00:03:00.740]  這個故事為什麼這麼出色呢?
[00:03:00.740 --> 00:03:04.840]  因為它令我們想很多事情
[00:03:04.840 --> 00:03:08.940]  這十個童女
[00:03:08.940 --> 00:03:11.760]  在等
[00:03:11.760 --> 00:03:13.540]  等什麼?
[00:03:13.540 --> 00:03:16.620]  等新郎哥出現
[00:03:16.620 --> 00:03:20.960]  猶太人的習慣很特別
[00:03:21.740 --> 00:03:24.560]  不是新娘最重要
[00:03:24.560 --> 00:03:30.960]  我們中國人結婚,每個人都說你去婚禮,我看看新娘有多漂亮
[00:03:30.960 --> 00:03:33.780]  其實你認識的新娘
[00:03:33.780 --> 00:03:37.620]  那天是特別漂亮
[00:03:37.620 --> 00:03:40.940]  有一次我在教會主持婚禮
[00:03:40.940 --> 00:03:43.760]  見到新娘
[00:03:43.760 --> 00:03:46.820]  其實我跟她很熟,見她在教會很久
[00:03:46.820 --> 00:03:48.620]  我都忍不住說
[00:03:48.620 --> 00:03:50.660]  原來你這麼漂亮
[00:03:50.920 --> 00:03:52.700]  可能我說錯話
[00:03:52.700 --> 00:03:55.520]  她說牧師姐你說我以前不漂亮
[00:03:55.520 --> 00:03:57.060]  今天才漂亮
[00:03:57.060 --> 00:03:59.620]  因為新娘就是那天
[00:03:59.620 --> 00:04:02.180]  穿最漂亮的婚紗
[00:04:02.180 --> 00:04:05.760]  化妝化得最漂亮,髮型最漂亮
[00:04:05.760 --> 00:04:09.600]  總之以最漂亮的面貌見人
[00:04:09.600 --> 00:04:13.180]  但是猶太人
[00:04:13.180 --> 00:04:17.540]  是新郎哥更加重要
[00:04:20.620 --> 00:04:22.660]  我覺得這個故事
[00:04:22.660 --> 00:04:25.220]  令你想很多事情
[00:04:25.220 --> 00:04:27.020]  其實
[00:04:27.020 --> 00:04:29.320]  你要問很多問題
[00:04:29.320 --> 00:04:32.640]  我今天都想問大家幾個問題
[00:04:32.640 --> 00:04:34.440]  第一
[00:04:34.440 --> 00:04:37.000]  新郎哥是誰?
[00:04:37.000 --> 00:04:42.640]  他們在等新郎哥
[00:04:42.640 --> 00:04:45.700]  請問你有沒有等?
[00:04:45.700 --> 00:04:50.320]  你知不知道新郎哥是誰?
[00:04:51.340 --> 00:04:52.880]  就是主耶穌
[00:04:52.880 --> 00:04:57.240]  主耶穌就是主角
[00:04:57.240 --> 00:04:59.520]  我們等什麼?
[00:04:59.520 --> 00:05:01.320]  等耶穌回來
[00:05:01.320 --> 00:05:04.660]  大家都是基督徒
[00:05:04.660 --> 00:05:09.260]  知道耶穌有一天會在空中降臨
[00:05:09.260 --> 00:05:13.100]  我們等了二千年
[00:05:13.100 --> 00:05:14.640]  祂還沒回來
[00:05:14.640 --> 00:05:17.200]  好像那十個童女一樣
[00:05:17.200 --> 00:05:20.520]  等到晚上都睡著了
[00:05:20.780 --> 00:05:22.280]  突然有人說
[00:05:22.280 --> 00:05:25.640]  新郎哥來了,全部就起來
[00:05:25.640 --> 00:05:28.720]  立刻去迎接
[00:05:28.720 --> 00:05:32.300]  迎接因為天黑
[00:05:32.300 --> 00:05:35.120]  還要點燈
[00:05:35.120 --> 00:05:39.980]  於是這個故事最關鍵的地方就出現了
[00:05:39.980 --> 00:05:42.280]  點燈
[00:05:42.280 --> 00:05:44.320]  是油燈
[00:05:44.320 --> 00:05:47.400]  一十個童女
[00:05:47.400 --> 00:05:49.960]  分了兩批
[00:05:50.780 --> 00:05:55.140]  聖經說有五個是聰明的
[00:05:55.140 --> 00:05:59.220]  有五個是比較蠢的
[00:05:59.220 --> 00:06:02.300]  我又要問大家
[00:06:02.300 --> 00:06:07.380]  你是聰明的還是蠢的呢?
[00:06:07.380 --> 00:06:12.440]  這樣都要問,我當然是聰明的
[00:06:12.440 --> 00:06:15.520]  但是聖經說
[00:06:15.520 --> 00:06:19.120]  比率是一半一半
[00:06:20.620 --> 00:06:23.380]  有一半是聰明
[00:06:23.380 --> 00:06:25.640]  但是很可惜
[00:06:25.640 --> 00:06:30.020]  有另外一半是愚蠢
[00:06:30.020 --> 00:06:33.620]  你們分兩邊坐
[00:06:33.620 --> 00:06:37.520]  我只是舉例
[00:06:37.520 --> 00:06:41.300]  我當余牧師那邊是聰明的
[00:06:41.300 --> 00:06:43.440]  因為牧師領主
[00:06:43.440 --> 00:06:47.540]  這邊沒有那麼聰明
[00:06:47.540 --> 00:06:49.980]  一半
[00:06:50.640 --> 00:06:52.640]  就是一半人聰明
[00:06:52.640 --> 00:06:55.180]  一半人蠢
[00:06:55.180 --> 00:06:57.600]  都挺可怕的
[00:06:57.600 --> 00:07:01.280]  為什麼他們是蠢呢?
[00:07:01.280 --> 00:07:06.320]  就是燈裡面沒有油
[00:07:06.320 --> 00:07:09.460]  沒有預備好油
[00:07:09.460 --> 00:07:15.360]  我記起我小時候
[00:07:15.360 --> 00:07:17.900]  很喜歡唱一首歌
[00:07:17.900 --> 00:07:20.080]  就是《我的燈》
[00:07:20.480 --> 00:07:22.140]  《需要油》
[00:07:22.140 --> 00:07:24.800]  《PowerPoint》就打了出來
[00:07:24.800 --> 00:07:27.580]  我想請詩琴幫你先彈一次
[00:07:27.580 --> 00:07:29.160]  然後我們一起來唱
[00:07:29.160 --> 00:07:31.240]  我不知道你是否年青
[00:07:31.240 --> 00:07:34.160]  我們都曾經年青過
[00:07:34.160 --> 00:07:36.380]  余牧師都曾經年青過
[00:07:36.380 --> 00:07:41.520]  我就早五十年前已經開始教會
[00:07:41.520 --> 00:07:44.560]  那些少年團契唱這首歌了
[00:07:44.560 --> 00:07:48.400]  你們可能二十年前、三十年前都唱
[00:07:48.400 --> 00:07:50.640]  請詩琴幫我們彈一次
[00:08:18.400 --> 00:08:41.760]  ,很容易,我們一起唱,懂得唱的唱大聲一點,不懂得唱的一學就懂得唱了,好,預備起!
[00:08:48.400 --> 00:08:54.220]  是我燈永遠發亮堂
[00:08:54.220 --> 00:09:00.420]  我的燈需要氧吸諸上池下
[00:09:00.420 --> 00:09:07.000]  是我燈發光導轉作旺
[00:09:07.000 --> 00:09:20.460]  昌和散啦,昌和散啦,昌和散啦,茂茂黃金黃
[00:09:20.460 --> 00:09:33.440]  昌和散啦,昌和散啦,昌和散啦,漢娥娥
[00:09:33.440 --> 00:09:38.720]  讓我們都做聰明那批同類就沒有一半一半
[00:09:38.720 --> 00:09:41.420]  我們百分之百都是聰明的
[00:09:41.420 --> 00:09:44.060]  因為我們的燈裡面有油
[00:09:44.060 --> 00:09:48.680]  我們的燈為什麼需要油呢?
[00:09:48.680 --> 00:09:54.720]  我們就要明白在以色列當時的鄉村裡面
[00:09:54.720 --> 00:09:59.320]  他們用的是哪一種油燈
[00:09:59.320 --> 00:10:03.880]  我特意帶了一盞油燈來
[00:10:03.880 --> 00:10:07.800]  這盞油燈就是我去以色列的時候
[00:10:07.800 --> 00:10:12.400]  去拿撒勒,就是耶穌長大的地方
[00:10:12.400 --> 00:10:17.360]  就參觀一個拿撒勒村
[00:10:17.360 --> 00:10:25.160]  他就將那條村佈置到耶穌當年的光景
[00:10:25.160 --> 00:10:30.080]  就看到很多東西,有橄欖樹
[00:10:30.080 --> 00:10:39.120]  還有拿橄欖油的壓榨,是怎樣壓榨橄欖油
[00:10:39.120 --> 00:10:41.760]  又養羊,是怎樣養
[00:10:41.760 --> 00:10:47.720]  有些人就穿了牧羊人的衣服
[00:10:47.720 --> 00:10:53.600]  臨走呢,因為你要買門票進去
[00:10:53.600 --> 00:10:57.840]  每人送一盞這樣的燈
[00:10:57.840 --> 00:11:01.200]  所以你看到這盞燈很淺的
[00:11:01.200 --> 00:11:03.440]  這裡有一條燈芯
[00:11:03.440 --> 00:11:07.440]  你點燃它,這裡就裝油
[00:11:07.440 --> 00:11:10.360]  因為裝得多少很少
[00:11:10.360 --> 00:11:15.160]  所以一會兒就用完油
[00:11:15.160 --> 00:11:20.480]  如果你沒有預備後備油
[00:11:20.480 --> 00:11:24.320]  很快燈就熄了
[00:11:24.320 --> 00:11:26.840]  另外有個解釋
[00:11:26.840 --> 00:11:32.520]  因為當時的鄉村是很黑,晚上黑
[00:11:32.520 --> 00:11:36.080]  所以他們點的不是這盞燈
[00:11:36.080 --> 00:11:41.120]  燈在希臘文裡面都可以解作火把
[00:11:41.120 --> 00:11:45.560]  一個火把,那些光就強一點
[00:11:45.560 --> 00:11:49.200]  那些木啊,那些柴啊
[00:11:49.200 --> 00:11:52.000]  一樣是淋一點油下去
[00:11:52.000 --> 00:11:55.920]  那火把才點得著
[00:11:55.920 --> 00:11:58.600]  所以無論你是當
[00:11:58.600 --> 00:12:03.040]  這種普通人家的燈或者是火把都好
[00:12:03.040 --> 00:12:07.080]  油是必須要預備的
[00:12:07.080 --> 00:12:16.680]  因為新郎哥原來是要探全村裡面每一家人
[00:12:16.680 --> 00:12:19.760]  如果那條村有很多房子
[00:12:19.760 --> 00:12:25.240]  他就逐家逐戶去所謂「串門子」
[00:12:25.240 --> 00:12:28.440]  去跟人打招呼
[00:12:28.440 --> 00:12:31.760]  那些人就說「哎呀,恭喜新郎哥啊」
[00:12:31.760 --> 00:12:33.680]  請他吃點東西
[00:12:33.680 --> 00:12:36.280]  所以每家都坐一下
[00:12:36.280 --> 00:12:38.960]  所以不知道搞多久
[00:12:38.960 --> 00:12:43.000]  最後才去新娘的家
[00:12:43.000 --> 00:12:47.320]  接新娘去婚宴
[00:12:47.320 --> 00:12:52.400]  去擺酒的地方開始飲宴
[00:12:52.400 --> 00:12:54.760]  所以搞了很久
[00:12:54.760 --> 00:12:59.480]  那十個同類就等到睡覺
[00:12:59.480 --> 00:13:02.400]  突然有人說「新郎哥來啦」
[00:13:02.400 --> 00:13:04.400]  就全部起來
[00:13:04.400 --> 00:13:06.560]  誰知那些愚蠢的就發覺
[00:13:06.560 --> 00:13:10.080]  哎呀,糟糕了,原來我沒有帶油
[00:13:10.080 --> 00:13:12.560]  那盞燈很快就熄滅了
[00:13:12.560 --> 00:13:16.600]  所以他就問那些有油的
[00:13:16.600 --> 00:13:21.080]  「你可不可以借點油給我啊」
[00:13:21.080 --> 00:13:24.720]  有什麼可以借的嗎?
[00:13:24.720 --> 00:13:27.520]  如果我未信耶穌
[00:13:27.520 --> 00:13:30.360]  我將來回到天堂
[00:13:30.360 --> 00:13:34.400]  我假設給得起天堂守門口
[00:13:34.400 --> 00:13:37.880]  他就問「你憑什麼進來天堂?」
[00:13:37.880 --> 00:13:40.480]  「我是華僑基督教會的會友」
[00:13:40.480 --> 00:13:42.320]  「余牧師幫我浸的」
[00:13:42.320 --> 00:13:44.880]  「哎,我進得了天堂」
[00:13:44.880 --> 00:13:46.320]  彼得說「我不認識你」
[00:13:46.320 --> 00:13:50.480]  「你到底有沒有信耶穌的」
[00:13:50.480 --> 00:13:54.480]  你要接受耶穌做救主
[00:13:54.480 --> 00:13:57.800]  你要重生得救
[00:13:57.800 --> 00:14:00.960]  你才能進得天堂
[00:14:00.960 --> 00:14:07.520]  所以聰明的就預備訂油
[00:14:07.520 --> 00:14:12.720]  所以那盞燈時時發光、有光
[00:14:12.720 --> 00:14:17.400]  所以我就要問幾個問題
[00:14:17.400 --> 00:14:22.280]  請問什麼是油呢?
[00:14:22.280 --> 00:14:26.920]  你今天有沒有油呢?
[00:14:26.920 --> 00:14:32.080]  那盞燈是不是時時都亮呢?
[00:14:32.080 --> 00:14:37.800]  上個星期紐西蘭的所有教會
[00:14:37.800 --> 00:14:42.280]  大部份西人教會就舉行「Open Heaven」
[00:14:42.280 --> 00:14:44.080]  可能大家聽過
[00:14:44.080 --> 00:14:45.960]  就在Avena那裏
[00:14:45.960 --> 00:14:47.880]  一個大的體育館
[00:14:47.880 --> 00:14:50.520]  有萬幾人去的
[00:14:50.520 --> 00:14:53.400]  以前我和師母都去過
[00:14:53.400 --> 00:14:54.480]  不過現在年紀大
[00:14:54.480 --> 00:14:56.440]  而且很難泊車
[00:14:56.440 --> 00:15:01.640]  Shine TV有現場轉播
[00:15:01.640 --> 00:15:03.880]  7時半開始
[00:15:03.880 --> 00:15:06.840]  坐在家裏看電視
[00:15:06.840 --> 00:15:08.800]  我們都很感動
[00:15:08.800 --> 00:15:11.640]  真的有萬幾人
[00:15:11.640 --> 00:15:14.160]  就在Avena那裏
[00:15:14.160 --> 00:15:17.360]  很多年輕人就去前面
[00:15:17.360 --> 00:15:20.560]  一邊敬拜一邊跳
[00:15:20.560 --> 00:15:23.720]  因為他們盼望天開了
[00:15:23.720 --> 00:15:25.600]  聖靈降臨
[00:15:25.600 --> 00:15:28.000]  然後燒著他們
[00:15:28.000 --> 00:15:30.560]  讓他們火熱愛主
[00:15:30.560 --> 00:15:33.760]  大家一起為紐西蘭的教會祈禱
[00:15:33.760 --> 00:15:36.360]  為紐西蘭的教會復興祈禱
[00:15:36.360 --> 00:15:38.960]  為年輕人下一代祈禱
[00:15:38.960 --> 00:15:43.320]  為傳道人祈禱
[00:15:43.320 --> 00:15:47.600]  為求神興起更多工人祈禱
[00:15:47.600 --> 00:15:49.800]  所以這個就是
[00:15:49.800 --> 00:15:54.080]  有火點起靈火
[00:15:54.080 --> 00:15:56.760]  靈火再焚燒
[00:15:56.760 --> 00:16:01.240]  其實我們每個基督徒都很需要聖靈的火
[00:16:01.240 --> 00:16:04.560]  在我們的心裏燃燒
[00:16:04.560 --> 00:16:05.960]  所以你的燈
[00:16:05.960 --> 00:16:07.200]  第一
[00:16:07.200 --> 00:16:09.240]  有沒有點著
[00:16:09.240 --> 00:16:11.960]  火夠不夠旺
[00:16:11.960 --> 00:16:17.400]  然後聖靈有沒有在你的心裏工作
[00:16:17.400 --> 00:16:20.680]  所以我就希望今天
[00:16:20.680 --> 00:16:23.680]  我解釋這個比喻
[00:16:23.680 --> 00:16:28.040]  能夠問大家這些問題
[00:16:28.040 --> 00:16:31.400]  所以這個故事真是很精彩
[00:16:31.400 --> 00:16:34.600]  讓你可以反覆去思想
[00:16:34.600 --> 00:16:38.800]  所謂令你心動
[00:16:38.800 --> 00:16:43.760]  令你真是可以反覆去問
[00:16:43.760 --> 00:16:47.360]  新郎哥是誰
[00:16:47.360 --> 00:16:49.440]  你有沒有等他來
[00:16:49.440 --> 00:16:53.160]  你是否預備迎接耶穌再回來
[00:16:53.160 --> 00:16:55.920]  如果你真的見到耶穌
[00:16:55.920 --> 00:16:58.800]  那你會跟他上天堂
[00:16:58.800 --> 00:17:02.760]  還是我沒得上天堂不讓我進去
[00:17:02.760 --> 00:17:05.320]  你有沒有天堂的入場券
[00:17:05.320 --> 00:17:08.280]  很多人都說如果我浸了
[00:17:08.280 --> 00:17:12.040]  受洗了就有天堂入場券
[00:17:12.040 --> 00:17:16.360]  余牧師和我都做了牧師學了
[00:17:16.360 --> 00:17:17.960]  不一定的
[00:17:17.960 --> 00:17:21.480]  你不要以為你是會友就一定可以進入天堂
[00:17:21.480 --> 00:17:25.160]  有很多是掛名基督徒來的
[00:17:25.160 --> 00:17:29.200]  他信因為他想追求一個女孩
[00:17:29.200 --> 00:17:30.760]  那個女孩說你信耶穌
[00:17:30.760 --> 00:17:31.760]  嫁給你
[00:17:31.760 --> 00:17:33.840]  那不就多大話信
[00:17:33.840 --> 00:17:35.000]  是假的
[00:17:35.000 --> 00:17:37.080]  不是真悔改的
[00:17:37.080 --> 00:17:40.240]  因為他的行為沒有改變
[00:17:40.240 --> 00:17:42.960]  又是以前那樣
[00:17:42.960 --> 00:17:46.440]  所以我們真的要經歷主耶穌
[00:17:46.440 --> 00:17:49.280]  你真的要重生得救
[00:17:49.280 --> 00:17:54.400]  你跟耶穌建立一個緊密的關係
[00:17:54.400 --> 00:18:00.760]  然後你才可以見這個新郎哥
[00:18:00.760 --> 00:18:02.440]  所以聖經經常說
[00:18:02.440 --> 00:18:05.880]  教會就是新婦
[00:18:05.880 --> 00:18:08.080]  我們這群信徒
[00:18:08.080 --> 00:18:09.680]  這群弟兄姊妹
[00:18:09.680 --> 00:18:13.560]  基督說叫教會就是新婦
[00:18:13.560 --> 00:18:17.240]  所以新婦要裝飾整齊
[00:18:17.240 --> 00:18:20.440]  等候丈夫
[00:18:20.440 --> 00:18:22.680]  你有沒有裝飾漂亮呢?
[00:18:22.680 --> 00:18:24.880]  你像不像樣呢?
[00:18:24.880 --> 00:18:27.320]  你有沒有穿上婚紗呢?
[00:18:27.320 --> 00:18:29.000]  等新郎哥來
[00:18:29.000 --> 00:18:32.880]  嘩!原來他的新娘這麼漂亮
[00:18:32.880 --> 00:18:34.960]  然後我們又要問
[00:18:34.960 --> 00:18:40.080]  你是聰明還是愚蠢?
[00:18:40.080 --> 00:18:42.560]  你有沒有準備呢?
[00:18:42.560 --> 00:18:45.040]  你預備些什麼呢?
[00:18:45.040 --> 00:18:49.880]  所以下面我就繼續講有三樣東西
[00:18:49.880 --> 00:18:51.040]  第一
[00:18:51.040 --> 00:18:57.480]  我們都要學習等候的功課
[00:18:57.480 --> 00:19:02.280]  我們都在等待當中
[00:19:02.280 --> 00:19:03.760]  等呢
[00:19:03.760 --> 00:19:08.960]  沒有人喜歡的話
[00:19:08.960 --> 00:19:12.520]  我們會等車
[00:19:12.520 --> 00:19:14.440]  等人
[00:19:14.440 --> 00:19:16.840]  約了人去酒樓喝茶
[00:19:16.840 --> 00:19:20.080]  誰知等了很久都不來
[00:19:20.080 --> 00:19:23.880]  我在香港年輕的時候
[00:19:23.880 --> 00:19:26.120]  我們的團契裡面
[00:19:26.120 --> 00:19:30.040]  就有一個男團友
[00:19:30.040 --> 00:19:32.880]  他就住在北角
[00:19:32.880 --> 00:19:33.640]  再下去一點
[00:19:33.640 --> 00:19:35.960]  就是近側漁涌那裡
[00:19:35.960 --> 00:19:39.560]  那裡有一個地方叫做麗池
[00:19:39.560 --> 00:19:41.280]  美麗的麗
[00:19:41.280 --> 00:19:43.800]  池水的池
[00:19:43.800 --> 00:19:47.200]  是一個好像舞廳那樣
[00:19:47.200 --> 00:19:49.880]  他就住在麗池附近
[00:19:49.880 --> 00:19:52.920]  原來他真的是例牌遲到
[00:19:52.920 --> 00:19:55.840]  約了他去喝茶
[00:19:55.840 --> 00:19:57.600]  約了他去哪裡
[00:19:57.600 --> 00:19:59.400]  不是遲十五分鐘
[00:19:59.400 --> 00:20:02.280]  起碼都遲半個小時
[00:20:02.280 --> 00:20:03.800]  所以我們每個人都說
[00:20:03.800 --> 00:20:05.800]  你不要以為你住在麗池
[00:20:05.800 --> 00:20:07.760]  就例牌遲到才行
[00:20:07.760 --> 00:20:10.800]  下次我們不等你
[00:20:10.800 --> 00:20:14.920]  所以我們等人
[00:20:14.920 --> 00:20:20.320]  最近我在紐西蘭就要做一些小手術
[00:20:20.320 --> 00:20:24.160]  你知道沒錢去私家醫院
[00:20:24.160 --> 00:20:26.640]  那就排政府
[00:20:26.640 --> 00:20:29.360]  政府出錢
[00:20:29.360 --> 00:20:31.920]  醫生已經說了
[00:20:31.920 --> 00:20:33.200]  要排很久的
[00:20:33.200 --> 00:20:34.960]  等很久的
[00:20:34.960 --> 00:20:36.440]  半年也說不定
[00:20:36.440 --> 00:20:38.120]  九個月也說不定
[00:20:38.120 --> 00:20:40.320]  不知道什麼時候
[00:20:40.320 --> 00:20:41.520]  那沒辦法了
[00:20:41.520 --> 00:20:43.840]  想政府出錢
[00:20:43.840 --> 00:20:45.760]  那就排
[00:20:45.760 --> 00:20:47.440]  很感謝神
[00:20:47.440 --> 00:20:51.120]  最後去年年底就有機會排隊了
[00:20:51.120 --> 00:20:54.000]  就做了一個小手術
[00:20:54.000 --> 00:20:55.520]  等
[00:20:55.520 --> 00:20:57.440]  我們都很不耐煩
[00:20:57.440 --> 00:20:59.960]  特別現在這個時代是一個
[00:20:59.960 --> 00:21:02.040]  instant的時代
[00:21:02.040 --> 00:21:02.840]  喝什麼
[00:21:02.840 --> 00:21:04.560]  即溶咖啡
[00:21:04.560 --> 00:21:06.720]  喝什麼即沖奶茶
[00:21:06.720 --> 00:21:07.800]  要快
[00:21:07.800 --> 00:21:09.000]  什麼都快
[00:21:09.000 --> 00:21:11.240]  特別我是一個很心急的人
[00:21:11.240 --> 00:21:12.720]  所以師母經常說我
[00:21:12.720 --> 00:21:15.000]  你不要這麼急
[00:21:15.000 --> 00:21:16.800]  什麼都要快
[00:21:16.800 --> 00:21:19.800]  去酒樓點了點心
[00:21:19.800 --> 00:21:22.560]  這麼久都不來
[00:21:22.560 --> 00:21:24.160]  催那些夥計
[00:21:24.160 --> 00:21:28.880]  為什麼我點了蝦餃、燒賣還不來
[00:21:28.880 --> 00:21:30.000]  等
[00:21:30.000 --> 00:21:32.120]  我們時時都在等
[00:21:32.120 --> 00:21:35.720]  我們看一段聖經
[00:21:35.720 --> 00:21:39.000]  所以你們要警醒
[00:21:39.000 --> 00:21:41.480]  因為不知道你們的主
[00:21:41.480 --> 00:21:44.600]  是哪一天回來
[00:21:44.600 --> 00:21:47.520]  求主讓我們知道
[00:21:47.520 --> 00:21:51.520]  幾更天會有賊來
[00:21:51.520 --> 00:21:53.320]  你就會說
[00:21:53.320 --> 00:21:59.240]  不是人到我那裡去
[00:21:59.240 --> 00:22:00.920]  你們知道的
[00:22:00.920 --> 00:22:03.080]  你們就要預備
[00:22:03.080 --> 00:22:07.320]  因為你們想不到的時候
[00:22:07.320 --> 00:22:11.440]  人子就來了
[00:22:11.440 --> 00:22:13.760]  想不到的
[00:22:13.760 --> 00:22:17.120]  我們真的等了這麼多年
[00:22:17.120 --> 00:22:19.280]  我們說耶穌會回來
[00:22:19.280 --> 00:22:22.600]  特別有很多所謂的先知
[00:22:22.600 --> 00:22:23.400]  有說過
[00:22:23.400 --> 00:22:26.840]  1970年代耶穌回來了
[00:22:26.840 --> 00:22:29.360]  那些全部都是假先知
[00:22:29.360 --> 00:22:32.920]  因為聖經講得很明白
[00:22:32.920 --> 00:22:36.360]  耶穌回來的那日子
[00:22:36.360 --> 00:22:37.760]  那時辰
[00:22:37.760 --> 00:22:40.600]  是沒有人知道的
[00:22:40.600 --> 00:22:43.360]  連子也不知道
[00:22:43.360 --> 00:22:44.680]  只有父知道
[00:22:44.680 --> 00:22:48.160]  連耶穌自己都不知道何時回來
[00:22:48.160 --> 00:22:51.720]  祂說是神先知
[00:22:51.720 --> 00:22:53.200]  神要祂何時回來
[00:22:53.200 --> 00:22:55.440]  祂何時回來
[00:22:55.440 --> 00:22:57.840]  所以我們不要亂猜
[00:22:57.840 --> 00:23:01.720]  但是我們一定要有一個很焦急
[00:23:01.720 --> 00:23:03.840]  在這裡等的心
[00:23:03.840 --> 00:23:05.040]  近了
[00:23:05.040 --> 00:23:08.560]  所以啟示錄第21章說
[00:23:08.560 --> 00:23:11.120]  主必快來
[00:23:11.120 --> 00:23:14.640]  主啊,我願祢回來
[00:23:14.640 --> 00:23:18.040]  主必快來
[00:23:18.040 --> 00:23:21.040]  這裏
[00:23:21.040 --> 00:23:22.640]  因為我的眼睛不太好
[00:23:22.640 --> 00:23:26.160]  不如請大家一起讀這段經文,好不好?
[00:23:26.160 --> 00:23:50.720]  我身在高宗聖會,這世外還沒有過去,你這次都要承擔,天地都規矩,我的話若不規矩,但大日子如假先知,沒有人知道,而天生的事你也難知道,只有祂知道,唯有父知道
[00:23:50.720 --> 00:23:54.120]  真是原來沒有人知道的
[00:23:54.120 --> 00:23:57.840]  是天父才知道
[00:23:57.840 --> 00:24:01.520]  所以我們總是在等
[00:24:01.520 --> 00:24:03.920]  我們都要在這裏等
[00:24:03.920 --> 00:24:07.000]  所以第一個就是我們在這裏等
[00:24:07.000 --> 00:24:09.480]  第二點
[00:24:09.480 --> 00:24:17.400]  就是我們活在很多不知道的事當中
[00:24:17.400 --> 00:24:25.440]  所以他們這種未知
[00:24:25.440 --> 00:24:28.800]  現在我都年紀大了
[00:24:28.800 --> 00:24:32.480]  有時很多長者就說
[00:24:32.480 --> 00:24:36.040]  真的不知道何時回天家
[00:24:36.040 --> 00:24:40.160]  因為老人家有三樣東西等的
[00:24:40.160 --> 00:24:41.960]  等吃飯
[00:24:41.960 --> 00:24:43.200]  等睡覺
[00:24:43.200 --> 00:24:45.400]  然後又等死
[00:24:45.400 --> 00:24:47.400]  我們是三等公民
[00:24:47.400 --> 00:24:50.240]  等,甚麼都等
[00:24:50.240 --> 00:24:54.040]  如果你知道你何時死
[00:24:54.040 --> 00:24:56.080]  你會說這不就好了
