
[00:00:00.000 --> 00:00:03.640]  今天我和大家要思想一個題目
[00:02:34.800 --> 00:02:38.000]  其實耶穌在祂開始傳道的時候
[00:02:38.000 --> 00:02:39.640]  祂已經去實踐
[00:02:39.640 --> 00:02:42.480]  所以後來祂就來到在升天
[00:02:42.480 --> 00:02:44.440]  復活升天的時候
[00:02:44.440 --> 00:02:49.160]  來叫門徒繼續進行
[00:02:49.160 --> 00:02:52.880]  在這裡看到耶穌走遍各城各鄉
[00:02:52.880 --> 00:02:55.600]  當然仍然在巴勒斯坦地這個地方
[00:02:55.600 --> 00:03:00.800]  也可能只是在猶大附近
[00:03:00.800 --> 00:03:04.480]  可能是在加伯隆這些地方
[00:03:04.480 --> 00:03:07.560]  我們看到祂走遍各城各鄉
[00:03:07.560 --> 00:03:08.840]  雖然範圍不是很大
[00:03:08.840 --> 00:03:11.640]  但是我們明白到當時的交通情況
[00:03:11.640 --> 00:03:13.360]  不是坐飛機坐車
[00:03:13.360 --> 00:03:16.400]  最多是騎馬或者是騎雷
[00:03:16.400 --> 00:03:18.480]  但是耶穌是走遍
[00:03:18.480 --> 00:03:20.280]  祂是用腳來走的
[00:03:20.280 --> 00:03:22.520]  我們有些電影節目曾經去過聖地
[00:03:22.520 --> 00:03:26.760]  都知道其實現在的巴勒斯坦地下
[00:03:26.760 --> 00:03:30.080]  或者耶路撒冷以色列這些地方
[00:03:30.080 --> 00:03:32.840]  仍然在很多城鎮那裡
[00:03:32.840 --> 00:03:34.440]  不是實游地
[00:03:34.440 --> 00:03:36.120]  除了一些公路
[00:03:36.120 --> 00:03:39.320]  或者是一些大路之外
[00:03:39.320 --> 00:03:42.440]  我們去過的時候都是走石頭地
[00:03:42.440 --> 00:03:45.200]  而且因為保存那些考古遺跡
[00:03:45.200 --> 00:03:51.560]  很多時候都是跟當時的耶穌時代非常相似
[00:03:51.560 --> 00:03:55.120]  我們穿著的鞋有些都已經穿到爛了
[00:03:55.120 --> 00:04:01.000]  因為走幾天已經覺得這些石頭路是不容易的
[00:04:01.000 --> 00:04:03.840]  當時耶穌沒有這些那麼好的hiking shoes
[00:04:03.840 --> 00:04:07.760]  沒有這些jogging shoes運動鞋等等
[00:04:07.760 --> 00:04:11.560]  祂只不過是穿著這些很簡陋的
[00:04:11.560 --> 00:04:14.720]  保護很少的草鞋
[00:04:14.720 --> 00:04:17.240]  但是祂卻是不辭勞苦的
[00:04:17.240 --> 00:04:21.240]  來到不同的城鎮、不同的村莊
[00:04:21.240 --> 00:04:24.560]  來宣講天國的福音
[00:04:24.560 --> 00:04:26.960]  當然祂也是醫病趕鬼
[00:04:26.960 --> 00:04:30.200]  帶出神的國度的權能
[00:04:30.200 --> 00:04:34.680]  來證明救恩臨到人間
[00:04:34.680 --> 00:04:36.960]  所以今天我們在這裡也看到
[00:04:36.960 --> 00:04:40.240]  耶穌的使命不斷地來實踐
[00:04:40.240 --> 00:04:42.920]  今天我們在很多的全方位事公
[00:04:42.920 --> 00:04:44.920]  未必去到很遠
[00:04:44.920 --> 00:04:47.400]  但是我們無論近處還是遠處
[00:04:47.400 --> 00:04:50.520]  有些我們去到宣教的地方是比較落後的
[00:04:50.520 --> 00:04:54.360]  我們都經歷過這些比較簡陋的一些環境
[00:04:54.360 --> 00:04:57.440]  或者短宣一段很短的時間
[00:04:57.440 --> 00:04:59.840]  但是我們無論是多長多短
[00:04:59.840 --> 00:05:01.520]  多遠多近
[00:05:01.520 --> 00:05:07.160]  耶穌今天給我們看見的就是這個傳福音的榜樣
[00:05:07.160 --> 00:05:13.680]  祂說「在會堂裡教訓人宣講天國的福音」
[00:05:13.680 --> 00:05:17.720]  當然我們透過救濟、透過醫病
[00:05:17.720 --> 00:05:21.920]  其他未必是用神蹟
[00:05:21.920 --> 00:05:23.880]  當然神蹟經常都會發生
[00:05:23.880 --> 00:05:27.360]  我們也是透過這些在我們的社區
[00:05:27.360 --> 00:05:29.920]  在我們的宣教裡面有醫療的工作
[00:05:29.920 --> 00:05:31.480]  有救濟的工作
[00:05:31.480 --> 00:05:32.960]  但是最重要的我們發覺
[00:05:32.960 --> 00:05:36.120]  重點就是祂在會堂裡面教導真理
[00:05:36.120 --> 00:05:38.800]  而且宣講天國的福音
[00:05:38.800 --> 00:05:41.200]  透過這些愛心的行動
[00:05:41.200 --> 00:05:45.200]  彰顯到神的救恩要臨到人間
[00:05:45.200 --> 00:05:46.880]  耶穌看見很多的人
[00:05:46.880 --> 00:05:52.800]  就來傳講救靈魂的福音
[00:05:52.800 --> 00:05:54.840]  所以今天我們在這個榜樣裡面
[00:05:54.840 --> 00:05:56.440]  我們看見主的心意是什麼呢?
[00:05:56.440 --> 00:05:57.160]  第一
[00:05:57.160 --> 00:06:01.000]  祂要我們去看見祂所看見的
[00:06:01.000 --> 00:06:02.680]  看見主所看見的
[00:06:02.680 --> 00:06:03.920]  第三十六節
[00:06:03.920 --> 00:06:06.920]  祂看見許多的人
[00:06:06.920 --> 00:06:11.480]  耶穌今天看到的就是這些失喪的靈魂
[00:06:11.480 --> 00:06:14.280]  祂看到的是一個屬靈的異象
[00:06:14.280 --> 00:06:17.400]  所以今天我們說這是一個屬靈的視野
[00:06:17.400 --> 00:06:18.720]  祂看到一個異象
[00:06:18.720 --> 00:06:21.760]  所以當時祂看到這些人的時候
[00:06:21.760 --> 00:06:27.960]  祂就聯想起有兩個屬靈的異象
[00:06:27.960 --> 00:06:29.800]  講到屬靈異象有兩種
[00:06:29.800 --> 00:06:31.600]  有一些是實質的
[00:06:31.600 --> 00:06:35.000]  我們記得我們讀《春海及記》
[00:06:35.000 --> 00:06:38.440]  摩西來見到耀華神
[00:06:38.440 --> 00:06:42.200]  在不滅的火的荊棘裡面
[00:06:42.200 --> 00:06:45.040]  燒不爛的荊棘裡面向祂顯現
[00:06:45.040 --> 00:06:46.680]  當時祂是親眼目睹
[00:06:46.680 --> 00:06:48.600]  有一個荊棘有一個不滅的火
[00:06:48.600 --> 00:06:50.560]  聽見耀華的聲音
[00:06:50.560 --> 00:06:51.840]  是一個很具體的
[00:06:51.840 --> 00:06:53.920]  是一個實物的
[00:06:53.920 --> 00:06:56.120]  所以有時候神都會用實物
[00:06:56.120 --> 00:06:59.040]  來成為一個屬靈的異象
[00:06:59.040 --> 00:07:01.640]  當然在這個時代裡面比較少
[00:07:01.640 --> 00:07:04.040]  因為不是神權直接統治的時代
[00:07:04.040 --> 00:07:06.400]  但是神也是透過各樣的
[00:07:06.400 --> 00:07:09.720]  有時候可能是一些心靈的異象
[00:07:09.720 --> 00:07:11.640]  或者是發夢異夢
[00:07:11.640 --> 00:07:17.240]  或者甚至第二類的就是心靈浮現的異象
[00:07:17.240 --> 00:07:18.200]  除了實物的異象
[00:07:18.200 --> 00:07:19.840]  很多時候我們會神感動
[00:07:19.840 --> 00:07:22.360]  我們有一些心靈浮現的異象
[00:07:22.360 --> 00:07:24.520]  看見一些事和人的時候
[00:07:24.520 --> 00:07:28.360]  我們浮現了聖經裡面一些的真理
[00:07:28.360 --> 00:07:30.200]  甚至到一幅圖畫
[00:07:30.200 --> 00:07:33.560]  如果你是比較喜歡用圖畫來表達的話
[00:07:33.560 --> 00:07:36.560]  更加容易有時候會聯想到這些
[00:07:36.560 --> 00:07:38.520]  有時候可能是一些聖經的經節
[00:07:38.520 --> 00:07:40.880]  如果你比較著重文字的聆聽的
[00:07:40.880 --> 00:07:41.920]  比較強的
[00:07:41.920 --> 00:07:45.280]  可能神用那方面來讓我們看見一幅圖畫
[00:07:45.280 --> 00:07:47.960]  或者聽見一些異象
[00:07:47.960 --> 00:07:50.960]  但是如果你是著重一些圖畫圖像的
[00:07:50.960 --> 00:07:54.040]  神有時候也透過這些可能浮現出來
[00:07:54.040 --> 00:07:56.840]  我記得我還沒有做傳道人的時候
[00:07:56.840 --> 00:07:58.280]  還沒有讀神學的時候
[00:07:58.280 --> 00:07:59.040]  就去信徒
[00:07:59.040 --> 00:08:02.320]  有一次我搭香港的地鐵
[00:08:02.320 --> 00:08:03.640]  當我去到地鐵站的時候
[00:08:03.640 --> 00:08:05.000]  我進去地鐵站
[00:08:05.000 --> 00:08:07.200]  但是當時忽然間有一種心靈的異象
[00:08:07.200 --> 00:08:11.200]  看見很多人湧到地鐵下面
[00:08:11.200 --> 00:08:14.600]  走向地底的時候
[00:08:14.600 --> 00:08:18.200]  我心裡面有一種心靈的異象浮現出來
[00:08:18.200 --> 00:08:20.240]  就好像有很多人迷失一樣
[00:08:20.240 --> 00:08:23.760]  來進入地底下
[00:08:23.760 --> 00:08:26.080]  走向滅亡
[00:08:26.080 --> 00:08:28.680]  當時我的心裡面很雜心
[00:08:28.680 --> 00:08:32.760]  看見這種人失喪的情況
[00:08:32.760 --> 00:08:35.960]  所以我們看見主耶穌在這裡
[00:08:35.960 --> 00:08:38.880]  也浮現了兩個的一種景象
[00:08:38.880 --> 00:08:40.000]  第一個景象是什麼呢?
[00:08:40.000 --> 00:08:43.160]  第一個景象就是無目的迷羊
[00:08:43.160 --> 00:08:44.800]  所以祂當時看見什麼呢?
[00:08:44.800 --> 00:08:46.080]  祂看見很多的人
[00:08:46.080 --> 00:08:47.680]  本來是看見人的
[00:08:47.680 --> 00:08:50.600]  但是因為看到這些人浮現出另一個圖畫
[00:08:50.600 --> 00:08:54.360]  這個圖畫就好像羊一樣
[00:08:54.360 --> 00:08:57.000]  聖經裡面經常用到羊比喻人
[00:08:57.000 --> 00:09:00.320]  所以這正是一種很清楚的真理
[00:09:00.320 --> 00:09:02.640]  耶穌透過這個真理浮現出一幅圖畫
[00:09:02.640 --> 00:09:06.280]  看見這些人就好像無目人的羊一般
[00:09:06.280 --> 00:09:10.880]  而且他們困苦流離
[00:09:10.880 --> 00:09:12.880]  無目人,牧養他們
[00:09:12.880 --> 00:09:15.440]  無所歸屬,無所依靠
[00:09:15.440 --> 00:09:17.360]  不知道生命的方向是什麼
[00:09:17.360 --> 00:09:22.440]  亂中亂中走向滅亡的道路
[00:09:22.440 --> 00:09:25.640]  我記得師母跟我分享
[00:09:25.640 --> 00:09:26.560]  她得到的見證
[00:09:26.560 --> 00:09:28.760]  或者有些弟兄姐妹聽過
[00:09:28.760 --> 00:09:30.160]  她當時還沒信耶穌
[00:09:30.160 --> 00:09:32.960]  第一次去加拿大探望她的哥哥
[00:09:32.960 --> 00:09:34.680]  她的哥哥當時已經信了
[00:09:34.680 --> 00:09:36.880]  因為在加拿大讀大學
[00:09:36.880 --> 00:09:40.200]  她去探望他的時候還不夠二十歲
[00:09:40.200 --> 00:09:43.320]  她還沒信主
[00:09:43.320 --> 00:09:45.120]  也不知道基督教是什麼
[00:09:45.120 --> 00:09:48.360]  只不過在家裡有很多神神佛佛
[00:09:48.360 --> 00:09:50.400]  邪靈的背景
[00:09:50.400 --> 00:09:54.480]  但當她的哥哥帶領她去一個禁信會
[00:09:54.480 --> 00:09:56.120]  基督教的教會
[00:09:56.120 --> 00:09:58.600]  其實她當時也不知道基督教是什麼
[00:09:58.600 --> 00:10:01.200]  不過聽到那些年輕人
[00:10:01.200 --> 00:10:02.960]  因為那是青年團體
[00:10:02.960 --> 00:10:05.880]  就問起
[00:10:05.880 --> 00:10:08.560]  我們教會沒有牧師很久了
[00:10:08.560 --> 00:10:10.920]  沒有了牧者
[00:10:10.920 --> 00:10:15.240]  當時師母不知為何有一種感動
[00:10:15.240 --> 00:10:16.280]  其實她還沒信主
[00:10:16.280 --> 00:10:21.720]  就感受到這些好像是無牧人的羊一樣
[00:10:21.720 --> 00:10:23.120]  非常的可憐
[00:10:23.120 --> 00:10:24.600]  好像沒有依靠
[00:10:24.600 --> 00:10:26.160]  沒有帶領
[00:10:26.160 --> 00:10:31.800]  後來她就在那個旅程裡自己信了主
[00:10:31.800 --> 00:10:33.880]  回到香港就開始回教會
[00:10:33.880 --> 00:10:36.200]  開始她的基督教生活
[00:10:36.200 --> 00:10:39.280]  所以這個也是一種心靈的異象
[00:10:39.280 --> 00:10:44.120]  就是看到面前一些人
[00:10:44.120 --> 00:10:47.320]  時代浮現出一個聖經的真理
[00:10:47.320 --> 00:10:50.920]  聖經裡面從舊約到新約都是這樣說
[00:10:50.920 --> 00:10:54.400]  這些人當沒有主的時候
[00:10:54.400 --> 00:10:57.160]  就好像無牧的羊一樣
[00:10:57.160 --> 00:10:58.520]  四處漂流
[00:10:58.520 --> 00:10:59.560]  流離困苦
[00:10:59.560 --> 00:11:00.960]  沒有目的 沒有保障
[00:11:00.960 --> 00:11:03.240]  心靈的空洞和孤寂
[00:11:03.240 --> 00:11:05.240]  今天我們想起我們之前
[00:11:05.240 --> 00:11:06.840]  未信主之前
[00:11:06.840 --> 00:11:08.920]  我們都是有這種狀態
[00:11:08.920 --> 00:11:10.840]  有些強烈些 有些沒有那麼強烈
[00:11:10.840 --> 00:11:12.400]  但我們都發覺
[00:11:12.400 --> 00:11:14.680]  當我們信了主之後 我們就不同了
[00:11:14.680 --> 00:11:18.000]  我們感覺到我們在牧人的保守當中
[00:11:18.000 --> 00:11:19.360]  我們有方向
[00:11:19.360 --> 00:11:23.400]  我們而且有人生最終的目標
[00:11:23.400 --> 00:11:28.720]  我記得有一次帶領我的伯父
[00:11:28.720 --> 00:11:33.360]  就是我的外祖父的哥哥
[00:11:33.360 --> 00:11:35.520]  跟我相差很遠的
[00:11:35.520 --> 00:11:37.920]  就是年紀和輩分
[00:11:37.920 --> 00:11:40.800]  我每次叫他的時候要很小心
[00:11:40.800 --> 00:11:42.520]  「伯公」
[00:11:42.520 --> 00:11:44.720]  「早晨」或者「伯公你好」
[00:11:44.720 --> 00:11:46.480]  因為讀美的音就相差很遠了
[00:11:46.480 --> 00:11:48.440]  就是我們廣東話
[00:11:48.440 --> 00:11:51.480]  「伯公」和你知道是什麼
[00:11:51.480 --> 00:11:52.800]  相差一點點音就相差很遠
[00:11:52.800 --> 00:11:55.480]  所以我就叫「伯公」、「伯婆」
[00:11:55.480 --> 00:11:57.160]  很難叫的時候
[00:11:57.160 --> 00:12:00.320]  但是我們每年都去拜年
[00:12:00.320 --> 00:12:03.640]  或者有些特別的機會去見到他們
[00:12:03.640 --> 00:12:05.920]  有一次我就很大膽
[00:12:05.920 --> 00:12:09.440]  那時候不知天高地厚
[00:12:09.440 --> 00:12:13.680]  其實也是神給我們的勇氣
[00:12:13.680 --> 00:12:16.520]  我就說我們教會有個報道會
[00:12:16.520 --> 00:12:23.160]  可不可以請你「伯公」、「伯婆」來參加
[00:12:23.160 --> 00:12:24.880]  出乎我意料之外
[00:12:24.880 --> 00:12:26.320]  他竟然肯
[00:12:26.320 --> 00:12:29.760]  所以我就帶他回去教會的報道會
[00:12:29.760 --> 00:12:31.800]  他是一個很有學識的人
[00:12:31.800 --> 00:12:34.440]  也很受人尊敬的
[00:12:34.440 --> 00:12:35.880]  德高望重
[00:12:35.880 --> 00:12:38.520]  但是我就很詫異
[00:12:38.520 --> 00:12:40.680]  其實還沒有聽報道會
[00:12:40.680 --> 00:12:42.560]  我不記得是之前還是之後
[00:12:42.560 --> 00:12:44.800]  他竟然跟我分享了他內心的一條
[00:12:44.800 --> 00:12:47.640]  你知道我們中國人
[00:12:47.640 --> 00:12:52.000]  高一輩的或者高兩輩的長者
[00:12:52.000 --> 00:12:54.440]  很少跟我們講心事的
[00:12:54.440 --> 00:12:56.920]  但是那天他竟然跟我說
[00:12:56.920 --> 00:13:01.840]  其實我的生命裡面
[00:13:01.840 --> 00:13:05.440]  我經常都覺得很孤單
[00:13:05.440 --> 00:13:09.560]  他說我覺得雖然我事業都很好
[00:13:09.560 --> 00:13:11.080]  已經做完了退休了
[00:13:11.080 --> 00:13:16.320]  但是好像感覺到生命不是有什麼真正的意義
[00:13:16.320 --> 00:13:17.960]  好像很無奈
[00:13:17.960 --> 00:13:19.360]  他竟然跟我分享這些
[00:13:19.360 --> 00:13:21.520]  我那時候很年輕
[00:13:21.520 --> 00:13:24.000]  也還沒有做牧師
[00:13:24.000 --> 00:13:28.080]  但是他竟然願意跟我講出他內心
[00:13:28.080 --> 00:13:31.640]  一些心裡面的真實狀態
[00:13:31.640 --> 00:13:33.240]  我相信因為聖靈的感動
[00:13:33.240 --> 00:13:37.600]  也因為我邀請他去一個基督教的報道會
[00:13:37.600 --> 00:13:40.560]  他好像很認真地尋求
[00:13:40.560 --> 00:13:44.920]  也因為他過往小時候曾經讀過基督教學校
[00:13:44.920 --> 00:13:46.280]  可能有些關係
[00:13:46.280 --> 00:13:49.000]  神就在他心裡面種了種子
[00:13:49.000 --> 00:13:50.040]  所以我們不知道
[00:13:50.040 --> 00:13:52.720]  有時候我們神是很奇妙的工作
[00:13:52.720 --> 00:13:54.280]  但是我們有一件事很肯定的
[00:13:54.280 --> 00:13:56.760]  就是原來人的心靈裡面的深處
[00:13:56.760 --> 00:13:58.440]  是非常的空洞的
[00:13:58.440 --> 00:13:59.720]  沒有主的時候
[00:13:59.720 --> 00:14:02.360]  他們是人生沒有真正的根
[00:14:02.360 --> 00:14:05.800]  也沒有真正的人生最終的目標
[00:14:05.800 --> 00:14:08.360]  有時候就算周圍很多人也好
[00:14:08.360 --> 00:14:13.080]  內心的孤單和無奈是很真實的
[00:14:13.080 --> 00:14:16.680]  耶穌第二個在這裡看見的心靈的意象
[00:14:16.680 --> 00:14:18.320]  就是要修的裝甲
[00:14:18.320 --> 00:14:20.840]  當時在和田那裡
[00:14:20.840 --> 00:14:22.680]  但是他同時間看到人
[00:14:22.680 --> 00:14:25.480]  他看到人的時候就浮現到另外一幅圖畫
[00:14:25.480 --> 00:14:27.960]  就是這個修的裝甲
[00:14:27.960 --> 00:14:32.200]  這個修的裝甲主要不是集中在那些人那裡
[00:14:32.200 --> 00:14:34.760]  集中在那些無目的羊
[00:14:34.760 --> 00:14:37.480]  但是修的裝甲就集中在那些工人那裡
[00:14:37.480 --> 00:14:40.200]  就是出去修這些裝甲那裡
[00:14:40.200 --> 00:14:43.440]  原來我們看見在耶穌這個說話裡面
[00:14:43.440 --> 00:14:44.760]  是對門徒說的
[00:14:44.760 --> 00:14:46.760]  他說你看不看到我都看到的
[00:14:46.760 --> 00:14:47.840]  你看到嗎?
[00:14:47.840 --> 00:14:49.840]  今天耶穌也說你看到嗎?
[00:14:49.840 --> 00:14:52.360]  他說要修的裝甲是很多的
[00:14:52.360 --> 00:14:55.000]  但是作工的人卻是少的
[00:14:55.000 --> 00:14:56.800]  這裡有兩件事
[00:14:56.800 --> 00:14:58.040]  我們看見
[00:14:58.040 --> 00:15:01.560]  第一就是那個比例
[00:15:01.560 --> 00:15:03.600]  哪樣多
[00:15:03.600 --> 00:15:04.720]  哪樣少
[00:15:04.720 --> 00:15:05.400]  很明顯
[00:15:05.400 --> 00:15:06.240]  這裡說
[00:15:06.240 --> 00:15:07.680]  那些要修的裝甲
[00:15:07.680 --> 00:15:09.360]  就是未信主的那些人
[00:15:09.360 --> 00:15:10.720]  那些失信的靈魂
[00:15:10.720 --> 00:15:12.680]  比起這些工人
[00:15:12.680 --> 00:15:14.360]  比起我們傳福音的人
[00:15:14.360 --> 00:15:15.960]  去帶人信主的人
[00:15:15.960 --> 00:15:19.440]  還是多很多
[00:15:19.440 --> 00:15:24.360]  今天全世界有大概78億的人口
[00:15:24.360 --> 00:15:27.080]  基督徒佔多少呢?
[00:15:27.080 --> 00:15:28.880]  如果算上天主教
[00:15:28.880 --> 00:15:31.680]  或者其他的所謂大的
[00:15:31.680 --> 00:15:36.880]  以基督教宗教這個名義旗下的
[00:15:36.880 --> 00:15:39.520]  大概有三分之一
[00:15:39.520 --> 00:15:41.440]  但是其中真正的
[00:15:41.440 --> 00:15:44.040]  真正有生命的基督徒
[00:15:44.040 --> 00:15:47.000]  或者更正教的信徒
[00:15:47.000 --> 00:15:50.600]  只是佔當中的三分之一
[00:15:50.600 --> 00:15:51.440]  所以換句話說
[00:15:51.440 --> 00:15:56.440]  大概除了整個人口三分之一的基督徒
[00:15:56.440 --> 00:15:58.320]  一半都是天主教徒
[00:15:58.320 --> 00:16:01.880]  另外一半是東正教
[00:16:01.880 --> 00:16:03.600]  真正的更正教
[00:16:03.600 --> 00:16:04.840]  還沒有說福音派
[00:16:04.840 --> 00:16:07.120]  更正教的教會
[00:16:07.120 --> 00:16:10.240]  就是馬丁路德改教之後
[00:16:10.240 --> 00:16:12.200]  脫離了天主教之後
[00:16:12.200 --> 00:16:14.240]  只是佔大概10%
[00:16:14.240 --> 00:16:17.960]  就是在整個的78億裡面
[00:16:17.960 --> 00:16:21.200]  我們大概佔7億多
[00:16:21.200 --> 00:16:23.400]  或者8億
[00:16:23.400 --> 00:16:25.680]  但是還沒有得到的群體
[00:16:25.680 --> 00:16:28.560]  很多所謂基督教國家
[00:16:28.560 --> 00:16:31.320]  很多東西都是掛名一方面
[00:16:31.320 --> 00:16:34.640]  另外很多資源放進去已經是有教會的
[00:16:34.640 --> 00:16:35.800]  還沒有教會的
[00:16:35.800 --> 00:16:39.400]  或者沒有全福音自發能力的群體
[00:16:39.400 --> 00:16:41.360]  這些叫做未得之民
[00:16:41.360 --> 00:16:44.640]  或者少數聽聞福音的群體
[00:16:44.640 --> 00:16:48.280]  他們總共現在還有六七千個這些群體
[00:16:48.280 --> 00:16:49.840]  遍滿在世界不同的地方
[00:16:49.840 --> 00:16:54.160]  大部分是北緯十道和四十道
[00:16:54.160 --> 00:16:58.680]  還有十四十四昌這些無神主義國家
[00:16:58.680 --> 00:17:02.640]  回教國家和佛教國家等等這些地方
[00:17:02.640 --> 00:17:04.120]  還有一些偏遠的地方
[00:17:04.120 --> 00:17:06.920]  或者非洲等等的地方
[00:17:06.920 --> 00:17:10.960]  總共佔了接近30億人
[00:17:10.960 --> 00:17:14.440]  所以就是說有三分之一
[00:17:14.440 --> 00:17:16.200]  甚至超過
[00:17:16.200 --> 00:17:19.960]  這麼多的人
[00:17:19.960 --> 00:17:24.400]  仍然還沒有真正有福音臨到他們的地方
[00:17:24.400 --> 00:17:25.800]  不要說是信主
[00:17:25.800 --> 00:17:31.360]  或者他們沒有辦法自發將福音來自傳給他們周圍的群體
[00:17:31.360 --> 00:17:32.800]  所以今天我們看到
[00:17:32.800 --> 00:17:36.600]  在世界裡面仍然有很多未得之民
[00:17:36.600 --> 00:17:38.280]  比起基督教的教徒
[00:17:38.280 --> 00:17:40.520]  比起真的全福音的宣教士
[00:17:40.520 --> 00:17:43.640]  傳道人或者全福音的信徒
[00:17:43.640 --> 00:17:46.120]  實在的比例仍然差很遠
[00:17:46.120 --> 00:17:48.760]  要收的莊稼很多
[00:17:48.760 --> 00:17:50.640]  還有一個群體我們最近知道的
[00:17:50.640 --> 00:17:53.040]  今天等一下我們也有一個視頻看的
[00:17:53.040 --> 00:17:55.200]  就是這個遊民
[00:17:55.200 --> 00:17:56.720]  Homeless
[00:17:56.720 --> 00:18:01.280]  這個原來已經佔了一億五千萬在這個世界裡面
[00:18:01.280 --> 00:18:03.000]  在各個世界的地方
[00:18:03.000 --> 00:18:05.840]  甚至連最先進美國的裡面
[00:18:05.840 --> 00:18:08.000]  都越來越增加這些人口
[00:18:08.000 --> 00:18:13.400]  我相信透過這個疫情之後
[00:18:13.400 --> 00:18:18.080]  有很多的遊民的數目可能是更加激增
[00:18:18.080 --> 00:18:19.440]  因為很多人可能失業
[00:18:19.440 --> 00:18:20.640]  沒有家
[00:18:20.640 --> 00:18:23.320]  可能甚至在貧窮當中
[00:18:23.320 --> 00:18:26.400]  所以我們看到這個情況也是越來越嚴峻
[00:18:26.400 --> 00:18:30.600]  這些群體也是一個特別的群體
[00:18:30.600 --> 00:18:33.240]  第二個我們看到是這個時機
[00:18:33.240 --> 00:18:37.280]  所以剛才這裡說要收的莊稼多作供的人少
[00:18:37.280 --> 00:18:38.880]  他說是要收的
[00:18:38.880 --> 00:18:42.040]  要收的就是他成熟了
[00:18:42.040 --> 00:18:42.960]  要快點收了
[00:18:42.960 --> 00:18:45.160]  我們都知道如果他不收的時候
[00:18:45.160 --> 00:18:47.280]  他就會凋謝了
[00:18:47.280 --> 00:18:50.240]  過了這個機會就沒辦法收割了
[00:18:50.240 --> 00:18:52.520]  人的生命是很有限的
[00:18:52.520 --> 00:18:57.320]  福音傳給他接受的機會也很短小
[00:18:57.320 --> 00:19:01.240]  所以什麼是把握機會呢?
[00:19:01.240 --> 00:19:03.560]  這個就是那個時機
[00:19:03.560 --> 00:19:06.160]  今天神也給了我們一個時機
[00:19:06.160 --> 00:19:10.160]  我們相信這個全世界的pandemic
[00:19:10.160 --> 00:19:12.120]  是一個時機
