
[00:00:00.000 --> 00:00:07.500]  實在不知道疫情如何,但是求主給我們一份平安的心,並且有智慧的心來為他而活。
[00:02:20.000 --> 00:02:27.000]  當時這些信徒會在被那些人敵對基督的環境底下。
[00:02:27.000 --> 00:02:31.000]  這些信徒亦都因為持守基督信仰,
[00:02:31.000 --> 00:02:37.000]  所以遭受各樣的困苦、患難,甚至可能是那些患難是逼迫來的。
[00:02:37.000 --> 00:02:42.000]  又或者是他們要移居在不同的地方,他們生活帶來很多的適應。
[00:02:42.000 --> 00:02:49.000]  亞國在這個書信的開始的時候,就勉勵他們不要灰心。
[00:02:49.000 --> 00:02:51.000]  亦都勉勵他們怎樣呢?
[00:02:51.000 --> 00:02:55.000]  遭遇這些試煉的時候,要以為大喜樂,
[00:02:55.000 --> 00:02:59.000]  即是用一種新的眼光來看待這些試煉,
[00:02:59.000 --> 00:03:03.000]  將他們這些試煉看為對生命有益處。
[00:03:03.000 --> 00:03:08.000]  當時我講了三篇道下,八月七日禮拜六早堂,
[00:03:08.000 --> 00:03:12.000]  我用一章一節來講了,人人有召命,個個做回應。
[00:03:12.000 --> 00:03:19.000]  當時是第七講,聚與散的召命,因為講到他們是分散在不同的地方,
[00:03:19.000 --> 00:03:25.000]  就勉勵當時我們很多電影節目考慮,究竟留在香港,還是要移居其他地方。
[00:03:25.000 --> 00:03:31.000]  在同日的晚堂,我就講另一講,是接受考驗的召命。
[00:03:31.000 --> 00:03:35.000]  怎樣以試煉為大喜樂?
[00:03:35.000 --> 00:03:39.000]  中間要智慧,怎樣向這位上帝來求。
[00:03:39.000 --> 00:03:43.000]  到九月第一堂,九月第一個禮拜,
[00:03:43.000 --> 00:03:48.000]  我就講第九節至十二節,是貧與富的召命。
[00:03:48.000 --> 00:03:54.000]  當時他們那些富有的人,突然間會甚麼都沒有了。
[00:03:54.000 --> 00:03:56.000]  這種就是富有的降卑。
[00:03:56.000 --> 00:04:01.000]  在貧與富之間,我們應該怎樣來按著上帝的心意而活呢?
[00:04:01.000 --> 00:04:04.000]  就在這裏,他停在第十二節。
[00:04:04.000 --> 00:04:07.000]  十二節其實是一節很特別的經文。
[00:04:07.000 --> 00:04:10.000]  如果熟悉《雅各書》或者你查經的時候,
[00:04:10.000 --> 00:04:12.000]  分段有時很難界分的。
[00:04:12.000 --> 00:04:15.000]  就是來到十二節,有人將他歸在上半截。
[00:04:15.000 --> 00:04:18.000]  就是忍受試探的人是有福的。
[00:04:18.000 --> 00:04:23.000]  因為他經過試驗之後,必得生命的冠冕。
[00:04:23.000 --> 00:04:27.000]  這個是主應許給那些愛他的人的。
[00:04:27.000 --> 00:04:30.000]  前文就是講那些的試煉,
[00:04:30.000 --> 00:04:32.000]  跟著講要向主求智慧,
[00:04:32.000 --> 00:04:37.000]  然後講卑微的升高,還有富有的降卑。
[00:04:37.000 --> 00:04:40.000]  跟著就來這一節,就總結了前文。
[00:04:40.000 --> 00:04:45.000]  但是這一節也都有,除了丞相,也都有啟下的作用。
[00:04:45.000 --> 00:04:50.000]  是帶去下一段,就是講試探。
[00:04:50.000 --> 00:04:53.000]  第二節就是原本是試煉,
[00:04:53.000 --> 00:04:56.000]  但是來到十二節就講試探。
[00:04:56.000 --> 00:05:01.000]  出現是這兩個的主題,試煉和試探。
[00:05:01.000 --> 00:05:07.000]  這兩個的詞語,其實在原本的文字是同一個詞語,同一個字來的。
[00:05:07.000 --> 00:05:11.000]  不過我們很多時候就解釋,
[00:05:11.000 --> 00:05:15.000]  什麼是試煉呢?什麼是試探呢?
[00:05:15.000 --> 00:05:19.000]  通常我們的解釋就是,試煉就是來自上帝的。
[00:05:19.000 --> 00:05:22.000]  試探就是來自撒旦的,是吧?
[00:05:22.000 --> 00:05:24.000]  或者通常我們解釋試煉,
[00:05:24.000 --> 00:05:28.000]  是叫人的信心得到建立,叫我們越來越愛神。
[00:05:28.000 --> 00:05:31.000]  但是試探,是會叫人跌倒,
[00:05:31.000 --> 00:05:33.000]  令我們的信心軟弱,
[00:05:33.000 --> 00:05:35.000]  結果我們會越來越遠離神,是吧?
[00:05:35.000 --> 00:05:36.000]  通常就是這樣解釋。
[00:05:36.000 --> 00:05:38.000]  不過聖經是怎樣講的呢?
[00:05:38.000 --> 00:05:40.000]  雅各是怎樣講的呢?
[00:05:40.000 --> 00:05:43.000]  雅各為了頂止沒有誤會,
[00:05:43.000 --> 00:05:46.000]  對什麼是所謂試煉,對什麼是所謂試探,
[00:05:46.000 --> 00:05:49.000]  他沒有就這樣解釋這兩個字,
[00:05:49.000 --> 00:05:52.000]  但是他接著做了兩個的澄清。
[00:05:52.000 --> 00:05:58.000]  第一個澄清是在第十三節至十五節,
[00:05:58.000 --> 00:06:01.000]  是關於試探的來源,
[00:06:01.000 --> 00:06:05.000]  不是來自神,而是自己的私慾。
[00:06:05.000 --> 00:06:06.000]  所以第一個澄清,
[00:06:06.000 --> 00:06:08.000]  他在面對試探的時候,
[00:06:08.000 --> 00:06:10.000]  不要委過於神。
[00:06:10.000 --> 00:06:11.000]  第十三節,
[00:06:11.000 --> 00:06:14.000]  「人被試探不可說,我是被神試探,
[00:06:14.000 --> 00:06:18.000]  因為神不能被惡試探,他也不試探人。」
[00:06:18.000 --> 00:06:20.000]  這兩節我一會兒再講。
[00:06:20.000 --> 00:06:23.000]  面對不如意的事情,
[00:06:23.000 --> 00:06:28.000]  人是很喜歡將責任歸咎於他人,
[00:06:28.000 --> 00:06:31.000]  或者歸咎於上帝。
[00:06:31.000 --> 00:06:34.000]  什麼是歸咎於上帝呢?
[00:06:34.000 --> 00:06:36.000]  什麼是不如意的事情呢?
[00:06:36.000 --> 00:06:38.000]  你失業,一直未找到工作,
[00:06:38.000 --> 00:06:39.000]  你就埋怨上帝,
[00:06:39.000 --> 00:06:40.000]  為什麼令你失業,
[00:06:40.000 --> 00:06:42.000]  為什麼找不到工作?
[00:06:42.000 --> 00:06:43.000]  面對著這個疫情,
[00:06:43.000 --> 00:06:45.000]  可能我們又埋怨上帝,
[00:06:45.000 --> 00:06:47.000]  為什麼讓這個疫情繼續爆發爆發爆發,
[00:06:47.000 --> 00:06:50.000]  又不理對子息?
[00:06:50.000 --> 00:06:51.000]  面對疾病,
[00:06:51.000 --> 00:06:53.000]  病一兩天就無所謂,
[00:06:53.000 --> 00:06:55.000]  但如果你的病是長期的,
[00:06:55.000 --> 00:06:56.000]  你又會埋怨上帝,
[00:06:56.000 --> 00:06:58.000]  為什麼一直不醫治你?
[00:06:58.000 --> 00:06:59.000]  我們很多這些事情,
[00:06:59.000 --> 00:07:03.000]  將責任都歸咎於上帝的身上。
[00:07:03.000 --> 00:07:04.000]  無可否認,
[00:07:04.000 --> 00:07:06.000]  聖經的確有這樣的例子,
[00:07:06.000 --> 00:07:07.000]  似乎告訴我們,
[00:07:07.000 --> 00:07:08.000]  那些不如意的事情,
[00:07:08.000 --> 00:07:11.000]  甚至我們說的困苦患難,
[00:07:11.000 --> 00:07:13.000]  可以是來自上帝。
[00:07:13.000 --> 00:07:14.000]  有沒有印象,
[00:07:14.000 --> 00:07:18.000]  若伯一夜間沒有了很多家財,
[00:07:18.000 --> 00:07:19.000]  甚至連兒女都沒有了,
[00:07:19.000 --> 00:07:21.000]  之後他自己全身患病,
[00:07:21.000 --> 00:07:24.000]  連他的太太都看不過眼,
[00:07:24.000 --> 00:07:29.000]  這個若伯為什麼仍然來信靠神?
[00:07:29.000 --> 00:07:30.000]  所以他的說話,
[00:07:30.000 --> 00:07:32.000]  若伯記第二章十節,
[00:07:32.000 --> 00:07:35.000]  若伯和他的妻子說,
[00:07:35.000 --> 00:07:38.000]  難道我們可以從上帝手裡得福,
[00:07:38.000 --> 00:07:40.000]  不也受禍嗎?
[00:07:40.000 --> 00:07:45.000]  這裡說,似乎若伯的意思是,
[00:07:45.000 --> 00:07:47.000]  這些苦難都可以來自上帝,
[00:07:47.000 --> 00:07:49.000]  我們不只是要受上帝的祝福。
[00:07:49.000 --> 00:07:50.000]  但是記住,
[00:07:50.000 --> 00:07:53.000]  若伯他沒有直接說,
[00:07:53.000 --> 00:07:56.000]  他一切的遭遇是來自上帝。
[00:07:56.000 --> 00:07:57.000]  若伯很想說的是什麼呢?
[00:07:57.000 --> 00:07:59.000]  是那個主權,
[00:07:59.000 --> 00:08:00.000]  是上帝有權的,
[00:08:00.000 --> 00:08:03.000]  如果那些困苦,
[00:08:03.000 --> 00:08:05.000]  那些患難是來自上帝,
[00:08:05.000 --> 00:08:06.000]  上帝都有權,
[00:08:06.000 --> 00:08:08.000]  是這樣的意思。
[00:08:08.000 --> 00:08:12.000]  但是若伯他在這裡告訴我們,
[00:08:12.000 --> 00:08:14.000]  人遭遇試探,
[00:08:14.000 --> 00:08:16.000]  不是來自上帝,
[00:08:16.000 --> 00:08:18.000]  所以不要委過於上帝,
[00:08:18.000 --> 00:08:20.000]  人遭遇試探是什麼呢?
[00:08:20.000 --> 00:08:22.000]  第十三節的下半節,
[00:08:22.000 --> 00:08:27.000]  他說因為上帝不能被惡試探,
[00:08:27.000 --> 00:08:31.000]  他也不會試探人,
[00:08:31.000 --> 00:08:35.000]  什麼叫上帝不能被惡試探,
[00:08:35.000 --> 00:08:39.000]  他也不能試探人呢?
[00:08:39.000 --> 00:08:42.000]  另一個很想告訴當時的信徒,
[00:08:42.000 --> 00:08:46.000]  上帝與惡沒有直接的關係,
[00:08:46.000 --> 00:08:48.000]  惡事不能傷害上帝,
[00:08:48.000 --> 00:08:52.000]  上帝也不會用惡事來傷害人。
[00:08:52.000 --> 00:08:53.000]  我們剛才說,
[00:08:53.000 --> 00:08:55.000]  人在面對不如意事情的時候,
[00:08:55.000 --> 00:09:00.000]  當時就將怪責的對象放在上帝身上,
[00:09:00.000 --> 00:09:02.000]  彷彿是什麼呢?
[00:09:02.000 --> 00:09:06.000]  彷彿上帝就是那個陷阱,
[00:09:06.000 --> 00:09:08.000]  試探我們的主,
[00:09:08.000 --> 00:09:10.000]  彷彿上帝就是那個苦難,
[00:09:10.000 --> 00:09:12.000]  或者那個惡的源頭,
[00:09:12.000 --> 00:09:14.000]  甚至那個策劃者,
[00:09:14.000 --> 00:09:16.000]  那個策動者,
[00:09:16.000 --> 00:09:18.000]  有一天都是上帝,
[00:09:18.000 --> 00:09:19.000]  他說不是,
[00:09:19.000 --> 00:09:21.000]  上帝不是惡的源頭,
[00:09:21.000 --> 00:09:24.000]  上帝不是苦難的源頭,
[00:09:24.000 --> 00:09:27.000]  因為上帝根本與惡事無關,
[00:09:27.000 --> 00:09:32.000]  上帝也不會用惡事來傷害人、對待人。
[00:09:32.000 --> 00:09:34.000]  我們很自然就會問,
[00:09:34.000 --> 00:09:37.000]  試探從何而來?
[00:09:37.000 --> 00:09:38.000]  那些苦難從何而來?
[00:09:38.000 --> 00:09:41.000]  苦難是一生都解不完的。
[00:09:41.000 --> 00:09:45.000]  第十四句話,
[00:09:45.000 --> 00:09:52.000]  「各人被試探,乃是被自己的私欲牽引誘惑的。」
[00:09:52.000 --> 00:09:57.000]  「各人被試探,乃是被自己的私欲牽引誘惑的。」
[00:09:57.000 --> 00:09:59.000]  來到這裡,我們可能會想一想,
[00:09:59.000 --> 00:10:01.000]  那些困苦患難,
[00:10:01.000 --> 00:10:03.000]  或者試探不是來自上帝,
[00:10:03.000 --> 00:10:05.000]  那當然是來自撒旦,
[00:10:05.000 --> 00:10:07.000]  你應該要記得,
[00:10:07.000 --> 00:10:08.000]  聖經也有,
[00:10:08.000 --> 00:10:12.000]  耶穌在山上禁食了四十晝夜之後,
[00:10:12.000 --> 00:10:14.000]  祂就受魔鬼的試探,
[00:10:14.000 --> 00:10:16.000]  所以試探就是從魔鬼來的。
[00:10:16.000 --> 00:10:17.000]  不過你看看,
[00:10:17.000 --> 00:10:19.000]  雅各這裡怎麼說?
[00:10:19.000 --> 00:10:20.000]  祂沒有賴魔鬼,
[00:10:20.000 --> 00:10:23.000]  不代表不可以是魔鬼而來。
[00:10:23.000 --> 00:10:25.000]  不過祂在這裡說,
[00:10:25.000 --> 00:10:30.000]  「但各人被試探,乃是被自己的私欲牽引誘惑的。」
[00:10:30.000 --> 00:10:37.000]  祂很想人為自己所做的事情來負責任。
[00:10:37.000 --> 00:10:43.000]  雅各很想人來面對周圍的事情發生,
[00:10:43.000 --> 00:10:47.000]  我們來檢視一下自己的責任。
[00:10:47.000 --> 00:10:51.000]  留意,雅各不是說私欲本身就是試探,
[00:10:51.000 --> 00:10:54.000]  祂是說各人被試探,
[00:10:54.000 --> 00:10:59.000]  是被自己的私欲所牽引誘惑的。
[00:10:59.000 --> 00:11:03.000]  被私欲牽引誘惑的。
[00:11:03.000 --> 00:11:04.000]  那什麼是私欲呢?
[00:11:04.000 --> 00:11:07.000]  私欲通常給我們一種負面的感覺,
[00:11:07.000 --> 00:11:12.000]  就是個人自私的慾望,
[00:11:12.000 --> 00:11:15.000]  但原本祂沒有「私」字,
[00:11:15.000 --> 00:11:17.000]  祂沒有「私」這個字,
[00:11:17.000 --> 00:11:19.000]  只是「欲望」而已。
[00:11:19.000 --> 00:11:21.000]  「欲望」我們經常說,
[00:11:21.000 --> 00:11:23.000]  「欲望」可以是好,可以是不好,
[00:11:23.000 --> 00:11:25.000]  或者「欲望」可以是中性的,
[00:11:25.000 --> 00:11:27.000]  你怎麼看你的「欲望」呢?
[00:11:27.000 --> 00:11:30.000]  舉例,「欲望」,
[00:11:30.000 --> 00:11:31.000]  什麼的「欲望」呢?
[00:11:31.000 --> 00:11:34.000]  你有沒有吃東西的「欲望」呢?
[00:11:34.000 --> 00:11:36.000]  我們有吃東西的「欲望」。
[00:11:36.000 --> 00:11:37.000]  或者你想想,
[00:11:37.000 --> 00:11:40.000]  你有沒有試過沒有吃東西的「欲望」呢?
[00:11:40.000 --> 00:11:42.000]  你沒有胃口吃呢?
[00:11:42.000 --> 00:11:44.000]  沒有心情吃呢?
[00:11:44.000 --> 00:11:46.000]  你試過一天沒有胃口吃,
[00:11:46.000 --> 00:11:48.000]  沒有心情吃,那不要緊了,
[00:11:48.000 --> 00:11:50.000]  keep it,
[00:11:50.000 --> 00:11:52.000]  但兩天都沒有胃口,沒有心情,
[00:11:52.000 --> 00:11:54.000]  三天又沒有胃口,又沒有心情,
[00:11:54.000 --> 00:11:55.000]  四天,五天,一個月,
[00:11:55.000 --> 00:11:58.000]  慢慢就會變成厭食了。
[00:11:58.000 --> 00:12:02.000]  所以吃東西的「欲望」對我們來說很重要。
[00:12:02.000 --> 00:12:04.000]  或者不只是吃東西的「欲望」,
[00:12:04.000 --> 00:12:06.000]  我們來敬拜神的「欲望」,
[00:12:06.000 --> 00:12:08.000]  剛才一首的詩歌,
[00:12:08.000 --> 00:12:10.000]  我們渴望來親近主,
[00:12:10.000 --> 00:12:13.000]  我們都有這種「欲望」,
[00:12:13.000 --> 00:12:16.000]  如果沒有這份我們親近上帝的「欲望」,
[00:12:16.000 --> 00:12:17.000]  你就會覺得,
[00:12:17.000 --> 00:12:19.000]  隨便吧,
[00:12:19.000 --> 00:12:21.000]  每天都是這樣的,
[00:12:21.000 --> 00:12:23.000]  每首歌都是這樣唱的,
[00:12:23.000 --> 00:12:24.000]  是吧?
[00:12:24.000 --> 00:12:27.000]  我們就沒有這種去親近神,
[00:12:27.000 --> 00:12:28.000]  去敬拜神,
[00:12:28.000 --> 00:12:30.000]  去服侍上帝,
[00:12:30.000 --> 00:12:32.000]  這種心。
[00:12:32.000 --> 00:12:33.000]  還有很多「欲望」,
[00:12:33.000 --> 00:12:35.000]  我們有求知的「欲望」,
[00:12:35.000 --> 00:12:37.000]  我們想知道多些東西,
[00:12:37.000 --> 00:12:40.000]  面對著過去一年多以來,
[00:12:40.000 --> 00:12:42.000]  我們都學會了很多東西,
[00:12:42.000 --> 00:12:44.000]  就是怎樣做網上直播,
[00:12:44.000 --> 00:12:48.000]  怎樣用你不同的手機電腦的版本,
[00:12:48.000 --> 00:12:49.000]  又可以Zoom,
[00:12:49.000 --> 00:12:51.000]  一起分小組,
[00:12:51.000 --> 00:12:53.000]  要這種求知的「欲望」,
[00:12:53.000 --> 00:12:54.000]  可以是好的。
[00:12:54.000 --> 00:12:56.000]  還有我們都有進步的「欲望」,
[00:12:56.000 --> 00:12:58.000]  我們有成長的「欲望」,
[00:12:58.000 --> 00:13:00.000]  甚至我們又有快樂的「欲望」,
[00:13:00.000 --> 00:13:01.000]  我們都很想快樂,
[00:13:01.000 --> 00:13:03.000]  太閹門了,是吧?
[00:13:03.000 --> 00:13:05.000]  所以無論怎樣隔著隔著,
[00:13:05.000 --> 00:13:06.000]  我們都是,
[00:13:06.000 --> 00:13:08.000]  不要緊,來相聚一下吧。
[00:13:08.000 --> 00:13:11.000]  我們有這種快樂的「欲望」,
[00:13:11.000 --> 00:13:13.000]  大家國說,
[00:13:13.000 --> 00:13:14.000]  人被試探,
[00:13:14.000 --> 00:13:18.000]  你是被自己的私欲牽引誘惑的。
[00:13:18.000 --> 00:13:19.000]  「欲望」可以是忠誠的,
[00:13:19.000 --> 00:13:20.000]  可以是好的,
[00:13:20.000 --> 00:13:22.000]  不過如果我們沒有好好對待我們的「欲望」,
[00:13:22.000 --> 00:13:25.000]  結果就會被牽引誘惑,
[00:13:25.000 --> 00:13:28.000]  去到哪裡呢?
[00:13:28.000 --> 00:13:29.000]  「誘惑」是什麼?
[00:13:29.000 --> 00:13:31.000]  牽引誘惑呢?
[00:13:31.000 --> 00:13:35.000]  我們用「帖撒羅尼加前書」第四章三至五節,
[00:13:35.000 --> 00:13:37.000]  去理解一下。
[00:13:37.000 --> 00:13:40.000]  「帖撒羅尼加前書」四章三至五節,
[00:13:40.000 --> 00:13:44.000]  神的旨意就是要你們成為聖傑遠避淫行,
[00:13:44.000 --> 00:13:47.000]  要你們各人懂得怎樣用聖傑尊貴,
[00:13:47.000 --> 00:13:49.000]  守住自己的身體,
[00:13:49.000 --> 00:13:53.000]  不要放縱私欲的邪情,
[00:13:53.000 --> 00:13:56.000]  在那不認識神的外邦人。
[00:13:56.000 --> 00:14:00.000]  不要放縱私欲的邪情,
[00:14:00.000 --> 00:14:05.000]  這裡「私欲的邪情」是說我們在「欲望」裡面,
[00:14:05.000 --> 00:14:10.000]  他都用邪情,中文翻譯是不好的,
[00:14:10.000 --> 00:14:13.000]  背後是說本身的「欲望」都沒有問題,
[00:14:13.000 --> 00:14:16.000]  但關鍵是你放縱,
[00:14:16.000 --> 00:14:18.000]  是我們放縱這些「欲望」,
[00:14:18.000 --> 00:14:21.000]  亞覺在這裡告訴我們,
[00:14:21.000 --> 00:14:27.000]  這個「私欲」牽引我們,
[00:14:27.000 --> 00:14:30.000]  去到一個地步,
[00:14:30.000 --> 00:14:32.000]  這幅畫的過程,
[00:14:32.000 --> 00:14:36.000]  是懷胎會生出罪,
[00:14:36.000 --> 00:14:39.000]  是會生出死,
[00:14:39.000 --> 00:14:42.000]  是我們怎樣對待這個「欲望」,
[00:14:42.000 --> 00:14:44.000]  如果我們放縱的時候,
[00:14:44.000 --> 00:14:46.000]  懷胎而已,
[00:14:46.000 --> 00:14:48.000]  亞覺用了一個比喻,
[00:14:48.000 --> 00:14:51.000]  就是在裡面「勾」,
[00:14:51.000 --> 00:14:55.000]  懷胎的人,俗語都是「勾仔」,
[00:14:55.000 --> 00:14:59.000]  在懷孕的過程,
[00:14:59.000 --> 00:15:01.000]  剛剛那個階段,
[00:15:01.000 --> 00:15:05.000]  可能有些「害喜」的反應,
[00:15:05.000 --> 00:15:07.000]  裡面「勾」些什麼出來呢?
[00:15:07.000 --> 00:15:11.000]  原來是可以「勾」罪,
[00:15:11.000 --> 00:15:13.000]  罪會慢慢成長,
[00:15:13.000 --> 00:15:17.000]  有些微小的罪,我們及早去處理的時候,
[00:15:17.000 --> 00:15:18.000]  就停了,
[00:15:18.000 --> 00:15:21.000]  但如果我們沒有及早去處理,
[00:15:21.000 --> 00:15:24.000]  就由它長成,
[00:15:24.000 --> 00:15:26.000]  長成到一個地步,
[00:15:26.000 --> 00:15:28.000]  結局是死,
[00:15:28.000 --> 00:15:32.000]  這個是面對著那種私慾,
[00:15:32.000 --> 00:15:34.000]  誘惑,牽引,
[00:15:34.000 --> 00:15:36.000]  那個試探的過程就是這樣,
[00:15:36.000 --> 00:15:39.000]  各位姐妹,這個是亞覺,
[00:15:39.000 --> 00:15:42.000]  向信徒第一個的澄清,
[00:15:42.000 --> 00:15:44.000]  面對一個紛亂的世界,
[00:15:44.000 --> 00:15:47.000]  面對著一個常常有很多困苦患難,
[00:15:47.000 --> 00:15:49.000]  迫不及待的世界,
[00:15:49.000 --> 00:15:51.000]  有很多不如意的事情的世界,
[00:15:51.000 --> 00:15:53.000]  第一樣我們不要搞錯,
[00:15:53.000 --> 00:15:55.000]  不是上帝的責任,
[00:15:55.000 --> 00:15:57.000]  不要委過於上帝,
[00:15:57.000 --> 00:16:00.000]  不過我們人又實在真的很喜歡
[00:16:00.000 --> 00:16:02.000]  將責任歸在上帝身上,
[00:16:02.000 --> 00:16:04.000]  很多年前有一套電影,
[00:16:04.000 --> 00:16:07.000]  《衰鬼上帝》有沒有看過?
[00:16:07.000 --> 00:16:11.000]  男主角是Bruce,
[00:16:11.000 --> 00:16:14.000]  他是一個記者,
[00:16:14.000 --> 00:16:18.000]  不過他人生的際遇就不是幾好彩,
[00:16:18.000 --> 00:16:19.000]  我們叫做,
[00:16:19.000 --> 00:16:21.000]  常常頭頭碰著黑,
[00:16:21.000 --> 00:16:23.000]  不是這件事就那件事,
[00:16:23.000 --> 00:16:25.000]  連他都不是幾好受,不是幾好過,
[00:16:25.000 --> 00:16:27.000]  他唯一一件好的事,
[00:16:27.000 --> 00:16:29.000]  就是他有一個好的女朋友,
[00:16:29.000 --> 00:16:34.000]  這個Bruce面對生活各種倒霉的事,
[00:16:34.000 --> 00:16:38.000]  他就將責任放在上帝身上,
[00:16:38.000 --> 00:16:39.000]  他責備上帝,
[00:16:39.000 --> 00:16:40.000]  指控上帝,
[00:16:40.000 --> 00:16:41.000]  你怎樣做上帝,
[00:16:41.000 --> 00:16:44.000]  上帝你根本管治無方,
[00:16:44.000 --> 00:16:46.000]  他一路投訴投訴投訴,
[00:16:46.000 --> 00:16:48.000]  然後這個上帝就應機了,
[00:16:48.000 --> 00:16:50.000]  騙他了,
[00:16:50.000 --> 00:16:51.000]  這個上帝就告訴他,
[00:16:51.000 --> 00:16:53.000]  我是一個怎樣的上帝,
[00:16:53.000 --> 00:16:55.000]  然後面對著Bruce的投訴,
[00:16:55.000 --> 00:16:57.000]  他就說不如這樣,
[00:16:57.000 --> 00:17:00.000]  我給你一個禮拜的時間你做上帝,
[00:17:00.000 --> 00:17:03.000]  你去管這個世界,
[00:17:03.000 --> 00:17:05.000]  這個Bruce就得到神奇的力量,
[00:17:05.000 --> 00:17:07.000]  簡直做甚麼都可以,
[00:17:07.000 --> 00:17:09.000]  很開心,
[00:17:09.000 --> 00:17:12.000]  但到頭來面對著很多人向他祈禱,
[00:17:12.000 --> 00:17:13.000]  太多了,
[00:17:13.000 --> 00:17:14.000]  這個又求,那個又求,
[00:17:14.000 --> 00:17:15.000]  結果是怎樣呢?
[00:17:15.000 --> 00:17:17.000]  慢慢他都不理了,
[00:17:17.000 --> 00:17:19.000]  個個的祈禱他都應運,
[00:17:19.000 --> 00:17:20.000]  結果是怎樣?
[00:17:20.000 --> 00:17:23.000]  如果個個祈禱都應運的時候,
[00:17:23.000 --> 00:17:24.000]  就世界大亂了,
[00:17:24.000 --> 00:17:27.000]  他當時面對的社會就是世界大亂,
[00:17:27.000 --> 00:17:30.000]  然後回來這個Bruce終於知錯了,
[00:17:30.000 --> 00:17:32.000]  世界大亂到一個地步,
[00:17:32.000 --> 00:17:35.000]  連他女朋友都要和他產生誤會,
[00:17:35.000 --> 00:17:37.000]  然後就分手收場,
[00:17:37.000 --> 00:17:39.000]  然後他回來這個上帝面前,
[00:17:39.000 --> 00:17:40.000]  承認自己一錯,
[00:17:40.000 --> 00:17:42.000]  不過上帝沒有怪責他,
[00:17:42.000 --> 00:17:44.000]  上帝真的給他經驗,
[00:17:44.000 --> 00:17:47.000]  這個世界所發生的事情,
[00:17:47.000 --> 00:17:49.000]  有很多的原因,
[00:17:49.000 --> 00:17:52.000]  不要只是賴在上帝的身上,
[00:17:52.000 --> 00:17:55.000]  請姐妹願你和我都是,
[00:17:55.000 --> 00:17:57.000]  首先一個的清醒是什麼呢?
[00:17:57.000 --> 00:17:59.000]  在這個紛亂的世界的清醒,
[00:17:59.000 --> 00:18:01.000]  我們不要把惡的源頭放在上帝身上,
[00:18:01.000 --> 00:18:03.000]  這是第一,
[00:18:03.000 --> 00:18:05.000]  然後阿哥接著做什麼呢?
[00:18:05.000 --> 00:18:06.000]  阿哥不只是說,
[00:18:06.000 --> 00:18:09.000]  你不要賴上帝那些試探,
[00:18:09.000 --> 00:18:12.000]  不要說是上帝試探你的,
[00:18:12.000 --> 00:18:16.000]  讓他來一個正面的澄清,
[00:18:16.000 --> 00:18:19.000]  這個正面的澄清,
[00:18:19.000 --> 00:18:21.000]  是說上帝是什麼呢?
