
[00:00:00.000 --> 00:00:02.000]  保證節目讓我們聽神的道理
[00:03:23.840 --> 00:03:25.280]  大約在去年的時間
[00:03:25.280 --> 00:03:26.840]  預備這堂課的時候
[00:03:26.840 --> 00:03:28.840]  在預備這堂課講到的時候
[00:03:28.840 --> 00:03:29.880]  我就知道
[00:03:29.880 --> 00:03:31.480]  我就知道明白
[00:03:31.480 --> 00:03:34.560]  因為當一個人臨將別
[00:03:34.560 --> 00:03:35.760]  或者將死
[00:03:35.760 --> 00:03:38.080]  也都知道自己再不會見面的時候
[00:03:38.080 --> 00:03:41.360]  當就是將離別不再見面的時候
[00:03:41.360 --> 00:03:42.760]  他想留下的
[00:03:42.760 --> 00:03:43.800]  他想留下的
[00:03:43.800 --> 00:03:45.160]  是他的美顏
[00:03:45.160 --> 00:03:46.200]  是他的美顏
[00:03:46.200 --> 00:03:48.040]  是他最好的一面
[00:03:48.040 --> 00:03:49.240]  是他最好的一面
[00:03:49.240 --> 00:03:51.440]  而不是他臨死的時候
[00:03:51.440 --> 00:03:55.640]  在病牀上的那份憔悴
[00:03:55.640 --> 00:04:00.560]  而不是他在病牀上的那個憔悴和痛苦
[00:04:00.560 --> 00:04:04.280]  他希望能夠將他最好的留給
[00:04:04.280 --> 00:04:06.480]  在世仍然可活的人
[00:04:06.480 --> 00:04:10.280]  他希望他最美好的留給在世的人
[00:04:10.280 --> 00:04:12.480]  所以當我去看回這段聖經的時候
[00:04:12.480 --> 00:04:14.040]  當我去看這個聖經的時候
[00:04:14.040 --> 00:04:17.480]  普羅和以弗所教會的長老
[00:04:17.480 --> 00:04:20.720]  他知道將沒什麼機會再見面了
[00:04:20.720 --> 00:04:24.080]  他知道和以弗所的教會長老
[00:04:24.080 --> 00:04:25.720]  沒有再有機會見面了
[00:04:25.720 --> 00:04:28.680]  他只希望將他過去最好的
[00:04:28.680 --> 00:04:32.840]  他只希望將過去最好的留下給他們
[00:04:32.840 --> 00:04:35.960]  然後希望他們能夠承接最好的
[00:04:35.960 --> 00:04:37.840]  希望他們能夠承接最好的
[00:04:37.840 --> 00:04:39.680]  繼續活在面前
[00:04:39.680 --> 00:04:40.880]  繼續生活在面前
[00:04:40.880 --> 00:04:43.000]  成就上帝的旨意
[00:04:43.000 --> 00:04:44.440]  成就上帝的旨意
[00:04:44.440 --> 00:04:47.200]  這個正正就是我們今天想看的這段聖經
[00:04:47.200 --> 00:04:50.680]  談論到基督徒的一直心情說話
[00:04:50.680 --> 00:04:55.640]  就是說一直是基督徒的一席心情對話
[00:04:55.640 --> 00:04:56.840]  的第二部分
[00:04:56.840 --> 00:04:57.720]  第二部分
[00:04:57.720 --> 00:05:01.840]  普羅已經說了究竟他過去所做的事
[00:05:01.840 --> 00:05:03.280]  將來會怎麼樣
[00:05:03.280 --> 00:05:05.200]  就是他過去所做的事
[00:05:05.200 --> 00:05:06.480]  將來他會怎麼樣
[00:05:06.480 --> 00:05:09.080]  現在你們面對將要怎麼做
[00:05:09.080 --> 00:05:10.720]  是一個很貼身的問題
[00:05:10.720 --> 00:05:13.000]  你們面對將來怎麼去做
[00:05:13.000 --> 00:05:14.880]  是一個很貼身的問題
[00:05:14.880 --> 00:05:17.880]  普羅就是從第25節裏面再開始說
[00:05:17.880 --> 00:05:20.000]  普羅從25節開始再次講
[00:05:20.000 --> 00:05:23.560]  告訴他們我不能再見你們的事實
[00:05:23.560 --> 00:05:25.480]  我不能再見你們的事實
[00:05:25.480 --> 00:05:26.920]  我們再看第25節
[00:05:26.920 --> 00:05:28.120]  我們再看25節
[00:05:28.120 --> 00:05:29.880]  普羅說
[00:05:29.880 --> 00:05:32.520]  我蘇常在你們中間來往
[00:05:32.520 --> 00:05:34.200]  全港神國的道
[00:05:34.200 --> 00:05:35.760]  如今我曉得
[00:05:35.760 --> 00:05:39.560]  你們以後都不得再見我的面了
[00:05:39.560 --> 00:05:41.840]  我說了在你們中間來往
[00:05:41.840 --> 00:05:43.600]  全講神國的道
[00:05:43.600 --> 00:05:45.080]  如今我曉得
[00:05:45.080 --> 00:05:48.160]  你們以後都不得再見我的面了
[00:05:48.160 --> 00:05:50.680]  普羅知道這次是最後見面
[00:05:50.680 --> 00:05:52.200]  保羅知道這是最後見面
[00:05:52.200 --> 00:05:53.000]  怎麼知道
[00:05:53.000 --> 00:05:53.480]  怎麼知道
[00:05:53.480 --> 00:05:54.840]  聖靈有啟示告訴他
[00:05:54.840 --> 00:05:56.000]  聖靈有啟示告訴他
[00:05:56.000 --> 00:05:58.720]  之後我們會再看聖靈何時啟示普羅
[00:05:58.720 --> 00:06:00.760]  我們看看聖靈是怎麼啟示普羅
[00:06:00.760 --> 00:06:02.280]  但是從這裏裏面
[00:06:02.280 --> 00:06:05.040]  普羅已經將自己不能再見的事實
[00:06:05.040 --> 00:06:07.000]  講了給已不鎖教會的人知道
[00:06:07.000 --> 00:06:10.800]  將保羅不能再見你們的事實
[00:06:10.800 --> 00:06:13.440]  這份不捨之情是藏在裏面
[00:06:13.440 --> 00:06:15.000]  這份不捨之情是藏在裏面
[00:06:15.000 --> 00:06:18.960]  究竟怎樣纔能夠繼續幫助他們成長起來呢
[00:06:18.960 --> 00:06:20.920]  怎樣纔能夠幫助他們成長起來呢
[00:06:20.920 --> 00:06:21.600]  靈卿姐妹
[00:06:21.600 --> 00:06:22.160]  靈卿姐妹
[00:06:22.160 --> 00:06:24.640]  我們這正是這段經文想要跟進
[00:06:24.640 --> 00:06:26.000]  今天要看的地方
[00:06:26.000 --> 00:06:27.880]  這就是我們今天要看的地方
[00:06:27.880 --> 00:06:29.080]  就是從26節
[00:06:29.080 --> 00:06:29.840]  就是26節
[00:06:29.840 --> 00:06:30.960]  普羅所講的
[00:06:30.960 --> 00:06:31.640]  普羅所講的
[00:06:31.640 --> 00:06:34.120]  所以我今天向你們證明
[00:06:34.120 --> 00:06:35.400]  就是向你們證明
[00:06:35.400 --> 00:06:36.600]  無論你們中間
[00:06:36.600 --> 00:06:37.920]  無論何人死亡
[00:06:37.920 --> 00:06:39.640]  罪都不在我身上
[00:06:39.640 --> 00:06:41.320]  無論何人死亡
[00:06:41.320 --> 00:06:42.960]  罪都不在我身上
[00:06:42.960 --> 00:06:44.960]  普羅講這番說話是甚麼意思
[00:06:44.960 --> 00:06:46.280]  普羅講這番說話是甚麼意思
[00:06:46.280 --> 00:06:47.600]  雖然你臨走了
[00:06:47.600 --> 00:06:48.200]  雖然你臨走了
[00:06:48.200 --> 00:06:50.160]  你不用講這麼傷人的話
[00:06:50.160 --> 00:06:51.760]  我不想講這麼傷人的話
[00:06:51.760 --> 00:06:52.640]  靈卿姐妹
[00:06:52.640 --> 00:06:53.880]  靈卿姐妹
[00:06:53.880 --> 00:06:54.920]  普羅講這番說話
[00:06:54.920 --> 00:06:57.040]  是不是你們理死理賤
[00:06:57.040 --> 00:06:59.480]  普羅是不是說你死你賤
[00:06:59.480 --> 00:07:01.640]  我不再理你們了
[00:07:01.640 --> 00:07:04.240]  我不再理你們了
[00:07:04.240 --> 00:07:05.640]  普羅不是這樣的動機
[00:07:05.640 --> 00:07:07.080]  普羅不是這樣的動機
[00:07:07.080 --> 00:07:09.600]  你跟普羅沒有這樣的關係的人
[00:07:09.600 --> 00:07:11.920]  你就不會明白普羅為甚麼講這番說話
[00:07:11.920 --> 00:07:14.000]  如果你和普羅沒有這樣的關係的人
[00:07:14.000 --> 00:07:16.240]  你不會明白普羅為甚麼講這番說話
[00:07:16.240 --> 00:07:18.760]  表面看
[00:07:18.760 --> 00:07:22.440]  普羅好像說到你們以後再不關我事
[00:07:22.440 --> 00:07:25.240]  表面上說你們以後不再關我的事
[00:07:25.240 --> 00:07:27.640]  其實實際上普羅想講一個甚麼事實呢
[00:07:27.640 --> 00:07:29.520]  普羅想講一個甚麼事實呢
[00:07:29.520 --> 00:07:31.920]  是因為我的工作已經完成了
[00:07:31.920 --> 00:07:33.280]  所以我的工作已經完成了
[00:07:33.280 --> 00:07:35.520]  每個人的人生都有限的
[00:07:35.520 --> 00:07:37.280]  每一個人的人生都有限的
[00:07:37.280 --> 00:07:39.200]  在這個有限的幾十年的裏面
[00:07:39.200 --> 00:07:40.920]  在這個有限的幾十年裏面
[00:07:40.920 --> 00:07:42.680]  能夠和每一個人見面
[00:07:42.680 --> 00:07:44.200]  能夠和每一個人見面
[00:07:44.200 --> 00:07:45.400]  不是偶然的大英姐妹
[00:07:45.400 --> 00:07:46.600]  不是偶然的
[00:07:46.600 --> 00:07:49.920]  你們能夠在馬來華人浸信會和我認識
[00:07:49.920 --> 00:07:52.720]  你們能夠在馬來華人浸信會和我認識
[00:07:52.720 --> 00:07:54.720]  我現在能夠在這裏和大家見面
[00:07:54.720 --> 00:07:56.480]  我能夠在這裏和大家見面
[00:07:56.480 --> 00:07:57.680]  成為大家的目者
[00:07:57.680 --> 00:07:58.520]  成為大家的目者
[00:07:58.520 --> 00:08:00.240]  絕非偶然
[00:08:00.240 --> 00:08:01.080]  絕非偶然
[00:08:01.080 --> 00:08:06.680]  是上帝給這個環境可以組合成這樣的結構
[00:08:06.680 --> 00:08:09.680]  是上帝給這個環境組合成這樣的結構
[00:08:09.680 --> 00:08:12.560]  我去巴黎全渡的時候那三個月
[00:08:12.560 --> 00:08:14.520]  我去巴黎全渡的時候那三個月
[00:08:14.520 --> 00:08:15.360]  每一個星期
[00:08:15.360 --> 00:08:17.560]  星期三我們都有一個茶經班
[00:08:17.560 --> 00:08:19.760]  每一個星期三都有一個茶經班
[00:08:19.760 --> 00:08:22.800]  在這個茶經班的第一堂的最開始
[00:08:22.800 --> 00:08:24.480]  在第一堂開始
[00:08:24.480 --> 00:08:26.120]  在我的歡迎語裏面
[00:08:26.120 --> 00:08:27.160]  在我的歡迎語裏面
[00:08:27.160 --> 00:08:28.880]  我共同和所有的信徒講
[00:08:28.880 --> 00:08:30.080]  我共同和所有的信徒講
[00:08:30.080 --> 00:08:30.960]  我和大英姐妹
[00:08:30.960 --> 00:08:32.280]  我和大英姐妹
[00:08:32.280 --> 00:08:33.400]  今天星期三
[00:08:33.400 --> 00:08:35.080]  我們有這班大英姐妹
[00:08:35.080 --> 00:08:37.720]  總共來的總共有28個人
[00:08:37.720 --> 00:08:40.720]  這班大英姐妹我們總共有28個人
[00:08:40.720 --> 00:08:43.200]  這28個人的組合
[00:08:43.200 --> 00:08:45.800]  這28個人的組合
[00:08:45.800 --> 00:08:47.120]  只有今天才有
[00:08:47.120 --> 00:08:48.880]  只有今天才有
[00:08:48.880 --> 00:08:50.320]  可能下一分鐘都沒有了
[00:08:50.320 --> 00:08:52.680]  可能下一分鐘都沒有了
[00:08:52.680 --> 00:08:54.520]  因為下個禮拜可能有人不回來
[00:08:54.520 --> 00:08:56.000]  因為下個禮拜可能有人不回來
[00:08:56.000 --> 00:08:59.040]  下一分鐘有個人突然有事要早走
[00:08:59.040 --> 00:09:02.640]  下一分鐘可能有人有事要先走
[00:09:02.640 --> 00:09:06.360]  因此我希望你們每一個來到茶經班的
[00:09:06.360 --> 00:09:08.080]  我希望你們每一個來到茶經班的
[00:09:08.080 --> 00:09:09.240]  每一次你來
[00:09:09.240 --> 00:09:09.920]  每一次你來
[00:09:09.920 --> 00:09:12.680]  你都要珍惜這一次這個組合的機會
[00:09:12.680 --> 00:09:14.960]  你都要珍惜這一次這個組合的機會
[00:09:14.960 --> 00:09:19.440]  因為茶經不是一個只是知識交流
[00:09:19.440 --> 00:09:22.720]  因為茶經不僅僅是知識交流
[00:09:22.720 --> 00:09:24.920]  如果我把聖經就這樣全部講給你聽
[00:09:24.920 --> 00:09:25.720]  其實很容易
[00:09:25.720 --> 00:09:27.880]  你可以不需要來茶經班
[00:09:27.880 --> 00:09:29.520]  我希望這個知識告訴你
[00:09:29.520 --> 00:09:30.520]  你可以不來茶經班
[00:09:30.520 --> 00:09:31.920]  你隨便買一本書都可以
[00:09:31.920 --> 00:09:32.640]  你買一本書都可以
[00:09:32.640 --> 00:09:35.480]  而且你們目者的東西全部有寫的
[00:09:35.480 --> 00:09:37.280]  你想要我給你一份你都可以
[00:09:37.280 --> 00:09:39.880]  而且你們目者的東西全部有寫的
[00:09:39.880 --> 00:09:41.240]  你要我可以給你一份
[00:09:41.240 --> 00:09:44.240]  教會的茶經班不是訓練班這麼簡單
[00:09:44.240 --> 00:09:46.320]  教會的茶經班不是訓練班這麼簡單
[00:09:46.320 --> 00:09:49.040]  而是一個在真理上面
[00:09:49.040 --> 00:09:50.920]  這個獨特的組合羣體
[00:09:50.920 --> 00:09:52.880]  能夠彼此運作
[00:09:52.880 --> 00:09:53.800]  彼此鼓勵
[00:09:53.800 --> 00:09:56.640]  以及構造一種不同的關係
[00:09:56.640 --> 00:09:59.160]  就是在這個走合當中
[00:09:59.160 --> 00:10:00.440]  能夠彼此關心
[00:10:00.440 --> 00:10:03.480]  彼此的輔助構成這麼一種關係
[00:10:03.480 --> 00:10:06.480]  保羅想告訴以弗所教會的長老
[00:10:06.480 --> 00:10:08.600]  保羅想告訴以弗所的長老
[00:10:08.600 --> 00:10:10.320]  我知道以後不會再見到你們
[00:10:10.320 --> 00:10:11.560]  我知道以後不會再見到你們
[00:10:11.560 --> 00:10:12.840]  因此
[00:10:12.840 --> 00:10:14.520]  從過了今天之後
[00:10:14.520 --> 00:10:15.360]  從今天之後
[00:10:15.360 --> 00:10:16.960]  一個新的組合出現
[00:10:16.960 --> 00:10:18.200]  一個新的組合出現
[00:10:18.200 --> 00:10:19.160]  這個組合
[00:10:19.160 --> 00:10:19.840]  這個組合
[00:10:19.840 --> 00:10:22.000]  是沒有保羅繼續在裏面的了
[00:10:22.000 --> 00:10:23.520]  沒有保羅在裏面
[00:10:23.520 --> 00:10:25.240]  你們可不可以珍惜他
[00:10:25.240 --> 00:10:27.480]  你們要不要珍惜他
[00:10:27.480 --> 00:10:29.960]  我在巴黎的時候有一個弟兄說
[00:10:29.960 --> 00:10:30.960]  我在巴黎的時候有一個弟兄說
[00:10:30.960 --> 00:10:32.960]  我聽餘牧師講這番說話之後
[00:10:32.960 --> 00:10:33.920]  我聽餘牧師講這番說話之後
[00:10:33.920 --> 00:10:35.120]  我決定做一件事
[00:10:35.120 --> 00:10:35.840]  我決定做一件事
[00:10:35.840 --> 00:10:36.760]  你決定做一件事
[00:10:36.760 --> 00:10:37.640]  我決定做一件事
[00:10:37.640 --> 00:10:38.440]  每一次
[00:10:38.440 --> 00:10:39.760]  每一天的查經班
[00:10:39.760 --> 00:10:40.560]  每一次查經班
[00:10:40.560 --> 00:10:41.960]  最開頭
[00:10:41.960 --> 00:10:43.200]  都要一起拍一張相
[00:10:43.200 --> 00:10:46.400]  要一起照光相
[00:10:46.400 --> 00:10:48.200]  因為我知道下一個禮拜
[00:10:48.200 --> 00:10:50.480]  這張相是已經裏面的組合不同
[00:10:50.480 --> 00:10:51.960]  因為我知道下一個禮拜
[00:10:51.960 --> 00:10:53.760]  這個組合會不會一樣
[00:10:53.760 --> 00:10:54.920]  而這個組合
[00:10:54.920 --> 00:10:55.560]  而這個組合
[00:10:55.560 --> 00:10:56.640]  透過不同的弟兄姐妹
[00:10:56.640 --> 00:10:57.960]  屬靈生命的參與
[00:10:57.960 --> 00:10:59.280]  透過不同弟兄姐妹
[00:10:59.280 --> 00:10:59.920]  屬靈生命的參與
[00:10:59.920 --> 00:11:02.520]  這個查經班的動力在裏面
[00:11:02.520 --> 00:11:03.680]  上帝的靈點運作
[00:11:03.680 --> 00:11:04.560]  又很不同
[00:11:04.560 --> 00:11:06.760]  這個動力是上帝靈子
[00:11:06.760 --> 00:11:08.160]  明白嗎?弟兄姐妹
[00:11:08.160 --> 00:11:09.360]  所以這個保羅不是說
[00:11:09.360 --> 00:11:11.080]  以後你死你賤
[00:11:11.080 --> 00:11:13.480]  保羅不是說你死你賤
[00:11:13.480 --> 00:11:15.120]  你們的罪不關我的事
[00:11:15.120 --> 00:11:16.320]  你們的罪不關我的事
[00:11:16.320 --> 00:11:17.920]  保羅其實仍然很關心
[00:11:17.920 --> 00:11:18.920]  以弗所教會
[00:11:18.920 --> 00:11:21.720]  每一個人的屬靈生命是怎樣
[00:11:21.720 --> 00:11:22.920]  因為保羅很關心
[00:11:22.920 --> 00:11:25.920]  以弗所教會的每一個人的生命是怎樣
[00:11:25.920 --> 00:11:27.880]  但是保羅知道自己再不能夠
[00:11:27.880 --> 00:11:29.760]  在裏面有一個墳
[00:11:29.760 --> 00:11:30.800]  是怎樣參與
[00:11:30.800 --> 00:11:33.640]  叫保羅知道自己不能夠在裏面參與
[00:11:33.640 --> 00:11:37.120]  這個正是保羅在這一刻的矛盾
[00:11:37.120 --> 00:11:39.160]  在這一刻保羅的矛盾
[00:11:39.160 --> 00:11:41.400]  他想告訴以弗所教會的人
[00:11:41.400 --> 00:11:43.400]  他想教會以弗所教會的人知道
[00:11:43.400 --> 00:11:45.480]  我明白這個事實
[00:11:45.480 --> 00:11:46.920]  要明白這個事實
[00:11:46.920 --> 00:11:49.200]  我再不能夠在往後日子跟你在一起
[00:11:49.200 --> 00:11:52.480]  我不能在往後日子和你在一起
[00:11:52.480 --> 00:11:53.440]  那怎樣呢?
[00:11:53.440 --> 00:11:58.360]  那怎樣呢?
[00:11:58.360 --> 00:11:59.760]  我又關心你
[00:11:59.760 --> 00:12:01.000]  我很關心你
[00:12:01.000 --> 00:12:02.880]  我很關愛你的靈命生命
[00:12:02.880 --> 00:12:06.360]  我很關愛你的靈命生命
[00:12:06.360 --> 00:12:09.000]  怎樣能夠可以延續下去呢?
[00:12:09.000 --> 00:12:11.360]  怎麼能夠延續下去呢?
[00:12:11.360 --> 00:12:13.880]  好像一個臨死的人一樣
[00:12:13.880 --> 00:12:15.480]  好像一個臨死的人一樣
[00:12:15.480 --> 00:12:18.240]  在你身邊如果所有的是你的子女的話
[00:12:18.240 --> 00:12:20.680]  如果在你身邊所有都是你的兒女的話
[00:12:20.680 --> 00:12:22.280]  你知道你死期已到
[00:12:22.280 --> 00:12:24.600]  你知道你死期已到
[00:12:24.600 --> 00:12:26.760]  你最後想跟他說一句甚麼說話
[00:12:26.760 --> 00:12:30.720]  你最後想跟他說一句甚麼說話呢?
[00:12:30.720 --> 00:12:31.800]  我有想過的
[00:12:31.800 --> 00:12:33.440]  我有想過的
[00:12:33.440 --> 00:12:35.120]  我想過只需要說一句說話
[00:12:35.120 --> 00:12:36.640]  我想跟你講一句說話
[00:12:36.640 --> 00:12:40.040]  Goodbye and see you later
[00:12:40.040 --> 00:12:42.240]  Goodbye and see you later
[00:12:42.240 --> 00:12:43.720]  暫時分別
[00:12:43.720 --> 00:12:44.840]  暫時分別
[00:12:44.840 --> 00:12:46.280]  然後怎樣?
[00:12:46.280 --> 00:12:48.000]  他日再會
[00:12:48.000 --> 00:12:49.520]  他日再見
[00:12:49.520 --> 00:12:50.680]  你說在哪裏會?
[00:12:50.680 --> 00:12:51.280]  他在哪裏見?
[00:12:51.280 --> 00:12:52.600]  永恆的裏面
[00:12:52.600 --> 00:12:53.640]  在永恆裏面
[00:12:53.640 --> 00:12:54.360]  弟兄姐妹
[00:12:54.360 --> 00:12:54.840]  弟兄姐妹
[00:12:54.840 --> 00:12:57.320]  這個是我自己做基督徒
[00:12:57.320 --> 00:12:59.560]  很希望跟我自己最親密的人
[00:12:59.560 --> 00:13:00.760]  最後講的一番說話
[00:13:00.760 --> 00:13:02.120]  這是我作為基督徒
[00:13:02.120 --> 00:13:04.800]  很希望跟我最親密的人要講的話
[00:13:04.800 --> 00:13:08.640]  這個正正就是保羅接下來這段聖經想講的內容
[00:13:08.640 --> 00:13:11.680]  這就是保羅在這段聖經裏要講的內容
[00:13:11.680 --> 00:13:13.360]  雖然見到將來的日子
[00:13:13.360 --> 00:13:14.880]  還可能有一段時間
[00:13:14.880 --> 00:13:16.920]  其實將來還有一段時間
[00:13:16.920 --> 00:13:17.800]  在永恆裏面
[00:13:17.800 --> 00:13:19.560]  保羅自己都不知道
[00:13:19.560 --> 00:13:21.120]  在永恆裏面甚麼時候
[00:13:21.120 --> 00:13:21.880]  保羅自己都不知道
[00:13:21.880 --> 00:13:23.400]  重點不是時間
[00:13:23.400 --> 00:13:24.120]  重點不是時間
[00:13:24.120 --> 00:13:27.240]  重點是要怎樣向永恆帶大家一起去走
[00:13:27.240 --> 00:13:29.360]  怎麼向永恆走?
[00:13:29.360 --> 00:13:31.800]  How do you march towards the eternity?
[00:13:31.800 --> 00:13:33.480]  這個纔是最重要的題目
[00:13:33.480 --> 00:13:35.280]  怎麼才能走向永恆?
[00:13:35.280 --> 00:13:36.600]  我不在你的身邊
[00:13:36.600 --> 00:13:37.520]  我不在你的身邊
[00:13:37.520 --> 00:13:39.680]  我不可以天天陪著你
[00:13:39.680 --> 00:13:40.960]  我不能天天陪著你
[00:13:40.960 --> 00:13:42.320]  不可以陪伴著你
[00:13:42.320 --> 00:13:43.520]  不能陪伴你
[00:13:43.520 --> 00:13:44.560]  那怎麼好呢?
[00:13:44.560 --> 00:13:45.800]  那怎麼好呢?
[00:13:45.800 --> 00:13:47.200]  讓我停一停在這裏
[00:13:47.200 --> 00:13:48.200]  讓我們再停一下
[00:13:48.200 --> 00:13:51.240]  分享一點我自己做基督徒這麼多年
[00:13:51.240 --> 00:13:53.720]  做牧者的一些心情
[00:13:53.720 --> 00:13:59.840]  就分享我一點點做基督徒做牧者的心情
[00:13:59.840 --> 00:14:02.000]  我沒有伊瑪麗環浸信會
[00:14:02.000 --> 00:14:05.000]  我沒有伊瑪麗環浸信會
[00:14:05.000 --> 00:14:06.160]  我很記得的
[00:14:06.160 --> 00:14:07.320]  我很記得
[00:14:07.320 --> 00:14:10.400]  我來接受伊瑪麗環浸信會的時候
[00:14:10.400 --> 00:14:12.400]  我接受伊瑪麗環浸信會的時候
[00:14:12.400 --> 00:14:13.880]  當時有三十二個人
[00:14:13.880 --> 00:14:15.280]  那時候有三十二個人
[00:14:15.280 --> 00:14:16.760]  伊瑪麗環浸信會最初
[00:14:16.760 --> 00:14:19.240]  最鼎盛的時候接近有九十幾一百人
[00:14:19.240 --> 00:14:23.480]  就伊瑪麗環浸信會這件事是將近一百人
[00:14:23.480 --> 00:14:26.200]  因為教會要去買一個地方
