
[00:00:00.000 --> 00:00:02.000]  今年是羊年
[00:03:29.000 --> 00:03:32.000]  安提阿是一個多元文化
[00:03:32.000 --> 00:03:35.000]  又出名淫亂的地方
[00:03:35.000 --> 00:03:36.000]  甚至有人說
[00:03:36.000 --> 00:03:39.000]  安提阿是將它的污穢
[00:03:39.000 --> 00:03:42.000]  帶到羅馬這個主要的城市
[00:03:42.000 --> 00:03:44.000]  這個城裡面的人
[00:03:44.000 --> 00:03:47.000]  生活奢華艷樂
[00:03:47.000 --> 00:03:51.000]  這個城市也充滿不同的宗教
[00:03:51.000 --> 00:03:54.000]  這幫無名的基督徒
[00:03:54.000 --> 00:03:56.000]  逃難到那裡
[00:03:56.000 --> 00:04:00.000]  他們不單止沒有被當時城市的黑暗所沾染
[00:04:00.000 --> 00:04:01.000]  相反
[00:04:01.000 --> 00:04:04.000]  將他們從基督而來的光
[00:04:04.000 --> 00:04:07.000]  帶到一個黑暗的地方
[00:04:07.000 --> 00:04:09.000]  因著史提反被殺
[00:04:09.000 --> 00:04:10.000]  沒錯
[00:04:10.000 --> 00:04:14.000]  他們被迫分散四處
[00:04:14.000 --> 00:04:18.000]  但他們不是苟且偷生
[00:04:18.000 --> 00:04:23.000]  而是到各處去傳主的福音
[00:04:23.000 --> 00:04:26.000]  他們雖然心無長物
[00:04:26.000 --> 00:04:32.000]  卻帶耶穌而來的恩典和愛的信息
[00:04:32.000 --> 00:04:35.000]  這幫可以說是優秀
[00:04:35.000 --> 00:04:37.000]  但卻不出名的信徒
[00:04:37.000 --> 00:04:40.000]  他們有一個為主犧牲的心
[00:04:40.000 --> 00:04:41.000]  我可以說
[00:04:41.000 --> 00:04:42.000]  他們的付出
[00:04:42.000 --> 00:04:44.000]  不是我們從聖經裡面就可以看到的
[00:04:44.000 --> 00:04:48.000]  我相信是超過我們在聖經裡面所能體會的
[00:04:48.000 --> 00:04:52.000]  他們聽過彼得和約翰所說的道
[00:04:52.000 --> 00:04:56.000]  他們看過他們怎樣來醫治病人
[00:04:56.000 --> 00:04:59.000]  甚至見過死人復活
[00:04:59.000 --> 00:05:02.000]  但很可惜
[00:05:02.000 --> 00:05:06.000]  他們都誤信了一些人的看法
[00:05:06.000 --> 00:05:09.000]  他們以為耶穌的大使命
[00:05:09.000 --> 00:05:12.000]  只是臨到猶太
[00:05:12.000 --> 00:05:14.000]  只有猶太能得到福音的好處
[00:05:14.000 --> 00:05:17.000]  其他外國人是沒有機會的
[00:05:17.000 --> 00:05:20.000]  因此根據聖經告訴我們
[00:05:20.000 --> 00:05:22.000]  他們去到安提拉的時候
[00:05:22.000 --> 00:05:27.000]  只是向猶太人傳福音
[00:05:27.000 --> 00:05:30.000]  對於安提拉大部分的外國人
[00:05:30.000 --> 00:05:34.000]  他們卻視若無睹
[00:05:34.000 --> 00:05:36.000]  無論如何
[00:05:36.000 --> 00:05:39.000]  他們不怕逼迫
[00:05:39.000 --> 00:05:43.000]  傳人福音確實是一個勇敢的基督徒
[00:05:43.000 --> 00:05:46.000]  應有的一個特徵
[00:05:46.000 --> 00:05:48.000]  雖如此
[00:05:48.000 --> 00:05:52.000]  人性都是容易軟弱的
[00:05:52.000 --> 00:05:55.000]  人都是很怕事
[00:05:55.000 --> 00:05:58.000]  多一事不如少一事
[00:05:58.000 --> 00:06:00.000]  貪生怕死
[00:06:00.000 --> 00:06:02.000]  是很多人的特質
[00:06:02.000 --> 00:06:05.000]  連我們所敬重的
[00:06:05.000 --> 00:06:08.000]  以色列的族長以撒
[00:06:08.000 --> 00:06:11.000]  都因為怕自己作為利伯家的
[00:06:11.000 --> 00:06:14.000]  先生丈夫而被殺
[00:06:14.000 --> 00:06:17.000]  於是說這是我妹妹
[00:06:17.000 --> 00:06:20.000]  想著這樣就可以逃過一劫
[00:06:20.000 --> 00:06:22.000]  他十足像他父親一樣
[00:06:22.000 --> 00:06:24.000]  那麼軟弱
[00:06:24.000 --> 00:06:28.000]  人都是貪生怕死
[00:06:28.000 --> 00:06:30.000]  但很想告訴大家
[00:06:30.000 --> 00:06:34.000]  我們要效法安提拉教會的信徒
[00:06:34.000 --> 00:06:36.000]  他們雖然面對逼迫
[00:06:36.000 --> 00:06:39.000]  他們卻沒有苟且偷生
[00:06:39.000 --> 00:06:41.000]  他們仍然勇敢的
[00:06:41.000 --> 00:06:46.000]  在那個艱難充滿迷惑的時代社會裏面
[00:06:46.000 --> 00:06:48.000]  傳揚這個福音
[00:06:48.000 --> 00:06:50.000]  頂姐妹
[00:06:50.000 --> 00:06:54.000]  我們可否以一份不怕逼迫的心
[00:06:54.000 --> 00:06:58.000]  面對伊斯蘭國的暴行
[00:06:58.000 --> 00:07:02.000]  面對同志運動的聲勢
[00:07:02.000 --> 00:07:06.000]  異端的遍地開花
[00:07:06.000 --> 00:07:10.000]  面對眾多教徒失敗的見證的衝擊
[00:07:10.000 --> 00:07:12.000]  頂姐妹
[00:07:12.000 --> 00:07:15.000]  我們會否失去全方位的照明
[00:07:15.000 --> 00:07:18.000]  和那份勇氣呢
[00:07:18.000 --> 00:07:20.000]  這是第一點
[00:07:20.000 --> 00:07:23.000]  很想和大家彼此提醒
[00:07:23.000 --> 00:07:25.000]  彼此激勵
[00:07:25.000 --> 00:07:27.000]  你是不是怕告訴別人
[00:07:27.000 --> 00:07:29.000]  我是一個教徒呢
[00:07:29.000 --> 00:07:31.000]  當你去拜年的時候
[00:07:31.000 --> 00:07:34.000]  別人問你平時你去哪裏的時候
[00:07:34.000 --> 00:07:37.000]  你好像很忐忑不知怎麼說
[00:07:37.000 --> 00:07:38.000]  頂姐妹
[00:07:38.000 --> 00:07:40.000]  我們今天在這個時代裏面
[00:07:40.000 --> 00:07:42.000]  我們需要有那份勇氣
[00:07:42.000 --> 00:07:43.000]  不怕告訴別人
[00:07:43.000 --> 00:07:45.000]  我們星期天是上教會的
[00:07:45.000 --> 00:07:48.000]  我們是信耶穌的
[00:07:48.000 --> 00:07:55.000]  我們不怕告訴別人我們是教徒
[00:07:55.000 --> 00:07:59.000]  很多人都擔心我們星期天會去以色列的事
[00:07:59.000 --> 00:08:01.000]  但我不擔心
[00:08:01.000 --> 00:08:03.000]  不是我想殉道
[00:08:03.000 --> 00:08:06.000]  主若願意我就會回來
[00:08:06.000 --> 00:08:07.000]  主若不願意
[00:08:07.000 --> 00:08:09.000]  在聖地回天家
[00:08:09.000 --> 00:08:11.000]  豈不是更好嗎
[00:08:11.000 --> 00:08:13.000]  我們就這樣勉勵團友
[00:08:13.000 --> 00:08:16.000]  第二個很重要的
[00:08:16.000 --> 00:08:18.000]  作為一個勇敢的基督徒
[00:08:18.000 --> 00:08:24.000]  我們需要不因循那些不合乎神心意的傳統
[00:08:24.000 --> 00:08:26.000]  繼續向那些被忽視的人
[00:08:26.000 --> 00:08:28.000]  傳揚這個福音
[00:08:28.000 --> 00:08:29.000]  第20節說
[00:08:29.000 --> 00:08:31.000]  大量中有居比路
[00:08:31.000 --> 00:08:34.000]  即是那些講希臘話的猶太人
[00:08:34.000 --> 00:08:36.000]  和古利內人
[00:08:36.000 --> 00:08:37.000]  即是今天利比亞那些人
[00:08:37.000 --> 00:08:42.000]  他們到了安提柯也向希臘人傳講主耶穌
[00:08:42.000 --> 00:08:44.000]  主與他們同在
[00:08:44.000 --> 00:08:47.000]  信而歸主的人就很多了
[00:08:47.000 --> 00:08:48.000]  沒錯
[00:08:48.000 --> 00:08:51.000]  初期分散的門徒
[00:08:51.000 --> 00:08:53.000]  他們有著一種錯誤的觀念
[00:08:53.000 --> 00:08:56.000]  以為只是傳揚給猶太人
[00:08:56.000 --> 00:08:58.000]  但是感恩
[00:08:58.000 --> 00:09:00.000]  神感動居比路的猶太人
[00:09:00.000 --> 00:09:02.000]  利比亞的猶太人
[00:09:02.000 --> 00:09:05.000]  他們來向當時的希臘人
[00:09:05.000 --> 00:09:07.000]  來傳講福音
[00:09:07.000 --> 00:09:11.000]  因為他們明白主這個大使命正確的意義
[00:09:11.000 --> 00:09:13.000]  勇敢的基督徒第二個特徵
[00:09:13.000 --> 00:09:17.000]  就不會因循一些不合乎神心意的傳統
[00:09:17.000 --> 00:09:19.000]  或者福音的緣故
[00:09:19.000 --> 00:09:23.000]  仍然傳揚給我們可能忽視
[00:09:23.000 --> 00:09:28.000]  或者我們覺得他不值得去傳福音給他們的人
[00:09:28.000 --> 00:09:30.000]  離鄉別井
[00:09:30.000 --> 00:09:34.000]  當初猶太人的確很狹窄
[00:09:34.000 --> 00:09:37.000]  但是整個教會的改變
[00:09:37.000 --> 00:09:43.000]  就從居比路和古利內人的猶太人開始
[00:09:43.000 --> 00:09:48.000]  他們敢於向希臘人傳講福音
[00:09:48.000 --> 00:09:52.000]  但是當時的教會傳統
[00:09:52.000 --> 00:09:54.000]  特別是耶路撒冷武會的傳統
[00:09:54.000 --> 00:10:00.000]  他們認為就算外邦人接受了耶穌為救主
[00:10:00.000 --> 00:10:02.000]  按照規定
[00:10:02.000 --> 00:10:06.000]  他們在未成為基督徒之前
[00:10:06.000 --> 00:10:09.000]  他們怎樣都要成為猶太人
[00:10:09.000 --> 00:10:11.000]  一定要先做國禮
[00:10:11.000 --> 00:10:13.000]  才可以成為基督徒
[00:10:13.000 --> 00:10:15.000]  所以有之後的耶路撒冷大會
[00:10:15.000 --> 00:10:18.000]  或者有關於這方面的爭議
[00:10:18.000 --> 00:10:22.000]  事實上當時教會有強烈的聲音
[00:10:22.000 --> 00:10:27.000]  要求高利樓全家要先成為猶太人
[00:10:27.000 --> 00:10:29.000]  才可以成為基督徒
[00:10:29.000 --> 00:10:32.000]  之前記載彼得向高利樓傳福音
[00:10:32.000 --> 00:10:36.000]  教會人不會因為高利樓信耶穌而開心
[00:10:36.000 --> 00:10:40.000]  反而他們爭議一定要剛剛信耶穌的高利樓一家
[00:10:40.000 --> 00:10:41.000]  先成為猶太人
[00:10:41.000 --> 00:10:43.000]  他們才可以被稱為基督徒
[00:10:43.000 --> 00:10:49.000]  這是當時教會一個很牢不可顧的傳統
[00:10:49.000 --> 00:10:53.000]  連這班在安特瓦新成立的群體
[00:10:53.000 --> 00:10:57.000]  他們不再受制於猶太的律法
[00:10:57.000 --> 00:11:02.000]  他們和耶路撒冷的猶太人背景大不相同
[00:11:02.000 --> 00:11:07.000]  但卻引來很多很多人信耶穌
[00:11:07.000 --> 00:11:09.000]  因著很多人信耶穌
[00:11:09.000 --> 00:11:11.000]  也引來耶路撒冷教會的注意
[00:11:11.000 --> 00:11:14.000]  於是聖經在22席記載
[00:11:14.000 --> 00:11:17.000]  這風聲傳到耶路撒冷教會的人耳中
[00:11:17.000 --> 00:11:20.000]  他們就打發巴拿巴出去
[00:11:20.000 --> 00:11:22.000]  走到安特瓦為止
[00:11:22.000 --> 00:11:30.000]  耶路撒冷教會原本是外國人教會的舞會
[00:11:30.000 --> 00:11:32.000]  他們的習慣都是
[00:11:32.000 --> 00:11:35.000]  凡是有分會或諮堂成立的時候
[00:11:35.000 --> 00:11:39.000]  他們的習慣都會派人去討論
[00:11:39.000 --> 00:11:42.000]  看看他們如何做宣教的工作
[00:11:42.000 --> 00:11:45.000]  正如之前他們派過彼得和約翰
[00:11:45.000 --> 00:11:48.000]  去巡視撒瑪利亞地區的人
[00:11:48.000 --> 00:11:52.000]  使那裡的外邦信徒去接受聖名
[00:11:52.000 --> 00:11:54.000]  後來彼得甚至周遊四方
[00:11:54.000 --> 00:11:56.000]  巡視宣教的情況一樣
[00:11:56.000 --> 00:11:59.000]  這是在第八章第九章的詳細記載
[00:11:59.000 --> 00:12:02.000]  耶路撒冷教會雖然肯定
[00:12:02.000 --> 00:12:05.000]  外邦人信耶穌是神的恩典
[00:12:05.000 --> 00:12:10.000]  他們都認同外邦人可以受聖名的洗
[00:12:10.000 --> 00:12:12.000]  但是教會裡面
[00:12:12.000 --> 00:12:14.000]  反對外邦人信耶穌
[00:12:14.000 --> 00:12:18.000]  反對外邦人接受聖物基督徒的聲音仍然存在
[00:12:18.000 --> 00:12:21.000]  以至福音樂托展在耶路撒冷教會
[00:12:21.000 --> 00:12:25.000]  可以說原地踏步
[00:12:25.000 --> 00:12:29.000]  因著耶路撒冷教會骨子裡面
[00:12:29.000 --> 00:12:33.000]  不太想外邦人去信耶穌這件事
[00:12:33.000 --> 00:12:37.000]  神就將耶路撒冷教會這個地位
[00:12:37.000 --> 00:12:41.000]  加由安提拉教會
[00:12:41.000 --> 00:12:44.000]  可以說由安提拉教會取代
[00:12:44.000 --> 00:12:46.000]  成為一個外邦人的教會
[00:12:46.000 --> 00:12:49.000]  成為一個猜拳宣教的教會
[00:12:49.000 --> 00:12:52.000]  在一個這麼關鍵的時刻
[00:12:52.000 --> 00:12:56.000]  一些來自耶路撒冷教會的信徒
[00:12:56.000 --> 00:13:00.000]  竟然向非猶太人傳福音
[00:13:00.000 --> 00:13:03.000]  這個對當時初期教會
[00:13:03.000 --> 00:13:05.000]  一個很震撼
[00:13:05.000 --> 00:13:07.000]  影響深遠的影響
[00:13:07.000 --> 00:13:10.000]  他們抱著開放的態度
[00:13:10.000 --> 00:13:17.000]  使安提拉教會成為一間不再排外的教會
[00:13:17.000 --> 00:13:20.000]  正如保羅在加拿大書三章二十八節所說
[00:13:20.000 --> 00:13:28.000]  並不分猶太人 希臘人 自主的 圍爐的 或男或女
[00:13:28.000 --> 00:13:33.000]  因為你們在基督耶穌裡都成為一了
[00:13:33.000 --> 00:13:36.000]  在安提拉教會裡
[00:13:36.000 --> 00:13:40.000]  信徒再無種族 階級之分
[00:13:40.000 --> 00:13:43.000]  在我自己的母會 巡理會
[00:13:43.000 --> 00:13:46.000]  為什麼是巡理會呢
[00:13:46.000 --> 00:13:49.000]  我們原本是巡道為理背景的
[00:13:49.000 --> 00:13:52.000]  就因為我們發覺到當時教會
[00:13:52.000 --> 00:13:55.000]  一個很嚴重的階級觀念
[00:13:55.000 --> 00:13:58.000]  第一排現在大家不准坐
[00:13:58.000 --> 00:14:02.000]  但當時第一排是那些尊貴的人坐的
[00:14:02.000 --> 00:14:05.000]  是那些幼稚的人坐的
[00:14:05.000 --> 00:14:11.000]  當時有人看到教會這個不合乎真理的東西
[00:14:11.000 --> 00:14:15.000]  於是做了一件可能都不想的行動
[00:14:15.000 --> 00:14:17.000]  就脫離教會
[00:14:17.000 --> 00:14:19.000]  這是其中我所知道的背景
[00:14:19.000 --> 00:14:25.000]  是的 在教會裡再無種族 階級之分
[00:14:25.000 --> 00:14:31.000]  或許你的老闆 你的上司是回教會的
[00:14:31.000 --> 00:14:35.000]  回到教會他就不是你的上司
[00:14:35.000 --> 00:14:36.000]  不是你的老闆
[00:14:36.000 --> 00:14:39.000]  回到教會他就不是你的下屬
[00:14:39.000 --> 00:14:41.000]  他不會倒茶給你
[00:14:41.000 --> 00:14:44.000]  除非他做招待
[00:14:44.000 --> 00:14:47.000]  這個就是保羅
[00:14:47.000 --> 00:14:51.000]  也是安特拉教會一個勇敢的地方
[00:14:51.000 --> 00:14:53.000]  就是不因秦
[00:14:53.000 --> 00:14:56.000]  而將這個福音和福音的好處
[00:14:56.000 --> 00:14:59.000]  帶給當時不被重視的群體
[00:14:59.000 --> 00:15:01.000]  我們稱為外邦人
[00:15:01.000 --> 00:15:06.000]  對於作為耶路撒冷母會的支堂的安特拉教會
[00:15:06.000 --> 00:15:09.000]  因應耶穌的大使命
[00:15:09.000 --> 00:15:12.000]  去突破傳統的束縛
[00:15:12.000 --> 00:15:16.000]  他們是需要很大很大勇氣
[00:15:16.000 --> 00:15:22.000]  這個勇氣來自一群不是教會很厲害的屬靈領袖
[00:15:22.000 --> 00:15:25.000]  他們大部分都是耶路撒冷教會
[00:15:25.000 --> 00:15:29.000]  在安特拉教會是一群無名的基督徒
[00:15:29.000 --> 00:15:31.000]  真的不怕死
[00:15:31.000 --> 00:15:35.000]  他們敢於將福音傳給非猶太人
[00:15:35.000 --> 00:15:38.000]  就因為他們的勇氣
[00:15:38.000 --> 00:15:40.000]  使很多不信的人
[00:15:40.000 --> 00:15:43.000]  世界上的人對教會的看法
[00:15:43.000 --> 00:15:45.000]  就有很大的改變
[00:15:45.000 --> 00:15:49.000]  教會不再要求外邦的信徒
[00:15:49.000 --> 00:15:51.000]  要先成為猶太人
[00:15:51.000 --> 00:15:53.000]  才可以成為教徒
[00:15:53.000 --> 00:15:56.000]  因為巴拿巴和安特拉教會相信
[00:15:56.000 --> 00:15:58.000]  外邦人的得救
[00:15:58.000 --> 00:16:02.000]  完全是十字架的因典
[00:16:02.000 --> 00:16:05.000]  這種的看法
[00:16:05.000 --> 00:16:10.000]  是繼斐理去到撒米尼亞傳道
[00:16:10.000 --> 00:16:15.000]  哥尼流信主之後另一個重要的突破
[00:16:15.000 --> 00:16:19.000]  撒米尼亞都可以聽福音
[00:16:19.000 --> 00:16:22.000]  哥尼流都可以信耶穌
[00:16:22.000 --> 00:16:23.000]  不單止信耶穌
[00:16:23.000 --> 00:16:25.000]  甚至可以在教會裏
[00:16:25.000 --> 00:16:27.000]  不需要先成為猶太人
[00:16:27.000 --> 00:16:29.000]  就可以跟隨基督
[00:16:29.000 --> 00:16:31.000]  這是一個很大的突破
[00:16:31.000 --> 00:16:34.000]  所以安特拉教會有很多信耶穌的人
[00:16:34.000 --> 00:16:40.000]  這間教會是由門徒四散而傳福音所組成的教會
[00:16:40.000 --> 00:16:42.000]  這間教會亦都是
[00:16:42.000 --> 00:16:45.000]  差派保羅和巴拿巴
[00:16:45.000 --> 00:16:49.000]  開展第一個宣教旅程的地方
[00:16:49.000 --> 00:16:56.000]  安特拉亦都成為宣教第二第三旅程開始的地方
[00:16:56.000 --> 00:16:58.000]  可以這樣說
[00:16:58.000 --> 00:17:00.000]  除了耶路撒冷之外
[00:17:00.000 --> 00:17:05.000]  安特拉城是基督教福音遍傳外邦
[00:17:05.000 --> 00:17:09.000]  一個很重要的發源地
[00:17:09.000 --> 00:17:12.000]  這是神的恩典
[00:17:12.000 --> 00:17:14.000]  我們潮人心靈堂
[00:17:14.000 --> 00:17:19.000]  蒙受外國宣教士傳福音
[00:17:19.000 --> 00:17:23.000]  我們才能夠成為基督徒
[00:17:23.000 --> 00:17:25.000]  今日潮州有這麼多人信耶穌
[00:17:25.000 --> 00:17:27.000]  是因為昔日有宣教士
[00:17:27.000 --> 00:17:29.000]  有長老會的宣教士
[00:17:29.000 --> 00:17:31.000]  有浸喪會的宣教士
[00:17:31.000 --> 00:17:33.000]  來將福音帶給我們
[00:17:33.000 --> 00:17:38.000]  甚至幫助我們在香港建立潮人心靈堂
[00:17:38.000 --> 00:17:40.000]  慢慢慢慢
[00:17:40.000 --> 00:17:42.000]  我們這個潮人心靈堂
[00:17:42.000 --> 00:17:47.000]  不再只是傳給或招攬潮籍人士
[00:17:47.000 --> 00:17:49.000]  在我們會籍裏面
[00:17:49.000 --> 00:17:51.000]  古靈精怪的會籍都有
[00:17:51.000 --> 00:17:55.000]  我的意思是籍貫都有
[00:17:55.000 --> 00:17:58.000]  甚至上帝亦都提醒我們
[00:17:58.000 --> 00:18:00.000]  要開始關心
[00:18:00.000 --> 00:18:05.000]  接觸在香港被忽視的一些基層家庭
[00:18:05.000 --> 00:18:08.000]  一些少數族裔
[00:18:08.000 --> 00:18:11.000]  這些可以說是當時初期教會
[00:18:11.000 --> 00:18:14.000]  耶路撒冷教會所忽視的所謂外邦
[00:18:14.000 --> 00:18:20.000]  我們以為我們將福音只給潮人
[00:18:20.000 --> 00:18:23.000]  我們以為福音只給我們中國人
[00:18:23.000 --> 00:18:25.000]  但上帝告訴我們
[00:18:25.000 --> 00:18:29.000]  在我們周圍有很多被忽視的人
[00:18:29.000 --> 00:18:31.000]  有很多少數族裔
[00:18:31.000 --> 00:18:34.000]  我們是否願意
[00:18:34.000 --> 00:18:37.000]  持守這個蒙福的棒子
[00:18:37.000 --> 00:18:39.000]  並且將這個棒子
[00:18:39.000 --> 00:18:42.000]  交給合適的人
[00:18:42.000 --> 00:18:45.000]  第二個勇氣
[00:18:45.000 --> 00:18:47.000]  就是我們為了福音的緣故
[00:18:47.000 --> 00:18:50.000]  突破傳統
[00:18:50.000 --> 00:18:53.000]  一些不合乎神心意的傳統
[00:18:53.000 --> 00:18:55.000]  將這個福音棒子
[00:18:55.000 --> 00:18:57.000]  繼續交給合適的人
[00:18:57.000 --> 00:18:59.000]  叫福音臨到每一個
[00:18:59.000 --> 00:19:02.000]  神所愛的民族群體
[00:19:02.000 --> 00:19:05.000]  第三個勇氣
[00:19:05.000 --> 00:19:07.000]  第25、26節
[00:19:07.000 --> 00:19:10.000]  他又往大掃去找掃羅
[00:19:10.000 --> 00:19:12.000]  找著了
[00:19:12.000 --> 00:19:14.000]  就帶他到安提阿去
[00:19:14.000 --> 00:19:18.000]  他們足有一年的功夫和教會一同聚集
[00:19:18.000 --> 00:19:21.000]  教訓了許多人
[00:19:21.000 --> 00:19:23.000]  第三個勇氣是什麼呢
[00:19:23.000 --> 00:19:27.000]  就是不討好人
[00:19:27.000 --> 00:19:29.000]  重用保羅
[00:19:29.000 --> 00:19:32.000]  不討好人
[00:19:32.000 --> 00:19:34.000]  是討厭神
[00:19:34.000 --> 00:19:39.000]  重用神所揀選枯燥的保羅
[00:19:39.000 --> 00:19:44.000]  這兩節的背景是來自第9章26至30節
[00:19:44.000 --> 00:19:47.000]  那裡記載掃羅到了耶路撒冷
[00:19:47.000 --> 00:19:49.000]  想與門徒結交
[00:19:49.000 --> 00:19:52.000]  耶路撒冷的教會人都怕了他
[00:19:52.000 --> 00:19:54.000]  不信他是門徒
[00:19:54.000 --> 00:19:57.000]  唯有巴拿巴接待掃羅
[00:19:57.000 --> 00:19:59.000]  領他去見使徒
[00:19:59.000 --> 00:20:02.000]  於是掃羅就在耶路撒冷和門徒出入來往
[00:20:02.000 --> 00:20:05.000]  奉主的命放膽傳道
[00:20:05.000 --> 00:20:09.000]  並與說希臘話的猶太人講論辯駁
[00:20:09.000 --> 00:20:12.000]  他們卻想發旨要殺他
[00:20:12.000 --> 00:20:16.000]  弟們知道了就送他下蓋撒尼亞
[00:20:16.000 --> 00:20:19.000]  打發他往大掃去
[00:20:19.000 --> 00:20:20.000]  即是送他回鄉下
[00:20:20.000 --> 00:20:25.000]  當時耶路撒冷教會的而且確
[00:20:25.000 --> 00:20:29.000]  是很猜疑這個曾經逼迫教會的掃羅
[00:20:29.000 --> 00:20:31.000]  後來的保羅
[00:20:31.000 --> 00:20:36.000]  但是巴拿巴卻支持使用保羅
[00:20:36.000 --> 00:20:39.000]  將他引薦給耶路撒冷教會
[00:20:39.000 --> 00:20:44.000]  反映了巴拿巴是一個很有愛心的人
[00:20:44.000 --> 00:20:47.000]  根據四章三十六節告訴你
[00:20:47.000 --> 00:20:49.000]  巴拿巴是利美人
[00:20:49.000 --> 00:20:51.000]  生於居比路
[00:20:51.000 --> 00:20:53.000]  他有個名叫約瑟
[00:20:53.000 --> 00:20:57.000]  後來的人稱他為巴拿巴
[00:20:57.000 --> 00:21:00.000]  巴拿巴將田地變賣
[00:21:00.000 --> 00:21:04.000]  將價錢放在使徒的腳前
[00:21:04.000 --> 00:21:07.000]  對巴拿巴來說
[00:21:07.000 --> 00:21:11.000]  要引薦保羅給使徒
[00:21:11.000 --> 00:21:13.000]  絕對不是一件容易的事
