
[00:00:00.000 --> 00:00:03.500]  2025年的教會的主題是什麼呢?
[00:04:54.000 --> 00:04:56.000]  我們無法確定
[00:04:56.000 --> 00:04:58.000]  聖經沒有說清楚
[00:04:58.000 --> 00:05:00.000]  有可能結過五次婚
[00:05:00.000 --> 00:05:03.000]  結婚又離婚又結婚又離婚
[00:05:03.000 --> 00:05:05.000]  五次了
[00:05:05.000 --> 00:05:07.000]  有可能結了婚之後
[00:05:07.000 --> 00:05:09.000]  丈夫死了
[00:05:09.000 --> 00:05:11.000]  她就改嫁了
[00:05:11.000 --> 00:05:13.000]  五次了
[00:05:13.000 --> 00:05:15.000]  如果是的話
[00:05:15.000 --> 00:05:17.000]  很多人會說什麼叫她
[00:05:17.000 --> 00:05:20.000]  黑寡婦
[00:05:20.000 --> 00:05:22.000]  嚇死了丈夫
[00:05:22.000 --> 00:05:23.000]  不知道
[00:05:23.000 --> 00:05:25.000]  不知道她究竟情況怎樣
[00:05:25.000 --> 00:05:26.000]  但是我們可以確定
[00:05:26.000 --> 00:05:29.000]  這個女人曾經和五個男人
[00:05:29.000 --> 00:05:31.000]  有過親密的關係
[00:05:31.000 --> 00:05:33.000]  現在為什麼耶穌說
[00:05:33.000 --> 00:05:34.000]  這個不是你的丈夫
[00:05:34.000 --> 00:05:37.000]  可能就是同居
[00:05:37.000 --> 00:05:41.000]  那個時代同居是很大一件事
[00:05:41.000 --> 00:05:43.000]  不是每個人都可以接納的
[00:05:43.000 --> 00:05:45.000]  現在就很普通
[00:05:45.000 --> 00:05:47.000]  大聲說跟這個人住在一起
[00:05:47.000 --> 00:05:50.000]  住了五年才結婚
[00:05:50.000 --> 00:05:51.000]  這個時代不一樣
[00:05:51.000 --> 00:05:55.000]  那個時代同居是不見光的
[00:05:55.000 --> 00:05:57.000]  不想被人知道
[00:05:57.000 --> 00:05:59.000]  但是耶穌知道了
[00:05:59.000 --> 00:06:01.000]  也告訴她
[00:06:01.000 --> 00:06:03.000]  而且加上這個女人
[00:06:03.000 --> 00:06:07.000]  中午的時候才來打水
[00:06:07.000 --> 00:06:09.000]  去井裡打水
[00:06:09.000 --> 00:06:12.000]  中午有誰出去
[00:06:12.000 --> 00:06:13.000]  天氣這麼熱
[00:06:13.000 --> 00:06:14.000]  通常打水的人
[00:06:14.000 --> 00:06:18.000]  早上趁太陽還沒很熱的時候
[00:06:18.000 --> 00:06:19.000]  就去打水
[00:06:19.000 --> 00:06:21.000]  但是那時候人多
[00:06:21.000 --> 00:06:24.000]  她不想被那麼多人看到
[00:06:24.000 --> 00:06:26.000]  雖然人們都知道她的事
[00:06:26.000 --> 00:06:27.000]  但是在那裡的時候
[00:06:27.000 --> 00:06:29.000]  她都指指點點的
[00:06:29.000 --> 00:06:31.000]  不舒服的
[00:06:31.000 --> 00:06:33.000]  所以寧願早上不來了
[00:06:33.000 --> 00:06:36.000]  或者她習慣了夜生活
[00:06:36.000 --> 00:06:37.000]  晚點起床
[00:06:37.000 --> 00:06:40.000]  中午才出去打水
[00:06:40.000 --> 00:06:44.000]  可見她是想避開人群
[00:06:44.000 --> 00:06:49.000]  因為知道有些事要隱瞞
[00:06:49.000 --> 00:06:51.000]  而耶穌是
[00:06:51.000 --> 00:06:53.000]  將她的過去說出來之後
[00:06:53.000 --> 00:06:56.000]  她竟然回到城裡
[00:06:56.000 --> 00:06:57.000]  並且告訴人們
[00:06:57.000 --> 00:07:00.000]  你們來看
[00:07:00.000 --> 00:07:02.000]  你們來看看這個人
[00:07:02.000 --> 00:07:04.000]  我遇見這個人
[00:07:04.000 --> 00:07:06.000]  把我素來所做的一切事
[00:07:06.000 --> 00:07:09.000]  都說出來
[00:07:09.000 --> 00:07:10.000]  這個城裡的人
[00:07:10.000 --> 00:07:12.000]  可能很多都知道
[00:07:12.000 --> 00:07:15.000]  這個女人以前的事
[00:07:15.000 --> 00:07:18.000]  但是也好奇
[00:07:18.000 --> 00:07:22.000]  怎樣你遇到這個外來的客人
[00:07:22.000 --> 00:07:24.000]  而且是一個猶太人
[00:07:24.000 --> 00:07:27.000]  跟撒瑪利亞人完全沒有來往
[00:07:27.000 --> 00:07:28.000]  我們不會跟他聊天的人
[00:07:28.000 --> 00:07:33.000]  竟然知道這個女人的事
[00:07:33.000 --> 00:07:36.000]  好奇就去看看
[00:07:36.000 --> 00:07:37.000]  大家可不可以知道
[00:07:37.000 --> 00:07:41.000]  或者想像這個女人的心情
[00:07:41.000 --> 00:07:43.000]  有時候我們
[00:07:43.000 --> 00:07:46.000]  如果有人客來了
[00:07:46.000 --> 00:07:48.000]  我們的東西就藏在
[00:07:48.000 --> 00:07:50.000]  衣櫃裡面的衣櫃
[00:07:50.000 --> 00:07:52.000]  收藏起來
[00:07:52.000 --> 00:07:53.000]  看起來就整齊了
[00:07:53.000 --> 00:07:54.000]  沒時間了
[00:07:54.000 --> 00:07:55.000]  什麼都放進去了
[00:07:55.000 --> 00:07:58.000]  究竟你的衣櫃
[00:07:58.000 --> 00:08:00.000]  或者衣櫥裡面有些什麼呢
[00:08:00.000 --> 00:08:02.000]  可能你才知道
[00:08:02.000 --> 00:08:05.000]  有時候我們也不想讓人知道
[00:08:05.000 --> 00:08:06.000]  這些髒東西
[00:08:06.000 --> 00:08:08.000]  或者什麼舊東西
[00:08:08.000 --> 00:08:09.000]  全部放在那裡
[00:08:09.000 --> 00:08:10.000]  不要讓人看
[00:08:10.000 --> 00:08:11.000]  現在可能少一些人
[00:08:11.000 --> 00:08:13.000]  是這樣放在衣櫥
[00:08:13.000 --> 00:08:16.000]  或者是放在衣櫥
[00:08:16.000 --> 00:08:18.000]  不想讓人看到的東西
[00:08:18.000 --> 00:08:21.000]  全部都放在車房裡
[00:08:21.000 --> 00:08:24.000]  這個女人可能將她以前的東西
[00:08:24.000 --> 00:08:26.000]  都藏在衣櫥裡面
[00:08:26.000 --> 00:08:28.000]  不想讓人知道
[00:08:28.000 --> 00:08:32.000]  但是現在耶穌說了出來
[00:08:32.000 --> 00:08:34.000]  她去宣傳的時候
[00:08:34.000 --> 00:08:35.000]  她說這個人
[00:08:35.000 --> 00:08:37.000]  將她以前的東西都說出來了
[00:08:37.000 --> 00:08:39.000]  她有勇氣在別人的面前
[00:08:39.000 --> 00:08:43.000]  來展示她的真我
[00:08:43.000 --> 00:08:45.000]  我聽過很多頂姐妹
[00:08:45.000 --> 00:08:46.000]  信主的見證
[00:08:46.000 --> 00:08:49.000]  或者是特別是授水禮的時候
[00:08:49.000 --> 00:08:51.000]  講一講她們以前的事
[00:08:51.000 --> 00:08:55.000]  非常之感動
[00:08:55.000 --> 00:08:57.000]  有些夫妻一起信主的
[00:08:57.000 --> 00:08:59.000]  一起授水禮
[00:08:59.000 --> 00:09:01.000]  就分享到他們以前
[00:09:01.000 --> 00:09:03.000]  天天都吵架
[00:09:03.000 --> 00:09:06.000]  在家裡無論什麼事
[00:09:06.000 --> 00:09:07.000]  兩個人總是吵架
[00:09:07.000 --> 00:09:10.000]  甚至是面臨離婚
[00:09:10.000 --> 00:09:12.000]  但是因為福音的緣故
[00:09:12.000 --> 00:09:14.000]  接受了耶穌
[00:09:14.000 --> 00:09:16.000]  雙方彼此認錯
[00:09:16.000 --> 00:09:18.000]  決心和好
[00:09:18.000 --> 00:09:19.000]  在授水禮的時候
[00:09:19.000 --> 00:09:21.000]  講這個見證出來
[00:09:21.000 --> 00:09:23.000]  將他們以前的事承認了
[00:09:23.000 --> 00:09:26.000]  講出來分享
[00:09:26.000 --> 00:09:28.000]  也有人說
[00:09:28.000 --> 00:09:30.000]  以前我什麼都不信的
[00:09:30.000 --> 00:09:32.000]  只是相信自己
[00:09:32.000 --> 00:09:36.000]  相信黨
[00:09:36.000 --> 00:09:37.000]  這樣的人是有的
[00:09:37.000 --> 00:09:38.000]  參加察經班
[00:09:38.000 --> 00:09:40.000]  或者是團契
[00:09:40.000 --> 00:09:46.000]  專門問一些很刁鑽的問題
[00:09:46.000 --> 00:09:48.000]  問到那些帶領的人
[00:09:48.000 --> 00:09:50.000]  不知道怎麼回答
[00:09:50.000 --> 00:09:51.000]  口硬硬的
[00:09:51.000 --> 00:09:52.000]  最開心
[00:09:52.000 --> 00:09:53.000]  有些人信耶穌之前
[00:09:53.000 --> 00:09:55.000]  是這樣的態度
[00:09:55.000 --> 00:09:57.000]  後來當然信了主之後
[00:09:57.000 --> 00:10:00.000]  就知道這些是自己的無知
[00:10:00.000 --> 00:10:01.000]  或者驕傲
[00:10:01.000 --> 00:10:02.000]  但是他們在信主的時候
[00:10:02.000 --> 00:10:04.000]  就承認了
[00:10:04.000 --> 00:10:05.000]  向大家講明
[00:10:05.000 --> 00:10:06.000]  我以前是怎樣的
[00:10:06.000 --> 00:10:10.000]  現在是怎樣的
[00:10:10.000 --> 00:10:14.000]  其實每個人都有一些過去
[00:10:14.000 --> 00:10:17.000]  我們希望別人不知道
[00:10:17.000 --> 00:10:20.000]  除非我們已經承認接受
[00:10:20.000 --> 00:10:22.000]  這個就是我的過去
[00:10:22.000 --> 00:10:24.000]  以前的我就是這樣
[00:10:24.000 --> 00:10:27.000]  無論是怎樣都沒有辦法
[00:10:27.000 --> 00:10:28.000]  來抹殺
[00:10:28.000 --> 00:10:30.000]  不能夠重複再來一次
[00:10:30.000 --> 00:10:33.000]  這個是我的一部分
[00:10:33.000 --> 00:10:35.000]  無論以前是得罪人也好
[00:10:35.000 --> 00:10:36.000]  是後悔
[00:10:36.000 --> 00:10:38.000]  或者是有一些遺憾
[00:10:38.000 --> 00:10:41.000]  有一些羞恥的事情
[00:10:41.000 --> 00:10:42.000]  痛苦的事情
[00:10:42.000 --> 00:10:44.000]  有一些失敗
[00:10:44.000 --> 00:10:46.000]  如果我們大膽接受
[00:10:46.000 --> 00:10:48.000]  這個就是我
[00:10:48.000 --> 00:10:49.000]  我的過去
[00:10:49.000 --> 00:10:51.000]  是表示我們承認神的憐憫
[00:10:51.000 --> 00:10:52.000]  和饒恕
[00:10:52.000 --> 00:10:54.000]  我們接受了自己
[00:10:54.000 --> 00:10:56.000]  原諒了自己
[00:10:56.000 --> 00:10:58.000]  我們有時都會這樣想
[00:10:58.000 --> 00:11:00.000]  既然神已經憐憫我
[00:11:00.000 --> 00:11:01.000]  既然神已經饒恕我
[00:11:01.000 --> 00:11:02.000]  原諒我
[00:11:02.000 --> 00:11:05.000]  我也原諒自己
[00:11:05.000 --> 00:11:06.000]  不知道大家會不會有些事情
[00:11:06.000 --> 00:11:09.000]  你不原諒自己
[00:11:09.000 --> 00:11:10.000]  你如果不接受
[00:11:10.000 --> 00:11:12.000]  這個就是你以前做過的事情
[00:11:12.000 --> 00:11:14.000]  犯過的錯的時候
[00:11:14.000 --> 00:11:15.000]  你沒有辦法
[00:11:15.000 --> 00:11:17.000]  但是我們要相信神是信實的
[00:11:17.000 --> 00:11:19.000]  當我們是認罪悔改的時候
[00:11:19.000 --> 00:11:21.000]  他一定會赦免
[00:11:21.000 --> 00:11:23.000]  既然神已經赦免了我們
[00:11:23.000 --> 00:11:24.000]  饒恕了我們
[00:11:24.000 --> 00:11:26.000]  原諒了我們
[00:11:26.000 --> 00:11:31.000]  我們也要原諒自己
[00:11:31.000 --> 00:11:33.000]  如果不原諒自己的時候
[00:11:33.000 --> 00:11:36.000]  是很痛苦的
[00:11:36.000 --> 00:11:38.000]  一直帶著那種憂傷
[00:11:38.000 --> 00:11:42.000]  帶著那種遺憾
[00:11:42.000 --> 00:11:43.000]  有些人感覺就是
[00:11:43.000 --> 00:11:44.000]  移民來了美國
[00:11:44.000 --> 00:11:46.000]  重新開始
[00:11:46.000 --> 00:11:48.000]  但是如果你不原諒自己的時候
[00:11:48.000 --> 00:11:49.000]  有些以前在
[00:11:49.000 --> 00:11:51.000]  無論在亞洲哪個地方
[00:11:51.000 --> 00:11:52.000]  你做過的事情
[00:11:52.000 --> 00:11:53.000]  一直會跟著你
[00:11:53.000 --> 00:11:55.000]  一直回想的時候
[00:11:55.000 --> 00:11:56.000]  都會不開心
[00:11:56.000 --> 00:11:57.000]  能夠承認
[00:11:57.000 --> 00:11:58.000]  這個就是我的時候
[00:11:58.000 --> 00:12:00.000]  就有勇氣在眾人的面前
[00:12:00.000 --> 00:12:03.000]  表現一個真我
[00:12:03.000 --> 00:12:06.000]  我相信這個井旁這個女人
[00:12:06.000 --> 00:12:09.000]  跟耶穌說的話
[00:12:09.000 --> 00:12:10.000]  聊天
[00:12:10.000 --> 00:12:13.000]  不只是福音書記載這麼多
[00:12:13.000 --> 00:12:14.000]  因為這裡說
[00:12:14.000 --> 00:12:16.000]  祂將我素來所做的一切事
[00:12:16.000 --> 00:12:17.000]  都說出來
[00:12:17.000 --> 00:12:19.000]  當然除了這些
[00:12:19.000 --> 00:12:20.000]  還有很多東西
[00:12:20.000 --> 00:12:22.000]  這裡若是沒有記錄
[00:12:22.000 --> 00:12:24.000]  沒有記錄出來的
[00:12:24.000 --> 00:12:25.000]  在這個過程當中
[00:12:25.000 --> 00:12:30.000]  他會感覺到耶穌接納了他
[00:12:30.000 --> 00:12:31.000]  饒恕了他
[00:12:31.000 --> 00:12:34.000]  了解了他的感受
[00:12:34.000 --> 00:12:37.000]  所以我們如果要向人
[00:12:37.000 --> 00:12:39.000]  為神作見證的時候
[00:12:39.000 --> 00:12:40.000]  向人傳講福音
[00:12:40.000 --> 00:12:41.000]  首先
[00:12:41.000 --> 00:12:44.000]  我們自己要經歷福音的大能
[00:12:44.000 --> 00:12:47.000]  我們首先要經歷神的接納
[00:12:47.000 --> 00:12:48.000]  饒恕
[00:12:48.000 --> 00:12:51.000]  相信祂明白我們的感受
[00:12:51.000 --> 00:12:54.000]  我們要承認自己的渺小
[00:12:54.000 --> 00:12:56.000]  和軟弱
[00:12:56.000 --> 00:12:58.000]  這樣才能見證神的愛
[00:12:58.000 --> 00:13:00.000]  和祂的偉大
[00:13:00.000 --> 00:13:04.000]  保羅不是這樣嗎
[00:13:04.000 --> 00:13:07.000]  保羅在提姆塔前書說過
[00:13:07.000 --> 00:13:09.000]  基督耶穌到世上來
[00:13:09.000 --> 00:13:11.000]  是要拯救罪人
[00:13:11.000 --> 00:13:14.000]  在罪人中我試過罪魁
[00:13:14.000 --> 00:13:16.000]  然而我無了憐憫
[00:13:16.000 --> 00:13:19.000]  好讓基督耶穌在我罪魁身上
[00:13:19.000 --> 00:13:24.000]  顯明我祂完全的忍耐
[00:13:24.000 --> 00:13:26.000]  剛才我講過了
[00:13:26.000 --> 00:13:28.000]  耶穌自己說明
[00:13:28.000 --> 00:13:31.000]  講清楚來到這個世界的使命
[00:13:31.000 --> 00:13:34.000]  現在保羅也印證了耶穌的使命
[00:13:34.000 --> 00:13:36.000]  是拯救罪人
[00:13:36.000 --> 00:13:39.000]  他自己承認是罪人當中的罪魁
[00:13:39.000 --> 00:13:41.000]  罪魁這個字就是說
[00:13:41.000 --> 00:13:44.000]  是一個帶頭的人
[00:13:44.000 --> 00:13:47.000]  或者我們廣東話就叫大佬
[00:13:47.000 --> 00:13:49.000]  那些罪人幫派當中
[00:13:49.000 --> 00:13:51.000]  我當過大佬
[00:13:51.000 --> 00:13:55.000]  現在就是因為神的愛和憐憫
[00:13:55.000 --> 00:13:58.000]  我得到拯救
[00:13:58.000 --> 00:14:01.000]  我們自己以為什麼都不行的時候
[00:14:01.000 --> 00:14:03.000]  是沒有關係的
[00:14:03.000 --> 00:14:06.000]  只要知道我們這個瓦器
[00:14:06.000 --> 00:14:09.000]  裡面有個寶貝
[00:14:09.000 --> 00:14:11.000]  外面這個人
[00:14:11.000 --> 00:14:13.000]  我們的生命我們的過去
[00:14:13.000 --> 00:14:15.000]  可能好像一個瓦器一樣
[00:14:15.000 --> 00:14:18.000]  我們曾經裂過的又黏在一起
[00:14:18.000 --> 00:14:20.000]  那些痕都看得到
[00:14:20.000 --> 00:14:22.000]  或者現在還有個洞
[00:14:22.000 --> 00:14:24.000]  有很多的傷痕在那裡
[00:14:24.000 --> 00:14:26.000]  有很多的缺痕在那裡
[00:14:26.000 --> 00:14:28.000]  無所謂
[00:14:28.000 --> 00:14:30.000]  只是我們一個瓦器
[00:14:30.000 --> 00:14:32.000]  最重要是在你裡面的生命
[00:14:32.000 --> 00:14:34.000]  裡面的福音
[00:14:34.000 --> 00:14:36.000]  那個是最寶貴
[00:14:36.000 --> 00:14:39.000]  傳福音就是把你裡面那個告訴別人
[00:14:39.000 --> 00:14:43.000]  不是說你自己怎樣了不起
[00:14:43.000 --> 00:14:45.000]  所以要跟別人說耶穌的時候
[00:14:45.000 --> 00:14:49.000]  不需要說你是一個成功人士
[00:14:49.000 --> 00:14:52.000]  或者是受過高深教育
[00:14:52.000 --> 00:14:53.000]  有好的工作
[00:14:53.000 --> 00:14:55.000]  不需要的
[00:14:55.000 --> 00:14:58.000]  不需要說我有錢
[00:14:58.000 --> 00:15:00.000]  信了耶穌很多年
[00:15:00.000 --> 00:15:02.000]  很順利生命很好
[00:15:02.000 --> 00:15:05.000]  甚至說我的子女都很好
[00:15:05.000 --> 00:15:09.000]  子女其實不是直接好關你事
[00:15:09.000 --> 00:15:11.000]  他們都出色了
[00:15:11.000 --> 00:15:13.000]  甚至說我的孫子怎樣了
[00:15:13.000 --> 00:15:16.000]  不需要誇口這些
[00:15:16.000 --> 00:15:18.000]  甚至你一個瓦器又怎樣呢
[00:15:18.000 --> 00:15:20.000]  都可以傳福音的
[00:15:20.000 --> 00:15:24.000]  因為你所傳說的是裡面那個寶貴
[00:15:24.000 --> 00:15:26.000]  基督耶穌的生命
[00:15:26.000 --> 00:15:29.000]  所以我們自己如果是知道自己不足
[00:15:29.000 --> 00:15:30.000]  或者是有軟弱
[00:15:30.000 --> 00:15:32.000]  或者這樣不行那樣不行
[00:15:32.000 --> 00:15:33.000]  無所謂的
[00:15:33.000 --> 00:15:37.000]  你都可以跟別人分享福音的
[00:15:37.000 --> 00:15:42.000]  第二就是這個女人承認自己不傳統
[00:15:42.000 --> 00:15:44.000]  不是什麼都懂
[00:15:44.000 --> 00:15:46.000]  不是什麼都懂
[00:15:46.000 --> 00:15:47.000]  她懂一點
[00:15:47.000 --> 00:15:49.000]  不是什麼都懂
[00:15:49.000 --> 00:15:51.000]  當這個井旁的女人
[00:15:51.000 --> 00:15:54.000]  去到城裡傳說的時候
[00:15:54.000 --> 00:15:55.000]  她就說
[00:15:55.000 --> 00:15:58.000]  這個人把我素來所做的一切事都說出來
[00:15:58.000 --> 00:16:02.000]  難道這個人就是基督嗎
[00:16:02.000 --> 00:16:06.000]  她希望城裡其他人去看
[00:16:06.000 --> 00:16:09.000]  去看看耶穌是什麼人是誰
[00:16:09.000 --> 00:16:11.000]  她自己不確定
[00:16:11.000 --> 00:16:12.000]  耶穌就是基督
[00:16:12.000 --> 00:16:15.000]  她需要幫忙去驗證
[00:16:15.000 --> 00:16:17.000]  她個人是相信的
[00:16:17.000 --> 00:16:19.000]  但是不完全明白
[00:16:19.000 --> 00:16:21.000]  完全確定
[00:16:21.000 --> 00:16:25.000]  所以承認自己不是什麼都懂的人
[00:16:25.000 --> 00:16:28.000]  都可以為主做見證的
[00:16:33.000 --> 00:16:36.000]  《一行福音》第九章記載耶穌伊好
[00:16:36.000 --> 00:16:40.000]  一個出生的時候就盲眼的人
[00:16:40.000 --> 00:16:42.000]  當耶穌的反對者
[00:16:42.000 --> 00:16:46.000]  那些法律賽人叫他來的時候就盤問他
[00:16:46.000 --> 00:16:49.000]  你的眼睛是怎麼看得到的
[00:16:49.000 --> 00:16:52.000]  我們知道你從小到大都看不到
[00:16:52.000 --> 00:16:56.000]  為什麼你現在看得到
[00:16:56.000 --> 00:17:00.000]  他是知道有些東西
[00:17:00.000 --> 00:17:05.000]  他是知道耶穌是一個完全的人
[00:17:05.000 --> 00:17:07.000]  是一個異人
[00:17:07.000 --> 00:17:11.000]  因為他說如果他不是一個異人
[00:17:11.000 --> 00:17:13.000]  是一個罪人的話
[00:17:13.000 --> 00:17:17.000]  他不會有這樣的能力
[00:17:17.000 --> 00:17:20.000]  他時不時的罪人我不知道
[00:17:20.000 --> 00:17:22.000]  有一件事我知道
[00:17:22.000 --> 00:17:24.000]  我本來是失明的
[00:17:24.000 --> 00:17:26.000]  現在我看見了
[00:17:26.000 --> 00:17:28.000]  剛才唱了一首聖詩
[00:17:28.000 --> 00:17:30.000]  《奇異恩典》裡面都有句
[00:17:30.000 --> 00:17:32.000]  一個核眼的看見
[00:17:32.000 --> 00:17:34.000]  以前我是盲眼的現在看見
[00:17:34.000 --> 00:17:36.000]  這是完全神醫治的恩典
[00:17:36.000 --> 00:17:38.000]  這個盲眼的人
[00:17:38.000 --> 00:17:41.000]  你問我其他東西我就不知道了
