
[00:00:00.000 --> 00:00:01.240]  各位警匪平安
[00:01:10.800 --> 00:01:12.480]  還有「倍增衛生門徒」
[00:01:12.480 --> 00:01:14.240]  我們先記住
[00:01:14.240 --> 00:01:15.680]  亦都藏在心裡
[00:01:15.680 --> 00:01:17.440]  原來我們教會想發展的方向
[00:01:17.440 --> 00:01:21.120]  希望完成神托付在我們教會當中的使命
[00:01:21.120 --> 00:01:22.800]  我繼續講下去之前
[00:01:22.800 --> 00:01:23.840]  還要問多一個問題
[00:01:23.840 --> 00:01:26.240]  這個題目就令我想起
[00:01:26.240 --> 00:01:27.760]  有一篇很重要的文章
[00:01:27.760 --> 00:01:29.520]  不過我估計你沒有人聽過
[00:01:29.520 --> 00:01:31.360]  或者沒有人看過
[00:01:31.360 --> 00:01:34.320]  黃明道有一篇文章很重要的
[00:01:34.320 --> 00:01:38.960]  叫做「人能建設天國嗎」
[00:01:38.960 --> 00:01:39.840]  有沒有聽過
[00:01:39.840 --> 00:01:41.440]  「人能建設天國嗎」
[00:01:41.440 --> 00:01:43.280]  上網看到其實不是很難
[00:01:43.280 --> 00:01:44.560]  現在按出來可以看
[00:01:44.560 --> 00:01:46.560]  「人能建設天國嗎」
[00:01:46.560 --> 00:01:48.240]  有沒有人看過
[00:01:48.240 --> 00:01:49.120]  肯定沒有
[00:01:49.120 --> 00:01:52.000]  其實我估計真的沒有人看過
[00:01:52.000 --> 00:01:52.880]  不要緊的
[00:01:52.880 --> 00:01:55.920]  沒有看過世界那麼多文章都看得完
[00:01:55.920 --> 00:01:58.800]  聽個題目拿個感受
[00:01:58.800 --> 00:01:59.920]  你猜一下
[00:01:59.920 --> 00:02:01.200]  其實很多時候都是
[00:02:01.200 --> 00:02:03.680]  現在有個題目檔
[00:02:03.680 --> 00:02:04.880]  標題檔
[00:02:04.880 --> 00:02:06.480]  聽完題目其實沒有看內容
[00:02:06.480 --> 00:02:08.960]  但你有個印象估計裡面講什麼
[00:02:08.960 --> 00:02:09.680]  很多時候都是這樣
[00:02:09.680 --> 00:02:10.800]  看個題目
[00:02:10.800 --> 00:02:17.040]  譬如什麼「三句話就震驚了十三億人」
[00:02:17.040 --> 00:02:17.840]  有很多題目
[00:02:17.840 --> 00:02:18.560]  聽個題目
[00:02:18.560 --> 00:02:19.680]  你有個印象
[00:02:19.680 --> 00:02:22.240]  「人能建設天國嗎」
[00:02:22.240 --> 00:02:25.440]  你的感覺是覺得能還是不能
[00:02:25.440 --> 00:02:26.960]  不是「媽」是「魔」
[00:02:26.960 --> 00:02:28.880]  「能建設天國嗎」
[00:02:28.880 --> 00:02:30.480]  你覺得能還是不能
[00:02:30.480 --> 00:02:31.280]  能還是不能
[00:02:31.280 --> 00:02:33.280]  有些人搖頭
[00:02:33.280 --> 00:02:35.200]  不能
[00:02:35.200 --> 00:02:36.480]  如果是這樣的話
[00:02:36.480 --> 00:02:38.320]  我們的題目有些問題
[00:02:38.320 --> 00:02:40.800]  黃念道說「人不能」
[00:02:40.800 --> 00:02:42.400]  我講給你聽
[00:02:42.400 --> 00:02:44.720]  事實上那篇文章我看過
[00:02:44.720 --> 00:02:46.720]  它的主調是不能的
[00:02:46.720 --> 00:02:48.320]  人是不能夠建設到天國
[00:02:48.320 --> 00:02:51.040]  因為全部都是神的作為
[00:02:51.040 --> 00:02:52.880]  人是沒有辦法
[00:02:52.880 --> 00:02:55.520]  只有神按照他的心意和計劃完成
[00:02:55.520 --> 00:02:57.040]  人是沒有辦法
[00:02:57.040 --> 00:02:59.520]  那篇文章是有原因的
[00:02:59.520 --> 00:03:01.040]  是有歷史背景的
[00:03:01.040 --> 00:03:02.720]  為什麼要寫這篇文章呢
[00:03:02.720 --> 00:03:06.080]  因為當時面對社會福音派
[00:03:06.080 --> 00:03:07.840]  人是想要建設天國
[00:03:07.840 --> 00:03:10.640]  透過慢慢的人道德好
[00:03:10.640 --> 00:03:11.520]  信耶穌
[00:03:11.520 --> 00:03:14.240]  於是能夠在地上建設人間的天國
[00:03:14.240 --> 00:03:15.920]  黃念道想寫這篇文章
[00:03:15.920 --> 00:03:18.320]  其實那些有一點叫新神學
[00:03:18.320 --> 00:03:20.080]  或者叫自由派神學思想
[00:03:20.080 --> 00:03:21.520]  那時候是這樣的回應
[00:03:21.520 --> 00:03:23.280]  所以他覺得人不能夠建設天國
[00:03:23.280 --> 00:03:24.480]  不過我想講回頭
[00:03:24.480 --> 00:03:25.440]  如果是這樣講
[00:03:25.440 --> 00:03:27.520]  似乎好像我們現在的命題
[00:03:27.520 --> 00:03:30.480]  現在這個命題好像有一點衝突
[00:03:30.480 --> 00:03:32.800]  我今天要和你化解這件事情
[00:03:32.800 --> 00:03:34.240]  而事實上都是
[00:03:34.240 --> 00:03:37.840]  我當然不敢說黃念道不對
[00:03:37.840 --> 00:03:38.960]  我也覺得是
[00:03:38.960 --> 00:03:41.680]  但是是不是就等於我們沒有份呢
[00:03:41.680 --> 00:03:43.120]  我想講這個問題
[00:03:43.120 --> 00:03:44.640]  從這篇詩篇裏面看
[00:03:44.640 --> 00:03:46.800]  人間能不能夠建設到神的國
[00:03:46.800 --> 00:03:48.400]  我們可以建設些什麼呢
[00:03:48.400 --> 00:03:49.760]  這篇詩篇就講到
[00:03:49.760 --> 00:03:51.840]  願神憐憫我們賜福於我們
[00:03:51.840 --> 00:03:53.280]  用念光照我們
[00:03:53.280 --> 00:03:54.880]  神憐憫我們
[00:03:54.880 --> 00:03:56.160]  是我們認識神的起始點
[00:03:56.160 --> 00:03:59.680]  這篇詩篇其實是一個叫做節期的詩篇
[00:03:59.680 --> 00:04:01.040]  什麼叫節期詩篇呢
[00:04:01.040 --> 00:04:02.640]  是駐彭哲的時候
[00:04:02.640 --> 00:04:04.880]  那些學者說在那時候唱的
[00:04:04.880 --> 00:04:07.920]  一起集體敬拜的時候去唱頌的詩篇
[00:04:07.920 --> 00:04:09.440]  而且是一起的
[00:04:09.440 --> 00:04:10.720]  不是個人的
[00:04:10.720 --> 00:04:11.840]  有些詩篇是個人化
[00:04:11.840 --> 00:04:12.960]  我犯了罪得罪上帝
[00:04:12.960 --> 00:04:13.920]  這是個人詩篇
[00:04:13.920 --> 00:04:15.920]  這篇是集體詩篇
[00:04:15.920 --> 00:04:17.280]  所以全部都是我們
[00:04:17.280 --> 00:04:19.200]  一起去敬拜神的時候
[00:04:19.200 --> 00:04:20.880]  歡喜快樂唱著這首歌
[00:04:20.880 --> 00:04:22.400]  這首歌應該是唱得出來的
[00:04:22.400 --> 00:04:24.320]  所以一起過節一起唱出來
[00:04:24.320 --> 00:04:26.880]  願神憐憫我們賜福於我們
[00:04:26.880 --> 00:04:29.200]  這個就是他們信仰信心的起始點
[00:04:29.200 --> 00:04:30.400]  求神去憐憫
[00:04:30.400 --> 00:04:32.400]  事實上我們都是軟弱的罪人
[00:04:32.400 --> 00:04:34.800]  上帝所揀選的子民
[00:04:34.800 --> 00:04:35.760]  不是特別厲害
[00:04:35.760 --> 00:04:36.800]  最萬民之中
[00:04:36.800 --> 00:04:38.240]  是最少的民族
[00:04:38.240 --> 00:04:39.760]  不是最少是很少的民族
[00:04:39.760 --> 00:04:41.280]  如果和那些巴比倫比
[00:04:41.280 --> 00:04:42.640]  和那些亞述
[00:04:42.640 --> 00:04:44.160]  或者是其他埃及比
[00:04:44.160 --> 00:04:47.040]  以色列人其實就不是特別偉大
[00:04:47.040 --> 00:04:49.600]  文化水平也不是特別高
[00:04:49.600 --> 00:04:51.120]  軍事也不是特別厲害
[00:04:51.120 --> 00:04:52.800]  農作物也不是特別多
[00:04:52.800 --> 00:04:54.320]  所以其實你看回頭
[00:04:54.320 --> 00:04:55.600]  他們是一個很小的民族
[00:04:55.600 --> 00:04:58.400]  神憐憫他所以揀選他
[00:04:58.400 --> 00:05:00.960]  所以就正如我們今天做教徒
[00:05:00.960 --> 00:05:02.720]  不是因為我們特別有什麼厲害
[00:05:02.720 --> 00:05:03.680]  不過神揀選我們
[00:05:03.680 --> 00:05:05.760]  又好像在《新約聖經》裏面
[00:05:05.760 --> 00:05:07.360]  《路加福音》第十七章那裏講到
[00:05:07.360 --> 00:05:11.040]  那些十個生大麻瘋的人
[00:05:11.040 --> 00:05:12.560]  遙遙看見主耶穌
[00:05:12.560 --> 00:05:14.320]  主耶穌可憐我們
[00:05:14.320 --> 00:05:16.880]  因為我們被疾病
[00:05:16.880 --> 00:05:18.880]  被那惡者所捆綁
[00:05:18.880 --> 00:05:20.080]  很辛苦地求祢
[00:05:20.080 --> 00:05:22.160]  於是主耶穌就動了持心
[00:05:22.160 --> 00:05:24.880]  醫治了十個麻瘋的病人
[00:05:24.880 --> 00:05:26.160]  而事實上醫治了之後
[00:05:26.160 --> 00:05:27.120]  那十個麻瘋的病人
[00:05:27.120 --> 00:05:28.560]  不是特別有信心
[00:05:28.560 --> 00:05:29.600]  特別感恩的
[00:05:29.600 --> 00:05:30.560]  你記得嗎
[00:05:30.560 --> 00:05:31.760]  有九個不回來
[00:05:31.760 --> 00:05:33.200]  只有一個回來
[00:05:33.200 --> 00:05:35.760]  所以耶穌基督的醫治的起始點
[00:05:35.760 --> 00:05:36.400]  動了持心
[00:05:36.400 --> 00:05:38.400]  不是因為他們特別有信心
[00:05:38.400 --> 00:05:39.440]  特別回應神
[00:05:39.440 --> 00:05:40.800]  已經醫治了
[00:05:40.800 --> 00:05:42.560]  是神的憐憫在他們當中
[00:05:42.560 --> 00:05:45.120]  我們知道自己的本質和本相
[00:05:45.120 --> 00:05:46.800]  神的憐憫在我們當中
[00:05:46.800 --> 00:05:50.960]  所以神的憐憫在舊約、新約、今日
[00:05:50.960 --> 00:05:52.960]  都是我們信仰的起始點
[00:05:52.960 --> 00:05:54.720]  但是願神賜福給我們
[00:05:54.720 --> 00:05:56.080]  願神憐憫我們
[00:05:56.080 --> 00:05:57.280]  在這裡講到
[00:05:57.280 --> 00:05:59.120]  神要用念光照我們
[00:05:59.120 --> 00:06:00.960]  這是文素記的祝福
[00:06:00.960 --> 00:06:01.680]  記不記得
[00:06:01.680 --> 00:06:02.320]  文素記
[00:06:02.320 --> 00:06:03.440]  祭司的祝福
[00:06:03.440 --> 00:06:05.520]  願神的念光照我們
[00:06:05.520 --> 00:06:06.640]  賜福給我們
[00:06:06.640 --> 00:06:08.320]  所以這個也是
[00:06:08.320 --> 00:06:13.440]  私人很明白我們的本質和本相的反應
[00:06:13.440 --> 00:06:17.760]  就好像以賽亞書第49章第6節那裡講到
[00:06:17.760 --> 00:06:20.480]  以賽亞書第49章第6節
[00:06:20.480 --> 00:06:23.360]  就說到神要做一件奇事
[00:06:23.360 --> 00:06:24.640]  一件新事
[00:06:24.640 --> 00:06:26.560]  就是本來被擄的子民
[00:06:26.560 --> 00:06:27.760]  那些是二等公民
[00:06:27.760 --> 00:06:28.960]  也是很弱的
[00:06:28.960 --> 00:06:30.400]  已經被人打敗仗
[00:06:30.400 --> 00:06:32.640]  被人被擄去到拉斐倫的時候
[00:06:32.640 --> 00:06:33.920]  可以釋放
[00:06:33.920 --> 00:06:35.440]  可以返回故地
[00:06:35.440 --> 00:06:37.040]  其實就算返得去
[00:06:37.040 --> 00:06:38.480]  都是人家放你而已
[00:06:38.480 --> 00:06:39.440]  不是他們聰明
[00:06:39.440 --> 00:06:40.880]  所以他們可以走得了
[00:06:40.880 --> 00:06:42.960]  是因為那時候政策改變
[00:06:42.960 --> 00:06:44.400]  所以他們可以返回秘魯
[00:06:44.400 --> 00:06:45.760]  可以回歸
[00:06:45.760 --> 00:06:47.840]  他們還是二等公民
[00:06:47.840 --> 00:06:49.760]  還是很軟弱的
[00:06:49.760 --> 00:06:50.800]  但是神念在那裏
[00:06:50.800 --> 00:06:52.480]  但是聖經在這裏講
[00:06:52.480 --> 00:06:53.520]  以賽亞書講到
[00:06:53.520 --> 00:06:56.880]  這件其實是一件小事
[00:06:56.880 --> 00:06:58.640]  這件神幫他們
[00:06:58.640 --> 00:06:59.680]  讓他們返回去
[00:06:59.680 --> 00:07:00.800]  神的大事是甚麼呢
[00:07:00.800 --> 00:07:02.800]  後面第6節那裡講到
[00:07:02.800 --> 00:07:05.360]  你們這班這麼軟弱的人民
[00:07:05.360 --> 00:07:06.160]  要做甚麼呢
[00:07:06.160 --> 00:07:07.760]  要做外邦人的國
[00:07:07.760 --> 00:07:10.240]  因為我們其實有時難以理解
[00:07:10.240 --> 00:07:11.840]  明明這麼弱水
[00:07:11.840 --> 00:07:14.080]  明明被人打贏完仗
[00:07:14.080 --> 00:07:14.960]  被人擄完
[00:07:14.960 --> 00:07:16.320]  剛剛才放回來
[00:07:16.320 --> 00:07:17.440]  我們有甚麼本事
[00:07:17.440 --> 00:07:18.960]  可以做外邦人的國
[00:07:18.960 --> 00:07:21.120]  神就是這麼奇妙
[00:07:21.120 --> 00:07:22.800]  就是要我們這班這麼軟弱的人
[00:07:22.800 --> 00:07:25.440]  可以作外邦人的國
[00:07:25.440 --> 00:07:27.040]  所以弟兄姊妹
[00:07:27.040 --> 00:07:28.720]  我們真的沒有甚麼可以做
[00:07:28.720 --> 00:07:31.360]  但是上帝使用的瓦器
[00:07:31.360 --> 00:07:33.440]  所以神使用我們
[00:07:33.440 --> 00:07:35.680]  是配合在祂的計劃當中
[00:07:35.680 --> 00:07:38.320]  我們願意開放自己給神使用
[00:07:38.320 --> 00:07:39.520]  就好像這段經文所講
[00:07:39.520 --> 00:07:41.120]  用念光照我們
[00:07:41.120 --> 00:07:42.560]  即是甚麼意思
[00:07:42.560 --> 00:07:44.640]  如果你看月亮
[00:07:44.640 --> 00:07:46.080]  你經常都望月亮
[00:07:46.080 --> 00:07:47.280]  中秋節你望月亮
[00:07:47.280 --> 00:07:50.560]  月亮本身有沒有光
[00:07:50.560 --> 00:07:52.000]  月亮本身沒有光
[00:07:52.000 --> 00:07:53.760]  那些光是從哪裡來的
[00:07:53.760 --> 00:07:55.680]  是太陽來的
[00:07:55.680 --> 00:07:57.600]  太陽所反照的光
[00:07:57.600 --> 00:07:59.440]  藉著月亮反映的光
[00:07:59.440 --> 00:08:00.080]  照著我們
[00:08:00.080 --> 00:08:01.360]  都頗光
[00:08:01.360 --> 00:08:03.040]  月亮都頗光
[00:08:03.040 --> 00:08:04.000]  月亮都頗光
[00:08:04.000 --> 00:08:04.800]  不是因為它光
[00:08:04.800 --> 00:08:07.440]  是因為它反映到很光的太陽
[00:08:07.440 --> 00:08:10.320]  所以今天都是神用它的念光照我們
[00:08:10.320 --> 00:08:12.640]  所以我們反映到神的光
[00:08:12.640 --> 00:08:15.120]  於是乎可以向這個黑暗的世界裏面
[00:08:15.120 --> 00:08:18.320]  去照耀到點點天父的光輝
[00:08:18.320 --> 00:08:20.240]  這個亦都是人不能見切神的國
[00:08:20.240 --> 00:08:22.080]  但是我們是反映著神的光輝
[00:08:22.080 --> 00:08:23.520]  參與在其中
[00:08:23.520 --> 00:08:26.160]  可以成為列國萬方的見證
[00:08:26.160 --> 00:08:27.920]  神這件才是大事
[00:08:27.920 --> 00:08:28.560]  釀到甚麼呢
[00:08:28.560 --> 00:08:32.000]  這裏講到「施行我的救恩直到地極」
[00:08:32.000 --> 00:08:34.720]  這個《以賽雅書》第49章6處所講
[00:08:34.720 --> 00:08:36.560]  施行是誰的救恩
[00:08:36.560 --> 00:08:37.920]  不是我們的
[00:08:37.920 --> 00:08:38.880]  是神自己的
[00:08:38.880 --> 00:08:40.400]  是我的救恩
[00:08:40.400 --> 00:08:42.320]  而且要直到地極
[00:08:42.320 --> 00:08:44.160]  這個是神的心願
[00:08:44.160 --> 00:08:46.000]  神在我們身上的旨意
[00:08:46.000 --> 00:08:48.480]  我們要施行神的救恩
[00:08:48.480 --> 00:08:49.040]  直到地極
[00:08:49.040 --> 00:08:51.120]  所以好像下面這節所講
[00:08:51.120 --> 00:08:53.280]  好叫世界得知你的道路
[00:08:53.280 --> 00:08:54.960]  萬國得知你的救恩
[00:08:54.960 --> 00:08:58.640]  我們聽見世界和萬國就想起甚麼呢
[00:08:58.640 --> 00:09:01.360]  想起紅磡那兩間
[00:09:01.360 --> 00:09:03.200]  兩間大酒店
[00:09:03.200 --> 00:09:03.840]  世界是甚麼
[00:09:03.840 --> 00:09:05.280]  當然不是那個港那裏
[00:09:05.280 --> 00:09:06.640]  因為講到世界和萬國
[00:09:06.640 --> 00:09:09.200]  就講到那些未認識主的外邦人
[00:09:09.200 --> 00:09:10.800]  這班人在世界裏
[00:09:10.800 --> 00:09:13.280]  他們原本是不知道神的道路
[00:09:13.280 --> 00:09:15.120]  不知道神的救恩
[00:09:15.120 --> 00:09:16.560]  事實上萬國萬民
[00:09:16.560 --> 00:09:17.520]  如果我們看回
[00:09:17.520 --> 00:09:19.520]  我們知道那些猜拳的機構
[00:09:19.520 --> 00:09:21.920]  為了那些二十、四十槍
[00:09:21.920 --> 00:09:25.040]  我們知道其實世界各地
[00:09:25.040 --> 00:09:26.960]  很多地方其實不認識主
[00:09:26.960 --> 00:09:29.680]  有很多地方去傳福音很艱難
[00:09:29.680 --> 00:09:31.280]  但我亦都不止一次聽過
[00:09:31.280 --> 00:09:32.080]  有些頂尖同學講
[00:09:32.080 --> 00:09:34.400]  其實牧師我們去那些地方傳福音
[00:09:34.400 --> 00:09:37.680]  又貴又難又危險
[00:09:37.680 --> 00:09:39.040]  同不同意
[00:09:39.040 --> 00:09:40.240]  猜拳部
[00:09:40.240 --> 00:09:41.600]  又貴又難又危險
[00:09:41.600 --> 00:09:42.320]  為何要搞那麼多東西
[00:09:42.320 --> 00:09:44.480]  還有人家好端端
[00:09:44.480 --> 00:09:45.920]  他們自己生活
[00:09:45.920 --> 00:09:47.840]  為何我們要搞他們
[00:09:47.840 --> 00:09:50.080]  要讓他們認識主
[00:09:50.080 --> 00:09:52.480]  又貴又難又危險
[00:09:52.480 --> 00:09:53.680]  還有人家好端端
[00:09:53.680 --> 00:09:55.280]  為何我們要搞他們
[00:09:55.280 --> 00:09:56.320]  今日我想和你講
[00:09:56.320 --> 00:09:58.480]  這個是我們作為神的子民
[00:09:58.480 --> 00:10:01.120]  我們領受神的心意
[00:10:01.120 --> 00:10:02.480]  都是我們的心願
[00:10:02.480 --> 00:10:03.840]  我們期望甚麼
[00:10:03.840 --> 00:10:06.160]  祈求世界得知你的道路
[00:10:06.160 --> 00:10:08.000]  萬國得知你的救濟
[00:10:08.000 --> 00:10:08.800]  我不做他們
[00:10:08.800 --> 00:10:09.840]  他們正在做
[00:10:09.840 --> 00:10:11.200]  我們不做
[00:10:11.200 --> 00:10:12.000]  其實他們正在做
[00:10:12.000 --> 00:10:12.800]  甚麼意思
[00:10:12.800 --> 00:10:14.560]  可能你有留意到
[00:10:14.560 --> 00:10:17.680]  在尖沙咀長期有個檔攤
[00:10:17.680 --> 00:10:20.560]  星期六克勒大道那個位
[00:10:20.560 --> 00:10:24.000]  有個位差不多是梗檔
[00:10:24.000 --> 00:10:25.920]  這陣子疫情這半年沒有了
[00:10:25.920 --> 00:10:28.160]  但之前是一個梗檔
[00:10:28.160 --> 00:10:32.160]  I love Jesus because I am Muslim
[00:10:32.160 --> 00:10:33.280]  有無看過
[00:10:33.280 --> 00:10:35.120]  可能你們少去尖沙咀
[00:10:35.120 --> 00:10:36.480]  多去銅鑼灣
[00:10:36.480 --> 00:10:38.880]  梗檔來的
[00:10:38.880 --> 00:10:42.000]  有些猜拳機構和我分享
[00:10:42.000 --> 00:10:44.000]  他們其實是策略性的
[00:10:44.000 --> 00:10:45.200]  策略性做基督徒
[00:10:45.200 --> 00:10:47.200]  所以他們打正招牌
[00:10:47.200 --> 00:10:48.400]  想吸引基督徒過來
[00:10:48.400 --> 00:10:49.600]  所以I love 誰
[00:10:49.600 --> 00:10:51.200]  不是Buddha
[00:10:51.200 --> 00:10:53.280]  所以I love Jesus
[00:10:53.280 --> 00:10:55.360]  他們希望吸引基督徒
[00:10:55.360 --> 00:10:56.560]  然後傳他們
[00:10:56.560 --> 00:11:00.160]  我們不如去那些國家
[00:11:00.160 --> 00:11:01.280]  整個檔口
[00:11:01.280 --> 00:11:03.280]  我愛穆罕默德
[00:11:03.280 --> 00:11:04.480]  因為我是基督徒
[00:11:04.480 --> 00:11:05.280]  可不可以
[00:11:05.280 --> 00:11:06.400]  你說可不可以
[00:11:06.400 --> 00:11:07.840]  我又不可以
[00:11:07.840 --> 00:11:08.800]  很不公平
[00:11:08.800 --> 00:11:10.560]  事實上好像很艱難
[00:11:10.560 --> 00:11:11.520]  事實上也是
[00:11:11.520 --> 00:11:12.800]  我們去那裏不可以
[00:11:12.800 --> 00:11:14.400]  他們來可以
[00:11:14.400 --> 00:11:15.520]  我們又去不了
[00:11:15.520 --> 00:11:16.640]  好像不太對路
[00:11:16.640 --> 00:11:17.920]  不過事實上有時是這樣
[00:11:17.920 --> 00:11:19.440]  但在人不能在神
[00:11:19.440 --> 00:11:20.480]  凡事都能
[00:11:20.480 --> 00:11:21.920]  我們求神
[00:11:21.920 --> 00:11:22.880]  這是我們心願
[00:11:22.880 --> 00:11:25.280]  我們想辦法求神指引我們
[00:11:25.280 --> 00:11:28.240]  帶領我們使我們可以在這件事上
[00:11:28.240 --> 00:11:29.600]  有份忠言在人
[00:11:29.600 --> 00:11:30.960]  看不能夠做不到
[00:11:30.960 --> 00:11:32.160]  但我們還是要
[00:11:32.160 --> 00:11:34.560]  好叫世界得知你的道路
[00:11:34.560 --> 00:11:36.080]  萬國得知你的救恩
[00:11:36.080 --> 00:11:39.040]  我想給一張相片給你看看這個網站
[00:11:39.040 --> 00:11:40.880]  這個網站
[00:11:40.880 --> 00:11:45.760]  這個網站是講中東地區有個國家的情況
[00:11:45.760 --> 00:11:46.640]  如果你有印象
[00:11:46.640 --> 00:11:49.200]  你知不知道在最早期
[00:11:49.200 --> 00:11:53.600]  新冠肺炎最流行的國家是誰
[00:11:53.600 --> 00:11:55.280]  最早期
[00:11:55.280 --> 00:11:57.040]  當然是中國
[00:11:57.040 --> 00:11:57.840]  還有呢
[00:11:57.840 --> 00:12:02.960]  還早過意大利的是伊朗
[00:12:02.960 --> 00:12:04.560]  記不記得
[00:12:04.560 --> 00:12:08.800]  伊朗是早期的時候封閉的國家
[00:12:08.800 --> 00:12:11.120]  封關封城的國家
[00:12:11.120 --> 00:12:13.280]  伊朗早過意大利
[00:12:13.280 --> 00:12:20.240]  那時候有宣教的機構給我們一些數字
[00:12:20.240 --> 00:12:23.440]  在那年期間裏面
[00:12:23.440 --> 00:12:26.240]  每個月有超過一千個人信主
[00:12:26.240 --> 00:12:28.560]  這麼厲害
[00:12:28.560 --> 00:12:31.600]  其實這件事是一向有做開的
[00:12:31.600 --> 00:12:33.680]  網絡傳福音
[00:12:33.680 --> 00:12:35.520]  因為他們都上網的
[00:12:35.520 --> 00:12:39.200]  他們有些機構特意在那段期間
[00:12:39.200 --> 00:12:41.840]  在今年三月開始
[00:12:41.840 --> 00:12:46.640]  每個月的觀看次數是前所未有那麼高
[00:12:46.640 --> 00:12:49.040]  他們估計很可能是因為封了城
[00:12:49.040 --> 00:12:51.600]  於是有些人上網機會多了
[00:12:51.600 --> 00:12:55.040]  每個月有超過一千人來信主
[00:12:55.040 --> 00:12:56.240]  表達信耶穌
[00:12:56.240 --> 00:12:59.520]  透過網絡傳送訊息給他們接受耶穌
[00:12:59.520 --> 00:13:02.640]  這個數字其實是前所未有的
[00:13:02.640 --> 00:13:04.160]  按照那些機構
[00:13:04.160 --> 00:13:06.560]  他們一直做了很多年的工作
[00:13:06.560 --> 00:13:09.440]  在人不能在神凡事都能
[00:13:09.440 --> 00:13:12.240]  但總有弟兄姊妹願意承擔這責任
[00:13:12.240 --> 00:13:13.440]  他們不是今天開始做
[00:13:13.440 --> 00:13:14.720]  不是有閉延的開始做
[00:13:14.720 --> 00:13:17.600]  是做了很多年了
[00:13:17.600 --> 00:13:20.160]  所以神在按照他們合適的時候
[00:13:20.160 --> 00:13:22.320]  開展他們的角度
[00:13:22.320 --> 00:13:25.120]  良道未認識主的萬國和萬民
[00:13:25.120 --> 00:13:26.560]  可以得聞究恩
[00:13:26.560 --> 00:13:27.760]  我還想多說一點
[00:13:27.760 --> 00:13:32.560]  事實上這個世界有很多不同的困難在當中
[00:13:32.560 --> 00:13:34.640]  其實我不做別人是在做的
[00:13:34.640 --> 00:13:36.800]  在幾年前我看過一篇文章
[00:13:36.800 --> 00:13:39.200]  叫伊斯蘭國新娘
[00:13:39.200 --> 00:13:41.040]  不知道你們有沒有聽過
[00:13:41.040 --> 00:13:44.000]  伊斯蘭國其實也有策略地在做
[00:13:44.000 --> 00:13:47.280]  伊斯蘭國現在已經倒台了
[00:13:47.280 --> 00:13:49.280]  差不多是摧毀了
[00:13:49.280 --> 00:13:53.600]  當然他們在網絡上是吸引一些人
[00:13:53.600 --> 00:13:57.120]  特別是歐美的女孩子去做新娘
[00:13:57.120 --> 00:14:00.000]  我看過一篇讀者文集的文章
[00:14:00.000 --> 00:14:02.000]  他說他們幾乎去了
[00:14:02.000 --> 00:14:03.760]  其實有幾篇有些是去了
[00:14:03.760 --> 00:14:04.640]  有些是沒有去到
[00:14:04.640 --> 00:14:07.760]  去了那個當然是很慘情
[00:14:07.760 --> 00:14:11.520]  本來和你在網上聊天
[00:14:11.520 --> 00:14:13.120]  說你是我的公主
[00:14:13.120 --> 00:14:14.240]  我會好好對你
[00:14:14.240 --> 00:14:14.960]  你快點來
