
[00:00:00.000 --> 00:00:10.000]  頂子媒,早晨,第一次託練來到你們當中,都要和大家賀一賀年
[00:05:06.000 --> 00:05:11.000]  主要就不只是他的成就,而是他的求品
[00:05:11.000 --> 00:05:14.000]  他的求品是很好的
[00:05:14.000 --> 00:05:20.000]  一般人都說,他只是被人貶,他很少貶人的
[00:05:20.000 --> 00:05:25.000]  因為他從來沒有被人摧弗離場的,沒有的
[00:05:25.000 --> 00:05:29.000]  紅牌都好像沒有試過拿過的
[00:05:29.000 --> 00:05:34.000]  這個是很難得的,你打這麼多年的球,一次紅牌出場都沒有
[00:05:34.000 --> 00:05:39.000]  是非常難得的,但是給你,他就是這樣
[00:05:39.000 --> 00:05:47.000]  我們看到在今天,大部份的人都會看到一個人的成就
[00:05:47.000 --> 00:05:50.000]  現在我又很想問問大家
[00:05:50.000 --> 00:05:57.000]  提到以色列,你會想到誰呢?
[00:05:57.000 --> 00:06:00.000]  可不可以說,你會想到誰?
[00:06:00.000 --> 00:06:03.000]  不怪你們,你們不懂
[00:06:03.000 --> 00:06:06.000]  因為他們不是以色列,對不對?
[00:06:06.000 --> 00:06:10.000]  但是所有以色列人一提到的時候
[00:06:10.000 --> 00:06:14.000]  他一定會提到他們的先祖是誰?
[00:06:14.000 --> 00:06:17.000]  阿伯拉罕
[00:06:17.000 --> 00:06:20.000]  特別是第二次世界大戰之後
[00:06:20.000 --> 00:06:23.000]  所有猶太人的紀念館
[00:06:23.000 --> 00:06:26.000]  他們裡面如果播放一些
[00:06:26.000 --> 00:06:29.000]  在希特拉的納粹
[00:06:29.000 --> 00:06:33.000]  用毒氣殺害六百萬以上的猶太人
[00:06:33.000 --> 00:06:38.000]  他們的圖文只提了兩個人的名字
[00:06:38.000 --> 00:06:44.000]  構成紀念阿伯拉罕,他的應許
[00:06:44.000 --> 00:06:50.000]  有紀念大衛,你跟他立的約
[00:06:50.000 --> 00:06:54.000]  復興我們,讓我們有出路
[00:06:54.000 --> 00:06:59.000]  我們看得到,猶太人在他們最困難
[00:06:59.000 --> 00:07:03.000]  最危險的時候,差不多要滅種的時候
[00:07:03.000 --> 00:07:06.000]  他們仍然紀念兩個人
[00:07:06.000 --> 00:07:09.000]  一個就是阿伯拉罕,一個就是大衛
[00:07:09.000 --> 00:07:12.000]  而大衛就是從阿伯拉罕而來的
[00:07:12.000 --> 00:07:15.000]  好了,那我又想問問
[00:07:15.000 --> 00:07:18.000]  提到基督教,你又想到誰?
[00:07:18.000 --> 00:07:21.000]  哎,很好啊
[00:07:21.000 --> 00:07:25.000]  我去過一個地方,好像一個聲音都沒有
[00:07:25.000 --> 00:07:31.000]  不知道的時候,我想他應該是美信主
[00:07:31.000 --> 00:07:35.000]  如果你知道的話,你只能看一個
[00:07:35.000 --> 00:07:39.000]  基督教,當然是基督,就是耶穌基督
[00:07:39.000 --> 00:07:41.000]  但大家知不知道
[00:07:41.000 --> 00:07:47.000]  聖本的新約聖經,第一章,第一節
[00:07:47.000 --> 00:07:50.000]  他說什麼?
[00:07:50.000 --> 00:07:54.000]  阿伯拉罕的後裔
[00:07:54.000 --> 00:07:57.000]  大衛的子孫
[00:07:57.000 --> 00:08:00.000]  耶穌基督的家譜
[00:08:00.000 --> 00:08:06.000]  耶穌基督的家譜,按照新約作者所看
[00:08:06.000 --> 00:08:09.000]  是只提到兩個人的名字
[00:08:09.000 --> 00:08:14.000]  這是整個以色列族,他們是沒有人不知道的人
[00:08:14.000 --> 00:08:16.000]  第一個是阿伯拉罕
[00:08:16.000 --> 00:08:18.000]  第二個就是大衛
[00:08:18.000 --> 00:08:25.000]  因為耶穌基督就是阿伯拉罕肉身上的子孫
[00:08:25.000 --> 00:08:29.000]  但另一方面來說,他又是大衛的後裔
[00:08:29.000 --> 00:08:33.000]  所以因為這樣的緣故,提到耶穌基督的時候
[00:08:33.000 --> 00:08:37.000]  肉身,我們一定會提到阿伯拉罕
[00:08:37.000 --> 00:08:42.000]  阿伯拉罕有什麼這麼厲害呢?
[00:08:42.000 --> 00:08:46.000]  我就用了不少的時間來看阿伯拉罕的生平
[00:08:46.000 --> 00:08:49.000]  我發覺他沒有什麼特別
[00:08:49.000 --> 00:08:52.000]  他的軟弱,我們每個人都有
[00:08:52.000 --> 00:08:55.000]  他有正確的地方,我們也有
[00:08:55.000 --> 00:08:59.000]  其實他跟我們平凡的人沒有什麼分別
[00:08:59.000 --> 00:09:01.000]  我看到《創世紀》裡面
[00:09:01.000 --> 00:09:06.000]  主要的試煉或者試探有七次
[00:09:06.000 --> 00:09:09.000]  而七次的試煉裡面
[00:09:09.000 --> 00:09:13.000]  有四次是通過的
[00:09:13.000 --> 00:09:17.000]  但是有三次是失敗的
[00:09:17.000 --> 00:09:21.000]  有可能你說,我比他好
[00:09:21.000 --> 00:09:24.000]  要麼我通過,應該多過失敗吧
[00:09:24.000 --> 00:09:28.000]  他也是通過多過失敗的
[00:09:28.000 --> 00:09:30.000]  但是我們看到今天很多的人
[00:09:30.000 --> 00:09:34.000]  就是把一些人的成就看得很高
[00:09:34.000 --> 00:09:38.000]  把一些人的能力看得很高
[00:09:38.000 --> 00:09:40.000]  高舉一個人
[00:09:40.000 --> 00:09:44.000]  你會發覺到這不是一個國家高舉人
[00:09:44.000 --> 00:09:48.000]  所有的娛樂界也好,新聞界也好
[00:09:48.000 --> 00:09:50.000]  體育界也好,都是高舉人
[00:09:50.000 --> 00:09:55.000]  甚至連教會,都是高舉人
[00:09:55.000 --> 00:09:57.000]  我感恩的一件事
[00:09:57.000 --> 00:10:00.000]  就比我過去兩年多裡面看到
[00:10:00.000 --> 00:10:04.000]  有很多全球矚目推崇的
[00:10:04.000 --> 00:10:09.000]  一些教會裡面,基督教的名人
[00:10:09.000 --> 00:10:14.000]  臨退休,爆出一些醜聞出來
[00:10:14.000 --> 00:10:19.000]  以至影響全球基督教的領袖
[00:10:19.000 --> 00:10:23.000]  很多人跌了眼鏡
[00:10:23.000 --> 00:10:25.000]  教會裡面的長老
[00:10:25.000 --> 00:10:29.000]  執事,全部請辭
[00:10:29.000 --> 00:10:33.000]  承擔過的責任
[00:10:33.000 --> 00:10:40.000]  但是感恩,這個教會他們肯去公開交代負責任
[00:10:40.000 --> 00:10:43.000]  所以經過一段時間的震盪
[00:10:43.000 --> 00:10:47.000]  很多人離開,後來那些人都會返回去
[00:10:47.000 --> 00:10:52.000]  另外一個人,全球尊崇的一個護教者
[00:10:52.000 --> 00:10:55.000]  一個傳福音者
[00:10:55.000 --> 00:10:59.000]  在他死了之後,爆出一些醜聞
[00:10:59.000 --> 00:11:04.000]  原來是跟很多妓女
[00:11:04.000 --> 00:11:10.000]  很多很出名的酒店
[00:11:10.000 --> 00:11:13.000]  那裡的女侍應
[00:11:13.000 --> 00:11:17.000]  發生過很多醜聞
[00:11:17.000 --> 00:11:22.000]  而且是動用了一些人奉獻的基金裡面
[00:11:22.000 --> 00:11:26.000]  來出錢,做那些事
[00:11:26.000 --> 00:11:29.000]  有一個震盪帶來的結果
[00:11:29.000 --> 00:11:34.000]  很多人把他的書燒了,撕爛了,不要
[00:11:34.000 --> 00:11:38.000]  然後有很多人就把他的名字
[00:11:38.000 --> 00:11:42.000]  在他們的機構全部除名
[00:11:42.000 --> 00:11:44.000]  我看到這些的時候
[00:11:44.000 --> 00:11:47.000]  我心裡面深深感覺到
[00:11:47.000 --> 00:11:50.000]  我們今天要尊重一些
[00:11:50.000 --> 00:11:52.000]  在我們當中有貢獻的人
[00:11:52.000 --> 00:11:57.000]  但另一方面,絕對不可以將他捧得太高
[00:11:57.000 --> 00:12:01.000]  你越把他捧得越高,高處不勝寒
[00:12:01.000 --> 00:12:04.000]  你爬得越高,跌得越低
[00:12:04.000 --> 00:12:08.000]  再加上,很多人很容易沾沾自喜
[00:12:08.000 --> 00:12:13.000]  是最容易陷在撒旦的陷阱裡面
[00:12:13.000 --> 00:12:17.000]  我今天很想跟大家分享這個人物
[00:12:17.000 --> 00:12:21.000]  你可以說是全世界二分之一以上
[00:12:21.000 --> 00:12:25.000]  三分之二以下,那些人都會認識他的
[00:12:25.000 --> 00:12:30.000]  阿伯勒罕,就從他的身上跟大家看一看
[00:12:30.000 --> 00:12:34.000]  到底他身上,做得好的是什麼?
[00:12:34.000 --> 00:12:36.000]  做得不好的是什麼?
[00:12:36.000 --> 00:12:39.000]  一個這麼平凡的人,為什麼神都會用他呢?
[00:12:39.000 --> 00:12:43.000]  來看看我們今天的光景
[00:12:43.000 --> 00:12:46.000]  我們來看看一段聖經
[00:12:46.000 --> 00:12:52.000]  《蒼西記》十二章,我們一起讀
[00:12:52.000 --> 00:12:56.000]  一到第四節,我們一起來
[00:12:56.000 --> 00:12:59.000]  耶和華對阿伯勒說:
[00:12:59.000 --> 00:13:05.000]  「你要離開本地,本族,附加,往我所要指示你的地去,
[00:13:05.000 --> 00:13:10.000]  我必使你成為大國,我必賜福給你,使你的名為大,
[00:13:10.000 --> 00:13:15.000]  你要使別人得福,為你祝福的,我必賜福給他,
[00:13:15.000 --> 00:13:20.000]  咒咒你的,我必咒咒他,地上的萬族都必因你得福,
[00:13:20.000 --> 00:13:26.000]  阿伯勒就遵照耶和華的吩咐去了,羅德也和他同去,
[00:13:26.000 --> 00:13:32.000]  阿伯勒離開哈蘭的時候,年七十五歲。」
[00:13:32.000 --> 00:13:35.000]  我們來看看,在這段聖經當中
[00:13:35.000 --> 00:13:40.000]  是記載阿伯勒被神去呼召
[00:13:40.000 --> 00:13:43.000]  這個呼召是獨特的呼召
[00:13:43.000 --> 00:13:46.000]  但實際上,我告訴大家
[00:13:46.000 --> 00:13:51.000]  除了救恩的呼召,是所有信徒都一樣之外
[00:13:51.000 --> 00:13:56.000]  是呼召我們認罪悔改,接受耶穌基督,做我們的救主
[00:13:56.000 --> 00:14:01.000]  這是所有基督徒,我們都會蒙照,去做這個決定的
[00:14:01.000 --> 00:14:06.000]  但是對我們侍奉的呼召,卻是個個都不同的
[00:14:06.000 --> 00:14:09.000]  個個都獨特的
[00:14:09.000 --> 00:14:17.000]  各位兄弟姐妹,你有沒有想到,最近當我看到一個冷凍人
[00:14:17.000 --> 00:14:25.000]  他被神去呼召,就是在他冷凍,已經過了五年
[00:14:25.000 --> 00:14:32.000]  在人體來,冷凍人,他最多是兩年到四年的壽命
[00:14:32.000 --> 00:14:34.000]  但是他已經去到五年多了
[00:14:34.000 --> 00:14:42.000]  他盡用他這些時間,我去到哪裏講道,他就跟我去到哪裏講見證
[00:14:42.000 --> 00:14:48.000]  西元朗他也去,馬鞍山他也去,我相信東九也來過
[00:14:48.000 --> 00:14:53.000]  武會也去,其他的教會也去,我很感恩
[00:14:53.000 --> 00:14:58.000]  但是因為他的見證,很多的冷凍人
[00:14:58.000 --> 00:15:06.000]  他們願意出來,然後告訴他,我家裏,我的媽媽是這樣
[00:15:06.000 --> 00:15:10.000]  我的弟弟是這樣,我的妹妹是這樣,我的哥哥是這樣
[00:15:10.000 --> 00:15:13.000]  二十多個,就是這樣出來
[00:15:13.000 --> 00:15:20.000]  另一方面,連香港冷凍人的資源,他也開始越來越清楚
[00:15:20.000 --> 00:15:27.000]  醫生越來越清楚,樣樣的生活,到底怎樣調節,他清楚
[00:15:27.000 --> 00:15:31.000]  他不單止分享他自己得到的見證,他的福音
[00:15:31.000 --> 00:15:34.000]  他也將這些的生活和這些人來分享
[00:15:34.000 --> 00:15:41.000]  因為這樣的緣故,好幾個冷凍人的家庭,他們決自信了耶穌
[00:15:41.000 --> 00:15:47.000]  甚至寫信來告訴我,多謝透過我的介紹
[00:15:47.000 --> 00:15:51.000]  透過我們的介紹,令到他們能夠聽到
[00:15:51.000 --> 00:15:56.000]  原來他們都可以有一個出路,這個出路就是盼望
[00:15:56.000 --> 00:16:00.000]  一定要有盼望,以至他們整個人的家庭
[00:16:00.000 --> 00:16:08.000]  不再活在一種陰霾遍布,天天活在一種很消極
[00:16:08.000 --> 00:16:14.000]  很悲觀的一種警方當中,我為了他們感恩
[00:16:14.000 --> 00:16:17.000]  另一方面,我也感恩
[00:16:17.000 --> 00:16:26.000]  很多在這個新冠病毒中,患了更加重的病症的人
[00:16:26.000 --> 00:16:31.000]  他們分享他們見證的時候,又帶到一些患了新冠病毒的人
[00:16:31.000 --> 00:16:34.000]  他們也同樣看到,原來可以有出路
[00:16:34.000 --> 00:16:37.000]  其實我們一家都中了,我很感恩
[00:16:37.000 --> 00:16:42.000]  因為有些弟兄告訴我們,你可以打電話去醫生那裡
[00:16:42.000 --> 00:16:47.000]  我真的照著他們的指引,一打電話
[00:16:47.000 --> 00:16:51.000]  他們說,今天我們可以安排你去看醫生
[00:16:51.000 --> 00:16:54.000]  就是網上看醫生,一看完就說
[00:16:54.000 --> 00:17:00.000]  蘇先生,你是高危人士,因為你超過70歲
[00:17:00.000 --> 00:17:04.000]  是因為這樣的原因,政府有一種特效藥給你
[00:17:04.000 --> 00:17:08.000]  我太太又後來又中的時候,一樣告訴你你是高危人士
[00:17:08.000 --> 00:17:12.000]  她也是70歲,所以他們有一種特效藥
[00:17:12.000 --> 00:17:16.000]  你記得,金色那個就是早上吃的
[00:17:16.000 --> 00:17:19.000]  黑色那個就是晚上吃的
[00:17:19.000 --> 00:17:22.000]  一天吃兩顆,一共五天
[00:17:22.000 --> 00:17:24.000]  吃完,你就應該好了
[00:17:24.000 --> 00:17:27.000]  真的跟著他們做
[00:17:27.000 --> 00:17:31.000]  而且第一天,醫生看完診,第二天有護士來跟進
[00:17:31.000 --> 00:17:34.000]  然後又打電話來,第三天也是這樣
[00:17:34.000 --> 00:17:39.000]  我真的想一想,去英國哪有這麼好的護士
[00:17:39.000 --> 00:17:42.000]  美國沒有,全世界都沒有
[00:17:42.000 --> 00:17:44.000]  但是我們竟然有
[00:17:44.000 --> 00:17:50.000]  不過後來,人越來越多的時候,可能少了一些這樣的特效藥
[00:17:50.000 --> 00:17:57.000]  後來我才發覺到,在廣州我的妹妹,我的外甥告訴我
[00:17:57.000 --> 00:18:02.000]  我的妹夫和妹妹都中了新冠
[00:18:02.000 --> 00:18:05.000]  妹夫中了之後送去醫院
[00:18:05.000 --> 00:18:09.000]  八天之後,一路高燒,她已經離世了
[00:18:09.000 --> 00:18:14.000]  但是我很感恩的,就是她很清楚信得住
[00:18:14.000 --> 00:18:16.000]  所以很平靜地離世
[00:18:16.000 --> 00:18:21.000]  我的妹妹就告訴我,你不需要怪念我,哥哥
[00:18:21.000 --> 00:18:25.000]  因為她說,桂玲,就是我的妹夫
[00:18:25.000 --> 00:18:28.000]  她先走去神那裡,她先去神那裡
[00:18:28.000 --> 00:18:30.000]  我就放了心了
[00:18:30.000 --> 00:18:33.000]  如果我先去神那裡,她就很淒涼
[00:18:33.000 --> 00:18:38.000]  因為我妹夫超過30年前,她患了鼻咽癌
[00:18:38.000 --> 00:18:40.000]  然後有很多後遺症
[00:18:40.000 --> 00:18:45.000]  後來又中了風,很多東西在她身上
[00:18:45.000 --> 00:18:47.000]  出入醫院都不知道多少次
[00:18:47.000 --> 00:18:50.000]  是因為這樣的緣故,她很需要人照顧
[00:18:50.000 --> 00:18:53.000]  所以我妹妹在世的時候,就可以照顧她
[00:18:53.000 --> 00:18:58.000]  但是萬一我妹妹先走,就沒有人照顧她
[00:18:58.000 --> 00:18:59.000]  她就很淒涼
[00:18:59.000 --> 00:19:05.000]  所以我妹妹充滿著一個喜悅,平安
[00:19:05.000 --> 00:19:11.000]  來跟我說,哥哥,你放心,我現在安心了
[00:19:11.000 --> 00:19:14.000]  其實她也是患了鼻咽癌,她有大腸癌
[00:19:14.000 --> 00:19:20.000]  而且當她電療一段時間,化療一段時間
[00:19:20.000 --> 00:19:26.000]  無法適應,拉血,而且很痛苦
[00:19:26.000 --> 00:19:31.000]  所以一直這樣都要停下來,醫生都告訴你,你先停一停
[00:19:31.000 --> 00:19:38.000]  我很感恩,在上個禮拜一,剛剛的一個禮拜一
[00:19:38.000 --> 00:19:41.000]  我們一家,我哥哥在美國,我姐姐在加拿大
[00:19:41.000 --> 00:19:46.000]  我和她在廣州,我們一起有個Zoom
[00:19:46.000 --> 00:19:50.000]  大家彼此分享,一起的代討
[00:19:50.000 --> 00:19:55.000]  從她的口中,充滿著感恩的說話
[00:19:55.000 --> 00:20:00.000]  所以我心裡很感謝神,就是因為這個信仰,令她這樣
[00:20:00.000 --> 00:20:03.000]  我們看看阿巴拉罕,她的呼召
[00:20:03.000 --> 00:20:08.000]  她的呼召神對她是一樣比一樣困難的呼召
[00:20:08.000 --> 00:20:15.000]  你要離開本地,離開本地,香港很多都很想的,曾經有一段時間
[00:20:15.000 --> 00:20:17.000]  現在可能少了一點
[00:20:17.000 --> 00:20:21.000]  為什麼?動蕩的時間你都很想離開
[00:20:21.000 --> 00:20:23.000]  就好像烏克蘭那裡一樣
[00:20:23.000 --> 00:20:27.000]  你動蕩,不安的時間,很多人都很想離開
[00:20:27.000 --> 00:20:31.000]  第二,她要離開本族
[00:20:31.000 --> 00:20:33.000]  離開本地容易
[00:20:33.000 --> 00:20:38.000]  但如果我們一家人,我們有很多族人在那裡,無所謂
[00:20:38.000 --> 00:20:41.000]  去到那邊,生活一樣很快適應
[00:20:41.000 --> 00:20:44.000]  但你要離開你的本族
[00:20:44.000 --> 00:20:47.000]  你去那裡,沒有華人的,一個都沒有的
[00:20:47.000 --> 00:20:50.000]  全部都不是華人來的
[00:20:50.000 --> 00:20:53.000]  你就要想清楚了
[00:20:53.000 --> 00:20:56.000]  生活習慣各方面的東西可能變了
[00:20:56.000 --> 00:21:01.000]  接著第三,還要離開你的父家,你最親的人
[00:21:01.000 --> 00:21:03.000]  你都要離開
[00:21:03.000 --> 00:21:07.000]  是不是困難?
[00:21:07.000 --> 00:21:11.000]  過去兩年多的時間,最困難的一件事
[00:21:11.000 --> 00:21:16.000]  就是對著無數家長,為了下一代
[00:21:16.000 --> 00:21:19.000]  他們要移民決定
[00:21:19.000 --> 00:21:22.000]  是要留下他們的父母
[00:21:22.000 --> 00:21:27.000]  留下他們的祖父母在香港
[00:21:27.000 --> 00:21:30.000]  我可以說這種的離開
[00:21:30.000 --> 00:21:33.000]  老人家就想念他們
[00:21:33.000 --> 00:21:37.000]  去了的就想念老人家
[00:21:37.000 --> 00:21:41.000]  最近我都代一些人去探望一些
[00:21:41.000 --> 00:21:44.000]  安慰一些有需要的人
[00:21:44.000 --> 00:21:46.000]  但當他們進了醫院的時候
[00:21:46.000 --> 00:21:49.000]  我們是沒有辦法幫到的
[00:21:49.000 --> 00:21:51.000]  牧師去不了
[00:21:51.000 --> 00:21:55.000]  所以有這樣的緣故,我們看得到他們那種懷疑
[00:21:55.000 --> 00:21:59.000]  他們那種憂慮,我們是非常清楚
[00:21:59.000 --> 00:22:02.000]  第二部份,亞伯蘭的秘書
[00:22:02.000 --> 00:22:05.000]  是不知道去哪裡的
[00:22:05.000 --> 00:22:08.000]  按照希伯來書所說
[00:22:08.000 --> 00:22:10.000]  他們出去的時間
[00:22:10.000 --> 00:22:13.000]  還不知道往哪裡去
[00:22:13.000 --> 00:22:17.000]  那你不知道去哪裡,你就去?
[00:22:17.000 --> 00:22:19.000]  亞伯蘭就是因為很清楚
[00:22:19.000 --> 00:22:21.000]  是神呼召他們去的
[00:22:21.000 --> 00:22:23.000]  所以他就去了
[00:22:23.000 --> 00:22:26.000]  我不知道大家有沒有想過
[00:22:26.000 --> 00:22:30.000]  是你,你會不會這樣呢?
[00:22:30.000 --> 00:22:33.000]  Louis,如果神呼召你
[00:22:33.000 --> 00:22:35.000]  去吧!
[00:22:35.000 --> 00:22:39.000]  那你問,去哪裡?
[00:22:39.000 --> 00:22:41.000]  我不知道的
[00:22:41.000 --> 00:22:44.000]  有什麼飛機,你就上什麼飛機
[00:22:44.000 --> 00:22:46.000]  你去不去?
[00:22:46.000 --> 00:22:48.000]  你會不會去?
[00:22:48.000 --> 00:22:51.000]  願意去的,舉手
[00:22:51.000 --> 00:22:53.000]  都願意去
[00:22:53.000 --> 00:22:55.000]  有什麼飛機,就上什麼飛機
[00:22:55.000 --> 00:22:57.000]  可能是賣豬的
[00:22:57.000 --> 00:23:01.000]  有多少個不願意去的,舉手
[00:23:01.000 --> 00:23:04.000]  如果是這樣的話,不要去
[00:23:04.000 --> 00:23:06.000]  你都是不去的
[00:23:06.000 --> 00:23:08.000]  問清楚才去
[00:23:08.000 --> 00:23:10.000]  如果再不清楚,就不去
[00:23:10.000 --> 00:23:12.000]  舉手
[00:23:12.000 --> 00:23:16.000]  你們是很正常的
[00:23:16.000 --> 00:23:18.000]  這樣討論是否不正常呢?
[00:23:18.000 --> 00:23:20.000]  是傾木師
[00:23:20.000 --> 00:23:23.000]  他知道去哪裡的
[00:23:23.000 --> 00:23:25.000]  好了,第三
[00:23:25.000 --> 00:23:27.000]  是對老人家的呼召
[00:23:27.000 --> 00:23:30.000]  這個又更加困難
[00:23:30.000 --> 00:23:33.000]  我自己本身上了年紀之後
[00:23:33.000 --> 00:23:35.000]  我就發覺到,因為我過了七十了
[00:23:35.000 --> 00:23:37.000]  大家都知道
[00:23:37.000 --> 00:23:39.000]  我退休幾年了
[00:23:39.000 --> 00:23:41.000]  我太太也過了七十了
[00:23:41.000 --> 00:23:46.000]  所以我們現在可以拿水果禁了
[00:23:46.000 --> 00:23:50.000]  三年前,剛剛三年前
[00:23:50.000 --> 00:23:53.000]  我們就被邀請去到多倫多
[00:23:53.000 --> 00:23:56.000]  幫他們講兩個東寧會
[00:23:56.000 --> 00:23:59.000]  一個是粵語的
[00:23:59.000 --> 00:24:04.000]  加拿大東部的聯合東寧會
[00:24:04.000 --> 00:24:09.000]  一個是普通話的聯合東寧會
[00:24:09.000 --> 00:24:13.000]  剛剛他就為了省水省力
[00:24:13.000 --> 00:24:15.000]  請一個講員
[00:24:15.000 --> 00:24:17.000]  講完兩個列出
[00:24:17.000 --> 00:24:19.000]  所以就叫我
[00:24:19.000 --> 00:24:21.000]  你們兩個也講完吧
[00:24:21.000 --> 00:24:23.000]  我一開始以為
[00:24:23.000 --> 00:24:25.000]  講個三堂
[00:24:25.000 --> 00:24:27.000]  然後就休息一個星期
[00:24:27.000 --> 00:24:29.000]  可以休息一下
[00:24:29.000 --> 00:24:30.000]  沒所謂
[00:24:30.000 --> 00:24:32.000]  誰知答應了這裡之後
[00:24:32.000 --> 00:24:36.000]  加拿大華人神學院
[00:24:36.000 --> 00:24:38.000]  又有一個課程邀請我去
[00:24:38.000 --> 00:24:42.000]  他說,牧師,你來得正好
[00:24:42.000 --> 00:24:45.000]  我們正是缺乏人教這一科
[00:24:45.000 --> 00:24:48.000]  這一科就兩個東寧會中間
[00:24:48.000 --> 00:24:50.000]  有五天時間
[00:24:50.000 --> 00:24:53.000]  你是沒有安排的
[00:24:53.000 --> 00:24:57.000]  你可不可以幫我們教這個D-min的課程
[00:24:57.000 --> 00:25:01.000]  五天,朝九晚六
[00:25:01.000 --> 00:25:05.000]  和味啊
[00:25:05.000 --> 00:25:09.000]  去了我們才知道後悔
[00:25:09.000 --> 00:25:12.000]  加拿大特別那一年
[00:25:12.000 --> 00:25:14.000]  五十年最冷的一年
