
[00:00:00.000 --> 00:00:02.080]  到弟兄姊妹不能愛的愛都是愛
[00:02:51.800 --> 00:02:54.840]  我們願不願意去學習開始
[00:02:55.720 --> 00:02:59.040]  去愛那些這樣傷害你的人呢
[00:02:59.040 --> 00:03:01.840]  很難
[00:03:01.840 --> 00:03:04.240]  很辛苦很多掙扎
[00:03:04.240 --> 00:03:06.000]  真實的
[00:03:06.000 --> 00:03:07.080]  怎麼辦
[00:03:07.080 --> 00:03:11.480]  今天我們求聖靈幫助我們
[00:03:11.480 --> 00:03:16.720]  幫助我們嘗試轉一轉角度
[00:03:16.720 --> 00:03:18.440]  從這段經文轉一轉角度
[00:03:18.440 --> 00:03:24.320]  我們不只是看到或想想別人怎樣傷害我們
[00:03:25.440 --> 00:03:26.720]  而從另一個角度
[00:03:26.720 --> 00:03:28.240]  看看你自己
[00:03:28.240 --> 00:03:29.920]  聽著
[00:03:29.920 --> 00:03:32.120]  其實
[00:03:32.120 --> 00:03:33.920]  你也是一個姦夫
[00:03:33.920 --> 00:03:35.720]  你也是一個淫婦
[00:03:35.720 --> 00:03:37.160]  在屬靈上面
[00:03:37.160 --> 00:03:38.600]  同意嗎
[00:03:38.600 --> 00:03:45.200]  我們很多時候都是背叛著上帝
[00:03:45.200 --> 00:03:47.680]  好像聽起來很難聽
[00:03:47.680 --> 00:03:51.040]  為什麼牧師無端端港台用這個字來形容我們自己
[00:03:51.040 --> 00:03:54.480]  但你想想你的屬靈生命歷程上
[00:03:55.280 --> 00:03:57.640]  你有幾多次出賣過上帝
[00:03:57.640 --> 00:04:00.880]  你有幾多次離開過上帝
[00:04:00.880 --> 00:04:02.080]  背叛過上帝呢
[00:04:02.080 --> 00:04:06.760]  從這個角度再去看的時候
[00:04:06.760 --> 00:04:09.520]  其實上帝
[00:04:09.520 --> 00:04:12.360]  我們所相信的上帝
[00:04:12.360 --> 00:04:14.680]  我們所跟從的上帝
[00:04:14.680 --> 00:04:17.720]  祂也是一個受傷的戀人
[00:04:17.720 --> 00:04:21.560]  上帝也是很受傷的
[00:04:21.560 --> 00:04:24.000]  所以我們看看第一點
[00:04:25.120 --> 00:04:27.200]  上帝真的受傷
[00:04:27.200 --> 00:04:28.640]  不是開玩笑的
[00:04:28.640 --> 00:04:29.640]  上帝真的受傷
[00:04:29.640 --> 00:04:33.880]  當時來說以色列人拜巴力
[00:04:33.880 --> 00:04:36.680]  其實以色列人拜很多不同的上帝
[00:04:36.680 --> 00:04:38.000]  進到迦南地裡面
[00:04:38.000 --> 00:04:39.720]  有很多不同的上帝
[00:04:39.720 --> 00:04:41.800]  但巴力、阿斯塔祿這些
[00:04:41.800 --> 00:04:44.440]  是他們常常會拜的上帝
[00:04:44.440 --> 00:04:46.240]  巴力是什麼意思呢
[00:04:46.240 --> 00:04:49.160]  巴力這個字的意思就是主
[00:04:49.160 --> 00:04:52.280]  巴力通常會用作
[00:04:52.280 --> 00:04:54.040]  當是上帝的總稱
[00:04:54.760 --> 00:04:57.120]  就好像我們中國人都會說
[00:04:57.120 --> 00:04:58.200]  這個人是上帝
[00:04:58.200 --> 00:04:58.880]  菩薩是上帝
[00:04:58.880 --> 00:04:59.640]  觀音是上帝
[00:04:59.640 --> 00:05:01.160]  關帝是上帝
[00:05:01.160 --> 00:05:03.600]  如來佛祖可能是一個更加強的上帝
[00:05:03.600 --> 00:05:06.120]  在當時來說
[00:05:06.120 --> 00:05:08.400]  他們都是這樣叫很多上帝叫巴力的
[00:05:08.400 --> 00:05:11.880]  當以色列人進入迦南地之後
[00:05:11.880 --> 00:05:15.840]  他們被那些迦南人的文化
[00:05:15.840 --> 00:05:18.880]  所影響和同化了
[00:05:18.880 --> 00:05:20.920]  慢慢慢慢地
[00:05:20.920 --> 00:05:23.320]  他們將巴力這些偶像
[00:05:23.320 --> 00:05:26.520]  融入了他們耶和華的敬拜當中
[00:05:26.520 --> 00:05:28.160]  有時候有些人認為
[00:05:28.160 --> 00:05:30.560]  巴力也是其中一個神
[00:05:30.560 --> 00:05:33.040]  只不過是低級一點
[00:05:33.040 --> 00:05:35.120]  比耶和華神低級一點
[00:05:35.120 --> 00:05:37.320]  有些人認為
[00:05:37.320 --> 00:05:40.040]  耶和華是超級巴力
[00:05:40.040 --> 00:05:42.480]  很厲害
[00:05:42.480 --> 00:05:43.680]  就像我們中國人一樣
[00:05:43.680 --> 00:05:44.480]  神分等級
[00:05:44.480 --> 00:05:45.680]  神就是最厲害的那個
[00:05:45.680 --> 00:05:50.000]  有些人就用拜巴力的方法
[00:05:50.000 --> 00:05:51.360]  去敬拜神
[00:05:51.800 --> 00:05:54.680]  例如獻人的祭活祭
[00:05:54.680 --> 00:05:56.560]  又或者有廟祭
[00:05:56.560 --> 00:05:57.960]  透過聖交
[00:05:57.960 --> 00:06:01.360]  去贖自己的罪
[00:06:01.360 --> 00:06:02.200]  或者獻祭
[00:06:02.200 --> 00:06:03.680]  等等
[00:06:03.680 --> 00:06:07.320]  這些都是當時他們的風氣
[00:06:07.320 --> 00:06:11.600]  甚至後期有些人是完全離開了神
[00:06:11.600 --> 00:06:13.200]  只是去拜巴力
[00:06:13.200 --> 00:06:17.360]  所以如果在宗教層面上來說
[00:06:17.360 --> 00:06:18.480]  以色列人
[00:06:18.480 --> 00:06:20.240]  是一個淫婦
[00:06:20.240 --> 00:06:21.000]  姦夫
[00:06:22.400 --> 00:06:23.880]  他們離棄上帝
[00:06:23.880 --> 00:06:27.400]  甚至當時不單止這件事
[00:06:27.400 --> 00:06:29.800]  是他們不再依靠神
[00:06:29.800 --> 00:06:33.040]  依靠其他不同國家的勢力去幫助他們
[00:06:33.040 --> 00:06:34.920]  都不去求神幫助
[00:06:34.920 --> 00:06:38.040]  所以
[00:06:38.040 --> 00:06:39.960]  在聖經裡面第二節
[00:06:39.960 --> 00:06:40.920]  你看到第二節
[00:06:40.920 --> 00:06:43.760]  神就說當時的以色列人
[00:06:43.760 --> 00:06:44.480]  他們的淫行
[00:06:44.480 --> 00:06:45.400]  念上面
[00:06:45.400 --> 00:06:46.600]  淫杖
[00:06:46.600 --> 00:06:48.440]  看你的樣子都知道你淫了
[00:06:48.440 --> 00:06:51.720]  空間的淫態
[00:06:52.480 --> 00:06:53.200]  第五節
[00:06:53.200 --> 00:06:55.360]  說他們行淫亂
[00:06:55.360 --> 00:06:59.200]  不單止這樣
[00:06:59.200 --> 00:07:01.320]  神也指責這群以色列人
[00:07:01.320 --> 00:07:03.120]  忘恩負義
[00:07:03.120 --> 00:07:04.560]  在第五節這裡
[00:07:04.560 --> 00:07:06.160]  說到他們始亂終棄
[00:07:06.160 --> 00:07:07.120]  行羞恥的事
[00:07:07.120 --> 00:07:08.480]  花心蘿蔔
[00:07:08.480 --> 00:07:09.960]  他喜歡誰就走去
[00:07:09.960 --> 00:07:10.440]  喜歡誰
[00:07:10.440 --> 00:07:11.280]  今天喜歡這個
[00:07:11.280 --> 00:07:12.040]  喜歡這個
[00:07:12.040 --> 00:07:13.080]  明天就喜歡那個
[00:07:13.080 --> 00:07:17.200]  還有他們以為
[00:07:17.200 --> 00:07:19.640]  是
[00:07:20.200 --> 00:07:22.280]  巴黎這些偶像拜這些偶像
[00:07:22.280 --> 00:07:24.040]  給他們有這麼好的豐收
[00:07:24.040 --> 00:07:25.160]  有這麼好的物質
[00:07:25.160 --> 00:07:28.800]  其實他們不知道原來這些是一種神賜給他們的
[00:07:28.800 --> 00:07:31.320]  他們很早已經忘記了神
[00:07:31.320 --> 00:07:33.320]  去愛其他的神
[00:07:33.320 --> 00:07:34.760]  依靠其他的神
[00:07:34.760 --> 00:07:41.400]  在香港
[00:07:41.400 --> 00:07:43.560]  如果弟兄姊妹你們在香港生活過
[00:07:43.560 --> 00:07:45.080]  我沒來香港之前
[00:07:45.080 --> 00:07:47.840]  因為家裡有爸爸有病需要
[00:07:47.840 --> 00:07:49.600]  我們就請了一個印傭姐姐
[00:07:50.160 --> 00:07:51.840]  其中有一個印傭姐姐
[00:07:51.840 --> 00:07:54.400]  我和她相處了幾年時間
[00:07:54.400 --> 00:07:57.040]  有時候和她聊天的時候
[00:07:57.040 --> 00:08:00.480]  我從另一個角度去認識他們
[00:08:00.480 --> 00:08:02.560]  印尼姐姐的新孫子
[00:08:02.560 --> 00:08:04.160]  這個印尼姐姐
[00:08:04.160 --> 00:08:07.920]  有時候我們在香港看到
[00:08:07.920 --> 00:08:10.600]  哇!星期六日霸佔了很多公園
[00:08:10.600 --> 00:08:11.640]  很多街道
[00:08:11.640 --> 00:08:12.840]  天橋底
[00:08:12.840 --> 00:08:15.240]  很多人用紙皮坐在那裡
[00:08:15.240 --> 00:08:16.320]  大家在那裡吃東西
[00:08:16.320 --> 00:08:17.640]  集會很開心
[00:08:17.640 --> 00:08:19.560]  有時候我們會投訴他們
[00:08:20.000 --> 00:08:21.280]  為什麼會這樣
[00:08:21.280 --> 00:08:25.280]  當我有機會和這個印尼姐姐聊天的時候
[00:08:25.280 --> 00:08:28.720]  我會很感受到她那種困難
[00:08:28.720 --> 00:08:29.960]  一個人
[00:08:29.960 --> 00:08:32.160]  她有自己的子女
[00:08:32.160 --> 00:08:33.280]  有自己的老公
[00:08:33.280 --> 00:08:34.680]  有自己的父母
[00:08:34.680 --> 00:08:36.480]  但是她離鄉別井
[00:08:36.480 --> 00:08:39.040]  去到其他的地方賺錢
[00:08:39.040 --> 00:08:42.480]  有時候就是她一個人離開了
[00:08:42.480 --> 00:08:44.840]  去賺錢就養了整家人
[00:08:44.840 --> 00:08:48.400]  當時我這個印尼姐姐是怎麼樣呢
[00:08:48.400 --> 00:08:50.160]  她平時很節儉的
[00:08:50.160 --> 00:08:51.000]  死節儉死抵
[00:08:51.000 --> 00:08:52.560]  她不會買什麼的
[00:08:52.560 --> 00:08:53.600]  吃東西呢
[00:08:53.600 --> 00:08:55.160]  就是放假那天吃東西
[00:08:55.160 --> 00:08:56.640]  都會吃一些很簡單的東西
[00:08:56.640 --> 00:08:58.480]  不會買
[00:08:58.480 --> 00:09:01.000]  沒見過她買什麼給自己的
[00:09:01.000 --> 00:09:03.480]  節儉節儉做什麼呢
[00:09:03.480 --> 00:09:05.640]  就是供她的女兒讀大學
[00:09:05.640 --> 00:09:08.680]  節儉節儉就是存錢
[00:09:08.680 --> 00:09:11.800]  幫自己家人買一層樓住
[00:09:11.800 --> 00:09:14.480]  節儉節儉那些錢
[00:09:14.480 --> 00:09:16.120]  就希望將來她
[00:09:16.480 --> 00:09:19.320]  不再出來打工回到家鄉的時候
[00:09:19.320 --> 00:09:21.400]  就開個店做小生意
[00:09:21.400 --> 00:09:24.160]  誰知道
[00:09:24.160 --> 00:09:27.160]  她節儉節儉這麼多年
[00:09:27.160 --> 00:09:28.960]  我認識她的時候
[00:09:28.960 --> 00:09:31.720]  已經出來打工差不多有
[00:09:31.720 --> 00:09:33.840]  七年八年的時間了
[00:09:33.840 --> 00:09:36.320]  她的錢
[00:09:36.320 --> 00:09:38.720]  給她老公包二奶
[00:09:38.720 --> 00:09:41.000]  包完一個又一個
[00:09:41.000 --> 00:09:42.400]  賭錢
[00:09:42.400 --> 00:09:46.360]  花到的就花光了血汗錢
[00:09:46.880 --> 00:09:48.080]  其實弟兄姊妹這些呢
[00:09:48.080 --> 00:09:49.560]  其實只是冰山一角
[00:09:49.560 --> 00:09:53.280]  很多這些外地傭工呢
[00:09:53.280 --> 00:09:55.600]  都面對著很多不同這些的困難
[00:09:55.600 --> 00:09:58.880]  很沒良心
[00:09:58.880 --> 00:10:01.080]  弟兄姊妹
[00:10:01.080 --> 00:10:03.040]  今天
[00:10:03.040 --> 00:10:07.280]  你的巴黎在哪裡
[00:10:07.280 --> 00:10:11.720]  今天我們說我們信耶穌
[00:10:11.720 --> 00:10:12.760]  我們跟從神
[00:10:12.760 --> 00:10:16.240]  但是在你生活裡面
[00:10:17.200 --> 00:10:18.400]  在你眼裡面
[00:10:18.400 --> 00:10:20.840]  有什麼事情
[00:10:20.840 --> 00:10:22.920]  有什麼人
[00:10:22.920 --> 00:10:26.320]  比神更加重要的呢
[00:10:26.320 --> 00:10:30.880]  甚至你會用神給你的財幹
[00:10:30.880 --> 00:10:32.080]  金錢
[00:10:32.080 --> 00:10:33.280]  時間
[00:10:33.280 --> 00:10:34.880]  青春等等
[00:10:34.880 --> 00:10:37.800]  去倒貼在這些事情上面
[00:10:37.800 --> 00:10:41.040]  這一種都是一種出賣
[00:10:41.040 --> 00:10:44.600]  你的巴黎你的偶像
[00:10:44.600 --> 00:10:46.000]  在哪裡呢
[00:10:46.760 --> 00:10:48.160]  可能是你的工作
[00:10:48.160 --> 00:10:51.120]  可能是你生活上面一些很微小的東西
[00:10:51.120 --> 00:10:53.120]  甚至可能你手機都是你的巴黎
[00:10:53.120 --> 00:10:55.000]  可能是你的家人
[00:10:55.000 --> 00:10:57.040]  可能是你的男女朋友
[00:10:57.040 --> 00:10:59.360]  可能是你的房子
[00:10:59.360 --> 00:11:02.400]  可能是你自己的虛榮心
[00:11:02.400 --> 00:11:05.080]  可能是你自己的安全感
[00:11:05.080 --> 00:11:08.080]  你的巴黎
[00:11:08.080 --> 00:11:09.800]  在哪裡呢
[00:11:09.800 --> 00:11:16.320]  在台灣有一個社交網站
[00:11:16.320 --> 00:11:17.520]  盤點了
[00:11:17.520 --> 00:11:21.040]  情侶分手之後
[00:11:21.040 --> 00:11:23.880]  最令人痛恨的十種行為
[00:11:23.880 --> 00:11:26.960]  我就抽了其中
[00:11:26.960 --> 00:11:29.560]  他說比較多的那幾樣
[00:11:29.560 --> 00:11:30.560]  包括什麼呢
[00:11:30.560 --> 00:11:33.000]  我們年長的留意一下
[00:11:33.000 --> 00:11:35.360]  現在年輕的世界是怎麼樣的
[00:11:35.360 --> 00:11:37.960]  年輕人他們分手
[00:11:37.960 --> 00:11:39.560]  最不喜歡的是什麼行為呢
[00:11:39.560 --> 00:11:41.520]  在網上
[00:11:41.520 --> 00:11:42.960]  不斷放那些
[00:11:42.960 --> 00:11:44.560]  他們叫悲情文
[00:11:45.120 --> 00:11:47.960]  放在網上吸引他那個
[00:11:47.960 --> 00:11:49.960]  異性另一個人注意
[00:11:49.960 --> 00:11:51.440]  不斷發出來
[00:11:51.440 --> 00:11:53.600]  第二
[00:11:53.600 --> 00:11:58.440]  要回或者退回以前交往的時候
[00:11:58.440 --> 00:12:00.040]  那些金錢或者禮物
[00:12:00.040 --> 00:12:02.960]  第三
[00:12:02.960 --> 00:12:05.120]  在社交網站上面
[00:12:05.120 --> 00:12:07.120]  公開抹黑對方
[00:12:07.120 --> 00:12:09.480]  第四
[00:12:09.480 --> 00:12:11.840]  長時間
[00:12:11.840 --> 00:12:13.640]  大哭大罵
[00:12:14.080 --> 00:12:15.960]  明明分手了
[00:12:15.960 --> 00:12:18.520]  都用不同的方法要死纏對方
[00:12:18.520 --> 00:12:21.320]  纏不住他就不斷罵他
[00:12:21.320 --> 00:12:24.480]  這個是頭的四樣東西
[00:12:24.480 --> 00:12:27.240]  還是你們
[00:12:27.240 --> 00:12:29.320]  年長的你們以前的年代都是這樣的
[00:12:29.320 --> 00:12:33.080]  年輕的你們有沒有做過這些事呢
[00:12:33.080 --> 00:12:36.080]  為什麼我想和你們分享這件事
[00:12:36.080 --> 00:12:40.240]  當我一直預備這篇講道的時候
[00:12:40.240 --> 00:12:41.400]  我覺得很有趣
[00:12:43.120 --> 00:12:45.120]  我們看看第二節
[00:12:45.120 --> 00:12:46.920]  神告訴我們
[00:12:46.920 --> 00:12:52.520]  不再稱呼他為我的妻子
[00:12:52.520 --> 00:12:54.960]  就是當時猶太人的一種表達就是
[00:12:54.960 --> 00:12:56.400]  我要公開休了你
[00:12:56.400 --> 00:13:00.040]  三至四節就是一些羞辱他
[00:13:00.040 --> 00:13:02.920]  就他不孕的
[00:13:02.920 --> 00:13:04.480]  就是地乾旱那些
[00:13:04.480 --> 00:13:06.640]  就是指女性不孕的樣子
[00:13:06.640 --> 00:13:07.400]  不孕因為
[00:13:07.400 --> 00:13:09.960]  華人當時來說是一種福分
[00:13:09.960 --> 00:13:12.680]  也就他的子女被遺棄
[00:13:12.680 --> 00:13:13.400]  沒人理
[00:13:13.400 --> 00:13:14.920]  第六第七節
[00:13:14.920 --> 00:13:18.040]  就說要洗到他感情路上不再順利
[00:13:18.040 --> 00:13:21.800]  以致他知道後悔拋棄了我
[00:13:21.800 --> 00:13:24.600]  八九和十二節就說
[00:13:24.600 --> 00:13:26.000]  以前給那麼多好東西你
[00:13:26.000 --> 00:13:27.640]  現在我要收回你的東西
[00:13:27.640 --> 00:13:29.000]  第十節
[00:13:29.000 --> 00:13:31.680]  要公開說你的淫行
[00:13:31.680 --> 00:13:33.640]  就是你的壞事
[00:13:33.640 --> 00:13:35.760]  我要在你現在的現任那些
[00:13:35.760 --> 00:13:37.200]  唱衰你
[00:13:37.200 --> 00:13:39.000]  告訴他們你是多麼的壞
[00:13:39.000 --> 00:13:40.840]  十一節那裡說
[00:13:41.080 --> 00:13:43.960]  你不用再指望在很多的歡慶日子裡面
[00:13:43.960 --> 00:13:45.120]  再拜這些偶像
[00:13:45.120 --> 00:13:46.040]  或者甚至拜我
[00:13:46.040 --> 00:13:47.200]  我不會再受的了
[00:13:47.200 --> 00:13:48.560]  十三節
[00:13:48.560 --> 00:13:51.080]  你得罪我的
[00:13:51.080 --> 00:13:52.120]  我一定追討你
[00:13:52.120 --> 00:13:54.400]  一路我預備的時候
[00:13:54.400 --> 00:13:55.000]  哎呀很有趣
[00:13:55.000 --> 00:13:57.200]  為什麼神這裡那麼像怨婦那樣的呢
[00:13:57.200 --> 00:13:59.520]  好像剛才我們說的那些
[00:13:59.520 --> 00:14:01.000]  十大痛恨的行為
[00:14:01.000 --> 00:14:02.000]  神都有的呢
[00:14:02.000 --> 00:14:03.840]  開始想的時候
[00:14:03.840 --> 00:14:06.200]  為什麼會是這樣呢
[00:14:06.200 --> 00:14:10.880]  通常在當時以色列人的眼裡面
[00:14:10.880 --> 00:14:12.200]  甚至今時今日
[00:14:12.200 --> 00:14:13.360]  在我們自己的眼裡
[00:14:13.360 --> 00:14:15.040]  我們信神的時候
[00:14:15.040 --> 00:14:17.880]  我們很相信神是一個慈愛的神
[00:14:17.880 --> 00:14:20.880]  但是我們相信慈愛之餘
[00:14:20.880 --> 00:14:24.400]  神的慈愛是有條件的
[00:14:24.400 --> 00:14:28.000]  就是你乖我就親你
[00:14:28.000 --> 00:14:30.280]  你做好一點我就獎賞你
[00:14:30.280 --> 00:14:32.240]  你不聽我的話
[00:14:32.240 --> 00:14:33.760]  再跟你說再不聽
[00:14:33.760 --> 00:14:34.640]  我就罰你的了
[00:14:34.640 --> 00:14:38.080]  這個是我們自己心裡面
[00:14:38.080 --> 00:14:40.200]  經常這樣將神定了格
[00:14:41.080 --> 00:14:42.520]  我們知道神是慈愛的
[00:14:42.520 --> 00:14:43.880]  但是也會死的
[00:14:43.880 --> 00:14:44.720]  我們做錯事
[00:14:44.720 --> 00:14:45.480]  我們也是會死的
[00:14:45.480 --> 00:14:46.880]  神是會來審判我們的
[00:14:46.880 --> 00:14:48.320]  給我們一些厲害的東西
[00:14:48.320 --> 00:14:49.040]  讓我們經歷一下
[00:14:49.040 --> 00:14:49.920]  讓我們知死的
[00:14:49.920 --> 00:14:54.320]  神就好像一個很嚴厲的審判官一樣
[00:14:54.320 --> 00:14:58.520]  但是今天我們求聖靈幫助我們
[00:14:58.520 --> 00:15:01.040]  其實剛才呢
[00:15:01.040 --> 00:15:04.000]  這幾個神的行動的表達呢
[00:15:04.000 --> 00:15:07.160]  其實真的是有血有肉的
[00:15:07.160 --> 00:15:09.720]  讓我們看到另一個角度
[00:15:09.720 --> 00:15:11.160]  一個角度去看一下
[00:15:11.160 --> 00:15:13.800]  其實我們經常呢
[00:15:13.800 --> 00:15:16.080]  傷害了神
[00:15:16.080 --> 00:15:18.560]  我們不斷傷害神
[00:15:18.560 --> 00:15:19.800]  但是神都愛我們
[00:15:19.800 --> 00:15:22.160]  為什麼呢
[00:15:22.160 --> 00:15:26.040]  其實神已經被我們傷得很深的了
[00:15:26.040 --> 00:15:27.360]  無論是他的身體
[00:15:27.360 --> 00:15:29.120]  或者他們的心靈裡面
[00:15:29.120 --> 00:15:31.480]  神都是遍體鱗傷的
[00:15:31.480 --> 00:15:33.880]  這個傷口都還沒有痊癒
[00:15:33.880 --> 00:15:35.880]  那一刀我們又再刺他一刀
[00:15:37.800 --> 00:15:40.000]  所以其實神在這裡吐苦水
[00:15:40.000 --> 00:15:42.120]  神表達他的內心不滿
[00:15:42.120 --> 00:15:43.560]  是很正常的
[00:15:43.560 --> 00:15:45.480]  因為我們這個神呢
[00:15:45.480 --> 00:15:46.760]  愛我們的神
[00:15:46.760 --> 00:15:49.000]  他真的受傷了
[00:15:49.000 --> 00:15:52.440]  我很想靜一分鐘
[00:15:52.440 --> 00:15:54.600]  你想一想
[00:15:54.600 --> 00:15:58.880]  神是因為愛你而受傷
[00:15:58.880 --> 00:16:01.040]  他是會受傷的
[00:16:01.040 --> 00:16:04.400]  這是一個受傷的戀人
[00:16:04.400 --> 00:16:07.000]  對你來說
[00:16:08.200 --> 00:16:09.600]  有些什麼的體會呢
[00:16:09.600 --> 00:16:28.240]  在前幾天
[00:16:28.240 --> 00:16:33.320]  當我要預備這篇講道的時候
[00:16:33.320 --> 00:16:34.360]  我在家裡
[00:16:34.360 --> 00:16:38.200]  真是很偶然地找一找自己的日記
[00:16:38.200 --> 00:16:39.720]  我翻開一些日記
[00:16:39.720 --> 00:16:40.920]  我都會寫一些
[00:16:40.920 --> 00:16:43.600]  我叫做靈情日記
[00:16:43.600 --> 00:16:46.240]  就是當我在屬靈上面有一些經歷
[00:16:46.240 --> 00:16:47.080]  或者我靈修
[00:16:47.080 --> 00:16:48.280]  或者我安靜裡面
[00:16:48.280 --> 00:16:49.600]  有一些經歷神的地方
[00:16:49.600 --> 00:16:51.200]  我就會將那些經歷
[00:16:51.200 --> 00:16:52.120]  自己的心得
[00:16:52.120 --> 00:16:53.480]  或者一些的思緒
[00:16:53.480 --> 00:16:54.400]  會寫下來
[00:16:54.400 --> 00:16:57.200]  但我揭曉一下
[00:16:57.200 --> 00:16:58.120]  我看到有一段
[00:16:58.120 --> 00:16:59.800]  有兩版紙
[00:16:59.800 --> 00:17:00.720]  很多的
[00:17:00.720 --> 00:17:01.480]  兩版紙
[00:17:01.480 --> 00:17:03.280]  就是寫了以前
[00:17:03.520 --> 00:17:05.160]  我和有一個人
[00:17:05.160 --> 00:17:07.040]  我對他的不滿意
[00:17:07.040 --> 00:17:08.960]  差不多十大罪狀
[00:17:08.960 --> 00:17:09.760]  寫下了
[00:17:09.760 --> 00:17:11.920]  我在看的時候
[00:17:11.920 --> 00:17:12.680]  我心裡面有一些
[00:17:12.680 --> 00:17:14.080]  不是很舒服的感覺
[00:17:14.080 --> 00:17:15.840]  還有我覺得很出奇
[00:17:15.840 --> 00:17:18.320]  梁兆基你幹什麼
[00:17:18.320 --> 00:17:19.760]  為什麼你的靈情日記
[00:17:19.760 --> 00:17:22.000]  不是寫和神的關係的東西嗎
[00:17:22.000 --> 00:17:23.040]  為什麼你寫了
[00:17:23.040 --> 00:17:25.800]  對別人的不滿的東西
[00:17:25.800 --> 00:17:27.160]  寫在自己的日記上面
[00:17:27.160 --> 00:17:28.120]  幹什麼
[00:17:28.120 --> 00:17:31.160]  那一刻我想一想
[00:17:31.160 --> 00:17:32.400]  再沉澱一下
[00:17:32.400 --> 00:17:33.720]  回憶一下當時
[00:17:33.720 --> 00:17:35.520]  究竟發生什麼事情
[00:17:35.520 --> 00:17:38.680]  原來我想一想的時候
[00:17:38.680 --> 00:17:39.840]  我開始想起
[00:17:39.840 --> 00:17:41.800]  就是原來當時我是
[00:17:41.800 --> 00:17:43.760]  心情很沉重
[00:17:43.760 --> 00:17:45.800]  我也都很想
[00:17:45.800 --> 00:17:47.400]  很想預備得好一點
