
[00:00:00.000 --> 00:00:09.440]  我們已經讀經計劃七個月了
[00:02:41.500 --> 00:02:43.500]  過了二千年
[00:02:43.500 --> 00:02:46.500]  歷史都是這樣的
[00:02:46.500 --> 00:02:49.500]  看不看得到哥林多在哪裏
[00:02:49.500 --> 00:02:57.500]  在這裏
[00:02:57.500 --> 00:02:59.500]  它的首都雅典在這裏
[00:02:59.500 --> 00:03:01.500]  大家看見那些廣告
[00:03:01.500 --> 00:03:04.500]  很漂亮的白色小屋
[00:03:04.500 --> 00:03:05.500]  就在這裏
[00:03:05.500 --> 00:03:07.500]  愛琴海那裏
[00:03:07.500 --> 00:03:11.500]  哥林多在雅典附近
[00:03:11.500 --> 00:03:14.500]  它很獨特的地方
[00:03:14.500 --> 00:03:18.500]  你見到它旁邊有一個峽位
[00:03:18.500 --> 00:03:20.500]  兩邊都是海
[00:03:20.500 --> 00:03:23.500]  我們看放大這張地圖
[00:03:23.500 --> 00:03:27.500]  這裏是哥林多
[00:03:27.500 --> 00:03:29.500]  這裏就放大了
[00:03:29.500 --> 00:03:31.500]  看不看得到有個紅圈
[00:03:31.500 --> 00:03:35.500]  這裏古城就是哥林多
[00:03:35.500 --> 00:03:38.500]  哥林多現在都有一個地方
[00:03:38.500 --> 00:03:39.500]  叫哥林多
[00:03:39.500 --> 00:03:40.500]  不過是現代的城
[00:03:40.500 --> 00:03:42.500]  古城就在這裏
[00:03:42.500 --> 00:03:46.500]  你見不見到有個中文字
[00:03:46.500 --> 00:03:49.500]  雲河
[00:03:49.500 --> 00:03:51.500]  這裏
[00:03:51.500 --> 00:03:53.500]  給你一個箭
[00:03:53.500 --> 00:03:55.500]  後來
[00:03:55.500 --> 00:03:57.500]  很有feel
[00:03:57.500 --> 00:04:00.500]  去到大概兩三個世紀之前
[00:04:00.500 --> 00:04:02.500]  人們就作通了
[00:04:02.500 --> 00:04:04.500]  那個峽
[00:04:04.500 --> 00:04:06.500]  就有條雲河
[00:04:06.500 --> 00:04:08.500]  人們就不用繞個大圈
[00:04:08.500 --> 00:04:11.500]  將那些人流物流
[00:04:11.500 --> 00:04:12.500]  不用繞個大圈
[00:04:12.500 --> 00:04:14.500]  就由這裏去到那裏
[00:04:14.500 --> 00:04:15.500]  所以你想想
[00:04:15.500 --> 00:04:16.500]  哥林多的地方
[00:04:16.500 --> 00:04:20.500]  位置是不是都很重要
[00:04:20.500 --> 00:04:21.500]  很出名的
[00:04:21.500 --> 00:04:25.500]  變了它的人流和物流都很重要
[00:04:25.500 --> 00:04:27.500]  有些圖的
[00:04:27.500 --> 00:04:31.500]  古城的位置就是這樣
[00:04:31.500 --> 00:04:33.500]  現在
[00:04:33.500 --> 00:04:35.500]  我有機會
[00:04:35.500 --> 00:04:36.500]  二十多年前都去過
[00:04:36.500 --> 00:04:38.500]  就是這樣
[00:04:38.500 --> 00:04:40.500]  我想今日都是這樣
[00:04:40.500 --> 00:04:42.500]  通常你去中東的地方
[00:04:42.500 --> 00:04:44.500]  聖經的位置都是這樣
[00:04:44.500 --> 00:04:46.500]  只有幾塊石頭
[00:04:46.500 --> 00:04:48.500]  去彭吊一下
[00:04:48.500 --> 00:04:50.500]  那個雲河是怎樣的呢
[00:04:50.500 --> 00:04:54.500]  就是這樣
[00:04:54.500 --> 00:04:57.500]  上面那些是火車橋和車路
[00:04:57.500 --> 00:05:00.500]  它就將整個道地作通了
[00:05:00.500 --> 00:05:04.500]  就可以通到那裏
[00:05:04.500 --> 00:05:06.500]  由於它的地理位置
[00:05:06.500 --> 00:05:10.500]  剛才我說的人流物流都很頻繁
[00:05:10.500 --> 00:05:12.500]  所以造就哥林多在昔日
[00:05:12.500 --> 00:05:17.500]  第一世紀第二世紀的時候都很繁盛
[00:05:17.500 --> 00:05:18.500]  除了雅典之外
[00:05:18.500 --> 00:05:20.500]  它都是一個很大的城市
[00:05:20.500 --> 00:05:22.500]  有一個研究歷史的學者
[00:05:22.500 --> 00:05:25.500]  曾經這樣形容哥林多
[00:05:25.500 --> 00:05:28.500]  他說哥林多人的理想就是
[00:05:28.500 --> 00:05:29.500]  事無忌憚
[00:05:29.500 --> 00:05:31.500]  為所欲為
[00:05:31.500 --> 00:05:35.500]  商家們不擇手段求取利潤
[00:05:35.500 --> 00:05:38.500]  尋歡作樂任意放縱
[00:05:38.500 --> 00:05:41.500]  運動員不顧一切鍛鍊身體
[00:05:41.500 --> 00:05:44.500]  因為哥林多很接近馬拉松
[00:05:44.500 --> 00:05:46.500]  和那些地方
[00:05:46.500 --> 00:05:48.500]  他們都以此為榮
[00:05:48.500 --> 00:05:51.500]  這個就是典型的哥林多人
[00:05:51.500 --> 00:05:55.500]  你想想他們都很
[00:05:55.500 --> 00:06:03.500]  很追求自我那種滿足
[00:06:03.500 --> 00:06:07.500]  哥林多教會就是保羅在第二次宣教旅程
[00:06:07.500 --> 00:06:12.500]  當中領受了馬其頓的御像
[00:06:12.500 --> 00:06:13.500]  去希臘
[00:06:13.500 --> 00:06:16.500]  由耶路撒冷去了希臘
[00:06:16.500 --> 00:06:17.500]  去了歐洲那邊
[00:06:17.500 --> 00:06:19.500]  在雅典
[00:06:19.500 --> 00:06:21.500]  保羅曾經去雅典
[00:06:21.500 --> 00:06:27.500]  但是在聖經沒有一本書叫雅典書
[00:06:27.500 --> 00:06:29.500]  為什麼呢
[00:06:29.500 --> 00:06:32.500]  因為去到雅典的地方
[00:06:32.500 --> 00:06:34.500]  保羅都有宣講
[00:06:34.500 --> 00:06:36.500]  即是有傳福音
[00:06:36.500 --> 00:06:39.500]  但是雅典的人
[00:06:39.500 --> 00:06:41.500]  怎樣的
[00:06:41.500 --> 00:06:43.500]  很傲慢
[00:06:43.500 --> 00:06:45.500]  很自大
[00:06:45.500 --> 00:06:47.500]  大家知不知道希臘最出名是什麼
[00:06:47.500 --> 00:06:51.500]  當時第一第二世紀
[00:06:51.500 --> 00:06:54.500]  大家如果有讀數學
[00:06:54.500 --> 00:06:56.500]  有沒有讀
[00:06:56.500 --> 00:06:58.500]  Pythagoras Theorem
[00:06:58.500 --> 00:06:59.500]  不視定理
[00:06:59.500 --> 00:07:02.500]  那些都是希臘人想出來的
[00:07:02.500 --> 00:07:04.500]  還有有沒有聽過
[00:07:04.500 --> 00:07:07.500]  柏拉圖
[00:07:07.500 --> 00:07:08.500]  奧古斯丁
[00:07:08.500 --> 00:07:09.500]  不是奧古斯丁
[00:07:09.500 --> 00:07:12.500]  蘇格拉底
[00:07:12.500 --> 00:07:13.500]  還有什麼
[00:07:13.500 --> 00:07:15.500]  亞歷斯多德
[00:07:15.500 --> 00:07:17.500]  這些全部都是希臘人
[00:07:17.500 --> 00:07:19.500]  全部都來自雅典
[00:07:19.500 --> 00:07:22.500]  所以當地雅典的人
[00:07:22.500 --> 00:07:23.500]  很傲慢
[00:07:23.500 --> 00:07:26.500]  他們覺得我們的智慧很厲害
[00:07:26.500 --> 00:07:27.500]  你想想他們的思想
[00:07:27.500 --> 00:07:29.500]  直至影響到我們今天
[00:07:29.500 --> 00:07:31.500]  為什麼你今天還要讀不視定理
[00:07:31.500 --> 00:07:32.500]  就影響到你今天
[00:07:32.500 --> 00:07:34.500]  因為他們的數學都很厲害
[00:07:34.500 --> 00:07:37.500]  去到雅典
[00:07:37.500 --> 00:07:38.500]  保羅有宣講
[00:07:38.500 --> 00:07:39.500]  但是人們不接受
[00:07:39.500 --> 00:07:42.500]  所以他再去了江南
[00:07:42.500 --> 00:07:44.500]  在當地遇到一對夫婦
[00:07:44.500 --> 00:07:48.500]  叫伯居拉和阿基拉
[00:07:48.500 --> 00:07:50.500]  之後再加上
[00:07:50.500 --> 00:07:53.500]  西拉和提摩泰之後
[00:07:53.500 --> 00:07:58.500]  婚姻工作就在哥林多教會
[00:07:58.500 --> 00:08:00.500]  如火如荼進行
[00:08:00.500 --> 00:08:02.500]  當然我們會問
[00:08:02.500 --> 00:08:04.500]  哥林多教會有什麼問題呢
[00:08:04.500 --> 00:08:08.500]  哥林多教會並不是猶太人教會
[00:08:08.500 --> 00:08:09.500]  是外邦人教會
[00:08:09.500 --> 00:08:11.500]  他們是異教背景
[00:08:11.500 --> 00:08:13.500]  所以牽涉到很多道德問題
[00:08:13.500 --> 00:08:15.500]  教義的問題比較多
[00:08:15.500 --> 00:08:17.500]  例如
[00:08:17.500 --> 00:08:19.500]  吃不吃得飽偶像的東西
[00:08:19.500 --> 00:08:21.500]  吃不吃得飽偶像的東西
[00:08:21.500 --> 00:08:25.500]  你回去看哥林多前書
[00:08:25.500 --> 00:08:27.500]  如果你有懷疑
[00:08:27.500 --> 00:08:29.500]  吃不吃得
[00:08:29.500 --> 00:08:32.500]  集體崇拜時有些混亂
[00:08:32.500 --> 00:08:34.500]  高舉講謊言
[00:08:34.500 --> 00:08:36.500]  一會兒可能也說一點
[00:08:36.500 --> 00:08:37.500]  說謊言的東西
[00:08:37.500 --> 00:08:39.500]  錯解基督的復活
[00:08:39.500 --> 00:08:43.500]  這些有些問題
[00:08:43.500 --> 00:08:46.500]  所以保羅才在哥林多前書和後書講
[00:08:46.500 --> 00:08:47.500]  今天我們看的經文
[00:08:47.500 --> 00:08:49.500]  十二章是講有關恩賜的
[00:08:49.500 --> 00:08:51.500]  事實上在整個新約裡面
[00:08:51.500 --> 00:08:53.500]  講到有關恩賜教導
[00:08:53.500 --> 00:08:57.500]  保羅在哥林多前書的教導是最重要的
[00:08:57.500 --> 00:09:01.500]  十二章是保羅有關恩賜教導的其中一個段落
[00:09:01.500 --> 00:09:02.500]  今天我們看的
[00:09:02.500 --> 00:09:04.500]  整個段落
[00:09:04.500 --> 00:09:07.500]  應該是十二至十四章
[00:09:07.500 --> 00:09:09.500]  整整三章
[00:09:09.500 --> 00:09:11.500]  今天我們只看十二章其中一段
[00:09:11.500 --> 00:09:15.500]  十二章是講恩賜
[00:09:15.500 --> 00:09:16.500]  今天我們看整章也是
[00:09:16.500 --> 00:09:18.500]  十四章整章也是講恩賜
[00:09:18.500 --> 00:09:20.500]  但十三章不是
[00:09:20.500 --> 00:09:22.500]  十三章講什麼
[00:09:22.500 --> 00:09:23.500]  愛
[00:09:23.500 --> 00:09:25.500]  愛是恆久忍耐
[00:09:25.500 --> 00:09:26.500]  你會奇怪
[00:09:26.500 --> 00:09:28.500]  為什麼會放愛在中間
[00:09:28.500 --> 00:09:31.500]  這個格式在聖經裡面經常出現
[00:09:31.500 --> 00:09:33.500]  叫三文治格式
[00:09:33.500 --> 00:09:35.500]  三文治是怎樣的
[00:09:35.500 --> 00:09:37.500]  頂是麵包
[00:09:37.500 --> 00:09:38.500]  底是麵包
[00:09:38.500 --> 00:09:40.500]  中間是餡
[00:09:40.500 --> 00:09:43.500]  應該重要一點的是
[00:09:43.500 --> 00:09:44.500]  餡
[00:09:44.500 --> 00:09:46.500]  不過也有人喜歡吃麵包
[00:09:46.500 --> 00:09:51.500]  十二章和十四章是
[00:09:51.500 --> 00:09:52.500]  麵
[00:09:52.500 --> 00:09:53.500]  都是講恩賜
[00:09:53.500 --> 00:09:54.500]  夾住的
[00:09:54.500 --> 00:09:55.500]  就是麵包下面
[00:09:55.500 --> 00:09:57.500]  中間十三章是
[00:09:57.500 --> 00:09:58.500]  餡
[00:09:58.500 --> 00:09:59.500]  就是愛
[00:09:59.500 --> 00:10:02.500]  告訴大家
[00:10:02.500 --> 00:10:04.500]  今天不是講十三章
[00:10:05.500 --> 00:10:06.500]  好
[00:10:06.500 --> 00:10:11.500]  我分享一次我非法的經驗
[00:10:11.500 --> 00:10:15.500]  我剛剛飛
[00:10:15.500 --> 00:10:19.500]  不是有事是我的兒子
[00:10:19.500 --> 00:10:21.500]  但這次兩個都不是
[00:10:21.500 --> 00:10:24.500]  我去了一間舊式的非法舖
[00:10:24.500 --> 00:10:26.500]  不是第一次去
[00:10:26.500 --> 00:10:27.500]  那間非法舖
[00:10:27.500 --> 00:10:29.500]  去了幾次都沒有什麼問題
[00:10:29.500 --> 00:10:31.500]  這次去
[00:10:31.500 --> 00:10:33.500]  有一個新的師傅和我
[00:10:33.500 --> 00:10:35.500]  我照例跟他說
[00:10:35.500 --> 00:10:36.500]  要怎樣剪呢
[00:10:36.500 --> 00:10:37.500]  有些怎樣剪呢
[00:10:37.500 --> 00:10:41.500]  剪短
[00:10:41.500 --> 00:10:43.500]  剪到留下印就行
[00:10:43.500 --> 00:10:45.500]  很短留下印就行
[00:10:45.500 --> 00:10:47.500]  應該都很清楚
[00:10:47.500 --> 00:10:49.500]  指示都很清楚
[00:10:49.500 --> 00:10:51.500]  OK OK
[00:10:51.500 --> 00:10:53.500]  事實上我頭很容易剪
[00:10:53.500 --> 00:10:56.500]  我有時都自己在家剪
[00:10:56.500 --> 00:10:57.500]  就行
[00:10:57.500 --> 00:10:59.500]  所以對這個新師傅
[00:10:59.500 --> 00:11:00.500]  都沒有什麼難度
[00:11:00.500 --> 00:11:02.500]  所以我每一次都很放心
[00:11:02.500 --> 00:11:04.500]  剪一會就行
[00:11:04.500 --> 00:11:06.500]  怎知這次
[00:11:06.500 --> 00:11:10.500]  他真的很用心剪
[00:11:10.500 --> 00:11:12.500]  他可能覺得我的頭髮都不是很多
[00:11:12.500 --> 00:11:14.500]  所以不太捨得剪
[00:11:14.500 --> 00:11:18.500]  所以一開始他用電剪
[00:11:18.500 --> 00:11:19.500]  剪少少
[00:11:19.500 --> 00:11:21.500]  然後用剪刀又剪少少
[00:11:21.500 --> 00:11:23.500]  然後換了很多把剪刀
[00:11:23.500 --> 00:11:24.500]  你是不是很奇怪
[00:11:24.500 --> 00:11:26.500]  我的頭用這麼多把剪刀
[00:11:26.500 --> 00:11:29.500]  剪下剪下剪了大半個小時
[00:11:29.500 --> 00:11:31.500]  怎樣剪到大半個小時呢
[00:11:32.500 --> 00:11:34.500]  將近剪完就看看鏡子
[00:11:34.500 --> 00:11:38.500]  為何左邊和右邊不同
[00:11:38.500 --> 00:11:40.500]  有些長有些短
[00:11:40.500 --> 00:11:44.500]  我說不行
[00:11:44.500 --> 00:11:50.500]  然後拿鏡給我照後面
[00:11:50.500 --> 00:11:52.500]  為何我兩層
[00:11:52.500 --> 00:11:54.500]  下面和上面
[00:11:54.500 --> 00:11:57.500]  雖然現在很流行
[00:11:57.500 --> 00:11:59.500]  很濃的頭髮
[00:11:59.500 --> 00:12:01.500]  三四層都可以
[00:12:02.500 --> 00:12:04.500]  我覺得不行
[00:12:04.500 --> 00:12:06.500]  不可以這樣
[00:12:06.500 --> 00:12:08.500]  我說剪短一點
[00:12:08.500 --> 00:12:10.500]  再剪短一點
[00:12:10.500 --> 00:12:12.500]  他好像不太情願
[00:12:12.500 --> 00:12:14.500]  拿剪刀給我
[00:12:14.500 --> 00:12:16.500]  他可能覺得我的頭髮不多
[00:12:16.500 --> 00:12:18.500]  不要剪那麼多
[00:12:18.500 --> 00:12:20.500]  剪剪下
[00:12:20.500 --> 00:12:22.500]  老闆就來了
[00:12:22.500 --> 00:12:24.500]  老闆知道我去過幾次
[00:12:24.500 --> 00:12:26.500]  他說不是這樣剪的
[00:12:26.500 --> 00:12:28.500]  不是這樣剪的
[00:12:28.500 --> 00:12:30.500]  老闆就拿著剪刀
[00:12:30.500 --> 00:12:32.500]  剪剪剪到現在這樣
[00:12:32.500 --> 00:12:40.500]  原先剪開的師傅就坐在後面
[00:12:40.500 --> 00:12:42.500]  有些無人
[00:12:42.500 --> 00:12:44.500]  坐在後面看
[00:12:44.500 --> 00:12:48.500]  老闆最終剪成這樣
[00:12:48.500 --> 00:12:50.500]  剪得很合心意
[00:12:50.500 --> 00:12:52.500]  當老闆剪我的頭髮時
[00:12:52.500 --> 00:12:54.500]  我在想甚麼
[00:12:54.500 --> 00:12:58.500]  你剪完後不要把我的頭髮
[00:12:58.500 --> 00:13:00.500]  留給剛才的師傅
[00:13:00.500 --> 00:13:02.500]  因為你會覺得
[00:13:02.500 --> 00:13:04.500]  剛才的師傅
[00:13:04.500 --> 00:13:06.500]  好像不太開心
[00:13:06.500 --> 00:13:08.500]  剪剪下為何要拿走我的頭髮
[00:13:08.500 --> 00:13:10.500]  又要把我的頭髮留給他
[00:13:10.500 --> 00:13:12.500]  如果把我的頭髮留給他
[00:13:12.500 --> 00:13:14.500]  他不知怎樣處理我的頭髮
[00:13:14.500 --> 00:13:16.500]  果然真的留給他
[00:13:16.500 --> 00:13:18.500]  剪尾巴
[00:13:18.500 --> 00:13:20.500]  弄成這樣
[00:13:20.500 --> 00:13:22.500]  收回尾巴
[00:13:22.500 --> 00:13:24.500]  後來都沒有
[00:13:24.500 --> 00:13:26.500]  他就說不好意思
[00:13:26.500 --> 00:13:28.500]  我沒試過有心機剪
[00:13:28.500 --> 00:13:30.500]  剪了大半個小時
[00:13:30.500 --> 00:13:32.500]  我分享這件事
[00:13:32.500 --> 00:13:34.500]  合作這件事
[00:13:34.500 --> 00:13:36.500]  都很重要
[00:13:36.500 --> 00:13:38.500]  對整個形象
[00:13:38.500 --> 00:13:40.500]  和整個運作都很重要
[00:13:40.500 --> 00:13:42.500]  你可以給人
[00:13:42.500 --> 00:13:44.500]  一些好的經驗
[00:13:44.500 --> 00:13:48.500]  雖然在過程當中
[00:13:48.500 --> 00:13:50.500]  那個師傅
[00:13:50.500 --> 00:13:52.500]  好像沒甚麼人
[00:13:52.500 --> 00:13:54.500]  他坐在後面
[00:13:54.500 --> 00:13:56.500]  你為何要拿走我的頭髮
[00:13:56.500 --> 00:14:00.500]  每個人的品性都不同
[00:14:00.500 --> 00:14:02.500]  擅長也不同
[00:14:02.500 --> 00:14:04.500]  要互相配合
[00:14:04.500 --> 00:14:06.500]  才能做到更大更多的事情
[00:14:06.500 --> 00:14:08.500]  如果不是
[00:14:08.500 --> 00:14:10.500]  可能連一個客人都留不到
[00:14:10.500 --> 00:14:12.500]  如果老闆不理會
[00:14:12.500 --> 00:14:14.500]  那個師傅就繼續在這裡
[00:14:14.500 --> 00:14:16.500]  不知怎樣剪
[00:14:16.500 --> 00:14:18.500]  剪完後又不知怎樣
[00:14:18.500 --> 00:14:20.500]  可能下次會去
[00:14:20.500 --> 00:14:22.500]  教會都一樣
[00:14:22.500 --> 00:14:24.500]  來自不同的成長背景
[00:14:24.500 --> 00:14:26.500]  擅長都不一樣
[00:14:26.500 --> 00:14:28.500]  但教會有很多東西可以做
[00:14:28.500 --> 00:14:30.500]  大家知不知道教會有很多東西可以做
[00:14:30.500 --> 00:14:32.500]  有甚麼可以做
[00:14:32.500 --> 00:14:36.500]  傳福音
[00:14:36.500 --> 00:14:38.500]  真的下手下腳
[00:14:38.500 --> 00:14:40.500]  可以做很多
[00:14:40.500 --> 00:14:42.500]  彈琴 彈結他
[00:14:42.500 --> 00:14:44.500]  音響薄線 搬椅子
[00:14:44.500 --> 00:14:46.500]  收椅子
[00:14:46.500 --> 00:14:48.500]  完了都要清理一下
[00:14:48.500 --> 00:14:50.500]  撿垃圾
[00:14:50.500 --> 00:14:52.500]  留些垃圾明天給幼兒園浸
[00:14:52.500 --> 00:14:54.500]  這些很細微
[00:14:54.500 --> 00:14:56.500]  的事都很多
[00:14:56.500 --> 00:14:58.500]  當然有童工做
[00:14:58.500 --> 00:15:00.500]  但都要拆棟大廳
[00:15:00.500 --> 00:15:02.500]  才會一起去做
[00:15:02.500 --> 00:15:04.500]  我們才能夠做到
[00:15:04.500 --> 00:15:06.500]  神叫我們做一些更大更難的事
[00:15:06.500 --> 00:15:08.500]  如果不是
[00:15:08.500 --> 00:15:10.500]  這些東西
[00:15:10.500 --> 00:15:12.500]  幾個童工去做是做不完的
[00:15:12.500 --> 00:15:14.500]  但保羅在哥林多前書
[00:15:14.500 --> 00:15:16.500]  有關恩賜的教導
[00:15:16.500 --> 00:15:18.500]  正正是教導我們
[00:15:18.500 --> 00:15:20.500]  怎樣才能夠
[00:15:20.500 --> 00:15:22.500]  在教會彼此配合
[00:15:22.500 --> 00:15:24.500]  彼此建立
[00:15:24.500 --> 00:15:26.500]  第一件事說有關恩賜的教導
[00:15:26.500 --> 00:15:30.500]  就是恩賜是有分別的
[00:15:30.500 --> 00:15:32.500]  恩賜是有分別的
[00:15:32.500 --> 00:15:34.500]  經文是第四至第六節
[00:15:34.500 --> 00:15:36.500]  我們一起讀
[00:15:36.500 --> 00:15:38.500]  第四節
[00:15:38.500 --> 00:15:40.500]  恩賜原有分別
[00:15:40.500 --> 00:15:42.500]  聖靈卻是一位
[00:15:42.500 --> 00:15:44.500]  職事也有分別
[00:15:44.500 --> 00:15:46.500]  主卻是一位
[00:15:46.500 --> 00:15:48.500]  腳是一位
[00:15:48.500 --> 00:15:50.500]  在眾人裡面運行一切的事
[00:15:50.500 --> 00:15:52.500]  保羅在這幾節經文
[00:15:52.500 --> 00:15:54.500]  用了一個很工整的寫作技巧
[00:15:54.500 --> 00:15:56.500]  大家讀的時候
[00:15:56.500 --> 00:15:58.500]  提醒我們
[00:15:58.500 --> 00:16:00.500]  我們有時對恩賜有些誤解
[00:16:00.500 --> 00:16:02.500]  一些誤解就是簡單來說
[00:16:02.500 --> 00:16:04.500]  保羅想強調教會各人所有的恩賜
[00:16:04.500 --> 00:16:06.500]  源頭只有一個
[00:16:06.500 --> 00:16:10.500]  就是我們的主
[00:16:10.500 --> 00:16:12.500]  我們的神
[00:16:12.500 --> 00:16:14.500]  我們的聖靈
[00:16:14.500 --> 00:16:16.500]  這段經文提到
[00:16:16.500 --> 00:16:18.500]  三一神的概念
[00:16:18.500 --> 00:16:20.500]  另外就是有關
[00:16:20.500 --> 00:16:22.500]  對恩賜的認識
[00:16:22.500 --> 00:16:24.500]  這裡有關恩賜
[00:16:24.500 --> 00:16:26.500]  職事、共融
[00:16:26.500 --> 00:16:28.500]  我們很多時候將這三件事
[00:16:28.500 --> 00:16:30.500]  分開來看
[00:16:30.500 --> 00:16:32.500]  恩賜大家都知道我們在說
[00:16:32.500 --> 00:16:34.500]  跟我們理解的才幹
[00:16:34.500 --> 00:16:36.500]  好像
[00:16:36.500 --> 00:16:38.500]  比較相似
[00:16:38.500 --> 00:16:40.500]  職事即是職位
[00:16:40.500 --> 00:16:42.500]  譬如執事或詩琴是職位
[00:16:42.500 --> 00:16:44.500]  是職事
[00:16:44.500 --> 00:16:46.500]  共融即是究竟
[00:16:46.500 --> 00:16:48.500]  那個人有沒有這種能力
[00:16:48.500 --> 00:16:50.500]  好像我剛才所說
[00:16:50.500 --> 00:16:52.500]  我們很容易很習慣
[00:16:52.500 --> 00:16:54.500]  將這幾件事分開來看
[00:16:54.500 --> 00:16:56.500]  恩賜歸恩賜
[00:16:56.500 --> 00:16:58.500]  職事歸職事 共融歸共融
[00:16:58.500 --> 00:17:00.500]  但保羅的教導叫我們清楚明白
[00:17:00.500 --> 00:17:02.500]  這幾件事雖然驟眼看上去
[00:17:02.500 --> 00:17:04.500]  好像有分別
[00:17:04.500 --> 00:17:06.500]  所以保羅都說
[00:17:06.500 --> 00:17:08.500]  恩賜源有分別
[00:17:08.500 --> 00:17:10.500]  職事又有分別
[00:17:10.500 --> 00:17:12.500]  功能都有分別
[00:17:12.500 --> 00:17:14.500]  不過卻是源自
[00:17:14.500 --> 00:17:16.500]  一位神
[00:17:16.500 --> 00:17:18.500]  基督
[00:17:18.500 --> 00:17:20.500]  聖靈
[00:17:20.500 --> 00:17:22.500]  恩賜這個字
[00:17:22.500 --> 00:17:28.500]  叫做Charisma
[00:17:28.500 --> 00:17:30.500]  Charisma
[00:17:30.500 --> 00:17:32.500]  這個字當然不是英文
[00:17:32.500 --> 00:17:34.500]  是希臘文
[00:17:34.500 --> 00:17:36.500]  不過當作英文字寫出來
[00:17:36.500 --> 00:17:38.500]  Charisma這個字是來自一個希臘字
[00:17:38.500 --> 00:17:40.500]  叫做Charise
[00:17:40.500 --> 00:17:42.500]  Charise這個字
[00:17:42.500 --> 00:17:44.500]  你有沒有朋友
[00:17:44.500 --> 00:17:46.500]  認識有些女生叫Charise
