
[00:00:00.000 --> 00:00:04.000]  今天來到是講道系列的第三講
[00:01:19.000 --> 00:01:20.000]  讓我們一同探討
[00:01:20.000 --> 00:01:22.000]  今天希望通過尼西米的故事
[00:01:22.000 --> 00:01:24.000]  來一起探討
[00:01:24.000 --> 00:01:26.000]  我們首先第一件要明白的
[00:01:26.000 --> 00:01:28.000]  我們第一件要明白的是
[00:01:28.000 --> 00:01:30.000]  當我們在神的面前
[00:01:30.000 --> 00:01:33.000]  領受了我們應該怎麼做
[00:01:33.000 --> 00:01:35.000]  來走出困局
[00:01:35.000 --> 00:01:36.000]  當我們在神的面前
[00:01:36.000 --> 00:01:38.000]  領受到怎麼樣做
[00:01:38.000 --> 00:01:40.000]  才能走出困局的時候
[00:01:40.000 --> 00:01:44.000]  不代表我們以後就一帆風順
[00:01:44.000 --> 00:01:47.000]  這並不代表我們以後會一帆風順
[00:01:47.000 --> 00:01:48.000]  我們以後做任何事
[00:01:48.000 --> 00:01:50.000]  問題都會迎刃而解
[00:01:50.000 --> 00:01:53.000]  我們以後做任何事都會迎刃而解
[00:01:53.000 --> 00:01:54.000]  相反來說
[00:01:54.000 --> 00:01:56.000]  其實我們看回尼西米的故事
[00:01:56.000 --> 00:01:58.000]  當我們看尼西米的故事的時候
[00:01:58.000 --> 00:02:02.000]  神就叫他回到耶路撒冷來重建城牆
[00:02:02.000 --> 00:02:03.000]  沒錯
[00:02:03.000 --> 00:02:06.000]  神讓他回到耶路撒冷重建城牆
[00:02:06.000 --> 00:02:09.000]  但事實上當他回到耶路撒冷之後
[00:02:09.000 --> 00:02:12.000]  但事實上當他回到耶路撒冷的時候
[00:02:12.000 --> 00:02:14.000]  他開始了這個重建的工程
[00:02:14.000 --> 00:02:16.000]  他開始了重建的過程
[00:02:16.000 --> 00:02:17.000]  整個過程我們看到
[00:02:17.000 --> 00:02:18.000]  哇 困難重重
[00:02:18.000 --> 00:02:21.000]  但整個過程我們看到困難重重
[00:02:21.000 --> 00:02:22.000]  我們先看第一二節
[00:02:22.000 --> 00:02:24.000]  但我們先看第一二節
[00:02:24.000 --> 00:02:25.000]  故事一開始的時候
[00:02:25.000 --> 00:02:27.000]  有一個人物叫森巴拉
[00:02:27.000 --> 00:02:29.000]  在故事開始的時候
[00:02:29.000 --> 00:02:30.000]  有一個人叫森巴拉
[00:02:30.000 --> 00:02:34.000]  這個人一聽到猶大人要重新建城牆
[00:02:34.000 --> 00:02:36.000]  這個人一聽到猶大人要重新建城牆
[00:02:36.000 --> 00:02:38.000]  哇 不知道為什麼生氣得不得了
[00:02:38.000 --> 00:02:41.000]  不知道怎麼樣會很惱怒
[00:02:41.000 --> 00:02:44.000]  然後就恥笑這些猶大人
[00:02:44.000 --> 00:02:45.000]  接著恥笑猶大人
[00:02:45.000 --> 00:02:47.000]  我們首先看看這個人究竟是誰
[00:02:47.000 --> 00:02:50.000]  我們看看這個人究竟是誰呢
[00:02:50.000 --> 00:02:54.000]  森巴拉是當時那個地區的首長
[00:02:54.000 --> 00:02:57.000]  森巴拉是當時那個地區的首長
[00:02:57.000 --> 00:03:00.000]  很明顯他不想猶大人重建城牆
[00:03:00.000 --> 00:03:02.000]  很明顯他不想猶大人重建城牆
[00:03:02.000 --> 00:03:05.000]  大概城牆建好之後
[00:03:05.000 --> 00:03:07.000]  大概城牆建好之後
[00:03:07.000 --> 00:03:11.000]  他們鄰近地區的人就會受到威脅
[00:03:11.000 --> 00:03:13.000]  鄰近地區的人會受到威脅
[00:03:13.000 --> 00:03:15.000]  也可能因為這個緣故
[00:03:15.000 --> 00:03:19.000]  他在那個地區的影響力就會削弱
[00:03:19.000 --> 00:03:21.000]  也可能因為這個緣故
[00:03:21.000 --> 00:03:23.000]  他在那個地區的影響力就會削弱
[00:03:23.000 --> 00:03:26.000]  所以他就跟周圍地區的人說
[00:03:26.000 --> 00:03:28.000]  於是他跟周圍的人說
[00:03:28.000 --> 00:03:32.000]  說了很多恥笑或者挑撥的話
[00:03:32.000 --> 00:03:35.000]  說了很多對猶大人的恥笑和挑撥的話
[00:03:35.000 --> 00:03:38.000]  不知道大家在生活上有沒有類似的經驗
[00:03:38.000 --> 00:03:41.000]  不知道大家在生活當中有沒有類似的經驗
[00:03:41.000 --> 00:03:46.000]  很多時候我們遇到很多人生問題的時候
[00:03:46.000 --> 00:03:50.000]  我們都會有意無意聽到很多閒言閒語傷害的話
[00:03:50.000 --> 00:03:53.000]  當很多時候我們人生遇到困難的時候
[00:03:53.000 --> 00:03:56.000]  我們無意或者有意會聽到一些閒言碎語
[00:03:56.000 --> 00:03:57.000]  我們無意或者有意會聽到一些閒言碎語
[00:03:57.000 --> 00:04:00.000]  譬如當婚姻出現問題的時候
[00:04:00.000 --> 00:04:02.000]  譬如當婚姻出現問題的時候
[00:04:02.000 --> 00:04:05.000]  有可能會聽到做老公的花心
[00:04:05.000 --> 00:04:10.000]  也許會聽說可能是做老公的花心
[00:04:10.000 --> 00:04:13.000]  又或者是做太太的人不會做人
[00:04:13.000 --> 00:04:15.000]  又或者會說做太太的人不會做人
[00:04:15.000 --> 00:04:18.000]  事情發生之後你想來補救
[00:04:18.000 --> 00:04:20.000]  當事情發生的時候想補救的時候
[00:04:20.000 --> 00:04:22.000]  老公不想分家產
[00:04:22.000 --> 00:04:24.000]  也許是老公不想分家產吧
[00:04:24.000 --> 00:04:28.000]  又或者當我們為過世的親人而傷心的時候
[00:04:28.000 --> 00:04:31.000]  或許當我們為過世的親人而傷心的時候
[00:04:31.000 --> 00:04:34.000]  我們會聽到一些這樣的說話
[00:04:34.000 --> 00:04:36.000]  也許會聽到一些說話
[00:04:36.000 --> 00:04:39.000]  父母不在你現在才來辦孝順
[00:04:39.000 --> 00:04:42.000]  父母不在你現在又來辦孝順
[00:04:42.000 --> 00:04:45.000]  我希望大家不會在現實上聽到這些這麼傷害性的說話
[00:04:45.000 --> 00:04:49.000]  我希望大家在現實當中不會聽到這樣的傷害的說話
[00:04:49.000 --> 00:04:52.000]  但事實上很多時候我們走到人生一些低谷的時候
[00:04:52.000 --> 00:04:55.000]  但很多時候當我們在人生低谷的時候
[00:04:55.000 --> 00:04:57.000]  很多時候真的不能避免地
[00:04:57.000 --> 00:05:00.000]  總會身邊有一些無情的人說一些無情的話
[00:05:00.000 --> 00:05:02.000]  但不可避免的是在我們身邊
[00:05:02.000 --> 00:05:05.000]  總會有這樣一些人會說一些無情的話
[00:05:05.000 --> 00:05:07.000]  或者這些人說這些話的時候是無心的
[00:05:07.000 --> 00:05:10.000]  或許這些人講這些話的時候是無心的
[00:05:10.000 --> 00:05:12.000]  又或者未必直接跟我們講
[00:05:12.000 --> 00:05:14.000]  也未必是直接對我們說
[00:05:14.000 --> 00:05:18.000]  但這些說話總是有方法傳到我們的耳中
[00:05:18.000 --> 00:05:21.000]  但這些說話總會傳回我們的耳中
[00:05:21.000 --> 00:05:24.000]  不知道大家聽到這些傷害性的說話的時候
[00:05:24.000 --> 00:05:26.000]  你有什麼感覺或者有什麼反應
[00:05:26.000 --> 00:05:29.000]  當你聽到這些傷害性的說話的時候
[00:05:29.000 --> 00:05:32.000]  會有怎樣的反應和感覺呢
[00:05:32.000 --> 00:05:34.000]  有些人說你不要理這些說話
[00:05:34.000 --> 00:05:37.000]  有些人會說不用理這些說話
[00:05:37.000 --> 00:05:39.000]  當然我們不應該理這些說話
[00:05:39.000 --> 00:05:42.000]  但事實上現實上不多人做得到
[00:05:42.000 --> 00:05:45.000]  但事實上很多人做不到
[00:05:45.000 --> 00:05:49.000]  當這些這麼難聽的說話去到猶大人的耳中
[00:05:49.000 --> 00:05:53.000]  當這些難聽的說話傳到猶大人的耳中的時候
[00:05:53.000 --> 00:05:55.000]  這班猶大人的回應就是這麼說
[00:05:55.000 --> 00:05:57.000]  猶大人的回應是這麼說
[00:05:57.000 --> 00:06:01.000]  灰土上多但是搬運的人已經沒有力氣了
[00:06:01.000 --> 00:06:06.000]  他們說灰土上多但是搬運的人沒有力氣了
[00:06:06.000 --> 00:06:10.000]  所以他們都不想繼續建造城牆
[00:06:10.000 --> 00:06:13.000]  所以他們不想再繼續建造城牆
[00:06:13.000 --> 00:06:15.000]  而現在住得很近的那些
[00:06:15.000 --> 00:06:19.000]  當時那班敵人的人就去十次
[00:06:19.000 --> 00:06:22.000]  十次去到尼西米的面前
[00:06:22.000 --> 00:06:24.000]  而住在敵人附近的那些人
[00:06:24.000 --> 00:06:26.000]  時時來到尼西米面前
[00:06:26.000 --> 00:06:28.000]  他們跟他們說你們快點回來
[00:06:28.000 --> 00:06:30.000]  不然敵人就要攻擊我們了
[00:06:30.000 --> 00:06:32.000]  對他們說快點回來
[00:06:32.000 --> 00:06:34.000]  否則敵人會來攻擊我們
[00:06:34.000 --> 00:06:37.000]  可以說他們身體疲倦
[00:06:37.000 --> 00:06:39.000]  可以說他們身體疲倦
[00:06:39.000 --> 00:06:42.000]  還要受到這麼大的生命威脅
[00:06:42.000 --> 00:06:45.000]  並受到這麼大的生命威脅
[00:06:45.000 --> 00:06:47.000]  我想大家留意第十節
[00:06:47.000 --> 00:06:49.000]  我想大家留意第十節
[00:06:49.000 --> 00:06:53.000]  第十節說到灰土上多和他們的力氣已經用盡了
[00:06:53.000 --> 00:06:57.000]  師姐說灰土上多他們用的力氣已經
[00:06:57.000 --> 00:06:59.000]  這件事情發生在
[00:06:59.000 --> 00:07:01.000]  如果我們看第六節的話
[00:07:01.000 --> 00:07:03.000]  當時其實城牆已經建了一半
[00:07:03.000 --> 00:07:05.000]  當這些事情發生的時候
[00:07:05.000 --> 00:07:07.000]  第六節告訴我們
[00:07:07.000 --> 00:07:09.000]  城牆實際已經建了一半
[00:07:09.000 --> 00:07:13.000]  但是我們要問的問題就是
[00:07:13.000 --> 00:07:15.000]  我們要問的問題是
[00:07:15.000 --> 00:07:17.000]  為什麼工程去到一半
[00:07:17.000 --> 00:07:19.000]  為什麼工程建到一半
[00:07:19.000 --> 00:07:21.000]  那些人才看到有灰塵
[00:07:21.000 --> 00:07:23.000]  他們才可以看到有灰塵
[00:07:23.000 --> 00:07:25.000]  灰塵第一天你開工就已經有了
[00:07:25.000 --> 00:07:27.000]  灰塵當第一天開工的時候已經有了
[00:07:27.000 --> 00:07:29.000]  為什麼那時候才感到疲倦
[00:07:29.000 --> 00:07:33.000]  為什麼那時候才感到疲倦
[00:07:33.000 --> 00:07:35.000]  做這些在城牆的工作都一定會身體很疲倦
[00:07:35.000 --> 00:07:37.000]  做這些在城牆的工作都一定會身體很疲倦
[00:07:37.000 --> 00:07:39.000]  做這些在城牆的工作都一定會身體很疲倦
[00:07:39.000 --> 00:07:41.000]  問題是這些敵人所說的話
[00:07:41.000 --> 00:07:43.000]  問題是這些敵人所說話
[00:07:43.000 --> 00:07:45.000]  問題是這些敵人所說話
[00:07:45.000 --> 00:07:47.000]  讓他們的焦點從建造城牆轉移到他們所看到的困難
[00:07:47.000 --> 00:07:49.000]  讓他們的焦點從建造城牆轉移到他們所看到的困難
[00:07:49.000 --> 00:07:51.000]  讓他們的焦點從建造城牆轉移到他們所看到的困難
[00:07:51.000 --> 00:07:53.000]  讓他們的焦點從建造城牆轉移到他們所看到的困難
[00:07:53.000 --> 00:07:59.000]  讓他們的焦點從建造城牆轉移到他們所看到的困難
[00:07:59.000 --> 00:08:01.000]  因為外患可以生出內憂
[00:08:01.000 --> 00:08:03.000]  因為外患可以生出內憂
[00:08:03.000 --> 00:08:05.000]  外在困難可以變成內心的灰心
[00:08:05.000 --> 00:08:07.000]  外在困難可以變成內心的灰心
[00:08:07.000 --> 00:08:09.000]  外在困難可以變成內心的灰心
[00:08:09.000 --> 00:08:11.000]  外在困難可以變成內心的灰心
[00:08:11.000 --> 00:08:13.000]  外在困難可以變成內心的灰心
[00:08:13.000 --> 00:08:15.000]  外在困難可以變成內心的灰心
[00:08:15.000 --> 00:08:17.000]  外在困難可以變成內心的灰心
[00:08:17.000 --> 00:08:19.000]  外在困難可以變成內心的灰心
[00:08:19.000 --> 00:08:21.000]  外在困難可以變成內心的灰心
[00:08:21.000 --> 00:08:23.000]  外在困難可以變成內心的灰心
[00:08:23.000 --> 00:08:25.000]  外在困難可以變成內心的灰心
[00:08:25.000 --> 00:08:27.000]  外在困難可以變成內心的灰心
[00:08:27.000 --> 00:08:29.000]  外在困難可以變成內心的灰心
[00:08:29.000 --> 00:08:31.000]  外在困難可以變成內心的灰心
[00:08:31.000 --> 00:08:33.000]  外在困難可以變成內心的灰心
[00:08:33.000 --> 00:08:35.000]  外在困難可以變成內心的灰心
[00:08:35.000 --> 00:08:37.000]  外在困難可以變成內心的灰心
[00:08:37.000 --> 00:08:39.000]  外在困難可以變成內心的灰心
[00:08:39.000 --> 00:08:41.000]  外在困難可以變成內心的灰心
[00:08:41.000 --> 00:08:43.000]  外在困難可以變成內心的灰心
[00:08:43.000 --> 00:08:45.000]  外在困難可以變成內心的灰心
[00:08:45.000 --> 00:08:47.000]  外在困難可以變成內心的灰心
[00:08:47.000 --> 00:08:51.000]  外在困難可以變成內心的灰心
[00:08:51.000 --> 00:08:53.000]  外在困難可以變成內心的灰心
[00:08:53.000 --> 00:08:55.000]  外在困難可以變成內心的灰心
[00:08:55.000 --> 00:08:57.000]  外在困難可以變成內心的灰心
[00:08:57.000 --> 00:08:59.000]  外在困難可以變成內心的灰心
[00:08:59.000 --> 00:09:01.000]  外在困難可以變成內心的灰心
[00:09:01.000 --> 00:09:03.000]  外在困難可以變成內心的灰心
[00:09:03.000 --> 00:09:05.000]  外在困難可以變成內心的灰心
[00:09:05.000 --> 00:09:07.000]  外在困難可以變成內心的灰心
[00:09:07.000 --> 00:09:09.000]  外在困難可以變成內心的灰心
[00:09:09.000 --> 00:09:11.000]  外在困難可以變成內心的灰心
[00:09:11.000 --> 00:09:13.000]  外在困難可以變成內心的灰心
[00:09:13.000 --> 00:09:15.000]  外在困難可以變成內心的灰心
[00:09:15.000 --> 00:09:17.000]  外在困難可以變成內心的灰心
[00:09:17.000 --> 00:09:19.000]  外在困難可以變成內心的灰心
[00:09:19.000 --> 00:09:21.000]  外在困難可以變成內心的灰心
[00:09:21.000 --> 00:09:23.000]  外在困難可以變成內心的灰心
[00:09:23.000 --> 00:09:25.000]  外在困難可以變成內心的灰心
[00:09:25.000 --> 00:09:27.000]  外在困難可以變成內心的灰心
[00:09:27.000 --> 00:09:29.000]  外在困難可以變成內心的灰心
[00:09:29.000 --> 00:09:31.000]  外在困難可以變成內心的灰心
[00:09:31.000 --> 00:09:33.000]  外在困難可以變成內心的灰心
[00:09:33.000 --> 00:09:35.000]  外在困難可以變成內心的灰心
[00:09:35.000 --> 00:09:37.000]  外在困難可以變成內心的灰心
[00:09:37.000 --> 00:09:39.000]  外在困難可以變成內心的灰心
[00:09:39.000 --> 00:09:41.000]  外在困難可以變成內心的灰心
[00:09:41.000 --> 00:09:45.000]  外在困難可以變成內心的灰心
[00:09:45.000 --> 00:09:47.000]  外在困難可以變成內心的灰心
[00:09:47.000 --> 00:09:49.000]  外在困難可以變成內心的灰心
[00:09:49.000 --> 00:09:51.000]  外在困難可以變成內心的灰心
[00:09:51.000 --> 00:09:53.000]  外在困難可以變成內心的灰心
[00:09:53.000 --> 00:09:55.000]  外在困難可以變成內心的灰心
[00:09:55.000 --> 00:09:57.000]  外在困難可以變成內心的灰心
[00:09:57.000 --> 00:09:59.000]  外在困難可以變成內心的灰心
[00:09:59.000 --> 00:10:01.000]  外在困難可以變成內心的灰心
[00:10:01.000 --> 00:10:03.000]  外在困難可以變成內心的灰心
[00:10:03.000 --> 00:10:05.000]  外在困難可以變成內心的灰心
[00:10:05.000 --> 00:10:07.000]  外在困難可以變成內心的灰心
[00:10:07.000 --> 00:10:09.000]  外在困難可以變成內心的灰心
[00:10:09.000 --> 00:10:11.000]  外在困難可以變成內心的灰心
[00:10:11.000 --> 00:10:13.000]  外在困難可以變成內心的灰心
[00:10:13.000 --> 00:10:15.000]  外在困難可以變成內心的灰心
[00:10:15.000 --> 00:10:17.000]  外在困難可以變成內心的灰心
[00:10:17.000 --> 00:10:19.000]  外在困難可以變成內心的灰心
[00:10:19.000 --> 00:10:21.000]  外在困難可以變成內心的灰心
[00:10:21.000 --> 00:10:23.000]  外在困難可以變成內心的灰心
[00:10:23.000 --> 00:10:25.000]  外在困難可以變成內心的灰心
[00:10:25.000 --> 00:10:27.000]  外在困難可以變成內心的灰心
[00:10:27.000 --> 00:10:29.000]  外在困難可以變成內心的灰心
[00:10:29.000 --> 00:10:31.000]  外在困難可以變成內心的灰心
[00:10:31.000 --> 00:10:33.000]  外在困難可以變成內心的灰心
[00:10:33.000 --> 00:10:35.000]  外在困難可以變成內心的灰心
[00:10:35.000 --> 00:10:39.000]  外在困難可以變成內心的灰心
[00:10:39.000 --> 00:10:41.000]  外在困難可以變成內心的灰心
[00:10:41.000 --> 00:10:43.000]  外在困難可以變成內心的灰心
[00:10:43.000 --> 00:10:45.000]  外在困難可以變成內心的灰心
[00:10:45.000 --> 00:10:47.000]  外在困難可以變成內心的灰心
[00:10:47.000 --> 00:10:49.000]  外在困難可以變成內心的灰心
[00:10:49.000 --> 00:10:51.000]  外在困難可以變成內心的灰心
[00:10:51.000 --> 00:10:53.000]  外在困難可以變成內心的灰心
[00:10:53.000 --> 00:10:55.000]  外在困難可以變成內心的灰心
[00:10:55.000 --> 00:10:57.000]  外在困難可以變成內心的灰心
[00:10:57.000 --> 00:10:59.000]  外在困難可以變成內心的灰心
[00:10:59.000 --> 00:11:01.000]  外在困難可以變成內心的灰心
[00:11:01.000 --> 00:11:03.000]  外在困難可以變成內心的灰心
[00:11:03.000 --> 00:11:05.000]  外在困難可以變成內心的灰心
[00:11:05.000 --> 00:11:07.000]  外在困難可以變成內心的灰心
[00:11:07.000 --> 00:11:09.000]  外在困難可以變成內心的灰心
[00:11:09.000 --> 00:11:11.000]  外在困難可以變成內心的灰心
[00:11:11.000 --> 00:11:13.000]  外在困難可以變成內心的灰心
[00:11:13.000 --> 00:11:15.000]  外在困難可以變成內心的灰心
[00:11:15.000 --> 00:11:17.000]  外在困難可以變成內心的灰心
[00:11:17.000 --> 00:11:19.000]  外在困難可以變成內心的灰心
[00:11:19.000 --> 00:11:21.000]  外在困難可以變成內心的灰心
[00:11:21.000 --> 00:11:23.000]  外在困難可以變成內心的灰心
[00:11:23.000 --> 00:11:25.000]  外在困難可以變成內心的灰心
[00:11:25.000 --> 00:11:27.000]  外在困難可以變成內心的灰心
[00:11:27.000 --> 00:11:29.000]  外在困難可以變成內心的灰心
[00:11:29.000 --> 00:11:33.000]  外在困難可以變成內心的灰心
[00:11:33.000 --> 00:11:35.000]  外在困難可以變成內心的灰心
[00:11:35.000 --> 00:11:37.000]  外在困難可以變成內心的灰心
[00:11:37.000 --> 00:11:39.000]  外在困難可以變成內心的灰心
[00:11:39.000 --> 00:11:41.000]  外在困難可以變成內心的灰心
[00:11:41.000 --> 00:11:43.000]  外在困難可以變成內心的灰心
[00:11:43.000 --> 00:11:45.000]  外在困難可以變成內心的灰心
[00:11:45.000 --> 00:11:47.000]  外在困難可以變成內心的灰心
[00:11:47.000 --> 00:11:49.000]  外在困難可以變成內心的灰心
[00:11:49.000 --> 00:11:51.000]  外在困難可以變成內心的灰心
[00:11:51.000 --> 00:11:53.000]  外在困難可以變成內心的灰心
[00:11:53.000 --> 00:11:55.000]  外在困難可以變成內心的灰心
[00:11:55.000 --> 00:11:57.000]  外在困難可以變成內心的灰心
[00:11:57.000 --> 00:11:59.000]  外在困難可以變成內心的灰心
[00:12:27.000 --> 00:12:29.000]  外在困難可以變成內心的灰心
[00:12:29.000 --> 00:12:31.000]  外在困難可以變成內心的灰心
[00:12:31.000 --> 00:12:33.000]  外在困難可以變成內心的灰心
[00:12:33.000 --> 00:12:35.000]  外在困難可以變成內心的灰心
[00:12:35.000 --> 00:12:37.000]  外在困難可以變成內心的灰心
[00:12:37.000 --> 00:12:39.000]  外在困難可以變成內心的灰心
[00:12:39.000 --> 00:12:41.000]  外在困難可以變成內心的灰心
[00:12:41.000 --> 00:12:43.000]  外在困難可以變成內心的灰心
[00:12:43.000 --> 00:12:45.000]  外在困難可以變成內心的灰心
[00:12:45.000 --> 00:12:47.000]  外在困難可以變成內心的灰心
[00:12:47.000 --> 00:12:49.000]  外在困難可以變成內心的灰心
[00:12:49.000 --> 00:12:51.000]  外在困難可以變成內心的灰心
[00:12:51.000 --> 00:12:53.000]  外在困難可以變成內心的灰心
[00:12:53.000 --> 00:12:57.000]  外在困難可以變成內心的灰心
[00:12:57.000 --> 00:12:59.000]  外在困難可以變成內心的灰心
[00:12:59.000 --> 00:13:01.000]  外在困難可以變成內心的灰心
[00:13:01.000 --> 00:13:03.000]  外在困難可以變成內心的灰心
[00:13:03.000 --> 00:13:05.000]  外在困難可以變成內心的灰心
[00:13:05.000 --> 00:13:07.000]  外在困難可以變成內心的灰心
[00:13:07.000 --> 00:13:09.000]  外在困難可以變成內心的灰心
[00:13:09.000 --> 00:13:11.000]  外在困難可以變成內心的灰心
[00:13:11.000 --> 00:13:13.000]  外在困難可以變成內心的灰心
[00:13:13.000 --> 00:13:15.000]  外在困難可以變成內心的灰心
[00:13:15.000 --> 00:13:17.000]  外在困難可以變成內心的灰心
[00:13:17.000 --> 00:13:19.000]  外在困難可以變成內心的灰心
[00:13:19.000 --> 00:13:21.000]  外在困難可以變成內心的灰心
[00:13:21.000 --> 00:13:23.000]  外在困難可以變成內心的灰心
[00:13:23.000 --> 00:13:25.000]  外在困難可以變成內心的灰心
[00:13:25.000 --> 00:13:27.000]  外在困難可以變成內心的灰心
[00:13:27.000 --> 00:13:29.000]  外在困難可以變成內心的灰心
[00:13:29.000 --> 00:13:31.000]  外在困難可以變成內心的灰心
[00:13:31.000 --> 00:13:33.000]  外在困難可以變成內心的灰心
[00:13:33.000 --> 00:13:35.000]  外在困難可以變成內心的灰心
[00:13:35.000 --> 00:13:37.000]  外在困難可以變成內心的灰心
[00:13:37.000 --> 00:13:39.000]  外在困難可以變成內心的灰心
[00:13:39.000 --> 00:13:41.000]  外在困難可以變成內心的灰心
[00:13:41.000 --> 00:13:43.000]  外在困難可以變成內心的灰心
[00:13:43.000 --> 00:13:45.000]  外在困難可以變成內心的灰心
[00:13:45.000 --> 00:13:47.000]  外在困難可以變成內心的灰心
[00:13:47.000 --> 00:13:51.000]  外在困難可以變成內心的灰心
[00:13:51.000 --> 00:13:53.000]  外在困難可以變成內心的灰心
[00:13:53.000 --> 00:13:55.000]  外在困難可以變成內心的灰心
[00:13:55.000 --> 00:13:57.000]  外在困難可以變成內心的灰心
[00:13:57.000 --> 00:13:59.000]  外在困難可以變成內心的灰心
[00:13:59.000 --> 00:14:01.000]  外在困難可以變成內心的灰心
[00:14:01.000 --> 00:14:03.000]  外在困難可以變成內心的灰心
[00:14:03.000 --> 00:14:05.000]  外在困難可以變成內心的灰心
[00:14:05.000 --> 00:14:07.000]  外在困難可以變成內心的灰心
[00:14:07.000 --> 00:14:09.000]  外在困難可以變成內心的灰心
[00:14:09.000 --> 00:14:11.000]  外在困難可以變成內心的灰心
[00:14:11.000 --> 00:14:13.000]  外在困難可以變成內心的灰心
[00:14:13.000 --> 00:14:15.000]  外在困難可以變成內心的灰心
[00:14:15.000 --> 00:14:17.000]  外在困難可以變成內心的灰心
[00:14:17.000 --> 00:14:19.000]  外在困難可以變成內心的灰心
[00:14:19.000 --> 00:14:21.000]  外在困難可以變成內心的灰心
[00:14:21.000 --> 00:14:23.000]  外在困難可以變成內心的灰心
[00:14:23.000 --> 00:14:25.000]  外在困難可以變成內心的灰心
[00:14:25.000 --> 00:14:27.000]  外在困難可以變成內心的灰心
[00:14:27.000 --> 00:14:29.000]  外在困難可以變成內心的灰心
[00:14:29.000 --> 00:14:31.000]  外在困難可以變成內心的灰心
[00:14:31.000 --> 00:14:33.000]  外在困難可以變成內心的灰心
[00:14:33.000 --> 00:14:35.000]  外在困難可以變成內心的灰心
[00:14:35.000 --> 00:14:37.000]  外在困難可以變成內心的灰心
[00:14:37.000 --> 00:14:39.000]  外在困難可以變成內心的灰心
[00:14:39.000 --> 00:14:41.000]  外在困難可以變成內心的灰心
[00:14:41.000 --> 00:14:45.000]  外在困難可以變成內心的灰心
[00:14:45.000 --> 00:14:47.000]  外在困難可以變成內心的灰心
[00:14:47.000 --> 00:14:49.000]  外在困難可以變成內心的灰心
[00:14:49.000 --> 00:14:51.000]  外在困難可以變成內心的灰心
[00:14:51.000 --> 00:14:53.000]  外在困難可以變成內心的灰心
[00:14:53.000 --> 00:14:55.000]  外在困難可以變成內心的灰心
[00:14:55.000 --> 00:14:57.000]  外在困難可以變成內心的灰心
[00:14:57.000 --> 00:14:59.000]  外在困難可以變成內心的灰心
[00:14:59.000 --> 00:15:01.000]  外在困難可以變成內心的灰心
[00:15:01.000 --> 00:15:03.000]  外在困難可以變成內心的灰心
[00:15:03.000 --> 00:15:05.000]  外在困難可以變成內心的灰心
