
[00:00:00.000 --> 00:00:02.680]  我們繼續講馬可福音第六章
[00:02:15.240 --> 00:02:19.800]  但當時祂的家人就在拿撒勒來到加伯隆
[00:02:19.800 --> 00:02:24.640]  他們家人聽見了耶穌在加伯隆所行的事
[00:02:24.640 --> 00:02:27.440]  很想要阻止祂
[00:02:27.440 --> 00:02:30.960]  所以當時其實在耶穌的家鄉裡
[00:02:30.960 --> 00:02:33.520]  拿撒勒的同鄉 他的家人
[00:02:33.520 --> 00:02:37.480]  都聽聞耶穌在其他地方所行的奇事
[00:02:37.480 --> 00:02:39.400]  他們才會來到這個地方
[00:02:39.400 --> 00:02:41.200]  很想阻止耶穌
[00:02:41.200 --> 00:02:44.120]  為什麼要阻止耶穌呢?
[00:02:44.120 --> 00:02:47.640]  因為他們覺得祂瘋了
[00:02:47.640 --> 00:02:48.840]  在他們的眼中
[00:02:48.840 --> 00:02:51.040]  耶穌現在開始做的事
[00:02:51.040 --> 00:02:53.760]  是一個瘋狂所做的事
[00:02:53.760 --> 00:02:57.560]  他們不明白耶穌來到這個世界上的使命
[00:02:57.560 --> 00:03:00.160]  祂所要做的工作是什麼
[00:03:00.160 --> 00:03:02.640]  所以他們很想阻止祂
[00:03:02.640 --> 00:03:05.200]  當時耶穌沒有跟他們回到家鄉
[00:03:05.200 --> 00:03:06.680]  但到了第六章
[00:03:06.680 --> 00:03:10.880]  耶穌就去到自己的家鄉裡
[00:03:10.880 --> 00:03:12.080]  耶穌離開拿撒勒
[00:03:12.080 --> 00:03:13.800]  相信那裡就是加伯隆
[00:03:13.800 --> 00:03:15.840]  來到自己的家鄉
[00:03:15.840 --> 00:03:18.400]  當時門徒都跟從著祂
[00:03:18.400 --> 00:03:19.640]  到了安息日
[00:03:19.640 --> 00:03:22.000]  在會堂裡教導人
[00:03:22.000 --> 00:03:24.840]  眾人聽見就很驚奇說
[00:03:24.840 --> 00:03:27.000]  「這人哪來這本事呢?
[00:03:27.000 --> 00:03:29.800]  所賜給他的是什麼智慧?
[00:03:29.800 --> 00:03:35.280]  他所做的,似何等的儀能?」
[00:03:35.280 --> 00:03:37.240]  最後那三條問題
[00:03:37.240 --> 00:03:38.600]  不知道讓你去讀
[00:03:38.600 --> 00:03:41.400]  你會用什麼語氣呢?
[00:03:41.400 --> 00:03:42.840]  你可以想像一下
[00:03:42.840 --> 00:03:44.560]  耶穌家鄉的人
[00:03:44.560 --> 00:03:46.760]  他的語氣會是怎樣呢?
[00:03:46.760 --> 00:03:48.480]  會很驚訝地說
[00:03:48.480 --> 00:03:50.560]  「嘩!這個人這麼厲害!
[00:03:50.560 --> 00:03:53.120]  他的能力是從哪裡來的?
[00:03:53.120 --> 00:03:54.160]  還是
[00:03:54.160 --> 00:03:56.960]  嘩!這個人的東西是怎樣來的?
[00:03:56.960 --> 00:03:57.720]  他的智慧
[00:03:57.720 --> 00:04:00.720]  他怎會突然間這麼厲害?」
[00:04:00.720 --> 00:04:02.440]  他們不同的看法
[00:04:02.440 --> 00:04:03.840]  不同的想法
[00:04:03.840 --> 00:04:07.360]  其實代表他們對耶穌的看法是很不同的
[00:04:07.360 --> 00:04:08.640]  我們今天會在一段經文裡
[00:04:08.640 --> 00:04:12.520]  去看耶穌的同鄉怎樣去看待耶穌
[00:04:12.520 --> 00:04:14.960]  當耶穌在會堂裡
[00:04:14.960 --> 00:04:16.360]  教訓完人之後
[00:04:16.360 --> 00:04:18.120]  雖然馬可沒有說內容
[00:04:18.120 --> 00:04:20.200]  但他就很詳細地記錄
[00:04:20.200 --> 00:04:22.880]  他的同鄉有些什麼反應
[00:04:22.880 --> 00:04:25.560]  他的同鄉第一個反應就是
[00:04:25.560 --> 00:04:27.640]  「驚奇」
[00:04:27.640 --> 00:04:31.680]  他們可能以前聽聞很多耶穌的事
[00:04:31.680 --> 00:04:32.800]  但是
[00:04:32.800 --> 00:04:34.400]  今天終於見到耶穌
[00:04:34.400 --> 00:04:36.520]  在會堂裡教導人
[00:04:36.520 --> 00:04:37.880]  單單聽他的教導
[00:04:37.880 --> 00:04:41.800]  他們已經覺得很驚訝、很驚奇
[00:04:41.800 --> 00:04:42.640]  他們會問
[00:04:42.640 --> 00:04:45.880]  究竟他的本事是從哪裡來的呢?
[00:04:45.880 --> 00:04:50.400]  「驚奇」這個字其實在新約裡出現了十三次
[00:04:50.400 --> 00:04:53.680]  其中有十二次都在福音書裡
[00:04:53.680 --> 00:04:55.280]  而且都是用來形容
[00:04:55.280 --> 00:04:57.800]  當人見到神走的歧視
[00:04:57.800 --> 00:05:00.520]  或者教訓的時候的反應
[00:05:00.520 --> 00:05:03.880]  都是用來形容神所做的事
[00:05:03.880 --> 00:05:07.240]  而當耶穌走這些歧視的時候
[00:05:07.240 --> 00:05:08.840]  很多人都會覺得
[00:05:08.840 --> 00:05:10.120]  都會問一個問題
[00:05:10.120 --> 00:05:13.080]  究竟他的能力來自哪裡呢?
[00:05:13.080 --> 00:05:15.960]  好像那些法利賽人曾經說過耶穌
[00:05:15.960 --> 00:05:18.400]  他是靠著鬼王去趕鬼的
[00:05:18.400 --> 00:05:20.720]  他們不知道他的能力是從哪裡來的
[00:05:20.720 --> 00:05:23.440]  同樣他家鄉的人也是這樣想
[00:05:23.440 --> 00:05:26.400]  究竟這個人的本事是從哪裡來的呢?
[00:05:26.400 --> 00:05:28.120]  用這個人
[00:05:28.120 --> 00:05:30.240]  連耶穌的名字都沒有提到
[00:05:30.240 --> 00:05:33.760]  並且他所賜給他的是什麼智慧呢?
[00:05:33.760 --> 00:05:36.600]  他所做的是什麼異能呢?
[00:05:36.600 --> 00:05:38.440]  其實他們問這些問題
[00:05:38.440 --> 00:05:40.240]  其實代表著他們真的知道
[00:05:40.240 --> 00:05:44.200]  或者見過耶穌所行的很奇妙的事
[00:05:44.200 --> 00:05:45.600]  只不過他們不明白
[00:05:45.600 --> 00:05:51.120]  耶穌為什麼會走出這些歧視
[00:05:51.120 --> 00:05:54.240]  當我們去問這個問題的時候
[00:05:54.240 --> 00:05:56.160]  其實代表著
[00:05:56.160 --> 00:06:00.200]  他們覺得耶穌本來是沒有這些能力的
[00:06:00.200 --> 00:06:01.960]  他們認識的耶穌
[00:06:01.960 --> 00:06:03.680]  本來就沒有這些能力
[00:06:03.680 --> 00:06:05.040]  做不出這些事
[00:06:05.040 --> 00:06:08.200]  為什麼現在他會變成這樣呢?
[00:06:08.200 --> 00:06:11.120]  而同鄉也發問他們見過
[00:06:11.120 --> 00:06:13.080]  這些驚訝的事
[00:06:13.080 --> 00:06:17.600]  最後他同鄉有什麼反應呢?
[00:06:17.600 --> 00:06:19.080]  在看他同鄉的反應之前
[00:06:19.080 --> 00:06:21.080]  我想問一下大家
[00:06:21.080 --> 00:06:23.160]  你們有沒有試過在神的裏邊
[00:06:23.160 --> 00:06:26.560]  經歷過一些很奇妙
[00:06:26.560 --> 00:06:30.520]  令你很驚訝的事?
[00:06:30.520 --> 00:06:34.360]  我想當你去遇到耶穌的時候
[00:06:34.360 --> 00:06:35.680]  總會有的
[00:06:35.680 --> 00:06:40.960]  不過看你怎樣去界定令你很驚奇很驚訝的事
[00:06:40.960 --> 00:06:42.040]  我就經歷過
[00:06:42.040 --> 00:06:45.360]  大家想不想聽呢?
[00:06:45.360 --> 00:06:48.440]  我經歷的一件事是發生在這個地方
[00:06:48.440 --> 00:06:51.080]  有沒有人認得這個地方在哪裏呢?
[00:06:51.080 --> 00:06:52.520]  如果你有走過山的
[00:06:52.520 --> 00:06:56.040]  都應該會走過的
[00:06:56.040 --> 00:06:58.560]  這個是西貢的狼騎
[00:06:58.560 --> 00:07:00.280]  有沒有人去過呢?
[00:07:00.280 --> 00:07:03.440]  有一點
[00:07:03.440 --> 00:07:06.280]  這個狼騎在我的標準
[00:07:06.280 --> 00:07:07.120]  如果要行山
[00:07:07.120 --> 00:07:10.480]  即是在西貢的大壩走進去的話
[00:07:10.480 --> 00:07:10.960]  對我來說
[00:07:10.960 --> 00:07:12.640]  五級是最高級
[00:07:12.640 --> 00:07:14.280]  都有三級半的
[00:07:14.280 --> 00:07:17.400]  其實這條山路一點也不容易走
[00:07:17.400 --> 00:07:20.240]  在走完這條很遠處的山路之後
[00:07:20.240 --> 00:07:21.880]  你會到達一個很漂亮的海灘
[00:07:21.880 --> 00:07:23.720]  就是狼騎
[00:07:23.720 --> 00:07:25.560]  這個這麼漂亮的地方
[00:07:25.560 --> 00:07:27.920]  也發生了一些很漂亮的事
[00:07:27.920 --> 00:07:29.800]  就是有一個很特別的機構
[00:07:29.800 --> 00:07:31.640]  叫做戶外團契
[00:07:31.640 --> 00:07:33.920]  是一個福音戒毒的機構
[00:07:33.920 --> 00:07:36.560]  它就在一個這麼漂亮的沙灘這個地方
[00:07:36.560 --> 00:07:38.000]  有一個戒毒村
[00:07:38.000 --> 00:07:40.720]  用福音來戒毒
[00:07:40.720 --> 00:07:44.240]  記得我當時在讀中七
[00:07:44.240 --> 00:07:47.760]  我就跟著一個沒有宗教背景的社區中心
[00:07:47.760 --> 00:07:52.480]  去參觀狼騎戶外團契
[00:07:52.480 --> 00:07:54.520]  當時我還沒有認識耶穌
[00:07:54.520 --> 00:07:58.440]  因為我從幼稚園到中學
[00:07:58.440 --> 00:08:01.560]  都是讀佛教學校的
[00:08:01.560 --> 00:08:03.560]  當我中七畢業
[00:08:03.560 --> 00:08:05.200]  差不多在畢業的暑假的時候
[00:08:05.200 --> 00:08:09.920]  去參觀戶外團契
[00:08:09.920 --> 00:08:11.760]  也說一下我的背景
[00:08:11.760 --> 00:08:15.560]  我家在灣仔經營食肆
[00:08:15.560 --> 00:08:17.240]  曾經做過大排檔
[00:08:17.240 --> 00:08:23.160]  所以我經常會接觸很多不同種類的人
[00:08:23.160 --> 00:08:25.280]  包括黑社會
[00:08:25.280 --> 00:08:26.840]  吸毒的人
[00:08:26.840 --> 00:08:28.400]  三三五惡的人
[00:08:28.400 --> 00:08:32.200]  我自小就在這些人堆裡長大
[00:08:32.200 --> 00:08:34.640]  也很熟悉灣仔的夜生活
[00:08:34.640 --> 00:08:39.920]  所以當我見到一些戶外團契裡的弟兄的時候
[00:08:39.920 --> 00:08:41.520]  我未至於很害怕
[00:08:41.520 --> 00:08:43.080]  為什麼會害怕呢
[00:08:43.080 --> 00:08:46.320]  當時我中七也是一個少女
[00:08:46.320 --> 00:08:51.840]  想像不到我是少女
[00:08:51.840 --> 00:08:55.480]  但是這班弟兄
[00:08:55.480 --> 00:08:58.520]  每個都很健碩
[00:08:58.520 --> 00:09:03.200]  他們當時不是坐船運貨
[00:09:03.200 --> 00:09:04.720]  而是運送物資
[00:09:04.720 --> 00:09:09.640]  他們要抬著物資從山上走到村裡
[00:09:09.640 --> 00:09:12.040]  所以每個都鍛鍊得很健碩
[00:09:12.040 --> 00:09:14.240]  雖然他們曾經吸毒
[00:09:14.240 --> 00:09:18.720]  吸毒的人的身體會很瘦
[00:09:18.720 --> 00:09:20.840]  但他們已經鍛鍊得很健碩
[00:09:20.840 --> 00:09:23.040]  加上經常被太陽曬
[00:09:23.040 --> 00:09:26.560]  又很黑 又健碩
[00:09:26.560 --> 00:09:32.480]  重點是全身都是紋身
[00:09:32.480 --> 00:09:37.040]  如果你看到外表是這樣的人的時候
[00:09:37.040 --> 00:09:39.640]  我心裡也有一點點的怯
[00:09:39.640 --> 00:09:42.200]  但是我未至於很害怕
[00:09:42.200 --> 00:09:45.640]  因為我有些背景
[00:09:45.640 --> 00:09:48.120]  但我不知道怎樣跟他們溝通
[00:09:48.120 --> 00:09:49.720]  怎樣跟他們說話呢
[00:09:49.720 --> 00:09:51.200]  他們會不會很兇呢
[00:09:51.200 --> 00:09:53.920]  會不會粗聲粗氣呢
[00:09:53.920 --> 00:09:56.520]  但當我未敢跟他們說話的時候
[00:09:56.520 --> 00:09:59.560]  有一個弟兄年紀比較大
[00:09:59.560 --> 00:10:01.520]  他已經成功戒毒
[00:10:01.520 --> 00:10:04.760]  而且一直都在戶外團體裡服侍
[00:10:04.760 --> 00:10:07.120]  當他開口跟我說話的時候
[00:10:07.120 --> 00:10:10.400]  我真的張開眼睛
[00:10:10.400 --> 00:10:13.400]  覺得這件事很神奇
[00:10:13.400 --> 00:10:15.800]  因為他說話好像配音一樣
[00:10:15.800 --> 00:10:18.000]  為什麼好像配音一樣呢
[00:10:18.000 --> 00:10:21.320]  因為他很溫柔 很溫柔
[00:10:21.320 --> 00:10:23.880]  很陰聲細氣 很溫柔
[00:10:23.880 --> 00:10:27.000]  那種溫柔是從心裡發出來的
[00:10:27.000 --> 00:10:30.000]  就好像見到一個黑社會
[00:10:30.000 --> 00:10:32.000]  很溫柔地關心你
[00:10:32.000 --> 00:10:37.200]  你覺得這件事是很難接受的
[00:10:37.200 --> 00:10:41.200]  我覺得這件事很厲害 為什麼呢
[00:10:41.200 --> 00:10:43.880]  當我在營裡自由時間的時候
[00:10:43.880 --> 00:10:45.360]  我就走出去他們的教堂
[00:10:45.360 --> 00:10:46.320]  他們那時候有一個教堂
[00:10:46.320 --> 00:10:48.040]  教堂外面有一個十字架
[00:10:48.040 --> 00:10:49.240]  我找不到照片
[00:10:49.240 --> 00:10:51.640]  我記得有一個十字架
[00:10:51.640 --> 00:10:53.560]  我就看著那個十字架
[00:10:53.560 --> 00:10:55.600]  我就問
[00:10:55.600 --> 00:10:58.320]  這個究竟是一個什麼神
[00:10:58.320 --> 00:11:00.000]  這麼厲害
[00:11:00.000 --> 00:11:01.760]  可以幫助人戒毒
[00:11:01.760 --> 00:11:02.960]  不僅如此
[00:11:02.960 --> 00:11:06.200]  他還可以改變人的氣質
[00:11:06.200 --> 00:11:10.440]  將一個原本我期待是一個很粗聲粗氣
[00:11:10.440 --> 00:11:14.760]  起碼不溫柔也不會很細聲的
[00:11:14.760 --> 00:11:18.560]  但是很溫柔 是從心裡發出來的
[00:11:18.560 --> 00:11:20.720]  當我去問這個問題的時候
[00:11:20.720 --> 00:11:24.440]  其實是神給我一個很好的機會
[00:11:24.440 --> 00:11:27.240]  引發我很想去認識祂
[00:11:27.240 --> 00:11:29.240]  所以這是我生命裡第一次
[00:11:29.240 --> 00:11:32.440]  因為神而經歷一件很奇妙的事
[00:11:32.440 --> 00:11:34.160]  直到我中四畢業
[00:11:34.160 --> 00:11:36.400]  然後就進了一間基督教的大學
[00:11:36.400 --> 00:11:38.880]  我在大學裡去信耶穌
[00:11:38.880 --> 00:11:41.640]  所以我覺得是神給我一個很好的機會
[00:11:41.640 --> 00:11:44.080]  讓我去認識祂
[00:11:44.080 --> 00:11:48.520]  不知道你有沒有經歷過這樣的事呢
[00:11:48.520 --> 00:11:50.040]  或者在你的生命裡
[00:11:50.040 --> 00:11:55.760]  你經歷過神在你很病的時候去醫治你
[00:11:55.760 --> 00:11:59.160]  在你很需要安慰的時候去幫助你
[00:11:59.160 --> 00:12:03.040]  可能我們的經歷都很不一樣
[00:12:03.040 --> 00:12:04.440]  對我來說
[00:12:04.440 --> 00:12:05.920]  最大的神蹟
[00:12:05.920 --> 00:12:09.400]  是神可以改變人的生命
[00:12:09.400 --> 00:12:12.120]  或者對你來說是其他的東西
[00:12:12.120 --> 00:12:13.960]  但是一樣都不重要
[00:12:13.960 --> 00:12:16.200]  重點是這些是經歷
[00:12:16.200 --> 00:12:17.640]  這些是體驗
[00:12:17.640 --> 00:12:19.640]  並不是終點
[00:12:19.640 --> 00:12:21.280]  這些經歷這些體驗
[00:12:21.280 --> 00:12:26.400]  其實是引導我們去更深的認識耶穌
[00:12:26.400 --> 00:12:27.920]  最終我們是願意
[00:12:27.920 --> 00:12:31.080]  將我們的生命擺上給神去更新
[00:12:31.080 --> 00:12:34.200]  我們的身心靈都得醫治
[00:12:34.200 --> 00:12:37.920]  而且確信和歸向那位獨一的真神
[00:12:37.920 --> 00:12:40.240]  所以就算我們信了耶穌多久
[00:12:40.240 --> 00:12:42.800]  我們可能見過很多很奇妙的事
[00:12:42.800 --> 00:12:44.280]  我們不要停在這裡
[00:12:44.280 --> 00:12:46.960]  我們要繼續更深的去認識祂
[00:12:46.960 --> 00:12:48.760]  我們在神的話語裡邊
[00:12:48.760 --> 00:12:51.800]  和在我們生活上邊去實踐祂的話語
[00:12:51.800 --> 00:12:53.960]  不斷地繼續去經歷神
[00:12:53.960 --> 00:12:55.640]  讓神的話語和我們的經歷
[00:12:55.640 --> 00:12:57.600]  繼續讓我們去成長
[00:12:57.600 --> 00:12:59.920]  在經歷裡邊去建立信心
[00:12:59.920 --> 00:13:01.840]  繼續在神裡邊成長
[00:13:01.840 --> 00:13:04.120]  所以無論你今天可能信了主
[00:13:04.120 --> 00:13:06.560]  昨天那個講員說他信了主三十年
[00:13:06.560 --> 00:13:09.760]  那麼不知道你們信了主多少年呢
[00:13:09.760 --> 00:13:12.040]  無論是初信的信了很久的
[00:13:12.040 --> 00:13:17.320]  我們都繼續在神的裡邊有成長
[00:13:17.320 --> 00:13:19.200]  接著我們會看看
[00:13:19.200 --> 00:13:22.200]  耶穌的同鄉繼續發問的那三條問題是什麼
[00:13:22.200 --> 00:13:25.160]  總共他們問了六條問題
[00:13:25.160 --> 00:13:27.400]  這裡是接著那三條
[00:13:27.400 --> 00:13:29.680]  接著他們就問什麼呢
[00:13:29.680 --> 00:13:32.720]  這個不是木匠嗎
[00:13:32.720 --> 00:13:37.560]  這個人不是木匠嗎
[00:13:37.560 --> 00:13:40.040]  其實是說耶穌的身份
[00:13:40.040 --> 00:13:45.560]  在他們眼中耶穌的身份就是一個木匠
[00:13:45.560 --> 00:13:47.280]  在《馬太福音》裡邊他記載
[00:13:47.280 --> 00:13:50.960]  耶穌是一個木匠的兒子
[00:13:50.960 --> 00:13:53.720]  所以其實耶穌在地上的父親約翰
[00:13:53.720 --> 00:13:56.280]  其實是一個木匠
[00:13:56.280 --> 00:13:59.120]  可能耶穌都是繼承了他父親的職業
[00:13:59.120 --> 00:14:01.560]  成為了一個木匠
[00:14:01.560 --> 00:14:03.600]  他的同鄉甚至有可能
[00:14:03.600 --> 00:14:05.040]  這個只是推測而已
[00:14:05.040 --> 00:14:06.880]  會見過好像這個寶寶耶穌
[00:14:06.880 --> 00:14:12.040]  跟著他的父親學鬥木的過程
[00:14:12.040 --> 00:14:15.840]  在他們眼中他就是那個耶穌
[00:14:15.840 --> 00:14:17.800]  鬥木的
[00:14:17.800 --> 00:14:20.120]  沒什麼特別
[00:14:20.120 --> 00:14:24.200]  當時其實做木匠並不是一個很低下的職業
[00:14:24.200 --> 00:14:25.680]  它也是一門手藝
[00:14:25.680 --> 00:14:26.560]  是受人尊重的
[00:14:26.560 --> 00:14:28.560]  尤其是在鄉村的地方
[00:14:28.560 --> 00:14:30.440]  學了一門鬥木的手藝
[00:14:30.440 --> 00:14:31.960]  其實是很受尊重的
[00:14:31.960 --> 00:14:34.880]  我懷疑可能是源自
[00:14:34.880 --> 00:14:37.000]  大家記不記得舊時期
[00:14:37.000 --> 00:14:39.800]  以色列人要做會木
[00:14:39.800 --> 00:14:41.200]  做聖殿
[00:14:41.200 --> 00:14:45.080]  其實都需要很多考工的木匠去幫助
[00:14:45.080 --> 00:14:49.000]  所以木匠其實不是一個特別低下的職業
[00:14:49.000 --> 00:14:51.240]  但可能對當時在會堂裏面
[00:14:51.240 --> 00:14:53.920]  去發問的這些同鄉來說
[00:14:53.920 --> 00:14:55.360]  他沒什麼特別
[00:14:55.360 --> 00:14:56.960]  雖然他不是特別低下
[00:14:56.960 --> 00:14:58.720]  但也不是特別厲害
[00:14:58.720 --> 00:15:01.360]  很平凡而已 一個木匠
[00:15:01.360 --> 00:15:03.000]  甚至在他們眼中
[00:15:03.000 --> 00:15:04.440]  這個木匠的身份
[00:15:04.440 --> 00:15:06.720]  從來都沒有改變過
[00:15:06.720 --> 00:15:09.080]  他們不單止看他的身份
[00:15:09.080 --> 00:15:12.440]  然後就數他的家庭
[00:15:12.440 --> 00:15:13.600]  他們就說
[00:15:13.600 --> 00:15:15.600]  他不是瑪利亞的兒子
[00:15:15.600 --> 00:15:19.840]  雅各約西猶大西門的長兄嗎?
[00:15:19.840 --> 00:15:25.200]  他姐妹們不也是在澳門這類嗎?
[00:15:25.200 --> 00:15:28.200]  這班同鄉真的很熟悉耶穌
[00:15:28.200 --> 00:15:30.560]  他的兄弟的名字全部數出來
[00:15:30.560 --> 00:15:32.120]  甚至知道他有
[00:15:32.120 --> 00:15:33.720]  不是兄弟
[00:15:33.720 --> 00:15:35.280]  甚至有姐妹
[00:15:35.280 --> 00:15:37.360]  有些聖經書說兄弟的名字
[00:15:37.360 --> 00:15:38.720]  未必全部都是親兄弟
[00:15:38.720 --> 00:15:40.480]  有些可能是表兄弟
[00:15:40.480 --> 00:15:41.120]  我們不太清楚
[00:15:41.120 --> 00:15:43.920]  因為這些名字從來之後就沒有再出現過
[00:15:43.920 --> 00:15:47.640]  但起碼他們知道耶穌家裏有些什麼人
[00:15:47.640 --> 00:15:48.880]  特別的是
[00:15:48.880 --> 00:15:51.760]  當他去介紹他是誰的兒子的時候
[00:15:51.760 --> 00:15:54.480]  他沒有說是約瑟的兒子
[00:15:54.480 --> 00:15:56.960]  他說是瑪利亞的兒子
[00:15:56.960 --> 00:15:58.880]  這個有兩個可能性
[00:15:58.880 --> 00:16:02.520]  可能當時約瑟已經過世了
[00:16:02.520 --> 00:16:04.880]  所以他們就說他還有一個媽媽
[00:16:04.880 --> 00:16:07.040]  他就是瑪利亞的兒子
[00:16:07.040 --> 00:16:09.960]  又或者馬可福音特別強調
[00:16:09.960 --> 00:16:14.160]  耶穌的出生是由童貞女瑪利亞所殺
[00:16:14.160 --> 00:16:16.960]  所以就沒有提到他的爸爸
[00:16:16.960 --> 00:16:18.000]  無論如何
[00:16:18.000 --> 00:16:21.280]  這班同鄉很清楚耶穌的家庭
[00:16:21.280 --> 00:16:22.840]  他的出生
[00:16:22.840 --> 00:16:24.720]  於是他們的結論就是
[00:16:24.720 --> 00:16:26.120]  他也是這樣
[00:16:26.120 --> 00:16:28.120]  他家人都不在
[00:16:28.120 --> 00:16:29.960]  所以他有什麼特別
[00:16:29.960 --> 00:16:32.560]  他不是一個平凡人
[00:16:32.560 --> 00:16:35.120]  所以接下來的這三條問題
[00:16:35.120 --> 00:16:38.880]  其實是在回答他們前面的三條
[00:16:38.880 --> 00:16:40.600]  前面的三條是什麼
[00:16:40.600 --> 00:16:43.520]  他們問耶穌的能力從何而來
[00:16:43.520 --> 00:16:45.320]  接著他們後面的三條說
[00:16:45.320 --> 00:16:47.640]  哦 沒什麼特別
[00:16:47.640 --> 00:16:49.400]  一定不是從神而來
[00:16:49.400 --> 00:16:52.320]  他不是一個平凡人
[00:16:52.320 --> 00:16:54.080]  因為這些分析
[00:16:54.080 --> 00:16:57.040]  經過腦袋自問自答的分析
[00:16:57.040 --> 00:16:59.440]  他們就作出了一個結論
[00:16:59.440 --> 00:17:03.560]  他們就嫌棄他
[00:17:03.560 --> 00:17:06.920]  這班同鄉問完問題之後
[00:17:06.920 --> 00:17:12.760]  結論是嫌棄耶穌
[00:17:12.760 --> 00:17:14.840]  當我們看「嫌棄」這個字的時候
[00:17:14.840 --> 00:17:17.200]  我們看看在《馬可福音》十四章裡面
[00:17:17.200 --> 00:17:20.160]  同樣的一個字翻譯為「跌倒」
[00:17:20.160 --> 00:17:21.560]  當時發生什麼事呢
[00:17:21.560 --> 00:17:24.920]  就是耶穌準備要上十字架
[00:17:24.920 --> 00:17:27.120]  祂勸他的門徒提示他們
[00:17:27.120 --> 00:17:30.160]  告訴他們「你們要小心啊
[00:17:30.160 --> 00:17:33.400]  你們都會跌倒」
[00:17:33.400 --> 00:17:35.440]  當耶穌說完之後
[00:17:35.440 --> 00:17:38.520]  彼得就很勇猛地走出來說
[00:17:38.520 --> 00:17:41.240]  他說「個個都跌倒了
[00:17:41.240 --> 00:17:44.480]  我都不會跌的」
[00:17:44.480 --> 00:17:47.000]  是不是很厲害
[00:17:47.000 --> 00:17:50.320]  但最終彼得怎樣呢
[00:17:50.320 --> 00:17:52.320]  當耶穌被人抓了的時候
[00:17:52.320 --> 00:17:54.840]  他三次不認住
[00:17:54.840 --> 00:17:56.920]  雖然耶穌也跟彼得說過
[00:17:56.920 --> 00:18:01.360]  「你之後要回轉建立你的弟兄」
[00:18:01.360 --> 00:18:03.800]  彼得最終也回轉了
[00:18:03.800 --> 00:18:05.720]  建立教會
[00:18:05.720 --> 00:18:07.120]  但在這個過程中
[00:18:07.120 --> 00:18:10.880]  跌倒是否認耶穌
[00:18:10.880 --> 00:18:15.280]  當我們有機會因為懼怕而否認耶穌
[00:18:15.280 --> 00:18:17.400]  他真的是這樣
[00:18:17.400 --> 00:18:20.200]  在說他的同鄉厭惡耶穌
[00:18:20.200 --> 00:18:21.600]  厭棄耶穌
[00:18:21.600 --> 00:18:23.240]  就是他們否認耶穌
[00:18:23.240 --> 00:18:25.440]  不相信耶穌
[00:18:25.440 --> 00:18:27.440]  所以厭棄這個字
