
[00:00:00.000 --> 00:00:04.080]  各位電影節目早晨,下星期重返聚會,再和大家空中見面
[00:01:39.720 --> 00:01:44.720]  你們要開墾荒地,現今正是尋求耶和華的時候
[00:01:44.720 --> 00:01:47.960]  等他臨到,公義必如雨降給你們
[00:01:47.960 --> 00:01:53.940]  你們耕種邪惡,收割罪業,吃的是荒原的果實
[00:01:53.940 --> 00:02:00.580]  因你依靠自己的行為,依賴你眾多的勇士
[00:02:00.580 --> 00:02:04.380]  大家都知道,上帝透過河西亞
[00:02:04.380 --> 00:02:07.980]  也透過祂和哥滅的一段婚姻
[00:02:07.980 --> 00:02:11.320]  來見證到祂和人,祂和祂子民之間的關係
[00:02:11.320 --> 00:02:14.020]  我們一路聽河西亞書,我們都知道
[00:02:14.020 --> 00:02:16.120]  但是到了第十章裡面的時候
[00:02:16.120 --> 00:02:19.620]  河西亞就特別提醒我們每一個人
[00:02:19.620 --> 00:02:27.700]  我們要開墾荒地,什麼叫開墾荒地呢?
[00:02:27.700 --> 00:02:31.080]  near 這個字在希伯利文原文
[00:02:31.080 --> 00:02:34.040]  near 這個字的意思不是一搭
[00:02:34.040 --> 00:02:37.540]  如果你有聽中文譯,有時有個困難
[00:02:37.540 --> 00:02:43.480]  就是中文的字是不能夠好像原文裡面那樣
[00:02:43.480 --> 00:02:45.120]  譯出當中的意思
[00:02:45.120 --> 00:02:48.560]  荒地這個字就不是一些完全沒有開墾過的地
[00:02:48.560 --> 00:02:54.000]  有些沙漠啊,或者是一些完全沒有開墾過的地
[00:02:54.000 --> 00:02:58.840]  荒地的意思就是,英文也比較好
[00:02:58.840 --> 00:03:00.640]  fellow ground,什麼叫fellow ground?
[00:03:00.640 --> 00:03:02.240]  就是你翻過的地
[00:03:02.240 --> 00:03:08.340]  就是說這些地呢,原本是種植過一些很茂盛的果實
[00:03:08.340 --> 00:03:11.240]  出產過很豐富的農產品
[00:03:11.240 --> 00:03:13.980]  那接著呢,過了那一遭
[00:03:13.980 --> 00:03:16.280]  那你就要再翻,是不是?
[00:03:16.280 --> 00:03:19.160]  就是要翻那些土,加肥,然後落播種
[00:03:19.160 --> 00:03:23.020]  然後又有新的果實長出來
[00:03:23.020 --> 00:03:24.560]  應該就是這樣的
[00:03:24.560 --> 00:03:29.060]  但是當收成了果實之後,果實的耕種過了
[00:03:29.060 --> 00:03:33.500]  接著你翻了土,翻了土之後,你沒有再理它
[00:03:33.500 --> 00:03:35.740]  你還沒有理它的時候會怎樣呢?
[00:03:35.740 --> 00:03:39.200]  就是如果你在加州你種過東西,你也知道,是不是?
[00:03:39.200 --> 00:03:43.240]  就是你翻了土之後,接著不理那些土,會怎樣呢?
[00:03:43.240 --> 00:03:48.040]  那就硬了,是不是?就是日子越久的時候,是不是?
[00:03:48.040 --> 00:03:49.560]  它不會有東西出來的,是不是?
[00:03:49.560 --> 00:03:52.260]  那就慢慢變成荒廢了
[00:03:52.260 --> 00:03:54.920]  本來是果實類類的
[00:03:54.920 --> 00:04:00.200]  但是現在就是完全的荒廢,沒有人去理會
[00:04:00.200 --> 00:04:03.440]  這一種就叫做荒地
[00:04:03.440 --> 00:04:05.500]  為什麼會有荒地出現呢?
[00:04:05.500 --> 00:04:09.140]  這個就是我們有時候頂智慧也會遇到
[00:04:09.140 --> 00:04:10.940]  希望你不是這樣,是不是?
[00:04:10.940 --> 00:04:12.480]  就是會遇到一些人
[00:04:12.480 --> 00:04:14.280]  有兩種人的
[00:04:14.280 --> 00:04:16.440]  一種就是,當然我希望你這樣
[00:04:16.440 --> 00:04:18.620]  叫「鹹魚翻山」,是不是?
[00:04:18.620 --> 00:04:22.780]  就是你看到那些頂智慧本來是很醜的,是不是?
[00:04:22.780 --> 00:04:24.660]  就是看見她一堆爛泥
[00:04:24.660 --> 00:04:27.460]  又頭殼偉農,是不是?
[00:04:27.460 --> 00:04:31.220]  又離開上帝,是不是?
[00:04:31.220 --> 00:04:32.660]  回來教會又不熱心
[00:04:32.660 --> 00:04:34.800]  怎麼知道呢?不知道要做些什麼呢?
[00:04:34.800 --> 00:04:37.000]  突然間就變成了很愛主
[00:04:37.000 --> 00:04:39.100]  將生命獻上當做活祭
[00:04:39.100 --> 00:04:45.480]  不斷地追求,你會發覺這是一個很復興的弟兄或者姊妹
[00:04:45.480 --> 00:04:48.780]  另外一種就是,我希望你們不要這樣
[00:04:48.780 --> 00:04:50.880]  我叫做「海鮮翻眼」
[00:04:50.880 --> 00:04:55.780]  本來她是很熱心、很愛主,你看見她
[00:04:55.780 --> 00:05:00.120]  你有時候都會問,她起仙的時候是真的很真誠
[00:05:00.120 --> 00:05:01.720]  為主去擺賞
[00:05:01.720 --> 00:05:06.620]  年輕的時候,什麼都為主獻上
[00:05:06.620 --> 00:05:10.000]  在台上吶喊、呼喚
[00:05:10.000 --> 00:05:13.840]  每一句都要「Hallelujah」
[00:05:13.840 --> 00:05:17.300]  但是過了一段日子,我發覺
[00:05:17.300 --> 00:05:20.000]  為何那個人銷聲匿跡呢?
[00:05:20.000 --> 00:05:22.280]  在教會裡面,叫她回教會她就再也不回了
[00:05:22.280 --> 00:05:24.840]  或者甚至告訴你,她再也不相信上帝
[00:05:24.840 --> 00:05:27.540]  不再回來教會,不再侍奉
[00:05:27.540 --> 00:05:35.180]  簡直變成了一個完全冷淡的所謂的基督徒
[00:05:35.180 --> 00:05:37.720]  我不知道有沒有見過一些這樣的弟兄姊妹
[00:05:37.720 --> 00:05:39.920]  我相信一定有見過
[00:05:39.920 --> 00:05:43.060]  也都說,希望你不是啦
[00:05:43.060 --> 00:05:45.900]  我在教會裡面侍奉這麼多年
[00:05:45.900 --> 00:05:49.500]  其實在香港最難過的就是見到不少
[00:05:49.500 --> 00:05:51.200]  真的不少,不是說大多數
[00:05:51.200 --> 00:05:55.480]  但是真的不少,這些「海鮮翻眼」的基督徒
[00:05:55.480 --> 00:05:59.540]  本來是果子累累,也都是很真誠
[00:05:59.540 --> 00:06:04.120]  見到他們那種的服侍,那種帶人信主的熱誠
[00:06:04.120 --> 00:06:09.860]  但是不知為何,他們今天變成了荒唐
[00:06:09.860 --> 00:06:15.660]  其中一個就是以前曾經跟我一起服侍的一個教牧同工
[00:06:15.660 --> 00:06:20.760]  在香港,很愛主,又懂不同的樂器,又上台
[00:06:20.760 --> 00:06:27.340]  可以大敬拜,就是有一段時間,不知為何
[00:06:27.340 --> 00:06:35.840]  他就開始離開四部曲,第一,離職
[00:06:35.840 --> 00:06:37.880]  第二,離婚
[00:06:37.880 --> 00:06:39.980]  第三,離開教會
[00:06:39.980 --> 00:06:44.680]  因為離婚的時候,教會可能要跟你談
[00:06:44.680 --> 00:06:48.300]  要去教會,你當然是不接受你的教會
[00:06:48.300 --> 00:06:50.500]  離開教會,退會
[00:06:50.500 --> 00:06:55.340]  退會你來我去,我又不是你的會友
[00:06:55.340 --> 00:06:59.240]  跟著第四,離開上帝
[00:06:59.240 --> 00:07:01.440]  你見到的時候,心裏面是很難過
[00:07:01.440 --> 00:07:10.080]  為何一個果實累累的好的土地,會變為荒地
[00:07:10.080 --> 00:07:12.920]  大家都知道聖經裏面說到土地
[00:07:12.920 --> 00:07:15.220]  就像耶穌基督說的「撒種」的比喻
[00:07:15.220 --> 00:07:20.800]  不是單只是physical的田地,是講述我們的心田
[00:07:20.800 --> 00:07:26.040]  神的話語,進到我們心裏面的時候,那種土壤是怎樣
[00:07:26.040 --> 00:07:32.480]  同樣地,舊約裏面,希伯來人看土地,其實都是講述一個心田
[00:07:32.480 --> 00:07:39.140]  今日,為何我們的心,會由熱心變為冷淡
[00:07:39.140 --> 00:07:45.480]  由好土變為荒土,由結果累累變為完全的荒涼
[00:07:45.480 --> 00:07:47.880]  我們就這樣看看,聖經裏面告訴我們
[00:07:47.880 --> 00:07:51.720]  為何好土變為荒地,我們自己檢視一下
[00:07:51.720 --> 00:07:53.820]  我們自己的生命是怎樣
[00:07:53.820 --> 00:07:57.100]  聖經羅塞亞書裏面告訴我們
[00:07:57.100 --> 00:08:00.500]  其他三個原因,為何,是屬靈的原因當然
[00:08:00.500 --> 00:08:05.640]  我們看,以色列人,他們進入迦南的時候
[00:08:05.640 --> 00:08:11.840]  是很合一,是很愛主,是堅定的跟從要和
[00:08:11.840 --> 00:08:14.240]  跟從約書入內,打天下
[00:08:14.240 --> 00:08:18.980]  甚至那兩個半的支派,裏面人、加德人和馬來西亞半個支派人
[00:08:18.980 --> 00:08:22.720]  本來他們是,德地已經是約旦河東的地方
[00:08:22.720 --> 00:08:26.620]  但他們說,我們這班是兄弟手足,我們要一起進去
[00:08:26.620 --> 00:08:29.820]  和你們一起,本來我們可以安居樂業,但我不要住
[00:08:29.820 --> 00:08:32.900]  我要和你們一起,得著這塊迦南美地
[00:08:32.900 --> 00:08:35.940]  才回到我們約旦河東的地方
[00:08:35.940 --> 00:08:39.600]  你看他們那種合一,那種的愛主,是吧
[00:08:39.600 --> 00:08:44.640]  約書說我們要一起,加德人說,我們要和你們一起去
[00:08:44.640 --> 00:08:48.680]  我們怎樣代摩西,也要怎樣代理,這句說話很可怕
[00:08:48.680 --> 00:08:55.560]  但他們說,堅定要跟從約書,然後到約書死之前
[00:08:55.560 --> 00:09:02.400]  他們答應約書,我們必定跟從耶和華
[00:09:02.400 --> 00:09:07.300]  但為何過了幾百年之後
[00:09:07.300 --> 00:09:10.800]  這個南國和北國就分裂
[00:09:10.800 --> 00:09:14.180]  本來是合一的一個民族,分裂
[00:09:14.180 --> 00:09:20.220]  接著兩個國家都被外族去滅亡
[00:09:20.220 --> 00:09:26.120]  表面上給我們看,政治軍事上,是外族強大
[00:09:26.120 --> 00:09:29.960]  你世弱,那就被人侵吞,是吧
[00:09:29.960 --> 00:09:36.060]  在屬靈裏面,聖經告訴我們,因為以色列人離棄耶和華
[00:09:36.060 --> 00:09:43.760]  所以神用外邦去懲罰,去管教祂自己的子民
[00:09:43.760 --> 00:09:49.400]  我們看看為何這些好土會變為荒地呢
[00:09:49.400 --> 00:09:52.100]  第一件事,半條心對付罪
[00:09:52.100 --> 00:09:59.720]  他們講空話,以假誓立若,因此懲罰如苦菜,滋生在田間的泥溝中
[00:09:59.720 --> 00:10:05.520]  講空話,即是說謊,即是答應你,或者說的話根本做不到,沒有做到
[00:10:05.520 --> 00:10:10.700]  立假誓,即是說在上帝面前呼天搶地,說我立若要怎樣
[00:10:10.700 --> 00:10:14.540]  我要跟從耶和華,我要一生一世跟從你,是吧
[00:10:14.540 --> 00:10:21.040]  講天下無敵,如果用廣東話,頭兩句就是
[00:10:21.040 --> 00:10:26.540]  他們,大隻講,誓怨當食生財
[00:10:26.540 --> 00:10:31.040]  就是這樣,他們說自己信耶和華,是吧
[00:10:31.040 --> 00:10:35.960]  但實際上是完全得過港字
[00:10:35.960 --> 00:10:41.760]  因此他們說,懲罰如苦菜,滋生在田間當中
[00:10:41.760 --> 00:10:48.500]  這個苦菜不是那些敗子,即是新約裡面講的那些荊棘等等
[00:10:48.500 --> 00:10:55.600]  苦菜原文是毒草,即是一些有毒的毒草
[00:10:55.600 --> 00:11:01.980]  即是說這些毒草在田間裡面,一直生長的時候,甚至殺了種
[00:11:01.980 --> 00:11:06.180]  有好的種子出來,那些好的種子都不可以吃的
[00:11:06.180 --> 00:11:14.220]  因為那些毒草是有毒的,因此你吃了的時候會沒命的
[00:11:14.220 --> 00:11:17.860]  這裏講的是甚麼,第一件事就是,以色列人
[00:11:17.860 --> 00:11:22.760]  上帝說,為甚麼你們這裏變成荒地,種甚麼都種不到
[00:11:22.760 --> 00:11:26.060]  因為有很多毒草在當中,而毒草殺了當中的時候
[00:11:26.060 --> 00:11:29.540]  你又沒有去清除這些毒草
[00:11:29.540 --> 00:11:33.340]  因為你不捨得拔走這些毒草
[00:11:33.340 --> 00:11:39.840]  以致到最後整個田都會荒廢
[00:11:39.840 --> 00:11:43.120]  上帝提醒,以色列人也提醒我們
[00:11:43.120 --> 00:11:47.360]  今天在我們的心田裏面,有沒有毒草
[00:11:47.360 --> 00:11:51.360]  我們種在當中,是不願意去清除
[00:11:51.360 --> 00:11:58.800]  是不願意去清除,因為我們不捨得將它們拔走
[00:11:58.800 --> 00:12:02.300]  以致這些毒草一直在當中生長的時候
[00:12:02.300 --> 00:12:06.940]  我們再不能夠在心田裏面,成為一個好的土壤
[00:12:06.940 --> 00:12:09.640]  因為毒草一直生越多的時候
[00:12:09.640 --> 00:12:15.980]  那些好的東西,那些好的植物,都會被荒廢
[00:12:15.980 --> 00:12:23.020]  為甚麼以色列人惹上耶和華的怒氣呢
[00:12:23.020 --> 00:12:26.020]  就是當他們打完仗,進入迦蘭地
[00:12:26.020 --> 00:12:30.160]  打仗的時候當然是依靠上帝,因為要爭戰
[00:12:30.160 --> 00:12:33.700]  進入迦蘭地的時候,平靜了,安居樂業
[00:12:33.700 --> 00:12:42.100]  大家可以開始牧養生畜,他們要種地,開始要繁衍
[00:12:42.100 --> 00:12:45.240]  以前他們聽到的是,迦蘭人告訴我們
[00:12:45.240 --> 00:12:49.440]  有一個偶像,有一個神,他們的神叫巴力
[00:12:49.440 --> 00:12:52.880]  這個巴力的神是生殖的神
[00:12:52.880 --> 00:12:55.880]  是一個reproductive的神
[00:12:55.880 --> 00:12:58.260]  就說如果你拜巴力
[00:12:58.260 --> 00:13:02.860]  我們迦蘭人經歷過,拜巴力是能夠生養更多
[00:13:02.860 --> 00:13:05.220]  所以我教你們以色列人,你要拜巴力
[00:13:05.220 --> 00:13:07.220]  拜巴力的時候,你就會出產更多
[00:13:07.220 --> 00:13:11.060]  耶和華是可以信的,因為耶和華是戰鬥的神
[00:13:11.060 --> 00:13:14.600]  是保守你們爭戰勝利的上帝
[00:13:14.600 --> 00:13:18.900]  但如果你要發達,你要生養更多
[00:13:18.900 --> 00:13:22.940]  你就不要只拜耶和華,你要多拜一件事叫巴力
[00:13:22.940 --> 00:13:27.380]  巴力就不像耶和華,那麼淪陷的
[00:13:27.380 --> 00:13:30.320]  你可以又信耶和華,又信巴力
[00:13:30.320 --> 00:13:33.380]  他不會那麼jealous
[00:13:33.380 --> 00:13:36.460]  所以以色列人就說,好啦,讓你選擇
[00:13:36.460 --> 00:13:40.800]  現在不是再打仗,現在要安居樂業
[00:13:40.800 --> 00:13:42.800]  安居樂業的時候要怎樣?
[00:13:42.800 --> 00:13:45.560]  喂,他們拜就發達
[00:13:45.560 --> 00:13:51.040]  喂,我也要拜一下,因為我現在要種植,要生產更多
[00:13:51.040 --> 00:13:54.540]  接著我牧牛牧羊又要生產更多
[00:13:54.540 --> 00:13:58.040]  是不是?我子女我又想生產更多
[00:13:58.040 --> 00:14:03.120]  於是他們在家裡就立柱象,立祭壇
[00:14:03.120 --> 00:14:06.320]  他們就開始去拜巴力
[00:14:06.320 --> 00:14:11.320]  祈求巴力就是賜給他們有這些生產
[00:14:11.320 --> 00:14:15.560]  因為生產帶來的就是發達
[00:14:15.560 --> 00:14:20.560]  久而久之,這個嘉林人就告訴以色列人
[00:14:20.560 --> 00:14:25.740]  如果你要討好巴力,你就要做他們一些宗教儀式
[00:14:25.740 --> 00:14:30.380]  在家裡落祭壇,要去拜祭他
[00:14:30.380 --> 00:14:35.620]  要跟巴力那些廟祭發生性的關係
[00:14:35.620 --> 00:14:40.720]  因為這樣才能夠幫助你有繁衍,生產更多
[00:14:40.720 --> 00:14:45.860]  去所謂的實踐,或者行出巴力這個信仰裡面
[00:14:45.860 --> 00:14:49.800]  要求以色列人做的事
[00:14:49.800 --> 00:14:52.000]  所以以色列人就很興奮
[00:14:52.000 --> 00:14:57.840]  大家知道為什麼上帝這麼不開心?
[00:14:57.840 --> 00:15:03.440]  就是因為以色列人不是完全否定耶和華
[00:15:03.440 --> 00:15:09.440]  而是以色列人又拜耶和華,又拜巴力
[00:15:09.440 --> 00:15:15.820]  到了所羅門的時代,更加的烏煙瘴氣
[00:15:15.820 --> 00:15:21.300]  因為大家知道,所羅門就娶了很多外邦的女子為妻
[00:15:21.300 --> 00:15:26.200]  因為要搞關係,娶了他們的公主
[00:15:26.200 --> 00:15:29.900]  好了,公主來到耶路撒冷的時候
[00:15:29.900 --> 00:15:37.240]  他們說:「老公,我要回去鄉下祭祖,拜我的偶像」
[00:15:37.240 --> 00:15:41.780]  「我不信耶和華的,我是信埃及的神」
[00:15:41.780 --> 00:15:48.260]  皇帝就說:「喂,你是皇后,不可以出宮的,容不義」
[00:15:48.260 --> 00:15:52.120]  「紅杏出牆,我便糟糕了」
[00:15:52.120 --> 00:15:55.560]  「不行不行,不可以,不如這樣吧」
[00:15:55.560 --> 00:15:58.760]  「你信的上帝,你信的神」
[00:15:58.760 --> 00:16:03.260]  「我在耶路撒冷建造廟給你」
[00:16:03.260 --> 00:16:06.240]  「我盯著你,你不可以去那麼遠」
[00:16:06.240 --> 00:16:11.240]  「就在皇宮附近建造廟,你便可以去拜」
[00:16:11.240 --> 00:16:16.980]  所以,以色列人周圍都是那些叫「幽壇」
[00:16:16.980 --> 00:16:21.480]  周圍都是那些外邦人的偶像的廟
[00:16:21.480 --> 00:16:28.920]  就因為慢慢慢慢將人帶離開上帝
[00:16:28.920 --> 00:16:31.860]  等著,有些什麼你在生命裏面
[00:16:31.860 --> 00:16:34.960]  你明知是罪,明知是偶像
[00:16:34.960 --> 00:16:36.860]  你仍然不捨得放棄
[00:16:36.860 --> 00:16:40.760]  是因為沒有什麼,因為利益而已
[00:16:40.760 --> 00:16:44.740]  大家記不記得耶穌和少年人的官
[00:16:44.740 --> 00:16:47.340]  少年人的官說:「我什麼都跟從主的了」
[00:16:47.340 --> 00:16:49.540]  耶穌說:「我還有一樣」
[00:16:49.540 --> 00:16:53.520]  「你要施捨你所有的東西」
[00:16:53.520 --> 00:16:56.580]  有些人就說:「喂,我們個個都要這樣做」
[00:16:56.580 --> 00:16:59.680]  「沒有基督徒,不是很多基督徒願意這樣做的」
[00:16:59.680 --> 00:17:06.160]  因為實際上耶穌不是針對那個人是有錢或者沒有錢
[00:17:06.160 --> 00:17:08.440]  耶穌針對的就是
[00:17:08.440 --> 00:17:10.240]  那樣東西在你生命裏面
[00:17:10.240 --> 00:17:13.440]  是不是成為了你的毒草
[00:17:13.440 --> 00:17:20.540]  以致你不能夠全心全意地去侍奉、跟從耶穌
[00:17:20.540 --> 00:17:23.340]  大家知道的,在生命裏面
[00:17:23.340 --> 00:17:26.580]  為什麼上帝要針對這個少年人的財富呢?
[00:17:26.580 --> 00:17:30.880]  因為財富就是祂在生命裏面堅持的利益
[00:17:30.880 --> 00:17:32.340]  祂不想放棄的東西
[00:17:32.340 --> 00:17:37.900]  耶穌和其他人去挑戰祂們的都是不同的東西
[00:17:37.900 --> 00:17:40.400]  我不知道特撰姐妹生命裏面有些什麼是
[00:17:40.400 --> 00:17:47.040]  仍然是毒草在你的生命當中不斷地發生
[00:17:47.040 --> 00:17:50.060]  我在香港曾經有一個弟兄
[00:17:50.060 --> 00:17:52.740]  在報道會裏缺志,信得住
[00:17:52.740 --> 00:17:57.980]  信得住之後就去他家,帶我們去看
[00:17:57.980 --> 00:18:00.680]  做生意的,很有錢的那位弟兄
[00:18:00.680 --> 00:18:04.160]  在九肚山,在香港沙田九肚山上面居住
[00:18:04.160 --> 00:18:05.860]  我們就上去探望他
[00:18:05.860 --> 00:18:08.560]  進到家裏面見到介紹我們
[00:18:08.560 --> 00:18:13.460]  家裏面很大間屋裏面擺滿很多水晶
[00:18:13.460 --> 00:18:15.960]  水晶石
[00:18:15.960 --> 00:18:18.160]  他介紹說這些水晶石很厲害
[00:18:18.160 --> 00:18:22.300]  我生意蓬勃,回來摸一摸他們
[00:18:22.300 --> 00:18:25.620]  又會有好的生意,又能賺錢
[00:18:25.620 --> 00:18:29.460]  他說這一塊這一塊,這塊二十萬
[00:18:29.460 --> 00:18:31.880]  二十萬,即是港幣,二十萬
[00:18:31.880 --> 00:18:36.400]  他說這塊東西是二十萬,買回來很便宜的
[00:18:36.400 --> 00:18:39.800]  聽到我們,於是我們就跟這個弟兄說
[00:18:39.800 --> 00:18:42.220]  我說你信了耶穌之後
[00:18:42.220 --> 00:18:47.300]  第一件事,要將這些東西全部打碎,丟掉
[00:18:47.300 --> 00:18:48.980]  他說聽完之後,有沒有搞錯
[00:18:48.980 --> 00:18:52.900]  整個幾百萬水晶,怎樣打爛它
[00:18:52.900 --> 00:18:56.080]  我說這東西成為了你的偶像
[00:18:56.080 --> 00:19:01.520]  他說耶穌是天地的神,那麼偉大的上帝
[00:19:01.520 --> 00:19:05.060]  怎會害怕這些水晶
[00:19:05.060 --> 00:19:07.740]  我說不是耶穌害怕
[00:19:07.740 --> 00:19:09.780]  問題不是水晶,不是你的財富
[00:19:09.780 --> 00:19:11.740]  問題是你自己
[00:19:11.740 --> 00:19:16.180]  你的心是不是仍然在這些水晶當中
[00:19:16.180 --> 00:19:20.700]  或者你是傳言的依靠上帝
[00:19:20.700 --> 00:19:23.300]  講了一段時間,我想告訴你
[00:19:23.300 --> 00:19:30.200]  結果就是,他以後再沒有回來我教會
[00:19:30.200 --> 00:19:34.100]  不要緊,我真的覺得,喂,你自己選擇
[00:19:34.100 --> 00:19:37.140]  我已經將真理告訴你
[00:19:37.140 --> 00:19:40.700]  其實過去幾十年在木會裡面
[00:19:40.700 --> 00:19:43.500]  很多人,當我們要求他
[00:19:43.500 --> 00:19:46.860]  要將生命裡面的一些偶像、毒草除開
[00:19:46.860 --> 00:19:50.260]  無論是婚外情,無論是欠人的債
[00:19:50.260 --> 00:19:55.540]  無論是自己有一些賭博、色情等等的漏集
[00:19:55.540 --> 00:19:58.940]  要求他們將這些毒草除開
[00:19:58.940 --> 00:20:02.500]  我想告訴你,大部分的人
[00:20:02.500 --> 00:20:07.940]  很快就在教會裡面失蹤,沒有再回來
[00:20:07.940 --> 00:20:11.300]  有一些他願意的,很感謝主
[00:20:11.300 --> 00:20:13.660]  他希望生命有改變
[00:20:13.660 --> 00:20:16.300]  但大部分會告訴我們
[00:20:16.300 --> 00:20:23.140]  他寧願選擇又拜耶和華,又拜霸凌
[00:20:23.140 --> 00:20:25.940]  到最後,毒草就在他的生命裡面發生
[00:20:25.940 --> 00:20:28.300]  我見不到任何一個
[00:20:28.300 --> 00:20:30.300]  因為這樣會在主裡面
[00:20:30.300 --> 00:20:32.740]  是愛主生命有改變更多
[00:20:32.740 --> 00:20:35.140]  第二樣東西,半條心是奉神
[00:20:35.140 --> 00:20:38.540]  這個更加是以法連,是純良的,沒有牛毒
[00:20:38.540 --> 00:20:44.900]  戀愛犬谷,我要將這個額套在他肥美的頸項上
[00:20:44.900 --> 00:20:49.100]  他們要被套住,要耕田和要爬地
[00:20:49.100 --> 00:20:54.540]  這個農業社會,你知道當時你種植
[00:20:54.540 --> 00:20:57.100]  收成了一些谷,即是一些麥也好
[00:20:57.100 --> 00:20:59.940]  當時的米也有麥,一些麥也好
[00:20:59.940 --> 00:21:04.540]  於是你摘了他們出來之後,有殼的
[00:21:04.540 --> 00:21:08.300]  難道好像剛才撕主餐那些,難撕吧
[00:21:08.300 --> 00:21:11.900]  即是撕不開,逐粒撕,怎麼撕才行
[00:21:11.900 --> 00:21:14.660]  於是就要找動物幫忙,就要找牛
[00:21:14.660 --> 00:21:17.500]  牛就要爬地,爬完地之後
[00:21:17.500 --> 00:21:19.700]  那些東西有收成了,那些牛呢
[00:21:19.700 --> 00:21:23.100]  那些谷就鋪在地上,那些牛就在那裡踩
[00:21:23.100 --> 00:21:26.100]  用牠的蹄踩那些谷
[00:21:26.100 --> 00:21:28.900]  踩谷的時候,牛見到那些谷會吃的
[00:21:28.900 --> 00:21:30.900]  就讓牠吃,即是保羅說的
[00:21:30.900 --> 00:21:34.300]  即是不要攏住,踩谷的時候不要
[00:21:34.300 --> 00:21:42.300]  踩谷的時候就不要攏住牠
[00:21:42.300 --> 00:21:47.500]  但問題是,牛很聰明的
[00:21:47.500 --> 00:21:52.700]  他在說甚麼呢?甚麼是順良的母牛毒呢?
[00:21:52.700 --> 00:21:54.700]  中文也叫順良
[00:21:54.700 --> 00:21:59.700]  但其實原文那一字是叫順服
[00:21:59.700 --> 00:22:02.900]  英文NIV也叫trained
[00:22:02.900 --> 00:22:05.500]  即是已經學會了
[00:22:05.500 --> 00:22:10.500]  或者我們廣東話叫學精乖了
[00:22:10.500 --> 00:22:14.900]  他說以色列人,以法聯說的是北角以色列國
[00:22:14.900 --> 00:22:22.500]  以色列人是一隻好像學精乖了的母牛毒
[00:22:22.500 --> 00:22:25.900]  如果你是精的話,我讓你選擇,弟兄姊妹
[00:22:25.900 --> 00:22:31.900]  你想做一隻耕田的牛
[00:22:31.900 --> 00:22:35.900]  還是想做一隻踩谷的牛呢?
[00:22:35.900 --> 00:22:39.100]  踩谷呢,就是一邊踩一邊吃
[00:22:39.100 --> 00:22:41.300]  又是侍奉著
[00:22:41.300 --> 00:22:44.300]  只是爬地的呢,就是沒東西吃的
[00:22:44.300 --> 00:22:46.300]  難道要吃泥嗎?是吧?
[00:22:46.300 --> 00:22:49.100]  沒東西吃的,如果讓你選擇,你喜歡做甚麼?
[00:22:49.100 --> 00:22:50.900]  所以聖經就告訴他
[00:22:50.900 --> 00:22:55.900]  這隻以色列人學精乖了
[00:22:55.900 --> 00:22:58.900]  不喜歡單單侍奉上帝
[00:22:58.900 --> 00:23:01.900]  只是想做一點,半條心做一點
[00:23:01.900 --> 00:23:07.900]  但又有自己的利益,就選擇那些來做
[00:23:07.900 --> 00:23:11.900]  上帝說不行,要套住它
[00:23:11.900 --> 00:23:14.900]  要它做回應該要做的事
[00:23:14.900 --> 00:23:17.900]  我記得以前在香港團契
[00:23:17.900 --> 00:23:19.900]  即是我小時候回香港團契
