
[00:00:00.000 --> 00:00:03.500]  全印堂的大卿之愛主來平安
[00:03:50.940 --> 00:03:53.460]  我們整個生命就是敬拜
[00:03:53.460 --> 00:03:56.860]  我們用生命的全部來侍奉神
[00:03:56.860 --> 00:03:59.780]  這裡不是說我們全福音不重要
[00:03:59.780 --> 00:04:01.700]  其實敬拜神的教會
[00:04:01.700 --> 00:04:04.340]  自然就是一個全福音的教會
[00:04:04.340 --> 00:04:08.500]  因為這樣的教會才能夠榮耀神的名
[00:04:08.500 --> 00:04:11.380]  也都很自然會吸引周邊的人
[00:04:11.380 --> 00:04:13.460]  和我們一起的敬拜神
[00:04:13.460 --> 00:04:15.740]  就好像《少壇傳》初期的教會那樣
[00:04:15.740 --> 00:04:20.140]  神將得逃的人數天天加給教會
[00:04:20.140 --> 00:04:21.740]  在現實的生活中
[00:04:21.740 --> 00:04:24.180]  有時候我們都容易會逃怨
[00:04:24.180 --> 00:04:26.140]  或者覺得自己不夠好
[00:04:26.140 --> 00:04:28.180]  或者我們的福氣不夠多
[00:04:28.180 --> 00:04:30.340]  又達不到自己想做的目標
[00:04:30.340 --> 00:04:31.940]  或者理想
[00:04:31.940 --> 00:04:33.700]  甚至有時候會感覺到
[00:04:33.700 --> 00:04:36.340]  神好像虧欠了我們
[00:04:36.340 --> 00:04:38.180]  活得不開心
[00:04:38.180 --> 00:04:40.060]  又或者覺得好的時候
[00:04:40.060 --> 00:04:41.300]  又會覺得驕傲
[00:04:41.300 --> 00:04:43.660]  也都不懂得去感恩
[00:04:43.660 --> 00:04:47.300]  變得自負和驕傲
[00:04:47.300 --> 00:04:50.500]  所以很難活出一個感恩開心的人生
[00:04:50.500 --> 00:04:51.940]  讚美的人生
[00:04:51.940 --> 00:04:53.860]  如果是這樣的信徒
[00:04:53.860 --> 00:04:54.740]  不知道大家覺得
[00:04:54.740 --> 00:04:56.900]  它能不能夠吸引人去信耶穌
[00:04:56.900 --> 00:05:00.060]  聽福音呢?
[00:05:00.060 --> 00:05:01.580]  一個能夠全福音的信徒
[00:05:01.580 --> 00:05:04.220]  一定是一個心裏面已經感受神的恩典
[00:05:04.220 --> 00:05:05.500]  會讚美主
[00:05:05.500 --> 00:05:08.020]  述說神恩典的人
[00:05:08.020 --> 00:05:11.180]  在第三節那裏說
[00:05:11.180 --> 00:05:12.940]  耶和華堅造耶路撒冷
[00:05:12.940 --> 00:05:15.860]  聚集以色列中被趕散的人
[00:05:15.860 --> 00:05:17.420]  拜以豪傷心的人
[00:05:17.420 --> 00:05:19.820]  果好貪沒的相處
[00:05:19.820 --> 00:05:22.340]  這一篇詩篇
[00:05:22.340 --> 00:05:26.580]  估計是在以色列人被擄回歸之後
[00:05:26.580 --> 00:05:30.540]  重建城牆之後所寫的一篇詩篇
[00:05:30.540 --> 00:05:32.300]  所以他們很感受到
[00:05:32.300 --> 00:05:35.380]  重建耶路撒冷那份的喜悅
[00:05:35.380 --> 00:05:39.220]  被趕散在列邦裏面的那種留堂
[00:05:39.220 --> 00:05:40.740]  以色列人因為犯罪
[00:05:40.740 --> 00:05:42.740]  導致國破家亡
[00:05:42.740 --> 00:05:47.180]  他們也帶著沉重的傷痛和羞辱
[00:05:47.180 --> 00:05:50.020]  離開他們的家園和親友
[00:05:50.020 --> 00:05:52.100]  最後被擄到巴比倫
[00:05:52.100 --> 00:05:55.180]  現在他們可以回到自己的城市
[00:05:55.180 --> 00:05:56.300]  耶路撒冷
[00:05:56.300 --> 00:05:58.700]  在廢堆裏面重建城牆
[00:05:58.700 --> 00:06:00.460]  這一份的喜悅
[00:06:00.460 --> 00:06:04.660]  是神在他們身上的憐憫和恩典
[00:06:04.660 --> 00:06:06.300]  不知道大家有沒有試過建屋
[00:06:06.300 --> 00:06:07.140]  或者搬屋
[00:06:07.140 --> 00:06:08.220]  搬新屋有沒有試過的?
[00:06:08.220 --> 00:06:08.660]  舉手
[00:06:08.660 --> 00:06:09.820]  大仙姊妹
[00:06:09.820 --> 00:06:11.380]  都有幾位
[00:06:11.380 --> 00:06:13.540]  搬新屋開心嗎?
[00:06:13.540 --> 00:06:15.740]  開心
[00:06:15.740 --> 00:06:18.380]  曾經我記得有一個姊妹在前面
[00:06:18.380 --> 00:06:19.980]  她就抽了居屋
[00:06:19.980 --> 00:06:22.740]  她為這間居屋禱告了很多年
[00:06:22.740 --> 00:06:23.620]  後來終於抽到了
[00:06:23.620 --> 00:06:25.420]  她和丈夫非常開心
[00:06:25.420 --> 00:06:26.420]  就搬進新居
[00:06:26.420 --> 00:06:28.580]  邀請我們大仙姊妹
[00:06:28.580 --> 00:06:31.020]  一起到屋裏面慶祝
[00:06:31.020 --> 00:06:33.500]  去禱告、祝福
[00:06:33.500 --> 00:06:34.860]  一間屋子的入伙
[00:06:34.860 --> 00:06:36.460]  或者一間公司的成立
[00:06:36.460 --> 00:06:38.020]  都這麼開心
[00:06:38.020 --> 00:06:40.180]  何況是一個整個的城市
[00:06:40.180 --> 00:06:41.060]  整個民族
[00:06:41.060 --> 00:06:42.580]  她可以看到她自己的城牆
[00:06:42.580 --> 00:06:44.340]  可以再重建
[00:06:44.340 --> 00:06:47.020]  以色列人避老回歸那份的喜悅
[00:06:47.020 --> 00:06:49.340]  是多麼大?
[00:06:49.340 --> 00:06:51.940]  或者我們好像很久沒有實體聚會了
[00:06:51.940 --> 00:06:54.140]  大家回來的感受會是怎樣?
[00:06:54.140 --> 00:06:55.660]  開心嗎?
[00:06:55.660 --> 00:06:56.420]  很開心是吧
[00:06:56.420 --> 00:06:57.540]  看到你身邊的人
[00:06:57.540 --> 00:06:59.300]  和看到網上那個是不同的
[00:06:59.300 --> 00:07:01.180]  因為網上只看到負責的人
[00:07:01.180 --> 00:07:02.900]  你見不到你旁邊那個
[00:07:02.900 --> 00:07:05.500]  所以那份回來神的家
[00:07:05.500 --> 00:07:07.500]  重聚敬拜神的喜悅
[00:07:07.500 --> 00:07:09.820]  是很大的
[00:07:09.820 --> 00:07:13.660]  第四、第五節說到
[00:07:13.660 --> 00:07:16.100]  「她數點聲鬆的數目
[00:07:16.100 --> 00:07:17.860]  日日稱她的名
[00:07:17.860 --> 00:07:19.780]  我們的主
[00:07:19.780 --> 00:07:22.900]  偉大、最有能力
[00:07:22.900 --> 00:07:26.860]  她的智慧無法測度」
[00:07:26.860 --> 00:07:29.700]  另外在羅馬書一章二十節說
[00:07:29.700 --> 00:07:31.780]  「其實自從創世以來
[00:07:31.780 --> 00:07:33.460]  神那看得見的事
[00:07:33.460 --> 00:07:36.060]  就如她永恆的大能和神聖
[00:07:36.060 --> 00:07:37.580]  到時看得見的
[00:07:37.580 --> 00:07:40.700]  就是從她所做的萬物中可以領悟
[00:07:40.700 --> 00:07:43.140]  叫人無法推諉」
[00:07:43.140 --> 00:07:44.500]  其實宇宙萬物裏面
[00:07:44.500 --> 00:07:47.820]  都在見證有一位智慧的創造主
[00:07:47.820 --> 00:07:50.500]  那個就是我啟示的神
[00:07:50.500 --> 00:07:52.100]  祂知道星辰的數目
[00:07:52.100 --> 00:07:52.820]  天上的星星
[00:07:52.820 --> 00:07:55.020]  我們一眼看下去根本數不到
[00:07:55.020 --> 00:07:58.260]  但是聖經說「神一一數點」
[00:07:58.260 --> 00:08:02.580]  並且會喊祂的名
[00:08:02.580 --> 00:08:04.100]  同樣人很微小
[00:08:04.100 --> 00:08:05.620]  這個世界這麼多億人
[00:08:05.620 --> 00:08:08.260]  到底祂會不會記得我
[00:08:08.260 --> 00:08:09.180]  知不知道我的名字
[00:08:09.180 --> 00:08:14.620]  原來神是會紀念每一個人
[00:08:14.620 --> 00:08:16.540]  第六節
[00:08:16.540 --> 00:08:18.220]  耶穌說「父慈謙卑日
[00:08:18.220 --> 00:08:20.580]  將惡人傾覆於地」
[00:08:20.580 --> 00:08:21.900]  或者呂振宗譯本就說
[00:08:21.900 --> 00:08:25.180]  「永恆主使困苦人恢復精神
[00:08:25.180 --> 00:08:27.860]  使惡人降低至地」
[00:08:27.860 --> 00:08:30.980]  當我們在患難、在疾病、在困難裏面
[00:08:30.980 --> 00:08:32.860]  或者面對現在疫情
[00:08:32.860 --> 00:08:35.380]  可能又擔心通關之後會怎樣呢?
[00:08:35.380 --> 00:08:38.420]  或者我們回去內地探親又會怎樣呢?
[00:08:38.420 --> 00:08:40.340]  其實都有很多的憂慮
[00:08:40.340 --> 00:08:44.460]  或者當中也都有失業的、失戀的
[00:08:44.460 --> 00:08:47.660]  或者是失分的、面對挫敗的
[00:08:47.660 --> 00:08:48.940]  這些經歷
[00:08:48.940 --> 00:08:49.980]  我們有時候會感到
[00:08:49.980 --> 00:08:52.940]  到底神明不明白我的?
[00:08:52.940 --> 00:08:55.340]  見不見到我的需要?
[00:08:55.340 --> 00:08:57.700]  會不會我這麼渺小?
[00:08:57.700 --> 00:08:59.660]  我又不是很出色的一個信徒
[00:08:59.660 --> 00:09:01.820]  不是站台的那個
[00:09:01.820 --> 00:09:02.740]  神這麼忙
[00:09:02.740 --> 00:09:04.780]  一定忘記了我
[00:09:04.780 --> 00:09:06.380]  神這麼多事要處理
[00:09:06.380 --> 00:09:08.900]  祂又怎會想起我呢?
[00:09:08.900 --> 00:09:11.660]  當時這個也是以色列人的想法
[00:09:11.660 --> 00:09:12.540]  其實他們會想
[00:09:12.540 --> 00:09:14.500]  我都已經亡國了
[00:09:14.500 --> 00:09:17.620]  沒了國家、沒了聖殿
[00:09:17.620 --> 00:09:20.060]  神離棄了我們
[00:09:20.060 --> 00:09:21.460]  不過經文告訴我們
[00:09:21.460 --> 00:09:24.020]  無論在什麼的境況
[00:09:24.020 --> 00:09:26.420]  被驅散到去任何一個地方
[00:09:26.420 --> 00:09:30.460]  神的眼目都不會離開屬於祂的人
[00:09:30.460 --> 00:09:33.140]  所謂神不會睇流眼
[00:09:33.140 --> 00:09:36.420]  神不單止重修耶路撒冷的城牆
[00:09:36.420 --> 00:09:39.180]  祂也都恢復祂指明的生命
[00:09:39.180 --> 00:09:41.020]  那份靈性
[00:09:41.020 --> 00:09:43.020]  讓他們重新振作
[00:09:43.020 --> 00:09:44.940]  有人說在困難裡面
[00:09:44.940 --> 00:09:46.380]  不要向左看
[00:09:46.380 --> 00:09:47.700]  不要向右看
[00:09:47.700 --> 00:09:49.660]  也都不要向前看
[00:09:49.660 --> 00:09:50.740]  向後看
[00:09:50.740 --> 00:09:51.660]  向什麼?
[00:09:51.660 --> 00:09:53.540]  向上看
[00:09:53.540 --> 00:09:55.380]  因為創天造地的神
[00:09:55.380 --> 00:09:56.780]  就好像亞伯拉罕出去的時候
[00:09:56.780 --> 00:10:00.740]  神叫他仰望天上的聖獸
[00:10:00.740 --> 00:10:02.260]  那位創天造地的神
[00:10:02.260 --> 00:10:05.460]  會眷顧每一個屬於祂的人
[00:10:05.460 --> 00:10:07.060]  所以以色列人在秘魯之地
[00:10:07.060 --> 00:10:08.500]  經歷了神的眷顧
[00:10:08.500 --> 00:10:11.940]  他們可以返回他們自己的故鄉
[00:10:11.940 --> 00:10:13.100]  不釋放
[00:10:13.100 --> 00:10:14.660]  重修城牆
[00:10:14.660 --> 00:10:18.220]  其實這件事在人的眼中是不可能的
[00:10:18.220 --> 00:10:21.220]  因為當時波斯帝國還是強盛
[00:10:21.220 --> 00:10:23.740]  怎麼可能讓你回歸呢?
[00:10:23.740 --> 00:10:27.340]  但神就是這樣成就不可能的事情
[00:10:27.340 --> 00:10:30.700]  這樣對我們今天的生活有什麼意義呢?
[00:10:30.700 --> 00:10:34.540]  同樣其實我們都在經歷類似以色列人的景況
[00:10:34.540 --> 00:10:35.940]  或者我們在迷惘
[00:10:35.940 --> 00:10:37.340]  在黑暗
[00:10:37.340 --> 00:10:39.860]  在混亂很艱難的時代
[00:10:39.860 --> 00:10:41.820]  我們都需要回歸
[00:10:41.820 --> 00:10:43.500]  回歸在哪裡呢?
[00:10:43.500 --> 00:10:44.780]  當我們想到自己
[00:10:44.780 --> 00:10:48.140]  其實這個世界都是被罪捆綁
[00:10:48.140 --> 00:10:49.340]  無論是制度
[00:10:49.340 --> 00:10:50.380]  無論是人性
[00:10:50.380 --> 00:10:51.340]  都在罪的裡面
[00:10:51.340 --> 00:10:53.140]  在黑暗的當中
[00:10:53.140 --> 00:10:55.740]  你打開每天的報紙
[00:10:55.740 --> 00:10:57.020]  不知道看到的是好的消息
[00:10:57.020 --> 00:11:00.060]  還是壞的消息多呢?
[00:11:00.060 --> 00:11:01.140]  網上的新聞
[00:11:01.140 --> 00:11:02.780]  其實每一天
[00:11:02.780 --> 00:11:04.460]  社會都充斥著各樣的
[00:11:04.460 --> 00:11:07.180]  無論是詐騙
[00:11:07.180 --> 00:11:09.060]  很多的兇案
[00:11:09.060 --> 00:11:12.060]  都是一些不好的消息
[00:11:12.060 --> 00:11:13.180]  當我們看到這些的時候
[00:11:13.180 --> 00:11:15.740]  我們心裡面覺得很難過
[00:11:15.740 --> 00:11:19.180]  甚至我們都自己會被罪捆綁
[00:11:19.180 --> 00:11:21.300]  是被擄的一群
[00:11:21.300 --> 00:11:25.700]  我們心裡面、口裡面都會不自覺地犯罪
[00:11:25.700 --> 00:11:27.540]  有時候我們會傷害人
[00:11:27.540 --> 00:11:29.940]  或者我們被人傷害
[00:11:29.940 --> 00:11:31.620]  而一直在這種傷害裡面
[00:11:31.620 --> 00:11:33.380]  我們一直放不下
[00:11:33.380 --> 00:11:36.900]  在這裡被糾纏、困擾
[00:11:36.900 --> 00:11:38.100]  而時間越久
[00:11:38.100 --> 00:11:39.860]  這個傷口就越深
[00:11:39.860 --> 00:11:41.500]  也都會越痛
[00:11:41.500 --> 00:11:42.300]  看不見
[00:11:42.300 --> 00:11:43.500]  表面是埋口
[00:11:43.500 --> 00:11:46.420]  但是裡面是在流血
[00:11:46.420 --> 00:11:48.700]  特別在過去兩三年的裡面
[00:11:48.700 --> 00:11:51.700]  很多的對立、撕裂
[00:11:51.700 --> 00:11:53.620]  或者很多的不同
[00:11:53.620 --> 00:11:54.820]  打針、不打針
[00:11:54.820 --> 00:11:56.540]  疫苗通行證
[00:11:56.540 --> 00:11:58.060]  政見的分歧
[00:11:58.060 --> 00:12:01.460]  各樣的心靈都很難得到釋放
[00:12:01.460 --> 00:12:04.940]  我們每一個都需要神的醫治
[00:12:04.940 --> 00:12:08.740]  不同政見的都需要神的醫治
[00:12:08.740 --> 00:12:11.340]  此外我們身邊有不少人都移居
[00:12:11.340 --> 00:12:13.900]  有時候會覺得那種離別很突然
[00:12:13.900 --> 00:12:14.980]  很捨不得
[00:12:14.980 --> 00:12:16.060]  很牽掛
[00:12:16.060 --> 00:12:18.380]  很無奈
[00:12:18.380 --> 00:12:20.260]  神知道我們的處境
[00:12:20.260 --> 00:12:23.300]  明白我們的限制和軟弱
[00:12:23.300 --> 00:12:25.020]  縱然我們分散各地
[00:12:25.020 --> 00:12:28.820]  原來神仍然願意招聚屬於祂的兒女
[00:12:28.820 --> 00:12:30.820]  回到祂那裡
[00:12:30.820 --> 00:12:33.820]  無論在家、在外
[00:12:33.820 --> 00:12:35.500]  線上、線下
[00:12:35.500 --> 00:12:37.300]  都可以就近神
[00:12:37.300 --> 00:12:38.980]  經歷神的同在
[00:12:38.980 --> 00:12:42.220]  安慰、扶持和屬兄
[00:12:42.220 --> 00:12:45.220]  讓我們繼續在新的一年向前行
[00:12:45.220 --> 00:12:49.900]  第二部分
[00:12:49.900 --> 00:12:53.700]  我們要讚美神的慈愛是七到十一節
[00:12:55.700 --> 00:12:58.740]  詩人再次邀請人來讚美神
[00:12:58.740 --> 00:13:01.380]  因為神是慈愛的供應者
[00:13:01.380 --> 00:13:06.140]  這裡其實三個段落都有大自然的景象
[00:13:06.140 --> 00:13:09.900]  剛才我們說觀察了天上的星
[00:13:09.900 --> 00:13:14.180]  現在就看看天上的雲和降雨
[00:13:14.180 --> 00:13:17.940]  地上的小草、野獸和小烏鴉
[00:13:17.940 --> 00:13:19.820]  透過這些大自然的景象
[00:13:19.820 --> 00:13:22.300]  我們會看到神的供應
[00:13:22.300 --> 00:13:27.340]  就好像耶穌在馬大福音第六章也提過
[00:13:27.340 --> 00:13:32.940]  我們要看看野地的花和麻雀
[00:13:32.940 --> 00:13:34.300]  所以我們看看有人會問
[00:13:34.300 --> 00:13:37.540]  你不工作、不上班、不耕田
[00:13:37.540 --> 00:13:38.740]  難道張開口
[00:13:38.740 --> 00:13:41.180]  天上就有食物掉下來
[00:13:41.180 --> 00:13:43.860]  有飯吃飽飯了嗎?
[00:13:43.860 --> 00:13:47.300]  但原來聖經第三章創世紀的時候提醒我們
[00:13:47.300 --> 00:13:50.020]  因為人類的始祖亞當犯罪
[00:13:50.020 --> 00:13:56.140]  意思就是人要汗流滿面才可以活著
[00:13:56.140 --> 00:13:59.060]  不過創造主仍然眷顧人的需要
[00:13:59.060 --> 00:14:02.380]  此下甘霖,洗萬物可以生長
[00:14:02.380 --> 00:14:05.180]  如果沒有雨水、沒有陽光、沒有空氣
[00:14:05.180 --> 00:14:07.380]  就算我們怎麼努力
[00:14:07.380 --> 00:14:08.780]  天天去耕種
[00:14:08.780 --> 00:14:12.220]  其實都是徒然,都是沒用的
[00:14:12.220 --> 00:14:15.340]  私人特意用弱小的小草和小烏鴉
[00:14:15.340 --> 00:14:18.460]  來顯示神的慈愛和眷顧
[00:14:18.460 --> 00:14:20.940]  因為他們不可以靠其他東西
[00:14:20.940 --> 00:14:23.180]  只可以靠他們的父母
[00:14:23.180 --> 00:14:30.620]  或者父母更加要仰賴那位創天造地的神
[00:14:30.620 --> 00:14:34.220]  在第十和十一節有一個對比
[00:14:34.220 --> 00:14:36.100]  說神不喜越馬的力大
[00:14:36.100 --> 00:14:37.860]  不喜越人的腿快
[00:14:37.860 --> 00:14:42.380]  而說喜愛敬畏他和盼望他慈愛的人
[00:14:42.380 --> 00:14:45.780]  當時馬的力量是代表軍事的勢力
[00:14:45.780 --> 00:14:50.900]  人的腿快就是代表人的能力、智慧、團勢
[00:14:50.900 --> 00:14:55.420]  原來神不喜歡人靠自己的力量
[00:14:55.420 --> 00:14:56.980]  我們中國人很喜歡
[00:14:56.980 --> 00:15:00.540]  其實很多時候是靠一個智力的信仰
[00:15:00.540 --> 00:15:02.300]  無論是我們拜偶像
[00:15:02.300 --> 00:15:04.700]  拜一些傳統的宗教
[00:15:04.700 --> 00:15:06.220]  其實都是靠智力
[00:15:06.220 --> 00:15:07.740]  我們做好一點
[00:15:07.740 --> 00:15:08.900]  上多幾炷香
[00:15:08.900 --> 00:15:11.340]  做一些好事積陰德
[00:15:11.340 --> 00:15:16.820]  這個拜的偶像就會賜福我
[00:15:16.820 --> 00:15:20.620]  很多時候是用自己的能力去得到一些保障
[00:15:20.620 --> 00:15:23.020]  但是這告訴我們神不喜歡
[00:15:23.020 --> 00:15:24.020]  神喜歡的是什麼?
[00:15:24.020 --> 00:15:29.100]  是單單依靠他的人
[00:15:29.100 --> 00:15:33.540]  神喜越的是那些仰望神慈愛、信靠他的人
[00:15:33.540 --> 00:15:37.940]  他們這些人不依靠自己的能力、才幹和智慧
[00:15:37.940 --> 00:15:40.700]  而願意在神的面前謙卑
[00:15:40.700 --> 00:15:46.780]  用神的方法和時間去做事
[00:15:46.780 --> 00:15:48.060]  在現實的世界裡
[00:15:48.060 --> 00:15:50.820]  其實我們都很依靠自己的能力
[00:15:50.820 --> 00:15:54.060]  特別在現在科技很創新
[00:15:54.060 --> 00:15:55.700]  很多新科技裡面
[00:15:55.700 --> 00:15:58.220]  我們會用很多的複製
[00:15:58.220 --> 00:16:00.540]  或者很多網上的科技
[00:16:00.540 --> 00:16:03.220]  而忘記了
[00:16:03.220 --> 00:16:05.380]  原來一有問題就先想科技
[00:16:05.380 --> 00:16:07.300]  先想一些方法去解決
[00:16:07.300 --> 00:16:08.740]  而甚至在新年
[00:16:08.740 --> 00:16:09.900]  特別是農曆新年
[00:16:09.900 --> 00:16:13.820]  很多時候買一些風水書、命理書、獎賞書
[00:16:13.820 --> 00:16:17.260]  希望可以掌握自己的前途
[00:16:17.260 --> 00:16:18.860]  計劃一切
[00:16:18.860 --> 00:16:22.740]  趨吉避凶
[00:16:22.740 --> 00:16:25.180]  所以過去兩三年
[00:16:25.180 --> 00:16:26.340]  我們會看到
[00:16:26.340 --> 00:16:28.700]  原來很多東西我們計劃了
[00:16:28.700 --> 00:16:32.020]  無論是去旅行、去探親
[00:16:32.020 --> 00:16:35.260]  或者一些工作、一些學習
[00:16:35.260 --> 00:16:38.020]  都不在我們掌握的裡面
[00:16:38.020 --> 00:16:41.580]  一個連肉眼都看不到的細菌
[00:16:41.580 --> 00:16:44.220]  就可以反轉整個世界
[00:16:44.220 --> 00:16:48.460]  反轉了整個人類的日常生活
[00:16:48.460 --> 00:16:50.900]  新冠肺炎的細菌變種的速度
[00:16:50.900 --> 00:16:54.500]  原來比科技、醫學、疫苗發展
[00:16:54.500 --> 00:16:57.740]  和人類的應對方式更快
[00:16:57.740 --> 00:17:01.140]  令人們無所適從
[00:17:01.140 --> 00:17:02.260]  在這一切之下
[00:17:02.260 --> 00:17:08.100]  我們見到人的渺小和限制
[00:17:08.100 --> 00:17:10.220]  弟兄姊妹和朋友
[00:17:10.220 --> 00:17:12.700]  面對持續的疫情
[00:17:12.700 --> 00:17:15.340]  不明朗的經濟和社會環境
[00:17:15.340 --> 00:17:18.300]  你依靠的是什麼?
[00:17:18.300 --> 00:17:20.660]  我們需要工作、儲錢
