
[00:00:00.000 --> 00:00:02.600]  今天我們所要講的一個題目是
[00:06:13.600 --> 00:06:15.600]  他在敬拜的儀式上面
[00:06:15.600 --> 00:06:17.600]  第三個就是他說
[00:06:17.600 --> 00:06:19.600]  你在你一生虛空的年日
[00:06:19.600 --> 00:06:21.600]  就是神賜你在日光之下
[00:06:21.600 --> 00:06:23.600]  他說要同你所愛的妻
[00:06:23.600 --> 00:06:24.600]  當然反過來也是
[00:06:24.600 --> 00:06:26.600]  快活度日
[00:06:26.600 --> 00:06:28.600]  因為那是你生前在日光之下
[00:06:28.600 --> 00:06:30.600]  勞碌的世上所得的份
[00:06:30.600 --> 00:06:32.600]  最後一個就是你所做的事情
[00:06:32.600 --> 00:06:34.600]  就是你的工作上面
[00:06:34.600 --> 00:06:37.600]  這真的是一個很理想
[00:06:37.600 --> 00:06:38.600]  對不對
[00:06:38.600 --> 00:06:40.600]  很理想的一個所謂的
[00:06:40.600 --> 00:06:43.600]  享樂的人生觀
[00:06:43.600 --> 00:06:47.600]  我們先不講他對還是錯
[00:06:47.600 --> 00:06:49.600]  這也是我們對所羅門
[00:06:49.600 --> 00:06:51.600]  他所寫的東西的時候
[00:06:51.600 --> 00:06:53.600]  或者是不管是傳道書也好
[00:06:53.600 --> 00:06:55.600]  或者是真言也好
[00:06:55.600 --> 00:06:56.600]  很多弟兄姐妹
[00:06:56.600 --> 00:06:57.600]  當他看真言的時候
[00:06:57.600 --> 00:06:58.600]  他就會覺得說
[00:06:58.600 --> 00:07:00.600]  哎呀 這些不是都是神的應許嗎
[00:07:00.600 --> 00:07:03.600]  為什麼我們都經歷不到
[00:07:03.600 --> 00:07:04.600]  當然有兩方面
[00:07:04.600 --> 00:07:06.600]  一方面是因為我們不完全
[00:07:06.600 --> 00:07:07.600]  另外一方面
[00:07:07.600 --> 00:07:09.600]  當我們看真言的時候
[00:07:09.600 --> 00:07:10.600]  我們必須要知道
[00:07:10.600 --> 00:07:13.600]  所羅門他的背景 他的想法
[00:07:13.600 --> 00:07:14.600]  所以我們不能把真言裡面
[00:07:14.600 --> 00:07:16.600]  所有的東西都拿來當成
[00:07:16.600 --> 00:07:20.600]  聖經真理的教導的真理
[00:07:20.600 --> 00:07:22.600]  或者是說我們講說Doctrine
[00:07:22.600 --> 00:07:23.600]  我們不可以的
[00:07:23.600 --> 00:07:27.600]  因為那是他所觀察所得的
[00:07:27.600 --> 00:07:28.600]  所以我們看真言的時候
[00:07:28.600 --> 00:07:29.600]  我們也要很小心
[00:07:29.600 --> 00:07:31.600]  不過在這裡我們來看
[00:07:31.600 --> 00:07:34.600]  他說講了四個方面的享樂
[00:07:34.600 --> 00:07:35.600]  第一個就是物質方面的
[00:07:35.600 --> 00:07:38.600]  就是我們剛才在第九章第七節所說的
[00:07:38.600 --> 00:07:41.600]  其實神是供應人的物質需要
[00:07:41.600 --> 00:07:42.600]  對不對
[00:07:42.600 --> 00:07:44.600]  我們知道他在創世的時候
[00:07:44.600 --> 00:07:46.600]  他告訴亞當
[00:07:46.600 --> 00:07:48.600]  你們要吃的東西通通都有了
[00:07:48.600 --> 00:07:50.600]  我都給你預備好
[00:07:50.600 --> 00:07:52.600]  那麼你要在這裡做什麼事情
[00:07:52.600 --> 00:07:54.600]  他都講得很清楚了
[00:07:54.600 --> 00:07:56.600]  那在聖經裡面
[00:07:56.600 --> 00:07:57.600]  始祖行傳那邊也告訴我們說
[00:07:57.600 --> 00:08:02.600]  神創造這個地球是為了要人居住
[00:08:02.600 --> 00:08:06.600]  他不是要人在這個地上被受處罰
[00:08:06.600 --> 00:08:09.600]  這不是他的目的
[00:08:09.600 --> 00:08:10.600]  但是我們上次講過
[00:08:10.600 --> 00:08:14.600]  是因為人犯了罪
[00:08:14.600 --> 00:08:19.600]  這是我們從宇宙神創造我們來看
[00:08:19.600 --> 00:08:20.600]  那麼說真的話
[00:08:20.600 --> 00:08:23.600]  我們現在這個科技很發達
[00:08:23.600 --> 00:08:24.600]  對不對
[00:08:24.600 --> 00:08:28.600]  我們看到人想要上Mars
[00:08:28.600 --> 00:08:29.600]  想要上火星去
[00:08:29.600 --> 00:08:32.600]  那麼我們看見火星
[00:08:32.600 --> 00:08:38.600]  這個叫什麼Pathfinder
[00:08:38.600 --> 00:08:41.600]  那麼他們在火星上面照回來的照片
[00:08:41.600 --> 00:08:44.600]  我想是沒有辦法在上面生存的
[00:08:44.600 --> 00:08:46.600]  那麼人也想要上月球
[00:08:46.600 --> 00:08:48.600]  月球也沒有辦法生存
[00:08:48.600 --> 00:08:50.600]  看起來好像地球就是這麼一個地方
[00:08:50.600 --> 00:08:51.600]  讓我們可以生存
[00:08:51.600 --> 00:08:53.600]  所以現在這些太空學者
[00:08:53.600 --> 00:08:56.600]  學家他們發現有一個星球
[00:08:56.600 --> 00:09:00.600]  如果跟地球的科學上面分析的
[00:09:00.600 --> 00:09:04.600]  用所謂的Hoover照相機
[00:09:04.600 --> 00:09:05.600]  照回來的information
[00:09:05.600 --> 00:09:08.600]  然後可以跟地球很像的話
[00:09:08.600 --> 00:09:09.600]  他們就想要知道
[00:09:09.600 --> 00:09:11.600]  這個上面到底是什麼東西
[00:09:11.600 --> 00:09:12.600]  對不對
[00:09:12.600 --> 00:09:13.600]  到目前為止
[00:09:13.600 --> 00:09:15.600]  這麼大的一個宇宙
[00:09:15.600 --> 00:09:17.600]  我們都沒有辦法講它到底有多大
[00:09:17.600 --> 00:09:18.600]  我也講不出來
[00:09:18.600 --> 00:09:22.600]  但是這麼小的一個地球
[00:09:22.600 --> 00:09:24.600]  卻是我們可以生存的
[00:09:24.600 --> 00:09:27.600]  我想這是神他的創造
[00:09:27.600 --> 00:09:29.600]  這是神的作為
[00:09:29.600 --> 00:09:31.600]  那麼我們在聖經裡面我們也看見
[00:09:31.600 --> 00:09:35.600]  其實神真的是對於人的吃喝
[00:09:35.600 --> 00:09:36.600]  祂是很注意的
[00:09:36.600 --> 00:09:39.600]  以色列人他們對吃喝也是很注意的
[00:09:39.600 --> 00:09:40.600]  但是他們對於吃喝
[00:09:40.600 --> 00:09:42.600]  他們是一種享受
[00:09:42.600 --> 00:09:45.600]  特別是他們在晚上的時候
[00:09:45.600 --> 00:09:46.600]  就好像咱們中國人一樣
[00:09:46.600 --> 00:09:47.600]  對不對
[00:09:47.600 --> 00:09:49.600]  我們吃東西最注意的就是晚餐
[00:09:49.600 --> 00:09:52.600]  然後就是大家全家人都要坐在一起
[00:09:52.600 --> 00:09:54.600]  我不曉得現在大家很忙
[00:09:54.600 --> 00:09:57.600]  然後電視機到處都有
[00:09:57.600 --> 00:09:59.600]  一家裡面好幾個電視機
[00:09:59.600 --> 00:10:01.600]  最大的放在客廳裡面
[00:10:01.600 --> 00:10:03.600]  其他的地方都有小電視機
[00:10:03.600 --> 00:10:05.600]  那麼我們是不是在一起吃飯
[00:10:05.600 --> 00:10:07.600]  以色列人他們是在一起吃飯
[00:10:07.600 --> 00:10:10.600]  然後他們就享受他們家庭在一起的
[00:10:10.600 --> 00:10:12.600]  這種生活上面
[00:10:12.600 --> 00:10:17.600]  我想這個不是物質上面的東西
[00:10:17.600 --> 00:10:19.600]  那麼在新約裡面我們看見
[00:10:19.600 --> 00:10:23.600]  有猶太人他們評論主耶穌
[00:10:23.600 --> 00:10:28.600]  他說主耶穌來了之後又吃又喝
[00:10:28.600 --> 00:10:30.600]  主耶穌讓我們看見
[00:10:30.600 --> 00:10:33.600]  吃喝是人所需要的
[00:10:33.600 --> 00:10:36.600]  但是保羅他告訴我們
[00:10:36.600 --> 00:10:38.600]  他說神的國不在乎吃喝
[00:10:38.600 --> 00:10:40.600]  吃喝是很重要
[00:10:40.600 --> 00:10:42.600]  但是我們從新約裡面我們看見
[00:10:42.600 --> 00:10:48.600]  跟所羅門因為那個時候沒有這個啟示
[00:10:48.600 --> 00:10:50.600]  所以他沒有辦法明白
[00:10:50.600 --> 00:10:53.600]  所以他所看見的就是現在
[00:10:53.600 --> 00:10:56.600]  他所看見的就是他們所能夠享樂
[00:10:56.600 --> 00:10:58.600]  那我們從前面看到的時候
[00:10:58.600 --> 00:10:59.600]  我們就曉得
[00:10:59.600 --> 00:11:01.600]  所羅門吃的東西很多很多的
[00:11:01.600 --> 00:11:04.600]  但是他卻沒有辦法享受
[00:11:04.600 --> 00:11:06.600]  他有告訴我們很多原因
[00:11:06.600 --> 00:11:09.600]  有的時候是因為沒有辦法吃
[00:11:09.600 --> 00:11:10.600]  有的時候是因為生病
[00:11:10.600 --> 00:11:12.600]  有的時候是因為年紀大了
[00:11:12.600 --> 00:11:14.600]  有的時候是因為吃了但是不高興
[00:11:14.600 --> 00:11:15.600]  為什麼呢
[00:11:15.600 --> 00:11:18.600]  因為大家坐在一起吃的時候
[00:11:18.600 --> 00:11:19.600]  你蒸我炒的
[00:11:19.600 --> 00:11:23.600]  家裡面沒有什麼平安的
[00:11:23.600 --> 00:11:26.600]  但是從所羅門他來看
[00:11:26.600 --> 00:11:28.600]  他覺得第一個
[00:11:28.600 --> 00:11:31.600]  他說你只管去歡歡喜喜吃你的飯
[00:11:31.600 --> 00:11:34.600]  心中快樂喝你的酒
[00:11:34.600 --> 00:11:36.600]  我知道我們當中也有人喝酒
[00:11:36.600 --> 00:11:37.600]  我是不喝的
[00:11:37.600 --> 00:11:42.600]  但是我不覺得聖經上反對人喝酒
[00:11:42.600 --> 00:11:44.600]  但是這是一種對猶太人來講
[00:11:44.600 --> 00:11:47.600]  這是一種他們那種歡樂的表示
[00:11:47.600 --> 00:11:50.600]  你知道猶太人喝酒一直到現在
[00:11:50.600 --> 00:11:54.600]  我們講說一些正統的猶太人的家庭
[00:11:54.600 --> 00:11:58.600]  他們不是什麼時候都喝酒的
[00:11:58.600 --> 00:12:00.600]  他們只有在特別節日的時候
[00:12:00.600 --> 00:12:02.600]  他們才會喝酒
[00:12:02.600 --> 00:12:04.600]  他們才會拿出來慶祝一下
[00:12:04.600 --> 00:12:07.600]  那現在的營養學家告訴我們說
[00:12:07.600 --> 00:12:09.600]  你每天喝一點紅酒
[00:12:09.600 --> 00:12:11.600]  你就不會有心臟病
[00:12:11.600 --> 00:12:12.600]  我不知道
[00:12:12.600 --> 00:12:14.600]  以前我是學營養的
[00:12:14.600 --> 00:12:15.600]  我們以前沒有這個說法
[00:12:15.600 --> 00:12:17.600]  現在有新的說法出來了
[00:12:17.600 --> 00:12:19.600]  所以你們自己去看去了
[00:12:19.600 --> 00:12:20.600]  那麼第二個
[00:12:20.600 --> 00:12:22.600]  神賜給人的
[00:12:22.600 --> 00:12:24.600]  在婚姻上面
[00:12:24.600 --> 00:12:28.600]  我們先把第十常潔白
[00:12:28.600 --> 00:12:30.600]  你頭上不要缺少膏油
[00:12:30.600 --> 00:12:31.600]  先把它放下來
[00:12:31.600 --> 00:12:32.600]  我們先來看第二個
[00:12:32.600 --> 00:12:37.600]  神所賜的在婚姻上面的享受
[00:12:37.600 --> 00:12:41.600]  他說當同你所愛的妻
[00:12:41.600 --> 00:12:42.600]  對所羅門來講
[00:12:42.600 --> 00:12:44.600]  也許他覺得享樂的人生
[00:12:44.600 --> 00:12:46.600]  在神所賜的生命之中
[00:12:46.600 --> 00:12:48.600]  那麼如果你能夠找到一個
[00:12:48.600 --> 00:12:50.600]  你所愛的妻
[00:12:50.600 --> 00:12:51.600]  我們反過來講
[00:12:51.600 --> 00:12:56.600]  如果說一個女的找到她所愛的丈夫
[00:12:56.600 --> 00:12:59.600]  他說你就跟她一起快活度日
[00:12:59.600 --> 00:13:01.600]  我說這是一個很理想的
[00:13:01.600 --> 00:13:02.600]  為什麼呢
[00:13:02.600 --> 00:13:03.600]  因為在實際生活當中
[00:13:03.600 --> 00:13:06.600]  好像並不是這個樣子
[00:13:06.600 --> 00:13:10.600]  婚姻常常給我們帶來一些困境
[00:13:10.600 --> 00:13:12.600]  帶來一些困擾
[00:13:12.600 --> 00:13:13.600]  對不對
[00:13:13.600 --> 00:13:17.600]  當然婚姻不只是夫妻之間的關係
[00:13:17.600 --> 00:13:18.600]  對吧
[00:13:18.600 --> 00:13:19.600]  夫妻之間的關係
[00:13:19.600 --> 00:13:20.600]  是婚姻的一部分
[00:13:20.600 --> 00:13:22.600]  當然是婚姻開始的時候
[00:13:22.600 --> 00:13:25.600]  但是也包括了撫養子女
[00:13:25.600 --> 00:13:28.600]  當我們把子女的事情
[00:13:28.600 --> 00:13:29.600]  一加進來的時候
[00:13:29.600 --> 00:13:31.600]  哇
[00:13:31.600 --> 00:13:35.600]  婚姻就有很多的麻煩
[00:13:35.600 --> 00:13:39.600]  那麼我們當中結了婚的都曉得了
[00:13:39.600 --> 00:13:41.600]  沒有一個婚姻是美滿的
[00:13:41.600 --> 00:13:43.600]  完美的
[00:13:43.600 --> 00:13:45.600]  我自己是覺得說很簡單
[00:13:45.600 --> 00:13:47.600]  因為我們沒有一個人是完全的
[00:13:47.600 --> 00:13:50.600]  所以我們的婚姻不可能是完美的
[00:13:50.600 --> 00:13:53.600]  不可能是完全的
[00:13:53.600 --> 00:13:56.600]  這是一個所羅門他很理想的
[00:13:56.600 --> 00:13:59.600]  一個生活的享受
[00:13:59.600 --> 00:14:00.600]  對他來講
[00:14:00.600 --> 00:14:02.600]  其實所羅門並沒有很好的見證
[00:14:02.600 --> 00:14:03.600]  對不對
[00:14:03.600 --> 00:14:06.600]  我們知道他有幾個太太
[00:14:06.600 --> 00:14:08.600]  三百個太太
[00:14:08.600 --> 00:14:09.600]  對不對
[00:14:09.600 --> 00:14:12.600]  然後多少個嫔妃
[00:14:12.600 --> 00:14:13.600]  還是反過來的
[00:14:13.600 --> 00:14:15.600]  不管怎麼樣
[00:14:15.600 --> 00:14:16.600]  我們沒有辦法想像
[00:14:16.600 --> 00:14:18.600]  一個人有這麼多的太太
[00:14:18.600 --> 00:14:21.600]  我們真的是沒有辦法想像的
[00:14:21.600 --> 00:14:25.600]  他的父親其實也在這個事情上失敗
[00:14:25.600 --> 00:14:27.600]  對不對
[00:14:27.600 --> 00:14:30.600]  我們曉得所羅門是誰生的
[00:14:30.600 --> 00:14:31.600]  八四八
[00:14:31.600 --> 00:14:32.600]  對不對
[00:14:32.600 --> 00:14:38.600]  八四八就是大衛犯罪的這件事情
[00:14:38.600 --> 00:14:41.600]  所以我們真的是可以
[00:14:41.600 --> 00:14:42.600]  聖經上沒有記載
[00:14:42.600 --> 00:14:46.600]  但是我們可以去想像這個影響
[00:14:46.600 --> 00:14:50.600]  他的母親是大衛
[00:14:50.600 --> 00:14:54.600]  我們叫做強佔別人的
[00:14:54.600 --> 00:14:55.600]  不但他強佔了別人
[00:14:55.600 --> 00:15:02.600]  他還把那個八四八的先生殺死掉
[00:15:02.600 --> 00:15:05.600]  真的是讓我們很多時候很難想像
[00:15:05.600 --> 00:15:06.600]  對不對
[00:15:06.600 --> 00:15:07.600]  那你想想看
[00:15:07.600 --> 00:15:10.600]  所羅門他要背這個擔子也不容易
[00:15:10.600 --> 00:15:13.600]  是不是
[00:15:13.600 --> 00:15:15.600]  你知道這個
[00:15:15.600 --> 00:15:17.600]  如果你仔細去看獵王記
[00:15:17.600 --> 00:15:18.600]  還有薩摩爾記下的
[00:15:18.600 --> 00:15:21.600]  特別是在薩摩爾記下的時候
[00:15:21.600 --> 00:15:23.600]  你就會發現
[00:15:23.600 --> 00:15:26.600]  他這個八四八
[00:15:26.600 --> 00:15:31.600]  他的祖父是大衛的軍師
[00:15:31.600 --> 00:15:35.600]  而且是一個當時人很尊重的一個軍師
[00:15:35.600 --> 00:15:38.600]  什麼事情都來問他的
[00:15:38.600 --> 00:15:41.600]  最後他出了主意
[00:15:41.600 --> 00:15:44.600]  就是想要把大衛殺死
[00:15:44.600 --> 00:15:48.600]  這是在薩摩爾記下我們所看到的
[00:15:48.600 --> 00:15:51.600]  像這些事情發生在他的家裡面
[00:15:51.600 --> 00:15:52.600]  所以有的時候我們想想
[00:15:52.600 --> 00:15:54.600]  所羅門他告訴我們說
[00:15:54.600 --> 00:15:58.600]  就是要當同你所愛的妻快活度日
[00:15:58.600 --> 00:16:01.600]  但是我們從他的身上我們也看不出來
[00:16:01.600 --> 00:16:03.600]  對不對
[00:16:03.600 --> 00:16:05.600]  當然我們今天就要講
[00:16:05.600 --> 00:16:08.600]  這位姐妹也不是每一個人都會結婚的
[00:16:08.600 --> 00:16:11.600]  也不是每一個人都有機會可以結婚
[00:16:11.600 --> 00:16:12.600]  因為這是保羅所說的
[00:16:12.600 --> 00:16:16.600]  他說因為現今的世代邪惡
[00:16:16.600 --> 00:16:18.600]  所以我在這裡並不是講說
[00:16:18.600 --> 00:16:21.600]  每一個人非得要結婚不可
[00:16:21.600 --> 00:16:22.600]  我沒有這個意思
[00:16:22.600 --> 00:16:24.600]  因為聖經上不是這樣講
[00:16:24.600 --> 00:16:26.600]  但是在真言那邊就告訴我們
[00:16:26.600 --> 00:16:29.600]  他說得著賢妻的是得著好處
[00:16:29.600 --> 00:16:32.600]  也蒙耶和華賜福
[00:16:32.600 --> 00:16:34.600]  這是聖經上讓我們看見的
[00:16:34.600 --> 00:16:36.600]  那麼對所羅門來講
[00:16:36.600 --> 00:16:39.600]  他覺得婚姻可以帶給我們喜樂
[00:16:39.600 --> 00:16:41.600]  可以帶給我們享樂
[00:16:41.600 --> 00:16:43.600]  但是在實際生活當中
[00:16:43.600 --> 00:16:45.600]  未必見得是這個樣子
[00:16:45.600 --> 00:16:48.600]  因為我們人的問題
[00:16:48.600 --> 00:16:50.600]  因為我們每一個人都是有罪的
[00:16:50.600 --> 00:16:54.600]  我們每一個人都不是完全的
[00:16:54.600 --> 00:16:55.600]  第三方面
[00:16:55.600 --> 00:16:58.600]  那我們就回到第八節
