
[00:00:00.000 --> 00:00:02.580]  聖經裡面講到神的屬性的時候
[00:01:41.880 --> 00:01:44.380]  一若禮 二若義
[00:01:44.380 --> 00:01:46.880]  三若廉 四若恥
[00:01:46.880 --> 00:01:49.880]  禮不如節 義不至盡
[00:01:49.880 --> 00:01:53.380]  廉不必惡 恥不中往
[00:01:53.380 --> 00:01:56.880]  不如節則尚為安 不至盡
[00:01:56.880 --> 00:01:58.880]  則民無巧就
[00:01:58.880 --> 00:02:01.880]  不必惡則行自存
[00:02:01.880 --> 00:02:04.380]  不中往則邪事不生
[00:02:04.380 --> 00:02:06.380]  究竟說些什麼呢?
[00:02:06.380 --> 00:02:08.880]  這是原來出自《管子木文篇》的
[00:02:08.880 --> 00:02:10.880]  他說立國其實需要有四個
[00:02:10.880 --> 00:02:13.380]  很重要的綱領
[00:02:13.380 --> 00:02:15.380]  一維是什麼呢?
[00:02:15.380 --> 00:02:16.380]  就是如果斷絕
[00:02:16.380 --> 00:02:20.380]  國家就會來來去去傾覆
[00:02:20.380 --> 00:02:24.880]  如果二維就是斷絕的時候
[00:02:24.880 --> 00:02:26.880]  國家就會危險了
[00:02:26.880 --> 00:02:30.380]  如果第三種的特質沒有了的時候
[00:02:30.380 --> 00:02:33.380]  國家就會被顛覆
[00:02:33.380 --> 00:02:36.880]  第四種的特質沒有了的時候
[00:02:36.880 --> 00:02:39.880]  國家就會滅亡了
[00:02:39.880 --> 00:02:43.880]  他說傾斜都可以扶正
[00:02:43.880 --> 00:02:45.880]  危險如果你做得好
[00:02:45.880 --> 00:02:47.880]  可以轉危為安
[00:02:47.880 --> 00:02:48.880]  傾覆了
[00:02:48.880 --> 00:02:51.380]  還可以東山再起
[00:02:51.380 --> 00:02:54.880]  但是如果消滅了之後
[00:02:54.880 --> 00:02:58.380]  我們就不會再復甦了
[00:02:58.380 --> 00:02:59.880]  那就喪亡了
[00:02:59.880 --> 00:03:02.380]  就不知道怎麼再處置了
[00:03:02.380 --> 00:03:05.380]  那什麼叫做四維呢?
[00:03:05.380 --> 00:03:06.880]  大家都很熟悉就是
[00:03:06.880 --> 00:03:09.880]  禮 義 廉 恥
[00:03:09.880 --> 00:03:11.880]  就稱之為各之四維
[00:03:11.880 --> 00:03:15.380]  他說這四種的特質
[00:03:15.380 --> 00:03:20.880]  是令到人不會超越應有的行為規範的
[00:03:20.880 --> 00:03:23.880]  義 如果人有義的話
[00:03:23.880 --> 00:03:27.880]  就不會那些人做一些不好的事情
[00:03:27.880 --> 00:03:29.880]  來得到自己的利益
[00:03:29.880 --> 00:03:31.380]  得到上進
[00:03:31.380 --> 00:03:33.380]  好了 廉是什麼呢?
[00:03:33.380 --> 00:03:35.380]  就令到人不會聞過色非
[00:03:35.380 --> 00:03:37.380]  原來我會知道怎麼樣呢?
[00:03:37.380 --> 00:03:38.880]  我做得不好的時候
[00:03:38.880 --> 00:03:41.380]  我肯承認自己的責任就不會推搪了
[00:03:41.380 --> 00:03:43.380]  也都不會去隱藏了
[00:03:43.380 --> 00:03:44.880]  恥是什麼呢?
[00:03:44.880 --> 00:03:47.380]  就是我有羞恥之心
[00:03:47.380 --> 00:03:49.880]  於是我就不會去追逐邪惡
[00:03:49.880 --> 00:03:51.880]  那人的行為
[00:03:51.880 --> 00:03:54.880]  都是不能夠超越這些應有的規範
[00:03:54.880 --> 00:03:58.880]  而君主的地位就可以安穩了
[00:03:58.880 --> 00:04:03.380]  而如果不去做一些壞事求上進的時候
[00:04:03.380 --> 00:04:05.880]  人就不會考取豪奪
[00:04:05.880 --> 00:04:07.380]  欺詐別人
[00:04:07.380 --> 00:04:10.880]  也都不會犯錯的時候就聞過色非
[00:04:10.880 --> 00:04:12.880]  品行能夠完美
[00:04:12.880 --> 00:04:15.880]  也都不會追求那些歪風
[00:04:15.880 --> 00:04:19.880]  醜行 邪惡的事情就不會發生了
[00:04:19.880 --> 00:04:23.380]  這就是這些古文裡面的翻譯
[00:04:23.380 --> 00:04:26.880]  好了 究竟現在我們的社會
[00:04:26.880 --> 00:04:31.380]  我們的國家會不會來得當之無愧呢?
[00:04:31.380 --> 00:04:35.880]  聖經又怎樣描繪一個國家要富強呢?
[00:04:35.880 --> 00:04:38.880]  要得到祝福 是要具備什麼條件呢?
[00:04:38.880 --> 00:04:41.880]  就不是有多強的軍力
[00:04:41.880 --> 00:04:44.880]  國民的平均收入有多高
[00:04:44.880 --> 00:04:48.380]  甚至你的科技怎樣來進步
[00:04:48.380 --> 00:04:51.380]  甚至可以上到太空
[00:04:51.380 --> 00:04:54.380]  仍然是這樣說 人是最重要的
[00:04:54.380 --> 00:04:57.380]  所以摩西一開始的時候就指到
[00:04:57.380 --> 00:05:00.880]  國之四維是很重要的
[00:05:00.880 --> 00:05:04.880]  就是有四種人 他們的影響力是很大的
[00:05:04.880 --> 00:05:07.380]  好了 記不記得我們說生命記是什麼?
[00:05:07.380 --> 00:05:09.880]  生命記就是他們入迦南之前
[00:05:09.880 --> 00:05:13.380]  再一次重申神的命令
[00:05:13.380 --> 00:05:15.880]  以及回顧過去的歷史
[00:05:15.880 --> 00:05:17.880]  當他們回顧歷史的時候
[00:05:17.880 --> 00:05:19.380]  摩西深深感受到
[00:05:19.380 --> 00:05:23.880]  一個真正強而有生命力的領袖
[00:05:23.880 --> 00:05:26.380]  是可以怎樣影響到群眾的
[00:05:26.380 --> 00:05:29.880]  但是又不會被群眾影響的
[00:05:29.880 --> 00:05:33.380]  如果你不要忘記當日摩西是很堅強的
[00:05:33.380 --> 00:05:38.380]  他面對那個強國之王 法老
[00:05:38.380 --> 00:05:40.880]  完全不肯妥協
[00:05:40.880 --> 00:05:44.880]  面對人民對他的指責 他仍然站得很硬
[00:05:44.880 --> 00:05:47.380]  但是很可惜 摩西的哥哥
[00:05:47.380 --> 00:05:49.880]  雖然能言善辯 阿倫
[00:05:49.880 --> 00:05:52.880]  但是他沒有堅定的立場
[00:05:52.880 --> 00:05:54.380]  他就會怎樣呢?
[00:05:54.380 --> 00:05:56.380]  當摩西不在的時候
[00:05:56.380 --> 00:05:58.380]  人民就說不知道摩西去了哪裡
[00:05:58.380 --> 00:06:01.380]  就叫阿倫為他們做一個金牛毒
[00:06:01.380 --> 00:06:03.880]  但是阿倫竟然怎樣呢?
[00:06:03.880 --> 00:06:06.380]  屈服於群眾的情況
[00:06:06.380 --> 00:06:08.380]  然後說他們做了金牛毒
[00:06:08.380 --> 00:06:11.880]  讓人民陷入這個罪惡之中
[00:06:11.880 --> 00:06:13.880]  更加體會到
[00:06:13.880 --> 00:06:15.880]  一些有名望的人
[00:06:15.880 --> 00:06:18.380]  如果出問題 破壞力更大
[00:06:18.380 --> 00:06:20.880]  記住 越有權力的人
[00:06:20.880 --> 00:06:23.880]  他做錯事是影響整個社會
[00:06:23.880 --> 00:06:27.880]  當天有可拉和大壇這一幫人
[00:06:27.880 --> 00:06:28.880]  引來叛亂的
[00:06:28.880 --> 00:06:32.380]  在《文素記》第16章第二、第三兩節
[00:06:32.380 --> 00:06:36.380]  並以釋迭會眾的250個首領
[00:06:36.380 --> 00:06:38.880]  就是有名望選入會眾的人
[00:06:38.880 --> 00:06:41.380]  在摩西面前一同起來
[00:06:41.380 --> 00:06:43.880]  聚集攻擊摩西 阿倫說
[00:06:43.880 --> 00:06:47.380]  你們擅自尊權
[00:06:47.380 --> 00:06:49.880]  傳會眾個個既是聖潔
[00:06:49.880 --> 00:06:51.880]  耶和華也在他們中間
[00:06:51.880 --> 00:06:53.880]  你們為什麼自告
[00:06:53.880 --> 00:06:55.880]  超過耶和華的會眾呢?
[00:06:55.880 --> 00:06:57.880]  你有沒有留意到
[00:06:57.880 --> 00:07:01.880]  就是這幫人走去挑戰摩西
[00:07:01.880 --> 00:07:03.380]  其實是妒忌摩西
[00:07:03.380 --> 00:07:04.880]  我們個個都是這麼好
[00:07:04.880 --> 00:07:06.880]  怎麼會鄭麗臣選你呢?
[00:07:06.880 --> 00:07:09.380]  但是你留意這幫人不是平庸之輩
[00:07:09.380 --> 00:07:12.380]  這幫人是250個領袖
[00:07:12.380 --> 00:07:14.380]  而且是有名望的人
[00:07:14.380 --> 00:07:17.880]  也都是被群眾來帶去尊敬
[00:07:17.880 --> 00:07:20.380]  但是這幫人就是很錯
[00:07:20.380 --> 00:07:22.380]  所以一個好的領袖
[00:07:22.380 --> 00:07:24.880]  能夠將社會的道德、屬靈、生命
[00:07:24.880 --> 00:07:27.880]  提升到很好
[00:07:27.880 --> 00:07:29.880]  讓人們毀身信服
[00:07:29.880 --> 00:07:31.880]  但是同樣一個拙劣
[00:07:31.880 --> 00:07:33.880]  一個不負責任的領袖
[00:07:33.880 --> 00:07:36.380]  就會將人民帶到敗壞裡面
[00:07:36.380 --> 00:07:39.880]  甚至被困在一個不道德的深淵當中
[00:07:39.880 --> 00:07:42.880]  所以你看到譬如加拿大
[00:07:42.880 --> 00:07:45.880]  他們杜魯多這些就會認為
[00:07:45.880 --> 00:07:47.880]  我們一定要怎麼樣
[00:07:47.880 --> 00:07:49.880]  LGBT是沒有問題的
[00:07:49.880 --> 00:07:52.880]  就有很多錯誤的思維
[00:07:52.880 --> 00:07:56.880]  但是同樣都是教會的牧者
[00:07:56.880 --> 00:07:58.880]  生命力是很重要
[00:07:58.880 --> 00:08:00.880]  當然護友是很重要
[00:08:00.880 --> 00:08:02.880]  但是領導是怎麼樣呢
[00:08:02.880 --> 00:08:05.880]  毀不毀身 願不願意依靠神
[00:08:05.880 --> 00:08:07.880]  以及覺醒結的生活呢
[00:08:07.880 --> 00:08:09.880]  就影響著他的服侍
[00:08:09.880 --> 00:08:10.880]  這是很重要的
[00:08:10.880 --> 00:08:13.880]  生命經過了兩章的篇幅
[00:08:13.880 --> 00:08:17.880]  去描繪四種重要的領袖
[00:08:17.880 --> 00:08:20.880]  這個就是他們的國之四維了
[00:08:20.880 --> 00:08:22.880]  這四種領袖
[00:08:22.880 --> 00:08:24.880]  和神的納約的群體裡面
[00:08:24.880 --> 00:08:27.880]  扮演了很特殊的角色
[00:08:27.880 --> 00:08:30.880]  所以對他們是很清楚的要求和指示
[00:08:30.880 --> 00:08:32.880]  這四種領袖是哪四種呢
[00:08:32.880 --> 00:08:34.880]  當你去想
[00:08:34.880 --> 00:08:36.880]  國家裡面最重要的領袖是誰呢
[00:08:36.880 --> 00:08:38.880]  可能就是國家的主席
[00:08:38.880 --> 00:08:40.880]  或者那個君王 是不是
[00:08:40.880 --> 00:08:42.880]  但是聖經不是這樣擺的
[00:08:42.880 --> 00:08:46.880]  原來首先最重要的是審判官
[00:08:46.880 --> 00:08:49.880]  就是我們現在所說的法官
[00:08:49.880 --> 00:08:52.880]  在生命記十六章十八節到十七章第三節
[00:08:52.880 --> 00:08:55.880]  是神聖約的執行者
[00:08:55.880 --> 00:08:57.880]  其次才是君王
[00:08:57.880 --> 00:08:59.880]  君王就是指民的什麼呢
[00:08:59.880 --> 00:09:02.880]  不是高高在上 是監護人來的
[00:09:02.880 --> 00:09:04.880]  接著就是神職人員
[00:09:04.880 --> 00:09:08.880]  就是祭司 是神聖約的表述者
[00:09:08.880 --> 00:09:11.880]  先知就是全港神的律法
[00:09:11.880 --> 00:09:12.880]  去解釋神的律法
[00:09:12.880 --> 00:09:14.880]  就是神聖約的詮釋者
[00:09:14.880 --> 00:09:20.880]  這四種人就影響著他們國家的興盛與否
[00:09:20.880 --> 00:09:23.880]  所以真的是他們的國之四維
[00:09:23.880 --> 00:09:25.880]  在這兩章經文裡面很清楚的說出
[00:09:25.880 --> 00:09:27.880]  神的指民生活裡面的領袖
[00:09:27.880 --> 00:09:30.880]  具備的那種品格是要怎麼樣
[00:09:30.880 --> 00:09:32.880]  質素是要怎麼樣 操守是要怎麼樣
[00:09:32.880 --> 00:09:35.880]  還有個人的生命是要怎麼樣
[00:09:35.880 --> 00:09:37.880]  還有他們的價值觀如何
[00:09:37.880 --> 00:09:39.880]  是很影響他們的
[00:09:39.880 --> 00:09:41.880]  這些都很洩斥著
[00:09:41.880 --> 00:09:43.880]  今天我們現今的世代
[00:09:43.880 --> 00:09:45.880]  不只是放在某一個國家
[00:09:45.880 --> 00:09:47.880]  是普遍的國家裡面
[00:09:47.880 --> 00:09:51.880]  都是需要有這些對照
[00:09:51.880 --> 00:09:54.880]  或者有些人以為會不會有政治意味
[00:09:54.880 --> 00:09:59.880]  其實這四種人都影響著眾人之事
[00:09:59.880 --> 00:10:01.880]  如果我們留意到摩西
[00:10:01.880 --> 00:10:03.880]  在說這四種領袖之前
[00:10:03.880 --> 00:10:05.880]  說了什麼呢
[00:10:05.880 --> 00:10:09.880]  我們第十六章十八節開始
[00:10:09.880 --> 00:10:13.880]  第十六章第一到第十七節說什麼呢
[00:10:13.880 --> 00:10:15.880]  原來是說如月節
[00:10:15.880 --> 00:10:18.880]  說七七節 駐盤節
[00:10:18.880 --> 00:10:21.880]  這三個節慶
[00:10:21.880 --> 00:10:24.880]  是有很重要的屬靈意義在當中
[00:10:24.880 --> 00:10:26.880]  但一說完這三個節慶
[00:10:26.880 --> 00:10:30.880]  就馬上說這四個人
[00:10:30.880 --> 00:10:32.880]  就是在說社會的司法系統
[00:10:32.880 --> 00:10:34.880]  我們看看這些經文
[00:10:34.880 --> 00:10:39.880]  剛才我說第十七節就是說到這些事情
[00:10:39.880 --> 00:10:41.880]  第十八節開始
[00:10:41.880 --> 00:10:45.880]  十六 十七節和之前是說節期
[00:10:45.880 --> 00:10:47.880]  我們一起來讀生命記第十六章
[00:10:47.880 --> 00:10:49.880]  十六到第十八節
[00:10:49.880 --> 00:10:51.880]  我們一起來聽
[00:10:51.880 --> 00:10:54.880]  你一切的男丁要在除教節
[00:10:54.880 --> 00:10:56.880]  七七節 駐盤節
[00:10:56.880 --> 00:10:58.880]  一年三次在耶和華
[00:10:58.880 --> 00:11:01.880]  你神所選擇的地方朝見他
[00:11:01.880 --> 00:11:03.880]  及不可空手朝見
[00:11:03.880 --> 00:11:05.880]  各人要按自己的力量
[00:11:05.880 --> 00:11:07.880]  照耶和華你神所賜的福分
[00:11:07.880 --> 00:11:09.880]  奉獻禮物
[00:11:09.880 --> 00:11:12.880]  你要在耶和華你神所賜的各城旅
[00:11:12.880 --> 00:11:14.880]  按著各支派設立
[00:11:14.880 --> 00:11:16.880]  審判官和官長
[00:11:16.880 --> 00:11:19.880]  必按公義即審判判斷百姓
[00:11:19.880 --> 00:11:20.880]  看不看到
[00:11:20.880 --> 00:11:24.880]  第十六節和之前是在說屬靈的節慶
[00:11:24.880 --> 00:11:27.880]  十七節說他們市民應該怎麼做
[00:11:27.880 --> 00:11:29.880]  但是第十八節馬上就說到什麼
[00:11:29.880 --> 00:11:31.880]  說審判官
[00:11:31.880 --> 00:11:33.880]  為什麼會是這樣呢
[00:11:33.880 --> 00:11:35.880]  記住聖經的轉折
[00:11:35.880 --> 00:11:37.880]  絕對不會前言不對後語
[00:11:37.880 --> 00:11:39.880]  這裡很清楚的告訴我們
[00:11:39.880 --> 00:11:42.880]  原來神不單單重視我們的敬拜
[00:11:42.880 --> 00:11:43.880]  屬靈的事
[00:11:43.880 --> 00:11:46.880]  我們怎麼跟神建立關係
[00:11:46.880 --> 00:11:48.880]  也很關心社會上
[00:11:48.880 --> 00:11:50.880]  特別法庭的判決
[00:11:50.880 --> 00:11:53.880]  是不是公正嚴明
[00:11:53.880 --> 00:11:55.880]  之前那三個節慶
[00:11:55.880 --> 00:11:57.880]  很強調是神的救贖
[00:11:57.880 --> 00:11:59.880]  神拯救他們
[00:11:59.880 --> 00:12:01.880]  市民應該是幸福快樂的
[00:12:01.880 --> 00:12:04.880]  但是無論怎麼樣好的社會
[00:12:04.880 --> 00:12:07.880]  一樣因為人性有罪惡
[00:12:07.880 --> 00:12:09.880]  一樣會有人來帶去犯罪
[00:12:09.880 --> 00:12:15.880]  於是就需要有審判官執行法律
[00:12:15.880 --> 00:12:17.880]  而《心面記》一開始第一章
[00:12:17.880 --> 00:12:20.880]  就提到審判官的職責和內涵
[00:12:20.880 --> 00:12:22.880]  但這裡我想先停一停
[00:12:22.880 --> 00:12:24.880]  不要介意這麼說
[00:12:24.880 --> 00:12:26.880]  我去過不少的教會講道
[00:12:26.880 --> 00:12:29.880]  但我發覺教會有時候
[00:12:29.880 --> 00:12:31.880]  特別在收奉獻的時候
[00:12:31.880 --> 00:12:34.880]  就引用錯聖經
[00:12:34.880 --> 00:12:36.880]  他們經常都會引用哥倫多後書
[00:12:36.880 --> 00:12:39.880]  《堅德諾伊的事神所許願》
[00:12:39.880 --> 00:12:42.880]  要隨著本心去做
[00:12:42.880 --> 00:12:45.880]  但其實這是很錯誤的解經
[00:12:45.880 --> 00:12:49.880]  下個星期我就會去一間教會
[00:12:49.880 --> 00:12:53.880]  它指明要我講哥倫多後書
[00:12:53.880 --> 00:12:56.880]  多中的多修 少中的少修
[00:12:56.880 --> 00:12:58.880]  就是我剛才所講的那一段
[00:12:58.880 --> 00:13:00.880]  我就問他們是不是想我講奉獻
[00:13:00.880 --> 00:13:02.880]  特別因為是四月
[00:13:02.880 --> 00:13:05.880]  四月就是財聖年度
[00:13:05.880 --> 00:13:08.880]  都不是這樣
[00:13:08.880 --> 00:13:11.880]  但我都會提一提奉獻
[00:13:11.880 --> 00:13:13.880]  但如果你要我指定講經文
[00:13:13.880 --> 00:13:14.880]  我就會去解釋
[00:13:14.880 --> 00:13:16.880]  絕對不是用奉獻的
[00:13:16.880 --> 00:13:18.880]  都是講慈惠的事
[00:13:18.880 --> 00:13:21.880]  我下個星期講完都會放上YouTube
[00:13:21.880 --> 00:13:24.880]  所以我自己當年在美恩堂裡面的時候
[00:13:24.880 --> 00:13:27.880]  我就會引用第十六節
[00:13:27.880 --> 00:13:29.880]  當我們去朝見神的時候
[00:13:29.880 --> 00:13:32.880]  不可以空手朝見
[00:13:32.880 --> 00:13:35.880]  因為有些人我十一奉獻了
[00:13:35.880 --> 00:13:36.880]  已經寫了支票了
[00:13:36.880 --> 00:13:37.880]  我全奉獻袋的時候
[00:13:37.880 --> 00:13:39.880]  真的會牽著手的
[00:13:39.880 --> 00:13:42.880]  但其實我們每一次朝見神的時候
[00:13:42.880 --> 00:13:43.880]  都不可以空著手的
[00:13:43.880 --> 00:13:45.880]  所以我們這裡要怎樣
[00:13:45.880 --> 00:13:47.880]  各人要按自己的力量去招惹
[00:13:47.880 --> 00:13:49.880]  你神所賜給你的福分
[00:13:49.880 --> 00:13:51.880]  你都是去奉獻的
[00:13:51.880 --> 00:13:54.880]  所以在這裡插開一點
[00:13:54.880 --> 00:13:56.880]  好像跟生命劍沒有關係
[00:13:56.880 --> 00:13:58.880]  但我都想提一提醒
[00:13:58.880 --> 00:14:00.880]  如果你的教會
[00:14:00.880 --> 00:14:02.880]  在奉獻的時候
[00:14:02.880 --> 00:14:05.880]  去讀哥林多後書第八或第九章
[00:14:05.880 --> 00:14:06.880]  告訴你
[00:14:06.880 --> 00:14:08.880]  那個其實不是講奉獻的
[00:14:08.880 --> 00:14:09.880]  奉獻是必然的
[00:14:09.880 --> 00:14:11.880]  好了 我們回到生命記了
[00:14:11.880 --> 00:14:13.880]  其實我講生命記一開始的時候
[00:14:13.880 --> 00:14:19.880]  第一章就已經提到審判官的職責和內涵
[00:14:19.880 --> 00:14:22.880]  所以你看到原來審判官
[00:14:22.880 --> 00:14:24.880]  法官是很重要的
[00:14:24.880 --> 00:14:28.880]  我們看看第一章十六到第十八節
[00:14:28.880 --> 00:14:31.880]  當時我祝福你們的審判官說
[00:14:31.880 --> 00:14:33.880]  你們慶重
[00:14:33.880 --> 00:14:36.880]  無論是弟兄彼此憎恨
[00:14:36.880 --> 00:14:38.880]  至於同居的外人憎恨
[00:14:38.880 --> 00:14:40.880]  都要按公義判斷
[00:14:40.880 --> 00:14:44.880]  審判的時候不可看人的外貌
[00:14:44.880 --> 00:14:46.880]  慶重不可分貴賤
[00:14:46.880 --> 00:14:48.880]  不可懼怕人
[00:14:48.880 --> 00:14:50.880]  因為審判是屬於神的
[00:14:50.880 --> 00:14:52.880]  若有難斷的案件
[00:14:52.880 --> 00:14:54.880]  可以請到我姐妹
[00:14:54.880 --> 00:14:55.880]  我就判斷
[00:14:55.880 --> 00:14:59.880]  那時我將你們所當行的事都吩咐你們了
[00:14:59.880 --> 00:15:01.880]  有沒有留意到這個第一章
[00:15:01.880 --> 00:15:03.880]  一開始的時候不是講軍王的
[00:15:03.880 --> 00:15:07.880]  一開始的時候講到審判官的重要性
[00:15:07.880 --> 00:15:09.880]  一會我們會再看這段經文
[00:15:09.880 --> 00:15:11.880]  這段經文會再一次出現
[00:15:11.880 --> 00:15:14.880]  法神很清楚知道社會裡會發生不同的罪行
[00:15:14.880 --> 00:15:18.880]  好像謀殺 偷渡 姦淫
[00:15:18.880 --> 00:15:23.880]  所以社會有公平公義的執行法律的人
[00:15:23.880 --> 00:15:27.880]  還有公平公正的司法程序
[00:15:27.880 --> 00:15:30.880]  這樣才能使得那個地方幸福
[00:15:30.880 --> 00:15:32.880]  否則很容易會陷入混亂
[00:15:32.880 --> 00:15:34.880]  在不安裡面
[00:15:34.880 --> 00:15:36.880]  六七年前
[00:15:36.880 --> 00:15:38.880]  我去了南太平洋
[00:15:38.880 --> 00:15:40.880]  其中的島嶼裡面
[00:15:40.880 --> 00:15:42.880]  即是飛濟
[00:15:42.880 --> 00:15:43.880]  還有一個地方
[00:15:43.880 --> 00:15:46.880]  香港人那時只是在移民的廣告裡面聽過
[00:15:46.880 --> 00:15:48.880]  就是阿魯阿圖
[00:15:48.880 --> 00:15:50.880]  我去到這個地方
[00:15:50.880 --> 00:15:53.880]  原來那裡的治安都不是很好的
[00:15:53.880 --> 00:15:55.880]  有一晚有一個家庭
[00:15:55.880 --> 00:16:00.880]  一起跟我去到一個地盤那裡
[00:16:00.880 --> 00:16:04.880]  因為有很多中國勞工在那裡建設
[00:16:04.880 --> 00:16:07.880]  中國輸出很多的外勞去幫助人
[00:16:07.880 --> 00:16:09.880]  我們就向這些外勞
[00:16:09.880 --> 00:16:11.880]  特別是山東的
[00:16:11.880 --> 00:16:12.880]  去傳福音
[00:16:12.880 --> 00:16:13.880]  怎知道
[00:16:13.880 --> 00:16:16.880]  當我們2017年的時候
[00:16:16.880 --> 00:16:19.880]  我們去了傳福音的時候
[00:16:19.880 --> 00:16:24.880]  竟然有這些賊進了那個人的家
[00:16:24.880 --> 00:16:27.880]  整個甲萬被抬走了
[00:16:27.880 --> 00:16:30.880]  還有偷了很多東西
[00:16:30.880 --> 00:16:31.880]  報警了
[00:16:31.880 --> 00:16:35.880]  但是那些執法人員說
[00:16:35.880 --> 00:16:37.880]  很難抓到的
[00:16:37.880 --> 00:16:39.880]  已經有CCTV拍給他們看了
[00:16:39.880 --> 00:16:41.880]  他們都是很輕率的
[00:16:41.880 --> 00:16:43.880]  所以那些罪惡就越來越多
[00:16:43.880 --> 00:16:45.880]  就好像美國那樣
[00:16:45.880 --> 00:16:48.880]  你打劫或者被人搶了多少錢
[00:16:48.880 --> 00:16:49.880]  多少錢以下
[00:16:49.880 --> 00:16:52.880]  他是不會跟你去追究的
[00:16:52.880 --> 00:16:55.880]  甚至我當年第一次坐郵輪
[00:16:55.880 --> 00:16:57.880]  在丹麥預備回香港的時候
[00:16:57.880 --> 00:16:59.880]  在火車上
[00:16:59.880 --> 00:17:01.880]  很短的15分鐘
[00:17:01.880 --> 00:17:03.880]  被人偷了我的背包
[00:17:03.880 --> 00:17:05.880]  有我的相機
[00:17:05.880 --> 00:17:06.880]  護照
[00:17:06.880 --> 00:17:09.880]  最多旅行的時候
[00:17:09.880 --> 00:17:11.880]  最多的錢都放在裡面
[00:17:11.880 --> 00:17:12.880]  我什麼都沒有了
[00:17:12.880 --> 00:17:17.880]  後來他在機場報警了
[00:17:17.880 --> 00:17:18.880]  他跟我說
[00:17:18.880 --> 00:17:20.880]  我們每天都差不多有這些事情發生
[00:17:20.880 --> 00:17:23.880]  他說他是專門向遊客下手的
[00:17:23.880 --> 00:17:25.880]  那些賊真的很厲害
[00:17:25.880 --> 00:17:26.880]  因為明知道你是遊客
[00:17:26.880 --> 00:17:28.880]  明知道那個車是去機場的
[00:17:28.880 --> 00:17:29.880]  偷了你
[00:17:29.880 --> 00:17:30.880]  你不會留在那裡
[00:17:30.880 --> 00:17:32.880]  但是去追究很多的
[00:17:32.880 --> 00:17:34.880]  他會分得出
[00:17:34.880 --> 00:17:37.880]  那時候就縱容了這些人
[00:17:37.880 --> 00:17:38.880]  所以你留意到
[00:17:38.880 --> 00:17:40.880]  如果法治不明顯
[00:17:40.880 --> 00:17:43.880]  執法人員不公正的時候
[00:17:43.880 --> 00:17:45.880]  是只會令人家卻步的
[00:17:45.880 --> 00:17:48.880]  我們開始看法官的操守
[00:17:48.880 --> 00:17:50.880]  就是生命記第16章第18節
[00:17:50.880 --> 00:17:53.880]  到第17章第13節
[00:17:53.880 --> 00:17:55.880]  那時候我們會去分析
[00:17:55.880 --> 00:17:57.880]  如果一個人犯了法的時候
[00:17:57.880 --> 00:17:59.880]  怎樣去判斷這個人有罪
[00:17:59.880 --> 00:18:01.880]  或者沒有罪呢
[00:18:01.880 --> 00:18:03.880]  很自然就會由審判官
[00:18:03.880 --> 00:18:04.880]  就是今天的法官
