
[00:00:00.000 --> 00:00:02.620]  今天真是一個歡喜快樂的日子
[00:04:10.760 --> 00:04:13.120]  還有一個缺口缺乏的
[00:04:13.120 --> 00:04:15.760]  填滿滿滿滿
[00:04:15.760 --> 00:04:17.040]  不是一個相對性
[00:04:17.040 --> 00:04:18.640]  我多你一點喜樂
[00:04:18.640 --> 00:04:19.800]  給你多一點喜樂
[00:04:19.800 --> 00:04:20.880]  不是這樣
[00:04:20.880 --> 00:04:24.200]  他說完全這樣填滿了
[00:04:24.200 --> 00:04:26.280]  是絕對性的填滿了
[00:04:26.280 --> 00:04:27.240]  這種喜樂
[00:04:27.240 --> 00:04:29.240]  究竟這種喜樂是從哪裡來的呢
[00:04:29.240 --> 00:04:31.080]  我們要看回上一節的經文
[00:04:31.080 --> 00:04:32.280]  看回一兩節之前
[00:04:32.280 --> 00:04:34.120]  其實在十五章一開始的時候
[00:04:34.120 --> 00:04:36.520]  就看到我們連於葡萄樹
[00:04:36.520 --> 00:04:38.640]  如果你跟不同神連在一起
[00:04:38.640 --> 00:04:39.840]  就會被修剪
[00:04:39.840 --> 00:04:42.880]  但在第九節和第十節這樣說
[00:04:42.880 --> 00:04:45.440]  耶穌這樣跟門徒說
[00:04:45.440 --> 00:04:46.640]  我愛你們
[00:04:46.640 --> 00:04:49.080]  正如父神天上的包袱
[00:04:49.080 --> 00:04:51.520]  愛我耶穌一樣
[00:04:51.520 --> 00:04:54.480]  你們要常在愛的裡面
[00:04:54.480 --> 00:04:55.920]  原來這裡提到
[00:04:55.920 --> 00:05:00.400]  這個喜樂就是在主耶穌基督愛的裡面
[00:05:00.400 --> 00:05:03.120]  但是你們要遵守一個命令
[00:05:03.120 --> 00:05:06.200]  究竟這個命令是什麼呢
[00:05:06.200 --> 00:05:07.520]  我們再看下去
[00:05:07.520 --> 00:05:11.160]  原來這件事就說主耶穌愛我們
[00:05:11.160 --> 00:05:14.000]  愛我們 父神愛耶穌
[00:05:14.000 --> 00:05:15.400]  耶穌就愛我們
[00:05:15.400 --> 00:05:16.400]  這件事情
[00:05:16.400 --> 00:05:18.640]  這個愛的真諦當中
[00:05:18.640 --> 00:05:20.760]  原來就告訴他
[00:05:20.760 --> 00:05:22.600]  這個就是喜樂的傳言
[00:05:22.600 --> 00:05:24.240]  傳在我們心裡面
[00:05:24.240 --> 00:05:25.520]  這個喜樂說
[00:05:25.520 --> 00:05:26.960]  不單止有喜樂
[00:05:26.960 --> 00:05:28.840]  還有藉著主耶穌基督的愛
[00:05:28.840 --> 00:05:31.560]  還會填滿滿滿滿
[00:05:31.560 --> 00:05:34.320]  不像月亮那樣少了一塊
[00:05:34.320 --> 00:05:35.320]  你怎樣分少了一塊呢
[00:05:35.320 --> 00:05:37.360]  好像看也不是很遠
[00:05:37.360 --> 00:05:38.560]  是否哪一天比較遠呢
[00:05:38.560 --> 00:05:39.680]  不是說
[00:05:39.680 --> 00:05:42.280]  又不是哪個州的市民
[00:05:42.280 --> 00:05:44.360]  是過得快樂的生活呢
[00:05:44.360 --> 00:05:45.440]  不是
[00:05:45.440 --> 00:05:46.360]  不是比較
[00:05:46.360 --> 00:05:48.360]  是這個絕絕對對的
[00:05:48.360 --> 00:05:50.480]  完全滿了
[00:05:50.480 --> 00:05:51.280]  這種的喜樂
[00:05:51.280 --> 00:05:53.320]  神祕的喜樂原來是這樣的
[00:05:53.320 --> 00:05:55.280]  說這個命令究竟是什麼
[00:05:55.280 --> 00:05:57.000]  剛才第九節第十節提到說
[00:05:57.000 --> 00:05:58.360]  你要遵守我們的命令
[00:05:58.360 --> 00:06:00.600]  這個命令就是什麼
[00:06:00.600 --> 00:06:03.680]  就是要彼此相愛
[00:06:03.680 --> 00:06:06.400]  這個就是主耶穌基督提到的命令
[00:06:06.400 --> 00:06:07.800]  如果我們遵守這個命令
[00:06:07.800 --> 00:06:09.600]  我們就感受到這個愛
[00:06:09.600 --> 00:06:11.320]  我們就會有喜樂滿足
[00:06:11.320 --> 00:06:13.800]  這個愛是怎樣的愛呢
[00:06:13.800 --> 00:06:16.880]  原來這個愛就是犧牲的愛
[00:06:16.880 --> 00:06:19.960]  是人為朋友寫命
[00:06:19.960 --> 00:06:22.920]  人的愛心有什麼比這個更大呢
[00:06:22.920 --> 00:06:26.840]  這個在哥倫多前書提到說
[00:06:26.840 --> 00:06:28.760]  又看一至三節這樣說
[00:06:28.760 --> 00:06:32.720]  就算有人能說萬人的謊言
[00:06:32.720 --> 00:06:35.360]  並有聽天使的話
[00:06:35.360 --> 00:06:37.680]  如果沒有愛
[00:06:37.680 --> 00:06:39.920]  就是一個整個響的鑼
[00:06:39.920 --> 00:06:42.360]  響一下就好像敲鑼一樣
[00:06:42.360 --> 00:06:44.320]  沒有意思的
[00:06:44.320 --> 00:06:46.720]  就算有先知講道的能力
[00:06:46.720 --> 00:06:48.040]  你熟讀了聖經
[00:06:48.040 --> 00:06:50.040]  你能夠傳廣神的話語
[00:06:50.040 --> 00:06:53.520]  如果明白當中所有奧秘
[00:06:53.520 --> 00:06:54.840]  所有的奧秘
[00:06:54.840 --> 00:06:56.120]  顯明了出來
[00:06:56.120 --> 00:06:57.880]  如果沒有愛
[00:06:57.880 --> 00:07:00.040]  這些都是無益處
[00:07:00.040 --> 00:07:01.440]  算得是什麼呢
[00:07:01.440 --> 00:07:02.280]  最後
[00:07:02.280 --> 00:07:05.040]  如果你願意樂意捐錢
[00:07:05.040 --> 00:07:06.120]  很多人籌款
[00:07:06.120 --> 00:07:07.280]  我籌款了
[00:07:07.280 --> 00:07:08.960]  為了什麼事工就籌款了
[00:07:08.960 --> 00:07:11.040]  但是如果沒有愛心的
[00:07:11.040 --> 00:07:13.200]  這些都是無益處
[00:07:13.200 --> 00:07:15.280]  所以經文提到的
[00:07:15.280 --> 00:07:17.080]  就是一路提醒我們
[00:07:17.080 --> 00:07:20.040]  原來我們生命上有喜樂的原因
[00:07:20.040 --> 00:07:23.880]  只有藉著主耶穌神的愛
[00:07:23.880 --> 00:07:25.120]  主耶穌基督的愛
[00:07:25.120 --> 00:07:27.960]  以及我們身為門徒的
[00:07:27.960 --> 00:07:30.440]  要存著這份的真愛
[00:07:30.440 --> 00:07:33.360]  我們看到第一個目的就是
[00:07:33.360 --> 00:07:39.560]  我們究竟怎樣才會喜樂滿足呢
[00:07:39.560 --> 00:07:42.600]  只有活在主耶穌基督的愛裡面
[00:07:42.600 --> 00:07:44.560]  只有活在主耶穌基督的愛裡面
[00:07:44.560 --> 00:07:46.280]  剛才看到聽到
[00:07:46.280 --> 00:07:47.960]  我不用再舉見證例子
[00:07:47.960 --> 00:07:50.680]  剛才那兩位弟兄姊妹是否看到
[00:07:50.680 --> 00:07:52.040]  他們感受到
[00:07:52.040 --> 00:07:54.280]  Kevin葉家樂弟兄看到說
[00:07:54.280 --> 00:07:57.280]  感受到主內的弟兄姊妹很有愛心
[00:07:57.280 --> 00:07:58.520]  你聽到嗎
[00:07:58.520 --> 00:08:00.240]  你聽到說
[00:08:00.240 --> 00:08:02.120]  雪兒姊妹說她心中有喜樂
[00:08:02.120 --> 00:08:05.720]  因為有感受到主耶穌基督在她身邊
[00:08:05.720 --> 00:08:07.320]  藉著弟兄姊妹之間
[00:08:07.320 --> 00:08:09.080]  跟她介紹主耶穌基督
[00:08:09.080 --> 00:08:12.280]  認識到主耶穌基督是多麼愛她們
[00:08:12.280 --> 00:08:13.280]  愛她爸爸
[00:08:13.280 --> 00:08:14.760]  愛她最親的親人
[00:08:14.760 --> 00:08:17.000]  以及愛她們自己
[00:08:17.000 --> 00:08:19.440]  這份的愛是一個寫生的愛
[00:08:19.440 --> 00:08:21.600]  主耶穌基督已經用她的寶血
[00:08:21.600 --> 00:08:23.440]  洗淨了我們的罪
[00:08:23.440 --> 00:08:25.320]  因為這份愛的緣故
[00:08:25.320 --> 00:08:28.240]  所以我們要彼此相愛
[00:08:28.240 --> 00:08:31.440]  就提到能夠成為主耶穌基督的朋友
[00:08:31.440 --> 00:08:34.880]  意思是不是我們說耶穌不是神
[00:08:34.880 --> 00:08:36.240]  不是 耶穌是神
[00:08:36.240 --> 00:08:38.240]  因為我們明白神的心意
[00:08:38.240 --> 00:08:39.600]  主耶穌有多少心意
[00:08:39.600 --> 00:08:42.880]  我們不只是說主叫我做就做
[00:08:42.880 --> 00:08:43.720]  這麼簡單
[00:08:43.720 --> 00:08:45.680]  當中的原因就是
[00:08:45.680 --> 00:08:48.160]  因為我們知道主的愛
[00:08:48.160 --> 00:08:49.880]  在我們獨愛的當中
[00:08:49.880 --> 00:08:51.640]  我們當接受耶穌的時候
[00:08:51.640 --> 00:08:53.120]  主耶穌為救主的時候
[00:08:53.120 --> 00:08:54.880]  我們就有這份愛
[00:08:54.880 --> 00:08:56.440]  我們繼續看經文的時候
[00:08:56.440 --> 00:08:57.800]  繼續看下去
[00:08:57.800 --> 00:08:59.320]  看第十四節
[00:08:59.320 --> 00:09:01.800]  如果你遵行這個吩咐的話
[00:09:01.800 --> 00:09:02.920]  就是我的朋友
[00:09:02.920 --> 00:09:03.640]  為什麼呢
[00:09:03.640 --> 00:09:08.160]  因為主人不是主人僕的關係這麼簡單
[00:09:08.160 --> 00:09:09.960]  是提升到一個地步
[00:09:09.960 --> 00:09:11.880]  大家明白大家
[00:09:11.880 --> 00:09:16.880]  我們能夠接受這份愛的時候
[00:09:16.880 --> 00:09:18.560]  我們願意彼此相愛的時候
[00:09:18.560 --> 00:09:20.840]  我們大家之間就變成主耶穌大兄姊妹
[00:09:20.840 --> 00:09:22.040]  好像朋友一樣
[00:09:22.040 --> 00:09:23.800]  真正的朋友
[00:09:23.800 --> 00:09:27.520]  是完全有寫生的愛在當中
[00:09:27.520 --> 00:09:29.720]  是否真的要我跟你失去一條命呢
[00:09:29.720 --> 00:09:30.480]  不是
[00:09:30.480 --> 00:09:32.760]  不是我和你衝進去
[00:09:32.760 --> 00:09:35.320]  你會失去一條命
[00:09:35.320 --> 00:09:38.000]  不是說每次死這麼多次嗎
[00:09:38.000 --> 00:09:39.520]  不是這樣的意思
[00:09:39.520 --> 00:09:40.480]  意思就是說
[00:09:40.480 --> 00:09:45.600]  我們願意犧牲我們平時所喜歡做的事
[00:09:45.600 --> 00:09:47.960]  優先次序
[00:09:47.960 --> 00:09:50.360]  無論我們有多麼不方便
[00:09:50.360 --> 00:09:51.920]  多麼委屈
[00:09:51.920 --> 00:09:54.520]  都願意因為愛的緣故
[00:09:54.520 --> 00:09:57.640]  去彼此相顧彼此照顧
[00:09:57.640 --> 00:09:58.480]  這裡提到
[00:09:58.480 --> 00:10:01.080]  第十六節提到說
[00:10:01.080 --> 00:10:02.920]  不是我們這班的門徒
[00:10:02.920 --> 00:10:04.840]  基督徒去揀選了神
[00:10:04.840 --> 00:10:07.800]  是神先揀選了我們
[00:10:07.800 --> 00:10:11.240]  我們被神揀選了做祂的信徒
[00:10:11.240 --> 00:10:12.160]  揀選了雪兒
[00:10:12.160 --> 00:10:17.280]  和揀選了凱文葉家樂大兄做祂的門徒
[00:10:17.280 --> 00:10:18.920]  能夠讓他接受
[00:10:18.920 --> 00:10:21.600]  揀選了他做祂的兒女
[00:10:21.600 --> 00:10:25.120]  是神有主權在當中
[00:10:25.120 --> 00:10:26.720]  主權在神身上
[00:10:26.720 --> 00:10:29.800]  我們繼續去為
[00:10:29.800 --> 00:10:30.640]  這裡提到很好
[00:10:30.640 --> 00:10:34.000]  因為提到為禱告的重要性
[00:10:34.000 --> 00:10:39.280]  因為我們神主耶穌揀選了我們做祂的門徒
[00:10:39.280 --> 00:10:41.320]  但是不止這麼簡單
[00:10:41.320 --> 00:10:42.320]  做祂的兒女
[00:10:42.320 --> 00:10:44.320]  揀選了她今天去受針
[00:10:44.320 --> 00:10:45.200]  不是這麼簡單
[00:10:45.200 --> 00:10:47.400]  這是第一步而已
[00:10:47.400 --> 00:10:48.400]  OK
[00:10:48.400 --> 00:10:51.200]  不是說信主有多少步
[00:10:51.200 --> 00:10:52.880]  或神的計劃當中
[00:10:52.880 --> 00:10:57.960]  如果我們想得到這個喜樂滿足的生活的時候
[00:10:57.960 --> 00:10:59.640]  我們不止是浸完禮
[00:10:59.640 --> 00:11:01.040]  「噢!我有喜樂了!」
[00:11:01.040 --> 00:11:02.520]  不是這樣的意思
[00:11:02.520 --> 00:11:07.840]  要我們去分派我們
[00:11:07.840 --> 00:11:12.200]  差派我們去結果子
[00:11:12.200 --> 00:11:13.280]  目的是什麼?
[00:11:13.280 --> 00:11:15.000]  叫果子上傳
[00:11:15.000 --> 00:11:18.200]  使我們能夠奉祂的名
[00:11:18.200 --> 00:11:19.760]  禱告的時候
[00:11:19.760 --> 00:11:21.480]  求什麼都賜給我們
[00:11:21.480 --> 00:11:23.920]  究竟求什麼、賜什麼是為了什麼?
[00:11:23.920 --> 00:11:26.320]  是為了結果子
[00:11:26.320 --> 00:11:30.360]  是為了將這個福音能夠廣傳出去
[00:11:30.360 --> 00:11:33.320]  能夠使福音拯救了人之後
[00:11:33.320 --> 00:11:38.720]  繼續我們持有這個使命
[00:11:38.720 --> 00:11:41.840]  與我們的家人、朋友去傳福音
[00:11:41.840 --> 00:11:43.080]  我們今天當中有很多
[00:11:43.080 --> 00:11:45.480]  未信主的朋友被邀請來
[00:11:45.480 --> 00:11:49.200]  或者一直在我們當中去敬拜的時候
[00:11:49.200 --> 00:11:50.840]  我們做主的門徒的時候
[00:11:50.840 --> 00:11:53.760]  我們一直為傳福音的侍公去禱告
[00:11:53.760 --> 00:11:55.600]  聖經在這裡應許過我們
[00:11:55.600 --> 00:11:57.120]  如果我們為傳福音
[00:11:57.120 --> 00:12:00.160]  為結果子的侍公去禱告的時候
[00:12:00.160 --> 00:12:02.760]  他就一定會成就
[00:12:02.760 --> 00:12:04.800]  一定會成就100%
[00:12:04.800 --> 00:12:08.000]  我們就朝著那個方向去禱告
[00:12:08.000 --> 00:12:09.280]  去為了傳福音
[00:12:09.280 --> 00:12:11.640]  去結果子的方向去禱告
[00:12:11.640 --> 00:12:13.800]  無論是福音中心的侍公也好
[00:12:13.800 --> 00:12:16.520]  為了你個人的報導
[00:12:16.520 --> 00:12:19.160]  社區裡面的傳福音也好
[00:12:19.160 --> 00:12:22.680]  或者是你和你最愛的親人去傳福音
[00:12:22.680 --> 00:12:24.600]  他們的朋友去傳福音也好
[00:12:24.600 --> 00:12:27.520]  我們就將這些事情放在禱告當中
[00:12:27.520 --> 00:12:29.800]  因為聖經應許過我們
[00:12:29.800 --> 00:12:32.640]  說叫我們去分派
[00:12:32.640 --> 00:12:35.120]  我們去派差伯去結果子
[00:12:35.120 --> 00:12:37.760]  使得他們這些的果子能夠常傳
[00:12:37.760 --> 00:12:39.120]  一直在那裡傳下去
[00:12:39.120 --> 00:12:40.960]  聖經的神的話語
[00:12:40.960 --> 00:12:42.880]  神這個救恩的話傳下去
[00:12:42.880 --> 00:12:46.320]  這個是無限的很大的應許在當中
[00:12:46.320 --> 00:12:48.040]  所以你要抓緊這個應許
[00:12:48.040 --> 00:12:49.640]  放在禱告當中
[00:12:49.640 --> 00:12:52.840]  去為主傳福音而去努力
[00:12:52.840 --> 00:12:54.520]  所以我們禱告的時候
[00:12:54.520 --> 00:13:01.440]  要配合傳福音的事情去禱告
[00:13:01.440 --> 00:13:02.960]  最後這裡再次提醒我們
[00:13:02.960 --> 00:13:04.520]  原來我們真的提醒我們
[00:13:04.520 --> 00:13:06.800]  這個命令就是彼此相愛
[00:13:06.800 --> 00:13:08.120]  這個彼此相愛的命令
[00:13:08.120 --> 00:13:09.440]  我們可以看到說
[00:13:09.440 --> 00:13:11.120]  我們剛才也提到
[00:13:11.120 --> 00:13:12.160]  剛才報告的時候
[00:13:12.160 --> 00:13:14.440]  我們有72位的義工
[00:13:14.440 --> 00:13:18.440]  憑著愛心彼此服侍
[00:13:18.440 --> 00:13:21.680]  這個就是很明顯活生生的一個見證
[00:13:21.680 --> 00:13:23.200]  我們彼此相愛的見證
[00:13:23.200 --> 00:13:25.200]  我們當中有13個家庭
[00:13:25.200 --> 00:13:26.000]  有其中一個家庭
[00:13:26.000 --> 00:13:27.160]  Shirley和Summing的家庭
[00:13:27.160 --> 00:13:30.000]  隔壁屋的那個也幫忙掃樹葉
[00:13:30.000 --> 00:13:30.880]  在隔壁而已
[00:13:30.880 --> 00:13:31.320]  是不是
[00:13:31.320 --> 00:13:33.520]  我們當中有代憲節目去參與
[00:13:33.520 --> 00:13:35.320]  不簡單
[00:13:35.320 --> 00:13:37.040]  三百多袋樹葉
[00:13:37.040 --> 00:13:39.720]  用了四百七十個小時
[00:13:39.720 --> 00:13:42.200]  八十個小時去籌備
[00:13:42.200 --> 00:13:45.120]  三百九十小時去真的掃樹葉
[00:13:45.120 --> 00:13:46.080]  感謝神
[00:13:46.080 --> 00:13:48.200]  我們為當天的天氣禱告
[00:13:48.200 --> 00:13:50.040]  現在風風雨雨下雪
[00:13:50.040 --> 00:13:51.480]  剛剛星期五晚
[00:13:51.480 --> 00:13:52.520]  是不是感謝神
[00:13:52.520 --> 00:13:53.880]  非常感謝神
[00:13:53.880 --> 00:13:54.440]  是吧
[00:13:54.440 --> 00:13:57.520]  不用冒著雨去掃樹葉
[00:13:57.520 --> 00:13:59.600]  我們終於完成了這份事供
[00:13:59.600 --> 00:14:01.960]  是三個部一同去參與
[00:14:01.960 --> 00:14:04.120]  我們在上面看到的
[00:14:04.120 --> 00:14:05.120]  三個部
[00:14:05.120 --> 00:14:07.520]  英文部國語部的主內弟兄姊妹
[00:14:07.520 --> 00:14:10.960]  一同彼此用愛心
[00:14:10.960 --> 00:14:12.520]  彼此相愛存在的心
[00:14:12.520 --> 00:14:13.960]  彼此服侍
[00:14:13.960 --> 00:14:16.080]  這就是神叫我們去做
[00:14:16.080 --> 00:14:17.680]  是我們的命令
[00:14:17.680 --> 00:14:20.760]  叫我們去做的其中一樣的事情
[00:14:20.760 --> 00:14:22.680]  所以我們看到第二點說
[00:14:22.680 --> 00:14:25.720]  我們怎樣有個喜樂滿足的生活呢
[00:14:25.720 --> 00:14:27.040]  第一
[00:14:27.040 --> 00:14:29.720]  我們只有藉著主耶穌基督的愛裏面
[00:14:29.720 --> 00:14:32.760]  才會有這種喜樂滿足
[00:14:32.760 --> 00:14:33.680]  第二
[00:14:33.680 --> 00:14:36.320]  不只是接受了耶穌的福音的時候
[00:14:36.320 --> 00:14:39.440]  智慧就停在這裏
[00:14:39.440 --> 00:14:41.880]  聖經叫我們去猜拍我們去結果紙
[00:14:41.880 --> 00:14:44.360]  要在操練我們當中
[00:14:44.360 --> 00:14:47.160]  門徒被操練的時候
[00:14:47.160 --> 00:14:48.960]  主耶穌基督臨回天間的時候
[00:14:48.960 --> 00:14:52.800]  他知道他要被釘十字架之前
[00:14:52.800 --> 00:14:54.120]  在十五章
[00:14:54.120 --> 00:14:55.720]  約翰福音十五章十六章
[00:14:55.720 --> 00:14:58.840]  已經提到喜樂的信息在當中
[00:14:58.840 --> 00:15:02.040]  我們只有藉著在操練的時候
[00:15:02.040 --> 00:15:04.600]  門徒被操練
[00:15:04.600 --> 00:15:07.560]  成為一個真正信徒被操練的門徒的時候
[00:15:07.560 --> 00:15:08.640]  這個階段當中
[00:15:08.640 --> 00:15:11.560]  我們屬靈生命成長當中的時候
[00:15:11.560 --> 00:15:14.200]  我們要操練彼此相愛
[00:15:14.200 --> 00:15:17.040]  直至到主耶穌基督回來的日子
[00:15:17.040 --> 00:15:20.920]  我們最後可以看一段詩篇提醒我們
[00:15:20.920 --> 00:15:24.680]  說「你必將生命的道路指示我」
[00:15:24.680 --> 00:15:29.680]  「在你面前有滿足的喜樂」
[00:15:29.680 --> 00:15:33.480]  「在你右手當中有永遠的福樂」
[00:15:33.480 --> 00:15:35.520]  這個喜樂滿足
[00:15:35.520 --> 00:15:38.080]  是滿足到我們完完全全
[00:15:38.080 --> 00:15:41.840]  將我們生命當中受到的受傷的時候
[00:15:41.840 --> 00:15:44.680]  我們當中可能真的會有
[00:15:44.680 --> 00:15:47.200]  情緒低落的時候
[00:15:47.200 --> 00:15:48.720]  有壓力的時候
[00:15:48.720 --> 00:15:52.360]  各樣事情被受到不公平
[00:15:52.360 --> 00:15:54.160]  或者是有些抑鬱
[00:15:54.160 --> 00:15:55.400]  或者是有些壓迫
[00:15:55.400 --> 00:15:58.960]  無論怎樣都好
[00:15:58.960 --> 00:16:02.360]  神給我們的喜樂是充充足足
[00:16:02.360 --> 00:16:04.960]  是將我們心中所缺陷的
[00:16:04.960 --> 00:16:08.640]  完完全全地可以填補起來
[00:16:08.640 --> 00:16:10.440]  這個秘訣 這個秘密
[00:16:10.440 --> 00:16:13.520]  我們知道的時候
[00:16:13.520 --> 00:16:17.760]  我們就要憑著愛心要行出來
[00:16:17.760 --> 00:16:19.960]  不是就好像一個
[00:16:19.960 --> 00:16:24.240]  武益的 剛才在前書看到
[00:16:24.240 --> 00:16:27.120]  只有一個「講」字 明白
[00:16:27.120 --> 00:16:28.680]  認識的意思是
[00:16:28.680 --> 00:16:29.920]  知道這個奧秘的時候
[00:16:29.920 --> 00:16:32.280]  如果沒有愛心去彼此相愛
[00:16:32.280 --> 00:16:34.400]  用行動去回應的時候
[00:16:34.400 --> 00:16:36.480]  是對人無益的
[00:16:36.480 --> 00:16:38.880]  是耶穌不喜愛
[00:16:38.880 --> 00:16:40.280]  我們為了土神喜悅
[00:16:40.280 --> 00:16:43.360]  我們痛思可以得到喜樂滿足的生活的時候
[00:16:43.360 --> 00:16:46.160]  為甚麼我們不會去這樣做呢
[00:16:46.160 --> 00:16:49.360]  我期望大家能夠鼓勵主內的弟兄姊妹
[00:16:49.360 --> 00:16:53.720]  今天見到他們兩位受浸的弟兄姊妹
