
[00:00:00.000 --> 00:00:01.400]  各位聽者會平安
[00:03:26.120 --> 00:03:30.000]  然後我們要擴闊我們的境界
[00:03:30.000 --> 00:03:33.160]  由耶路撒冷一個城市開始
[00:03:33.160 --> 00:03:35.160]  擴展到一個國家
[00:03:35.160 --> 00:03:36.720]  猶太傳地
[00:03:36.720 --> 00:03:40.000]  然後去到隔離的國家
[00:03:40.000 --> 00:03:41.600]  去到撒瑪利亞
[00:03:41.600 --> 00:03:44.400]  然後一路去到地極
[00:03:44.400 --> 00:03:46.800]  我們看回教會歷史
[00:03:46.800 --> 00:03:49.320]  教會歷史的發展就是這樣
[00:03:49.320 --> 00:03:52.200]  由最先在歐洲開始
[00:03:52.200 --> 00:03:54.600]  後來傳到美洲
[00:03:54.600 --> 00:03:58.360]  然後接著就一路福音廣傳
[00:03:58.360 --> 00:04:01.080]  後來來到亞洲、來到非洲
[00:04:01.080 --> 00:04:03.080]  來到很多地方
[00:04:03.080 --> 00:04:05.080]  來到不同的地區
[00:04:05.080 --> 00:04:09.720]  於是福音慢慢要傳到地極
[00:04:09.720 --> 00:04:15.120]  沒錯,今天福音仍然未傳到整個世界
[00:04:15.120 --> 00:04:19.920]  所以我們仍須努力等候主耶穌的回來
[00:04:19.920 --> 00:04:22.520]  在《使徒行傳》第一章
[00:04:22.520 --> 00:04:24.640]  也講到耶穌升天
[00:04:24.640 --> 00:04:26.120]  那些天使說
[00:04:26.120 --> 00:04:28.520]  主怎樣升天
[00:04:28.520 --> 00:04:30.800]  祂會照樣回來
[00:04:30.800 --> 00:04:33.120]  祂會加著運
[00:04:33.120 --> 00:04:36.000]  降臨在橄欖山上面
[00:04:36.000 --> 00:04:39.280]  就是耶穌回來的日子
[00:04:39.280 --> 00:04:41.120]  我最近真的覺得
[00:04:41.120 --> 00:04:43.120]  耶穌回來的日子
[00:04:43.120 --> 00:04:45.120]  很近很近
[00:04:45.120 --> 00:04:46.720]  所以各位弟兄姊妹
[00:04:46.720 --> 00:04:48.720]  讓我們時時警醒
[00:04:48.720 --> 00:04:52.720]  等候耶穌回來的日子
[00:04:52.720 --> 00:04:54.920]  然後《使徒行傳》第二章
[00:04:54.920 --> 00:04:57.720]  就講到五旬節那一天
[00:04:57.720 --> 00:05:01.920]  有一群人在樓房上面祈禱
[00:05:01.920 --> 00:05:05.320]  原來他們同心合意
[00:05:05.320 --> 00:05:07.320]  行切祈禱
[00:05:07.320 --> 00:05:10.320]  這就是聖靈充滿之前
[00:05:10.320 --> 00:05:12.720]  準備的功夫
[00:05:12.720 --> 00:05:14.720]  他們是一條心的
[00:05:14.720 --> 00:05:16.720]  很同心合意
[00:05:16.720 --> 00:05:18.920]  很狠切地祈禱
[00:05:18.920 --> 00:05:21.720]  結果聖靈就好像火焰一樣
[00:05:21.720 --> 00:05:24.320]  分開落在各人的頭上
[00:05:24.320 --> 00:05:28.120]  他們就說起別國的話來
[00:05:28.120 --> 00:05:30.720]  或者可以說是謊言
[00:05:30.720 --> 00:05:32.720]  謊言有兩種解釋
[00:05:32.720 --> 00:05:36.320]  一種解釋就是我本來不懂得問的
[00:05:36.320 --> 00:05:38.920]  我本來不懂得說土耳其話的
[00:05:38.920 --> 00:05:41.720]  但突然之間我可以說德文
[00:05:41.720 --> 00:05:43.720]  我可以說土耳其話
[00:05:43.720 --> 00:05:46.520]  謊言另外一個就是指
[00:05:46.520 --> 00:05:48.320]  神的語言
[00:05:48.320 --> 00:05:50.120]  天上的語言
[00:05:50.120 --> 00:05:53.920]  你的舌頭好像不受控制
[00:05:53.920 --> 00:05:58.120]  你就說一些話
[00:05:58.120 --> 00:06:00.120]  但你心裡面知道
[00:06:00.120 --> 00:06:01.920]  你在讚美神
[00:06:01.920 --> 00:06:04.520]  你在述說神的奇妙
[00:06:04.520 --> 00:06:06.720]  我也試過說謊言
[00:06:06.720 --> 00:06:09.720]  經歷神給我一種語言
[00:06:09.720 --> 00:06:11.520]  我來到中山區
[00:06:11.520 --> 00:06:13.320]  跟祂溝通
[00:06:13.320 --> 00:06:14.920]  我們說謊言
[00:06:14.920 --> 00:06:17.720]  就是用神賜給你的話語
[00:06:17.720 --> 00:06:19.320]  去讚美神
[00:06:19.320 --> 00:06:20.920]  去歌頌神
[00:06:20.920 --> 00:06:23.120]  所以保羅說
[00:06:23.120 --> 00:06:25.920]  謊言你自己在家裡用
[00:06:25.920 --> 00:06:28.120]  在公開的聚會
[00:06:28.120 --> 00:06:31.520]  必須要有人翻謊言
[00:06:31.520 --> 00:06:33.720]  否則其他弟兄姐妹聽見你
[00:06:33.720 --> 00:06:34.920]  嘟嘟嘟嘟嘟
[00:06:34.920 --> 00:06:36.520]  說不知道說什麼
[00:06:36.520 --> 00:06:37.920]  那會很奇怪
[00:06:37.920 --> 00:06:39.920]  所以我們要很小心
[00:06:39.920 --> 00:06:42.120]  去怎麼看謊言
[00:06:42.120 --> 00:06:43.720]  我相信今天
[00:06:43.720 --> 00:06:46.120]  神仍然是賜下謊言
[00:06:46.120 --> 00:06:48.320]  很多曾經說謊言的人
[00:06:48.320 --> 00:06:51.120]  經歷心裡面那種火熱
[00:06:51.120 --> 00:06:53.320]  經歷神與他們同在
[00:06:53.320 --> 00:06:56.520]  他們就憑信心向神禱告
[00:06:56.520 --> 00:06:57.920]  在禱告的時候
[00:06:57.920 --> 00:07:00.920]  就用謊言來向神禱告
[00:07:00.920 --> 00:07:03.920]  他們就有能力去為神工作
[00:07:03.920 --> 00:07:05.520]  所以各位弟兄姐妹
[00:07:05.520 --> 00:07:08.320]  讓我們看見在《使徒行傳》第二章
[00:07:08.320 --> 00:07:11.320]  聖靈就是這樣大大充滿
[00:07:11.320 --> 00:07:13.320]  當日在樓房上面
[00:07:13.320 --> 00:07:15.320]  祈禱的那些使徒
[00:07:15.320 --> 00:07:18.920]  於是他們就去到耶路撒冷的大街小巷
[00:07:18.920 --> 00:07:21.320]  為主作見證
[00:07:21.320 --> 00:07:24.120]  當日彼得就站起來
[00:07:24.120 --> 00:07:28.720]  講了他第一篇很重要的講章
[00:07:28.720 --> 00:07:30.720]  而《使徒行傳》第二章
[00:07:30.720 --> 00:07:35.720]  就將整篇彼得的講章記錄下來
[00:07:35.720 --> 00:07:39.120]  所以今天我們可以分析彼得的講道
[00:07:39.120 --> 00:07:41.120]  彼得今次的講道
[00:07:41.120 --> 00:07:44.320]  就以耶穌為重心
[00:07:44.320 --> 00:07:47.320]  介紹這位耶穌是誰
[00:07:47.320 --> 00:07:49.920]  從舊約的律法開始
[00:07:49.920 --> 00:07:51.520]  一路講解
[00:07:51.520 --> 00:07:53.520]  讓當時的人
[00:07:53.520 --> 00:07:55.520]  真的認識
[00:07:55.520 --> 00:08:00.720]  以為基督、以為耶穌就是要來的尼在亞
[00:08:00.720 --> 00:08:03.320]  所以當彼得呼召的時候
[00:08:03.320 --> 00:08:06.520]  就有很多人順著
[00:08:06.520 --> 00:08:07.920]  我們感謝神
[00:08:07.920 --> 00:08:10.720]  當日有三千個人
[00:08:10.720 --> 00:08:13.320]  他們不但悔改歸主
[00:08:13.320 --> 00:08:15.920]  還公開受針
[00:08:15.920 --> 00:08:17.720]  加入教會
[00:08:17.720 --> 00:08:20.120]  成為教會的一份子
[00:08:20.120 --> 00:08:23.920]  所以初期教會就這樣組成了
[00:08:23.920 --> 00:08:25.720]  然後聖經就說
[00:08:25.720 --> 00:08:28.720]  他們凡物公庸
[00:08:28.720 --> 00:08:30.720]  他們沒有自己的東西
[00:08:30.720 --> 00:08:34.320]  很多人拿團產、家業賣了
[00:08:34.320 --> 00:08:36.720]  然後就分給眾人
[00:08:36.720 --> 00:08:38.120]  奉獻去教會
[00:08:38.120 --> 00:08:40.720]  大家一起用那些錢
[00:08:40.720 --> 00:08:44.120]  於是他們就各取所需
[00:08:44.120 --> 00:08:47.320]  然後他們天天同心合意
[00:08:47.320 --> 00:08:51.120]  在家中、在殿裡面敬拜
[00:08:51.120 --> 00:08:53.920]  抹餅一同祈禱
[00:08:53.920 --> 00:08:56.120]  念讀神的話
[00:08:56.120 --> 00:08:58.320]  學習主道
[00:08:58.320 --> 00:09:02.520]  然後主就將得救的人數
[00:09:02.520 --> 00:09:05.120]  天天加給他們
[00:09:05.120 --> 00:09:06.720]  還有一個表現
[00:09:06.720 --> 00:09:07.920]  就是他們
[00:09:07.920 --> 00:09:10.520]  大家好相愛
[00:09:10.520 --> 00:09:13.320]  得眾民的喜愛
[00:09:13.320 --> 00:09:15.120]  他們很有見證
[00:09:15.120 --> 00:09:16.920]  這班信耶穌的人
[00:09:16.920 --> 00:09:19.520]  周圍的人很欣賞
[00:09:19.520 --> 00:09:21.320]  他們的作為
[00:09:21.320 --> 00:09:23.520]  他們就成為一股力量
[00:09:23.520 --> 00:09:25.320]  可以去周圍作見證
[00:09:25.320 --> 00:09:27.120]  所以信而歸主的人
[00:09:27.120 --> 00:09:29.920]  是天天加給他們
[00:09:29.920 --> 00:09:31.720]  今天我跟牧師說
[00:09:31.720 --> 00:09:33.920]  我帶了一個親戚信主
[00:09:33.920 --> 00:09:35.720]  第二天又有另一個說
[00:09:35.720 --> 00:09:38.120]  我帶了我的同事信主
[00:09:38.120 --> 00:09:40.720]  如果我們天天都收到消息
[00:09:40.720 --> 00:09:41.920]  有人信主
[00:09:41.920 --> 00:09:46.720]  教會就天天有得救的人數增加
[00:09:46.720 --> 00:09:47.920]  我們感謝神
[00:09:47.920 --> 00:09:50.920]  初期教會就這樣發展起來
[00:09:50.920 --> 00:09:53.920]  他們不斷地向外擴展
[00:09:53.920 --> 00:09:56.720]  贏取很多的靈魂
[00:09:56.720 --> 00:10:00.320]  今天我們都需要去爭取
[00:10:00.320 --> 00:10:02.720]  贏得更多的靈魂
[00:10:02.720 --> 00:10:05.520]  領多一個靈魂歸主
[00:10:05.520 --> 00:10:07.520]  各位我們要努力
[00:10:07.520 --> 00:10:09.720]  今天是末世的時候
[00:10:09.720 --> 00:10:11.920]  我們要爭取這個時間
[00:10:11.920 --> 00:10:15.520]  去多領人歸主
[00:10:15.520 --> 00:10:19.320]  然後第三章就說到
[00:10:19.320 --> 00:10:22.520]  門徒受到逼迫
[00:10:22.520 --> 00:10:25.320]  他們彼得和約翰
[00:10:25.320 --> 00:10:28.520]  去到聖殿的尾門口
[00:10:28.520 --> 00:10:32.720]  見到一個生離瘸腿的人
[00:10:32.720 --> 00:10:35.520]  他一出世已經瘸腿了
[00:10:35.520 --> 00:10:38.920]  就坐在門口去求克
[00:10:38.920 --> 00:10:41.720]  彼得和約翰經過
[00:10:41.720 --> 00:10:43.920]  就對這個人說
[00:10:43.920 --> 00:10:47.120]  金銀我們都沒有
[00:10:47.120 --> 00:10:48.520]  我們沒有錢
[00:10:48.520 --> 00:10:51.720]  但我奉拿撒勒人
[00:10:51.720 --> 00:10:53.520]  耶穌的名
[00:10:53.520 --> 00:10:56.520]  我吩咐你起來
[00:10:56.520 --> 00:10:58.520]  這個跛腳的人
[00:10:58.520 --> 00:11:02.120]  馬上兩腳有力就站起來
[00:11:02.120 --> 00:11:03.720]  他不僅站起來
[00:11:03.720 --> 00:11:08.920]  他還跳下走下走入聖殿裡面讚美神
[00:11:08.920 --> 00:11:10.720]  很多人都見到
[00:11:10.720 --> 00:11:12.320]  喂!這個是誰來的?
[00:11:12.320 --> 00:11:14.520]  不是坐在門口乞野的那個嗎?
[00:11:14.520 --> 00:11:15.720]  他不會走路的
[00:11:15.720 --> 00:11:17.520]  為什麼今天會走路?
[00:11:17.520 --> 00:11:21.720]  因為彼得用耶穌的名
[00:11:21.720 --> 00:11:23.720]  醫治好醫的人
[00:11:23.720 --> 00:11:25.920]  於是很震撼
[00:11:25.920 --> 00:11:28.920]  當時公會就要開會
[00:11:28.920 --> 00:11:30.720]  看看怎麼說
[00:11:30.720 --> 00:11:33.520]  在第四章怎麼記載?
[00:11:33.520 --> 00:11:35.720]  公會的人說
[00:11:35.720 --> 00:11:38.720]  我們見到彼得和約翰
[00:11:38.720 --> 00:11:43.520]  他們本是無學問的小民
[00:11:43.520 --> 00:11:45.320]  即是平民
[00:11:45.320 --> 00:11:47.120]  沒有受過什麼教育
[00:11:47.120 --> 00:11:48.720]  什麼都不懂
[00:11:48.720 --> 00:11:50.720]  沒有讀過書
[00:11:50.720 --> 00:11:53.520]  他們怎麼會有這樣的能力呢?
[00:11:53.520 --> 00:11:58.920]  因為於是認定他們跟過耶穌
[00:11:58.920 --> 00:12:01.520]  多美麗的見證
[00:12:01.520 --> 00:12:05.520]  你和我都是跟隨著的
[00:12:05.520 --> 00:12:07.520]  你有沒有因為跟隨著
[00:12:07.520 --> 00:12:09.120]  你不一樣
[00:12:09.120 --> 00:12:11.320]  你跟隨了耶穌之後
[00:12:11.320 --> 00:12:13.520]  你變成一個怎樣的人
[00:12:13.520 --> 00:12:15.720]  很多時候我們都請一些
[00:12:15.720 --> 00:12:18.320]  初信主的人講見證
[00:12:18.320 --> 00:12:21.320]  你信了耶穌之後有什麼改變?
[00:12:21.320 --> 00:12:23.520]  有些人說我戒了毒
[00:12:23.520 --> 00:12:24.520]  戒了煙
[00:12:24.520 --> 00:12:26.520]  戒了酒
[00:12:26.520 --> 00:12:30.120]  生命扭轉過來
[00:12:30.120 --> 00:12:32.520]  生命不再一樣
[00:12:32.520 --> 00:12:34.120]  各位聽眾姐妹
[00:12:34.120 --> 00:12:39.720]  彼得和約翰就是這樣見證主的命
[00:12:39.720 --> 00:12:42.720]  那些公會的人嚇著他們
[00:12:42.720 --> 00:12:46.120]  我不准你們再講耶穌
[00:12:46.120 --> 00:12:47.520]  彼得怎麼回答呢?
[00:12:47.520 --> 00:12:52.320]  他說我是不是順從你
[00:12:52.320 --> 00:12:55.520]  還是順從上帝呢?
[00:12:55.520 --> 00:12:58.120]  如果我不順從上帝
[00:12:58.120 --> 00:13:00.320]  行不行呢?
[00:13:00.320 --> 00:13:02.920]  順從人
[00:13:02.920 --> 00:13:04.520]  不順從
[00:13:04.520 --> 00:13:06.120]  順從神
[00:13:06.120 --> 00:13:07.720]  不順從人
[00:13:07.720 --> 00:13:10.920]  是應當的
[00:13:10.920 --> 00:13:13.120]  耶穌的名
[00:13:13.120 --> 00:13:15.920]  就是我們可以宣揚的
[00:13:15.920 --> 00:13:19.120]  因為只有藉著耶穌的名
[00:13:19.120 --> 00:13:21.720]  可以叫人得救
[00:13:21.720 --> 00:13:23.720]  天下人間
[00:13:23.720 --> 00:13:26.520]  沒有次下別的名
[00:13:26.520 --> 00:13:28.520]  可以叫人得救
[00:13:28.520 --> 00:13:31.320]  只有主耶穌的名
[00:13:31.320 --> 00:13:33.120]  可以叫人得救
[00:13:33.120 --> 00:13:34.720]  所以各位聽眾姐妹
[00:13:34.720 --> 00:13:38.520]  讓我們都有彼得和約翰這班
[00:13:38.520 --> 00:13:42.320]  沒有學問的、平民的膽量
[00:13:42.320 --> 00:13:45.920]  他們勇敢抵抗這個公會
[00:13:45.920 --> 00:13:47.520]  勇敢表明
[00:13:47.520 --> 00:13:50.520]  我們要講耶穌
[00:13:50.520 --> 00:13:53.920]  我們要把耶穌的名宣揚出去
[00:13:53.920 --> 00:13:57.920]  叫更多的人認識我們的主
[00:13:57.920 --> 00:14:00.720]  所以求主使用你、使用我
[00:14:00.720 --> 00:14:02.920]  讓我們在今天這個時代
[00:14:02.920 --> 00:14:05.120]  我們勇敢起來
[00:14:05.120 --> 00:14:07.520]  為主作見證
[00:14:07.520 --> 00:14:10.320]  願天父賜福給各位
