
[00:00:00.000 --> 00:00:02.980]  各位來賓 諸位弟兄姊妹 平安
[00:03:27.120 --> 00:03:31.020]  我們從今天的講道當中去認識神
[00:03:31.020 --> 00:03:33.420]  我們一起低頭祈禱
[00:03:33.420 --> 00:03:35.320]  我們天上的包袱 我們感謝祢
[00:03:35.320 --> 00:03:37.220]  感謝祢是我們的包袱
[00:03:37.220 --> 00:03:40.920]  既然祢差派了獨生內子 主耶穌基督來到我們當中的時候
[00:03:40.920 --> 00:03:46.320]  我們坦然地去因著信 接受了這份救恩的計劃
[00:03:46.320 --> 00:03:48.120]  這是何等大的恩典
[00:03:48.120 --> 00:03:50.220]  求神祢繼續去引領我們
[00:03:50.220 --> 00:03:54.120]  引領我們怎樣去學習 去認識神
[00:03:54.120 --> 00:03:56.920]  去透過今天的經文當中
[00:03:56.920 --> 00:04:03.020]  去明白到我們怎樣去幫助我們的子女去認識祢
[00:04:03.020 --> 00:04:07.020]  我們以上的禱告是奉主耶穌基督得勝的名字祈求
[00:04:07.020 --> 00:04:08.420]  阿們
[00:04:08.420 --> 00:04:09.620]  我們今天的主題是
[00:04:09.620 --> 00:04:13.720]  我們怎樣去幫助我們的子女去認識神
[00:04:13.720 --> 00:04:15.320]  在經文的故事裏面
[00:04:15.320 --> 00:04:17.920]  我們看到第二章的第十二節
[00:04:17.920 --> 00:04:21.320]  一開始就提到以利那兩個兒子
[00:04:21.320 --> 00:04:23.220]  我們在第一章母親節當日
[00:04:23.220 --> 00:04:25.220]  我們介紹了他們兩個兒子
[00:04:25.220 --> 00:04:30.520]  有何弗尼和菲尼哈這兩位祭師
[00:04:30.520 --> 00:04:35.220]  這兩位祭師是以利的兒子
[00:04:35.220 --> 00:04:37.120]  他們就是惡人
[00:04:37.120 --> 00:04:38.420]  《彼生經》認為是惡人
[00:04:38.420 --> 00:04:40.720]  是一個 你稍後看到的故事
[00:04:40.720 --> 00:04:42.520]  其實他是一個無賴
[00:04:42.520 --> 00:04:43.720]  又不認識神的人
[00:04:43.720 --> 00:04:45.720]  還跟神敵黨
[00:04:45.720 --> 00:04:48.320]  所謂的時事記我剛才提到
[00:04:48.320 --> 00:04:50.120]  他們是以各人任意而行
[00:04:50.120 --> 00:04:51.720]  心中無神
[00:04:51.720 --> 00:04:55.120]  他們兩個祭師對待百姓是這樣的
[00:04:55.120 --> 00:04:56.520]  有這樣的規矩
[00:04:56.520 --> 00:04:58.820]  明明他們獻祭的時候
[00:04:58.820 --> 00:05:01.020]  去到會幕獻祭的時候
[00:05:01.020 --> 00:05:04.520]  他們在煮那些祭物
[00:05:04.520 --> 00:05:07.620]  當時是在形容平安祭
[00:05:07.620 --> 00:05:09.420]  Fellowship的Offering
[00:05:09.420 --> 00:05:11.320]  平安祭基本上就是
[00:05:11.320 --> 00:05:13.520]  我們以斯利文獻了梵祭
[00:05:13.520 --> 00:05:14.820]  同時也有獻平安祭
[00:05:14.820 --> 00:05:17.020]  他們可以聚在一起
[00:05:17.020 --> 00:05:20.120]  有些祭物 部分的祭物獻給神
[00:05:20.120 --> 00:05:22.120]  有些部分的祭物獻給祭師
[00:05:22.120 --> 00:05:23.620]  有些部分的祭物
[00:05:23.620 --> 00:05:27.220]  百姓可以享用的時候
[00:05:27.220 --> 00:05:29.920]  這個就是經文所形容的
[00:05:29.920 --> 00:05:33.120]  去到會幕 去到獻祭的時候
[00:05:33.120 --> 00:05:35.720]  當時他們有個會幕
[00:05:35.720 --> 00:05:40.520]  他們的藥櫃在會幕當中
[00:05:40.520 --> 00:05:44.220]  他們去到會幕那裡敬拜神
[00:05:44.220 --> 00:05:48.620]  這些事情平安祭也記載在規矩清清楚楚
[00:05:48.620 --> 00:05:50.520]  在利美記裡面第七章
[00:05:50.520 --> 00:05:55.120]  以利這兩個兒子
[00:05:55.120 --> 00:05:57.020]  這個祭師是這樣的
[00:05:57.020 --> 00:05:58.620]  他就說叫那些僕人來用叉
[00:05:58.620 --> 00:06:00.420]  一叉就進去了
[00:06:00.420 --> 00:06:04.320]  去到那些煮食的罐 頂
[00:06:04.320 --> 00:06:06.320]  這些各樣的器皿裡面
[00:06:06.320 --> 00:06:07.920]  用器皿來煮食
[00:06:07.920 --> 00:06:08.720]  但是一叉就說
[00:06:08.720 --> 00:06:14.720]  吩咐那些僕人去取他們想要的食物
[00:06:14.720 --> 00:06:18.320]  他們犯了三個情況
[00:06:18.320 --> 00:06:19.620]  三種的罪在當中
[00:06:19.620 --> 00:06:22.820]  他們違反了這個獻祭的情況
[00:06:22.820 --> 00:06:26.520]  第一就是他們為自己來挑食物
[00:06:26.520 --> 00:06:29.220]  神在利美記裡面講得清清楚楚
[00:06:29.220 --> 00:06:32.020]  祭師就吃那個胸肉
[00:06:32.020 --> 00:06:34.320]  好像雞胸肉那樣
[00:06:34.320 --> 00:06:37.320]  吃那部分的胸肉和油腿
[00:06:37.320 --> 00:06:38.620]  講得清清楚楚
[00:06:38.620 --> 00:06:41.720]  他們的部分是什麼
[00:06:41.720 --> 00:06:43.720]  不是你選哪個部分
[00:06:43.720 --> 00:06:45.520]  喜歡吃哪個部位就吃哪個部位
[00:06:45.520 --> 00:06:46.720]  好像吃自助餐那樣
[00:06:46.720 --> 00:06:47.820]  不是這樣的
[00:06:47.820 --> 00:06:49.220]  這裡有規有矩的
[00:06:49.220 --> 00:06:50.320]  在獻祭上面
[00:06:50.320 --> 00:06:51.520]  他們犯了這個罪
[00:06:51.520 --> 00:06:52.220]  第二
[00:06:52.220 --> 00:06:54.320]  他又把那些豬油
[00:06:54.320 --> 00:06:55.620]  還沒給神之前
[00:06:55.620 --> 00:06:58.220]  他就說不要煮
[00:06:58.220 --> 00:06:59.220]  要烤的
[00:06:59.220 --> 00:07:00.420]  大家都知道
[00:07:00.420 --> 00:07:01.520]  你喜歡燒烤也好
[00:07:01.520 --> 00:07:04.620]  還是拿一些肉去燜也好
[00:07:04.620 --> 00:07:05.320]  煮也好
[00:07:05.320 --> 00:07:07.420]  他們喜歡用烤的方法去做
[00:07:07.420 --> 00:07:09.620]  但是神教他們不是這樣做
[00:07:09.620 --> 00:07:11.920]  他們是要把他的豬油給了神之後
[00:07:11.920 --> 00:07:14.520]  他用煮的方法煮熟
[00:07:14.520 --> 00:07:17.820]  來和大家百姓一起分享
[00:07:17.820 --> 00:07:20.420]  他這裡又犯了第二樣的問題
[00:07:20.420 --> 00:07:21.220]  第三就是
[00:07:21.220 --> 00:07:22.620]  首先提到就是
[00:07:22.620 --> 00:07:25.020]  他們自己取他們的部分
[00:07:25.020 --> 00:07:27.120]  怎麼可以這樣去
[00:07:27.120 --> 00:07:31.920]  任由他們自己獻祭
[00:07:31.920 --> 00:07:35.820]  所以他們所謂的敬拜
[00:07:35.820 --> 00:07:39.220]  是完全不合神的心意的敬拜
[00:07:39.220 --> 00:07:40.720]  這種不合神的心意的敬拜
[00:07:40.720 --> 00:07:43.320]  是一種虛假的敬拜
[00:07:43.320 --> 00:07:45.520]  虛假的侍奉
[00:07:45.520 --> 00:07:47.720]  這裡提醒他們
[00:07:47.720 --> 00:07:48.920]  這兩個人
[00:07:48.920 --> 00:07:50.520]  就在第十七節提到
[00:07:50.520 --> 00:07:51.720]  這兩個少年人
[00:07:51.720 --> 00:07:53.720]  他們不認識神
[00:07:53.720 --> 00:07:55.020]  我們剛才在經文看到
[00:07:55.020 --> 00:07:56.120]  他們不認識神
[00:07:56.120 --> 00:07:58.520]  還是一個惡人
[00:07:58.520 --> 00:08:01.320]  在面前所犯的罪非常重
[00:08:01.320 --> 00:08:04.720]  因為他們藐視神的祭物
[00:08:04.720 --> 00:08:06.620]  他們來到回眸去敬拜
[00:08:06.620 --> 00:08:08.220]  幫手侍奉的時候
[00:08:08.220 --> 00:08:11.020]  他們是任意自己的意思而行
[00:08:11.020 --> 00:08:13.120]  完全沒有按著神的心意
[00:08:13.120 --> 00:08:14.820]  他們在藐視神
[00:08:14.820 --> 00:08:16.020]  在羞辱神
[00:08:16.020 --> 00:08:18.720]  他們在敬拜當中羞辱神
[00:08:18.720 --> 00:08:20.620]  這是非常大的罪
[00:08:20.620 --> 00:08:22.920]  在經文之後
[00:08:22.920 --> 00:08:24.520]  作者在經文就提到
[00:08:24.520 --> 00:08:26.120]  有一個很強烈的對比
[00:08:26.120 --> 00:08:27.620]  剛才我們也提醒大家
[00:08:27.620 --> 00:08:30.320]  因為是兩個父親的比較
[00:08:30.320 --> 00:08:33.220]  我們可以從消極那邊
[00:08:33.220 --> 00:08:35.220]  即是做得不好那邊去學習
[00:08:35.220 --> 00:08:37.220]  但有一個積極的方面
[00:08:37.220 --> 00:08:39.720]  我們去學以尼加拿
[00:08:39.720 --> 00:08:41.820]  撒姆爾的父親
[00:08:41.820 --> 00:08:45.520]  他怎樣去帶撒姆爾跟從神
[00:08:45.520 --> 00:08:47.120]  在十八節這樣說
[00:08:47.120 --> 00:08:51.120]  那時撒姆爾還是孩子的時候
[00:08:51.120 --> 00:08:55.520]  他穿著細麻布的衣服
[00:08:55.520 --> 00:09:02.520]  是侍納在耶和華面前
[00:09:02.520 --> 00:09:07.720]  他的母親每年都做一套外套給他
[00:09:07.720 --> 00:09:11.820]  提到這兩件衣服
[00:09:11.820 --> 00:09:17.820]  其實是一件做獻祭的
[00:09:17.820 --> 00:09:22.720]  所謂聖衣的衣物
[00:09:22.720 --> 00:09:24.020]  在《出埃及記》也提到
[00:09:24.020 --> 00:09:28.520]  他們應該怎樣去縫製
[00:09:28.520 --> 00:09:32.920]  那件衣服穿在前面是沒有袖子的
[00:09:32.920 --> 00:09:34.720]  像一個外袍
[00:09:34.720 --> 00:09:39.420]  穿在一起是給祭司和利美人
[00:09:39.420 --> 00:09:42.020]  一些重要的領袖穿著
[00:09:42.020 --> 00:09:43.720]  在侍奉敬拜的時候
[00:09:43.720 --> 00:09:44.920]  我們看到這個時候
[00:09:44.920 --> 00:09:48.120]  他的母親跟著丈夫
[00:09:48.120 --> 00:09:50.120]  丈夫是以尼加拿
[00:09:50.120 --> 00:09:55.220]  丈夫以尼加拿每年都上去會幕獻祭
[00:09:55.220 --> 00:09:58.020]  大家想起第一章的時候
[00:09:58.020 --> 00:10:01.820]  撒姆爾的母親已經將撒姆爾
[00:10:01.820 --> 00:10:03.520]  全年獻給神
[00:10:03.520 --> 00:10:08.820]  因為哈娜是一個不辱的婦女
[00:10:08.820 --> 00:10:11.320]  但是她在神面前祈禱
[00:10:11.320 --> 00:10:14.120]  說她會得到這個兒子的時候
[00:10:14.120 --> 00:10:16.320]  會將這個兒子獻給神
[00:10:16.320 --> 00:10:19.720]  作全年終身的侍奉
[00:10:19.720 --> 00:10:22.920]  所以當時的撒姆爾已經在會幕裡面
[00:10:22.920 --> 00:10:25.120]  但是她的丈夫 她的父親
[00:10:25.120 --> 00:10:30.820]  以尼加拿都每年繼續去
[00:10:30.820 --> 00:10:32.620]  敬拜的時候
[00:10:32.620 --> 00:10:37.220]  帶著妻子都預備一些衣物
[00:10:37.220 --> 00:10:40.920]  祭司所穿的衣物給撒姆爾
[00:10:40.920 --> 00:10:45.120]  所以他不停地虔誠地繼續侍奉神
[00:10:45.120 --> 00:10:46.420]  這個就是很好的見證
[00:10:46.420 --> 00:10:48.520]  在兒女面前
[00:10:48.520 --> 00:10:49.920]  在撒姆爾面前
[00:10:49.920 --> 00:10:52.920]  他爸爸他媽媽每年虔誠地
[00:10:52.920 --> 00:10:55.720]  每年去敬拜讚美神
[00:10:55.720 --> 00:10:58.520]  和每年去照顧他的兒女
[00:10:58.520 --> 00:11:02.620]  因為這個兒子到了會幕當中
[00:11:02.620 --> 00:11:06.820]  我們以尼和以尼加拿
[00:11:06.820 --> 00:11:11.820]  兩夫婦這樣去祝福他們
[00:11:11.820 --> 00:11:18.320]  就說:願耶和華和婦人再次給你後裔
[00:11:18.320 --> 00:11:20.220]  當時他只有一個兒子
[00:11:20.220 --> 00:11:26.020]  但是神就向他禱告
[00:11:26.020 --> 00:11:29.920]  神會繼續賜他其他的子女
[00:11:29.920 --> 00:11:32.120]  結果他就有三個兒子
[00:11:32.120 --> 00:11:35.420]  和兩個女兒出生了
[00:11:35.420 --> 00:11:36.720]  其實撒姆爾本身
[00:11:36.720 --> 00:11:40.620]  我們看回第一章的時候
[00:11:40.620 --> 00:11:41.820]  撒姆爾記第一章的時候
[00:11:41.820 --> 00:11:44.820]  他本身都是尼美人的支派
[00:11:44.820 --> 00:11:47.320]  他是住在以法尼的尼美人
[00:11:47.320 --> 00:11:48.320]  他們來到當中
[00:11:48.320 --> 00:11:50.620]  現在是以尼美人的支派的身份
[00:11:50.620 --> 00:11:56.520]  在會幕裏面去侍奉
[00:11:56.520 --> 00:11:59.520]  所以我們看到這裏的情況
[00:11:59.520 --> 00:12:03.520]  我們看到撒姆爾和他的經前
[00:12:03.520 --> 00:12:07.720]  贏得耶和華的眷顧和保守
[00:12:07.720 --> 00:12:10.320]  我們從第十八節和二十一節可以看到
[00:12:10.320 --> 00:12:17.320]  這是和以尼這家人很大的強烈對比
[00:12:17.320 --> 00:12:18.820]  二十二節的時候
[00:12:18.820 --> 00:12:24.320]  以尼見到他的兒女犯了重大罪
[00:12:24.320 --> 00:12:26.820]  另一件很嚴重的罪
[00:12:26.820 --> 00:12:28.820]  當時以尼已經年紀老邁
[00:12:28.820 --> 00:12:31.220]  他聽見他們兩個兒子
[00:12:31.220 --> 00:12:34.820]  在會幕裏面還有什麼情況
[00:12:34.820 --> 00:12:38.320]  他和那些侍奉的婦女
[00:12:38.320 --> 00:12:41.720]  還在發生淫亂的行為
[00:12:41.720 --> 00:12:45.520]  在羞辱耶和華敬拜的情況
[00:12:45.520 --> 00:12:48.620]  因為他們所作的行為
[00:12:48.620 --> 00:12:52.320]  好像將迦南人敬拜時
[00:12:52.320 --> 00:12:56.120]  那種淫亂的行為帶到會幕當中
[00:12:56.120 --> 00:13:00.820]  當時迦南地的人去敬拜有妙技的情況
[00:13:00.820 --> 00:13:03.320]  結果好像將淫亂的行為
[00:13:03.320 --> 00:13:07.320]  帶到敬拜耶和華神的事情上
[00:13:07.320 --> 00:13:11.520]  完全違反了神的旨意
[00:13:11.520 --> 00:13:14.020]  這完全羞辱了神
[00:13:14.020 --> 00:13:16.820]  他所犯的罪激怒了耶和華
[00:13:16.820 --> 00:13:19.320]  非常憤怒
[00:13:19.320 --> 00:13:22.920]  以尼也有去到他們面前
[00:13:22.920 --> 00:13:25.120]  以尼在第二十三節這樣說
[00:13:25.120 --> 00:13:27.920]  以尼去到這兩個兒子面前對他們說
[00:13:27.920 --> 00:13:30.320]  你們做了這些事
[00:13:30.320 --> 00:13:32.320]  我們從百姓中聽到
[00:13:32.320 --> 00:13:36.120]  這個行為傳遍了百姓裏面
[00:13:36.120 --> 00:13:39.020]  又藐視祂的祭物
[00:13:39.020 --> 00:13:44.720]  又在敬拜的會幕上做淫亂行為的事情
[00:13:44.720 --> 00:13:46.420]  這是不可以這樣做的
[00:13:46.420 --> 00:13:47.820]  他在勸他們
[00:13:47.820 --> 00:13:52.620]  但是他提醒他們
[00:13:52.620 --> 00:13:53.620]  如果有人犯罪
[00:13:53.620 --> 00:13:55.620]  有事先去審判他們
[00:13:55.620 --> 00:14:01.020]  但是如果他得罪了耶和華神
[00:14:01.020 --> 00:14:02.520]  他們會有什麼後果呢
[00:14:02.520 --> 00:14:03.520]  在警告他們
[00:14:03.520 --> 00:14:07.520]  但是他們怎樣也不聽
[00:14:07.520 --> 00:14:10.020]  他們堅決不聽
[00:14:10.020 --> 00:14:14.220]  而另一方面
[00:14:14.220 --> 00:14:17.720]  撒慕爾在這個會幕上侍奉
[00:14:17.720 --> 00:14:21.220]  你猜他有沒有看到這些事情發生
[00:14:21.220 --> 00:14:22.620]  當然看到了
[00:14:22.620 --> 00:14:25.320]  他一個小朋友一直在成長
[00:14:25.320 --> 00:14:29.220]  就在這個道德淪亡的情況下
[00:14:29.220 --> 00:14:31.720]  看到這個社會狀況是這樣
[00:14:31.720 --> 00:14:34.020]  去到他們看到
[00:14:34.020 --> 00:14:36.220]  大祭司以尼的兒子
[00:14:36.220 --> 00:14:38.620]  兩個兒子的祭司身份都是這樣做
[00:14:38.620 --> 00:14:41.620]  但是神一直去眷顧他們
[00:14:41.620 --> 00:14:44.320]  撒慕爾慢慢地長大
[00:14:44.320 --> 00:14:46.620]  這個長大當然是指他慢慢成長
[00:14:46.620 --> 00:14:48.220]  但是在靈性上
[00:14:48.220 --> 00:14:51.820]  他更加在神面前越發喜愛
[00:14:51.820 --> 00:14:54.720]  他更加在侍奉當中
[00:14:54.720 --> 00:14:57.520]  在神的會幕裏面成長
[00:14:57.520 --> 00:15:00.420]  在靈性上一直有長進
[00:15:00.420 --> 00:15:04.820]  耶和華神就對他越來越喜愛
[00:15:04.820 --> 00:15:07.920]  當我們回想起主耶穌基督成長的時候
[00:15:07.920 --> 00:15:10.420]  在盧格福音第二章52節那裏
[00:15:10.420 --> 00:15:12.920]  都有類似的經文提到
[00:15:12.920 --> 00:15:16.420]  主耶穌基督慢慢地成長建築起來
[00:15:16.420 --> 00:15:19.220]  他就慢慢地繼續在靈性上認識神
[00:15:19.220 --> 00:15:22.720]  撒慕爾就是同樣的成長的狀況
[00:15:22.720 --> 00:15:24.920]  他在會幕裏面
[00:15:24.920 --> 00:15:27.120]  在侍奉敬拜當中
[00:15:27.120 --> 00:15:28.520]  他繼續去成長
[00:15:28.520 --> 00:15:30.920]  繼續去得到神的喜悅
[00:15:30.920 --> 00:15:34.920]  作者在這裏經文提醒
[00:15:34.920 --> 00:15:38.820]  反覆地去形容這兩個兒子
[00:15:38.820 --> 00:15:40.120]  這兩個父親
[00:15:40.120 --> 00:15:42.120]  使我們明白到
[00:15:42.120 --> 00:15:45.820]  原來我們從以利身上學到一些
[00:15:45.820 --> 00:15:46.920]  我們應該不要做
[00:15:46.920 --> 00:15:50.420]  但是在以利加拿和撒慕爾身上
[00:15:50.420 --> 00:15:52.820]  我們學到我們應該怎樣去回應
[00:15:52.820 --> 00:15:54.520]  我們在座有父母的
[00:15:54.520 --> 00:15:55.820]  就算未有子女的
[00:15:55.820 --> 00:15:57.220]  做兒女的
[00:15:57.220 --> 00:15:59.320]  都看到神所喜悅
[00:15:59.320 --> 00:16:02.920]  我們做兒女的應該怎樣做
[00:16:02.920 --> 00:16:05.520]  我們繼續看二十七節的時候
[00:16:05.520 --> 00:16:08.920]  結果神就派了他的僕人來
[00:16:08.920 --> 00:16:10.120]  這個神人很多時候
[00:16:10.120 --> 00:16:13.120]  這些聖經學者就認為是一個先知
[00:16:13.120 --> 00:16:14.720]  他派了先知來
[00:16:14.720 --> 00:16:18.720]  去將神的話語講給他聽
[00:16:18.720 --> 00:16:20.720]  這裏就看到耶和華如此說
[00:16:20.720 --> 00:16:23.520]  就是神藉著這個先知
[00:16:23.520 --> 00:16:31.120]  去將神的話語轉遞給以利知道
[00:16:31.120 --> 00:16:33.920]  以利就這樣說
[00:16:33.920 --> 00:16:37.120]  你的祖父阿倫
[00:16:37.120 --> 00:16:40.220]  就從埃及法老裏面作奴隸的時候
[00:16:40.220 --> 00:16:42.320]  我不是向他們顯現
[00:16:42.320 --> 00:16:44.920]  他就看到眾支派當中
[00:16:44.920 --> 00:16:50.820]  我們是揀選了利美人做他的祭司
[00:16:50.820 --> 00:16:52.620]  在他面前去敬拜
[00:16:52.620 --> 00:16:57.520]  他們穿著他的服飾
[00:16:57.520 --> 00:17:00.420]  在他面前去敬拜
[00:17:00.420 --> 00:17:03.620]  去獻祭給耶和華神
[00:17:03.620 --> 00:17:08.520]  他吩咐祭物有沒有可以去踐踏
[00:17:08.520 --> 00:17:11.620]  他們可否藐視神所給他們的祭物
[00:17:11.620 --> 00:17:13.020]  絕對不可以
[00:17:13.020 --> 00:17:14.120]  這裏反問他
[00:17:14.120 --> 00:17:16.220]  你尊重在責備神
[00:17:16.220 --> 00:17:19.420]  藉著這個先知去責備以利
[00:17:19.420 --> 00:17:23.220]  就說你尊重你的兒子過於尊重
[00:17:23.220 --> 00:17:26.620]  他雖然有去教導他們
[00:17:26.620 --> 00:17:29.420]  但他有沒有將他推下來
[00:17:29.420 --> 00:17:31.520]  他還在做祭司
[00:17:31.520 --> 00:17:33.320]  繼續他的行為
[00:17:33.320 --> 00:17:35.820]  身為大祭司
[00:17:35.820 --> 00:17:39.720]  你是尊重你的兒子多過尊重耶和華神
[00:17:39.720 --> 00:17:43.120]  所以在這裏控告以利
[00:17:43.120 --> 00:17:46.420]  以利犯了很嚴重的罪
[00:17:46.420 --> 00:17:52.320]  把祂的美好的祭物給了自己去享用
[00:17:52.320 --> 00:17:57.020]  這就是神這樣說
[00:17:57.020 --> 00:17:59.320]  如果你因為尊重我的
[00:17:59.320 --> 00:18:01.320]  我就必尊重祂
[00:18:01.320 --> 00:18:03.120]  寵看祂 尊重祂
[00:18:03.120 --> 00:18:06.020]  藐視祂的就必被神所藐視
[00:18:06.020 --> 00:18:07.520]  被輕視
[00:18:07.520 --> 00:18:08.720]  所以在這裏提醒他
[00:18:08.720 --> 00:18:12.720]  這是我們身為侍奉的僕人
[00:18:12.720 --> 00:18:16.920]  我們如果在這裏重視尊重耶和華神
[00:18:16.920 --> 00:18:18.320]  而跟著祂行的
[00:18:18.320 --> 00:18:20.520]  神就會看顧我們 尊重我們
[00:18:20.520 --> 00:18:21.820]  去保守我們
[00:18:21.820 --> 00:18:23.720]  但是這個條件就是
[00:18:23.720 --> 00:18:25.920]  如果我們藐視神
[00:18:25.920 --> 00:18:28.020]  他就不到神的輕視
[00:18:28.020 --> 00:18:29.720]  結果他就說
[00:18:29.720 --> 00:18:32.020]  有個判決 審判就告訴他
[00:18:32.020 --> 00:18:34.520]  日子 將來的日子必然到
[00:18:34.520 --> 00:18:45.020]  又要截斷你的膀胱 你從父家的特別的積分
[00:18:45.020 --> 00:18:49.020]  將祂的 將祂的
[00:18:49.020 --> 00:18:51.320]  你們既然一錯再錯
[00:18:51.320 --> 00:18:54.820]  你們以利加 你以前所特別的力量
[00:18:54.820 --> 00:18:56.820]  憲制的崗位
[00:18:56.820 --> 00:18:59.820]  以利加就會被神奪去
[00:18:59.820 --> 00:19:01.520]  這裏在警告他們
[00:19:01.520 --> 00:19:04.820]  說會滅你的全家
[00:19:04.820 --> 00:19:07.620]  33節那裏看到的時候
[00:19:07.620 --> 00:19:10.420]  就在他有空前 滅你家中的人
[00:19:10.420 --> 00:19:11.320]  在你面前
[00:19:11.320 --> 00:19:15.820]  你的兒子就會兩個同一日會同死
[00:19:15.820 --> 00:19:19.820]  我們看到他這個十五義記
[00:19:19.820 --> 00:19:21.220]  繼續看下去的時候
[00:19:21.220 --> 00:19:24.020]  就會看到他們兩個兒子在同一日死
[00:19:24.020 --> 00:19:31.320]  而這個以利都會身亡
[00:19:31.320 --> 00:19:32.020]  是怎樣呢
[00:19:32.020 --> 00:19:34.120]  因為我們看到第四章的時候
[00:19:34.120 --> 00:19:38.420]  當時他就算連個藥櫃都被菲利士人搶走了
[00:19:38.420 --> 00:19:40.120]  很慘很悲痛的事情
[00:19:40.120 --> 00:19:41.920]  身為大祭司
