
[00:00:00.000 --> 00:00:05.080]  我們已經來到《史學行傳》的第六課了
[00:02:25.220 --> 00:02:27.660]  一直去到半夜
[00:02:27.660 --> 00:02:31.140]  有一個少年人叫做尤推古
[00:02:31.140 --> 00:02:33.260]  他就坐在窗邊那裏
[00:02:33.260 --> 00:02:35.260]  那裏是三樓
[00:02:35.260 --> 00:02:37.380]  不知為何他就睡著了
[00:02:37.380 --> 00:02:39.780]  結果就在三樓跌下樓梯
[00:02:39.780 --> 00:02:41.780]  結果就死了
[00:02:41.780 --> 00:02:45.060]  那些人不知怎麼辦
[00:02:45.060 --> 00:02:47.660]  保羅就叫他們抱他來
[00:02:47.660 --> 00:02:51.460]  然後保羅就叫他復活
[00:02:51.460 --> 00:02:54.180]  神的恩典真是很大
[00:02:54.180 --> 00:02:57.460]  一個坐在窗台邊
[00:02:57.460 --> 00:02:59.460]  跌下樓梯的人
[00:02:59.460 --> 00:03:02.100]  神叫他從死裏復活
[00:03:02.100 --> 00:03:04.900]  然後他們就坐船起航
[00:03:04.900 --> 00:03:06.500]  去了亞索
[00:03:06.500 --> 00:03:11.660]  然後去到米推尼尼
[00:03:11.660 --> 00:03:13.660]  然後去了米利都
[00:03:13.660 --> 00:03:16.380]  於是就到爾弗所
[00:03:16.380 --> 00:03:21.100]  不是,在米利都請爾弗所的長老來
[00:03:21.100 --> 00:03:22.740]  因為保羅知道
[00:03:22.740 --> 00:03:26.260]  可能他再沒有機會回到爾弗所
[00:03:26.260 --> 00:03:32.420]  於是就和爾弗所的教會長老們道別
[00:03:32.420 --> 00:03:35.500]  所以《使徒行傳》二十章
[00:03:35.500 --> 00:03:37.500]  最後的部分
[00:03:37.500 --> 00:03:40.060]  是很感動很感動
[00:03:40.060 --> 00:03:43.100]  所以我勸你要打開聖經
[00:03:43.100 --> 00:03:47.820]  好好讀《使徒行傳》二十章的後半部
[00:03:47.820 --> 00:03:53.940]  保羅向爾弗所的長老們告別的說話
[00:03:53.940 --> 00:03:56.140]  他說我初初來到的時候
[00:03:56.140 --> 00:03:59.060]  怎樣盡心在你們中間工作
[00:03:59.060 --> 00:04:01.420]  我沒有拿過人的錢
[00:04:01.420 --> 00:04:03.180]  我沒有騙過你們
[00:04:03.180 --> 00:04:07.580]  我是盡心竭力將主的道傳給你們
[00:04:07.580 --> 00:04:10.620]  然後就鼓勵他們在主裏面
[00:04:10.620 --> 00:04:15.020]  堅固好好地來治理教會
[00:04:15.020 --> 00:04:18.980]  建立教會榮耀神的名
[00:04:18.980 --> 00:04:25.340]  結果爾弗所的長老們很難過
[00:04:25.340 --> 00:04:27.660]  因為他們聽見保羅說
[00:04:27.660 --> 00:04:31.460]  可能你們以後再見不到我的面
[00:04:31.460 --> 00:04:35.820]  因為保羅知道他最終要去耶路撒冷
[00:04:35.820 --> 00:04:39.660]  然後他要上訴去到羅馬
[00:04:39.660 --> 00:04:42.900]  結果可能就死在那裏
[00:04:42.900 --> 00:04:47.820]  所以他跟他們預先告別
[00:04:47.820 --> 00:04:53.460]  那番說話講到他怎樣為主很盡忠的
[00:04:53.460 --> 00:04:55.540]  將福音帶給他們
[00:04:55.540 --> 00:04:56.980]  建立他們
[00:04:56.980 --> 00:05:01.820]  然後教堂教會的事務給他們
[00:05:01.820 --> 00:05:04.820]  沒錯以後可能沒有機會見
[00:05:04.820 --> 00:05:09.900]  但是一切都在神的掌握當中
[00:05:09.900 --> 00:05:16.260]  然後二十一章保羅就去耶路撒冷了
[00:05:16.260 --> 00:05:20.980]  去到那裏就有一個叫帕大拉
[00:05:20.980 --> 00:05:24.860]  在那裏遇見一隻船要往腓利基去
[00:05:24.860 --> 00:05:28.700]  於是他們就上船起航
[00:05:28.700 --> 00:05:31.940]  到了敘利亞腓利家
[00:05:31.940 --> 00:05:36.380]  到了敘利亞腓利家
[00:05:36.380 --> 00:05:40.100]  他有四個女兒都是講預言的
[00:05:40.100 --> 00:05:44.460]  一個才叫做阿加布
[00:05:44.460 --> 00:05:49.460]  他預言保羅將會被捆綁
[00:05:49.460 --> 00:05:51.860]  其實保羅都預了
[00:05:51.860 --> 00:05:53.740]  他上到耶路撒冷
[00:05:53.740 --> 00:05:58.300]  去到羅馬一定被捆綁
[00:05:58.300 --> 00:06:00.220]  結果到了耶路撒冷
[00:06:00.220 --> 00:06:03.820]  他就去見這個長老雅各
[00:06:03.820 --> 00:06:06.900]  很多長老都來了
[00:06:06.900 --> 00:06:10.020]  就在那裏引起一些騷動
[00:06:10.020 --> 00:06:15.380]  於是保羅就求這個千夫長
[00:06:15.380 --> 00:06:20.380]  准他向群眾講說話
[00:06:20.380 --> 00:06:24.180]  所以二十一、二十二、二十三這幾章
[00:06:24.180 --> 00:06:33.420]  記載了很多保羅向群眾公開演說的講道理
[00:06:33.420 --> 00:06:36.460]  因為他知道他可能沒什麼機會
[00:06:36.460 --> 00:06:38.820]  跟這些群眾講說話
[00:06:38.820 --> 00:06:42.860]  因為有些群眾是盲目的來反對他
[00:06:42.860 --> 00:06:45.020]  他們都不知道發生什麼事
[00:06:45.020 --> 00:06:48.580]  於是保羅就求這個千夫長
[00:06:48.580 --> 00:06:53.580]  因為千夫長有權可以准他來講說話
[00:06:53.580 --> 00:06:59.780]  結果保羅就講了幾篇好動人的說話
[00:06:59.780 --> 00:07:06.300]  所以當我們讀《使徒行遠》最後二十一、二十二、二十三
[00:07:06.300 --> 00:07:07.740]  這幾章的時候
[00:07:07.740 --> 00:07:12.780]  請你留意保羅向群眾的說話
[00:07:12.780 --> 00:07:18.180]  每一篇他都講自己怎樣蒙主呼召
[00:07:18.180 --> 00:07:21.900]  在大馬式的路上怎樣遇見主
[00:07:21.900 --> 00:07:23.980]  然後自己怎樣改變
[00:07:23.980 --> 00:07:25.860]  主怎樣使用他
[00:07:25.860 --> 00:07:27.660]  主怎樣揀選他
[00:07:27.660 --> 00:07:33.340]  主怎樣猜他去外邦人中間傳揚福音
[00:07:33.340 --> 00:07:38.380]  所以可以說是保羅自己一個美好的見證
[00:07:38.380 --> 00:07:39.740]  我們感謝神
[00:07:39.740 --> 00:07:42.180]  原來今天我們作見證
[00:07:42.180 --> 00:07:44.780]  就是將你怎樣經歷神
[00:07:44.780 --> 00:07:46.860]  你怎樣遇見耶穌
[00:07:46.860 --> 00:07:48.820]  你怎樣生命扭轉
[00:07:48.820 --> 00:07:50.020]  你講出來
[00:07:50.020 --> 00:07:53.260]  因為是你親自的經歷
[00:07:53.260 --> 00:07:55.380]  你講就有能力
[00:07:55.380 --> 00:07:58.260]  你講就能夠領人歸主
[00:07:58.260 --> 00:08:00.220]  所以我鼓勵各位聽眾
[00:08:00.220 --> 00:08:04.100]  一定要預備好你得救的見證
[00:08:04.100 --> 00:08:07.460]  因為這個是最好的傳福音方法
[00:08:07.460 --> 00:08:12.660]  因為第一是你自己經歷的
[00:08:12.660 --> 00:08:14.540]  沒有人可以駁斥你的
[00:08:14.540 --> 00:08:16.340]  因為是真實的
[00:08:16.340 --> 00:08:17.780]  很真的
[00:08:17.780 --> 00:08:22.780]  然後你怎樣見到耶穌在你身上的改變
[00:08:22.780 --> 00:08:24.700]  你怎樣扭轉過來
[00:08:24.700 --> 00:08:28.340]  為主作美好的見證
[00:08:28.340 --> 00:08:29.820]  所以各位弟兄姊妹
[00:08:29.820 --> 00:08:32.340]  讓我們上作準備
[00:08:32.340 --> 00:08:35.980]  可以為主隨時作見證
[00:08:35.980 --> 00:08:39.540]  去講述他在我身上的作為
[00:08:39.540 --> 00:08:41.460]  然後我見證他
[00:08:41.460 --> 00:08:43.380]  宣揚他
[00:08:43.380 --> 00:08:45.940]  所以願主使用你
[00:08:45.940 --> 00:08:49.020]  成為耶穌基督的見證人
[00:08:49.020 --> 00:08:52.820]  帶領更多人歸向主
[00:08:52.820 --> 00:08:54.820]  天父祝福各位
