
[00:00:00.000 --> 00:00:09.000]  在我的國裡,坐在我的議席上吃喝,並且坐在寶座上審判以色列十二個支派
[00:02:26.000 --> 00:02:31.000]  很多人都會問耶穌,耶穌出來傳道的時候
[00:02:31.000 --> 00:02:38.000]  耶穌就這樣說,下一個slide給我控制,如果不是你幫我按下一張
[00:02:38.000 --> 00:02:48.000]  是的,給我控制好嗎?控制不到,再下一張
[00:02:48.000 --> 00:02:56.000]  路加福音第17章,那群法利賽人就問耶穌
[00:02:56.000 --> 00:03:00.000]  因為耶穌說,天國的鳥,你們應當悔改,天國的鳥,你們應當悔改
[00:03:00.000 --> 00:03:03.000]  那群法利賽人就問耶穌17章
[00:03:03.000 --> 00:03:08.000]  耶穌說,那神的國什麼時候來?
[00:03:08.000 --> 00:03:11.000]  耶穌如何回答他呢?
[00:03:11.000 --> 00:03:25.000]  上帝的國來到,不是眼睛看得見,人也不能說看哪在這裡,或說看哪在那裡,因為上帝的國就在你們心裡面
[00:03:25.000 --> 00:03:29.000]  耶穌好像問非所答,問題是什麼時候來?
[00:03:29.000 --> 00:03:33.000]  耶穌說,在哪裡?不要說在這裡,在那裡,是在你的心裡面
[00:03:33.000 --> 00:03:41.000]  問的是when?何時?何時?答的是where?在哪裡?哪裡?
[00:03:41.000 --> 00:03:45.000]  其實耶穌沒有答錯,耶穌沒有顧左右而言他
[00:03:45.000 --> 00:03:49.000]  耶穌是將一個實際的情況,神的國度的事實告訴他們
[00:03:49.000 --> 00:03:52.000]  神的國度是在你們的心裡面
[00:03:52.000 --> 00:03:58.000]  當你們的心歸向主,以基督為王的時候
[00:03:58.000 --> 00:04:02.000]  神的國度已經降臨在你們的生命裡面
[00:04:02.000 --> 00:04:08.000]  當我們將福音傳到普天下去的時候
[00:04:08.000 --> 00:04:11.000]  神的國度是沒有疆界的
[00:04:11.000 --> 00:04:13.000]  雖然地上的國土是有疆界
[00:04:13.000 --> 00:04:16.000]  但是神的國度的疆界是一路不絕的擴展
[00:04:16.000 --> 00:04:20.000]  當福音傳到普天下去,去到天邊地的時候
[00:04:20.000 --> 00:04:22.000]  神的國度就去到哪裡
[00:04:22.000 --> 00:04:24.000]  神的國度不是屬於地上的疆土
[00:04:24.000 --> 00:04:30.000]  是一個神的管治,這個管治不是一個政治的制度,不是地上的一個王權國家
[00:04:30.000 --> 00:04:35.000]  而是一個生命的改變,我們為神的主權的底下
[00:04:35.000 --> 00:04:36.000]  下一章
[00:04:36.000 --> 00:04:38.000]  而誰是神的子民呢?
[00:04:38.000 --> 00:04:40.000]  就是那些凡屬真理的人
[00:04:40.000 --> 00:04:45.000]  就好像岸夫剛剛講耶穌回答彼拉多
[00:04:45.000 --> 00:04:48.000]  耶穌問他們是不是猶太人的王
[00:04:48.000 --> 00:04:51.000]  耶穌說:你說是,我說是
[00:04:51.000 --> 00:04:53.000]  因為我是為此而生的
[00:04:53.000 --> 00:04:56.000]  凡屬真理的人就聽我的話
[00:04:56.000 --> 00:04:59.000]  蒙恩德教的人都是神的子民,屬神真理的人
[00:04:59.000 --> 00:05:04.000]  但是,神的國,什麼時候來臨呢?
[00:05:04.000 --> 00:05:09.000]  這個話是沒有人知道耶穌回答了
[00:05:09.000 --> 00:05:12.000]  因為回看路加福音第十七章的時候
[00:05:12.000 --> 00:05:15.000]  耶穌跟伯尼塞人講完之後,半途都要問耶穌
[00:05:15.000 --> 00:05:17.000]  究竟什麼時候來臨呢?
[00:05:17.000 --> 00:05:21.000]  耶穌說,人看不到人子的那個日子
[00:05:21.000 --> 00:05:24.000]  他看不到的人說是這裡是那裡,現在是了
[00:05:24.000 --> 00:05:26.000]  你都不要聽他講
[00:05:26.000 --> 00:05:31.000]  因為神的國的來臨不是用這個方法去觀察
[00:05:31.000 --> 00:05:34.000]  是地上的一個政權的更替
[00:05:34.000 --> 00:05:37.000]  而是當人的生命改變的時候
[00:05:37.000 --> 00:05:41.000]  在一個生命裡面將主權移交給神的時候
[00:05:41.000 --> 00:05:44.000]  我們按照著神的心意來生活的時候
[00:05:44.000 --> 00:05:49.000]  這個神的國度已經來臨在我們的生活裡面
[00:05:49.000 --> 00:05:51.000]  所以耶穌來到,他說天國近了
[00:05:51.000 --> 00:05:54.000]  你們應當悔的那個近了,是正確的
[00:05:54.000 --> 00:05:57.000]  因為耶穌基督的降生降臨
[00:05:57.000 --> 00:05:59.000]  是將末世帶來這個世界
[00:05:59.000 --> 00:06:02.000]  將神的王國國度帶來這個世界
[00:06:02.000 --> 00:06:06.000]  這個神的國度,神的權能將建在地上
[00:06:06.000 --> 00:06:10.000]  當耶穌釘十字架,復活,升天的時候
[00:06:10.000 --> 00:06:13.000]  使徒出來見證主,傳福音
[00:06:13.000 --> 00:06:17.000]  他們宣講說,基督已經作王
[00:06:17.000 --> 00:06:20.000]  基督是主,基督是王
[00:06:20.000 --> 00:06:25.000]  這個就是初期教會直到現在他們傳揚的一個信息
[00:06:25.000 --> 00:06:27.000]  耶穌是主,耶穌是王
[00:06:27.000 --> 00:06:29.000]  耶穌已經作王了
[00:06:29.000 --> 00:06:32.000]  祂已經升到天上,祂已經作王了
[00:06:32.000 --> 00:06:35.000]  所以神的國度其實就已經來臨了
[00:06:35.000 --> 00:06:38.000]  在耶穌基督的福音傳遍天下
[00:06:38.000 --> 00:06:40.000]  祂成就了這個救恩的時候
[00:06:40.000 --> 00:06:42.000]  神的國度已經來臨
[00:06:42.000 --> 00:06:44.000]  不過,神的國度尚未來臨
[00:06:44.000 --> 00:06:48.000]  因為這個國度就好像一個
[00:06:48.000 --> 00:06:52.000]  大家有沒有在城門河
[00:06:52.000 --> 00:06:54.000]  逛逛城門河
[00:06:54.000 --> 00:06:57.000]  有逛逛城門河,你知道城門河是一條什麼河呢?
[00:06:57.000 --> 00:07:04.000]  是一條受潮汐漲退所影響的河
[00:07:04.000 --> 00:07:07.000]  什麼時候河會漲呢?
[00:07:07.000 --> 00:07:11.000]  不是因為下大雨,下完大雨河水就會漲
[00:07:11.000 --> 00:07:13.000]  是自然的事
[00:07:13.000 --> 00:07:16.000]  但平時河水是會漲的
[00:07:16.000 --> 00:07:20.000]  為什麼?
[00:07:20.000 --> 00:07:26.000]  因為海水、潮水會漲
[00:07:26.000 --> 00:07:30.000]  那你怎樣知道這些是潮水、海水
[00:07:30.000 --> 00:07:33.000]  還是河水、雨水呢?
[00:07:33.000 --> 00:07:36.000]  是因為下雨下多,所以河水漲
[00:07:36.000 --> 00:07:40.000]  還是潮汐漲
[00:07:40.000 --> 00:07:42.000]  即是大潮來到
[00:07:42.000 --> 00:07:44.000]  而水漲呢?
[00:07:44.000 --> 00:07:46.000]  是有一個辦法的
[00:07:46.000 --> 00:07:48.000]  就是看水位多高
[00:07:48.000 --> 00:07:52.000]  看水的顏色
[00:07:52.000 --> 00:07:56.000]  海水是什麼顏色呢?
[00:07:56.000 --> 00:08:00.000]  比較清澈一點
[00:08:00.000 --> 00:08:03.000]  藍藍的
[00:08:03.000 --> 00:08:06.000]  河水呢?
[00:08:06.000 --> 00:08:08.000]  比較濁
[00:08:08.000 --> 00:08:11.000]  如果是河水湧來,下完雨
[00:08:11.000 --> 00:08:14.000]  是帶泥的顏色
[00:08:14.000 --> 00:08:17.000]  甚至是黑色
[00:08:17.000 --> 00:08:21.000]  是臭味的水
[00:08:21.000 --> 00:08:25.000]  從這裡你會明白到神的國度
[00:08:25.000 --> 00:08:27.000]  神的國度正在內
[00:08:27.000 --> 00:08:29.000]  我不是說神的國度有腳有腿
[00:08:29.000 --> 00:08:33.000]  我們這個世代、時間的大江河
[00:08:33.000 --> 00:08:39.000]  向前進發的時候
[00:08:39.000 --> 00:08:41.000]  不是有一天
[00:08:41.000 --> 00:08:45.000]  我們的河水
[00:08:45.000 --> 00:08:48.000]  去到河邊,去到海,出了海
[00:08:48.000 --> 00:08:51.000]  就是神的國度
[00:08:51.000 --> 00:08:53.000]  反過來,是神的國度
[00:08:53.000 --> 00:08:57.000]  好像海水一樣
[00:08:57.000 --> 00:09:01.000]  湧進來
[00:09:01.000 --> 00:09:04.000]  但當神的國度
[00:09:04.000 --> 00:09:06.000]  完全的實現
[00:09:06.000 --> 00:09:08.000]  在地上,是主宰的實現
[00:09:08.000 --> 00:09:10.000]  下個星期會說的時候
[00:09:10.000 --> 00:09:12.000]  在之前
[00:09:12.000 --> 00:09:14.000]  我們有時
[00:09:14.000 --> 00:09:19.000]  身處在鹹淡水交界的情況下
[00:09:19.000 --> 00:09:22.000]  我們知道神的國度
[00:09:22.000 --> 00:09:24.000]  不是屬於地上的國度
[00:09:24.000 --> 00:09:27.000]  而我們生活在地上
[00:09:27.000 --> 00:09:29.000]  也是屬於地上的國度
[00:09:29.000 --> 00:09:31.000]  我們有兩重的身份
[00:09:31.000 --> 00:09:33.000]  是地上的國民
[00:09:33.000 --> 00:09:36.000]  也是天上的國民
[00:09:36.000 --> 00:09:38.000]  我們看近的事情
[00:09:38.000 --> 00:09:41.000]  今天,神的國度如何成就在我們當中
[00:09:41.000 --> 00:09:45.000]  但我們也要看遠一點
[00:09:45.000 --> 00:09:52.000]  神的國度如何來臨在這個世上
[00:09:52.000 --> 00:09:55.000]  所以我們要帶著一個雙光的眼鏡
[00:09:55.000 --> 00:09:56.000]  我這個雙光的眼鏡
[00:09:56.000 --> 00:09:58.000]  你問我羅牧師為何要戴眼鏡
[00:09:58.000 --> 00:10:00.000]  以前不用戴眼鏡
[00:10:00.000 --> 00:10:02.000]  我這個是雙光的眼鏡
[00:10:02.000 --> 00:10:04.000]  沒有近視,還是雙光的眼鏡
[00:10:04.000 --> 00:10:06.000]  是的,一個是平光的眼鏡
[00:10:06.000 --> 00:10:07.000]  加一個是老花的眼鏡
[00:10:07.000 --> 00:10:09.000]  都是雙光的眼鏡
[00:10:09.000 --> 00:10:11.000]  近視雙光的眼鏡
[00:10:11.000 --> 00:10:13.000]  老花的眼鏡
[00:10:13.000 --> 00:10:17.000]  是這樣看的
[00:10:17.000 --> 00:10:21.000]  向前看遠一點
[00:10:21.000 --> 00:10:23.000]  就不用這樣看
[00:10:23.000 --> 00:10:25.000]  在上面的眼鏡
[00:10:25.000 --> 00:10:29.000]  神的話語聖經就像一對雙眼鏡
[00:10:29.000 --> 00:10:30.000]  耶穌所提及的
[00:10:30.000 --> 00:10:33.000]  在最後的晚餐裡
[00:10:33.000 --> 00:10:36.000]  要我們去紀念
[00:10:36.000 --> 00:10:39.000]  就是將神的國度的事情告訴我們
[00:10:39.000 --> 00:10:41.000]  第一,我們要去紀念
[00:10:41.000 --> 00:10:43.000]  第二,我們要沾忘
[00:10:43.000 --> 00:10:44.000]  在橄欖山上
[00:10:44.000 --> 00:10:47.000]  耶穌說從近而遠
[00:10:47.000 --> 00:10:49.000]  說到要發生的事情
[00:10:49.000 --> 00:10:51.000]  好像一個快速手畫
[00:10:51.000 --> 00:10:53.000]  將這個時間壓縮
[00:10:53.000 --> 00:10:56.000]  但是神的國度已經來臨在我們當中
[00:10:56.000 --> 00:10:57.000]  而神的國度
[00:10:57.000 --> 00:10:59.000]  什麼時候完全的成就主
[00:10:59.000 --> 00:11:01.000]  什麼時候會回來呢
[00:11:01.000 --> 00:11:03.000]  我們還要去沾忘
[00:11:03.000 --> 00:11:05.000]  神的國度正在來臨
[00:11:05.000 --> 00:11:08.000]  神的國度已經來臨在你的生活裡
[00:11:08.000 --> 00:11:09.000]  當你信耶穌的時候
[00:11:09.000 --> 00:11:11.000]  當你將你的生命主權交給神的時候
[00:11:11.000 --> 00:11:13.000]  神已經是你的主
[00:11:13.000 --> 00:11:14.000]  是你的王
[00:11:14.000 --> 00:11:16.000]  你接受了耶穌做你的救主
[00:11:16.000 --> 00:11:19.000]  耶穌也是你的生命之主
[00:11:19.000 --> 00:11:21.000]  同時我們見到
[00:11:21.000 --> 00:11:24.000]  當我們將耶穌的心意
[00:11:24.000 --> 00:11:25.000]  神的心意
[00:11:25.000 --> 00:11:26.000]  神的生命
[00:11:26.000 --> 00:11:28.000]  實現在我們的生活當中的時候
[00:11:28.000 --> 00:11:31.000]  神的國度就已經在我們當中
[00:11:31.000 --> 00:11:33.000]  藉著我們而成就
[00:11:33.000 --> 00:11:34.000]  正如主耶穌教我們祈禱說
[00:11:34.000 --> 00:11:36.000]  願祢的國降臨
[00:11:36.000 --> 00:11:38.000]  願祢的旨意行在地上
[00:11:38.000 --> 00:11:40.000]  如同行在天上
[00:11:40.000 --> 00:11:41.000]  就是意思告訴我們
[00:11:41.000 --> 00:11:42.000]  願神的國度
[00:11:42.000 --> 00:11:45.000]  臨在我們的生命裡
[00:11:45.000 --> 00:11:47.000]  也在我們這群信主的人當中
[00:11:47.000 --> 00:11:49.000]  也靠神藉著我們
[00:11:49.000 --> 00:11:51.000]  將神的國度
[00:11:51.000 --> 00:11:54.000]  擴展到這個世界上
[00:11:54.000 --> 00:11:57.000]  願神的旨意行在地上
[00:11:57.000 --> 00:12:01.000]  如同行在天上
[00:12:01.000 --> 00:12:03.000]  所以這就是神的國度已經來臨
[00:12:03.000 --> 00:12:05.000]  但是尚未完全實現
[00:12:05.000 --> 00:12:06.000]  Already
[00:12:06.000 --> 00:12:08.000]  但是Not Yet
[00:12:08.000 --> 00:12:10.000]  既祭又未祭
[00:12:10.000 --> 00:12:13.000]  神的國度正在來臨
[00:12:13.000 --> 00:12:15.000]  當神的國度正在來臨的時候
[00:12:15.000 --> 00:12:17.000]  我們作為神的兒女
[00:12:17.000 --> 00:12:18.000]  應如何準備
[00:12:18.000 --> 00:12:20.000]  如何期待呢?
[00:12:20.000 --> 00:12:22.000]  很多時候我們有個錯誤的態度
[00:12:22.000 --> 00:12:23.000]  當然了
[00:12:23.000 --> 00:12:25.000]  當耶穌再來的時候
[00:12:25.000 --> 00:12:26.000]  有仇必報
[00:12:26.000 --> 00:12:28.000]  那些一切的屈辱
[00:12:28.000 --> 00:12:29.000]  一切的仇恨
[00:12:29.000 --> 00:12:31.000]  一切不公平的事情
[00:12:31.000 --> 00:12:33.000]  祂和我們伸冤
[00:12:33.000 --> 00:12:35.000]  主持公道
[00:12:35.000 --> 00:12:36.000]  有幾代風頭
[00:12:36.000 --> 00:12:37.000]  有幾代折墮
[00:12:37.000 --> 00:12:40.000]  那些就被打為
[00:12:40.000 --> 00:12:41.000]  打到地獄
[00:12:41.000 --> 00:12:43.000]  我們就在天上
[00:12:43.000 --> 00:12:46.000]  和耶穌一起審判十二支派
[00:12:46.000 --> 00:12:47.000]  班門徒以為是這樣
[00:12:47.000 --> 00:12:49.000]  所以他們在那裡的情況
[00:12:49.000 --> 00:12:51.000]  就爭論誰偉大
[00:12:51.000 --> 00:12:52.000]  在主餐的
[00:12:52.000 --> 00:12:54.000]  《路加福音》第22章那裡
[00:12:54.000 --> 00:12:55.000]  我沒有讀那段經文
[00:12:55.000 --> 00:12:56.000]  不是你搞錯了
[00:12:56.000 --> 00:12:57.000]  你搞錯了
[00:12:57.000 --> 00:12:58.000]  不是這樣的
[00:12:58.000 --> 00:13:00.000]  所以祂把神的國賜給你
[00:13:00.000 --> 00:13:01.000]  但不是這樣的意思
[00:13:01.000 --> 00:13:02.000]  你要明白
[00:13:02.000 --> 00:13:03.000]  神的國度要來臨的時候
[00:13:03.000 --> 00:13:05.000]  你應該作什麼準備
[00:13:05.000 --> 00:13:06.000]  回到那裡
[00:13:06.000 --> 00:13:09.000]  祂說你要紀念
[00:13:09.000 --> 00:13:12.000]  我們領主餐是為了要紀念主
[00:13:12.000 --> 00:13:13.000]  究竟紀念主
[00:13:13.000 --> 00:13:15.000]  是紀念什麼呢?
[00:13:15.000 --> 00:13:16.000]  神的國度的來臨
[00:13:16.000 --> 00:13:18.000]  是在乎一個紀念
[00:13:18.000 --> 00:13:19.000]  這個紀念的意思
[00:13:19.000 --> 00:13:20.000]  是一個記憶
[00:13:20.000 --> 00:13:23.000]  這個記憶也包括了不記憶
[00:13:23.000 --> 00:13:24.000]  主餐
[00:13:24.000 --> 00:13:26.000]  主人想在主餐裡告訴我們
[00:13:26.000 --> 00:13:27.000]  當我們等候神的國度
[00:13:27.000 --> 00:13:29.000]  完全實現的時候
[00:13:29.000 --> 00:13:30.000]  我們要去記憶
[00:13:30.000 --> 00:13:32.000]  記憶的就是祂的受苦受害
[00:13:32.000 --> 00:13:34.000]  為我們寫神的愛
[00:13:34.000 --> 00:13:35.000]  也要我們印著
[00:13:35.000 --> 00:13:37.000]  記憶應該要記憶的東西
[00:13:37.000 --> 00:13:39.000]  而忘記
[00:13:39.000 --> 00:13:40.000]  好像神
[00:13:40.000 --> 00:13:41.000]  忘記一些東西
[00:13:41.000 --> 00:13:43.000]  因為神的國度
[00:13:43.000 --> 00:13:46.000]  不是在乎神的記憶
[00:13:46.000 --> 00:13:47.000]  記得什麼
[00:13:47.000 --> 00:13:50.000]  也在乎神的一個忘記
[00:13:50.000 --> 00:13:52.000]  因為這個就是一個恩典的國度
[00:13:52.000 --> 00:13:54.000]  恩典的國度裡面
[00:13:54.000 --> 00:13:56.000]  包括了最重要的
[00:13:56.000 --> 00:13:59.000]  就是在我們的恩怨情仇當中的
[00:13:59.000 --> 00:14:01.000]  不忘記
[00:14:01.000 --> 00:14:02.000]  我們看看經文
[00:14:02.000 --> 00:14:04.000]  你就明白我說什麼了
[00:14:04.000 --> 00:14:05.000]  從舊約說起
[00:14:05.000 --> 00:14:07.000]  從二創教書說起
[00:14:07.000 --> 00:14:08.000]  新的新地
[00:14:08.000 --> 00:14:09.000]  末世論
[00:14:09.000 --> 00:14:11.000]  二創教書說得很清楚
[00:14:11.000 --> 00:14:12.000]  我們從二創教書看起
[00:14:12.000 --> 00:14:14.000]  大家記得二創教書有六十五章
[00:14:23.000 --> 00:14:26.000]  看完第十六節
[00:14:26.000 --> 00:14:29.000]  二創教書
[00:14:29.000 --> 00:14:31.000]  第六十五章
[00:14:31.000 --> 00:14:39.000]  其實我最喜歡
[00:14:39.000 --> 00:14:41.000]  我最後那兩句
[00:14:41.000 --> 00:14:42.000]  因為最後那兩句
[00:14:42.000 --> 00:14:44.000]  其實應該是黏著第十七節的
[00:14:44.000 --> 00:14:48.000]  為了經文的主題的溫度
[00:14:48.000 --> 00:14:50.000]  大家一起聽我讀第十六節
[00:14:50.000 --> 00:14:51.000]  開始讀起
[00:14:51.000 --> 00:14:53.000]  國在地上為自己求福的
[00:14:53.000 --> 00:14:55.000]  必憑真實的上帝求福
[00:14:55.000 --> 00:14:56.000]  在地上起誓的
[00:14:56.000 --> 00:14:58.000]  必指著真實的上帝起誓
[00:14:58.000 --> 00:15:00.000]  這個句號之後
[00:15:00.000 --> 00:15:03.000]  因為從前的患難已被遺忘
[00:15:03.000 --> 00:15:04.000]  這個是誰說的
[00:15:04.000 --> 00:15:05.000]  是上帝說的
[00:15:05.000 --> 00:15:06.000]  十三節說到
[00:15:06.000 --> 00:15:08.000]  所以主耶和華如此說
[00:15:08.000 --> 00:15:11.000]  從前的患難已被遺忘
[00:15:11.000 --> 00:15:14.000]  從我眼前消逝
[00:15:14.000 --> 00:15:17.000]  看那我做新天新地
[00:15:17.000 --> 00:15:19.000]  從前的事不再被紀念
[00:15:19.000 --> 00:15:22.000]  也不被人放在心裏
[00:15:22.000 --> 00:15:24.000]  他說我做的新天新地
[00:15:24.000 --> 00:15:28.000]  是從前的事不再被紀念
[00:15:28.000 --> 00:15:29.000]  不再被他紀念
[00:15:29.000 --> 00:15:31.000]  也不被人放在心裏
[00:15:31.000 --> 00:15:32.000]  要被遺忘
[00:15:32.000 --> 00:15:33.000]  要消逝
[00:15:33.000 --> 00:15:35.000]  四十三章看前面
[00:15:35.000 --> 00:15:48.000]  第十八節
[00:15:50.000 --> 00:15:53.000]  這是神對以色列人說的
[00:15:53.000 --> 00:15:55.000]  那些被老歸回的人說的
[00:15:55.000 --> 00:15:58.000]  你被老了
[00:15:58.000 --> 00:15:59.000]  現在歸回了
[00:15:59.000 --> 00:16:00.000]  被救贖了
[00:16:00.000 --> 00:16:02.000]  我派人去巴比頓救你出來
[00:16:02.000 --> 00:16:05.000]  十八節
[00:16:05.000 --> 00:16:07.000]  你們不要追念從前的事
[00:16:07.000 --> 00:16:11.000]  也不要思想古時的事
[00:16:11.000 --> 00:16:14.000]  第二十五節
[00:16:14.000 --> 00:16:15.000]  我
[00:16:15.000 --> 00:16:17.000]  神自己這樣說
[00:16:17.000 --> 00:16:19.000]  唯有我為自己的緣故
[00:16:19.000 --> 00:16:21.000]  塗抹你的過犯
[00:16:21.000 --> 00:16:25.000]  我也不再記得你的罪惡
[00:16:25.000 --> 00:16:27.000]  我再也不記得你的罪惡
[00:16:27.000 --> 00:16:29.000]  忘記記得
[00:16:29.000 --> 00:16:32.000]  耶利美斯第三十一章
[00:16:32.000 --> 00:16:34.000]  後面的
[00:16:34.000 --> 00:16:38.000]  第三十四節
[00:16:38.000 --> 00:16:40.000]  這個講到新約
[00:16:40.000 --> 00:16:42.000]  寫在我們的心裏
[00:16:42.000 --> 00:16:43.000]  以致我們不用別人教我們
[00:16:43.000 --> 00:16:44.000]  自己的心裏
[00:16:44.000 --> 00:16:47.000]  只需要遵守神的話語
[00:16:47.000 --> 00:16:48.000]  第三十四節
[00:16:48.000 --> 00:16:49.000]  三十一章
[00:16:49.000 --> 00:16:52.000]  他們各人不再教導自己的論社和弟兄說
[00:16:52.000 --> 00:16:54.000]  你該認識耶和華
[00:16:54.000 --> 00:16:58.000]  因為他們從最小到最大的都必認識我
[00:16:58.000 --> 00:16:59.000]  神怎樣做呢?
[00:16:59.000 --> 00:17:01.000]  我要赦免他們的罪孽
[00:17:01.000 --> 00:17:03.000]  不再紀念他們的罪惡
[00:17:03.000 --> 00:17:05.000]  這是耶和華說的
[00:17:05.000 --> 00:17:08.000]  我不再記得他們的罪惡
[00:17:08.000 --> 00:17:10.000]  赦免包括了甚麼?
[00:17:10.000 --> 00:17:13.000]  意思是不再記得他們的罪惡
[00:17:14.000 --> 00:17:17.000]  不如方便看看啟示錄
[00:17:17.000 --> 00:17:20.000]  第十二十一章
[00:17:20.000 --> 00:17:23.000]  第一節到第五節
[00:17:23.000 --> 00:17:27.000]  都是講新天新地的事情
[00:17:27.000 --> 00:17:29.000]  神要做的新的事情
[00:17:29.000 --> 00:17:31.000]  看到了嗎?
[00:17:31.000 --> 00:17:33.000]  啟示錄最後一段很容易找到
[00:17:33.000 --> 00:17:35.000]  二十一章第一節
[00:17:35.000 --> 00:17:38.000]  我一看見一個新天新地
[00:17:38.000 --> 00:17:41.000]  因為先前的天和地
[00:17:41.000 --> 00:17:44.000]  已經過去了
[00:17:44.000 --> 00:17:46.000]  海也不再有了
[00:17:46.000 --> 00:17:48.000]  我又看見聖神耶路撒冷
[00:17:48.000 --> 00:17:50.000]  由上帝那裡從天而降
[00:17:50.000 --> 00:17:51.000]  預備好了
[00:17:51.000 --> 00:17:54.000]  就如新娘打扮整齊等候丈夫
[00:17:54.000 --> 00:17:57.000]  我聽見有大聲音從寶座出來說
[00:17:57.000 --> 00:17:59.000]  看啊!上帝繼續惡在人間
[00:17:59.000 --> 00:18:01.000]  祂要和他們同在
[00:18:01.000 --> 00:18:03.000]  他們要作祂的子民
[00:18:03.000 --> 00:18:06.000]  上帝要親自與他們同在
[00:18:06.000 --> 00:18:08.000]  上帝要擦去他們一切的眼淚
[00:18:08.000 --> 00:18:11.000]  不再有死亡
[00:18:11.000 --> 00:18:13.000]  也不再有悲哀、哭號、痛苦
[00:18:13.000 --> 00:18:16.000]  因為先前的事情都過去了
[00:18:16.000 --> 00:18:18.000]  那位坐在寶座上的說
[00:18:18.000 --> 00:18:20.000]  看啊!我怕一切都更新了
[00:18:20.000 --> 00:18:22.000]  他又說:你要死下來
[00:18:22.000 --> 00:18:24.000]  因為這句話是可信靠的
[00:18:24.000 --> 00:18:25.000]  是真誠的
[00:18:25.000 --> 00:18:27.000]  一切舊世俗的事情都過去了
[00:18:27.000 --> 00:18:28.000]  眼淚要擦乾
[00:18:28.000 --> 00:18:29.000]  不再有死亡
[00:18:29.000 --> 00:18:30.000]  不再有悲哀
[00:18:30.000 --> 00:18:31.000]  不再有哭號
[00:18:31.000 --> 00:18:32.000]  不再有痛苦了
[00:18:32.000 --> 00:18:34.000]  新的城市耶路撒冷
[00:18:34.000 --> 00:18:37.000]  新天新地要從天降臨
[00:18:37.000 --> 00:18:39.000]  我們要像新娘一樣打扮
[00:18:39.000 --> 00:18:41.000]  等候丈夫
[00:18:41.000 --> 00:18:43.000]  於是我們等候神的國度降臨
[00:18:43.000 --> 00:18:45.000]  要存著什麼態度呢?
[00:18:45.000 --> 00:18:48.000]  很多時候我們有兩種錯誤的態度
[00:18:48.000 --> 00:18:50.000]  對末世的錯誤的態度
[00:18:50.000 --> 00:18:53.000]  因為世界正走向一個滅亡
[00:18:53.000 --> 00:18:55.000]  這個滅亡是急速的滅亡
[00:18:55.000 --> 00:18:57.000]  就好像兩年前還是去年
[00:18:57.000 --> 00:19:00.000]  南斯拉夫有一個火車
[00:19:00.000 --> 00:19:02.000]  去到終站之前
[00:19:02.000 --> 00:19:04.000]  失去了控制
[00:19:04.000 --> 00:19:07.000]  到終站應該減速
[00:19:07.000 --> 00:19:08.000]  但他失去了控制
[00:19:08.000 --> 00:19:09.000]  反而加速
[00:19:09.000 --> 00:19:12.000]  高速地衝過去火車站
[00:19:12.000 --> 00:19:13.000]  終站那裏
[00:19:13.000 --> 00:19:15.000]  結果怎樣呢?
[00:19:15.000 --> 00:19:17.000]  怎樣停下來?
[00:19:17.000 --> 00:19:19.000]  撞上牆那裏
[00:19:19.000 --> 00:19:21.000]  整輛車怎樣呢?
[00:19:21.000 --> 00:19:22.000]  車位人亡散了
[00:19:22.000 --> 00:19:24.000]  記不記得那個景象?
