
[00:00:00.000 --> 00:00:03.140]  比較少講的題目,通常崇拜的都很少講的
[00:03:46.720 --> 00:03:50.160]  或者是有系統的教導的
[00:03:50.160 --> 00:03:54.000]  事實上在那個時間,他們連《聖經》都沒有了
[00:03:54.000 --> 00:03:55.360]  是不是每個手上都有《聖經》?
[00:03:55.360 --> 00:03:57.320]  沒有iPhone更加沒有了
[00:03:57.320 --> 00:03:59.440]  你在iPhone看到那個《聖經》
[00:03:59.440 --> 00:04:02.200]  那時候連《聖經》都沒有在手裡面的
[00:04:02.200 --> 00:04:03.920]  所以我們發覺
[00:04:03.920 --> 00:04:06.960]  在早期教會開始的時候
[00:04:06.960 --> 00:04:10.320]  上帝就是呼召了這十二個司徒
[00:04:10.320 --> 00:04:14.000]  在他們的帶領之下,建立了教會
[00:04:14.000 --> 00:04:17.200]  而教會在這些司徒帶領之下
[00:04:17.200 --> 00:04:19.840]  是迅速成長的
[00:04:19.840 --> 00:04:25.040]  問題就是,早期教會的領袖是怎麼選出來的呢?
[00:04:25.040 --> 00:04:29.000]  他們又怎麼跟其他的基督徒配搭、釋放
[00:04:29.000 --> 00:04:32.160]  一起建立一個榮耀上帝的教會呢?
[00:04:32.160 --> 00:04:34.680]  我們先看一段很熟悉的《聖經》
[00:04:34.680 --> 00:04:37.760]  就是司徒行傳的第六章
[00:04:37.760 --> 00:04:42.600]  我們很快看看,到底這個故事講什麼呢?
[00:04:42.600 --> 00:04:45.800]  《聖經》說,門徒不斷增加的時候
[00:04:45.800 --> 00:04:48.480]  講希臘話的猶太人
[00:04:48.480 --> 00:04:49.880]  希臘還是希臘?
[00:04:49.880 --> 00:04:51.640]  廣東話是希臘
[00:04:51.640 --> 00:04:53.400]  國語是希臘,是不是?
[00:04:53.400 --> 00:04:54.280]  好像是差不多
[00:04:54.280 --> 00:04:56.840]  埋怨本地的希伯來人
[00:04:56.840 --> 00:05:01.720]  因為在日常的供給上忽略了他們的寡婦
[00:05:01.720 --> 00:05:05.360]  於是十二司徒召集了眾門徒
[00:05:05.360 --> 00:05:10.400]  說,要我們放下臣的道去管理伙食是不合意的
[00:05:10.400 --> 00:05:13.480]  所以弟兄們,應當從你們中間
[00:05:13.480 --> 00:05:18.560]  選出七個有好見證、滿有聖靈和智慧的人
[00:05:18.560 --> 00:05:22.280]  我們就派他們來負責這件事
[00:05:22.280 --> 00:05:26.960]  這段事件裡面,講過有十二個司徒
[00:05:26.960 --> 00:05:32.400]  聖經說十二司徒都是耶穌親自去選的
[00:05:32.400 --> 00:05:33.480]  意思是什麼呢?
[00:05:33.480 --> 00:05:36.640]  是需要來自神的呼召
[00:05:36.640 --> 00:05:38.720]  就好像保羅,後來成為司徒
[00:05:38.720 --> 00:05:40.240]  保羅是怎麼出來的?
[00:05:40.240 --> 00:05:41.680]  去大馬士革的時候
[00:05:41.680 --> 00:05:43.360]  本來是要捉基督徒的
[00:05:43.360 --> 00:05:47.320]  就在路上,耶穌呼召他
[00:05:47.320 --> 00:05:49.120]  情況就是這樣
[00:05:49.120 --> 00:05:52.720]  所以司徒和門徒有一點點不同
[00:05:52.720 --> 00:05:57.080]  司徒就是神親自去呼召
[00:05:57.080 --> 00:05:59.400]  是特別去選出來
[00:05:59.400 --> 00:06:02.920]  為了要差派他們去傳揚基督耶穌的信仰
[00:06:02.920 --> 00:06:05.440]  就不是猶太人所信的猶太教信仰
[00:06:05.440 --> 00:06:07.680]  是說耶穌基督的信仰
[00:06:07.680 --> 00:06:11.040]  以及去建立一個屬天的國度
[00:06:11.040 --> 00:06:12.040]  透過教會
[00:06:12.040 --> 00:06:14.600]  建立一個屬天的國度
[00:06:14.600 --> 00:06:15.920]  於是很自然
[00:06:15.920 --> 00:06:17.800]  這十二個司徒
[00:06:17.800 --> 00:06:20.680]  如果你看《彼得後書》的時候
[00:06:20.680 --> 00:06:22.000]  就告訴我們
[00:06:22.000 --> 00:06:24.400]  他們成為教會的柱石
[00:06:24.400 --> 00:06:26.640]  他們是教會的柱石
[00:06:26.640 --> 00:06:29.440]  所以基督的教會
[00:06:29.440 --> 00:06:31.360]  是建立在耶穌基督的信仰
[00:06:31.360 --> 00:06:35.040]  以及教義上面的
[00:06:35.040 --> 00:06:38.040]  這些人因為他們背景的緣故
[00:06:38.040 --> 00:06:41.520]  他們就成為當時教會的長老
[00:06:41.520 --> 00:06:44.840]  以及教會的率領領袖
[00:06:44.840 --> 00:06:46.960]  當我們說到長老的時候
[00:06:46.960 --> 00:06:48.440]  你的印象是什麼?
[00:06:48.440 --> 00:06:50.880]  長老就是很老的,是不是?
[00:06:50.880 --> 00:06:52.240]  其實不是的
[00:06:52.240 --> 00:06:54.240]  長老的意思不是說
[00:06:54.240 --> 00:06:57.720]  這十二個司徒比所有基督徒的年齡都大
[00:06:57.720 --> 00:06:58.400]  年紀大
[00:06:58.400 --> 00:06:59.680]  所以就叫做長老
[00:06:59.680 --> 00:07:01.320]  夠老嘛
[00:07:01.320 --> 00:07:02.680]  不是的
[00:07:02.680 --> 00:07:04.680]  長老的意思是什麼呢?
[00:07:04.680 --> 00:07:10.640]  是說他們在信仰的認識、體會和經歷上面
[00:07:10.640 --> 00:07:15.480]  比其他的基督徒多、深、大
[00:07:15.480 --> 00:07:17.680]  又多又深又大
[00:07:17.680 --> 00:07:20.200]  所以他們在信仰上面
[00:07:20.200 --> 00:07:25.000]  就成為基督徒的長老
[00:07:25.000 --> 00:07:26.560]  當了長老的時候
[00:07:26.560 --> 00:07:29.080]  就可以在他們信仰的生活上面
[00:07:29.080 --> 00:07:31.360]  做出一些指引
[00:07:31.360 --> 00:07:34.120]  所以剛才的記載故事
[00:07:34.120 --> 00:07:37.280]  就是教會剛開始的時候
[00:07:37.280 --> 00:07:38.320]  開始就好好的
[00:07:38.320 --> 00:07:39.360]  很熱心去傳福音
[00:07:39.360 --> 00:07:41.720]  很熱心去彼此關顧
[00:07:41.720 --> 00:07:44.960]  甚至開始有食品部門
[00:07:44.960 --> 00:07:48.200]  就是火食方面照顧一些有需要的人
[00:07:48.200 --> 00:07:49.400]  糟糕了
[00:07:49.400 --> 00:07:50.880]  出現問題了
[00:07:50.880 --> 00:07:52.560]  在侍奉當中教會有問題出現
[00:07:52.560 --> 00:07:53.680]  有危機
[00:07:53.680 --> 00:07:55.120]  危機是什麼?
[00:07:55.120 --> 00:07:56.400]  有人去埋怨
[00:07:56.400 --> 00:07:57.520]  什麼人埋怨呢?
[00:07:57.520 --> 00:07:59.800]  那些講希臘話的人
[00:07:59.800 --> 00:08:02.000]  那些基督徒去埋怨那些
[00:08:02.000 --> 00:08:03.240]  講希伯來話
[00:08:03.240 --> 00:08:04.520]  講希伯來話的人
[00:08:04.520 --> 00:08:06.240]  偏心
[00:08:06.240 --> 00:08:07.920]  他們忽略了那些
[00:08:07.920 --> 00:08:10.320]  講希臘話的、希臘話的寡婦
[00:08:10.320 --> 00:08:12.240]  這個是不公平的
[00:08:12.240 --> 00:08:13.760]  那去哪裡投訴?
[00:08:13.760 --> 00:08:14.920]  就在這些長老
[00:08:14.920 --> 00:08:16.200]  教會裡面的領袖
[00:08:16.200 --> 00:08:18.920]  就去投訴在司徒面前
[00:08:18.920 --> 00:08:21.960]  因為他們真的很尊重這幫十二司徒
[00:08:21.960 --> 00:08:24.840]  因為他們耶穌親自揀選
[00:08:24.840 --> 00:08:27.640]  以及栽培的教會領袖
[00:08:27.640 --> 00:08:31.920]  他們很自然就成為教會的長老
[00:08:31.920 --> 00:08:33.600]  那我們看看
[00:08:33.600 --> 00:08:34.680]  這十二個司徒
[00:08:34.680 --> 00:08:36.440]  那麼多人來投訴
[00:08:36.440 --> 00:08:38.080]  有人投訴
[00:08:38.080 --> 00:08:38.920]  他們怎麼做呢?
[00:08:38.920 --> 00:08:40.960]  他們怎麼處理這個問題呢?
[00:08:40.960 --> 00:08:42.240]  《聖經》裡面說
[00:08:42.240 --> 00:08:43.680]  於是十二個司徒
[00:08:43.680 --> 00:08:45.880]  召集了眾門徒
[00:08:45.880 --> 00:08:48.240]  就是開會友大會
[00:08:48.240 --> 00:08:50.160]  召集了眾門徒
[00:08:50.160 --> 00:08:51.320]  跟他們說
[00:08:51.320 --> 00:08:52.840]  他們要我們放下神的道
[00:08:52.840 --> 00:08:53.800]  去本地伙食
[00:08:53.800 --> 00:08:55.000]  這個不是很合適的
[00:08:55.000 --> 00:08:55.920]  為什麼呢?
[00:08:55.920 --> 00:08:56.440]  不是
[00:08:56.440 --> 00:08:57.560]  一會兒我講為什麼
[00:08:57.560 --> 00:08:58.720]  所以弟兄們
[00:08:58.720 --> 00:09:01.280]  應當從你們中間選出一個人
[00:09:01.280 --> 00:09:02.120]  是有條件的
[00:09:02.120 --> 00:09:03.600]  要有好的見證
[00:09:03.600 --> 00:09:05.760]  要有聖靈和有智慧的人
[00:09:05.760 --> 00:09:08.080]  那麼我們就差派他們
[00:09:08.080 --> 00:09:11.760]  委任他們去負責這件事
[00:09:11.760 --> 00:09:13.560]  那麼這個就是早期教會
[00:09:13.560 --> 00:09:15.560]  解決問題的時候
[00:09:15.560 --> 00:09:18.320]  司徒所扮演的角色
[00:09:18.320 --> 00:09:19.600]  那麼我們看到
[00:09:19.600 --> 00:09:21.360]  他先跟那些門徒分享
[00:09:21.360 --> 00:09:22.640]  什麼是重要的?
[00:09:22.640 --> 00:09:23.680]  他們很清楚知道
[00:09:23.680 --> 00:09:24.920]  他們的慰憤
[00:09:24.920 --> 00:09:27.040]  神呼召他們
[00:09:27.040 --> 00:09:28.720]  是有一個特別的心意
[00:09:28.720 --> 00:09:29.920]  是要差派他們
[00:09:29.920 --> 00:09:32.920]  去宣揚耶穌基督的信仰
[00:09:32.920 --> 00:09:35.560]  以及在地上建立一個
[00:09:35.560 --> 00:09:37.440]  屬神的國度
[00:09:37.440 --> 00:09:38.720]  這幫人很清楚知道
[00:09:38.720 --> 00:09:40.880]  他們自己主要的任務
[00:09:40.880 --> 00:09:42.120]  是什麼
[00:09:42.120 --> 00:09:44.320]  所以如果要分了心
[00:09:44.320 --> 00:09:47.200]  要管理這些伙食的事情的話
[00:09:47.200 --> 00:09:48.520]  他們覺得這個不合適
[00:09:48.520 --> 00:09:51.080]  也不是他們呼召要去做的事情
[00:09:51.080 --> 00:09:52.640]  不是說他們不可以做
[00:09:52.640 --> 00:09:54.640]  但是他們覺得這個不合適
[00:09:54.640 --> 00:09:56.040]  所以第二件事
[00:09:56.040 --> 00:09:57.400]  既然是這樣
[00:09:57.400 --> 00:09:58.960]  因為他們是教會的領袖
[00:09:58.960 --> 00:10:00.480]  是長老
[00:10:00.480 --> 00:10:03.840]  於是就向這幫匯眾
[00:10:03.840 --> 00:10:05.760]  提出一個建議
[00:10:05.760 --> 00:10:06.880]  這個意見是什麼呢?
[00:10:06.880 --> 00:10:08.680]  就是選七個有好見證
[00:10:08.680 --> 00:10:09.840]  有智慧
[00:10:09.840 --> 00:10:11.680]  有聖靈充滿的人
[00:10:11.680 --> 00:10:13.760]  然後就是差派他們
[00:10:13.760 --> 00:10:15.600]  我剛才說了一個字眼是什麼?
[00:10:15.600 --> 00:10:17.440]  就是委任他們
[00:10:17.440 --> 00:10:19.880]  去管理教會伙食
[00:10:19.880 --> 00:10:25.040]  以及如何照顧孤兒寡婦的事工
[00:10:25.040 --> 00:10:27.040]  當教會選出這七個人
[00:10:27.040 --> 00:10:29.520]  是基於這些條件
[00:10:29.520 --> 00:10:31.840]  然後又委任他們去做這個工作
[00:10:31.840 --> 00:10:33.520]  去管理伙食
[00:10:33.520 --> 00:10:36.760]  這七個人就成為什麼?
[00:10:36.760 --> 00:10:38.000]  這個事工的領袖
[00:10:38.000 --> 00:10:39.240]  就是這麼簡單
[00:10:39.240 --> 00:10:40.280]  又去管理
[00:10:40.280 --> 00:10:41.920]  又去帶領
[00:10:41.920 --> 00:10:44.640]  所以大家開始有一個印象知道
[00:10:44.640 --> 00:10:46.360]  早期教會形成的時候
[00:10:46.360 --> 00:10:49.120]  這些領袖是怎麼出來的呢?
[00:10:49.120 --> 00:10:51.640]  我們看到
[00:10:51.640 --> 00:10:52.760]  這些仕途
[00:10:52.760 --> 00:10:54.400]  首先說這些出來的人
[00:10:54.400 --> 00:10:56.320]  雖然是管理伙食
[00:10:56.320 --> 00:10:58.120]  都是教會的領袖
[00:10:58.120 --> 00:11:00.160]  但是有些條件和資格
[00:11:00.160 --> 00:11:01.880]  我已經說過兩次了
[00:11:01.880 --> 00:11:02.720]  大家懂得背吧
[00:11:02.720 --> 00:11:03.720]  是什麼?
[00:11:03.720 --> 00:11:04.720]  有智慧
[00:11:04.720 --> 00:11:05.800]  有聖靈充滿
[00:11:05.800 --> 00:11:06.360]  還要什麼?
[00:11:06.360 --> 00:11:07.400]  有好見證
[00:11:07.400 --> 00:11:09.960]  就是教會內外都有好明星
[00:11:09.960 --> 00:11:11.560]  就是這樣
[00:11:11.560 --> 00:11:13.680]  然後大家去選
[00:11:13.680 --> 00:11:14.440]  選出來之後
[00:11:14.440 --> 00:11:16.200]  由教會去委任他們
[00:11:16.200 --> 00:11:18.320]  我們去差派他們
[00:11:18.320 --> 00:11:20.400]  這個是委任他們
[00:11:20.400 --> 00:11:23.040]  所以可能大家有些弟兄姊妹都知道
[00:11:23.040 --> 00:11:28.160]  現在我們教會成立了一個
[00:11:28.160 --> 00:11:29.080]  執事
[00:11:29.080 --> 00:11:31.120]  案立執事的研究小組
[00:11:31.120 --> 00:11:32.720]  這個是研究小組
[00:11:32.720 --> 00:11:35.160]  這個是沒有法律的效用的
[00:11:35.160 --> 00:11:37.200]  是研究怎麼去案立執事
[00:11:37.200 --> 00:11:37.960]  OK
[00:11:37.960 --> 00:11:40.200]  他們會提出一些條件資格
[00:11:40.200 --> 00:11:41.760]  我知道
[00:11:41.760 --> 00:11:45.320]  他們都會參照《少代行政書》所說的
[00:11:45.320 --> 00:11:49.880]  作為其中執事候選人資格的一部分
[00:11:49.880 --> 00:11:51.760]  以後教會就會成立一個
[00:11:51.760 --> 00:11:53.480]  案立執事的委員會
[00:11:53.480 --> 00:11:55.320]  這個是研究小組
[00:11:55.320 --> 00:11:57.160]  以後會成立一個委員會
[00:11:57.160 --> 00:11:59.760]  那就按照聖經所啟示的
[00:11:59.760 --> 00:12:01.720]  以及我們現時教會的情況
[00:12:01.720 --> 00:12:05.520]  是制定一些候選人的資格
[00:12:05.520 --> 00:12:08.360]  然後邀請他們
[00:12:08.360 --> 00:12:09.440]  我就鼓勵他們
[00:12:09.440 --> 00:12:11.560]  我說其實會眾有參與才行
[00:12:11.560 --> 00:12:14.400]  我覺得既然你定了這些條件資格
[00:12:14.400 --> 00:12:16.960]  是由會眾去推薦
[00:12:16.960 --> 00:12:20.800]  這些合資格的執事候選人
[00:12:20.800 --> 00:12:26.480]  讓案立執事委員會就去評估再去決定
[00:12:26.480 --> 00:12:29.560]  為什麼我要說一件事呢
[00:12:29.560 --> 00:12:32.160]  因為每個學校都有權
[00:12:32.160 --> 00:12:34.520]  去推薦一些執事候選人
[00:12:34.520 --> 00:12:36.840]  我這個學校都會的
[00:12:36.840 --> 00:12:38.560]  所以如果以後
[00:12:38.560 --> 00:12:39.800]  以後什麼時候我不知道
[00:12:39.800 --> 00:12:40.920]  應該不會很長時間
[00:12:40.920 --> 00:12:42.360]  未來幾個月
[00:12:42.360 --> 00:12:45.960]  有人被推薦去做執事的候選人
[00:12:45.960 --> 00:12:47.680]  我說你們當中
[00:12:47.680 --> 00:12:49.760]  如果有人推薦你們當中某一個人
[00:12:49.760 --> 00:12:51.960]  去做執事的候選人
[00:12:51.960 --> 00:12:52.960]  那我就鼓勵大家
[00:12:52.960 --> 00:12:54.800]  雖然我這個學校是新的
[00:12:54.800 --> 00:12:55.920]  這個學校是新的學校
[00:12:55.920 --> 00:12:57.400]  只有三年
[00:12:57.400 --> 00:12:59.960]  但是不等於大家信耶穌很短時間
[00:12:59.960 --> 00:13:02.320]  我們當中有些信耶穌時間都很久了
[00:13:02.320 --> 00:13:04.560]  都有很成熟的教徒
[00:13:04.560 --> 00:13:05.960]  那我很鼓勵大家
[00:13:05.960 --> 00:13:07.000]  就不要一開始聽到
[00:13:07.000 --> 00:13:08.800]  Oh no no no no
[00:13:08.800 --> 00:13:10.200]  就耍手伶頭
[00:13:10.200 --> 00:13:11.440]  在拒絕
[00:13:11.440 --> 00:13:12.520]  我鼓勵大家什麼呢
[00:13:12.520 --> 00:13:13.760]  如果有人選你們
[00:13:13.760 --> 00:13:14.960]  推薦你們
[00:13:14.960 --> 00:13:15.560]  OK
[00:13:15.560 --> 00:13:17.200]  又不用故意謙虛
[00:13:17.200 --> 00:13:19.200]  反而你一樣東西很重要
[00:13:19.200 --> 00:13:20.880]  回去祈禱
[00:13:20.880 --> 00:13:21.920]  回去祈禱
[00:13:21.920 --> 00:13:24.320]  去問神到底祢想不想我去承接
[00:13:24.320 --> 00:13:26.760]  這個工作的崗位
[00:13:26.760 --> 00:13:29.040]  這是不是祢的心意
[00:13:29.040 --> 00:13:29.880]  喏
[00:13:29.880 --> 00:13:31.680]  弟兄姊妹
[00:13:31.680 --> 00:13:33.680]  不單單去做執事的
[00:13:33.680 --> 00:13:34.640]  在過去幾個禮拜
[00:13:34.640 --> 00:13:36.880]  我經常鼓勵大家去侍奉
[00:13:36.880 --> 00:13:38.000]  是不是
[00:13:38.000 --> 00:13:40.400]  我想告訴大家
[00:13:40.400 --> 00:13:42.120]  從來沒有一個人是
[00:13:42.120 --> 00:13:44.000]  你準備好去做領袖
[00:13:44.000 --> 00:13:46.160]  然後才去做領袖的
[00:13:46.160 --> 00:13:48.120]  要不要我再說一次
[00:13:48.120 --> 00:13:49.400]  從來沒有一個人是
[00:13:49.400 --> 00:13:50.920]  我現在準備好去做領袖
[00:13:50.920 --> 00:13:52.560]  所以我要做領袖
[00:13:52.560 --> 00:13:53.600]  沒有的
[00:13:53.600 --> 00:13:55.840]  包括十二使徒在內
[00:13:55.840 --> 00:13:57.080]  他們不是搞了領袖嗎
[00:13:57.080 --> 00:13:58.520]  是
[00:13:58.520 --> 00:13:59.240]  是不是
[00:13:59.240 --> 00:14:00.800]  但是你看看這十二個使徒
[00:14:00.800 --> 00:14:03.680]  是先回應了耶穌給他們的呼召
[00:14:03.680 --> 00:14:04.720]  來跟從我
[00:14:04.720 --> 00:14:05.640]  是不是
[00:14:05.640 --> 00:14:07.000]  那就跟耶穌了
[00:14:07.000 --> 00:14:08.040]  對不對
[00:14:08.040 --> 00:14:09.360]  那時候訓練了沒有
[00:14:09.360 --> 00:14:10.240]  沒有了
[00:14:10.240 --> 00:14:11.200]  開始侍奉了沒有
[00:14:11.200 --> 00:14:12.320]  開始了
[00:14:12.320 --> 00:14:13.920]  不過從小開始
[00:14:13.920 --> 00:14:14.880]  耶穌行神職
[00:14:14.880 --> 00:14:15.720]  你就在那裡
[00:14:15.720 --> 00:14:17.200]  五餅二魚
[00:14:17.200 --> 00:14:18.440]  分餅分魚
[00:14:18.440 --> 00:14:20.080]  是不是
[00:14:20.080 --> 00:14:21.120]  所以其實
[00:14:21.120 --> 00:14:21.880]  做領袖
[00:14:21.880 --> 00:14:23.600]  特別在教會裡面來說
[00:14:23.600 --> 00:14:25.000]  是邊學邊做的
[00:14:25.000 --> 00:14:26.080]  你明白我的意思嗎
[00:14:26.080 --> 00:14:27.440]  不是說我準備好了
[00:14:27.440 --> 00:14:28.920]  我就守了訓練
[00:14:28.920 --> 00:14:30.120]  然後我再去做
[00:14:30.120 --> 00:14:30.920]  不是的
[00:14:30.920 --> 00:14:32.560]  在教會裡面服侍的時候
[00:14:32.560 --> 00:14:34.600]  是一邊學一邊做
[00:14:34.600 --> 00:14:36.160]  最要緊的是什麼
[00:14:36.160 --> 00:14:38.880]  有沒有神給我們的感動
[00:14:38.880 --> 00:14:40.400]  有沒有神的呼召
[00:14:40.400 --> 00:14:41.440]  就是說
[00:14:41.440 --> 00:14:43.240]  屬靈的也叫呼召
[00:14:43.240 --> 00:14:44.600]  但是其實心裡面
[00:14:44.600 --> 00:14:45.280]  有沒有感動
[00:14:45.280 --> 00:14:47.080]  我想幫忙做這件事
[00:14:47.080 --> 00:14:49.000]  神有沒有叫我去做這件事
[00:14:49.000 --> 00:14:49.720]  我們有沒有
[00:14:49.720 --> 00:14:53.400]  願意侍奉神的心
[00:14:53.400 --> 00:14:55.120]  反而這件事
[00:14:55.120 --> 00:14:56.760]  才是最要緊的
[00:14:56.760 --> 00:14:58.360]  大家聽不明白我的意思嗎
[00:14:58.360 --> 00:14:59.280]  所以你就不要一開始
[00:14:59.280 --> 00:15:00.000]  哎呀我不行的
[00:15:00.000 --> 00:15:01.440]  我不懂
[00:15:01.440 --> 00:15:03.520]  那些不是藉口來的
[00:15:03.520 --> 00:15:05.720]  那麼如果我們看回教會
[00:15:05.720 --> 00:15:08.400]  十二仕途的時代
[00:15:08.400 --> 00:15:09.760]  就過去了
[00:15:09.760 --> 00:15:11.800]  現在教會裡面就
[00:15:11.800 --> 00:15:13.720]  沒有仕途了
[00:15:13.720 --> 00:15:15.400]  如果說我是基督的那些
[00:15:15.400 --> 00:15:16.560]  那些可能是異端來的
[00:15:16.560 --> 00:15:17.840]  要小心說
[00:15:17.840 --> 00:15:19.160]  仕途已經過去了
[00:15:19.160 --> 00:15:20.360]  仕途已經過去了
[00:15:20.360 --> 00:15:23.560]  他們的工作就已經完成了
[00:15:23.560 --> 00:15:25.280]  所以代之的是什麼
[00:15:25.280 --> 00:15:26.080]  在教會裡面
[00:15:26.080 --> 00:15:27.480]  今天
[00:15:27.480 --> 00:15:28.480]  是牧師
[00:15:28.480 --> 00:15:29.600]  還有呢
[00:15:29.600 --> 00:15:30.600]  和監督
[00:15:30.600 --> 00:15:31.800]  是不是你聽過這些
[00:15:31.800 --> 00:15:32.640]  有些叫監督
[00:15:32.640 --> 00:15:34.720]  有些叫牧師
[00:15:34.720 --> 00:15:36.320]  而這些牧師
[00:15:36.320 --> 00:15:37.280]  或者叫監督
[00:15:37.280 --> 00:15:38.360]  Whatever
[00:15:38.360 --> 00:15:40.320]  你怎麼稱呼他們都好
[00:15:40.320 --> 00:15:43.200]  和當日的仕途是不一樣的
[00:15:43.200 --> 00:15:43.800]  OK
[00:15:43.800 --> 00:15:45.800]  他們的工作仕途不同
