
[00:00:00.000 --> 00:00:02.480]  剛才我相信在討論過程當中 大家也知道
[00:06:10.040 --> 00:06:12.240]  我覺得很開心 很滿意
[00:06:12.240 --> 00:06:18.040]  我覺得做人做到我現在這樣
[00:06:18.040 --> 00:06:19.920]  我不枉此生
[00:06:19.920 --> 00:06:22.160]  甚至說得嚴重些 我死而無憾
[00:06:22.160 --> 00:06:25.840]  我覺得我現在很滿足我的生活
[00:06:25.840 --> 00:06:30.960]  所以它所說的是超乎物質以上的那種飽足
[00:06:30.960 --> 00:06:35.040]  是說到我們心靈靈性上很滿足的感覺
[00:06:35.040 --> 00:06:37.320]  所以我剛才說這些飽足
[00:06:37.320 --> 00:06:41.320]  這些喜樂不是說時間環境可以拿走的
[00:06:41.320 --> 00:06:45.000]  因為當你做對的事 在神的眼中
[00:06:45.000 --> 00:06:47.920]  在整個眼光當中做神要我們做的事的時候
[00:06:47.920 --> 00:06:50.560]  你就能夠享受到這樣的福氣
[00:06:50.560 --> 00:06:54.760]  問題就是說 當我們要去了解這件事的時候
[00:06:54.760 --> 00:06:57.640]  你怎樣能夠讓你的靈魂得到滿足呢
[00:06:57.640 --> 00:07:01.520]  甚麼能夠讓你的靈魂得到滿足呢
[00:07:01.520 --> 00:07:04.160]  《聖經》裏面有一個很出名的故事
[00:07:04.160 --> 00:07:05.160]  大家都聽過的
[00:07:05.160 --> 00:07:08.000]  一個有錢人 以前的有錢人在中東的地方
[00:07:08.000 --> 00:07:12.320]  一是做畜牧生意 一是種穀物的
[00:07:12.320 --> 00:07:13.560]  大家記得那個故事
[00:07:13.560 --> 00:07:16.680]  有錢人說 嘩 我現在真的福大豐收
[00:07:16.680 --> 00:07:20.280]  我現在倉庫不夠栽我的東西 怎麼辦呢
[00:07:20.280 --> 00:07:22.560]  沒辦法了 現在有個方法
[00:07:22.560 --> 00:07:25.440]  將現有的倉庫拆掉 希望更大的
[00:07:25.440 --> 00:07:31.320]  那我就可以儲存所有豐收得來的產物
[00:07:31.320 --> 00:07:33.760]  然後《聖經》就說 一個人自己跟自己說
[00:07:33.760 --> 00:07:34.960]  甚麼意思
[00:07:34.960 --> 00:07:37.480]  就是自己跟自己的靈魂說
[00:07:37.480 --> 00:07:39.840]  喂 你看看 你有這麼多東西
[00:07:39.840 --> 00:07:41.320]  吃一輩子都吃不完
[00:07:41.320 --> 00:07:43.720]  現在你可以放鬆 享受生活
[00:07:43.720 --> 00:07:48.040]  享受你努力得來的成果
[00:07:48.040 --> 00:07:49.640]  大家記得那個故事嗎
[00:07:49.640 --> 00:07:52.400]  記得 這個很出名的故事
[00:07:52.400 --> 00:07:55.480]  但是記得上帝怎樣跟他說
[00:07:55.480 --> 00:07:58.320]  無知的人
[00:07:58.320 --> 00:08:01.200]  今晚我就要你的靈魂
[00:08:01.200 --> 00:08:04.360]  那你所有的 歸給誰呢
[00:08:04.360 --> 00:08:06.920]  如果你是這個有錢人
[00:08:06.920 --> 00:08:09.200]  你心裏第一個反應是甚麼
[00:08:09.200 --> 00:08:12.520]  It's not fair
[00:08:12.520 --> 00:08:14.080]  太不公道了 上帝
[00:08:14.080 --> 00:08:15.840]  我不是那些不做事的人
[00:08:15.840 --> 00:08:19.000]  我一生努力 以致我能賺到這麼多錢
[00:08:19.000 --> 00:08:20.440]  這麼多的產業
[00:08:20.440 --> 00:08:22.440]  以致我現在應該享受的時間
[00:08:22.440 --> 00:08:25.560]  你不讓我享受 就拿走了我
[00:08:25.560 --> 00:08:28.000]  It's not fair
[00:08:28.000 --> 00:08:31.040]  太過不公道了
[00:08:31.040 --> 00:08:33.080]  有沒有這個感覺
[00:08:33.080 --> 00:08:34.720]  但是如果你看《聖經》的話
[00:08:34.720 --> 00:08:37.280]  當上帝先說這個比喻
[00:08:37.280 --> 00:08:39.320]  其實一早就說明了甚麼
[00:08:39.320 --> 00:08:42.360]  原來人的生命
[00:08:42.360 --> 00:08:45.720]  不在乎家道豐富
[00:08:45.720 --> 00:08:47.200]  你想你過得開心快樂
[00:08:47.200 --> 00:08:48.480]  你想過一個友誼的人生
[00:08:48.480 --> 00:08:51.160]  不在乎你有多少錢
[00:08:51.160 --> 00:08:54.560]  事實上也不在乎你有甚麼名譽地位
[00:08:54.560 --> 00:08:56.560]  有多高的學術背景
[00:08:56.560 --> 00:08:59.760]  或者你有多少影響力
[00:08:59.760 --> 00:09:00.560]  或者是甚麼
[00:09:00.560 --> 00:09:03.360]  No
[00:09:03.360 --> 00:09:06.800]  人生命是否會覺得飽足
[00:09:06.800 --> 00:09:08.080]  其實在乎甚麼呢
[00:09:08.080 --> 00:09:11.080]  我們有某種的醒覺
[00:09:11.080 --> 00:09:14.120]  這個醒覺我相信是相當重要的
[00:09:14.120 --> 00:09:15.320]  這個醒覺是甚麼呢
[00:09:15.320 --> 00:09:16.400]  這個醒覺是
[00:09:16.400 --> 00:09:22.600]  咦 原來世界上有一個全能的上帝
[00:09:22.600 --> 00:09:24.160]  如果世界上有一個上帝的話
[00:09:24.160 --> 00:09:26.000]  除非我們不相信有上帝
[00:09:26.000 --> 00:09:27.080]  如果世界上有上帝的時候
[00:09:27.080 --> 00:09:27.960]  忽然間我覺得
[00:09:27.960 --> 00:09:29.400]  咦 我所做的一切
[00:09:29.400 --> 00:09:30.960]  如果沒有上帝的話
[00:09:30.960 --> 00:09:32.960]  會變得毫無意義的
[00:09:32.960 --> 00:09:34.960]  所以人的覺醒是甚麼呢
[00:09:34.960 --> 00:09:38.800]  我們發覺要和生命的源頭結連起來
[00:09:38.800 --> 00:09:42.200]  建立一個美好的關係
[00:09:42.200 --> 00:09:44.680]  和生命的源頭建立關係之後
[00:09:44.680 --> 00:09:49.280]  我的生活就能夠感覺到滿足了
[00:09:49.280 --> 00:09:52.400]  就好像保羅
[00:09:52.400 --> 00:09:54.200]  保羅信耶穌之前
[00:09:54.200 --> 00:09:55.480]  他的生命很好
[00:09:55.480 --> 00:09:56.840]  從人的角度來看
[00:09:56.840 --> 00:09:58.200]  法利塞人
[00:09:58.200 --> 00:09:59.720]  跟一個好的老師
[00:09:59.720 --> 00:10:00.800]  最有名的老師
[00:10:00.800 --> 00:10:02.960]  我們有老師來講的話
[00:10:02.960 --> 00:10:04.440]  大家肅然起敬的
[00:10:04.440 --> 00:10:08.080]  法利塞人是很得社會尊重的
[00:10:08.080 --> 00:10:09.240]  道德家
[00:10:09.240 --> 00:10:13.640]  當然不愁錢的生活
[00:10:13.640 --> 00:10:14.920]  他信耶穌之前
[00:10:14.920 --> 00:10:18.120]  保羅就是一個這樣的人
[00:10:18.120 --> 00:10:19.360]  但信耶穌之後
[00:10:19.360 --> 00:10:21.440]  剛剛和他以前的生活相反
[00:10:21.440 --> 00:10:22.320]  顛沛流離
[00:10:22.320 --> 00:10:24.000]  因為出外傳道
[00:10:24.000 --> 00:10:25.600]  去到哪裡吃到哪裡
[00:10:25.600 --> 00:10:26.440]  不單如此
[00:10:26.440 --> 00:10:27.520]  為了傳福音的原故
[00:10:27.520 --> 00:10:29.760]  要受攻擊 受擊打
[00:10:29.760 --> 00:10:33.880]  被抓去坐牢 弱勢徒扔
[00:10:33.880 --> 00:10:37.000]  哇 保羅你還信耶穌
[00:10:37.000 --> 00:10:38.120]  信耶穌之前你那麼好
[00:10:38.120 --> 00:10:38.760]  信耶穌之後
[00:10:38.760 --> 00:10:42.720]  現在你要過這樣的生活
[00:10:42.720 --> 00:10:44.800]  但你記得保羅說什麼嗎
[00:10:44.800 --> 00:10:50.560]  我以得著耶穌基督為自保
[00:10:50.560 --> 00:10:52.360]  我為耶穌已經丟棄萬事
[00:10:52.360 --> 00:10:53.840]  以得著耶穌基督
[00:10:53.840 --> 00:10:55.400]  是一件最寶貴的東西
[00:10:55.400 --> 00:10:58.000]  其他的跟耶穌基督相比
[00:10:58.000 --> 00:11:02.600]  是一無所有的
[00:11:02.600 --> 00:11:06.320]  問題是保羅是這樣說的
[00:11:06.320 --> 00:11:09.560]  但不是每個人都有這樣的覺醒
[00:11:09.560 --> 00:11:11.640]  我這樣說就是在說聖經
[00:11:11.640 --> 00:11:12.760]  講道理給你聽
[00:11:12.760 --> 00:11:14.560]  保羅是可以這樣做到的
[00:11:14.560 --> 00:11:15.560]  保羅是存在的
[00:11:15.560 --> 00:11:16.880]  真是這樣的人
[00:11:16.880 --> 00:11:20.080]  他真是這樣寫的
[00:11:20.080 --> 00:11:21.680]  但很可惜
[00:11:21.680 --> 00:11:24.200]  今天不是每個人都有這樣的醒覺
[00:11:24.200 --> 00:11:26.240]  不是每個人都有這樣的認知
[00:11:26.240 --> 00:11:28.120]  是不是
[00:11:28.120 --> 00:11:29.880]  沒錯 是真的
[00:11:29.880 --> 00:11:32.520]  有時候你想醒覺也不行
[00:11:32.520 --> 00:11:35.120]  不過今天早上我想告訴你
[00:11:35.120 --> 00:11:36.480]  當上帝愛世人
[00:11:36.480 --> 00:11:39.000]  當上帝說我喊你每一個的時候
[00:11:39.000 --> 00:11:42.280]  他其實是用了很多不同的人事環境
[00:11:42.280 --> 00:11:45.280]  不同的方法想叫醒你的
[00:11:45.280 --> 00:11:47.200]  熬醒你的
[00:11:47.200 --> 00:11:48.440]  OK
[00:11:48.440 --> 00:11:49.960]  因為聖經裡面說
[00:11:49.960 --> 00:11:50.840]  很熟悉的聖經
[00:11:50.840 --> 00:11:52.480]  C篇23篇
[00:11:52.480 --> 00:11:53.840]  第三節說什麼
[00:11:53.840 --> 00:11:56.320]  聖經說他使我的靈魂蘇醒
[00:11:56.320 --> 00:11:57.200]  這個他就是上帝
[00:11:57.200 --> 00:11:59.880]  是上帝讓我的靈魂蘇醒
[00:11:59.880 --> 00:12:01.200]  有時候你沉迷在裡面
[00:12:01.200 --> 00:12:02.440]  你是醒不了的
[00:12:02.440 --> 00:12:04.240]  不過上帝愛你的緣故
[00:12:04.240 --> 00:12:05.440]  用很多不同的方法
[00:12:05.440 --> 00:12:08.240]  透過不同的人與事物環境
[00:12:08.240 --> 00:12:09.120]  熬醒你
[00:12:09.120 --> 00:12:11.160]  醒了好
[00:12:11.160 --> 00:12:12.320]  好醒了
[00:12:12.320 --> 00:12:13.760]  OK
[00:12:13.760 --> 00:12:20.960]  為自己的命引導我們走而路
[00:12:20.960 --> 00:12:27.840]  丁子妹 如果我們相信人有靈魂
[00:12:27.840 --> 00:12:29.760]  你發覺人死後會去哪裡
[00:12:29.760 --> 00:12:31.640]  你有這樣的想法
[00:12:31.640 --> 00:12:33.600]  其實你開始醒了
[00:12:33.600 --> 00:12:35.200]  有很多人不是這樣想的
[00:12:35.200 --> 00:12:36.400]  死了就一了百了
[00:12:36.400 --> 00:12:38.000]  算了 沒事了
[00:12:38.000 --> 00:12:39.000]  但很奇怪
[00:12:39.000 --> 00:12:41.400]  你竟然覺得人有靈魂
[00:12:41.400 --> 00:12:44.360]  人對永生有盼望
[00:12:44.360 --> 00:12:47.840]  人覺得冥冥中有個主宰
[00:12:47.840 --> 00:12:48.960]  這個醒覺是什麼
[00:12:48.960 --> 00:12:50.840]  醒覺到這個世界上有個神
[00:12:50.840 --> 00:12:53.280]  這是第一步
[00:12:53.280 --> 00:12:54.880]  當你有這個醒覺的時候
[00:12:54.880 --> 00:12:58.520]  這個神就會引導你走而路
[00:12:58.520 --> 00:12:59.640]  OK
[00:12:59.640 --> 00:13:00.800]  所以我不知道
[00:13:00.800 --> 00:13:03.600]  我相信今天我們在座的大部分弟兄姊妹
[00:13:03.600 --> 00:13:04.240]  你都覺得
[00:13:04.240 --> 00:13:05.800]  Yeah
[00:13:05.800 --> 00:13:06.680]  We know about that
[00:13:06.680 --> 00:13:08.040]  That's why we are here
[00:13:08.040 --> 00:13:09.400]  我相信上帝
[00:13:09.400 --> 00:13:09.920]  OK
[00:13:09.920 --> 00:13:11.080]  我相信人有靈魂
[00:13:11.080 --> 00:13:12.440]  死後會復活的
[00:13:12.440 --> 00:13:12.840]  OK
[00:13:12.840 --> 00:13:13.840]  是聖祭應許來的
[00:13:13.840 --> 00:13:14.800]  雖然我沒見到
[00:13:14.800 --> 00:13:16.520]  憑信心我知道
[00:13:16.520 --> 00:13:17.040]  是不是
[00:13:17.040 --> 00:13:18.920]  不然為什麼你每個禮拜坐在這裡
[00:13:18.920 --> 00:13:20.960]  為什麼你會奉獻
[00:13:20.960 --> 00:13:22.360]  為什麼你在教會做很多事
[00:13:22.360 --> 00:13:23.480]  有空沒事
[00:13:23.480 --> 00:13:24.040]  No
[00:13:24.040 --> 00:13:24.760]  因為你發覺
[00:13:24.760 --> 00:13:28.720]  我們相信有一個永生的上帝
[00:13:28.720 --> 00:13:30.600]  聖經讓我們知道祂的存在
[00:13:30.600 --> 00:13:32.760]  而我們體會到祂的存在
[00:13:32.760 --> 00:13:34.240]  經歷到祂的存在
[00:13:34.240 --> 00:13:37.000]  於是我們願意將我們的生命和祂結列在一起
[00:13:37.000 --> 00:13:38.800]  這個醒覺是很重要的
[00:13:38.800 --> 00:13:40.320]  你沒有了這個醒覺的時候
[00:13:40.320 --> 00:13:42.400]  你沒辦法知道
[00:13:42.400 --> 00:13:46.160]  什麼能夠令你滿足
[00:13:46.160 --> 00:13:48.320]  如果你不相信上帝的話
[00:13:48.320 --> 00:13:48.960]  OK
[00:13:48.960 --> 00:13:50.360]  你小時候長大
[00:13:50.360 --> 00:13:51.160]  家裡說
[00:13:51.160 --> 00:13:52.720]  做醫生好
[00:13:52.720 --> 00:13:54.440]  做工程師好
[00:13:54.440 --> 00:13:55.400]  去美國留學好
[00:13:55.400 --> 00:13:56.320]  我給你所有的東西
[00:13:56.320 --> 00:13:57.400]  你就去吧
[00:13:57.400 --> 00:13:57.800]  OK
[00:13:57.800 --> 00:13:59.080]  去到學校讀書的時候
[00:13:59.080 --> 00:14:00.480]  老師又會幫助你
[00:14:00.480 --> 00:14:01.840]  給你機會讀書
[00:14:01.840 --> 00:14:03.800]  你不讀書就沒希望了
[00:14:03.800 --> 00:14:06.240]  然後出來朋友同事
[00:14:06.240 --> 00:14:08.240]  你的同學諸如此類
[00:14:08.240 --> 00:14:10.240]  大家有沒有留意到
[00:14:10.240 --> 00:14:11.480]  在你成長的過程當中
[00:14:11.480 --> 00:14:13.280]  不知不覺透過不同的人
[00:14:13.280 --> 00:14:14.880]  去影響你的生命
[00:14:14.880 --> 00:14:16.200]  你發覺到有一些
[00:14:16.200 --> 00:14:19.320]  你覺得如果我能夠得到
[00:14:19.320 --> 00:14:22.440]  我就會感到很滿足
[00:14:22.440 --> 00:14:26.480]  對剛才聖經裡面說這個故事
[00:14:26.480 --> 00:14:28.200]  這個有錢人
[00:14:28.200 --> 00:14:31.080]  什麼能夠令他覺得
[00:14:31.080 --> 00:14:32.560]  他的生命很飽足
[00:14:32.560 --> 00:14:34.520]  其實不是錢
[00:14:34.520 --> 00:14:35.720]  當然他很有錢
[00:14:35.720 --> 00:14:36.360]  不是錢
[00:14:36.360 --> 00:14:37.240]  是什麼
[00:14:37.240 --> 00:14:38.400]  他能夠享受
[00:14:38.400 --> 00:14:40.760]  他努力工作的成果
[00:14:40.760 --> 00:14:45.120]  有錢有命享才行
[00:14:45.120 --> 00:14:46.960]  你是什麼
[00:14:46.960 --> 00:14:47.640]  你有沒有想過
[00:14:47.640 --> 00:14:49.200]  其實你在生命中的追求
[00:14:49.200 --> 00:14:51.000]  你覺得如果我得到這些東西
[00:14:51.000 --> 00:14:52.320]  我就很滿足
[00:14:52.320 --> 00:14:53.480]  我就很滿意
[00:14:53.480 --> 00:14:54.680]  我能夠做到一件事
[00:14:54.680 --> 00:14:55.920]  我就會很開心
[00:14:55.920 --> 00:14:57.760]  Yeah
[00:14:57.760 --> 00:14:59.880]  你也試過
[00:14:59.880 --> 00:15:00.400]  是不是
[00:15:00.400 --> 00:15:01.480]  如果我做一份工作
[00:15:01.480 --> 00:15:03.320]  能夠賺到多少錢
[00:15:03.320 --> 00:15:03.880]  賺到了沒有
[00:15:03.880 --> 00:15:06.160]  賺到了
[00:15:06.160 --> 00:15:07.280]  如果我能夠
[00:15:07.280 --> 00:15:08.360]  好像誰一樣
[00:15:08.360 --> 00:15:09.240]  有一間這樣的房子
[00:15:09.240 --> 00:15:09.880]  行不行
[00:15:09.880 --> 00:15:11.280]  行
[00:15:11.280 --> 00:15:12.120]  如果我能夠
[00:15:12.120 --> 00:15:13.200]  喜歡做什麼就做什麼
[00:15:13.200 --> 00:15:15.320]  我可以有自由任何做任何事
[00:15:15.320 --> 00:15:16.360]  在美國
[00:15:16.360 --> 00:15:18.080]  除了犯法那些
[00:15:18.080 --> 00:15:18.720]  行不行
[00:15:18.720 --> 00:15:21.000]  行
[00:15:21.000 --> 00:15:21.920]  滿意
[00:15:21.920 --> 00:15:22.760]  滿足
[00:15:22.760 --> 00:15:23.960]  開心
[00:15:23.960 --> 00:15:25.040]  Yeah
[00:15:25.040 --> 00:15:26.880]  短暫
[00:15:26.880 --> 00:15:27.480]  過去了
[00:15:27.480 --> 00:15:29.280]  也是這樣
[00:15:29.280 --> 00:15:31.160]  是不是
[00:15:31.160 --> 00:15:32.720]  原來我們在成長過程當中
[00:15:32.720 --> 00:15:34.880]  我們以為能夠滿足到我們
[00:15:34.880 --> 00:15:37.160]  讓我們靈魂感到飽足
[00:15:37.160 --> 00:15:39.680]  那些東西實際上
[00:15:39.680 --> 00:15:41.200]  不能夠達到
[00:15:41.200 --> 00:15:45.440]  我們希望有的那個結果
[00:15:45.440 --> 00:15:46.720]  但是感謝讚美上帝
[00:15:46.720 --> 00:15:48.120]  因為上帝愛我們的緣故
[00:15:48.120 --> 00:15:48.960]  祂用我們的靈魂
[00:15:48.960 --> 00:15:49.560]  蘇星
[00:15:49.560 --> 00:15:52.120]  你要你的生命覺得滿足
[00:15:52.120 --> 00:15:54.560]  Come to me
[00:15:54.560 --> 00:15:56.560]  你要和這個宇宙萬物的主宰
[00:15:56.560 --> 00:15:58.240]  創造我們的神
[00:15:58.240 --> 00:16:01.160]  愛我們的上帝
[00:16:01.160 --> 00:16:03.480]  建立一個健康正常的關係
[00:16:03.480 --> 00:16:04.720]  你就有機會
[00:16:04.720 --> 00:16:06.120]  那個飽足的人生
[00:16:06.120 --> 00:16:08.240]  因為祂會為自己的名
[00:16:08.240 --> 00:16:10.560]  為自己的榮耀
[00:16:10.560 --> 00:16:15.400]  引導你走二路
[00:16:15.400 --> 00:16:16.440]  OK
[00:16:16.440 --> 00:16:16.920]  好了
[00:16:16.920 --> 00:16:18.600]  這是第二個觀念
[00:16:18.600 --> 00:16:21.200]  當聖經說到第四個福
[00:16:21.200 --> 00:16:22.720]  饑渴無疑也人有福了
[00:16:22.720 --> 00:16:24.920]  因為你無人必得飽足
[00:16:24.920 --> 00:16:27.240]  飽足原來是說到靈魂的飽足
[00:16:27.240 --> 00:16:29.800]  什麼能夠讓你的靈魂飽足
[00:16:29.800 --> 00:16:30.600]  聖經說
[00:16:30.600 --> 00:16:34.760]  我會引導你的名走二路
[00:16:34.760 --> 00:16:35.680]  第二個觀念就是
[00:16:35.680 --> 00:16:37.400]  什麼是義
[00:16:37.400 --> 00:16:38.840]  什麼是公義
[00:16:38.840 --> 00:16:41.360]  什麼是二路
[00:16:41.360 --> 00:16:45.880]  我們看看聖經裡面怎麼說
[00:16:45.880 --> 00:16:48.240]  當聖經裡面說到二的時候
