
[00:00:00.000 --> 00:00:05.000]  今天是pom Sunday
[00:02:17.000 --> 00:02:19.000]  彼得約翰在做什麼
[00:02:19.000 --> 00:02:20.000]  在做什麼
[00:02:20.000 --> 00:02:22.000]  在睡覺
[00:02:22.000 --> 00:02:24.000]  所以這段故事裡面
[00:02:24.000 --> 00:02:26.000]  我們大家都印象很深刻
[00:02:26.000 --> 00:02:28.000]  到了禮拜五晚上的時候
[00:02:28.000 --> 00:02:30.000]  耶穌被釘十字架死
[00:02:30.000 --> 00:02:33.000]  那麼這個叫做受難日
[00:02:33.000 --> 00:02:35.000]  三天之後耶穌怎麼樣
[00:02:35.000 --> 00:02:36.000]  復活了
[00:02:36.000 --> 00:02:38.000]  所以那一天復活的那一天
[00:02:38.000 --> 00:02:42.000]  就叫做七日的頭一日
[00:02:42.000 --> 00:02:44.000]  所以今天基督的教會
[00:02:44.000 --> 00:02:46.000]  在禮拜天聚會
[00:02:46.000 --> 00:02:49.000]  請你記得為什麼不在禮拜六聚會
[00:02:49.000 --> 00:02:51.000]  因為在禮拜六
[00:02:51.000 --> 00:02:55.000]  是在猶太人的立法裡面
[00:02:55.000 --> 00:02:57.000]  這個是安息日對不對
[00:02:57.000 --> 00:02:59.000]  所以舊約的猶太教
[00:02:59.000 --> 00:03:01.000]  他們還是守安息日的
[00:03:01.000 --> 00:03:03.000]  那麼有一些基督教的異端
[00:03:03.000 --> 00:03:05.000]  他們也是以安息日
[00:03:05.000 --> 00:03:07.000]  為他們的聚會的時間
[00:03:07.000 --> 00:03:11.000]  但是為什麼我們用禮拜天
[00:03:11.000 --> 00:03:15.000]  來作為主日呢
[00:03:15.000 --> 00:03:18.000]  因為那是表示主復活的日子
[00:03:18.000 --> 00:03:22.000]  七日的頭一日了解嗎
[00:03:22.000 --> 00:03:28.000]  所以請不要再提到說
[00:03:28.000 --> 00:03:31.000]  為什麼我們不守安息日
[00:03:31.000 --> 00:03:33.000]  這個問題
[00:03:33.000 --> 00:03:34.000]  這安息日到主日
[00:03:34.000 --> 00:03:38.000]  就是這樣一回事的
[00:03:38.000 --> 00:03:39.000]  好了 來
[00:03:39.000 --> 00:03:41.000]  那麼接著我們看見
[00:03:41.000 --> 00:03:44.000]  當耶穌進入耶路撒冷城的時候
[00:03:44.000 --> 00:03:47.000]  請問耶穌進入耶路撒冷城的時候
[00:03:47.000 --> 00:03:50.000]  為什麼今天這個主日叫做
[00:03:50.000 --> 00:03:51.000]  中之主日呢
[00:03:51.000 --> 00:03:56.000]  為什麼
[00:03:56.000 --> 00:03:58.000]  你看見這一個禮拜的時間
[00:03:58.000 --> 00:03:59.000]  然後你看見
[00:03:59.000 --> 00:04:02.000]  當耶穌進入耶路撒冷城的時候
[00:04:02.000 --> 00:04:06.000]  這些眾人他們就歡呼
[00:04:06.000 --> 00:04:07.000]  然後他們就喊說
[00:04:07.000 --> 00:04:11.000]  看啊 你的王來到你這裡
[00:04:11.000 --> 00:04:13.000]  是溫柔的
[00:04:13.000 --> 00:04:14.000]  又騎著驢車
[00:04:14.000 --> 00:04:16.000]  就是騎著驢車子
[00:04:16.000 --> 00:04:18.000]  馬太福音在第21章第5節
[00:04:18.000 --> 00:04:19.000]  記載這裡
[00:04:19.000 --> 00:04:21.000]  同時它是引用在
[00:04:21.000 --> 00:04:27.000]  舊約的撒加利亞書第9章第9節
[00:04:27.000 --> 00:04:28.000]  所以他們在那邊呼喊
[00:04:28.000 --> 00:04:29.000]  他們在那邊說
[00:04:29.000 --> 00:04:32.000]  看啊 你的王
[00:04:32.000 --> 00:04:37.000]  耶穌進入耶路撒冷城的時候
[00:04:37.000 --> 00:04:40.000]  他是以君王的身份進入
[00:04:40.000 --> 00:04:44.000]  但是請問世界上面的君王
[00:04:44.000 --> 00:04:45.000]  以當時候來講
[00:04:45.000 --> 00:04:47.000]  羅馬皇帝他進城的時候
[00:04:47.000 --> 00:04:51.000]  他怎麼進的
[00:04:51.000 --> 00:04:53.000]  應該是像我一開始放的那個什麼
[00:04:53.000 --> 00:04:55.000]  是騎馬的
[00:04:55.000 --> 00:04:57.000]  騎著鋸馬
[00:04:57.000 --> 00:04:59.000]  騎著那個高大的馬
[00:04:59.000 --> 00:05:01.000]  騎著那個打身仗的馬
[00:05:01.000 --> 00:05:04.000]  他浩浩蕩蕩的
[00:05:04.000 --> 00:05:06.000]  帶著那個德順的軍隊
[00:05:06.000 --> 00:05:08.000]  一起凱旋回攻
[00:05:08.000 --> 00:05:10.000]  一起經過耶路撒冷城的時候
[00:05:10.000 --> 00:05:12.000]  大家在那邊歡迎他
[00:05:12.000 --> 00:05:16.000]  這個是世上的君王
[00:05:16.000 --> 00:05:18.000]  就像這樣子一樣
[00:05:18.000 --> 00:05:19.000]  是不是
[00:05:19.000 --> 00:05:23.000]  世上的君王給人的感覺是什麼呢
[00:05:23.000 --> 00:05:27.000]  是那種勇猛 凶暴的
[00:05:27.000 --> 00:05:29.000]  在古代的時候
[00:05:29.000 --> 00:05:31.000]  這些的這個君王
[00:05:31.000 --> 00:05:33.000]  他都要練功夫的
[00:05:33.000 --> 00:05:35.000]  他都要會這個武術的
[00:05:35.000 --> 00:05:36.000]  會這個劍術的
[00:05:36.000 --> 00:05:37.000]  會騎馬的
[00:05:37.000 --> 00:05:38.000]  從小就要練的
[00:05:38.000 --> 00:05:40.000]  他不是像今天的這個很多君王
[00:05:40.000 --> 00:05:44.000]  啥都不會幹 對不起
[00:05:44.000 --> 00:05:46.000]  他們以前的這個君王
[00:05:46.000 --> 00:05:48.000]  他很多東西他要去學習的
[00:05:48.000 --> 00:05:51.000]  從小被教導的
[00:05:51.000 --> 00:05:53.000]  那親愛的同志們
[00:05:53.000 --> 00:05:56.000]  當耶穌進入耶路撒冷城的時候
[00:05:56.000 --> 00:05:59.000]  他騎著什麼呢
[00:05:59.000 --> 00:06:01.000]  他騎著什麼
[00:06:01.000 --> 00:06:03.000]  騎著驢駒子
[00:06:03.000 --> 00:06:05.000]  驢駒子是什麼
[00:06:05.000 --> 00:06:09.000]  驢駒子就是小驢駒
[00:06:09.000 --> 00:06:12.000]  驢的孩子叫小驢駒
[00:06:12.000 --> 00:06:14.000]  是不是
[00:06:14.000 --> 00:06:17.000]  耶穌騎著驢駒子進來
[00:06:17.000 --> 00:06:19.000]  所以在馬太福音形容
[00:06:19.000 --> 00:06:22.000]  耶穌是這個王的時候
[00:06:22.000 --> 00:06:25.000]  他同時用了一個很奇怪的
[00:06:25.000 --> 00:06:28.000]  可以說有點不太相襯的一個形容詞
[00:06:28.000 --> 00:06:33.000]  說你的王來到這裡是什麼的
[00:06:33.000 --> 00:06:36.000]  你看過哪一個君王是溫柔的
[00:06:36.000 --> 00:06:38.000]  有看過嗎
[00:06:38.000 --> 00:06:39.000]  可不可以告訴我
[00:06:39.000 --> 00:06:41.000]  哪一個君王是溫柔的
[00:06:41.000 --> 00:06:43.000]  他說你的王來到
[00:06:43.000 --> 00:06:46.000]  然後你看在撒加利亞書第九章
[00:06:46.000 --> 00:06:49.000]  我們一起來唸撒加利亞書第九章
[00:06:49.000 --> 00:06:51.000]  剛才我們一起來看
[00:06:51.000 --> 00:06:53.000]  在這個上面有寫
[00:06:53.000 --> 00:06:54.000]  我們一起來唸好不好
[00:06:54.000 --> 00:06:56.000]  來 預備 請
[00:06:56.000 --> 00:07:02.000]  並且施行拯救
[00:07:02.000 --> 00:07:05.000]  千姦何合的騎著驢
[00:07:05.000 --> 00:07:08.000]  就是騎著驢的驢子
[00:07:08.000 --> 00:07:09.000]  所以你看一下
[00:07:09.000 --> 00:07:11.000]  你的王來到這裡
[00:07:11.000 --> 00:07:13.000]  在這個撒加利亞書說
[00:07:13.000 --> 00:07:15.000]  他是公義的
[00:07:15.000 --> 00:07:18.000]  在馬太福音說他是溫柔的
[00:07:18.000 --> 00:07:19.000]  是不是
[00:07:19.000 --> 00:07:21.000]  然後你接著看他是公義的
[00:07:21.000 --> 00:07:23.000]  並且他施行拯救
[00:07:23.000 --> 00:07:24.000]  下面說什麼
[00:07:24.000 --> 00:07:28.000]  他千千何合的騎著驢
[00:07:28.000 --> 00:07:32.000]  千千何合的騎著驢
[00:07:32.000 --> 00:07:33.000]  千千何合什麼
[00:07:33.000 --> 00:07:34.000]  他不是騎著戰馬
[00:07:34.000 --> 00:07:37.000]  他是騎著驢驢子
[00:07:37.000 --> 00:07:40.000]  騎著驢這裡形容說
[00:07:40.000 --> 00:07:42.000]  他是千千何合的
[00:07:42.000 --> 00:07:46.000]  所以他是一位千何的君王
[00:07:46.000 --> 00:07:48.000]  世界上面的君王
[00:07:48.000 --> 00:07:51.000]  這些有多少個你認識
[00:07:51.000 --> 00:07:54.000]  有多少個你認識
[00:07:54.000 --> 00:07:55.000]  猜一下
[00:07:55.000 --> 00:07:58.000]  這是誰
[00:07:58.000 --> 00:08:00.000]  這是希特勒
[00:08:00.000 --> 00:08:02.000]  你看他的樣子怎麼樣
[00:08:02.000 --> 00:08:03.000]  希特勒
[00:08:03.000 --> 00:08:04.000]  希特勒演講很厲害了
[00:08:04.000 --> 00:08:07.000]  我記得我到德國去短宣的時候
[00:08:07.000 --> 00:08:09.000]  有一次那些同工就帶我去一個
[00:08:09.000 --> 00:08:11.000]  聽說是希特勒
[00:08:11.000 --> 00:08:13.000]  當年在那個酒館裡面
[00:08:13.000 --> 00:08:16.000]  經常在那邊跟他那些同伴
[00:08:16.000 --> 00:08:19.000]  在那邊談論國家大事的
[00:08:19.000 --> 00:08:21.000]  他在那個地方
[00:08:21.000 --> 00:08:23.000]  希特勒當時候
[00:08:23.000 --> 00:08:25.000]  我是沒聽過他演講
[00:08:25.000 --> 00:08:29.000]  但是他能夠使德國這麼樣子的瘋狂
[00:08:29.000 --> 00:08:35.000]  年輕人願意為著他好像是犧牲自己在所不辭
[00:08:35.000 --> 00:08:36.000]  是不是
[00:08:36.000 --> 00:08:38.000]  這些領袖有他的魅力對不對
[00:08:38.000 --> 00:08:41.000]  可是希特勒我們都知道
[00:08:41.000 --> 00:08:44.000]  他帶給人類的是什麼
[00:08:44.000 --> 00:08:46.000]  是災難啊
[00:08:46.000 --> 00:08:47.000]  是不是
[00:08:47.000 --> 00:08:50.000]  好那這個人是誰
[00:08:50.000 --> 00:08:53.000]  列寧
[00:08:53.000 --> 00:08:55.000]  他旁邊的一個呢
[00:08:55.000 --> 00:08:57.000]  史達林是不是
[00:08:57.000 --> 00:09:00.000]  這個是俄羅斯的
[00:09:00.000 --> 00:09:02.000]  當年二戰的
[00:09:02.000 --> 00:09:04.000]  還有最近一個
[00:09:04.000 --> 00:09:08.000]  普京
[00:09:08.000 --> 00:09:10.000]  我特別找了一個這個照片
[00:09:10.000 --> 00:09:12.000]  比較像希特勒
[00:09:12.000 --> 00:09:14.000]  有沒有
[00:09:14.000 --> 00:09:16.000]  你有沒有發現
[00:09:16.000 --> 00:09:17.000]  這一些的
[00:09:17.000 --> 00:09:22.000]  最近這一位烏克蘭的布察的大屠殺
[00:09:22.000 --> 00:09:25.000]  你看那個報紙上面形容
[00:09:25.000 --> 00:09:27.000]  你都覺得有點怎麼講
[00:09:27.000 --> 00:09:29.000]  都有點想要吐啊
[00:09:29.000 --> 00:09:32.000]  就是那種殘忍
[00:09:32.000 --> 00:09:34.000]  其實還不僅僅他們
[00:09:34.000 --> 00:09:35.000]  是不是
[00:09:35.000 --> 00:09:37.000]  歷史上面你可以看見這些暴君
[00:09:37.000 --> 00:09:41.000]  這些這些發動侵略的國家都是如此啊
[00:09:41.000 --> 00:09:47.000]  傻眼不眨人的
[00:09:47.000 --> 00:09:50.000]  傻人不眨眼的是不是
[00:09:50.000 --> 00:09:51.000]  感謝主
[00:09:51.000 --> 00:09:53.000]  表示你還醒著
[00:09:53.000 --> 00:09:55.000]  就是世界上的君王就是如此
[00:09:55.000 --> 00:09:56.000]  是不是
[00:09:56.000 --> 00:09:58.000]  我記得我在看那個
[00:09:58.000 --> 00:09:59.000]  南京大屠殺的時候
[00:09:59.000 --> 00:10:01.000]  那一個紀錄片啊
[00:10:01.000 --> 00:10:05.000]  真的是到現在印象深刻
[00:10:05.000 --> 00:10:07.000]  哎呀那個真是殘忍是不是
[00:10:07.000 --> 00:10:10.000]  好當然我們不要活在仇恨的裡面啊
[00:10:10.000 --> 00:10:12.000]  我今天的目標目標不是要挑起
[00:10:12.000 --> 00:10:14.000]  大家心中的這個仇恨啊
[00:10:14.000 --> 00:10:15.000]  我的意思就是說
[00:10:15.000 --> 00:10:17.000]  你可以看見世界上的君王就是如此
[00:10:17.000 --> 00:10:19.000]  他們是他們不僅是騎著馬
[00:10:19.000 --> 00:10:20.000]  現在是什麼
[00:10:20.000 --> 00:10:24.000]  他們是開著戰車來到你的地方
[00:10:24.000 --> 00:10:25.000]  那青海中之輩
[00:10:25.000 --> 00:10:26.000]  但是耶穌不是
[00:10:26.000 --> 00:10:28.000]  耶穌是什麼
[00:10:28.000 --> 00:10:31.000]  耶穌是千禾的君王
[00:10:31.000 --> 00:10:33.000]  你知道在歷史上面
[00:10:33.000 --> 00:10:35.000]  這個亞歷山大
[00:10:35.000 --> 00:10:37.000]  可以說是
[00:10:37.000 --> 00:10:40.000]  跟耶穌是有很多相像之處
[00:10:40.000 --> 00:10:44.000]  他也是死在33歲的那一年
[00:10:44.000 --> 00:10:46.000]  那麼美國的一個作家
[00:10:46.000 --> 00:10:49.000]  這個叫Charles Ross
[00:10:49.000 --> 00:10:52.000]  他曾經寫過一個短的文章
[00:10:52.000 --> 00:10:54.000]  來比較這兩個人
[00:10:54.000 --> 00:10:56.000]  比較亞歷山大跟耶穌
[00:10:56.000 --> 00:10:57.000]  他這樣說
[00:10:57.000 --> 00:10:59.000]  他說一個為自己而生
[00:10:59.000 --> 00:11:01.000]  為自己而死
[00:11:01.000 --> 00:11:02.000]  一個為你我而生
[00:11:02.000 --> 00:11:04.000]  為你我而死
[00:11:04.000 --> 00:11:06.000]  一個似乎活得轟轟烈烈
[00:11:06.000 --> 00:11:09.000]  一個彷彿死得七七慘慘
[00:11:09.000 --> 00:11:11.000]  一個統帥萬鈞
[00:11:11.000 --> 00:11:12.000]  功成略正
[00:11:12.000 --> 00:11:14.000]  一個孤獨一人
[00:11:14.000 --> 00:11:17.000]  與與同獨行
[00:11:17.000 --> 00:11:19.000]  一個流別人的血
[00:11:19.000 --> 00:11:20.000]  以建立自己的帝國
[00:11:20.000 --> 00:11:22.000]  一個流自己的血
[00:11:22.000 --> 00:11:26.000]  為拯救世人
[00:11:26.000 --> 00:11:29.000]  一個生的時候獲得全世界
[00:11:29.000 --> 00:11:32.000]  死的時候卻喪失了一切
[00:11:32.000 --> 00:11:34.000]  一個為了獲得世人的心
[00:11:34.000 --> 00:11:38.000]  卻犧牲了自己的生命
[00:11:38.000 --> 00:11:40.000]  亞歷山大和耶穌
[00:11:40.000 --> 00:11:43.000]  都死在33歲的那一年
[00:11:43.000 --> 00:11:45.000]  一個死在巴比倫
[00:11:45.000 --> 00:11:48.000]  一個死在亞歷山
[00:11:48.000 --> 00:11:50.000]  一個為自己賺取了一切
[00:11:50.000 --> 00:11:54.000]  一個為別人獻出了所有
[00:11:54.000 --> 00:11:56.000]  一個征服了無數的王國
[00:11:56.000 --> 00:11:59.000]  一個征服了所有的墳墓
[00:11:59.000 --> 00:12:02.000]  一個是人卻自認為神
[00:12:02.000 --> 00:12:05.000]  一個是神卻降杯為人
[00:12:05.000 --> 00:12:07.000]  一個活著為征服
[00:12:07.000 --> 00:12:10.000]  一個是活著為祝福
[00:12:10.000 --> 00:12:12.000]  好不好
[00:12:12.000 --> 00:12:15.000]  前提我準備
[00:12:15.000 --> 00:12:20.000]  亞歷山大這一個年輕的
[00:12:20.000 --> 00:12:25.000]  你知道我看他裡面的敘述
[00:12:25.000 --> 00:12:28.000]  他12歲的時候
[00:12:28.000 --> 00:12:35.000]  他父親就有一匹戰馬
[00:12:35.000 --> 00:12:37.000]  一個巨馬
[00:12:37.000 --> 00:12:39.000]  那麼這個巨馬的父親
[00:12:39.000 --> 00:12:41.000]  他父親是馬席頓的國王
[00:12:41.000 --> 00:12:44.000]  這個巨馬他的徒人
[00:12:44.000 --> 00:12:46.000]  就是他那些騎兵
[00:12:46.000 --> 00:12:49.000]  上去一個被摔下一個
[00:12:49.000 --> 00:12:51.000]  非常的野
[00:12:51.000 --> 00:12:53.000]  沒有辦法馴服
[00:12:53.000 --> 00:12:55.000]  12歲的亞歷山大
[00:12:55.000 --> 00:12:56.000]  跟他爸爸講說
[00:12:56.000 --> 00:13:00.000]  爸讓我試一下
[00:13:00.000 --> 00:13:02.000]  爸爸想12歲
[00:13:02.000 --> 00:13:06.000]  結果後來就好兒子去
[00:13:06.000 --> 00:13:09.000]  他上去了之後
[00:13:09.000 --> 00:13:13.000]  他極力地去安撫這一個巨馬
[00:13:13.000 --> 00:13:15.000]  因為這個巨馬看見自己的影子
[00:13:15.000 --> 00:13:17.000]  他就會就發狂了
[00:13:17.000 --> 00:13:19.000]  他不知道是什麼
[00:13:19.000 --> 00:13:21.000]  總之最後他的亞歷山大
[00:13:21.000 --> 00:13:25.000]  把這個巨馬征服了
[00:13:25.000 --> 00:13:27.000]  他的父親在他12歲的時候
[00:13:27.000 --> 00:13:29.000]  對著他跟他講說
[00:13:29.000 --> 00:13:32.000]  他說兒子
[00:13:32.000 --> 00:13:34.000]  你的王國
[00:13:34.000 --> 00:13:36.000]  他說你這個馬席頓
[00:13:36.000 --> 00:13:39.000]  這個小小的王國容不下你
[00:13:39.000 --> 00:13:43.000]  你的王國比這個王國更大
[00:13:43.000 --> 00:13:45.000]  12歲
[00:13:45.000 --> 00:13:46.000]  所以你看
[00:13:46.000 --> 00:13:48.000]  他在33歲的時候
[00:13:48.000 --> 00:13:51.000]  就征服了歐亞非山州
[00:13:51.000 --> 00:13:52.000]  但是兄弟們
[00:13:52.000 --> 00:13:54.000]  在歷史上面記載這個人的時候
[00:13:54.000 --> 00:13:56.000]  哇 很了不起啊
[00:13:56.000 --> 00:13:57.000]  可以說是歷史上面
[00:13:57.000 --> 00:14:00.000]  最偉大的皇帝 是不是
[00:14:00.000 --> 00:14:02.000]  So what
[00:14:02.000 --> 00:14:03.000]  亞歷山大現在在哪裡
[00:14:03.000 --> 00:14:05.000]  你知道嗎
[00:14:05.000 --> 00:14:08.000]  到今天考古學家
[00:14:08.000 --> 00:14:10.000]  想盡辦法要找他的陵寢
[00:14:10.000 --> 00:14:12.000]  找他的墳墓
[00:14:12.000 --> 00:14:16.000]  找不到
[00:14:16.000 --> 00:14:19.000]  我很喜歡去看墳墓
[00:14:19.000 --> 00:14:23.000]  因為我覺得很有意思
[00:14:23.000 --> 00:14:26.000]  我到這個莫斯科的紅場
[00:14:26.000 --> 00:14:30.000]  去看過列寧的棺木
[00:14:30.000 --> 00:14:34.000]  列寧水晶棺木
[00:14:34.000 --> 00:14:39.000]  我到這個尼泊爾去看
[00:14:39.000 --> 00:14:40.000]  不是他的棺木
[00:14:40.000 --> 00:14:42.000]  是看這個
[00:14:42.000 --> 00:14:46.000]  釋迦摩尼他出生的地方
[00:14:46.000 --> 00:14:47.000]  我到英國
[00:14:47.000 --> 00:14:50.000]  我去看John Wesley
[00:14:50.000 --> 00:14:53.000]  看這些很多很有名的
[00:14:53.000 --> 00:14:55.000]  當時候的那個年代的
[00:14:55.000 --> 00:14:56.000]  作家也好
[00:14:56.000 --> 00:14:58.000]  或者是當時候的一些的
[00:14:58.000 --> 00:15:00.000]  一些的有名的人士
[00:15:00.000 --> 00:15:02.000]  他們的墳墓
[00:15:02.000 --> 00:15:04.000]  切豆子妹
[00:15:04.000 --> 00:15:06.000]  再偉大的皇帝
[00:15:06.000 --> 00:15:08.000]  再怎麼樣豐功偉業
[00:15:08.000 --> 00:15:09.000]  最後怎麼
[00:15:09.000 --> 00:15:12.000]  最後是什麼
[00:15:12.000 --> 00:15:13.000]  最後是什麼
[00:15:13.000 --> 00:15:16.000]  棺材一副
[00:15:16.000 --> 00:15:18.000]  棺材一副
[00:15:18.000 --> 00:15:22.000]  切豆子妹
[00:15:22.000 --> 00:15:24.000]  耶穌
[00:15:24.000 --> 00:15:25.000]  他是神
[00:15:25.000 --> 00:15:28.000]  但是他來到人間
[00:15:28.000 --> 00:15:31.000]  他取了盧普的形象
[00:15:31.000 --> 00:15:33.000]  馬太福音記載耶穌的時候
[00:15:33.000 --> 00:15:35.000]  是記載他是君王的形象
[00:15:35.000 --> 00:15:36.000]  但是馬可福音
[00:15:36.000 --> 00:15:37.000]  記載耶穌的時候
[00:15:37.000 --> 00:15:39.000]  是記載耶穌是什麼
[00:15:39.000 --> 00:15:42.000]  是僕人的形象
[00:15:42.000 --> 00:15:45.000]  所以在馬太福音這個地方講說
[00:15:45.000 --> 00:15:46.000]  他是你看了
[00:15:46.000 --> 00:15:49.000]  你的王要來是溫柔的
[00:15:49.000 --> 00:15:51.000]  這個是在
[00:15:51.000 --> 00:15:53.000]  馬太福音的主題裡面
[00:15:53.000 --> 00:15:55.000]  很不搭嘎的一個形容
[00:15:55.000 --> 00:15:56.000]  這個應該是在
[00:15:56.000 --> 00:15:58.000]  馬可福音去形容他的
[00:15:58.000 --> 00:15:59.000]  是不是
[00:15:59.000 --> 00:16:02.000]  但是我們這一位耶穌
[00:16:02.000 --> 00:16:04.000]  就是如此
[00:16:04.000 --> 00:16:05.000]  他是君王
[00:16:05.000 --> 00:16:07.000]  他是萬王之王
[00:16:07.000 --> 00:16:09.000]  但是他又確實最謙卑
[00:16:09.000 --> 00:16:11.000]  最溫和
[00:16:11.000 --> 00:16:15.000]  他好像是一個盧普一樣
[00:16:15.000 --> 00:16:17.000]  切豆子妹
[00:16:17.000 --> 00:16:20.000]  你要的是哪一個呢
[00:16:20.000 --> 00:16:21.000]  你知道在穆斯林
[00:16:21.000 --> 00:16:24.000]  他們所信仰的阿拉裡面
[00:16:24.000 --> 00:16:28.000]  比較像是那一個
[00:16:28.000 --> 00:16:30.000]  很威嚴
[00:16:30.000 --> 00:16:32.000]  很有能力
[00:16:32.000 --> 00:16:35.000]  的那樣子的一位的君王
[00:16:35.000 --> 00:16:39.000]  阿拉對他們來講是高高在上的
[00:16:39.000 --> 00:16:42.000]  他們要絕對的順服他
[00:16:42.000 --> 00:16:44.000]  所以他們很難接受
[00:16:44.000 --> 00:16:46.000]  耶穌竟然定十字架
[00:16:46.000 --> 00:16:47.000]  你知道嗎
[00:16:47.000 --> 00:16:48.000]  你跟穆斯林有機會
[00:16:48.000 --> 00:16:49.000]  你去跟他談的時候
[00:16:49.000 --> 00:16:52.000]  你會發現他很難接受這一點
[00:16:52.000 --> 00:16:53.000]  對他們來講
[00:16:53.000 --> 00:16:54.000]  神怎麼可能是
[00:16:54.000 --> 00:16:55.000]  定在十字架上面
[00:16:55.000 --> 00:16:56.000]  死掉的一個人
[00:16:56.000 --> 00:16:57.000]  不可能的
[00:16:57.000 --> 00:16:59.000]  而且是這樣子的一個
[00:16:59.000 --> 00:17:01.000]  好像是很軟弱的一種形象
[00:17:01.000 --> 00:17:02.000]  對他們來講
[00:17:02.000 --> 00:17:03.000]  這是沒有辦法接受的
[00:17:03.000 --> 00:17:05.000]  親愛的牛仔妹
[00:17:05.000 --> 00:17:07.000]  這就是福音的奧秘
[00:17:07.000 --> 00:17:09.000]  這就是奧秘
[00:17:09.000 --> 00:17:10.000]  跟你旁邊說
[00:17:10.000 --> 00:17:12.000]  這就是奧秘啊
[00:17:12.000 --> 00:17:13.000]  親愛的牛仔妹啊
[00:17:13.000 --> 00:17:14.000]  所以呢
[00:17:14.000 --> 00:17:16.000]  而派到我們身上
[00:17:16.000 --> 00:17:17.000]  你知道嗎
[00:17:17.000 --> 00:17:19.000]  今天這個世界強調的是什麼
[00:17:19.000 --> 00:17:21.000]  王
[00:17:21.000 --> 00:17:22.000]  有沒有
[00:17:22.000 --> 00:17:23.000]  王道
[00:17:23.000 --> 00:17:24.000]  這個霸權
[00:17:24.000 --> 00:17:25.000]  是不是
[00:17:25.000 --> 00:17:27.000]  聲音大的就贏
[00:17:27.000 --> 00:17:28.000]  是不是
[00:17:28.000 --> 00:17:30.000]  拳頭粗的就贏
[00:17:30.000 --> 00:17:31.000]  但是親愛的牛仔妹
[00:17:31.000 --> 00:17:33.000]  在基督的世界裡面
[00:17:33.000 --> 00:17:36.000]  耶穌所帶給我們的榜樣是什麼
[00:17:36.000 --> 00:17:39.000]  耶穌靠什麼來征服人心啊
[00:17:39.000 --> 00:17:41.000]  靠什麼
[00:17:41.000 --> 00:17:44.000]  耶穌靠什麼
[00:17:44.000 --> 00:17:46.000]  靠愛
[00:17:46.000 --> 00:17:48.000]  耶穌靠著
[00:17:48.000 --> 00:17:50.000]  死
[00:17:50.000 --> 00:17:52.000]  來贏得人的心
