
[00:00:00.000 --> 00:00:01.960]  我們一起去看主的話語之前
[00:01:27.660 --> 00:01:29.160]  親自的帶領
[00:01:29.160 --> 00:01:31.320]  幫助我們卑微不配的僕人
[00:01:31.320 --> 00:01:32.700]  讓他所說的
[00:01:32.700 --> 00:01:34.900]  每一句說話都是合議的
[00:01:34.900 --> 00:01:36.120]  每一句說話
[00:01:36.120 --> 00:01:38.860]  都是能夠可以建立和造就
[00:01:38.860 --> 00:01:41.560]  一些不適合的說話求你拿走
[00:01:41.560 --> 00:01:43.800]  讓你自己充滿
[00:01:43.800 --> 00:01:46.120]  充滿這裡在座每一位
[00:01:46.120 --> 00:01:48.920]  讓你自己的說話出來的時候
[00:01:48.920 --> 00:01:50.360]  就帶著這份能力
[00:01:50.360 --> 00:01:52.820]  進入我們的生命當中
[00:01:52.820 --> 00:01:54.920]  求你垂青我們的禱告
[00:01:55.220 --> 00:01:56.620]  奉耶穌基督的名求
[00:01:56.620 --> 00:01:57.920]  阿們
[00:01:57.920 --> 00:02:02.960]  有一個老婆
[00:02:02.960 --> 00:02:05.820]  就跟她的老公說
[00:02:05.820 --> 00:02:08.020]  哇!你突然間買
[00:02:08.020 --> 00:02:12.360]  一些這麼珍貴的頸鏈
[00:02:12.360 --> 00:02:13.960]  就是鑽石頸鏈
[00:02:13.960 --> 00:02:18.220]  哇!你買一些這麼珍貴的禮物給我
[00:02:18.220 --> 00:02:21.060]  是不是很棒?
[00:02:22.820 --> 00:02:25.260]  她說完這一句話的時候
[00:02:25.260 --> 00:02:26.820]  那鏡頭一轉
[00:02:26.820 --> 00:02:30.960]  那鏡頭就拍著
[00:02:30.960 --> 00:02:33.020]  那個老公原來
[00:02:33.020 --> 00:02:35.060]  剛剛出軌完之後
[00:02:35.060 --> 00:02:37.600]  就走去珠寶行那裡
[00:02:37.600 --> 00:02:40.900]  買這條鑽石頸鏈
[00:02:40.900 --> 00:02:45.220]  原來那個老公就是因為
[00:02:45.220 --> 00:02:46.460]  哇!可能想
[00:02:46.460 --> 00:02:50.060]  平衡一下自己的罪疚感
[00:02:50.700 --> 00:02:53.460]  所以在那一刻特別想一想
[00:02:53.460 --> 00:02:55.200]  還是要補償一下
[00:02:55.200 --> 00:02:59.000]  買那條鑽石頸鏈
[00:02:59.000 --> 00:03:02.200]  特別是太太之前看過很喜歡
[00:03:02.200 --> 00:03:03.800]  但是嫌貴不捨得買
[00:03:03.800 --> 00:03:05.600]  現在就買給她
[00:03:05.600 --> 00:03:10.300]  可能這些劇情
[00:03:10.300 --> 00:03:13.800]  很多時候我們在電視劇裡面
[00:03:13.800 --> 00:03:15.400]  就經常都看到
[00:03:15.400 --> 00:03:19.700]  哇!老公出軌之後就買貴重的禮物
[00:03:19.700 --> 00:03:23.200]  然後一一完之後就要做補償
[00:03:23.200 --> 00:03:25.300]  你可能以為
[00:03:25.300 --> 00:03:27.700]  只是這些就在電視劇裡面出現
[00:03:27.700 --> 00:03:30.500]  但是原來有一些報告說到
[00:03:30.500 --> 00:03:33.700]  原來現實都確實如此
[00:03:33.700 --> 00:03:35.900]  有很多的丈夫
[00:03:35.900 --> 00:03:37.500]  做完錯事的時候
[00:03:37.500 --> 00:03:39.500]  就會做這個動作
[00:03:39.500 --> 00:03:40.900]  買這些貴重的禮物
[00:03:40.900 --> 00:03:43.500]  對太太特別的體貼溫柔
[00:03:43.500 --> 00:03:47.200]  如果我問大家
[00:03:48.800 --> 00:03:52.000]  如果今天你的配偶
[00:03:52.000 --> 00:03:54.900]  因為做錯事出軌
[00:03:54.900 --> 00:03:57.300]  而送一些很貴重的禮物給你
[00:03:57.300 --> 00:03:58.900]  你開心嗎?
[00:03:58.900 --> 00:04:01.800]  我想你也不會開心
[00:04:01.800 --> 00:04:04.600]  如果問一百個人
[00:04:04.600 --> 00:04:06.100]  就是有一個答案
[00:04:06.100 --> 00:04:08.900]  我相信最多人回答的答案
[00:04:08.900 --> 00:04:09.800]  就是 No
[00:04:09.800 --> 00:04:12.000]  我寧願不要這些禮物
[00:04:12.000 --> 00:04:16.200]  一個只是外表好
[00:04:16.200 --> 00:04:19.100]  對你很溫柔體貼、很疼你
[00:04:19.100 --> 00:04:20.500]  買很多禮物給你
[00:04:20.500 --> 00:04:22.000]  但是其實實在裡面
[00:04:22.000 --> 00:04:24.100]  內裡其實是不忠的
[00:04:24.100 --> 00:04:25.900]  內裡是污穢不堪的話
[00:04:25.900 --> 00:04:28.500]  我相信這些禮物
[00:04:28.500 --> 00:04:30.500]  你也不會開心的去收
[00:04:30.500 --> 00:04:34.100]  現在基督徒
[00:04:34.100 --> 00:04:36.700]  有時候聊天的時候
[00:04:36.700 --> 00:04:37.900]  他們也會說
[00:04:37.900 --> 00:04:39.500]  在他們心裡面
[00:04:39.500 --> 00:04:41.300]  覺得這位神是怎樣的神呢?
[00:04:41.300 --> 00:04:44.600]  覺得這個神最緊張的就是
[00:04:44.600 --> 00:04:47.700]  有沒有上教會
[00:04:47.700 --> 00:04:49.900]  有沒有在教會裡面侍奉
[00:04:49.900 --> 00:04:51.800]  有沒有奉獻
[00:04:51.800 --> 00:04:53.600]  有沒有熟讀聖經
[00:04:53.600 --> 00:04:56.100]  有沒有背很多金句
[00:04:56.100 --> 00:04:58.100]  有些基督徒心裡面
[00:04:58.100 --> 00:05:00.300]  想著神最緊張的是這些東西
[00:05:00.300 --> 00:05:03.700]  但是我們經常都在教會裡面聽到
[00:05:03.700 --> 00:05:06.400]  神其實最緊張的
[00:05:06.400 --> 00:05:07.600]  不是 doing
[00:05:07.600 --> 00:05:09.000]  是什麼?
[00:05:09.000 --> 00:05:10.900]  是 being
[00:05:10.900 --> 00:05:11.800]  是不是?
[00:05:11.800 --> 00:05:13.700]  不是 doing 是 being
[00:05:13.700 --> 00:05:16.300]  不是你做多少的事情
[00:05:16.300 --> 00:05:18.500]  而是你究竟實實在在
[00:05:18.500 --> 00:05:20.100]  你真實的你
[00:05:20.100 --> 00:05:21.700]  是一個怎樣的人
[00:05:21.700 --> 00:05:24.900]  你真正的那個本質
[00:05:24.900 --> 00:05:27.000]  或者你真正那個人
[00:05:27.000 --> 00:05:28.600]  你的價值觀
[00:05:28.600 --> 00:05:29.700]  你的人生觀
[00:05:29.700 --> 00:05:31.600]  你自己的生活的態度
[00:05:31.600 --> 00:05:34.000]  究竟是一個怎樣的人
[00:05:34.000 --> 00:05:39.700]  以前我在這裡講到
[00:05:39.700 --> 00:05:43.100]  早兩次都是用《哈該書》
[00:05:43.100 --> 00:05:44.900]  就是舊約的《哈該書》
[00:05:44.900 --> 00:05:46.600]  來跟大家分享信息
[00:05:46.600 --> 00:05:49.800]  《哈該書》如果你看
[00:05:49.800 --> 00:05:52.100]  就是你熟悉的《哈該書》
[00:05:52.100 --> 00:05:55.100]  只不過是只有那兩章的聖經
[00:05:55.100 --> 00:05:59.000]  《哈該書》其實很簡單的主題就是
[00:05:59.000 --> 00:06:00.700]  神要求
[00:06:00.700 --> 00:06:02.600]  那些回歸
[00:06:02.600 --> 00:06:04.700]  就是被擄回歸
[00:06:04.700 --> 00:06:06.500]  那些的以色列民
[00:06:06.500 --> 00:06:08.600]  重建聖殿
[00:06:08.600 --> 00:06:12.200]  這個重建聖殿就是《哈該書》的主題
[00:06:13.100 --> 00:06:14.900]  第一章那裡講到就是
[00:06:14.900 --> 00:06:17.900]  神向那些的以色列民奉訴
[00:06:17.900 --> 00:06:19.500]  奉訴說他們
[00:06:19.500 --> 00:06:21.600]  你們能夠得到神的保守
[00:06:21.600 --> 00:06:23.100]  回歸故土
[00:06:23.100 --> 00:06:24.800]  回歸遙煞冷的時候
[00:06:24.800 --> 00:06:28.600]  神的殿就荒涼
[00:06:28.600 --> 00:06:30.900]  但是你們個個只顧著
[00:06:30.900 --> 00:06:33.200]  去建立自己五星級的家
[00:06:33.200 --> 00:06:35.300]  神的殿仍然荒涼
[00:06:35.300 --> 00:06:37.700]  但是你只顧著自己的生活
[00:06:37.700 --> 00:06:39.700]  當神老道
[00:06:42.800 --> 00:06:44.300]  我們之前都很
[00:06:44.300 --> 00:06:45.800]  清楚
[00:06:45.800 --> 00:06:47.900]  很強調告訴大家就是說
[00:06:47.900 --> 00:06:49.600]  其實
[00:06:49.600 --> 00:06:52.600]  其實神要求以色列民重建聖殿
[00:06:52.600 --> 00:06:55.700]  並不是因為神需要這個聖殿
[00:06:55.700 --> 00:06:58.000]  不是要有這個的家要住
[00:06:58.000 --> 00:07:00.800]  神其實重視的是什麼呢
[00:07:00.800 --> 00:07:05.000]  重視的就是以色列民他自己的子民
[00:07:05.000 --> 00:07:06.600]  是不是愛他
[00:07:06.600 --> 00:07:09.600]  是不是全心全意這樣對他
[00:07:10.800 --> 00:07:12.900]  這個才是整個的
[00:07:12.900 --> 00:07:16.200]  你可以說哈蓋書裡面那個重點之所在
[00:07:16.200 --> 00:07:18.600]  究竟以色列民
[00:07:18.600 --> 00:07:21.100]  是不是重視這位的神
[00:07:21.100 --> 00:07:25.400]  今天我們繼續看這個哈蓋書
[00:07:25.400 --> 00:07:26.800]  今天首先
[00:07:26.800 --> 00:07:28.400]  阿佩
[00:07:28.400 --> 00:07:30.300]  不好意思
[00:07:30.300 --> 00:07:33.000]  阿佩上跟我們讀的這幾節的經文
[00:07:33.000 --> 00:07:34.500]  只不過
[00:07:34.500 --> 00:07:36.300]  五節的經文
[00:07:36.300 --> 00:07:38.400]  這五節的經文
[00:07:38.400 --> 00:07:39.500]  其實呢
[00:07:40.600 --> 00:07:42.800]  就是要另外一個的角度
[00:07:42.800 --> 00:07:45.000]  去講神所關注的東西
[00:07:45.000 --> 00:07:48.900]  以下下來的時間想跟大家去再看一看
[00:07:48.900 --> 00:07:51.200]  如果可以的話
[00:07:51.200 --> 00:07:52.200]  我希望大家
[00:07:52.200 --> 00:07:54.700]  醒神地幫我再讀這幾節的經文
[00:07:54.700 --> 00:07:58.200]  我只是想跟大家讀一讀這個的第十一
[00:07:58.200 --> 00:08:00.000]  叫第十三節
[00:08:00.000 --> 00:08:03.100]  看一看這三節經文講些什麼
[00:08:03.100 --> 00:08:05.700]  第十一到第十三節
[00:08:05.700 --> 00:08:06.400]  好
[00:08:06.400 --> 00:08:08.200]  其實如果大家沒有聖經
[00:08:08.200 --> 00:08:10.200]  我喜歡大家拿著聖經
[00:08:10.200 --> 00:08:12.200]  因為我一直看不同的經文
[00:08:12.200 --> 00:08:14.200]  如果大家有聖經的話
[00:08:14.200 --> 00:08:15.200]  或者有
[00:08:15.200 --> 00:08:17.700]  這個手機的聖經的話
[00:08:17.700 --> 00:08:18.600]  你準備一下
[00:08:18.600 --> 00:08:20.600]  可能跟大家去看不同的經文
[00:08:20.600 --> 00:08:23.300]  不過先讀這個的第十一到第十三節
[00:08:23.300 --> 00:08:24.100]  好
[00:08:24.100 --> 00:08:25.700]  大家如果找到的話
[00:08:25.700 --> 00:08:27.200]  醒神地幫我讀
[00:08:27.200 --> 00:08:28.400]  預備起
[00:08:41.200 --> 00:08:41.600]  好
[00:08:41.600 --> 00:09:04.100]  好
[00:09:04.100 --> 00:09:04.700]  謝謝
[00:09:04.700 --> 00:09:06.100]  其實呢
[00:09:06.100 --> 00:09:07.800]  如果大家讀這段經文
[00:09:07.800 --> 00:09:09.100]  的時候呢
[00:09:09.100 --> 00:09:09.800]  你會發覺
[00:09:09.800 --> 00:09:11.600]  其實這個是一個的
[00:09:11.600 --> 00:09:13.800]  憲制的一個的場景
[00:09:13.800 --> 00:09:16.000]  在這裏呢
[00:09:16.000 --> 00:09:18.200]  神叫哈哥去問祭司
[00:09:18.200 --> 00:09:22.000]  關於一些的憲制的一些的律例
[00:09:22.000 --> 00:09:24.500]  那在這裏講到些什麼呢
[00:09:24.500 --> 00:09:25.000]  就是說
[00:09:25.000 --> 00:09:29.500]  你當這一塊就是那一塊的聖肉
[00:09:29.500 --> 00:09:32.000]  就是祝聖過的那一塊肉
[00:09:32.000 --> 00:09:34.200]  他這裏講到就是說
[00:09:34.200 --> 00:09:35.200]  打切
[00:09:35.200 --> 00:09:37.200]  就是那個衣襟
[00:09:37.200 --> 00:09:38.300]  你這件衣服
[00:09:38.900 --> 00:09:41.300]  就是你將那個那個的
[00:09:41.300 --> 00:09:43.200]  這個祝聖了的肉呢
[00:09:43.200 --> 00:09:45.300]  就是放進去衣襟裏
[00:09:45.300 --> 00:09:47.000]  那之後呢
[00:09:47.000 --> 00:09:48.200]  這個衣襟呢
[00:09:48.200 --> 00:09:51.000]  又接觸到其他的一些的食物
[00:09:51.000 --> 00:09:52.800]  就是這些的湯
[00:09:52.800 --> 00:09:53.300]  油
[00:09:53.300 --> 00:09:53.700]  酒
[00:09:53.700 --> 00:09:54.200]  餅
[00:09:54.200 --> 00:09:55.300]  就是這些東西
[00:09:55.300 --> 00:09:58.200]  那第一個的問題就是問什麼呢
[00:09:58.200 --> 00:09:58.700]  就是說
[00:09:58.700 --> 00:09:59.200]  啊
[00:09:59.200 --> 00:10:00.600]  究竟那些湯
[00:10:00.600 --> 00:10:01.100]  油
[00:10:01.100 --> 00:10:01.500]  酒
[00:10:01.500 --> 00:10:02.000]  餅
[00:10:02.000 --> 00:10:04.500]  會不會因為這塊祝聖了的肉
[00:10:04.500 --> 00:10:07.000]  就是接觸了那件衣服
[00:10:07.000 --> 00:10:09.900]  然後那件衣服又接觸到這些的
[00:10:09.900 --> 00:10:11.200]  食物的時候
[00:10:11.200 --> 00:10:13.000]  那些食物會不會都變為
[00:10:13.000 --> 00:10:14.600]  聖潔呢
[00:10:14.600 --> 00:10:14.900]  這樣
[00:10:14.900 --> 00:10:15.800]  神聖的呢
[00:10:15.800 --> 00:10:16.300]  這樣
[00:10:16.300 --> 00:10:17.600]  那答案是什麼呢
[00:10:17.600 --> 00:10:19.600]  不算
[00:10:19.600 --> 00:10:20.300]  不算
[00:10:20.300 --> 00:10:21.700]  然後接著呢
[00:10:21.700 --> 00:10:22.700]  就說有個人呢
[00:10:22.700 --> 00:10:23.200]  就
[00:10:23.200 --> 00:10:24.800]  這個就比較容易明白一點
[00:10:24.800 --> 00:10:25.600]  就是這個人呢
[00:10:25.600 --> 00:10:27.200]  就接觸到那些死屍
[00:10:27.200 --> 00:10:28.900]  大家都知道在舊約裏面
[00:10:28.900 --> 00:10:29.400]  死
[00:10:29.400 --> 00:10:30.600]  死屍呢
[00:10:30.600 --> 00:10:32.000]  就是其實是不潔的
[00:10:32.000 --> 00:10:32.800]  污穢的
[00:10:32.800 --> 00:10:33.800]  那所以呢
[00:10:33.800 --> 00:10:34.400]  這些
[00:10:34.400 --> 00:10:35.600]  接觸到死屍
[00:10:35.600 --> 00:10:36.200]  這個人呢
[00:10:36.200 --> 00:10:37.800]  又去接觸這一些的
[00:10:37.800 --> 00:10:38.700]  食物
[00:10:38.700 --> 00:10:39.200]  湯
[00:10:39.200 --> 00:10:39.700]  油
[00:10:39.700 --> 00:10:40.200]  酒
[00:10:40.200 --> 00:10:40.700]  餅
[00:10:40.700 --> 00:10:43.200]  那那些的湯油酒餅會不會
[00:10:43.200 --> 00:10:44.600]  都變成不潔呢
[00:10:44.600 --> 00:10:45.100]  這樣
[00:10:45.100 --> 00:10:46.200]  會不會啊
[00:10:46.200 --> 00:10:47.500]  會嘛
[00:10:47.500 --> 00:10:48.000]  是不是
[00:10:48.000 --> 00:10:48.500]  那
[00:10:48.500 --> 00:10:49.200]  就是那個
[00:10:49.200 --> 00:10:50.400]  那個問題
[00:10:50.400 --> 00:10:52.500]  那兩條問題就是這麼簡單而已
[00:10:52.500 --> 00:10:55.400]  那但是究竟這裏呢
[00:10:55.400 --> 00:10:57.000]  其實是想說些什麼呢
[00:10:57.000 --> 00:10:57.500]  這樣
[00:10:57.500 --> 00:10:58.700]  那其實呢
[00:10:58.700 --> 00:11:00.200]  就是
[00:11:00.200 --> 00:11:01.100]  最直接說呢
[00:11:01.100 --> 00:11:01.600]  就是說
[00:11:01.600 --> 00:11:04.000]  第一個問題
[00:11:04.000 --> 00:11:06.200]  講關於聖潔
[00:11:06.200 --> 00:11:07.600]  第二個問題
[00:11:07.600 --> 00:11:09.700]  就是講關於不潔
[00:11:09.700 --> 00:11:10.200]  是不是啊
[00:11:10.200 --> 00:11:12.400]  就是基本上是處理這兩個問題
[00:11:12.400 --> 00:11:14.200]  首先第一個問題呢
[00:11:14.200 --> 00:11:16.200]  你可以了解到就是說
[00:11:16.200 --> 00:11:18.000]  就是原來神聖
[00:11:18.000 --> 00:11:19.000]  這個聖潔呢
[00:11:19.000 --> 00:11:22.300]  是不可以直接間接聖地
[00:11:22.300 --> 00:11:23.500]  藉著那個依坎呢
[00:11:23.500 --> 00:11:24.800]  能夠可以傳給
[00:11:24.800 --> 00:11:26.400]  其他的食物的
[00:11:26.400 --> 00:11:28.200]  這個是第一樣東西
[00:11:28.200 --> 00:11:30.300]  那那我們呢
[00:11:30.300 --> 00:11:30.800]  其實呢
[00:11:30.800 --> 00:11:32.500]  就是我們那個年代呢
[00:11:32.500 --> 00:11:34.000]  很喜歡看乳腸片
[00:11:34.000 --> 00:11:35.600]  不是乳腸片的時候呢
[00:11:35.600 --> 00:11:37.600]  不知道大家有沒有印象呢
[00:11:37.600 --> 00:11:38.600]  就是檸檬啊
[00:11:38.600 --> 00:11:40.500]  這個的曹達華
[00:11:40.500 --> 00:11:42.400]  就是那些武林高手的時候呢
[00:11:42.400 --> 00:11:43.800]  就是那些師父呢
[00:11:43.800 --> 00:11:45.500]  V~V~V~
[00:11:45.500 --> 00:11:46.900]  就可以呢
[00:11:46.900 --> 00:11:48.100]  將那些的功力呢
[00:11:48.100 --> 00:11:49.800]  能夠傳給這個的
[00:11:49.800 --> 00:11:51.500]  就是他的徒弟啊
[00:11:51.500 --> 00:11:52.100]  就是檸檬
[00:11:52.100 --> 00:11:54.300]  就是將那些功力傳給這個的曹達華
[00:11:54.300 --> 00:11:54.800]  那
[00:11:54.800 --> 00:11:55.300]  哇
[00:11:55.300 --> 00:11:56.700]  我們以前小時候看的時候呢
[00:11:56.700 --> 00:11:57.700]  很興奮的
[00:11:57.700 --> 00:11:58.200]  哇
[00:11:58.200 --> 00:11:59.500]  就是原來這麼厲害的
[00:11:59.500 --> 00:12:00.600]  就是V~V~V~
[00:12:00.600 --> 00:12:01.700]  就能夠可以傳到
[00:12:01.900 --> 00:12:02.600]  正啊
[00:12:02.600 --> 00:12:03.300]  那就很興奮
[00:12:03.300 --> 00:12:04.000]  但是當然啦
[00:12:04.000 --> 00:12:04.500]  我們
[00:12:04.500 --> 00:12:06.300]  就是現實之道就是
[00:12:06.300 --> 00:12:07.300]  不可能這樣啦
[00:12:07.300 --> 00:12:07.800]  是不是
[00:12:07.800 --> 00:12:08.800]  那所以呢
[00:12:08.800 --> 00:12:10.100]  這裡所講到的就是
[00:12:10.100 --> 00:12:10.800]  原來呢
[00:12:10.800 --> 00:12:12.200]  是不可以的
[00:12:12.200 --> 00:12:14.300]  不可以傳遞到的
[00:12:14.300 --> 00:12:15.700]  那然後呢
[00:12:15.700 --> 00:12:16.400]  就是說呢
[00:12:16.400 --> 00:12:18.100]  就是相比之下呢
[00:12:18.100 --> 00:12:19.300]  講到不潔
[00:12:19.300 --> 00:12:20.800]  講到污穢的時候呢
[00:12:20.800 --> 00:12:21.700]  就是說呢
[00:12:21.700 --> 00:12:22.300]  原來
[00:12:22.300 --> 00:12:24.400]  你可以被那些的
[00:12:24.400 --> 00:12:26.000]  就是死屍
[00:12:26.000 --> 00:12:26.800]  來做污
[00:12:26.800 --> 00:12:28.000]  污染了
[00:12:28.000 --> 00:12:29.500]  然後接著你又污染了
[00:12:29.500 --> 00:12:30.700]  你見到的那些
[00:12:31.300 --> 00:12:32.000]  那其實呢
[00:12:32.000 --> 00:12:33.500]  這
[00:12:33.500 --> 00:12:34.300]  這一樣東西呢
[00:12:34.300 --> 00:12:34.800]  就是
[00:12:34.800 --> 00:12:35.300]  我
[00:12:35.300 --> 00:12:35.800]  我講
[00:12:35.800 --> 00:12:36.300]  就是
[00:12:36.300 --> 00:12:37.900]  就是這兩個的問題呢
[00:12:37.900 --> 00:12:39.500]  其實對我們今天來講呢
[00:12:39.500 --> 00:12:41.700]  都不是太難去明白的
[00:12:41.700 --> 00:12:43.700]  不是太難明白
[00:12:43.700 --> 00:12:44.200]  就是說
[00:12:44.200 --> 00:12:45.000]  其實
[00:12:45.000 --> 00:12:46.600]  有些人所講的就是說
[00:12:46.600 --> 00:12:47.800]  健康呢
[00:12:47.800 --> 00:12:49.800]  是不可以
[00:12:49.800 --> 00:12:52.000]  傳播的
[00:12:52.000 --> 00:12:55.000]  但是疾病和細菌又如何呢
[00:12:55.000 --> 00:12:57.800]  就是可以傳播的
[00:12:57.800 --> 00:12:58.300]  是不是
[00:12:58.300 --> 00:12:59.400]  就是很容易污染
[00:12:59.400 --> 00:13:00.300]  很容易傳播的
[00:13:00.300 --> 00:13:00.800]  是不是
[00:13:00.800 --> 00:13:02.600]  就是等於一樣東西就是說
[00:13:02.600 --> 00:13:03.100]  哇
[00:13:03.100 --> 00:13:03.600]  就是
[00:13:03.600 --> 00:13:04.600]  早一輪
[00:13:04.600 --> 00:13:06.000]  就是我們在疫情之下
[00:13:06.000 --> 00:13:06.900]  個個都說
[00:13:06.900 --> 00:13:08.200]  要打這個的
[00:13:08.200 --> 00:13:10.000]  那些叫什麼針
[00:13:10.000 --> 00:13:10.700]  那些叫做
[00:13:10.700 --> 00:13:11.900]  疫苗
[00:13:11.900 --> 00:13:12.400]  是
[00:13:12.400 --> 00:13:12.900]  就是
[00:13:12.900 --> 00:13:13.800]  要打針嘛
[00:13:13.800 --> 00:13:14.900]  就是打疫苗嘛
[00:13:14.900 --> 00:13:15.800]  那麼
[00:13:15.800 --> 00:13:16.300]  就是
[00:13:16.300 --> 00:13:18.700]  你可以想像得到的就是
[00:13:18.700 --> 00:13:19.200]  哇
[00:13:19.200 --> 00:13:20.900]  你作為老公的
[00:13:20.900 --> 00:13:21.400]  你
[00:13:21.400 --> 00:13:22.800]  你打完疫苗之後
[00:13:22.800 --> 00:13:25.500]  你那些抗體可不可以傳到給
[00:13:25.500 --> 00:13:27.500]  給隔離那個
[00:13:27.500 --> 00:13:28.000]  啊
[00:13:28.000 --> 00:13:28.500]  就是
[00:13:28.500 --> 00:13:29.700]  太太說
[00:13:29.700 --> 00:13:30.500]  你打得了
[00:13:30.500 --> 00:13:31.400]  我怕痛
[00:13:31.400 --> 00:13:32.100]  我不打了
[00:13:32.100 --> 00:13:32.600]  那麼
[00:13:32.600 --> 00:13:33.100]  然後
[00:13:33.100 --> 00:13:34.100]  接著你打完之後
[00:13:34.100 --> 00:13:35.300]  我就有這個疫苗
[00:13:35.300 --> 00:13:36.600]  我就有健康的身體
[00:13:36.600 --> 00:13:37.900]  來抵抗那些病菌
[00:13:37.900 --> 00:13:38.500]  可不可以
[00:13:38.500 --> 00:13:39.700]  當然不可以
[00:13:39.700 --> 00:13:40.200]  是不是
[00:13:40.200 --> 00:13:41.000]  就是
[00:13:41.000 --> 00:13:41.500]  同樣的
[00:13:41.500 --> 00:13:43.500]  神聖不能這樣
[00:13:43.500 --> 00:13:46.800]  就是間接性地這樣傳過去隔離
[00:13:46.800 --> 00:13:47.900]  但是
[00:13:47.900 --> 00:13:48.900]  那些的
[00:13:48.900 --> 00:13:50.200]  COVID-19
[00:13:50.200 --> 00:13:50.700]  那些的
[00:13:50.700 --> 00:13:51.900]  那些的病毒
[00:13:51.900 --> 00:13:52.800]  那些的病菌
[00:13:52.800 --> 00:13:53.500]  就是怎樣
[00:13:53.500 --> 00:13:54.800]  就是
[00:13:54.800 --> 00:13:55.300]  哇
[00:13:55.300 --> 00:13:55.800]  原來你
[00:13:55.800 --> 00:13:57.100]  就是
[00:13:57.100 --> 00:13:58.600]  中了招的時候
[00:13:58.600 --> 00:14:00.100]  你很容易就會
[00:14:00.600 --> 00:14:01.100]  就是
[00:14:01.100 --> 00:14:02.700]  傳給緊密接觸者
[00:14:02.700 --> 00:14:03.200]  是不是
[00:14:03.200 --> 00:14:03.700]  就是
[00:14:03.700 --> 00:14:06.500]  我們早幾個月才第一次
[00:14:06.500 --> 00:14:08.100]  就是我太太中了
[00:14:08.100 --> 00:14:10.200]  然後接著就傳了給我
[00:14:10.200 --> 00:14:11.100]  就是
[00:14:11.100 --> 00:14:11.600]  所以呢
[00:14:11.600 --> 00:14:12.200]  其實這個是
[00:14:12.200 --> 00:14:13.400]  緊密接觸者
[00:14:13.400 --> 00:14:14.600]  你都很難避免的
[00:14:14.600 --> 00:14:15.100]  一樣東西
[00:14:15.100 --> 00:14:19.300]  其實說到這件事
[00:14:19.300 --> 00:14:20.200]  道理
[00:14:20.200 --> 00:14:21.200]  其實很簡單
[00:14:21.200 --> 00:14:22.800]  但是呢
[00:14:22.800 --> 00:14:24.600]  來到這裡
[00:14:24.600 --> 00:14:25.500]  其實
[00:14:25.500 --> 00:14:28.400]  神為什麼叫哈哥去問祭祀
[00:14:28.400 --> 00:14:29.900]  這兩條的問題呢
[00:14:30.400 --> 00:14:33.100]  究竟祂想要說些什麼呢
[00:14:33.100 --> 00:14:35.300]  我們都說到就是說
[00:14:35.300 --> 00:14:37.000]  跟這個的
[00:14:37.000 --> 00:14:38.600]  重建聖殿
[00:14:38.600 --> 00:14:41.000]  這個的哈哥書的主題
