
[00:00:00.000 --> 00:00:12.000]  可能大家都會有印象,2006年的時候,冥王星被剔除在九大行星之外。
[00:05:16.000 --> 00:05:19.000]  此日眾民的族長濟斯和利美人,
[00:05:19.000 --> 00:05:24.000]  都聚集到民事以斯拉那裡,要留心聽律法上的話。
[00:05:24.000 --> 00:05:31.000]  在這一章前半節的第三節那裡,即是本月金句那裡都有,
[00:05:31.000 --> 00:05:34.000]  形容他們則以而聽,
[00:05:34.000 --> 00:05:39.000]  然後去到第二天就說他們要留心聽律法上的話,
[00:05:39.000 --> 00:05:44.000]  則以而聽和留心聽律法上的話,究竟有什麼分別呢?
[00:05:44.000 --> 00:05:48.000]  如果你看一看其他的翻譯你就知道了,
[00:05:48.000 --> 00:05:53.000]  因為新譯本和詩歌譯本同樣將後者,
[00:05:53.000 --> 00:06:00.000]  即是留心聽律法上的話,翻譯成研究律法上的話。
[00:06:00.000 --> 00:06:08.000]  當他們體驗過上帝的說話帶來給他們的喜樂和力量之後,
[00:06:08.000 --> 00:06:12.000]  他們就發覺原來只是聽不夠,
[00:06:12.000 --> 00:06:19.000]  他們很想進一步、盡心研究、查考上帝的說話。
[00:06:19.000 --> 00:06:23.000]  今年教會年提的常聯,
[00:06:23.000 --> 00:06:26.000]  我們就說「真門徒擇根主道」,
[00:06:26.000 --> 00:06:29.000]  我們過了大半年了,
[00:06:29.000 --> 00:06:32.000]  我真的很期望弟兄姊妹,
[00:06:32.000 --> 00:06:39.000]  我們能夠好好地在上帝的話語當中下功夫。
[00:06:39.000 --> 00:06:46.000]  當然,其中一個我們可以下功夫的平台,
[00:06:46.000 --> 00:06:50.000]  就是在團契裏查考聖經。
[00:06:50.000 --> 00:06:53.000]  但在團契裏查考聖經,
[00:06:53.000 --> 00:06:57.000]  我們常常有一個流弊,
[00:06:57.000 --> 00:07:00.000]  就是當我們拿著一段聖經的時候,
[00:07:00.000 --> 00:07:02.000]  我們就會問:
[00:07:02.000 --> 00:07:09.000]  「究竟你們覺得這一段經文是在說什麼?」
[00:07:09.000 --> 00:07:13.000]  老實說,要掌握一段經文,
[00:07:13.000 --> 00:07:18.000]  真正的意思不是靠我們覺得的。
[00:07:18.000 --> 00:07:20.000]  要好好地解釋一段經文,
[00:07:20.000 --> 00:07:23.000]  其實事前的預備功夫,
[00:07:23.000 --> 00:07:27.000]  很認真地去做,是非常重要的。
[00:07:27.000 --> 00:07:29.000]  但很可惜,
[00:07:29.000 --> 00:07:33.000]  當我們去參與查經的時候,
[00:07:33.000 --> 00:07:40.000]  我們未必真的這麼多時候做好我們的準備,
[00:07:40.000 --> 00:07:45.000]  求主真的激勵我們去愛母句的話的心。
[00:07:45.000 --> 00:07:47.000]  大家可以想想,
[00:07:47.000 --> 00:07:50.000]  如果就著一段經文,
[00:07:50.000 --> 00:07:54.000]  一個人就覺得是這個意思,
[00:07:54.000 --> 00:07:57.000]  第二個就覺得是另一個意思,
[00:07:57.000 --> 00:08:00.000]  第三個覺得,第四個覺得,
[00:08:00.000 --> 00:08:05.000]  然後講完之後,沒有結論的。
[00:08:05.000 --> 00:08:10.000]  如果我們這樣去查考聖經,
[00:08:10.000 --> 00:08:12.000]  我也不知道,
[00:08:12.000 --> 00:08:19.000]  究竟上帝的話可以怎樣令我們生命有成長。
[00:08:19.000 --> 00:08:23.000]  另外一個問題,
[00:08:23.000 --> 00:08:26.000]  就是在我們的應用上,
[00:08:26.000 --> 00:08:29.000]  我們很容易停留在
[00:08:29.000 --> 00:08:32.000]  我們會很努力去嘗試,
[00:08:32.000 --> 00:08:35.000]  我們期望我們做得到。
[00:08:35.000 --> 00:08:41.000]  試問,如果我們單單說我們嘗試,
[00:08:41.000 --> 00:08:44.000]  期望做得到,
[00:08:44.000 --> 00:08:51.000]  我們根本不可能經驗得到上帝的話的能力。
[00:08:51.000 --> 00:08:54.000]  願意我們真的像第十三節,
[00:08:54.000 --> 00:08:56.000]  聖經提醒我們,
[00:08:56.000 --> 00:08:59.000]  留心聽律法上的話,
[00:08:59.000 --> 00:09:03.000]  去研究為上帝的道,
[00:09:03.000 --> 00:09:06.000]  做足準備功夫。
[00:09:06.000 --> 00:09:09.000]  所以,當我們準備好,
[00:09:09.000 --> 00:09:12.000]  我們一起坐下來查經的時候,
[00:09:12.000 --> 00:09:14.000]  其實即是怎樣呢?
[00:09:14.000 --> 00:09:19.000]  將每一個人不同的研究成果,
[00:09:19.000 --> 00:09:21.000]  拿出來分享。
[00:09:21.000 --> 00:09:25.000]  當大家拿出成果來分享的時候,
[00:09:25.000 --> 00:09:29.000]  其實就是在互相補足,
[00:09:29.000 --> 00:09:32.000]  彼此提醒。
[00:09:32.000 --> 00:09:38.000]  另外,當我們預備那段聖經,
[00:09:38.000 --> 00:09:40.000]  預備去查考,
[00:09:40.000 --> 00:09:45.000]  到我們團契一起查經的時候,
[00:09:45.000 --> 00:09:49.000]  通常中間有一段時間,
[00:09:49.000 --> 00:09:52.000]  這段時間我們做什麼呢?
[00:09:52.000 --> 00:09:55.000]  這段時間就是讓我們去反省一下,
[00:09:55.000 --> 00:10:00.000]  究竟神的話給我們有什麼教導,
[00:10:00.000 --> 00:10:08.000]  然後挑戰我們在這段時間去應用。
[00:10:08.000 --> 00:10:13.000]  所以,當我們坐下來一起查經的時候,
[00:10:13.000 --> 00:10:19.000]  其實我們是一起分享我們實踐的,
[00:10:19.000 --> 00:10:21.000]  屬靈的功課。
[00:10:21.000 --> 00:10:25.000]  當中未必是成功的經驗,
[00:10:25.000 --> 00:10:28.000]  可以是失敗的經驗都可以,
[00:10:28.000 --> 00:10:34.000]  不過上帝仍然是透過那段聖經提醒我們。
[00:10:34.000 --> 00:10:41.000]  所以,我深信只有這樣的查經,
[00:10:41.000 --> 00:10:45.000]  我們的生命才能彼此勉勵,
[00:10:45.000 --> 00:10:47.000]  可以互相建立。
[00:10:47.000 --> 00:10:51.000]  求主真的幫助我們離開那種
[00:10:51.000 --> 00:10:54.000]  我覺得那段經文是什麼意思,
[00:10:54.000 --> 00:11:02.000]  以及我期望我可以做到的扭折。
[00:11:02.000 --> 00:11:09.000]  這裡第十三節跟剛才提過的第三節
[00:11:09.000 --> 00:11:14.000]  當中有另外一個不同的地方,
[00:11:14.000 --> 00:11:23.000]  這裡所出現對象的人數是比第三節少很多。
[00:11:23.000 --> 00:11:30.000]  第三節的對象是整個以色列人的群體,
[00:11:30.000 --> 00:11:33.000]  不過你看清楚這裡是說什麼,
[00:11:33.000 --> 00:11:38.000]  它說眾民的族長,祭司和利微人
[00:11:38.000 --> 00:11:41.000]  去到以色列面前,
[00:11:41.000 --> 00:11:49.000]  所以這裡針對的是這一群以色列民的領袖。
[00:11:49.000 --> 00:11:52.000]  所以我剛才提過,
[00:11:52.000 --> 00:12:02.000]  我們如何預先好好預備我們自己參與團契查經,
[00:12:02.000 --> 00:12:09.000]  這番說話是特別鼓勵我們當中的領袖們,
[00:12:09.000 --> 00:12:13.000]  願意我們負責帶領的弟兄姊妹,
[00:12:13.000 --> 00:12:16.000]  我們先成為榜樣,
[00:12:16.000 --> 00:12:19.000]  在上帝的話當中努力,
[00:12:19.000 --> 00:12:22.000]  去經歷,去實踐,
[00:12:22.000 --> 00:12:27.000]  我深信上帝的話語的大能,
[00:12:27.000 --> 00:12:31.000]  是能夠透過我們,
[00:12:31.000 --> 00:12:36.000]  可以感染到我們身邊的弟兄姊妹。
[00:12:36.000 --> 00:12:42.000]  如果我們真的很認真去看上帝的律法,
[00:12:42.000 --> 00:12:46.000]  自然神一定會有要求的,
[00:12:46.000 --> 00:12:49.000]  有些東西需要我們去回應的,
[00:12:49.000 --> 00:12:53.000]  究竟我們如何去回應,
[00:12:53.000 --> 00:12:56.000]  我們學到聖經的道?
[00:12:56.000 --> 00:13:06.000]  究竟上帝的道要求我們在生活上有什麼改變?
[00:13:06.000 --> 00:13:12.000]  如果我們同意聖經裡面的提醒,
[00:13:12.000 --> 00:13:15.000]  在我們生命當中是重要的話,
[00:13:15.000 --> 00:13:18.000]  如果你同意是重要的話,
[00:13:18.000 --> 00:13:22.000]  我們就必須要有行動了。
[00:13:22.000 --> 00:13:27.000]  剛才讀過的第十四至第十七節上半節,
[00:13:27.000 --> 00:13:29.000]  接著就說,
[00:13:29.000 --> 00:13:31.000]  《巴門見律法》上寫著,
[00:13:31.000 --> 00:13:35.000]  耶和華籍摩西分庫以色列人要在七月節住棚,
[00:13:35.000 --> 00:13:40.000]  並要在郭城和耶路撒冷宣傳報告說,
[00:13:40.000 --> 00:13:41.000]  你們當上山,
[00:13:41.000 --> 00:13:43.000]  將橄欖樹,野橄欖樹,
[00:13:43.000 --> 00:13:48.000]  番石樓樹,棕樹和各樣茂密樹的枝子取來,
[00:13:48.000 --> 00:13:50.000]  照著所寫的搭棚,
[00:13:50.000 --> 00:13:52.000]  於是百姓出去,
[00:13:52.000 --> 00:13:53.000]  取了樹之來,
[00:13:53.000 --> 00:13:55.000]  各人在自己的房頂上,
[00:13:55.000 --> 00:13:56.000]  或院內,
[00:13:56.000 --> 00:13:58.000]  或神殿的院內,
[00:13:58.000 --> 00:14:00.000]  或水門的寬闊處,
[00:14:00.000 --> 00:14:03.000]  或以法蓮門的寬闊處搭棚,
[00:14:03.000 --> 00:14:08.000]  從老道之地歸回的全會眾就搭棚住在棚內。》
[00:14:08.000 --> 00:14:10.000]  第十四節說得很清楚,
[00:14:10.000 --> 00:14:12.000]  《巴門見律法》書上寫著,
[00:14:12.000 --> 00:14:17.000]  耶和華籍摩西吩咐以色列人要在七月節住棚,
[00:14:17.000 --> 00:14:19.000]  這個住棚節的教導,
[00:14:19.000 --> 00:14:24.000]  其實不是第一次在律法書裡說過的,
[00:14:24.000 --> 00:14:29.000]  早前我們曾經讀過的《以色列記》第三章第四節,
[00:14:29.000 --> 00:14:31.000]  那裡這樣說的,
[00:14:31.000 --> 00:14:35.000]  又照律法書上所寫的守住棚節,
[00:14:35.000 --> 00:14:36.000]  按數照例,
[00:14:36.000 --> 00:14:39.000]  獻每日所當獻的梵祭,
[00:14:39.000 --> 00:14:43.000]  當時是以獻祭的形式去表達,
[00:14:43.000 --> 00:14:46.000]  而按照這裡也給大家看到的,
[00:14:46.000 --> 00:14:49.000]  《生命記》第十六章住棚節,
[00:14:49.000 --> 00:14:52.000]  其實與御節和七七節,
[00:14:52.000 --> 00:14:56.000]  對於猶太人來說是三個非常重要的節日,
[00:14:56.000 --> 00:15:01.000]  而利美紀二十三章三十三至四十三節裏補充告訴我們,
[00:15:01.000 --> 00:15:05.000]  七月份,其實以色列人是非常看重,
[00:15:05.000 --> 00:15:09.000]  因為一號是他們的催國節,
[00:15:09.000 --> 00:15:12.000]  然後去到十號就是贖罪日,
[00:15:12.000 --> 00:15:16.000]  十五號就是這裡所說的住棚節,
[00:15:16.000 --> 00:15:22.000]  住棚節是為了紀念耶和華上帝帶領這些以色列民,
[00:15:22.000 --> 00:15:27.000]  從埃及維勞之家出來,
[00:15:27.000 --> 00:15:30.000]  然後去迦南美地,
[00:15:30.000 --> 00:15:35.000]  還未進入迦南地之前,他們因為博弈,
[00:15:35.000 --> 00:15:39.000]  而在曠野花了四十年的時間,
[00:15:39.000 --> 00:15:42.000]  大家很熟悉這段故事,
[00:15:42.000 --> 00:15:44.000]  雖然如此,
[00:15:44.000 --> 00:15:49.000]  神仍然給他們有雲柱,有火柱,
[00:15:49.000 --> 00:15:53.000]  然後有食物,鵪鶉,馬拿,
[00:15:53.000 --> 00:15:58.000]  進入迦南地,經過一輪征戰,
[00:15:58.000 --> 00:16:02.000]  他們終於可以坐下,
[00:16:02.000 --> 00:16:06.000]  有屋住,可以安居樂業,
[00:16:06.000 --> 00:16:11.000]  但是神仍然要提醒他們要守住棚節,
[00:16:11.000 --> 00:16:15.000]  因為神希望他們不要忘記昔日,
[00:16:15.000 --> 00:16:17.000]  他們在曠野的時候,
[00:16:17.000 --> 00:16:23.000]  怎樣看顧著,保守著這些以色列民,
[00:16:23.000 --> 00:16:25.000]  在昔日的日子,
[00:16:25.000 --> 00:16:29.000]  他們在曠野裡流浪徘徊,
[00:16:29.000 --> 00:16:33.000]  要住在帳篷當中,
[00:16:33.000 --> 00:16:35.000]  今天不需要了,
[00:16:35.000 --> 00:16:38.000]  他們不需要再流浪徘徊,
[00:16:38.000 --> 00:16:42.000]  終於可以回家了。
[00:16:42.000 --> 00:16:46.000]  剛才我說要求他們守住棚節,
[00:16:46.000 --> 00:16:48.000]  其實不是新鮮事,
[00:16:48.000 --> 00:16:52.000]  因為以色列記三章四節有說,
[00:16:52.000 --> 00:16:59.000]  他們當時守住的方法是獻梵祭,
[00:16:59.000 --> 00:17:06.000]  他們沒有在當中按照住棚節的規定起來搭棚,
[00:17:06.000 --> 00:17:10.000]  第十五節,聖經這樣說,
[00:17:10.000 --> 00:17:11.000]  你們當上山,
[00:17:11.000 --> 00:17:14.000]  將橄欖樹,野橄欖樹,蕃石榴樹,
[00:17:14.000 --> 00:17:18.000]  棕樹和各樣茂密樹的枝子取來,
[00:17:18.000 --> 00:17:21.000]  照著所寫的搭棚。
[00:17:21.000 --> 00:17:23.000]  照著所寫的搭棚,
[00:17:23.000 --> 00:17:25.000]  有些地方這樣寫,
[00:17:25.000 --> 00:17:27.000]  我們找找哪裡寫吧。
[00:17:27.000 --> 00:17:31.000]  他們就讀到利美記二十三章四十節,
[00:17:31.000 --> 00:17:34.000]  原來那裡提醒了這一班
[00:17:34.000 --> 00:17:38.000]  參與歡樂慶典的以色列民,
[00:17:38.000 --> 00:17:41.000]  去收集那些樹枝,
[00:17:41.000 --> 00:17:43.000]  那裡是這樣說的,
[00:17:43.000 --> 00:17:46.000]  第一天要拿美好樹上的果子,
[00:17:46.000 --> 00:17:52.000]  和棕樹上的枝子,與茂密樹的枝條,
[00:17:52.000 --> 00:17:54.000]  並河邊的柳枝,
[00:17:54.000 --> 00:17:58.000]  在耶和華你們的神面前歡樂七天。
[00:17:58.000 --> 00:18:01.000]  除了一開始的時候叫他們收集果子之外,
[00:18:01.000 --> 00:18:04.000]  後面全部都是說,
[00:18:04.000 --> 00:18:07.000]  他們需要收集那些樹枝,
[00:18:07.000 --> 00:18:10.000]  他們又沒有說收集樹枝來做什麼。
[00:18:10.000 --> 00:18:12.000]  接著四十二節就說,
[00:18:12.000 --> 00:18:15.000]  你們要住在棚裡七天,
[00:18:15.000 --> 00:18:19.000]  凡以色列家的人都要住在棚裡,
[00:18:19.000 --> 00:18:23.000]  所以你將這兩節拼在一起來看,
[00:18:23.000 --> 00:18:27.000]  按照以色列的理解就很簡單,
[00:18:27.000 --> 00:18:31.000]  其實你收集那些樹枝,
[00:18:31.000 --> 00:18:33.000]  只有一個作用,
[00:18:33.000 --> 00:18:36.000]  因為後面告訴你要搭棚,
[00:18:36.000 --> 00:18:42.000]  所以這也是一個很合理的詮釋,
[00:18:42.000 --> 00:18:51.000]  當以色列人在第十四節見到律法上寫著,
[00:18:51.000 --> 00:18:56.000]  於是他們就帶領這些以色列人的領袖,
[00:18:56.000 --> 00:19:01.000]  鼓勵他們將上帝的話實踐出來,
[00:19:01.000 --> 00:19:05.000]  值得一提的就是這一份堅持,
[00:19:05.000 --> 00:19:09.000]  一直到整卷的尼西米記的結束,
[00:19:09.000 --> 00:19:13.000]  第十三章也沒有改變,
[00:19:13.000 --> 00:19:20.000]  第十三章是說到另外一個關於處理外邦人的課題,
[00:19:20.000 --> 00:19:23.000]  到時我會再詳細說,
[00:19:23.000 --> 00:19:27.000]  但我想請大家留意的是第十三章的第一節,
[00:19:27.000 --> 00:19:30.000]  這裡的聖經這樣說,
[00:19:30.000 --> 00:19:34.000]  當日人唸摩西的律法書給百姓聽,
[00:19:34.000 --> 00:19:39.000]  又是遇見書上寫著說,
[00:19:39.000 --> 00:19:44.000]  阿們人和摩西人永不可入神的會諸如此類,
[00:19:44.000 --> 00:19:52.000]  以色列人從頭到尾都是按照書上寫著說,
[00:19:52.000 --> 00:19:54.000]  上帝的話說什麼,
[00:19:54.000 --> 00:20:02.000]  他們就不折不扣地跟以色列人宣講,
[00:20:02.000 --> 00:20:06.000]  百姓聽到這個要求後,
[00:20:06.000 --> 00:20:12.000]  到第八章最後說他們會有個嚴肅會,
[00:20:12.000 --> 00:20:18.000]  但數一數當中的日子,其實很緊迫,
[00:20:18.000 --> 00:20:22.000]  所以經文到第十六節說,
[00:20:22.000 --> 00:20:26.000]  這些以色列人立即起來行動,
[00:20:26.000 --> 00:20:28.000]  經文這樣說,
[00:20:28.000 --> 00:20:33.000]  於是百姓出去,取鳥樹之內,各人在自己的房頂上,
[00:20:33.000 --> 00:20:37.000]  或院內,或神殿的院內,或水門的寬闊處,
[00:20:37.000 --> 00:20:40.000]  或以法連門的寬闊處搭棚。
[00:20:40.000 --> 00:20:45.000]  又說了,搭棚,在哪裡搭,很清楚的,
[00:20:45.000 --> 00:20:49.000]  自己的房頂上,院內,神殿的院內,
[00:20:49.000 --> 00:20:52.000]  水門的寬闊處,以法連門的寬闊處,
[00:20:52.000 --> 00:20:55.000]  這幾個是什麼地方呢?
[00:20:55.000 --> 00:21:00.000]  以色列民住的屋頂是平的,
[00:21:00.000 --> 00:21:05.000]  兼且一般都有個庭院,好像一個後院,
[00:21:05.000 --> 00:21:08.000]  這裡說,他們要在他們的家裡,
[00:21:08.000 --> 00:21:11.000]  無論是屋頂,後院也好,
[00:21:11.000 --> 00:21:16.000]  他要建立一個另類的生活體驗,
[00:21:16.000 --> 00:21:20.000]  就算他們現在有自己的家了,
[00:21:20.000 --> 00:21:26.000]  他們也需要放下一切生活上的便利,
[00:21:26.000 --> 00:21:33.000]  去重新經驗那種可能在過去的日子,
[00:21:33.000 --> 00:21:40.000]  漂流四十年,已經忘記得七七八八的經驗。
[00:21:40.000 --> 00:21:46.000]  除了家庭裡的集體回憶,
[00:21:46.000 --> 00:21:51.000]  這裡說,神殿的院內,
[00:21:51.000 --> 00:21:57.000]  就是敬拜一起聚腳的地方。
[00:21:57.000 --> 00:22:02.000]  還有,水門的寬闊處,以法連門的寬闊處,
[00:22:02.000 --> 00:22:09.000]  講明寬闊處,就是很多人可以聚在一起的地方。
[00:22:09.000 --> 00:22:18.000]  可能是一個社區裡,很方便出入的聚腳點。
[00:22:18.000 --> 00:22:23.000]  由家庭一直去到敬拜的地方,
[00:22:23.000 --> 00:22:28.000]  然後去到社區,其實想說什麼呢?
[00:22:28.000 --> 00:22:30.000]  就是要告訴我們,
[00:22:30.000 --> 00:22:37.000]  每一個以色列民都沒有藉口不參與在其中,
[00:22:37.000 --> 00:22:42.000]  不作出回應,不行。
[00:22:42.000 --> 00:22:45.000]  相信大家還記得我開始的時候,
[00:22:45.000 --> 00:22:53.000]  講到我們進一步,盡心去研究上帝的話。
[00:22:53.000 --> 00:22:57.000]  他們想這樣,神就告訴他們。
[00:22:57.000 --> 00:23:00.000]  當他們明白之後,
[00:23:00.000 --> 00:23:06.000]  他們就需要實踐一些以前他們忽略了,
[00:23:06.000 --> 00:23:10.000]  沒有做的事,現在要做了。
[00:23:10.000 --> 00:23:13.000]  所以第十七節,上半節,
[00:23:13.000 --> 00:23:18.000]  就繼續講到他們從老道之地歸回的傳會中,
[00:23:18.000 --> 00:23:21.000]  就搭棚,住在棚裡。
[00:23:21.000 --> 00:23:25.000]  這裡講得很清楚,傳會中,
[00:23:25.000 --> 00:23:31.000]  就是每一個人都一起實踐參與,
[00:23:31.000 --> 00:23:38.000]  以至他們每一個以色列民都可以經驗得到神的恩典,
[00:23:38.000 --> 00:23:41.000]  沒有一個人例外。
[00:23:41.000 --> 00:23:46.000]  這個其實是我很期盼在觀川家,
[00:23:46.000 --> 00:23:49.000]  我可以見到的那幅圖畫,
[00:23:49.000 --> 00:23:56.000]  你們每一個都經驗得到上帝豐富的恩典。
[00:23:56.000 --> 00:24:01.000]  接著到第十七節,下半節就講了。
[00:24:01.000 --> 00:24:04.000]  從亂的兒子約書亞的時候,直到這一天,
[00:24:04.000 --> 00:24:09.000]  以色列人沒有這樣行,於是眾人大大喜樂。
[00:24:09.000 --> 00:24:12.000]  眾人沒有這樣行。
[00:24:12.000 --> 00:24:15.000]  剛才都講了,以色列記三章四節,
[00:24:15.000 --> 00:24:18.000]  他們有守住棚節,
[00:24:18.000 --> 00:24:20.000]  他們沒有做什麼呢?
[00:24:20.000 --> 00:24:24.000]  沒有搭棚,沒有實踐出來,
[00:24:24.000 --> 00:24:29.000]  甚至可能不是全會眾都這樣做。
[00:24:29.000 --> 00:24:34.000]  去到這一刻,所有人都來參與了。
[00:24:34.000 --> 00:24:40.000]  今天,當所有的會眾都按照上帝的律法,
[00:24:40.000 --> 00:24:43.000]  去參與守這個節日,
[00:24:43.000 --> 00:24:47.000]  並且願意藉著搭棚,
[00:24:47.000 --> 00:24:54.000]  與他們整個民族重新經驗,
[00:24:54.000 --> 00:24:57.000]  與出埃及的歷史結連。
[00:24:57.000 --> 00:25:02.000]  這個昔日的確在他們民族裏面,
[00:25:02.000 --> 00:25:06.000]  很真實的信仰體驗,
[00:25:06.000 --> 00:25:17.000]  去到今天,仍然可以在民族裏面實現出來。
[00:25:17.000 --> 00:25:21.000]  上帝的信實是真的。
[00:25:21.000 --> 00:25:25.000]  因著這樣做的結果是什麼呢?
[00:25:25.000 --> 00:25:29.000]  又是那四個字,大大喜樂。
[00:25:29.000 --> 00:25:32.000]  最後去到第十八節,
[00:25:32.000 --> 00:25:36.000]  經文就說,從頭一天直到末一天,
[00:25:36.000 --> 00:25:38.000]  以色列每日念神的律法書,
[00:25:38.000 --> 00:25:43.000]  眾人守節七日,第八日照例有嚴肅會。
[00:25:43.000 --> 00:25:47.000]  這裡說,從頭一天直到末一天,
[00:25:47.000 --> 00:25:50.000]  摩西的律法再一次,
[00:25:50.000 --> 00:25:53.000]  每一日,這裡說的,
[00:25:53.000 --> 00:26:00.000]  每日都成為了這班以色列民生活的焦點。
[00:26:00.000 --> 00:26:05.000]  能夠在信仰當中走得有力,
[00:26:05.000 --> 00:26:07.000]  只有一個方法,
[00:26:07.000 --> 00:26:12.000]  就是回到這個力量的源頭,
[00:26:12.000 --> 00:26:16.000]  不單止是認識上帝的道,
[00:26:16.000 --> 00:26:23.000]  還要在其中有那份屬靈的經驗。
[00:26:23.000 --> 00:26:26.000]  對於這班以色列民來說,
[00:26:26.000 --> 00:26:31.000]  他們昔日是被迫離開耶路撒冷,
[00:26:31.000 --> 00:26:33.000]  離開了之後,
[00:26:33.000 --> 00:26:37.000]  這個地方鋪滿灰塵和碎片,
[00:26:37.000 --> 00:26:41.000]  已經變成一個被遺忘的,
[00:26:41.000 --> 00:26:44.000]  頹垣敗瓦的廢墟。
[00:26:44.000 --> 00:26:48.000]  今天,他們要回到這個地方,
[00:26:48.000 --> 00:26:53.000]  重新踏鵬,提醒他們,
[00:26:53.000 --> 00:27:03.000]  過去上帝如何介入他們的民族歷史經驗。
[00:27:03.000 --> 00:27:05.000]  你可以想像一下,
[00:27:05.000 --> 00:27:08.000]  當時他們有一班敵人,
[00:27:08.000 --> 00:27:10.000]  前幾章已經講過很多次,
[00:27:10.000 --> 00:27:13.000]  那些名字是參巴拉,多比亞,
[00:27:13.000 --> 00:27:17.000]  這班人如果看到這個場景,
[00:27:17.000 --> 00:27:20.000]  你猜他們在想什麼呢?
