
[00:00:00.000 --> 00:00:02.560]  第四項是我們第六項
[00:05:47.600 --> 00:05:50.400]  我們更重要的就是
[00:05:50.400 --> 00:05:54.960]  「智慧」是關乎敬畏神的人表揚
[00:05:54.960 --> 00:05:57.360]  以合神心意的方式
[00:05:57.360 --> 00:05:59.680]  在這個社會裡面去生活
[00:05:59.680 --> 00:06:01.280]  總的來說
[00:06:01.280 --> 00:06:03.840]  聖經裡面的「智慧」文學
[00:06:03.840 --> 00:06:08.000]  時常在所有的生命中都有一個挑戰
[00:06:08.000 --> 00:06:10.720]  這是一個非常重要的問題
[00:06:10.720 --> 00:06:15.440]  那麼究竟你要成為一個怎樣的人
[00:06:15.440 --> 00:06:19.200]  你要成為一個神眼中看為異的人
[00:06:19.200 --> 00:06:20.880]  還是一個惡人
[00:06:20.880 --> 00:06:24.000]  我想這是一個很顯然的答案
[00:06:24.000 --> 00:06:25.680]  但我也有感覺
[00:06:25.680 --> 00:06:28.960]  當我們去具備這個選擇裡面的人
[00:06:28.960 --> 00:06:32.400]  是擁有一個雙面的行為
[00:06:32.400 --> 00:06:34.880]  尤其是我們人們都很尊重
[00:06:34.880 --> 00:06:37.920]  先天和神秘的內容
[00:06:37.920 --> 00:06:40.560]  就像我們在教室裡用機器的時候
[00:06:40.560 --> 00:06:41.680]  大家會留意
[00:06:41.680 --> 00:06:43.120]  所以這個「智慧」
[00:06:43.120 --> 00:06:45.680]  都有這一批同樣的太多
[00:06:45.680 --> 00:06:48.720]  「異人」和「惡人」一個的主題
[00:06:48.720 --> 00:06:50.160]  不過我們會留意
[00:06:50.160 --> 00:06:51.920]  這次這個「智慧」的內容
[00:06:51.920 --> 00:06:55.920]  它是偏向在瞭解「異人」這一方面的
[00:06:55.920 --> 00:06:59.040]  這首詩不單止是瞭解
[00:06:59.040 --> 00:07:01.440]  神怎樣去賜給「異人」
[00:07:01.440 --> 00:07:03.360]  同時亦可以瞭解
[00:07:03.360 --> 00:07:06.080]  「異人」的心靈應該是「異人」
[00:07:06.080 --> 00:07:08.720]  我們現在先看看第一至三節
[00:07:08.720 --> 00:07:10.160]  第一節在說
[00:07:10.160 --> 00:07:12.800]  「當定要堪其謠話
[00:07:12.800 --> 00:07:16.240]  敬畏謠話甚喜愛他人的
[00:07:16.240 --> 00:07:18.800]  這人變為有福」
[00:07:18.800 --> 00:07:20.000]  要介紹
[00:07:20.000 --> 00:07:22.000]  「定要堪其謠話」
[00:07:22.000 --> 00:07:24.560]  是這首詩的一個前言
[00:07:24.560 --> 00:07:27.040]  因為這首詩是一個字母詞
[00:07:27.040 --> 00:07:28.560]  但是用這個來文
[00:07:28.560 --> 00:07:32.160]  以「自我」作為句子的開始
[00:07:32.160 --> 00:07:36.720]  所以「定要」是由「敬畏謠話甚喜愛他人的
[00:07:36.720 --> 00:07:39.920]  這人變為有福」的一個開始
[00:07:39.920 --> 00:07:42.160]  這個可以到談及
[00:07:42.160 --> 00:07:44.080]  「當矇復」的人
[00:07:44.080 --> 00:07:47.520]  首先他是一個「敬畏神」的人
[00:07:47.520 --> 00:07:51.440]  另外他亦是一個非常喜愛神的命令
[00:07:51.440 --> 00:07:53.360]  如果這句話可以想像
[00:07:53.360 --> 00:07:55.280]  我們又不能去想像
[00:07:55.280 --> 00:07:57.120]  一個「敬畏神」的人
[00:07:57.120 --> 00:08:01.680]  其實他不是很喜愛神的說法
[00:08:01.680 --> 00:08:04.400]  譬如在第二至三節
[00:08:04.400 --> 00:08:06.240]  我將會去解釋
[00:08:06.240 --> 00:08:10.080]  神怎樣去賜福給「敬畏神」的人
[00:08:10.080 --> 00:08:14.400]  因為他的後裔再細一點強盛
[00:08:14.400 --> 00:08:17.600]  甚至人的後代必願無福
[00:08:17.600 --> 00:08:20.960]  但大宗有貨物有賜財
[00:08:20.960 --> 00:08:24.080]  他的光耳傳到永遠
[00:08:24.080 --> 00:08:27.040]  如果你去提符「賜福」
[00:08:27.040 --> 00:08:30.720]  看似是一種我德上的一個字母
[00:08:30.720 --> 00:08:32.080]  不過我們要留意
[00:08:32.080 --> 00:08:36.000]  這並不是一條「矇神賜福」的封神詩
[00:08:36.000 --> 00:08:39.040]  因為光耳要去遵守神的命令
[00:08:39.040 --> 00:08:42.880]  因為他要遵守神我都聽到「賜福」
[00:08:42.880 --> 00:08:45.840]  是因為神要教導我們
[00:08:45.840 --> 00:08:48.880]  要有一份「信復」和「信仰」
[00:08:48.880 --> 00:08:52.080]  所以「用神賜福」給「敬畏神」的人
[00:08:52.080 --> 00:08:57.200]  應該是離子神和子民臘的關係
[00:08:57.200 --> 00:08:59.680]  在《心靈雅誦經》裏面
[00:08:59.680 --> 00:09:01.120]  有兩次經文
[00:09:01.120 --> 00:09:03.440]  第一次經文說「敬畏神」
[00:09:03.440 --> 00:09:05.040]  二次經文說「信仰」
[00:09:05.040 --> 00:09:07.840]  就是以下的福被催人起
[00:09:07.840 --> 00:09:09.760]  臨到你身上
[00:09:09.760 --> 00:09:11.680]  你若不聽從他話
[00:09:11.680 --> 00:09:12.960]  你受罰
[00:09:12.960 --> 00:09:16.800]  不等受盡他一切皆命律禮
[00:09:16.800 --> 00:09:20.000]  就算我今日所吩咐你的
[00:09:20.000 --> 00:09:23.840]  且以下的糾錯都必追隨你
[00:09:23.840 --> 00:09:26.000]  臨到你身上
[00:09:26.000 --> 00:09:29.120]  這種「母神賜福」的教育
[00:09:29.120 --> 00:09:34.000]  它強調的是神的子民應當「信復」
[00:09:34.000 --> 00:09:37.440]  並且遵行神的說話
[00:09:37.440 --> 00:09:40.640]  不過「用神賜福」給「臣」
[00:09:40.640 --> 00:09:44.320]  最重要可能是得罪的那種敵人
[00:09:44.320 --> 00:09:46.080]  得罪了那種神器
[00:09:46.080 --> 00:09:49.920]  最重要的是得到神的肯供奉
[00:09:49.920 --> 00:09:52.560]  因為那種供奉
[00:09:52.560 --> 00:09:56.080]  我們看看第三節下的時候
[00:09:56.080 --> 00:10:00.240]  經文說「聽到他的公義傳佛遺願」
[00:10:00.240 --> 00:10:01.680]  這個是表明
[00:10:01.680 --> 00:10:03.840]  這個「臣」在神的眼中
[00:10:03.840 --> 00:10:06.080]  是捍衛公義
[00:10:06.080 --> 00:10:10.000]  至於當你讀完第二節、三節的時候
[00:10:10.000 --> 00:10:12.160]  你會覺得這種教導
[00:10:12.160 --> 00:10:14.960]  會否讓自己很年輕
[00:10:14.960 --> 00:10:16.480]  我們好施予好
[00:10:16.480 --> 00:10:21.440]  不需要經歷那種風浪
[00:10:21.440 --> 00:10:23.760]  我們要清楚我們的人生
[00:10:23.760 --> 00:10:27.040]  我們總不會經歷風浪
[00:10:27.040 --> 00:10:28.800]  不會一帆風水
[00:10:28.800 --> 00:10:31.680]  事實上這次也不太可以看
[00:10:31.680 --> 00:10:34.320]  因為在第四節的時候
[00:10:34.320 --> 00:10:40.000]  他這樣說「天職人在黑暗中有光向他發燃」
[00:10:40.000 --> 00:10:42.000]  例如有光向他發燃
[00:10:42.000 --> 00:10:46.720]  「天職人」就認為有光向他照耀
[00:10:46.720 --> 00:10:48.960]  「天職人」會更加清楚
[00:10:48.960 --> 00:10:50.720]  但這個「天職人」
[00:10:50.720 --> 00:10:53.600]  其實是指那些敬愛神
[00:10:53.600 --> 00:10:54.640]  敬愛神的人
[00:10:54.640 --> 00:10:59.680]  而不是指神眼中的異人
[00:10:59.680 --> 00:11:01.440]  經文形容「天職人」
[00:11:01.440 --> 00:11:05.600]  其實是同樣都會經歷人生中的黑暗
[00:11:05.600 --> 00:11:07.840]  不過實際上「天職人」
[00:11:07.840 --> 00:11:11.040]  就是會看顧這些「天職人」
[00:11:11.040 --> 00:11:13.840]  即使他們在黑暗的裏面
[00:11:13.840 --> 00:11:16.800]  也有光向他們照耀
[00:11:16.800 --> 00:11:21.840]  這個太子實在是會為人開一條長路
[00:11:21.840 --> 00:11:24.800]  就像我們在教會的一句俗語
[00:11:24.800 --> 00:11:26.480]  「能人的盡頭」
[00:11:26.480 --> 00:11:32.160]  「能人的盡頭 太神的開始」
[00:11:32.160 --> 00:11:34.800]  當我們繼續讀下去的時候
[00:11:34.800 --> 00:11:38.480]  我們會看到四字夏這樣說
[00:11:38.480 --> 00:11:42.800]  「他有尊貴 有憐憫 有公義」
[00:11:42.800 --> 00:11:44.480]  不過我們這樣看
[00:11:44.480 --> 00:11:46.960]  我們要問一個問題就是
[00:11:46.960 --> 00:11:49.520]  那個「他」究竟是誰
[00:11:49.520 --> 00:11:52.720]  因為「憐憫」純粹是三個形容詞
[00:11:52.720 --> 00:11:56.640]  即是「有尊貴 有憐憫 有公義」
[00:11:56.640 --> 00:11:58.880]  每次大家都在講哪一個
[00:11:58.880 --> 00:12:01.920]  所以我們很難去界定他才是哪一個
[00:12:01.920 --> 00:12:03.120]  第一個可能
[00:12:03.120 --> 00:12:06.080]  當然這個「他」是指神
[00:12:06.080 --> 00:12:07.840]  因為我們很熟悉
[00:12:07.840 --> 00:12:12.800]  神正是有尊貴 有憐憫 有公義
[00:12:12.800 --> 00:12:14.880]  不過這樣看自己的時候
[00:12:14.880 --> 00:12:16.160]  可能有不同的下文
[00:12:16.160 --> 00:12:18.080]  我正在講解這個內容
[00:12:18.080 --> 00:12:19.760]  很辛苦
[00:12:19.760 --> 00:12:23.360]  它是用這兩個字精確描述
[00:12:23.360 --> 00:12:26.160]  「以人生命」的特質
[00:12:26.160 --> 00:12:29.280]  這個是以人本來的詩語
[00:12:29.280 --> 00:12:31.600]  它用字很公正等等
[00:12:31.600 --> 00:12:33.840]  所以這個導致的「他」
[00:12:33.840 --> 00:12:35.840]  可能不是指長弟
[00:12:35.840 --> 00:12:38.240]  而是指那個正直人
[00:12:38.240 --> 00:12:42.560]  「有尊貴 有憐憫 有公義」
[00:12:42.560 --> 00:12:44.400]  我不知道你會不會去想
[00:12:44.400 --> 00:12:45.680]  私人怎麼會用
[00:12:45.680 --> 00:12:48.480]  就是「有尊貴 有憐憫 有公義」
[00:12:48.480 --> 00:12:50.400]  去形容正直人呢
[00:12:50.400 --> 00:12:52.560]  因為這也是神的宗旨
[00:12:52.560 --> 00:12:55.040]  怎麼能夠形容人的身份呢
[00:12:55.040 --> 00:13:00.160]  我會嘗試將字典多帶了十二年
[00:13:00.160 --> 00:13:03.040]  和各位一起在裡面做一個對照
[00:13:03.040 --> 00:13:06.640]  可能我們會有更多的清楚
[00:13:06.640 --> 00:13:09.280]  如果兩邊的字典放在一起
[00:13:09.280 --> 00:13:10.800]  我們可以看見
[00:13:10.800 --> 00:13:14.080]  兩三詩同樣都是字母詩
[00:13:14.080 --> 00:13:20.000]  我剛才說的字母詩是用外文的字母做成一句句子的開始
[00:13:20.000 --> 00:13:25.360]  第二 兩首詩同樣是以丁門嬌間尾這句話
[00:13:25.360 --> 00:13:28.240]  作為這首詩的一個前言
[00:13:28.240 --> 00:13:29.680]  而第三
[00:13:29.680 --> 00:13:32.240]  詩典的下十一篇第三節
[00:13:32.240 --> 00:13:35.600]  講到「他」的「公義」傳到永遠
[00:13:35.600 --> 00:13:37.120]  在讀經的過往
[00:13:37.120 --> 00:13:41.200]  在這八十二年的第三十夏和第九節
[00:13:41.200 --> 00:13:43.520]  是會有的出現
[00:13:43.520 --> 00:13:44.960]  第四
[00:13:44.960 --> 00:13:50.160]  有很多詩典有很多字眼是同一出現的
[00:13:50.160 --> 00:13:52.480]  我們先看看這張圖
[00:13:52.480 --> 00:13:54.400]  這張圖
[00:13:54.400 --> 00:13:56.640]  我想給大家看一下
[00:13:56.640 --> 00:13:59.120]  這張圖是有關的詩典的下十一篇
[00:13:59.120 --> 00:14:05.120]  藍色的字眼就是和第十二篇的字眼同複的內容
[00:14:05.120 --> 00:14:07.040]  我想給大家看一下
[00:14:07.040 --> 00:14:09.760]  這裏其實有很多同複的地方
[00:14:09.760 --> 00:14:16.400]  裏面有可能是正式人、紀念、寶珍貴、有憐憫
[00:14:16.400 --> 00:14:21.040]  敬愛他的人、公平、直到永遠等這些詞眼
[00:14:21.040 --> 00:14:23.840]  在這兩首詩篇中是重複出現的
[00:14:23.840 --> 00:14:32.160]  我們可以觀察到這兩首詩應該是有相當密切的關係
[00:14:32.160 --> 00:14:34.400]  所以我們可以推斷
[00:14:34.400 --> 00:14:40.800]  詩篇一百一十一篇和一百一十二篇應該是並排的去理解的
[00:14:40.800 --> 00:14:43.360]  就好像上一集那樣
[00:14:43.360 --> 00:14:45.920]  如果我們要說的時候
[00:14:45.920 --> 00:14:49.760]  我們要能夠去明白詩篇一百一十二篇
[00:14:49.760 --> 00:14:54.400]  他有恩惠、有憐憫、有公義
[00:14:54.400 --> 00:14:58.400]  還真是只能夠正正地做出受害
[00:14:58.400 --> 00:15:00.640]  因為詩篇一百一十一篇
[00:15:00.640 --> 00:15:08.000]  是讚美神怎樣去向正直人去承受了神帶人的受害
[00:15:08.000 --> 00:15:16.640]  並且向正直人去詩恩、以恩典、憐憫、公義去看待這些正直人
[00:15:16.640 --> 00:15:19.360]  所以詩篇一百一十二篇
[00:15:19.360 --> 00:15:27.040]  當他深情地是描述人正直人怎樣去領受了神的恩惠、憐憫和公義
[00:15:27.040 --> 00:15:34.480]  以至於他去學校神將這一份的恩惠、憐憫、公義向其他人去分享
[00:15:34.480 --> 00:15:37.600]  第二點我不知道有沒有類似於他的經歷
[00:15:37.600 --> 00:15:41.200]  當你剛剛經歷了一些恩典的時候
[00:15:41.200 --> 00:15:45.200]  你就學習將這些恩典和其他人去分享
[00:15:45.200 --> 00:15:50.080]  因為我們想能夠透過不同的人向我們去詩恩典
[00:15:50.080 --> 00:15:53.680]  我還記得當我和大家去讀神學的時候
[00:15:53.680 --> 00:15:58.080]  你知道因為大部分的神學生經濟有困難
[00:15:58.080 --> 00:16:04.560]  當時我在雜誌上我妹妹的牧者常常都請我們吃飯
[00:16:04.560 --> 00:16:08.080]  我媽媽請了我們都不好意思
[00:16:08.080 --> 00:16:12.240]  我記得牧者跟我們說這番話
[00:16:12.240 --> 00:16:16.080]  我媽媽說「你千萬不要覺得不好意思」
[00:16:16.080 --> 00:16:18.080]  她說「當我讀神學的時候」
[00:16:18.080 --> 00:16:24.720]  「我為牧者去讀神學的時候」「我為牧者都是這樣請他吃飯」
[00:16:24.720 --> 00:16:27.840]  我媽媽說「你只需要記住這些恩典」
[00:16:27.840 --> 00:16:32.800]  「當你們日後畢業了之後遇到其他神學生」
[00:16:32.800 --> 00:16:34.800]  「你就不能請他們吃飯」
[00:16:34.800 --> 00:16:38.080]  「將這些神學的恩典去分享出去」
[00:16:38.080 --> 00:16:41.120]  所以我和太太繼續去學生
[00:16:41.120 --> 00:16:43.600]  將這一份的恩典去分享出去
[00:16:43.600 --> 00:16:48.000]  所以今次我們都不會請神學生去吃飯
[00:16:48.000 --> 00:16:51.520]  你都會將這番話和他們說
[00:16:51.520 --> 00:16:55.520]  希望將這一份的恩典延誤過去
[00:16:55.520 --> 00:17:02.480]  我相信師傅說在第11篇和第182篇的關係上
[00:17:02.480 --> 00:17:09.120]  當你擁有了神的根、慧、延韻和封義的時候
[00:17:09.120 --> 00:17:17.920]  你就學習向其他人同樣去分享這一份的根、慧、延韻和封義
[00:17:17.920 --> 00:17:21.440]  再來我們看看正式而言
[00:17:21.440 --> 00:17:27.920]  那種生命是怎樣在流露神的根、慧、延韻和封義
[00:17:27.920 --> 00:17:32.240]  在第5次、6次我們可以分成三個部份
[00:17:32.240 --> 00:17:35.840]  特別是第5次、第6次、8次和第9次
[00:17:35.840 --> 00:17:38.640]  我們先看看第5次和第9次
[00:17:38.640 --> 00:17:41.600]  跟第2次的經文一樣
[00:17:41.600 --> 00:17:48.800]  那些同樣都是重覆著根、慧、延韻和封義的生命
[00:17:48.800 --> 00:17:51.360]  經文的梁廣正說
[00:17:51.360 --> 00:17:56.960]  這個生命是心如意人、知音如意人
[00:17:56.960 --> 00:18:01.040]  知音乃如人的,乃人事成神理
[00:18:01.040 --> 00:18:05.120]  乃其成分之後,有所名節日
[00:18:05.120 --> 00:18:09.120]  可能在第5次、6次這個話我們會有點不明白
[00:18:09.120 --> 00:18:13.600]  為甚麼突然間會被形容為「神父」這個情況呢?
[00:18:13.600 --> 00:18:16.720]  我想說將「神父」這個詞語
[00:18:16.720 --> 00:18:22.240]  就認為是「秉公處事之人,必向彼徒」
[00:18:22.240 --> 00:18:24.560]  這個譯法是較合理的
[00:18:24.560 --> 00:18:28.080]  就是講到那個秉公處事的人,他會受到神父
[00:18:28.080 --> 00:18:32.240]  而你只會有一種秉公處事的態度
[00:18:32.240 --> 00:18:34.880]  而要不斷被形容為一個秉公處事的人
[00:18:34.880 --> 00:18:39.600]  他要施捨自在,兜仔窮窮
[00:18:39.600 --> 00:18:41.040]  經文中形容
[00:18:41.040 --> 00:18:43.120]  他要稱讚一個異人
[00:18:43.120 --> 00:18:46.000]  就是他一人而全部永遠
[00:18:46.000 --> 00:18:49.520]  大國必被勾舉,大勞必要
[00:18:49.520 --> 00:18:54.720]  意思是他是被神去肯定、去稱讚
[00:18:54.720 --> 00:18:57.120]  我認為對詩人來說
[00:18:57.120 --> 00:19:01.120]  根、慧、延韻、公義的生命
[00:19:01.120 --> 00:19:06.000]  其實是老老實實在我政治人物的想法之中
[00:19:06.000 --> 00:19:10.320]  因為當他在這場生活中遇到同學的人
[00:19:10.320 --> 00:19:12.800]  以今日我們的社會來說
[00:19:12.800 --> 00:19:16.080]  我們沒有人一樣可能會遇到我們一家人
[00:19:16.080 --> 00:19:18.080]  我們遇到我們的朋友
[00:19:18.080 --> 00:19:22.080]  我們會遇到我們的同事、大英姊妹
[00:19:22.080 --> 00:19:24.960]  或者在街上不認識的人
[00:19:24.960 --> 00:19:29.280]  當政治人物去看見其他人有需要的時候
[00:19:29.280 --> 00:19:31.840]  他選擇幫助他們
[00:19:31.840 --> 00:19:36.000]  因為憐憫、公義的生命
[00:19:36.000 --> 00:19:39.920]  不是只限於在感情上學習的詩人
[00:19:39.920 --> 00:19:42.480]  不過你也提到第五節說
[00:19:42.480 --> 00:19:46.320]  經文、秉公、詩人的態度都是一樣
[00:19:46.320 --> 00:19:48.480]  這就是生命的特徵
[00:19:48.480 --> 00:19:51.200]  所以這部話如此的就是
[00:19:51.200 --> 00:19:56.880]  整個人的生命是樂於向人去詩人慰
[00:19:56.880 --> 00:19:58.560]  那是很憐憫
[00:19:58.560 --> 00:20:00.560]  那是很公義
[00:20:00.560 --> 00:20:03.920]  當他看到其他人的需要
[00:20:03.920 --> 00:20:07.440]  他選擇去幫助他們
[00:20:07.440 --> 00:20:09.600]  我認識我們的弟兄
[00:20:09.600 --> 00:20:14.160]  他看見有很多長者的需要
[00:20:14.160 --> 00:20:17.200]  他選擇定期去探望他們
[00:20:17.200 --> 00:20:18.960]  和他們去聊天
[00:20:18.960 --> 00:20:21.600]  去關心這些長者
[00:20:21.600 --> 00:20:25.120]  因為弟兄看見長者的需要
[00:20:25.120 --> 00:20:28.160]  他選擇關心這些長者
[00:20:28.160 --> 00:20:30.160]  我又認識一位姊妹
[00:20:30.160 --> 00:20:32.240]  她的姓名是基督部隊
[00:20:32.240 --> 00:20:36.880]  她當年的工作態度就是平衡處事
[00:20:36.880 --> 00:20:42.720]  我們知道她當年可能會得罪了其他部分的同事
[00:20:42.720 --> 00:20:49.680]  但她仍然選擇用這種平衡處事的態度在她的工作裡面
[00:20:49.680 --> 00:20:53.760]  這個姊妹她看見共鳴的應用性
[00:20:53.760 --> 00:20:57.520]  她選擇平衡去處事
[00:20:57.520 --> 00:21:00.640]  另外我又見過一位大學生
[00:21:00.640 --> 00:21:03.120]  當他在公園外的時候
[00:21:03.120 --> 00:21:07.120]  他看見一個小朋友被其他人欺凌
[00:21:07.120 --> 00:21:13.600]  那位大學生他今年就聲去勸了那些欺凌的人
[00:21:13.600 --> 00:21:17.760]  另外一位小朋友他看見不公義的事情
[00:21:17.760 --> 00:21:21.360]  他選擇就聲去勸了
[00:21:21.360 --> 00:21:25.040]  另外當我和同學去聊天的時候
[00:21:25.040 --> 00:21:27.680]  我聽到一位目測的辭職
[00:21:27.680 --> 00:21:32.880]  這位前輩很多年來在教會裡面默默的辭職
[00:21:32.880 --> 00:21:36.400]  即使他在院外或者是透過醫療力
[00:21:36.400 --> 00:21:40.160]  他仍然去到其他地區去宣教
[00:21:40.160 --> 00:21:44.480]  會建立了很多的教會和一些社區的設施
[00:21:44.480 --> 00:21:46.800]  會做很多很多的人
[00:21:46.800 --> 00:21:50.880]  這位目者他看見目人的需要
[00:21:50.880 --> 00:21:55.200]  他選擇默默的教會去選擇
