
[00:00:00.000 --> 00:00:04.000]  其實今天要跟大家講的這一篇道
[00:01:43.280 --> 00:01:46.080]  大地接他君王
[00:01:46.080 --> 00:01:47.680]  你再看第二節
[00:01:47.680 --> 00:01:50.800]  《普世歡騰,主治萬邦》
[00:01:50.800 --> 00:01:53.040]  在耶穌基督第一次的來臨
[00:01:53.040 --> 00:01:55.120]  他有沒有主治萬邦?
[00:01:55.120 --> 00:01:56.480]  他沒有
[00:01:56.480 --> 00:01:58.480]  再看第三節
[00:01:58.480 --> 00:02:01.040]  罪惡憂愁不容在場
[00:02:01.040 --> 00:02:03.680]  逝徒荊棘消亡
[00:02:03.680 --> 00:02:05.360]  化祖爲恩
[00:02:05.360 --> 00:02:06.720]  墓院伐特
[00:02:06.720 --> 00:02:09.120]  到處主宅留祥
[00:02:09.120 --> 00:02:11.440]  第一次耶穌基督來臨的時候
[00:02:11.440 --> 00:02:13.760]  有沒有荊棘全部消滅
[00:02:13.760 --> 00:02:16.720]  有沒有所有的咒詔都逆轉了?
[00:02:16.720 --> 00:02:17.760]  沒有
[00:02:17.760 --> 00:02:20.080]  講的是千禧年國
[00:02:20.080 --> 00:02:25.360]  等一會兒我們就會講這一切都在千禧年國會發生
[00:02:25.360 --> 00:02:27.120]  還有第四節
[00:02:27.120 --> 00:02:30.160]  主席真理恩治萬邦
[00:02:30.160 --> 00:02:35.520]  要使萬邦證明我主公義無限光榮
[00:02:35.520 --> 00:02:40.320]  這個在耶穌基督降世第一次來臨有沒有發生?
[00:02:40.320 --> 00:02:44.720]  他有沒有用他的真理來恩治萬邦?
[00:02:44.720 --> 00:02:49.120]  他的公義有沒有得到無限的光榮?
[00:02:49.120 --> 00:02:50.400]  都沒有
[00:02:50.400 --> 00:02:54.240]  這一切都要在千禧年國才發生
[00:02:54.240 --> 00:02:57.120]  所以這首詩歌並不是給聖誕
[00:02:57.120 --> 00:03:01.920]  這首歌所描述的是千禧年國
[00:03:01.920 --> 00:03:04.960]  講到聖誕
[00:03:04.960 --> 00:03:07.680]  也有一節很熟悉的經文
[00:03:07.680 --> 00:03:10.880]  就是天使對瑪利亞所講
[00:03:10.880 --> 00:03:15.360]  在《路加福音》的一章31至33節
[00:03:15.360 --> 00:03:20.800]  經文說:你要懷孕生子,可以給他起名叫耶穌
[00:03:20.800 --> 00:03:24.560]  他要爲大,稱爲至高者的兒子
[00:03:24.560 --> 00:03:28.640]  主神要把他祖大位的位給他
[00:03:28.640 --> 00:03:32.480]  他要作雅國家的王,直到永遠
[00:03:32.480 --> 00:03:35.600]  他的國也沒有窮盡
[00:03:35.600 --> 00:03:37.680]  我們見到這裏所講的
[00:03:37.680 --> 00:03:41.360]  是耶穌基督要承繼大位的王位
[00:03:41.360 --> 00:03:43.840]  要成爲雅國家的王
[00:03:43.840 --> 00:03:47.200]  這裏所講的是真真正正實實在在
[00:03:47.200 --> 00:03:52.000]  在千禧年國有一個以色列人的國
[00:03:52.000 --> 00:03:54.880]  這個就是千禧年國
[00:03:54.880 --> 00:04:00.560]  千禧年這個字原文的希臘文就是一千年
[00:04:00.560 --> 00:04:04.160]  我們知道我們英文的millennium這個字
[00:04:04.160 --> 00:04:06.800]  是由拉丁文變成的
[00:04:06.800 --> 00:04:09.520]  是由兩個部分形成
[00:04:09.520 --> 00:04:12.240]  millay就是一千
[00:04:12.240 --> 00:04:14.160]  annum就是年
[00:04:14.160 --> 00:04:19.600]  所以兩樣加在一起就是一千年
[00:04:19.600 --> 00:04:24.080]  我們見到這一千年的經文
[00:04:24.080 --> 00:04:28.720]  頻頻在啓示錄的第二十章出現
[00:04:28.720 --> 00:04:32.880]  在啓示錄的二十章二節第一次出現
[00:04:32.880 --> 00:04:36.160]  說撒旦會被捆綁一千年
[00:04:36.160 --> 00:04:40.640]  第三節說一千年後撒旦會被釋放
[00:04:40.640 --> 00:04:44.080]  第四節又說所有的基督徒
[00:04:44.080 --> 00:04:48.880]  所有的信徒都會和基督一同作王一千年
[00:04:48.880 --> 00:04:50.480]  然後第五節
[00:04:50.480 --> 00:04:54.080]  就是講到義人和不義的人復活
[00:04:54.080 --> 00:04:55.680]  是分開兩批
[00:04:55.680 --> 00:04:59.440]  一千年國就是間開兩個復活
[00:04:59.440 --> 00:05:03.440]  一千年之前的復活是給所有接受耶穌基督
[00:05:03.440 --> 00:05:04.880]  是接受神的人
[00:05:04.880 --> 00:05:09.520]  一千年之後是給所有不接受神的人
[00:05:09.520 --> 00:05:11.600]  所以是分開了
[00:05:11.600 --> 00:05:13.920]  第六節又一次講
[00:05:13.920 --> 00:05:17.680]  第一次復活的就是所有接受神的人
[00:05:17.680 --> 00:05:21.360]  都要和基督一同作王一千年
[00:05:21.360 --> 00:05:23.200]  如果你留意經文的話
[00:05:23.200 --> 00:05:30.400]  這一節的經文和第四節有一個首尾的結構
[00:05:30.400 --> 00:05:32.960]  我們見到兩個都是講到
[00:05:32.960 --> 00:05:37.200]  屬神的人會和耶穌基督一起掌權一千年
[00:05:37.200 --> 00:05:39.360]  然後第七節就說
[00:05:39.360 --> 00:05:41.040]  那一千年完了
[00:05:41.040 --> 00:05:45.200]  撒旦必從監牢裏被釋放出來
[00:05:45.200 --> 00:05:49.600]  這一節的經文又和第三節有一個首尾的結構
[00:05:49.600 --> 00:05:52.480]  最重要的那一節經文是什麼?
[00:05:52.480 --> 00:05:54.640]  講到兩次的復活
[00:05:54.640 --> 00:05:57.040]  就是義人和不義的人復活
[00:05:57.040 --> 00:05:58.400]  就是第五節
[00:05:58.400 --> 00:06:04.800]  一千年隔開了屬神的人和不屬神的人的復活
[00:06:04.800 --> 00:06:06.160]  有人會說
[00:06:06.160 --> 00:06:10.880]  全部講到一千年的經文都是在啓示錄的二十章
[00:06:10.880 --> 00:06:14.880]  有沒有其他的經文是講到千禧年的國度?
[00:06:14.880 --> 00:06:16.240]  當然有
[00:06:16.240 --> 00:06:19.040]  聖經裏面有很多很多的經文
[00:06:19.040 --> 00:06:20.400]  無論是舊約的
[00:06:20.400 --> 00:06:23.120]  無論是新約有關千禧年國
[00:06:23.120 --> 00:06:29.040]  千禧年國是在聖經裏面最詳細被講到的語言
[00:06:29.040 --> 00:06:31.840]  等下會和大家看這些經文
[00:06:31.840 --> 00:06:34.000]  但也有人會說
[00:06:34.000 --> 00:06:37.120]  實實在在講到一千年的
[00:06:37.120 --> 00:06:39.600]  只有啓示錄二十章
[00:06:39.600 --> 00:06:41.920]  如果真的那麼重要的話
[00:06:41.920 --> 00:06:45.360]  應該是會重複出現在聖經裏面
[00:06:45.360 --> 00:06:50.000]  爲什麼只是在啓示錄的二十章來講?
[00:06:50.000 --> 00:06:53.840]  這一段我以前也有和大家曾經講過
[00:06:53.840 --> 00:07:00.000]  在彼得後書和啓示錄有很多相似的地方
[00:07:00.000 --> 00:07:02.160]  在彼得後書的三章
[00:07:02.160 --> 00:07:06.960]  四至七節是講到耶穌基督回來審判列國
[00:07:06.960 --> 00:07:09.840]  這就是啓示錄第十九章
[00:07:09.840 --> 00:07:13.520]  耶穌基督騎着白馬回來戰勝列國
[00:07:13.520 --> 00:07:14.960]  一模一樣
[00:07:14.960 --> 00:07:19.440]  在彼得後書的三章十至十三節
[00:07:19.440 --> 00:07:21.760]  又講到舊天地的過去
[00:07:21.760 --> 00:07:23.920]  新天新地的創造
[00:07:23.920 --> 00:07:28.560]  這正是啓示錄的二十一章和二十二章
[00:07:28.560 --> 00:07:34.160]  深水清的弟兄姊妹一看就知道我跳了兩節經文
[00:07:34.160 --> 00:07:37.440]  就是彼得後書的三章八至九節
[00:07:37.440 --> 00:07:40.320]  和啓示錄的二十章
[00:07:40.320 --> 00:07:41.520]  剛纔講過了
[00:07:41.520 --> 00:07:43.520]  在啓示錄的二十章
[00:07:43.520 --> 00:07:48.400]  千禧年國的一千年是六次出現在經文
[00:07:48.400 --> 00:07:49.760]  彼得後書呢?
[00:07:49.760 --> 00:07:51.440]  三章八節
[00:07:51.440 --> 00:07:53.280]  親愛的弟兄啊
[00:07:53.280 --> 00:07:55.840]  有一件事你們不可忘記
[00:07:55.840 --> 00:07:58.480]  就是主漢一日如千年
[00:07:58.480 --> 00:08:00.320]  千年如一日
[00:08:00.320 --> 00:08:04.880]  我相信這裏是聖靈給彼得的啓示
[00:08:04.880 --> 00:08:07.280]  來告訴我們
[00:08:07.280 --> 00:08:10.800]  在耶穌基督再次回來
[00:08:10.800 --> 00:08:13.040]  和新天新地當中
[00:08:13.040 --> 00:08:14.800]  是有一千年
[00:08:14.800 --> 00:08:16.080]  千年如一日
[00:08:16.080 --> 00:08:18.960]  對神來說一日如千年
[00:08:18.960 --> 00:08:24.000]  今天要跟大家講的
[00:08:24.000 --> 00:08:26.400]  就是千禧年國
[00:08:26.400 --> 00:08:32.800]  這是非常具爭議性的神學問題
[00:08:32.800 --> 00:08:36.160]  其中有三個主要的觀點
[00:08:36.160 --> 00:08:37.920]  有人會說
[00:08:37.920 --> 00:08:41.520]  袁牧師你又要跟我講神學了
[00:08:41.520 --> 00:08:44.480]  很多人認爲神學不重要
[00:08:44.480 --> 00:08:46.240]  但其實神學很重要
[00:08:46.240 --> 00:08:48.720]  末世的神學未必那麼重要
[00:08:48.720 --> 00:08:53.040]  但會讓我們見到一個人如何解經
[00:08:53.040 --> 00:08:55.120]  這是很重要的
[00:08:55.120 --> 00:08:58.160]  等一下我們會回來看這一點
[00:08:58.160 --> 00:09:00.960]  這三個不同的觀點
[00:09:00.960 --> 00:09:03.360]  就是有前千禧年論
[00:09:03.360 --> 00:09:05.040]  後千禧年論
[00:09:05.040 --> 00:09:07.200]  和無千禧年論
[00:09:07.200 --> 00:09:09.600]  這三個看法
[00:09:09.600 --> 00:09:11.280]  其實不是那麼艱難
[00:09:11.280 --> 00:09:13.120]  其實是很容易
[00:09:13.120 --> 00:09:14.720]  前千禧年論
[00:09:14.720 --> 00:09:17.760]  就是說這個世界會變得越來越差
[00:09:17.760 --> 00:09:20.080]  然後耶穌基督就會回來
[00:09:20.080 --> 00:09:22.560]  帶領教會離開這個世界
[00:09:22.560 --> 00:09:24.400]  因爲世界太差了
[00:09:24.400 --> 00:09:26.240]  是他的話語說
[00:09:26.240 --> 00:09:28.960]  教會是不會經過這些苦難
[00:09:28.960 --> 00:09:30.960]  所以他帶教會離開
[00:09:30.960 --> 00:09:32.320]  去到天堂
[00:09:32.320 --> 00:09:35.600]  然後在地上就會有七年的災難
[00:09:35.600 --> 00:09:38.080]  這個世界會變得更加差
[00:09:38.080 --> 00:09:39.600]  然後去到一個地步
[00:09:39.600 --> 00:09:41.360]  耶穌基督就會回來
[00:09:41.360 --> 00:09:44.160]  帶領我們進入千禧年國
[00:09:44.160 --> 00:09:48.480]  因爲耶穌基督是在千禧年國的前面回來
[00:09:48.480 --> 00:09:50.240]  帶領我們進入千禧年國
[00:09:50.240 --> 00:09:52.240]  這個叫做前千禧年論
[00:09:52.240 --> 00:09:54.080]  很簡單
[00:09:54.080 --> 00:09:56.880]  這個論點也告訴他們
[00:09:56.880 --> 00:09:59.760]  這個世界會變得越來越差
[00:09:59.760 --> 00:10:02.880]  第二個觀點就是後千禧年論
[00:10:02.880 --> 00:10:04.320]  就是說
[00:10:04.320 --> 00:10:07.280]  透過教會影響這個世界
[00:10:07.280 --> 00:10:09.520]  透過教會同化這個世界
[00:10:09.520 --> 00:10:11.920]  這個世界會變得越來越好
[00:10:11.920 --> 00:10:14.560]  然後好到一個地步太好了
[00:10:14.560 --> 00:10:17.360]  耶穌基督說現在我可以回來了
[00:10:17.360 --> 00:10:19.680]  所以耶穌基督就回來了
[00:10:19.680 --> 00:10:22.880]  我們看到這個論點告訴他們
[00:10:22.880 --> 00:10:27.040]  耶穌基督回來在千禧年國的後面
[00:10:27.040 --> 00:10:31.360]  就是教會改變這個世界的後面
[00:10:31.360 --> 00:10:35.760]  所以這個觀點叫做後千禧年論
[00:10:35.760 --> 00:10:40.560]  要注意的是這個世界會變得越來越好
[00:10:40.560 --> 00:10:43.600]  第三個論點就是無千禧年論
[00:10:43.600 --> 00:10:46.480]  就是說不是實實在在地上
[00:10:46.480 --> 00:10:48.720]  有一個實在的王國
[00:10:48.720 --> 00:10:51.040]  有一個實在的王朝
[00:10:51.040 --> 00:10:53.600]  而是人心裏面的國
[00:10:53.600 --> 00:10:57.200]  這個是耶穌基督在我們每個基督徒的心裏面
[00:10:57.200 --> 00:10:59.760]  來作王來掌權
[00:10:59.760 --> 00:11:03.840]  這個叫做無千禧年論
[00:11:03.840 --> 00:11:05.360]  我們不妨
[00:11:05.360 --> 00:11:10.240]  又深入一些來看一看這三個論調
[00:11:10.240 --> 00:11:16.000]  其實前千禧年論是根據啓示錄的次序
[00:11:16.000 --> 00:11:18.800]  我們見到我時時都和大家說
[00:11:18.800 --> 00:11:23.040]  在啓示錄的第三章和第四章的中間
[00:11:23.040 --> 00:11:24.640]  教會被提
[00:11:24.640 --> 00:11:26.000]  這個世界越來越差
[00:11:26.000 --> 00:11:28.480]  然後耶穌基督回來將祂的新娘
[00:11:28.480 --> 00:11:30.400]  將教會提走
[00:11:30.400 --> 00:11:33.120]  然後世上會有七年的災難
[00:11:33.120 --> 00:11:35.520]  啓示錄的六章至十八章
[00:11:35.520 --> 00:11:38.160]  就是告訴我們這個災難期裏面
[00:11:38.160 --> 00:11:40.640]  所發生的事是怎樣
[00:11:40.640 --> 00:11:42.480]  然後在第十九章
[00:11:42.480 --> 00:11:45.040]  耶穌基督騎着白馬回來
[00:11:45.040 --> 00:11:47.040]  來戰勝列國
[00:11:47.040 --> 00:11:50.160]  來帶領我們進入千禧年國
[00:11:50.160 --> 00:11:52.160]  所以啓示錄的二十章
[00:11:52.160 --> 00:11:54.080]  就是講千禧年國
[00:11:54.080 --> 00:11:56.800]  六次提到一千年
[00:11:56.800 --> 00:11:58.240]  是一個真真正正
[00:11:58.240 --> 00:12:02.000]  耶穌基督在世上掌權的時候
[00:12:02.000 --> 00:12:03.680]  因爲我剛纔說
[00:12:03.680 --> 00:12:06.800]  耶穌基督的回來在千禧年國的前面
[00:12:06.800 --> 00:12:10.240]  所以這個叫做前千禧年論
[00:12:10.240 --> 00:12:12.160]  這個我們見到
[00:12:12.160 --> 00:12:15.120]  是符合現在世界的趨向
[00:12:15.120 --> 00:12:17.760]  我們見到世界變得越來越差
[00:12:17.760 --> 00:12:19.760]  是符合了我們所見到
[00:12:19.760 --> 00:12:24.000]  這個也是聖經裏面所預言
[00:12:24.000 --> 00:12:26.560]  提摩太後書的三章十三節
[00:12:26.560 --> 00:12:29.440]  馬太福音的二十四章二十一節
[00:12:29.440 --> 00:12:30.800]  都有告訴我們
[00:12:30.800 --> 00:12:33.680]  這個世界會變得越來越壞
[00:12:33.680 --> 00:12:35.440]  所以我覺得
[00:12:35.440 --> 00:12:41.680]  前千禧年論其實是正確對末世的觀點
[00:12:41.680 --> 00:12:44.160]  後千禧年論呢?
[00:12:44.160 --> 00:12:50.160]  後千禧年論是在十七世紀的中葉纔開始流行
[00:12:50.160 --> 00:12:53.600]  說的就是現在的教會時期
[00:12:53.600 --> 00:12:55.200]  就是千禧年國
[00:12:55.200 --> 00:12:59.920]  教會會令到這個世界變得越來越好
[00:12:59.920 --> 00:13:04.560]  神的公義、神的話語會傳到全世界
[00:13:04.560 --> 00:13:08.480]  然後所有的人都會變得越來越聖潔
[00:13:08.480 --> 00:13:10.000]  越來越好
[00:13:10.000 --> 00:13:11.520]  他們所說的
[00:13:11.520 --> 00:13:13.600]  這個不是實實在在
[00:13:13.600 --> 00:13:16.400]  世上以色列人的王朝
[00:13:16.400 --> 00:13:19.760]  不是說是大魏的王朝以色列國
[00:13:19.760 --> 00:13:23.840]  不是說耶穌基督親自在世上掌權
[00:13:23.840 --> 00:13:27.680]  而是教會改變這個世界
[00:13:27.680 --> 00:13:30.240]  這個論調由十七世紀中葉
[00:13:30.240 --> 00:13:34.080]  去到第一次世界大戰都是非常流行
[00:13:34.080 --> 00:13:36.000]  去到第一次世界大戰
[00:13:36.000 --> 00:13:38.320]  那些人就說大件事了
[00:13:38.320 --> 00:13:41.120]  這個世界不是那麼好的
[00:13:41.120 --> 00:13:43.040]  原來是亂七八糟
[00:13:43.040 --> 00:13:45.680]  原來還有世界大戰
[00:13:45.680 --> 00:13:47.840]  去到第二次世界大戰
[00:13:47.840 --> 00:13:51.360]  差不多全部的人都放棄了這個論點
[00:13:51.360 --> 00:13:56.880]  但是新近又好像有些復甦的現象
[00:13:56.880 --> 00:13:59.200]  這個論點我們知道
[00:13:59.200 --> 00:14:01.360]  是不符合我們所見到
[00:14:01.360 --> 00:14:03.520]  現在世界所發生的事
[00:14:03.520 --> 00:14:05.760]  就是這個世界很亂很亂
[00:14:05.760 --> 00:14:06.880]  亂亂的亂
[00:14:06.880 --> 00:14:08.240]  越來越差
[00:14:08.240 --> 00:14:10.400]  越來越邪惡
[00:14:10.400 --> 00:14:14.000]  這個也是不符合聖經的預言
[00:14:14.000 --> 00:14:18.400]  就是說世界會變得越來越邪惡
[00:14:18.400 --> 00:14:22.720]  如果真的要等到這個世界變得好
[00:14:22.720 --> 00:14:25.200]  然後耶穌基督纔回來
[00:14:25.200 --> 00:14:28.240]  透過教會來改變這個世界
[00:14:28.240 --> 00:14:34.000]  相信耶穌基督永遠都不會回到這個世上
[00:14:34.000 --> 00:14:36.960]  還有一個論點最後就是
[00:14:36.960 --> 00:14:38.720]  無千禧年論
[00:14:38.720 --> 00:14:43.440]  這個論點我會用多一點時間來解釋
[00:14:43.440 --> 00:14:44.640]  爲什麼?
[00:14:44.640 --> 00:14:45.840]  因爲很不幸
[00:14:45.840 --> 00:14:51.440]  這個是大部分基督徒所相信的一個論點
[00:14:51.440 --> 00:14:56.480]  在世上大部分的基督徒都相信是無千禧年論
[00:14:56.480 --> 00:14:59.680]  這個論點就是說
[00:14:59.680 --> 00:15:05.600]  這個千禧年的國度現在已經在進行中
[00:15:05.600 --> 00:15:07.520]  在我們的心裏面
[00:15:07.520 --> 00:15:12.640]  每個基督徒都有耶穌基督在我們的心裏面掌權
[00:15:12.640 --> 00:15:16.160]  所以這個論點是要將所有
[00:15:16.160 --> 00:15:20.160]  耶穌基督實實在在在世上掌權的經文
[00:15:20.160 --> 00:15:24.320]  全部改成寓意化、靈意化
[00:15:24.320 --> 00:15:26.000]  就是說象徵式的
[00:15:26.000 --> 00:15:28.000]  不是用字面來解釋
[00:15:28.000 --> 00:15:31.120]  不是實實在在的
[00:15:31.120 --> 00:15:36.960]  用寓意、用靈意來解經究竟是何時開始的
[00:15:36.960 --> 00:15:43.120]  可以歸功給一位三世紀的教父叫做俄利根
[00:15:43.120 --> 00:15:48.320]  這個人開始用寓意、用靈意來解經
[00:15:48.320 --> 00:15:52.560]  然後慢慢被奧古斯丁接納了
[00:15:52.560 --> 00:15:56.640]  奧古斯丁就用他來解釋末世的經文
[00:15:56.640 --> 00:16:02.560]  所以就開始了這個無千禧年論的論點
[00:16:02.560 --> 00:16:05.920]  我們看看爲什麼會有這樣的事情發生
[00:16:05.920 --> 00:16:11.360]  我們知道教會在一世紀到三世紀
[00:16:11.360 --> 00:16:13.840]  都是被羅馬政府逼迫的
[00:16:13.840 --> 00:16:17.760]  很多人信道教會被逼迫得不得了
[00:16:17.760 --> 00:16:19.680]  到了四世紀
[00:16:19.680 --> 00:16:24.160]  君士誕丁突然接受了基督教
[00:16:24.160 --> 00:16:28.960]  在十年之內基督教還變成了羅馬政府的國教
[00:16:28.960 --> 00:16:31.280]  正式的國教
[00:16:31.280 --> 00:16:35.920]  一時間我們見到政府就支持教會
[00:16:35.920 --> 00:16:38.960]  所以如果你站着講道
[00:16:38.960 --> 00:16:42.240]  羅馬政府的官員就會坐着聽你講道
[00:16:42.240 --> 00:16:44.720]  因爲他們都是信基督教
[00:16:44.720 --> 00:16:47.760]  你在講道的時候你夠不夠膽說
[00:16:47.760 --> 00:16:49.920]  耶穌基督很快會回來
[00:16:49.920 --> 00:16:52.720]  一回來就砌下所有的國家
[00:16:52.720 --> 00:16:55.760]  包括羅馬政府、羅馬帝國
[00:16:55.760 --> 00:16:58.960]  剷下你們建立他們自己的國家
[00:16:58.960 --> 00:17:00.480]  你講不講得出口
[00:17:00.480 --> 00:17:03.280]  對着你的米飯班主
[00:17:03.280 --> 00:17:05.040]  講不出口
[00:17:05.040 --> 00:17:07.360]  如果你是講道這個國
[00:17:07.360 --> 00:17:08.880]  耶穌基督的國
[00:17:08.880 --> 00:17:10.800]  只不過是心裏面的國
[00:17:10.800 --> 00:17:14.960]  而不是實實在在在世上的國度的話
[00:17:14.960 --> 00:17:18.240]  容易出口,沒那麼敏感
[00:17:18.240 --> 00:17:21.440]  所以我們見到這樣一個講法
[00:17:21.440 --> 00:17:25.520]  是影響了所有中世紀的教會
[00:17:25.520 --> 00:17:27.920]  和天主教
[00:17:27.920 --> 00:17:32.000]  所以我們見到就產生了現在這個現象
[00:17:32.000 --> 00:17:36.720]  大部分的基督徒都是相信無千禧年論
[00:17:36.720 --> 00:17:41.360]  就是不是實實在在有一個耶穌基督的王朝
[00:17:41.360 --> 00:17:47.120]  只不過是人心裏面的一個國度
[00:17:47.120 --> 00:17:49.360]  這班人會告訴我們
[00:17:49.360 --> 00:17:53.440]  我們現在就在千禧年國
[00:17:53.440 --> 00:17:58.160]  我們剛纔看普世歡騰的歌詞
[00:17:58.160 --> 00:18:03.360]  我們都見到在千禧年國會是怎樣的一個國
[00:18:03.360 --> 00:18:05.040]  滿有太平盛世
[00:18:05.040 --> 00:18:06.320]  有公義
[00:18:06.320 --> 00:18:08.400]  有公平的世界
[00:18:08.400 --> 00:18:10.880]  如果現在我們就在這個國裏面
[00:18:10.880 --> 00:18:12.560]  就很可怕了
[00:18:12.560 --> 00:18:14.320]  我們見到亂七八糟
[00:18:14.320 --> 00:18:15.680]  充滿了邪惡
[00:18:15.680 --> 00:18:17.280]  充滿了奸險
[00:18:17.280 --> 00:18:20.000]  這個就是千禧年國
[00:18:20.000 --> 00:18:22.480]  還有一樣東西很可怕
[00:18:22.480 --> 00:18:26.240]  我們剛纔讀啓示錄的二十章第二節
[00:18:26.240 --> 00:18:28.880]  說千禧年國是怎樣的
[00:18:28.880 --> 00:18:31.920]  撒旦被捆綁一千年
[00:18:31.920 --> 00:18:34.240]  被捆綁住的
[00:18:34.240 --> 00:18:36.320]  但是爲什麼如果真的被捆綁
[00:18:36.320 --> 00:18:40.880]  爲什麼在使徒行傳的第五章第三節
[00:18:40.880 --> 00:18:43.440]  講到初期教會
[00:18:43.440 --> 00:18:46.480]  講到阿拉尼亞撒菲拉
[00:18:46.480 --> 00:18:49.200]  他們變賣了自己的地產
[00:18:49.200 --> 00:18:54.080]  拿了一部分出來,然後將其餘的給教會
[00:18:54.080 --> 00:18:58.560]  他們騙教會說他們已經將全部的房地產
[00:18:58.560 --> 00:19:01.760]  已經獻出來給教會
[00:19:01.760 --> 00:19:04.080]  彼得說他們欺控聖靈
[00:19:04.080 --> 00:19:07.760]  說撒旦是充滿了他們的心
[00:19:07.760 --> 00:19:09.840]  如果撒旦真的被捆綁的話
[00:19:09.840 --> 00:19:11.520]  怎樣可以充滿人的心
[00:19:11.520 --> 00:19:14.560]  有人說這些只不過是象徵式
[00:19:14.560 --> 00:19:18.000]  你看完哥林多後書的四章四節
[00:19:18.000 --> 00:19:22.960]  不信的人被這個世界的神撒旦弄活了心眼
[00:19:22.960 --> 00:19:26.960]  他還可以出來到處去矇騙人
[00:19:26.960 --> 00:19:30.640]  還有就是鐵撒羅尼加前書的二章十八節
[00:19:30.640 --> 00:19:34.640]  說保羅有幾次想去不同的地方傳福音
[00:19:34.640 --> 00:19:37.200]  都被撒旦來阻擋
[00:19:37.200 --> 00:19:41.520]  被捆綁住還可以阻擋人去地方?
[00:19:41.520 --> 00:19:44.080]  你看完彼得前書的五章八節
[00:19:44.080 --> 00:19:48.160]  說撒旦如同咆哮的獅子遍地遊行
[00:19:48.160 --> 00:19:50.400]  尋找可吞喫的人
[00:19:50.400 --> 00:19:53.280]  如果撒旦真的被捆綁的話
[00:19:53.280 --> 00:19:56.400]  這條捆綁他的鎖鏈就太長了
[00:19:56.400 --> 00:19:59.280]  他可以任意而爲隨心所欲
[00:19:59.280 --> 00:20:01.440]  他喜歡去做什麼就做什麼
[00:20:01.440 --> 00:20:05.840]  這個絕對是不符合聖經的教導
[00:20:05.840 --> 00:20:08.240]  另外我們又見到
[00:20:08.240 --> 00:20:13.200]  如果這個國只不過是每個基督徒心裏的國
[00:20:13.200 --> 00:20:16.240]  而不是真真正正的以色列人的國
[00:20:16.240 --> 00:20:18.880]  不是大魏的王朝的話
[00:20:18.880 --> 00:20:20.400]  即是代表什麼?
[00:20:20.400 --> 00:20:23.760]  即是教會是代替了以色列
[00:20:23.760 --> 00:20:26.960]  這羣論點的神學家會說
[00:20:26.960 --> 00:20:29.760]  所有給以色列人的祝福
[00:20:29.760 --> 00:20:32.560]  全部被我們教會納了
[00:20:32.560 --> 00:20:35.040]  上了我們的身
[00:20:35.040 --> 00:20:36.160]  詔咒呢?
[00:20:36.160 --> 00:20:39.920]  詔咒仍然在以色列人的身上
[00:20:39.920 --> 00:20:44.880]  他們會說神已經放棄了以色列
[00:20:44.880 --> 00:20:48.080]  以色列是不會再復興
[00:20:48.080 --> 00:20:49.280]  但這件事
[00:20:49.280 --> 00:20:51.280]  聖經不是這樣說的
