
[00:00:00.000 --> 00:00:07.800]  頂智慧五嬅在我仍然讀書的時候
[00:06:47.400 --> 00:06:49.000]  但已經知道你們可能看過
[00:06:49.000 --> 00:06:50.600]  是一本翻譯書
[00:06:50.600 --> 00:06:53.800]  它的作者叫做彭柯黎
[00:06:53.800 --> 00:06:58.100]  這個人其實出名的地方就是
[00:06:58.100 --> 00:07:00.100]  他救了很多猶太人
[00:07:00.100 --> 00:07:01.800]  故事是這樣
[00:07:01.800 --> 00:07:05.000]  其實他家裡是做鐘錶的
[00:07:05.000 --> 00:07:07.400]  就是他爸爸是做鐘錶匠
[00:07:07.400 --> 00:07:09.500]  又賣錶的
[00:07:09.500 --> 00:07:15.600]  當時老實說生意就不容易做
[00:07:15.600 --> 00:07:18.700]  有一次當他們的家庭
[00:07:18.700 --> 00:07:22.500]  經濟又是陷入困難的時候
[00:07:22.500 --> 00:07:28.200]  突然間有一個衣著非常光鮮的人推門進來
[00:07:28.200 --> 00:07:30.200]  就跟爸爸說
[00:07:30.200 --> 00:07:31.900]  他爸爸在右邊那個樣子
[00:07:31.900 --> 00:07:36.000]  他說我要買一隻名貴的手錶
[00:07:36.000 --> 00:07:39.300]  這個VIP來的
[00:07:39.300 --> 00:07:40.800]  就是重要的客人
[00:07:40.800 --> 00:07:42.300]  於是就招呼他
[00:07:42.300 --> 00:07:45.300]  就介紹了一隻錶給他
[00:07:45.300 --> 00:07:49.200]  這個客人看完之後很滿意
[00:07:49.200 --> 00:07:51.500]  就用現金給錢
[00:07:51.500 --> 00:07:55.700]  他爸爸就將隻錶包好
[00:07:55.700 --> 00:07:58.700]  就交了給這位顧客
[00:07:58.700 --> 00:08:00.300]  就收錢
[00:08:00.300 --> 00:08:02.600]  當他收錢收了之後
[00:08:02.600 --> 00:08:04.800]  他就數一下對不對數
[00:08:04.800 --> 00:08:06.000]  很正常
[00:08:06.000 --> 00:08:07.500]  因為數的時候
[00:08:07.500 --> 00:08:09.900]  這個客人就跟他爸爸說
[00:08:09.900 --> 00:08:15.000]  其實他要買一隻新錶的原因
[00:08:15.000 --> 00:08:17.500]  因為他舊那隻
[00:08:17.500 --> 00:08:22.000]  他拿去隔壁鐘錶店那裡
[00:08:22.000 --> 00:08:23.700]  老闆不在
[00:08:23.700 --> 00:08:25.200]  只有老闆仔在
[00:08:25.200 --> 00:08:26.700]  這個仔呢
[00:08:26.700 --> 00:08:28.000]  就是那隻錶壞了
[00:08:28.000 --> 00:08:29.300]  不懂得修理
[00:08:29.300 --> 00:08:31.000]  他唯有買那隻
[00:08:31.000 --> 00:08:34.900]  於是隔壁鐘錶店就來了他爸爸那裡
[00:08:34.900 --> 00:08:37.300]  就要買那隻錶
[00:08:37.300 --> 00:08:39.900]  後來的爸爸就說
[00:08:39.900 --> 00:08:41.000]  哎呀這樣啊
[00:08:41.000 --> 00:08:44.400]  你拿你的舊錶來看看
[00:08:44.400 --> 00:08:46.000]  他就拿他的舊錶
[00:08:46.000 --> 00:08:47.600]  就是拆開了錶殼
[00:08:47.600 --> 00:08:50.200]  在他那個錶玉那裡
[00:08:50.200 --> 00:08:53.400]  就做了一點點調整
[00:08:53.400 --> 00:08:55.100]  接著呢
[00:08:55.100 --> 00:08:58.200]  他爸爸就蓋上那個錶殼
[00:08:58.200 --> 00:09:02.100]  就給那隻錶這個VIP客人
[00:09:02.100 --> 00:09:04.200]  他說那隻錶沒有壞的
[00:09:04.200 --> 00:09:07.000]  仍然可以用的
[00:09:07.000 --> 00:09:10.600]  隔壁店那個店鋪那個年輕人
[00:09:10.600 --> 00:09:11.700]  遲一點就可以了
[00:09:11.700 --> 00:09:15.800]  他應該慢慢慢慢他的技術會好一點
[00:09:15.800 --> 00:09:16.700]  會修理到的
[00:09:16.700 --> 00:09:17.500]  不過呢
[00:09:17.500 --> 00:09:20.500]  如果你仍然沒有信心
[00:09:20.500 --> 00:09:21.400]  需要我幫你
[00:09:21.400 --> 00:09:25.900]  你下次那隻錶有事你拿回來店鋪我幫你修理
[00:09:25.900 --> 00:09:27.100]  接著呢
[00:09:27.100 --> 00:09:32.900]  就把那些錢推給這個尊貴的客人
[00:09:32.900 --> 00:09:36.200]  他說你把剛才賣給你的那隻錶給我
[00:09:36.200 --> 00:09:37.000]  我給錢你了
[00:09:37.000 --> 00:09:39.200]  不用買了
[00:09:39.200 --> 00:09:40.400]  彭安麗呢
[00:09:40.400 --> 00:09:41.900]  當時呢
[00:09:41.900 --> 00:09:44.200]  就看著她爸爸
[00:09:44.200 --> 00:09:46.600]  就是給那些錢人
[00:09:46.600 --> 00:09:47.700]  拿回那隻錶
[00:09:47.700 --> 00:09:49.300]  然後很客氣
[00:09:49.300 --> 00:09:51.400]  就幫這個客人推門
[00:09:51.400 --> 00:09:54.400]  就請她走了
[00:09:54.400 --> 00:09:58.300]  她爸爸見到彭安麗這樣的樣子
[00:09:58.300 --> 00:10:00.300]  他就知道哎呀
[00:10:00.300 --> 00:10:01.600]  很失望
[00:10:01.600 --> 00:10:06.200]  為什麼要取消這單交易呢
[00:10:06.200 --> 00:10:09.600]  他爸爸就跟女兒解釋
[00:10:09.600 --> 00:10:12.200]  他說當神知道這一個顧客
[00:10:12.200 --> 00:10:17.500]  來到光顧我們買了剛才那隻這麼貴的錶
[00:10:17.500 --> 00:10:22.800]  你猜上帝的名會不會得著榮耀
[00:10:22.800 --> 00:10:25.000]  他問回女兒
[00:10:25.000 --> 00:10:26.700]  有的時候呢
[00:10:26.700 --> 00:10:28.100]  我們會有這樣的想法
[00:10:28.100 --> 00:10:28.500]  哎
[00:10:28.500 --> 00:10:30.000]  他推門進來
[00:10:30.000 --> 00:10:31.400]  買隻錶
[00:10:31.400 --> 00:10:32.900]  姜太公釣魚
[00:10:32.900 --> 00:10:33.500]  是不是啊
[00:10:33.500 --> 00:10:35.200]  願者上釣
[00:10:35.200 --> 00:10:37.500]  況且我都是做生意而已
[00:10:37.500 --> 00:10:40.300]  我都是希望做成一單生意
[00:10:40.300 --> 00:10:43.900]  好像沒問題的
[00:10:43.900 --> 00:10:46.400]  但是我們需要想一想
[00:10:46.400 --> 00:10:49.900]  我們所相信這個是創造天地的主
[00:10:49.900 --> 00:10:52.700]  所有東西都是祂的
[00:10:52.700 --> 00:10:54.300]  最重要的就是
[00:10:54.300 --> 00:10:56.200]  在我們的生命當中
[00:10:56.200 --> 00:11:00.900]  讓人可以見到神的光明
[00:11:00.900 --> 00:11:03.700]  經文在第九節
[00:11:03.700 --> 00:11:05.300]  告訴我們
[00:11:05.300 --> 00:11:07.300]  光明是可以看的
[00:11:07.300 --> 00:11:08.700]  有樣子看的
[00:11:08.700 --> 00:11:11.700]  因為第九節接著這樣說
[00:11:11.700 --> 00:11:13.400]  光明所見的果子
[00:11:13.400 --> 00:11:16.900]  就是一切良善公義誠實
[00:11:16.900 --> 00:11:19.700]  如果要成為光明的子女
[00:11:19.700 --> 00:11:22.200]  接著到了第十節
[00:11:22.200 --> 00:11:24.000]  又要提醒我們
[00:11:24.000 --> 00:11:28.300]  我們要不斷留意什麼東西
[00:11:28.300 --> 00:11:30.500]  是主所喜悅的事
[00:11:30.500 --> 00:11:32.700]  然後走出來
[00:11:32.700 --> 00:11:33.900]  倒過來
[00:11:33.900 --> 00:11:36.100]  十一節上半節
[00:11:36.100 --> 00:11:36.600]  就說
[00:11:36.600 --> 00:11:38.700]  難會無益的事
[00:11:38.700 --> 00:11:41.300]  不要與人同行
[00:11:41.300 --> 00:11:44.200]  其他事不要參與了
[00:11:44.200 --> 00:11:46.700]  不要搞了
[00:11:46.700 --> 00:11:49.900]  光除了會為我們自己
[00:11:49.900 --> 00:11:52.000]  帶來生命的改變
[00:11:52.000 --> 00:11:55.700]  第十一節下半節還跟著說
[00:11:55.700 --> 00:11:59.500]  祂會為其他人的生命帶來改變
[00:11:59.500 --> 00:12:02.600]  因為保羅提醒我們
[00:12:02.600 --> 00:12:06.100]  要責備行者事
[00:12:06.100 --> 00:12:07.400]  就是說
[00:12:07.400 --> 00:12:11.400]  那些人如果行一些暗會
[00:12:11.400 --> 00:12:13.600]  無益的事的人
[00:12:13.600 --> 00:12:16.200]  你要責備他
[00:12:16.200 --> 00:12:21.800]  責備當然用語言去提醒
[00:12:21.800 --> 00:12:23.600]  告訴對方
[00:12:23.600 --> 00:12:26.500]  這樣不行的
[00:12:26.500 --> 00:12:30.400]  在新漢譯本和現代中文譯本
[00:12:30.400 --> 00:12:32.800]  就將這兩個字
[00:12:32.800 --> 00:12:40.600]  分別翻譯成為揭露、揭發
[00:12:40.600 --> 00:12:41.500]  十二節
[00:12:41.500 --> 00:12:44.200]  因為他們暗中所行的
[00:12:44.200 --> 00:12:48.900]  就是提起來也是可恥的
[00:12:48.900 --> 00:12:50.800]  意思就是
[00:12:50.800 --> 00:12:55.200]  當有些人暗地裡做了這些事
[00:12:55.200 --> 00:12:57.300]  被人發現
[00:12:57.300 --> 00:13:01.300]  其實都是一些很醜的事
[00:13:01.300 --> 00:13:03.100]  除此之外
[00:13:03.100 --> 00:13:07.100]  揭露別人行這些暗會的事
[00:13:07.100 --> 00:13:11.300]  還有什麼正面的後果呢
[00:13:11.300 --> 00:13:14.100]  第十三節
[00:13:14.100 --> 00:13:16.600]  凡事受了責備
[00:13:16.600 --> 00:13:19.800]  就被光明顯明出來
[00:13:19.800 --> 00:13:24.300]  因為一切能顯明的就是光
[00:13:24.300 --> 00:13:26.900]  當人被揭露出來
[00:13:26.900 --> 00:13:28.700]  被光照
[00:13:28.700 --> 00:13:32.800]  就不能夠再在黑暗當中來生活
[00:13:32.800 --> 00:13:33.900]  更進一步
[00:13:33.900 --> 00:13:36.200]  不單止不在裡面生活
[00:13:36.200 --> 00:13:39.400]  他都能夠成為光
[00:13:39.400 --> 00:13:41.200]  這裡聖經是這樣寫
[00:13:41.200 --> 00:13:43.400]  光有這個力量
[00:13:43.400 --> 00:13:46.100]  是可以驅除黑暗
[00:13:46.100 --> 00:13:52.900]  在現在這些採礦的技術出現之前
[00:13:52.900 --> 00:13:58.300]  以前就是用雷仔的
[00:13:58.300 --> 00:14:00.900]  這些雷子
[00:14:00.900 --> 00:14:07.100]  是用在地底去採這些礦物
[00:14:07.100 --> 00:14:13.300]  由於這些雷仔是長時間在地底生活
[00:14:13.300 --> 00:14:17.400]  所以飼養他們的人就發現
[00:14:17.400 --> 00:14:24.300]  慢慢這些雷仔就會失去了視力
[00:14:24.300 --> 00:14:30.700]  如果我們在屬靈的黑暗裡面來生活
[00:14:30.700 --> 00:14:36.400]  被光照又不願意迴轉
[00:14:36.400 --> 00:14:45.400]  結果我們就跟這些在地底採礦的雷仔一模一樣
[00:14:45.400 --> 00:14:52.700]  黑暗是會切斷我們屬靈的視覺神經
[00:14:52.700 --> 00:14:55.500]  我們看不到的了
[00:14:55.500 --> 00:15:01.500]  我們甚至在什麼周圍是黑的不知道
[00:15:01.500 --> 00:15:04.700]  在黑暗之中生活越長
[00:15:04.700 --> 00:15:09.500]  我們就越難選擇黑暗
[00:15:09.500 --> 00:15:14.300]  其實我們是在選擇盲目
[00:15:14.300 --> 00:15:19.700]  這些雷仔整個生活都在地底
[00:15:19.700 --> 00:15:23.600]  在這些礦場裡面來生活
[00:15:23.600 --> 00:15:26.800]  工作在黑暗當中
[00:15:26.800 --> 00:15:30.500]  吃東西在黑暗當中
[00:15:30.500 --> 00:15:35.000]  死都死在黑暗當中
[00:15:35.000 --> 00:15:39.800]  所以保羅在第14節就這樣說
[00:15:39.800 --> 00:15:43.800]  所以傳說你這睡著的人當醒過來
[00:15:43.800 --> 00:15:48.100]  從死裡復活 基督就要光照來了
[00:15:48.100 --> 00:15:52.100]  睡著代表死亡 我相信大家都知道
[00:15:52.100 --> 00:15:54.800]  選擇在黑暗裡面行事的人
[00:15:54.800 --> 00:15:59.400]  在靈性裡面死了 已經死了
[00:15:59.400 --> 00:16:02.700]  保羅希望這些人繼續停留在死亡
[00:16:02.700 --> 00:16:06.500]  最終好像我剛才說的那些雷仔那樣
[00:16:06.500 --> 00:16:08.800]  永遠死在地底
[00:16:08.800 --> 00:16:11.500]  而是盼望他們能夠被基督光照
[00:16:11.500 --> 00:16:15.900]  願意迴轉復活 脫離罪的捆綁
[00:16:15.900 --> 00:16:18.500]  好了 第二個大的段落
[00:16:18.500 --> 00:16:21.500]  在第15至到第20節
[00:16:21.500 --> 00:16:24.100]  請大家跟我一起讀出 預備起
[00:16:24.100 --> 00:16:26.000]  你們要謹慎行事
[00:16:26.000 --> 00:16:29.300]  不要像愚昧人 當像智慧人
[00:16:29.300 --> 00:16:30.800]  要外色光陰
[00:16:30.800 --> 00:16:33.200]  因為現今的世代邪惡
[00:16:33.200 --> 00:16:34.800]  不要作糊塗人
[00:16:34.800 --> 00:16:37.400]  要明白主的旨意如何
[00:16:37.400 --> 00:16:40.400]  不要醉酒 酒能使人放蕩
[00:16:40.400 --> 00:16:42.900]  乃要被聖靈充滿
[00:16:42.900 --> 00:16:46.900]  當用詩章 頌詞 靈歌彼此對說
[00:16:46.900 --> 00:16:49.500]  口唱深沉的讚美主
[00:16:49.500 --> 00:16:52.900]  凡是要奉我主督的名
[00:16:52.900 --> 00:16:56.100]  常常感謝父神
[00:16:56.100 --> 00:16:59.900]  第15節經文這樣說
[00:16:59.900 --> 00:17:02.200]  你們要謹慎行事
[00:17:02.200 --> 00:17:05.700]  不要像愚昧人 當像智慧人
[00:17:05.700 --> 00:17:08.900]  行事這個字來到這裡
[00:17:08.900 --> 00:17:11.400]  其實是出現第三次了
[00:17:11.400 --> 00:17:12.900]  第五章
[00:17:12.900 --> 00:17:15.900]  第一次 在第二節
[00:17:15.900 --> 00:17:18.400]  也要憑愛心行事
[00:17:18.400 --> 00:17:21.800]  正如基督愛我們 為我們捨了自己
[00:17:21.800 --> 00:17:26.600]  當作輕香的供物和祭物 獻與神
[00:17:26.600 --> 00:17:30.200]  所以我們就要學習寫幾個功課
[00:17:30.200 --> 00:17:37.200]  請留意 這樣做是代表我們向神獻祭
[00:17:37.200 --> 00:17:43.700]  去讓上帝的準則 成為我們的準則
[00:17:43.700 --> 00:17:48.900]  當然 上帝的準則是最重要的
[00:17:48.900 --> 00:17:52.700]  遠遠給人看我們有沒有愛心
[00:17:52.700 --> 00:17:56.900]  滿足人的想法 重要得多
[00:17:56.900 --> 00:18:00.100]  第二個的行事 在第八節
[00:18:00.100 --> 00:18:03.900]  行事為人 就幫助光明的子女
[00:18:03.900 --> 00:18:06.000]  剛才我解釋過了
[00:18:06.000 --> 00:18:09.100]  來到這裡第十五節了
[00:18:09.100 --> 00:18:12.700]  這裡說我們要謹慎行事
[00:18:12.700 --> 00:18:18.200]  就是要看清楚究竟我們的行為標準
[00:18:18.200 --> 00:18:21.300]  是否合乎神的價值觀
[00:18:21.300 --> 00:18:25.200]  這裡告訴我們當像智慧人
[00:18:25.200 --> 00:18:28.700]  不要做愚昧人 糊塗人
[00:18:28.700 --> 00:18:31.100]  能夠這樣做
[00:18:31.100 --> 00:18:34.800]  其實就好像曾賢的九章第十節
[00:18:34.800 --> 00:18:36.300]  這裡給我們的提醒
[00:18:36.300 --> 00:18:38.500]  敬畏而華是智慧的開端
[00:18:38.500 --> 00:18:42.300]  認識智慧者便是聰明
[00:18:42.300 --> 00:18:44.900]  好了 到了第十六節
[00:18:44.900 --> 00:18:46.300]  接著就這樣說了
[00:18:46.300 --> 00:18:51.300]  要愛惜光陰 因為現今的世代邪惡
[00:18:51.300 --> 00:18:55.600]  愛惜光陰呢 就不是說時間不夠用
[00:18:55.600 --> 00:18:59.600]  所以省點用 做快點 不斷追趕
[00:18:59.600 --> 00:19:03.800]  它原本的意思是贖回時機
[00:19:03.800 --> 00:19:07.400]  當上帝拯救我們之後
[00:19:07.400 --> 00:19:11.800]  祂沒有將你和我立刻接走回天下
[00:19:11.800 --> 00:19:14.000]  一信耶穌就上了
[00:19:14.000 --> 00:19:15.400]  我們是這樣
[00:19:15.400 --> 00:19:19.600]  我們仍然在世上有一口氣
[00:19:19.600 --> 00:19:22.300]  仍然留在地上
[00:19:22.300 --> 00:19:27.900]  原因是祂希望我們每一個都能夠找緊機會
[00:19:27.900 --> 00:19:29.300]  祂給我們的機會
[00:19:29.300 --> 00:19:32.100]  去過一個有意思的人生
[00:19:32.100 --> 00:19:35.300]  不過呢 儘管我們每一個人
[00:19:35.300 --> 00:19:38.600]  大家都是的 每人有二十四小時
[00:19:38.600 --> 00:19:40.300]  因為我們都很肯定
[00:19:40.300 --> 00:19:42.100]  包括我自己
[00:19:42.100 --> 00:19:48.200]  我們都沒有完全按照上帝給我們的心願
[00:19:48.200 --> 00:19:53.300]  去用這二十四個小時 是不是
[00:19:53.300 --> 00:19:55.500]  有些時候是放棄了
[00:19:55.500 --> 00:19:57.500]  不是說放棄不對
[00:19:57.500 --> 00:20:04.400]  但是在當中 究竟我們有沒有好好地把握這些機會呢
[00:20:04.400 --> 00:20:08.300]  有一個很出名的德國神學家
[00:20:08.300 --> 00:20:11.300]  他叫做菲力·麥蘭頓
[00:20:11.300 --> 00:20:15.100]  聽他的名字 哎呀 很出名 不知道是誰
[00:20:15.100 --> 00:20:17.900]  他是馬丁路德的老友
[00:20:17.900 --> 00:20:19.900]  這樣就知道了吧
[00:20:19.900 --> 00:20:25.100]  其實他是第一個將信義中的神學系統化的人
[00:20:25.100 --> 00:20:27.500]  都是很厲害的
[00:20:27.500 --> 00:20:29.700]  他有一個習慣 就是怎樣呢
[00:20:29.700 --> 00:20:36.100]  他每天都會記下自己浪費了的機會
[00:20:36.100 --> 00:20:37.700]  每天都是這樣
[00:20:37.700 --> 00:20:40.900]  然後在他睡覺之前
[00:20:40.900 --> 00:20:43.200]  就向神認罪悔改
[00:20:43.200 --> 00:20:46.700]  哇 厲害
[00:20:46.700 --> 00:20:48.500]  每天都是這樣做
[00:20:48.500 --> 00:20:55.100]  所以呢 有另一個美國的牧者叫做約翰·麥克亞瑟
[00:20:55.100 --> 00:20:57.100]  John McArthur
[00:20:57.100 --> 00:21:01.700]  他就說 哎 怪不得上帝這麼用這個人
[00:21:01.700 --> 00:21:03.500]  因為他的生命就是這樣
[00:21:03.500 --> 00:21:09.300]  每一個機會他都能夠把握住
[00:21:09.300 --> 00:21:16.900]  上帝叫我們好好地把握住這些機會是有原因的
[00:21:16.900 --> 00:21:20.900]  因為現今的世代邪惡
[00:21:20.900 --> 00:21:24.100]  而那所謂二宗二節已經講到
[00:21:24.100 --> 00:21:26.500]  其實我們身處的環境
[00:21:26.500 --> 00:21:31.700]  是在那個空中的掌權者的掌握底下
[00:21:31.700 --> 00:21:34.300]  所以呢 我們就要把握住
[00:21:34.300 --> 00:21:38.500]  每天每一個時機去完成上帝的託付
[00:21:38.500 --> 00:21:41.500]  就正如第17節這樣講
[00:21:41.500 --> 00:21:46.100]  我做糊塗人要明白主的旨意如何
[00:21:46.100 --> 00:21:50.900]  這個是每時每刻的操練
[00:21:50.900 --> 00:21:57.300]  相對於被那個空中的掌權者來控制
[00:21:57.300 --> 00:22:05.300]  保羅在第18節就提出了一個剛剛相反的生活形式
[00:22:05.300 --> 00:22:06.300]  就是這樣講
[00:22:06.300 --> 00:22:09.100]  不要醉酒 酒能使人放蕩
[00:22:09.100 --> 00:22:12.300]  乃要被聖靈充滿
[00:22:12.300 --> 00:22:16.900]  為甚麼無緣無故就講到喝醉酒呢
[00:22:16.900 --> 00:22:18.500]  有兩個可能的
[00:22:18.500 --> 00:22:23.100]  其一在新約時期的文獻
[00:22:23.100 --> 00:22:29.100]  有些時候那些人就會將喝醉酒
[00:22:29.100 --> 00:22:34.100]  和屬靈經驗混在一起講
[00:22:34.100 --> 00:22:42.300]  這裡引給大家看《仕途行展》二章13至15節
[00:22:42.300 --> 00:22:45.700]  就講到五巡節的時候
[00:22:45.700 --> 00:22:50.100]  那些信徒被聖靈充滿
[00:22:50.100 --> 00:22:55.100]  人們就描述是被生酒充滿了
[00:22:55.100 --> 00:22:58.100]  這是二章就講這件事
[00:22:58.100 --> 00:23:06.700]  其次也有很多學者研究當時的希臘羅馬文化
[00:23:06.700 --> 00:23:09.100]  除了行展十九章
