
[00:00:00.000 --> 00:00:01.920]  弟兄姊妹又讀聖經了
[00:03:21.040 --> 00:03:23.280]  神發誓
[00:03:23.280 --> 00:03:26.640]  神指著自己起誓
[00:03:26.640 --> 00:03:28.040]  是一個很嚴肅的名字
[00:03:28.040 --> 00:03:30.320]  不過是一個很好的名字
[00:03:30.320 --> 00:03:31.920]  是一個很高的名字
[00:03:31.920 --> 00:03:34.760]  所以如果你有個女孩要改名
[00:03:34.760 --> 00:03:36.960]  伊麗莎白也是一個好名字
[00:03:36.960 --> 00:03:38.360]  不差的
[00:03:38.360 --> 00:03:44.440]  亞比亞的祭司裡面有一個叫撒加利亞的祭司
[00:03:44.440 --> 00:03:48.000]  兩個人都是義人
[00:03:48.000 --> 00:03:49.800]  甚麼是義人呢?
[00:03:49.800 --> 00:03:51.520]  聖經說了很多次
[00:03:51.520 --> 00:03:53.040]  聖經裡面沒有好人壞人
[00:03:53.040 --> 00:03:56.520]  是比較多寫義人和惡人
[00:03:56.520 --> 00:03:59.640]  他們兩個是好人
[00:03:59.640 --> 00:04:01.640]  這個義人特別是指甚麼呢?
[00:04:01.640 --> 00:04:04.760]  就是他們是遵行一切誡命禮儀
[00:04:04.760 --> 00:04:08.760]  而且無可指責,你做不足
[00:04:08.760 --> 00:04:10.120]  做得好足
[00:04:10.120 --> 00:04:13.600]  即是說做得好足就要盡心盡力
[00:04:13.600 --> 00:04:16.480]  出力,不單有心還要出力
[00:04:16.480 --> 00:04:21.800]  譬如返崇拜無可指責
[00:04:21.800 --> 00:04:23.440]  風雨不改
[00:04:23.440 --> 00:04:26.240]  有主日崇拜必定祖道
[00:04:26.240 --> 00:04:29.240]  風雨不改病都動動下之棍嚟
[00:04:29.240 --> 00:04:31.440]  這真是很好,無可指責
[00:04:31.440 --> 00:04:35.000]  十務封求,有開崇拜我都嚟
[00:04:35.000 --> 00:04:36.720]  嘩,好厲害
[00:04:36.720 --> 00:04:40.200]  無可指責,大家明白意思嗎?
[00:04:40.200 --> 00:04:45.240]  即是說這個人做一切誡命律,跟著律法做
[00:04:45.240 --> 00:04:47.240]  沒有可指責之處
[00:04:47.240 --> 00:04:50.040]  真是神面前是一個義人
[00:04:50.040 --> 00:04:56.360]  神都祝福他,只不過他沒有孩子
[00:04:56.360 --> 00:04:58.960]  當日是一個好肉孫
[00:04:58.960 --> 00:05:02.760]  是覺得上帝不祝福他的表現
[00:05:02.760 --> 00:05:07.320]  沒有孩子,因為伊麗莎白不能生育
[00:05:07.320 --> 00:05:12.240]  你怎知是伊麗莎白問題還是撒加利亞問題?
[00:05:12.240 --> 00:05:14.600]  如果今日醫學上會這樣問
[00:05:14.600 --> 00:05:15.880]  不過我們不問
[00:05:15.880 --> 00:05:19.400]  因為聖經是說伊麗莎白不生育
[00:05:19.400 --> 00:05:23.880]  兩個人又年紀老邁,都年紀大了
[00:05:23.880 --> 00:05:26.080]  更加生不了
[00:05:26.080 --> 00:05:31.760]  撒加利亞按班次在神面前供祭司祭佛
[00:05:31.760 --> 00:05:38.680]  按班次進去,祭司會在香壇面前燒香
[00:05:38.680 --> 00:05:43.240]  把香料放進去禱告,香爐也要禱告
[00:05:43.240 --> 00:05:49.520]  還要整好燈台,燈台像我的手這麼高
[00:05:49.520 --> 00:05:55.320]  有七盞燈,要加油,要剪好燈芯
[00:05:55.320 --> 00:05:57.000]  很多事情要做
[00:05:57.000 --> 00:06:02.440]  所以要在神面前供祭司祭佛
[00:06:02.440 --> 00:06:08.640]  而撒加利亞剛剛好按照規矩祭籤
[00:06:08.640 --> 00:06:14.480]  抽籤到他可以進去在聖殿燒香
[00:06:14.480 --> 00:06:22.200]  這個就是香壇
[00:06:22.200 --> 00:06:23.720]  壇不是香爐
[00:06:23.720 --> 00:06:29.280]  香爐是圓形的香壇
[00:06:29.280 --> 00:06:35.520]  香壇高度大約三尺高
[00:06:35.520 --> 00:06:45.520]  高度剛好就是我們跪下祈禱的高度
[00:06:45.520 --> 00:06:48.040]  象徵著跪下祈禱
[00:06:48.040 --> 00:06:51.720]  這是寓意的解釋
[00:06:51.720 --> 00:06:58.720]  壇有四個角,畫得很好
[00:06:58.720 --> 00:07:01.920]  一定要有這些,要把它抬走
[00:07:01.920 --> 00:07:03.920]  是鋪金的
[00:07:03.920 --> 00:07:07.520]  上面放一些特製香料
[00:07:07.520 --> 00:07:11.200]  某個祭司家族做的香料
[00:07:11.200 --> 00:07:12.800]  主要是乳香
[00:07:12.800 --> 00:07:16.040]  黃金乳香末藥,乳香是祭司用的
[00:07:16.040 --> 00:07:21.080]  放進去燒,燒煙出來象徵禱告
[00:07:21.080 --> 00:07:26.080]  這件衣服是大祭司
[00:07:26.080 --> 00:07:34.320]  剛剛在萬寺前燒香
[00:07:34.320 --> 00:07:40.960]  當時燒香的時候,眾百姓在外面都很好
[00:07:40.960 --> 00:07:44.040]  祭司進去燒香,他們在外面祈禱
[00:07:44.040 --> 00:07:47.040]  很多時候在聖殿外
[00:07:47.040 --> 00:07:49.560]  不時有很多人聚集
[00:07:49.560 --> 00:07:52.640]  如果去耶路撒冷,一定去聖殿
[00:07:52.640 --> 00:07:57.480]  很想在聖殿前燒香,因為不能進去聖所
[00:07:57.480 --> 00:08:01.920]  所以在外面燒香,燒香的時候就禱告
[00:08:01.920 --> 00:08:04.320]  當燒香的時候
[00:08:04.320 --> 00:08:07.520]  他就去祭司即任
[00:08:07.520 --> 00:08:11.840]  眾百姓在外面祈禱,真是一個很好的環境
[00:08:11.840 --> 00:08:16.120]  有主的使者站在香壇的右邊
[00:08:16.120 --> 00:08:24.120]  香壇,萬寺,至聖所在裡面
[00:08:24.120 --> 00:08:32.520]  藥鬼在裡面,萬寺,半腰高的香壇在裡面
[00:08:32.520 --> 00:08:39.000]  主的使者站在香壇的右邊,即是外面的位置
[00:08:39.000 --> 00:08:41.000]  向他顯現
[00:08:41.000 --> 00:08:47.080]  撒加利亞燒了香,旁邊多了一個人,有一個天使,他很害怕
[00:08:47.080 --> 00:08:50.680]  不要說天使,是人的害怕
[00:08:50.680 --> 00:08:54.480]  撒加利亞燒了香,旁邊多了一個人
[00:08:54.480 --> 00:08:57.240]  撒加利亞看見天使
[00:08:57.240 --> 00:09:00.040]  通常他們見到天使都很害怕
[00:09:00.040 --> 00:09:03.800]  第一,怕時間到了,天使帶我走了
[00:09:03.800 --> 00:09:08.840]  又或者他出現會不會審判我,上帝叫他來
[00:09:08.840 --> 00:09:14.400]  會不會有天使出現,會不會帶訊息給我
[00:09:14.400 --> 00:09:20.000]  比較少人這樣想,因為我很小的一個人物
[00:09:20.000 --> 00:09:24.040]  怎麼會審判一個天使跟我說話呢?
[00:09:24.040 --> 00:09:28.920]  所以有天使出現,他們多數是吉是空,不知道,很害怕
[00:09:28.920 --> 00:09:34.960]  驚慌害怕,天使一定這樣說
[00:09:34.960 --> 00:09:37.400]  不要害怕,還叫他的名字
[00:09:37.400 --> 00:09:40.960]  因為你的祈禱已經被聽見了
[00:09:40.960 --> 00:09:45.040]  第三點,你的祈禱已經被聽見了
[00:09:45.040 --> 00:09:52.040]  大家留意,他是一個義人
[00:09:52.040 --> 00:09:56.280]  這個義人按公職進去燒香
[00:09:56.280 --> 00:10:00.240]  燒香的時候,見到主的使者站在旁邊
[00:10:00.240 --> 00:10:05.560]  要說的是你的祈禱已經被聽見了
[00:10:05.560 --> 00:10:08.400]  這句話真的很安慰
[00:10:08.400 --> 00:10:12.800]  就是神說你的祈禱我聽見了
[00:10:12.800 --> 00:10:16.560]  你一定要相信這件事
[00:10:16.560 --> 00:10:20.080]  就是你的祈禱上帝是聽見的
[00:10:20.080 --> 00:10:22.880]  不是就這樣算的
[00:10:22.880 --> 00:10:27.520]  以前我小時候有一首英文詩歌
[00:10:27.520 --> 00:10:29.640]  不記得那個音是什麼了
[00:10:29.640 --> 00:10:31.120]  不過它就說
[00:10:31.120 --> 00:10:33.120]  Nice are never busy
[00:10:33.120 --> 00:10:35.920]  打電話給上帝
[00:10:35.920 --> 00:10:39.200]  哎呀,現在線路很繁忙
[00:10:39.200 --> 00:10:42.520]  請遲些再打個來吧
[00:10:42.520 --> 00:10:45.240]  以前聽這些就很煩躁
[00:10:45.240 --> 00:10:48.200]  現在線路繁忙,請遲些再打來
[00:10:48.200 --> 00:10:50.200]  不知道什麼時候打
[00:10:50.200 --> 00:10:52.200]  現在那些按一二三四
[00:10:52.200 --> 00:10:54.920]  什麼按一,什麼按二,什麼按三
[00:10:54.920 --> 00:10:56.920]  現在線路很繁忙,請等候
[00:10:56.920 --> 00:11:00.000]  上帝的線路沒有繁忙
[00:11:00.000 --> 00:11:02.000]  他是聽見的
[00:11:02.000 --> 00:11:04.960]  你的祈禱已經聽見了
[00:11:04.960 --> 00:11:08.080]  上帝特別祝福你的妻子伊麗莎白
[00:11:08.080 --> 00:11:11.240]  要給你生一個兒子
[00:11:11.240 --> 00:11:13.560]  上帝的名字也改了
[00:11:13.560 --> 00:11:15.160]  要叫做約翰
[00:11:15.160 --> 00:11:16.760]  這個就是施洗約翰了
[00:11:16.760 --> 00:11:19.480]  施洗約翰的父親是撒加利亞
[00:11:19.480 --> 00:11:21.480]  母親是伊麗莎白
[00:11:21.480 --> 00:11:26.200]  伊麗莎白是馬利亞主耶穌母親的表姐
[00:11:26.200 --> 00:11:31.520]  因此施洗約翰是主耶穌的表哥
[00:11:31.520 --> 00:11:33.520]  就這樣
[00:11:33.520 --> 00:11:36.840]  你的祈禱已經被聽見了
[00:11:36.840 --> 00:11:41.120]  很安慰,已經被聽見了
[00:11:41.120 --> 00:11:44.160]  所以伊麗莎白要給你生一個兒子
[00:11:44.160 --> 00:11:47.640]  你叫他做約翰,名字也改了
[00:11:47.640 --> 00:11:52.840]  今天要跟大家講的就是這次聖經
[00:11:52.840 --> 00:11:53.840]  這句
[00:11:53.840 --> 00:11:58.160]  撒加利亞,不要害怕
[00:11:58.160 --> 00:12:02.360]  因為你的祈禱已經被聽見了
[00:12:02.360 --> 00:12:05.080]  你的妻子伊麗莎白要給你生一個兒子
[00:12:05.080 --> 00:12:06.800]  叫他做約翰
[00:12:06.800 --> 00:12:09.800]  特別今天的金句只是紅色的
[00:12:09.800 --> 00:12:11.160]  撒加利亞
[00:12:11.160 --> 00:12:13.760]  叫他的名字,或者叫你的名字
[00:12:13.760 --> 00:12:17.160]  陳大文,或者王克勤,叫你的名字
[00:12:17.160 --> 00:12:19.160]  不要害怕
[00:12:19.160 --> 00:12:23.240]  不要害怕,為什麼?
[00:12:23.240 --> 00:12:25.960]  哇,我的神啊,你對我講說話
[00:12:25.960 --> 00:12:27.240]  跟我說我又害怕
[00:12:27.240 --> 00:12:29.760]  其實很有趣,究竟他自己想怎樣?
[00:12:29.760 --> 00:12:31.360]  其實不要害怕
[00:12:31.360 --> 00:12:35.240]  你的祈禱已經被聽見了
[00:12:35.240 --> 00:12:38.840]  記得,你的禱告是有功效的
[00:12:38.840 --> 00:12:41.240]  是有聽到的
[00:12:41.240 --> 00:12:43.840]  他還沒回應我
[00:12:43.840 --> 00:12:46.640]  沒回應我的時候
[00:12:46.640 --> 00:12:49.040]  是時間,他的時間還沒到
[00:12:49.040 --> 00:12:50.560]  所以他沒回應我
[00:12:50.560 --> 00:12:51.760]  很有趣
[00:12:51.760 --> 00:12:55.720]  剛剛跟一個同事聊天
[00:12:55.720 --> 00:12:58.240]  那幾個小孩經常問
[00:12:58.240 --> 00:12:59.840]  要做什麼?
[00:12:59.840 --> 00:13:01.240]  他們大人會說
[00:13:01.240 --> 00:13:03.440]  一會兒吧,一會兒吧
[00:13:03.440 --> 00:13:06.840]  為什麼經常要一會兒呢?
[00:13:06.840 --> 00:13:09.240]  為什麼要一會兒呢?
[00:13:09.240 --> 00:13:10.240]  為什麼現在不行呢?
[00:13:10.240 --> 00:13:11.240]  我們心急
[00:13:11.240 --> 00:13:13.240]  一想要就是現在
[00:13:13.240 --> 00:13:16.440]  但其實神已經聽我們的祈禱
[00:13:16.440 --> 00:13:18.040]  祂有祂的時間
[00:13:18.040 --> 00:13:20.040]  祂就會向你顯現
[00:13:20.040 --> 00:13:22.240]  站在你身邊告訴你,不用怕
[00:13:22.240 --> 00:13:25.640]  你的禱告已經被應運了
[00:13:25.640 --> 00:13:26.640]  聽到了
[00:13:26.640 --> 00:13:29.240]  不過,另一件事,補充一下
[00:13:29.240 --> 00:13:31.240]  就是
[00:13:31.240 --> 00:13:35.040]  應運你禱告的時間與方法
[00:13:35.040 --> 00:13:38.240]  不是我們想的一樣
[00:13:38.240 --> 00:13:40.840]  祂不跟著我們的計劃去做
[00:13:40.840 --> 00:13:42.640]  祂有祂的計劃
[00:13:42.640 --> 00:13:44.640]  很想要一個兒子
[00:13:44.640 --> 00:13:46.040]  可能神沒有給
[00:13:46.040 --> 00:13:46.840]  給什麼?
[00:13:46.840 --> 00:13:49.840]  我給一個養子給你,可以嗎?
[00:13:49.840 --> 00:13:52.840]  或者我給你另一樣東西
[00:13:52.840 --> 00:13:54.840]  那樣可能更加好的
[00:13:54.840 --> 00:13:56.040]  你是不知道的
[00:13:56.040 --> 00:13:57.640]  很多時候都是這樣
[00:13:57.640 --> 00:14:01.440]  要記得你的祈禱已經被聽見了
[00:14:01.440 --> 00:14:02.440]  今日的金句
[00:14:02.440 --> 00:14:06.040]  你的祈禱已經被聽見了
[00:14:06.040 --> 00:14:07.840]  不要害怕
[00:14:07.840 --> 00:14:09.240]  我們同心禱告
[00:14:09.240 --> 00:14:11.240]  多謝我們的主
[00:14:11.240 --> 00:14:14.440]  因為祢樂意誰聽人祈禱
[00:14:14.440 --> 00:14:16.640]  不會覺得我們煩著
[00:14:16.640 --> 00:14:18.440]  祢的善惡又不會繁忙
[00:14:18.440 --> 00:14:21.240]  祢無所不知
[00:14:21.240 --> 00:14:24.240]  祢全部聽到世界上的事
[00:14:24.240 --> 00:14:27.240]  祢是知道萬人的心
[00:14:27.240 --> 00:14:28.240]  主是祢知道的
[00:14:28.240 --> 00:14:30.040]  我們就是坦誠到祢面前
[00:14:30.040 --> 00:14:30.840]  獻給禱告
[00:14:30.840 --> 00:14:33.240]  將自己所需要的告訴祢
[00:14:33.240 --> 00:14:35.040]  將我們的重擔憂慮
[00:14:35.040 --> 00:14:36.840]  射給耶和華
[00:14:36.840 --> 00:14:39.240]  因為祢是愛我們到底的
[00:14:39.240 --> 00:14:41.440]  祢是會背負我們的
[00:14:41.440 --> 00:14:44.440]  祢是天天背負我們重擔的主
[00:14:44.440 --> 00:14:46.040]  願祢被榮耀
[00:14:46.040 --> 00:14:47.440]  願祢被高舉
[00:14:47.440 --> 00:14:49.040]  願祢被信靠
[00:14:49.040 --> 00:14:50.840]  我們信靠等候祢
[00:14:50.840 --> 00:14:53.440]  因為祢已經聽我們的祈禱
[00:14:53.440 --> 00:14:54.240]  多謝主
[00:14:54.240 --> 00:14:56.440]  祈禱奉耶穌基督的名球
[00:14:56.440 --> 00:14:57.440]  阿們
