
[00:00:00.000 --> 00:00:02.420]  犯了很多罪的一位女士
[00:03:03.480 --> 00:03:05.880]  這個是絕對錯誤的決定
[00:03:05.880 --> 00:03:06.880]  但有時候我們想想
[00:03:06.880 --> 00:03:09.840]  我們基督徒有一位很愛我們的主
[00:03:09.840 --> 00:03:12.080]  我們難以想像
[00:03:12.080 --> 00:03:15.360]  不單止是在我們很失意的時候
[00:03:15.360 --> 00:03:17.720]  是向我們招手
[00:03:17.720 --> 00:03:20.400]  他並且將生命交給我們
[00:03:20.400 --> 00:03:22.040]  為我們犧牲
[00:03:22.040 --> 00:03:23.360]  聖經裡面經常描寫
[00:03:23.360 --> 00:03:25.840]  神的愛對我們是長闊高深
[00:03:25.840 --> 00:03:27.560]  我們沒有辦法明白
[00:03:27.560 --> 00:03:30.600]  我們一生的想法都沒有辦法明白
[00:03:30.600 --> 00:03:35.640]  這個愛是非常之好大好浩大
[00:03:35.640 --> 00:03:37.080]  問回我們
[00:03:37.080 --> 00:03:39.360]  我們將我們的生命有多少
[00:03:39.360 --> 00:03:42.240]  給回主耶穌基督呢
[00:03:42.240 --> 00:03:44.280]  很多時候我們在頭腦上
[00:03:44.280 --> 00:03:45.760]  主耶穌為我們死而復活
[00:03:45.760 --> 00:03:46.880]  這個我們會知道
[00:03:46.880 --> 00:03:48.880]  我們甚至乎很肯定一個盼望
[00:03:48.880 --> 00:03:51.360]  我們將來死後去天堂
[00:03:51.360 --> 00:03:54.000]  這個我們已經覺得非常之有信心
[00:03:54.000 --> 00:03:55.880]  很有把握的 基督徒
[00:03:55.880 --> 00:03:59.320]  但是有件事我們基督徒更加要小想的
[00:03:59.320 --> 00:04:01.040]  就是說我們的生命
[00:04:01.040 --> 00:04:03.920]  究竟擺在誰的身上呢
[00:04:03.920 --> 00:04:06.960]  有沒有一個毀身的態度
[00:04:06.960 --> 00:04:08.920]  我們相信了這位耶穌基督
[00:04:08.920 --> 00:04:11.200]  接受了這個福分的時候
[00:04:11.200 --> 00:04:13.520]  我們的生命會不會更加珍惜
[00:04:13.520 --> 00:04:14.680]  這個愛呢
[00:04:14.680 --> 00:04:16.760]  並且整個人生方向
[00:04:16.760 --> 00:04:18.680]  是因此而被扭轉
[00:04:18.680 --> 00:04:20.960]  這個很值得我們去想
[00:04:20.960 --> 00:04:22.240]  或者我們看看這段經文
[00:04:22.240 --> 00:04:24.400]  就是《路加福音》23章
[00:04:24.400 --> 00:04:25.880]  26節到32節
[00:04:25.880 --> 00:04:27.680]  一個短短的經文
[00:04:27.680 --> 00:04:31.680]  是說耶穌基督整夜被人去審問
[00:04:31.680 --> 00:04:34.160]  經歷過猶太人領袖的審問
[00:04:34.160 --> 00:04:35.480]  經過彼拉多的審問
[00:04:35.480 --> 00:04:38.000]  而彼拉多很清楚說
[00:04:38.000 --> 00:04:41.000]  這個人是沒有該死的罪
[00:04:41.000 --> 00:04:41.720]  但是因為猶太人
[00:04:41.720 --> 00:04:43.720]  一直都說要把他釘十字架
[00:04:43.720 --> 00:04:47.880]  於是彼拉多就交給他們去處置
[00:04:47.880 --> 00:04:50.480]  來到這段經文是說什麼呢
[00:04:50.480 --> 00:04:52.840]  就是耶穌基督在路上
[00:04:52.840 --> 00:04:57.600]  要去負十字架的刑罰
[00:04:57.600 --> 00:05:00.760]  這個罪狀
[00:05:00.760 --> 00:05:02.680]  說他是猶太人的王
[00:05:02.680 --> 00:05:04.760]  這樣被人很冤屈地
[00:05:04.760 --> 00:05:06.640]  去釘死十字架
[00:05:06.640 --> 00:05:08.960]  在這段路上
[00:05:08.960 --> 00:05:13.680]  我們就會看到耶穌基督去愛人的心
[00:05:13.680 --> 00:05:15.360]  他的心腸是怎樣
[00:05:15.360 --> 00:05:17.240]  很值得他去想
[00:05:17.240 --> 00:05:18.440]  了解這個心腸
[00:05:18.440 --> 00:05:19.760]  你和我有什麼回應
[00:05:19.760 --> 00:05:21.840]  這個是最關鍵
[00:05:21.840 --> 00:05:24.160]  也是耶穌基督很想當時
[00:05:24.160 --> 00:05:28.120]  是很親近他的人
[00:05:28.120 --> 00:05:30.400]  我們會看到有三類的人
[00:05:30.400 --> 00:05:31.680]  是在這個路上
[00:05:31.680 --> 00:05:36.360]  或者有人經常說是苦路
[00:05:36.360 --> 00:05:38.040]  有三類的人
[00:05:38.040 --> 00:05:39.920]  我們可以逐一去看
[00:05:39.920 --> 00:05:41.080]  第一類的人
[00:05:41.080 --> 00:05:44.240]  就是他對耶穌基督
[00:05:44.240 --> 00:05:48.040]  有敬畏的心
[00:05:48.040 --> 00:05:53.280]  他是有機會去很近距離的
[00:05:53.280 --> 00:05:56.840]  去體會到主耶穌基督的受撫
[00:05:56.840 --> 00:05:59.000]  這個就是西門一個人物
[00:05:59.000 --> 00:06:00.080]  或者我們先看看
[00:06:00.080 --> 00:06:02.360]  二十六節這段經文
[00:06:02.360 --> 00:06:04.400]  他們把耶穌帶去的時候
[00:06:04.400 --> 00:06:05.800]  有一個古里內人
[00:06:05.800 --> 00:06:07.960]  西門從鄉下來
[00:06:07.960 --> 00:06:09.280]  他們就拿著他
[00:06:09.280 --> 00:06:11.760]  把十字架割在他身上
[00:06:11.760 --> 00:06:12.800]  叫他背著
[00:06:12.800 --> 00:06:15.320]  跟在耶穌後面
[00:06:15.320 --> 00:06:16.440]  一個西門的人物
[00:06:16.440 --> 00:06:19.120]  這裡形容他是古里內人
[00:06:19.120 --> 00:06:21.640]  或者我們了解當時的環境
[00:06:21.640 --> 00:06:26.360]  很多猶太人散居在不同的羅馬世界
[00:06:26.360 --> 00:06:27.840]  有些在不同的地方
[00:06:27.840 --> 00:06:29.040]  古里內這個地方
[00:06:29.040 --> 00:06:31.040]  就是非洲的北部
[00:06:31.040 --> 00:06:35.960]  這些猶太人如果是敬畏神
[00:06:35.960 --> 00:06:38.320]  就會好像根據聖經
[00:06:38.320 --> 00:06:42.840]  一年三次回到耶路撒冷過節
[00:06:42.840 --> 00:06:45.200]  這一次應該是這個時候
[00:06:45.200 --> 00:06:48.880]  應該是猶太人的餘節
[00:06:48.880 --> 00:06:50.960]  所以很簡單的描寫
[00:06:50.960 --> 00:06:55.360]  就會看到西門是一個敬畏神的人
[00:06:55.360 --> 00:06:58.960]  你想想如果在古里內
[00:06:58.960 --> 00:07:02.040]  在這個地方
[00:07:02.040 --> 00:07:04.520]  可以說是今天的利比亞
[00:07:04.520 --> 00:07:06.440]  他來到耶路撒冷
[00:07:06.440 --> 00:07:08.520]  大概是八百里
[00:07:08.520 --> 00:07:10.560]  很遠的水路來到
[00:07:10.560 --> 00:07:14.880]  很明顯是反映他是一個敬畏神的人
[00:07:14.880 --> 00:07:16.320]  很想看一下
[00:07:16.320 --> 00:07:18.320]  過節去敬畏神
[00:07:18.320 --> 00:07:19.360]  去敬拜神
[00:07:19.360 --> 00:07:20.520]  在途中
[00:07:20.520 --> 00:07:21.920]  這麼轟動
[00:07:21.920 --> 00:07:24.440]  又有一班人這樣走
[00:07:24.440 --> 00:07:27.680]  這個時候就被這些羅馬兵丁抓了他
[00:07:27.680 --> 00:07:30.960]  就叫他背在他身上
[00:07:30.960 --> 00:07:31.720]  割在他身上
[00:07:31.720 --> 00:07:33.360]  然後就叫他背著
[00:07:33.360 --> 00:07:36.280]  跟著耶穌基督走在後面
[00:07:36.280 --> 00:07:39.120]  我們知道十字架是什麼意思
[00:07:39.120 --> 00:07:41.120]  我想大家都聽過
[00:07:41.120 --> 00:07:42.320]  是一個極刑
[00:07:42.320 --> 00:07:46.960]  專門處決一些重犯叛國
[00:07:46.960 --> 00:07:47.920]  殺人放火
[00:07:47.920 --> 00:07:51.400]  這些很大罪才會去刑罰
[00:07:51.400 --> 00:07:54.680]  羅馬公民就不會受十字架
[00:07:54.680 --> 00:07:57.760]  因為這是一個太過羞辱的刑罰
[00:07:57.760 --> 00:07:59.360]  而且很極刑
[00:07:59.360 --> 00:08:02.760]  十字架分開兩條木
[00:08:02.760 --> 00:08:04.720]  正在一個是長的
[00:08:04.720 --> 00:08:05.440]  一個是直的
[00:08:05.440 --> 00:08:06.160]  一個是橫的
[00:08:06.160 --> 00:08:07.400]  比較短的
[00:08:07.400 --> 00:08:10.800]  直的那個就要插在獸刑的地方
[00:08:10.800 --> 00:08:12.000]  插在這裡
[00:08:12.000 --> 00:08:15.240]  橫的那個就要犯人自己去拿
[00:08:15.240 --> 00:08:18.560]  背著去刑地
[00:08:18.560 --> 00:08:20.480]  如果我們看約翰福音
[00:08:20.480 --> 00:08:24.160]  主耶穌基本上是自己帶著十字架
[00:08:24.160 --> 00:08:25.520]  但可能在途中
[00:08:25.520 --> 00:08:28.000]  就是因為整夜的受審判
[00:08:28.000 --> 00:08:31.520]  並且被那些兵丁打到遍體鱗傷
[00:08:31.520 --> 00:08:33.880]  身體非常之虛弱
[00:08:33.880 --> 00:08:37.720]  他沒有力氣揹著十字架
[00:08:37.720 --> 00:08:40.800]  在一個這樣的情況下
[00:08:40.800 --> 00:08:42.360]  要有人幫忙
[00:08:42.360 --> 00:08:44.760]  羅馬兵丁看到的時候
[00:08:44.760 --> 00:08:46.440]  就不會拿的
[00:08:46.440 --> 00:08:49.520]  因為十字架是一個羞辱的記號
[00:08:49.520 --> 00:08:51.400]  他們不想去觸碰
[00:08:51.400 --> 00:08:52.360]  所以就對了
[00:08:52.360 --> 00:08:54.520]  看到有個猶太人
[00:08:54.520 --> 00:08:55.520]  你來幫忙
[00:08:55.520 --> 00:08:56.800]  你來做
[00:08:56.800 --> 00:08:58.400]  被迫這樣
[00:08:58.400 --> 00:09:02.120]  就把西門拿著
[00:09:02.120 --> 00:09:05.520]  主耶穌的十字架
[00:09:05.520 --> 00:09:07.320]  一個旁觀者的身份
[00:09:07.320 --> 00:09:09.880]  突然間變成一個近距離
[00:09:09.880 --> 00:09:13.040]  去目睹這位耶穌基督
[00:09:13.040 --> 00:09:15.600]  祂那種受苦的境況
[00:09:15.600 --> 00:09:16.640]  你想想
[00:09:16.640 --> 00:09:18.120]  這個「各」字
[00:09:18.120 --> 00:09:21.160]  是講到擺在頸上的部分
[00:09:21.160 --> 00:09:22.560]  背負了
[00:09:22.560 --> 00:09:25.120]  這個十字架是一種羞辱的記號
[00:09:25.120 --> 00:09:28.880]  為什麼要那些犯人自己背這個十字架呢?
[00:09:28.880 --> 00:09:31.160]  就是代表他承認自己的罪
[00:09:31.160 --> 00:09:32.640]  並且承擔後果
[00:09:32.640 --> 00:09:34.280]  你自己背
[00:09:34.280 --> 00:09:36.120]  有這樣的意義
[00:09:36.120 --> 00:09:38.200]  而這個西門就是這樣
[00:09:38.200 --> 00:09:39.400]  背著十字架
[00:09:39.400 --> 00:09:41.440]  這是一個羞辱的記號
[00:09:41.440 --> 00:09:42.640]  他好像經歷了
[00:09:42.640 --> 00:09:46.200]  耶穌基督經歷過一些什麼的苦楚
[00:09:46.200 --> 00:09:47.880]  受人凌辱
[00:09:47.880 --> 00:09:50.960]  肉體被人打到遍體鱗傷
[00:09:50.960 --> 00:09:53.680]  在他後面跟著耶穌基督
[00:09:53.680 --> 00:09:56.400]  你會看到一個很軟弱的人
[00:09:56.400 --> 00:09:58.240]  我想也不是走得很穩陣
[00:09:58.240 --> 00:10:00.040]  跌跌撞撞
[00:10:00.040 --> 00:10:02.960]  他會看到這位耶穌基督
[00:10:02.960 --> 00:10:06.320]  祂默默承擔著人的凌辱
[00:10:06.320 --> 00:10:07.120]  苦難
[00:10:07.120 --> 00:10:09.560]  這些情況他看得很清楚
[00:10:09.560 --> 00:10:11.440]  他感受到耶穌基督
[00:10:11.440 --> 00:10:13.040]  這位的人物
[00:10:13.040 --> 00:10:18.040]  究竟經歷過什麼事情
[00:10:18.040 --> 00:10:20.760]  聖經沒有講到西門
[00:10:20.760 --> 00:10:25.040]  究竟他是否信耶穌等等
[00:10:25.040 --> 00:10:28.600]  但是我們會看到
[00:10:28.600 --> 00:10:30.440]  能夠有這個機會
[00:10:30.440 --> 00:10:33.120]  去看著這位耶穌基督
[00:10:33.120 --> 00:10:34.080]  怎樣的受苦
[00:10:34.080 --> 00:10:36.360]  並且好像走他一樣的路
[00:10:36.360 --> 00:10:38.280]  一步步跟著他
[00:10:38.280 --> 00:10:39.840]  他是很深刻的
[00:10:39.840 --> 00:10:43.680]  如果以後有人跟他傳福音的時候
[00:10:43.680 --> 00:10:47.240]  他一定知道什麼叫做十字架
[00:10:47.240 --> 00:10:50.200]  什麼叫十字架犧牲的事情
[00:10:50.200 --> 00:10:51.600]  一定會知道
[00:10:51.600 --> 00:10:54.360]  可以說他好像很無辜
[00:10:54.360 --> 00:10:55.840]  但事實上是一種
[00:10:55.840 --> 00:10:58.760]  很難得的一個珍貴的經歷
[00:10:58.760 --> 00:11:00.960]  他能夠明白耶穌基督
[00:11:00.960 --> 00:11:03.480]  為我們做了什麼事
[00:11:03.480 --> 00:11:06.720]  那種犧牲
[00:11:06.720 --> 00:11:07.920]  在《馬後福音》
[00:11:07.920 --> 00:11:12.080]  給我們知道西門另外一些的資料
[00:11:12.080 --> 00:11:12.720]  他是誰呢
[00:11:12.720 --> 00:11:16.240]  他是亞歷山大和老佛的父親
[00:11:16.240 --> 00:11:17.760]  為什麼會這樣描寫呢
[00:11:17.760 --> 00:11:21.040]  無端端你不需要說出兩個人
[00:11:21.040 --> 00:11:23.960]  很有可能當時的信徒
[00:11:23.960 --> 00:11:28.000]  已經對亞歷山大和老佛
[00:11:28.000 --> 00:11:29.720]  這些是很熟悉的信徒
[00:11:29.720 --> 00:11:31.160]  一說就知道
[00:11:31.160 --> 00:11:33.880]  這個西門就是他父親
[00:11:33.880 --> 00:11:36.040]  有可能是這樣的情況
[00:11:36.040 --> 00:11:38.080]  換言之
[00:11:38.080 --> 00:11:39.520]  這個西門
[00:11:39.520 --> 00:11:41.320]  可能日後都成為了基督徒
[00:11:41.320 --> 00:11:42.280]  也不一定
[00:11:42.280 --> 00:11:43.680]  更加有些傳說
[00:11:43.680 --> 00:11:46.360]  在傳統裡面說這個西門
[00:11:46.360 --> 00:11:48.280]  成為了教會的一個領袖
[00:11:48.280 --> 00:11:50.440]  我們不能夠確定
[00:11:50.440 --> 00:11:52.880]  但是無從置疑的是
[00:11:52.880 --> 00:11:54.240]  這位西門
[00:11:54.240 --> 00:11:56.760]  卻有機會看到
[00:11:56.760 --> 00:11:59.640]  耶穌基督受苦的情況
[00:11:59.640 --> 00:12:02.360]  是好像自己一種的
[00:12:02.360 --> 00:12:06.280]  新童的感受的經歷
[00:12:06.280 --> 00:12:08.240]  或者我們說一下
[00:12:08.240 --> 00:12:09.680]  可能我們當中
[00:12:09.680 --> 00:12:13.680]  我們都有一些很渴望神
[00:12:13.680 --> 00:12:15.520]  了解認識神
[00:12:15.520 --> 00:12:17.840]  是誰呢
[00:12:17.840 --> 00:12:19.360]  可能在我們當中
[00:12:19.360 --> 00:12:21.040]  有一些慕道的朋友
[00:12:21.040 --> 00:12:23.000]  可能你都是被抓來的
[00:12:23.000 --> 00:12:27.160]  迫不得已迫到回來教會也不一定
[00:12:27.160 --> 00:12:28.320]  為什麼呢
[00:12:28.320 --> 00:12:29.480]  很多人跟你說
[00:12:29.480 --> 00:12:30.600]  基督好
[00:12:30.600 --> 00:12:32.560]  朋友、親人
[00:12:32.560 --> 00:12:33.840]  都想你回來教會
[00:12:33.840 --> 00:12:36.880]  你覺得退了這麼多次
[00:12:36.880 --> 00:12:38.320]  儘管來一下
[00:12:38.320 --> 00:12:38.880]  是不是
[00:12:38.880 --> 00:12:40.640]  很多人有這樣的心態
[00:12:40.640 --> 00:12:43.960]  我當初去到美國怎麼去教會呢
[00:12:43.960 --> 00:12:47.280]  就是我住在一個家人家裡
[00:12:47.280 --> 00:12:48.520]  接待我
[00:12:48.520 --> 00:12:49.960]  女兒是一個信徒
[00:12:49.960 --> 00:12:53.560]  Andy你有沒有興趣回教會
[00:12:53.560 --> 00:12:54.960]  我沒什麼事情做
[00:12:54.960 --> 00:12:55.960]  當然去
[00:12:55.960 --> 00:12:58.200]  就是這樣踏入了教會
[00:12:58.200 --> 00:13:00.240]  你可以說這個情景
[00:13:00.240 --> 00:13:02.800]  無論怎樣你被人抓來教會也好
[00:13:02.800 --> 00:13:06.520]  但是你嘗試不要從一個旁觀者的心態
[00:13:06.520 --> 00:13:09.560]  你嘗試投入在這個群體當中
[00:13:09.560 --> 00:13:10.920]  認識這位耶穌基督
[00:13:10.920 --> 00:13:12.840]  究竟他是什麼樣的人物
[00:13:12.840 --> 00:13:15.560]  他為了我們做了什麼事情
[00:13:15.560 --> 00:13:18.400]  又或者我們再想想我們信了主的人
[00:13:18.400 --> 00:13:20.000]  我們說
[00:13:20.000 --> 00:13:21.800]  耶穌為我們死而復活
[00:13:21.800 --> 00:13:23.200]  我們很明很快就過了
[00:13:23.200 --> 00:13:25.280]  接著我們會想到
[00:13:25.280 --> 00:13:28.120]  想像得到這些事情
[00:13:28.120 --> 00:13:29.240]  但是很可能都是
[00:13:29.240 --> 00:13:35.000]  流於表面的一個頭腦上的認知
[00:13:35.000 --> 00:13:37.400]  我們很可能覺得
[00:13:37.400 --> 00:13:39.080]  我們信徒好
[00:13:39.080 --> 00:13:39.960]  我們有祈禱
[00:13:39.960 --> 00:13:41.800]  祈禱是不錯的
[00:13:41.800 --> 00:13:42.720]  但是有沒有想過
[00:13:42.720 --> 00:13:45.400]  仔細地想想十字架的那種愛
[00:13:45.400 --> 00:13:48.280]  耶穌基督受了多少苦楚呢
[00:13:48.280 --> 00:13:51.560]  就是李延強牧師很好的
[00:13:51.560 --> 00:13:56.320]  今個星期就寫了《牧者之聲》
[00:13:56.320 --> 00:13:57.640]  裡面有一篇文章
[00:13:57.640 --> 00:14:00.680]  我也很有感受
[00:14:00.680 --> 00:14:02.200]  首先我想做一個調查
[00:14:02.200 --> 00:14:03.160]  有沒有哪一位
[00:14:03.160 --> 00:14:05.600]  是留意我們教會的程序表
[00:14:05.600 --> 00:14:06.560]  有《牧者之聲》的
[00:14:06.560 --> 00:14:08.160]  每個星期都有的
[00:14:08.160 --> 00:14:10.280]  或者你嘗試看看
[00:14:10.280 --> 00:14:11.440]  不用多
[00:14:11.440 --> 00:14:12.720]  久不久看一看
[00:14:12.720 --> 00:14:13.840]  如果你有這樣
[00:14:13.840 --> 00:14:14.760]  看過一篇
[00:14:14.760 --> 00:14:18.280]  你也舉舉手給我看
[00:14:18.280 --> 00:14:21.600]  我有一點安慰
[00:14:21.600 --> 00:14:23.040]  今期《牧者之聲》
[00:14:23.040 --> 00:14:25.320]  是李牧師講到的
[00:14:25.320 --> 00:14:27.160]  他講到思念的問題
[00:14:27.160 --> 00:14:29.080]  思念是耶穌基督的問題
[00:14:29.080 --> 00:14:32.400]  你知道李牧師是很風趣的
[00:14:32.400 --> 00:14:34.640]  他講到有一個小朋友
[00:14:34.640 --> 00:14:35.680]  他問這個小朋友
[00:14:35.680 --> 00:14:38.440]  你知不知道他端午節慶祝
[00:14:38.440 --> 00:14:41.680]  紀念那位屈原
[00:14:41.680 --> 00:14:43.480]  為了什麼要紀念他
[00:14:43.480 --> 00:14:48.520]  他為我們成就了什麼
[00:14:48.520 --> 00:14:51.480]  那個小朋友就說
[00:14:51.480 --> 00:14:54.000]  我們今天有種吃
[00:14:54.000 --> 00:14:56.320]  原來屈原就是這樣
[00:14:56.320 --> 00:14:57.120]  他做了很多事情
[00:14:57.120 --> 00:14:59.280]  他為什麼要這樣犧牲呢
[00:14:59.280 --> 00:15:00.720]  沒有人去考究
[00:15:00.720 --> 00:15:04.200]  總之今天有種吃
[00:15:04.200 --> 00:15:06.840]  我們上圖可能也是這樣
[00:15:06.840 --> 00:15:09.920]  為什麼李牧師講這個意思呢
[00:15:09.920 --> 00:15:11.040]  他說
[00:15:11.040 --> 00:15:13.880]  他在耶穌基督十字架的死
[00:15:13.880 --> 00:15:15.960]  那個犧牲是我們
[00:15:15.960 --> 00:15:18.000]  很容易會淡忘了
[00:15:18.000 --> 00:15:20.520]  他說他以前在教會裡面
[00:15:20.520 --> 00:15:21.480]  那個守聖餐
[00:15:21.480 --> 00:15:25.240]  都覺得我有耶穌在我心中
[00:15:25.240 --> 00:15:27.080]  這些只是形式而已
[00:15:27.080 --> 00:15:29.760]  他就是這樣領受聖餐的心態
[00:15:29.760 --> 00:15:31.080]  直到有一天
[00:15:31.080 --> 00:15:35.160]  神學院的老師有了退休
[00:15:35.160 --> 00:15:37.880]  給那些同學有一個很好的空間
[00:15:37.880 --> 00:15:40.840]  去默想聖經的話
[00:15:40.840 --> 00:15:42.280]  想到耶穌基督
[00:15:42.280 --> 00:15:46.440]  究竟為我們十字架的
[00:15:46.440 --> 00:15:50.600]  受的救援是怎麼一回事
[00:15:50.600 --> 00:15:51.800]  以上他感受到
[00:15:51.800 --> 00:15:54.120]  其實這個很大的愛
[00:15:54.120 --> 00:15:57.320]  並且看到自己是不配折身
[00:15:57.320 --> 00:15:59.840]  去領受神的恩典
[00:15:59.840 --> 00:16:01.200]  我是誰
[00:16:01.200 --> 00:16:03.320]  他就會感覺到
[00:16:03.320 --> 00:16:04.360]  很深的感受
[00:16:04.360 --> 00:16:07.080]  這種感恩的心很強
[00:16:07.080 --> 00:16:11.360]  以至於他日後領聖餐的時候
[00:16:11.360 --> 00:16:16.880]  就加強了這個感恩的情在他裡面
[00:16:16.880 --> 00:16:19.840]  我不知道你怎麼看著耶穌基督
[00:16:19.840 --> 00:16:23.600]  有沒有真的想想他付了什麼代價呢
[00:16:23.600 --> 00:16:25.480]  這個經文首先是
[00:16:25.480 --> 00:16:26.480]  西門一個
[00:16:26.480 --> 00:16:29.160]  你可以說他很不自願地
[00:16:29.160 --> 00:16:32.720]  去體會到耶穌基督的苦楚
[00:16:32.720 --> 00:16:34.880]  當然這個是背後犧牲的愛
[00:16:34.880 --> 00:16:37.200]  接著我們再看另外一個
[00:16:37.200 --> 00:16:41.360]  也是經文大部分的部分
[00:16:41.360 --> 00:16:43.320]  就是有另一類人
[00:16:43.320 --> 00:16:46.480]  這類人感受到耶穌基督的苦楚
[00:16:46.480 --> 00:16:48.440]  但未必知道他的目標
[00:16:48.440 --> 00:16:51.080]  和耶穌基督的心腸是怎樣
[00:16:51.080 --> 00:16:53.960]  或者我們看看這段經文
[00:16:53.960 --> 00:16:55.200]  在第27節
[00:16:55.200 --> 00:16:57.280]  他說有許多百姓跟隨耶穌
[00:16:57.280 --> 00:17:02.560]  其中有好些婦女為他好圖痛哭
[00:17:02.560 --> 00:17:04.520]  耶穌轉身對他們說
[00:17:04.520 --> 00:17:07.760]  耶路撒冷的女子不要為我哭
[00:17:07.760 --> 00:17:10.560]  要為你們自己和你們的兒女哭
[00:17:10.560 --> 00:17:11.880]  因為日子將到
[00:17:11.880 --> 00:17:13.960]  人要說不生育的
[00:17:13.960 --> 00:17:15.320]  未曾懷孕的
[00:17:15.320 --> 00:17:18.360]  或未曾哺育孩子的有福了
[00:17:18.360 --> 00:17:20.360]  那時人要向大山說
[00:17:20.360 --> 00:17:22.520]  倒在我們身上
[00:17:22.520 --> 00:17:27.400]  向小山說遮掩我們
[00:17:27.400 --> 00:17:30.760]  他們若在樹木清綠的時候做這些事
[00:17:30.760 --> 00:17:34.280]  那麽在枯幹的時候將會怎樣呢
[00:17:34.280 --> 00:17:35.720]  你會覺得很特別
[00:17:35.720 --> 00:17:38.960]  這段經文其實在苦惱裏面
[00:17:38.960 --> 00:17:40.400]  我們這樣說
[00:17:40.400 --> 00:17:42.640]  最大部份耶穌基督所說的話
[00:17:42.640 --> 00:17:44.440]  是這一句話
[00:17:44.440 --> 00:17:45.880]  值得我們留意
