
[00:00:00.000 --> 00:00:10.000]  鄧小姐,早晨,各位親愛的朋友,親友,早晨,在現場的,在家裡的。
[00:02:36.000 --> 00:02:39.000]  愛是需要有詛咒,互相的詛咒,
[00:02:39.000 --> 00:02:44.000]  愛也有很多的包容和饒恕在裡面,
[00:02:44.000 --> 00:02:49.000]  愛有講到捨己,甚至乎沒有限制的捨己。
[00:02:49.000 --> 00:02:51.000]  我們學了很多,來到這個暑假裡面,
[00:02:51.000 --> 00:02:57.000]  我們有十一個星期裡面,繼續用《約翰一書》來幫助我們,
[00:02:57.000 --> 00:02:59.000]  繼續學習愛的功課。
[00:02:59.000 --> 00:03:05.000]  約翰在《新約書卷》裡面,除了保羅之外,是第二位的使徒,寫得最多書卷的。
[00:03:05.000 --> 00:03:10.000]  約翰總統寫了五卷的書卷,環繞著信望外的主題。
[00:03:10.000 --> 00:03:15.000]  講到信的題目,在約翰福音裡面,約翰使徒來跟我們講,
[00:03:15.000 --> 00:03:21.000]  中讀這個書卷,約翰福音裡面所記錄的,
[00:03:21.000 --> 00:03:23.000]  就是有關耶穌基督的事,
[00:03:23.000 --> 00:03:26.000]  好讓我們能夠信耶穌基督是神的兒子,
[00:03:26.000 --> 00:03:28.000]  信了祂之後,讓我們得著,
[00:03:28.000 --> 00:03:33.000]  因著耶穌基督的名的緣故,可以得著永生。
[00:03:33.000 --> 00:03:36.000]  耶穌基督的名字是二馬內里,神在我們中間,
[00:03:36.000 --> 00:03:38.000]  耶穌基督就是神在我們中間。
[00:03:38.000 --> 00:03:42.000]  耶穌基督的名字是代表著祂是拯救者,
[00:03:42.000 --> 00:03:44.000]  基督是代表著受高者,
[00:03:44.000 --> 00:03:48.000]  祂是那位君王,那位先知,那位祭司。
[00:03:48.000 --> 00:03:55.000]  耶穌基督就是我們信的根基,信的對象。
[00:03:55.000 --> 00:04:00.000]  在繼續裡面,關於盼望將來的事情,
[00:04:00.000 --> 00:04:04.000]  耶穌基督要回來的日子很近,
[00:04:04.000 --> 00:04:06.000]  約翰藉著啟示錄告訴我們,
[00:04:06.000 --> 00:04:08.000]  我們怎樣來到守望,
[00:04:08.000 --> 00:04:10.000]  怎樣來到等候,
[00:04:10.000 --> 00:04:12.000]  怎樣來到等候耶穌回來的日子,
[00:04:12.000 --> 00:04:15.000]  最後的審判,最後的獎罰來到的時候,
[00:04:15.000 --> 00:04:17.000]  我們是不是一個蒙福的人,
[00:04:17.000 --> 00:04:21.000]  我們有沒有來到遵守在啟示錄裡面所給我們的教導,
[00:04:21.000 --> 00:04:24.000]  即使有困難的時候,面對壓迫,
[00:04:24.000 --> 00:04:27.000]  面對甚至死亡的時候,
[00:04:27.000 --> 00:04:31.000]  我們仍然懷著盼望去期待耶穌基督的再臨。
[00:04:31.000 --> 00:04:33.000]  接著在約翰一二三書裡面,
[00:04:33.000 --> 00:04:35.000]  講到愛的主題,
[00:04:35.000 --> 00:04:36.000]  當然它不單止是講愛,
[00:04:36.000 --> 00:04:38.000]  還有很多其他的題目在裡面,
[00:04:38.000 --> 00:04:40.000]  但是講到很多關於愛的主題,
[00:04:40.000 --> 00:04:42.000]  我們經常都說我們要愛神,
[00:04:42.000 --> 00:04:44.000]  但是我們有沒有愛我們身邊的弟兄姊妹呢?
[00:04:44.000 --> 00:04:46.000]  身邊能夠見到的弟兄姊妹,
[00:04:46.000 --> 00:04:47.000]  如果我們不懂得去愛的時候,
[00:04:47.000 --> 00:04:50.000]  我們怎樣去愛一個我們見不到的神呢?
[00:04:50.000 --> 00:04:52.000]  接下來這一段的書裡面,
[00:04:52.000 --> 00:04:55.000]  就是我們一早藉著約翰一二三書,
[00:04:55.000 --> 00:04:58.000]  來幫助我們在愛的功課裡面繼續學習。
[00:04:58.000 --> 00:05:01.000]  約翰一二三書寫給哪些人看呢?
[00:05:01.000 --> 00:05:03.000]  你會發覺約翰一二三書很特別的地方,
[00:05:03.000 --> 00:05:05.000]  就是它沒有修上人的名字,
[00:05:05.000 --> 00:05:06.000]  又不是特別寫給一個教會,
[00:05:06.000 --> 00:05:11.000]  原來它是寫給所有信奉神兒子之名的人。
[00:05:11.000 --> 00:05:14.000]  如果你已經是一個信奉耶穌基督的人,
[00:05:14.000 --> 00:05:15.000]  你已經是耶穌基督的門徒,
[00:05:15.000 --> 00:05:17.000]  這封書信就是寫給我們,
[00:05:17.000 --> 00:05:18.000]  不只是今天的我們,
[00:05:18.000 --> 00:05:21.000]  歷代以來的信徒在約翰一二三書裡面,
[00:05:21.000 --> 00:05:24.000]  都告訴我們關於愛的功課,
[00:05:24.000 --> 00:05:25.000]  怎樣去愛神,
[00:05:25.000 --> 00:05:27.000]  怎樣去愛人。
[00:05:27.000 --> 00:05:29.000]  將今天幾次的經文,
[00:05:29.000 --> 00:05:34.000]  我將三個分開的重點來跟大家分享。
[00:05:34.000 --> 00:05:36.000]  約翰跟我們講到,
[00:05:36.000 --> 00:05:37.000]  我們作為一個基督徒,
[00:05:37.000 --> 00:05:38.000]  耶穌基督的門徒,
[00:05:38.000 --> 00:05:40.000]  我們有一個使命感,
[00:05:40.000 --> 00:05:42.000]  怎樣去見證、傳承。
[00:05:42.000 --> 00:05:44.000]  但是在什麼情況裡面呢?
[00:05:44.000 --> 00:05:47.000]  我們在一個光暗不明朗的情況裡面,
[00:05:47.000 --> 00:05:50.000]  學習繼續嘗試見證、傳承。
[00:05:50.000 --> 00:05:53.000]  最後就是怎樣去回應我們這個境況。
[00:05:53.000 --> 00:05:55.000]  見證、傳承,
[00:05:55.000 --> 00:05:58.000]  是需要有行動。
[00:05:58.000 --> 00:06:00.000]  保羅在《立馬書》這樣跟我們講,
[00:06:00.000 --> 00:06:02.000]  凡求告主名的人,
[00:06:02.000 --> 00:06:04.000]  就必得救,
[00:06:04.000 --> 00:06:06.000]  但是要求告主名,
[00:06:06.000 --> 00:06:08.000]  他要信主才行。
[00:06:08.000 --> 00:06:09.000]  如果他們未曾信主,
[00:06:09.000 --> 00:06:11.000]  怎能夠求告主的名呢?
[00:06:11.000 --> 00:06:12.000]  但是要信主,
[00:06:12.000 --> 00:06:14.000]  他要聽過主的名字才行。
[00:06:14.000 --> 00:06:15.000]  如果他未聽過,
[00:06:15.000 --> 00:06:16.000]  怎能夠去信主呢?
[00:06:16.000 --> 00:06:17.000]  要聽的時候,
[00:06:17.000 --> 00:06:19.000]  要有人講給他聽的,
[00:06:19.000 --> 00:06:21.000]  就要有人傳導給他聽,
[00:06:21.000 --> 00:06:23.000]  傳導的行動。
[00:06:23.000 --> 00:06:25.000]  約翰在《約翰一書》跟我們講,
[00:06:25.000 --> 00:06:27.000]  重複又重複,
[00:06:27.000 --> 00:06:28.000]  重複又重複,
[00:06:28.000 --> 00:06:30.000]  講了足足五次那麼多,
[00:06:30.000 --> 00:06:32.000]  在短短幾節經文裡面,
[00:06:32.000 --> 00:06:34.000]  傳揚一些信息給我們,
[00:06:34.000 --> 00:06:36.000]  又做見證,
[00:06:36.000 --> 00:06:38.000]  做主耶穌基督的見證,
[00:06:38.000 --> 00:06:39.000]  又傳揚給我們,
[00:06:39.000 --> 00:06:40.000]  又寫給我們,
[00:06:40.000 --> 00:06:41.000]  又報給我們聽,
[00:06:41.000 --> 00:06:45.000]  一個很重要的信息。
[00:06:45.000 --> 00:06:48.000]  當日第一代的門徒,
[00:06:48.000 --> 00:06:52.000]  第一使徒,他們是傳承,
[00:06:52.000 --> 00:06:55.000]  他直接跟耶穌基督所聽的,
[00:06:55.000 --> 00:06:57.000]  所見的,所學的,
[00:06:57.000 --> 00:06:58.000]  傳給我們,
[00:06:58.000 --> 00:07:01.000]  由我們一代一代承接下去。
[00:07:01.000 --> 00:07:04.000]  就好像我們跑接力賽那樣,
[00:07:04.000 --> 00:07:05.000]  他們是第一棒,
[00:07:05.000 --> 00:07:06.000]  拿著第一棒,
[00:07:06.000 --> 00:07:07.000]  他們不需要承接,
[00:07:07.000 --> 00:07:08.000]  他們只是拿著第一棒,
[00:07:08.000 --> 00:07:09.000]  就開始去傳,
[00:07:09.000 --> 00:07:10.000]  一代以來的使徒,
[00:07:10.000 --> 00:07:11.000]  一代以來的門徒,
[00:07:11.000 --> 00:07:12.000]  一代以來的信徒,
[00:07:12.000 --> 00:07:14.000]  就是承接著第二棒,
[00:07:14.000 --> 00:07:15.000]  第三棒,
[00:07:15.000 --> 00:07:18.000]  到今天的我們,
[00:07:18.000 --> 00:07:20.000]  就在這個承傳的裏面,
[00:07:20.000 --> 00:07:23.000]  在鎖鏈裏面的其中一個環節。
[00:07:23.000 --> 00:07:26.000]  我不知道當日你信耶穌的情況是怎樣,
[00:07:26.000 --> 00:07:28.000]  1984年我們信耶穌的時候,
[00:07:28.000 --> 00:07:29.000]  沒信耶穌之前,
[00:07:29.000 --> 00:07:31.000]  當日教會的朋友,
[00:07:31.000 --> 00:07:32.000]  我們叫朋友,
[00:07:32.000 --> 00:07:34.000]  請我們回教會,
[00:07:34.000 --> 00:07:36.000]  然後請我們去一個福音班,
[00:07:36.000 --> 00:07:39.000]  每個禮拜一次的福音查經聚會,
[00:07:39.000 --> 00:07:41.000]  足足查了半年的時間,
[00:07:41.000 --> 00:07:43.000]  如果半年的時間就是二十幾次,
[00:07:43.000 --> 00:07:45.000]  每次可能一兩個小時,
[00:07:45.000 --> 00:07:46.000]  足足查了幾十個小時,
[00:07:46.000 --> 00:07:49.000]  因為有一班疼愛我們的弟兄姊妹,
[00:07:49.000 --> 00:07:52.000]  請我們去福音查經,
[00:07:52.000 --> 00:07:54.000]  讓我們終於有機會,
[00:07:54.000 --> 00:07:55.000]  從他們口中認識到,
[00:07:55.000 --> 00:07:58.000]  所以說他生命裏面的耶穌基督,
[00:07:58.000 --> 00:08:00.000]  從聖經裏面記住,
[00:08:00.000 --> 00:08:01.000]  歷代以來,
[00:08:01.000 --> 00:08:02.000]  約翰、彼得,
[00:08:02.000 --> 00:08:04.000]  歷代以來所傳給我們,
[00:08:04.000 --> 00:08:06.000]  關於耶穌的生平的事情,
[00:08:06.000 --> 00:08:08.000]  讓我們成為一個蒙福的人。
[00:08:08.000 --> 00:08:09.000]  今天,
[00:08:09.000 --> 00:08:11.000]  今天的我們,
[00:08:11.000 --> 00:08:14.000]  仍然繼續要這個承傳的使命,
[00:08:14.000 --> 00:08:19.000]  要將這個福音的信息傳下去。
[00:08:19.000 --> 00:08:23.000]  那麼我們傳的內容,
[00:08:23.000 --> 00:08:26.000]  見證、傳承的內容,
[00:08:26.000 --> 00:08:28.000]  是什麼呢?
[00:08:28.000 --> 00:08:31.000]  有關於耶穌基督的神聖,
[00:08:31.000 --> 00:08:34.000]  在約翰一書裏面是這樣跟我們講,
[00:08:34.000 --> 00:08:37.000]  從起初原有的生命之道,
[00:08:37.000 --> 00:08:38.000]  是指著耶穌基督,
[00:08:38.000 --> 00:08:40.000]  這位生命之道的主,
[00:08:40.000 --> 00:08:42.000]  就是他們見過、見證過,
[00:08:42.000 --> 00:08:43.000]  看過、摸過的那個,
[00:08:43.000 --> 00:08:46.000]  原本是與父、同懷在一起,
[00:08:46.000 --> 00:08:49.000]  他的主耶穌向我們顯明了,
[00:08:49.000 --> 00:08:51.000]  那個永遠的生命,
[00:08:51.000 --> 00:08:54.000]  耶穌基督是從永遠到永遠,
[00:08:54.000 --> 00:08:57.000]  他將他的生命顯明給我們看,
[00:08:57.000 --> 00:09:00.000]  約翰也在他的約翰方面跟我們講,
[00:09:00.000 --> 00:09:01.000]  太初有道,
[00:09:01.000 --> 00:09:03.000]  道與神同在,
[00:09:03.000 --> 00:09:05.000]  道耶穌基督,
[00:09:05.000 --> 00:09:06.000]  就是神,
[00:09:06.000 --> 00:09:10.000]  道就是神,
[00:09:10.000 --> 00:09:11.000]  道就是神,
[00:09:11.000 --> 00:09:12.000]  神就是道,
[00:09:12.000 --> 00:09:15.000]  這個寫法就是講到,
[00:09:15.000 --> 00:09:18.000]  耶穌基督跟神是等同的,
[00:09:18.000 --> 00:09:20.000]  這個就是耶穌基督的神聖,
[00:09:20.000 --> 00:09:22.000]  約翰就直接約翰一書、約翰福音,
[00:09:22.000 --> 00:09:24.000]  跟我們介紹得很清楚,
[00:09:24.000 --> 00:09:27.000]  耶穌基督是一個完完全全的神,
[00:09:27.000 --> 00:09:29.000]  也是我們需要承傳下去,
[00:09:29.000 --> 00:09:31.000]  一個信息裏面很重要的一部份,
[00:09:31.000 --> 00:09:34.000]  第二部份就是關於耶穌基督的人性,
[00:09:34.000 --> 00:09:38.000]  我們如何知道耶穌基督是一個完全的人呢?
[00:09:38.000 --> 00:09:40.000]  知道的人告訴我們,
[00:09:40.000 --> 00:09:43.000]  他們親眼見過耶穌,
[00:09:43.000 --> 00:09:45.000]  跟祂生活了幾年,
[00:09:45.000 --> 00:09:49.000]  親眼聽過耶穌基督所傳講的,
[00:09:49.000 --> 00:09:51.000]  見證過耶穌基督的復活,
[00:09:51.000 --> 00:09:52.000]  所聽見、所看見,
[00:09:52.000 --> 00:09:55.000]  親眼看過、摸過、接觸過、
[00:09:55.000 --> 00:09:59.000]  跟祂一起生活過的主耶穌基督,
[00:09:59.000 --> 00:10:01.000]  他們就可以為祂作見證,
[00:10:01.000 --> 00:10:02.000]  祂是又真又活,
[00:10:02.000 --> 00:10:07.000]  又真真實實跟我們一樣顏色的人,
[00:10:07.000 --> 00:10:10.000]  耶穌基督是一個完全的神,
[00:10:10.000 --> 00:10:12.000]  耶穌基督也是一個完全的人,
[00:10:12.000 --> 00:10:17.000]  從此耶穌基督身上聽見了很多人所經歷的事情,
[00:10:17.000 --> 00:10:19.000]  與耶穌基督所教訓的,
[00:10:19.000 --> 00:10:22.000]  他們就親自跟我們講,
[00:10:22.000 --> 00:10:26.000]  雖然今天我們沒有辦法親眼見到我們主,
[00:10:26.000 --> 00:10:28.000]  藉著昔日的門徒、使徒,
[00:10:28.000 --> 00:10:30.000]  他們生命的見證,
[00:10:30.000 --> 00:10:35.000]  藉著耶穌基督在聖經裡面所跟我們介紹、傳講,
[00:10:35.000 --> 00:10:37.000]  祂在生活裡面所行的事蹟,
[00:10:37.000 --> 00:10:42.000]  讓我們今天可以在傳頌裡面認識到我們這位主。
[00:10:42.000 --> 00:10:47.000]  見證傳承的目的,
[00:10:47.000 --> 00:10:51.000]  司徒約翰在約翰一書裡面怎麼跟我們講呢?
[00:10:51.000 --> 00:10:53.000]  見證傳承的目的是為了什麼?
[00:10:53.000 --> 00:10:58.000]  他說為了使我們跟他們可以有團結,
[00:10:59.000 --> 00:11:01.000]  讓我們跟使徒,
[00:11:01.000 --> 00:11:03.000]  歷代的使徒可以有團結,
[00:11:03.000 --> 00:11:05.000]  今天我們可以有團結生活,
[00:11:05.000 --> 00:11:07.000]  我們生長在同一個年代,
[00:11:07.000 --> 00:11:11.000]  我們怎麼可以跟歷代的信徒又有團結呢?
[00:11:11.000 --> 00:11:16.000]  他們跟主有團結,
[00:11:16.000 --> 00:11:18.000]  我們跟我們的主,
[00:11:18.000 --> 00:11:20.000]  跟我們的父神有團結。
[00:11:20.000 --> 00:11:22.000]  司徒行傳裡面記得很清楚,
[00:11:22.000 --> 00:11:24.000]  歷當日的使徒他們怎樣?
[00:11:24.000 --> 00:11:26.000]  他們專注在使徒的教訓,
[00:11:26.000 --> 00:11:30.000]  和彼此的團契生活裡面一起抹餅和祈禱,
[00:11:30.000 --> 00:11:34.000]  眾人都存著一個敬畏的心來侍奉,
[00:11:34.000 --> 00:11:36.000]  來敬拜。
[00:11:36.000 --> 00:11:40.000]  他們在當地歷代行了很多神蹟歧視,
[00:11:40.000 --> 00:11:42.000]  就好像主耶穌在地上的日子一樣,
[00:11:42.000 --> 00:11:45.000]  行了很多奇蹟的事情,
[00:11:45.000 --> 00:11:50.000]  去做醫治、趕鬼、傳道的工作。
[00:11:50.000 --> 00:11:52.000]  信的人,一班信徒聚聚在一起,
[00:11:52.000 --> 00:11:55.000]  販物公用,賣了他們的前產家業,
[00:11:55.000 --> 00:11:58.000]  每個人按他們所需分給他們。
[00:11:58.000 --> 00:12:00.000]  今天我們都有團契生活,
[00:12:00.000 --> 00:12:02.000]  今天我們都有小組生活,
[00:12:02.000 --> 00:12:04.000]  我們可能未像當日的聯盟徒,
[00:12:04.000 --> 00:12:06.000]  他們來賣光所有東西,
[00:12:06.000 --> 00:12:09.000]  不過今天我們仍然可以很願意社稷付出,
[00:12:09.000 --> 00:12:11.000]  很願意將我們所有的拿出來,
[00:12:11.000 --> 00:12:14.000]  無論是我們的時間、我們的金錢、我們的精神,
[00:12:14.000 --> 00:12:16.000]  我們所預備的食物,
[00:12:16.000 --> 00:12:18.000]  我們能夠去接送一些弟兄姊妹,
[00:12:18.000 --> 00:12:19.000]  各樣各樣的事情,
[00:12:19.000 --> 00:12:24.000]  就是一個互相生活在一起的那種生命上的交流,
[00:12:24.000 --> 00:12:26.000]  一起去敬拜侍奉,
[00:12:26.000 --> 00:12:29.000]  可以與主有團契,
[00:12:29.000 --> 00:12:30.000]  與我們父有團契,
[00:12:30.000 --> 00:12:33.000]  以致我們能夠在主的裡面,
[00:12:33.000 --> 00:12:35.000]  互相有團契的生活,
[00:12:35.000 --> 00:12:42.000]  在裡面得到一份喜樂的滿足,
[00:12:42.000 --> 00:12:44.000]  或者我們裡面所得到的那份喜樂,
[00:12:44.000 --> 00:12:47.000]  是得以完全、得以完整,
[00:12:47.000 --> 00:12:49.000]  這份喜樂不單止我們一起開心心,
[00:12:49.000 --> 00:12:51.000]  來到有團契生活,
[00:12:51.000 --> 00:12:54.000]  包括我們傳福音的時候仍然在傳福音裡面,
[00:12:54.000 --> 00:12:56.000]  看到更加多的人蒙一,
[00:12:56.000 --> 00:12:57.000]  加入這個團體的時候,
[00:12:57.000 --> 00:12:59.000]  這個群體,這個信耶穌的群體的時候,
[00:12:59.000 --> 00:13:02.000]  我們同樣的心裡面得到一份的滿足喜樂,
[00:13:02.000 --> 00:13:04.000]  講了這麼久,
[00:13:04.000 --> 00:13:06.000]  都是一個很美麗的圖畫,
[00:13:06.000 --> 00:13:09.000]  都是約翰遜介紹給我們聽的,
[00:13:09.000 --> 00:13:14.000]  一個很美麗、很完全的信徒生活,
[00:13:14.000 --> 00:13:16.000]  教會裡面的圖畫,
[00:13:17.000 --> 00:13:22.000]  現實生活裡面是不是又這麼完美、這麼理想的呢?
[00:13:22.000 --> 00:13:25.000]  在學習愛的功夫裡面,
[00:13:25.000 --> 00:13:26.000]  我們講了很多題目,
[00:13:26.000 --> 00:13:30.000]  有沒有發覺其實在我們的信徒生命裡面,
[00:13:30.000 --> 00:13:32.000]  或者我們每天的生活裡面,
[00:13:32.000 --> 00:13:33.000]  其實有很多的掙扎,
[00:13:33.000 --> 00:13:36.000]  有很多我叫它做黑白不分,
[00:13:36.000 --> 00:13:39.000]  光暗不明的日子在裡面,
[00:13:39.000 --> 00:13:42.000]  很多時候我們可能都是選擇去做,
[00:13:42.000 --> 00:13:45.000]  選擇去一腳踏兩船的生活,
[00:13:45.000 --> 00:13:48.000]  沒錯,我們去學習去講實話,
[00:13:48.000 --> 00:13:50.000]  尋求真理,
[00:13:50.000 --> 00:13:53.000]  但是我們很多時候講實話的時候,
[00:13:53.000 --> 00:13:55.000]  就講得不完全,
[00:13:55.000 --> 00:13:57.000]  只講一部分的實話,
[00:13:57.000 --> 00:13:59.000]  沒錯,我們去學習寫記,
[00:13:59.000 --> 00:14:03.000]  但是如果有時候會將一些東西保留給自己,
[00:14:03.000 --> 00:14:07.000]  我們去學習去包容、去饒恕,
[00:14:07.000 --> 00:14:09.000]  我們可能說看什麼情況,
[00:14:09.000 --> 00:14:11.000]  看什麼處境,
[00:14:11.000 --> 00:14:14.000]  甚至乎看對方肯不肯認錯,
[00:14:14.000 --> 00:14:16.000]  我才需要去饒恕,
[00:14:16.000 --> 00:14:18.000]  我們是沒錯不斷學習愛神,
[00:14:18.000 --> 00:14:21.000]  但是我們又仍然心裡面愛於這個世界,
[00:14:21.000 --> 00:14:25.000]  我們去學習去那個聖潔的生活,
[00:14:25.000 --> 00:14:28.000]  但是不同的時間裡面,
[00:14:28.000 --> 00:14:30.000]  我們又會縱容自己,
[00:14:30.000 --> 00:14:33.000]  去做一些不合神心意的事情,
[00:14:33.000 --> 00:14:35.000]  我們很多時候就在這兩難裡面,
[00:14:35.000 --> 00:14:38.000]  去做一個取捨,
[00:14:38.000 --> 00:14:41.000]  我們可能覺得我們走一條縱容之道,
[00:14:41.000 --> 00:14:44.000]  又想這樣,又想那樣,
[00:14:44.000 --> 00:14:46.000]  我又愛神,我又愛這個世界,
[00:14:46.000 --> 00:14:49.000]  不如在中間走一條縱容之道,
[00:14:49.000 --> 00:14:51.000]  兩邊都很討好,
[00:14:51.000 --> 00:14:54.000]  寫記又寫些不寫些,
[00:14:54.000 --> 00:14:56.000]  做事又做些不做些,
[00:14:56.000 --> 00:14:58.000]  也算是縱容之道,
[00:14:58.000 --> 00:15:00.000]  中國人最喜歡縱容之道,
[00:15:00.000 --> 00:15:01.000]  我又不得罪神,
[00:15:01.000 --> 00:15:03.000]  又不需要放棄這個世界,
[00:15:03.000 --> 00:15:05.000]  我又原諒他,
[00:15:05.000 --> 00:15:08.000]  但是心裡面仍然對他有多少的憎恨,
[00:15:09.000 --> 00:15:11.000]  我好像還可以,是不是真的可以呢?
[00:15:11.000 --> 00:15:15.000]  但是聖經好像曾經提過合符宗道幾個字,
[00:15:15.000 --> 00:15:17.000]  聖經裡面說合符宗道,
[00:15:17.000 --> 00:15:19.000]  是不是就是我們心裡面所以為,
[00:15:19.000 --> 00:15:22.000]  兩邊討好的一個縱容之道的地方呢?
[00:15:22.000 --> 00:15:25.000]  保羅在《羅馬書》十二章三節跟我們說,
[00:15:25.000 --> 00:15:27.000]  他說得很清楚,
[00:15:27.000 --> 00:15:30.000]  保羅說憑著神所給他的恩,
[00:15:30.000 --> 00:15:33.000]  對我們每一個的信徒來說,
[00:15:33.000 --> 00:15:36.000]  叫我們不要看自己看得太高,
[00:15:36.000 --> 00:15:39.000]  要藉著神所分給我們的信心來衡量,
[00:15:39.000 --> 00:15:41.000]  衡量得來要合符宗道,
[00:15:41.000 --> 00:15:44.000]  保羅在《羅馬書》裡面說什麼呢?
[00:15:44.000 --> 00:15:47.000]  神給我們每個人有不同的恩賜,
[00:15:47.000 --> 00:15:50.000]  有不同的負擔,
[00:15:50.000 --> 00:15:52.000]  又給我們一個信心,
[00:15:52.000 --> 00:15:55.000]  來看,來量度,
[00:15:55.000 --> 00:15:57.000]  神所給我們的恩賜,
[00:15:57.000 --> 00:15:59.000]  怎樣來做好好的運用,
[00:15:59.000 --> 00:16:01.000]  適當的來運用,
[00:16:01.000 --> 00:16:04.000]  這個就是合符宗道,
[00:16:04.000 --> 00:16:08.000]  我們的信心就合符神所給我們的恩賜,
[00:16:08.000 --> 00:16:10.000]  適當的來運用,
[00:16:10.000 --> 00:16:12.000]  讓肢體互相合法,
[00:16:12.000 --> 00:16:13.000]  成為一個身體,
[00:16:13.000 --> 00:16:15.000]  一個耶穌基督的身體,
[00:16:15.000 --> 00:16:18.000]  原來不是在說縱容之道,
[00:16:18.000 --> 00:16:20.000]  保羅所說的合符宗道,
[00:16:20.000 --> 00:16:22.000]  是合符神所給我們的信心大小,
[00:16:22.000 --> 00:16:23.000]  跟我們的恩賜,
[00:16:23.000 --> 00:16:25.000]  是適當的來運用,
[00:16:25.000 --> 00:16:27.000]  既然不是的時候,
[00:16:27.000 --> 00:16:29.000]  那麼你要留心一件事,
[00:16:29.000 --> 00:16:32.000]  黑白是否可以共處呢?
[00:16:33.000 --> 00:16:34.000]  黑白是否可以共處呢?
[00:16:34.000 --> 00:16:35.000]  你可以說,
[00:16:35.000 --> 00:16:38.000]  黑白是否可以共處呢?
[00:16:38.000 --> 00:16:42.000]  如果是在說顏色的話,
[00:16:42.000 --> 00:16:44.000]  當然黑白顏色是可以共處的,
[00:16:44.000 --> 00:16:47.000]  你看我今天也是黑白顏色,
[00:16:47.000 --> 00:16:48.000]  黑白顏色共處的時候,
[00:16:48.000 --> 00:16:51.000]  好像襯托得挺好看,
[00:16:51.000 --> 00:16:53.000]  但如果不是黑白的顏色,
[00:16:53.000 --> 00:16:56.000]  而是在說是非黑白的時候,
[00:16:56.000 --> 00:16:58.000]  又是否可以共處呢?
[00:16:58.000 --> 00:17:01.000]  好像光線那樣,
[00:17:02.000 --> 00:17:04.000]  光明和黑暗,
[00:17:04.000 --> 00:17:07.000]  是否可以共處呢?
[00:17:07.000 --> 00:17:16.000]  在《創世紀》裡面記載,
[00:17:16.000 --> 00:17:19.000]  《創世紀》當時是怎樣的?
[00:17:19.000 --> 00:17:22.000]  《創世紀》一章第二節開始說,
[00:17:22.000 --> 00:17:24.000]  地是空虛混沌,
[00:17:24.000 --> 00:17:28.000]  深淵上面是一片的黑暗,
[00:17:28.000 --> 00:17:31.000]  神的靈在水上面來運行,
[00:17:31.000 --> 00:17:34.000]  神說要有光,就有了光,
[00:17:34.000 --> 00:17:37.000]  神看光是好的,
[00:17:37.000 --> 00:17:40.000]  於是神又將光和暗分開,
