
[00:00:00.000 --> 00:00:05.500]  各位早晨!在此先祝大家聖誕快樂,新年蒙福!
[00:03:01.000 --> 00:03:04.000]  下面就是摩西之歌的內容
[00:03:04.000 --> 00:03:09.000]  我們再進去看看裡面這首歌的重點
[00:03:09.000 --> 00:03:13.000]  第一,他重讚的對象是誰呢?
[00:03:13.000 --> 00:03:20.000]  這裡說到摩西和以色列人向耶和華唱這首歌
[00:03:20.000 --> 00:03:24.000]  第一句他說:「我要向耶和華歌唱」
[00:03:24.000 --> 00:03:29.000]  很明顯,重讚的對象就是耶和華他們的神
[00:03:29.000 --> 00:03:34.000]  第二,重讚的形式是什麼呢?
[00:03:34.000 --> 00:03:38.000]  這裡說到唱這首歌
[00:03:38.000 --> 00:03:41.000]  然後他說「向耶和華歌唱」
[00:03:41.000 --> 00:03:44.000]  他們是用歌唱的形式
[00:03:44.000 --> 00:03:47.000]  我相信他們一邊唱歌,一邊舞蹈
[00:03:47.000 --> 00:03:51.000]  歌頌用這個方式讚美神
[00:03:51.000 --> 00:03:55.000]  有些人讚美神時,可能會寫一首詩
[00:03:55.000 --> 00:03:58.000]  每個人對神的重讚可能都不同
[00:03:58.000 --> 00:04:02.000]  但當時他們就用唱歌的形式
[00:04:02.000 --> 00:04:09.000]  以色列人,當我們看回之前的經文時
[00:04:09.000 --> 00:04:13.000]  其實他們在埃及地寄居了四百多年
[00:04:13.000 --> 00:04:20.000]  很多經文說到,因為法老加在他們身上的苦工
[00:04:20.000 --> 00:04:24.000]  他們嘆息艾亨
[00:04:24.000 --> 00:04:29.000]  二章二十三節說到,以色列人在困所中嘆息
[00:04:29.000 --> 00:04:36.000]  六章說到,以色列人因埃及人所加的奴役而發的哀聲
[00:04:36.000 --> 00:04:41.000]  六章九節說到,因為以色列人心裡受煩和苦工的緣故
[00:04:41.000 --> 00:04:44.000]  他們聽不進摩西的說話
[00:04:44.000 --> 00:04:47.000]  你可以想像埃及人其實是很悲哀的
[00:04:47.000 --> 00:04:52.000]  但到了這一刻,他們經歷了耶和華的拯救
[00:04:52.000 --> 00:04:54.000]  帶他們走過紅海的乾地
[00:04:54.000 --> 00:04:57.000]  而埃及人卻是撞身紅海
[00:04:57.000 --> 00:05:03.000]  他們由哀聲化為歡樂,以歌唱來頌讚神
[00:05:03.000 --> 00:05:07.000]  像詩篇三十篇十一節也有這樣的說話
[00:05:07.000 --> 00:05:10.000]  你已經將我的悲哀變成舞蹈
[00:05:10.000 --> 00:05:14.000]  將我的麻衣脫去,又給我穿上歡樂
[00:05:14.000 --> 00:05:17.000]  好讓我的靈歌頌你,永不停止
[00:05:17.000 --> 00:05:20.000]  又說我的神,我要永遠稱頌你
[00:05:20.000 --> 00:05:26.000]  可以說這段經文將埃及人的轉變描述了出來
[00:05:26.000 --> 00:05:30.000]  第三點是歌頌的理由
[00:05:30.000 --> 00:05:33.000]  他們為何要來歌頌神呢?
[00:05:33.000 --> 00:05:36.000]  第一節說得很清楚
[00:05:36.000 --> 00:05:42.000]  我向耶和華歌唱,因為祂高高地被高舉起來
[00:05:42.000 --> 00:05:46.000]  而祂將馬匹和騎馬的頭放在海中
[00:05:46.000 --> 00:05:51.000]  因為耶和華戰勝,祂被高舉起來
[00:05:51.000 --> 00:05:57.000]  透過埃及的馬匹和騎馬的人都死在海中
[00:05:57.000 --> 00:06:00.000]  所以為此緣故,他們要歌頌神
[00:06:00.000 --> 00:06:03.000]  因為耶和華是德性的神
[00:06:03.000 --> 00:06:08.000]  和合本甚至將德性翻譯為「大大戰勝」
[00:06:08.000 --> 00:06:11.000]  因為耶和華大大地戰勝埃及人
[00:06:11.000 --> 00:06:13.000]  所以他們要歌頌
[00:06:13.000 --> 00:06:17.000]  第四點是他們歌頌的內容包括甚麼呢?
[00:06:17.000 --> 00:06:19.000]  他們怎樣來讚美神呢?
[00:06:19.000 --> 00:06:24.000]  第一,你會看到是講到神和他們的關係
[00:06:24.000 --> 00:06:28.000]  因為第二節說到
[00:06:28.000 --> 00:06:32.000]  「耶和華是我的力量,我的師哥,也成了我的拯救」
[00:06:32.000 --> 00:06:34.000]  大家有沒有印象?
[00:06:34.000 --> 00:06:37.000]  剛剛開始的時候,Apple跟我們讀的宣詔
[00:06:37.000 --> 00:06:40.000]  其實都是跟這裡有關
[00:06:40.000 --> 00:06:42.000]  「祂是我的神,我要讚美祂」
[00:06:42.000 --> 00:06:45.000]  「祂是我父的神,我要尊崇祂」
[00:06:45.000 --> 00:06:49.000]  經文這裡用的是單數的第一人稱
[00:06:49.000 --> 00:06:52.000]  摩西自己和以色列人
[00:06:52.000 --> 00:06:56.000]  各自經歷了耶和華是怎樣的神
[00:06:56.000 --> 00:06:58.000]  就是在過紅海的事上
[00:06:58.000 --> 00:07:00.000]  他們看到耶和華的大能
[00:07:00.000 --> 00:07:03.000]  又將他們由悲哀轉成師哥
[00:07:03.000 --> 00:07:05.000]  又成為他們的拯救
[00:07:05.000 --> 00:07:07.000]  使他們脫離埃及人的奴役
[00:07:07.000 --> 00:07:10.000]  這一位真是他們的神
[00:07:10.000 --> 00:07:13.000]  所以他們就用師哥來歌頌神
[00:07:13.000 --> 00:07:18.000]  也在讚美裡面反映他們和神的關係
[00:07:18.000 --> 00:07:21.000]  不單止是他們個人生命的神
[00:07:21.000 --> 00:07:24.000]  而且還是他們列祖的神
[00:07:24.000 --> 00:07:29.000]  這裡也用到「我要」兩個「我要」
[00:07:29.000 --> 00:07:31.000]  一個是「我要讚美祂」
[00:07:31.000 --> 00:07:34.000]  另一個是「我要尊崇祂」
[00:07:34.000 --> 00:07:38.000]  這個「我要」其實裡面是用一個命令式
[00:07:38.000 --> 00:07:43.000]  表示他們是立志堅定地要來向神歌唱
[00:07:43.000 --> 00:07:46.000]  他們經歷了這個神這麼好
[00:07:46.000 --> 00:07:49.000]  所以他們要決心歌頌神
[00:07:49.000 --> 00:07:52.000]  這裡說讚美的時候
[00:07:52.000 --> 00:07:54.000]  是一個外在的表現
[00:07:54.000 --> 00:07:56.000]  但當說尊崇的時候
[00:07:56.000 --> 00:08:00.000]  是反映他們內心對神的態度
[00:08:00.000 --> 00:08:03.000]  可以說他們的心智
[00:08:03.000 --> 00:08:06.000]  是值得我們每一個人都來學習
[00:08:06.000 --> 00:08:08.000]  第二他們歌頌的內容
[00:08:08.000 --> 00:08:13.000]  包括神的作為和權能
[00:08:13.000 --> 00:08:20.000]  這一點反映在幾點裡面
[00:08:20.000 --> 00:08:25.000]  第一他們如何體現耶和華的作為和權能
[00:08:25.000 --> 00:08:27.000]  就是耶和華是戰士
[00:08:27.000 --> 00:08:29.000]  他的名字是耶和華
[00:08:29.000 --> 00:08:32.000]  在第三節這樣說
[00:08:32.000 --> 00:08:38.000]  摩西曾經對人說
[00:08:38.000 --> 00:08:40.000]  你們不用懼怕
[00:08:40.000 --> 00:08:44.000]  要站在這裡看耶和華今天為你們施行的拯救
[00:08:44.000 --> 00:08:46.000]  因為今天你們見到的埃及人
[00:08:46.000 --> 00:08:49.000]  以後都不會再見到他們
[00:08:49.000 --> 00:08:52.000]  因為耶和華必為你們征戰
[00:08:52.000 --> 00:08:53.000]  你們必須安靜
[00:08:53.000 --> 00:08:57.000]  不用作聲
[00:08:57.000 --> 00:08:59.000]  耶和華為他們來征戰
[00:08:59.000 --> 00:09:03.000]  所以看到上帝的作為
[00:09:03.000 --> 00:09:06.000]  第二就是在過紅海這件事上
[00:09:06.000 --> 00:09:08.000]  顯出上帝的大能
[00:09:08.000 --> 00:09:11.000]  當時如果我們看回前少少十四章
[00:09:11.000 --> 00:09:13.000]  十九到二十八節的時候
[00:09:13.000 --> 00:09:16.000]  你會發現有一個神的使者
[00:09:16.000 --> 00:09:19.000]  他突然間走到以色列人的後面
[00:09:19.000 --> 00:09:22.000]  成為一個雲柱
[00:09:22.000 --> 00:09:28.000]  那個雲柱去到他們的後面
[00:09:28.000 --> 00:09:31.000]  在以色列人和埃及人的中間
[00:09:31.000 --> 00:09:34.000]  向著埃及人那邊是黑漆漆的
[00:09:34.000 --> 00:09:37.000]  但向著以色列人那邊是光明的
[00:09:37.000 --> 00:09:43.000]  當摩西來到向神伸手的時候
[00:09:43.000 --> 00:09:46.000]  耶和華就用很強的東風
[00:09:46.000 --> 00:09:49.000]  使那些海水一下子退去
[00:09:49.000 --> 00:09:52.000]  使海中間變成一個乾地
[00:09:52.000 --> 00:09:56.000]  以色列人就可以落到海中間
[00:09:56.000 --> 00:09:58.000]  在乾地走過
[00:09:58.000 --> 00:10:02.000]  那些水就好像兩面牆一樣豎起來
[00:10:02.000 --> 00:10:06.000]  當那些埃及人追到來的時候
[00:10:06.000 --> 00:10:10.000]  法魯所有的馬匹、馬車和馬兵
[00:10:10.000 --> 00:10:13.000]  都跟著下海
[00:10:13.000 --> 00:10:18.000]  但後來到了神庚的時候
[00:10:18.000 --> 00:10:21.000]  耶和華就透過雲柱、火柱
[00:10:21.000 --> 00:10:26.000]  向那些觀看埃及人的軍兵
[00:10:26.000 --> 00:10:31.000]  使那些埃及人的軍兵起了雲聯
[00:10:31.000 --> 00:10:35.000]  並且他們的車輪都脫落
[00:10:35.000 --> 00:10:37.000]  使他們走不了
[00:10:37.000 --> 00:10:40.000]  後來耶和華對摩西說
[00:10:40.000 --> 00:10:42.000]  你要向海伸手
[00:10:42.000 --> 00:10:47.000]  使那些水回流到埃及人身上
[00:10:47.000 --> 00:10:50.000]  當摩西向海伸手的時候
[00:10:50.000 --> 00:10:52.000]  到了天亮的時候
[00:10:52.000 --> 00:10:54.000]  海水就復原了
[00:10:54.000 --> 00:10:58.000]  所有埃及人的馬車、馬兵
[00:10:58.000 --> 00:11:01.000]  全部被海水淹沒
[00:11:01.000 --> 00:11:03.000]  一個都不能夠剩下
[00:11:03.000 --> 00:11:06.000]  就像剛才所說
[00:11:06.000 --> 00:11:08.000]  你們眼前的埃及人
[00:11:08.000 --> 00:11:11.000]  以後你們都不會再見到
[00:11:11.000 --> 00:11:14.000]  埃及的全軍就這樣
[00:11:14.000 --> 00:11:19.000]  在神大能的手下全軍覆沒
[00:11:19.000 --> 00:11:25.000]  第三點去體驗上帝的作為和大能
[00:11:25.000 --> 00:11:29.000]  就是他帶領以色列人進入了迦南地
[00:11:29.000 --> 00:11:32.000]  在13到16節說到
[00:11:32.000 --> 00:11:38.000]  你憑著慈愛帶領了你買熟的人民
[00:11:38.000 --> 00:11:41.000]  你憑著能力引導他們到你的聖所
[00:11:41.000 --> 00:11:43.000]  萬民聽見就必顫抖
[00:11:43.000 --> 00:11:47.000]  疼痛恐懼抓住了菲律賓的居民
[00:11:47.000 --> 00:11:49.000]  那時以東的族長
[00:11:49.000 --> 00:11:52.000]  驚惶魔壓的英雄被戰驚抓住
[00:11:52.000 --> 00:11:56.000]  所有迦南的居民都膽戰心寒
[00:11:56.000 --> 00:11:59.000]  恐懼戰驚淋到他們身上
[00:11:59.000 --> 00:12:03.000]  因著你大能的手臂像石頭一樣直言不動
[00:12:03.000 --> 00:12:05.000]  直到你的人民過去
[00:12:05.000 --> 00:12:10.000]  也就是說直到你買熟的人民過去
[00:12:10.000 --> 00:12:14.000]  這首摩西之歌其實都預言到
[00:12:14.000 --> 00:12:20.000]  將來耶和華神帶領以色列人進攻迦南的時候
[00:12:20.000 --> 00:12:25.000]  外邦各個民族的人都會很驚惶很震驚
[00:12:25.000 --> 00:12:28.000]  他們被神的大能震懾
[00:12:28.000 --> 00:12:33.000]  在約書亞記二章記載了一段經文
[00:12:33.000 --> 00:12:37.000]  當時耶利哥有一個妓女拉合
[00:12:37.000 --> 00:12:42.000]  她對兩個來窺探耶利哥地的以色列探子
[00:12:42.000 --> 00:12:44.000]  說了這番話
[00:12:44.000 --> 00:12:49.000]  她說:我知道耶和華已經把這個地方賜給你們了
[00:12:49.000 --> 00:12:51.000]  你們使得我們很害怕
[00:12:51.000 --> 00:12:56.000]  這個地方所有的居民都在你們面前膽戰心驚
[00:12:56.000 --> 00:13:01.000]  因為我們聽到你們在埃及出來的時候
[00:13:01.000 --> 00:13:05.000]  耶和華如何在你們面前把紅海的水乾了
[00:13:05.000 --> 00:13:10.000]  以及你們如何對待約旦河東阿摩利人的兩個王
[00:13:10.000 --> 00:13:13.000]  西王和鄂將他們完全消滅
[00:13:13.000 --> 00:13:17.000]  我們聽見都心裡驚怕
[00:13:17.000 --> 00:13:21.000]  沒有一個人再有勇氣站立在你們面前
[00:13:21.000 --> 00:13:24.000]  因為耶和華你們的神是天上
[00:13:24.000 --> 00:13:27.000]  也是地上的神
[00:13:27.000 --> 00:13:29.000]  對以色列人來說
[00:13:29.000 --> 00:13:33.000]  神在海中的拯救和賜加南地給他們
[00:13:33.000 --> 00:13:36.000]  兩者是不能夠分割的
[00:13:36.000 --> 00:13:40.000]  因為都涉及到神的救贖和揀選
[00:13:40.000 --> 00:13:43.000]  以色列作祂自己的子民
[00:13:43.000 --> 00:13:45.000]  在17節說
[00:13:45.000 --> 00:13:50.000]  神要將他們領進去栽種在祂產業的山上
[00:13:50.000 --> 00:13:54.000]  耶和華就是你為自己預備的住處
[00:13:54.000 --> 00:13:58.000]  主也就是你所建立的聖所上
[00:13:58.000 --> 00:14:01.000]  其實17節那節的經文
[00:14:01.000 --> 00:14:05.000]  是預指了後來會幕的建造
[00:14:05.000 --> 00:14:09.000]  也指向神要使到以色列人成為新的國度
[00:14:09.000 --> 00:14:12.000]  成為萬國的祝福
[00:14:12.000 --> 00:14:14.000]  將來真正的以色列人
[00:14:14.000 --> 00:14:17.000]  不再是指血緣上的以色列民族
[00:14:17.000 --> 00:14:20.000]  而是指每一個相信耶穌的人
[00:14:20.000 --> 00:14:25.000]  他們將來要永遠地侍奉敬拜耶和華
[00:14:25.000 --> 00:14:31.000]  第三項歌頌的內容
[00:14:31.000 --> 00:14:34.000]  是講到上帝超然的地位和他的屬性
[00:14:34.000 --> 00:14:38.000]  當中包括耶和華在萬神之上
[00:14:38.000 --> 00:14:40.000]  因為在11節說到
[00:14:40.000 --> 00:14:44.000]  耶和華萬神之中有誰像你呢?
[00:14:44.000 --> 00:14:47.000]  有誰像你一樣榮耀聖潔
[00:14:47.000 --> 00:14:50.000]  可頌可畏施行其事呢?
[00:14:50.000 --> 00:14:53.000]  講到神就是萬神之上的神
[00:14:53.000 --> 00:14:57.000]  第二就是講到上帝永遠的統治王權
[00:14:57.000 --> 00:14:59.000]  在18節最後說
[00:14:59.000 --> 00:15:03.000]  耶和華必作王直到永永遠遠
[00:15:03.000 --> 00:15:06.000]  還有講到耶和華的權能
[00:15:06.000 --> 00:15:08.000]  在第六節說到
[00:15:08.000 --> 00:15:13.000]  耶和華你的右手滿有榮耀和能力
[00:15:13.000 --> 00:15:17.000]  耶和華你的右手擊碎了仇敵
[00:15:17.000 --> 00:15:22.000]  還有一點就是講到耶和華的慈愛
[00:15:22.000 --> 00:15:24.000]  在13節說到
[00:15:24.000 --> 00:15:29.000]  耶和華憑著慈愛帶領了他買熟的人民
[00:15:29.000 --> 00:15:34.000]  他憑著能力引導了他們進入他的聖所
[00:15:34.000 --> 00:15:37.000]  慈愛這個希伯來文的字
[00:15:37.000 --> 00:15:41.000]  原先的意思是指一個立約的愛
[00:15:41.000 --> 00:15:46.000]  是一種由特別的關係產生出來的忠誠
[00:15:46.000 --> 00:15:51.000]  這裡是指神和他的子民一份立約的關係
[00:15:51.000 --> 00:15:54.000]  並且忠心到虔敬的地步
[00:15:54.000 --> 00:15:56.000]  不過我們要注意
[00:15:56.000 --> 00:16:02.000]  這裡說的虔敬忠誠的特質
[00:16:02.000 --> 00:16:04.000]  不是指那些子民
[00:16:04.000 --> 00:16:08.000]  而是指到神向他的子民毀身
[00:16:08.000 --> 00:16:11.000]  你想想,上帝向我們毀身
[00:16:11.000 --> 00:16:14.000]  就是要我們立定心志愛,要去愛你
[00:16:14.000 --> 00:16:17.000]  他要向人施恩,去發出慈愛
[00:16:17.000 --> 00:16:21.000]  所以在其他先知書裡都說到
[00:16:21.000 --> 00:16:24.000]  神是那位守約,施慈愛的神
[00:16:24.000 --> 00:16:29.000]  這裡帶出的是神對他的子民一份立約的愛
[00:16:29.000 --> 00:16:35.000]  當我們再看這一段摩西之歌的時候
[00:16:35.000 --> 00:16:37.000]  其實我們當中看到有幾個特色
[00:16:37.000 --> 00:16:42.000]  第一個就是以神為中心
[00:16:42.000 --> 00:16:45.000]  在整首摩西之歌裡
[00:16:45.000 --> 00:16:52.000]  你沒有發現有任何提到摩西的功勞
[00:16:52.000 --> 00:16:55.000]  也沒有提到以色列人做過什麼
[00:16:55.000 --> 00:17:01.000]  整首歌把救贖之功完完全全歸給耶和華
[00:17:01.000 --> 00:17:04.000]  大家如果有仔細去留意的話
[00:17:04.000 --> 00:17:07.000]  在十八字經文裡面
[00:17:07.000 --> 00:17:13.000]  耶和華的名字一共出現了11次
[00:17:13.000 --> 00:17:17.000]  其次在整個救贖的過程裡
[00:17:17.000 --> 00:17:23.000]  以色列人在當中並不是神的一個拍檔,一個夥伴
[00:17:23.000 --> 00:17:27.000]  他連最微小的角色都沒有擔當
[00:17:27.000 --> 00:17:33.000]  摩西自己也沒有在當中有任何被提及的地方
[00:17:33.000 --> 00:17:38.000]  可以說上帝是獨力去完成救贖的工作
[00:17:38.000 --> 00:17:44.000]  所以整首歌歌頌的主角唯有是耶和華自己
[00:17:44.000 --> 00:17:47.000]  第二就是這一首摩西之歌
[00:17:47.000 --> 00:17:52.000]  是包括一個個人和群體的頌讚
[00:17:52.000 --> 00:17:54.000]  經文的第一第二節
[00:17:54.000 --> 00:18:00.000]  是屬於一個個人歌頌神德性的感恩的詩歌
[00:18:00.000 --> 00:18:03.000]  但是由第三節一直到十八節
[00:18:03.000 --> 00:18:07.000]  就是一個團體歌頌神的詩歌
[00:18:07.000 --> 00:18:12.000]  三到十二節是講到歌頌神的德性
[00:18:12.000 --> 00:18:16.000]  十三到十六節是歌頌神的大能
[00:18:16.000 --> 00:18:21.000]  十七十八節就是歌頌神永遠作王
[00:18:21.000 --> 00:18:24.000]  第三個特色就是
[00:18:24.000 --> 00:18:28.000]  這首詩歌是建基於一個紮實的人生經歷
[00:18:28.000 --> 00:18:32.000]  歷世歷代我們都知道
[00:18:32.000 --> 00:18:34.000]  往往最好的作品
[00:18:34.000 --> 00:18:38.000]  無論是樂曲、詩詞、文章等等
[00:18:38.000 --> 00:18:43.000]  都是在人經歷了最艱難、痛苦、磨練之後
[00:18:43.000 --> 00:18:45.000]  才能創作出來
[00:18:45.000 --> 00:18:47.000]  我們中國有個李後柱
[00:18:47.000 --> 00:18:54.000]  他最出色的作品就是經歷過自己國破家亡的光景
[00:18:54.000 --> 00:18:57.000]  所以寫出那些詩詞來
[00:18:57.000 --> 00:19:00.000]  我自己也有少少的經歷
[00:19:00.000 --> 00:19:04.000]  當我人生最低沉的時候
[00:19:04.000 --> 00:19:06.000]  當時我回到國內工作
[00:19:06.000 --> 00:19:09.000]  我當中經過了很多的熬練
[00:19:09.000 --> 00:19:11.000]  還有很深的經歷神
[00:19:11.000 --> 00:19:15.000]  平時我不懂這些東西
[00:19:15.000 --> 00:19:16.000]  但不知為何
[00:19:16.000 --> 00:19:19.000]  突然有一些東西出現了
[00:19:19.000 --> 00:19:21.000]  一堆文字
[00:19:21.000 --> 00:19:23.000]  然後不知為何又有一些音樂出現了
[00:19:23.000 --> 00:19:24.000]  我哼哼哼哼
[00:19:24.000 --> 00:19:28.000]  後來我自己就寫了下來
[00:19:28.000 --> 00:19:31.000]  寫了一首
[00:19:31.000 --> 00:19:35.000]  這首成為我自己人生或到現在來說
[00:19:35.000 --> 00:19:37.000]  第一亦都是唯一
[00:19:37.000 --> 00:19:39.000]  到這一刻為止
[00:19:39.000 --> 00:19:41.000]  一首這樣的歌
[00:19:41.000 --> 00:19:44.000]  有五段其實講述了我整個歷程
[00:19:44.000 --> 00:19:46.000]  一些的心聲
[00:19:46.000 --> 00:19:49.000]  現在這個琴聲是以前一位姊妹
[00:19:49.000 --> 00:19:51.000]  跟我去彈出來
[00:19:51.000 --> 00:19:53.000]  在這首歌裏當然那些弄得很漂亮
[00:19:53.000 --> 00:19:59.000]  有很多人最後幫我將裏面的音符
[00:19:59.000 --> 00:20:01.000]  排得很漂亮
[00:20:01.000 --> 00:20:03.000]  我唱給她聽
[00:20:03.000 --> 00:20:07.000]  然後她就幫我編成一個譜
[00:20:07.000 --> 00:20:10.000]  裏面有一段歌詞
[00:20:10.000 --> 00:20:13.000]  講到自己最無助的時候
[00:20:13.000 --> 00:20:15.000]  但上帝沒有忘記
[00:20:15.000 --> 00:20:19.000]  祂一直都在帶著
[00:20:19.000 --> 00:20:24.000]  在當中很深去經歷上帝的愛
[00:20:24.000 --> 00:20:34.000]  我們聽到這裏
[00:20:34.000 --> 00:20:36.000]  第四點就是
[00:20:36.000 --> 00:20:39.000]  這首摩西斯歌的特色
[00:20:39.000 --> 00:20:42.000]  就是預表了耶穌基督的救恩
[00:20:42.000 --> 00:20:48.000]  這首歌是表達對神救恩的一個重量
[00:20:48.000 --> 00:20:52.000]  其實它也有一個預言的性質
[00:20:52.000 --> 00:20:56.000]  它將高揚之歌
[00:20:56.000 --> 00:21:00.000]  一同在最後審判的那天
[00:21:00.000 --> 00:21:03.000]  被勝利者高唱
[00:21:03.000 --> 00:21:06.000]  當我們來看啟示錄
[00:21:06.000 --> 00:21:09.000]  十五章二到四節的時候
[00:21:09.000 --> 00:21:10.000]  這裏提到
[00:21:10.000 --> 00:21:12.000]  我們一起讀這段經文
[00:21:19.000 --> 00:21:25.000]  《玻璃海上那雀神的琴》
[00:21:25.000 --> 00:21:26.000]  《玻璃海上那雀神的琴》
[00:21:26.000 --> 00:21:27.000]  《玻璃海上那雀神的琴》
[00:21:27.000 --> 00:21:28.000]  《玻璃海上那雀神的琴》
[00:21:28.000 --> 00:21:29.000]  《玻璃海上那雀神的琴》
[00:21:29.000 --> 00:21:30.000]  《玻璃海上那雀神的琴》
[00:21:30.000 --> 00:21:31.000]  《玻璃海上那雀神的琴》
[00:21:31.000 --> 00:21:32.000]  《玻璃海上那雀神的琴》
[00:21:32.000 --> 00:21:33.000]  《玻璃海上那雀神的琴》
[00:21:33.000 --> 00:21:34.000]  《玻璃海上那雀神的琴》
[00:21:34.000 --> 00:21:35.000]  《玻璃海上那雀神的琴》
[00:21:35.000 --> 00:21:36.000]  《玻璃海上那雀神的琴》
[00:21:36.000 --> 00:21:49.000]  《玻璃海上那雀神的琴》
[00:21:49.000 --> 00:21:50.000]  《玻璃海上那雀神的琴》
[00:21:50.000 --> 00:21:51.000]  《玻璃海上那雀神的琴》
[00:21:51.000 --> 00:21:52.000]  《玻璃海上那雀神的琴》
[00:21:52.000 --> 00:21:53.000]  《玻璃海上那雀神的琴》
[00:21:53.000 --> 00:21:54.000]  《玻璃海上那雀神的琴》
[00:21:54.000 --> 00:21:55.000]  《玻璃海上那雀神的琴》
[00:21:55.000 --> 00:21:56.000]  《玻璃海上那雀神的琴》
[00:21:56.000 --> 00:21:57.000]  《玻璃海上那雀神的琴》
[00:21:57.000 --> 00:21:58.000]  《玻璃海上那雀神的琴》
[00:21:58.000 --> 00:21:59.000]  《玻璃海上那雀神的琴》
[00:21:59.000 --> 00:22:00.000]  《玻璃海上那雀神的琴》
[00:22:00.000 --> 00:22:07.000]  《玻璃海上那雀神的琴》
[00:22:07.000 --> 00:22:08.000]  《玻璃海上那雀神的琴》
[00:22:08.000 --> 00:22:09.000]  《玻璃海上那雀神的琴》
[00:22:09.000 --> 00:22:10.000]  《玻璃海上那雀神的琴》
[00:22:10.000 --> 00:22:11.000]  《玻璃海上那雀神的琴》
[00:22:11.000 --> 00:22:12.000]  《玻璃海上那雀神的琴》
[00:22:12.000 --> 00:22:13.000]  《玻璃海上那雀神的琴》
[00:22:13.000 --> 00:22:14.000]  《玻璃海上那雀神的琴》
[00:22:14.000 --> 00:22:15.000]  《玻璃海上那雀神的琴》
[00:22:15.000 --> 00:22:16.000]  《玻璃海上那雀神的琴》
[00:22:16.000 --> 00:22:17.000]  《玻璃海上那雀神的琴》
[00:22:17.000 --> 00:22:18.000]  《玻璃海上那雀神的琴》
[00:22:18.000 --> 00:22:30.000]  《玻璃海上那雀神的琴》
[00:22:30.000 --> 00:22:31.000]  《玻璃海上那雀神的琴》
[00:22:31.000 --> 00:22:32.000]  《玻璃海上那雀神的琴》
[00:22:32.000 --> 00:22:33.000]  《玻璃海上那雀神的琴》
[00:22:33.000 --> 00:22:34.000]  《玻璃海上那雀神的琴》
[00:22:34.000 --> 00:22:35.000]  《玻璃海上那雀神的琴》
