
[00:00:00.000 --> 00:00:05.680]  我們499年前的10月31日
[00:03:27.440 --> 00:03:30.560]  苦難神學成為很多信徒的幫助
[00:03:30.560 --> 00:03:34.080]  因為中國的歷史陷在苦難當中
[00:03:34.080 --> 00:03:37.560]  無論戰亂飢餓等等
[00:03:37.560 --> 00:03:41.400]  就算中國共產黨執政頭三十年
[00:03:41.400 --> 00:03:44.400]  人民的生活是苦不堪憐
[00:03:44.400 --> 00:03:46.480]  經過大躍進
[00:03:46.480 --> 00:03:49.440]  人民的飢餓死亡人數
[00:03:49.440 --> 00:03:51.240]  經過文革十年
[00:03:51.240 --> 00:03:54.600]  人活在一個人間地獄當中
[00:03:54.600 --> 00:03:56.320]  所以在那段期間
[00:03:56.320 --> 00:03:59.640]  就算香港都是一個很苦困的日子
[00:03:59.640 --> 00:04:00.920]  所以還記得嗎
[00:04:00.920 --> 00:04:03.400]  如果跟我差不多年齡的人就知道
[00:04:03.400 --> 00:04:05.480]  那段期間荒漠金泉
[00:04:05.480 --> 00:04:08.600]  是隨聖經以外最好的毒物
[00:04:08.600 --> 00:04:10.040]  但是現在荒漠金泉
[00:04:10.040 --> 00:04:12.200]  你再拿出來給人毒的時候
[00:04:12.200 --> 00:04:13.480]  已經沒那麼流行了
[00:04:13.480 --> 00:04:14.400]  為什麼呢
[00:04:14.400 --> 00:04:18.280]  因為自從經濟開放改革的這三十多年
[00:04:18.280 --> 00:04:23.400]  再包括香港的經濟一直好轉的時候
[00:04:23.400 --> 00:04:27.120]  苦難的神學已經不受歡迎了
[00:04:27.120 --> 00:04:31.440]  已經開始慢慢慢慢人邁向成功神學
[00:04:31.440 --> 00:04:33.560]  接受是要成功富裕
[00:04:33.560 --> 00:04:37.640]  甚至新加坡的某些超級大人的教會
[00:04:37.640 --> 00:04:41.160]  甚至南韓的超級大人的教會
[00:04:41.160 --> 00:04:44.600]  都是非常強調成功神學
[00:04:44.600 --> 00:04:46.480]  所以我說第一姐妹
[00:04:46.480 --> 00:04:48.280]  執著某一種神學
[00:04:48.280 --> 00:04:52.920]  是一種愚昧無知的一種做法
[00:04:52.920 --> 00:04:55.120]  有一個笑話就是
[00:04:55.120 --> 00:04:58.800]  曾經有香港一些人去到德國
[00:04:58.800 --> 00:05:01.400]  見到很偉大的神學家
[00:05:01.400 --> 00:05:02.360]  就跟他說
[00:05:02.360 --> 00:05:04.600]  你的那本書真的很好
[00:05:04.600 --> 00:05:06.000]  影響很大
[00:05:06.000 --> 00:05:10.560]  現在在神學院也有很多老師去教那本書
[00:05:10.560 --> 00:05:12.280]  但是這個神學家的回應就說
[00:05:12.280 --> 00:05:16.960]  那本書是我很多年前的著作
[00:05:16.960 --> 00:05:18.600]  很客氣地回應
[00:05:18.600 --> 00:05:21.480]  意思是你歐了
[00:05:21.480 --> 00:05:26.000]  如果我們執著某一個神學家的神學思想
[00:05:26.000 --> 00:05:28.480]  成為了我們人生的金科玉律
[00:05:28.480 --> 00:05:30.760]  我們執著某一種的識經方法
[00:05:30.760 --> 00:05:32.160]  就是絕對真理
[00:05:32.160 --> 00:05:37.160]  這種錯到無可再錯的教徒的信仰
[00:05:37.160 --> 00:05:40.000]  因為無論識經方法和神學
[00:05:40.000 --> 00:05:42.240]  都是隨著時日會改變的
[00:05:42.240 --> 00:05:44.760]  唯有聖經才是不變的
[00:05:44.760 --> 00:05:46.360]  神的話才是不變的
[00:05:46.360 --> 00:05:47.920]  上帝才是不變的
[00:05:47.920 --> 00:05:49.120]  跟你旁邊的同學說一聲
[00:05:49.120 --> 00:05:52.600]  神的話是不變的
[00:05:52.600 --> 00:05:53.760]  如果這樣的時候
[00:05:53.760 --> 00:05:55.920]  我們說二馬內理的實現的時候
[00:05:55.920 --> 00:05:58.120]  我們不得不提的就是
[00:05:58.120 --> 00:06:02.120]  宗教信仰不能夠逃避的苦難的問題
[00:06:02.120 --> 00:06:03.800]  我們知道
[00:06:03.800 --> 00:06:05.560]  我剛才感恩
[00:06:05.560 --> 00:06:08.360]  我跟細昌沒有配合過他的見證
[00:06:08.360 --> 00:06:09.960]  但是我確實苦難
[00:06:09.960 --> 00:06:11.320]  如果簡單來說
[00:06:11.320 --> 00:06:13.720]  只有天災和人禍
[00:06:13.720 --> 00:06:20.400]  天災包括了洪水、暴雨、地震、火山等等
[00:06:20.400 --> 00:06:22.320]  人禍就比較複雜了
[00:06:22.320 --> 00:06:23.680]  包括人類犯罪之後
[00:06:23.680 --> 00:06:27.720]  我們的行為本身就成為了別人的傷害
[00:06:27.720 --> 00:06:30.280]  無論你是表面上多好的人
[00:06:30.280 --> 00:06:32.160]  你都傷害別人
[00:06:32.160 --> 00:06:33.920]  無論你是多能忍的人
[00:06:33.920 --> 00:06:35.960]  你都是受傷害的
[00:06:35.960 --> 00:06:41.120]  我們同是天涯受傷的人
[00:06:41.120 --> 00:06:42.760]  每個人都是這樣
[00:06:42.760 --> 00:06:44.840]  你做一件好事
[00:06:44.840 --> 00:06:46.920]  可以傷害別人的
[00:06:46.920 --> 00:06:49.120]  例如我們做扶貧的工作
[00:06:49.120 --> 00:06:51.840]  帶著小朋友上山頂走一圈
[00:06:51.840 --> 00:06:52.960]  你以為祝福他
[00:06:52.960 --> 00:06:55.240]  想不到有小朋友受傷害
[00:06:55.240 --> 00:06:57.680]  他看到原來一個這麼繁華的世界
[00:06:57.680 --> 00:06:59.000]  他下山之後
[00:06:59.000 --> 00:07:01.840]  就生活在一個人間地獄當中
[00:07:01.840 --> 00:07:04.080]  落差太大了
[00:07:04.080 --> 00:07:06.720]  我們原本打算做一件好事
[00:07:06.720 --> 00:07:09.920]  但卻可以成為一件壞事
[00:07:09.920 --> 00:07:17.760]  人類歷史最悲哀的莫過於意外和無心之失
[00:07:17.760 --> 00:07:20.240]  沒有人想發生這些悲劇
[00:07:20.240 --> 00:07:21.520]  但卻發生了
[00:07:21.520 --> 00:07:22.400]  無心之失
[00:07:22.400 --> 00:07:24.720]  沒有人想這些事情發生
[00:07:24.720 --> 00:07:26.720]  但卻又發生了
[00:07:26.720 --> 00:07:29.240]  意外和無心之失帶來的傷害
[00:07:29.240 --> 00:07:31.400]  可以是很巨大的
[00:07:31.400 --> 00:07:34.440]  但並不是人故意
[00:07:34.440 --> 00:07:37.480]  另外人可以是故意犯罪
[00:07:37.480 --> 00:07:39.880]  我們第三方面講苦難的來源
[00:07:39.880 --> 00:07:41.440]  當然是魔鬼的攻擊
[00:07:41.440 --> 00:07:43.680]  最後是神的審判
[00:07:43.680 --> 00:07:46.560]  如果在神學院的課堂
[00:07:46.560 --> 00:07:48.320]  這一頁的筆記頁
[00:07:48.320 --> 00:07:50.600]  可以講一個課程
[00:07:50.600 --> 00:07:51.440]  三個月
[00:07:51.440 --> 00:07:53.120]  三個學分
[00:07:53.120 --> 00:07:54.680]  但講完又如何
[00:07:54.680 --> 00:07:56.400]  聽完又如何
[00:07:56.400 --> 00:07:57.760]  只有在神學院講師
[00:07:57.760 --> 00:07:58.880]  不接觸人群
[00:07:58.880 --> 00:08:00.640]  不牧養人群的人
[00:08:00.640 --> 00:08:02.640]  才是真真、堅離地
[00:08:02.640 --> 00:08:04.040]  為什麼這樣說呢
[00:08:04.040 --> 00:08:05.960]  因為講這一套理論
[00:08:05.960 --> 00:08:10.520]  解釋這一套苦難來源的說法
[00:08:10.520 --> 00:08:11.720]  講完之後
[00:08:11.720 --> 00:08:16.800]  接著要面對一個真實的苦難個案的時候
[00:08:16.800 --> 00:08:18.960]  你如何解釋呢
[00:08:18.960 --> 00:08:21.560]  天災可以是大自然的災害
[00:08:21.560 --> 00:08:25.080]  但同時也可以是上帝運用天災
[00:08:25.080 --> 00:08:27.880]  給國家帶來的審判
[00:08:27.880 --> 00:08:29.520]  這是舊約很清楚的
[00:08:29.520 --> 00:08:31.920]  當有天災發生在國家裡面
[00:08:31.920 --> 00:08:34.280]  你認為是自然的災害
[00:08:34.280 --> 00:08:36.480]  還是上帝的審判呢
[00:08:36.480 --> 00:08:39.880]  在一些人的身上面對苦難的時候
[00:08:39.880 --> 00:08:41.840]  你覺得是人的罪性
[00:08:41.840 --> 00:08:43.840]  有意還是無意呢
[00:08:43.840 --> 00:08:45.120]  你覺得是魔鬼的攻擊
[00:08:45.120 --> 00:08:46.720]  還是上帝的審判呢
[00:08:46.720 --> 00:08:47.960]  我無法解釋
[00:08:47.960 --> 00:08:48.920]  跟你戒頂說一聲
[00:08:48.920 --> 00:08:52.640]  你是無法解釋
[00:08:52.640 --> 00:08:54.000]  我們人的智慧
[00:08:54.000 --> 00:08:56.000]  經常以為我們所有事情都可以解釋
[00:08:56.000 --> 00:08:57.760]  你看看這一頁的字
[00:08:57.760 --> 00:09:01.800]  這麼清晰的苦難來源就是來自西洋
[00:09:01.800 --> 00:09:03.400]  它當然是其中一樣
[00:09:03.400 --> 00:09:08.720]  真實個案是非常複雜的
[00:09:08.720 --> 00:09:14.200]  不是三言兩語就可以解釋得了的事情
[00:09:14.200 --> 00:09:16.680]  所以在不面對人群
[00:09:16.680 --> 00:09:18.680]  目仰人群的講完
[00:09:18.680 --> 00:09:21.440]  他講的東西才是堅離地的
[00:09:21.440 --> 00:09:23.640]  一套很好的講法
[00:09:23.640 --> 00:09:24.840]  很好的理論
[00:09:24.840 --> 00:09:26.320]  很好的神學系統
[00:09:26.320 --> 00:09:27.440]  但是沒有意義的
[00:09:27.440 --> 00:09:29.000]  我們面對真實的個案
[00:09:29.000 --> 00:09:30.720]  我們又解釋不了
[00:09:30.720 --> 00:09:31.600]  但是不要忘記
[00:09:31.600 --> 00:09:33.000]  弟兄姊妹
[00:09:33.000 --> 00:09:35.000]  在最近這三年
[00:09:35.000 --> 00:09:39.760]  香港被我們這些60後的人衝擊很大
[00:09:39.760 --> 00:09:42.440]  我想應該是60後或以上
[00:09:42.440 --> 00:09:43.920]  衝擊很大
[00:09:43.920 --> 00:09:47.520]  我們突然間發覺香港為什麼這麼混亂
[00:09:47.520 --> 00:09:51.160]  一會兒我解釋給你聽其中一些原因
[00:09:51.160 --> 00:09:53.840]  如果我記得的話
[00:09:53.840 --> 00:09:58.600]  我們為什麼會覺得這麼多60後的人告訴我
[00:09:58.600 --> 00:10:02.280]  香港突然間很陌生
[00:10:02.280 --> 00:10:04.360]  我們簡單的說
[00:10:04.360 --> 00:10:07.640]  香港這三年多發生的事情
[00:10:07.640 --> 00:10:10.160]  我們只能用一個字去形容
[00:10:10.160 --> 00:10:11.440]  如果簡單的說
[00:10:11.440 --> 00:10:13.000]  make it simple的話
[00:10:13.000 --> 00:10:15.720]  就只有一個字叫做亂
[00:10:15.720 --> 00:10:18.440]  沒有人不認同的了
[00:10:18.440 --> 00:10:22.320]  亂這個字形容近這三年香港所發生的事情
[00:10:22.320 --> 00:10:23.360]  沒有人不認同
[00:10:23.360 --> 00:10:25.080]  我們不是解釋它的原因
[00:10:25.080 --> 00:10:28.200]  我們只是看到局勢是亂的
[00:10:28.200 --> 00:10:30.000]  年輕人就會說
[00:10:30.000 --> 00:10:31.000]  你不仁
[00:10:31.000 --> 00:10:32.560]  我當然不義
[00:10:32.560 --> 00:10:35.000]  我們60後真的不能接受
[00:10:35.000 --> 00:10:36.400]  如果這個說法
[00:10:36.400 --> 00:10:39.360]  是可以成為人生做事的方法的話
[00:10:39.360 --> 00:10:45.360]  今天在監獄裡面的人應該全部放監
[00:10:45.360 --> 00:10:47.280]  因為窮所以打劫
[00:10:47.280 --> 00:10:48.200]  因為你壞
[00:10:48.200 --> 00:10:49.400]  你有沒有錢我這麼窮
[00:10:49.400 --> 00:10:51.480]  我就分這麼一點用
[00:10:51.480 --> 00:10:52.960]  因為社會沒事情做
[00:10:52.960 --> 00:10:54.360]  我就要打劫
[00:10:54.360 --> 00:10:57.840]  這個因為所以是不能接受的
[00:10:57.840 --> 00:10:58.960]  跟你鄰居說
[00:10:58.960 --> 00:10:59.560]  因為你不好
[00:10:59.560 --> 00:11:04.560]  所以我對你不好
[00:11:04.560 --> 00:11:07.200]  這是什麼邏輯
[00:11:07.200 --> 00:11:10.000]  但現在年輕人真的這樣說話
[00:11:10.000 --> 00:11:11.920]  我接受這個邏輯
[00:11:11.920 --> 00:11:13.400]  這個邏輯如果能接受的話
[00:11:13.400 --> 00:11:16.000]  這個世界可以橫行無路
[00:11:16.000 --> 00:11:18.760]  這個邏輯是見人殺人
[00:11:18.760 --> 00:11:19.800]  見鬼殺鬼
[00:11:19.800 --> 00:11:22.000]  見神殺神的方法
[00:11:22.000 --> 00:11:22.800]  上帝對我不好
[00:11:22.800 --> 00:11:23.880]  那上帝就對你不好
[00:11:23.880 --> 00:11:25.600]  這樣也可以的
[00:11:25.600 --> 00:11:27.280]  也可以說得通的
[00:11:27.280 --> 00:11:28.600]  人是不是這樣
[00:11:28.600 --> 00:11:29.480]  基督徒是不是這樣
[00:11:29.480 --> 00:11:30.680]  如果放在基督徒裡面
[00:11:30.680 --> 00:11:32.200]  這個原則更加不能放
[00:11:32.200 --> 00:11:35.080]  更加不能夠
[00:11:35.080 --> 00:11:36.280]  我們看
[00:11:36.280 --> 00:11:37.600]  我們這班老人家就說
[00:11:37.600 --> 00:11:38.680]  不要這樣
[00:11:38.680 --> 00:11:40.880]  每樣東西按規按舉
[00:11:40.880 --> 00:11:42.800]  年輕人說什麼叫規什麼叫舉
[00:11:42.800 --> 00:11:43.680]  你們定的規矩
[00:11:43.680 --> 00:11:45.800]  我不接受這個規矩
[00:11:45.800 --> 00:11:47.480]  我們就說無法無天
[00:11:47.480 --> 00:11:48.480]  你們的法你們的天
[00:11:48.480 --> 00:11:50.600]  我們的法就跟你們的法不同
[00:11:50.600 --> 00:11:53.000]  我們的天跟你們的天都不同
[00:11:53.000 --> 00:11:55.080]  你看到這三年裡面
[00:11:55.080 --> 00:11:58.080]  我們不斷發生的這種情況
[00:11:58.080 --> 00:11:59.480]  亂
[00:11:59.480 --> 00:12:02.280]  是一個最貼切的形容
[00:12:02.280 --> 00:12:03.680]  但是如果我們的定睛者
[00:12:03.680 --> 00:12:05.280]  望向香港的話
[00:12:05.280 --> 00:12:06.280]  弟兄姊妹
[00:12:06.280 --> 00:12:07.480]  我們只會成為一個
[00:12:07.480 --> 00:12:10.480]  香港的井底蛙
[00:12:10.480 --> 00:12:13.480]  我們互聯網這麼發達
[00:12:13.480 --> 00:12:16.880]  但是人的思維越來越狹隘
[00:12:16.880 --> 00:12:18.280]  互聯網這麼發達
[00:12:18.280 --> 00:12:21.480]  人的眼界越來越狹窄
[00:12:21.480 --> 00:12:24.680]  這個兩極的情況是令人很驚訝的
[00:12:24.680 --> 00:12:28.680]  無法研究無法想像無法解釋
[00:12:28.680 --> 00:12:30.280]  應該互聯網這麼發達的時候
[00:12:30.280 --> 00:12:32.480]  人應該視野開始廣闊
[00:12:32.480 --> 00:12:33.880]  為什麼會發生這樣
[00:12:33.880 --> 00:12:34.480]  弟兄姊妹
[00:12:34.480 --> 00:12:36.880]  當你放眼望世界的時候
[00:12:36.880 --> 00:12:41.880]  全世界都活在一個亂局那裡
[00:12:41.880 --> 00:12:43.080]  最近你看一下
[00:12:43.080 --> 00:12:44.280]  我們這班青年人
[00:12:44.280 --> 00:12:46.280]  經常去的地方叫做韓國
[00:12:46.280 --> 00:12:47.680]  多亂
[00:12:47.680 --> 00:12:49.680]  你說香港政府不忍
[00:12:49.680 --> 00:12:52.880]  我想韓國政府更不宜吧
[00:12:52.880 --> 00:12:54.480]  嘩一個撲緊衛
[00:12:54.480 --> 00:12:57.080]  撲到大家胃都緊了
[00:12:57.080 --> 00:12:59.880]  可以讓一個平民老百姓
[00:12:59.880 --> 00:13:06.680]  完全參政干預他的講稿
[00:13:06.680 --> 00:13:10.080]  這件事情怎麼能發生
[00:13:10.080 --> 00:13:12.080]  連三星集團開始
[00:13:12.080 --> 00:13:17.680]  要牽涉一個賄賂的訴訟
[00:13:17.680 --> 00:13:19.880]  這個國家發生什麼事
[00:13:19.880 --> 00:13:21.480]  怎麼可以這樣
[00:13:21.480 --> 00:13:24.480]  怎能如此
[00:13:24.480 --> 00:13:27.280]  一個政府怎麼會去到這麼離譜
[00:13:27.280 --> 00:13:31.280]  民望跌到只有5%
[00:13:31.280 --> 00:13:34.080]  你想像一下
[00:13:34.080 --> 00:13:35.280]  我們只是看香港
[00:13:35.280 --> 00:13:36.680]  現在的問題是什麼
[00:13:36.680 --> 00:13:38.480]  香港等於全世界
[00:13:38.480 --> 00:13:40.280]  全世界沒有國家沒有城市
[00:13:40.280 --> 00:13:42.280]  只有香港
[00:13:42.280 --> 00:13:44.880]  你看一下世界的情況
[00:13:44.880 --> 00:13:46.480]  香港叫做亂
[00:13:46.480 --> 00:13:48.680]  真的比不上
[00:13:48.680 --> 00:13:51.280]  耶加達前一晚
[00:13:51.280 --> 00:13:54.080]  出來反對耶加達省長
[00:13:54.080 --> 00:13:56.880]  這個省長是一個基督徒華人
[00:13:56.880 --> 00:14:00.680]  在一個回教國家裡面做省長
[00:14:00.680 --> 00:14:02.680]  面對攻擊何等的巨大
[00:14:02.680 --> 00:14:04.280]  一班的群眾
[00:14:04.280 --> 00:14:05.880]  不是一班是非常多
[00:14:05.880 --> 00:14:08.680]  你看電視的人數眾多到嚇死你
[00:14:08.680 --> 00:14:10.080]  出來要示威遊行
[00:14:10.080 --> 00:14:10.680]  要他下台
[00:14:10.680 --> 00:14:12.280]  晚上演變成為了暴動
[00:14:12.280 --> 00:14:15.680]  政府要派警察出來
[00:14:15.680 --> 00:14:19.880]  放射催淚彈
[00:14:19.880 --> 00:14:22.480]  對比香港的佔中
[00:14:22.480 --> 00:14:25.080]  又是些什麼
[00:14:25.080 --> 00:14:26.480]  你再看一下
[00:14:26.480 --> 00:14:28.680]  在美國的一個堂堂大國
[00:14:28.680 --> 00:14:30.680]  民主國家
[00:14:30.680 --> 00:14:33.480]  富裕到不得了的國家
[00:14:33.480 --> 00:14:37.880]  搞到全世界陷入一個金融危機的國家
[00:14:37.880 --> 00:14:41.280]  選舉兩個什麼人
[00:14:41.280 --> 00:14:43.880]  一個語言藝術比CY厲害
[00:14:43.880 --> 00:14:45.080]  你問我
[00:14:45.080 --> 00:14:47.280]  問他那幾千封電郵
[00:14:47.280 --> 00:14:48.880]  我不記得
[00:14:48.880 --> 00:14:50.280]  不知道
[00:14:50.280 --> 00:14:52.480]  又是這樣回答
[00:14:52.480 --> 00:14:54.680]  我們那個有多厲害
[00:14:54.680 --> 00:14:56.480]  如果比起來
[00:14:56.480 --> 00:15:00.280]  小學雞
[00:15:00.280 --> 00:15:02.080]  你明白我的問題嗎
[00:15:02.080 --> 00:15:03.280]  現在的情況
[00:15:03.280 --> 00:15:04.680]  你看美國的情況
[00:15:04.680 --> 00:15:05.680]  一個瘋的
[00:15:05.680 --> 00:15:07.680]  一個大話精
[00:15:07.680 --> 00:15:09.280]  兩個是唯一
[00:15:09.280 --> 00:15:11.080]  幾天後
[00:15:11.080 --> 00:15:14.280]  其中一個一定做總統
[00:15:14.280 --> 00:15:17.880]  帶領著這個偉大的美國向前走
[00:15:17.880 --> 00:15:18.880]  是一個女人
[00:15:18.880 --> 00:15:20.280]  一個講謊的女人
[00:15:20.280 --> 00:15:22.080]  還是一個瘋的男人
[00:15:22.080 --> 00:15:25.080]  最後的結果只有這兩樣
[00:15:25.080 --> 00:15:27.480]  沒有第三個可能
[00:15:27.480 --> 00:15:38.680]  你怎麽面對這個美國這麽偉大的民主國家發生這樣的事
[00:15:38.680 --> 00:15:39.680]  小姐妹
[00:15:39.680 --> 00:15:42.480]  可能你看漏了一段新聞
[00:15:42.480 --> 00:15:45.280]  這段新聞是讓你和我知道
[00:15:45.280 --> 00:15:50.880]  我們已經陷入一個很高危的年代
[00:15:50.880 --> 00:15:52.880]  在大概三天前的新聞報道
[00:15:52.880 --> 00:15:59.880]  俄羅斯在兩年前急起直追地建防空洞
[00:15:59.880 --> 00:16:01.480]  在全國
[00:16:01.480 --> 00:16:03.280]  所有的防空洞
[00:16:03.280 --> 00:16:07.680]  是有防核功能
[00:16:07.680 --> 00:16:12.680]  很多人忽略了這段新聞報道
[00:16:12.680 --> 00:16:14.480]  在冷戰期間
[00:16:14.480 --> 00:16:21.280]  美國西方國家和共產國家以蘇聯為首
[00:16:21.280 --> 00:16:24.080]  當時中國還沒有冒起
[00:16:24.080 --> 00:16:26.280]  有一個叫冷戰
[00:16:26.280 --> 00:16:28.680]  現在年輕一代根本不知道什麽叫冷戰
[00:16:28.680 --> 00:16:32.280]  只知道叫韓戰
[00:16:32.280 --> 00:16:34.080]  冷戰期間
[00:16:34.080 --> 00:16:37.080]  我們每天的新聞就是聽到兩個組織
[00:16:37.080 --> 00:16:38.280]  一個叫北約
[00:16:38.280 --> 00:16:40.080]  一個叫南沙
[00:16:40.080 --> 00:16:42.080]  每天新聞都聽到
[00:16:42.080 --> 00:16:44.880]  但是已經很久沒有聽到北約這個名字了
[00:16:44.880 --> 00:16:48.080]  最近這段俄羅斯的新聞就宣佈
[00:16:48.080 --> 00:16:53.680]  北約會有聯合軍隊派4000軍隊駐紮在俄羅斯邊境
[00:16:53.680 --> 00:16:55.880]  預備打仗
[00:16:55.880 --> 00:16:57.880]  沒有任何局勢
[00:16:57.880 --> 00:17:02.880]  現在是不平安的
[00:17:02.880 --> 00:17:05.080]  我們以為很平安
[00:17:05.080 --> 00:17:07.080]  我們以為IS不關我們事
[00:17:07.080 --> 00:17:10.480]  我們以為香港可以繼續下去
[00:17:10.480 --> 00:17:12.080]  樓價繼續這樣下去
[00:17:12.080 --> 00:17:13.080]  股票繼續這樣下去
[00:17:13.080 --> 00:17:15.080]  繼續這樣生活
[00:17:15.080 --> 00:17:18.080]  你知道這段新聞一出之後那種震撼性
[00:17:18.080 --> 00:17:25.480]  現在的局面是和第三次世界大戰發生之前一樣緊張
[00:17:25.480 --> 00:17:28.080]  一個國家可以急起直追
[00:17:28.080 --> 00:17:31.480]  建造防核的防空洞
[00:17:31.480 --> 00:17:34.680]  這個動作相當不簡單
[00:17:34.680 --> 00:17:36.680]  北約要派4000軍隊
[00:17:36.680 --> 00:17:38.080]  聯合軍隊
[00:17:38.080 --> 00:17:40.480]  一點都不簡單
[00:17:40.480 --> 00:17:48.280]  是戰爭一觸即發的一種先兆
[00:17:48.280 --> 00:17:54.280]  整個世界都充滿了「亂」這個字
[00:17:54.280 --> 00:18:00.280]  已經在近幾十年未見過這麼亂的局面出現
[00:18:00.280 --> 00:18:01.680]  所以我們完全不認識
[00:18:01.680 --> 00:18:03.880]  我們覺得很陌生
[00:18:03.880 --> 00:18:06.480]  但是信徒得性的生活
[00:18:06.480 --> 00:18:08.880]  成功神學的人就認為
[00:18:08.880 --> 00:18:11.480]  有病就可以得著醫治
[00:18:11.480 --> 00:18:12.880]  逢凶可以化吉
[00:18:12.880 --> 00:18:15.880]  甚至死亡可以復活
[00:18:15.880 --> 00:18:19.480]  所以有些人面對某些信徒死了之後
[00:18:19.480 --> 00:18:21.680]  走去庭師庭為他祈禱
[00:18:21.680 --> 00:18:25.480]  希望神復活的大能臨到他身上
[00:18:25.480 --> 00:18:28.280]  究竟基督教的得性是在說什麼
[00:18:28.280 --> 00:18:30.680]  我們說我們得性世界的方法
[00:18:30.680 --> 00:18:32.280]  是不是就是這樣呢
[00:18:32.280 --> 00:18:33.480]  我們想說的
[00:18:33.480 --> 00:18:35.480]  我們不能夠逃避的
[00:18:35.480 --> 00:18:39.480]  信徒得性的生活並不是病得著醫治
[00:18:39.480 --> 00:18:43.480]  逢凶化吉免死
[00:18:43.480 --> 00:18:44.880]  免卻死亡
[00:18:44.880 --> 00:18:45.880]  沒可能
[00:18:45.880 --> 00:18:48.480]  如果是的話就排隊了
[00:18:48.480 --> 00:18:49.880]  反而是什麼呢
