
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,我亦感謝神讓我有機會和大家分享「肥勒比書」的信息
[00:04:14.000 --> 00:04:16.000]  我們看到第一組的句子
[00:04:16.000 --> 00:04:18.000]  有些全基督是出於疾度紛爭
[00:04:18.000 --> 00:04:20.000]  然後後半句,有些出於好意
[00:04:20.000 --> 00:04:24.000]  如果我們純粹以中文的方法去讀第二組的句子的時候
[00:04:24.000 --> 00:04:28.000]  這一等,很明顯,以中文的邏輯來講
[00:04:28.000 --> 00:04:30.000]  就是指開頭的那些人
[00:04:30.000 --> 00:04:33.000]  那一等後面就是指後面的那些人
[00:04:34.000 --> 00:04:35.000]  但是他的意思又不是這樣
[00:04:35.000 --> 00:04:38.000]  當講到這一等出了愛心的時候
[00:04:38.000 --> 00:04:40.000]  咦,這樣就很奇怪了
[00:04:40.000 --> 00:04:43.000]  好像是對著好意的那樣
[00:04:43.000 --> 00:04:45.000]  因為正確的解讀
[00:04:45.000 --> 00:04:48.000]  是因為當時的文學就用了交錯對立法
[00:04:48.000 --> 00:04:50.000]  我按一按
[00:04:50.000 --> 00:04:53.000]  原來在裏面的那一句
[00:04:53.000 --> 00:04:55.000]  就是回應之前裏面的那一句
[00:04:55.000 --> 00:04:57.000]  外面的那一句
[00:04:57.000 --> 00:04:59.000]  是回應之前外面的那一句
[00:04:59.000 --> 00:05:01.000]  所以拆開的意思
[00:05:01.000 --> 00:05:03.000]  就好像下面的表一樣
[00:05:04.000 --> 00:05:05.000]  講到後面那一頁
[00:05:05.000 --> 00:05:07.000]  這一等全基督
[00:05:07.000 --> 00:05:09.000]  是指什麼呢
[00:05:09.000 --> 00:05:11.000]  就是那些出於好意的人
[00:05:11.000 --> 00:05:13.000]  出於愛心的人
[00:05:13.000 --> 00:05:17.000]  他知道保羅是為了變靈福音而設立的
[00:05:17.000 --> 00:05:19.000]  而那一等是什麼呢
[00:05:19.000 --> 00:05:21.000]  就是他們出於質度紛爭
[00:05:21.000 --> 00:05:23.000]  出於結檔
[00:05:23.000 --> 00:05:25.000]  有不誠實的意圖
[00:05:25.000 --> 00:05:27.000]  要加增保羅受困所的苦楚
[00:05:27.000 --> 00:05:29.000]  那麼我們這個清楚
[00:05:29.000 --> 00:05:31.000]  就可以在當中來看
[00:05:31.000 --> 00:05:33.000]  究竟保羅想講些什麼
[00:05:34.000 --> 00:05:35.000]  首先第一點
[00:05:35.000 --> 00:05:37.000]  保羅在這段裏面
[00:05:37.000 --> 00:05:40.000]  指出兩種截然不同的傳福音的心態
[00:05:40.000 --> 00:05:42.000]  先講裏面那一種
[00:05:42.000 --> 00:05:45.000]  就是那些人以美善的心態
[00:05:45.000 --> 00:05:47.000]  好的心態去傳揚基督
[00:05:47.000 --> 00:05:49.000]  保羅指出這些人傳揚基督
[00:05:49.000 --> 00:05:51.000]  將耶穌
[00:05:51.000 --> 00:05:53.000]  就是這位的微塞
[00:05:53.000 --> 00:05:55.000]  就是神所預備的救恩
[00:05:55.000 --> 00:05:57.000]  人可以藉著主耶穌基督
[00:05:57.000 --> 00:05:59.000]  得救的好信息
[00:05:59.000 --> 00:06:01.000]  出於好意去傳揚
[00:06:01.000 --> 00:06:03.000]  他們有什麼特質呢
[00:06:04.000 --> 00:06:05.000]  我們從成為人當中
[00:06:05.000 --> 00:06:07.000]  可以看出他們是以愛心的
[00:06:07.000 --> 00:06:09.000]  以真誠的
[00:06:09.000 --> 00:06:11.000]  他們目的就是要讓多人
[00:06:11.000 --> 00:06:13.000]  能夠得到福音的好處
[00:06:13.000 --> 00:06:15.000]  他們樂意分享
[00:06:15.000 --> 00:06:17.000]  不計較自己的利益
[00:06:17.000 --> 00:06:19.000]  很真誠的
[00:06:19.000 --> 00:06:21.000]  也沒有背後不見得人的動機
[00:06:21.000 --> 00:06:23.000]  純粹是為了福音能夠傳揚
[00:06:23.000 --> 00:06:25.000]  更加多人認識耶穌而傳的
[00:06:25.000 --> 00:06:27.000]  另外一個特質
[00:06:27.000 --> 00:06:29.000]  就是他們也會支持
[00:06:29.000 --> 00:06:31.000]  那些同樣真誠地
[00:06:31.000 --> 00:06:33.000]  努力地傳福音的人
[00:06:34.000 --> 00:06:35.000]  這位曾經在街尾腳中
[00:06:35.000 --> 00:06:37.000]  走遍外邦傳揚福音
[00:06:37.000 --> 00:06:39.000]  去到報道
[00:06:39.000 --> 00:06:41.000]  建立很多間教會的使徒
[00:06:41.000 --> 00:06:43.000]  他們是支持他的
[00:06:43.000 --> 00:06:45.000]  知道這個字
[00:06:45.000 --> 00:06:47.000]  不單止知道保羅那時
[00:06:47.000 --> 00:06:49.000]  傳福音的旅程和事實
[00:06:49.000 --> 00:06:51.000]  也明白他
[00:06:51.000 --> 00:06:53.000]  認同他的事公
[00:06:53.000 --> 00:06:55.000]  紀念甚至尊敬他的意思
[00:06:55.000 --> 00:06:57.000]  縱使保羅在這個困所當中
[00:06:57.000 --> 00:06:59.000]  這些善意傳揚基督的同道
[00:06:59.000 --> 00:07:01.000]  也不會因為保羅
[00:07:02.000 --> 00:07:04.000]  他身陷囹圄
[00:07:04.000 --> 00:07:07.000]  而失去對保羅的認同和尊重
[00:07:07.000 --> 00:07:09.000]  因為他們明白到
[00:07:09.000 --> 00:07:12.000]  保羅是為了辯明福音而設立的
[00:07:12.000 --> 00:07:14.000]  這句經文的意思
[00:07:14.000 --> 00:07:16.000]  就是指到保羅去到這個地步
[00:07:16.000 --> 00:07:18.000]  是完全為了福音的緣故
[00:07:18.000 --> 00:07:21.000]  為了辯明耶穌基督福音的真理
[00:07:21.000 --> 00:07:23.000]  在外邦的人
[00:07:23.000 --> 00:07:25.000]  在君王官面前
[00:07:25.000 --> 00:07:27.000]  公開做見證
[00:07:27.000 --> 00:07:29.000]  當那些迫害保羅的人
[00:07:30.000 --> 00:07:32.000]  他所傳的耶穌是搞到天下大亂的
[00:07:32.000 --> 00:07:34.000]  耶穌是一個破壞律法的
[00:07:34.000 --> 00:07:36.000]  強盜和釘在十字架的罪犯
[00:07:36.000 --> 00:07:38.000]  猶太人當中的殺都該派
[00:07:38.000 --> 00:07:41.000]  更加說耶穌的復活是天方夜譚
[00:07:41.000 --> 00:07:43.000]  在傳揚異端的道理
[00:07:43.000 --> 00:07:45.000]  保羅要辯護的
[00:07:45.000 --> 00:07:47.000]  要辯明的
[00:07:47.000 --> 00:07:49.000]  就是主耶穌基督
[00:07:49.000 --> 00:07:51.000]  就是那位救主
[00:07:51.000 --> 00:07:53.000]  他被釘在十字架上
[00:07:53.000 --> 00:07:56.000]  就是要代替人受罪的刑罰
[00:07:56.000 --> 00:07:58.000]  背負人的罪責
[00:07:59.000 --> 00:08:00.000]  以致人可以因著信
[00:08:00.000 --> 00:08:02.000]  信靠耶穌
[00:08:02.000 --> 00:08:04.000]  而被神稱為義
[00:08:04.000 --> 00:08:06.000]  耶穌基督勝過死亡復活
[00:08:06.000 --> 00:08:08.000]  是賜生命的主
[00:08:08.000 --> 00:08:11.000]  這些就是保羅為真理所作的見證
[00:08:11.000 --> 00:08:13.000]  所以他要去到羅馬這裡
[00:08:13.000 --> 00:08:15.000]  而經文講到設立
[00:08:15.000 --> 00:08:17.000]  也可以有兩個看法
[00:08:17.000 --> 00:08:20.000]  第一就是保羅作為使徒的身份
[00:08:20.000 --> 00:08:22.000]  是神差遣他的
[00:08:22.000 --> 00:08:24.000]  是神設立給他的崗位
[00:08:24.000 --> 00:08:26.000]  第二個解法
[00:08:26.000 --> 00:08:28.000]  就是神設立保羅在羅馬
[00:08:29.000 --> 00:08:30.000]  這個境況當中傳福音
[00:08:30.000 --> 00:08:32.000]  就是神特意安排他在這裡
[00:08:32.000 --> 00:08:34.000]  不論他的呼召
[00:08:34.000 --> 00:08:36.000]  或者他所遭遇的
[00:08:36.000 --> 00:08:38.000]  都是神所設立的
[00:08:38.000 --> 00:08:40.000]  這些出於好意傳揚福音的人
[00:08:40.000 --> 00:08:42.000]  明白到
[00:08:42.000 --> 00:08:44.000]  知道保羅也是一位
[00:08:44.000 --> 00:08:46.000]  忠心服事主的使徒
[00:08:46.000 --> 00:08:48.000]  但是有些人
[00:08:48.000 --> 00:08:50.000]  傳揚耶穌有另外的目的
[00:08:50.000 --> 00:08:52.000]  有些人傳揚
[00:08:52.000 --> 00:08:54.000]  他的動機不正
[00:08:54.000 --> 00:08:56.000]  保羅形容這些人傳揚基督
[00:08:56.000 --> 00:08:58.000]  是出於嫉妒和紛爭
[00:08:59.000 --> 00:09:00.000]  首先要留意
[00:09:00.000 --> 00:09:02.000]  保羅在這段書信裡所針對的
[00:09:02.000 --> 00:09:04.000]  並不是那些傳揚
[00:09:04.000 --> 00:09:06.000]  異端道理的人
[00:09:06.000 --> 00:09:08.000]  那些人在菲律賓書第三章
[00:09:08.000 --> 00:09:10.000]  就會招呼他們
[00:09:10.000 --> 00:09:12.000]  在這一段
[00:09:12.000 --> 00:09:14.000]  保羅要提醒弟兄姊妹
[00:09:14.000 --> 00:09:16.000]  要留意小心的
[00:09:16.000 --> 00:09:18.000]  就是那些都是傳揚耶穌基督
[00:09:18.000 --> 00:09:20.000]  信息雖然是正確的
[00:09:20.000 --> 00:09:22.000]  道理雖然是對的
[00:09:22.000 --> 00:09:24.000]  但是他們的行動和行為
[00:09:24.000 --> 00:09:26.000]  卻不是很純正
[00:09:27.000 --> 00:09:29.000]  直到我們平常
[00:09:29.000 --> 00:09:32.000]  當我們見到別人比自己好的時候
[00:09:32.000 --> 00:09:35.000]  例如為何他道路這麼暢順
[00:09:35.000 --> 00:09:38.000]  為何他特別受人尊重和愛戴
[00:09:38.000 --> 00:09:41.000]  為何他的待遇比自己好
[00:09:41.000 --> 00:09:43.000]  為何他恩賜比自己多
[00:09:43.000 --> 00:09:47.000]  所產生的一種負面情緒就是妒忌
[00:09:47.000 --> 00:09:50.000]  要將別人所擁有的奪來
[00:09:50.000 --> 00:09:52.000]  或者自己沒有的時候
[00:09:52.000 --> 00:09:54.000]  別人也不可以有
[00:09:54.000 --> 00:09:56.000]  或者是作出破壞攻擊的行為
[00:09:57.000 --> 00:10:01.000]  或者是失去一些東西而開心
[00:10:01.000 --> 00:10:04.000]  不單止聖經從創世紀開始
[00:10:04.000 --> 00:10:06.000]  那位阿伯兩兄弟
[00:10:06.000 --> 00:10:09.000]  約瑟和十個哥哥
[00:10:09.000 --> 00:10:11.000]  我們可以看到
[00:10:11.000 --> 00:10:16.000]  人從起初就這份質度和比較的心態
[00:10:16.000 --> 00:10:18.000]  我們就算現在日常生活中
[00:10:18.000 --> 00:10:20.000]  見到小朋友
[00:10:20.000 --> 00:10:23.000]  由爭玩具到大朋友
[00:10:23.000 --> 00:10:25.000]  在職場中各用名利
[00:10:26.000 --> 00:10:27.000]  的比較
[00:10:27.000 --> 00:10:30.000]  到誰能夠訂到有限量版的手袋
[00:10:30.000 --> 00:10:33.000]  到老友記比較兒孫的成就等等之類
[00:10:33.000 --> 00:10:37.000]  都可能是我們日常見慣的事情
[00:10:37.000 --> 00:10:39.000]  而在福音的事宮上
[00:10:39.000 --> 00:10:42.000]  弟兄姊妹需要留心注意
[00:10:42.000 --> 00:10:48.000]  不要被這些負面的妒忌情緒影響
[00:10:48.000 --> 00:10:51.000]  因為妒忌就會帶來紛爭
[00:10:52.000 --> 00:10:56.000]  保羅傳福音為何他成為教會領袖
[00:10:56.000 --> 00:10:57.000]  我又不是
[00:10:57.000 --> 00:10:59.000]  我也很忠心建立教會
[00:10:59.000 --> 00:11:01.000]  帶領我不少人信主
[00:11:01.000 --> 00:11:03.000]  教導不少人神的話語
[00:11:03.000 --> 00:11:05.000]  查過很多經
[00:11:05.000 --> 00:11:07.000]  為何我回到耶路撒冷述職時
[00:11:07.000 --> 00:11:09.000]  沒有受到像保羅般的招呼尊重
[00:11:09.000 --> 00:11:11.000]  又對保羅籌集路費
[00:11:11.000 --> 00:11:13.000]  又多人為他祈禱
[00:11:13.000 --> 00:11:15.000]  而我自己卻沒有這樣的待遇
[00:11:15.000 --> 00:11:20.000]  當時可能很多人都向教會自己推薦自己
[00:11:21.000 --> 00:11:23.000]  甚至以閒言閒語攻擊保羅
[00:11:23.000 --> 00:11:25.000]  例如在哥倫多後書十章
[00:11:25.000 --> 00:11:31.000]  有人說保羅寫的信又沉重又厲害
[00:11:31.000 --> 00:11:36.000]  見面氣貌不揚言語又粗俗
[00:11:36.000 --> 00:11:39.000]  背後的閒言閒語明爭暗鬥
[00:11:39.000 --> 00:11:43.000]  當中帶來的就是結黨
[00:11:43.000 --> 00:11:45.000]  因為人是群體性的
[00:11:45.000 --> 00:11:48.000]  紛爭下來再升級的拉幫結派
[00:11:49.000 --> 00:11:52.000]  所以保羅書信指出他們出於結黨並不誠實
[00:11:52.000 --> 00:11:55.000]  他們所追求的並不是同心合意
[00:11:55.000 --> 00:11:59.000]  不是去保守聖靈賜給我們合而為一的心
[00:11:59.000 --> 00:12:01.000]  反而是拉攏人脈
[00:12:01.000 --> 00:12:03.000]  肯定自己
[00:12:03.000 --> 00:12:05.000]  維護自己的利益
[00:12:05.000 --> 00:12:07.000]  擴充自己的地盤
[00:12:07.000 --> 00:12:09.000]  建立自己的山頭等等
[00:12:09.000 --> 00:12:11.000]  在哥倫多教會也有不同派別
[00:12:11.000 --> 00:12:13.000]  有些人說我屬保羅
[00:12:13.000 --> 00:12:15.000]  有些人說我屬阿波羅
[00:12:15.000 --> 00:12:17.000]  有些人說我屬基督
[00:12:18.000 --> 00:12:21.000]  但耶穌基督的教會不應該是這樣的
[00:12:21.000 --> 00:12:25.000]  保羅自己對弟兄姊妹這樣分派別是很反感的
[00:12:25.000 --> 00:12:28.000]  在哥倫多前書第一章責備他們
[00:12:28.000 --> 00:12:30.000]  基督是分開的嗎?
[00:12:30.000 --> 00:12:32.000]  保羅為你們釘了十字架嗎?
[00:12:32.000 --> 00:12:34.000]  你們奉我的名來受洗的嗎?
[00:12:34.000 --> 00:12:37.000]  不是,保羅他不願意見到教會這樣
[00:12:37.000 --> 00:12:39.000]  但那些人為何要這樣做呢?
[00:12:39.000 --> 00:12:41.000]  其中一個目的
[00:12:41.000 --> 00:12:45.000]  保羅知道他要加增他困所的苦楚
[00:12:46.000 --> 00:12:49.000]  雖然那些人都是傳揚耶穌基督的福音
[00:12:49.000 --> 00:12:53.000]  但他們對保羅的成就和功夫看不順眼
[00:12:53.000 --> 00:12:56.000]  由嫉妒到挑起紛爭
[00:12:56.000 --> 00:12:59.000]  到結黨、建立勢力範圍、影響力
[00:12:59.000 --> 00:13:02.000]  他們可能見到保羅被捆索的時候
[00:13:02.000 --> 00:13:05.000]  甚麼也做不到,心涼了
[00:13:05.000 --> 00:13:07.000]  以為保羅,你也有今天
[00:13:07.000 --> 00:13:10.000]  昔日那麼威水、大仕途、風頭
[00:13:10.000 --> 00:13:13.000]  現在你在羅馬被軟禁、囚禁
[00:13:14.000 --> 00:13:18.000]  應該咬牙切齒的,在失望、羞恥當中生活
[00:13:18.000 --> 00:13:20.000]  看人失敗,最開心
[00:13:20.000 --> 00:13:23.000]  終於那班人上位了
[00:13:23.000 --> 00:13:26.000]  以為這樣就可以增加保羅的苦楚
[00:13:26.000 --> 00:13:30.000]  但保羅用甚麼心態去面對和反應呢?
[00:13:30.000 --> 00:13:33.000]  接著是第十八到二十節
[00:13:33.000 --> 00:13:35.000]  這句很震撼
[00:13:35.000 --> 00:13:37.000]  這又何妨呢?
[00:13:37.000 --> 00:13:39.000]  或是假意,或是真心
[00:13:39.000 --> 00:13:43.000]  無論怎樣,基督究竟被傳開了
[00:13:44.000 --> 00:13:47.000]  使徒保羅的胸襟偉大之處
[00:13:47.000 --> 00:13:49.000]  就在於他將這個焦點
[00:13:49.000 --> 00:13:52.000]  由別人對他不懷好意
[00:13:52.000 --> 00:13:58.000]  轉移到主耶穌基督是否被傳揚上
[00:13:58.000 --> 00:14:02.000]  首先,保羅當然知道這些人的心態不對
[00:14:02.000 --> 00:14:06.000]  知道他們透過結黨去經營自己的影響力
[00:14:06.000 --> 00:14:08.000]  不是好事
[00:14:08.000 --> 00:14:11.000]  但假如他們所傳的,是正確的科學信息
[00:14:12.000 --> 00:14:14.000]  在基督的事蹟
[00:14:14.000 --> 00:14:17.000]  讓更多人認識耶穌基督而得著救恩
[00:14:17.000 --> 00:14:19.000]  得著豐盛的生命
[00:14:19.000 --> 00:14:21.000]  以至更多人去敬拜、尊崇耶穌基督
[00:14:21.000 --> 00:14:23.000]  稱頌祂的美善聖名的時候
[00:14:23.000 --> 00:14:26.000]  保羅他自己並不介意
[00:14:26.000 --> 00:14:29.000]  自己在福音舞台上作為配角
[00:14:29.000 --> 00:14:31.000]  甚至慢慢消失
[00:14:31.000 --> 00:14:34.000]  在這裡也解釋一下
[00:14:34.000 --> 00:14:36.000]  第十八到二十節
[00:14:36.000 --> 00:14:39.000]  其實是另一個交錯對立的形態
[00:14:40.000 --> 00:14:43.000]  第十八節開始,說到基督究竟被傳開
[00:14:43.000 --> 00:14:45.000]  到第二十節尾的時候
[00:14:45.000 --> 00:14:49.000]  也說到基督在保羅自己身上照常顯大
[00:14:49.000 --> 00:14:52.000]  好像在意思上互相呼應
[00:14:52.000 --> 00:14:55.000]  而十八節尾,保羅說到自己
[00:14:55.000 --> 00:14:57.000]  他稍後會說
[00:14:57.000 --> 00:15:00.000]  為此我就歡喜,並且還要歡喜
[00:15:00.000 --> 00:15:03.000]  還有他在第二十節提到的
[00:15:03.000 --> 00:15:05.000]  照著他所切勿所盼望的
[00:15:05.000 --> 00:15:07.000]  每一時叫他羞愧
[00:15:07.000 --> 00:15:09.000]  也有一個相應
[00:15:10.000 --> 00:15:12.000]  而這裏多了一個中間的核心
[00:15:12.000 --> 00:15:14.000]  就是第十九節
[00:15:14.000 --> 00:15:19.000]  通常這是一個小聯絡的交錯對立裏面
[00:15:19.000 --> 00:15:21.000]  就好像切開洋蔥一樣
[00:15:21.000 --> 00:15:24.000]  由外面到裏面,到核心
[00:15:24.000 --> 00:15:26.000]  而通常這個核心
[00:15:26.000 --> 00:15:29.000]  就是一些重要的轉捩點或訊息
[00:15:29.000 --> 00:15:31.000]  好像A、B、C、B、A這樣
[00:15:31.000 --> 00:15:33.000]  對照解釋
[00:15:33.000 --> 00:15:35.000]  剛剛提到,開頭在這裡
[00:15:35.000 --> 00:15:37.000]  基督的名被傳揚
[00:15:38.000 --> 00:15:41.000]  他仍然介意自己在福音舞台上消失
[00:15:41.000 --> 00:15:44.000]  第十二十節尾甚至提到
[00:15:44.000 --> 00:15:46.000]  無論是生是死
[00:15:46.000 --> 00:15:49.000]  總叫基督在我身上照常顯大
[00:15:49.000 --> 00:15:52.000]  對那些有私心的人
[00:15:52.000 --> 00:15:56.000]  保羅根本就不關心自己的影響力
[00:15:56.000 --> 00:15:58.000]  或者也不關心
[00:15:58.000 --> 00:16:00.000]  別人是否分了他的地盤
[00:16:00.000 --> 00:16:02.000]  就算他自己的生命結束
[00:16:02.000 --> 00:16:04.000]  他也不以為是最重要的事情
[00:16:04.000 --> 00:16:06.000]  在他生活當中
[00:16:07.000 --> 00:16:08.000]  最重要的就是
[00:16:08.000 --> 00:16:10.000]  基督的名被顯為大
[00:16:10.000 --> 00:16:12.000]  基督的名被傳揚
[00:16:12.000 --> 00:16:14.000]  讓多人得救
[00:16:14.000 --> 00:16:16.000]  我們在當中要留意到
[00:16:16.000 --> 00:16:18.000]  保羅並不是同意
[00:16:18.000 --> 00:16:20.000]  或者甚至支持
[00:16:20.000 --> 00:16:22.000]  那些動機不純正的人的行為
[00:16:22.000 --> 00:16:24.000]  保羅只是在
[00:16:24.000 --> 00:16:28.000]  耶穌基督的名被傳開的大前提之下
[00:16:28.000 --> 00:16:33.000]  不去介意這些小人的小動作和小陰謀
[00:16:33.000 --> 00:16:35.000]  他所看重的
[00:16:36.000 --> 00:16:37.000]  是耶穌基督的名有沒有被傳揚
[00:16:37.000 --> 00:16:39.000]  所以第十八節下面看到
[00:16:39.000 --> 00:16:41.000]  為此我就歡喜
[00:16:41.000 --> 00:16:43.000]  並且還要歡喜
[00:16:43.000 --> 00:16:45.000]  對應第二十節上半節
[00:16:45.000 --> 00:16:47.000]  照著我所切勿所盼望的
[00:16:47.000 --> 00:16:49.000]  沒有一時叫我收他
[00:16:49.000 --> 00:16:51.000]  保羅是置自己的名聲於道外
[00:16:51.000 --> 00:16:53.000]  只要基督的名被傳開
[00:16:53.000 --> 00:16:55.000]  他不介意
[00:16:55.000 --> 00:16:57.000]  那些人要爭的就爭飽他吧
[00:16:57.000 --> 00:16:59.000]  二十節裏面
[00:16:59.000 --> 00:17:01.000]  保羅所切勿所盼望的
[00:17:01.000 --> 00:17:03.000]  就是耶穌基督的名
[00:17:03.000 --> 00:17:05.000]  被照常顯大
[00:17:06.000 --> 00:17:07.000]  讓他有機會盡心傳道
[00:17:07.000 --> 00:17:09.000]  基督的名被顯為大
[00:17:09.000 --> 00:17:11.000]  阿門
[00:17:11.000 --> 00:17:13.000]  讓我藉著保羅犧牲失去生命
[00:17:13.000 --> 00:17:15.000]  讓基督的名被顯大
[00:17:15.000 --> 00:17:17.000]  阿門
[00:17:17.000 --> 00:17:19.000]  讓我藉著信徒真心的傳揚
[00:17:19.000 --> 00:17:21.000]  以至基督的名被傳揚
[00:17:21.000 --> 00:17:23.000]  阿門
[00:17:23.000 --> 00:17:25.000]  就算透過那些假意的人
[00:17:25.000 --> 00:17:27.000]  基督的名被傳揚
[00:17:27.000 --> 00:17:29.000]  保羅也阿門
[00:17:29.000 --> 00:17:31.000]  這是一個很廣闊的胸襟
[00:17:31.000 --> 00:17:33.000]  保羅在困境中仍然有這種心智
[00:17:34.000 --> 00:17:36.000]  因為他知道他不是單打獨鬥
[00:17:36.000 --> 00:17:39.000]  並不是自己去面對這種困難
[00:17:39.000 --> 00:17:41.000]  接著是核心
[00:17:41.000 --> 00:17:43.000]  十九節裏面
[00:17:43.000 --> 00:17:45.000]  因為他知道這是藉著你們的祈禱
[00:17:45.000 --> 00:17:48.000]  和耶穌基督之名的幫助
[00:17:48.000 --> 00:17:50.000]  終必叫我得救
[00:17:50.000 --> 00:17:53.000]  首先解釋最後的詞語
[00:17:53.000 --> 00:17:55.000]  得救
[00:17:55.000 --> 00:17:57.000]  詞語本身可以指
[00:17:57.000 --> 00:17:59.000]  得著救恩
[00:17:59.000 --> 00:18:01.000]  被神拯救
[00:18:01.000 --> 00:18:03.000]  終極的就是得救
[00:18:04.000 --> 00:18:05.000]  在這裏的詞文後裏
[00:18:05.000 --> 00:18:07.000]  意思就比較接近
[00:18:07.000 --> 00:18:09.000]  心靈得到釋放
[00:18:09.000 --> 00:18:11.000]  困境得到解脫的意思
[00:18:11.000 --> 00:18:14.000]  至於內心的重擔被挪開了
[00:18:14.000 --> 00:18:16.000]  神能夠證明
[00:18:16.000 --> 00:18:18.000]  他的心智是清白的
[00:18:18.000 --> 00:18:20.000]  等等的意思
