
[00:00:00.000 --> 00:00:05.000]  今天要講的題目是《在至高之處,榮耀歸於神》
[00:02:37.000 --> 00:02:39.000]  我都是拋磚引
[00:02:39.000 --> 00:02:40.000]  等你們回家
[00:02:40.000 --> 00:02:41.000]  再看看
[00:02:41.000 --> 00:02:42.000]  基督的生平
[00:02:42.000 --> 00:02:44.000]  即是前後在說些甚麼呢
[00:02:44.000 --> 00:02:47.000]  甚麼為之上帝所喜悅的人呢
[00:02:47.000 --> 00:02:48.000]  再說多一點
[00:02:48.000 --> 00:02:50.000]  我今天沒辦法去延伸講很多
[00:02:50.000 --> 00:02:51.000]  但是
[00:02:51.000 --> 00:02:52.000]  當我們說耶穌基督
[00:02:52.000 --> 00:02:55.000]  我們去學校他的時候
[00:02:55.000 --> 00:02:57.000]  其實耶穌在他未出來
[00:02:57.000 --> 00:02:58.000]  行道之前
[00:02:58.000 --> 00:03:00.000]  未在三十歲之前
[00:03:00.000 --> 00:03:01.000]  路加福音二章是這樣說到
[00:03:01.000 --> 00:03:03.000]  孩子漸漸長大
[00:03:03.000 --> 00:03:05.000]  強健起來
[00:03:05.000 --> 00:03:06.000]  充滿智慧
[00:03:06.000 --> 00:03:09.000]  又有神的恩在他身上
[00:03:09.000 --> 00:03:11.000]  原來上帝的恩是那麼重要
[00:03:11.000 --> 00:03:12.000]  再來
[00:03:12.000 --> 00:03:15.000]  耶穌的智慧和新娘
[00:03:15.000 --> 00:03:18.000]  並神和人喜愛他的心
[00:03:18.000 --> 00:03:20.000]  都一起增長
[00:03:20.000 --> 00:03:23.000]  神和人喜愛他的心
[00:03:23.000 --> 00:03:26.000]  神所喜悅的人
[00:03:26.000 --> 00:03:28.000]  人都會喜悅他
[00:03:28.000 --> 00:03:30.000]  即是當我們擁有上帝那份性情
[00:03:30.000 --> 00:03:33.000]  當我們生命持基督
[00:03:33.000 --> 00:03:35.000]  耶穌基督那個樣式的時候
[00:03:35.000 --> 00:03:36.000]  其實
[00:03:36.000 --> 00:03:38.000]  神人都會很喜悅
[00:03:38.000 --> 00:03:40.000]  上帝都會大大的祝福
[00:03:40.000 --> 00:03:41.000]  所以很盼望
[00:03:41.000 --> 00:03:43.000]  好像講到結束語一樣
[00:03:43.000 --> 00:03:44.000]  但不要緊
[00:03:44.000 --> 00:03:45.000]  但很盼望我們真的
[00:03:45.000 --> 00:03:46.000]  在聖誕節來臨之先
[00:03:46.000 --> 00:03:47.000]  我們預備好心
[00:03:47.000 --> 00:03:49.000]  成為主宿喜悅的人
[00:03:49.000 --> 00:03:51.000]  並且得著他那份
[00:03:51.000 --> 00:03:53.000]  無人能奪的那份平安
[00:03:53.000 --> 00:03:54.000]  屬天的平安
[00:03:54.000 --> 00:03:55.000]  我們在
[00:03:55.000 --> 00:03:56.000]  即是打開今天的基民之先
[00:03:56.000 --> 00:03:58.000]  我們都一起祈禱
[00:03:58.000 --> 00:04:02.000]  秋天護上帝我們多謝你
[00:04:02.000 --> 00:04:03.000]  實在的
[00:04:03.000 --> 00:04:05.000]  一切都是源於你
[00:04:05.000 --> 00:04:06.000]  本於你
[00:04:06.000 --> 00:04:07.000]  亦都歸於你
[00:04:07.000 --> 00:04:10.000]  你有你最美好的旨意
[00:04:10.000 --> 00:04:12.000]  一切的恩典恩澤
[00:04:12.000 --> 00:04:14.000]  都是出於神來
[00:04:14.000 --> 00:04:15.000]  特別在聖誕節
[00:04:15.000 --> 00:04:16.000]  十二月
[00:04:16.000 --> 00:04:17.000]  這個時候
[00:04:17.000 --> 00:04:18.000]  我們紀念
[00:04:18.000 --> 00:04:20.000]  到二千多年前
[00:04:20.000 --> 00:04:22.000]  你賜下你的獨生愛子
[00:04:22.000 --> 00:04:23.000]  耶穌基督
[00:04:23.000 --> 00:04:25.000]  來到這個世間上
[00:04:25.000 --> 00:04:27.000]  以致我們可以藉著
[00:04:27.000 --> 00:04:29.000]  主耶穌與神
[00:04:29.000 --> 00:04:30.000]  你去和好
[00:04:30.000 --> 00:04:31.000]  並且你又將
[00:04:31.000 --> 00:04:33.000]  權人和你和好的使命
[00:04:33.000 --> 00:04:34.000]  這個職份
[00:04:34.000 --> 00:04:36.000]  賜給我們
[00:04:36.000 --> 00:04:37.000]  所以主求你都
[00:04:37.000 --> 00:04:39.000]  擦亮我們的眼睛
[00:04:39.000 --> 00:04:41.000]  藉著今天的崇拜
[00:04:41.000 --> 00:04:43.000]  祝福潔政孩子的口
[00:04:43.000 --> 00:04:45.000]  聖靈在我們心中運行
[00:04:45.000 --> 00:04:46.000]  工作
[00:04:46.000 --> 00:04:48.000]  讓我們在裡面
[00:04:48.000 --> 00:04:49.000]  同感一鈴
[00:04:49.000 --> 00:04:50.000]  無論在現場
[00:04:50.000 --> 00:04:52.000]  在線上的敬拜
[00:04:52.000 --> 00:04:54.000]  我們一同去領受主
[00:04:54.000 --> 00:04:55.000]  你那個很寶貴
[00:04:55.000 --> 00:04:57.000]  那個真實的話語
[00:04:57.000 --> 00:04:58.000]  在當中
[00:04:58.000 --> 00:04:59.000]  我們同感一鈴
[00:04:59.000 --> 00:05:00.000]  有美好的得著
[00:05:00.000 --> 00:05:01.000]  我們多謝主
[00:05:01.000 --> 00:05:02.000]  誰聽我們禱告
[00:05:02.000 --> 00:05:03.000]  乃奉求耶穌基督
[00:05:03.000 --> 00:05:04.000]  寶貴名字
[00:05:04.000 --> 00:05:05.000]  阿門
[00:05:05.000 --> 00:05:07.000]  好 那我們
[00:05:07.000 --> 00:05:08.000]  讀下今天的經文
[00:05:08.000 --> 00:05:09.000]  其實原先今天的經文
[00:05:09.000 --> 00:05:10.000]  是出自於
[00:05:10.000 --> 00:05:11.000]  《彼得厚書》三章
[00:05:11.000 --> 00:05:13.000]  十四至十八節
[00:05:13.000 --> 00:05:14.000]  不過我覺得
[00:05:14.000 --> 00:05:16.000]  中間有一點拆開了
[00:05:16.000 --> 00:05:18.000]  所以原先只有五節
[00:05:18.000 --> 00:05:19.000]  但是我還是
[00:05:19.000 --> 00:05:20.000]  減省了一點
[00:05:20.000 --> 00:05:21.000]  不要緊
[00:05:21.000 --> 00:05:22.000]  我們讀完今天
[00:05:22.000 --> 00:05:24.000]  我覺得很重要的經文
[00:05:24.000 --> 00:05:25.000]  一起讀一讀
[00:05:25.000 --> 00:05:26.000]  來 一二三
[00:05:26.000 --> 00:05:27.000]  所以
[00:05:27.000 --> 00:05:28.000]  親愛的
[00:05:28.000 --> 00:05:31.000]  既然你們等候這些事
[00:05:31.000 --> 00:05:33.000]  就要竭力使自己
[00:05:33.000 --> 00:05:34.000]  沒有點污
[00:05:34.000 --> 00:05:36.000]  無可指責
[00:05:36.000 --> 00:05:38.000]  在主前和睦
[00:05:38.000 --> 00:05:40.000]  然後跳一跳去十七節
[00:05:40.000 --> 00:05:42.000]  所以親愛的
[00:05:42.000 --> 00:05:45.000]  既然你們預先知道這事
[00:05:45.000 --> 00:05:47.000]  就當防備
[00:05:47.000 --> 00:05:50.000]  免得被惡人的錯謀誘惑
[00:05:50.000 --> 00:05:54.000]  從自己穩定的立場上墜落
[00:05:54.000 --> 00:05:57.000]  你們都要在我們的主
[00:05:57.000 --> 00:06:00.000]  和救主耶穌基督的恩典
[00:06:00.000 --> 00:06:03.000]  和知識上有長進
[00:06:03.000 --> 00:06:05.000]  願榮耀歸給他
[00:06:05.000 --> 00:06:07.000]  從今直到永遠之日
[00:06:07.000 --> 00:06:08.000]  阿門
[00:06:08.000 --> 00:06:11.000]  其實門訓系列
[00:06:11.000 --> 00:06:13.000]  我們來到最後一講
[00:06:13.000 --> 00:06:15.000]  我們有講到
[00:06:15.000 --> 00:06:16.000]  給的前書
[00:06:16.000 --> 00:06:17.000]  給的後書
[00:06:17.000 --> 00:06:18.000]  其實都在講
[00:06:18.000 --> 00:06:19.000]  末世這個日子
[00:06:19.000 --> 00:06:20.000]  要怎樣
[00:06:20.000 --> 00:06:21.000]  一開始給的
[00:06:21.000 --> 00:06:22.000]  在這裡講什麼呢
[00:06:22.000 --> 00:06:23.000]  親愛的
[00:06:23.000 --> 00:06:25.000]  親愛的大興姊妹
[00:06:25.000 --> 00:06:27.000]  當我們在末世的時代
[00:06:27.000 --> 00:06:29.000]  當我們在等候
[00:06:29.000 --> 00:06:30.000]  耶穌基督榮耀的
[00:06:30.000 --> 00:06:31.000]  再來的時候
[00:06:31.000 --> 00:06:33.000]  當我們等候
[00:06:33.000 --> 00:06:35.000]  上帝所應許
[00:06:35.000 --> 00:06:37.000]  公義美好的
[00:06:37.000 --> 00:06:38.000]  新天新地
[00:06:38.000 --> 00:06:40.000]  必要來臨
[00:06:40.000 --> 00:06:41.000]  而我們處身這個
[00:06:41.000 --> 00:06:43.000]  扭壞的世界
[00:06:43.000 --> 00:06:45.000]  其實是必然要廢
[00:06:45.000 --> 00:06:46.000]  要燒毀
[00:06:46.000 --> 00:06:48.000]  這句其實上一次
[00:06:48.000 --> 00:06:50.000]  林牧師有講到
[00:06:50.000 --> 00:06:53.000]  在等候這一切的事之前
[00:06:53.000 --> 00:06:55.000]  回到上一次
[00:06:55.000 --> 00:06:57.000]  等候這一切的事之前
[00:06:57.000 --> 00:06:58.000]  我們第一
[00:06:58.000 --> 00:06:59.000]  要怎樣做
[00:06:59.000 --> 00:07:01.000]  要竭力
[00:07:01.000 --> 00:07:03.000]  我們要因勤努力
[00:07:03.000 --> 00:07:05.000]  讓自己無顛污
[00:07:05.000 --> 00:07:06.000]  無可指責
[00:07:06.000 --> 00:07:08.000]  並且在主前和睦
[00:07:08.000 --> 00:07:09.000]  或者可以說
[00:07:09.000 --> 00:07:12.000]  同人同神和睦
[00:07:12.000 --> 00:07:14.000]  其實這個位是怎樣呢
[00:07:14.000 --> 00:07:15.000]  同人同神和睦
[00:07:15.000 --> 00:07:17.000]  有其另外一些的
[00:07:17.000 --> 00:07:19.000]  經文翻譯
[00:07:19.000 --> 00:07:20.000]  它是說
[00:07:20.000 --> 00:07:23.000]  我們可以安然的去見主
[00:07:23.000 --> 00:07:24.000]  安然的見主面
[00:07:24.000 --> 00:07:25.000]  意思是
[00:07:25.000 --> 00:07:27.000]  我們跟上帝是沒有阻隔
[00:07:27.000 --> 00:07:28.000]  我們不怕上帝
[00:07:28.000 --> 00:07:29.000]  不需要怕上帝的審判
[00:07:29.000 --> 00:07:31.000]  因為我們已經在主裡面
[00:07:31.000 --> 00:07:33.000]  每天的認罪悔改
[00:07:33.000 --> 00:07:34.000]  我們無顛污
[00:07:34.000 --> 00:07:36.000]  無可指責
[00:07:36.000 --> 00:07:37.000]  所以我們除了
[00:07:37.000 --> 00:07:39.000]  這一節經文十四節
[00:07:39.000 --> 00:07:41.000]  親愛的我們要竭力
[00:07:41.000 --> 00:07:42.000]  保守我們
[00:07:42.000 --> 00:07:44.000]  無顛污無可指責之外
[00:07:44.000 --> 00:07:45.000]  還有些什麼呢
[00:07:45.000 --> 00:07:46.000]  所以跳一跳
[00:07:46.000 --> 00:07:47.000]  去十七節再次的
[00:07:47.000 --> 00:07:48.000]  你看到
[00:07:48.000 --> 00:07:50.000]  所以親愛的
[00:07:50.000 --> 00:07:53.000]  既然你們預先知道這些事
[00:07:53.000 --> 00:07:54.000]  其實就是講一些
[00:07:54.000 --> 00:07:59.000]  假先知假教師的部分
[00:07:59.000 --> 00:08:00.000]  所以親愛的
[00:08:00.000 --> 00:08:01.000]  你們要謹慎
[00:08:01.000 --> 00:08:03.000]  你們要防備
[00:08:03.000 --> 00:08:04.000]  在這個末世的時候
[00:08:04.000 --> 00:08:07.000]  在我們等候主再來的時候
[00:08:07.000 --> 00:08:09.000]  我們要防備
[00:08:09.000 --> 00:08:10.000]  不要受一些惡人
[00:08:10.000 --> 00:08:11.000]  或者假教師
[00:08:11.000 --> 00:08:14.000]  假師傅的誤導誘導
[00:08:14.000 --> 00:08:15.000]  以致我們從
[00:08:15.000 --> 00:08:18.000]  本來信仰穩定的立場上
[00:08:18.000 --> 00:08:22.000]  或者堅固的地步上墜落
[00:08:22.000 --> 00:08:24.000]  唯有在第十八節說到
[00:08:24.000 --> 00:08:25.000]  我們可以
[00:08:25.000 --> 00:08:27.000]  怎樣可以防備他們呢
[00:08:27.000 --> 00:08:29.000]  我們就要在我們的主
[00:08:29.000 --> 00:08:31.000]  救主耶穌基督的恩典
[00:08:31.000 --> 00:08:33.000]  以及知識上去長進
[00:08:33.000 --> 00:08:34.000]  要成長
[00:08:34.000 --> 00:08:35.000]  要進步
[00:08:35.000 --> 00:08:36.000]  然後我們才可以
[00:08:36.000 --> 00:08:38.000]  避過世上種種的試探
[00:08:38.000 --> 00:08:39.000]  種種誘惑
[00:08:39.000 --> 00:08:40.000]  避過那些假教師
[00:08:40.000 --> 00:08:41.000]  假師傅
[00:08:41.000 --> 00:08:43.000]  去帶領我們偏離正道
[00:08:43.000 --> 00:08:45.000]  以致我們不這樣做的時候
[00:08:45.000 --> 00:08:47.000]  我們就持續能夠與神和好
[00:08:47.000 --> 00:08:49.000]  成為上帝所喜悅
[00:08:49.000 --> 00:08:51.000]  所悅納的人
[00:08:51.000 --> 00:08:52.000]  所以我們剛才看到
[00:08:52.000 --> 00:08:54.000]  十四節是一個部份
[00:08:54.000 --> 00:08:55.000]  我們要努力持守
[00:08:55.000 --> 00:08:56.000]  第二個部份
[00:08:56.000 --> 00:08:58.000]  我們要留意要防備
[00:08:58.000 --> 00:08:59.000]  不要被假教師
[00:08:59.000 --> 00:09:01.000]  假師傅去引導
[00:09:01.000 --> 00:09:02.000]  偏離正道
[00:09:02.000 --> 00:09:03.000]  我會先說後面這部分
[00:09:03.000 --> 00:09:06.000]  然後再看回上面
[00:09:06.000 --> 00:09:07.000]  說到假教師
[00:09:07.000 --> 00:09:08.000]  假師傅
[00:09:08.000 --> 00:09:09.000]  我們其實花了很多
[00:09:09.000 --> 00:09:11.000]  經過不密去說
[00:09:11.000 --> 00:09:13.000]  異端邪說
[00:09:13.000 --> 00:09:14.000]  我們常常聽的
[00:09:14.000 --> 00:09:15.000]  可能會聽到什麼
[00:09:15.000 --> 00:09:17.000]  耶和華見精人
[00:09:17.000 --> 00:09:18.000]  或者那些很喜歡
[00:09:18.000 --> 00:09:19.000]  魔力道門那些叫什麼
[00:09:19.000 --> 00:09:21.000]  魔門教
[00:09:21.000 --> 00:09:22.000]  或者在國內
[00:09:22.000 --> 00:09:24.000]  我們會聽過全能神
[00:09:24.000 --> 00:09:25.000]  有女基督
[00:09:25.000 --> 00:09:27.000]  東方閃電
[00:09:27.000 --> 00:09:30.000]  最近其實還有很多
[00:09:30.000 --> 00:09:32.000]  來自韓國那邊的
[00:09:32.000 --> 00:09:33.000]  一些異端
[00:09:33.000 --> 00:09:34.000]  昨天
[00:09:34.000 --> 00:09:36.000]  好像昨天林牧師
[00:09:36.000 --> 00:09:38.000]  還在同工的WhatsApp群組裡
[00:09:38.000 --> 00:09:39.000]  再發出
[00:09:39.000 --> 00:09:40.000]  又有了
[00:09:40.000 --> 00:09:41.000]  他們趁著聖誕節
[00:09:41.000 --> 00:09:42.000]  又出擊了
[00:09:42.000 --> 00:09:44.000]  我們要知道
[00:09:44.000 --> 00:09:45.000]  有這些事情發生
[00:09:45.000 --> 00:09:47.000]  大家要特別小心
[00:09:47.000 --> 00:09:49.000]  但是我今天不特別在這裡
[00:09:49.000 --> 00:09:50.000]  多說關於異端這個部分
[00:09:50.000 --> 00:09:52.000]  因為其實整個
[00:09:52.000 --> 00:09:53.000]  後書
[00:09:53.000 --> 00:09:54.000]  整個第二章
[00:09:54.000 --> 00:09:55.000]  多少少的
[00:09:55.000 --> 00:09:56.000]  這麼多的脈絡
[00:09:56.000 --> 00:09:57.000]  其實都在說
[00:09:57.000 --> 00:09:58.000]  假教師
[00:09:58.000 --> 00:09:59.000]  假師傅
[00:09:59.000 --> 00:10:00.000]  我們用了很長時間
[00:10:00.000 --> 00:10:01.000]  去這樣說
[00:10:01.000 --> 00:10:02.000]  所以今天就不特別
[00:10:02.000 --> 00:10:04.000]  去說這個部分
[00:10:04.000 --> 00:10:05.000]  但是我會說一說
[00:10:05.000 --> 00:10:07.000]  究竟其實現在這個世代
[00:10:07.000 --> 00:10:09.000]  這個世俗的文化潮流
[00:10:09.000 --> 00:10:10.000]  洪流
[00:10:10.000 --> 00:10:11.000]  其實怎樣去摧毀
[00:10:11.000 --> 00:10:14.000]  我們正統的思想
[00:10:14.000 --> 00:10:17.000]  有一則新聞我今天想highlight一下
[00:10:17.000 --> 00:10:18.000]  其實我沒有想過
[00:10:18.000 --> 00:10:19.000]  這一則新聞其實是
[00:10:19.000 --> 00:10:21.000]  帶給我們這麼大的衝擊
[00:10:21.000 --> 00:10:22.000]  或者impact
[00:10:22.000 --> 00:10:24.000]  特別對於我們當中
[00:10:24.000 --> 00:10:26.000]  可能家人
[00:10:26.000 --> 00:10:28.000]  經常我們患長期病
[00:10:28.000 --> 00:10:30.000]  患重病
[00:10:30.000 --> 00:10:31.000]  或者老人家
[00:10:31.000 --> 00:10:32.000]  有一些大的衝擊
[00:10:32.000 --> 00:10:33.000]  其實那個消息
[00:10:33.000 --> 00:10:35.000]  是一個大的衝擊
[00:10:35.000 --> 00:10:36.000]  不知道你們
[00:10:36.000 --> 00:10:39.000]  有沒有猜到
[00:10:39.000 --> 00:10:41.000]  有些難度
[00:10:41.000 --> 00:10:42.000]  最初我也沒有這樣想
[00:10:42.000 --> 00:10:43.000]  但是因為
[00:10:43.000 --> 00:10:45.000]  有姊妹提起的時候
[00:10:45.000 --> 00:10:46.000]  我就覺得
[00:10:46.000 --> 00:10:48.000]  都真的要趁機會去
[00:10:48.000 --> 00:10:50.000]  對應一下時事
[00:10:50.000 --> 00:10:51.000]  是在說
[00:10:51.000 --> 00:10:52.000]  震撼人心
[00:10:52.000 --> 00:10:54.000]  瓊瑤輕生的事
[00:10:54.000 --> 00:10:56.000]  大家知道吧
[00:10:56.000 --> 00:10:57.000]  其實是這樣
[00:10:57.000 --> 00:10:58.000]  我最初聽
[00:10:58.000 --> 00:10:59.000]  看到這個消息的時候
[00:10:59.000 --> 00:11:00.000]  我就說
[00:11:00.000 --> 00:11:01.000]  瓊瑤
[00:11:01.000 --> 00:11:03.000]  那個寫環珠格格
[00:11:03.000 --> 00:11:04.000]  那個瓊瑤
[00:11:04.000 --> 00:11:05.000]  大家應該知道
[00:11:05.000 --> 00:11:07.000]  他輕生
[00:11:07.000 --> 00:11:08.000]  他不是
[00:11:08.000 --> 00:11:09.000]  他不是
[00:11:09.000 --> 00:11:11.000]  也有一些年紀了嗎
[00:11:11.000 --> 00:11:12.000]  他這麼老
[00:11:12.000 --> 00:11:13.000]  就是可能大家說
[00:11:13.000 --> 00:11:14.000]  他這麼老
[00:11:14.000 --> 00:11:15.000]  八十六歲
[00:11:15.000 --> 00:11:16.000]  我們知道
[00:11:16.000 --> 00:11:17.000]  他都看不開
[00:11:17.000 --> 00:11:18.000]  真的這樣
[00:11:18.000 --> 00:11:19.000]  我們看到其實很軟實
[00:11:19.000 --> 00:11:20.000]  為什麼
[00:11:20.000 --> 00:11:21.000]  為什麼會
[00:11:21.000 --> 00:11:22.000]  就是名人
[00:11:22.000 --> 00:11:23.000]  為什麼會這樣發生
[00:11:23.000 --> 00:11:24.000]  這樣的事情呢
[00:11:24.000 --> 00:11:25.000]  當我們再讀這個新聞
[00:11:25.000 --> 00:11:26.000]  再看下去的時候
[00:11:26.000 --> 00:11:27.000]  我相信大家
[00:11:27.000 --> 00:11:28.000]  有沒有看過
[00:11:28.000 --> 00:11:29.000]  他的貼文
[00:11:29.000 --> 00:11:30.000]  或者他的遺言
[00:11:30.000 --> 00:11:31.000]  他是這樣形容
[00:11:31.000 --> 00:11:32.000]  或者甚至
[00:11:32.000 --> 00:11:33.000]  就是新聞報導的
[00:11:33.000 --> 00:11:35.000]  大字標題是這樣寫
[00:11:35.000 --> 00:11:36.000]  他形容他的輕生
[00:11:36.000 --> 00:11:37.000]  是怎麼樣
[00:11:37.000 --> 00:11:40.000]  偏然的離去
[00:11:40.000 --> 00:11:42.000]  自由的 淒美的
[00:11:42.000 --> 00:11:45.000]  好像雪花那樣的飛去
[00:11:45.000 --> 00:11:47.000]  大家有看到吧
[00:11:47.000 --> 00:11:48.000]  他說他選擇
[00:11:48.000 --> 00:11:50.000]  他不再聽天由命
[00:11:50.000 --> 00:11:51.000]  他決定
[00:11:51.000 --> 00:11:52.000]  人生有很多不同的大事
[00:11:52.000 --> 00:11:55.000]  他決定為人生最後的大事
[00:11:55.000 --> 00:11:58.000]  他要自己作主
[00:11:58.000 --> 00:11:59.000]  不聽天由命
[00:11:59.000 --> 00:12:03.000]  他選擇快樂的歸去
[00:12:03.000 --> 00:12:05.000]  我在這裡無意
[00:12:05.000 --> 00:12:07.000]  去詆毀這位文學界的名人
[00:12:07.000 --> 00:12:08.000]  環珠格格
[00:12:08.000 --> 00:12:09.000]  其實小時候
[00:12:09.000 --> 00:12:10.000]  我真的有看過
[00:12:10.000 --> 00:12:11.000]  裡面的書
[00:12:11.000 --> 00:12:14.000]  不是電視劇
[00:12:14.000 --> 00:12:15.000]  電視劇都有看
[00:12:15.000 --> 00:12:17.000]  也有書
[00:12:17.000 --> 00:12:18.000]  但是你知不知道
[00:12:18.000 --> 00:12:20.000]  瓊瑤這個舉動
[00:12:20.000 --> 00:12:22.000]  其實對於我們來說
[00:12:22.000 --> 00:12:25.000]  有多大的衝擊力
[00:12:25.000 --> 00:12:27.000]  他輕生之後幾天
[00:12:27.000 --> 00:12:28.000]  有個姐妹就
[00:12:28.000 --> 00:12:30.000]  發訊息給我說
[00:12:30.000 --> 00:12:32.000]  他也要學瓊瑤這樣
[00:12:32.000 --> 00:12:35.000]  他要選擇無痛的死亡
[00:12:35.000 --> 00:12:38.000]  他要選擇快樂的歸去
[00:12:38.000 --> 00:12:40.000]  不是說即時
[00:12:40.000 --> 00:12:41.000]  他在說
[00:12:41.000 --> 00:12:42.000]  若然他患病的話
[00:12:42.000 --> 00:12:43.000]  他寧願
[00:12:43.000 --> 00:12:44.000]  好像他這樣
[00:12:44.000 --> 00:12:46.000]  寧願不接受任何的治療
[00:12:46.000 --> 00:12:48.000]  讓自己少受一些痛苦
[00:12:48.000 --> 00:12:51.000]  快點去見主面
[00:12:51.000 --> 00:12:53.000]  就這樣聽下去
[00:12:53.000 --> 00:12:54.000]  好像沒什麼
[00:12:54.000 --> 00:12:56.000]  說你快點去見主面
[00:12:56.000 --> 00:12:57.000]  不就很好
[00:12:57.000 --> 00:12:58.000]  好像沒什麼問題
[00:12:58.000 --> 00:13:00.000]  大家也是的
[00:13:00.000 --> 00:13:02.000]  大家會想趨吉避凶
[00:13:02.000 --> 00:13:04.000]  有沒有人很想苦難
[00:13:04.000 --> 00:13:06.000]  痛苦來到自己身上
[00:13:06.000 --> 00:13:07.000]  沒有的
[00:13:07.000 --> 00:13:09.000]  大家都想趨吉避凶
[00:13:09.000 --> 00:13:10.000]  可以的話
[00:13:10.000 --> 00:13:11.000]  免除一些痛苦
[00:13:11.000 --> 00:13:12.000]  多麼好
