
[00:00:00.000 --> 00:00:07.240]  我哋開始一個新嘅講道系列,係講到人際關係,人同天父之間嘅關係
[00:01:42.200 --> 00:01:49.160]  就發覺呢,咦,美國人呢,嗰美國人喎,有81%嘅人係相信有神嘅,咁
[00:01:49.160 --> 00:01:57.320]  不過呢,喺一個另外一個係一個中學社會調查裏面嚟講呢,就話,咦,其實真係相信有神存在嘅
[00:01:57.320 --> 00:02:02.940]  即係確信有神存在嘅,係得一半嘅啫,大概50%左右,咁
[00:02:02.940 --> 00:02:08.480]  嗱,咁我哋都係喺美國生活嘅人啦,唔知我哋係邊半呀,即係確信有神嘅存在
[00:02:08.480 --> 00:02:18.040]  你相信有呢,你確信有呢,定係確信冇呢,咁樣,咁呢個呢,就你自己去衡量一下你自己係邊種啦,咁
[00:02:18.040 --> 00:02:26.040]  咁就,當我哋睇到呢個咁嘅情況嘅時候呢,咁我就發覺,咦,其實呢,如果按照呢個咁樣嘅報告呢
[00:02:26.040 --> 00:02:34.120]  即係大概有一半人呢,就唔相信有神嘅喎,吓,當然我哋話有好多人啦,又相信有神啦,咁
[00:02:34.120 --> 00:02:40.040]  咁咪點解啲人會唔相信有神嘅呢,咁,咁當然呢個問題呢,問就好容易嘅
[00:02:40.040 --> 00:02:48.680]  個答案呢,其實呢,就好複雜嘅,因為點解呢,即係包括咗理智情感呀,文化嘅因素影響呀,咁樣
[00:02:48.680 --> 00:02:58.280]  咁呀,一般嚟講,有啲人唔信喎,哦,我唔相信神,點解呀,因為似乎冇咩足夠嘅證據,證明有神嘅存在喎,咁
[00:02:58.280 --> 00:03:11.080]  我寧願相信科學啦,ok,相信呢,一啲好似係比較客觀嘅一啲嘅方式,去研究下到底人嘅來源係點呀,有冇成個存在呀,咁
[00:03:11.080 --> 00:03:17.800]  咁但係呢,就講就講得好似好理性呀,好科學化啦,因為我哋受好多呢方面嘅影響啦,事實上呢
[00:03:17.800 --> 00:03:39.960]  現在呢邊嚟講呢,越嚟越多喺科學界裏面嘅人呢,發現呀,即係好多嘅證據顯示呢,就佢哋對過去世界嗰個嘅起源嘅解釋呢,咁咪原來有好多個偏差嘅,而家可能仲係最流行嘅係乜嘢呀,就大爆炸囉,即係呢個大爆炸嘅理論啦,咁
[00:03:39.960 --> 00:03:43.960]  先幾年哈勃太空望遠鏡上了太空之後
[00:03:43.960 --> 00:03:46.960]  現在傳回很多圖片數據就發覺
[00:03:46.960 --> 00:03:49.960]  似乎和我們所理解的
[00:03:49.960 --> 00:03:52.960]  那些宇宙線怎麼出來快慢
[00:03:52.960 --> 00:03:54.960]  好像不是這樣的
[00:03:54.960 --> 00:03:57.960]  現在越來越多天文的科學家
[00:03:57.960 --> 00:04:02.960]  開始對這個大爆炸的理論有疑問
[00:04:02.960 --> 00:04:06.960]  好像似乎越來越站不穩腳
[00:04:06.960 --> 00:04:09.960]  事實上當然我不是科學家
[00:04:09.960 --> 00:04:12.960]  但其實用common sense
[00:04:12.960 --> 00:04:14.960]  我們一發覺有很多事
[00:04:14.960 --> 00:04:17.960]  其實現時是科學解不了的
[00:04:17.960 --> 00:04:21.960]  所以有時我們說理性過不了的事
[00:04:21.960 --> 00:04:23.960]  就去信科學其實要很小心
[00:04:23.960 --> 00:04:26.960]  因為現時有很多事是科學解釋不了
[00:04:26.960 --> 00:04:29.960]  其他人為何不信神呢
[00:04:29.960 --> 00:04:32.960]  因為我做牧師都會了解多些
[00:04:32.960 --> 00:04:34.960]  我其中一個聽到最常見
[00:04:34.960 --> 00:04:36.960]  我看聖經也好
[00:04:36.960 --> 00:04:39.960]  看其他宗教的所謂文獻典籍也好
[00:04:39.960 --> 00:04:43.960]  裏面好像有些事都不太一致
[00:04:43.960 --> 00:04:45.960]  好像有些前後矛盾
[00:04:45.960 --> 00:04:48.960]  這裏講是這樣還是有點不同了
[00:04:48.960 --> 00:04:50.960]  你又說聖經是真理
[00:04:50.960 --> 00:04:53.960]  這些是宗教的權威
[00:04:53.960 --> 00:04:57.960]  另外有些人我又發覺是怎樣
[00:04:57.960 --> 00:05:00.960]  我又不信上帝
[00:05:00.960 --> 00:05:02.960]  不過看看你們基督教歷史
[00:05:02.960 --> 00:05:04.960]  無論哪個宗教都好
[00:05:04.960 --> 00:05:07.960]  裏面其實很多事是亂來的
[00:05:07.960 --> 00:05:09.960]  亂來的意思是什麼呢
[00:05:09.960 --> 00:05:12.960]  教會裏面宗教團體
[00:05:12.960 --> 00:05:16.960]  有組織宗教裏面有很多操控人的行為
[00:05:16.960 --> 00:05:18.960]  有很多偽善者
[00:05:18.960 --> 00:05:22.960]  甚至裏面有暴力的行動
[00:05:22.960 --> 00:05:25.960]  所以因為聽到這些故事
[00:05:25.960 --> 00:05:29.960]  特別現在傳播媒體這麼方便
[00:05:29.960 --> 00:05:32.960]  時不時你都聽到這些醜聞
[00:05:32.960 --> 00:05:34.960]  或者是一些這樣的挑戰
[00:05:34.960 --> 00:05:36.960]  這麼麻煩
[00:05:36.960 --> 00:05:41.960]  算了我沒什麼興趣去研究宗教信仰
[00:05:41.960 --> 00:05:43.960]  我不知道你是否其中一個
[00:05:43.960 --> 00:05:46.960]  我假設我們在很多信徒主義
[00:05:46.960 --> 00:05:48.960]  不過想想信耶穌之前
[00:05:48.960 --> 00:05:50.960]  我們會不會都是其中一類這樣的人呢
[00:05:50.960 --> 00:05:52.960]  除了這些之外
[00:05:52.960 --> 00:05:54.960]  我相信還有什麼呢
[00:05:54.960 --> 00:05:55.960]  世俗主義
[00:05:55.960 --> 00:05:57.960]  現在我們生活在這個世界當中
[00:05:57.960 --> 00:05:59.960]  世俗主義的影像
[00:05:59.960 --> 00:06:02.960]  現在沒有什麼真理與不真理
[00:06:02.960 --> 00:06:04.960]  我覺得是真理就是真理
[00:06:04.960 --> 00:06:06.960]  多元化的思想
[00:06:06.960 --> 00:06:10.960]  而很多人一般對你不熟悉的事物
[00:06:10.960 --> 00:06:12.960]  都會抱著懷疑的態度
[00:06:12.960 --> 00:06:14.960]  你沒見過沒聽過
[00:06:14.960 --> 00:06:15.960]  對你來說是新的
[00:06:15.960 --> 00:06:18.960]  通常首先你的心裏面有一個很大的問號
[00:06:18.960 --> 00:06:21.960]  不會一聽到就會相信
[00:06:21.960 --> 00:06:23.960]  所以你會發覺
[00:06:23.960 --> 00:06:25.960]  我們以前包括現在
[00:06:25.960 --> 00:06:27.960]  我們身邊的朋友和同事
[00:06:27.960 --> 00:06:30.960]  一說到宗教信仰的時候
[00:06:30.960 --> 00:06:32.960]  他們的表現很奇怪
[00:06:32.960 --> 00:06:34.960]  若即若離
[00:06:34.960 --> 00:06:36.960]  有時好像很開放的
[00:06:36.960 --> 00:06:38.960]  不要緊我聽我不反對
[00:06:38.960 --> 00:06:40.960]  不過有時又很抗拒
[00:06:40.960 --> 00:06:42.960]  特別當你說你要決置了
[00:06:42.960 --> 00:06:44.960]  要信耶穌的時候
[00:06:44.960 --> 00:06:46.960]  我們心裏面不知為何一隻手就推著
[00:06:46.960 --> 00:06:49.960]  不要住不要住等等先等等先
[00:06:49.960 --> 00:06:51.960]  另外我相信
[00:06:51.960 --> 00:06:55.960]  特別在一些工業發達的國家裏面來說
[00:06:55.960 --> 00:06:58.960]  人的生活就比較富裕
[00:06:58.960 --> 00:07:01.960]  現在我們說就算在灣區
[00:07:01.960 --> 00:07:03.960]  德濱很多不同的地區
[00:07:03.960 --> 00:07:06.960]  我們說南灣那些工程師在那裏
[00:07:06.960 --> 00:07:11.960]  那班人花錢好像不用考慮什麼
[00:07:11.960 --> 00:07:13.960]  因為賺得到很多錢
[00:07:13.960 --> 00:07:15.960]  我有錢好像什麼都買到了
[00:07:15.960 --> 00:07:18.960]  這個很多時候有人錯覺
[00:07:18.960 --> 00:07:20.960]  我不需要有什麼信仰
[00:07:20.960 --> 00:07:22.960]  我要的東西我全部都有
[00:07:22.960 --> 00:07:24.960]  我喜歡去哪裏玩都可以
[00:07:24.960 --> 00:07:26.960]  我又有朋友
[00:07:26.960 --> 00:07:29.960]  所以我覺得我不需要有宗教信仰
[00:07:29.960 --> 00:07:31.960]  我講了一大堆
[00:07:31.960 --> 00:07:33.960]  為何那些人不信耶穌
[00:07:33.960 --> 00:07:35.960]  或者不相信有神
[00:07:35.960 --> 00:07:38.960]  我不知道你聽到這些的時候
[00:07:38.960 --> 00:07:41.960]  你自己怎樣定位到底你怎樣看呢
[00:07:41.960 --> 00:07:43.960]  剛才講到其中一樣東西
[00:07:43.960 --> 00:07:45.960]  特別在美國相對來說
[00:07:45.960 --> 00:07:47.960]  是一個比較富裕的國家
[00:07:47.960 --> 00:07:50.960]  我們經常說美國不會餓死人
[00:07:50.960 --> 00:07:52.960]  就算是窮人都肥屍大隻
[00:07:52.960 --> 00:07:54.960]  我們經常說笑都這樣說
[00:07:54.960 --> 00:07:56.960]  福利好
[00:07:56.960 --> 00:07:59.960]  但是無憂無慮的生活
[00:07:59.960 --> 00:08:02.960]  不等於你活得開心
[00:08:02.960 --> 00:08:04.960]  生活富足
[00:08:04.960 --> 00:08:06.960]  我們不用餓肚子餓
[00:08:06.960 --> 00:08:08.960]  不會沒有房子住
[00:08:08.960 --> 00:08:12.960]  不等於保證你的心裏面有平安
[00:08:12.960 --> 00:08:14.960]  有喜樂
[00:08:14.960 --> 00:08:17.960]  所以很多人的心裏面
[00:08:17.960 --> 00:08:19.960]  我發覺做牧師這麼久
[00:08:19.960 --> 00:08:21.960]  很多人的心裏面
[00:08:21.960 --> 00:08:23.960]  不是不相信有神
[00:08:23.960 --> 00:08:27.960]  甚至他們可能試過向神祈禱
[00:08:27.960 --> 00:08:29.960]  你想想自己不信耶穌之前有沒有試過
[00:08:29.960 --> 00:08:31.960]  向神祈禱
[00:08:31.960 --> 00:08:35.960]  不過我祈禱時神沒有答應我
[00:08:35.960 --> 00:08:37.960]  我向神呼求禱告
[00:08:37.960 --> 00:08:40.960]  好像去到天花板就去不了再上一點
[00:08:40.960 --> 00:08:43.960]  神好像沒有聽我祈禱
[00:08:43.960 --> 00:08:45.960]  有些人在不相信耶穌之前
[00:08:45.960 --> 00:08:48.960]  都曾經向神求助
[00:08:48.960 --> 00:08:51.960]  但是神似乎都沒有理會祂的困苦
[00:08:51.960 --> 00:08:53.960]  祂的傷痛
[00:08:53.960 --> 00:08:55.960]  既然只試了兩次
[00:08:55.960 --> 00:08:57.960]  那就不要再試了
[00:08:57.960 --> 00:08:58.960]  那會怎樣
[00:08:58.960 --> 00:09:01.960]  那就把信仰放在一旁
[00:09:01.960 --> 00:09:04.960]  但是無論怎樣
[00:09:04.960 --> 00:09:07.960]  如果你記得剛才那個Gallup Poll
[00:09:07.960 --> 00:09:10.960]  全世界六十一個國家的調查研究裏面
[00:09:10.960 --> 00:09:13.960]  有多少人相信有神
[00:09:13.960 --> 00:09:14.960]  我不是說美國
[00:09:14.960 --> 00:09:16.960]  美國有八成
[00:09:16.960 --> 00:09:20.960]  全世界有七成人以上
[00:09:20.960 --> 00:09:22.960]  超過七成人相信有神
[00:09:22.960 --> 00:09:25.960]  這個信息是什麼
[00:09:25.960 --> 00:09:26.960]  就是告訴我們
[00:09:26.960 --> 00:09:31.960]  原來信仰對人類的社會是相當重要
[00:09:31.960 --> 00:09:33.960]  不然就不會有這麼多人相信
[00:09:33.960 --> 00:09:35.960]  有神的存在
[00:09:35.960 --> 00:09:36.960]  它跟神的關係是怎樣
[00:09:36.960 --> 00:09:37.960]  這是另一回事
[00:09:37.960 --> 00:09:42.960]  但是起碼有這麼多人相信有神
[00:09:42.960 --> 00:09:44.960]  問題就是說
[00:09:44.960 --> 00:09:48.960]  我們怎樣才可以跟神建立一個關係呢
[00:09:48.960 --> 00:09:50.960]  或者我再問另一個問題
[00:09:50.960 --> 00:09:54.960]  我們為什麼要跟神建立關係
[00:09:54.960 --> 00:09:57.960]  剛才就說很多人不相信
[00:09:57.960 --> 00:09:59.960]  我講了一些原因
[00:09:59.960 --> 00:10:02.960]  但是如果說我們要跟神建立關係
[00:10:02.960 --> 00:10:03.960]  為什麼要跟祂建立關係
[00:10:03.960 --> 00:10:06.960]  既然這麼多人都有不同的原因
[00:10:06.960 --> 00:10:08.960]  他不相信有神了
[00:10:08.960 --> 00:10:13.960]  為什麼我們人要跟神建立關係呢
[00:10:13.960 --> 00:10:16.960]  這個今天就說回創世紀
[00:10:16.960 --> 00:10:18.960]  在創世紀裏面
[00:10:18.960 --> 00:10:19.960]  說神創造天地萬物
[00:10:19.960 --> 00:10:21.960]  包括創造人
[00:10:21.960 --> 00:10:23.960]  考考大家
[00:10:23.960 --> 00:10:24.960]  這麼多基督徒在這裏
[00:10:24.960 --> 00:10:26.960]  神創造了人之後
[00:10:26.960 --> 00:10:29.960]  將人放在哪裏
[00:10:29.960 --> 00:10:30.960]  伊甸園
[00:10:30.960 --> 00:10:32.960]  你不相信耶穌也會
[00:10:32.960 --> 00:10:34.960]  神創造人之後
[00:10:34.960 --> 00:10:36.960]  將人放在伊甸園
[00:10:36.960 --> 00:10:39.960]  伊甸其實Eden是一個名字
[00:10:39.960 --> 00:10:40.960]  這個字是什麼意思
[00:10:40.960 --> 00:10:41.960]  大家知道嗎
[00:10:41.960 --> 00:10:44.960]  Eden有個印象
[00:10:44.960 --> 00:10:46.960]  大概是什麼意思
[00:10:46.960 --> 00:10:49.960]  是快樂滿足的意思
[00:10:49.960 --> 00:10:51.960]  所以當聖經說
[00:10:51.960 --> 00:10:53.960]  神將被創造的人
[00:10:53.960 --> 00:10:55.960]  放在伊甸園裏面的時候
[00:10:55.960 --> 00:10:56.960]  就等於將人
[00:10:56.960 --> 00:10:59.960]  放在人間天堂裏面一樣
[00:10:59.960 --> 00:11:00.960]  在裏面來說
[00:11:00.960 --> 00:11:02.960]  會快樂會滿足的
[00:11:02.960 --> 00:11:05.960]  人在裏面不單單是無憂無慮
[00:11:05.960 --> 00:11:07.960]  人與人之間
[00:11:07.960 --> 00:11:09.960]  只有兩個公婆
[00:11:09.960 --> 00:11:11.960]  會不會明爭暗鬥
[00:11:11.960 --> 00:11:12.960]  沒有
[00:11:12.960 --> 00:11:14.960]  有沒有任何的邪惡
[00:11:14.960 --> 00:11:17.960]  或者是一些不好的事情發生
[00:11:17.960 --> 00:11:18.960]  沒有
[00:11:18.960 --> 00:11:21.960]  那你說那個是不是人間天堂
[00:11:21.960 --> 00:11:22.960]  所以人呢
[00:11:22.960 --> 00:11:23.960]  被創造之後
[00:11:23.960 --> 00:11:25.960]  就放在伊甸園裏面
[00:11:25.960 --> 00:11:27.960]  我看聖經怎麽說
[00:11:27.960 --> 00:11:29.960]  創世紀二章十五節
[00:11:29.960 --> 00:11:34.960]  這裏說耶和華神將那人安置在伊甸園
[00:11:34.960 --> 00:11:35.960]  讓祂做
[00:11:35.960 --> 00:11:37.960]  使祂修理看守
[00:11:37.960 --> 00:11:40.960]  耶和華神就吩咐祂這樣說
[00:11:40.960 --> 00:11:43.960]  園中各樣樹上的果子
[00:11:43.960 --> 00:11:44.960]  你可以隨意吃
[00:11:44.960 --> 00:11:45.960]  十七節了
[00:11:45.960 --> 00:11:49.960]  只是分別善惡樹上的果子
[00:11:49.960 --> 00:11:53.960]  你不可吃
[00:11:53.960 --> 00:11:55.960]  那大家會不會想
[00:11:55.960 --> 00:11:58.960]  我們中國人看的神話故事多呢
[00:11:58.960 --> 00:12:01.960]  這棵樹是不是有些法力呢
[00:12:01.960 --> 00:12:02.960]  吃了之後
[00:12:02.960 --> 00:12:04.960]  你就能夠分別善惡
[00:12:04.960 --> 00:12:06.960]  聖經不是這樣說的嗎
[00:12:06.960 --> 00:12:08.960]  我不知道大家是不是這樣理解
[00:12:08.960 --> 00:12:10.960]  是不是這棵樹有特別的法力
[00:12:10.960 --> 00:12:11.960]  以前你不會分別善惡的
[00:12:11.960 --> 00:12:14.960]  吃了你就可以分別善惡了
[00:12:14.960 --> 00:12:16.960]  如果你問我的話
[00:12:16.960 --> 00:12:17.960]  我就覺得
[00:12:17.960 --> 00:12:21.960]  我不覺得這棵樹有什麼特別的法力
[00:12:21.960 --> 00:12:23.960]  反而我會怎樣看呢
[00:12:23.960 --> 00:12:27.960]  我覺得是因為人不聽神的話
[00:12:27.960 --> 00:12:33.960]  因此讓罪惡進入人的生命當中
[00:12:33.960 --> 00:12:35.960]  當人不聽神的話
[00:12:35.960 --> 00:12:37.960]  神叫你不要吃
[00:12:37.960 --> 00:12:39.960]  你不聽話就吃了
[00:12:39.960 --> 00:12:40.960]  這就是惡
[00:12:40.960 --> 00:12:41.960]  你不聽神的話
[00:12:41.960 --> 00:12:43.960]  就得罪了上帝
[00:12:43.960 --> 00:12:44.960]  從那個時候開始
[00:12:44.960 --> 00:12:46.960]  人就開始學會
[00:12:46.960 --> 00:12:48.960]  不尊重神
[00:12:48.960 --> 00:12:52.960]  分別善惡的標準
[00:12:52.960 --> 00:12:53.960]  怎樣做呢
[00:12:53.960 --> 00:12:56.960]  我就用自己的感覺
[00:12:56.960 --> 00:12:58.960]  自己的看法
[00:12:58.960 --> 00:13:01.960]  作為分別善惡的標準
[00:13:01.960 --> 00:13:02.960]  你不聽神的話
[00:13:02.960 --> 00:13:04.960]  當神無道
[00:13:04.960 --> 00:13:05.960]  神叫你不要
[00:13:05.960 --> 00:13:07.960]  你偏偏要做
[00:13:07.960 --> 00:13:09.960]  你也要決定好與壞
[00:13:09.960 --> 00:13:10.960]  對與錯
[00:13:10.960 --> 00:13:11.960]  你不跟神
[00:13:11.960 --> 00:13:12.960]  就跟自己
[00:13:12.960 --> 00:13:13.960]  跟自己什麼
[00:13:13.960 --> 00:13:14.960]  跟自己的感覺
[00:13:14.960 --> 00:13:15.960]  跟自己的看法
[00:13:15.960 --> 00:13:18.960]  跟自己的觀點
[00:13:18.960 --> 00:13:20.960]  所以我們發覺
[00:13:20.960 --> 00:13:23.960]  當人不以神的視惡標準
[00:13:23.960 --> 00:13:24.960]  作為標準的時候
[00:13:24.960 --> 00:13:27.960]  而選擇用自己的感受
[00:13:27.960 --> 00:13:30.960]  和看法作為善惡的標準的時候
[00:13:30.960 --> 00:13:33.960]  有時候我們便發覺
[00:13:33.960 --> 00:13:36.960]  有很多問題會出現
[00:13:36.960 --> 00:13:38.960]  舉一個很實際的例子
[00:13:38.960 --> 00:13:42.960]  有些人認為愛是無界線的
[00:13:42.960 --> 00:13:44.960]  有沒有這些朋友
[00:13:44.960 --> 00:13:45.960]  最重要是有愛
[00:13:45.960 --> 00:13:47.960]  這個世界很需要愛
[00:13:47.960 --> 00:13:48.960]  愛是無界線的
[00:13:48.960 --> 00:13:51.960]  所以男童男女同女
[00:13:51.960 --> 00:13:53.960]  父母同子女
[00:13:53.960 --> 00:13:55.960]  成年有少的朋友
[00:13:55.960 --> 00:13:57.960]  甚至唐野獸
[00:13:57.960 --> 00:13:58.960]  動物
[00:13:58.960 --> 00:13:59.960]  相戀
[00:13:59.960 --> 00:14:02.960]  是可以的
[00:14:02.960 --> 00:14:05.960]  你有沒有認識這些朋友
[00:14:05.960 --> 00:14:07.960]  有人這樣看的
[00:14:07.960 --> 00:14:08.960]  不過
[00:14:08.960 --> 00:14:09.960]  牧師有沒有搞錯
[00:14:09.960 --> 00:14:10.960]  你這樣說出來的
[00:14:10.960 --> 00:14:12.960]  你聽到也嘔心
[00:14:12.960 --> 00:14:15.960]  你聽到也覺得很不妥當
[00:14:15.960 --> 00:14:18.960]  你聽到也覺得很下流
[00:14:18.960 --> 00:14:20.960]  你聽到也覺得你被冒犯
[00:14:20.960 --> 00:14:22.960]  或者被人騷擾
[00:14:22.960 --> 00:14:23.960]  會不會呢
[00:14:23.960 --> 00:14:25.960]  但有些人不是這樣看的
[00:14:25.960 --> 00:14:26.960]  OK的
[00:14:26.960 --> 00:14:27.960]  男童男女有什麼問題
[00:14:27.960 --> 00:14:29.960]  大人和小朋友有什麼問題
[00:14:29.960 --> 00:14:31.960]  愛就可以了
[00:14:31.960 --> 00:14:32.960]  有人是這樣說
[00:14:32.960 --> 00:14:34.960]  去執行自己的做法
[00:14:34.960 --> 00:14:38.960]  去肯定自己的做法
[00:14:38.960 --> 00:14:40.960]  那你選哪一種
[00:14:40.960 --> 00:14:41.960]  你覺得那些是下流
[00:14:41.960 --> 00:14:42.960]  我不覺得
[00:14:42.960 --> 00:14:44.960]  那你用誰作為標準
[00:14:44.960 --> 00:14:46.960]  我用我自己作為標準
[00:14:46.960 --> 00:14:48.960]  但聖經不是這樣說的
[00:14:48.960 --> 00:14:50.960]  如果你相信這個世界有神
[00:14:50.960 --> 00:14:52.960]  有創造主
[00:14:52.960 --> 00:14:53.960]  創造萬物
[00:14:53.960 --> 00:14:55.960]  包括人
[00:14:55.960 --> 00:14:56.960]  換句話說
[00:14:56.960 --> 00:14:57.960]  神
[00:14:57.960 --> 00:14:58.960]  我們所相信的上帝
[00:14:58.960 --> 00:15:00.960]  才是善與惡
[00:15:00.960 --> 00:15:03.960]  絕對的標準
[00:15:03.960 --> 00:15:05.960]  聽神話就是善
[00:15:05.960 --> 00:15:07.960]  不聽神話就是惡
[00:15:07.960 --> 00:15:08.960]  就是壞
[00:15:08.960 --> 00:15:10.960]  神經的人
[00:15:10.960 --> 00:15:11.960]  叫他們
[00:15:11.960 --> 00:15:13.960]  不要不聽祂的話
[00:15:13.960 --> 00:15:14.960]  不要做惡事
[00:15:14.960 --> 00:15:16.960]  為什麼
[00:15:16.960 --> 00:15:18.960]  有一句我沒有讀
[00:15:18.960 --> 00:15:19.960]  當我們這樣做
[00:15:19.960 --> 00:15:20.960]  當我們說的時候
[00:15:20.960 --> 00:15:21.960]  結果是什麼
[00:15:21.960 --> 00:15:24.960]  因為你吃的日子
[00:15:24.960 --> 00:15:26.960]  必定死
[00:15:26.960 --> 00:15:27.960]  你不聽神的話
[00:15:27.960 --> 00:15:29.960]  就是行惡
[00:15:29.960 --> 00:15:31.960]  而結果帶來的是什麼
[00:15:31.960 --> 00:15:33.960]  死
[00:15:33.960 --> 00:15:35.960]  這裡我要說一點
[00:15:35.960 --> 00:15:37.960]  這裡說到死
[00:15:37.960 --> 00:15:41.960]  就不是說到我肉身的死
[00:15:41.960 --> 00:15:43.960]  當校媽媽吃了禁果
[00:15:43.960 --> 00:15:45.960]  有沒有死
[00:15:45.960 --> 00:15:46.960]  沒有立即死
[00:15:46.960 --> 00:15:48.960]  生一口還在
[00:15:48.960 --> 00:15:50.960]  沒有立即死
[00:15:50.960 --> 00:15:51.960]  所以這裡說的死
[00:15:51.960 --> 00:15:53.960]  是說什麼死
[00:15:53.960 --> 00:15:57.960]  是說靈性上的死亡
[00:15:57.960 --> 00:15:58.960]  意思是
[00:15:58.960 --> 00:16:00.960]  人因為不聽神的話
[00:16:00.960 --> 00:16:02.960]  於是就和創造主
[00:16:02.960 --> 00:16:04.960]  斷絕了關係
[00:16:04.960 --> 00:16:05.960]  脫了勾了
[00:16:05.960 --> 00:16:07.960]  對不起
[00:16:07.960 --> 00:16:08.960]  以後再和神
[00:16:08.960 --> 00:16:09.960]  沒有瓜葛
[00:16:09.960 --> 00:16:12.960]  沒有往來
[00:16:12.960 --> 00:16:13.960]  這就是為什麼
[00:16:13.960 --> 00:16:15.960]  很多人在不信耶穌之前
[00:16:15.960 --> 00:16:18.960]  就算心裡相信有神
[00:16:18.960 --> 00:16:20.960]  覺得有神的存在
[00:16:20.960 --> 00:16:22.960]  但是感受不到神的愛
[00:16:22.960 --> 00:16:23.960]  沒有關係
[00:16:23.960 --> 00:16:24.960]  脫了勾
[00:16:24.960 --> 00:16:25.960]  大家沒有連接
[00:16:25.960 --> 00:16:27.960]  沒有溝通
[00:16:27.960 --> 00:16:28.960]  就算很多人
[00:16:28.960 --> 00:16:29.960]  在不信耶穌之前
[00:16:29.960 --> 00:16:30.960]  感覺到
[00:16:30.960 --> 00:16:32.960]  明明有個主宰
[00:16:32.960 --> 00:16:33.960]  以前我們不信耶穌之前
[00:16:33.960 --> 00:16:35.960]  沒有這麼巧合
[00:16:35.960 --> 00:16:36.960]  好像真的有神在背後
[00:16:36.960 --> 00:16:38.960]  你有這樣的感覺
[00:16:38.960 --> 00:16:40.960]  但是知道又如何呢
[00:16:40.960 --> 00:16:41.960]  你不會
[00:16:41.960 --> 00:16:45.960]  你不懂得怎樣去和神溝通
[00:16:45.960 --> 00:16:46.960]  怎樣去和神
[00:16:46.960 --> 00:16:49.960]  重新建立一個關係
[00:16:49.960 --> 00:16:50.960]  為什麼呢
[00:16:50.960 --> 00:16:51.960]  聖經就說
[00:16:51.960 --> 00:16:53.960]  因為吃雞日必定死
[00:16:53.960 --> 00:16:55.960]  從那天開始
[00:16:55.960 --> 00:16:57.960]  我們屬靈的生命
[00:16:57.960 --> 00:16:59.960]  就已經死亡
[00:16:59.960 --> 00:17:02.960]  已經和造物主脫離了關係
[00:17:02.960 --> 00:17:03.960]  我們沒有辦法
[00:17:03.960 --> 00:17:07.960]  再和愛我們的神溝通
[00:17:07.960 --> 00:17:11.960]  我們就唯有在外面流蕩
[00:17:11.960 --> 00:17:13.960]  因為我們不以神為神
[00:17:13.960 --> 00:17:14.960]  你和神沒有關係
[00:17:14.960 --> 00:17:15.960]  不認識祂
[00:17:15.960 --> 00:17:17.960]  就好像一個小朋友
[00:17:17.960 --> 00:17:19.960]  和父母去參加年華會
[00:17:19.960 --> 00:17:20.960]  糟了
[00:17:20.960 --> 00:17:21.960]  父母說
[00:17:21.960 --> 00:17:22.960]  記得牽著
[00:17:22.960 --> 00:17:23.960]  不要自己走開了
[00:17:23.960 --> 00:17:24.960]  他又不理
[00:17:24.960 --> 00:17:25.960]  甩開手
[00:17:25.960 --> 00:17:26.960]  自己走開
[00:17:26.960 --> 00:17:27.960]  一開始不懂得害怕
