
[00:00:00.000 --> 00:00:04.240]  今天跟大家分享的經文就在亞國書的第五章的地方
[00:05:36.880 --> 00:05:38.600]  經常都講疫情的時候就說
[00:05:38.600 --> 00:05:40.120]  很多人去Costco
[00:05:40.120 --> 00:05:42.320]  去大貨倉那裡
[00:05:42.320 --> 00:05:44.920]  囤積一些的物資
[00:05:44.920 --> 00:05:46.280]  包括紙巾
[00:05:46.280 --> 00:05:47.320]  包括紙巾
[00:05:47.320 --> 00:05:48.520]  水之類的
[00:05:48.520 --> 00:05:51.280]  囤積了很多這些物資
[00:05:51.280 --> 00:05:53.000]  會不會就是
[00:05:53.000 --> 00:05:55.080]  這個是近年
[00:05:55.080 --> 00:05:59.400]  我們看到囤積的一個現象呢
[00:05:59.400 --> 00:06:01.760]  過去的這個星期
[00:06:01.760 --> 00:06:02.840]  不知道大家有沒有留意
[00:06:02.840 --> 00:06:04.320]  有沒有看Flyer
[00:06:04.320 --> 00:06:06.520]  我看Flyer的時候發覺
[00:06:06.520 --> 00:06:09.440]  有某商店在做一個特價
[00:06:09.440 --> 00:06:10.600]  一個Promotion
[00:06:10.600 --> 00:06:13.400]  你買滿二百元的他的物件
[00:06:13.400 --> 00:06:14.800]  過去已經過去了
[00:06:14.800 --> 00:06:18.600]  他就給你一個五十元的優惠券
[00:06:18.600 --> 00:06:19.720]  你可以在接下來的時間
[00:06:19.720 --> 00:06:21.520]  換取五十元的貨物
[00:06:21.520 --> 00:06:23.320]  我就把握這個機會
[00:06:23.320 --> 00:06:27.640]  去了那裡買了二百元的鹽
[00:06:27.640 --> 00:06:29.840]  這些鹽是一些軟水機用的鹽
[00:06:29.840 --> 00:06:31.920]  因為我剛好家裡用完了
[00:06:31.920 --> 00:06:32.920]  我要買鹽
[00:06:32.920 --> 00:06:37.800]  我就去買了二百元的鹽
[00:06:37.800 --> 00:06:39.040]  我的basement
[00:06:39.040 --> 00:06:42.240]  就有接近七十張這些椅子
[00:06:42.240 --> 00:06:44.440]  不知道大家知不知道是什麼
[00:06:44.440 --> 00:06:46.760]  這些椅子是我們教會
[00:06:46.760 --> 00:06:49.240]  將來新唐的時候會用的一些椅子
[00:06:49.240 --> 00:06:52.040]  暫時儲存在我家裡
[00:06:52.040 --> 00:06:56.040]  這些是不是囤積呢
[00:06:56.040 --> 00:06:59.280]  瓦割是不是在說不應該這樣呢
[00:06:59.280 --> 00:07:01.280]  我就看看瓦割
[00:07:01.280 --> 00:07:03.600]  究竟在這個題目上面
[00:07:03.600 --> 00:07:05.160]  在聖經剛才那個題目上面
[00:07:05.160 --> 00:07:07.360]  有些什麼In addition
[00:07:07.360 --> 00:07:10.880]  就是在跟我們說的話
[00:07:10.880 --> 00:07:11.920]  原來瓦割在說
[00:07:11.920 --> 00:07:14.000]  食物多到變壞了
[00:07:14.000 --> 00:07:15.640]  衣服是被蟲子咬
[00:07:15.640 --> 00:07:18.480]  是浪費資源
[00:07:18.480 --> 00:07:20.200]  是多到你根本不需要
[00:07:20.200 --> 00:07:22.360]  你都還要去
[00:07:22.360 --> 00:07:27.360]  萬無目的地囤積去收集
[00:07:27.360 --> 00:07:28.960]  這個就是一個問題
[00:07:28.960 --> 00:07:30.320]  我回想這裏的時候
[00:07:30.320 --> 00:07:31.800]  又不是
[00:07:31.800 --> 00:07:32.800]  這裏的鹽
[00:07:32.800 --> 00:07:35.840]  其實我大概一年年半就用完了
[00:07:35.840 --> 00:07:36.920]  我自己用得完
[00:07:36.920 --> 00:07:39.080]  椅子其實都有目的
[00:07:39.080 --> 00:07:42.080]  我們將來教會是會用這些椅子的
[00:07:42.080 --> 00:07:45.280]  不是萬無目的的去積存
[00:07:45.280 --> 00:07:45.920]  有目的的
[00:07:45.920 --> 00:07:48.480]  那麼瓦割不是在說我們
[00:07:48.480 --> 00:07:51.880]  還有瓦割在這裏說了一樣東西
[00:07:51.880 --> 00:07:55.280]  就是
[00:07:55.280 --> 00:07:57.360]  當你囤積的時間
[00:07:57.360 --> 00:07:59.880]  令到貧窮的人
[00:07:59.880 --> 00:08:02.400]  沒得吃沒得穿
[00:08:02.400 --> 00:08:03.920]  即是說你用盡任何
[00:08:03.920 --> 00:08:05.280]  用盡你的辦法
[00:08:05.280 --> 00:08:07.440]  去將所有的食物衣服
[00:08:07.440 --> 00:08:10.000]  盡量收回自己去用
[00:08:10.000 --> 00:08:13.520]  而忽略了身邊的人沒得吃沒得穿
[00:08:13.520 --> 00:08:14.200]  那麼我看完
[00:08:14.200 --> 00:08:15.640]  我買完這些鹽之後
[00:08:15.640 --> 00:08:18.040]  那個店舖還有很多
[00:08:18.040 --> 00:08:18.480]  還有很多
[00:08:18.480 --> 00:08:20.120]  即是說其他的人需要的時候
[00:08:20.120 --> 00:08:21.240]  都仍然有
[00:08:21.240 --> 00:08:23.200]  不是都被我拿走了
[00:08:23.200 --> 00:08:25.480]  當時Costco以前的情況是怎樣的
[00:08:25.480 --> 00:08:26.360]  如果大家又記得
[00:08:26.360 --> 00:08:28.800]  有去過那個環境的時間就是
[00:08:28.800 --> 00:08:30.520]  你遲一點點去
[00:08:30.520 --> 00:08:33.200]  沒有紙巾賣
[00:08:33.200 --> 00:08:38.000]  所以當時那是一個囤積的動作
[00:08:38.000 --> 00:08:39.480]  那麼囤積完之後
[00:08:39.480 --> 00:08:41.480]  不知道大家
[00:08:41.480 --> 00:08:43.480]  希望大家不是其中的一位
[00:08:43.480 --> 00:08:45.560]  那麼發覺家裏很多的紙巾
[00:08:45.560 --> 00:08:47.280]  十年都用不完
[00:08:47.280 --> 00:08:48.720]  那怎麼辦
[00:08:48.720 --> 00:08:50.200]  Costco啊
[00:08:50.200 --> 00:08:51.480]  退貨啦
[00:08:51.480 --> 00:08:52.280]  是不是
[00:08:52.280 --> 00:08:53.960]  現在都看到供應鏈搞定了
[00:08:53.960 --> 00:08:55.840]  即是貨到位了
[00:08:55.840 --> 00:08:57.880]  多了那麼多退貨啦
[00:08:57.880 --> 00:08:59.200]  Costco說
[00:08:59.200 --> 00:09:00.400]  不行
[00:09:00.400 --> 00:09:03.560]  當年你所買的這些產品
[00:09:03.560 --> 00:09:05.160]  不准退貨
[00:09:05.160 --> 00:09:07.160]  紙巾、米
[00:09:07.160 --> 00:09:08.520]  即是一些的水
[00:09:08.520 --> 00:09:10.520]  以及一些清潔的用品
[00:09:10.520 --> 00:09:12.040]  不准退貨
[00:09:12.040 --> 00:09:13.160]  那麼
[00:09:13.160 --> 00:09:14.280]  見到其實大家
[00:09:14.280 --> 00:09:15.280]  即是當時的人
[00:09:15.280 --> 00:09:16.680]  所講的囤積
[00:09:16.680 --> 00:09:19.800]  是多過他所需要的
[00:09:19.800 --> 00:09:20.840]  亞哥繼續說
[00:09:20.840 --> 00:09:23.880]  你們在金銀都生受了
[00:09:23.880 --> 00:09:24.920]  金銀你想到些什麼呢
[00:09:24.920 --> 00:09:27.760]  可能想起金銀珠寶
[00:09:27.760 --> 00:09:30.080]  當過
[00:09:30.080 --> 00:09:33.160]  即是第一世紀的錢幣
[00:09:33.160 --> 00:09:34.200]  是真是金
[00:09:34.200 --> 00:09:35.520]  真是銀來的
[00:09:35.520 --> 00:09:36.520]  是真是用金做真銀
[00:09:36.520 --> 00:09:37.360]  所以說的
[00:09:37.360 --> 00:09:39.080]  其實亞哥在指的是
[00:09:39.080 --> 00:09:41.400]  我們的銀行戶口
[00:09:41.400 --> 00:09:42.880]  我們的錢
[00:09:42.880 --> 00:09:46.840]  金銀都生受了
[00:09:46.840 --> 00:09:48.000]  頭三節
[00:09:48.000 --> 00:09:49.720]  亞哥是用這個警告的語氣
[00:09:49.720 --> 00:09:52.120]  去講出來
[00:09:52.120 --> 00:09:54.800]  如果你看NIV聖經的第四節
[00:09:54.800 --> 00:09:55.640]  或者其他聖經
[00:09:55.640 --> 00:09:59.240]  都有時會翻譯為 Behold
[00:09:59.240 --> 00:10:01.080]  開始在第四節開始
[00:10:01.080 --> 00:10:02.160]  NIV就說
[00:10:02.160 --> 00:10:03.480]  Look
[00:10:03.480 --> 00:10:04.680]  看看
[00:10:04.680 --> 00:10:06.760]  亞哥在第四節一開始的時間
[00:10:06.760 --> 00:10:09.280]  就將那個態度改變了
[00:10:09.280 --> 00:10:11.080]  頭三節我警告你
[00:10:11.080 --> 00:10:12.280]  告訴你
[00:10:12.280 --> 00:10:14.640]  後面那三節我就說
[00:10:14.640 --> 00:10:16.280]  現在看看
[00:10:16.280 --> 00:10:17.440]  看看即是看到
[00:10:17.440 --> 00:10:20.120]  當時第一世紀收到亞哥
[00:10:20.120 --> 00:10:22.200]  這封信的弟兄姊妹
[00:10:22.200 --> 00:10:25.320]  絕對沒有難度去理解後面這三節
[00:10:25.320 --> 00:10:27.880]  因為這些事情的確確
[00:10:27.880 --> 00:10:30.560]  在他們身邊天天都在發生
[00:10:30.560 --> 00:10:31.480]  他們看到的
[00:10:31.480 --> 00:10:33.400]  所以你看看
[00:10:33.400 --> 00:10:34.280]  什麼事呢
[00:10:34.280 --> 00:10:35.960]  他用了三個例子
[00:10:35.960 --> 00:10:37.280]  三個的例子裡面
[00:10:37.280 --> 00:10:40.000]  其實是和應著三個的警告
[00:10:40.000 --> 00:10:42.400]  第一個例子是講到莊稼的例子
[00:10:42.400 --> 00:10:42.920]  第四節
[00:10:42.920 --> 00:10:44.920]  第五節講到宴樂的例子
[00:10:44.920 --> 00:10:46.560]  你穿著一些名貴的衣服
[00:10:46.560 --> 00:10:47.840]  去宴樂
[00:10:47.840 --> 00:10:49.640]  第六節的地方
[00:10:49.640 --> 00:10:53.160]  他是用了一些法庭用的詞語
[00:10:53.160 --> 00:10:55.280]  定義人的罪
[00:10:55.280 --> 00:10:56.200]  第三節
[00:10:56.200 --> 00:10:57.120]  剛才講金銀那裡
[00:10:57.120 --> 00:10:59.880]  其實三節有下半段的
[00:10:59.880 --> 00:11:01.560]  第三節的下半段
[00:11:01.560 --> 00:11:06.800]  其實同樣是用法庭的一些詞彙去寫出來
[00:11:06.800 --> 00:11:09.560]  例如證據證明
[00:11:09.560 --> 00:11:14.200]  漲火一樣是一個審判的一個詞彙
[00:11:14.200 --> 00:11:15.280]  第六節那裡
[00:11:15.280 --> 00:11:17.000]  Condemnation定罪
[00:11:17.000 --> 00:11:18.560]  是一個法庭的詞彙
[00:11:18.560 --> 00:11:20.840]  你見到這個是亞哥在亞哥書
[00:11:20.840 --> 00:11:25.320]  第五章頭的六節的佈局
[00:11:25.320 --> 00:11:26.280]  好了
[00:11:26.280 --> 00:11:29.920]  今天我就很想透過亞哥
[00:11:29.920 --> 00:11:32.680]  這三個的事例
[00:11:32.680 --> 00:11:33.880]  實例
[00:11:33.880 --> 00:11:34.960]  去和大家去看看
[00:11:34.960 --> 00:11:38.520]  究竟我們從中有什麼可以學習
[00:11:38.520 --> 00:11:39.840]  亞哥這三個的實例
[00:11:39.840 --> 00:11:42.280]  其實都是一些反面的教材
[00:11:42.280 --> 00:11:45.120]  我嘗試在這些反面的教材裡面
[00:11:45.120 --> 00:11:48.080]  去找出正面的教導
[00:11:48.080 --> 00:11:51.680]  我們一起進入這三個的事例裡面
[00:11:51.680 --> 00:11:52.920]  第一個事例
[00:11:52.920 --> 00:11:54.080]  第四節
[00:11:54.080 --> 00:11:56.840]  他說工人為你們收莊稼
[00:11:56.840 --> 00:11:59.600]  你們卻剋扣他們的工錢
[00:11:59.600 --> 00:12:02.240]  那工錢必出聲含怨
[00:12:02.240 --> 00:12:03.800]  並且收割之人的呼聲
[00:12:03.800 --> 00:12:10.120]  已經入了萬鈞之主的耳裡面
[00:12:10.120 --> 00:12:13.080]  當時的第一世紀
[00:12:13.080 --> 00:12:16.040]  就是收到亞哥這個
[00:12:16.040 --> 00:12:17.640]  看《哲經》的時候
[00:12:17.640 --> 00:12:19.920]  的弟兄姊妹
[00:12:19.920 --> 00:12:23.640]  絕對沒有難度去回想
[00:12:23.640 --> 00:12:25.720]  或者他們很容易去回想
[00:12:25.720 --> 00:12:27.320]  原來在摩西的時候
[00:12:27.320 --> 00:12:28.400]  摩西五經
[00:12:28.400 --> 00:12:31.200]  都有類似的教導
[00:12:31.200 --> 00:12:34.680]  在《利美記》第十九章的地方
[00:12:34.680 --> 00:12:36.680]  以及《生命記》第二十四章的地方
[00:12:36.680 --> 00:12:38.560]  有類似的教導
[00:12:38.560 --> 00:12:41.680]  他說故宮的工錢不可在你那裡過夜
[00:12:41.680 --> 00:12:43.960]  這是《利美記》十九章十三節
[00:12:43.960 --> 00:12:45.560]  《生命記》二十四章十四節十五節
[00:12:45.560 --> 00:12:47.600]  就說困苦貧窮的故宮
[00:12:47.600 --> 00:12:49.160]  你們都不可以欺負他
[00:12:49.160 --> 00:12:51.160]  當日的工錢就給他
[00:12:51.160 --> 00:12:55.000]  因為他是靠那些工錢來生活的
[00:12:55.000 --> 00:12:59.960]  究竟亞哥在這裡想說些什麼呢
[00:12:59.960 --> 00:13:02.440]  原來當時富足的人
[00:13:02.440 --> 00:13:05.480]  他認為自己是錢財的主人
[00:13:05.480 --> 00:13:06.600]  他有權力
[00:13:06.600 --> 00:13:07.640]  有絕對的能力
[00:13:07.640 --> 00:13:11.720]  去將不對的數目交給他的工人
[00:13:11.720 --> 00:13:13.640]  即是客寇
[00:13:13.640 --> 00:13:16.360]  我有權力將錢
[00:13:16.360 --> 00:13:20.680]  在不適當的時候
[00:13:20.680 --> 00:13:22.480]  扣起它不給你住
[00:13:22.480 --> 00:13:26.040]  即是時間 欠人家錢不給你
[00:13:26.040 --> 00:13:29.120]  所以他們當時指這些有錢的人
[00:13:29.120 --> 00:13:35.040]  他認為自己是錢財的主人
[00:13:35.040 --> 00:13:39.240]  彷彿他們覺得
[00:13:39.240 --> 00:13:40.960]  他們不思不覺之間
[00:13:40.960 --> 00:13:44.320]  可能錢已經成為了他們的主人
[00:13:44.320 --> 00:13:46.640]  亞哥提醒我們
[00:13:46.640 --> 00:13:47.760]  究竟提醒我們些什麼呢
[00:13:47.760 --> 00:13:51.040]  提醒我們就是要認清誰是主
[00:13:51.040 --> 00:13:53.320]  所以第一個教導
[00:13:53.320 --> 00:13:54.760]  在這個反面的例子裡
[00:13:54.760 --> 00:13:55.720]  第一個教導就是
[00:13:55.720 --> 00:13:58.880]  我們要承認神是主人
[00:13:58.880 --> 00:14:01.680]  今天的題目是講到中心的管家
[00:14:01.680 --> 00:14:06.600]  管家這個字如果要翻譯成一個英文翻譯
[00:14:06.600 --> 00:14:09.680]  可以翻譯成manager
[00:14:09.680 --> 00:14:12.600]  可以翻譯成trustee
[00:14:12.600 --> 00:14:14.400]  可以翻譯成administrator
[00:14:14.400 --> 00:14:16.800]  我們可以這樣去看管家
[00:14:16.800 --> 00:14:19.600]  在英文的字裡
[00:14:19.600 --> 00:14:21.440]  究竟什麼是管家呢
[00:14:21.440 --> 00:14:24.320]  什麼是中心的管家呢
[00:14:24.320 --> 00:14:26.680]  很可能如果對聖經熟悉的弟兄姊妹
[00:14:26.680 --> 00:14:29.160]  即時就會想起誰
[00:14:29.160 --> 00:14:33.400]  約瑟在波提佛家裡做管家
[00:14:33.400 --> 00:14:35.760]  也有可能會想起彈爾里
[00:14:35.760 --> 00:14:41.840]  幫巴比倫王管理巴比倫通國的事務
[00:14:41.840 --> 00:14:44.400]  究竟什麼是好的管家呢
[00:14:44.400 --> 00:14:46.080]  你想想
[00:14:46.080 --> 00:14:52.280]  如果主人每一件事都跟著你後面去做
[00:14:52.280 --> 00:14:53.480]  即是你做每一件事
[00:14:53.480 --> 00:14:55.680]  他都決定主人都站在你後面
[00:14:55.680 --> 00:14:56.920]  額頭你才做的
[00:14:56.920 --> 00:14:58.840]  那些不是管家
[00:14:58.840 --> 00:15:02.800]  你每一件事都走去主人那裡問准才做的
[00:15:02.800 --> 00:15:05.760]  那些都不是管家
[00:15:05.760 --> 00:15:08.160]  管家是怎樣的
[00:15:08.160 --> 00:15:12.960]  管家是主人信得過你
[00:15:12.960 --> 00:15:16.480]  你又明白主人的心意
[00:15:16.480 --> 00:15:22.000]  跟著主人把權力交給你
[00:15:22.000 --> 00:15:28.600]  把權力他的資源他的錢交給你
[00:15:28.600 --> 00:15:31.600]  然後信得過你
[00:15:31.600 --> 00:15:34.240]  去幫他做決定
[00:15:34.240 --> 00:15:38.240]  幫他打理他的事務
[00:15:38.240 --> 00:15:40.160]  那個才是管家
[00:15:40.160 --> 00:15:42.640]  所以一個中心的管家
[00:15:42.640 --> 00:15:44.360]  我們要認定誰是主人
[00:15:44.360 --> 00:15:46.520]  對你今天有錢
[00:15:46.520 --> 00:15:47.560]  你今天有權
[00:15:47.560 --> 00:15:50.320]  你今天有你不同的產業
[00:15:50.320 --> 00:15:52.040]  或者是一些資源
[00:15:52.040 --> 00:15:55.560]  那些都是託管給你
[00:15:55.560 --> 00:15:57.800]  當你認定誰是主人的時候
[00:15:57.800 --> 00:16:04.480]  然後你都要體貼知道主人的心意
[00:16:04.480 --> 00:16:05.800]  那你才可以做
[00:16:05.800 --> 00:16:11.520]  你是一個中心管家可以做到的事
[00:16:11.520 --> 00:16:15.560]  跟著阿閣這個詩篇的二十四篇
[00:16:15.560 --> 00:16:21.120]  也是提及過一個管家應該有的思維
[00:16:21.120 --> 00:16:24.080]  就是地和其上所充滿的都屬於耶和華
[00:16:24.080 --> 00:16:25.800]  我們需要有這一個的思維
[00:16:25.800 --> 00:16:28.040]  知道地上所有的東西都屬於神
[00:16:28.040 --> 00:16:34.080]  我們才能夠履行管家的角色
[00:16:34.080 --> 00:16:36.680]  跟著阿閣在第五節的地方
[00:16:36.680 --> 00:16:40.200]  就用另一個故事例子去表達
[00:16:40.200 --> 00:16:41.480]  另一個原則
[00:16:41.480 --> 00:16:44.360]  另一個管家應該有的特性
[00:16:44.360 --> 00:16:45.000]  第五節他說
[00:16:45.000 --> 00:16:47.480]  你們在世上享美福浩然樂
[00:16:47.480 --> 00:16:55.560]  當宰殺的日子竟把你們的心養肥鳥
[00:16:55.560 --> 00:16:56.960]  幾個星期前
[00:16:56.960 --> 00:16:59.760]  我們殷傳家的弟兄姊妹
[00:16:59.760 --> 00:17:03.840]  大概有三十人鬆一些
[00:17:03.840 --> 00:17:07.000]  我們一起去了因雨之聲的一個晚宴
[00:17:07.000 --> 00:17:08.320]  這是一個照片
[00:17:08.320 --> 00:17:11.040]  我們一起在那裡拍一個照片
[00:17:11.040 --> 00:17:18.640]  有三圍多的弟兄姊妹在當中去晚宴
[00:17:18.640 --> 00:17:20.080]  弟兄姊妹
[00:17:20.080 --> 00:17:23.800]  十一月我們都舉辦晚宴
[00:17:23.800 --> 00:17:25.280]  你知道嗎
[00:17:25.280 --> 00:17:26.360]  幾號?
[00:17:26.360 --> 00:17:28.680]  有沒有人知道幾號?
[00:17:28.680 --> 00:17:30.160]  九號
[00:17:30.160 --> 00:17:33.440]  如果你有困難記得的是十一月九號
[00:17:33.440 --> 00:17:35.360]  我教你一個方法
[00:17:35.360 --> 00:17:38.280]  你將緊急事情的時候
[00:17:38.280 --> 00:17:39.600]  你報警是打什麼?
[00:17:39.600 --> 00:17:41.240]  911是吧?
[00:17:41.240 --> 00:17:41.800]  911
[00:17:41.800 --> 00:17:42.560]  你調轉來讀
[00:17:42.560 --> 00:17:43.360]  十一月九號
[00:17:43.360 --> 00:17:45.440]  119
