
[00:00:00.000 --> 00:00:05.280]  作為耶和華的僕人
[00:04:10.400 --> 00:04:12.720]  一寫完八十頁就出版
[00:04:12.720 --> 00:04:14.640]  你可以訂閱的
[00:04:14.640 --> 00:04:21.640]  好像一會兒劉牧師會叫我們訂閱基督教周報
[00:04:21.640 --> 00:04:28.640]  Anderson教授剛剛收到最新的以塞亞書
[00:04:28.640 --> 00:04:35.280]  四十七到四十八章的注釋那八十頁
[00:04:35.280 --> 00:04:36.880]  是德文的
[00:04:36.880 --> 00:04:39.520]  他就交給我
[00:04:39.520 --> 00:04:43.040]  他說可能你有用都未定
[00:04:43.040 --> 00:04:45.040]  你很難想像
[00:04:45.040 --> 00:04:52.360]  原來上帝是看顧人寫論文的
[00:04:52.360 --> 00:04:55.760]  四十八章講甚麼?
[00:04:55.760 --> 00:05:00.560]  四十八章是上帝對他的百姓
[00:05:00.560 --> 00:05:02.280]  對他的僕人
[00:05:02.280 --> 00:05:07.280]  對著這個僕人的耳聾眼瞎
[00:05:07.280 --> 00:05:10.840]  來講清楚一件事
[00:05:10.840 --> 00:05:12.040]  所以很難解釋
[00:05:12.040 --> 00:05:14.320]  因為那個語氣
[00:05:14.320 --> 00:05:16.840]  所有的學者都將它拆開
[00:05:16.840 --> 00:05:18.320]  一邊是正面的
[00:05:18.320 --> 00:05:19.640]  一邊是反面的
[00:05:19.640 --> 00:05:22.120]  不可以拆開的
[00:05:22.120 --> 00:05:28.120]  這是一個父親看著他的長子
[00:05:28.120 --> 00:05:31.760]  你明白那種複雜的心情嗎?
[00:05:31.760 --> 00:05:34.000]  上帝說我認識你
[00:05:34.000 --> 00:05:35.360]  從小到大
[00:05:35.360 --> 00:05:36.040]  不是
[00:05:36.040 --> 00:05:37.440]  我跟我的女兒玩
[00:05:37.440 --> 00:05:38.360]  你動一下尾巴
[00:05:38.360 --> 00:05:40.400]  我知道你想甚麼
[00:05:40.400 --> 00:05:41.000]  Daddy
[00:05:41.000 --> 00:05:42.320]  你動一下尾巴
[00:05:42.320 --> 00:05:45.160]  我也知道你想怎樣
[00:05:45.160 --> 00:05:51.000]  這種關係是從小開始的
[00:05:51.000 --> 00:05:53.520]  上帝說我認識你的
[00:05:53.520 --> 00:05:59.000]  你是橫躉撥逆的
[00:05:59.000 --> 00:06:01.480]  你的額頭是銅的
[00:06:01.480 --> 00:06:03.720]  是不是這樣說?
[00:06:03.720 --> 00:06:08.280]  你的頸項是鐵的
[00:06:08.280 --> 00:06:11.480]  上帝是這樣認識我們的
[00:06:11.480 --> 00:06:15.560]  因此公義的審判就臨到
[00:06:15.560 --> 00:06:17.240]  不是
[00:06:17.240 --> 00:06:18.960]  讀聖經
[00:06:18.960 --> 00:06:21.840]  不要自己閉上眼睛去說話
[00:06:21.840 --> 00:06:23.440]  上帝審判罪人
[00:06:23.440 --> 00:06:25.520]  所以我們出去遊行
[00:06:25.520 --> 00:06:27.360]  如果你真的明白聖經
[00:06:27.360 --> 00:06:32.280]  你知道聖經不是這樣說的
[00:06:32.280 --> 00:06:34.480]  上帝說我知道你橫躉撥逆
[00:06:34.480 --> 00:06:40.840]  所以我做了兩件事
[00:06:40.840 --> 00:06:43.240]  第一
[00:06:43.240 --> 00:06:48.360]  頭一件事情是我一早告訴你的
[00:06:48.360 --> 00:06:50.360]  那件是甚麼事?
[00:06:50.360 --> 00:06:53.800]  就是亡國秘魯的事
[00:06:53.800 --> 00:06:56.760]  這件事情我一早告訴你的
[00:06:56.760 --> 00:07:00.080]  因為我知道如果我不一早說的
[00:07:00.080 --> 00:07:05.360]  你心裏就會說是偶像贏了我們的上帝
[00:07:05.360 --> 00:07:09.760]  橫躉撥逆的說法
[00:07:09.760 --> 00:07:11.600]  相反
[00:07:11.600 --> 00:07:13.800]  剛才你讀的時候有沒有聽到?
[00:07:13.800 --> 00:07:18.800]  現在上帝說一件新的事情
[00:07:18.800 --> 00:07:23.000]  是我從來都沒有告訴你們的
[00:07:23.000 --> 00:07:24.200]  為甚麼?
[00:07:24.200 --> 00:07:27.800]  因為我知道你們橫躉撥逆
[00:07:27.800 --> 00:07:29.800]  如果我一早告訴你的
[00:07:29.800 --> 00:07:33.760]  你就會說我早知道是這樣了
[00:07:33.760 --> 00:07:36.080]  甚麼事?
[00:07:36.080 --> 00:07:41.400]  回歸重建
[00:07:41.400 --> 00:07:43.640]  兩件事情
[00:07:43.640 --> 00:07:48.000]  上帝完全相反的做法
[00:07:48.000 --> 00:07:49.280]  聽到嗎?
[00:07:49.280 --> 00:07:51.440]  一件是一早說了的
[00:07:51.440 --> 00:07:53.800]  一件是從來都不說的
[00:07:53.800 --> 00:07:56.680]  原因是相同的
[00:07:56.680 --> 00:07:58.600]  因為我認識你們
[00:07:58.600 --> 00:08:01.000]  我愛你們
[00:08:01.000 --> 00:08:06.200]  我不想你們按著你本來的性情
[00:08:06.200 --> 00:08:09.480]  去想、去說
[00:08:09.480 --> 00:08:11.320]  所以頭一件事情
[00:08:11.320 --> 00:08:13.840]  我一早太先知
[00:08:13.840 --> 00:08:16.880]  屢次告訴你
[00:08:16.880 --> 00:08:18.840]  你再撥逆
[00:08:18.840 --> 00:08:22.480]  亡國被擄
[00:08:22.480 --> 00:08:25.080]  真是發生的時候
[00:08:25.080 --> 00:08:29.080]  百姓不可以認為
[00:08:29.080 --> 00:08:32.840]  上帝輸了
[00:08:32.840 --> 00:08:34.680]  偶像贏了
[00:08:34.680 --> 00:08:39.080]  巴比倫的軍隊稱霸天下
[00:08:39.080 --> 00:08:40.800]  不是
[00:08:40.800 --> 00:08:44.000]  但現在新的事情
[00:08:44.000 --> 00:08:48.400]  上帝說我刻意不告訴你們
[00:08:48.400 --> 00:08:51.200]  我沒有一早告訴你們
[00:08:51.200 --> 00:08:55.520]  免得你一早就說
[00:08:55.520 --> 00:08:58.920]  《河西亞書》第六章
[00:08:58.920 --> 00:09:01.800]  有沒有iPhone在手?偷看一下
[00:09:01.800 --> 00:09:05.280]  來吧!我們歸向耶和華
[00:09:05.280 --> 00:09:11.080]  祂撕裂我們,必定又會醫治
[00:09:11.080 --> 00:09:14.960]  我們下令會經常都喜歡用來做主題的
[00:09:14.960 --> 00:09:17.200]  但你有沒有讀下去?
[00:09:17.200 --> 00:09:20.000]  上帝說依法連
[00:09:20.000 --> 00:09:24.080]  我可以怎樣對你?
[00:09:24.080 --> 00:09:27.320]  你的熱心、你的悔改
[00:09:27.320 --> 00:09:30.560]  三分鐘熱度
[00:09:30.560 --> 00:09:31.840]  不怕的
[00:09:31.840 --> 00:09:33.480]  上帝很好的
[00:09:33.480 --> 00:09:36.440]  他打完之後又疼我們
[00:09:36.440 --> 00:09:37.800]  不緊要的
[00:09:37.800 --> 00:09:41.160]  上帝的恩典罪在那裡顯多
[00:09:41.160 --> 00:09:43.200]  恩典又顯多
[00:09:43.200 --> 00:09:45.320]  保羅怎樣說?
[00:09:45.320 --> 00:09:49.400]  斷乎不可
[00:09:49.400 --> 00:09:51.560]  上帝知道我們的本性
[00:09:51.560 --> 00:09:53.400]  但祂不是打我們
[00:09:53.400 --> 00:09:58.840]  祂是因材施教
[00:09:58.840 --> 00:10:04.360]  好的老師是這樣的
[00:10:04.360 --> 00:10:07.720]  好的講員都要是這樣的
[00:10:07.720 --> 00:10:10.920]  我這兩天經常和我太太在那裡討論
[00:10:10.920 --> 00:10:12.520]  她經常罵我
[00:10:12.520 --> 00:10:16.240]  你只說你自己喜歡說的話是不行的
[00:10:16.240 --> 00:10:19.640]  你要說大家明白的東西
[00:10:19.640 --> 00:10:22.920]  上帝做的事
[00:10:22.920 --> 00:10:29.720]  是按著祂對我們的愛來做的
[00:10:29.720 --> 00:10:34.560]  所以這段經文不單止讓我們明白
[00:10:34.560 --> 00:10:39.160]  上帝是怎樣對他的僕人
[00:10:39.160 --> 00:10:42.320]  不是不清楚我們的本性
[00:10:42.320 --> 00:10:43.800]  剛剛相反
[00:10:43.800 --> 00:10:48.160]  是非常清楚
[00:10:48.160 --> 00:10:52.040]  但是祂就是這樣愛我們
[00:10:52.040 --> 00:10:54.480]  愛我們到底
[00:10:54.480 --> 00:11:04.800]  這段經文都間接好像作者的簽名
[00:11:04.800 --> 00:11:07.720]  不過不是寫一本書
[00:11:07.720 --> 00:11:08.880]  出一個假名
[00:11:08.880 --> 00:11:12.360]  第二爾賽亞
[00:11:12.360 --> 00:11:17.080]  是西方的油畫
[00:11:17.080 --> 00:11:21.480]  在不經意的黑漆漆的角落
[00:11:21.480 --> 00:11:28.360]  畫家會簽一個簡簽在上面
[00:11:28.360 --> 00:11:32.200]  明白我講什麼嗎?
[00:11:32.200 --> 00:11:39.960]  所以舊約聖經三十九卷書
[00:11:39.960 --> 00:11:43.840]  大部份是沒有作者簽名的
[00:11:43.840 --> 00:11:46.080]  你同意嗎?
[00:11:46.080 --> 00:11:47.320]  沒有的
[00:11:47.320 --> 00:11:49.120]  不要緊的
[00:11:49.120 --> 00:11:55.600]  聖經都是神所默示的
[00:11:55.600 --> 00:11:57.640]  夠了
[00:11:57.640 --> 00:12:02.520]  但是爾賽亞書四十八章就告訴我們
[00:12:02.520 --> 00:12:07.120]  四十章開始的安慰信息
[00:12:07.120 --> 00:12:10.560]  不是二百年前
[00:12:10.560 --> 00:12:17.600]  耶路撒冷的爾賽亞先知所留下的
[00:12:17.600 --> 00:12:20.520]  你很害怕是嗎?
[00:12:20.520 --> 00:12:22.640]  那就是沒有預言了
[00:12:22.640 --> 00:12:24.760]  不是理論
[00:12:24.760 --> 00:12:27.120]  是聖經的說話
[00:12:27.120 --> 00:12:30.040]  是上帝親口講的
[00:12:30.040 --> 00:12:34.160]  我沒有一早告訴你們
[00:12:34.160 --> 00:12:40.160]  那怎麼可能二百年前就留下四十到四十八章呢?
[00:12:40.160 --> 00:12:42.760]  懂得聽聖經的話嗎?
[00:12:42.760 --> 00:12:44.160]  不是閉上眼睛
[00:12:44.160 --> 00:12:46.320]  我們信一個爾賽亞
[00:12:46.320 --> 00:12:47.640]  這個不是信心的問題
[00:12:47.640 --> 00:12:50.800]  這個是讀聖經的問題
[00:12:50.800 --> 00:12:51.760]  我們讀到了
[00:12:51.760 --> 00:12:53.040]  我們明白了
[00:12:53.040 --> 00:12:54.560]  你說不是啊 等等
[00:12:54.560 --> 00:12:55.480]  電話響了
[00:12:55.480 --> 00:12:57.920]  不是
[00:12:57.920 --> 00:13:01.240]  耶利米書說是七十年
[00:13:01.240 --> 00:13:04.800]  一早講了的
[00:13:04.800 --> 00:13:07.360]  那些人不明白耶利米
[00:13:07.360 --> 00:13:10.280]  香港人很明白的
[00:13:10.280 --> 00:13:13.000]  什麼叫做七十年?
[00:13:13.000 --> 00:13:15.440]  沒有 我們不是講七十年
[00:13:15.440 --> 00:13:19.600]  我們講五十年
[00:13:19.600 --> 00:13:21.640]  懂得聽嗎?
[00:13:21.640 --> 00:13:23.640]  五十年不變
[00:13:23.640 --> 00:13:24.520]  你害怕嗎?
[00:13:24.520 --> 00:13:27.680]  變的時候你不在了
[00:13:27.680 --> 00:13:28.960]  是啊
[00:13:28.960 --> 00:13:31.800]  耶利米七十年的意思就是
[00:13:31.800 --> 00:13:34.000]  沒錯 你們有一天要回來
[00:13:34.000 --> 00:13:35.560]  不過回來的時候
[00:13:35.560 --> 00:13:39.640]  你最好生兒養女
[00:13:39.640 --> 00:13:42.760]  耶利米甚至用了創世紀的說話
[00:13:42.760 --> 00:13:45.560]  生養眾多
[00:13:45.560 --> 00:13:46.600]  哪裏說的?
[00:13:46.600 --> 00:13:50.680]  耶利米書二十九章
[00:13:50.680 --> 00:13:55.480]  上帝不是應許他的百姓
[00:13:55.480 --> 00:13:57.040]  你數手指
[00:13:57.040 --> 00:13:58.880]  七十年
[00:13:58.880 --> 00:13:59.880]  沒有這樣的事
[00:13:59.880 --> 00:14:04.600]  你怎樣計算都計不到七十年
[00:14:04.600 --> 00:14:07.680]  所以有家庭教會的弟兄姊妹問
[00:14:07.680 --> 00:14:10.080]  我們計算到七十年
[00:14:10.080 --> 00:14:14.160]  是不是上帝就動手了?
[00:14:14.160 --> 00:14:15.760]  不是
[00:14:15.760 --> 00:14:18.640]  你讀錯聖經
[00:14:18.640 --> 00:14:24.200]  以塞俠書四十八章一至十一節
[00:14:24.200 --> 00:14:28.320]  這是秘魯當中的先知
[00:14:28.320 --> 00:14:31.280]  他不需要留下他的名字
[00:14:31.280 --> 00:14:37.960]  因為聖經「都是神所默示的」
[00:14:37.960 --> 00:14:41.880]  你說甚麼不是預言?
[00:14:41.880 --> 00:14:48.360]  新約聖經有很好的提醒
[00:14:48.360 --> 00:14:50.040]  不考你了
[00:14:50.040 --> 00:14:53.880]  哥林多前書十四章第一節
[00:14:53.880 --> 00:14:58.040]  你的中文聖經和合本
[00:14:58.040 --> 00:15:02.800]  在「先知講道」這四個字之後
[00:15:02.800 --> 00:15:05.240]  是有幾個小字的
[00:15:05.240 --> 00:15:06.960]  有沒有留意到?
[00:15:06.960 --> 00:15:11.920]  「或作預言」
[00:15:11.920 --> 00:15:13.840]  和合本一百年前
[00:15:13.840 --> 00:15:20.680]  正確地選擇了「先知講道」
[00:15:20.680 --> 00:15:21.840]  但是他又很誠實
[00:15:21.840 --> 00:15:24.480]  因為當時教會每個人都想著
[00:15:24.480 --> 00:15:27.640]  先知就一定講預言的
[00:15:27.640 --> 00:15:29.280]  所以他的小字說
[00:15:29.280 --> 00:15:33.520]  「或者可以翻譯做預言的」
[00:15:33.520 --> 00:15:36.760]  不過和合本沒有這樣做
[00:15:36.760 --> 00:15:44.160]  和合本始終堅持保羅在那裡是講先知宣講
[00:15:44.160 --> 00:15:46.360]  是講講道
[00:15:46.360 --> 00:15:49.560]  不是講預言
[00:15:49.560 --> 00:15:52.440]  舊約聖經怎樣講?
[00:15:52.440 --> 00:15:56.600]  新明紀十八章十八節
[00:15:56.600 --> 00:16:00.160]  很容易記的
[00:16:00.160 --> 00:16:08.720]  「上帝答應摩西:我必在你們弟兄當中
[00:16:08.720 --> 00:16:13.600]  興起一位先知將領」
[00:16:13.600 --> 00:16:19.560]  然後這個先知的職位描述是什麼?
[00:16:19.560 --> 00:16:21.360]  下面那句
[00:16:21.360 --> 00:16:27.040]  「我要將當說的話傳給他
[00:16:27.040 --> 00:16:36.280]  他要將我所吩咐的傳給百姓」
[00:16:36.280 --> 00:16:37.320]  很清楚
[00:16:37.320 --> 00:16:39.120]  上帝講什麼
[00:16:39.120 --> 00:16:42.200]  先知就講什麼
[00:16:42.200 --> 00:16:44.040]  作為先知講道
[00:16:44.040 --> 00:16:46.560]  不可以和上帝講七晚培靈會
[00:16:46.560 --> 00:16:50.800]  上帝拜託你給我寫兩個預言吧
[00:16:50.800 --> 00:16:53.840]  不可以這樣祈禱的
[00:16:53.840 --> 00:16:56.320]  這樣是做假先知
[00:16:56.320 --> 00:16:59.240]  聽得明白嗎?
[00:16:59.240 --> 00:17:05.160]  大衛身邊哪單先知
[00:17:05.160 --> 00:17:07.120]  忠勇之士
[00:17:07.120 --> 00:17:11.440]  你就是哪人勇敢
[00:17:11.440 --> 00:17:14.480]  你知道他做過假先知沒有?
[00:17:14.480 --> 00:17:17.400]  他都會做假先知的
[00:17:17.400 --> 00:17:20.840]  大衛要興起聖殿
[00:17:20.840 --> 00:17:23.400]  WhatsApp哪單
[00:17:23.400 --> 00:17:24.320]  你讀聖經吧
[00:17:24.320 --> 00:17:25.320]  我不和你重複了
[00:17:25.320 --> 00:17:26.320]  很精彩的
[00:17:26.320 --> 00:17:27.560]  兩個大男人說話
[00:17:27.560 --> 00:17:31.280]  完全沒有提聖殿兩個字
[00:17:31.280 --> 00:17:33.800]  但是大衛將他想做的事
[00:17:33.800 --> 00:17:36.480]  問了神的先知哪單
[00:17:36.480 --> 00:17:38.600]  哪單又回覆了大衛
[00:17:38.600 --> 00:17:42.200]  完全沒有提聖殿兩個字
[00:17:42.200 --> 00:17:45.880]  結果那晚上帝和哪單說
[00:17:45.880 --> 00:17:48.440]  你講的而已
[00:17:48.440 --> 00:17:51.720]  我沒有講過
[00:17:51.720 --> 00:17:53.360]  所以第二天早上
[00:17:53.360 --> 00:17:56.760]  哪單要和大衛說對不起
[00:17:56.760 --> 00:18:01.080]  我昨晚講快了
[00:18:01.080 --> 00:18:04.720]  所以講道真是很震驚的
[00:18:04.720 --> 00:18:07.200]  你不可以自己講得出就講
[00:18:07.200 --> 00:18:12.720]  因為你只不過是上帝的代言人
[00:18:12.720 --> 00:18:17.680]  這三個字現在在廣告上用得很濫
[00:18:17.680 --> 00:18:23.640]  美國白宮的發言人
[00:18:23.640 --> 00:18:24.640]  不是
[00:18:24.640 --> 00:18:33.920]  中國國務院新聞發佈會的發言人
[00:18:33.920 --> 00:18:39.480]  所講的每一個字都不是他自己的
[00:18:39.480 --> 00:18:41.760]  是斟酌過的
[00:18:41.760 --> 00:18:43.280]  所以經常重複的
[00:18:43.280 --> 00:18:45.920]  就是不能得逞
[00:18:45.920 --> 00:18:47.720]  你聽得出來的
[00:18:47.720 --> 00:18:49.240]  我記得有一次
[00:18:49.240 --> 00:18:52.240]  甚至那次不知道是講基本法還是什麼
[00:18:52.240 --> 00:18:53.520]  出來講話的人說
[00:18:53.520 --> 00:18:56.520]  我接著講這一段話
[00:18:56.520 --> 00:18:58.920]  是我個人的意見
[00:18:58.920 --> 00:19:01.240]  我幾乎都可以肯定
[00:19:01.240 --> 00:19:03.560]  都是談完之後出來講的
[00:19:03.560 --> 00:19:05.840]  你同意嗎
[00:19:05.840 --> 00:19:12.400]  這個叫做發言人
[00:19:12.400 --> 00:19:16.400]  Ronald Reagan做美國總統
[00:19:16.400 --> 00:19:19.880]  他的發言人的名字真是選得好
[00:19:19.880 --> 00:19:23.080]  叫做Mr. Speak
[00:19:23.080 --> 00:19:28.000]  Mr. Speak speaks for the President
[00:19:28.000 --> 00:19:30.120]  你明白一個先知是怎樣
[00:19:30.120 --> 00:19:35.120]  所以春埃及記七章第一節
[00:19:35.120 --> 00:19:41.480]  摩西在法老的面前是代表上帝
[00:19:41.480 --> 00:19:45.760]  他的哥哥亞倫
[00:19:45.760 --> 00:19:48.880]  中文聖經和合本的翻譯
[00:19:48.880 --> 00:19:53.120]  是替他說話
[00:19:53.120 --> 00:19:55.400]  因為他絕口笨舌
[00:19:55.400 --> 00:19:56.320]  記得嗎
[00:19:56.320 --> 00:19:57.680]  他推上帝
[00:19:57.680 --> 00:19:59.240]  我是絕口笨舌的
[00:19:59.240 --> 00:20:00.360]  昨天如此
[00:20:00.360 --> 00:20:01.600]  前天如此
[00:20:01.600 --> 00:20:03.360]  你和我講完話之後
[00:20:03.360 --> 00:20:04.480]  都是這樣的
[00:20:04.480 --> 00:20:07.000]  上帝沒得救的
[00:20:07.000 --> 00:20:12.120]  上帝說誰做人的口
[00:20:12.120 --> 00:20:13.520]  上帝其實還很幽默
[00:20:13.520 --> 00:20:16.440]  你未出世我已經做了你哥哥
[00:20:16.440 --> 00:20:19.040]  我知道你今天會講這一句
[00:20:19.040 --> 00:20:21.720]  所以亞倫在等著你回去
[00:20:21.720 --> 00:20:26.200]  希伯來文春埃及記七章一節
[00:20:26.200 --> 00:20:32.720]  你哥哥亞倫是你的Navi
[00:20:32.720 --> 00:20:45.280]  所以以賽雅書48章幫助我們明白
[00:20:45.280 --> 00:20:48.400]  重點不是誰寫先知書
[00:20:48.400 --> 00:20:50.680]  是預言還是宣講
[00:20:50.680 --> 00:20:54.960]  重點是上帝的心
[00:20:54.960 --> 00:20:56.080]  他明白我們
[00:20:56.080 --> 00:20:57.560]  他了解我們
[00:20:57.560 --> 00:20:59.520]  不是接納
[00:20:59.520 --> 00:21:02.320]  不是包容
[00:21:02.320 --> 00:21:05.720]  這是心理學的詞彙
[00:21:05.720 --> 00:21:07.040]  上帝說我明白
[00:21:07.040 --> 00:21:08.240]  我知道你是這樣
[00:21:08.240 --> 00:21:12.120]  不過我就是按著你的本性
[00:21:12.120 --> 00:21:14.400]  來教你
[00:21:14.400 --> 00:21:18.680]  來對你學習
[00:21:18.680 --> 00:21:20.200]  醒定了
[00:21:20.200 --> 00:21:22.560]  49章來了
[00:21:22.560 --> 00:21:25.760]  是這樣的前提
[00:21:25.760 --> 00:21:29.200]  我們來讀到49章
[00:21:29.200 --> 00:21:32.800]  49章講什麼?
[00:21:32.800 --> 00:21:39.000]  49章用了一個很奇怪的比喻
[00:21:39.000 --> 00:21:42.320]  是我們做夢都沒有想過
[00:21:42.320 --> 00:21:45.600]  聖經會這樣講
[00:21:45.600 --> 00:21:48.240]  我們以為聖經是很正經的
[00:21:48.240 --> 00:21:51.160]  不講粗口的
[00:21:51.160 --> 00:21:55.600]  「吟詞妄語,氣笑的,話一句都不出口」
[00:21:55.600 --> 00:21:59.560]  所以聖經是主崇拜可以讀出來的
[00:21:59.560 --> 00:22:04.360]  不過不讀啞歌
[00:22:04.360 --> 00:22:09.880]  這裡先知講什麼?
[00:22:09.880 --> 00:22:12.960]  49章第二節
[00:22:12.960 --> 00:22:18.760]  「他使我的口好像快刀」
[00:22:18.760 --> 00:22:21.280]  什麼叫快刀?
[00:22:21.280 --> 00:22:23.080]  斬亂麻
[00:22:23.080 --> 00:22:25.040]  很快?不是
[00:22:25.040 --> 00:22:27.640]  很鋒利的刀
[00:22:27.640 --> 00:22:31.560]  不是拍齊蔥切下去
[00:22:31.560 --> 00:22:34.480]  是一團亂糟糟
[00:22:34.480 --> 00:22:38.480]  很韌的亂麻
[00:22:38.480 --> 00:22:41.480]  你的刀夠鋒利
[00:22:41.480 --> 00:22:43.400]  稱為快刀
[00:22:43.400 --> 00:22:45.640]  所以在中國的小說裡
[00:22:45.640 --> 00:22:51.520]  說快刀是在死刑的場合裡說的
[00:22:51.520 --> 00:22:54.840]  那個人頭一刀過
[00:22:54.840 --> 00:22:56.720]  就滾到地上
[00:22:56.720 --> 00:22:58.440]  血都未曾出
[00:22:58.440 --> 00:23:02.080]  快刀
[00:23:02.080 --> 00:23:04.440]  這樣的比喻
[00:23:04.440 --> 00:23:13.560]  還要藏在他手刃之下
[00:23:13.560 --> 00:23:20.560]  什麼意思?
[00:23:20.560 --> 00:23:25.560]  在法庭上就是藏攻擊性武器
[00:23:25.560 --> 00:23:27.800]  罪名成立的
[00:23:27.800 --> 00:23:32.200]  因為這個快刀藏在手刃之下
[00:23:32.200 --> 00:23:39.240]  目的
[00:23:39.240 --> 00:23:45.120]  「小李飛刀 厲不虛發」
[00:23:45.120 --> 00:23:47.360]  有沒有聽過這八個字?
[00:23:47.360 --> 00:23:50.000]  我不看這些武俠小說的
[00:23:50.000 --> 00:23:51.080]  沒有益處的
[00:23:51.080 --> 00:23:54.280]  有時候看一點點也挺好的
[00:23:54.280 --> 00:23:57.280]  你就明白這個比喻了
[00:23:57.280 --> 00:23:59.360]  飛刀
[00:23:59.360 --> 00:24:02.280]  要不就不出手
[00:24:02.280 --> 00:24:03.560]  出手
[00:24:03.560 --> 00:24:07.720]  厲不虛發
[00:24:07.720 --> 00:24:10.240]  是殺著
[00:24:10.240 --> 00:24:13.120]  是暗器
[00:24:13.120 --> 00:24:15.600]  是血滴子
[00:24:15.600 --> 00:24:17.880]  這樣也可以在聖經出現的
[00:24:17.880 --> 00:24:19.200]  不是我說的
[00:24:19.200 --> 00:24:21.000]  不過這個不是中國的背景
[00:24:21.000 --> 00:24:23.840]  所以他用的是快刀
[00:24:23.840 --> 00:24:27.920]  藏在手刃之下
[00:24:27.920 --> 00:24:32.240]  又使我成為磨亮的箭
[00:24:32.240 --> 00:24:37.440]  藏在箭袋之中
[00:24:37.440 --> 00:24:43.840]  我們被魔戒那套電影誤導了
[00:24:43.840 --> 00:24:46.800]  勒格拉斯對著敵人都拉著箭
[00:24:46.800 --> 00:24:48.680]  他沒有別的武器
[00:24:48.680 --> 00:24:52.040]  箭不是對著敵人的時候射的
[00:24:52.040 --> 00:24:54.640]  箭是怎樣的?
[00:24:54.640 --> 00:24:58.680]  鳴槍易擋
[00:24:58.680 --> 00:25:02.440]  暗箭難防
[00:25:02.440 --> 00:25:05.400]  你都不知道箭是從哪裡射過來的
[00:25:05.400 --> 00:25:09.160]  那不就在你的夾縫當中射死你
[00:25:09.160 --> 00:25:13.000]  阿蝦王就這樣陣亡了
