
[00:00:00.000 --> 00:00:05.000]  感謝神我們看見Shakina Glory建電的工程進展的非常的快速
[00:02:12.000 --> 00:02:16.000]  那你說我們怎麼樣才能夠來建造小組呢?
[00:02:16.000 --> 00:02:24.000]  在今天這段經文當中我們看見一個在加百農的家庭聚會當中所發生的事情
[00:02:24.000 --> 00:02:30.000]  如果說四個W,你參加小組應該知道四個W是什麼,right?
[00:02:30.000 --> 00:02:38.000]  複習一下,第一個W是Welcome,第二個呢?Worship,第三個?Word,第四個?Work
[00:02:38.000 --> 00:02:43.000]  如果說四個W是小組聚會的要素
[00:02:43.000 --> 00:02:49.000]  那這段經文可以讓我們看見小組動力的四個要素
[00:02:49.000 --> 00:02:54.000]  小組怎麼樣能夠充滿動力四個要素
[00:02:54.000 --> 00:03:00.000]  第一個要素,要有主的同在,跟你們說要有主的同在
[00:03:00.000 --> 00:03:06.000]  在這段經文當中我們看見在一個家庭聚會裡面有一個貪子得到醫治
[00:03:06.000 --> 00:03:11.000]  而這個貪子之所以得到醫治不是因為人多也不是因為熱鬧
[00:03:11.000 --> 00:03:15.000]  只是因為耶穌在他們中間,Amen?
[00:03:15.000 --> 00:03:19.000]  今天我們可以在這裡聚集又唱又跳
[00:03:19.000 --> 00:03:23.000]  但如果在這一切當中沒有主的同在的話
[00:03:23.000 --> 00:03:27.000]  這一切都只是形式熱鬧一場而已
[00:03:27.000 --> 00:03:32.000]  但如果今天耶穌是我們每一個活動的中心點的話
[00:03:32.000 --> 00:03:34.000]  那就不一樣了
[00:03:34.000 --> 00:03:37.000]  我們就要看見人的心要被觸摸
[00:03:37.000 --> 00:03:40.000]  生命要被改變的,Amen?
[00:03:40.000 --> 00:03:43.000]  今天如果是一個聚會有主在其中
[00:03:43.000 --> 00:03:45.000]  聚會絕對不會沉悶
[00:03:45.000 --> 00:03:47.000]  因為主一定有話要說
[00:03:47.000 --> 00:03:50.000]  因為主一定有事要做
[00:03:50.000 --> 00:03:55.000]  當然也許你說牧師主的同在不是自然而然的嗎?
[00:03:55.000 --> 00:03:58.000]  聖經不是應許我們所有兩三個人奉主的名義
[00:03:58.000 --> 00:04:00.000]  主就在我們中間嗎?
[00:04:00.000 --> 00:04:04.000]  沒錯!但弟兄姐妹們有沒有想到過
[00:04:04.000 --> 00:04:06.000]  每一次主在我們中間的時候
[00:04:06.000 --> 00:04:10.000]  祂是歡歡喜喜與我們同在自由的運行呢?
[00:04:10.000 --> 00:04:14.000]  還是只是無可奈何的坐在這裡呢?
[00:04:14.000 --> 00:04:16.000]  你有沒有這樣的經驗?
[00:04:16.000 --> 00:04:18.000]  有時候你被邀請去一個Party
[00:04:18.000 --> 00:04:22.000]  你是被邀請了,別人也介紹你了
[00:04:22.000 --> 00:04:24.000]  但是在整個Party當中
[00:04:24.000 --> 00:04:28.000]  大家高談過了,就是沒有一個人向你講一句話
[00:04:28.000 --> 00:04:30.000]  你就很尷尬在那裡,坐在那裡
[00:04:30.000 --> 00:04:34.000]  人在那裡,確實有點無可奈何
[00:04:34.000 --> 00:04:36.000]  同樣的,今天很多時候當我們在聚會的時候
[00:04:36.000 --> 00:04:38.000]  不也是這樣嗎?
[00:04:38.000 --> 00:04:41.000]  我們在聚會當中有我們自己的Agenda嘛
[00:04:41.000 --> 00:04:43.000]  我們有我們的節目嘛
[00:04:43.000 --> 00:04:46.000]  我們高談闊論嘛,我們忙自己的事情
[00:04:46.000 --> 00:04:48.000]  我們就很少思想到說
[00:04:48.000 --> 00:04:53.000]  主耶穌啊,你現在想說些什麼啊?
[00:04:53.000 --> 00:04:57.000]  主耶穌啊,你現在想做什麼啊?
[00:04:57.000 --> 00:04:59.000]  各位兄弟姐妹,在每一次聚會當中
[00:04:59.000 --> 00:05:00.000]  你一定要記得
[00:05:00.000 --> 00:05:04.000]  唯有主耶穌才是我們真正的主角
[00:05:04.000 --> 00:05:06.000]  不要忽略主的同在
[00:05:06.000 --> 00:05:09.000]  也永遠不要讓主坐冷板凳
[00:05:09.000 --> 00:05:11.000]  跟你媽說,永遠不要讓主坐冷板凳
[00:05:11.000 --> 00:05:13.000]  跟她說
[00:05:13.000 --> 00:05:15.000]  讓我們歡迎主的同在
[00:05:15.000 --> 00:05:17.000]  也讓敏銳主在聚會當中
[00:05:17.000 --> 00:05:20.000]  祂要說的話,祂要做的事情
[00:05:20.000 --> 00:05:23.000]  讓我再一次說,如果耶穌真的是我們的主
[00:05:23.000 --> 00:05:26.000]  那我告訴你,在每一次聚會當中
[00:05:26.000 --> 00:05:28.000]  祂一定有話要說
[00:05:28.000 --> 00:05:30.000]  祂一定有事要做
[00:05:30.000 --> 00:05:34.000]  因為我們的主是有權柄的主
[00:05:34.000 --> 00:05:35.000]  在今天在金人當中
[00:05:35.000 --> 00:05:38.000]  我們看見主有兩方面的權柄
[00:05:38.000 --> 00:05:40.000]  第一個,祂有赦罪的權柄
[00:05:40.000 --> 00:05:43.000]  金人當中祂有赦罪的權柄
[00:05:43.000 --> 00:05:46.000]  所以第五節,祂對那個貪子說
[00:05:46.000 --> 00:05:48.000]  你的罪赦了
[00:05:48.000 --> 00:05:50.000]  你知道這對當時的法律善人
[00:05:50.000 --> 00:05:53.000]  是不大容易接受的一件事情
[00:05:53.000 --> 00:05:56.000]  祂對耶穌講道沒問題
[00:05:56.000 --> 00:05:58.000]  對耶穌醫病也沒問題
[00:05:58.000 --> 00:06:02.000]  但赦罪,不是只有神才能夠赦罪嗎
[00:06:02.000 --> 00:06:03.000]  一點都不錯
[00:06:03.000 --> 00:06:06.000]  只有神才能夠赦免我們的罪
[00:06:06.000 --> 00:06:09.000]  而耶穌基督就是神的兒子
[00:06:09.000 --> 00:06:12.000]  祂就是我們無罪的救主
[00:06:12.000 --> 00:06:14.000]  而今天耶穌在我們中間
[00:06:14.000 --> 00:06:18.000]  祂仍然有赦罪的權柄
[00:06:18.000 --> 00:06:19.000]  今天當你坐在這裡
[00:06:19.000 --> 00:06:23.000]  無論你說你在怎麼樣一種罪惡的深淵當中
[00:06:23.000 --> 00:06:24.000]  聖經裡面應許我們
[00:06:24.000 --> 00:06:26.000]  只要我們謙卑我們自己
[00:06:26.000 --> 00:06:29.000]  承認我們的罪
[00:06:29.000 --> 00:06:31.000]  約翰一書第一章第九節
[00:06:31.000 --> 00:06:33.000]  我們非常熟悉因為經文怎麼說呢
[00:06:33.000 --> 00:06:34.000]  我們從來念來
[00:06:34.000 --> 00:06:36.000]  我們若認自己的罪
[00:06:36.000 --> 00:06:38.000]  神是信實的,是公義的
[00:06:38.000 --> 00:06:40.000]  必要赦免我們的罪
[00:06:40.000 --> 00:06:43.000]  洗淨我們一切的不義
[00:06:43.000 --> 00:06:46.000]  所以說只要我們承認我們的罪
[00:06:46.000 --> 00:06:49.000]  神就能夠赦免我們一切的罪
[00:06:49.000 --> 00:06:50.000]  Hallelujah
[00:06:50.000 --> 00:06:52.000]  而主的赦免一點都不是那種
[00:06:52.000 --> 00:06:55.000]  所謂記帳型的赦免
[00:06:55.000 --> 00:06:57.000]  就好像夫妻吵架的時候
[00:06:57.000 --> 00:07:00.000]  常常說這一次給我記住OK
[00:07:00.000 --> 00:07:02.000]  下次要你好看
[00:07:02.000 --> 00:07:04.000]  這是記帳型的
[00:07:04.000 --> 00:07:05.000]  No No
[00:07:05.000 --> 00:07:08.000]  主耶穌的赦免不是記帳式的
[00:07:08.000 --> 00:07:13.000]  主耶穌的赦免是圖謀式的赦免
[00:07:13.000 --> 00:07:16.000]  哥羅西書二章十四節怎麼說呢
[00:07:16.000 --> 00:07:19.000]  又圖謀了在律例上所寫
[00:07:19.000 --> 00:07:22.000]  攻擊我們有礙於我們的字句
[00:07:22.000 --> 00:07:25.000]  把它撤去定在十字架上
[00:07:25.000 --> 00:07:27.000]  Hallelujah
[00:07:27.000 --> 00:07:29.000]  什麼叫圖謀啊
[00:07:29.000 --> 00:07:32.000]  就是白紙一張
[00:07:32.000 --> 00:07:35.000]  白紙一張
[00:07:35.000 --> 00:07:38.000]  當魔鬼想要控告我們的時候
[00:07:38.000 --> 00:07:42.000]  神說一切的罪都被圖謀了
[00:07:42.000 --> 00:07:45.000]  不再紀念了
[00:07:45.000 --> 00:07:47.000]  每一次魔鬼再來控告你的時候
[00:07:47.000 --> 00:07:50.000]  你可以說魔鬼退去吧
[00:07:50.000 --> 00:07:53.000]  我的罪已經被圖謀了
[00:07:53.000 --> 00:07:54.000]  這為什麼聖經上說
[00:07:54.000 --> 00:07:57.000]  如果有人在基督裡他就是
[00:07:57.000 --> 00:07:58.000]  新造的人
[00:07:58.000 --> 00:08:00.000]  這意思就是重新創造
[00:08:00.000 --> 00:08:03.000]  白紙一張重新創造
[00:08:03.000 --> 00:08:05.000]  就是怎麼樣
[00:08:05.000 --> 00:08:09.000]  已過都過去了
[00:08:09.000 --> 00:08:11.000]  一切都要怎麼樣
[00:08:11.000 --> 00:08:13.000]  變成新的
[00:08:13.000 --> 00:08:15.000]  Hallelujah
[00:08:15.000 --> 00:08:18.000]  耶穌有赦罪的權柄
[00:08:18.000 --> 00:08:19.000]  在一個聚會當中
[00:08:19.000 --> 00:08:21.000]  主在我們中間
[00:08:21.000 --> 00:08:24.000]  我們就要經歷這種赦罪的恩典
[00:08:24.000 --> 00:08:27.000]  能夠叫我們生命得以更新的
[00:08:27.000 --> 00:08:28.000]  今天我們只要歡迎耶穌
[00:08:28.000 --> 00:08:30.000]  在我們生命當中來做主
[00:08:30.000 --> 00:08:32.000]  在小主當中來做主
[00:08:32.000 --> 00:08:34.000]  讓祂自由的運行
[00:08:34.000 --> 00:08:37.000]  主今天照樣要在你生命當中
[00:08:37.000 --> 00:08:42.000]  在小主當中帶來生命的更新
[00:08:42.000 --> 00:08:43.000]  祂有赦罪的權柄
[00:08:43.000 --> 00:08:45.000]  第二個祂有醫治的權柄
[00:08:45.000 --> 00:08:48.000]  可以講祂有醫治的權柄
[00:08:48.000 --> 00:08:50.000]  所以十一節他吩咐
[00:08:50.000 --> 00:08:51.000]  他對這個攤子說
[00:08:51.000 --> 00:08:53.000]  我吩咐你起來
[00:08:53.000 --> 00:08:55.000]  拿起你的路子走吧
[00:08:55.000 --> 00:08:58.000]  那個人就得著醫治
[00:08:58.000 --> 00:08:59.000]  你知道這是對我們今天
[00:08:59.000 --> 00:09:03.000]  現代的信徒比較難接受的事情
[00:09:03.000 --> 00:09:05.000]  我們對耶穌講到沒問題
[00:09:05.000 --> 00:09:08.000]  對耶穌能夠赦免罪也沒問題
[00:09:08.000 --> 00:09:10.000]  醫治
[00:09:10.000 --> 00:09:12.000]  真的嗎
[00:09:12.000 --> 00:09:13.000]  多少次我們的信仰
[00:09:13.000 --> 00:09:16.000]  常常被我們的理性所捆綁
[00:09:16.000 --> 00:09:17.000]  你知道嗎
[00:09:17.000 --> 00:09:18.000]  但是事實上告訴你
[00:09:18.000 --> 00:09:21.000]  我們的神是絕對合乎理性
[00:09:21.000 --> 00:09:23.000]  但神的理性卻永遠不被
[00:09:23.000 --> 00:09:27.000]  我們人的理性所限制的
[00:09:27.000 --> 00:09:28.000]  這為什麼主耶穌
[00:09:28.000 --> 00:09:29.000]  去問他們一個問題嗎
[00:09:29.000 --> 00:09:30.000]  請問你們
[00:09:30.000 --> 00:09:34.000]  要叫他起來行走容易呢
[00:09:34.000 --> 00:09:37.000]  還是要叫他罪得赦免容易呢
[00:09:37.000 --> 00:09:40.000]  請問哪一個比較容易
[00:09:40.000 --> 00:09:41.000]  我請問你
[00:09:41.000 --> 00:09:42.000]  哪個比較容易
[00:09:42.000 --> 00:09:43.000]  罪得赦免容易
[00:09:43.000 --> 00:09:44.000]  要叫他起來
[00:09:44.000 --> 00:09:45.000]  請問哪個比較容易
[00:09:45.000 --> 00:09:46.000]  我請問你
[00:09:46.000 --> 00:09:48.000]  哪個容易
[00:09:48.000 --> 00:09:49.000]  都不容易啊
[00:09:49.000 --> 00:09:51.000]  我告訴你
[00:09:51.000 --> 00:09:53.000]  但也都很容易嘛
[00:09:53.000 --> 00:09:56.000]  在神就沒有難成的事嘛
[00:09:56.000 --> 00:09:58.000]  Amen
[00:09:58.000 --> 00:09:59.000]  因為你說牧師
[00:09:59.000 --> 00:10:01.000]  但我沒有醫治的恩賜啊
[00:10:01.000 --> 00:10:02.000]  是的
[00:10:02.000 --> 00:10:03.000]  也許你沒有醫治的恩賜
[00:10:03.000 --> 00:10:05.000]  但我要提醒你
[00:10:05.000 --> 00:10:11.000]  小主卻是神一個醫治的群體
[00:10:11.000 --> 00:10:12.000]  跟你們說
[00:10:12.000 --> 00:10:15.000]  小主是神醫治的群體啊
[00:10:15.000 --> 00:10:17.000]  當我們在小主裡面
[00:10:17.000 --> 00:10:19.000]  同心合一祈求的時候
[00:10:19.000 --> 00:10:21.000]  主就應許我們
[00:10:21.000 --> 00:10:24.000]  我們在天上的父他要垂聽我們的禱告
[00:10:24.000 --> 00:10:28.000]  釋放醫治的恩高在我們中間嘛
[00:10:28.000 --> 00:10:29.000]  所以弟兄姊
[00:10:29.000 --> 00:10:31.000]  你一定要來看重主的同在
[00:10:31.000 --> 00:10:33.000]  每一次小主聚會
[00:10:33.000 --> 00:10:34.000]  不要只是忙著
[00:10:34.000 --> 00:10:35.000]  做我們要做的事情
[00:10:35.000 --> 00:10:37.000]  雖然我們要做的事情
[00:10:37.000 --> 00:10:38.000]  無論敬拜禱告
[00:10:38.000 --> 00:10:40.000]  查經都很重要
[00:10:40.000 --> 00:10:43.000]  但是更重要的事情是
[00:10:43.000 --> 00:10:47.000]  要讓主做他要做的事情嘛
[00:10:47.000 --> 00:10:48.000]  Amen
[00:10:48.000 --> 00:10:50.000]  所以小主聚會
[00:10:50.000 --> 00:10:51.000]  第一個動力的要素
[00:10:51.000 --> 00:10:53.000]  要主的同在
[00:10:53.000 --> 00:10:55.000]  第二個要素
[00:10:55.000 --> 00:10:57.000]  要有順服擺上的心智
[00:10:57.000 --> 00:11:01.000]  跟你們有順服擺上的心智
[00:11:01.000 --> 00:11:02.000]  弟兄姊
[00:11:02.000 --> 00:11:03.000]  如果你以為
[00:11:03.000 --> 00:11:04.000]  在你家小主聚會
[00:11:04.000 --> 00:11:06.000]  是一件很容易的事
[00:11:06.000 --> 00:11:07.000]  當你讀完今天的經文
[00:11:07.000 --> 00:11:10.000]  就不是這樣的看法了
[00:11:10.000 --> 00:11:11.000]  在那經文當中
[00:11:11.000 --> 00:11:12.000]  雖然沒有提到
[00:11:12.000 --> 00:11:14.000]  這個房主的主人是誰
[00:11:14.000 --> 00:11:15.000]  但這位房主
[00:11:15.000 --> 00:11:19.000]  一定是有一個順服擺上的心智的
[00:11:19.000 --> 00:11:21.000]  那天當耶穌來到加百隆
[00:11:21.000 --> 00:11:23.000]  這位主人就接待了耶穌
[00:11:23.000 --> 00:11:24.000]  就像今天
[00:11:24.000 --> 00:11:25.000]  你願意開放家庭
[00:11:25.000 --> 00:11:28.000]  讓小主在你家裡聚會一樣嗎
[00:11:28.000 --> 00:11:29.000]  我相信他也是覺得說
[00:11:29.000 --> 00:11:30.000]  這麼好的恩典
[00:11:30.000 --> 00:11:32.000]  自己獨享不好了
[00:11:32.000 --> 00:11:34.000]  開放家庭
[00:11:34.000 --> 00:11:37.000]  讓大家都來聽到主的話語吧
[00:11:37.000 --> 00:11:39.000]  沒想到消息一傳開
[00:11:39.000 --> 00:11:41.000]  一傳十 十傳百
[00:11:41.000 --> 00:11:42.000]  全城的人都聽見
[00:11:42.000 --> 00:11:45.000]  大家都搶著來看耶穌
[00:11:45.000 --> 00:11:47.000]  大家都搶著來聽耶穌的話
[00:11:47.000 --> 00:11:50.000]  哇 忽然間人山人海
[00:11:50.000 --> 00:11:51.000]  不但裡面坐滿
[00:11:51.000 --> 00:11:52.000]  外面站滿
[00:11:52.000 --> 00:11:55.000]  連門前都沒有空地
[00:11:55.000 --> 00:11:56.000]  你能夠想像這樣的聚會
[00:11:56.000 --> 00:11:58.000]  在你家裡發生嗎
[00:11:58.000 --> 00:12:01.000]  哎呀 外面的花草怎麼辦呢
[00:12:01.000 --> 00:12:02.000]  哎呀 我家的地毯
[00:12:02.000 --> 00:12:04.000]  不敢看 不敢看啊
[00:12:04.000 --> 00:12:06.000]  簡直無法想像
[00:12:06.000 --> 00:12:08.000]  本來這個主人跟我們一樣
[00:12:08.000 --> 00:12:10.000]  都很有計畫的
[00:12:10.000 --> 00:12:14.000]  早就準備好overflow的椅子了
[00:12:14.000 --> 00:12:16.000]  準備好traffic control
[00:12:16.000 --> 00:12:18.000]  什麼都準備好了
[00:12:18.000 --> 00:12:20.000]  可那天簡直是場面大亂
[00:12:20.000 --> 00:12:22.000]  人們為了起來看耶穌
[00:12:22.000 --> 00:12:25.000]  一隻大張腳就踏進來
[00:12:25.000 --> 00:12:27.000]  哇 如果這些人在享受聚會
[00:12:27.000 --> 00:12:29.000]  我相信這個主人從頭到尾
[00:12:29.000 --> 00:12:32.000]  都是忍受聚會 我告訴你
[00:12:32.000 --> 00:12:33.000]  這就算了
[00:12:33.000 --> 00:12:35.000]  沒想到聚會的一半
[00:12:35.000 --> 00:12:39.000]  還有人拆屋頂啊 天啊
[00:12:39.000 --> 00:12:42.000]  有人看見四面的人擠不進來
[00:12:42.000 --> 00:12:43.000]  就乾脆爬上屋頂
[00:12:43.000 --> 00:12:45.000]  拆了屋頂啊
[00:12:45.000 --> 00:12:47.000]  要從空上降下來聚會
[00:12:47.000 --> 00:12:48.000]  哇 我真的不知道
[00:12:48.000 --> 00:12:50.000]  那個主人那天出了何感想啊
[00:12:50.000 --> 00:12:52.000]  如果說換了你在你家小組聚會
[00:12:52.000 --> 00:12:54.000]  聚會一半 有人拆屋頂啊
[00:12:54.000 --> 00:12:56.000]  你會怎麼辦
[00:12:56.000 --> 00:13:00.000]  啊 主啊 這我百萬房子啊
[00:13:00.000 --> 00:13:05.000]  30年貸款啊
[00:13:05.000 --> 00:13:09.000]  我雖然有願意開放家庭的心智
[00:13:09.000 --> 00:13:12.000]  但這還是太過分了
[00:13:12.000 --> 00:13:16.000]  這畢竟是我的家 不要搞錯
[00:13:16.000 --> 00:13:20.000]  我的家
[00:13:20.000 --> 00:13:22.000]  當然我們講這句話的時候
[00:13:22.000 --> 00:13:23.000]  我們已經忘記了
[00:13:23.000 --> 00:13:25.000]  我們在牆壁上已經掛了多年
[00:13:25.000 --> 00:13:26.000]  一個非常美麗的裝飾
[00:13:26.000 --> 00:13:28.000]  基督是我家之主
[00:13:28.000 --> 00:13:34.000]  都忘記了
[00:13:34.000 --> 00:13:38.000]  第二點 基督真的是你家之主嗎
[00:13:38.000 --> 00:13:39.000]  我的意思不是說
[00:13:39.000 --> 00:13:41.000]  主要拆你家房頂 放心
[00:13:41.000 --> 00:13:43.000]  不要說不敢 不敢開房
[00:13:43.000 --> 00:13:46.000]  我的意思真的是說
[00:13:46.000 --> 00:13:50.000]  基督真的是你家之主嗎
[00:13:50.000 --> 00:13:53.000]  基督真的是你小組的主嗎
[00:13:53.000 --> 00:13:54.000]  我告訴你
[00:13:54.000 --> 00:13:56.000]  今天如果在你的生命當中
[00:13:56.000 --> 00:13:59.000]  你沒有一個順服的心智
[00:13:59.000 --> 00:14:00.000]  如果在你生命當中
[00:14:00.000 --> 00:14:02.000]  沒有一個擺上的心智
[00:14:02.000 --> 00:14:06.000]  我告訴你很多事情都很難做的了
[00:14:06.000 --> 00:14:08.000]  連開放家庭聚會都很難
[00:14:08.000 --> 00:14:10.000]  我告訴你
[00:14:10.000 --> 00:14:15.000]  你一定要有一個順服擺上的心智
[00:14:15.000 --> 00:14:19.000]  第三個要素 要同心合意的信心
[00:14:19.000 --> 00:14:23.000]  跟你朋友有同心合意的信心
[00:14:23.000 --> 00:14:24.000]  在這裡我們看見
[00:14:24.000 --> 00:14:25.000]  聚會聚到一半
[00:14:25.000 --> 00:14:28.000]  有四個人把這個攤子抬來
[00:14:28.000 --> 00:14:31.000]  拆了屋頂把它放下來
[00:14:31.000 --> 00:14:35.000]  第五節 記載一個非常有意思的話語
[00:14:35.000 --> 00:14:37.000]  通常耶穌醫治病人
[00:14:37.000 --> 00:14:39.000]  耶穌常常對病人說一句話
[00:14:39.000 --> 00:14:42.000]  因為你的信心救了你
[00:14:42.000 --> 00:14:43.000]  祂對病人說
[00:14:43.000 --> 00:14:46.000]  因著你的信救了你
[00:14:46.000 --> 00:14:49.000]  但這一次耶穌卻沒有這樣子說
[00:14:49.000 --> 00:14:51.000]  第五節我們看見的是
[00:14:51.000 --> 00:14:54.000]  耶穌是因為看見他們的信心
[00:14:54.000 --> 00:14:57.000]  請問誰是他們
[00:14:57.000 --> 00:14:59.000]  是那四個人
[00:14:59.000 --> 00:15:03.000]  這裡講到耶穌是看見這四個人的信心
[00:15:03.000 --> 00:15:05.000]  然後對這個攤子說
[00:15:05.000 --> 00:15:08.000]  你的罪赦了
[00:15:08.000 --> 00:15:11.000]  是因為這四個人的信心
[00:15:11.000 --> 00:15:15.000]  這個攤子得到醫治 得到拯救
[00:15:15.000 --> 00:15:16.000]  感謝神
[00:15:16.000 --> 00:15:19.000]  祢可知道神今天可以因著我們的信心
[00:15:19.000 --> 00:15:23.000]  來拯救我們身旁周圍的人嗎
[00:15:23.000 --> 00:15:26.000]  我們就看見這四個人的信心
[00:15:26.000 --> 00:15:28.000]  不但是對主的信心
[00:15:28.000 --> 00:15:31.000]  他們相信主能夠拯救 主能夠醫治
[00:15:31.000 --> 00:15:34.000]  這四個人的信心更是我看見在這裡
[00:15:34.000 --> 00:15:38.000]  我叫做突破困難的信心
[00:15:38.000 --> 00:15:39.000]  你想想看那四個人
[00:15:39.000 --> 00:15:41.000]  抬著個攤子來到這個家門口
[00:15:41.000 --> 00:15:43.000]  那個真是水洩不通
[00:15:43.000 --> 00:15:45.000]  沒辦法擠進去
[00:15:45.000 --> 00:15:48.000]  換了我們可能就會說抱歉了
[00:15:48.000 --> 00:15:50.000]  我們已經都盡力了
[00:15:50.000 --> 00:15:52.000]  下次有機會再來吧
[00:15:52.000 --> 00:15:54.000]  沒辦法進去 沒辦法
[00:15:54.000 --> 00:15:57.000]  但這四個人沒有被停下來
[00:15:57.000 --> 00:16:01.000]  他們一點沒有因為挫折困難就被攔阻
[00:16:01.000 --> 00:16:03.000]  我相信他們心中一定有個禱告
[00:16:03.000 --> 00:16:06.000]  主一定有個神蹟為我預備的
[00:16:06.000 --> 00:16:10.000]  所以當他們看見房子四圍都擠滿人
[00:16:10.000 --> 00:16:14.000]  可是抬頭一看屋頂上沒人
[00:16:14.000 --> 00:16:16.000]  套出門屋頂沒人
[00:16:16.000 --> 00:16:17.000]  上屋頂吧
[00:16:17.000 --> 00:16:19.000]  一上了屋頂 拆了房頂
[00:16:19.000 --> 00:16:21.000]  把這個攤子放下
[00:16:21.000 --> 00:16:24.000]  一放下來正好在耶穌腳前
[00:16:24.000 --> 00:16:28.000]  你看perfect seat最好的一個位置
[00:16:28.000 --> 00:16:31.000]  一放下來就在耶穌腳前
[00:16:31.000 --> 00:16:36.000]  難怪耶穌說這四個人是有信心的人
[00:16:36.000 --> 00:16:39.000]  他們的信心不是單單存在心裡的信心
[00:16:39.000 --> 00:16:43.000]  他們是同心合一的信心
[00:16:43.000 --> 00:16:46.000]  帶著同心合一的行動
[00:16:46.000 --> 00:16:49.000]  我就想今天在我們小組的事工上
[00:16:49.000 --> 00:16:53.000]  我們也求主給我們這樣一種突破困難的信心
[00:16:53.000 --> 00:16:56.000]  來向左向右來擴展
[00:16:56.000 --> 00:16:59.000]  今天在我們小組事工上面對很大的瓶頸
[00:16:59.000 --> 00:17:02.000]  那是小組好像分子不出去
[00:17:02.000 --> 00:17:08.000]  我發現小組在分職的事情上面對兩個很大的困難
[00:17:08.000 --> 00:17:11.000]  首先第一個困難就在人的情感上
[00:17:11.000 --> 00:17:14.000]  因為大家都習慣在一起聚會了
[00:17:14.000 --> 00:17:18.000]  現在要分開那種感覺是難捨難分
[00:17:18.000 --> 00:17:20.000]  而且誰要分職出去
[00:17:20.000 --> 00:17:23.000]  誰分誰留都有點傷感情的事情
[00:17:23.000 --> 00:17:27.000]  第二方面就是小組長的產生
[00:17:27.000 --> 00:17:29.000]  每次在分職的時候最大的難處
[00:17:29.000 --> 00:17:31.000]  沒有新的小組長願意出來
[00:17:31.000 --> 00:17:34.000]  其實倒不是沒有願作的心
[00:17:34.000 --> 00:17:37.000]  多半的原因都覺得任重道遠
[00:17:37.000 --> 00:17:39.000]  恐怕自己沒有能力承擔
[00:17:39.000 --> 00:17:41.000]  倒不是不願意
[00:17:41.000 --> 00:17:44.000]  倒是覺得自己可能沒有辦法承擔
[00:17:44.000 --> 00:17:47.000]  但今天教會如果要繼續成長下去
[00:17:47.000 --> 00:17:50.000]  我們一定需要更多的小組被建立起來
[00:17:50.000 --> 00:17:52.000]  那怎麼辦呢
[00:17:52.000 --> 00:17:56.000]  其實幾年前神就給我們一個理念
[00:17:56.000 --> 00:18:00.000]  就是拆敗拓殖來建立小組的理念
[00:18:00.000 --> 00:18:03.000]  拆敗拓殖來建立小組
[00:18:03.000 --> 00:18:04.000]  換句話說
[00:18:04.000 --> 00:18:10.000]  我們不需要等到小組成長到一個難捨難分的地步的時候
[00:18:10.000 --> 00:18:12.000]  才想來分職嗎
[00:18:12.000 --> 00:18:17.000]  任何時候只要兩三個家庭有負擔成立新的小組
[00:18:17.000 --> 00:18:20.000]  小組長跟區務就可以祝福他們
