
[00:00:00.000 --> 00:00:01.000]  過年
[00:11:27.760 --> 00:11:30.760]  一個謙卑感恩的心充滿他
[00:11:30.760 --> 00:11:33.760]  其實他是很聰明的 他會禱告
[00:11:33.760 --> 00:11:36.760]  我不知道他是不是像我們學過什麼
[00:11:36.760 --> 00:11:39.760]  查經 讀很多書 不一定
[00:11:39.760 --> 00:11:42.760]  他們是根據口傳 或者是由神普遍的恩典
[00:11:42.760 --> 00:11:45.760]  從人生經驗當中 他就是這樣
[00:11:45.760 --> 00:11:48.760]  至少要這樣禱告
[00:11:48.760 --> 00:11:51.760]  第三點就是他真正的呼求
[00:11:51.760 --> 00:11:54.760]  他真正的需要 求你救我
[00:11:54.760 --> 00:11:57.760]  脫離我哥哥的手
[00:11:57.760 --> 00:12:00.760]  脫離姨嫂的手
[00:12:00.760 --> 00:12:03.760]  我哥哥的手
[00:12:03.760 --> 00:12:06.760]  再講準確一點 具體一點 我哥哥的手
[00:12:06.760 --> 00:12:09.760]  在這兩大章經文裡面
[00:12:09.760 --> 00:12:12.760]  他對哥哥談話的時候
[00:12:12.760 --> 00:12:15.760]  他不講哥哥 他講
[00:12:15.760 --> 00:12:18.760]  主 我是你的僕人
[00:12:18.760 --> 00:12:21.760]  有五字這麼多 他跟僕人講話的時候
[00:12:21.760 --> 00:12:24.760]  講我的哥哥
[00:12:24.760 --> 00:12:27.760]  他跟神禱告講話的時候
[00:12:27.760 --> 00:12:30.760]  講我哥哥 姨嫂
[00:12:30.760 --> 00:12:33.760]  為什麼呢 因為我怕
[00:12:33.760 --> 00:12:36.760]  他來殺我
[00:12:36.760 --> 00:12:39.760]  痛不痛苦
[00:12:39.760 --> 00:12:42.760]  怕有人殺你
[00:12:42.760 --> 00:12:45.760]  而那個人是被你傷害過
[00:12:45.760 --> 00:12:48.760]  連母親和兒女都不放過
[00:12:48.760 --> 00:12:51.760]  這是更怕的
[00:12:51.760 --> 00:12:54.760]  當年他所犯下的事情
[00:12:54.760 --> 00:12:57.760]  在他現在的心中 良智當中
[00:12:57.760 --> 00:13:00.760]  良心當中
[00:13:00.760 --> 00:13:03.760]  足夠可以這樣禱告
[00:13:03.760 --> 00:13:06.760]  就是哥哥不但殺死他
[00:13:06.760 --> 00:13:09.760]  還殺死他的兒女 完全滅絕
[00:13:09.760 --> 00:13:12.760]  所以那個過往
[00:13:12.760 --> 00:13:15.760]  那個往事對他來講 是非常黑暗的
[00:13:15.760 --> 00:13:18.760]  一件事情 他現在要面對
[00:13:18.760 --> 00:13:21.760]  要搏鬥
[00:13:21.760 --> 00:13:24.760]  結束這個禱告的時候 再講
[00:13:24.760 --> 00:13:27.760]  神啊你曾說 我必厚待你
[00:13:27.760 --> 00:13:30.760]  使你的厚意
[00:13:30.760 --> 00:13:33.760]  如海邊的沙
[00:13:33.760 --> 00:13:36.760]  多得不可勝數
[00:13:36.760 --> 00:13:39.760]  一頭一尾 他相信神的應許
[00:13:39.760 --> 00:13:42.760]  抓住神的話 現在回家鄉
[00:13:42.760 --> 00:13:45.760]  很長的一段時間
[00:13:45.760 --> 00:13:48.760]  我們可以做一個普通的推算
[00:13:48.760 --> 00:13:51.760]  這麼一大隊人
[00:13:51.760 --> 00:13:54.760]  各個帶著400個人
[00:13:54.760 --> 00:13:57.760]  從以東地往北
[00:13:57.760 --> 00:14:00.760]  來到約旦河東岸
[00:14:00.760 --> 00:14:03.760]  那一個地區
[00:14:03.760 --> 00:14:06.760]  來見他
[00:14:06.760 --> 00:14:09.760]  生死存亡的禱告
[00:14:09.760 --> 00:14:12.760]  禱告是什麼
[00:14:12.760 --> 00:14:15.760]  我們平時當然
[00:14:15.760 --> 00:14:18.760]  都可以跟神講話 都有禱告
[00:14:18.760 --> 00:14:21.760]  但是真情的禱告 有一個特點
[00:14:21.760 --> 00:14:24.760]  就是 落入
[00:14:24.760 --> 00:14:27.760]  無助當中
[00:14:27.760 --> 00:14:30.760]  絕境當中
[00:14:30.760 --> 00:14:33.760]  絕境不是我講的
[00:14:33.760 --> 00:14:36.760]  有一位解釋創世紀的
[00:14:36.760 --> 00:14:39.760]  解經家 他說 其實
[00:14:39.760 --> 00:14:42.760]  現在這一刻的雅各 沒有地方可以走
[00:14:42.760 --> 00:14:45.760]  後面是他的岳父 他的舅舅
[00:14:45.760 --> 00:14:48.760]  他已經從他那裡
[00:14:48.760 --> 00:14:51.760]  偷偷的離開了
[00:14:51.760 --> 00:14:54.760]  不辭而別 因為他受了痛苦
[00:14:54.760 --> 00:14:57.760]  開始改變他的工資
[00:14:57.760 --> 00:15:00.760]  其實不是兩次 對不起 我講錯了
[00:15:00.760 --> 00:15:03.760]  兩次記載改變他的工資
[00:15:03.760 --> 00:15:06.760]  十次 他是被他舅舅
[00:15:06.760 --> 00:15:09.760]  欺壓的
[00:15:09.760 --> 00:15:12.760]  廣東話說 剝削
[00:15:12.760 --> 00:15:15.760]  剝削 普通話我還一時想不起來
[00:15:15.760 --> 00:15:18.760]  對 就是剝削的
[00:15:18.760 --> 00:15:21.760]  所以他約好他的妻子
[00:15:21.760 --> 00:15:24.760]  跟使女們 偷偷的離開
[00:15:24.760 --> 00:15:27.760]  最後被他岳父發現 那是三十一章
[00:15:27.760 --> 00:15:30.760]  然後他岳父說 好 我讓你走
[00:15:30.760 --> 00:15:33.760]  他們立約 和平的離開
[00:15:33.760 --> 00:15:36.760]  現在前面來四百人 是哥哥帶著的人
[00:15:36.760 --> 00:15:39.760]  他前後 他的處境
[00:15:39.760 --> 00:15:42.760]  成了一個絕境
[00:15:42.760 --> 00:15:45.760]  這一位 寫禱告的
[00:15:45.760 --> 00:15:48.760]  作家 我是在網上看
[00:15:48.760 --> 00:15:51.760]  他的分享 介紹這段
[00:15:51.760 --> 00:15:54.760]  他說 祈禱與無助
[00:15:54.760 --> 00:15:57.760]  是不可分割的
[00:15:57.760 --> 00:16:00.760]  只有那些無助的人
[00:16:00.760 --> 00:16:03.760]  才能真正的祈禱
[00:16:03.760 --> 00:16:06.760]  當然 我們能夠做的事情
[00:16:06.760 --> 00:16:09.760]  要讀書 我們讀書 就是求神憐憫我們
[00:16:09.760 --> 00:16:12.760]  給我們智慧聰明 我們要勤勞
[00:16:12.760 --> 00:16:15.760]  要有規律 做我們應該做的事情
[00:16:15.760 --> 00:16:18.760]  人所能做的事情 到了一個極限
[00:16:18.760 --> 00:16:21.760]  你發現 沒有幫助了
[00:16:21.760 --> 00:16:24.760]  現在的雅各
[00:16:24.760 --> 00:16:27.760]  就是進入絕境當中
[00:16:27.760 --> 00:16:30.760]  他不怕 所以第一個
[00:16:30.760 --> 00:16:33.760]  雅各的搏鬥 是跟自己的懼怕
[00:16:33.760 --> 00:16:36.760]  跟憂愁 如果懼怕
[00:16:36.760 --> 00:16:39.760]  不愁煩 不要緊 很快就過去了
[00:16:39.760 --> 00:16:42.760]  把晚上怕黑 燈點回來了
[00:16:42.760 --> 00:16:45.760]  亮了 就不怕了 但是那個懼怕
[00:16:45.760 --> 00:16:48.760]  使你愁煩 無論是經濟問題
[00:16:48.760 --> 00:16:51.760]  健康問題
[00:16:51.760 --> 00:16:54.760]  有的時候 健康問題你不怕 家人怕
[00:16:54.760 --> 00:16:57.760]  我上個月
[00:16:57.760 --> 00:17:00.760]  神給我一個很好的經歷
[00:17:00.760 --> 00:17:03.760]  突然間 我醒過來的時候 我在醫院
[00:17:03.760 --> 00:17:06.760]  要觀察48個小時
[00:17:06.760 --> 00:17:09.760]  當然我恢復過來了 我康復 我不怕
[00:17:09.760 --> 00:17:12.760]  但是家人害怕 為了他們
[00:17:12.760 --> 00:17:15.760]  我要採取一些動作
[00:17:15.760 --> 00:17:18.760]  疾病 是我們不能完全控制
[00:17:18.760 --> 00:17:21.760]  我有一個好朋友
[00:17:21.760 --> 00:17:24.760]  他跟我一起吃飯 告訴我
[00:17:24.760 --> 00:17:27.760]  剛剛這個禮拜四下午
[00:17:27.760 --> 00:17:30.760]  他的朋友很年輕 退休了
[00:17:30.760 --> 00:17:33.760]  算是年輕的 突然間中風
[00:17:33.760 --> 00:17:36.760]  但自己不知道
[00:17:36.760 --> 00:17:39.760]  怎麼會弄髒
[00:17:39.760 --> 00:17:42.760]  動作不是那麼準確
[00:17:42.760 --> 00:17:45.760]  他不知道弄髒了 怎麼會這樣
[00:17:45.760 --> 00:17:48.760]  到晚上要去洗手間的時候 倒下
[00:17:48.760 --> 00:17:51.760]  這是第二次的洩露
[00:17:51.760 --> 00:17:54.760]  然後去醫院 醫院說你中風了
[00:17:54.760 --> 00:17:57.760]  他的妻子沒有心理準備
[00:17:57.760 --> 00:18:00.760]  他自己也沒有長期的吃藥
[00:18:00.760 --> 00:18:03.760]  像這類的事情 來到的時候就來到了
[00:18:03.760 --> 00:18:06.760]  他的懼怕背後帶著憂愁
[00:18:06.760 --> 00:18:09.760]  那是很痛苦的
[00:18:09.760 --> 00:18:12.760]  現在他聽到有人來了
[00:18:12.760 --> 00:18:15.760]  是哥哥帶著400個人
[00:18:15.760 --> 00:18:18.760]  400個人相當多 你記不記得
[00:18:18.760 --> 00:18:21.760]  亞伯拉罕為了救他的侄子
[00:18:21.760 --> 00:18:24.760]  帶著兵馬 聖經說318個壯丁
[00:18:24.760 --> 00:18:27.760]  去把羅德救出來
[00:18:27.760 --> 00:18:30.760]  救出來有一個跟他打仗的人的名字
[00:18:30.760 --> 00:18:33.760]  還有當地的王 那個王那個字
[00:18:33.760 --> 00:18:36.760]  中文聖經看不出來 你看英文聖經
[00:18:36.760 --> 00:18:39.760]  他是複數 是King後面有個S
[00:18:39.760 --> 00:18:42.760]  所以亞伯拉罕是帶318個人
[00:18:42.760 --> 00:18:45.760]  出去救人
[00:18:45.760 --> 00:18:48.760]  現在他的哥哥是帶了比這個更多的400個人
[00:18:48.760 --> 00:18:51.760]  那個威力比他的爺爺當年打仗更大
[00:18:51.760 --> 00:18:54.760]  他禱告
[00:18:54.760 --> 00:18:57.760]  神啊 求你救我 因為我怕我哥哥
[00:18:57.760 --> 00:19:00.760]  報仇殺我
[00:19:00.760 --> 00:19:03.760]  哥哥有足夠的理由
[00:19:03.760 --> 00:19:06.760]  而且把我的妻子
[00:19:06.760 --> 00:19:09.760]  跟兒女全部毀滅
[00:19:09.760 --> 00:19:12.760]  禱告完了後繼續走
[00:19:12.760 --> 00:19:15.760]  他把他的隊伍 這麼多的人馬
[00:19:15.760 --> 00:19:18.760]  分開 中間隔離
[00:19:18.760 --> 00:19:21.760]  然後抽出500多隻
[00:19:21.760 --> 00:19:24.760]  牛 羊 駱駝
[00:19:24.760 --> 00:19:27.760]  送給他哥哥做禮物
[00:19:27.760 --> 00:19:30.760]  半夜他們都過去了
[00:19:30.760 --> 00:19:33.760]  聖經說只剩下他一個人過去
[00:19:33.760 --> 00:19:36.760]  只剩下雅各一個人
[00:19:36.760 --> 00:19:39.760]  這個時候面對一個 這段經文是
[00:19:39.760 --> 00:19:42.760]  很難解釋的 但是他回味又無窮的
[00:19:42.760 --> 00:19:45.760]  這裡我們說他要與
[00:19:45.760 --> 00:19:48.760]  不尋常的一個神秘的人
[00:19:48.760 --> 00:19:51.760]  搏鬥 那個人不讓他過去
[00:19:51.760 --> 00:19:54.760]  當然他們晚上沒有燈
[00:19:54.760 --> 00:19:57.760]  如果有月亮可能能夠看到 如果沒有月亮
[00:19:57.760 --> 00:20:00.760]  就是在黑夜跟一個人搏鬥
[00:20:00.760 --> 00:20:03.760]  一直到黎明
[00:20:03.760 --> 00:20:06.760]  摔角搏鬥到黎明的時候
[00:20:06.760 --> 00:20:09.760]  那人說天快亮了 讓我走吧
[00:20:09.760 --> 00:20:12.760]  雅各要什麼
[00:20:12.760 --> 00:20:15.760]  講條件 如果你講條件
[00:20:15.760 --> 00:20:18.760]  你快贏了 那個人會放我走
[00:20:18.760 --> 00:20:21.760]  雅各說你不給我
[00:20:21.760 --> 00:20:24.760]  祝福我就不讓你走
[00:20:24.760 --> 00:20:27.760]  死財者
[00:20:27.760 --> 00:20:30.760]  死財爛打
[00:20:30.760 --> 00:20:33.760]  那個人就講一句話
[00:20:33.760 --> 00:20:36.760]  你叫什麼名字
[00:20:36.760 --> 00:20:39.760]  今天就是你把身份證拿來我看一下
[00:20:39.760 --> 00:20:42.760]  然後他說我叫雅各
[00:20:42.760 --> 00:20:45.760]  那個人說你改名字
[00:20:45.760 --> 00:20:48.760]  你色裂
[00:20:48.760 --> 00:20:51.760]  那他也問你叫什麼名字
