
[00:00:00.000 --> 00:00:04.360]  親愛的弟兄姐妹朋友們,非常高興再次能夠進到你的家中,
[00:02:42.060 --> 00:02:46.060]  猶太人一般上有這樣一個錯誤的見解。
[00:02:46.060 --> 00:02:53.260]  所有不幸的事情,他們都會把它歸納成是神對人特殊罪惡的懲罰。
[00:02:53.260 --> 00:03:00.460]  特別是有天生的慘狀,他們會說是嬰孩在母婦當中所犯的錯,
[00:03:00.460 --> 00:03:05.560]  或者是父母所犯的過錯導致嬰孩受罪。
[00:03:05.560 --> 00:03:08.160]  所以耶穌基督直接了當地第二個觀察,
[00:03:08.160 --> 00:03:12.660]  直接了當地就糾正了他們錯誤的這樣一個見解,
[00:03:12.660 --> 00:03:20.860]  給他們第三個選擇,爲要彰顯神的作爲來。
[00:03:20.860 --> 00:03:22.760]  因此今天早上我們一起來思想,
[00:03:22.760 --> 00:03:28.760]  我們怎樣能夠在患難當中讓耶穌成爲我們的盼望。
[00:03:28.760 --> 00:03:30.660]  我們從三方面來思想。
[00:03:30.660 --> 00:03:34.960]  首先我們要明白在患難中神的心意。
[00:03:34.960 --> 00:03:39.760]  來,我們告訴我們自己來,要明白神在患難中的心意。
[00:03:39.760 --> 00:03:43.960]  要明白在患難中神的心意。
[00:03:43.960 --> 00:03:48.960]  很多時候當我們面對患難的時候,我們最想知道的是爲什麼?
[00:03:48.960 --> 00:03:51.160]  爲什麼會有這個患難臨到我?
[00:03:51.160 --> 00:03:55.060]  爲什麼會有這個患難臨到這個世界呢?
[00:03:55.060 --> 00:03:58.660]  就跟到底,我想大概可能會有兩個原因。
[00:03:58.660 --> 00:04:01.960]  第一個原因是人爲所造成的。
[00:04:01.960 --> 00:04:07.660]  無論是天災或者人禍,第一個可能的原因是人爲所造成的。
[00:04:07.660 --> 00:04:09.960]  因爲自從亞當·夏娃犯罪以後,
[00:04:09.960 --> 00:04:14.660]  我們都生活在充滿罪人還有罪惡的世界裏面,
[00:04:14.660 --> 00:04:17.960]  我們大家都受罪的連累。
[00:04:17.960 --> 00:04:21.460]  比如說,醉酒開車撞死了人,
[00:04:21.460 --> 00:04:24.460]  或者是我們沒有好好照顧我們所居住的環境,
[00:04:24.460 --> 00:04:29.560]  造成空氣環境的污染,導致許多的疾病的蔓延,
[00:04:29.560 --> 00:04:36.160]  或者是有人沒有好好的居家隔離,使新冠病毒繼續的蔓延。
[00:04:36.160 --> 00:04:41.160]  第一個原因是因爲我們人活在這個罪惡的世界,充滿罪人的裏面。
[00:04:41.160 --> 00:04:43.160]  第二個可能原因是什麼呢?
[00:04:43.160 --> 00:04:49.960]  第二個可能原因是神會使用這些患難甚至災難來懲罰地上的惡人。
[00:04:49.960 --> 00:04:51.460]  爲什麼會如此說呢?
[00:04:51.460 --> 00:04:54.260]  這裏有兩個非常明顯的例子。
[00:04:54.260 --> 00:04:56.860]  挪婭的時代,因爲地上充滿了惡人,
[00:04:56.860 --> 00:05:01.260]  所以神就打開天空,洪水降下來,滅了地上,
[00:05:01.260 --> 00:05:05.260]  但是所有這些不跟從挪婭的人。
[00:05:05.260 --> 00:05:06.760]  第二個例子就是,
[00:05:06.760 --> 00:05:16.060]  神降下流寒餘火,毀滅了當時充滿罪惡的俄摩拉和索多瑪城。
[00:05:16.060 --> 00:05:21.260]  所以這兩個城市都是充滿罪惡,所以神降下流寒餘火,滅了這兩個城市。
[00:05:21.260 --> 00:05:26.560]  那你說牧師,到底新冠狀病毒是屬於哪一個原因呢?
[00:05:26.560 --> 00:05:29.260]  答案是,我不知道。
[00:05:29.260 --> 00:05:30.460]  我不知道!
[00:05:30.460 --> 00:05:34.460]  當然這些病毒發生的時候,大家都會互相指責,
[00:05:34.460 --> 00:05:38.360]  你指責的事是我來的,他指責的事是由他來的。
[00:05:38.360 --> 00:05:43.160]  因此,大家彼此在那裏的爭論,到底這個病毒的來源是在哪裏呢?
[00:05:43.160 --> 00:05:46.360]  坦白說,我不知道!
[00:05:46.360 --> 00:05:48.660]  但是有一件事情我們可以知道的是,
[00:05:48.660 --> 00:05:53.160]  我們來思想神在患難中,祂的心意是什麼?
[00:05:53.160 --> 00:05:56.260]  在患難中,到底神要做什麼事情?
[00:05:56.260 --> 00:06:01.260]  我們想想看,其實患難在某些程度上來說,對我們是有益的。
[00:06:01.260 --> 00:06:03.660]  患難是對你是有益的。
[00:06:03.660 --> 00:06:05.760]  患難對你是有益,我們怎麼說呢?
[00:06:05.760 --> 00:06:09.960]  想想看,這一次這麼漫長的疫情,
[00:06:09.960 --> 00:06:12.760]  讓我們再一次有機會停下腳步,
[00:06:12.760 --> 00:06:17.060]  首先來思想,我們人生中最重要的是什麼?
[00:06:17.060 --> 00:06:21.160]  我們重新把我們的焦點放在正確的位置上,
[00:06:21.160 --> 00:06:23.860]  我們重新調整我們的焦點,
[00:06:23.860 --> 00:06:28.260]  在這漫長的疫情裏面,我們再一次也能夠停下腳步,
[00:06:28.260 --> 00:06:33.260]  來思想,來親近神,來尋求神的心意,
[00:06:33.260 --> 00:06:36.460]  重新調整我們生活的步伐。
[00:06:36.460 --> 00:06:40.660]  同樣的,在這個疫情當中,我們再一次也來思想,
[00:06:40.660 --> 00:06:44.360]  到底在這個疫情當中,我們可以做什麼?
[00:06:44.360 --> 00:06:47.460]  因此我們來到神的面前的時候,我們知道是其實,
[00:06:47.460 --> 00:06:50.060]  患難有時候對我們是有益的。
[00:06:50.060 --> 00:06:53.060]  當我們把我們的眼目放在環境中的時候,
[00:06:53.060 --> 00:06:56.260]  看到這次疫情的時候,我們的結果是什麼?
[00:06:56.260 --> 00:07:02.460]  我們就會恐懼、害怕,我們就會緊張,我們就會慌張,
[00:07:02.460 --> 00:07:07.860]  我們就會因此而憂鬱,甚至我們得了重病。
[00:07:07.860 --> 00:07:10.860]  如果我們把我們的眼目轉移到神的身上,
[00:07:10.860 --> 00:07:14.760]  我們看見神在這樣的一個患難當中要做什麼的時候,
[00:07:14.760 --> 00:07:19.760]  我們再一次能夠看見神的心意如何向我們來彰顯。
[00:07:19.760 --> 00:07:23.060]  其實當初第四集的教會,
[00:07:23.060 --> 00:07:26.460]  當雅各耶穌的兄弟寫信給當初的教會的時候,
[00:07:26.460 --> 00:07:31.260]  就告訴他們,其實患難是要來鍛鍊他們生命的一個品格。
[00:07:31.260 --> 00:07:34.460]  我們來看看雅各書第一章的第二節。
[00:07:34.460 --> 00:07:35.660]  第一章第二節這裏說,
[00:07:35.660 --> 00:07:42.260]  "我的弟兄們,你們若在百般失戀中,都要以爲大喜了。"
[00:07:42.260 --> 00:07:46.960]  你說怎麼能夠在百般的失戀中以爲大喜了呢?
[00:07:46.960 --> 00:07:49.960]  原來這些失戀幫助你忍耐啊。
[00:07:49.960 --> 00:07:51.360]  第四節說什麼呢?
[00:07:51.360 --> 00:07:58.560]  "忍耐也當成功,使你們成全晚輩毫無缺陷。"
[00:07:58.560 --> 00:08:02.860]  換句話說,當這些信徒落在百般的失戀當中,
[00:08:02.860 --> 00:08:07.160]  可能所講的失戀是當時他們所受到的宗教的逼迫,
[00:08:07.160 --> 00:08:10.860]  他們沒有很多的自由來敬拜、讚美他們的主。
[00:08:10.860 --> 00:08:13.860]  在這樣一個逼迫患難的環境當中,
[00:08:13.860 --> 00:08:16.160]  雅各說,你們要以爲大喜了。
[00:08:16.160 --> 00:08:19.160]  因爲經過這樣一個百般的失戀之後,
[00:08:19.160 --> 00:08:21.760]  你們的品格被塑造起來,
[00:08:21.760 --> 00:08:23.960]  你們的生命更加的成熟,
[00:08:23.960 --> 00:08:26.960]  你們的信心更加的堅定。
[00:08:26.960 --> 00:08:31.060]  不但耶穌的兄弟雅各如此說,
[00:08:31.060 --> 00:08:36.460]  大使徒彼得也是如此勸告當時散佈在小雅西亞一帶的信徒。
[00:08:36.460 --> 00:08:40.460]  我們來看看彼得前書第四章第十二節、十三節。
[00:08:40.460 --> 00:08:42.360]  彼得說,"親愛的弟兄啊!
[00:08:42.360 --> 00:08:47.560]  有火烈的失戀臨到你們。"哇!這個失戀是非常非常可怕的!
[00:08:47.560 --> 00:08:49.860]  "火一般的失戀臨到你們。
[00:08:49.860 --> 00:08:55.160]  不要以爲奇怪,似乎是遭遇非常的事情。"
[00:08:55.160 --> 00:08:58.360]  換句話說,你不要以爲說,爲什麼這個事情臨到我?
[00:08:58.360 --> 00:09:03.360]  乃是以什麼?一個平常的心來看待這些火一般的失戀。
[00:09:03.360 --> 00:09:04.860]  爲什麼呢?第十三節說,
[00:09:04.860 --> 00:09:10.160]  "道要歡喜,因爲你們是與基督一同受苦,
[00:09:10.160 --> 00:09:16.760]  使你們在祂榮耀顯現的時候也可以歡喜快樂。"
[00:09:16.760 --> 00:09:21.060]  同樣的,跟雅各所講的一樣,要歡喜啊!
[00:09:21.060 --> 00:09:25.760]  爲什麼在耶穌基督榮耀顯現的時候,你們可以歡喜快樂?
[00:09:25.760 --> 00:09:29.360]  因爲你們是與耶穌基督一同受苦。
[00:09:29.360 --> 00:09:33.460]  所以從彼得、從雅各的書信裏面我們可以看見,
[00:09:33.460 --> 00:09:37.060]  其實患難對我們是有益的。
[00:09:37.060 --> 00:09:41.760]  患難讓我們重新思想,讓我們重新調整我們的腳步,
[00:09:41.760 --> 00:09:43.960]  重新調整我們的期望。
[00:09:43.960 --> 00:09:48.560]  再一次,把我們的焦點不放在我們所看到的環境,
[00:09:48.560 --> 00:09:53.760]  而是把我們的焦點放在我們的主耶穌基督身上。
[00:09:53.760 --> 00:10:00.160]  但是有種苦是你不想要有的,那是自討苦喫,白白的受苦。
[00:10:00.160 --> 00:10:03.360]  所以在彼得前書第四章十五節,他也告訴我們說,
[00:10:03.360 --> 00:10:11.660]  你們中間卻不可以有人因爲殺人、偷竊、作惡、好管閒事而受苦。
[00:10:11.660 --> 00:10:14.560]  這種苦是自作自受,活該!
[00:10:14.560 --> 00:10:18.560]  但是有種苦是神允許,臨到你生命中的。
[00:10:18.560 --> 00:10:23.460]  哪怕是活一般的試煉,這裏所講的百般的試煉、活一般的試煉,
[00:10:23.460 --> 00:10:29.660]  還是講到非常非常巨大的、艱難的一種考驗,臨到他們。
[00:10:29.660 --> 00:10:32.260]  經過這些考驗以後,他們的信心,
[00:10:32.260 --> 00:10:35.260]  比如說像金子一樣那麼寶貴,
[00:10:35.260 --> 00:10:39.960]  他們的生命越來越成熟,越有耶穌基督的樣子。
[00:10:39.960 --> 00:10:43.560]  因此,當我們在諸般的試煉當中,
[00:10:43.560 --> 00:10:48.060]  諸般的考驗當中的時候,我們要以平常的心來看待,
[00:10:48.060 --> 00:10:51.360]  因爲我們知道患難是對你有益的。
[00:10:51.360 --> 00:10:52.460]  Amen!
[00:10:52.460 --> 00:10:54.760]  患難是對你有益的。
[00:10:54.760 --> 00:10:57.860]  但很多時候,我們經過這些患難的時候,
[00:10:57.860 --> 00:11:01.460]  我們沒有辦法想象,患難怎麼對我們是有益的呢?
[00:11:01.460 --> 00:11:05.260]  因爲這個過程當中是非常非常痛苦的。
[00:11:05.260 --> 00:11:08.560]  但是當經過了以後,你回頭來看的時候,
[00:11:08.560 --> 00:11:15.760]  你竟然發現,原來這些患難,原來這些病痛,對我是有益的。
[00:11:15.760 --> 00:11:21.460]  我就想起大概十年前,2010年,當師母得了乳癌的時候,
[00:11:21.460 --> 00:11:28.060]  那時候我們整個家庭就陷入在這種不知道該怎麼辦的情況底下。
[00:11:28.060 --> 00:11:31.660]  經過一年的化療,還有各種的治療以後,
[00:11:31.660 --> 00:11:35.460]  感謝大美祖師母她得了完全的醫治,
[00:11:35.460 --> 00:11:38.560]  而且現在是cancer free,完全沒有癌症。
[00:11:38.560 --> 00:11:41.960]  但是在這個過程當中,卻是非常非常的痛苦。
[00:11:41.960 --> 00:11:45.560]  每一次網站聽到她一咳嗽的時候,我開始就緊張起來,
[00:11:45.560 --> 00:11:48.160]  到底會發生什麼事情?
[00:11:48.160 --> 00:11:50.960]  現在這個事情過去以後,我回頭一看,
[00:11:50.960 --> 00:11:54.960]  原來透過這樣的一個病痛,我們全家經過這樣的病痛,
[00:11:54.960 --> 00:12:01.360]  讓我更加對那些有疾病的人,特別是有癌症的人,心中全特別的憐憫。
[00:12:01.360 --> 00:12:04.460]  因此每一次當我爲病人禱告,特別爲癌症病人禱告的時候,
[00:12:04.460 --> 00:12:10.260]  心中充滿憐憫,也充滿信心,相信神必定要來醫治他。
[00:12:10.260 --> 00:12:11.160]  Hallelujah!
[00:12:11.160 --> 00:12:14.860]  因此我們看到有時候患難對我們的確是有益的,
[00:12:14.860 --> 00:12:20.260]  但是當你在患難當中的時候,你卻不看見神祂美好的心意。
[00:12:20.260 --> 00:12:22.560]  因此我們要學習相信。
[00:12:22.560 --> 00:12:26.160]  當你相信的時候,你就可以看見神的榮耀。
[00:12:26.160 --> 00:12:26.860]  Amen!
[00:12:26.860 --> 00:12:31.960]  告訴你自己,告訴旁邊的人說,相信就可以看見神的榮耀。
[00:12:31.960 --> 00:12:36.260]  當你相信,以信心的眼光去看待所發生的事情的時候,
[00:12:36.260 --> 00:12:42.460]  你就看見這個事情的背後,原來有神的美意在其中。
[00:12:42.460 --> 00:12:43.260]  記得嗎?
[00:12:43.260 --> 00:12:48.160]  耶穌基督的好朋友拉撒路,當他聽到拉撒路死去的時候,
[00:12:48.160 --> 00:12:51.760]  耶穌還在他所在的地方多待了兩天,
[00:12:51.760 --> 00:12:54.760]  等到他到達瑪大瑪利亞的家區的時候,
[00:12:54.760 --> 00:12:57.060]  拉撒路已經死了四天了。
[00:12:57.060 --> 00:13:01.960]  你可以想象瑪大瑪利亞心中有何等的難過,何等的失望。
[00:13:01.960 --> 00:13:05.660]  他們有點埋怨對耶穌基督說,如果你早一點來就好了。
[00:13:05.660 --> 00:13:08.160]  耶穌基督到了已經是四天了,
[00:13:08.160 --> 00:13:12.160]  耶穌還叫他們把他帶到拉撒路埋葬的地方去。
[00:13:12.160 --> 00:13:16.460]  我們來看看在約翰福音第十一章三十九節到四十節,
[00:13:16.460 --> 00:13:19.260]  耶穌說,你們把石頭挪開。
[00:13:19.260 --> 00:13:24.260]  那死人的姐姐瑪大對他說,主啊,他現在必是臭了,
[00:13:24.260 --> 00:13:28.460]  因爲他死了已經四天了。
[00:13:28.460 --> 00:13:30.360]  他已經死了四天了。
[00:13:30.360 --> 00:13:33.960]  耶穌說,我不是對你說過,
[00:13:33.960 --> 00:13:38.360]  你若信,就必看見神的榮耀嗎?
[00:13:38.360 --> 00:13:46.360]  我不是對你說過,你若信,就必看見神的榮耀嗎?
[00:13:46.360 --> 00:13:51.360]  反過來說,如果你不相信,你就看不見神的作爲,
[00:13:51.360 --> 00:13:53.560]  你就看不見神的榮耀,
[00:13:53.560 --> 00:13:58.560]  彰顯在這看起來舒服是非常悲哀患難的事情。
[00:13:58.560 --> 00:14:02.360]  結果我們看到耶穌真的叫拉撒路從死裏復活了!
[00:14:02.360 --> 00:14:03.560]  Hallelujah!
[00:14:03.560 --> 00:14:09.360]  親愛的弟兄姐妹,當我們面對這樣一個患難時期的時候,
[00:14:09.360 --> 00:14:13.160]  面對這樣一個厲害的疫情繼續蔓延的時候,
[00:14:13.160 --> 00:14:17.760]  到底你相不相信神在其中有祂的作爲?
[00:14:17.760 --> 00:14:20.760]  你相不相信神在其中有祂的美意?
[00:14:20.760 --> 00:14:24.760]  當你相信的時候,你就能夠看見神的榮耀。
[00:14:24.760 --> 00:14:27.760]  目前你可能爲你的工作來着急,
[00:14:27.760 --> 00:14:31.760]  那你是否相信耶穌基督能夠叫拉撒路從死裏復活,
[00:14:31.760 --> 00:14:33.760]  叫瞎眼的能夠看見?
[00:14:33.760 --> 00:14:37.160]  祂必定也會供應你一切的所需。
[00:14:37.160 --> 00:14:39.760]  或者你說,牧師,我的婚禮已經走到了盡頭,
[00:14:39.760 --> 00:14:43.760]  我似乎已經是完全死去,沒有任何的盼望。
[00:14:43.760 --> 00:14:45.760]  耶穌就是能夠叫人從死裏復活,
[00:14:45.760 --> 00:14:49.760]  也必能夠叫你的婚姻從死裏復活的主阿們。
[00:14:49.760 --> 00:14:56.760]  所以當你相信的時候,你就必能看見神的榮耀。
[00:14:56.760 --> 00:15:00.760]  神在患難中讓我們明白祂的心意。
[00:15:00.760 --> 00:15:02.760]  不但是如此,耶穌基督說,
[00:15:02.760 --> 00:15:11.760]  趁着百日,我們必須做那差我來者的工作。
[00:15:11.760 --> 00:15:14.760]  因爲黑夜降臨,我們就不能夠工作了。
[00:15:14.760 --> 00:15:20.760]  換句話說,耶穌繼續說,我們必須要抓住眼前的機會,多做主公。阿們。
[00:15:20.760 --> 00:15:29.760]  告訴旁邊的人說,抓住眼前的機會,多做主公。
[00:15:29.760 --> 00:15:35.760]  在我們美國加州,居家防疫已經是進入到第二個月了。
[00:15:35.760 --> 00:15:41.760]  我們從3月17號到今天5月17號,居家隔離已經兩個月了。
[00:15:41.760 --> 00:15:46.760]  居家隔離兩個月的期間裏面,我相信對我們來說,最大的試探是什麼呢?
[00:15:46.760 --> 00:15:49.760]  最大的試探就是"好喫懶做"了。
[00:15:49.760 --> 00:15:51.760]  "好喫懶做"的結果是什麼呢?
[00:15:51.760 --> 00:15:57.760]  第一,體重增加;第二,心情煩躁。
[00:15:57.760 --> 00:16:04.760]  耶穌在這裏勸我們說,我們要抓住眼前的機會,多做主公。
[00:16:04.760 --> 00:16:12.760]  你可以想象耶穌基督當時要醫好這個生來瞎眼的人,是在安息日的時候做了這樣一個事情。
[00:16:12.760 --> 00:16:17.760]  對當時的法利薩人律法師來說,這是一個千萬不能做的事情。
[00:16:17.760 --> 00:16:26.760]  但是耶穌基督說,趁着有機會的時候,眼前擺在我面前的就是這樣一個機會,我要來彰顯神祂自己的榮耀。
[00:16:26.760 --> 00:16:32.760]  所以我們要趕緊抓住眼前的機會,能夠多做主公。
[00:16:32.760 --> 00:16:35.760]  那你說,我眼前有什麼機會呢?
[00:16:35.760 --> 00:16:44.760]  其實你現在的環境就是你的機會。
[00:16:44.760 --> 00:16:46.760]  怎麼說呢?
[00:16:46.760 --> 00:16:50.760]  你現在所居住的環境,你現在在居家房,你什麼都不能做嗎?
[00:16:50.760 --> 00:16:54.760]  其實當你想一想,很多的事情你還是可以做的。
[00:16:54.760 --> 00:17:00.760]  就好像當年保羅被關在羅馬監獄的時候,他沒有在那裏怨天憂人,
[00:17:00.760 --> 00:17:04.760]  他沒有在那裏說,我傳足的福音怎麼會落到這種地步呢?
[00:17:04.760 --> 00:17:12.760]  他還是抓住機會,像與他同關在監獄裏面,還在看管他的這些人傳福音。
[00:17:12.760 --> 00:17:15.760]  所以在菲律賓書第一章第十二節,他怎麼說呢?
[00:17:15.760 --> 00:17:23.760]  他說,弟兄們,我願意你們知道,我所遭遇的事更是叫什麼?福音興旺。
[00:17:23.760 --> 00:17:33.760]  以致我受的捆索在意淫全軍和其餘的人中,已經顯明是爲什麼?爲基督的緣故。
[00:17:33.760 --> 00:17:36.760]  我所遭遇的事是要叫什麼?福音興旺。
[00:17:36.760 --> 00:17:40.760]  他不是在教會里面傳福音,他不是在祠堂裏面傳福音,
[00:17:40.760 --> 00:17:45.760]  他乃是在監獄裏面,關在羅馬的監獄裏面。
[00:17:45.760 --> 00:17:51.760]  他想,現在我的環境,我的處境,就是神給我最好的機會。
[00:17:51.760 --> 00:17:58.760]  所以意淫全軍和其餘的人因此就信了耶穌基督,成爲當地教會的成員。
[00:17:58.760 --> 00:18:08.760]  哈利路亞,親愛的弟兄姐妹,當我們看見擺在我們面前的環境的時候,其實就是擺在我們面前的機會。
[00:18:08.760 --> 00:18:14.760]  非常感謝讚美組,看到我們許多的小組員,我們的小組長,我們的曲目弟兄姐妹們,
[00:18:14.760 --> 00:18:18.760]  在這一段居家隔離的時候,他們非常非常努力的,
[00:18:18.760 --> 00:18:23.760]  有些人自己做口罩,有些人到處去收購一些手罩,
[00:18:23.760 --> 00:18:29.760]  送給這些醫護人員,幫助那些有需要的人送食物等等,包括我們的教會。
[00:18:29.760 --> 00:18:36.760]  我們也看見神如何使用基金會,發放中心,照顧了許許多多人的需要。
[00:18:36.760 --> 00:18:43.760]  我們看見這個居家隔離的時候,我們現在的環境就是我們最好的機會。
[00:18:43.760 --> 00:18:50.760]  不然我們教會有這樣的慷慨樂施,願意有這樣的愛心的行動,幫助那些有需要的人,
[00:18:50.760 --> 00:18:57.760]  我們這樣的慷慨樂施的價值觀也影響了我們在海外許許多多的分堂。
[00:18:57.760 --> 00:19:06.760]  包括非常貧窮的非洲的教會,他們在這段疫情當中,他們也是如此的收集一些食物,
[00:19:06.760 --> 00:19:10.760]  能夠發放給那些有需要的人,我們看看一些圖片就可以明白。
[00:19:10.760 --> 00:19:17.760]  你看這非洲的教會,他們自己有的不多,但是他們願意分享給他們左鄰右舍有需要的人。
[00:19:17.760 --> 00:19:24.760]  下一張,另外一間教會他們所做的,一包一包的食物是分發給那些有需要的人。
[00:19:24.760 --> 00:19:29.760]  下一張,我們看到在菲律賓的教會也是如此,
[00:19:29.760 --> 00:19:37.760]  他們使用他們教會的小卡車把食物送到那些被困在家中不能出門的這些人。
[00:19:37.760 --> 00:19:46.760]  包括你看下一張圖片,非常可愛的小女生領受了這位愛的禮物,從教會送到他們的手中。
[00:19:46.760 --> 00:19:51.760]  因此我們看到你現在的環境就是你的機會。
[00:19:51.760 --> 00:20:00.760]  講得更貼切一點,現在你每天在家一天24小時,一個禮拜7天,跟你的家人相處在一起,
[00:20:00.760 --> 00:20:08.760]  這乃是黃金的機會,讓你能夠好好在家培養你們親子的關係,
[00:20:08.760 --> 00:20:13.760]  跟你的配偶,跟你的太太,跟你的丈夫能夠更好的學習如何溝通。
[00:20:13.760 --> 00:20:21.760]  大家可以一起做一些活動,一起去散步,一起煮煮飯,一起整理一下後花園,甚至你的車庫,
[00:20:21.760 --> 00:20:30.760]  這是非常美好的時間,讓我們抓住目前你所在的環境,這就是你要做工的機會。
[00:20:30.760 --> 00:20:38.760]  求神來幫助我們,讓我們看見在這樣的疫情當中的時候,我們真的是還是有機會能夠多爲主做工。
[00:20:38.760 --> 00:20:44.760]  感謝大美主,因爲這個疫情的緣故,我們教會的電視的主日崇拜的直播,
[00:20:44.760 --> 00:20:53.760]  現在我們每個禮拜的直播跟收看的這些觀衆,已經從幾萬到七萬,幾乎超過十萬人。
[00:20:53.760 --> 00:21:01.760]  因此我們看見神擺在我們面前的機會,乃是如何能夠去幫助這些在網上聽到的弟兄姐妹朋友們,
[00:21:01.760 --> 00:21:07.760]  有機會認識,相信耶穌基督,從我們如何幫助他們去牧養他們,帶領他們,
[00:21:07.760 --> 00:21:14.760]  好讓他們在神的話語上能夠紮根。這是神擺在我們面前最好的機會。
[00:21:14.760 --> 00:21:20.760]  親愛的弟兄姐妹,當你順服的時候,你就看見主就與你同在。
[00:21:20.760 --> 00:21:24.760]  當你順服時,主就與你同在。
[00:21:24.760 --> 00:21:30.760]  哪怕是在患難當中,只要你選擇順服,按照神所給你的心意去做的時候,
[00:21:30.760 --> 00:21:34.760]  神的同在就會明顯地彰顯在你的生命當中。
[00:21:34.760 --> 00:21:37.760]  我想到最好的例子莫過於約瑟。
[00:21:37.760 --> 00:21:43.760]  約瑟他十七歲青少年的時候,就被他嫉妒他的哥哥,被賣到埃及去。
[00:21:43.760 --> 00:21:49.760]  當他到埃及這個關掌波提法的家中去的時候,他心中一點都沒有埋怨,
[00:21:49.760 --> 00:21:55.760]  因爲他相信神給他的應許是要他居上不居下,坐頭不坐尾。
[00:21:55.760 --> 00:22:00.760]  因此他在神面前順服神給他的帶領,哪怕是被賣到埃及去。
[00:22:00.760 --> 00:22:05.760]  我們來看看《創世紀律》三十九章第二節,
[00:22:05.760 --> 00:22:11.760]  這裏說約瑟住在他主人埃及人的家中,耶和華與他同在。
[00:22:11.760 --> 00:22:17.760]  他就擺事順利,住在埃及人的家中。
[00:22:17.760 --> 00:22:23.760]  一個猶太人的青少年,十七歲的青少年,被賣到埃及去做奴僕,
[00:22:23.760 --> 00:22:28.760]  在波提法的家中,因爲他順服神的緣故,
[00:22:28.760 --> 00:22:33.760]  沒有埋怨,沒有怨天憂人,也沒有記恨他哥哥所做的惡事,
[00:22:33.760 --> 00:22:38.760]  耶和華就與他同在,他就擺事順利。
[00:22:38.760 --> 00:22:44.760]  不久以後,他因爲受到波提法太太的誣告,被下到監獄裏面去,
[00:22:44.760 --> 00:22:50.760]  他仍然相信這是神給他的帶領,他沒有埋怨,沒有怨天憂人,
[00:22:50.760 --> 00:22:53.760]  結果看到同樣的效果,耶和華與他同在。
[00:22:53.760 --> 00:22:56.760]  我們來看看第三十九章二十一節。
