
[00:00:00.000 --> 00:00:04.900]  各位聽眾早晨,今天宣講的經文是《約翰福音》第一章
[00:04:41.320 --> 00:04:44.720]  或者我們的思想,就在我們自己的人生
[00:04:44.720 --> 00:04:47.720]  在我們教會裡面有沒有這些黑暗面
[00:04:47.720 --> 00:04:50.360]  很容易我們說沒有,我們沒有黑暗
[00:04:50.360 --> 00:04:54.080]  但如果我們看不到黑暗,其實是因為我們看不到光
[00:04:54.080 --> 00:04:56.720]  故此我們看不到一些黑暗面
[00:04:56.720 --> 00:05:00.320]  不單止以徐雅書九章二節這樣說
[00:05:00.320 --> 00:05:03.520]  接著在六十章一至三節這樣說
[00:05:03.520 --> 00:05:06.360]  興起發光,因為你的光已經來到
[00:05:06.360 --> 00:05:09.320]  耶和華的榮耀,發現照耀你
[00:05:09.320 --> 00:05:11.760]  看啊,黑暗遮蓋大地
[00:05:11.760 --> 00:05:13.440]  幽暗遮蓋萬民
[00:05:13.440 --> 00:05:16.440]  耶和華卻要顯現照耀你
[00:05:16.440 --> 00:05:19.720]  他的榮耀要現在在你身上
[00:05:19.720 --> 00:05:21.960]  萬國要來就你的光
[00:05:21.960 --> 00:05:25.200]  君王要來就你發現的光輝
[00:05:25.200 --> 00:05:28.360]  所以無論舊約,由創世紀,到以塞瓦,到新約
[00:05:28.360 --> 00:05:31.480]  都說這種光和黑暗的對比
[00:05:31.480 --> 00:05:35.240]  我們嘗試一個思想,究竟在我生命裡面有多少光
[00:05:35.240 --> 00:05:36.800]  有多少黑暗
[00:05:36.800 --> 00:05:39.840]  在我信仰的歷程裡面,我認識多少光
[00:05:39.840 --> 00:05:42.640]  其實還是我追隨著黑暗
[00:05:42.640 --> 00:05:47.000]  有人說,教會歷世歷代以來都有很多的問題
[00:05:47.000 --> 00:05:51.040]  教會的增長,其實增長是因為分裂而增長
[00:05:51.040 --> 00:05:54.360]  教會面對著外敵,好像不是那麼困難
[00:05:54.360 --> 00:05:57.560]  但對著裡面的問題是很困難
[00:05:57.560 --> 00:06:00.880]  你看回教會歷史,有很多這樣的困難
[00:06:00.880 --> 00:06:04.000]  究竟這個光是否照耀在我們的生命裡面呢
[00:06:04.000 --> 00:06:07.560]  這些光說到那種盼望
[00:06:07.560 --> 00:06:10.240]  有時候我們看到一些礦工
[00:06:10.240 --> 00:06:14.440]  當他在很深入地底工作,突然間那些塔陷
[00:06:14.440 --> 00:06:18.000]  他們可能在裡面幾十天
[00:06:18.000 --> 00:06:21.320]  是沒有水,沒有糧食,甚至沒有光
[00:06:21.320 --> 00:06:22.720]  因為電已經用光了
[00:06:22.720 --> 00:06:27.160]  可能他有電話,有燈,但都用光了,很黑暗
[00:06:27.160 --> 00:06:30.600]  直到有一天,有些人拿著光照一照,找一找在哪裡
[00:06:30.600 --> 00:06:33.160]  他看到這個光,就是得救
[00:06:33.160 --> 00:06:36.520]  所以我們生命裡面需要光
[00:06:36.520 --> 00:06:43.840]  在近期歷史裡面有一個情況
[00:06:43.840 --> 00:06:48.320]  在瑞典有數以百計的難民兒童
[00:06:48.320 --> 00:06:52.240]  患上這個病,放棄生存症候群
[00:06:52.240 --> 00:06:54.080]  因為很多人他們在不同的地方
[00:06:54.080 --> 00:06:58.680]  譬如在非洲,北非等等的地方
[00:06:58.680 --> 00:07:01.040]  去到瑞典尋求政治庇護
[00:07:01.040 --> 00:07:04.920]  然後希望落籍,加入這些西方國家
[00:07:04.920 --> 00:07:08.440]  但有些小朋友等了很長時間
[00:07:08.440 --> 00:07:12.160]  譬如這兩個姐妹,一個已經昏迷了兩年多
[00:07:12.160 --> 00:07:14.840]  一個昏迷了半年,拍了一張照片的時候
[00:07:14.840 --> 00:07:16.760]  因為他們去到醫生檢查
[00:07:16.760 --> 00:07:20.120]  他們沒有什麼明顯的生理狀態
[00:07:20.120 --> 00:07:24.160]  又吃又有生活,雖然在難民營裡面是沒有問題
[00:07:24.160 --> 00:07:29.200]  但是他們昏迷了一段比較不短的時間
[00:07:29.200 --> 00:07:31.840]  有一個小朋友叫George
[00:07:31.840 --> 00:07:35.640]  他和家人在瑞典裡面等候這個庇護
[00:07:35.640 --> 00:07:37.720]  超過七年之後失敗
[00:07:37.720 --> 00:07:42.240]  去墮入一個很憂鬱的深淵,拒絕談話
[00:07:42.240 --> 00:07:44.040]  他睡在床上都不能起來
[00:07:44.040 --> 00:07:46.680]  一個星期就瘦了13磅
[00:07:46.680 --> 00:07:48.720]  一直這樣下沉下去
[00:07:48.720 --> 00:07:53.400]  完全沒有生命氣息,叫不醒
[00:07:53.400 --> 00:07:56.560]  直到瑞典政府終於基於人道的理由
[00:07:56.560 --> 00:07:58.560]  批准了他的家人有居留權
[00:07:58.560 --> 00:08:02.480]  這個男孩慢慢才醒過來
[00:08:02.480 --> 00:08:05.480]  所以有盼望和沒有盼望差很遠
[00:08:05.480 --> 00:08:07.640]  這些小朋友很奇怪
[00:08:07.640 --> 00:08:11.360]  獨特在瑞典有幾百個這樣的小朋友
[00:08:11.360 --> 00:08:15.520]  在2017年的報導
[00:08:15.520 --> 00:08:17.520]  我們生命裡面雖然有盼望
[00:08:17.520 --> 00:08:20.320]  因為黑暗是籠罩著我們的生命
[00:08:20.320 --> 00:08:22.520]  在我們自己的成長裡面
[00:08:22.520 --> 00:08:25.680]  很多黑暗的層面在形成
[00:08:25.680 --> 00:08:29.480]  對我們的性格,對我們的人生觀
[00:08:29.480 --> 00:08:32.640]  是很多很幽暗的地方
[00:08:32.640 --> 00:08:33.920]  我常常說做了基督徒
[00:08:33.920 --> 00:08:35.840]  不等於我們沒有這些幽暗的地方
[00:08:35.840 --> 00:08:38.720]  在於我們有多少對付這些幽暗的地方
[00:08:38.720 --> 00:08:40.680]  我們的性格都不完整
[00:08:40.680 --> 00:08:43.160]  很多錯漏的地方
[00:08:43.160 --> 00:08:46.240]  很多困擾我們的事情
[00:08:46.240 --> 00:08:48.640]  但是有光就有盼望
[00:08:48.640 --> 00:08:51.840]  有光我們就不再沉睡在黑暗的裡面
[00:08:51.840 --> 00:08:55.960]  一種看不到事物的真相
[00:08:55.960 --> 00:08:58.840]  不太理解事情為什麼會這樣發生
[00:08:58.840 --> 00:09:01.240]  我們很迷糊地繼續向前
[00:09:01.240 --> 00:09:04.560]  去做一些認為我們對的事情
[00:09:04.560 --> 00:09:08.480]  在經文十和十一節這樣說
[00:09:08.480 --> 00:09:09.800]  他在世界
[00:09:09.800 --> 00:09:11.080]  這裡講到耶穌基督
[00:09:11.080 --> 00:09:13.000]  世界是藉著他做的
[00:09:13.000 --> 00:09:15.000]  世界卻是不認識他
[00:09:15.000 --> 00:09:16.680]  他到自己的地方來
[00:09:16.680 --> 00:09:20.160]  自己的人倒不接待他
[00:09:20.160 --> 00:09:21.200]  有時候我們會問
[00:09:21.200 --> 00:09:22.640]  這個經文很奇怪
[00:09:22.640 --> 00:09:26.320]  為什麼人們不接待一個真光呢?
[00:09:26.320 --> 00:09:29.680]  為什麼不接待耶穌這麼偉大的人物呢?
[00:09:29.680 --> 00:09:31.240]  如果我們看聖經
[00:09:31.240 --> 00:09:32.720]  我們就有這個反應
[00:09:32.720 --> 00:09:33.880]  耶穌能夠醫病
[00:09:33.880 --> 00:09:34.880]  能夠趕鬼
[00:09:34.880 --> 00:09:36.600]  能夠在我們有缺陷的時候
[00:09:36.600 --> 00:09:39.080]  賜予我們豐盛的飲食
[00:09:39.080 --> 00:09:41.400]  怎麼會有人不信耶穌呢?
[00:09:41.400 --> 00:09:42.560]  事實上
[00:09:42.560 --> 00:09:45.040]  不用問這麼遠 今天還是不信耶穌
[00:09:45.040 --> 00:09:47.720]  因為他說今天看不到耶穌
[00:09:47.720 --> 00:09:48.840]  在耶穌的時代
[00:09:48.840 --> 00:09:51.400]  人們是不是全部都相信他呢?
[00:09:51.400 --> 00:09:52.640]  經文說不是
[00:09:52.640 --> 00:09:53.920]  甚至這是一個寓言
[00:09:53.920 --> 00:09:54.720]  可以這麼說
[00:09:54.720 --> 00:09:57.760]  因為《約翰福音》說到耶穌來的時候
[00:09:57.760 --> 00:09:59.560]  人們就是會這樣
[00:09:59.560 --> 00:10:02.680]  為什麼會這樣呢?
[00:10:02.680 --> 00:10:05.200]  剛才正如我們讀每月的金句
[00:10:05.200 --> 00:10:06.480]  第一方面我們要明白
[00:10:06.480 --> 00:10:08.160]  在猶太人的文化
[00:10:08.160 --> 00:10:09.880]  接待很重要
[00:10:09.880 --> 00:10:10.480]  是不是?
[00:10:10.480 --> 00:10:12.280]  大家記不記得讀了每月的金句
[00:10:12.280 --> 00:10:13.680]  讀了什麼經文?
[00:10:13.680 --> 00:10:14.560]  有沒有人記得?
[00:10:14.560 --> 00:10:15.560]  讀了幾次
[00:10:15.560 --> 00:10:21.600]  沒有人記得
[00:10:21.600 --> 00:10:22.480]  讀完不記得
[00:10:22.480 --> 00:10:23.960]  說到其實我們都要客女
[00:10:23.960 --> 00:10:25.240]  接待客女
[00:10:25.240 --> 00:10:28.720]  有些人不經意就接待了天使
[00:10:28.720 --> 00:10:30.840]  這是猶太人很著重的一個文化
[00:10:30.840 --> 00:10:33.240]  如果你看舊約的《阿伯拉罕》
[00:10:33.240 --> 00:10:34.480]  或者在《創世紀》裡面
[00:10:34.480 --> 00:10:35.520]  有些情況
[00:10:35.520 --> 00:10:38.120]  甚至為了接待客女
[00:10:38.120 --> 00:10:39.560]  他說我有兩個女兒
[00:10:39.560 --> 00:10:41.840]  我讓你不要騷擾我的客人
[00:10:41.840 --> 00:10:43.960]  有沒有看過?
[00:10:43.960 --> 00:10:46.160]  羅德的那個情況
[00:10:46.160 --> 00:10:47.920]  所以接待很重要
[00:10:47.920 --> 00:10:50.640]  在他的文化裡面是尊貴的對象
[00:10:50.640 --> 00:10:51.840]  但是耶穌來到世界
[00:10:51.840 --> 00:10:55.000]  世人不接待他
[00:10:55.000 --> 00:10:56.880]  是很辛苦的
[00:10:56.880 --> 00:10:58.120]  耶穌來到世界
[00:10:58.120 --> 00:10:59.560]  是他所創造的
[00:10:59.560 --> 00:11:02.280]  在創世裡面是三位一體
[00:11:02.280 --> 00:11:04.000]  在創造裡面也有份
[00:11:04.000 --> 00:11:06.640]  耶穌是萬世的君王
[00:11:06.640 --> 00:11:09.240]  他是永恆的上帝
[00:11:09.240 --> 00:11:11.120]  三位一體的其中一位
[00:11:11.120 --> 00:11:13.880]  在創造裡面他也有份
[00:11:13.880 --> 00:11:16.680]  他來到他創造的世界
[00:11:16.680 --> 00:11:21.680]  世上的人居然不接待他
[00:11:21.680 --> 00:11:24.520]  我們看回當時的猶太文化
[00:11:24.520 --> 00:11:27.600]  如果我們說羅馬人不接待也不奇怪
[00:11:27.600 --> 00:11:29.400]  因為羅馬人是外邦人
[00:11:29.400 --> 00:11:31.160]  他們有自己的信仰
[00:11:31.160 --> 00:11:34.200]  有自己的思想哲學
[00:11:34.200 --> 00:11:35.280]  或者等等等等
[00:11:35.280 --> 00:11:38.320]  猶太人為什麼不接待先知呢?
[00:11:38.320 --> 00:11:41.800]  耶穌所說的都是很符合舊約聖經的寓言
[00:11:41.800 --> 00:11:46.400]  他所做的事情都是很符合猶太人先知的遺訓
[00:11:46.400 --> 00:11:49.480]  他所說的就像拉比那樣教導人
[00:11:49.480 --> 00:11:52.000]  遵守神的律法
[00:11:52.000 --> 00:11:53.400]  但是我們要明白
[00:11:53.400 --> 00:11:56.480]  其實信仰有很多的黑暗點
[00:11:56.480 --> 00:11:59.240]  我們要這樣說
[00:11:59.240 --> 00:12:00.400]  不接待有很多原因
[00:12:00.400 --> 00:12:01.960]  第一是信條化
[00:12:01.960 --> 00:12:07.400]  我們說當時新約世界已經有很多人的規條
[00:12:07.400 --> 00:12:10.360]  因為他們嘗試解釋舊約的律法
[00:12:10.360 --> 00:12:12.080]  當他們解釋律法的時候
[00:12:12.080 --> 00:12:14.560]  又寫一本很大的經典去解釋
[00:12:14.560 --> 00:12:19.760]  將六百多條又再演化成很多千百條的經典
[00:12:19.760 --> 00:12:22.640]  然後去遵守仔細
[00:12:22.640 --> 00:12:26.240]  當然我熟悉伊斯蘭文化也很類似
[00:12:26.240 --> 00:12:27.720]  將一些很仔細的東西
[00:12:27.720 --> 00:12:29.520]  由哪個做先哪個做後
[00:12:29.520 --> 00:12:31.000]  都是一個很大的問題
[00:12:31.000 --> 00:12:34.000]  洗手先還是洗腳先是不能調轉的
[00:12:34.000 --> 00:12:37.760]  如果我們回家沒有洗手不會十分介意
[00:12:37.760 --> 00:12:39.880]  當然你說有個次序也是好的
[00:12:39.880 --> 00:12:42.720]  洗臉先、洗鼻先、洗耳朵先、洗脖子先
[00:12:42.720 --> 00:12:44.080]  都是有分別的
[00:12:44.080 --> 00:12:45.480]  猶太人就是類似這樣
[00:12:45.480 --> 00:12:47.280]  很仔細將這些東西去洗
[00:12:47.280 --> 00:12:49.120]  去規定了
[00:12:49.120 --> 00:12:52.400]  譬如洗手一定要做什麼
[00:12:52.400 --> 00:12:53.880]  但是有時候耶穌說
[00:12:53.880 --> 00:12:56.760]  其實裡面的潔淨比外面的潔淨更重要
[00:12:56.760 --> 00:12:59.760]  當耶穌這樣說的時候就冒犯了猶太人
[00:12:59.760 --> 00:13:01.000]  猶太人說不是
[00:13:01.000 --> 00:13:03.280]  我們的規條是要這樣做的
[00:13:03.280 --> 00:13:04.840]  但是你說不要緊
[00:13:04.840 --> 00:13:07.520]  為什麼不要緊呢?
[00:13:07.520 --> 00:13:08.640]  因為耶穌來到
[00:13:08.640 --> 00:13:13.840]  祂不是要給人一個規條化、信條化的信仰
[00:13:13.840 --> 00:13:16.480]  我們在新約世界裡面沒有很多的信條
[00:13:16.480 --> 00:13:19.160]  一定要這樣做、一定要這樣做、一定要這樣做
[00:13:19.160 --> 00:13:20.640]  我們有很多的自由
[00:13:20.640 --> 00:13:22.640]  我們有很多的空間
[00:13:22.640 --> 00:13:24.240]  去過我們信仰的生活
[00:13:24.240 --> 00:13:25.240]  因為感謝主
[00:13:25.240 --> 00:13:26.440]  但是也有人濫用
[00:13:26.440 --> 00:13:27.640]  我自由而已
[00:13:27.640 --> 00:13:29.240]  我有空又回崇拜
[00:13:29.240 --> 00:13:30.120]  有空不回崇拜
[00:13:30.120 --> 00:13:31.960]  這個可能有一點濫用
[00:13:31.960 --> 00:13:33.320]  但是也不是問題
[00:13:33.320 --> 00:13:36.240]  不是說你不回崇拜一定有很大問題
[00:13:36.240 --> 00:13:37.240]  不像舊約
[00:13:37.240 --> 00:13:39.120]  一定要這樣做、一定要這樣做
[00:13:39.120 --> 00:13:40.960]  你說我不禁食也沒有問題
[00:13:40.960 --> 00:13:42.040]  因為舊約有規定
[00:13:42.040 --> 00:13:43.880]  有些時間會禁食
[00:13:43.880 --> 00:13:44.680]  有些屬序日
[00:13:44.680 --> 00:13:46.520]  有些不同的時刻會這樣做
[00:13:46.520 --> 00:13:48.800]  新約已經沒有這個信條
[00:13:48.800 --> 00:13:50.600]  很想說到我們生命
[00:13:50.600 --> 00:13:52.440]  如果很重要
[00:13:52.440 --> 00:13:55.080]  是很痛苦的事情
[00:13:55.080 --> 00:13:56.960]  你會不會想一下禁食呢?
[00:13:56.960 --> 00:13:59.240]  你會不會想一下聖靈是否感動你禁食
[00:13:59.240 --> 00:14:02.400]  這是我們自己與神之間的關係
[00:14:02.400 --> 00:14:03.320]  不是規定
[00:14:03.320 --> 00:14:04.680]  不是規條
[00:14:04.680 --> 00:14:06.440]  不過當時是規條
[00:14:06.440 --> 00:14:10.280]  耶穌就犯了很多他們認為的規條
[00:14:10.280 --> 00:14:13.040]  所以他們不接受這樣的耶穌
[00:14:13.040 --> 00:14:14.760]  忠言耶穌可以行神蹟
[00:14:14.760 --> 00:14:17.400]  忠言耶穌可以去醫病、趕鬼
[00:14:17.400 --> 00:14:19.920]  忠言耶穌似乎應驗了尼塞亞
[00:14:19.920 --> 00:14:22.640]  這種的預言
[00:14:22.640 --> 00:14:23.720]  第二
[00:14:23.720 --> 00:14:26.520]  信仰是一種權位化
[00:14:26.520 --> 00:14:27.600]  可以明白
[00:14:27.600 --> 00:14:29.600]  每一個宗教、每一個組織
[00:14:29.600 --> 00:14:31.200]  都有一些領袖
[00:14:31.200 --> 00:14:33.320]  當時的領袖
[00:14:33.320 --> 00:14:36.800]  與羅馬政府有一定的關係
[00:14:36.800 --> 00:14:38.400]  亦都在位的人
[00:14:38.400 --> 00:14:42.840]  很不想他的位置被人取代
[00:14:42.840 --> 00:14:43.960]  他們所高舉的是
[00:14:43.960 --> 00:14:45.880]  他們所學習的傳統
[00:14:45.880 --> 00:14:49.080]  我跟哪一個拉比的教導
[00:14:49.080 --> 00:14:51.320]  所以我的位份很穩固
[00:14:51.320 --> 00:14:54.360]  我是這樣在這個領袖的位置
[00:14:54.360 --> 00:14:57.240]  沒有人能夠挑戰我領袖的位置
[00:14:57.240 --> 00:14:59.200]  耶穌來都不是要一個
[00:14:59.200 --> 00:15:01.320]  世上宗教的領袖的位置
[00:15:01.320 --> 00:15:04.120]  他覺得不屬於這裡
[00:15:04.120 --> 00:15:05.600]  不過耶穌基督來到
[00:15:05.600 --> 00:15:08.480]  講到宗教的本質是什麼
[00:15:08.480 --> 00:15:10.160]  耶穌基督不想人
[00:15:10.160 --> 00:15:12.880]  因為自己的權位壟斷了
[00:15:12.880 --> 00:15:14.960]  所以他說這些法利塞人
[00:15:14.960 --> 00:15:16.120]  指指點點
[00:15:16.120 --> 00:15:17.120]  然後做很多事
[00:15:17.120 --> 00:15:20.120]  自己連手指頭都不動
[00:15:20.120 --> 00:15:22.720]  耶穌不想宗教是這樣
[00:15:22.720 --> 00:15:25.000]  不想這些宗教領袖所做的事
[00:15:25.000 --> 00:15:27.000]  是帶來人一個牢籠
[00:15:27.000 --> 00:15:28.840]  祂想釋放人
[00:15:28.840 --> 00:15:32.240]  但是宗教慢慢變成了一種貪婪
[00:15:32.240 --> 00:15:34.120]  自己的權位或者利益
[00:15:34.120 --> 00:15:36.440]  當時跟金錢有關係
[00:15:36.440 --> 00:15:37.680]  跟位置有關係
[00:15:37.680 --> 00:15:39.320]  有些是買回來的位置
[00:15:39.320 --> 00:15:42.720]  有些是很多的爭鬥在裡面
[00:15:42.720 --> 00:15:44.240]  維持自己的位置
[00:15:44.240 --> 00:15:45.080]  所以耶穌來到
[00:15:45.080 --> 00:15:47.040]  這種去權位化
[00:15:47.040 --> 00:15:49.440]  也有一個很大的威脅
[00:15:49.440 --> 00:15:51.320]  這些人不喜歡耶穌
[00:15:51.320 --> 00:15:52.480]  所以最後我們看到
[00:15:52.480 --> 00:15:54.360]  耶穌受死的原因
[00:15:54.360 --> 00:15:56.520]  其中之一就是這些宗教領袖
[00:15:56.520 --> 00:15:57.800]  推動人民
[00:15:57.800 --> 00:16:00.720]  說他們犯了這些法
[00:16:00.720 --> 00:16:01.720]  要釘死他們
[00:16:01.720 --> 00:16:04.720]  欺絕他們
[00:16:04.720 --> 00:16:07.120]  這個政治化也是
[00:16:07.120 --> 00:16:08.640]  跟剛才很近似
[00:16:08.640 --> 00:16:09.960]  因為當時
[00:16:09.960 --> 00:16:13.320]  猶太人猶太宗教有一定的自治
[00:16:13.320 --> 00:16:14.920]  的一個權利
[00:16:14.920 --> 00:16:16.360]  羅馬授權給他們
[00:16:16.360 --> 00:16:17.520]  不過有一個條件
[00:16:17.520 --> 00:16:18.920]  你不要造反
[00:16:18.920 --> 00:16:21.040]  你不要搞亂
[00:16:21.040 --> 00:16:23.240]  你不要搞政治
[00:16:23.240 --> 00:16:23.880]  我再次說
[00:16:23.880 --> 00:16:26.280]  耶穌來到不是要搞政治
[00:16:26.280 --> 00:16:27.280]  不過他們很怕
[00:16:27.280 --> 00:16:28.800]  那些人跟從耶穌
[00:16:28.800 --> 00:16:31.320]  去作亂
[00:16:31.320 --> 00:16:32.280]  所以他們說
[00:16:32.280 --> 00:16:33.200]  他一個人死
[00:16:33.200 --> 00:16:34.720]  比我們這麼多人死好
[00:16:34.720 --> 00:16:36.600]  那就你去死吧
[00:16:36.600 --> 00:16:39.000]  他們不想這個信仰
[00:16:39.000 --> 00:16:40.680]  回到應有的位置
[00:16:40.680 --> 00:16:42.480]  他們很想
[00:16:42.480 --> 00:16:44.640]  政治既然給了我們
[00:16:44.640 --> 00:16:46.400]  這麼上海的權利
[00:16:46.400 --> 00:16:47.800]  我們就不如算了
[00:16:47.800 --> 00:16:50.480]  不要追尋什麼了
[00:16:50.480 --> 00:16:52.040]  耶穌所說的是對的
[00:16:52.040 --> 00:16:52.840]  但是又怎樣呢
[00:16:52.840 --> 00:16:56.600]  但是違反了羅馬的政權
[00:16:56.600 --> 00:16:58.760]  挑戰和動亂
[00:16:58.760 --> 00:17:00.080]  很多人跟從他
[00:17:00.080 --> 00:17:02.320]  不受這個規管
[00:17:02.320 --> 00:17:03.800]  很麻煩
[00:17:03.800 --> 00:17:06.920]  你死好過我死
[00:17:06.920 --> 00:17:09.160]  最後一點
[00:17:09.160 --> 00:17:11.520]  是民族化
[00:17:11.520 --> 00:17:14.520]  正如大家了解約拿先知一樣
[00:17:14.520 --> 00:17:16.320]  他不聽神的話
[00:17:16.320 --> 00:17:18.400]  不是他不愛神
[00:17:18.400 --> 00:17:22.360]  不是他不認識慈愛的上帝
[00:17:22.360 --> 00:17:23.360]  不過他覺得
[00:17:23.360 --> 00:17:26.120]  神的愛只在我身上
[00:17:26.120 --> 00:17:28.480]  並不在其他民族的身上
[00:17:28.480 --> 00:17:30.520]  特別是受敵的身上
[00:17:30.520 --> 00:17:31.920]  神對我真好
[00:17:31.920 --> 00:17:33.240]  我每天都感謝神
[00:17:33.240 --> 00:17:35.400]  不過我不會為神
[00:17:35.400 --> 00:17:36.320]  對別人好不好
[00:17:36.320 --> 00:17:37.680]  有什麼關注
[00:17:37.680 --> 00:17:40.640]  那些外邦人是一個
[00:17:40.640 --> 00:17:43.800]  好像跟畜類一樣的生命
