
[00:00:00.000 --> 00:00:02.000]  在以後幾年裏面
[00:02:11.000 --> 00:02:13.000]  用水來做舉例
[00:02:13.000 --> 00:02:15.000]  B. Graham都講這件事
[00:02:15.000 --> 00:02:16.000]  在1975年
[00:02:16.000 --> 00:02:18.000]  San Diego講道的時候
[00:02:18.000 --> 00:02:20.000]  葛培里博士
[00:02:20.000 --> 00:02:21.000]  他不是講很多
[00:02:21.000 --> 00:02:24.000]  他只是提一提神的三位一體
[00:02:24.000 --> 00:02:25.000]  好像水一樣
[00:02:25.000 --> 00:02:27.000]  有固體有液體有氣體
[00:02:27.000 --> 00:02:29.000]  我怎麼這樣想呢
[00:02:29.000 --> 00:02:34.000]  神自己存在
[00:02:34.000 --> 00:02:37.000]  神是藉著自己自有永有
[00:02:37.000 --> 00:02:38.000]  我告訴你們
[00:02:38.000 --> 00:02:40.000]  我們現在身體裏面有內臟
[00:02:40.000 --> 00:02:41.000]  心肝脾肺胃
[00:02:41.000 --> 00:02:43.000]  但我們永恆的身體
[00:02:43.000 --> 00:02:44.000]  就沒有內臟
[00:02:44.000 --> 00:02:45.000]  沒有parts
[00:02:45.000 --> 00:02:46.000]  只有一塊
[00:02:46.000 --> 00:02:48.000]  不是這個四度空間
[00:02:48.000 --> 00:02:49.000]  是十一度空間
[00:02:49.000 --> 00:02:51.000]  我明天才講
[00:02:51.000 --> 00:02:54.000]  時間有限
[00:02:54.000 --> 00:02:56.000]  要我回答幾句就要停
[00:02:56.000 --> 00:02:58.000]  我不會過時的
[00:02:58.000 --> 00:02:59.000]  你們不用怕
[00:02:59.000 --> 00:03:01.000]  過時就做了非洲和尚
[00:03:01.000 --> 00:03:03.000]  叫做黑人憎
[00:03:03.000 --> 00:03:06.000]  神自己存在
[00:03:06.000 --> 00:03:07.000]  什麼叫自有永有
[00:03:07.000 --> 00:03:09.000]  我另一篇講章就講到實
[00:03:09.000 --> 00:03:10.000]  什麼叫Alpha
[00:03:10.000 --> 00:03:11.000]  I'm Alpha, I'm Omega
[00:03:11.000 --> 00:03:12.000]  我是首先的
[00:03:12.000 --> 00:03:13.000]  我是背後的
[00:03:13.000 --> 00:03:14.000]  我是始,我是終
[00:03:14.000 --> 00:03:16.000]  為什麼耶穌這樣declare
[00:03:16.000 --> 00:03:17.000]  在啟示裏面declare呢
[00:03:17.000 --> 00:03:19.000]  其實就是無始無終
[00:03:19.000 --> 00:03:21.000]  自有永有
[00:03:21.000 --> 00:03:23.000]  自有就沒有開始
[00:03:23.000 --> 00:03:25.000]  無終就是永有
[00:03:25.000 --> 00:03:27.000]  但我們人一定要這樣
[00:03:27.000 --> 00:03:29.000]  每個身份證拿出來
[00:03:29.000 --> 00:03:31.000]  有個date of birth
[00:03:31.000 --> 00:03:32.000]  什麼時候出生
[00:03:32.000 --> 00:03:33.000]  不要說別人的身份證
[00:03:33.000 --> 00:03:35.000]  你的車都有多少年份
[00:03:35.000 --> 00:03:36.000]  你駕駛的是什麼車
[00:03:36.000 --> 00:03:37.000]  2018年的寶馬
[00:03:37.000 --> 00:03:38.000]  你呢
[00:03:38.000 --> 00:03:41.000]  我駕駛的是1999年的Honda Accord
[00:03:41.000 --> 00:03:43.000]  都有年份在
[00:03:43.000 --> 00:03:44.000]  車都有年份
[00:03:44.000 --> 00:03:45.000]  人有年份
[00:03:45.000 --> 00:03:47.000]  但我們神沒有年份
[00:03:47.000 --> 00:03:49.000]  所以我們人問神
[00:03:49.000 --> 00:03:51.000]  首先是怎樣的
[00:03:51.000 --> 00:03:52.000]  耶穌說
[00:03:52.000 --> 00:03:53.000]  I'm the beginning
[00:03:53.000 --> 00:03:55.000]  I'm the end
[00:03:55.000 --> 00:03:56.000]  There is no beginning
[00:03:56.000 --> 00:03:57.000]  There is no end
[00:03:57.000 --> 00:03:58.000]  祂沒有說這句
[00:03:58.000 --> 00:03:59.000]  不過我知道
[00:03:59.000 --> 00:04:00.000]  如果有beginning有end
[00:04:00.000 --> 00:04:02.000]  什麼叫自有永有
[00:04:02.000 --> 00:04:04.000]  明天就講詳細一點
[00:04:04.000 --> 00:04:05.000]  三位一體神
[00:04:05.000 --> 00:04:08.000]  一位神可以成為三位
[00:04:08.000 --> 00:04:10.000]  我們相信我們
[00:04:10.000 --> 00:04:13.000]  我們相信神為我們釘死
[00:04:13.000 --> 00:04:14.000]  因為太神奇
[00:04:14.000 --> 00:04:16.000]  我相信神為我們復活
[00:04:16.000 --> 00:04:18.000]  對人來說沒可能
[00:04:18.000 --> 00:04:20.000]  三位一體的關係
[00:04:20.000 --> 00:04:22.000]  聖父聖子聖靈
[00:04:22.000 --> 00:04:24.000]  耶穌被釘死的時候
[00:04:24.000 --> 00:04:26.000]  耶穌永遠在天父的懷裡
[00:04:26.000 --> 00:04:28.000]  except有三天
[00:04:28.000 --> 00:04:30.000]  這三天就是當耶穌釘十字架
[00:04:30.000 --> 00:04:32.000]  有七句說話講
[00:04:32.000 --> 00:04:33.000]  第四句說話就是
[00:04:33.000 --> 00:04:34.000]  我的神我的神
[00:04:34.000 --> 00:04:35.000]  為什麼你離我
[00:04:35.000 --> 00:04:37.000]  耶穌那時候很慘
[00:04:37.000 --> 00:04:39.000]  Oh my god my god
[00:04:39.000 --> 00:04:40.000]  Why shall not forsake me
[00:04:40.000 --> 00:04:41.000]  為什麼你要離開我
[00:04:41.000 --> 00:04:43.000]  因為他為我們罪的緣故
[00:04:43.000 --> 00:04:45.000]  耶穌也要離開天父
[00:04:45.000 --> 00:04:47.000]  這就叫死亡
[00:04:47.000 --> 00:04:50.000]  離開神就是死亡
[00:04:50.000 --> 00:04:53.000]  一直到什麼時候
[00:04:53.000 --> 00:04:55.000]  復活之後也沒見過神
[00:04:55.000 --> 00:04:57.000]  有個婦女叫瑪利亞來摸耶穌
[00:04:57.000 --> 00:04:58.000]  耶穌對瑪利亞說
[00:04:58.000 --> 00:04:59.000]  不要摸我
[00:04:59.000 --> 00:05:02.000]  我還沒見過我的父
[00:05:02.000 --> 00:05:03.000]  那三天死裡面
[00:05:03.000 --> 00:05:05.000]  在舊約聖經已經講到約拿
[00:05:05.000 --> 00:05:06.000]  約拿神叫他尼尼未傳
[00:05:06.000 --> 00:05:07.000]  方方尼尼未在內陸
[00:05:07.000 --> 00:05:08.000]  在伊拉克
[00:05:08.000 --> 00:05:10.000]  他跑了出海
[00:05:10.000 --> 00:05:13.000]  你叫我去我就去
[00:05:13.000 --> 00:05:14.000]  但是你沒叫我去哪裡
[00:05:14.000 --> 00:05:15.000]  我走錯路我也有去
[00:05:15.000 --> 00:05:16.000]  找不到
[00:05:16.000 --> 00:05:18.000]  神令到有個大風浪
[00:05:18.000 --> 00:05:19.000]  約拿知死
[00:05:19.000 --> 00:05:20.000]  跟船長說
[00:05:20.000 --> 00:05:23.000]  我知道這些風浪是為我而設的
[00:05:23.000 --> 00:05:24.000]  因為我逃避神
[00:05:24.000 --> 00:05:26.000]  你把我扔下海吧
[00:05:26.000 --> 00:05:28.000]  船員就把約拿扔下海
[00:05:28.000 --> 00:05:29.000]  被魚吞了
[00:05:29.000 --> 00:05:30.000]  聖經又沒講什麼魚
[00:05:30.000 --> 00:05:31.000]  有些人說是鯨魚
[00:05:31.000 --> 00:05:32.000]  有些人說是吞拿魚
[00:05:32.000 --> 00:05:36.000]  吞了約拿的魚叫吞拿魚
[00:05:36.000 --> 00:05:37.000]  無論如何
[00:05:37.000 --> 00:05:39.000]  在魚肚裡面三天
[00:05:39.000 --> 00:05:41.000]  這個就是預表耶穌基督
[00:05:41.000 --> 00:05:42.000]  離開天父之後
[00:05:42.000 --> 00:05:44.000]  去了陰間
[00:05:44.000 --> 00:05:46.000]  那三天做什麼呢
[00:05:46.000 --> 00:05:47.000]  我明天詳細跟你說
[00:05:47.000 --> 00:05:49.000]  耶穌在陰間裡面做什麼
[00:05:49.000 --> 00:05:53.000]  神所做的事
[00:05:53.000 --> 00:05:55.000]  三位都是一致性的
[00:05:55.000 --> 00:05:56.000]  從來不會說
[00:05:56.000 --> 00:05:58.000]  聖父 聖子 聖靈
[00:05:58.000 --> 00:05:59.000]  其中一位做事
[00:05:59.000 --> 00:06:00.000]  其他兩位不知道
[00:06:00.000 --> 00:06:02.000]  沒有這回事
[00:06:02.000 --> 00:06:04.000]  一定是有連繫
[00:06:07.000 --> 00:06:10.000]  我不能夠將神像人一樣去分析
[00:06:10.000 --> 00:06:13.000]  因為其實三位一體是很深的
[00:06:13.000 --> 00:06:14.000]  很多人不敢說
[00:06:14.000 --> 00:06:15.000]  也不想
[00:06:15.000 --> 00:06:21.000]  三位一體神裡面
[00:06:21.000 --> 00:06:24.000]  沒有一個比其他兩個之前或之後
[00:06:24.000 --> 00:06:26.000]  沒有一個大過或小過其他兩位
[00:06:26.000 --> 00:06:27.000]  沒有
[00:06:27.000 --> 00:06:28.000]  一樣的
[00:06:28.000 --> 00:06:29.000]  耶穌基督曾經說
[00:06:29.000 --> 00:06:31.000]  我父比我大一點
[00:06:31.000 --> 00:06:33.000]  是說耶穌基督的人性
[00:06:33.000 --> 00:06:35.000]  三位一體的神
[00:06:35.000 --> 00:06:37.000]  不是說液體 固體 氣體
[00:06:37.000 --> 00:06:39.000]  不是這麼簡單的
[00:06:39.000 --> 00:06:40.000]  從另一個角度來看
[00:06:40.000 --> 00:06:41.000]  我有一個模特兒
[00:06:41.000 --> 00:06:42.000]  我和你們分享
[00:06:42.000 --> 00:06:47.000]  我將你們當成白老鼠一樣和你們分享
[00:06:47.000 --> 00:06:49.000]  因為還沒出街
[00:06:49.000 --> 00:06:51.000]  第一次
[00:06:51.000 --> 00:06:55.000]  我這個模特兒不是液體 固體 氣體
[00:06:55.000 --> 00:06:57.000]  我這個模特兒
[00:06:57.000 --> 00:06:58.000]  假如有一個人
[00:06:58.000 --> 00:06:59.000]  沒有這樣的人
[00:06:59.000 --> 00:07:00.000]  假如有一個人
[00:07:00.000 --> 00:07:01.000]  他有三個腦袋
[00:07:01.000 --> 00:07:03.000]  三個腦袋
[00:07:03.000 --> 00:07:05.000]  獨自可以思考
[00:07:05.000 --> 00:07:06.000]  獨自
[00:07:06.000 --> 00:07:08.000]  獨自可以思考
[00:07:08.000 --> 00:07:11.000]  這三個腦袋都連接在一起
[00:07:11.000 --> 00:07:14.000]  一個腦袋會思考
[00:07:14.000 --> 00:07:16.000]  就有個人性
[00:07:16.000 --> 00:07:19.000]  中文譯做什麼
[00:07:19.000 --> 00:07:21.000]  性格
[00:07:21.000 --> 00:07:24.000]  我們上帝不是我們人
[00:07:24.000 --> 00:07:27.000]  所以我不想說神有三個性格
[00:07:27.000 --> 00:07:29.000]  我叫為格好一點
[00:07:29.000 --> 00:07:31.000]  但英文聖經都是三個性格
[00:07:32.000 --> 00:07:33.000]  有一首歌叫
[00:07:33.000 --> 00:07:35.000]  聖哉聖哉聖哉聖哉聖哉
[00:07:35.000 --> 00:07:36.000]  我又不懂唱歌
[00:07:36.000 --> 00:07:37.000]  不過我記得歌詞
[00:07:37.000 --> 00:07:38.000]  最後那句
[00:07:38.000 --> 00:07:41.000]  God in three persons
[00:07:41.000 --> 00:07:43.000]  Blessed Trinity
[00:07:43.000 --> 00:07:45.000]  這就是三位一體真神
[00:07:45.000 --> 00:07:46.000]  God in three persons
[00:07:46.000 --> 00:07:47.000]  但一個God
[00:07:47.000 --> 00:07:49.000]  是不是一體呢
[00:07:49.000 --> 00:07:51.000]  這是人的看法
[00:07:51.000 --> 00:07:52.000]  其實我上帝都沒有身體
[00:07:52.000 --> 00:07:53.000]  不同我們人
[00:07:53.000 --> 00:07:55.000]  他是無限空間
[00:07:55.000 --> 00:07:57.000]  應該是同一個單位
[00:07:57.000 --> 00:08:00.000]  是有三個不同的位格
[00:08:00.000 --> 00:08:02.000]  每一個位格都會自己思考
[00:08:02.000 --> 00:08:05.000]  但三個位格都是連接在一起
[00:08:05.000 --> 00:08:08.000]  沒有一個做
[00:08:08.000 --> 00:08:10.000]  其他兩個是不知道的
[00:08:10.000 --> 00:08:11.000]  我先說三位
[00:08:11.000 --> 00:08:16.000]  我們上帝在
[00:08:16.000 --> 00:08:18.000]  你打開聖經第一章
[00:08:18.000 --> 00:08:20.000]  創世紀第一章第一節
[00:08:20.000 --> 00:08:22.000]  打開第一頁聖經就看到三位一體
[00:08:22.000 --> 00:08:24.000]  未做人的時候
[00:08:24.000 --> 00:08:27.000]  做完那幾天的科學定律
[00:08:27.000 --> 00:08:29.000]  然後第六天做人
[00:08:29.000 --> 00:08:30.000]  上帝說讓我們
[00:08:30.000 --> 00:08:32.000]  按照我們的形象做人
[00:08:32.000 --> 00:08:33.000]  神做人的主要原則
[00:08:33.000 --> 00:08:36.000]  是管理我們Administrator
[00:08:36.000 --> 00:08:39.000]  天使是服役的靈
[00:08:39.000 --> 00:08:41.000]  天使沒有寶座
[00:08:41.000 --> 00:08:42.000]  天使沒有冠冕
[00:08:42.000 --> 00:08:43.000]  我們人有寶座
[00:08:43.000 --> 00:08:44.000]  人有冠冕
[00:08:44.000 --> 00:08:45.000]  在啟示錄裡面
[00:08:45.000 --> 00:08:46.000]  天上拜景像的時候
[00:08:46.000 --> 00:08:48.000]  我們看到24位長老
[00:08:48.000 --> 00:08:49.000]  那些不是天使
[00:08:49.000 --> 00:08:50.000]  那些是人
[00:08:50.000 --> 00:08:51.000]  那24位長老我不知道
[00:08:51.000 --> 00:08:54.000]  可能是代表以色列的十二支派
[00:08:54.000 --> 00:08:55.000]  For sure
[00:08:55.000 --> 00:08:58.000]  還有新約十二個使徒
[00:08:58.000 --> 00:09:00.000]  保羅是代替猶太的使徒
[00:09:00.000 --> 00:09:01.000]  他是外邦人的使徒
[00:09:01.000 --> 00:09:02.000]  在使徒裡面
[00:09:02.000 --> 00:09:04.000]  保羅是最小的
[00:09:04.000 --> 00:09:05.000]  因為他最像
[00:09:05.000 --> 00:09:07.000]  我知道
[00:09:07.000 --> 00:09:08.000]  使徒行傳
[00:09:08.000 --> 00:09:11.000]  抽籤選一個人代替猶太
[00:09:11.000 --> 00:09:12.000]  選了馬提亞
[00:09:12.000 --> 00:09:15.000]  馬提亞和猶氏都
[00:09:15.000 --> 00:09:16.000]  兩個人抽籤
[00:09:16.000 --> 00:09:18.000]  神做事從來不是靠抽籤的
[00:09:18.000 --> 00:09:20.000]  不是靠六合的
[00:09:20.000 --> 00:09:23.000]  他要自己選一個人
[00:09:23.000 --> 00:09:24.000]  專門逼迫他
[00:09:24.000 --> 00:09:26.000]  那個叫素羅
[00:09:26.000 --> 00:09:28.000]  在大馬釋路上
[00:09:28.000 --> 00:09:30.000]  他看到耶穌的光
[00:09:30.000 --> 00:09:31.000]  他就瞎了眼
[00:09:31.000 --> 00:09:33.000]  他問兩個問題
[00:09:33.000 --> 00:09:36.000]  這兩個問題是我們信主的人應該問
[00:09:36.000 --> 00:09:38.000]  但我們很多時候都沒有問
[00:09:38.000 --> 00:09:39.000]  第一個問題是什麼
[00:09:39.000 --> 00:09:40.000]  你是誰
[00:09:40.000 --> 00:09:41.000]  Who is Jesus
[00:09:41.000 --> 00:09:44.000]  我出去傳福音信息的時候
[00:09:44.000 --> 00:09:45.000]  有個人跟我說
[00:09:45.000 --> 00:09:46.000]  散會之後
[00:09:46.000 --> 00:09:47.000]  你不用想我信耶穌
[00:09:47.000 --> 00:09:48.000]  我怎麼信耶穌
[00:09:48.000 --> 00:09:49.000]  我都不認識他
[00:09:49.000 --> 00:09:51.000]  因為他說這句話
[00:09:51.000 --> 00:09:53.000]  我就想起素羅問耶穌
[00:09:53.000 --> 00:09:54.000]  Who are you
[00:09:54.000 --> 00:09:55.000]  你是誰
[00:09:55.000 --> 00:09:57.000]  就這樣去猜
[00:09:57.000 --> 00:09:58.000]  有二十篇
[00:09:58.000 --> 00:10:00.000]  是說耶穌是誰
[00:10:00.000 --> 00:10:01.000]  有幾篇跟你們說過
[00:10:01.000 --> 00:10:02.000]  譬如六個月前跟你們說
[00:10:02.000 --> 00:10:04.000]  耶穌是女人的後裔
[00:10:04.000 --> 00:10:05.000]  那是其中一篇
[00:10:05.000 --> 00:10:09.000]  我剛剛寫完一本審判
[00:10:09.000 --> 00:10:11.000]  Jesus is the judge
[00:10:11.000 --> 00:10:13.000]  Judge of all
[00:10:13.000 --> 00:10:16.000]  審判不是我們這樣想的
[00:10:16.000 --> 00:10:18.000]  站在港台的獎賞最多
[00:10:18.000 --> 00:10:20.000]  No, not really
[00:10:20.000 --> 00:10:22.000]  因為耶穌說過一句話
[00:10:22.000 --> 00:10:23.000]  我很害怕
[00:10:23.000 --> 00:10:25.000]  多給誰就向誰多取
[00:10:25.000 --> 00:10:27.000]  你不要以為你才能多
[00:10:27.000 --> 00:10:28.000]  你事夢多
[00:10:28.000 --> 00:10:29.000]  或者你錢多
[00:10:29.000 --> 00:10:30.000]  可以奉獻多一些
[00:10:30.000 --> 00:10:31.000]  多過隔壁那個
[00:10:31.000 --> 00:10:32.000]  不一定的
[00:10:32.000 --> 00:10:33.000]  看你的能力
[00:10:33.000 --> 00:10:34.000]  在聖經裡面
[00:10:34.000 --> 00:10:36.000]  耶穌曾經稱讚那兩個銅板
[00:10:36.000 --> 00:10:38.000]  奉獻的一個寡婦
[00:10:38.000 --> 00:10:40.000]  這兩個銅板是他養生的
[00:10:40.000 --> 00:10:43.000]  多少千次
[00:10:43.000 --> 00:10:44.000]  多少萬次
[00:10:44.000 --> 00:10:45.000]  在港台提這個寡婦
[00:10:45.000 --> 00:10:47.000]  她叫什麼名字我們都不知道
[00:10:47.000 --> 00:10:49.000]  但是她的獎賞是大
[00:10:49.000 --> 00:10:52.000]  多給誰
[00:10:52.000 --> 00:10:53.000]  向誰多取
[00:10:53.000 --> 00:10:55.000]  我每天都在神面前認罪
[00:10:55.000 --> 00:10:59.000]  神按照自己的形象
[00:10:59.000 --> 00:11:00.000]  做人
[00:11:00.000 --> 00:11:01.000]  做男做女
[00:11:01.000 --> 00:11:02.000]  為何神做男做女
[00:11:02.000 --> 00:11:04.000]  全部都是他做的嗎
[00:11:04.000 --> 00:11:05.000]  你也是他做的
[00:11:05.000 --> 00:11:06.000]  不是的
[00:11:06.000 --> 00:11:08.000]  我是爸爸媽媽生的
[00:11:08.000 --> 00:11:09.000]  你的靈魂
[00:11:09.000 --> 00:11:11.000]  是神給下去的
[00:11:11.000 --> 00:11:13.000]  你媽媽不會安靈魂的
[00:11:13.000 --> 00:11:14.000]  不會
[00:11:14.000 --> 00:11:16.000]  每個人有一個靈魂就是神
[00:11:16.000 --> 00:11:18.000]  這個靈魂就是我們的personality
[00:11:18.000 --> 00:11:20.000]  就是我們的性格
[00:11:23.000 --> 00:11:25.000]  神要人體會到
[00:11:25.000 --> 00:11:28.000]  天父和耶穌是不同的individual
[00:11:28.000 --> 00:11:32.000]  聖經裡面有很多經文給我們看到
[00:11:32.000 --> 00:11:34.000]  是兩個person
[00:11:34.000 --> 00:11:36.000]  是兩個person
[00:11:36.000 --> 00:11:38.000]  其實神自己和自己說話
[00:11:38.000 --> 00:11:40.000]  因為祂有三個腦
[00:11:40.000 --> 00:11:41.000]  一個腦和第二個腦說話
[00:11:41.000 --> 00:11:42.000]  不是自己和自己說話
[00:11:42.000 --> 00:11:43.000]  不過我們不能這樣想
[00:11:43.000 --> 00:11:45.000]  神要我們visualize
[00:11:45.000 --> 00:11:47.000]  祂是三為一體
[00:11:47.000 --> 00:11:49.000]  耶穌說在約翰福音第五章第十七次
[00:11:49.000 --> 00:11:52.000]  耶穌說在約翰福音第五章第十七次
[00:11:52.000 --> 00:11:53.000]  耶穌就對他們說
[00:11:53.000 --> 00:11:56.000]  我父作事直到如今我也作事
[00:11:56.000 --> 00:11:58.000]  猶太人就越快想殺祂
[00:11:58.000 --> 00:12:00.000]  猶太人殺耶穌主的原因
[00:12:00.000 --> 00:12:02.000]  就是因為祂自己稱為神的兒子
[00:12:02.000 --> 00:12:03.000]  其中一個原因
[00:12:03.000 --> 00:12:05.000]  就是因為祂在安息日做工
[00:12:05.000 --> 00:12:07.000]  在醫病
[00:12:07.000 --> 00:12:11.000]  紅色的字
[00:12:11.000 --> 00:12:12.000]  耶穌說
[00:12:12.000 --> 00:12:16.000]  父所作的是子也照樣作
[00:12:16.000 --> 00:12:19.000]  好像讓我們看到
[00:12:19.000 --> 00:12:21.000]  向我們啟示聖經
[00:12:21.000 --> 00:12:23.000]  讓我們visualize
[00:12:23.000 --> 00:12:25.000]  是兩個不同的individual
[00:12:25.000 --> 00:12:27.000]  一個是聖父一個是聖子
[00:12:27.000 --> 00:12:31.000]  另外一個就是聖靈
[00:12:31.000 --> 00:12:33.000]  我們人不能完全了解
[00:12:33.000 --> 00:12:35.000]  你不要以為你能聽到了解
[00:12:35.000 --> 00:12:37.000]  我就沒辦法了解三為一體是怎樣
[00:12:37.000 --> 00:12:40.000]  因為人被造之物沒有這樣的東西
[00:12:40.000 --> 00:12:45.000]  我不能用這樣的東西來看
[00:12:45.000 --> 00:12:47.000]  主耶穌受浸的時候
[00:12:47.000 --> 00:12:49.000]  三十歲出來
[00:12:49.000 --> 00:12:50.000]  見到施洗約翰
[00:12:50.000 --> 00:12:53.000]  施洗約翰和施浸
[00:12:53.000 --> 00:12:55.000]  浸禮和今天的浸禮不同
[00:12:55.000 --> 00:12:57.000]  今天的浸禮是浸禮歸入教會
[00:12:57.000 --> 00:12:59.000]  今天的浸禮是向全世界人宣佈
[00:12:59.000 --> 00:13:00.000]  你是屬於耶穌的
[00:13:00.000 --> 00:13:02.000]  包括魔鬼和鐵斜靈
[00:13:02.000 --> 00:13:04.000]  你說我屬於耶穌的
[00:13:04.000 --> 00:13:06.000]  你不要觸碰我
[00:13:06.000 --> 00:13:09.000]  施洗約翰的浸禮是悔改的浸禮
[00:13:09.000 --> 00:13:11.000]  在施洗約翰面前
[00:13:11.000 --> 00:13:15.000]  我和你解鞋戴都不配
[00:13:15.000 --> 00:13:16.000]  我和你受浸
[00:13:16.000 --> 00:13:19.000]  耶穌說你要盡諸般的義
[00:13:19.000 --> 00:13:23.000]  為什麼我們每個人都要受浸
[00:13:23.000 --> 00:13:25.000]  牧師傳道 執事門
[00:13:25.000 --> 00:13:26.000]  每個人都要受浸
[00:13:26.000 --> 00:13:27.000]  因為有一天
[00:13:27.000 --> 00:13:29.000]  你會勸一些相信主的人受浸
[00:13:29.000 --> 00:13:30.000]  如果你自己沒有受浸
[00:13:30.000 --> 00:13:31.000]  他就會挑戰你
[00:13:31.000 --> 00:13:33.000]  那你有沒有受浸
[00:13:33.000 --> 00:13:35.000]  一定要受浸
[00:13:35.000 --> 00:13:38.000]  見證受浸和得救是兩回事
[00:13:38.000 --> 00:13:40.000]  受浸不是得救的要件
[00:13:40.000 --> 00:13:43.000]  得救是口裡承認
[00:13:43.000 --> 00:13:45.000]  心裡相信耶穌是神
[00:13:45.000 --> 00:13:47.000]  和向耶穌承認你是罪人
[00:13:47.000 --> 00:13:48.000]  這是得救的條件
[00:13:48.000 --> 00:13:49.000]  當你這樣承認的時候
[00:13:49.000 --> 00:13:50.000]  有兩件事發生
[00:13:50.000 --> 00:13:52.000]  第一 神參拜天使
[00:13:52.000 --> 00:13:53.000]  將你的名字寫在生命冊上
[00:13:53.000 --> 00:13:55.000]  第二 你的身份馬上改變
[00:13:55.000 --> 00:13:58.000]  變成一個屬靈的利未人
[00:13:58.000 --> 00:13:59.000]  是一個祭司
[00:13:59.000 --> 00:14:00.000]  你們有君尊的祭司
[00:14:00.000 --> 00:14:02.000]  被揀選的族類
[00:14:02.000 --> 00:14:05.000]  You are the chosen race
[00:14:05.000 --> 00:14:07.000]  with the royal priesthood
