
[00:00:00.000 --> 00:00:04.400]  我們一起來分享今天的故事
[00:07:35.000 --> 00:07:36.000]  或者是娶多少個
[00:07:36.000 --> 00:07:38.000]  所以就不限制娶多少個老婆
[00:07:38.000 --> 00:07:39.000]  娶了老婆了以後
[00:07:39.000 --> 00:07:42.000]  這個老婆就來幫助這個先生
[00:07:42.000 --> 00:07:45.000]  開始蓋一個茅草房
[00:07:45.000 --> 00:07:48.000]  那這個老婆娶回來就幫先生去蓋房子
[00:07:48.000 --> 00:07:50.000]  娶了一個老婆
[00:07:50.000 --> 00:07:52.000]  兩個老婆、三個老婆、四個老婆
[00:07:52.000 --> 00:07:53.000]  所以他就會成為一個村落
[00:07:53.000 --> 00:07:55.000]  所以每個老婆就蓋一間草房
[00:07:55.000 --> 00:07:57.000]  那就很多老婆之後就變成一個村了
[00:07:57.000 --> 00:07:59.000]  然後在這些茅草房的中間
[00:07:59.000 --> 00:08:03.000]  他們就開始去養他們的牛、羊
[00:08:03.000 --> 00:08:06.000]  或者是他們的這些畜牧的動物
[00:08:06.000 --> 00:08:09.000]  那茅草房之間就會養一些牛、羊
[00:08:09.000 --> 00:08:11.000]  牠們所有的動物就在那裡養
[00:08:11.000 --> 00:08:12.000]  大家可以想像一下
[00:08:12.000 --> 00:08:14.000]  那跟我們的文化有多麼多麼的不同
[00:08:14.000 --> 00:08:16.000]  可以想像一下跟我們文化有多大的分別
[00:08:16.000 --> 00:08:18.000]  那我們去接觸了以後
[00:08:18.000 --> 00:08:20.000]  哇,怎麼那麼不一樣的地方
[00:08:20.000 --> 00:08:21.000]  一接觸之後就發覺
[00:08:21.000 --> 00:08:23.000]  哇,怎麼跟我們這麼不同
[00:08:23.000 --> 00:08:25.000]  我們開車一路開開開開
[00:08:25.000 --> 00:08:27.000]  開到不要說沒有電
[00:08:27.000 --> 00:08:29.000]  那天晚上連月光都沒有
[00:08:29.000 --> 00:08:30.000]  我們一路開車開車開車
[00:08:30.000 --> 00:08:33.000]  開到不要說沒有電,黑到連月光都看不到
[00:08:33.000 --> 00:08:35.000]  我們一到了那個地方
[00:08:35.000 --> 00:08:38.000]  然後那個牧師、宣教士就跟我們講說
[00:08:38.000 --> 00:08:39.000]  我們到了
[00:08:39.000 --> 00:08:40.000]  我說我們到哪裡了
[00:08:40.000 --> 00:08:42.000]  一去到的時候宣教士就說
[00:08:42.000 --> 00:08:44.000]  到了,到了什麼地方
[00:08:44.000 --> 00:08:46.000]  因為我從大概兩個多小時以前
[00:08:46.000 --> 00:08:47.000]  我就不知道我自己在哪裡
[00:08:47.000 --> 00:08:49.000]  因為發覺兩個小時之前
[00:08:49.000 --> 00:08:50.000]  一路開車已經不知道去了哪裡
[00:08:50.000 --> 00:08:51.000]  他會突然跟我講說
[00:08:51.000 --> 00:08:53.000]  前面那棵樹右轉
[00:08:53.000 --> 00:08:55.000]  那我說這棵樹跟我剛剛看的一百棵樹
[00:08:55.000 --> 00:08:56.000]  都長得一模一樣
[00:08:56.000 --> 00:08:57.000]  你怎麼知道是這一棵樹
[00:08:57.000 --> 00:08:59.000]  他說前面那棵樹右轉就是了
[00:08:59.000 --> 00:09:01.000]  不過他說我看到一百棵樹都是這樣
[00:09:01.000 --> 00:09:02.000]  我怎麼知道是哪一棵
[00:09:02.000 --> 00:09:03.000]  我們一到的時候因為是晚上
[00:09:03.000 --> 00:09:04.000]  而且又沒有月光
[00:09:04.000 --> 00:09:05.000]  什麼都沒有
[00:09:05.000 --> 00:09:07.000]  然後就看到很多黑影從我們圍過來
[00:09:07.000 --> 00:09:09.000]  那我怎麼會看得到黑影呢
[00:09:09.000 --> 00:09:10.000]  他們發覺去到那裡
[00:09:10.000 --> 00:09:11.000]  黑漆漆又看不到月光
[00:09:11.000 --> 00:09:13.000]  但是你看到黑影出現
[00:09:13.000 --> 00:09:14.000]  怎麼看到黑影呢
[00:09:14.000 --> 00:09:17.000]  因為那些黑影都有白色的眼珠和白色的牙齒
[00:09:17.000 --> 00:09:19.000]  因為黑影有白色的眼和白色的牙
[00:09:19.000 --> 00:09:21.000]  每個人手上都拿著長矛
[00:09:21.000 --> 00:09:22.000]  然後圍著我們過來
[00:09:22.000 --> 00:09:25.000]  個個都拿著長矛跳著走過來
[00:09:25.000 --> 00:09:27.000]  那天我都不知道自己怎麼過的
[00:09:27.000 --> 00:09:29.000]  總之禮拜天到了
[00:09:29.000 --> 00:09:30.000]  然後他們就說
[00:09:30.000 --> 00:09:32.000]  我帶你們去他們聚會的地方
[00:09:32.000 --> 00:09:33.000]  那天不知道怎麼過
[00:09:33.000 --> 00:09:36.000]  但是接著禮拜天就去到他們的教會聚會的地方
[00:09:36.000 --> 00:09:37.000]  我就想到了教會
[00:09:37.000 --> 00:09:38.000]  我自己參加過教會
[00:09:38.000 --> 00:09:40.000]  還有我去過很多的教會
[00:09:40.000 --> 00:09:41.000]  都是
[00:09:41.000 --> 00:09:42.000]  我就很興奮
[00:09:42.000 --> 00:09:43.000]  尤其我很喜歡去非洲的教會
[00:09:43.000 --> 00:09:47.000]  因為他們聚會的方式非常非常的熱情
[00:09:47.000 --> 00:09:48.000]  所以想起去教會當然好
[00:09:48.000 --> 00:09:50.000]  我去過世界各地很多不同的教會
[00:09:50.000 --> 00:09:52.000]  想起非洲人教會當然是很熱情很好的地方
[00:09:52.000 --> 00:09:54.000]  而且他們的聚會的方式
[00:09:54.000 --> 00:09:56.000]  非常非常的多樣多變
[00:09:56.000 --> 00:09:57.000]  所以應該很多變
[00:09:57.000 --> 00:09:58.000]  很精彩的聚會
[00:09:58.000 --> 00:10:02.000]  而且他們常常沒有這麼好的這麼多的樂器
[00:10:02.000 --> 00:10:04.000]  但是他們的人的身體
[00:10:04.000 --> 00:10:07.000]  或者他們就用絲瓜還有包的貝殼
[00:10:07.000 --> 00:10:08.000]  就可以變成打擊樂器
[00:10:08.000 --> 00:10:09.000]  各式各樣的不同的樂器
[00:10:09.000 --> 00:10:10.000]  他未必好像我們有這麼豐富的樂器
[00:10:10.000 --> 00:10:13.000]  但是用身體或者用一些很簡單的樂器
[00:10:13.000 --> 00:10:15.000]  搖啊敲啊就有很多聲音了
[00:10:15.000 --> 00:10:18.000]  所以我就很想要去參與他們的聚會
[00:10:18.000 --> 00:10:21.000]  那我就很想很想參與非洲他們的聚會
[00:10:21.000 --> 00:10:25.000]  所以在坦桑尼亞的馬賽族的時候
[00:10:25.000 --> 00:10:27.000]  我就想到說我要去聚會
[00:10:27.000 --> 00:10:29.000]  可是我想到想像到的一個地方
[00:10:29.000 --> 00:10:32.000]  就是一個聚會的教堂
[00:10:32.000 --> 00:10:33.000]  一個建築物
[00:10:33.000 --> 00:10:35.000]  去到這個坦桑尼亞的馬賽族
[00:10:35.000 --> 00:10:36.000]  我就想很想去那個聚會
[00:10:36.000 --> 00:10:38.000]  我想像肯定是有個教堂
[00:10:38.000 --> 00:10:39.000]  有個建築物這樣
[00:10:39.000 --> 00:10:42.000]  我不知道你見過幾個不同的教會
[00:10:42.000 --> 00:10:43.000]  除了你自己的
[00:10:43.000 --> 00:10:45.000]  我不知道你除了在梁法茂之外
[00:10:45.000 --> 00:10:46.000]  有沒有去過
[00:10:46.000 --> 00:10:47.000]  這麼漂亮的教會之外
[00:10:47.000 --> 00:10:48.000]  有沒有去過其他的教會
[00:10:48.000 --> 00:10:49.000]  見過其他的教會
[00:10:49.000 --> 00:10:50.000]  我們平常看到的教會
[00:10:50.000 --> 00:10:52.000]  我們想像中的教會就是
[00:10:52.000 --> 00:10:54.000]  有四面的圍牆
[00:10:54.000 --> 00:10:56.000]  一定要有一個十字架
[00:10:56.000 --> 00:10:57.000]  又有講台
[00:10:57.000 --> 00:11:00.000]  又有聚會的固定的一個模式
[00:11:00.000 --> 00:11:02.000]  我們在想教會當然是四面牆
[00:11:02.000 --> 00:11:04.000]  起碼中間有個十字架
[00:11:04.000 --> 00:11:06.000]  然後有個教會有個程序
[00:11:06.000 --> 00:11:08.000]  這個就是我們教會的聚會
[00:11:08.000 --> 00:11:10.000]  你可以想像一下
[00:11:10.000 --> 00:11:14.000]  我和我們一起去的這些短宣隊的弟兄姊妹
[00:11:14.000 --> 00:11:16.000]  到了這個地方
[00:11:16.000 --> 00:11:18.000]  就是你剛剛看的這張照片的時候
[00:11:18.000 --> 00:11:20.000]  我們心中有多麼震撼
[00:11:20.000 --> 00:11:21.000]  當你想像一下
[00:11:21.000 --> 00:11:24.000]  這班弟兄姊妹和我們短宣隊去到這個地方
[00:11:24.000 --> 00:11:25.000]  就像這張圖片一樣
[00:11:25.000 --> 00:11:26.000]  有多麼震撼
[00:11:26.000 --> 00:11:27.000]  為什麼很震撼呢
[00:11:27.000 --> 00:11:31.000]  第一我們第一次看到一間教會是沒有屋頂的
[00:11:31.000 --> 00:11:35.000]  震撼的原因第一次就是發現原來這間教會沒有屋頂
[00:11:35.000 --> 00:11:37.000]  還不是沒有屋頂而已
[00:11:37.000 --> 00:11:39.000]  而且非常通風
[00:11:39.000 --> 00:11:41.000]  不止沒有屋頂還要很通風
[00:11:41.000 --> 00:11:43.000]  它有24小時的空調
[00:11:43.000 --> 00:11:45.000]  有24小時的空調
[00:11:45.000 --> 00:11:48.000]  對 因為就是完全沒有任何的窗戶
[00:11:48.000 --> 00:11:49.000]  它就在戶外
[00:11:49.000 --> 00:11:51.000]  因為是沒有窗戶沒有門什麼都沒有
[00:11:51.000 --> 00:11:52.000]  就在戶外
[00:11:52.000 --> 00:11:54.000]  連旁邊一個大樹都沒有看到
[00:11:54.000 --> 00:11:55.000]  連一棵大一點的樹都看不到
[00:11:55.000 --> 00:11:58.000]  所以我們就在那邊跟他們一起唱詩歌
[00:11:58.000 --> 00:12:00.000]  跟他們一起唱詩歌
[00:12:00.000 --> 00:12:01.000]  跟他們一起敬拜
[00:12:01.000 --> 00:12:03.000]  在那裡我們經常唱詩歌敬拜上帝
[00:12:03.000 --> 00:12:05.000]  你說你怎麼跟他們一起唱詩歌一起敬拜
[00:12:05.000 --> 00:12:07.000]  他們的話你又聽不懂
[00:12:07.000 --> 00:12:09.000]  你又說我怎麼跟他們唱都聽不懂他們說什麼
[00:12:09.000 --> 00:12:10.000]  我跟大家講一下
[00:12:10.000 --> 00:12:11.000]  這很容易的
[00:12:11.000 --> 00:12:12.000]  我跟大家講很簡單的
[00:12:12.000 --> 00:12:14.000]  我跟你講宣教沒有那麼難
[00:12:14.000 --> 00:12:15.000]  其實宣教一點都不難
[00:12:15.000 --> 00:12:16.000]  你知道嗎
[00:12:16.000 --> 00:12:18.000]  因為他們一首歌都會重複20遍30遍
[00:12:18.000 --> 00:12:19.000]  會一直唱一直唱
[00:12:19.000 --> 00:12:20.000]  所以一首歌你會重複幾十次
[00:12:20.000 --> 00:12:21.000]  二三十次副歌
[00:12:21.000 --> 00:12:23.000]  你說跟著一直搖就好了
[00:12:23.000 --> 00:12:25.000]  你一邊搖一邊動就行了
[00:12:25.000 --> 00:12:29.000]  而且我第一次在一間教會聚會
[00:12:29.000 --> 00:12:31.000]  會看到我們在唱詩歌的時候
[00:12:31.000 --> 00:12:33.000]  旁邊還會有動物在走來走去
[00:12:33.000 --> 00:12:35.000]  我第一次在教會一邊唱詩歌的時候
[00:12:35.000 --> 00:12:36.000]  還有動物在走來走去
[00:12:36.000 --> 00:12:39.000]  很像在National Geography拍攝的現場
[00:12:39.000 --> 00:12:42.000]  好像在看國家地理雜誌的片長一樣
[00:12:42.000 --> 00:12:43.000]  我回頭一看
[00:12:43.000 --> 00:12:45.000]  轉頭一看
[00:12:45.000 --> 00:12:47.000]  哇好險原來是驢子
[00:12:47.000 --> 00:12:49.000]  驢子
[00:12:49.000 --> 00:12:50.000]  驢仔
[00:12:50.000 --> 00:12:51.000]  驢仔
[00:12:51.000 --> 00:12:54.000]  原來要是獅子的話我就不玩了
[00:12:54.000 --> 00:12:55.000]  我先走一步
[00:12:55.000 --> 00:12:57.000]  如果是獅子可能就先走
[00:12:57.000 --> 00:12:58.000]  可是驢子呢
[00:12:58.000 --> 00:13:01.000]  這些驢子跟我們在聖經裡面看到的驢子是不一樣的
[00:13:01.000 --> 00:13:04.000]  這些驢子跟我們看聖經裡面的驢子很不同
[00:13:04.000 --> 00:13:06.000]  因為聖經裡面帶耶穌進城的那些驢子
[00:13:06.000 --> 00:13:08.000]  他們都比較屬靈一點
[00:13:08.000 --> 00:13:10.000]  是聖經裡面那些驢子是屬靈一點的
[00:13:10.000 --> 00:13:11.000]  帶耶穌進城的那些比較屬靈一點
[00:13:11.000 --> 00:13:13.000]  這些驢子很不識相
[00:13:13.000 --> 00:13:15.000]  在我們敬拜上帝的時候一直吵
[00:13:15.000 --> 00:13:18.000]  這些驢子在我們敬拜上帝的時候一直吵
[00:13:18.000 --> 00:13:19.000]  不是很屬靈
[00:13:19.000 --> 00:13:22.000]  各位我不知道大家有沒有聽過驢子叫
[00:13:22.000 --> 00:13:23.000]  有沒有人聽過驢子叫
[00:13:23.000 --> 00:13:25.000]  有沒有聽過那些驢子怎麼叫的
[00:13:25.000 --> 00:13:26.000]  驢子叫很難聽
[00:13:26.000 --> 00:13:28.000]  驢子叫很難聽的
[00:13:28.000 --> 00:13:31.000]  很像是有人在嚎啕大哭的時候
[00:13:31.000 --> 00:13:33.000]  突然很用力的咳嗽
[00:13:33.000 --> 00:13:35.000]  好像一個人在嚎啕大哭的時候
[00:13:35.000 --> 00:13:37.000]  突然間很憂鬱地咳嗽
[00:13:37.000 --> 00:13:38.000]  你們應該沒有聽過
[00:13:38.000 --> 00:13:39.000]  很奇怪
[00:13:39.000 --> 00:13:45.000]  所以我們在唱詩歌的時候
[00:13:45.000 --> 00:13:47.000]  跟他們一起這樣
[00:13:47.000 --> 00:13:48.000]  所以一邊唱詩歌一邊跳的時候呢
[00:13:48.000 --> 00:13:50.000]  那驢子就在旁邊一直吵
[00:13:50.000 --> 00:13:52.000]  就是有這樣的叛咒聲
[00:13:52.000 --> 00:13:55.000]  然後我就 噓 靜一點 靜一點
[00:13:55.000 --> 00:13:59.000]  那我自己在整個過程當中
[00:13:59.000 --> 00:14:01.000]  我有一個很大很大的震撼
