
[00:00:00.000 --> 00:00:02.400]  在這裏請大家讀一段經文
[00:01:42.000 --> 00:01:44.000]  我們怎麼知道神的愛呢
[00:01:44.000 --> 00:01:46.000]  接下去他就告訴我們
[00:01:46.000 --> 00:01:49.000]  他說甚至將他的獨生子賜給他們
[00:01:49.000 --> 00:01:52.000]  叫一切信他的不致滅亡反得而永生
[00:01:52.000 --> 00:01:55.000]  那麼前面告訴我們說他要被舉起來
[00:01:55.000 --> 00:01:58.000]  就是他要被釘死在十字架上
[00:01:58.000 --> 00:02:01.000]  然後他要被高舉從地上升到天上
[00:02:01.000 --> 00:02:04.000]  這就是告訴我們他從死裏復活
[00:02:04.000 --> 00:02:05.000]  那麼最後呢
[00:02:05.000 --> 00:02:07.000]  前面一個是神
[00:02:07.000 --> 00:02:09.000]  後面一個是獨生的愛子
[00:02:09.000 --> 00:02:11.000]  接下去就是人
[00:02:11.000 --> 00:02:15.000]  第十七節他說因爲神猜他的兒子降世
[00:02:15.000 --> 00:02:17.000]  不是要定世人的罪
[00:02:17.000 --> 00:02:19.000]  是要叫世人因他得救
[00:02:19.000 --> 00:02:21.000]  這是出於神的愛
[00:02:21.000 --> 00:02:23.000]  聖經上告訴我們說神就是愛
[00:02:23.000 --> 00:02:25.000]  當我們還在做罪人的時候
[00:02:25.000 --> 00:02:27.000]  神如此愛我們
[00:02:27.000 --> 00:02:29.000]  所以我們才知道他的愛
[00:02:29.000 --> 00:02:32.000]  我們很多時候我們的愛是有條件的
[00:02:32.000 --> 00:02:35.000]  但是神的愛是沒有條件的
[00:02:35.000 --> 00:02:37.000]  那最後呢
[00:02:37.000 --> 00:02:40.000]  他說信他的人不被定罪
[00:02:40.000 --> 00:02:42.000]  不信的人罪已經定了
[00:02:42.000 --> 00:02:45.000]  因爲他不信神獨生子的名
[00:02:45.000 --> 00:02:48.000]  他告訴我們說我們人是在一個困境當中
[00:02:48.000 --> 00:02:49.000]  什麼樣的困境呢
[00:02:49.000 --> 00:02:52.000]  就是我們的罪已經定了
[00:02:52.000 --> 00:02:55.000]  不是現在才被定
[00:02:55.000 --> 00:02:58.000]  不是你不信耶穌你纔會被定罪
[00:02:58.000 --> 00:03:00.000]  乃是在創世的時候
[00:03:00.000 --> 00:03:03.000]  人亞當夏娃犯了罪之後
[00:03:03.000 --> 00:03:05.000]  那麼人的罪就已經定了
[00:03:05.000 --> 00:03:07.000]  所以我們每一個人
[00:03:07.000 --> 00:03:09.000]  如果沒有耶穌基督的救恩
[00:03:09.000 --> 00:03:12.000]  我們每一個人都是坐在同一個列車上面
[00:03:12.000 --> 00:03:14.000]  往滅亡的方向去
[00:03:14.000 --> 00:03:18.000]  如果不是神從高天伸手把我們拉出來
[00:03:18.000 --> 00:03:23.000]  我們沒有一個人可以得到這個生命
[00:03:23.000 --> 00:03:26.000]  我記得有一個人
[00:03:26.000 --> 00:03:28.000]  一個哲學家他講過一句話
[00:03:28.000 --> 00:03:30.000]  我覺得蠻有意思的
[00:03:30.000 --> 00:03:32.000]  他說真理
[00:03:32.000 --> 00:03:35.000]  如果是真理的話
[00:03:35.000 --> 00:03:37.000]  我們人只有
[00:03:37.000 --> 00:03:38.000]  你沒有辦法反駁的
[00:03:38.000 --> 00:03:40.000]  因爲是真理
[00:03:40.000 --> 00:03:42.000]  你也不需要去證明
[00:03:42.000 --> 00:03:44.000]  因爲他是真理
[00:03:44.000 --> 00:03:46.000]  但是真理給我們人
[00:03:46.000 --> 00:03:48.000]  有一個選擇
[00:03:48.000 --> 00:03:50.000]  你要不然就是拒絕他
[00:03:50.000 --> 00:03:53.000]  你要不然就是選擇他
[00:03:53.000 --> 00:03:54.000]  主耶穌他告訴我們說
[00:03:54.000 --> 00:03:57.000]  他是道路真理生命
[00:03:57.000 --> 00:03:58.000]  若不借着他
[00:03:58.000 --> 00:04:01.000]  沒有人能到父那裏去
[00:04:01.000 --> 00:04:02.000]  在這裏告訴我們說
[00:04:02.000 --> 00:04:03.000]  神愛世人
[00:04:03.000 --> 00:04:06.000]  甚至將他的獨生子賜給他們
[00:04:06.000 --> 00:04:07.000]  叫一切信他的
[00:04:07.000 --> 00:04:09.000]  不致滅亡
[00:04:09.000 --> 00:04:12.000]  反得永生
[00:04:12.000 --> 00:04:14.000]  在我們當中也許有第一次來的
[00:04:14.000 --> 00:04:15.000]  或許你還沒有信主
[00:04:15.000 --> 00:04:18.000]  你聽了福音聽得到很久了
[00:04:18.000 --> 00:04:22.000]  那麼今天也許就是一個時候
[00:04:22.000 --> 00:04:23.000]  你必須要做一個決定
[00:04:23.000 --> 00:04:25.000]  因爲這是一個真理
[00:04:25.000 --> 00:04:26.000]  有很多人說
[00:04:26.000 --> 00:04:28.000]  我現在過得很好啊
[00:04:28.000 --> 00:04:29.000]  對不對
[00:04:29.000 --> 00:04:32.000]  那麼我也沒有犯什麼滔天大罪
[00:04:32.000 --> 00:04:35.000]  我也沒有作奸犯科
[00:04:35.000 --> 00:04:39.000]  神經上告訴我們說世人都犯了罪
[00:04:39.000 --> 00:04:40.000]  什麼罪呢
[00:04:40.000 --> 00:04:42.000]  就是我們得罪了這位神
[00:04:42.000 --> 00:04:43.000]  我們不信他
[00:04:43.000 --> 00:04:46.000]  我們拒絕他
[00:04:46.000 --> 00:04:47.000]  但是他卻愛我們
[00:04:47.000 --> 00:04:49.000]  所以他拆遣他的獨生愛子
[00:04:49.000 --> 00:04:51.000]  來到這個世界上
[00:04:51.000 --> 00:04:54.000]  他把他釘死在十字架上
[00:04:54.000 --> 00:04:56.000]  爲的是你我
[00:04:56.000 --> 00:04:59.000]  償還你我所欠的債
[00:04:59.000 --> 00:05:03.000]  罪債
[00:05:03.000 --> 00:05:05.000]  在我們的程序單上面
[00:05:05.000 --> 00:05:10.000]  我特地寫了一個信息的題目是神愛
[00:05:10.000 --> 00:05:13.000]  然後後面是blank
[00:05:13.000 --> 00:05:14.000]  那麼我們當中有的人
[00:05:14.000 --> 00:05:16.000]  你已經經歷了神的愛
[00:05:16.000 --> 00:05:18.000]  你已經相信主耶穌
[00:05:18.000 --> 00:05:20.000]  你已經接受了他的
[00:05:20.000 --> 00:05:23.000]  那麼你可以把你的名字寫在上面
[00:05:23.000 --> 00:05:24.000]  神愛
[00:05:24.000 --> 00:05:28.000]  馬天蘭
[00:05:28.000 --> 00:05:29.000]  那是我啊
[00:05:29.000 --> 00:05:32.000]  你們自己寫你們的名字
[00:05:32.000 --> 00:05:33.000]  如果我們中間有哪一位
[00:05:33.000 --> 00:05:36.000]  你今天聽了師班的獻唱
[00:05:36.000 --> 00:05:39.000]  他裏面的這個信息
[00:05:39.000 --> 00:05:41.000]  真的是很感動你
[00:05:41.000 --> 00:05:44.000]  那麼你願意接受這個愛
[00:05:44.000 --> 00:05:48.000]  你願意接受神所給我們的恩典
[00:05:48.000 --> 00:05:50.000]  你願意接受主耶穌
[00:05:50.000 --> 00:05:54.000]  那麼你就可以把你的名字寫在上面
[00:05:54.000 --> 00:05:56.000]  你可以跟神禱告
[00:05:56.000 --> 00:05:57.000]  你說我願意接受你
[00:05:57.000 --> 00:05:59.000]  我願意相信你
[00:05:59.000 --> 00:06:01.000]  求你接納我
[00:06:01.000 --> 00:06:06.000]  他會無條件的接納你
[00:06:06.000 --> 00:06:11.000]  我們一起禱告
[00:06:11.000 --> 00:06:13.000]  天父我們滿心的感謝你
[00:06:13.000 --> 00:06:15.000]  是你自己的愛
[00:06:15.000 --> 00:06:19.000]  那超乎我們所能想象的愛
[00:06:19.000 --> 00:06:21.000]  我們不能明白的愛
[00:06:21.000 --> 00:06:23.000]  你給了我們
[00:06:23.000 --> 00:06:26.000]  使我們心裏受到感動
[00:06:26.000 --> 00:06:31.000]  使我們願意回到你的面前
[00:06:31.000 --> 00:06:33.000]  接受你
[00:06:33.000 --> 00:06:34.000]  我們謝謝你
[00:06:34.000 --> 00:06:36.000]  我們把我們在座的每一位
[00:06:36.000 --> 00:06:38.000]  都交在你自己的手中
[00:06:38.000 --> 00:06:40.000]  願今天師班所獻的詩
[00:06:40.000 --> 00:06:42.000]  裏面的信息
[00:06:42.000 --> 00:06:46.000]  能夠打動我們每一個人的心
[00:06:46.000 --> 00:06:47.000]  我們感謝禱告
[00:06:47.000 --> 00:06:49.000]  是奉主耶穌基督的聖名
