
[00:00:00.000 --> 00:00:04.000]  大家今早都知道今早是甚麼日子來的
[00:05:22.000 --> 00:05:26.000]  跟別人講福音,講信耶穌的事情
[00:05:26.000 --> 00:05:31.000]  在羅馬書三章一開始就告訴別人世人都犯了罪
[00:05:31.000 --> 00:05:33.000]  規決了神的榮耀
[00:05:33.000 --> 00:05:39.000]  接著我們就要告訴別人,在第六章就說
[00:05:39.000 --> 00:05:43.000]  罪的公價乃是死
[00:05:44.000 --> 00:05:52.000]  很多時候我們會問老師,跟別人講福音就跟別人講死
[00:05:52.000 --> 00:05:54.000]  好像不是很想
[00:05:54.000 --> 00:05:58.000]  但我老師告訴我,你們不用怕
[00:05:58.000 --> 00:06:02.000]  死是一個事實,沒有人會這樣跟你爭論
[00:06:02.000 --> 00:06:06.000]  不會死,你可以想想為什麼
[00:06:06.000 --> 00:06:11.000]  所以你可以一針見血直接告訴別人
[00:06:11.000 --> 00:06:15.000]  我們人的生命是肉體上的生命
[00:06:15.000 --> 00:06:17.000]  最後是會有死
[00:06:17.000 --> 00:06:21.000]  但有一件事就是我們死後會怎樣
[00:06:21.000 --> 00:06:30.000]  因為接著我們在希伯拉書講得很清楚
[00:06:30.000 --> 00:06:33.000]  我們定明人人都有死
[00:06:33.000 --> 00:06:37.000]  可以跟別人講,他們一定死
[00:06:37.000 --> 00:06:39.000]  沒有人會跟你爭論
[00:06:39.000 --> 00:06:42.000]  但是我們要提醒一件事就是
[00:06:42.000 --> 00:06:47.000]  我們死後不是就這樣了事
[00:06:47.000 --> 00:06:50.000]  我們死後是會有審判
[00:06:50.000 --> 00:06:53.000]  審判是會人人都有
[00:06:53.000 --> 00:06:57.000]  不只是信主不信主的人
[00:06:57.000 --> 00:07:04.000]  在舊約裡面,我們知道有兩個人沒有死
[00:07:05.000 --> 00:07:12.000]  一個是伊諾,一個是伊利亞
[00:07:12.000 --> 00:07:20.000]  是一個可以回去創世紀可以看看伊諾的事情
[00:07:20.000 --> 00:07:24.000]  但是最後形容他的時候
[00:07:24.000 --> 00:07:27.000]  特別形容有一句話
[00:07:27.000 --> 00:07:31.000]  他跟主痛恨三百年
[00:07:31.000 --> 00:07:33.000]  他活到七五歲才生小孩
[00:07:33.000 --> 00:07:36.000]  但是跟著講他再活多三百年
[00:07:36.000 --> 00:07:38.000]  是很特別一句
[00:07:38.000 --> 00:07:40.000]  同主同恨三百年
[00:07:40.000 --> 00:07:43.000]  伊利亞的故事我想又很長
[00:07:43.000 --> 00:07:46.000]  差不多要回去看聶王記上那裡
[00:07:46.000 --> 00:07:50.000]  我想我們今天不會特別講他
[00:07:50.000 --> 00:07:53.000]  但是到了新約的時候
[00:07:53.000 --> 00:07:55.000]  我們會看到一些東西就是
[00:07:55.000 --> 00:07:59.000]  耶穌來,祂是跟人醫病
[00:07:59.000 --> 00:08:00.000]  特別是醫病的事情
[00:08:00.000 --> 00:08:03.000]  也有趕鬼的事情
[00:08:03.000 --> 00:08:08.000]  耶穌除了醫病之外
[00:08:08.000 --> 00:08:09.000]  祂是醫好人
[00:08:09.000 --> 00:08:11.000]  但是祂特別有一件事
[00:08:11.000 --> 00:08:15.000]  祂只是叫三個人
[00:08:15.000 --> 00:08:19.000]  醫到三個人從死裡面已經死了的復活
[00:08:19.000 --> 00:08:22.000]  只有記載三次
[00:08:22.000 --> 00:08:25.000]  可能或者祂會不止三次
[00:08:25.000 --> 00:08:28.000]  但是記載到只有三次
[00:08:29.000 --> 00:08:32.000]  這三次就是
[00:08:32.000 --> 00:08:34.000]  有兩次是記載在《路加福音》
[00:08:34.000 --> 00:08:37.000]  第七章和第八章那裡
[00:08:37.000 --> 00:08:40.000]  我想我們不會詳細看那個故事
[00:08:40.000 --> 00:08:41.000]  第七章那裡就是
[00:08:41.000 --> 00:08:43.000]  耶穌去到達因的地方
[00:08:43.000 --> 00:08:46.000]  一個寡婦的獨仔死了
[00:08:46.000 --> 00:08:49.000]  去到那時祂不是去醫病
[00:08:49.000 --> 00:08:52.000]  祂是經我那裡看到祂
[00:08:52.000 --> 00:08:53.000]  在出殯
[00:08:53.000 --> 00:08:58.000]  就是已經出城要葬那個人
[00:08:58.000 --> 00:09:01.000]  耶穌起了前面的心
[00:09:01.000 --> 00:09:06.000]  就叫那個男孩子復活
[00:09:06.000 --> 00:09:10.000]  《路加福音》第八章那裡
[00:09:10.000 --> 00:09:13.000]  是一個本會堂的人
[00:09:13.000 --> 00:09:16.000]  他的閨女十二歲
[00:09:16.000 --> 00:09:17.000]  很小的
[00:09:17.000 --> 00:09:20.000]  病得很厲害
[00:09:20.000 --> 00:09:23.000]  他自己去求祂
[00:09:23.000 --> 00:09:25.000]  去到耶穌那裡求祂
[00:09:25.000 --> 00:09:29.000]  但是耶穌拖了一陣子
[00:09:29.000 --> 00:09:30.000]  才去到那裡
[00:09:30.000 --> 00:09:34.000]  到那時候已經死了
[00:09:34.000 --> 00:09:36.000]  耶穌說祂睡了覺而已
[00:09:36.000 --> 00:09:37.000]  不要緊
[00:09:37.000 --> 00:09:38.000]  很有趣的
[00:09:38.000 --> 00:09:40.000]  好像不緊張
[00:09:40.000 --> 00:09:42.000]  但是耶穌叫了祂起床
[00:09:42.000 --> 00:09:48.000]  這是大佬的女兒發生的事情
[00:09:48.000 --> 00:09:51.000]  在《讓夫音》第十一章那裡
[00:09:51.000 --> 00:09:56.000]  是一個更加精彩的故事
[00:09:56.000 --> 00:10:01.000]  因為牽涉到瑪利亞和馬大
[00:10:01.000 --> 00:10:02.000]  兩姐妹
[00:10:02.000 --> 00:10:07.000]  還有她的應該是弟弟
[00:10:07.000 --> 00:10:09.000]  拉撒路的故事
[00:10:09.000 --> 00:10:14.000]  瑪大瑪利亞還有很多事情
[00:10:14.000 --> 00:10:17.000]  她跟耶穌有交往
[00:10:17.000 --> 00:10:21.000]  不是不認識耶穌
[00:10:21.000 --> 00:10:23.000]  如果大家看新的內容
[00:10:23.000 --> 00:10:26.000]  就會看到其他的故事
[00:10:26.000 --> 00:10:29.000]  當耶穌收到他們的消息的時候
[00:10:29.000 --> 00:10:31.000]  耶穌不太緊張
[00:10:31.000 --> 00:10:36.000]  在外面有其他的事情
[00:10:36.000 --> 00:10:38.000]  好像等一等
[00:10:38.000 --> 00:10:43.000]  到最後去到他們家的時候
[00:10:43.000 --> 00:10:45.000]  拉撒路已經死了
[00:10:45.000 --> 00:10:47.000]  不僅死了
[00:10:47.000 --> 00:10:51.000]  而且還埋葬了
[00:10:51.000 --> 00:10:54.000]  所以去到拉撒路那個地方
[00:10:54.000 --> 00:10:56.000]  我想他的埋葬
[00:10:56.000 --> 00:11:01.000]  不是挖個洞在山洞裡面
[00:11:01.000 --> 00:11:04.000]  不是挖在地上
[00:11:04.000 --> 00:11:08.000]  然後墳墓外面是用石頭
[00:11:08.000 --> 00:11:12.000]  應該是用一塊大石蓋在那裡
[00:11:12.000 --> 00:11:16.000]  耶穌去到那裡
[00:11:16.000 --> 00:11:20.000]  馬大都不是埋怨
[00:11:20.000 --> 00:11:23.000]  他說已經太遲了
[00:11:23.000 --> 00:11:25.000]  已經來得這麼遲
[00:11:25.000 --> 00:11:28.000]  耶穌等了好幾天
[00:11:28.000 --> 00:11:30.000]  應該三四天起吧
[00:11:30.000 --> 00:11:35.000]  才去到那裡
[00:11:35.000 --> 00:11:37.000]  但是馬大都知道
[00:11:37.000 --> 00:11:42.000]  他說有一天他們會復活
[00:11:42.000 --> 00:11:44.000]  雖然死了
[00:11:44.000 --> 00:11:53.000]  但是耶穌很清楚地跟他們再說一次
[00:11:53.000 --> 00:11:56.000]  耶穌說復活在他們身上
[00:11:56.000 --> 00:11:57.000]  生命在他們身上
[00:11:57.000 --> 00:12:01.000]  耶穌在這幾件事情上
[00:12:01.000 --> 00:12:05.000]  給我們看到兩件事
[00:12:05.000 --> 00:12:09.000]  耶穌是可以醫病
[00:12:09.000 --> 00:12:11.000]  大家知道耶穌不是醫生
[00:12:11.000 --> 00:12:15.000]  他不是像老家那樣
[00:12:15.000 --> 00:12:20.000]  但是耶穌有人開始找他醫病的時候
[00:12:20.000 --> 00:12:22.000]  我們看到他怎樣跟人家醫病
[00:12:22.000 --> 00:12:24.000]  都怪怪的
[00:12:24.000 --> 00:12:26.000]  我說怪怪的
[00:12:26.000 --> 00:12:28.000]  但是他是被人家知道
[00:12:28.000 --> 00:12:34.000]  他的醫病為什麼他可以有能力醫病
[00:12:34.000 --> 00:12:39.000]  他不是一個醫生出身
[00:12:39.000 --> 00:12:43.000]  但是他是神的兒子
[00:12:43.000 --> 00:12:45.000]  他不單止被人知道
[00:12:45.000 --> 00:12:50.000]  他有能力可以醫病
[00:12:50.000 --> 00:12:56.000]  他也有主權可以把人從死裡復活
[00:12:56.000 --> 00:12:59.000]  在這幾件事上我們看到
[00:12:59.000 --> 00:13:04.000]  耶穌不是很清楚地一定要跟人家醫病
[00:13:04.000 --> 00:13:09.000]  或者叫人死了復活
[00:13:09.000 --> 00:13:16.000]  因為耶穌知道到最後這些人仍然會死
[00:13:16.000 --> 00:13:19.000]  但是重要的事情就是
[00:13:19.000 --> 00:13:20.000]  這些人是不是接受
[00:13:20.000 --> 00:13:23.000]  到最後是不是接受
[00:13:23.000 --> 00:13:26.000]  他是神差利的兒子
[00:13:26.000 --> 00:13:28.000]  因為到最後
[00:13:28.000 --> 00:13:34.000]  耶穌自己要釘在十字架上
[00:13:34.000 --> 00:13:36.000]  為我們死
[00:13:36.000 --> 00:13:38.000]  不單止如此
[00:13:38.000 --> 00:13:40.000]  而且他要復活
[00:13:40.000 --> 00:13:47.000]  他是戰勝死亡
[00:13:47.000 --> 00:13:52.000]  在路加福音那裡
[00:13:52.000 --> 00:13:56.000]  耶穌有兩個比喻
[00:13:56.000 --> 00:13:57.000]  是很特別的比喻
[00:13:57.000 --> 00:14:00.000]  我是很喜歡這個比喻
[00:14:00.000 --> 00:14:03.000]  第一個比喻在十六章那裡
[00:14:03.000 --> 00:14:06.000]  也是有拉撒路的名字
[00:14:06.000 --> 00:14:11.000]  但是拉撒路不是跟我們剛才那個拉撒路
[00:14:11.000 --> 00:14:13.000]  同一個人
[00:14:13.000 --> 00:14:15.000]  不應該同一個人
[00:14:15.000 --> 00:14:17.000]  這是一個比喻
[00:14:17.000 --> 00:14:22.000]  講到是財主跟拉撒路的一個故事
[00:14:22.000 --> 00:14:26.000]  我想大家都應該會聽過這個故事
[00:14:26.000 --> 00:14:30.000]  我們重新看這個故事的時候
[00:14:30.000 --> 00:14:33.000]  這兩個人都是死了
[00:14:33.000 --> 00:14:37.000]  但是特別死了去哪裡呢
[00:14:37.000 --> 00:14:39.000]  我們要留意一下
[00:14:39.000 --> 00:14:43.000]  拉撒路和財主都死了
[00:14:43.000 --> 00:14:47.000]  去到見到阿伯拉罕
[00:14:47.000 --> 00:14:54.000]  阿伯拉罕是由拉撒路去到他的懷抱那裡
[00:14:54.000 --> 00:15:00.000]  而財主就在另外一個地方受罪
[00:15:00.000 --> 00:15:03.000]  我想大家回到十六章那裡
[00:15:03.000 --> 00:15:05.000]  前面看完整個故事
[00:15:05.000 --> 00:15:07.000]  我想我們會清楚
[00:15:07.000 --> 00:15:10.000]  但是很特別的一件事我們要看到就是
[00:15:10.000 --> 00:15:14.000]  財主求阿伯拉罕叫拉撒路回去
[00:15:14.000 --> 00:15:16.000]  告訴他的家人
[00:15:16.000 --> 00:15:23.000]  叫他們在生的時候做好人
[00:15:23.000 --> 00:15:25.000]  但是更重要的就是
[00:15:25.000 --> 00:15:28.000]  就知道我們的生命
[00:15:28.000 --> 00:15:30.000]  我們今天在世上
[00:15:30.000 --> 00:15:32.000]  我們是屬神的
[00:15:32.000 --> 00:15:34.000]  假如我們不認識神
[00:15:34.000 --> 00:15:37.000]  不去接受神的時候
[00:15:37.000 --> 00:15:42.000]  我們到最後的結局是怎麼樣
[00:15:42.000 --> 00:15:45.000]  這個是財主跟拉撒路的故事
[00:15:45.000 --> 00:15:48.000]  其中一點我們要留意
[00:15:48.000 --> 00:15:53.000]  在《路加福音》十五章前面
[00:15:53.000 --> 00:15:56.000]  有另外一個故事大家也應該很熟悉
[00:15:56.000 --> 00:15:59.000]  就是浪子回頭的一個比喻
[00:15:59.000 --> 00:16:01.000]  但是浪子回頭的比喻
[00:16:01.000 --> 00:16:03.000]  是有兩兄弟
[00:16:03.000 --> 00:16:04.000]  不是只有一個
[00:16:04.000 --> 00:16:05.000]  一個是有三個人
[00:16:05.000 --> 00:16:07.000]  他爸爸和他兒子
[00:16:07.000 --> 00:16:11.000]  小孩子就不長進
[00:16:11.000 --> 00:16:14.000]  問爸爸拿了所有錢
[00:16:14.000 --> 00:16:16.000]  他該得的不是該得
[00:16:16.000 --> 00:16:19.000]  就是他那份就拿了家產就走出去了
[00:16:19.000 --> 00:16:23.000]  到最後就很慘
[00:16:23.000 --> 00:16:26.000]  就沒得吃
[00:16:26.000 --> 00:16:30.000]  連豬耍或者什麼都要躲起來
[00:16:30.000 --> 00:16:33.000]  結果就要回到他家
[00:16:33.000 --> 00:16:35.000]  他回到家的時候
[00:16:35.000 --> 00:16:38.000]  他爸爸很接待他
[00:16:38.000 --> 00:16:40.000]  但是他大哥就不開心
[00:16:40.000 --> 00:16:46.000]  問他他弟弟這樣你也侵他玩
[00:16:46.000 --> 00:16:48.000]  收回他
[00:16:48.000 --> 00:16:51.000]  他爸爸就跟他講了一句
[00:16:51.000 --> 00:16:56.000]  他說這個兄弟好像是死而復活
[00:16:56.000 --> 00:16:58.000]  當然他當時還沒死
[00:16:58.000 --> 00:17:00.000]  不是生是死
[00:17:00.000 --> 00:17:04.000]  當他爸爸看到他的弟弟
[00:17:04.000 --> 00:17:08.000]  他的兒子出去了
[00:17:08.000 --> 00:17:12.000]  當時跟死沒什麼分別
[00:17:12.000 --> 00:17:15.000]  但是他肯回來
[00:17:15.000 --> 00:17:18.000]  這個故事我可以告訴你
[00:17:18.000 --> 00:17:21.000]  當我聽完這個故事的時候
[00:17:21.000 --> 00:17:23.000]  是我信主
[00:17:23.000 --> 00:17:26.000]  叫我信主的一個故事
[00:17:26.000 --> 00:17:27.000]  這個是一個
[00:17:27.000 --> 00:17:30.000]  對我來說是一個很深的
[00:17:30.000 --> 00:17:35.000]  很捉心的一個比喻
[00:17:35.000 --> 00:17:40.000]  我們今天做基督徒
[00:17:40.000 --> 00:17:44.000]  我們要想想我們憑什麼為什麼
[00:17:44.000 --> 00:17:47.000]  我們知道
[00:17:47.000 --> 00:17:51.000]  本來我們是跟神隔離
[00:17:51.000 --> 00:17:58.000]  但是耶穌當日來到世上
[00:17:58.000 --> 00:18:01.000]  釘在十字架上面
[00:18:01.000 --> 00:18:04.000]  承擔了我們每一個人的罪
[00:18:04.000 --> 00:18:08.000]  如果我們沒有的話
[00:18:08.000 --> 00:18:11.000]  我們今天必死
[00:18:11.000 --> 00:18:14.000]  肉體的死是無疑
[00:18:14.000 --> 00:18:16.000]  但是這個死是我們
[00:18:16.000 --> 00:18:19.000]  跟神的永遠分離
[00:18:19.000 --> 00:18:20.000]  我不想提
[00:18:20.000 --> 00:18:22.000]  我們死了之後
[00:18:22.000 --> 00:18:24.000]  不去到神之前
[00:18:24.000 --> 00:18:26.000]  我們在一個什麼處境
[00:18:26.000 --> 00:18:27.000]  那個受罪
[00:18:27.000 --> 00:18:29.000]  我想大家都會知道
[00:18:29.000 --> 00:18:31.000]  可以知道
[00:18:31.000 --> 00:18:35.000]  因為耶穌基督的死
[00:18:35.000 --> 00:18:36.000]  不單止死
[00:18:36.000 --> 00:18:39.000]  祂是復活
[00:18:39.000 --> 00:18:44.000]  復活而且是升天去到神那裡
[00:18:44.000 --> 00:18:46.000]  祂今天在神的右邊
[00:18:46.000 --> 00:18:49.000]  是為我們去禱告
[00:18:49.000 --> 00:18:51.000]  所以我們今天
[00:18:51.000 --> 00:18:54.000]  能夠做一個基督徒
[00:18:54.000 --> 00:18:56.000]  我們承認耶穌基督
[00:18:56.000 --> 00:18:59.000]  我們應該再一次
[00:18:59.000 --> 00:19:04.000]  思考神給我們的恩典
[00:19:04.000 --> 00:19:09.000]  我們今天活在世上的時候
[00:19:09.000 --> 00:19:11.000]  我們知道為什麼
[00:19:11.000 --> 00:19:14.000]  我們今天有這個生命
[00:19:14.000 --> 00:19:18.000]  是耶穌基督為我們承擔了這個罪
[00:19:18.000 --> 00:19:20.000]  所以我們今天活在世上的時候
[00:19:20.000 --> 00:19:23.000]  我想我們應該知道
[00:19:23.000 --> 00:19:26.000]  我們為什麼要活在這裡
[00:19:26.000 --> 00:19:29.000]  如果今天在當中
[00:19:29.000 --> 00:19:32.000]  我們未有信主的朋友
[00:19:32.000 --> 00:19:38.000]  我想今天我想藉這個機會提醒
[00:19:38.000 --> 00:19:40.000]  我們今天
[00:19:40.000 --> 00:19:42.000]  我不是想用死去嚇
[00:19:42.000 --> 00:19:45.000]  但是我們知道我們的生命
[00:19:45.000 --> 00:19:48.000]  我們有一天都會終結
[00:19:48.000 --> 00:19:51.000]  但是只有我們相信主
[00:19:51.000 --> 00:19:53.000]  相信耶穌基督
[00:19:53.000 --> 00:19:55.000]  我們有一天
[00:19:55.000 --> 00:19:57.000]  雖然我們會死
[00:19:57.000 --> 00:19:59.000]  但是我們會復活
[00:19:59.000 --> 00:20:01.000]  會去到耶穌基督身邊
[00:20:01.000 --> 00:20:03.000]  因為我們今天在這裡
[00:20:03.000 --> 00:20:05.000]  藉著今天的聚會
[00:20:05.000 --> 00:20:07.000]  我們的崇拜
[00:20:07.000 --> 00:20:09.000]  也幫助我們
[00:20:09.000 --> 00:20:11.000]  讓我們知道
[00:20:11.000 --> 00:20:13.000]  我們的生命是神給我們的
[00:20:13.000 --> 00:20:16.000]  我們今天為什麼可以活在這裡
