
[00:00:00.000 --> 00:00:06.420]  感謝神給我機會在這裡宣講上帝的說話
[00:01:25.060 --> 00:01:28.060]  過往應該都收到一萬元
[00:01:28.060 --> 00:01:31.820]  又或者你搭車的車費超過某個限額
[00:01:31.820 --> 00:01:36.320]  你去地鐵機上拿一點補貼的時候
[00:01:36.320 --> 00:01:41.060]  你有沒有寫一張卡多謝林鄭月娥女士
[00:01:41.060 --> 00:01:42.780]  我們沒有做的 我們不會多謝
[00:01:42.780 --> 00:01:46.060]  為什麼呢? 這些是我們的錢
[00:01:46.060 --> 00:01:48.860]  給我們是應該的
[00:01:48.860 --> 00:01:51.480]  所以不會覺得抱歉
[00:01:51.480 --> 00:01:53.180]  也不會覺得不好意思
[00:01:53.180 --> 00:01:56.060]  為什麼不多謝我們兩位特首
[00:01:56.060 --> 00:02:00.980]  不過 保羅在這裡就不是
[00:02:00.980 --> 00:02:05.060]  為什麼保羅好像不近人情
[00:02:05.060 --> 00:02:06.720]  完全沒有禮貌
[00:02:06.720 --> 00:02:09.260]  都不肯多謝一聲呢?
[00:02:09.260 --> 00:02:12.480]  我就嘗試和大家看看
[00:02:12.480 --> 00:02:15.980]  按照大綱來看
[00:02:15.980 --> 00:02:17.180]  第一樣想和大家看
[00:02:17.180 --> 00:02:20.720]  保羅說他凡事都能夠做
[00:02:20.720 --> 00:02:23.280]  我先和大家看第十節
[00:02:23.280 --> 00:02:24.980]  第十三節
[00:02:24.980 --> 00:02:28.480]  十三節最後一句就是凡事都能做
[00:02:28.480 --> 00:02:32.480]  如果你很快地看這段經文的時候
[00:02:32.480 --> 00:02:34.720]  你會留意到一件事
[00:02:34.720 --> 00:02:37.280]  好像保羅說他自己很厲害
[00:02:37.280 --> 00:02:39.480]  即是保羅說
[00:02:39.480 --> 00:02:41.980]  我不用你幫忙
[00:02:41.980 --> 00:02:44.480]  有一點像我們
[00:02:44.480 --> 00:02:45.980]  我不記得大家是怎樣
[00:02:45.980 --> 00:02:47.980]  如果你年輕的時候
[00:02:47.980 --> 00:02:49.720]  你去夜街
[00:02:49.720 --> 00:02:55.980]  回到家就見到媽媽放了暖水壺在那裡
[00:02:55.980 --> 00:02:59.980]  有張字條說是清補糧
[00:02:59.980 --> 00:03:02.980]  弄熱給他喝
[00:03:02.980 --> 00:03:05.980]  你們年輕回來見到這碗湯
[00:03:05.980 --> 00:03:07.980]  一定會弄熱給他喝
[00:03:07.980 --> 00:03:10.480]  誰那麼空閒呢?
[00:03:10.480 --> 00:03:14.480]  那就直接去睡覺
[00:03:14.480 --> 00:03:16.980]  睡醒了 將來媽媽就不開心了
[00:03:16.980 --> 00:03:20.980]  為什麼特意留一碗湯給你
[00:03:20.980 --> 00:03:22.480]  你都不喝
[00:03:22.480 --> 00:03:24.980]  這個時候天氣那麼差
[00:03:24.980 --> 00:03:26.980]  你喝點清補糧是有用的
[00:03:26.980 --> 00:03:30.980]  我們年輕時脾氣就開始差
[00:03:30.980 --> 00:03:31.980]  就會和他說
[00:03:31.980 --> 00:03:34.480]  媽 我不用喝湯了
[00:03:34.480 --> 00:03:36.980]  我有湯就行 沒湯就行
[00:03:36.980 --> 00:03:38.480]  如果我要喝的時候
[00:03:38.480 --> 00:03:39.980]  我就去涼茶店
[00:03:39.980 --> 00:03:41.980]  或者我去同福堂買瓶子都行
[00:03:41.980 --> 00:03:44.980]  媽 我不用了
[00:03:44.980 --> 00:03:46.980]  本來就像這樣的
[00:03:46.980 --> 00:03:49.980]  人家好心給你一些東西
[00:03:49.980 --> 00:03:50.980]  他就說什麼呢
[00:03:50.980 --> 00:03:52.980]  他首先說
[00:03:52.980 --> 00:03:55.980]  我知道怎樣處悲戰
[00:03:55.980 --> 00:03:58.980]  也怎樣處豐富
[00:03:58.980 --> 00:04:01.980]  留意 一邊是悲戰 一邊是豐富
[00:04:01.980 --> 00:04:07.980]  然後就算是飽足
[00:04:07.980 --> 00:04:10.980]  就算是飢餓
[00:04:10.980 --> 00:04:13.980]  一邊是豐富 現在是飽足
[00:04:13.980 --> 00:04:15.980]  另一邊是悲戰 飢餓
[00:04:15.980 --> 00:04:17.980]  最後說多一對
[00:04:17.980 --> 00:04:20.980]  有餘或者缺乏
[00:04:20.980 --> 00:04:23.980]  總共說了三對
[00:04:23.980 --> 00:04:25.980]  重複一下
[00:04:25.980 --> 00:04:29.980]  悲戰 飢餓 缺乏
[00:04:29.980 --> 00:04:34.980]  豐富 飽足 有餘
[00:04:34.980 --> 00:04:37.980]  他說我怎樣都行
[00:04:37.980 --> 00:04:38.980]  最後說多一句
[00:04:38.980 --> 00:04:41.980]  凡事都能做 什麼都行
[00:04:41.980 --> 00:04:43.980]  這是一個金句
[00:04:43.980 --> 00:04:47.980]  靠著家家的力量的 凡事都能做
[00:04:47.980 --> 00:04:49.980]  很明顯 如果和上文下理說
[00:04:49.980 --> 00:04:51.980]  保羅不是說什麼事都可以做
[00:04:51.980 --> 00:04:53.980]  他跳樓都不死 不是這個意思
[00:04:53.980 --> 00:04:55.980]  凡事就在哪裏
[00:04:55.980 --> 00:04:57.980]  就是這三對裏面的凡事
[00:04:57.980 --> 00:04:59.980]  這三對是什麼
[00:04:59.980 --> 00:05:07.980]  就是豐富 悲戰 飽足 飢餓 有餘 缺乏
[00:05:07.980 --> 00:05:10.980]  這三對極端的情況下
[00:05:10.980 --> 00:05:12.980]  中間任何情況
[00:05:12.980 --> 00:05:15.980]  他凡事都能夠做
[00:05:15.980 --> 00:05:17.980]  有得吃他就開心
[00:05:17.980 --> 00:05:20.980]  肚餓他一樣可以生存
[00:05:20.980 --> 00:05:22.980]  就像我們說的
[00:05:22.980 --> 00:05:25.980]  有冷氣我又可以去短孫
[00:05:25.980 --> 00:05:30.980]  沒有冷氣我都可以去短孫
[00:05:30.980 --> 00:05:33.980]  回到教會我又崇拜
[00:05:33.980 --> 00:05:35.980]  留在家裏我都崇拜
[00:05:35.980 --> 00:05:39.980]  凡事都能做
[00:05:39.980 --> 00:05:42.980]  保羅說有時你們能供應給我
[00:05:42.980 --> 00:05:45.980]  有時供應來不了我要捱餓
[00:05:45.980 --> 00:05:48.980]  但是我都可以生存
[00:05:48.980 --> 00:05:50.980]  你這樣聽的時候
[00:05:50.980 --> 00:05:53.980]  你覺不覺得他是多謝肥立比教會
[00:05:53.980 --> 00:05:55.980]  好像我們和媽媽說
[00:05:55.980 --> 00:05:58.980]  不用你煲湯了 很煩
[00:05:58.980 --> 00:06:00.980]  我自己要喝 我自己搞定
[00:06:00.980 --> 00:06:02.980]  不喝都不會死 差不多是這樣
[00:06:02.980 --> 00:06:04.980]  不過你要留意一件事
[00:06:04.980 --> 00:06:07.980]  為什麼保羅在這大段經文裏面
[00:06:07.980 --> 00:06:09.980]  十字經文完全沒有說多謝
[00:06:09.980 --> 00:06:11.980]  有時我們看釋經書
[00:06:11.980 --> 00:06:14.980]  釋經書說這段是感謝的說話
[00:06:14.980 --> 00:06:17.980]  老實說我完全找不到感謝的說話
[00:06:17.980 --> 00:06:19.980]  但我就想問一下
[00:06:19.980 --> 00:06:21.980]  為什麼他不說感謝的說話
[00:06:21.980 --> 00:06:23.980]  這裏在十三節裏面
[00:06:23.980 --> 00:06:25.980]  開始留意了一點
[00:06:25.980 --> 00:06:27.980]  因為十三節最後一節
[00:06:27.980 --> 00:06:30.980]  凡事都能做之前
[00:06:30.980 --> 00:06:36.980]  他說靠著加給我力量的
[00:06:36.980 --> 00:06:39.980]  所以保羅在這三節經文
[00:06:39.980 --> 00:06:42.980]  十一 十二 十三 四節經文裏面
[00:06:42.980 --> 00:06:45.980]  他不是說我很沙塵
[00:06:45.980 --> 00:06:48.980]  他不是說我人完全不感恩
[00:06:48.980 --> 00:06:50.980]  他也不是說你們給我老鳳
[00:06:50.980 --> 00:06:52.980]  我不用多謝你 不是這樣
[00:06:52.980 --> 00:06:55.980]  而是他想告訴肥立比人聽
[00:06:55.980 --> 00:06:59.980]  他有兩個支援的來源
[00:06:59.980 --> 00:07:02.980]  一個是人的層面
[00:07:02.980 --> 00:07:04.980]  就是肥立比教會
[00:07:04.980 --> 00:07:07.980]  一個不是人的層面
[00:07:07.980 --> 00:07:10.980]  是加給他力量的位置
[00:07:10.980 --> 00:07:13.980]  他現在是想教肥立比教會
[00:07:13.980 --> 00:07:15.980]  他說教會是教會
[00:07:15.980 --> 00:07:19.980]  有你們的支援OK 豐富
[00:07:19.980 --> 00:07:22.980]  沒有你們的支援OK 缺乏
[00:07:22.980 --> 00:07:25.980]  不過我最重要的支援是什麼
[00:07:25.980 --> 00:07:28.980]  加給我力量的
[00:07:28.980 --> 00:07:32.980]  突然之間我覺得這個教訓很重要
[00:07:32.980 --> 00:07:36.980]  特別是你做教會 你做傳道人
[00:07:36.980 --> 00:07:38.980]  你沒有了這個教訓
[00:07:38.980 --> 00:07:40.980]  沒有了垂直的觀念
[00:07:40.980 --> 00:07:43.980]  你只看周圍的人的支持
[00:07:43.980 --> 00:07:46.980]  你的腰骨站不直
[00:07:46.980 --> 00:07:49.980]  你的信心捱不下去
[00:07:49.980 --> 00:07:52.980]  保羅在這裏想告訴肥立比教會
[00:07:52.980 --> 00:07:56.980]  弟兄姊妹 你們是一間好的教會
[00:07:56.980 --> 00:07:59.980]  我也承認你們經常支持我
[00:07:59.980 --> 00:08:00.980]  我也收了你很多
[00:08:00.980 --> 00:08:03.980]  第二章已經說我有二巴佛提來找他
[00:08:03.980 --> 00:08:05.980]  那個人還病了
[00:08:05.980 --> 00:08:08.980]  我本來承認你們幫了我很多忙
[00:08:08.980 --> 00:08:11.980]  的確是很有用
[00:08:11.980 --> 00:08:13.980]  不過我想你們明白
[00:08:13.980 --> 00:08:15.980]  我們做主的工作
[00:08:15.980 --> 00:08:18.980]  首要的是我高頭
[00:08:18.980 --> 00:08:21.980]  望上帝賜福給我們
[00:08:21.980 --> 00:08:23.980]  叫我們做侍奉
[00:08:23.980 --> 00:08:26.980]  祂必然會恭迎我
[00:08:26.980 --> 00:08:28.980]  靠著加給我力量
[00:08:28.980 --> 00:08:30.980]  什麼都可以做
[00:08:30.980 --> 00:08:32.980]  有冷氣又可以
[00:08:32.980 --> 00:08:34.980]  沒有冷氣又可以
[00:08:34.980 --> 00:08:35.980]  夠錢過生活又可以
[00:08:35.980 --> 00:08:38.980]  不夠錢捱兩天又可以
[00:08:38.980 --> 00:08:40.980]  有人稱讚又可以
[00:08:40.980 --> 00:08:42.980]  有人批評又可以
[00:08:42.980 --> 00:08:44.980]  什麼事都可以做
[00:08:44.980 --> 00:08:47.980]  上帝會恭迎
[00:08:47.980 --> 00:08:49.980]  這只是開始
[00:08:49.980 --> 00:08:51.980]  還未完
[00:08:51.980 --> 00:08:52.980]  保羅為何不感謝
[00:08:52.980 --> 00:08:55.980]  還有更緊張的原因
[00:08:55.980 --> 00:08:57.980]  是關乎肥立比教會
[00:08:57.980 --> 00:08:59.980]  我想和大家再看下去
[00:08:59.980 --> 00:09:02.980]  如果跟著大綱
[00:09:02.980 --> 00:09:04.980]  第二段就是你們有時候
[00:09:04.980 --> 00:09:05.980]  恭迎我的需要
[00:09:05.980 --> 00:09:06.980]  即是第一
[00:09:06.980 --> 00:09:07.980]  我什麼都可以
[00:09:07.980 --> 00:09:10.980]  不過你們的確是可以給我東西
[00:09:10.980 --> 00:09:13.980]  我們看看如何給你東西
[00:09:13.980 --> 00:09:17.980]  15節肥立比人
[00:09:17.980 --> 00:09:19.980]  你們也知道
[00:09:19.980 --> 00:09:21.980]  我開始傳福音
[00:09:21.980 --> 00:09:23.980]  離開馬其頓的時候
[00:09:23.980 --> 00:09:25.980]  在收支的事上
[00:09:25.980 --> 00:09:26.980]  除了你們以外
[00:09:26.980 --> 00:09:30.980]  沒有別的教會和我分擔
[00:09:30.980 --> 00:09:31.980]  如果讀保羅書信
[00:09:31.980 --> 00:09:33.980]  看保羅的歷史的時候
[00:09:33.980 --> 00:09:36.980]  這句說話是保羅覺得最清楚
[00:09:36.980 --> 00:09:38.980]  他在收教會的錢
[00:09:38.980 --> 00:09:40.980]  如果看哥林多書信
[00:09:40.980 --> 00:09:42.980]  他就說我不收你們錢
[00:09:42.980 --> 00:09:44.980]  但他和肥立比教會的關係
[00:09:44.980 --> 00:09:46.980]  相當之好
[00:09:46.980 --> 00:09:48.980]  由頭到尾去到哪裡
[00:09:48.980 --> 00:09:50.980]  肥立比教會都給錢他
[00:09:50.980 --> 00:09:53.980]  並沒有別的教會和我分擔
[00:09:53.980 --> 00:09:55.980]  接著十六節
[00:09:55.980 --> 00:09:58.980]  在帖撒羅尼加里一而再再而三
[00:09:58.980 --> 00:10:03.980]  派人來恭給我的需要
[00:10:03.980 --> 00:10:05.980]  保羅的確收到他們的錢
[00:10:05.980 --> 00:10:07.980]  或者收到他們的供應品
[00:10:07.980 --> 00:10:09.980]  甚至乎不單止
[00:10:09.980 --> 00:10:11.980]  如果跳到十八節的時候
[00:10:11.980 --> 00:10:15.980]  我從以巴佛提受了你們的饋贈
[00:10:15.980 --> 00:10:16.980]  這裡不知道他是說
[00:10:16.980 --> 00:10:18.980]  以巴佛提帶了錢給他
[00:10:18.980 --> 00:10:19.980]  帶了食物給他
[00:10:19.980 --> 00:10:21.980]  還是以巴佛提本人的來到
[00:10:21.980 --> 00:10:23.980]  就是他的饋贈
[00:10:23.980 --> 00:10:25.980]  第二章有說過
[00:10:25.980 --> 00:10:27.980]  以巴佛提找他
[00:10:27.980 --> 00:10:29.980]  他病了很辛苦
[00:10:29.980 --> 00:10:34.980]  保羅說無論從人的同在
[00:10:34.980 --> 00:10:36.980]  人的支持
[00:10:36.980 --> 00:10:39.980]  金錢物質的供應
[00:10:39.980 --> 00:10:43.980]  你們的確是給了我
[00:10:43.980 --> 00:10:44.980]  所以不要誤會
[00:10:44.980 --> 00:10:47.980]  保羅雖然沒有感謝的說話
[00:10:47.980 --> 00:10:49.980]  但他刻意地承認
[00:10:49.980 --> 00:10:53.980]  你們教會是一個好教會
[00:10:53.980 --> 00:10:57.980]  你們教會不停地支持一個宣教的牧者
[00:10:57.980 --> 00:10:59.980]  沒有缺乏過
[00:10:59.980 --> 00:11:01.980]  留意開始
[00:11:01.980 --> 00:11:03.980]  開始有些特別的東西
[00:11:03.980 --> 00:11:06.980]  就是到了第十五節的時候
[00:11:06.980 --> 00:11:09.980]  你會看到他這樣說
[00:11:09.980 --> 00:11:11.980]  論到什麼事
[00:11:11.980 --> 00:11:15.980]  這個你們正在用的是和修本
[00:11:15.980 --> 00:11:16.980]  離開馬其頓的時候
[00:11:16.980 --> 00:11:19.980]  在修之的事上
[00:11:19.980 --> 00:11:21.980]  除了你們以外
[00:11:21.980 --> 00:11:23.980]  並沒有別的教會和我分擔
[00:11:23.980 --> 00:11:25.980]  這個修之的事
[00:11:25.980 --> 00:11:28.980]  如果你看新漢語譯本
[00:11:28.980 --> 00:11:30.980]  它的譯法是這樣
[00:11:30.980 --> 00:11:34.980]  修之的帳上
[00:11:34.980 --> 00:11:37.980]  就是有一本簿
[00:11:37.980 --> 00:11:38.980]  有一本簿
[00:11:38.980 --> 00:11:39.980]  這個字其實是
[00:11:39.980 --> 00:11:42.980]  等於我們說道成肉身的道字
[00:11:42.980 --> 00:11:45.980]  不過在這裡用商業的說法
[00:11:45.980 --> 00:11:47.980]  叫做帳簿
[00:11:47.980 --> 00:11:49.980]  他說在帳簿裡面
[00:11:49.980 --> 00:11:52.980]  我標記了誰進誰出
[00:11:52.980 --> 00:11:56.980]  假如你教會有這本帳簿
[00:11:56.980 --> 00:11:58.980]  每個月奉獻
[00:11:58.980 --> 00:11:59.980]  記下誰
[00:11:59.980 --> 00:12:01.980]  X Y
[00:12:01.980 --> 00:12:02.980]  你就會說
[00:12:02.980 --> 00:12:04.980]  我們看我們教會的帳簿
[00:12:04.980 --> 00:12:06.980]  奉獻的帳簿
[00:12:06.980 --> 00:12:08.980]  經常都是X
[00:12:08.980 --> 00:12:10.980]  經常都是你
[00:12:10.980 --> 00:12:12.980]  其他教會沒有給我
[00:12:12.980 --> 00:12:17.980]  為什麼這麼緊張看這個帳字呢
[00:12:17.980 --> 00:12:21.980]  因為遲些第十八節
[00:12:21.980 --> 00:12:25.980]  第十七節出現了
[00:12:25.980 --> 00:12:27.980]  我並不求什麼饋贈
[00:12:27.980 --> 00:12:31.980]  只求你們的果子不斷增多
[00:12:31.980 --> 00:12:36.980]  歸在你們的帳上
[00:12:36.980 --> 00:12:40.980]  新漢語譯本兩節都用這個字
[00:12:40.980 --> 00:12:41.980]  和學本修正版
[00:12:41.980 --> 00:12:44.980]  你只要在第十七節看到
[00:12:44.980 --> 00:12:46.980]  但如果你兩次都譯到帳上
[00:12:46.980 --> 00:12:47.980]  你就會發覺
[00:12:47.980 --> 00:12:49.980]  他在第十五節說的那本帳簿
[00:12:49.980 --> 00:12:52.980]  第十七節又有帳簿
[00:12:52.980 --> 00:12:53.980]  不過值得留意
[00:12:53.980 --> 00:12:55.980]  我在大綱裡說
[00:12:55.980 --> 00:12:59.980]  帳目要清楚
[00:12:59.980 --> 00:13:01.980]  同樣的字出現了兩次
[00:13:01.980 --> 00:13:04.980]  不過你要留意
[00:13:04.980 --> 00:13:08.980]  本來在這裡有一個很重要的轉彎
[00:13:08.980 --> 00:13:09.980]  這個轉彎
[00:13:09.980 --> 00:13:12.980]  真的要慢慢看聖經才明白
[00:13:12.980 --> 00:13:15.980]  一不小心就去不了
[00:13:15.980 --> 00:13:17.980]  就好像你們在九龍住
[00:13:17.980 --> 00:13:20.980]  或者九龍返教會
[00:13:20.980 --> 00:13:22.980]  我以前很多時候在香港住
[00:13:22.980 --> 00:13:25.980]  如果你還記得香港坐電車
[00:13:25.980 --> 00:13:28.980]  你在上環坐車
[00:13:28.980 --> 00:13:30.980]  向沙溪灣方向
[00:13:30.980 --> 00:13:33.980]  你去到波斯庫街的時候
[00:13:33.980 --> 00:13:35.980]  如果你在留心
[00:13:35.980 --> 00:13:39.980]  你會看到電車旁有一個牌子
[00:13:39.980 --> 00:13:41.980]  時速五公里左右
[00:13:41.980 --> 00:13:44.980]  你知道為什麼嗎
[00:13:44.980 --> 00:13:46.980]  因為那裡跑馬地線
[00:13:46.980 --> 00:13:47.980]  就是在那裡轉彎
[00:13:47.980 --> 00:13:49.980]  轉入波斯庫街
[00:13:49.980 --> 00:13:51.980]  快一點轉不了那個彎
[00:13:51.980 --> 00:13:52.980]  要不出軌
[00:13:52.980 --> 00:13:54.980]  要不直去德國
[00:13:54.980 --> 00:13:56.980]  保羅這裡就是這樣
[00:13:56.980 --> 00:14:00.980]  我們看著經文兩個帳目的字要留心
[00:14:00.980 --> 00:14:03.980]  因為保羅在那裡轉彎
[00:14:03.980 --> 00:14:05.980]  怎麼轉啊
[00:14:05.980 --> 00:14:06.980]  你看看
[00:14:06.980 --> 00:14:09.980]  他就說這麼多間教會
[00:14:09.980 --> 00:14:14.980]  沒有一間教會在這個帳簿上給了我
[00:14:14.980 --> 00:14:17.980]  全部都是你們教會
[00:14:17.980 --> 00:14:19.980]  但是原來還有一個帳簿
[00:14:19.980 --> 00:14:21.980]  我就希望你們的果子
[00:14:21.980 --> 00:14:22.980]  其實我不是貪你們的錢
[00:14:22.980 --> 00:14:23.980]  我希望你們的果子
[00:14:23.980 --> 00:14:26.980]  記在你們的帳簿上
[00:14:26.980 --> 00:14:29.980]  這個帳簿是誰的帳簿
[00:14:29.980 --> 00:14:32.980]  看六十八節你就知道
[00:14:32.980 --> 00:14:35.980]  但是我已經如數收到
[00:14:35.980 --> 00:14:37.980]  並且有餘
[00:14:37.980 --> 00:14:39.980]  我已經充足
[00:14:39.980 --> 00:14:41.980]  因我從以巴佛提
[00:14:41.980 --> 00:14:43.980]  受了你們的饋贈
[00:14:43.980 --> 00:14:46.980]  當作極美的香氣
[00:14:46.980 --> 00:14:48.980]  誰接納啊
[00:14:48.980 --> 00:14:52.980]  為神所接納
[00:14:52.980 --> 00:14:54.980]  上面的帳簿
[00:14:54.980 --> 00:14:55.980]  十五節
[00:14:55.980 --> 00:14:57.980]  就是平面的
[00:14:57.980 --> 00:14:58.980]  教會給保羅
[00:14:58.980 --> 00:15:01.980]  人給人
[00:15:01.980 --> 00:15:03.980]  保羅說我現在要轉彎
[00:15:03.980 --> 00:15:05.980]  我一定十八節轉彎
[00:15:05.980 --> 00:15:08.980]  我收的的而且確是你們在地面上
[00:15:08.980 --> 00:15:10.980]  人給人之間的東西
[00:15:10.980 --> 00:15:14.980]  不過我覺得不是我和你之間的關係
[00:15:14.980 --> 00:15:16.980]  是上帝收
[00:15:16.980 --> 00:15:17.980]  他說明了
[00:15:17.980 --> 00:15:19.980]  神所接納
[00:15:19.980 --> 00:15:20.980]  如果你查聖經
[00:15:20.980 --> 00:15:21.980]  極美的香氣
[00:15:21.980 --> 00:15:24.980]  舊的和諧寶儀叫輕香之氣
[00:15:24.980 --> 00:15:26.980]  輕香之氣這個說話
[00:15:26.980 --> 00:15:29.980]  從來不是從人的角度去說的
[00:15:29.980 --> 00:15:31.980]  第一次獻輕香之氣是怎樣呢
[00:15:31.980 --> 00:15:33.980]  我讀和合本
[00:15:33.980 --> 00:15:36.980]  我阿慧耶和華築了一座壇
[00:15:36.980 --> 00:15:38.980]  拿各樣潔淨的生畜
[00:15:38.980 --> 00:15:42.980]  飛了獻在壇上為飯祭
[00:15:42.980 --> 00:15:46.980]  耶和華聞那輕香之氣
[00:15:46.980 --> 00:15:48.980]  所以說真的輕香之氣
[00:15:48.980 --> 00:15:51.980]  不是人說的說話
[00:15:51.980 --> 00:15:56.980]  所以變成保羅說是神所接納的意思
[00:15:56.980 --> 00:16:00.980]  大家可以重新再想想
[00:16:00.980 --> 00:16:05.980]  錢物資個人真人的支援
[00:16:05.980 --> 00:16:11.980]  的而且確是從菲律賓教會平面
[00:16:11.980 --> 00:16:15.980]  人的層面上給保羅的
[00:16:15.980 --> 00:16:17.980]  不過保羅就說
[00:16:17.980 --> 00:16:19.980]  弟兄姊妹
[00:16:19.980 --> 00:16:21.980]  我不是不想多謝你
[00:16:21.980 --> 00:16:23.980]  我不是沒有人情味
[00:16:23.980 --> 00:16:26.980]  不過我想看看你們所給出的東西
[00:16:26.980 --> 00:16:30.980]  究竟是給我還是給我的主人
[00:16:30.980 --> 00:16:37.980]  我原本沒有想說接下來要說的話
[00:16:37.980 --> 00:16:40.980]  不過現在我覺得
[00:16:40.980 --> 00:16:42.980]  我不是想拖時間
[00:16:42.980 --> 00:16:44.980]  但我覺得應該是時候要說說
[00:16:44.980 --> 00:16:47.980]  尤其是對你們這麼大的教會來說
[00:16:47.980 --> 00:16:54.980]  我回到明道社工作也有接近十年的時間
[00:16:54.980 --> 00:16:58.980]  以前也在教會裡有侍奉
[00:16:58.980 --> 00:17:03.980]  我就很不喜歡聽到我們當官的說話
[00:17:03.980 --> 00:17:05.980]  特別是已經是侍奉了人的說話
[00:17:05.980 --> 00:17:08.980]  他就說
[00:17:08.980 --> 00:17:12.980]  當然了他是金主
[00:17:12.980 --> 00:17:14.980]  我不知道你有沒有說
[00:17:14.980 --> 00:17:16.980]  我不知道你有沒有聽
[00:17:16.980 --> 00:17:18.980]  他說金主
[00:17:18.980 --> 00:17:20.980]  金主是什麼
[00:17:20.980 --> 00:17:22.980]  就是你們做教會的侍奉
[00:17:22.980 --> 00:17:26.980]  後面有些人是支持你的
[00:17:26.980 --> 00:17:29.980]  你最重要的是那些人開心
[00:17:29.980 --> 00:17:31.980]  這樣就可以了
[00:17:31.980 --> 00:17:33.980]  你將這個說話放在保羅這裡來說
[00:17:33.980 --> 00:17:36.980]  保羅從來不准他說這些說話
[00:17:36.980 --> 00:17:38.980]  什麼金主
[00:17:38.980 --> 00:17:39.980]  主就是主
[00:17:39.980 --> 00:17:41.980]  不需要金主
[00:17:41.980 --> 00:17:43.980]  靠著家族的力量的主
[00:17:43.980 --> 00:17:46.980]  那時候的日本人就這麼說
[00:17:46.980 --> 00:17:47.980]  凡事都能作
[00:17:47.980 --> 00:17:49.980]  保羅說肥辣比人
[00:17:49.980 --> 00:17:52.980]  我知道你們很辛苦都供養給我
[00:17:52.980 --> 00:17:54.980]  按人的算盤
[00:17:54.980 --> 00:17:56.980]  按人的
[00:17:56.980 --> 00:17:58.980]  特別是香港人的打算
[00:17:58.980 --> 00:18:00.980]  我應該多謝你
[00:18:00.980 --> 00:18:02.980]  你可能也期望我多謝你
[00:18:02.980 --> 00:18:05.980]  不過我為了你們屬靈的長進
[00:18:05.980 --> 00:18:08.980]  或者你了解做侍奉很重要的東西
[00:18:08.980 --> 00:18:10.980]  我不多謝你
[00:18:10.980 --> 00:18:12.980]  我和你轉彎
[00:18:12.980 --> 00:18:15.980]  想清楚你所給我的東西
[00:18:15.980 --> 00:18:17.980]  上帝收了
[00:18:17.980 --> 00:18:20.980]  帳簿不是你和我的
[00:18:20.980 --> 00:18:23.980]  可惜我們很多基督徒
[00:18:23.980 --> 00:18:25.980]  就算你們侍奉了也是
[00:18:25.980 --> 00:18:27.980]  我們怎樣呢
[00:18:27.980 --> 00:18:30.980]  我們就會這樣說
[00:18:30.980 --> 00:18:33.980]  我最近買了一層樓
[00:18:33.980 --> 00:18:35.980]  賺了五百萬
[00:18:35.980 --> 00:18:38.980]  十一奉獻給了五十萬教會
[00:18:38.980 --> 00:18:41.980]  朱牧師應該知道的
[00:18:41.980 --> 00:18:43.980]  這麼大筆錢
[00:18:43.980 --> 00:18:46.980]  怎麼見到我動靜都沒有
[00:18:46.980 --> 00:18:48.980]  弟兄姊妹
[00:18:48.980 --> 00:18:50.980]  你這樣想很正常
[00:18:50.980 --> 00:18:53.980]  正常的香港人
[00:18:53.980 --> 00:18:56.980]  我們地上的算盤
[00:18:56.980 --> 00:18:58.980]  給了這麼大
[00:18:58.980 --> 00:19:00.980]  就算不是最大金主
