
[00:00:00.000 --> 00:00:03.400]  今天是馬年的年初三
[00:04:57.200 --> 00:05:00.200]  當大家在剛才所讀的聖經裡
[00:05:00.200 --> 00:05:02.200]  你會發現
[00:05:02.200 --> 00:05:05.200]  在視師這個俄陀列的故事裡
[00:05:05.200 --> 00:05:08.200]  雖然它是講一個故事
[00:05:08.200 --> 00:05:11.200]  但是這個故事裡沒有對話
[00:05:11.200 --> 00:05:13.200]  沒有敘述的說話
[00:05:13.200 --> 00:05:18.200]  沒有一些戲劇性的故事的情節的內容
[00:05:18.200 --> 00:05:20.200]  來表達
[00:05:20.200 --> 00:05:22.200]  這個也是比較特別的
[00:05:22.200 --> 00:05:26.200]  如果你在以後看的視師當中
[00:05:26.200 --> 00:05:31.200]  整個故事是有一個內容
[00:05:31.200 --> 00:05:33.200]  有情節的
[00:05:33.200 --> 00:05:35.200]  有戲劇性的
[00:05:35.200 --> 00:05:38.200]  是一個這樣的故事的內容
[00:05:38.200 --> 00:05:40.200]  第三方面
[00:05:40.200 --> 00:05:44.200]  你在俄陀列的人物的身上
[00:05:44.200 --> 00:05:47.200]  你會發現找不到有弱點的
[00:05:47.200 --> 00:05:52.200]  如果你去想想其他的視師
[00:05:52.200 --> 00:05:53.200]  你會發現
[00:05:53.200 --> 00:05:55.200]  在其他的視師身上
[00:05:55.200 --> 00:05:58.200]  或許你會找到不同的視師
[00:05:58.200 --> 00:06:01.200]  在生命中有不同的弱點
[00:06:01.200 --> 00:06:04.200]  不過在俄陀列的故事裡
[00:06:04.200 --> 00:06:08.200]  你是找不到有什麼弱點
[00:06:08.200 --> 00:06:10.200]  所以有學者說
[00:06:10.200 --> 00:06:12.200]  俄陀列是視師當中
[00:06:12.200 --> 00:06:14.200]  其中少有的
[00:06:14.200 --> 00:06:18.200]  一個完全的視師
[00:06:18.200 --> 00:06:22.200]  在這些短短的幾節聖經裡
[00:06:22.200 --> 00:06:25.200]  我們要了解什麼呢?
[00:06:25.200 --> 00:06:27.200]  了解三方面
[00:06:27.200 --> 00:06:31.200]  為什麼我們要思想視師記呢?
[00:06:31.200 --> 00:06:36.200]  視師記就好像幾千年前
[00:06:36.200 --> 00:06:38.200]  發生在以色列這個地方
[00:06:38.200 --> 00:06:40.200]  所發生的一些事情
[00:06:40.200 --> 00:06:43.200]  究竟和現代有什麼關係呢?
[00:06:43.200 --> 00:06:45.200]  其中一個很重要的
[00:06:45.200 --> 00:06:48.200]  為什麼今年我們年初的時候
[00:06:48.200 --> 00:06:50.200]  要思想視師記呢?
[00:06:50.200 --> 00:06:54.200]  就是思想視師的時候
[00:06:54.200 --> 00:06:58.200]  人對神的態度是怎麼樣的
[00:06:58.200 --> 00:07:02.200]  人究竟做錯了什麼
[00:07:02.200 --> 00:07:07.200]  究竟人對神的關係是怎麼樣
[00:07:07.200 --> 00:07:08.200]  這是第一件事
[00:07:08.200 --> 00:07:10.200]  第二件事我們思想
[00:07:10.200 --> 00:07:12.200]  神對他的百姓
[00:07:12.200 --> 00:07:17.200]  他怎樣來回應
[00:07:17.200 --> 00:07:21.200]  神怎樣回應人對他的態度
[00:07:21.200 --> 00:07:23.200]  第三方面
[00:07:23.200 --> 00:07:26.200]  我們應該對神有什麼態度呢?
[00:07:26.200 --> 00:07:29.200]  在以下的這段時間
[00:07:29.200 --> 00:07:32.200]  我就和大家來思想這三方面
[00:07:32.200 --> 00:07:33.200]  第一
[00:07:33.200 --> 00:07:37.200]  我們思想走向世俗的子民
[00:07:37.200 --> 00:07:42.200]  以色列人從埃及去抗野
[00:07:42.200 --> 00:07:44.200]  從抗野去到迦南
[00:07:44.200 --> 00:07:47.200]  迦南是一個什麼地方呢?
[00:07:47.200 --> 00:07:50.200]  迦南是一個物質豐富
[00:07:50.200 --> 00:07:53.200]  聖經形容為流奶與麥
[00:07:53.200 --> 00:07:56.200]  換句話來說
[00:07:56.200 --> 00:07:59.200]  它各方面都很豐富
[00:07:59.200 --> 00:08:01.200]  草原很青綠
[00:08:01.200 --> 00:08:03.200]  很多花草樹木
[00:08:03.200 --> 00:08:11.200]  所以變成很適合的牧羊
[00:08:11.200 --> 00:08:12.200]  牧畜
[00:08:12.200 --> 00:08:14.200]  因為很多草原
[00:08:14.200 --> 00:08:15.200]  很青綠的草
[00:08:15.200 --> 00:08:19.200]  能夠令到牛羊都很飽滿
[00:08:19.200 --> 00:08:22.200]  同樣的蜜蜂採蜜
[00:08:22.200 --> 00:08:24.200]  有很多蜜糖
[00:08:24.200 --> 00:08:27.200]  流奶與麥之地
[00:08:27.200 --> 00:08:29.200]  但是在一個這麼豐富的地方
[00:08:29.200 --> 00:08:31.200]  卻危機四伏
[00:08:31.200 --> 00:08:33.200]  就好像香港一樣
[00:08:33.200 --> 00:08:34.200]  你要吃什麼就吃什麼
[00:08:34.200 --> 00:08:35.200]  買什麼就買什麼
[00:08:35.200 --> 00:08:36.200]  穿什麼就穿什麼
[00:08:36.200 --> 00:08:38.200]  都有的
[00:08:38.200 --> 00:08:40.200]  在一個這麼豐富的地方
[00:08:40.200 --> 00:08:44.200]  所以這麼多人喜歡來香港
[00:08:44.200 --> 00:08:49.200]  不過在這個流奶與麥
[00:08:49.200 --> 00:08:52.200]  這個迦南地這麼豐富
[00:08:52.200 --> 00:08:54.200]  究竟有什麼問題呢?
[00:08:54.200 --> 00:08:57.200]  如果我用當時的說話
[00:08:57.200 --> 00:09:02.200]  以色列人所面對的一個最大的問題
[00:09:02.200 --> 00:09:04.200]  就是迦南化
[00:09:04.200 --> 00:09:07.200]  什麼叫迦南化呢?
[00:09:07.200 --> 00:09:09.200]  迦南化就是以色列人
[00:09:09.200 --> 00:09:13.200]  被迦南人的文化所同化
[00:09:13.200 --> 00:09:16.200]  這就是迦南化
[00:09:16.200 --> 00:09:19.200]  特別是在信仰上
[00:09:19.200 --> 00:09:23.200]  他們受著當時迦南人
[00:09:23.200 --> 00:09:27.200]  那個信仰所影響他們
[00:09:27.200 --> 00:09:30.200]  他們經歷神的拯救
[00:09:30.200 --> 00:09:34.200]  經歷出埃及過紅海
[00:09:34.200 --> 00:09:36.200]  在抗日四十年
[00:09:36.200 --> 00:09:39.200]  他們鞋穿不穿
[00:09:39.200 --> 00:09:41.200]  真是神保守他們
[00:09:41.200 --> 00:09:44.200]  他們經歷在約克旦河
[00:09:44.200 --> 00:09:47.200]  攻取這個巨人
[00:09:47.200 --> 00:09:51.200]  這麼威猛的一些外邦人的城市
[00:09:51.200 --> 00:09:55.200]  能夠得到這個迦南地
[00:09:55.200 --> 00:09:58.200]  這一切都是神的恩典
[00:09:58.200 --> 00:10:01.200]  但是他來到這個迦南地的時候
[00:10:01.200 --> 00:10:04.200]  他們面對很大的危機
[00:10:04.200 --> 00:10:07.200]  就是他們迦南化了
[00:10:07.200 --> 00:10:12.200]  所以雖然我們應該由第七節開始
[00:10:12.200 --> 00:10:19.200]  不過我特別讀兩節比較前的聖經
[00:10:19.200 --> 00:10:21.200]  讓大家體會到
[00:10:21.200 --> 00:10:24.200]  他們的問題在哪裡呢?
[00:10:24.200 --> 00:10:26.200]  就是他們迦南化了
[00:10:26.200 --> 00:10:29.200]  被迦南人同化
[00:10:29.200 --> 00:10:33.200]  或者用現代的說話來說
[00:10:33.200 --> 00:10:35.200]  他們世俗化了
[00:10:35.200 --> 00:10:41.200]  當他們來到本來神要這個以色列人
[00:10:41.200 --> 00:10:43.200]  成為一個很特別的民族
[00:10:43.200 --> 00:10:48.200]  來見證神自己的聖潔
[00:10:48.200 --> 00:10:50.200]  神那個特別
[00:10:50.200 --> 00:10:54.200]  但是他們卻被迦南化了
[00:10:54.200 --> 00:10:56.200]  就好像我們基督徒
[00:10:56.200 --> 00:10:59.200]  我們有一個特別的身份
[00:10:59.200 --> 00:11:03.200]  不是因為我們額頭刻著有基督徒
[00:11:03.200 --> 00:11:05.200]  那麼基督徒有什麼身份呢?
[00:11:05.200 --> 00:11:09.200]  聖經說他們是為了你們被揀選的
[00:11:09.200 --> 00:11:11.200]  被神特別呼召出來的
[00:11:11.200 --> 00:11:14.200]  有一個很尊貴的身份
[00:11:14.200 --> 00:11:15.200]  祭司
[00:11:15.200 --> 00:11:19.200]  成為神和人之間的橋樑
[00:11:19.200 --> 00:11:22.200]  並且有一個聖潔的角度
[00:11:22.200 --> 00:11:25.200]  我們被分別出來
[00:11:25.200 --> 00:11:28.200]  和世界的人是有不同的
[00:11:28.200 --> 00:11:30.200]  是屬神的子民
[00:11:30.200 --> 00:11:31.200]  或者你會問
[00:11:31.200 --> 00:11:35.200]  究竟我們和世界的人有什麼不同呢?
[00:11:35.200 --> 00:11:39.200]  在以前
[00:11:39.200 --> 00:11:41.200]  特別是幾十年前
[00:11:41.200 --> 00:11:44.200]  我自己一路成長的時候
[00:11:44.200 --> 00:11:48.200]  講到基督徒應該和非基督徒有不同的
[00:11:48.200 --> 00:11:50.200]  很特別的是當時候
[00:11:50.200 --> 00:11:53.200]  基督徒是不應該去看電影的
[00:11:53.200 --> 00:11:56.200]  不知道你們有沒有成長在這些教會
[00:11:56.200 --> 00:12:02.200]  我們在家裡看電視都經常看電影
[00:12:02.200 --> 00:12:07.200]  所以現在都不會說這些話了
[00:12:07.200 --> 00:12:11.200]  不過非基督徒是不應該去看某些電影的
[00:12:11.200 --> 00:12:18.200]  所以當然我們不會說基督徒不應該留長頭髮
[00:12:18.200 --> 00:12:21.200]  講男生不是講女生
[00:12:21.200 --> 00:12:28.200]  現在男士都有時候留很長頭髮的
[00:12:28.200 --> 00:12:32.200]  或者我們說基督徒男士戴耳環可不可以
[00:12:32.200 --> 00:12:35.200]  會不會是迦南化了
[00:12:35.200 --> 00:12:36.200]  世俗化了
[00:12:36.200 --> 00:12:38.200]  好像不信的人
[00:12:38.200 --> 00:12:44.200]  不過我們仍然不能夠用這個外表的特徵
[00:12:44.200 --> 00:12:48.200]  證明他的心與神遠離
[00:12:48.200 --> 00:12:54.200]  究竟什麼東西被迦南化了
[00:12:54.200 --> 00:13:00.200]  他們住在迦南營當中
[00:13:00.200 --> 00:13:02.200]  他們受迦南影響
[00:13:02.200 --> 00:13:06.200]  其實今天社會贊同同性婚姻
[00:13:06.200 --> 00:13:10.200]  你發現原來就算在教會當中
[00:13:10.200 --> 00:13:17.200]  我自己聽聞教會的牧師都可能是同性戀者
[00:13:17.200 --> 00:13:21.200]  當然不是香港很多教會大部分
[00:13:21.200 --> 00:13:25.200]  可能都有一些這樣的教會
[00:13:25.200 --> 00:13:31.200]  甚至他的會眾都有很多是同性戀的人
[00:13:31.200 --> 00:13:33.200]  你會怎樣解釋
[00:13:33.200 --> 00:13:36.200]  社會贊同同性婚姻
[00:13:36.200 --> 00:13:40.200]  教會有時候被同化了
[00:13:40.200 --> 00:13:42.200]  住在迦南人當中
[00:13:42.200 --> 00:13:45.200]  受迦南的文化影響
[00:13:45.200 --> 00:13:47.200]  接納迦南人的價值觀
[00:13:47.200 --> 00:13:50.200]  接納這個世界的價值觀
[00:13:50.200 --> 00:13:56.200]  這個就是教會走向世俗化
[00:13:56.200 --> 00:14:00.200]  他們怎樣走向世俗化呢
[00:14:00.200 --> 00:14:05.200]  在當時的社會他們怎樣被迦南化呢
[00:14:05.200 --> 00:14:11.200]  第六節就是他們娶他們的女兒為妻
[00:14:11.200 --> 00:14:14.200]  他們亦都將女兒嫁給他們
[00:14:14.200 --> 00:14:17.200]  即是以色列人的男士
[00:14:17.200 --> 00:14:23.200]  聖經時是提醒當時的以色列人
[00:14:23.200 --> 00:14:26.200]  叫他們不要跟迦南人通婚
[00:14:26.200 --> 00:14:34.200]  不要跟迦南人通婚
[00:14:34.200 --> 00:14:35.200]  為甚麼
[00:14:35.200 --> 00:14:38.200]  因為十句祈求當他們通婚之後
[00:14:38.200 --> 00:14:43.200]  他們都會拜迦南人的偶像
[00:14:43.200 --> 00:14:49.200]  所以舊約聖經很重視
[00:14:49.200 --> 00:14:54.200]  一個人是否跟迦南人通婚
[00:14:54.200 --> 00:14:58.200]  因為他們跟迦南人通婚就拜偶像
[00:14:58.200 --> 00:15:00.200]  拜偶像鬥得罪神
[00:15:00.200 --> 00:15:03.200]  得罪神之後他們的民族就滅亡
[00:15:03.200 --> 00:15:06.200]  換句話說他們跟迦南人通婚
[00:15:06.200 --> 00:15:09.200]  他們的民族就滅亡
[00:15:09.200 --> 00:15:17.200]  這就是為甚麼當他們回到重回聖地
[00:15:17.200 --> 00:15:19.200]  秘魯歸回的時候
[00:15:19.200 --> 00:15:24.200]  他們要在這裡作出一個改變
[00:15:24.200 --> 00:15:27.200]  就是要呼喚他們的子民
[00:15:27.200 --> 00:15:32.200]  不要跟迦南人一起通婚的原因
[00:15:32.200 --> 00:15:36.200]  因為他們已經經歷過亡國之痛
[00:15:36.200 --> 00:15:39.200]  所以弟兄姊妹
[00:15:39.200 --> 00:15:42.200]  可能我們不會有這個感覺
[00:15:42.200 --> 00:15:47.200]  有些人說我可不可以同化這些迦南人
[00:15:47.200 --> 00:15:50.200]  不過十句祈求就被迦南人同化
[00:15:50.200 --> 00:15:52.200]  不過聖經仍然都有例子
[00:15:52.200 --> 00:15:56.200]  當外族人嫁猶太人
[00:15:56.200 --> 00:16:00.200]  有些時候他們成為被同化的
[00:16:00.200 --> 00:16:08.200]  不過這不是一個常有的現象
[00:16:08.200 --> 00:16:11.200]  所以常有的現象
[00:16:11.200 --> 00:16:14.200]  就是跟他們通婚結果離開了
[00:16:14.200 --> 00:16:17.200]  結果整個民族滅亡
[00:16:17.200 --> 00:16:19.200]  或者我舉一個例子
[00:16:19.200 --> 00:16:22.200]  可能不是很貼切
[00:16:22.200 --> 00:16:24.200]  打麻將
[00:16:24.200 --> 00:16:26.200]  可能有些人都會打麻將
[00:16:26.200 --> 00:16:29.200]  不過你不用告訴我
[00:16:29.200 --> 00:16:33.200]  打麻將是這個世界
[00:16:33.200 --> 00:16:35.200]  我們很多人說是娛樂
[00:16:35.200 --> 00:16:39.200]  你有沒有可能跟一個不信耶穌的人打麻將
[00:16:39.200 --> 00:16:42.200]  不打錢的呢?
[00:16:42.200 --> 00:16:44.200]  我不知道
[00:16:44.200 --> 00:16:45.200]  打麻將的人
[00:16:45.200 --> 00:16:48.200]  我跟你打麻將不打錢的
[00:16:48.200 --> 00:16:49.200]  他會不會呢?
[00:16:49.200 --> 00:16:50.200]  他說不打錢
[00:16:50.200 --> 00:16:53.200]  不要打不要浪費精神
[00:16:53.200 --> 00:16:54.200]  換句話說
[00:16:54.200 --> 00:16:56.200]  你都沒有可能的
[00:16:56.200 --> 00:16:58.200]  就是你跟一個迦南人結婚
[00:16:58.200 --> 00:17:01.200]  你沒有可能不去拜他們的神
[00:17:01.200 --> 00:17:02.200]  一樣的
[00:17:02.200 --> 00:17:06.200]  所以他們迦南化
[00:17:06.200 --> 00:17:09.200]  就來接受迦南人
[00:17:09.200 --> 00:17:11.200]  就是他們的信仰
[00:17:11.200 --> 00:17:13.200]  連同通婚
[00:17:13.200 --> 00:17:15.200]  接受了信仰
[00:17:15.200 --> 00:17:17.200]  就是你去打麻將的時候
[00:17:17.200 --> 00:17:20.200]  你甚至走入賭博裏面
[00:17:20.200 --> 00:17:23.200]  所以無論你怎樣去娛樂
[00:17:23.200 --> 00:17:26.200]  當你來跟隨的時候
[00:17:26.200 --> 00:17:29.200]  你就很難不走入下一步
[00:17:29.200 --> 00:17:31.200]  第三方面
[00:17:31.200 --> 00:17:33.200]  第七節
[00:17:33.200 --> 00:17:36.200]  他說以色列人行耶和華眼中惡
[00:17:36.200 --> 00:17:39.200]  那個時候因為他們忘記了耶和華他們的神
[00:17:39.200 --> 00:17:40.200]  忘記
[00:17:40.200 --> 00:17:41.200]  好像失憶了
[00:17:41.200 --> 00:17:43.200]  他們不是真正的失憶
[00:17:43.200 --> 00:17:44.200]  而是忽略了
[00:17:44.200 --> 00:17:50.200]  不再關心那位曾經帶領他們的先祖
[00:17:50.200 --> 00:17:54.200]  從埃及到抗野到迦南
[00:17:54.200 --> 00:17:56.200]  這個這麼豐富的地方
[00:17:56.200 --> 00:17:58.200]  他們忘記了
[00:17:58.200 --> 00:17:59.200]  結果怎樣呢
[00:17:59.200 --> 00:18:04.200]  結果他們就去侍奉朱巴黎
[00:18:04.200 --> 00:18:07.200]  他們來侍奉
[00:18:07.200 --> 00:18:12.200]  去敬拜當時的地方神
[00:18:12.200 --> 00:18:14.200]  當時的亞瑟拉
[00:18:14.200 --> 00:18:17.200]  香港甚麼地方神呢
[00:18:17.200 --> 00:18:19.200]  香港人拜甚麼神呢
[00:18:19.200 --> 00:18:21.200]  新年的時候
[00:18:21.200 --> 00:18:24.200]  我家住在黃大仙
[00:18:24.200 --> 00:18:28.200]  所以我三十晚回家吃飯的時候
[00:18:28.200 --> 00:18:31.200]  見到那些人已經在黃大仙廟排隊
[00:18:31.200 --> 00:18:34.200]  星期二打開電視
[00:18:34.200 --> 00:18:38.200]  見到那些人說要去沙田神
[00:18:38.200 --> 00:18:39.200]  沙田有個神
[00:18:39.200 --> 00:18:42.200]  偶像去朝拜
[00:18:42.200 --> 00:18:49.200]  昨天來到去朝拜沙田地方的神
[00:18:49.200 --> 00:18:51.200]  車公
[00:18:51.200 --> 00:18:55.200]  當時迦南的文化
[00:18:55.200 --> 00:18:58.200]  有些文化可能是中性
[00:18:58.200 --> 00:19:00.200]  或者服飾等等
[00:19:00.200 --> 00:19:03.200]  好像中國人用筷子吃飯
[00:19:03.200 --> 00:19:05.200]  外國人用叉子
[00:19:05.200 --> 00:19:06.200]  用刀
[00:19:06.200 --> 00:19:08.200]  印度人用手
[00:19:08.200 --> 00:19:10.200]  中國人喜歡吃飯
[00:19:10.200 --> 00:19:12.200]  或者廣東人喜歡吃飯
[00:19:12.200 --> 00:19:14.200]  外國人喜歡吃麵包
[00:19:14.200 --> 00:19:16.200]  北方人喜歡吃麵
[00:19:16.200 --> 00:19:19.200]  吃饃子等等
[00:19:19.200 --> 00:19:20.200]  這些是中性的
[00:19:20.200 --> 00:19:24.200]  文化可能在服飾都可能是中性的
[00:19:24.200 --> 00:19:27.200]  甚至染髮也沒問題
[00:19:27.200 --> 00:19:29.200]  除了噴頭
[00:19:29.200 --> 00:19:31.200]  很多人都染髮
[00:19:31.200 --> 00:19:35.200]  可能一般人都會這樣做
[00:19:35.200 --> 00:19:37.200]  不過
[00:19:37.200 --> 00:19:39.200]  有些不是中性的
[00:19:39.200 --> 00:19:42.200]  甚麼東西不是中性呢
[00:19:42.200 --> 00:19:48.200]  甚麼東西的文化是我們作為基督徒
[00:19:48.200 --> 00:19:49.200]  是特別的
[00:19:49.200 --> 00:19:53.200]  你都要想清楚才好做
[00:19:53.200 --> 00:19:55.200]  當時的人
[00:19:55.200 --> 00:19:58.200]  他們不單娶迦南的女子
[00:19:58.200 --> 00:20:02.200]  不單將他們嫁給迦南的男孩
[00:20:02.200 --> 00:20:03.200]  並且
[00:20:03.200 --> 00:20:05.200]  最重要的一件事
[00:20:05.200 --> 00:20:10.200]  他們因此去拜迦南人所拜的偶像
[00:20:10.200 --> 00:20:15.200]  一個男的神叫巴力
[00:20:15.200 --> 00:20:18.200]  一個女的神叫阿瑟拉
[00:20:18.200 --> 00:20:22.200]  是當時的人來拜的神
[00:20:22.200 --> 00:20:26.200]  我曾經在網上尋找巴力的樣子
[00:20:26.200 --> 00:20:28.200]  拜巴力是甚麼的
[00:20:28.200 --> 00:20:32.200]  不過我仍然找不到一個
[00:20:32.200 --> 00:20:38.200]  究竟他真正的偶像是甚麼
[00:20:38.200 --> 00:20:41.200]  我就了解偶像化的過程
[00:20:41.200 --> 00:20:45.200]  巴力的甚麼意思
[00:20:45.200 --> 00:20:48.200]  巴力就是主人
[00:20:48.200 --> 00:20:50.200]  這就是我們的神
[00:20:50.200 --> 00:20:53.200]  有些地方用一隻牛
[00:20:53.200 --> 00:20:55.200]  就代表巴力
[00:20:55.200 --> 00:20:57.200]  有些就是一個公仔
[00:20:57.200 --> 00:21:00.200]  考古學發掘了一個公仔
[00:21:00.200 --> 00:21:04.200]  他們巴力的像是這樣的
[00:21:04.200 --> 00:21:07.200]  阿瑟拉也是
[00:21:07.200 --> 00:21:11.200]  可能用樹木刻了一個公仔
[00:21:11.200 --> 00:21:14.200]  有些刻得像人一樣
[00:21:14.200 --> 00:21:15.200]  所以
[00:21:15.200 --> 00:21:18.200]  你說是甚麼樣子
[00:21:18.200 --> 00:21:20.200]  甚麼都可以
[00:21:20.200 --> 00:21:22.200]  差不多是這樣說
[00:21:22.200 --> 00:21:25.200]  只要保佑你發達就行了
[00:21:25.200 --> 00:21:27.200]  你別管是甚麼樣子
[00:21:27.200 --> 00:21:33.200]  所以巴力和阿瑟拉是掌管著
[00:21:33.200 --> 00:21:36.200]  特別巴力掌管天氣
[00:21:36.200 --> 00:21:41.200]  他能夠叫這個地方風調雨順
[00:21:41.200 --> 00:21:45.200]  以致他們能夠生產土產
[00:21:45.200 --> 00:21:46.200]  各樣都能夠豐富
[00:21:46.200 --> 00:21:50.200]  所以他們就去拜他們
[00:21:50.200 --> 00:21:55.200]  所以這是當時的文化
[00:21:55.200 --> 00:21:57.200]  作為基督徒
[00:21:57.200 --> 00:21:59.200]  可能你會想一下
[00:21:59.200 --> 00:22:07.200]  你有沒有去認同在這個社會
[00:22:07.200 --> 00:22:10.200]  我們中國在香港人
[00:22:10.200 --> 00:22:13.200]  在這個風俗文化
[00:22:13.200 --> 00:22:15.200]  我們認同呢
