
[00:00:00.000 --> 00:00:02.260]  有關人質教會今年的主題
[00:01:31.460 --> 00:01:34.180]  問題就是我們聽的人
[00:01:34.180 --> 00:01:35.620]  我們怎樣抉擇
[00:01:35.620 --> 00:01:38.180]  我就先講第八章
[00:01:38.180 --> 00:01:39.820]  我們重溫第八章
[00:01:39.820 --> 00:01:42.700]  一個可以分成四段的結構
[00:01:42.700 --> 00:01:45.100]  智慧在人間做一些邀請
[00:01:45.100 --> 00:01:47.220]  要人來聽從他 認識真理
[00:01:47.220 --> 00:01:49.540]  為甚麼呢?他就像一個報道家那樣
[00:01:49.540 --> 00:01:51.220]  向人大聲疾呼
[00:01:51.220 --> 00:01:53.420]  告訴別人他口中所傳的
[00:01:53.420 --> 00:01:55.540]  就是正直誠實和公義
[00:01:55.540 --> 00:01:56.820]  他是真理來的
[00:01:56.820 --> 00:01:58.940]  你認識我 就是認識真理
[00:01:58.940 --> 00:02:01.220]  你認識我 其實就是得著生命
[00:02:01.220 --> 00:02:02.940]  十二節至到二十一節
[00:02:02.940 --> 00:02:03.980]  是講近厄國
[00:02:03.980 --> 00:02:04.780]  先跳到最後
[00:02:04.780 --> 00:02:08.020]  一個對稱就是三十二節至三十六節
[00:02:08.020 --> 00:02:10.740]  都是呼籲人來聽從他
[00:02:10.740 --> 00:02:11.940]  聽從他的時候
[00:02:11.940 --> 00:02:13.420]  你就得著生命
[00:02:13.420 --> 00:02:14.740]  中間那兩段
[00:02:14.740 --> 00:02:17.580]  是講智慧怎樣超越人間
[00:02:17.580 --> 00:02:23.940]  他超越人間歷史是在世人之中
[00:02:23.940 --> 00:02:26.740]  地上君王 威震八方
[00:02:26.740 --> 00:02:27.660]  日理萬機
[00:02:27.660 --> 00:02:30.660]  但原來都是因為智慧的緣故
[00:02:30.660 --> 00:02:32.700]  智慧他有知識 有謀略
[00:02:32.700 --> 00:02:34.300]  他有聰明 他有能力
[00:02:34.300 --> 00:02:36.140]  並且是一切財富的源頭
[00:02:36.140 --> 00:02:37.740]  所以你要來認識我
[00:02:37.740 --> 00:02:38.500]  他就是這樣
[00:02:38.500 --> 00:02:41.060]  我是好才叫你跟我的
[00:02:41.060 --> 00:02:43.660]  如果我不好 叫你跟我做甚麼呢?
[00:02:43.660 --> 00:02:45.740]  其實就是這樣的處境
[00:02:45.740 --> 00:02:47.620]  第二二節至到三十一節
[00:02:47.620 --> 00:02:49.100]  是剛才我們讀的
[00:02:49.100 --> 00:02:51.660]  二十二節至到三十一節
[00:02:51.660 --> 00:02:56.140]  就講智慧在上帝創造這個宇宙萬物之先
[00:02:56.140 --> 00:02:57.820]  他已經在這裡了
[00:02:57.820 --> 00:03:00.340]  他甚至用一個角色來形容神
[00:03:00.340 --> 00:03:01.900]  他是神的公司
[00:03:01.900 --> 00:03:03.060]  不是百貨公司
[00:03:03.060 --> 00:03:05.460]  公情司
[00:03:05.460 --> 00:03:07.100]  並且是神所喜愛
[00:03:07.100 --> 00:03:09.020]  但同時他也愛世人
[00:03:09.020 --> 00:03:10.260]  喜悅自在人間
[00:03:10.260 --> 00:03:14.380]  我們一起再看這段經文
[00:03:14.380 --> 00:03:20.540]  智慧他用一個人物的身份來表達自己
[00:03:20.540 --> 00:03:22.260]  在耶和華造化的起頭
[00:03:22.260 --> 00:03:25.580]  在太初創造萬物之先就有了「我」
[00:03:25.580 --> 00:03:27.260]  這個「我」就是智慧
[00:03:27.260 --> 00:03:30.100]  從耿古從太初未有以前
[00:03:30.100 --> 00:03:32.660]  「我」又已經被立了
[00:03:32.660 --> 00:03:34.980]  沒有深淵 沒有大水的泉
[00:03:34.980 --> 00:03:36.780]  「我」已經在這裡
[00:03:36.780 --> 00:03:39.620]  大山未曾奠定 小山未曾有之先
[00:03:39.620 --> 00:03:41.740]  「我」已經出生了
[00:03:41.740 --> 00:03:45.860]  耶和華未做創造大地和田野
[00:03:45.860 --> 00:03:47.380]  並世上土質
[00:03:47.380 --> 00:03:48.780]  「我」已經出生了
[00:03:48.780 --> 00:03:50.500]  二十七至二十九節
[00:03:50.500 --> 00:03:51.460]  祂立高天
[00:03:51.460 --> 00:03:52.300]  「我」已經在這裡
[00:03:52.300 --> 00:03:53.540]  上帝如何立高天呢?
[00:03:53.540 --> 00:03:55.700]  在淵面的周圍挖出圓圈
[00:03:55.700 --> 00:03:57.940]  上洗窮倉
[00:03:57.940 --> 00:04:00.580]  堅硬下洗淵源穩固
[00:04:00.580 --> 00:04:02.660]  祂為滄海訂出界限
[00:04:02.660 --> 00:04:04.260]  洗水不越過祂的命令
[00:04:04.260 --> 00:04:05.860]  立定大地根基的時候
[00:04:05.860 --> 00:04:07.620]  智慧就在這裡了
[00:04:07.620 --> 00:04:11.500]  這段經文彷彿讓我們想起《創世紀》第一章
[00:04:11.500 --> 00:04:14.660]  上帝用什麼創造這個世界?
[00:04:14.660 --> 00:04:18.300]  上帝用祂說話來創造這個世界
[00:04:18.300 --> 00:04:21.260]  上帝說有光就有光
[00:04:21.260 --> 00:04:25.020]  上帝說要用空氣
[00:04:25.020 --> 00:04:28.940]  將天空、將水分開就分開
[00:04:28.940 --> 00:04:30.540]  上帝說要有陸地
[00:04:30.540 --> 00:04:33.060]  地上要有花草樹木就有花草樹木
[00:04:33.060 --> 00:04:36.820]  上帝說要有光體
[00:04:36.820 --> 00:04:40.180]  分開晝和夜就有光體
[00:04:40.180 --> 00:04:41.580]  上帝說地上
[00:04:41.580 --> 00:04:46.740]  水中要有生物和天空有鳥就有了
[00:04:46.740 --> 00:04:49.420]  地上要有爬行的生畜、走獸
[00:04:49.420 --> 00:04:50.700]  並且要有人類
[00:04:50.700 --> 00:04:53.460]  在人類的時候上帝用什麼做?
[00:04:53.460 --> 00:04:57.580]  上帝親手來創造
[00:04:57.580 --> 00:05:00.700]  所以這個說話智慧本身
[00:05:00.700 --> 00:05:04.380]  在上帝創造的時候就已經有了
[00:05:04.380 --> 00:05:07.500]  上帝透過智慧告訴我們
[00:05:07.500 --> 00:05:09.020]  智慧一早存在
[00:05:09.020 --> 00:05:10.820]  上帝的說話一早在這裡
[00:05:10.820 --> 00:05:12.580]  我們再看三十節
[00:05:12.580 --> 00:05:17.020]  「三十節,那時我在他那裡為公司
[00:05:17.020 --> 00:05:19.740]  日日為他所喜愛
[00:05:19.740 --> 00:05:22.500]  常常在他面前踴躍」
[00:05:22.500 --> 00:05:24.940]  原來智慧有一個角色
[00:05:24.940 --> 00:05:26.980]  好像工程師一樣
[00:05:26.980 --> 00:05:31.020]  他在這裡設計、執行、檢討
[00:05:31.020 --> 00:05:32.460]  好像一個人物一樣
[00:05:32.460 --> 00:05:36.220]  參與上帝的創造
[00:05:36.220 --> 00:05:37.860]  在上帝創造的時刻
[00:05:37.860 --> 00:05:39.420]  上帝的說話很重要
[00:05:39.420 --> 00:05:41.020]  不可或缺
[00:05:41.020 --> 00:05:43.140]  他天天在上帝面前歡欣
[00:05:43.140 --> 00:05:45.180]  很開心、很快樂
[00:05:45.180 --> 00:05:46.380]  但更重要的是什麼呢?
[00:05:46.380 --> 00:05:48.540]  第三十一節
[00:05:48.540 --> 00:05:50.860]  他天天在上帝面前來踴躍
[00:05:50.860 --> 00:05:52.140]  他還有踴躍是什麼?
[00:05:52.140 --> 00:05:56.980]  「踴躍在他為人預備可住之地
[00:05:56.980 --> 00:06:00.340]  也喜悅住在世人之間」
[00:06:00.340 --> 00:06:03.140]  智慧、神的說話
[00:06:03.140 --> 00:06:04.220]  他喜歡的是什麼呢?
[00:06:04.220 --> 00:06:07.100]  不單單喜歡和神一起
[00:06:07.100 --> 00:06:08.420]  還喜歡什麼呢?
[00:06:08.420 --> 00:06:12.460]  他說喜歡上帝所造的這個世界
[00:06:12.460 --> 00:06:14.100]  所喜歡的是什麼呢?
[00:06:14.100 --> 00:06:15.820]  「喜悅住在世人之間」
[00:06:15.820 --> 00:06:17.900]  即是和人一起
[00:06:17.900 --> 00:06:20.940]  原來智慧最喜歡的不是留在上帝身邊
[00:06:20.940 --> 00:06:22.740]  就好像我們看神話故事
[00:06:22.740 --> 00:06:26.380]  那些神仙只喜歡住在天庭
[00:06:26.380 --> 00:06:31.780]  智慧是喜歡在人的中間
[00:06:31.780 --> 00:06:36.820]  進入人的生命、進入人的歷史
[00:06:36.820 --> 00:06:40.220]  智慧在聖經裡是在說上帝的說話
[00:06:40.220 --> 00:06:44.380]  不過有時我們會將它有一種預表
[00:06:44.380 --> 00:06:46.660]  這裡彷彿在說誰呢?
[00:06:46.660 --> 00:06:47.860]  彷彿在說耶穌
[00:06:47.860 --> 00:06:48.780]  為什麼呢?
[00:06:48.780 --> 00:06:51.980]  在《約翰福音》第一章
[00:06:51.980 --> 00:06:56.020]  「太初有道,道與神同在,道就是神
[00:06:56.020 --> 00:06:57.900]  者道太初與神同在
[00:06:57.900 --> 00:06:59.580]  物物都是藉著他造的
[00:06:59.580 --> 00:07:02.620]  凡被造的,沒有一樣不是藉著他造的」
[00:07:02.620 --> 00:07:03.900]  在太初的時候
[00:07:03.900 --> 00:07:05.060]  道已經在這裡
[00:07:05.060 --> 00:07:06.220]  道是什麼呢?
[00:07:06.220 --> 00:07:08.100]  其實道就是神的話
[00:07:08.100 --> 00:07:09.940]  不過道又不只是神的話
[00:07:09.940 --> 00:07:11.020]  第十四節
[00:07:11.020 --> 00:07:14.060]  「道成了肉身,住在我們中間
[00:07:14.060 --> 00:07:16.380]  充充滿滿的有因典有真理
[00:07:16.380 --> 00:07:17.900]  我們也見過他的榮光
[00:07:17.900 --> 00:07:20.500]  正是父獨生子的榮光」
[00:07:20.500 --> 00:07:21.620]  在這裡我們看到
[00:07:21.620 --> 00:07:23.860]  神的話早已存在
[00:07:23.860 --> 00:07:26.260]  但它也都在人的中間
[00:07:26.260 --> 00:07:28.300]  離我們不遠的
[00:07:28.300 --> 00:07:30.940]  也都在我們的心中
[00:07:30.940 --> 00:07:34.420]  而當預表到新約的時候
[00:07:34.420 --> 00:07:35.580]  彷彿在說耶穌
[00:07:35.580 --> 00:07:36.820]  耶穌也是的
[00:07:36.820 --> 00:07:39.220]  耶穌在太初的時候
[00:07:39.220 --> 00:07:40.940]  祂的本先
[00:07:40.940 --> 00:07:42.420]  我們叫祂的本源
[00:07:42.420 --> 00:07:44.660]  耶穌是上帝來的
[00:07:44.660 --> 00:07:46.340]  不過祂被出生
[00:07:46.340 --> 00:07:48.940]  祂要用人的身份
[00:07:48.940 --> 00:07:50.460]  來出現在這個世界
[00:07:50.460 --> 00:07:55.100]  就成為耶穌由瑪利亞所生
[00:07:55.100 --> 00:07:56.700]  祂住在我們中間
[00:07:56.700 --> 00:07:59.340]  充充滿滿的有因典有真理
[00:07:59.340 --> 00:08:01.700]  我們叫道在人間
[00:08:01.700 --> 00:08:04.460]  是耶穌在人間和我們一起
[00:08:04.460 --> 00:08:07.780]  但真然是在說神的話
[00:08:07.780 --> 00:08:09.420]  離我們不遠
[00:08:09.420 --> 00:08:13.300]  我們隨時都可以讀到神的話
[00:08:13.300 --> 00:08:14.300]  在舊約的人來說
[00:08:14.300 --> 00:08:15.540]  以前不容易
[00:08:15.540 --> 00:08:18.820]  因為他們真的沒有一本聖經在手
[00:08:18.820 --> 00:08:20.220]  他們是靠甚麼?
[00:08:20.220 --> 00:08:21.540]  靠神的僕人
[00:08:21.540 --> 00:08:23.100]  靠當時的先知
[00:08:23.100 --> 00:08:24.740]  靠祭司
[00:08:24.740 --> 00:08:26.820]  還有靠
[00:08:26.820 --> 00:08:27.740]  他們不是教會
[00:08:27.740 --> 00:08:29.140]  是猶太人的領袖
[00:08:29.140 --> 00:08:30.660]  他們有拉比
[00:08:30.660 --> 00:08:34.460]  將神的話來到全洋
[00:08:34.460 --> 00:08:35.620]  離人不遠的
[00:08:35.620 --> 00:08:36.180]  有些人說
[00:08:36.180 --> 00:08:37.300]  我怎麼聽神的話?
[00:08:37.300 --> 00:08:38.460]  在哪裏?
[00:08:38.460 --> 00:08:39.140]  他就告訴你
[00:08:39.140 --> 00:08:41.540]  原來神的話很近
[00:08:41.540 --> 00:08:46.820]  等於原來上帝是喜歡和世人共處
[00:08:46.820 --> 00:08:50.140]  不知道我們有沒有一種受恩寵的感覺
[00:08:50.140 --> 00:08:51.740]  如果這裡說道
[00:08:51.740 --> 00:08:54.780]  原來上帝說「如果」的意思
[00:08:54.780 --> 00:08:56.460]  這裡說道是真的在說道
[00:08:56.460 --> 00:08:58.220]  是在說神的話
[00:08:58.220 --> 00:09:00.700]  當在說神的話時很樂意賜給我們的時候
[00:09:00.700 --> 00:09:04.380]  怎樣會不知道我們是樂意去聽
[00:09:04.380 --> 00:09:05.420]  樂意去看
[00:09:05.420 --> 00:09:08.220]  還是拒絕呢?
[00:09:08.220 --> 00:09:09.180]  如果再預表
[00:09:09.180 --> 00:09:10.460]  再看新約
[00:09:10.460 --> 00:09:12.940]  當在說神的話時
[00:09:12.940 --> 00:09:15.420]  發生最明顯的就是耶穌基督
[00:09:15.420 --> 00:09:17.260]  耶穌基督來到這個世界
[00:09:17.260 --> 00:09:19.020]  祂是很願意來的
[00:09:19.020 --> 00:09:20.980]  雖然在《赫西瑪利元》的時候
[00:09:20.980 --> 00:09:21.980]  曾經說
[00:09:21.980 --> 00:09:23.580]  耶穌曾經說
[00:09:23.580 --> 00:09:26.660]  父啊求你將這個杯拿走
[00:09:26.660 --> 00:09:27.620]  但不要照我的意思
[00:09:27.620 --> 00:09:28.340]  只是照你的意思
[00:09:28.340 --> 00:09:30.660]  好像很委屈
[00:09:30.660 --> 00:09:31.140]  但不是的
[00:09:31.140 --> 00:09:33.140]  《約翰福音》還有其他的經文說
[00:09:33.140 --> 00:09:36.420]  耶穌的死不是被逼的
[00:09:36.420 --> 00:09:38.140]  耶穌的死有人說
[00:09:38.140 --> 00:09:39.180]  被交於死地
[00:09:39.180 --> 00:09:41.940]  好像是猶大出賣了祂祂才死
[00:09:41.940 --> 00:09:43.540]  如果沒有了這個猶大角色
[00:09:43.540 --> 00:09:45.180]  耶穌會死嗎?
[00:09:45.180 --> 00:09:47.100]  耶穌也會死的
[00:09:47.100 --> 00:09:49.620]  所以耶穌不是只是被人出賣以至死
[00:09:49.620 --> 00:09:51.500]  是祂甘願來到這個世界
[00:09:51.500 --> 00:09:53.740]  祂是很想和我們一起
[00:09:53.740 --> 00:09:56.620]  去展示神的恩典
[00:09:56.620 --> 00:09:59.380]  神的話今天也是要賜給我們
[00:09:59.380 --> 00:10:00.660]  離我們不遠
[00:10:00.660 --> 00:10:03.860]  但神用什麼方式去展示和我們同在呢?
[00:10:03.860 --> 00:10:04.980]  我們經常祈禱
[00:10:04.980 --> 00:10:06.740]  神啊求你和我們同在
[00:10:06.740 --> 00:10:08.620]  其實神早就和我們同在了
[00:10:08.620 --> 00:10:09.500]  我們去探病的時候
[00:10:09.500 --> 00:10:10.580]  或者和小朋友說的時候
[00:10:10.580 --> 00:10:11.700]  我們說去探病
[00:10:11.700 --> 00:10:12.580]  神在哪裡?
[00:10:12.580 --> 00:10:13.180]  會問他
[00:10:13.180 --> 00:10:13.820]  跟他傳呼
[00:10:13.820 --> 00:10:16.860]  然後神就在天上
[00:10:16.860 --> 00:10:17.940]  神除了在天上
[00:10:17.940 --> 00:10:19.060]  還有呢
[00:10:19.060 --> 00:10:21.380]  我們經常說神在我們的心中
[00:10:21.380 --> 00:10:22.940]  透過聖靈
[00:10:22.940 --> 00:10:24.020]  透過聖經的話語
[00:10:24.020 --> 00:10:25.380]  當我們晝夜思想的時候
[00:10:25.380 --> 00:10:26.820]  神的話在我們心中
[00:10:26.820 --> 00:10:29.700]  其實也在證明神在這裡
[00:10:29.700 --> 00:10:32.100]  問題是有時候我們太忙了
[00:10:32.100 --> 00:10:34.220]  有時候我們太多掛慮了
[00:10:34.220 --> 00:10:36.300]  可能這個世界給我們很多的吸引
[00:10:36.300 --> 00:10:38.860]  以致我們把神的話拒諸門外
[00:10:38.860 --> 00:10:41.660]  甚至有時候我們也把耶穌拒諸門外
[00:10:41.660 --> 00:10:44.180]  我們看不到耶穌和我們一起
[00:10:44.180 --> 00:10:46.740]  我們也看不到神的話和我們一起
[00:10:46.740 --> 00:10:49.580]  但原來這段《璧景文》
[00:10:49.580 --> 00:10:51.060]  《真言八章》告訴我們
[00:10:51.060 --> 00:10:53.020]  志偉他多麼美好
[00:10:53.020 --> 00:10:54.380]  他也很樂意的
[00:10:54.380 --> 00:10:56.380]  來到我們的當中
[00:10:56.380 --> 00:10:58.420]  關鍵是我們珍不珍惜
[00:10:58.420 --> 00:10:59.940]  如果再推遠一點
[00:10:59.940 --> 00:11:02.260]  有時候我想想基督徒
[00:11:02.260 --> 00:11:04.660]  我們近年基督徒或者教會
[00:11:04.660 --> 00:11:06.180]  經常被人說
[00:11:06.180 --> 00:11:07.940]  基督徒就選了耶穌之後
[00:11:07.940 --> 00:11:09.300]  就自己獨善其身
[00:11:09.300 --> 00:11:10.740]  教會就理自己的事
[00:11:10.740 --> 00:11:12.220]  祖傳婚工作就是了
[00:11:12.220 --> 00:11:13.900]  社會的事就不聞不問
[00:11:13.900 --> 00:11:15.420]  最多是問什麼呢
[00:11:15.420 --> 00:11:16.900]  就是那些洲際窮人的
[00:11:16.900 --> 00:11:18.140]  做一下社會服務
[00:11:18.140 --> 00:11:19.340]  這個教會也會做的
[00:11:19.340 --> 00:11:20.740]  但其他的事務呢
[00:11:20.740 --> 00:11:22.220]  公不公平啊這個世界
[00:11:22.220 --> 00:11:23.500]  公不公義啊
[00:11:23.500 --> 00:11:25.220]  政治的事你不理啊
[00:11:25.220 --> 00:11:27.220]  社會政策的事你不理啊
[00:11:27.220 --> 00:11:28.780]  教會就被人說
[00:11:28.780 --> 00:11:29.660]  我們就什麼都不理
[00:11:29.660 --> 00:11:32.060]  基督徒又不發聲
[00:11:32.060 --> 00:11:33.900]  但是當教會理得太多
[00:11:33.900 --> 00:11:35.540]  我們進入這個世界
[00:11:35.540 --> 00:11:36.940]  進入這個世界太多
[00:11:36.940 --> 00:11:38.100]  教會就會被人指責
[00:11:38.100 --> 00:11:38.820]  過界啊
[00:11:38.820 --> 00:11:40.700]  為什麼不做傳婚的工作
[00:11:40.700 --> 00:11:41.700]  牧師傳道
[00:11:41.700 --> 00:11:42.260]  為什麼不是呢
[00:11:42.260 --> 00:11:43.020]  講道就算了
[00:11:43.020 --> 00:11:44.220]  探病就算了
[00:11:44.220 --> 00:11:48.260]  為什麼要參與社會這麼多的事務呢
[00:11:48.260 --> 00:11:51.660]  是會這樣被人指責
[00:11:51.660 --> 00:11:53.660]  近期有一間教會
[00:11:53.660 --> 00:11:55.300]  道成肉身的教會
[00:11:55.300 --> 00:11:56.420]  都被人指責
[00:11:56.420 --> 00:11:58.820]  他們教會有人就撰文
[00:11:58.820 --> 00:12:01.700]  來引用教會的傳統
[00:12:01.700 --> 00:12:05.020]  他說信徒教牧
[00:12:05.020 --> 00:12:06.420]  甚至是教會
[00:12:06.420 --> 00:12:10.060]  因著耶穌基督成為肉身的緣故
[00:12:10.060 --> 00:12:11.500]  進入這個世界
[00:12:11.500 --> 00:12:14.940]  其實教會信徒都被差遣進入這個世界
[00:12:14.940 --> 00:12:17.500]  他說約翰·衛斯理
[00:12:17.500 --> 00:12:18.820]  在十八世紀的時候
[00:12:18.820 --> 00:12:21.100]  約翰·衛斯理在美國寫了一封
[00:12:21.100 --> 00:12:23.980]  申訴信回到英國下議院
[00:12:23.980 --> 00:12:25.580]  為當時一個
[00:12:25.580 --> 00:12:27.780]  就是愛派的使者
[00:12:27.780 --> 00:12:29.580]  約瑟·沃森史
[00:12:29.580 --> 00:12:31.380]  就是Joseph Watsons
[00:12:31.380 --> 00:12:33.820]  他就被指責沒有做好傳婚
[00:12:33.820 --> 00:12:35.140]  搶救靈魂的工作
[00:12:35.140 --> 00:12:37.100]  反而不停的鑄製什麼人呢
[00:12:37.100 --> 00:12:38.060]  他都是做鑄製
[00:12:38.060 --> 00:12:42.020]  但是鑄製那些是殖民的人士
[00:12:42.020 --> 00:12:44.420]  為他們爭取權益
[00:12:44.420 --> 00:12:47.980]  但是當時有人就說這個
[00:12:47.980 --> 00:12:50.100]  約瑟·沃森史是犯法的
[00:12:50.100 --> 00:12:50.700]  為什麼呢
[00:12:50.700 --> 00:12:53.460]  他正在破壞英倫的秩序
[00:12:53.460 --> 00:12:54.900]  就是他明明是殖民
[00:12:54.900 --> 00:12:59.260]  你為他爭取什麼權益呢
[00:12:59.260 --> 00:13:01.780]  但是這個約翰·衛斯理
[00:13:01.780 --> 00:13:02.700]  他想了想
[00:13:02.700 --> 00:13:05.700]  不是 約瑟夫都是在做一些好的事
[00:13:05.700 --> 00:13:06.660]  為什麼呢
[00:13:06.660 --> 00:13:10.460]  他是將平安 將好意帶到人群
[00:13:10.460 --> 00:13:13.820]  就是說有班人是需要被關心的
[00:13:13.820 --> 00:13:17.060]  而這班人他們有的權利是被剝削的
[00:13:17.060 --> 00:13:21.060]  所以是應該要為他爭取
[00:13:21.060 --> 00:13:24.180]  約翰·衛斯理沒有評價他犯不犯法的問題
[00:13:24.180 --> 00:13:28.100]  他只是在肯定他的工作原來都是好的
[00:13:28.100 --> 00:13:30.380]  等於今天我們說
[00:13:30.380 --> 00:13:31.940]  都教的信仰
[00:13:31.940 --> 00:13:34.340]  不只是離世
[00:13:34.340 --> 00:13:36.740]  不是離開世界死亡的信仰
[00:13:36.740 --> 00:13:38.980]  不只是我們自己顧自己事
[00:13:38.980 --> 00:13:41.820]  我們是在說要進入人群當中
[00:13:41.820 --> 00:13:44.460]  神的說話在人群當中
[00:13:44.460 --> 00:13:46.940]  神的真理在人群當中
[00:13:46.940 --> 00:13:48.940]  關鍵是我們這班人
[00:13:48.940 --> 00:13:52.660]  怎樣將神的說話傳遞開去
[00:13:52.660 --> 00:13:54.700]  或者怎樣將神的說話
[00:13:54.700 --> 00:13:57.180]  這個智慧 這種真理
[00:13:57.180 --> 00:14:00.940]  並且是公義 誠實 正直
[00:14:00.940 --> 00:14:03.700]  都讓人看得見呢
[00:14:03.700 --> 00:14:07.740]  頂尖我們是可以成為真理的化身
[00:14:07.740 --> 00:14:09.740]  當然我們不是耶穌
[00:14:09.740 --> 00:14:12.380]  我們只是耶穌的門徒
[00:14:12.380 --> 00:14:16.700]  冥恩堂在我們教洗禮班的時候
[00:14:16.700 --> 00:14:20.420]  我們會說冥恩堂這個名的意思
[00:14:20.420 --> 00:14:22.660]  改名的時候我不在 是教會自立
[00:14:22.660 --> 00:14:24.220]  不知九零年還是九一年
[00:14:24.220 --> 00:14:26.420]  這個年份經常都有點錯
[00:14:26.420 --> 00:14:29.260]  就是又說五旬節會
[00:14:29.260 --> 00:14:32.300]  他們被梁牧師和一班信徒自己改了
[00:14:32.300 --> 00:14:35.740]  名叫冥記上帝恩典
[00:14:35.740 --> 00:14:37.540]  但同樣有另一個意思
[00:14:37.540 --> 00:14:38.740]  一個諧音
[00:14:38.740 --> 00:14:41.220]  是戲名的戲名
[00:14:41.220 --> 00:14:43.940]  我們要成為神恩典的戲名
[00:14:43.940 --> 00:14:46.420]  將神給我們一切的祝福
[00:14:46.420 --> 00:14:48.940]  給我們一切的美善
[00:14:48.940 --> 00:14:51.140]  我們領受了的恩惠
[00:14:51.140 --> 00:14:52.820]  都和別人來分享
[00:14:52.820 --> 00:14:55.420]  而其中很重要的就是神的話
[00:14:55.420 --> 00:14:57.060]  是神的真理
[00:14:57.060 --> 00:14:58.580]  我們不只是自己擁有
[00:14:58.580 --> 00:15:00.620]  我們是和別人分享
[00:15:00.620 --> 00:15:02.020]  所以有人說
[00:15:02.020 --> 00:15:03.420]  聖經
[00:15:03.420 --> 00:15:06.340]  他以為只是基督徒最高的權威
[00:15:06.340 --> 00:15:07.740]  我們經常說不是
[00:15:07.740 --> 00:15:09.500]  不只是基督徒最高的權威
[00:15:09.500 --> 00:15:11.860]  其實應該是全人類生活最高的權威
[00:15:11.860 --> 00:15:12.500]  為什麼呢
[00:15:12.500 --> 00:15:17.020]  他在告訴我們很多正確的事
[00:15:17.020 --> 00:15:18.580]  哪些不正確的事
[00:15:18.580 --> 00:15:21.020]  其實我們都應該要來跟從
[00:15:21.020 --> 00:15:23.860]  道在人間
[00:15:23.860 --> 00:15:26.380]  上帝的說話在我們中間
[00:15:26.380 --> 00:15:29.140]  願我們弟兄姊妹都能夠珍惜
[00:15:29.140 --> 00:15:32.980]  能夠好好的去得著
[00:15:32.980 --> 00:15:35.220]  學習並且傳遞
[00:15:35.220 --> 00:15:37.300]  另一方面我要講的是第二點
[00:15:37.300 --> 00:15:38.780]  是第九章
[00:15:38.780 --> 00:15:39.700]  來到第九章
[00:15:39.700 --> 00:15:41.620]  我沒有將全部的經文打出來
[00:15:41.620 --> 00:15:44.740]  但是將一個大綱打出來
[00:15:44.740 --> 00:15:45.780]  還有這裡
[00:15:45.780 --> 00:15:48.620]  《珍言第九章》可以分為三部份
[00:15:48.620 --> 00:15:49.980]  頭一部份是一至六節
