
[00:00:00.000 --> 00:00:06.280]  今天的講題可以說是聖經裡面四福音
[00:01:24.060 --> 00:01:25.060]  我想問一下大家
[00:01:25.060 --> 00:01:27.320]  剛剛買完新的電話
[00:01:27.320 --> 00:01:30.820]  有沒有人看了說明書才用的?
[00:01:30.820 --> 00:01:32.820]  如果你看了說明書
[00:01:32.820 --> 00:01:34.320]  才用你的新電話的
[00:01:34.320 --> 00:01:35.320]  舉一下手
[00:01:35.320 --> 00:01:37.320]  嘩!Gabriel
[00:01:37.320 --> 00:01:38.320]  很準確
[00:01:38.320 --> 00:01:39.320]  真是奇人
[00:01:39.320 --> 00:01:41.320]  四堂崇拜
[00:01:41.320 --> 00:01:43.320]  我想有八百多人
[00:01:43.320 --> 00:01:45.320]  暫時只有兩個人舉手
[00:01:45.320 --> 00:01:46.320]  一個是你
[00:01:46.320 --> 00:01:48.320]  一個是我老婆
[00:01:48.320 --> 00:01:49.320]  厲害
[00:01:49.320 --> 00:01:50.320]  說明書
[00:01:50.320 --> 00:01:52.320]  《聖經》我們要多看
[00:01:52.320 --> 00:01:54.320]  《聖經》要多看
[00:01:54.320 --> 00:01:57.320]  稍後再問下一堂崇拜
[00:01:57.320 --> 00:01:58.320]  再問愛倫姐
[00:01:58.320 --> 00:01:59.320]  是不是?
[00:01:59.320 --> 00:02:00.320]  OK 好
[00:02:00.320 --> 00:02:03.320]  什麼門是不需要留鎖匙的?
[00:02:03.320 --> 00:02:07.320]  什麼?
[00:02:07.320 --> 00:02:08.320]  阿門
[00:02:08.320 --> 00:02:10.320]  阿門?嘩!
[00:02:10.320 --> 00:02:12.320]  你的思維我真的跟不上
[00:02:12.320 --> 00:02:14.320]  真是厲害
[00:02:14.320 --> 00:02:16.320]  梁牧師就說如意門
[00:02:16.320 --> 00:02:17.320]  真是厲害
[00:02:17.320 --> 00:02:18.320]  阿門
[00:02:18.320 --> 00:02:19.320]  我們是想正常一點
[00:02:19.320 --> 00:02:20.320]  龍門
[00:02:20.320 --> 00:02:21.320]  自從阿阿門
[00:02:21.320 --> 00:02:22.320]  厲害
[00:02:22.320 --> 00:02:24.320]  加上去
[00:02:24.320 --> 00:02:25.320]  這個
[00:02:25.320 --> 00:02:27.320]  人類歷史中最長的車
[00:02:27.320 --> 00:02:29.320]  是什麼車?
[00:02:29.320 --> 00:02:31.320]  不夠長
[00:02:31.320 --> 00:02:33.320]  塞車
[00:02:33.320 --> 00:02:34.320]  嘩!誰想的?
[00:02:34.320 --> 00:02:36.320]  塞車你都知道
[00:02:36.320 --> 00:02:37.320]  真的
[00:02:37.320 --> 00:02:38.320]  塞車你知不知道
[00:02:38.320 --> 00:02:39.320]  塞過十幾二十公里
[00:02:39.320 --> 00:02:40.320]  你知不知道
[00:02:40.320 --> 00:02:41.320]  真是
[00:02:41.320 --> 00:02:43.320]  什麼人你都想到
[00:02:43.320 --> 00:02:44.320]  稍後在門口等我
[00:02:44.320 --> 00:02:45.320]  好
[00:02:45.320 --> 00:02:48.320]  什麼車是沒有輪子的?
[00:02:51.320 --> 00:02:53.320]  E車仍然夠適合
[00:02:53.320 --> 00:02:55.320]  都是新任務
[00:02:55.320 --> 00:02:56.320]  還有呢?
[00:02:56.320 --> 00:02:57.320]  風車
[00:02:57.320 --> 00:02:59.320]  這個真是跟我差不多
[00:02:59.320 --> 00:03:02.320]  還有自然浮列車
[00:03:02.320 --> 00:03:03.320]  好 最後這個了
[00:03:03.320 --> 00:03:05.320]  為什麼9+5=2
[00:03:05.320 --> 00:03:07.320]  12+4=4
[00:03:07.320 --> 00:03:09.320]  上一堂的人都這樣說
[00:03:09.320 --> 00:03:10.320]  為什麼?
[00:03:10.320 --> 00:03:12.320]  因為計錯了
[00:03:12.320 --> 00:03:14.320]  為什麼?
[00:03:14.320 --> 00:03:15.320]  3
[00:03:15.320 --> 00:03:16.320]  2
[00:03:16.320 --> 00:03:17.320]  1
[00:03:17.320 --> 00:03:19.320]  終於陰到你了
[00:03:19.320 --> 00:03:20.320]  為什麼?
[00:03:20.320 --> 00:03:21.320]  因為
[00:03:21.320 --> 00:03:23.320]  是時鐘
[00:03:23.320 --> 00:03:25.320]  我想說
[00:03:25.320 --> 00:03:28.320]  有些很困惑的問題
[00:03:28.320 --> 00:03:30.320]  是要有一個處境才能解答
[00:03:30.320 --> 00:03:31.320]  行不行?
[00:03:31.320 --> 00:03:33.320]  車沒有車都是處境
[00:03:33.320 --> 00:03:35.320]  或者月洗月滿就是一個處境
[00:03:35.320 --> 00:03:36.320]  今天呢
[00:03:36.320 --> 00:03:38.320]  這段難解的經文
[00:03:38.320 --> 00:03:39.320]  我們怎麼嘗試解釋
[00:03:39.320 --> 00:03:40.320]  也是一個處境
[00:03:40.320 --> 00:03:41.320]  這段經文呢
[00:03:41.320 --> 00:03:45.320]  是關於一個不義管家的比喻
[00:03:45.320 --> 00:03:46.320]  行不行?
[00:03:46.320 --> 00:03:48.320]  我們慢慢試一下
[00:03:48.320 --> 00:03:49.320]  為什麼這麼難解釋
[00:03:49.320 --> 00:03:51.320]  我們試一下能不能解釋
[00:03:51.320 --> 00:03:52.320]  也不知道
[00:03:52.320 --> 00:03:54.320]  我們嘗試努力地去寫一寫
[00:03:54.320 --> 00:03:56.320]  看看大家這樣看進去
[00:03:56.320 --> 00:03:57.320]  又會經歷些什麼
[00:03:57.320 --> 00:04:00.320]  相信是十分寶貴的教導
[00:04:00.320 --> 00:04:03.320]  要不然不會用這樣的進度
[00:04:03.320 --> 00:04:05.320]  耶穌所說的比喻
[00:04:05.320 --> 00:04:07.320]  是最令人困惑的一個
[00:04:07.320 --> 00:04:13.320]  主人為什麼會稱讚一個作弊的管家
[00:04:13.320 --> 00:04:14.320]  行不行?
[00:04:14.320 --> 00:04:16.320]  就是一個KK圓的人
[00:04:16.320 --> 00:04:17.320]  例如
[00:04:17.320 --> 00:04:18.320]  為什麼呢?
[00:04:18.320 --> 00:04:19.320]  那麼
[00:04:19.320 --> 00:04:22.320]  是不是耶穌贊成不誠實呢?
[00:04:22.320 --> 00:04:24.320]  贊成蒙騙呢?
[00:04:24.320 --> 00:04:25.320]  當然不是
[00:04:25.320 --> 00:04:27.320]  我們先看看是說什麼
[00:04:27.320 --> 00:04:29.320]  先看看經文的背景
[00:04:29.320 --> 00:04:31.320]  在盧家邦第十六章一到二
[00:04:31.320 --> 00:04:32.320]  一起讀
[00:04:32.320 --> 00:04:33.320]  一二三
[00:04:33.320 --> 00:04:53.320]  耶穌又對門徒說:反你所經管的,因你不能再作我的管家
[00:04:53.320 --> 00:04:54.320]  背景很簡單
[00:04:54.320 --> 00:04:57.320]  有人被炒魷魚
[00:04:57.320 --> 00:04:58.320]  因為
[00:04:58.320 --> 00:04:59.320]  他老闆
[00:04:59.320 --> 00:05:00.320]  財主
[00:05:00.320 --> 00:05:01.320]  請了一個管家
[00:05:01.320 --> 00:05:03.320]  他收到消息
[00:05:03.320 --> 00:05:06.320]  這個管家浪費
[00:05:06.320 --> 00:05:07.320]  浪費
[00:05:07.320 --> 00:05:09.320]  我為什麼說會和十五章有關呢?
[00:05:09.320 --> 00:05:11.320]  十五章是一個浪子
[00:05:11.320 --> 00:05:12.320]  耗盡
[00:05:12.320 --> 00:05:13.320]  浪費
[00:05:13.320 --> 00:05:15.320]  不應該做的事已經做了
[00:05:15.320 --> 00:05:16.320]  叫了你來
[00:05:16.320 --> 00:05:17.320]  他沒有解釋是什麼
[00:05:17.320 --> 00:05:23.320]  這件事的困惑就是很多東西留白了
[00:05:23.320 --> 00:05:25.320]  我們要看處境才能明白
[00:05:25.320 --> 00:05:26.320]  並且
[00:05:26.320 --> 00:05:28.320]  他告訴你
[00:05:28.320 --> 00:05:30.320]  你不能再
[00:05:30.320 --> 00:05:32.320]  作我管家
[00:05:32.320 --> 00:05:33.320]  交代明白
[00:05:33.320 --> 00:05:34.320]  這個背景
[00:05:34.320 --> 00:05:35.320]  炒了
[00:05:35.320 --> 00:05:37.320]  首先我們今天
[00:05:37.320 --> 00:05:39.320]  要知道我們要學幾點
[00:05:39.320 --> 00:05:41.320]  三點
[00:05:41.320 --> 00:05:43.320]  一個是關於時空有關
[00:05:43.320 --> 00:05:46.320]  一個是關於物質有關
[00:05:46.320 --> 00:05:48.320]  一個是關於你的選擇
[00:05:48.320 --> 00:05:50.320]  先看第一個
[00:05:50.320 --> 00:05:51.320]  還有第二個
[00:05:51.320 --> 00:05:53.320]  接著這件事發生了
[00:05:53.320 --> 00:05:54.320]  這個管家
[00:05:54.320 --> 00:05:56.320]  他想什麼做什麼呢?
[00:05:56.320 --> 00:05:59.320]  我們讀一讀第三到第七節
[00:05:59.320 --> 00:06:00.320]  預備起
[00:06:00.320 --> 00:06:02.320]  那管家心裡說
[00:06:02.320 --> 00:06:03.320]  主人持我
[00:06:03.320 --> 00:06:05.320]  不容我再作管家
[00:06:05.320 --> 00:06:07.320]  我尚能做什麼?
[00:06:07.320 --> 00:06:08.320]  做事呢?
[00:06:08.320 --> 00:06:09.320]  武力呢?
[00:06:09.320 --> 00:06:10.320]  道德呢?
[00:06:10.320 --> 00:06:11.320]  下手呢?
[00:06:11.320 --> 00:06:13.320]  我只做什麼?
[00:06:13.320 --> 00:06:14.320]  好幾年來
[00:06:14.320 --> 00:06:16.320]  尚可不作管家之徒
[00:06:16.320 --> 00:06:18.320]  自我道德無能
[00:06:18.320 --> 00:06:23.320]  於是把欠他主人債的一個一個地叫來
[00:06:23.320 --> 00:06:27.320]  你欠我主人多少?
[00:06:27.320 --> 00:06:28.320]  他說
[00:06:28.320 --> 00:06:29.320]  管家說
[00:06:29.320 --> 00:06:30.320]  一百樓有
[00:06:30.320 --> 00:06:31.320]  管家說
[00:06:31.320 --> 00:06:33.320]  拿你的帳
[00:06:33.320 --> 00:06:35.320]  寫了五十
[00:06:35.320 --> 00:06:36.320]  又問一個說
[00:06:36.320 --> 00:06:38.320]  你欠我多少?
[00:06:38.320 --> 00:06:39.320]  管家說
[00:06:39.320 --> 00:06:40.320]  一百四十
[00:06:40.320 --> 00:06:41.320]  管家說
[00:06:41.320 --> 00:06:42.320]  拿你的帳
[00:06:42.320 --> 00:06:44.320]  寫了八十
[00:06:44.320 --> 00:06:45.320]  對了
[00:06:45.320 --> 00:06:47.320]  他很清楚他的處境
[00:06:47.320 --> 00:06:48.320]  他快沒得
[00:06:48.320 --> 00:06:49.320]  什麼?
[00:06:49.320 --> 00:06:50.320]  做事
[00:06:50.320 --> 00:06:52.320]  你和我一樣地道
[00:06:52.320 --> 00:06:54.320]  沒得做事
[00:06:54.320 --> 00:06:55.320]  沒得做事
[00:06:55.320 --> 00:06:56.320]  於是
[00:06:56.320 --> 00:06:57.320]  他又很清楚自己
[00:06:57.320 --> 00:06:58.320]  他說
[00:06:58.320 --> 00:06:59.320]  沒得做事
[00:06:59.320 --> 00:07:00.320]  怎樣?
[00:07:00.320 --> 00:07:01.320]  坐地
[00:07:01.320 --> 00:07:02.320]  武力
[00:07:02.320 --> 00:07:04.320]  有沒有人現在還可以懂得耕田
[00:07:04.320 --> 00:07:06.320]  可以賺到錢的
[00:07:06.320 --> 00:07:07.320]  玩玩有
[00:07:07.320 --> 00:07:09.320]  家中種一些辣椒
[00:07:09.320 --> 00:07:10.320]  辣椒可能
[00:07:10.320 --> 00:07:11.320]  香葉
[00:07:11.320 --> 00:07:12.320]  薄荷葉
[00:07:12.320 --> 00:07:13.320]  要找刀吃
[00:07:13.320 --> 00:07:14.320]  真是難
[00:07:14.320 --> 00:07:16.320]  黑錢討飯又怎樣?
[00:07:16.320 --> 00:07:17.320]  怕醜
[00:07:17.320 --> 00:07:18.320]  他很明白
[00:07:18.320 --> 00:07:20.320]  所以他想到一個辦法
[00:07:20.320 --> 00:07:21.320]  這個辦法就是
[00:07:21.320 --> 00:07:23.320]  我相信他的
[00:07:23.320 --> 00:07:28.320]  這個主人
[00:07:28.320 --> 00:07:29.320]  財主
[00:07:29.320 --> 00:07:32.320]  是借錢給人的
[00:07:32.320 --> 00:07:34.320]  所以他代他的主人
[00:07:34.320 --> 00:07:36.320]  他的財主
[00:07:36.320 --> 00:07:38.320]  去借錢收錢
[00:07:38.320 --> 00:07:39.320]  他就說
[00:07:39.320 --> 00:07:40.320]  我借了錢
[00:07:40.320 --> 00:07:41.320]  其中一個
[00:07:41.320 --> 00:07:42.320]  是一百口油
[00:07:42.320 --> 00:07:43.320]  其實直譯
[00:07:43.320 --> 00:07:46.320]  如果說對換價
[00:07:46.320 --> 00:07:49.320]  是八百加侖橄欖油
[00:07:49.320 --> 00:07:50.320]  等於多少?
[00:07:50.320 --> 00:07:52.320]  三四年的工資
[00:07:52.320 --> 00:07:53.320]  他說借給很多人
[00:07:53.320 --> 00:07:55.320]  其中一個三四年工資
[00:07:55.320 --> 00:07:56.320]  你想一想多少?
[00:07:56.320 --> 00:07:58.320]  你先想一想你多少錢工資
[00:07:58.320 --> 00:08:00.320]  然後告訴你旁邊的人
[00:08:00.320 --> 00:08:01.320]  你多少錢工資
[00:08:01.320 --> 00:08:02.320]  是不用的
[00:08:02.320 --> 00:08:03.320]  他真的說
[00:08:03.320 --> 00:08:05.320]  你想一想
[00:08:05.320 --> 00:08:08.320]  可能都二百萬
[00:08:08.320 --> 00:08:09.320]  有些多些
[00:08:09.320 --> 00:08:10.320]  有些少些
[00:08:10.320 --> 00:08:11.320]  幾十萬
[00:08:11.320 --> 00:08:13.320]  三四年工資
[00:08:13.320 --> 00:08:15.320]  可能賣樓
[00:08:15.320 --> 00:08:16.320]  不知道多少
[00:08:16.320 --> 00:08:17.320]  一斬
[00:08:17.320 --> 00:08:18.320]  斬多少?
[00:08:18.320 --> 00:08:19.320]  斬一半
[00:08:19.320 --> 00:08:20.320]  你開心嗎?
[00:08:20.320 --> 00:08:21.320]  如果你借錢買樓
[00:08:21.320 --> 00:08:23.320]  欠五四百萬
[00:08:23.320 --> 00:08:25.320]  突然間明天接了一張單
[00:08:25.320 --> 00:08:27.320]  你現在還二百萬就可以了
[00:08:27.320 --> 00:08:28.320]  你開心嗎?
[00:08:28.320 --> 00:08:30.320]  好像一般般
[00:08:30.320 --> 00:08:32.320]  如果你覺得不開心
[00:08:32.320 --> 00:08:33.320]  你給我吧
[00:08:33.320 --> 00:08:35.320]  當然開心
[00:08:35.320 --> 00:08:37.320]  另外一個
[00:08:37.320 --> 00:08:39.320]  一百石墨紙是什麼呢?
[00:08:39.320 --> 00:08:43.320]  是一百英畝的墨紙
[00:08:43.320 --> 00:08:45.320]  即是十年工資這麼大
[00:08:45.320 --> 00:08:46.320]  又斬
[00:08:46.320 --> 00:08:47.320]  斬了兩年
[00:08:47.320 --> 00:08:49.320]  不得了
[00:08:49.320 --> 00:08:51.320]  這個問題很有趣
[00:08:51.320 --> 00:08:53.320]  他說這個管家
[00:08:53.320 --> 00:08:56.320]  慷他人之概
[00:08:56.320 --> 00:08:58.320]  即是幫他老闆倒霉
[00:08:58.320 --> 00:09:00.320]  很奇怪
[00:09:00.320 --> 00:09:02.320]  如果你是受惠者
[00:09:02.320 --> 00:09:03.320]  你開心嗎?
[00:09:03.320 --> 00:09:04.320]  開心
[00:09:04.320 --> 00:09:06.320]  不過如果你是老闆怎麼辦?
[00:09:06.320 --> 00:09:10.320]  哭吧
[00:09:10.320 --> 00:09:12.320]  亂刀斬他
[00:09:12.320 --> 00:09:13.320]  什麼事?
[00:09:13.320 --> 00:09:15.320]  你都明白
[00:09:15.320 --> 00:09:17.320]  你一定不會感到開心
[00:09:17.320 --> 00:09:20.320]  不過這個事件奇怪的是
[00:09:20.320 --> 00:09:23.320]  耶穌繼續講解
[00:09:23.320 --> 00:09:25.320]  祂的主人
[00:09:25.320 --> 00:09:27.320]  即是祂的老闆的回應
[00:09:27.320 --> 00:09:29.320]  就是很特別
[00:09:29.320 --> 00:09:32.320]  祂這樣回答第八節第九節
[00:09:32.320 --> 00:09:33.320]  一二三
[00:09:33.320 --> 00:09:36.320]  主人就誇獎者不義的管家
[00:09:36.320 --> 00:09:43.320]  做事聰明
[00:09:43.320 --> 00:09:45.320]  之子更加聰明
[00:09:45.320 --> 00:09:47.320]  我又告訴你們
[00:09:47.320 --> 00:09:51.320]  要借助那不義的賤才結交朋友
[00:09:51.320 --> 00:09:53.320]  到要賤才做好事的時候
[00:09:53.320 --> 00:09:58.320]  他們可以自便到永存的帳幕裡去
[00:09:58.320 --> 00:09:59.320]  嘩
[00:09:59.320 --> 00:10:01.320]  耶穌讚他
[00:10:01.320 --> 00:10:03.320]  明天上班會做
[00:10:03.320 --> 00:10:06.320]  把老闆的錢都給客人
[00:10:06.320 --> 00:10:10.320]  然後讚賞客人的誇獎
[00:10:10.320 --> 00:10:12.320]  叫你過去做
[00:10:12.320 --> 00:10:14.320]  那就糟糕了
[00:10:14.320 --> 00:10:16.320]  絕對不是這個意思
[00:10:16.320 --> 00:10:17.320]  監也有
[00:10:17.320 --> 00:10:19.320]  祂不是講這件事
[00:10:19.320 --> 00:10:20.320]  我會今天
[00:10:20.320 --> 00:10:22.320]  剛才講有三個角度
[00:10:22.320 --> 00:10:23.320]  第一個角度
[00:10:23.320 --> 00:10:25.320]  祂突然間這個不義的管家
[00:10:25.320 --> 00:10:26.320]  不義的
[00:10:26.320 --> 00:10:27.320]  祂突然間知道
[00:10:27.320 --> 00:10:29.320]  有些東西突然間沒用了
[00:10:29.320 --> 00:10:31.320]  無用的時候
[00:10:31.320 --> 00:10:33.320]  你看到黃色是不義
[00:10:33.320 --> 00:10:34.320]  不義的錢財
[00:10:34.320 --> 00:10:35.320]  錢財沒用
[00:10:35.320 --> 00:10:38.320]  綠色的是誇獎聰明
[00:10:38.320 --> 00:10:39.320]  聰明結交朋友
[00:10:39.320 --> 00:10:40.320]  永存的帳幕
[00:10:40.320 --> 00:10:42.320]  祂突然間發現一件事
[00:10:42.320 --> 00:10:44.320]  可以沒了的
[00:10:44.320 --> 00:10:47.320]  原來有一種永存的東西
[00:10:47.320 --> 00:10:50.320]  或者是超越了現有的東西
[00:10:50.320 --> 00:10:52.320]  祂遺忘了
[00:10:52.320 --> 00:10:54.320]  第一件事我們一定要學的
[00:10:54.320 --> 00:10:56.320]  原來有些東西
[00:10:56.320 --> 00:10:58.320]  在祂這麼聰明的東西
[00:10:58.320 --> 00:11:00.320]  才發現到
[00:11:00.320 --> 00:11:02.320]  現有的東西
[00:11:02.320 --> 00:11:04.320]  不是等於
[00:11:04.320 --> 00:11:07.320]  你可以永遠保留
[00:11:07.320 --> 00:11:08.320]  第一件事
[00:11:08.320 --> 00:11:09.320]  我先解釋一下
[00:11:09.320 --> 00:11:11.320]  一般的聖經學者
[00:11:11.320 --> 00:11:13.320]  有三個可能性
[00:11:13.320 --> 00:11:15.320]  可能你想到第四個也不一定
[00:11:15.320 --> 00:11:18.320]  覺得這個處境是這麼發生的
[00:11:18.320 --> 00:11:19.320]  什麼叫三個可能性
[00:11:19.320 --> 00:11:20.320]  第一
[00:11:20.320 --> 00:11:24.320]  這個管家突然減少主人的債
[00:11:24.320 --> 00:11:26.320]  當時
[00:11:26.320 --> 00:11:27.320]  就是說
[00:11:27.320 --> 00:11:29.320]  一百變八十
[00:11:29.320 --> 00:11:32.320]  那個動作是不義的
[00:11:32.320 --> 00:11:34.320]  這是第一個可能性
[00:11:34.320 --> 00:11:36.320]  第二個可能性就是
[00:11:36.320 --> 00:11:38.320]  他之前放貸的時候
[00:11:38.320 --> 00:11:41.320]  他收多了
[00:11:41.320 --> 00:11:44.320]  就是說本來借一百元給人
[00:11:44.320 --> 00:11:47.320]  是應該收十元利息的
[00:11:47.320 --> 00:11:49.320]  誰知道他就收四十
[00:11:49.320 --> 00:11:51.320]  那也是不義
[00:11:51.320 --> 00:11:52.320]  現在減了
[00:11:52.320 --> 00:11:54.320]  其實常常都有的
[00:11:54.320 --> 00:11:56.320]  以前六七十年代警察也是
[00:11:56.320 --> 00:11:57.320]  收錢的
[00:11:57.320 --> 00:11:59.320]  到處收
[00:11:59.320 --> 00:12:00.320]  又或者
[00:12:00.320 --> 00:12:02.320]  在當時羅馬也是
[00:12:02.320 --> 00:12:04.320]  收稅的人
[00:12:04.320 --> 00:12:06.320]  政府要收稅一元
[00:12:06.320 --> 00:12:08.320]  但是收稅的稅利
[00:12:08.320 --> 00:12:10.320]  你自己可以收兩元
[00:12:10.320 --> 00:12:12.320]  自己一元也可以
[00:12:12.320 --> 00:12:14.320]  但是不公義的
[00:12:14.320 --> 00:12:16.320]  所以第二個可能性就是
[00:12:16.320 --> 00:12:18.320]  他當時放貸的時候
[00:12:18.320 --> 00:12:20.320]  已經是九出
[00:12:20.320 --> 00:12:22.320]  十三龜
[00:12:22.320 --> 00:12:23.320]  你真聰明
[00:12:23.320 --> 00:12:25.320]  不對的
[00:12:25.320 --> 00:12:26.320]  所以他開始
[00:12:26.320 --> 00:12:27.320]  第三個可能性
[00:12:27.320 --> 00:12:29.320]  就是當時他放貸的時候
[00:12:29.320 --> 00:12:31.320]  主人已經收多了
[00:12:31.320 --> 00:12:33.320]  所以他斬了主人那個
[00:12:33.320 --> 00:12:35.320]  對我來說
[00:12:35.320 --> 00:12:38.320]  我催向相信是第二個可能
[00:12:38.320 --> 00:12:40.320]  因為他是不義
[00:12:40.320 --> 00:12:42.320]  所以他現在要扭轉
[00:12:42.320 --> 00:12:45.320]  他不義的管理
[00:12:45.320 --> 00:12:47.320]  如果這樣的話
[00:12:47.320 --> 00:12:49.320]  就是說他本來可能
[00:12:49.320 --> 00:12:51.320]  剛才說的那些
[00:12:51.320 --> 00:12:53.320]  一百樓友
[00:12:53.320 --> 00:12:56.320]  或者是一百石物資
[00:12:56.320 --> 00:12:58.320]  本來可能不是收這麼多的
[00:12:58.320 --> 00:13:00.320]  斬了
[00:13:00.320 --> 00:13:01.320]  如果假設
[00:13:01.320 --> 00:13:02.320]  這個想法是
[00:13:02.320 --> 00:13:04.320]  他開始知道
[00:13:04.320 --> 00:13:06.320]  他搞錯了
[00:13:06.320 --> 00:13:08.320]  怎樣運用神本來給他的資源
[00:13:08.320 --> 00:13:10.320]  第二點我會多講一些
[00:13:10.320 --> 00:13:11.320]  調動資源
[00:13:11.320 --> 00:13:13.320]  第一點我先講一下
[00:13:13.320 --> 00:13:15.320]  又是beyond
[00:13:15.320 --> 00:13:18.320]  是超越了你自己可以考慮的時間
[00:13:18.320 --> 00:13:20.320]  突然間去知道
[00:13:20.320 --> 00:13:23.320]  所以耶穌說的不是要學管家的繼續不義
[00:13:23.320 --> 00:13:25.320]  或者以往的不義
[00:13:25.320 --> 00:13:27.320]  是突然間有種迫切感
[00:13:27.320 --> 00:13:29.320]  和前瞻性
[00:13:29.320 --> 00:13:31.320]  明白錢財用途
[00:13:31.320 --> 00:13:32.320]  很短的
[00:13:32.320 --> 00:13:34.320]  沒有用的時候
[00:13:34.320 --> 00:13:38.320]  並且可以因為物質世界沒有用的錢財
[00:13:38.320 --> 00:13:40.320]  竟然可以轉為
[00:13:40.320 --> 00:13:42.320]  永存的賬目
[00:13:42.320 --> 00:13:44.320]  這裡要聽清楚
[00:13:44.320 --> 00:13:47.320]  他不是說你去到永存的賬目
[00:13:47.320 --> 00:13:49.320]  看看你會怎樣
[00:13:49.320 --> 00:13:51.320]  是你沒得去的
[00:13:51.320 --> 00:13:53.320]  就是說如果你搞不清楚
[00:13:53.320 --> 00:13:56.320]  上帝給你的金錢管理好
[00:13:56.320 --> 00:13:58.320]  是沒得去的
[00:13:58.320 --> 00:14:00.320]  明白了嗎
[00:14:00.320 --> 00:14:03.320]  如果你明白你開始慢慢get到
[00:14:03.320 --> 00:14:05.320]  我很記得
[00:14:05.320 --> 00:14:07.320]  我有時候搞錯了
[00:14:07.320 --> 00:14:08.320]  計錯數
[00:14:08.320 --> 00:14:10.320]  長遠等等
[00:14:10.320 --> 00:14:13.320]  在COVID的時候我們知道常常有什麼
[00:14:13.320 --> 00:14:15.320]  限聚令
[00:14:15.320 --> 00:14:16.320]  二人限聚
[00:14:16.320 --> 00:14:17.320]  對我來說
[00:14:17.320 --> 00:14:19.320]  其實也不是很大影響
[00:14:19.320 --> 00:14:21.320]  因為二人和老婆拍拖
[00:14:21.320 --> 00:14:22.320]  很開心的
[00:14:22.320 --> 00:14:24.320]  四人限聚也不是很影響
[00:14:24.320 --> 00:14:26.320]  因為和子女一起去走
[00:14:26.320 --> 00:14:28.320]  所以我們會有行山
[00:14:28.320 --> 00:14:30.320]  我記得有一次我太太
[00:14:30.320 --> 00:14:35.320]  就安排行山的路程
[00:14:35.320 --> 00:14:37.320]  我們不是行山銀行
[00:14:37.320 --> 00:14:39.320]  我們真的告了假去行山
[00:14:39.320 --> 00:14:41.320]  從哪裡呢
[00:14:41.320 --> 00:14:42.320]  從荃灣
[00:14:42.320 --> 00:14:44.320]  我老婆設計
[00:14:44.320 --> 00:14:45.320]  走回火炭行不行
[00:14:45.320 --> 00:14:46.320]  走回我家
[00:14:46.320 --> 00:14:48.320]  不知道多遠
[00:14:48.320 --> 00:14:50.320]  保守估計也四五個小時
[00:14:50.320 --> 00:14:51.320]  那就走吧
[00:14:51.320 --> 00:14:53.320]  我們拿了水
[00:14:53.320 --> 00:14:54.320]  我慢慢走
[00:14:54.320 --> 00:14:56.320]  走到快要一公里到
[00:14:56.320 --> 00:14:59.320]  因為我們計算到走幾公里
[00:14:59.320 --> 00:15:01.320]  我就喝了水
[00:15:01.320 --> 00:15:03.320]  喝了水還有一個公里
[00:15:03.320 --> 00:15:04.320]  怎麼越走越向上
[00:15:04.320 --> 00:15:06.320]  越來越風景繼續漂亮
[00:15:06.320 --> 00:15:07.320]  我就想
