
[00:00:00.000 --> 00:00:03.000]  聖誕節是一個充滿歡樂的季節
[00:03:32.000 --> 00:03:36.000]  在那個時代他們要花很長的時間
[00:03:36.000 --> 00:03:40.000]  走過很多艱難的路程才能夠抵達
[00:03:40.000 --> 00:03:42.000]  事實上後來你要知道
[00:03:42.000 --> 00:03:47.000]  希臘王之所以要殺死境內兩歲以下的小孩
[00:03:47.000 --> 00:03:50.000]  很可能是因爲這些博士
[00:03:50.000 --> 00:03:55.000]  是花了兩年的時間纔來到耶路撒冷
[00:03:55.000 --> 00:03:57.000]  爲什麼花這麼大的代價
[00:03:57.000 --> 00:04:02.000]  因爲他們的心渴慕來遇見主耶穌
[00:04:02.000 --> 00:04:08.000]  第二點今天我們對主有同樣這樣的一種渴慕嗎
[00:04:08.000 --> 00:04:10.000]  很多時候我們來到神的面前
[00:04:10.000 --> 00:04:13.000]  其實我們不是渴慕神
[00:04:13.000 --> 00:04:16.000]  我們只是渴慕神的祝福而已
[00:04:16.000 --> 00:04:20.000]  我們渴慕事情趕快得到解決
[00:04:20.000 --> 00:04:23.000]  好讓我們能夠繼續走我們走的道路
[00:04:23.000 --> 00:04:27.000]  好讓我們繼續做我們所要做的事情
[00:04:27.000 --> 00:04:31.000]  很多時候我們眼目蒼蒼只看見事情
[00:04:31.000 --> 00:04:33.000]  卻不明白神所看重的
[00:04:33.000 --> 00:04:38.000]  是怎麼樣讓耶穌基督能夠成形在我們心中
[00:04:38.000 --> 00:04:44.000]  這爲什麼神花很長的時間爲了訓練我們
[00:04:44.000 --> 00:04:46.000]  就好像在舊約時代
[00:04:46.000 --> 00:04:50.000]  神花四十年的時間來訓練摩西一樣
[00:04:50.000 --> 00:04:52.000]  四十年前的摩西
[00:04:52.000 --> 00:04:55.000]  他以爲自己能夠拯救以色列人
[00:04:55.000 --> 00:04:57.000]  可是四十年後的摩西
[00:04:57.000 --> 00:05:00.000]  他真的認識到他不能
[00:05:00.000 --> 00:05:03.000]  但是神卻能
[00:05:03.000 --> 00:05:08.000]  我們人的眼目常常只看重事情的解決
[00:05:08.000 --> 00:05:13.000]  可是神的眼目卻看重的是我們與他的關係
[00:05:13.000 --> 00:05:19.000]  這爲什麼有人說人常常用心去解決問題
[00:05:19.000 --> 00:05:24.000]  但神卻常常藉着事情來操練我們的心
[00:05:24.000 --> 00:05:30.000]  我再次說很多時候人常常用心去解決一些事情
[00:05:30.000 --> 00:05:35.000]  神卻常常用事情來操練我們的心
[00:05:35.000 --> 00:05:38.000]  另外有些人他們來到神的面前
[00:05:38.000 --> 00:05:41.000]  他們倒不是渴慕神的祝福
[00:05:41.000 --> 00:05:44.000]  但他們渴慕神的恩賜
[00:05:44.000 --> 00:05:46.000]  特別是我們臨恩派的信徒
[00:05:46.000 --> 00:05:51.000]  我們多麼渴望能夠在神面前大有能力來服侍神
[00:05:51.000 --> 00:05:53.000]  但你有沒有多少時候
[00:05:53.000 --> 00:05:57.000]  這種外在的恩賜容易吸引我們的注意力
[00:05:57.000 --> 00:06:01.000]  因爲那都是看得到,是感覺得到的
[00:06:01.000 --> 00:06:06.000]  可是多少時候當我們在渴慕這種外在的恩賜的時候
[00:06:06.000 --> 00:06:10.000]  我們的眼目就漸漸離開了主之間
[00:06:10.000 --> 00:06:14.000]  你還記得有一次主耶穌到瑪大瑪利亞家去做客
[00:06:14.000 --> 00:06:18.000]  瑪大當時非常忙碌的在服侍
[00:06:18.000 --> 00:06:21.000]  然後我再次說這些事情不是不好
[00:06:21.000 --> 00:06:24.000]  這些服侍也不是不好
[00:06:24.000 --> 00:06:30.000]  可當我們眼目常常忙碌在這些外在的事情的時候
[00:06:30.000 --> 00:06:34.000]  我們常常忽略了來渴慕主自己
[00:06:34.000 --> 00:06:36.000]  這爲什麼主耶穌對瑪大說
[00:06:36.000 --> 00:06:40.000]  瑪大瑪大你爲許多事情憂慮煩惱
[00:06:40.000 --> 00:06:43.000]  但是有一件不可少的事情
[00:06:43.000 --> 00:06:46.000]  只有一件事情是不可少的
[00:06:46.000 --> 00:06:50.000]  瑪利亞得着了上好的福身
[00:06:50.000 --> 00:06:55.000]  什麼是那不可少的,是隻有一件不可少的呢
[00:06:55.000 --> 00:07:00.000]  我相信那就是來清靜神,來渴慕主自己
[00:07:00.000 --> 00:07:04.000]  在今天在聖經當中我們看見這些東方博士
[00:07:04.000 --> 00:07:08.000]  他們千里迢迢來到主耶穌面前
[00:07:08.000 --> 00:07:12.000]  你想想看,如果你跟東方博士一樣
[00:07:12.000 --> 00:07:17.000]  真的有機會親自來到主耶穌面前
[00:07:17.000 --> 00:07:22.000]  你會怎麼做,也許你會說哇千載難逢的好機會
[00:07:22.000 --> 00:07:24.000]  主啊我要這個我要那個
[00:07:24.000 --> 00:07:29.000]  你馬上給主一張清單,Christmas wish list
[00:07:29.000 --> 00:07:31.000]  這是我所要的
[00:07:31.000 --> 00:07:34.000]  可是我們看見東方博士來到主耶穌面前
[00:07:34.000 --> 00:07:37.000]  他們沒有求神的祝福
[00:07:37.000 --> 00:07:41.000]  他們也沒有求神來解決他們的事情
[00:07:41.000 --> 00:07:46.000]  他們只是單單的來敬拜主耶穌
[00:07:46.000 --> 00:07:50.000]  意思好像是說只要能夠遇見主耶穌
[00:07:50.000 --> 00:07:54.000]  他們一生就沒有白活了
[00:07:54.000 --> 00:07:58.000]  今天你我來到主面前的時候
[00:07:58.000 --> 00:08:01.000]  我們心所渴慕的是什麼呢
[00:08:01.000 --> 00:08:04.000]  我很喜歡宣道會的創辦人A.B. Simpson
[00:08:04.000 --> 00:08:06.000]  他所寫的一首詩歌
[00:08:06.000 --> 00:08:08.000]  我們把歌詞打出來好不好
[00:08:08.000 --> 00:08:11.000]  我們一同來唸他這首詩歌
[00:08:11.000 --> 00:08:16.000]  前所要是祝福,今要是主
[00:08:16.000 --> 00:08:20.000]  前所要是感覺,今要主話語
[00:08:20.000 --> 00:08:24.000]  前所要是恩賜,今要賜恩主
[00:08:24.000 --> 00:08:28.000]  前所要是醫治,今要主自己
[00:08:28.000 --> 00:08:30.000]  讓我們大聲說阿們
[00:08:30.000 --> 00:08:37.000]  求主今天也要把這樣一種對主深深的渴慕放在我們心中
[00:08:37.000 --> 00:08:41.000]  第一個我們看見東方博士有的是渴慕的心
[00:08:41.000 --> 00:08:44.000]  第二個他們有一個受教的心
[00:08:44.000 --> 00:08:48.000]  跟你媽說他們有個受教的心
[00:08:48.000 --> 00:08:53.000]  在那聲音當中我們看見東方博士他們是有渴慕的心
[00:08:53.000 --> 00:08:59.000]  但他在跟隨神的道路上也不免有所偏差
[00:08:59.000 --> 00:09:04.000]  明明耶穌是生在哪裏啊
[00:09:04.000 --> 00:09:10.000]  伯利和嘛,怎麼他們會跑到耶路撒冷去找耶穌呢
[00:09:10.000 --> 00:09:12.000]  我請問你耶路撒冷是什麼地方啊
[00:09:12.000 --> 00:09:17.000]  是君王的城市,是猶大的首府
[00:09:17.000 --> 00:09:20.000]  所以這些博士來到耶路撒冷的時候
[00:09:20.000 --> 00:09:24.000]  他們怎麼想耶穌不是偉大的君王嗎
[00:09:24.000 --> 00:09:27.000]  如果不降生在耶路撒冷,生在哪裏呢
[00:09:27.000 --> 00:09:31.000]  所以急急忙忙就趕快進入到耶路撒冷城去
[00:09:31.000 --> 00:09:35.000]  恐怕也根本沒有注意到那顆心沒有停留在這裏
[00:09:35.000 --> 00:09:38.000]  那顆心還繼續往前進,要往伯利橫去
[00:09:38.000 --> 00:09:40.000]  他們都沒注意到
[00:09:40.000 --> 00:09:45.000]  記得許多時候我們在追求主的道路上不也是如此嗎
[00:09:45.000 --> 00:09:48.000]  我們常常容易因爲我們的環境
[00:09:48.000 --> 00:09:53.000]  我們的思想觀念,我們的生活習慣
[00:09:53.000 --> 00:09:56.000]  讓我們的腳步就偏離了
[00:09:56.000 --> 00:10:01.000]  但今天我們人雖然會因爲軟弱而偏離
[00:10:01.000 --> 00:10:08.000]  但最重要一件事情是我們要求主賜給我們一個願意被神教正的心
[00:10:08.000 --> 00:10:15.000]  否則你要知道要神來改變我們是多麼困難的一件事嗎
[00:10:15.000 --> 00:10:20.000]  多少時候我們常常已經爲我們的生活道路做了決定
[00:10:20.000 --> 00:10:23.000]  然後我們纔來到主的面前對主說
[00:10:23.000 --> 00:10:26.000]  我已經做了這樣的決定了,OK
[00:10:26.000 --> 00:10:30.000]  我無論怎麼想怎麼看,我都覺得最合情合理的
[00:10:30.000 --> 00:10:33.000]  如果你的意見跟我相同,感謝讚美主
[00:10:33.000 --> 00:10:36.000]  如果不同,對不起了
[00:10:36.000 --> 00:10:39.000]  我們也沒有一點意思要來改變
[00:10:39.000 --> 00:10:44.000]  今天我常覺得基督徒最需要學習的功課
[00:10:44.000 --> 00:10:49.000]  就是重新對神的主權要有正確的認識
[00:10:49.000 --> 00:10:52.000]  耶穌基督不但是我們的救主
[00:10:52.000 --> 00:10:56.000]  祂更是我們生活每一個細節的主宰
[00:10:56.000 --> 00:11:02.000]  祂是我們思想的主,是我們情感的主,是我們意志的主
[00:11:02.000 --> 00:11:09.000]  我們需要容許神在我們生命每一個領域當中來做調整的工作
[00:11:09.000 --> 00:11:11.000]  來做教正的工作
[00:11:11.000 --> 00:11:18.000]  第二點你要知道服侍神光有熱心跟渴慕是不夠的
[00:11:18.000 --> 00:11:23.000]  在《聖經》當中你看見法利塞人是爲神大發熱心的
[00:11:23.000 --> 00:11:27.000]  但他們的熱心卻是一種自以爲意的熱心
[00:11:27.000 --> 00:11:33.000]  不但不能討神的喜悅,甚至攔阻人來到神的面前
[00:11:33.000 --> 00:11:38.000]  保羅在還沒有遇到主以前也是爲神大發熱心不是嗎
[00:11:38.000 --> 00:11:45.000]  但他的熱心卻驅使他走向一個逼迫教會的道路
[00:11:45.000 --> 00:11:49.000]  所以光有熱心是渴慕是不夠的
[00:11:49.000 --> 00:11:51.000]  我們必須要一個受教的心
[00:11:51.000 --> 00:11:54.000]  跟你說你要一個受教的心跟他說
[00:11:54.000 --> 00:11:59.000]  我們願意讓神在我們的思想意念上被教正
[00:11:59.000 --> 00:12:03.000]  我們讓神在我們的生活行爲上來教正我們
[00:12:03.000 --> 00:12:07.000]  因爲我告訴你今天在我們的屬靈的道路當中
[00:12:07.000 --> 00:12:10.000]  我們如果想帶來長遠的影響力的話
[00:12:10.000 --> 00:12:13.000]  我告訴你永遠不是靠因爲你的恩賜
[00:12:13.000 --> 00:12:17.000]  永遠是因爲你裏面的生命
[00:12:17.000 --> 00:12:20.000]  所以你千萬不要像有些人以爲主耶穌昨日今日
[00:12:20.000 --> 00:12:25.000]  直到永遠不改變我也不改變
[00:12:25.000 --> 00:12:29.000]  耶穌基督永不改變你需要常常被改變
[00:12:29.000 --> 00:12:35.000]  跟你媽說你需要常常被改變
[00:12:35.000 --> 00:12:38.000]  我還記得以前有一位傳道人曾經說過一句話
[00:12:38.000 --> 00:12:41.000]  到現在都常常提醒我
[00:12:41.000 --> 00:12:44.000]  他說一個服事神的人
[00:12:44.000 --> 00:12:47.000]  不但是要work for God
[00:12:47.000 --> 00:12:50.000]  更是要work with God
[00:12:50.000 --> 00:12:53.000]  不但是要爲神發熱心
[00:12:53.000 --> 00:12:57.000]  更是要與神同心
[00:12:57.000 --> 00:13:02.000]  一個服事神人不但是要work for God
[00:13:02.000 --> 00:13:05.000]  更是要work with God
[00:13:05.000 --> 00:13:08.000]  要與神同心
[00:13:08.000 --> 00:13:11.000]  所以這些年在我服事神的過程當中
[00:13:11.000 --> 00:13:16.000]  我越來越看見兩件事是我們屬靈生命成長不可少的
[00:13:16.000 --> 00:13:19.000]  第一個就是渴慕的心
[00:13:19.000 --> 00:13:24.000]  第二個是一個願意被神矯正的心
[00:13:24.000 --> 00:13:28.000]  今天無論你說你的靈命有多麼軟弱
[00:13:28.000 --> 00:13:33.000]  只要你在神面前存着這兩個態度
[00:13:33.000 --> 00:13:38.000]  神的靈就能夠提升你進入神豐盛之地
[00:13:38.000 --> 00:13:41.000]  在這段聖經當中我們看見
[00:13:41.000 --> 00:13:43.000]  當這些東方博士
[00:13:43.000 --> 00:13:47.000]  他們接受了聖靈界的環境的教證之後
[00:13:47.000 --> 00:13:49.000]  好像繞了一大圈
[00:13:49.000 --> 00:13:51.000]  走了一段冤枉路之後
[00:13:51.000 --> 00:13:53.000]  抬頭一看
[00:13:53.000 --> 00:13:56.000]  我們看見馬賽福音第二章第九節怎麼說呢
[00:13:56.000 --> 00:13:58.000]  他們聽見王的話就去了
[00:13:58.000 --> 00:14:01.000]  在東方所看見那心怎麼樣
[00:14:01.000 --> 00:14:04.000]  忽然在他們前頭心
[00:14:04.000 --> 00:14:06.000]  這裏說忽然
[00:14:06.000 --> 00:14:13.000]  但其實難道神曾經停止引導過他們嗎
[00:14:13.000 --> 00:14:19.000]  難道神曾經停止能夠祝福過他們嗎
[00:14:19.000 --> 00:14:22.000]  難道神的膀背曾經縮短過嗎
[00:14:22.000 --> 00:14:24.000]  No
[00:14:24.000 --> 00:14:31.000]  只是多少時候我們沒有注意到神的手在做調整的工作而已
[00:14:31.000 --> 00:14:36.000]  第九節我們真的需要求神不斷給我們一個受教的心
[00:14:36.000 --> 00:14:41.000]  好讓我們一直走在神的心意當中
[00:14:41.000 --> 00:14:46.000]  第三我們看見這個東方博士他們有一個奉獻的心
[00:14:46.000 --> 00:14:49.000]  跟着他說他們有個奉獻的心
[00:14:49.000 --> 00:14:51.000]  在第十一節裏面
[00:14:51.000 --> 00:14:56.000]  我們看見這東方博士來到耶穌的面前
[00:14:56.000 --> 00:15:04.000]  他們揭開寶盒拿黃金乳香墨藥爲禮物就獻給他
[00:15:04.000 --> 00:15:07.000]  他們不但沒有尋求神的祝福
[00:15:07.000 --> 00:15:10.000]  反而獻上珍貴的禮物給主耶穌
[00:15:10.000 --> 00:15:15.000]  這裏講到黃金乳香墨藥就是預表到耶穌基督
[00:15:15.000 --> 00:15:20.000]  他是君王是先知跟祭師的一個身份
[00:15:20.000 --> 00:15:23.000]  換句話說當他們來到主耶穌面前的時候
[00:15:23.000 --> 00:15:26.000]  他們不但只是尊崇耶穌生命的主
[00:15:26.000 --> 00:15:31.000]  他們不但是尊崇耶穌是他們生命當中的君王先知跟祭師
[00:15:31.000 --> 00:15:37.000]  他們更是獻上珍貴的禮物代表着他們的奉獻
[00:15:37.000 --> 00:15:41.000]  今天當我們來到主面前的時候
[00:15:41.000 --> 00:15:47.000]  我們是否也像這東方博士一樣獻上禮物給主呢
[00:15:47.000 --> 00:15:50.000]  也許你說牧師有啊
[00:15:50.000 --> 00:15:53.000]  剛纔奉獻在船過的時候我有奉獻啊
[00:15:53.000 --> 00:15:56.000]  也許你說我有十一奉獻啊
[00:15:56.000 --> 00:15:58.000]  這些都很好弟兄姐妹
[00:15:58.000 --> 00:16:03.000]  但其實我所說的不只是金錢上的奉獻
[00:16:03.000 --> 00:16:07.000]  我所說的更是生命的奉獻
[00:16:07.000 --> 00:16:12.000]  因爲當一個人在生命上奉獻的時候
[00:16:12.000 --> 00:16:18.000]  他就不會斤斤計較在金錢上的奉獻
[00:16:18.000 --> 00:16:22.000]  但反過來說當一個人只是在金錢上奉獻的時候
[00:16:22.000 --> 00:16:26.000]  他就會很在意奉獻了多少
[00:16:26.000 --> 00:16:31.000]  我再次說當一個人是用生命來奉獻的時候
[00:16:31.000 --> 00:16:36.000]  他就不會斤斤計較金錢上的奉獻
[00:16:36.000 --> 00:16:40.000]  反過來說當一個人只是在金錢上奉獻的時候
[00:16:40.000 --> 00:16:45.000]  他常常就很在意奉獻了多少
[00:16:45.000 --> 00:16:47.000]  我記得我年輕的時候
[00:16:47.000 --> 00:16:51.000]  我只把十一奉獻當作神的命令來遵守
[00:16:51.000 --> 00:16:55.000]  所以當時我做基督徒做得不大快樂
[00:16:55.000 --> 00:16:59.000]  因爲我總覺得神真的有時候要求太多
[00:16:59.000 --> 00:17:00.000]  而且無論我怎麼給
[00:17:00.000 --> 00:17:02.000]  好像神永遠不滿足的樣子
[00:17:02.000 --> 00:17:03.000]  你有沒有這種感覺
[00:17:03.000 --> 00:17:05.000]  所以每次當我奉獻的時候
[00:17:05.000 --> 00:17:06.000]  我一直在神說神啊
[00:17:06.000 --> 00:17:08.000]  這十分之一是給你的
[00:17:08.000 --> 00:17:11.000]  但那十分之九是我的
[00:17:11.000 --> 00:17:13.000]  那十分之一你的
[00:17:13.000 --> 00:17:14.000]  我絕對不敢動
[00:17:14.000 --> 00:17:18.000]  但我的你最好不要動
[00:17:18.000 --> 00:17:20.000]  所以我常常跟神吵來吵去
[00:17:20.000 --> 00:17:21.000]  你的我的你的我的
[00:17:21.000 --> 00:17:24.000]  很不快樂在那段時間
[00:17:24.000 --> 00:17:27.000]  直到有一天神忽然對我說
[00:17:27.000 --> 00:17:29.000]  什麼你的我的全是我的
[00:17:29.000 --> 00:17:31.000]  忽然間被神打醒
[00:17:31.000 --> 00:17:36.000]  我才明白其實這一切難道不都從神而來嗎
[00:17:36.000 --> 00:17:38.000]  若不是因爲神的恩典
[00:17:38.000 --> 00:17:41.000]  我們根本一無所有
[00:17:41.000 --> 00:17:43.000]  所以從那天開始
[00:17:43.000 --> 00:17:46.000]  我不再跟神斤斤計較了
[00:17:46.000 --> 00:17:47.000]  從那天開始
[00:17:47.000 --> 00:17:52.000]  我變成一個快樂的奉獻者
[00:17:52.000 --> 00:17:54.000]  第二點今天神所看重
[00:17:54.000 --> 00:17:57.000]  難道只是金錢的奉獻嗎
[00:17:57.000 --> 00:17:58.000]  其實神不看重的
[00:17:58.000 --> 00:18:02.000]  不是更看重的是生命的奉獻嗎
[00:18:02.000 --> 00:18:06.000]  今天我們有沒有把神所賜給我們的金錢財幹
[00:18:06.000 --> 00:18:08.000]  我們的時間跟我們的智慧
[00:18:08.000 --> 00:18:11.000]  也全然擺上在神的手中
[00:18:11.000 --> 00:18:15.000]  爲主而活爲主所使用呢
[00:18:15.000 --> 00:18:16.000]  你知道每次當我想到
[00:18:16.000 --> 00:18:20.000]  在這個故事裏面那些文士
[00:18:20.000 --> 00:18:25.000]  他們對神的話語真的何等的熟悉
[00:18:25.000 --> 00:18:28.000]  當西路王問他們說基督當身在何處
[00:18:28.000 --> 00:18:30.000]  他們毫不考慮
[00:18:30.000 --> 00:18:32.000]  毫不猶豫地回答說
[00:18:32.000 --> 00:18:33.000]  伯利恆
[00:18:33.000 --> 00:18:36.000]  他們對神的話這麼熟悉
[00:18:36.000 --> 00:18:40.000]  但他們卻不肯付出一點的代價
[00:18:40.000 --> 00:18:45.000]  到伯利恆去朝拜這位彌賽亞救主
[00:18:45.000 --> 00:18:50.000]  你可知道耶路撒冷離伯利恆有多遠嗎
[00:18:50.000 --> 00:18:51.000]  我告訴你
[00:18:51.000 --> 00:18:53.000]  走路才一個鐘頭而已
[00:18:53.000 --> 00:18:55.000]  一小時
[00:18:55.000 --> 00:18:57.000]  一小時的代價
[00:18:57.000 --> 00:19:00.000]  他們都嫌太多
[00:19:00.000 --> 00:19:04.000]  可見他們從來沒有將生命奉獻給神過來
[00:19:04.000 --> 00:19:08.000]  他們的福事只是在形式上
[00:19:08.000 --> 00:19:11.000]  只是在責任上而已
[00:19:11.000 --> 00:19:12.000]  反過來看
[00:19:12.000 --> 00:19:14.000]  我們看這些東方博士
[00:19:14.000 --> 00:19:18.000]  他們纔是真正的生命的奉獻者
[00:19:18.000 --> 00:19:22.000]  他們一點不在乎花了兩年的時間
[00:19:22.000 --> 00:19:25.000]  兩年
[00:19:25.000 --> 00:19:28.000]  他們一點不在乎變賣所有的一切
[00:19:28.000 --> 00:19:31.000]  一切
[00:19:31.000 --> 00:19:33.000]  都不在乎
[00:19:33.000 --> 00:19:41.000]  他們只在乎全然奉獻給主耶穌來爲主而活
[00:19:41.000 --> 00:19:43.000]  弟兄姐妹
[00:19:43.000 --> 00:19:46.000]  今天你我的光景是如何呢
[00:19:46.000 --> 00:19:51.000]  你只是一個金錢的奉獻者嗎
[00:19:51.000 --> 00:19:54.000]  你只是一個時間的奉獻者嗎
[00:19:54.000 --> 00:19:59.000]  你還是一個生命的奉獻者呢
[00:19:59.000 --> 00:20:03.000]  神的心意當然不是叫每一個人都做傳道
[00:20:03.000 --> 00:20:06.000]  事實上神的心意也不是叫每一個人都這樣做
[00:20:06.000 --> 00:20:09.000]  但神的確呼召我們
[00:20:09.000 --> 00:20:15.000]  要在凡事上竭盡心力來爲主而活的
[00:20:15.000 --> 00:20:17.000]  你們
[00:20:17.000 --> 00:20:19.000]  我們看見他們有個奉獻的心
[00:20:19.000 --> 00:20:20.000]  最後第四
[00:20:20.000 --> 00:20:22.000]  我們看見他們有個順服的心
[00:20:22.000 --> 00:20:25.000]  他們有個順服的心
[00:20:25.000 --> 00:20:29.000]  我們看見這些東方博士在敬拜完主耶穌之後
[00:20:29.000 --> 00:20:31.000]  主就向他們顯現
[00:20:31.000 --> 00:20:33.000]  十二節對他們怎麼說呢
[00:20:33.000 --> 00:20:36.000]  我們看見博士因爲夢中被主指示
[00:20:36.000 --> 00:20:38.000]  要回去見希律
[00:20:38.000 --> 00:20:40.000]  就從什麼
[00:20:40.000 --> 00:20:43.000]  別的路回本地去了
[00:20:43.000 --> 00:20:45.000]  我們看他們遇見主之後
[00:20:45.000 --> 00:20:48.000]  主就指引他們走一條新的道路
[00:20:48.000 --> 00:20:53.000]  不再是從前的老路所習慣所走過的路
[00:20:53.000 --> 00:20:56.000]  是一條未曾走過的道路
[00:20:56.000 --> 00:20:59.000]  而他們就順從神的帶領
[00:20:59.000 --> 00:21:03.000]  按照神的心意走上新的道路
[00:21:03.000 --> 00:21:07.000]  今天我們很容易來到神的面前
[00:21:07.000 --> 00:21:10.000]  我們堂堂又敬拜又讚美又禱告
[00:21:10.000 --> 00:21:13.000]  每個主日我們來到神的面前
[00:21:13.000 --> 00:21:16.000]  生命被餵養心靈被更新
[00:21:16.000 --> 00:21:18.000]  可是我們一回家
[00:21:18.000 --> 00:21:21.000]  我們堂堂又走回我們的老路
[00:21:21.000 --> 00:21:24.000]  又回到我們以前的習慣
[00:21:24.000 --> 00:21:27.000]  又回到我們舊有的生活形態
[00:21:27.000 --> 00:21:29.000]  我們沒有順服神的帶領
[00:21:29.000 --> 00:21:34.000]  來改換我們生活的習慣跟形態
[00:21:34.000 --> 00:21:37.000]  以至於我們就無法經歷到
[00:21:37.000 --> 00:21:41.000]  神所應許得勝的生活
[00:21:41.000 --> 00:21:47.000]  你知道很早以前我有好幾次的機會去上traffic school
[00:21:47.000 --> 00:21:50.000]  我不知道你有沒有去上過traffic school
[00:21:50.000 --> 00:21:52.000]  如果你上過traffic school
[00:21:52.000 --> 00:21:53.000]  你就知道每一次你去的時候
[00:21:53.000 --> 00:21:56.000]  老師一定叫我們介紹自己
[00:21:56.000 --> 00:21:57.000]  而且介紹自己的時候
[00:21:57.000 --> 00:22:03.000]  不但介紹你的名字還要介紹你的職業
[00:22:03.000 --> 00:22:06.000]  所以每次當我說我是牧師的時候
[00:22:06.000 --> 00:22:10.000]  立刻鬨堂大笑大家
[00:22:10.000 --> 00:22:12.000]  從那一分鐘開始
[00:22:12.000 --> 00:22:14.000]  我就成爲老師開玩笑的對象
