
[00:00:00.000 --> 00:00:02.640]  在全圖書裏面大家如果看這個結語
[00:04:21.280 --> 00:04:22.440]  我叫她給我機會
[00:04:22.440 --> 00:04:24.520]  她說我不理你
[00:04:24.520 --> 00:04:27.480]  我說No 別碰我
[00:04:27.480 --> 00:04:32.760]  可能如果你真的和她走的時候
[00:04:32.760 --> 00:04:34.560]  可能你沒心機讀書
[00:04:34.560 --> 00:04:36.200]  你肥大腦
[00:04:36.200 --> 00:04:38.040]  可能多搞幾步你會怎樣
[00:04:38.040 --> 00:04:39.080]  你會沮喪
[00:04:39.080 --> 00:04:41.120]  你會抑鬱
[00:04:41.120 --> 00:04:42.520]  甚至很焦慮
[00:04:42.520 --> 00:04:44.120]  抑鬱就是 哎呀那麼慘
[00:04:44.120 --> 00:04:45.440]  這個女孩就是死在我身上
[00:04:45.440 --> 00:04:46.840]  為甚麼會這樣
[00:04:46.840 --> 00:04:50.880]  所以如果追不到那個女孩
[00:04:50.880 --> 00:04:53.760]  未必對你是不好的一件事
[00:04:53.760 --> 00:04:55.120]  一切交於神度
[00:04:55.120 --> 00:04:57.680]  才是最好的一件事
[00:04:57.680 --> 00:04:58.640]  所以這裏來說
[00:04:58.640 --> 00:05:03.320]  那個神是國安其事成為美好
[00:05:03.320 --> 00:05:07.480]  又將永恆放在世人心裏
[00:05:07.480 --> 00:05:11.800]  原來人的裏面是有永恆這件事的
[00:05:11.800 --> 00:05:13.680]  是有永遠這件事的
[00:05:13.680 --> 00:05:14.800]  甚麼叫永恆
[00:05:14.800 --> 00:05:15.800]  甚麼叫永遠
[00:05:15.800 --> 00:05:18.320]  即是說無限的時間
[00:05:18.320 --> 00:05:19.400]  都不知道何時開始
[00:05:19.400 --> 00:05:21.160]  又不知道何時結束
[00:05:21.160 --> 00:05:23.560]  原來人的裏面是有無限
[00:05:23.560 --> 00:05:25.800]  是有永恆這個意識在裏面
[00:05:25.800 --> 00:05:29.680]  難怪人的心是甚麼
[00:05:29.680 --> 00:05:30.560]  不足
[00:05:30.560 --> 00:05:31.440]  是甚麼
[00:05:31.440 --> 00:05:33.720]  蛇吞象
[00:05:33.720 --> 00:05:36.200]  因為人的心裏面所要求
[00:05:36.200 --> 00:05:37.240]  所得到的東西
[00:05:37.240 --> 00:05:38.880]  唯有甚麼才能夠滿足它
[00:05:38.880 --> 00:05:41.880]  是無限是永恆才能夠滿足它
[00:05:41.880 --> 00:05:44.400]  你說心有多大
[00:05:44.400 --> 00:05:46.440]  心那麼大
[00:05:46.440 --> 00:05:47.040]  我給你
[00:05:47.040 --> 00:05:48.840]  我算你的心發大了
[00:05:48.840 --> 00:05:50.920]  有些人的心大些
[00:05:50.920 --> 00:05:51.800]  媽媽有沒有告訴你
[00:05:51.800 --> 00:05:52.640]  你那麼大心肝
[00:05:52.640 --> 00:05:54.240]  或者你沒有心肝
[00:05:54.240 --> 00:05:55.080]  有些人的心大些
[00:05:55.080 --> 00:05:55.920]  肥大些
[00:05:55.920 --> 00:05:57.960]  我以前有人送了一隻狗給我
[00:05:57.960 --> 00:05:59.120]  是北京狗
[00:05:59.120 --> 00:06:00.480]  在加拿大叫Fred
[00:06:00.480 --> 00:06:02.320]  因為牠的名字叫周潤發
[00:06:02.320 --> 00:06:02.760]  不是
[00:06:02.760 --> 00:06:03.640]  應該這樣說
[00:06:03.640 --> 00:06:05.320]  牠的主人很喜歡周潤發
[00:06:05.320 --> 00:06:07.800]  所以他就改了牠的北京狗叫Fred
[00:06:07.800 --> 00:06:08.840]  是真的
[00:06:08.840 --> 00:06:10.840]  牠因為不知道發生甚麼事
[00:06:10.840 --> 00:06:12.360]  不知道牠做甚麼
[00:06:12.360 --> 00:06:15.200]  所以就送了牠的Fred給我
[00:06:15.200 --> 00:06:16.160]  一來到
[00:06:16.160 --> 00:06:18.360]  他說牠要吃大鱷鮮
[00:06:18.360 --> 00:06:19.800]  甚麼是大鱷鮮
[00:06:19.800 --> 00:06:21.480]  是心臟藥
[00:06:21.480 --> 00:06:23.760]  大鱷鮮是一種心臟藥
[00:06:23.760 --> 00:06:25.760]  我問牠心臟病是嗎
[00:06:25.760 --> 00:06:28.760]  牠說這隻狗有先天性心臟病
[00:06:28.760 --> 00:06:31.760]  所以就送了一隻狗給我
[00:06:31.760 --> 00:06:34.240]  這個人把這隻狗說出來了
[00:06:34.240 --> 00:06:36.240]  我前面在說甚麼
[00:06:38.840 --> 00:06:40.840]  Ok 行的 我有辦法的
[00:06:40.840 --> 00:06:42.840]  繼續下去是怎樣呢
[00:06:42.840 --> 00:06:45.320]  就是這隻狗有心臟病的
[00:06:45.320 --> 00:06:46.840]  所以牠出街
[00:06:46.840 --> 00:06:49.480]  我們要很小心悉心去照顧牠
[00:06:49.480 --> 00:06:51.480]  但你要知道那隻狗
[00:06:51.480 --> 00:06:52.640]  我記得我說甚麼了
[00:06:52.640 --> 00:06:54.640]  那隻狗的心臟肥大了
[00:06:54.640 --> 00:06:55.840]  但肥大了
[00:06:55.840 --> 00:06:57.840]  本來正常的狗的心是這麼大的
[00:06:57.840 --> 00:06:58.840]  對嗎 Terry
[00:06:58.840 --> 00:07:00.440]  因為牠很喜歡狗的
[00:07:00.440 --> 00:07:04.240]  喜歡到牠給牠吃椰子油
[00:07:04.240 --> 00:07:06.640]  你知道甚麼是椰子油嗎
[00:07:06.640 --> 00:07:10.040]  是貴的 比橄欖油還貴
[00:07:10.040 --> 00:07:12.440]  牠給橄欖油給狗吃的
[00:07:12.440 --> 00:07:14.440]  不過牠不知道是甚麼來的
[00:07:14.440 --> 00:07:16.440]  那隻心臟肥大了
[00:07:16.440 --> 00:07:18.840]  我相信那隻狗的心臟肥大到這麼大
[00:07:18.840 --> 00:07:20.840]  其實很容易塞滿牠
[00:07:20.840 --> 00:07:21.840]  對嗎
[00:07:21.840 --> 00:07:23.840]  所以我們經常說人心不足
[00:07:23.840 --> 00:07:24.840]  經常聽到
[00:07:24.840 --> 00:07:25.840]  其實不是說那個心
[00:07:25.840 --> 00:07:27.440]  不是說那個心
[00:07:27.440 --> 00:07:28.840]  不是說裡面那個
[00:07:28.840 --> 00:07:30.840]  啪啪啪啪啪啪啪啪那東西
[00:07:30.840 --> 00:07:32.040]  不是說那個東西
[00:07:32.040 --> 00:07:34.840]  是說人的心靈
[00:07:36.840 --> 00:07:38.840]  那個人的心靈
[00:07:38.840 --> 00:07:40.840]  是甚麼東西能夠滿足到他呢
[00:07:40.840 --> 00:07:42.840]  是沒有東西能夠滿足到他
[00:07:42.840 --> 00:07:44.840]  最有錢最有錢的富豪
[00:07:44.840 --> 00:07:46.840]  歷史上其中一個在美國
[00:07:46.840 --> 00:07:48.840]  一個很富貴的富豪
[00:07:48.840 --> 00:07:52.840]  人家問他
[00:07:52.840 --> 00:07:54.840]  那你究竟賺多少李千九
[00:07:54.840 --> 00:07:56.840]  這個富豪 抵他做富豪
[00:07:56.840 --> 00:07:57.840]  你知道答案是甚麼嗎
[00:07:57.840 --> 00:07:59.840]  我說過了
[00:07:59.840 --> 00:08:01.840]  你知道你賺多少
[00:08:01.840 --> 00:08:03.840]  假如他有一千億身家
[00:08:03.840 --> 00:08:07.840]  他說我只想賺一千億美金
[00:08:07.840 --> 00:08:09.840]  多不多呀
[00:08:09.840 --> 00:08:11.840]  多不多呀
[00:08:11.840 --> 00:08:12.840]  我告訴你
[00:08:12.840 --> 00:08:14.840]  一千億美金都有一個數
[00:08:14.840 --> 00:08:15.840]  對不對
[00:08:15.840 --> 00:08:17.840]  但這個富豪不是這樣回答
[00:08:17.840 --> 00:08:18.840]  你知道他怎樣回答嗎
[00:08:18.840 --> 00:08:19.840]  先說了
[00:08:19.840 --> 00:08:20.840]  很弱呀
[00:08:20.840 --> 00:08:21.840]  有錢人都不弱的
[00:08:21.840 --> 00:08:22.840]  再來一次
[00:08:22.840 --> 00:08:24.840]  嘩 兩隻手來很厲害
[00:08:24.840 --> 00:08:26.840]  這是第一次
[00:08:26.840 --> 00:08:27.840]  他說
[00:08:27.840 --> 00:08:29.840]  Just a little bit more
[00:08:29.840 --> 00:08:31.840]  啊 明明在說甚麼
[00:08:31.840 --> 00:08:33.840]  Just a little bit more
[00:08:33.840 --> 00:08:35.840]  即是說我有二千億
[00:08:35.840 --> 00:08:39.840]  Just a little bit more
[00:08:39.840 --> 00:08:40.840]  對不對
[00:08:40.840 --> 00:08:41.840]  所以是沒有辦法
[00:08:41.840 --> 00:08:43.840]  能夠給你一個數字
[00:08:43.840 --> 00:08:45.840]  我只是想要多一點點
[00:08:45.840 --> 00:08:47.840]  多一點點
[00:08:47.840 --> 00:08:49.840]  是永遠沒有一個數字可以給你
[00:08:49.840 --> 00:08:51.840]  厲害呀這個
[00:08:51.840 --> 00:08:53.840]  這個富豪厲害呀 美國富豪
[00:08:53.840 --> 00:08:54.840]  所以兄弟姐妹
[00:08:54.840 --> 00:08:55.840]  人的心裏面
[00:08:55.840 --> 00:08:57.840]  是為甚麼會這樣呢
[00:08:57.840 --> 00:08:58.840]  我們不知道
[00:08:58.840 --> 00:08:59.840]  為甚麼人這麼貪婪呢
[00:08:59.840 --> 00:09:00.840]  為甚麼那條蛇
[00:09:00.840 --> 00:09:01.840]  整隻鹿這樣吞下去
[00:09:01.840 --> 00:09:02.840]  接著呢
[00:09:02.840 --> 00:09:03.840]  我告訴大家
[00:09:03.840 --> 00:09:04.840]  吞了那隻鹿
[00:09:04.840 --> 00:09:05.840]  照那些專家研究
[00:09:05.840 --> 00:09:07.840]  一條蛇這樣的size
[00:09:07.840 --> 00:09:08.840]  這樣的胃
[00:09:08.840 --> 00:09:09.840]  吞了那隻鹿
[00:09:09.840 --> 00:09:10.840]  就等於一個人一天
[00:09:10.840 --> 00:09:12.840]  吃三千隻hamburger
[00:09:12.840 --> 00:09:14.840]  如果照那條數來計
[00:09:14.840 --> 00:09:15.840]  所以他一年不吃東西
[00:09:15.840 --> 00:09:16.840]  睡在那裏
[00:09:16.840 --> 00:09:17.840]  不能動的
[00:09:17.840 --> 00:09:19.840]  人就是這樣的
[00:09:19.840 --> 00:09:21.840]  連動物都是這麼貪心的
[00:09:21.840 --> 00:09:23.840]  為甚麼會這樣呢
[00:09:23.840 --> 00:09:24.840]  就是因為這句話
[00:09:24.840 --> 00:09:25.840]  他已經說給我們聽
[00:09:25.840 --> 00:09:27.840]  因為神擺了一個永恆在我們裏面
[00:09:27.840 --> 00:09:29.840]  唯有說是永恆的神
[00:09:29.840 --> 00:09:31.840]  你知道我們神的名字叫甚麼嗎
[00:09:31.840 --> 00:09:33.840]  聖經說我們的神叫夜莫華
[00:09:33.840 --> 00:09:34.840]  甚麼叫夜莫華
[00:09:34.840 --> 00:09:36.840]  是一個出埃及的三章十四節
[00:09:36.840 --> 00:09:40.840]  當摩西遇到神的時候
[00:09:40.840 --> 00:09:42.840]  你又叫我做這些做那些
[00:09:42.840 --> 00:09:43.840]  我很害怕
[00:09:43.840 --> 00:09:45.840]  叫我去帶百多萬人
[00:09:45.840 --> 00:09:46.840]  即是如果我告訴你
[00:09:46.840 --> 00:09:49.840]  香港所有的菲傭 印傭 泰傭
[00:09:49.840 --> 00:09:50.840]  所有的家庭傭工
[00:09:50.840 --> 00:09:53.840]  你全部要放他們回他們的家
[00:09:53.840 --> 00:09:55.840]  重要喔 重要喔
[00:09:55.840 --> 00:09:57.840]  如果根據聖經看
[00:09:57.840 --> 00:09:58.840]  他們出埃及的時候
[00:09:58.840 --> 00:10:00.840]  他們會拿些好東西走
[00:10:00.840 --> 00:10:01.840]  聖經說的
[00:10:01.840 --> 00:10:04.840]  聖經說的 拿他們的好東西走
[00:10:04.840 --> 00:10:07.840]  嘩 你猜會怎樣
[00:10:07.840 --> 00:10:10.840]  嘩 好人都不肯
[00:10:10.840 --> 00:10:11.840]  怎樣行啊
[00:10:11.840 --> 00:10:14.840]  沒有那些菲傭 印傭那怎麼辦啊
[00:10:14.840 --> 00:10:15.840]  我怎樣上班啊
[00:10:15.840 --> 00:10:16.840]  誰幫我看小孩啊
[00:10:16.840 --> 00:10:18.840]  誰幫我養狗啊 看狗啊
[00:10:18.840 --> 00:10:23.840]  現在講百多萬奴隸喔
[00:10:23.840 --> 00:10:26.840]  奴隸不用錢的你知道嗎
[00:10:26.840 --> 00:10:28.840]  不用給那麼多東西吃飽
[00:10:28.840 --> 00:10:29.840]  菲傭不是啊
[00:10:29.840 --> 00:10:31.840]  四千元啊 我不知道多少
[00:10:31.840 --> 00:10:32.840]  上下啦
[00:10:32.840 --> 00:10:33.840]  你要給地方住喔
[00:10:33.840 --> 00:10:35.840]  還要吃你的三餐喔
[00:10:35.840 --> 00:10:36.840]  對不對
[00:10:36.840 --> 00:10:37.840]  還要洗澡喔
[00:10:37.840 --> 00:10:39.840]  要用水喔 即是說
[00:10:39.840 --> 00:10:40.840]  對不對
[00:10:40.840 --> 00:10:41.840]  還要有教課喔
[00:10:41.840 --> 00:10:43.840]  奴隸有沒有教課啊
[00:10:43.840 --> 00:10:44.840]  是沒有的
[00:10:44.840 --> 00:10:46.840]  你想想叫摩西去埃及
[00:10:46.840 --> 00:10:48.840]  帶百多萬奴隸出來
[00:10:48.840 --> 00:10:50.840]  這個job是不容易做的
[00:10:50.840 --> 00:10:51.840]  還有喔
[00:10:51.840 --> 00:10:53.840]  你以為他易感還鄉啊
[00:10:53.840 --> 00:10:56.840]  他那時候是一個走佬出來的
[00:10:56.840 --> 00:10:58.840]  摩西是殺人走佬出來的喔
[00:10:58.840 --> 00:11:00.840]  你叫我回去不就死了
[00:11:00.840 --> 00:11:01.840]  還有我走的時候四十歲
[00:11:01.840 --> 00:11:03.840]  而我現在八十歲喔
[00:11:03.840 --> 00:11:05.840]  記得嗎
[00:11:05.840 --> 00:11:06.840]  摩西走的時候四十歲
[00:11:06.840 --> 00:11:07.840]  他出了四十歲
[00:11:07.840 --> 00:11:08.840]  出了四十年
[00:11:08.840 --> 00:11:09.840]  神叫他回去
[00:11:09.840 --> 00:11:10.840]  他說喂
[00:11:10.840 --> 00:11:11.840]  你叫我回去
[00:11:11.840 --> 00:11:12.840]  你一定要告訴我
[00:11:12.840 --> 00:11:13.840]  你的名字叫什麼
[00:11:13.840 --> 00:11:14.840]  讓我告訴別人
[00:11:14.840 --> 00:11:15.840]  你的名字是什麼
[00:11:15.840 --> 00:11:17.840]  即是如果你的名字夠厲害
[00:11:17.840 --> 00:11:19.840]  夠了不起的
[00:11:19.840 --> 00:11:21.840]  即是好像容若麗子那樣
[00:11:21.840 --> 00:11:23.840]  黑社會大佬
[00:11:23.840 --> 00:11:25.840]  就跟一個小孩說
[00:11:25.840 --> 00:11:27.840]  你去幫我收帳
[00:11:27.840 --> 00:11:28.840]  收什麼帳啊
[00:11:28.840 --> 00:11:31.840]  收那個爛命財那條帳
[00:11:31.840 --> 00:11:32.840]  爛命財
[00:11:32.840 --> 00:11:33.840]  我好像聽見上次那個
[00:11:33.840 --> 00:11:34.840]  回不來喔
[00:11:34.840 --> 00:11:35.840]  是啊
[00:11:35.840 --> 00:11:37.840]  那怎麼辦啊
[00:11:37.840 --> 00:11:38.840]  你去啊
[00:11:38.840 --> 00:11:39.840]  如果上次那個回不來
[00:11:39.840 --> 00:11:41.840]  我何必叫你去呢
[00:11:41.840 --> 00:11:42.840]  是不是
[00:11:42.840 --> 00:11:43.840]  然後他說
[00:11:43.840 --> 00:11:44.840]  大佬
[00:11:44.840 --> 00:11:45.840]  我剛剛跟你的時候
[00:11:45.840 --> 00:11:48.840]  我連你叫什麼名字都不知道喔
[00:11:48.840 --> 00:11:51.840]  那你都要給個名字
[00:11:51.840 --> 00:11:52.840]  我告訴別人
[00:11:52.840 --> 00:11:53.840]  爛命財
[00:11:53.840 --> 00:11:54.840]  我大佬叫做
[00:11:54.840 --> 00:11:57.840]  什麼什麼陳大文
[00:11:57.840 --> 00:11:58.840]  他叫我來收的那條帳
[00:11:58.840 --> 00:11:59.840]  你快點給吧
[00:11:59.840 --> 00:12:01.840]  起碼我都要告訴他
[00:12:01.840 --> 00:12:02.840]  我大佬是誰
[00:12:02.840 --> 00:12:03.840]  所以其實摩西就是問
[00:12:03.840 --> 00:12:04.840]  喂 神啊
[00:12:04.840 --> 00:12:05.840]  埃及很多神啊
[00:12:05.840 --> 00:12:07.840]  摩依因神佛啊
[00:12:07.840 --> 00:12:08.840]  那你是神
[00:12:08.840 --> 00:12:09.840]  你叫我去
[00:12:09.840 --> 00:12:10.840]  那我都要告訴他
[00:12:10.840 --> 00:12:11.840]  你叫什麼名字
[00:12:11.840 --> 00:12:12.840]  讓我可以去到
[00:12:12.840 --> 00:12:13.840]  告訴他
[00:12:13.840 --> 00:12:14.840]  我神叫什麼名字
[00:12:14.840 --> 00:12:15.840]  叫我來的
[00:12:15.840 --> 00:12:16.840]  你知道神告訴他
[00:12:16.840 --> 00:12:17.840]  叫什麼名字嗎
[00:12:17.840 --> 00:12:18.840]  神告訴他
[00:12:18.840 --> 00:12:19.840]  我是大力士啊
[00:12:19.840 --> 00:12:21.840]  我是大能的神
[00:12:21.840 --> 00:12:22.840]  不是啊
[00:12:22.840 --> 00:12:24.840]  神就說
[00:12:24.840 --> 00:12:26.840]  Yahweh
[00:12:26.840 --> 00:12:27.840]  一個字
[00:12:27.840 --> 00:12:28.840]  Yahweh
[00:12:28.840 --> 00:12:29.840]  什麼意思啊
[00:12:29.840 --> 00:12:31.840]  原來Yahweh這個字呢
[00:12:31.840 --> 00:12:33.840]  就是耶和華
[00:12:33.840 --> 00:12:34.840]  那耶和華是什麼意思呢
[00:12:34.840 --> 00:12:35.840]  你現在沒有解釋給我聽
[00:12:35.840 --> 00:12:36.840]  是不是
[00:12:36.840 --> 00:12:37.840]  我查字典
[00:12:37.840 --> 00:12:38.840]  Taxi不懂得解釋
[00:12:38.840 --> 00:12:39.840]  他給我的士
[00:12:39.840 --> 00:12:40.840]  我都不知道是什麼來的
[00:12:40.840 --> 00:12:41.840]  是不是啊
[00:12:41.840 --> 00:12:43.840]  你不懂得的士是什麼
[00:12:43.840 --> 00:12:44.840]  你說完Taxi
[00:12:44.840 --> 00:12:45.840]  Taxi是什麼來的
[00:12:45.840 --> 00:12:47.840]  Taxi的士又是什麼呢
[00:12:47.840 --> 00:12:48.840]  我都不懂的
[00:12:48.840 --> 00:12:50.840]  你只不過用中文譯了它
[00:12:50.840 --> 00:12:51.840]  譯音而已
[00:12:51.840 --> 00:12:53.840]  所以其實耶和華這個名字是什麼
[00:12:53.840 --> 00:12:55.840]  中文的和合本譯法是什麼
[00:12:55.840 --> 00:12:56.840]  就是
[00:12:56.840 --> 00:12:59.840]  我是自有永有的神
[00:12:59.840 --> 00:13:00.840]  是不是啊
[00:13:00.840 --> 00:13:01.840]  就是說我是那個
[00:13:01.840 --> 00:13:03.840]  自己有我永遠有的神
[00:13:03.840 --> 00:13:04.840]  就是說呢
[00:13:04.840 --> 00:13:06.840]  沒有東西在我前
[00:13:06.840 --> 00:13:07.840]  是不是
[00:13:07.840 --> 00:13:08.840]  我自有永有嘛
[00:13:08.840 --> 00:13:09.840]  沒有東西製造我出來
[00:13:09.840 --> 00:13:11.840]  我就是那個自有永有
[00:13:11.840 --> 00:13:12.840]  但其實原文的意思呢
[00:13:12.840 --> 00:13:14.840]  其實不是這樣譯法的
[00:13:14.840 --> 00:13:16.840]  原文的直譯
[00:13:16.840 --> 00:13:17.840]  希伯來文的直譯是什麼
[00:13:17.840 --> 00:13:18.840]  就是
[00:13:18.840 --> 00:13:19.840]  可以這樣講
[00:13:19.840 --> 00:13:20.840]  就是說
[00:13:20.840 --> 00:13:21.840]  我
[00:13:21.840 --> 00:13:23.840]  我是什麼呢
[00:13:23.840 --> 00:13:25.840]  我就是昔日
[00:13:25.840 --> 00:13:26.840]  今日
[00:13:26.840 --> 00:13:27.840]  直到永永遠遠
[00:13:27.840 --> 00:13:28.840]  都是我
[00:13:28.840 --> 00:13:30.840]  就是說我是從那個
[00:13:30.840 --> 00:13:31.840]  Everlasting
[00:13:31.840 --> 00:13:32.840]  到Everlasting
[00:13:32.840 --> 00:13:33.840]  那個我
[00:13:33.840 --> 00:13:35.840]  我是那個永遠到永遠那個我
[00:13:35.840 --> 00:13:36.840]  所以當啟示錄的時候
[00:13:36.840 --> 00:13:38.840]  耶穌基督說自己是什麼
[00:13:38.840 --> 00:13:41.840]  I am the Alpha and the Omega
[00:13:41.840 --> 00:13:42.840]  看到嗎
[00:13:42.840 --> 00:13:45.840]  我是那個始為終
[00:13:45.840 --> 00:13:46.840]  我是那個首先的
[00:13:46.840 --> 00:13:47.840]  我是末後的
[00:13:47.840 --> 00:13:48.840]  記不記得
[00:13:48.840 --> 00:13:49.840]  聖經說的
[00:13:49.840 --> 00:13:50.840]  耶穌說的
[00:13:50.840 --> 00:13:51.840]  我就是首先
[00:13:51.840 --> 00:13:52.840]  末後的
[00:13:52.840 --> 00:13:53.840]  我是始
[00:13:53.840 --> 00:13:54.840]  我是終
[00:13:54.840 --> 00:13:55.840]  我是那個Alpha and Omega
[00:13:55.840 --> 00:13:56.840]  Alpha and Omega的意思是什麼
